,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
oven,0.83068025,1.1911833,1.357076,1.0368973,0.8494979,1.1993225,1.1437701,1.280474,0.9329445,0.59768736,0.82743037,1.213057,0.6515349,0.8211123,1.2261056,0.921691,1.0750428,1.1168174,1.2871709,1.1992369,0.78087133,1.1477386,0.7553468,0.97666276,1.1154159,0.97799116,1.0066792,1.0181285,1.0194703,0.8027016,1.3262229,0.69354326,0.7120135,0.82349396,1.2895167,0.9996891,0.7143211,0.9503678,1.361618,0.6250048,1.2723975,1.031375,1.1852014,0.5606263,0.59314156,0.8988596,1.0793904,1.3229266,1.2303085,0.9338903,1.2492728,0.75164497,1.404521,1.2815921,1.0404032,1.2680851,1.2957959,0.8311722,1.1526549,1.008016,1.0164094,1.3174243,0.946941,1.0129765,0.89068186,1.2891588,0.9970431,0.97514987,0.7705779,0.99800533,0.65538174,0.8423009,0.76698124,1.2051142,1.1149926,0.9821623,1.0257431,0.9910518,1.0888374,1.3320498,1.1741514,1.1216828,1.1016369,1.3372756,0.0,1.0111697,0.8938478,0.63337207,0.7542122,1.255431,1.2455614,1.1181391,0.8711623,1.2117057,1.1056263,1.3499585,1.2544186,1.1761358,0.18330222,0.9949754,1.1033653,0.92551845,0.91960585,0.9179438,0.7526239,1.104735,0.65446097,1.0195817,0.5246042,0.830477,0.6543021,1.3388922,1.0507334,1.281089,1.1791531,1.1776447,1.0475261,0.9607038,1.2850163,0.9597891,0.72506756,0.63138473,1.3345629,1.3462805,1.2505211,1.1001551,1.1406728,1.3190386,0.8441837,0.9935942,1.1200907,0.79959023,1.2952006,0.728912
owl,0.59835374,1.0675426,1.0528527,1.0345379,0.93210965,0.83896077,0.9551861,1.1352375,1.1543269,0.9105204,0.8142303,1.1993302,1.1551113,0.86570174,1.0078769,0.8445348,1.2155757,1.3227996,1.2508692,1.2071624,1.2026726,1.0403955,1.0849221,1.2544497,1.0018015,1.2569988,1.1923225,0.97434145,0.8534962,1.1806605,1.086424,0.8553654,1.0279441,0.8936982,0.88229394,1.0691079,0.9159649,0.7989588,1.2367189,1.0213348,1.197052,0.85118675,1.0849577,1.1276563,1.1607285,0.8758992,0.97885895,0.9946998,0.93174666,0.82763517,1.0345501,0.80909336,1.11164,1.2361618,0.9617157,1.2522215,1.0224582,1.0545653,1.0542663,0.8196646,0.594841,1.11762,0.8136776,0.74632716,0.81708616,1.0013137,0.9578552,1.0414505,0.91813797,0.9986595,0.8502941,1.0277115,1.1151744,1.1171669,1.0866734,1.2114184,0.9482555,1.0260223,0.9832916,1.0209817,1.1949384,1.1083273,0.95913315,1.0186048,1.0111697,0.0,0.95472854,0.8853817,1.0176207,1.199837,1.2051334,1.0093603,1.1052047,1.2236314,1.1849056,1.0585554,1.1279471,1.175503,1.0884093,0.78180176,0.9732256,0.8263139,1.0919693,1.0237573,0.9078659,1.1918974,1.0810554,1.1752193,0.884113,1.1909069,0.9693131,1.0672542,0.86756504,1.092579,1.1041307,1.2336626,1.2335781,0.98797494,1.1233897,1.0697551,0.9031568,1.0045576,1.0486907,1.079108,1.0140129,1.0605539,1.1543012,1.1895238,1.1577893,1.1625029,1.1852491,1.1907922,1.044253,1.0019735
pajamas,0.54098016,1.2228764,1.3818281,0.99352235,0.61620575,1.1536534,1.146945,1.3704437,0.9563295,0.8635168,0.6315228,1.4401603,0.8475444,0.3648659,1.3204551,0.5857127,1.2859917,1.205483,1.4366552,1.5013107,1.054706,1.0819048,0.92449296,1.2450066,0.9206722,1.4205958,1.0672287,1.0432196,0.80420005,0.9813871,1.3583448,0.8085859,0.74393666,0.8387852,1.306178,1.1170881,0.628006,0.68858767,1.5052819,0.7746454,1.4942974,0.80278337,0.8070477,0.88750374,1.182284,0.7126635,1.0675642,1.3595803,1.3455129,0.55015993,1.211698,0.7230517,1.430965,1.2820678,0.8106892,1.444864,1.1402614,0.75896394,1.1133113,0.6740534,0.8735857,1.2435628,0.6744528,0.87269706,0.61691755,1.3792927,0.87651795,0.87176645,0.5009068,0.7631321,0.57748395,1.2477143,0.86714244,1.512258,1.298959,1.0870866,0.6119131,0.9789317,1.0870161,1.3697736,1.284332,1.1513661,1.0265269,1.3732599,0.8938478,0.95472854,0.0,0.68691736,0.684343,1.5324782,1.5242536,1.0695685,0.88833314,1.3152063,1.2568735,1.3333297,1.2777374,1.3214796,0.8704822,0.96674764,0.9430449,0.7773518,1.0805199,0.90822446,0.48071432,0.9659928,0.9427887,1.1247883,0.7376063,1.4283483,0.6906704,1.4454265,0.8896569,1.3826872,0.93119264,1.4607687,1.1089269,1.0846821,1.3799586,0.859885,0.5276524,0.621903,1.3791904,1.2846377,1.2486107,1.078841,1.1931434,1.2302477,0.94273305,1.0419863,1.0928841,1.0770998,1.3613614,0.76266986
pants,0.6480591,0.88843423,1.3399177,1.1576442,0.7928138,1.1868427,1.1716106,1.3051957,1.1849507,0.8788648,0.80953646,1.3266186,0.864799,0.52399474,1.2539666,0.9187383,1.1491804,1.4255068,1.435081,1.4668592,1.1442641,1.1031349,0.8517072,1.3083324,1.0099996,1.2452155,1.2472025,0.783203,0.9776348,0.9754499,1.4456528,0.8142868,0.8120081,0.6448914,1.3695251,1.1464689,0.6248452,0.8172234,1.4148698,0.9329905,1.4189507,0.9727779,0.89560354,0.76971734,1.0205537,0.6465106,0.85801893,1.3379393,1.1981848,0.80319333,1.0468698,0.7630504,1.423778,1.3611271,0.6583853,1.3301009,1.389724,0.86097026,1.00462,0.7231633,0.9672624,1.434473,0.69549966,0.81890523,0.69237864,1.0241958,0.790226,1.0729995,0.4720893,1.0555307,0.11633241,0.6929418,0.9681451,1.4475535,1.1607969,1.1571593,0.66939694,0.9174628,1.0914243,1.2847667,1.2288207,0.8477683,0.90004027,1.3232217,0.63337207,0.8853817,0.68691736,0.0,0.91083026,1.3937547,1.3752888,1.2138782,1.0140616,1.251793,1.3874636,1.308787,1.3159213,1.3450243,0.67863643,1.0454768,0.9256855,0.85735095,0.7560002,0.8236903,0.35805207,1.0494475,0.28500193,0.9056822,0.562327,1.2672162,0.8583745,1.269417,0.99834067,1.3778919,1.0254525,1.3417265,1.2364973,0.8720067,1.3398592,0.97865945,0.29474545,0.8051374,1.4501891,1.1554759,1.0629269,1.0556031,1.1293322,1.535007,1.0846905,0.9992899,1.2666308,1.0567575,1.1530356,0.9295324
paper,0.6457226,1.3297765,1.4694602,0.9114274,0.6705727,1.1134104,1.1285386,1.3834136,1.0386013,0.641782,0.78905535,1.3988848,0.8218824,0.59296995,1.2175599,0.8480253,1.1897372,0.76157427,1.4132082,1.4749918,0.7220572,1.0910975,0.909305,1.0644877,0.75808966,1.2543117,1.0384724,1.0780041,1.0589571,0.9979385,1.3076419,0.71653473,0.6708218,0.7469336,1.1735553,0.80755806,0.7604828,0.6614852,1.4205297,0.68798786,1.4814214,1.0743978,0.98486996,0.81754506,0.6863537,0.9142165,1.0815063,1.4556226,1.3705304,0.8226638,1.2220976,0.8231907,1.3235519,1.2194387,1.0280194,1.3259128,0.9328935,0.80714345,1.2069067,0.88709366,1.0047349,0.9382534,0.8916179,0.9668184,0.7059758,1.4109213,1.1153352,0.90139836,0.7270781,0.75331783,0.8089623,1.0838786,0.7854918,1.3625283,1.0916258,0.91562545,0.84456503,1.1257333,1.0389937,1.4144914,1.297181,1.1580708,1.0931364,1.4823656,0.7542122,1.0176207,0.684343,0.91083026,0.0,1.3882928,1.3730352,0.9936177,0.71738493,1.23371,1.0521257,1.458817,1.3617938,1.2672255,0.80732244,0.8533176,1.0626059,0.8135915,1.0438397,0.7528885,0.7995007,1.0389597,0.96216226,1.0762341,0.7582935,1.0918741,0.6443763,1.4977689,0.90230703,1.3707697,1.0442221,1.3603014,0.9976281,1.0428009,1.3570276,0.93350303,0.7706097,0.5886804,1.3824337,1.4191809,1.2758565,0.8909672,1.2683884,1.1404694,0.65166724,0.9778357,1.1330662,0.9970046,1.3496056,0.80599236
pen,1.5964475,0.7260667,0.46099824,1.137778,1.4197167,0.9987757,1.0320632,0.5458725,1.0940821,1.2708933,1.4022496,0.2511841,1.2302195,1.5822132,0.57155305,1.3385141,0.6318158,0.5485651,0.29674852,0.25478,1.0850483,1.1527785,1.0434351,0.84987164,1.198193,0.4979025,0.8883857,1.1275903,1.2578696,1.1489174,0.42860365,1.2995346,1.4065547,1.2784774,0.7245029,1.0543268,1.492527,1.4296896,0.09098554,1.3743105,0.26814067,1.2492418,1.2228065,1.1974511,0.87433004,1.3009877,1.0102195,0.5260168,0.5798687,1.3824402,0.73191863,1.3997495,0.39377177,0.64866257,1.196146,0.25419974,0.88452846,1.4493992,0.8259766,1.4060013,1.2195151,0.7732994,1.3388987,1.238266,1.5014606,0.60858995,1.153236,1.0430908,1.4378043,1.2214051,1.4888221,0.65449727,1.1801673,0.32169008,0.76853305,1.0849164,1.4632237,0.9338703,1.1162345,0.34619504,0.6286012,0.7544347,1.1533068,0.4919482,1.255431,1.199837,1.5324782,1.3937547,1.3882928,0.0,0.063753605,0.9460594,1.2517136,0.5695344,0.79131854,0.5636363,0.61439687,0.5198015,1.2558191,1.2079996,1.0452781,1.3876245,0.8827901,1.1110437,1.4664149,0.9061002,1.1533107,0.9455592,1.436956,0.41817522,1.3056465,0.25100183,1.0776306,0.44785452,1.0018842,0.34513313,0.8914107,0.94320333,0.2939828,1.1561971,1.531735,1.5340595,0.5816698,0.51500136,0.61782867,0.74052066,0.6832552,0.71014637,1.2574911,1.054788,0.8458737,1.0978608,0.48831725,1.2577837
pencil,1.5458661,0.76553947,0.5203631,1.0928302,1.4292161,0.987108,1.0068078,0.5621228,1.0872865,1.2495255,1.4257987,0.34111458,1.2175786,1.5650076,0.6033158,1.3590696,0.6633991,0.58024925,0.37334806,0.3376881,1.0704223,1.1023548,0.9501662,0.8281028,1.1759877,0.5731483,0.8787621,1.0926112,1.2647007,1.1144207,0.50169355,1.2483882,1.3838048,1.220471,0.75988066,1.0050205,1.5032067,1.4188454,0.1434195,1.3535364,0.360155,1.2534628,1.1600969,1.2014244,0.88394976,1.2988765,1.0427408,0.5535006,0.69210947,1.398463,0.785863,1.3876572,0.43914247,0.6462766,1.170735,0.23220241,0.8471358,1.4386714,0.87252164,1.3663673,1.2049308,0.7906301,1.3648381,1.1860815,1.4689292,0.69808066,1.2076298,1.0335466,1.4131539,1.2149358,1.4743313,0.64024353,1.1420529,0.37668657,0.75228196,1.0452696,1.4455285,0.9372933,1.0834397,0.45561677,0.6310479,0.7914131,1.1680111,0.527058,1.2455614,1.2051334,1.5242536,1.3752888,1.3730352,0.063753605,0.0,0.99866694,1.2229857,0.6310872,0.7876003,0.5570818,0.65908355,0.579918,1.2403375,1.1976072,1.0722905,1.33975,0.8812095,1.053619,1.4782777,0.92711186,1.1716871,0.9119654,1.4116471,0.4733119,1.2457088,0.3555435,1.0943207,0.47106165,0.9823335,0.28080177,0.8660242,0.7956364,0.36695796,1.1563197,1.512132,1.5013542,0.57621706,0.58757675,0.6249831,0.71927536,0.6866446,0.70281863,1.2055268,1.0794287,0.8536076,1.0780522,0.55843973,1.271616
pillow,0.9606014,1.1017789,1.1553631,0.99844146,0.92901254,1.0696617,1.0130506,1.0552803,0.53543913,0.9580274,0.5703875,0.8731066,0.8559249,1.0843234,0.94002503,0.5859664,0.9662039,0.8094679,0.9973743,0.90302974,0.8774402,0.96587646,0.89727575,0.9258988,1.0082444,0.74743235,0.9574393,1.1352136,0.8145145,0.8201667,0.9496687,1.0521079,0.9733472,0.968116,0.75455785,0.98083365,0.68924963,0.9607518,1.0299044,0.8339252,0.92842585,0.8373287,0.968532,1.12968,1.0616189,0.98431927,1.2343485,1.1296661,1.1224031,1.2161194,1.1169636,1.1972176,0.88241965,0.8484388,1.101902,1.0880183,0.9061292,1.2413685,1.2280356,0.920093,0.9526978,0.9473857,1.255089,1.2062572,1.0113355,1.0576897,1.0100207,0.84472656,1.0617613,1.0409397,1.1124558,1.1406907,0.973091,0.8870219,1.138337,0.97755873,0.9800334,0.99400926,1.1297588,1.1072959,0.42977512,1.2089366,1.2268457,1.1261538,1.1181391,1.0093603,1.0695685,1.2138782,0.9936177,0.9460594,0.99866694,0.0,1.0082192,0.82529604,0.98795277,1.1051676,0.8504205,0.98661196,1.0978795,0.96435547,1.046554,1.0008342,1.0955484,1.11032,1.1204369,0.769753,1.1280094,1.1291927,1.2171847,0.91011715,1.0826867,1.0466866,1.1320807,1.0115749,0.72512937,1.0038924,1.0086995,1.1951625,1.0903232,0.8509566,1.1456699,0.94566834,0.930112,1.0040529,1.1733303,1.0873846,0.48861945,0.9062569,0.9523919,1.0696385,0.90011555,0.91224307,1.1553892,1.072597
pizza,0.9254855,1.2217484,1.2411914,0.9327343,0.90495145,1.088319,1.083608,1.1234866,0.970137,0.82331544,0.99468917,1.128944,0.9092379,0.8903675,1.0524093,1.0097846,0.98142546,0.93323517,1.1769011,1.0830063,0.8640198,1.0570024,0.96451545,0.9267019,0.75612956,1.1140945,0.9385988,0.97305685,1.0091856,0.9256448,1.0768987,1.0047568,0.77196157,0.87587,0.9699815,0.936345,0.9600487,0.93915784,1.2552683,0.84576017,1.1979125,1.0175512,1.0788693,0.97199667,0.9546139,0.94820625,1.1217626,1.2221329,1.2156739,1.0166258,1.2363254,0.9955433,1.1115673,0.87283576,1.0623577,1.0348314,0.8549114,0.8495973,1.1668003,1.0840476,1.011598,1.0241932,1.0302775,1.0189333,1.0261562,1.2035673,1.077551,1.0253882,0.9743403,0.885565,1.0051432,1.0080638,0.9911676,1.1378659,1.0653656,0.955637,0.97973114,1.0040545,0.8288913,1.2577906,1.14185,1.1703695,1.0960829,1.2447242,0.8711623,1.1052047,0.88833314,1.0140616,0.71738493,1.2517136,1.2229857,1.0082192,0.0,0.96218914,0.56186557,1.2162455,1.1055776,1.0754591,0.90585124,0.9361959,1.031958,0.9966523,1.0315804,0.9732795,0.97335386,1.1139667,1.000027,0.8732034,0.8477247,0.9408597,0.9927415,1.2918488,0.97621816,1.1229079,1.1341567,0.8273806,0.9619027,1.0084252,1.2197456,0.9192032,0.937223,0.73694575,1.0494037,1.3108635,1.2287359,1.0415721,1.0959866,1.1489067,0.52026147,0.9888346,1.0224051,0.9730628,1.2023966,0.91728693
plant,1.3730181,0.8160225,0.84315354,1.0897465,1.3049653,1.1414655,1.1112891,0.7605355,0.8900136,1.3482628,1.2758033,0.5223991,1.0675497,1.4238344,0.75390995,1.2241175,0.79827225,0.82630044,0.5833558,0.5770253,0.9709686,1.0541288,0.99138594,0.9159776,1.062011,0.62604594,0.92440856,1.0601064,1.0111358,0.94469905,0.58995706,1.2935452,1.1857556,1.1806594,0.8679666,0.9229692,1.3084974,1.2877581,0.6334741,1.1951299,0.524547,1.0141696,1.0489901,0.94290036,0.87375784,1.1532261,0.94956905,0.9118046,0.72642726,1.3029224,0.85272133,1.2616447,0.66854423,0.33154374,1.1572149,0.4523669,0.88094664,1.1891347,0.8832882,1.3017969,1.1604178,1.0382191,1.1645505,1.1472065,1.4120501,0.6776272,0.9227503,1.098548,1.3748186,1.1682754,1.3872695,0.7116102,1.1473866,0.48792613,0.9937841,1.0084574,1.1832933,0.8745049,1.0320743,0.78682715,0.59474665,0.82751477,1.0391388,0.8765152,1.2117057,1.2236314,1.3152063,1.251793,1.23371,0.5695344,0.6310872,0.82529604,0.96218914,0.0,0.82244796,0.77126503,0.44495475,0.60585237,1.0456616,1.1683233,0.828818,1.3978086,0.993762,1.1326938,1.2976933,0.9906829,1.0762471,0.7447343,1.1598605,0.70310116,1.4663103,0.7122113,1.1571242,0.79558885,1.0487986,0.4591182,0.9204962,1.0751201,0.7444097,0.9983283,1.3373462,1.3278468,0.8211543,0.7732928,0.90539634,0.9800957,0.6282956,0.89064294,0.96467996,0.85000026,0.84349644,0.7635762,0.8076804,1.0697297
plate,1.3252501,1.0436084,0.5808294,0.7940061,1.217474,0.7080145,0.7288363,0.7460108,0.94150597,1.0970186,1.3669853,0.7882105,1.1384861,1.3232296,0.77665615,1.2719169,0.7933937,0.63797307,0.74280256,0.53906333,0.8397714,0.8114258,1.1331292,0.7441642,0.94089234,0.82644427,0.8544892,0.985487,1.1740491,1.0223393,0.67983055,1.3443791,1.0868078,1.2567024,0.7053356,0.8954731,1.3813539,1.1931521,0.7805805,1.1083672,0.7023176,1.1641216,1.0486177,1.2385011,0.8768321,1.1993182,1.1513944,0.5059992,0.96431196,1.2981046,1.0632035,1.2156879,0.6823752,0.660219,1.1263423,0.77445513,0.6905514,1.1868718,1.1231875,1.265515,1.1676766,0.5957909,1.3643402,1.1511072,1.3216399,0.95338434,1.2734659,1.0556141,1.3617858,1.0568447,1.4446696,1.036198,1.1749794,0.71337146,0.8304503,0.91296214,1.2108443,1.079905,0.70052207,0.8762304,0.87795484,1.1673363,1.1541603,0.5583786,1.1056263,1.1849056,1.2568735,1.3874636,1.0521257,0.79131854,0.7876003,0.98795277,0.56186557,0.82244796,0.0,0.587919,0.8448477,0.78810877,1.1792037,1.0180295,1.0895461,1.1765343,1.1442963,1.2279831,1.3650625,0.9072478,1.2576003,0.9036381,1.2604849,0.6498511,1.212088,0.84839433,1.0528611,0.69579613,1.1145363,0.5662299,0.91752964,1.0996692,0.80815184,1.0035559,1.3971429,1.0836768,0.49603575,0.97629523,0.9645346,1.0505075,0.92531186,0.7113732,0.5411421,1.0841652,0.84836924,0.9935057,0.8697828,1.1986008
pumpkin,1.339308,0.78227556,0.18047905,0.98278004,1.2872396,0.78539705,0.81656665,0.48509353,1.1054747,1.3903849,1.4372885,0.6427149,1.4166151,1.3642533,0.66264576,1.3415432,0.91913867,0.8719159,0.49328732,0.48868626,1.1181556,0.8126782,1.2110791,0.9466324,1.1285166,0.81038654,0.96273917,0.91607857,1.1677953,1.1622022,0.6081338,1.3399619,1.3362756,1.3420618,0.7714602,1.0789866,1.4410145,1.2961533,0.46308768,1.3777146,0.455032,1.1401601,0.97452873,1.2756598,1.1676068,1.1626979,0.96536946,0.15875721,0.76409423,1.2527126,0.80014455,1.2905688,0.52134705,0.6177429,1.0939535,0.6373655,0.82552147,1.3217854,0.9359082,1.119601,1.1108748,0.79241025,1.2885978,0.9952408,1.2699099,0.69077694,1.1580621,1.1989136,1.3357909,1.1701003,1.3986627,1.1045234,1.2554271,0.6075379,0.7220111,1.0349237,1.2291878,1.0390052,0.8273501,0.49321997,0.84408015,0.92744285,0.9644726,0.1343354,1.3499585,1.0585554,1.3333297,1.308787,1.458817,0.5636363,0.5570818,1.1051676,1.2162455,0.77126503,0.587919,0.0,0.60248405,0.69447744,1.353522,1.1812545,0.88035417,1.1877668,1.1143968,1.2893445,1.3442957,0.9510794,1.2290738,0.8596138,1.3354368,0.8703506,1.2889215,0.46386278,1.1016567,0.4715376,1.1246811,0.6795814,1.0447886,0.98125917,0.44800717,1.1603389,1.3602116,1.4284896,0.48434925,0.5689314,0.65206313,1.0605499,0.9432294,0.6800729,1.0836234,1.1432,0.8301232,1.1291398,0.66395664,1.3100061
purse,1.286625,0.9790194,0.73909754,1.0457983,1.322769,1.1221691,0.9668652,0.70957094,0.853112,1.36849,1.2878267,0.6007271,1.1557406,1.412083,0.56004095,1.1944953,0.9124084,0.718997,0.474038,0.5376811,0.904796,1.0812529,1.1183133,0.8772353,1.03044,0.6705766,0.75169927,1.1929436,0.875577,0.93123955,0.6337998,1.2409395,1.1816186,1.3685856,0.8918938,1.0796458,1.3304257,1.2388837,0.65290874,1.2020385,0.49074084,0.84093314,0.89171785,1.1230303,1.0441105,1.0822558,1.1716459,0.7718716,0.87996405,1.2982295,1.068215,1.2471638,0.64574486,0.43021166,1.2507634,0.6396012,0.78435653,1.209095,0.9728263,1.2821827,1.1764226,1.0835541,1.2359111,1.063104,1.387326,0.72490615,0.95419264,1.1191031,1.3031149,1.1296096,1.3833187,1.0222309,1.1980393,0.5013649,0.9966358,0.9416743,1.2613819,0.79427546,0.98438805,0.80641997,0.64298683,1.0039073,1.1638117,0.7381052,1.2544186,1.1279471,1.2777374,1.3159213,1.3617938,0.61439687,0.65908355,0.8504205,1.1055776,0.44495475,0.8448477,0.60248405,0.0,0.38862193,1.1729991,1.1445191,0.58888566,1.3123991,0.89035463,1.0819398,1.3188585,0.90009683,1.226044,0.77508974,1.3135031,0.80603755,1.3320539,0.658508,1.0701973,0.7429286,1.0736722,0.5495621,0.83220637,1.1560067,0.7546686,0.94522554,1.3205078,1.3390822,0.63076586,0.8002442,1.0385802,1.1291218,0.74248624,0.5484874,1.0430832,1.0035151,0.6533956,0.7109573,0.912866,1.2184901
radio,1.4035106,0.9970804,0.7209412,1.0648097,1.3033549,1.094189,1.0620617,0.6586356,0.84951246,1.2571951,1.3379607,0.55075157,1.1194133,1.4550345,0.541305,1.2546616,0.6894456,0.6250135,0.40690422,0.4296347,0.74284357,1.1618347,1.145428,0.67605525,1.0643959,0.50122213,0.68535393,1.1009036,1.0189764,1.0228301,0.52685064,1.2387025,1.1588391,1.3407109,0.81322515,1.0289053,1.3681138,1.3250144,0.5447744,1.1774048,0.4356768,1.004653,1.1183771,1.0649437,0.8532995,1.1922058,1.1705883,0.7598064,0.82506657,1.3160759,1.0795203,1.28743,0.6740391,0.6562354,1.2373705,0.6480094,0.81889415,1.3166196,1.0669955,1.3105235,1.2828834,0.8899765,1.3572785,1.1130717,1.4369841,0.79046607,1.1509368,1.1043587,1.3620638,1.0815052,1.4351966,0.9254802,1.2043082,0.5004748,0.76225126,0.83114296,1.34478,0.8253604,0.92080736,0.76728296,0.7816106,1.0883902,1.189755,0.7321019,1.1761358,1.175503,1.3214796,1.3450243,1.2672255,0.5198015,0.579918,0.98661196,1.0754591,0.60585237,0.78810877,0.69447744,0.38862193,0.0,1.121235,1.0752491,0.9276252,1.3285302,0.9332868,1.0980325,1.3828999,0.9143585,1.0995605,0.8797773,1.2883029,0.5674064,1.2867929,0.62713397,1.0165687,0.6804856,1.0139474,0.58171695,0.8481641,1.1598387,0.65532315,0.9279711,1.3689777,1.3431523,0.6343918,0.9102051,1.0085869,1.118801,0.87329036,0.5024787,1.024271,1.0462804,0.55995053,0.7994336,0.8597344,1.2146909
refrigerator,0.8991361,1.2661641,1.3959188,1.0785291,0.9030755,1.2842336,1.1940429,1.3325088,0.83022743,0.59584755,0.7826531,1.2513663,0.55409306,0.9074402,1.2585626,0.9032397,1.0924072,1.1614394,1.1750579,1.1977746,0.7033714,1.2383864,0.64680535,0.84793866,1.1289017,0.8946057,1.0139894,0.9456404,0.93892586,0.6724823,1.2959541,0.7082918,0.7081834,0.9391638,1.3641896,0.9597697,0.6995516,0.9378709,1.3715179,0.638759,1.2033211,0.9631305,1.1926572,0.30119532,0.6936035,0.8762844,1.1316212,1.3698678,1.2640438,0.95473754,1.3142039,0.7275474,1.4154716,1.1543096,1.1132703,1.1963675,1.3118625,0.75420606,1.2099082,1.1314001,1.0412974,1.3912764,0.9872268,1.0953158,1.0222871,1.3432208,0.92094123,0.8752279,0.7944139,0.92863005,0.71625656,0.8730916,0.6510216,1.074933,1.1922197,0.8685355,1.0447896,0.980944,1.162906,1.3548405,1.1225293,1.2051162,1.1037498,1.3736551,0.18330222,1.0884093,0.8704822,0.67863643,0.80732244,1.2558191,1.2403375,1.0978795,0.90585124,1.0456616,1.1792037,1.353522,1.1729991,1.121235,0.0,1.0403582,1.0763652,1.0067691,1.0056865,0.9977553,0.74500674,1.1502436,0.7215502,1.0519805,0.5152963,0.8693248,0.75621194,1.4123696,1.0301744,1.3193202,1.050362,1.1247766,0.9616122,0.8952842,1.3039027,0.9186996,0.71797657,0.61002374,1.3931934,1.3923764,1.3746486,1.0267189,1.0592314,1.2820859,0.81899405,0.8823881,1.088495,0.5490692,1.419816,0.6275114
rock,0.9196928,1.1785847,1.1576244,0.88803697,0.98408103,0.790544,0.79047406,1.2411389,1.0545157,1.0094776,0.9754962,1.2326488,0.9486755,1.0664814,1.0143389,0.97360843,1.1926836,1.1195309,1.1943612,1.1915998,0.88913774,0.8714143,0.9680672,0.9958051,0.81183994,1.2117287,0.9930084,1.0564675,0.9556156,1.0724919,0.9828275,0.8663483,0.9403488,0.91325176,0.89355195,1.0402246,0.948496,0.843658,1.2332361,1.0031601,1.1753559,0.9627795,1.0557237,0.9515351,0.90199274,1.0103167,1.044894,1.1355337,0.99466014,0.9109672,1.0895243,0.9082042,1.0649837,1.1632192,0.96561676,1.2148333,0.99628955,0.89865685,1.0985479,1.0607207,1.0675359,0.90088856,0.9788934,1.1037996,0.9772828,1.1866515,1.112142,0.9503799,0.9563473,0.96834296,1.0168631,1.195861,1.0415709,1.0761482,1.0771741,0.92503536,1.0239096,1.0687187,0.9147308,1.1543301,1.0940831,1.143455,0.92240804,1.1760567,0.9949754,0.78180176,0.96674764,1.0454768,0.8533176,1.2079996,1.1976072,0.96435547,0.9361959,1.1683233,1.0180295,1.1812545,1.1445191,1.0752491,1.0403582,0.0,1.047128,0.9968847,1.1321117,1.0131425,1.0341845,1.0872808,1.1313769,1.0533351,0.9163161,1.151812,1.0157568,1.2068834,1.0946784,1.112772,0.98561054,1.1802276,0.7920511,0.9700933,1.1936139,0.9723025,0.9659348,0.8873109,1.006834,1.1793113,1.1836556,1.1398971,1.0810096,0.9943154,0.8454431,1.007378,0.9992394,1.0147994,1.0955869,0.92756444
rooster,0.8442743,0.9694321,0.9361023,1.1302334,1.0878603,1.0136005,0.9702315,0.94272864,1.1125785,1.3467926,1.1650058,0.96929854,1.0439842,1.0613651,0.8515322,1.1466223,1.0441433,1.0055169,0.9045718,1.0161676,1.0060378,1.0790069,1.056543,1.1631954,1.0104566,1.114195,0.9056644,1.0625505,0.77194583,1.0753812,0.9675479,1.1669658,1.1089803,1.0673788,0.99845815,1.1739092,1.0590003,0.98317415,1.0066842,1.1503437,0.95461833,0.7480525,0.57163966,0.97951245,1.1051753,1.0191214,0.99684244,0.98225725,1.0792379,0.9037476,1.0115434,0.94488364,0.8931551,0.7677481,1.0523274,0.9904323,0.85555667,0.94151443,0.9493611,0.96942025,0.91177446,1.0982903,0.8742711,0.88289714,0.9762299,0.8250624,0.97107595,1.1605033,1.0498161,1.1768198,0.97569823,1.1209403,1.1016947,1.032571,1.0127809,0.9752325,0.852948,0.97608364,0.84729373,0.9567127,1.0218246,1.0482671,0.8766036,0.9526387,1.1033653,0.9732256,0.9430449,0.9256855,1.0626059,1.0452781,1.0722905,1.046554,1.031958,0.828818,1.0895461,0.88035417,0.58888566,0.9276252,1.0763652,1.047128,0.0,1.2043191,1.1268812,1.1017371,0.98677975,1.1370447,0.9558204,0.6706027,0.8967565,1.1370343,1.2322721,0.9461991,0.9500056,0.9654968,1.1769975,0.97899914,0.9738558,1.0704676,0.9495722,1.0232694,0.8374969,1.1461766,1.0315645,0.91328,1.0706327,1.0864925,1.060945,0.9236656,1.0377074,0.9410429,0.9042861,0.87101495,1.0557196,1.0717052
