,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
nose,1.3543968,0.529636,0.67436266,0.8761988,1.0952206,0.79258174,0.78623486,0.93947697,1.2045177,1.3828651,1.1549863,1.4001908,0.7131957,1.3620158,1.091188,1.1489106,1.3615189,1.331977,1.2080348,0.8227694,0.9155376,1.3730183,1.0240605,0.9982585,1.1233153,1.0005016,0.83859617,1.09012,0.7185873,1.1452304,1.2841796,0.83777595,1.2880726,1.130776,0.86246157,1.0852771,1.1792686,1.2475095,1.3032957,1.2331337,0.76434314,1.4238919,0.8011538,0.7859196,1.1396122,1.1748345,1.147115,1.1406338,1.0594102,1.1018877,0.31198692,0.7128062,1.0676329,0.635556,0.8259403,0.35411656,0.81574345,1.0934912,0.6771459,0.82332945,1.0576319,1.1761568,1.0130303,0.4174177,0.80185807,1.2480966,0.8805222,0.75798434,0.696016,0.6499002,1.2266722,0.8756318,1.1931815,1.1834162,1.2023511,1.1090666,0.853767,1.3011308,0.8678827,0.9174866,0.67494327,1.1106985,1.2751156,0.93372005,1.191377,0.3663739,0.9453907,0.5083966,0.8588612,0.3630042,0.0,0.6040012,1.2535577,1.2304183,1.144547,1.0363249,1.2308834,1.1585821,0.7827847,0.7795835,1.0008284,0.7179954,1.0910455,1.229378,1.1496375,1.0413297,1.036215,1.0502912,1.1799351,0.9888704,0.5294613,1.260661,1.0648291,1.0732517,1.2127318,0.9040271,0.98667204,1.2768784,1.1114024,1.0484148,0.8323087,0.8860357,1.3383162,1.1061814,1.4153655,0.6210741,1.3276709,0.75006366,1.1250411,0.9006452,0.7275257,1.0582727,1.1088068,0.75130576,1.2779713,1.0307249,1.2266079,1.4573963,1.0294003,0.35128736,0.48192704,1.1554205,0.9225532,1.1648653,1.3752711,1.2626605,1.1058311,0.7078924,1.171993,0.5796805,1.2320299,1.1291535
orange,1.4567627,0.6419381,0.1928246,0.74850404,1.2872571,0.3462234,0.33292335,0.5989179,1.0516939,1.4511402,1.3095957,1.5507727,0.49744684,1.5359025,1.2780315,1.0165174,1.4912857,1.4008191,1.0445783,0.5157358,0.48016757,1.4148082,0.8060794,0.95110786,0.8934149,0.9104448,0.7023381,0.9549551,0.6546546,1.2790861,1.3230011,0.5731911,1.458849,1.1132631,0.661287,1.2504896,0.927035,1.033826,1.4599869,1.3166881,0.45298254,1.6015388,0.49017113,0.5656046,1.1364361,1.2784486,1.1127262,1.291968,1.1181927,1.3223473,0.63970184,0.2870717,1.2471874,0.49785686,1.1140524,0.5973527,0.52878964,1.0480256,0.8128123,0.7465388,0.8558985,1.0986183,1.3608515,0.74696684,0.8238899,1.2678218,0.7321969,1.0857519,1.1085832,0.5090517,1.2615807,1.0641911,1.2078295,1.4391966,1.2574606,1.3744183,0.9249438,1.3894219,0.6621311,1.2327518,0.74727064,0.8115508,1.2235547,1.1278157,1.2173967,0.68839633,1.0211577,0.37301815,0.70101154,0.55791545,0.6040012,0.0,1.3618519,1.2338151,1.4151741,1.275744,1.3201524,0.86004376,0.66831553,0.6487144,1.0052022,0.70871747,0.9773328,1.199309,1.2623099,0.5928499,0.9932347,0.9430413,1.2137215,0.7556393,0.7330414,1.4069527,0.96290535,1.0820446,1.2485878,0.7600739,1.0939014,1.2835039,1.3545773,1.1163652,1.0788648,0.69864476,1.3890883,0.9536677,1.4413909,0.4007634,1.4067659,0.5715429,1.2256086,0.78809416,0.4509313,0.9727358,1.25015,0.36363542,1.3759615,1.2840867,1.2022812,1.4890285,0.55399764,0.5005539,0.55525464,1.2620271,0.77336293,0.80624104,1.1835287,1.2398379,1.179044,0.8450696,1.2260392,0.45519435,1.358976,1.1972442
oven,0.916584,1.2144736,1.4151596,1.0790589,0.83220273,1.3965602,1.3558416,1.1653514,1.0017265,0.5363525,1.0812902,0.69481015,1.2989922,0.520525,0.902977,1.1841756,0.852608,0.7352865,0.9306569,1.2575119,1.2092931,0.5688336,1.1253366,1.140542,0.9376748,1.2317659,0.9857275,0.9904314,1.1418048,0.94580877,0.7104637,1.2903723,0.4495226,0.9751289,1.1235776,0.7839848,1.1204166,0.9958817,0.6978511,0.8741265,1.3266246,0.51229435,1.1761211,1.2924805,0.8187598,0.9392276,1.1154761,0.5674229,0.4895286,0.74162626,1.2015,1.3443108,0.9995479,1.240334,0.9174638,1.2791786,1.4018068,1.0237584,1.1394596,1.1162605,1.2464228,1.0375177,0.746336,1.1663442,1.1603422,0.95744234,1.1117132,1.0128777,0.9979545,1.3696955,0.92333376,1.210589,0.85449326,0.7511189,0.6520436,0.7789599,0.9696017,0.5738529,1.2321483,0.88458097,1.1497849,0.96954334,0.8082918,0.9828773,0.968321,1.1516893,0.9973505,1.3506987,1.1161102,1.3035502,1.2535577,1.3618519,0.0,1.1074973,0.8067066,0.7038769,0.72437805,1.1840788,1.1942613,1.2480599,1.1203603,1.0589589,1.118335,0.8557083,0.98462385,1.0608822,1.1017686,1.1330161,0.9668868,1.0701158,1.0978861,0.20771146,1.134871,1.1546043,0.9421551,1.0765635,0.9721514,0.9245204,0.8392873,0.9791537,0.8557395,1.2071681,0.57657665,0.6911734,0.7135771,1.3687065,0.88585913,1.1989651,0.8569324,1.0177798,1.2978867,1.1967213,0.9843771,1.2908779,0.8820949,0.8524941,1.0071521,0.56672263,1.1842113,1.3558234,1.329884,0.82443297,1.1002178,1.1447426,0.5931295,1.0253989,0.9285029,1.0362152,0.8326663,1.3388753,0.8039928,0.9984872
owl,0.5662273,1.2664981,1.2170426,1.1138567,0.8998507,1.1982038,1.2675792,1.1657399,0.91419786,0.768271,0.2216608,0.6110876,1.3134221,0.9646726,0.8473234,0.9419861,0.5772646,1.0356752,1.1637318,1.3486636,1.3173448,0.9732614,0.57388765,1.2876965,1.2693499,1.0386776,1.4158394,1.219948,1.1415014,0.7671112,1.1643783,1.2350097,0.93945557,0.94914633,1.1962337,0.8792882,0.6070035,0.6705471,0.82177186,0.38081264,1.3463032,0.7513914,1.3647269,1.2526839,1.0695977,0.7982389,0.9352444,1.0844468,1.1801544,0.8824743,1.170732,1.1866102,0.3256768,1.1451029,0.9248143,1.2514393,1.1439865,1.1250529,1.2689385,1.3286848,0.98867637,0.857579,0.8569366,1.1234295,1.2128154,0.86954534,1.2294002,0.9454284,1.05111,1.1944224,0.9849157,0.9675727,0.9568359,0.8698523,1.0438339,0.8559756,1.2479949,1.0521687,1.2909775,0.9607425,1.1966035,1.0606871,0.93721527,0.92429686,0.96890354,1.1429082,0.45087838,1.1713278,1.3650577,1.2457122,1.2304183,1.2338151,1.1074973,0.0,0.78116715,1.0392758,0.9666866,0.9694957,1.348982,1.3534434,0.94122934,1.1729535,1.1432967,0.7851378,1.0515836,1.2936752,0.9828964,0.5619107,1.164126,1.3182702,1.0342872,1.0330279,0.87666696,0.9837079,0.4513898,1.1049547,0.99793416,0.99288267,0.87525904,0.9272117,1.231218,1.3006617,0.87793344,1.270102,0.72455955,1.243196,0.5188735,1.2572652,0.9590758,0.97437346,1.3502871,1.209408,1.0174053,1.2883564,0.8947984,0.8853366,1.0323136,0.8380748,1.2318939,1.2687995,1.1880053,0.95437986,1.3091663,1.162292,1.1149509,0.81729376,1.0481517,1.3085508,1.2926526,1.2348175,0.8857498,0.6707423
pajamas,0.68077826,1.0655715,1.4185369,1.1968626,0.3452494,1.4648461,1.5151896,1.226135,1.1818519,0.6802107,0.8053721,0.37087142,1.4706745,0.63815796,0.15815413,1.3702431,0.42348224,0.87138104,1.131702,1.5249703,1.5772004,0.799104,1.0506068,1.3817884,1.3765144,1.3740817,1.4071779,1.3003325,1.1668189,0.9291011,0.92324746,1.5087473,0.61744213,0.89439404,1.3662461,0.8623588,1.1545215,0.94886017,0.4816966,0.7312612,1.5493484,0.6319448,1.5586944,1.3522509,1.0329652,0.9111597,0.8799523,0.81356746,1.0672975,0.2640773,1.0589488,1.3218111,0.8058114,1.3875581,0.66197085,1.0476866,1.5142254,1.2481568,0.98699814,1.4722714,1.3303721,0.91608864,0.6631204,1.044137,1.1163745,0.8402293,1.2196425,0.67317075,0.616236,1.3679829,0.9899383,1.0973296,0.91827077,0.4202608,0.91767627,0.20992124,1.2504921,0.7795536,1.6253859,0.46395916,1.1225457,0.93341154,0.8795622,0.5811782,0.97264534,1.0109495,0.81394684,1.3046198,1.4157296,1.1364428,1.144547,1.4151741,0.8067066,0.78116715,0.0,0.36498272,0.72248584,1.2792014,1.4881494,1.5139657,1.2113202,0.8619207,1.2130066,0.8080189,1.0293528,1.5086027,1.2069921,0.79773736,1.069865,1.5248387,1.1383784,0.75924975,1.1883743,1.2331877,0.863699,1.2291657,0.78382105,1.0290046,0.12289965,1.0529872,0.5186533,1.4109831,0.7637958,1.2899716,0.4934361,1.4289451,0.70495045,1.4632449,0.78827,1.0195062,1.5460844,1.2578046,0.9083771,1.4814956,0.9416767,0.28585255,1.0466101,0.5527679,1.5237277,1.1715875,1.238565,0.8284477,1.335101,1.3727951,1.0109363,0.91856796,1.0977622,1.1807469,1.245528,1.3666265,0.80550027,0.72488105
pants,0.89675486,0.84043145,1.3905783,1.1608973,0.5459861,1.3984487,1.3826656,1.088669,1.3190129,0.69841075,0.90208846,0.6041039,1.2999113,0.66962135,0.50999874,1.3445299,0.6383721,0.85718274,1.2342432,1.3636606,1.4645333,0.93226975,1.128207,1.2794124,1.3280511,1.3971406,1.1283708,1.2028153,1.1302816,0.87106144,0.9056547,1.4485415,0.560634,0.90387356,1.2723496,0.8658664,1.2663383,1.0624775,0.6015394,0.9254018,1.362289,0.8855016,1.4200003,1.2794483,1.0798945,0.8647021,1.1661483,0.74108,0.92554075,0.31619084,0.9530836,1.2803624,0.8198673,1.2892066,0.80874,0.9447162,1.3665463,1.2767148,0.86421514,1.3539346,1.3392857,1.0489802,0.7911463,0.9999115,0.94652736,0.95867085,1.2531567,0.70356,0.7294034,1.2162464,0.941228,1.0342231,0.85983086,0.32842255,0.9232883,0.17731833,0.9925233,0.6762086,1.4682139,0.6104279,0.9842321,1.0517989,0.9991159,0.5660507,1.0241464,0.96116036,0.9226717,1.211255,1.1762698,0.99669987,1.0363249,1.275744,0.7038769,1.0392758,0.36498272,0.0,0.88570535,1.413953,1.2751057,1.378147,1.1839132,0.7129739,1.2601874,0.9810545,1.0587718,1.3576021,0.99316394,0.99079823,1.0741739,1.4134791,0.92043537,0.68122256,1.2917836,1.2116512,1.021377,1.281472,0.62818116,1.0951811,0.35824168,0.8862027,0.2116239,1.1881287,0.79742557,1.1145046,0.6777546,1.2790462,0.82499933,1.3653245,0.8212586,1.0144287,1.3285645,1.1396134,0.920945,1.3308606,1.0853423,0.24002701,1.1642525,0.7191574,1.5220549,1.0459952,1.113479,0.8644736,1.1680043,1.4786725,1.0249653,1.0770389,1.1721374,1.018028,1.0780292,1.2422659,0.9274862,0.8774379
paper,0.772293,1.203044,1.3697672,1.0854006,0.71634334,1.3191949,1.3031971,1.1326262,0.99213696,0.7258978,1.0538119,0.7204553,1.4175774,0.79659426,0.7025643,1.1852744,0.7745986,0.7983315,0.36592472,1.4131564,1.4231315,0.33103657,0.9642369,1.2423955,1.2159396,1.038027,1.2518849,1.193511,1.0700948,1.0144116,1.0352594,1.2093157,0.7400632,0.9004688,1.0600214,0.7055532,0.946007,0.9975733,0.7724468,0.69481564,1.3119829,0.67722875,1.3840628,1.2246995,0.8417667,0.9898976,0.93129563,0.91754323,0.6897054,0.8809381,1.1740118,1.35499,1.0833216,1.3161283,0.85280347,1.1787632,1.2524776,1.0369378,1.1778963,1.1385022,0.93089044,1.0237579,0.73764575,1.1750029,1.1422063,0.98544466,0.7079294,0.9740464,0.7611658,1.4088125,0.89940447,1.0491152,0.8870547,0.92573035,0.78317106,0.7573324,0.99450874,0.86555284,1.3164475,0.76191807,1.05796,0.7711051,0.692821,0.87337124,0.9443336,1.1188275,0.9013085,1.3623198,1.2028241,1.2913247,1.2308834,1.3201524,0.72437805,0.9666866,0.72248584,0.88570535,0.0,1.1017295,1.1612765,1.2189984,0.89267766,0.97975564,1.1140388,0.6714867,1.0246462,1.1122539,1.1217881,1.0006762,0.9732624,1.2147001,1.1261202,0.84900236,1.0952648,1.1356782,0.9069571,1.1132839,0.9479688,0.7547033,0.7392144,1.0168235,1.027955,1.4456389,0.889528,0.93315244,0.78532016,1.4255054,0.7790141,1.0509042,0.8025843,0.93096995,1.3955946,1.2546949,0.88623357,1.2514249,0.9366981,0.8905821,1.0079168,0.54921067,1.2144685,1.3139379,1.2208387,0.67228,1.1355909,1.0259507,0.68980896,1.0093143,0.98918015,1.200567,1.0977361,1.4032669,0.9396265,1.0462424
pastry,0.9935049,1.0848914,0.772803,0.72095,1.2226968,0.74610186,0.7850293,0.8553655,0.7541271,1.1211683,1.0654343,1.239127,0.9936565,1.2219536,1.1825515,0.75481576,1.0996355,1.1034801,0.9426718,0.85162973,0.70326424,1.0547801,0.821208,0.9145829,0.678418,0.7995522,1.0497327,0.9364562,0.81872463,1.0536543,1.0394266,0.7296456,1.3218653,1.0992138,0.8679663,1.1453866,0.5620469,0.7262639,1.2768749,1.0638087,0.9689928,1.141134,0.8322107,1.0306045,0.97284746,1.0406387,0.7117812,1.1887654,1.1897129,1.318264,1.2014043,0.6643879,1.1506848,0.9048941,1.2205375,1.1066881,0.81502384,0.70353407,0.902795,0.7764268,0.7359276,0.97652996,1.1347842,1.1797695,0.7668975,1.0906788,0.81582224,1.2922633,1.1334176,0.8827353,1.0581576,1.1301929,1.072207,1.2945015,0.9718466,1.4114108,1.12727,1.1900971,0.7033874,1.197837,1.1486441,0.8391136,1.0587132,1.1092234,1.1346737,1.288549,1.0734029,1.0821738,0.7862245,1.1741998,1.1585821,0.86004376,1.1840788,0.9694957,1.2792014,1.413953,1.1017295,0.0,1.0312243,0.924924,0.85759705,1.118469,0.6291867,0.92861104,1.0325799,0.701602,0.96009654,1.0061852,0.81908846,0.78197986,1.1983398,1.1870698,0.7882145,0.8005042,1.0121759,0.7395464,1.0894248,0.9717038,1.3035834,0.9068491,1.3622916,0.9410775,1.1562762,0.9081623,1.1644317,1.0236346,1.0621492,0.68958175,0.8439733,0.9341173,0.8605616,0.96640354,1.1440839,0.9578177,1.0287135,1.3948159,0.97025657,1.1415331,0.6248998,1.059072,1.0675468,1.054265,0.7522012,0.6373995,0.82964605,1.0767926,0.9632348,1.1196312,0.9401465,1.0675529,1.1250017,1.0455014
pen,1.5190203,0.73110676,0.667909,0.8935727,1.3197501,0.68737316,0.6523535,0.7694284,0.9907023,1.2509462,1.356164,1.5108272,0.2740931,1.2754974,1.4902024,0.9703633,1.4216151,1.239919,0.7969084,0.4242953,0.54620725,1.2804047,1.1533906,0.5371206,0.82833004,0.809808,0.43497884,0.7731625,0.6466745,1.3029678,1.1524045,0.5886473,1.3441746,1.1399329,0.8434783,0.84611166,1.1306645,1.084477,1.4737027,1.3418922,0.12879503,1.4150075,0.44898456,0.46206057,1.1067415,1.3245728,1.258582,1.2003213,0.84675765,1.3843819,0.8442733,0.8513619,1.2726803,0.73916656,1.3045937,0.707392,0.46118313,0.96514606,0.8529701,0.21240628,0.92757565,1.2149378,1.366921,0.8164998,0.7931612,1.3383604,0.74488884,1.2468374,1.133416,0.6684011,1.0213249,0.97381073,1.1475183,1.3562585,1.3114169,1.3508606,0.2661209,1.2089372,0.4484796,1.3651228,0.6031091,1.2720404,1.230712,1.3527949,1.1635264,0.84214115,1.3050172,0.526183,0.39896452,0.5190837,0.7827847,0.66831553,1.1942613,1.348982,1.4881494,1.2751057,1.1612765,1.0312243,0.0,0.05978322,1.1097829,0.8933979,0.7643777,1.2848514,1.0788878,0.5785676,0.8947289,1.2304866,1.0378135,0.55151933,1.0116422,1.1883172,1.1074815,1.1067034,1.2914875,1.0428622,0.93381494,0.8469504,1.4691123,0.9644697,1.0836505,0.50822675,1.2485328,0.6205139,1.4325264,0.36690032,1.2303251,0.6674339,1.1891797,1.2786558,0.21968472,0.76053596,0.9837982,0.5928112,1.3499206,1.3062854,1.1308172,1.5238025,0.7329897,0.652979,0.58338106,0.7855736,0.5296457,0.8802026,1.2157402,1.203444,1.1475629,0.6644196,0.8609984,0.42241585,1.268189,1.0726628
pencil,1.5513055,0.745463,0.58475024,0.8604627,1.307486,0.62455964,0.6209959,0.82290876,0.92536306,1.2847502,1.3533306,1.5353442,0.23968053,1.3121125,1.5020373,0.9263173,1.4654434,1.2617726,0.8192649,0.3630178,0.46619022,1.2991688,1.1605608,0.4237656,0.7713641,0.79478675,0.4026599,0.7728653,0.65172386,1.3217902,1.1308386,0.5434857,1.3765149,1.1773183,0.8044993,0.9600688,1.0936737,1.0856411,1.5108573,1.3635502,0.1299485,1.4262397,0.3737297,0.46598268,1.1055615,1.3456392,1.1920683,1.1869314,0.90069664,1.4482179,0.84683853,0.7818606,1.3043532,0.71789616,1.3221954,0.7008673,0.50988185,0.93461347,0.8595805,0.20880485,0.9869916,1.1459317,1.4114126,0.8561873,0.8668449,1.3136542,0.829159,1.2929912,1.1359768,0.66632736,1.0044067,1.0036435,1.1981243,1.4103653,1.3391249,1.4416356,0.3168097,1.2747583,0.36994743,1.3696606,0.66675675,1.2707005,1.2493399,1.4406166,1.1629645,0.87623173,1.3558242,0.4954285,0.41301882,0.553614,0.7795835,0.6487144,1.2480599,1.3534434,1.5139657,1.378147,1.2189984,0.924924,0.05978322,0.0,1.1016833,0.9774494,0.7576567,1.3037239,1.0609527,0.5662985,0.9671921,1.1964712,1.0042396,0.4758597,1.0738708,1.216971,1.0280058,1.0994889,1.2619904,0.9585479,1.0111116,0.8839341,1.5045655,1.0656707,1.1649609,0.4463961,1.2263381,0.68195844,1.4482479,0.34950984,1.2753242,0.6157322,1.2137978,1.2944564,0.21972418,0.7153313,0.9650897,0.55606663,1.3127755,1.3805048,1.06192,1.5265459,0.65911496,0.63126254,0.6185065,0.84740955,0.53260815,0.810392,1.2196252,1.1613445,1.1067903,0.7065664,0.7913765,0.3774277,1.2686552,1.0704029
penguin,0.65064096,1.1543083,1.0251125,1.1468015,1.1500785,0.942171,0.8704624,1.0759654,0.94639504,1.1723298,0.907884,1.1270752,1.0852492,1.1344332,1.1508577,0.49188733,1.0581031,1.0022684,0.75790864,1.0470549,1.0508677,0.89788276,0.9709258,1.0545987,0.9052795,0.55627686,1.0772622,1.0145437,1.0594784,0.70436424,1.0602791,0.95507085,1.0990877,1.0304327,0.7952714,1.1524973,0.8428053,1.0376798,1.0622493,1.0106808,1.0865805,1.0461578,1.0542656,1.106328,1.0228595,0.7008853,0.684891,1.0683411,1.1039914,1.1333203,1.1550246,1.034122,1.0417721,0.97842556,1.0441744,1.1895728,0.75124574,0.91330713,1.0403489,1.1167488,0.420022,0.9721075,1.1815109,1.1677417,0.93989056,1.0520605,0.955679,1.1004142,1.1416271,0.9064932,0.9279931,0.6882496,1.0280752,1.10428,1.0182073,1.2184343,1.203407,1.126967,0.9075911,1.0950981,0.96934634,1.0022008,1.0210402,0.9778988,0.9994613,1.1500293,1.0323243,1.1691053,1.0273619,1.2480175,1.0008284,1.0052022,1.1203603,0.94122934,1.2113202,1.1839132,0.89267766,0.85759705,1.1097829,1.1016833,0.0,1.2488105,0.86692417,0.98185843,0.96591425,1.0406159,0.8397599,1.0589787,0.8717851,0.8746418,1.0354898,1.1114643,0.9306763,0.5471297,1.0651913,0.9034402,1.0810536,0.95992374,1.1843039,0.98393196,1.1596543,1.0302349,1.0572335,1.143208,1.1423043,1.1347845,1.122716,0.85848236,0.95568025,0.91346496,1.1385853,0.93485004,1.0808649,0.96590686,0.8766527,1.1986718,0.9792599,1.0580398,0.9387326,1.1437309,1.166343,1.1722599,0.95620584,0.7474303,1.0085449,0.998512,0.9718441,1.1805469,0.9078783,1.1498713,1.0324315,1.0890324
pickle,1.20733,0.614743,0.83540434,0.7662451,0.8359501,1.0125855,0.89821446,0.5275865,1.2597953,1.091181,1.1561108,1.1820934,1.0561695,1.2092137,0.84843475,1.3979845,1.1289934,1.1961324,1.1322969,1.0811961,1.0861988,1.0784775,0.8804353,1.183489,1.244711,1.270819,0.96140563,1.2944,0.8128683,1.2107894,1.2285542,1.079965,1.1139493,1.0999938,1.0696267,0.93764305,1.0011636,0.95578915,1.116931,1.0540496,0.87116194,1.3100961,1.0691966,0.906601,1.0506368,1.1927894,1.1810524,1.090966,1.0032943,0.8540018,0.57723033,0.7913959,1.0777936,0.9647415,0.97888404,0.49397194,0.9653954,1.1778387,0.6997465,0.9514474,1.0627555,1.142478,0.95627856,0.6966959,0.7548274,1.2807376,0.7123111,0.90546036,0.66149795,0.99112535,1.1360642,1.1464236,0.9243319,1.0179521,0.99909294,0.808655,0.77995026,1.0050421,1.2010025,0.860587,0.7948613,0.6807829,0.9977782,0.69789296,1.2943021,0.59479094,0.88674074,0.832609,0.87548566,0.54406327,0.7179954,0.70871747,1.0589589,1.1729535,0.8619207,0.7129739,0.97975564,1.118469,0.8933979,0.9774494,1.2488105,0.0,1.1413311,1.0585114,1.2158413,0.9639363,1.0065984,0.9450978,1.2174027,1.3184872,0.7458241,1.0916046,1.2770652,1.3478441,1.176734,1.051292,0.6774813,1.0600785,0.86905897,0.93725306,0.6336676,1.0389651,1.2155825,1.0655215,1.0785882,0.9060652,1.1933581,0.9419411,0.87374014,0.86619925,0.84432125,1.0565497,1.0351334,0.93465,1.3990055,0.8387074,1.2582594,1.1720872,1.0311952,0.64170194,0.5340868,0.72432125,0.9529743,1.1944566,1.0530928,1.2758043,1.2694342,0.8238685,1.2760477,0.8981341,1.2150822,1.0735488
pillow,1.0760045,0.9716006,0.9225098,0.9650443,1.3205891,0.82869893,0.85179067,0.9221577,0.43649685,1.212673,1.294353,1.029531,0.66465867,0.9679059,1.2303126,0.76855075,0.78195184,1.0420003,0.7947619,0.7096192,0.6118947,1.0067129,1.0024071,0.72002053,0.5733036,0.72612864,0.64509225,0.6924446,0.8975556,1.0540662,0.75623375,0.73062193,1.3008878,1.1365669,0.8961469,1.0496553,1.0255419,0.87894225,0.95021045,1.2086872,0.74729085,1.0704554,0.68151057,0.85477287,1.0826024,1.0451233,0.7633872,1.1366314,1.056797,1.219511,1.2288018,0.8044865,1.2907865,0.8771129,1.3450308,1.102126,0.62531215,0.69174206,0.7216821,0.6671517,0.72492015,1.1447935,1.4559228,1.1633427,0.53302634,1.2297566,0.86089355,1.3698865,1.2942344,0.7025657,1.2291209,1.0097224,1.2408772,1.1338897,1.1376861,1.2319014,1.0555637,1.1939503,0.6655717,1.2847812,0.88108397,1.0998539,1.0849748,0.99038595,1.1105186,1.2254468,1.3293808,1.0484078,0.3501014,1.0222119,1.0910455,0.9773328,1.118335,1.1432967,1.2130066,1.2601874,1.1140388,0.6291867,0.7643777,0.7576567,0.86692417,1.1413311,0.0,1.1847991,0.9089073,0.6459216,0.9134201,0.9650695,0.5631522,0.5198725,1.230396,1.1895722,0.7714,0.827913,1.2749876,0.98293555,1.0741173,1.100281,1.2909014,0.6172152,1.0161331,0.75222933,1.1574241,0.787437,1.3292176,0.8556843,1.096306,0.6384295,0.68537545,1.1681223,0.7643259,0.9773463,1.1560665,0.92126834,1.0333415,1.2901282,1.0810379,1.2936739,0.6438058,0.99978197,1.0475657,1.285203,0.28858018,0.6631001,0.97355694,1.1933177,1.0025674,0.78513145,0.8213347,0.94315535,1.2189629,0.95499957
pizza,0.7316192,1.286019,1.196943,0.8894829,0.89099455,1.2324004,1.2278769,0.9469845,1.0317988,0.9268034,0.88311416,0.87454164,1.334809,0.97274506,0.74263346,1.1420443,0.8879019,0.97839946,0.84628713,1.2601599,1.2153733,0.7158394,0.53760266,1.2693266,1.1973348,1.0243158,1.3111553,1.1226646,0.9948926,0.97649544,1.1187139,1.1987453,0.90574545,1.0084064,1.1277237,0.9132654,0.80177754,0.67575604,0.9129927,0.60003746,1.3182558,0.85078496,1.2823524,1.2232171,0.6831498,0.9734411,0.93586963,0.9752932,1.038628,0.83731204,1.245763,1.2331219,0.9454329,1.2360299,0.8363701,1.2608614,1.2032148,0.85883176,1.3090643,1.2484217,0.9505042,0.8710822,0.6202093,1.1152965,1.1800119,0.8892312,0.8408284,0.9128542,0.892277,1.3033717,1.0546702,1.0480955,0.8718334,0.9659184,0.6289739,0.88541263,1.0693537,0.91806966,1.3564546,0.8989861,1.0917325,0.73437715,0.8026836,0.9446008,0.90505445,1.1584035,0.6246785,1.276226,1.3127339,1.2475435,1.229378,1.199309,0.8557083,0.7851378,0.8080189,0.9810545,0.6714867,0.92861104,1.2848514,1.3037239,0.98185843,1.0585114,1.1847991,0.0,1.0347598,1.0869747,1.136908,0.9349986,0.9814759,1.2486202,1.1856143,0.8807738,0.9891141,1.06013,0.95405567,0.95197815,0.9531834,0.9035788,0.7825692,1.1080213,1.1140287,1.3250952,0.9763644,1.1517258,0.85798186,1.3082228,0.8957862,1.2969983,1.092441,0.90834033,1.288585,1.1901964,0.9132434,1.2147865,0.92826605,0.89767104,0.9710836,0.705639,1.187413,1.3243651,1.2009166,0.71382767,1.2946079,1.0445879,0.7183759,0.9337975,0.9800758,1.1485276,1.1423582,1.3138461,0.9122236,0.92749965
