,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
shovel,1.4089341,0.8116263,0.61627096,0.85531557,1.3604288,0.67665684,0.67768794,0.93529123,0.76059437,1.408277,1.3073845,1.4723771,0.4098721,1.2779357,1.406321,0.7860482,1.4151857,1.2205417,1.0317904,0.26785493,0.43725383,1.3549433,1.0957775,0.47760832,0.5439057,0.80880547,0.4401288,0.70059407,0.91069555,1.1311896,0.8696415,0.6831857,1.3123423,1.1815007,0.98637855,1.2259456,1.1933761,1.2386776,1.3425857,1.3846878,0.45954013,1.3796282,0.3477583,0.6507758,1.2006066,1.1259191,1.0278782,1.1032943,1.1367583,1.2148706,0.81139493,0.7223687,1.2745422,0.80121917,1.3150513,0.8071605,0.75727206,0.8025624,0.81721914,0.5282411,1.0021669,1.1873617,1.3736515,0.86541826,0.77171373,1.3003623,1.0894365,1.2045617,1.2140361,0.41803485,1.0567642,0.8784611,1.2343428,1.2386839,1.0972226,1.3099613,0.68532944,1.2000381,0.4105662,1.2809908,0.8775704,1.2464721,1.1734487,1.209395,1.018844,0.98196274,1.2794576,0.63278043,0.47708923,0.557478,0.8860357,0.69864476,1.2071681,1.3006617,1.4109831,1.1881287,1.4456389,0.9410775,0.50822675,0.4463961,1.0302349,1.0389651,0.75222933,1.3250952,1.0133421,0.6989383,0.8175754,1.1530558,0.70265466,0.39132732,1.0427371,1.1747696,0.9652025,0.8116557,1.2943366,0.9265696,1.0507277,0.9553507,1.3950963,0.86196434,0.9173538,0.0,1.2034781,0.924873,1.4295994,0.4163459,1.4359457,0.81820166,1.1302476,1.3142502,0.36573607,0.65786433,1.1245196,0.5450059,1.1004953,1.2929995,0.98623186,1.4608953,0.66173345,0.6618681,0.80356824,1.1880602,0.53420764,0.7801909,1.1272182,1.2401941,0.999474,0.7070796,0.5346097,0.4403206,1.3166959,1.1227453
shower,0.84499735,1.3192823,1.3683436,1.2951285,0.8244366,1.3115063,1.3034462,1.2998621,1.0400347,0.34725702,0.88409275,0.45289326,1.2612878,0.53787655,0.8453233,1.1024754,0.7384148,0.8304335,1.0532844,1.239324,1.2455368,0.6771998,1.1875352,0.8969001,1.0838519,1.1598468,1.027065,1.0830574,1.2704248,0.91500425,0.69709903,1.1830345,0.30118018,0.9468531,1.107054,0.9732949,1.0079093,1.0706928,0.56642354,0.8683197,1.319437,0.4514854,1.234433,1.2339146,0.9330527,0.9438493,0.99524325,0.2926793,0.708739,0.8122238,1.2785351,1.3417192,0.74861085,1.2040584,0.9446136,1.3938173,1.3900627,1.090845,1.2820953,1.3084089,1.2158989,0.9620048,0.849121,1.2668115,1.4865685,0.73684955,1.3715551,0.99098533,1.176093,1.3616326,0.7197415,1.1620424,0.8225815,0.763025,0.970094,0.83102834,1.0683197,0.5491178,1.1102172,0.9714523,1.2313489,1.1820426,0.84560335,1.1649098,0.91392416,1.2560344,1.0840864,1.2747736,1.2426593,1.3706036,1.3383162,1.3890883,0.57657665,0.87793344,0.7637958,0.79742557,0.889528,1.1562762,1.2485328,1.2263381,1.0572335,1.2155825,1.1574241,0.9763644,0.88011116,1.2080643,1.144952,1.125801,0.99275815,1.1600115,1.164261,0.3647436,1.1267047,1.1027656,0.7860772,1.1229007,1.1433809,0.9244826,0.79902947,1.204022,1.0808965,1.2034781,0.0,0.9148773,0.52319884,1.3166789,0.691259,1.200356,1.0924537,1.1283385,1.3455561,1.0361167,0.8432399,1.2716315,0.88763356,0.7690637,0.92267954,0.53843695,1.2145737,1.3801343,1.3524535,0.9325732,1.2488312,1.0651623,0.91631234,0.77737254,1.0110153,1.1901994,0.81323195,1.284619,0.6141913,0.9425959
sink,1.2901049,1.0441419,0.9650416,0.94383323,1.1996813,0.8620729,0.83016217,1.0008161,0.9968186,0.61654687,1.2563632,1.0816259,0.71335614,0.83030164,1.270976,1.0413156,1.1486617,0.7933967,0.8874784,0.79677284,0.618961,0.9560336,1.1960472,0.82489777,0.70849144,1.0030308,0.65950155,0.6752044,0.97378683,1.1109003,0.849839,0.7219357,1.0138147,1.0054985,0.70324534,0.8270337,1.0850768,1.0384747,1.1489452,1.2473371,0.76065695,0.991524,0.64895326,0.89353245,0.898787,1.1388052,1.2726783,0.91180885,0.55611265,1.2489264,1.2492759,0.96778065,1.1190852,0.9584313,1.2032526,1.1749722,0.7285929,1.0165117,0.99422145,0.58035666,1.0526264,1.3506049,1.0329896,1.136208,0.9580726,1.0603325,0.95223784,1.2500503,1.23025,1.0153533,0.88498724,1.188935,0.9992931,1.0818684,0.9802233,1.1756808,0.7122232,0.9233569,0.5776007,1.225621,0.9207227,0.9588457,1.0346488,1.2478741,1.0615382,1.2191856,1.1951034,0.9492924,0.6709125,1.097881,1.1061814,0.9536677,0.6911734,1.270102,1.2899716,1.1145046,0.93315244,0.9081623,0.6205139,0.68195844,1.143208,1.0655215,0.787437,1.1517258,1.0832188,0.4346648,1.0102917,1.1747262,1.0578492,0.6302546,1.1258041,0.6835768,0.9940695,1.1543045,1.0685513,0.9162153,1.0906451,0.8983985,1.2237499,0.8676737,1.132187,0.924873,0.9148773,0.0,1.0485582,0.8792685,0.84357166,0.7742125,0.8990545,1.0394467,0.6974338,1.1100111,1.064045,0.98361987,1.2017084,1.119068,1.1732117,0.9669484,0.69947356,1.1475514,1.0636544,0.9248354,0.7846507,0.9692412,0.74494135,1.1539828,1.0891601,0.8949021,0.87237287,0.9238258,1.0451555,1.0846361
slide,0.60470796,1.259985,1.4242421,1.268273,0.59551144,1.3849795,1.3992702,1.158573,1.2395871,0.3467878,0.6691751,0.32633078,1.4625463,0.472237,0.51845384,1.195468,0.52645946,0.60265005,1.0908508,1.494733,1.4654948,0.68853855,1.1551775,1.2530336,1.2377881,1.304548,1.3700782,1.1396058,1.2590809,0.9496358,0.7074034,1.4882177,0.46132988,0.79479355,1.2741246,0.9491572,0.95046735,0.858325,0.49866116,0.79180485,1.4800572,0.4639067,1.5055153,1.3801086,0.9592278,0.94542044,0.9791778,0.73907614,0.92437863,0.6690241,1.2949963,1.4028504,0.6375762,1.3471509,0.83222234,1.3535318,1.4687142,1.3008418,1.2426481,1.4807847,1.2815256,0.69848615,0.7068878,1.2591615,1.3756247,0.69738674,1.3511504,0.88450027,1.0035648,1.500061,0.7090895,1.0813912,0.7145622,0.5166601,0.96050334,0.5471756,1.1670674,0.4500929,1.4467611,0.7765682,1.2962464,0.9933323,0.84344685,0.914927,0.8737143,1.2259543,0.9785156,1.3777997,1.4886979,1.4320235,1.4153655,1.4413909,0.7135771,0.72455955,0.4934361,0.6777546,0.78532016,1.1644317,1.4325264,1.4482479,1.1423043,1.0785882,1.3292176,0.85798186,1.027825,1.4100618,1.1770805,1.0198511,1.1433126,1.4551344,1.2181691,0.57743406,1.1729339,1.2447927,0.6051564,1.212731,0.938932,0.81933504,0.51555455,1.206527,0.9828136,1.4295994,0.52319884,1.0485582,0.0,1.4691625,0.5196357,1.4685282,0.9885518,1.0897284,1.514022,1.0617759,0.9419041,1.4747319,0.85261273,0.54784083,0.77833307,0.3652259,1.3306184,1.4353945,1.3597699,0.79672986,1.4617214,1.1681163,0.9175195,0.6010573,1.0181382,1.3720269,1.1282735,1.4170612,0.50620276,0.84808326
slipper,1.5404885,0.6467089,0.28353179,0.92040837,1.337191,0.46256638,0.59538263,0.77280015,0.99850124,1.4327381,1.2372415,1.5094416,0.15440917,1.4561901,1.4236994,0.89939713,1.4521933,1.3684776,1.0307004,0.19458985,0.40013957,1.4777254,0.97199374,0.7726528,0.8725548,0.86229503,0.525597,0.7191001,0.8103527,1.2266988,1.2504768,0.58341354,1.4288977,1.1145378,0.9080199,1.2114662,1.1523664,1.1914675,1.4509645,1.38863,0.19487631,1.5655193,0.25693786,0.3874687,1.1830325,1.2374678,1.2236582,1.2618384,1.1882764,1.3359048,0.6092131,0.6173159,1.1557182,0.6021485,1.165819,0.58082527,0.49129188,1.0247217,0.78353083,0.5735671,1.0152565,1.1846436,1.4613829,0.68212163,0.78972954,1.2312073,0.8828089,1.1022191,1.1618686,0.36589074,1.2640558,0.88834107,1.3846259,1.3707365,1.410652,1.3668405,0.72184753,1.3955269,0.497823,1.3179865,0.80815214,1.2290884,1.3203871,1.357206,1.098885,0.6741878,1.2124648,0.10306358,0.5352758,0.3783474,0.6210741,0.4007634,1.3687065,1.243196,1.4289451,1.2790462,1.4255054,1.0236346,0.36690032,0.34950984,1.1347845,0.9060652,0.8556843,1.3082228,1.1527963,0.6689675,0.8834645,1.0996825,1.1359036,0.5024524,0.8601476,1.3820553,0.9533756,1.0213641,1.2072909,0.976305,1.1023164,1.2356156,1.4064214,0.9487788,1.0478213,0.4163459,1.3166789,0.8792685,1.4691625,0.0,1.3552265,0.67747605,1.2539754,1.2346429,0.2712112,0.8734324,1.2845143,0.3996989,1.3154789,1.2495801,1.130512,1.5857836,0.6790042,0.33773667,0.4663707,1.25874,0.63061917,0.8516349,1.3834846,1.156139,1.1465732,0.6767416,1.0900807,0.077258825,1.3163922,1.109349
snow,0.75630736,1.2867914,1.3788805,1.246247,0.7800331,1.2918092,1.3699137,1.2170818,1.1213623,0.4086107,0.5358994,0.40424496,1.2964599,0.6720185,0.807956,1.1244044,0.47722763,0.73795825,1.1085045,1.4373102,1.3767507,0.8992698,0.97680926,1.245831,1.282141,1.1676986,1.3830361,1.0813494,1.2561027,0.86758065,1.0982847,1.2011542,0.7339265,0.76192665,1.1206142,0.69148695,0.85397494,0.7353554,0.73676527,0.68527097,1.3477819,0.6651547,1.4237345,1.3190666,1.0667022,0.90172625,1.1369575,0.94896364,0.93954927,0.8241609,1.333657,1.3299297,0.45459545,1.2312146,0.9636059,1.3471235,1.1750723,1.2937745,1.2943429,1.205438,1.1818709,0.8756778,0.77168155,1.2503068,1.3188117,0.5932425,1.2914263,0.97625905,1.0800037,1.4372036,0.76953214,1.1576416,0.873457,0.6575228,1.0904489,0.72863597,1.0809981,0.82453376,1.2808216,0.91868645,1.2251666,1.0694242,0.9252929,1.0393987,0.81075215,1.2372844,0.78115356,1.268889,1.3234754,1.3941144,1.3276709,1.4067659,0.88585913,0.5188735,0.70495045,0.82499933,0.7790141,1.0621492,1.2303251,1.2753242,1.122716,1.1933581,1.096306,0.8957862,1.0404894,1.2221179,1.097936,0.84051317,1.2687378,1.3270504,1.102896,0.7990797,0.86221665,1.2530806,0.521303,1.190609,0.9502133,0.8859072,0.74572897,0.9539783,1.1243888,1.4359457,0.691259,0.84357166,0.5196357,1.3552265,0.0,1.2860849,0.82316434,0.9773061,1.4026284,1.2161547,0.90684193,1.4256628,0.9258259,0.67916256,0.99409324,0.60268253,1.3054022,1.4050199,1.2849431,0.788128,1.2890406,1.2936146,1.0420467,0.6937661,1.0281681,1.3127458,1.2703929,1.3635093,0.7527648,0.5986552
soap,1.395177,0.7801003,0.63068295,0.8684573,1.3217468,0.6124246,0.60519564,0.9881556,0.752312,1.2825279,1.3221533,1.4006234,0.6098352,1.2578337,1.3948945,0.8465303,1.3195393,1.1731956,0.7819196,0.63106036,0.5734877,1.0615029,0.9830371,0.787095,0.69717264,0.8374655,0.6182073,0.8522012,0.7337497,1.1478301,1.057029,0.58352095,1.3226354,1.0710812,0.570081,1.0709269,0.87804514,1.0734631,1.3465588,1.2212806,0.58010036,1.3327723,0.5517823,0.6746112,1.1216825,1.1565328,1.0289073,1.1144068,0.9259602,1.4315503,0.9283881,0.58537364,1.2835053,0.6296347,1.2619886,0.7952814,0.53797984,0.922704,0.7154472,0.6747216,0.8191407,1.247342,1.3609482,0.96667707,0.7374645,1.2395303,0.6132462,1.2873185,1.1450588,0.7186739,1.1600472,1.0791678,1.3336401,1.4246914,1.1772059,1.4284612,0.92960876,1.350729,0.56762105,1.2377223,0.81487656,1.0302893,1.1872293,1.1382113,1.2103915,0.93983144,1.2665308,0.7108602,0.50427616,0.86907977,0.75006366,0.5715429,1.1989651,1.2572652,1.4632449,1.3653245,1.0509042,0.68958175,0.6674339,0.6157322,0.85848236,0.9419411,0.6384295,1.2969983,1.1522603,0.57903916,0.9501474,1.0714355,0.91737574,0.58009696,0.9325716,1.2820201,0.9022212,0.9292409,1.2050489,0.7423229,1.2059687,1.1885351,1.4565623,0.9657702,1.1397669,0.81820166,1.200356,0.7742125,1.4685282,0.67747605,1.2860849,0.0,0.9125536,0.8728334,0.6431506,1.0415837,1.1054138,0.6841549,1.1968933,1.4168745,1.1714233,1.3802277,0.5254705,0.7221696,0.7711239,1.2674518,0.51877654,0.7105149,1.0080724,1.2119973,1.0483007,0.81703097,0.9085117,0.71411514,1.2289295,1.1756585
sock,0.8280825,0.88741124,1.2641304,1.0564805,0.72798765,1.252049,1.235158,1.0538127,0.8368472,0.825924,0.9545624,0.78003347,1.2299931,0.7559532,0.8458729,1.0705407,0.66716075,0.8587647,1.0919772,1.259464,1.1944646,0.8847182,0.9451471,1.1538202,1.0112381,1.1921115,1.0907043,1.204597,0.97259814,0.87711376,0.78375506,1.2676368,0.9876147,0.98212814,1.0491103,0.78651154,1.0497252,0.8417153,0.8110014,0.8369528,1.2585064,0.869313,1.1802998,1.2448711,1.1544547,0.8664641,0.9770259,1.001951,0.9960882,0.86561316,1.1058183,1.0632235,0.9949646,1.2830853,1.1122426,0.9888858,1.0755923,1.1046598,0.52962834,1.0146157,1.1467123,1.0838404,0.9918371,1.186776,0.60828185,1.0156908,0.98516405,1.1137908,0.79090774,1.1458329,1.0145375,1.2097168,0.95398664,0.8272357,0.84715676,0.7694275,1.0866982,0.98404104,1.143511,0.6296798,1.0287218,0.82062614,0.9554006,0.551736,1.1363457,1.1659353,0.8969858,1.2384808,0.8482158,1.1655918,1.1250411,1.2256086,0.8569324,0.9590758,0.78827,0.8212586,0.8025843,0.8439733,1.1891797,1.2137978,0.95568025,0.87374014,0.68537545,1.092441,1.0364723,0.9169471,1.0189933,0.6837461,0.96444136,1.1189477,1.1592191,0.9390811,0.9679692,1.0607053,1.0033678,1.0194483,0.82870173,0.98375916,0.9081905,0.39499134,0.84792024,1.1302476,1.0924537,0.8990545,0.9885518,1.2539754,0.82316434,0.9125536,0.0,0.94155073,1.2054938,1.2741878,1.0744313,1.3361604,0.97945553,0.9576876,1.1648364,0.82283634,1.1449018,1.0573103,1.1355772,0.93924266,0.8172942,1.1802565,0.7968235,1.2630581,1.0319637,1.0215648,0.9530724,1.2607472,1.093243,0.9309733
soup,0.88682604,1.0820676,0.9173492,0.86808246,0.96718603,0.8102783,0.82598555,0.8847928,1.137593,1.0650264,0.9461359,1.064371,1.3098885,1.1535887,0.99363774,1.0786579,1.0376246,1.0017294,1.1184254,1.2687721,1.0746502,1.0190055,0.6764957,1.3019664,1.1768504,1.1040535,1.3062255,1.2051682,1.0619553,0.96391,1.1884344,0.8346107,1.0620579,0.92982674,0.5880253,0.97331846,0.85471225,0.9600433,1.0615401,0.7896615,1.2414179,1.070924,1.1794994,1.152411,1.0516793,0.9561388,1.0119035,1.0895537,0.965429,1.0130378,0.97179264,0.6453396,0.97299504,0.8621471,1.0016406,1.0142103,0.93627626,1.0674269,1.0541681,1.211647,0.94785696,0.95533824,0.8915457,1.0940095,1.0958372,0.9951494,0.87235844,0.98046535,0.9856241,1.188002,0.9546617,1.1250988,0.9467201,1.1347816,0.84349036,1.0345074,1.2473253,1.0488772,1.0998411,0.85608375,0.99559337,0.62531674,0.94008565,0.8320516,1.1589671,1.0149554,0.7177632,1.0719672,1.2470678,1.1556485,0.9006452,0.78809416,1.0177798,0.97437346,1.0195062,1.0144287,0.93096995,0.9341173,1.2786558,1.2944564,0.91346496,0.86619925,1.1681223,0.90834033,1.091649,0.8948114,1.0182798,0.7622465,1.2264941,1.2903465,0.63370544,1.1461045,0.82612646,1.0323927,0.89298284,0.76187295,1.0477872,1.0555924,1.0392843,1.073272,1.0728679,1.3142502,1.1283385,1.0394467,1.0897284,1.2346429,0.9773061,0.8728334,0.94155073,0.0,1.1740224,1.1087737,0.9121085,1.0328566,1.0574082,1.0987549,1.1556963,0.9141429,0.8914113,1.1048625,1.0327581,1.0388191,1.2238824,1.1099944,0.86779463,1.1245747,1.0909388,1.1027011,1.1977036,1.2621977,1.1069037,1.1069431
spoon,1.5754687,0.6349589,0.47740215,0.6659422,1.4391267,0.55189544,0.52234364,0.6988744,0.90662897,1.4046979,1.351716,1.6393147,0.28812438,1.4269661,1.5276649,0.87546366,1.5567411,1.3092487,0.9791258,0.2819429,0.30403936,1.454354,1.0026572,0.56363976,0.72653234,0.8081248,0.42696273,0.76271635,0.68865913,1.2734839,1.1018306,0.5262035,1.4881452,1.1909618,0.7968955,1.1143808,1.0967504,1.1003602,1.537677,1.408297,0.2049371,1.5196176,0.29874122,0.45458603,1.0615478,1.2831872,1.1835485,1.238491,1.0260063,1.38411,0.74926233,0.60533565,1.2944705,0.670997,1.3364596,0.6251508,0.4241948,0.8275275,0.7507437,0.2420218,0.93517363,1.2689879,1.3358672,0.75498444,0.72503936,1.3289181,0.790523,1.2810667,1.155678,0.5175257,1.1828119,0.9595931,1.1969721,1.4260185,1.1981722,1.4454383,0.49901688,1.2870383,0.4002639,1.3833604,0.6921623,1.1356281,1.2827463,1.3443813,1.2232878,0.8521247,1.2325987,0.4344467,0.37971342,0.4209882,0.7275257,0.4509313,1.2978867,1.3502871,1.5460844,1.3285645,1.3955946,0.8605616,0.21968472,0.21972418,1.1385853,0.84432125,0.7643259,1.288585,1.0924286,0.43723178,0.8681891,1.1608194,1.042186,0.541904,0.94418776,1.2615012,0.99859214,1.0038276,1.3130497,0.91650885,1.0711863,1.0731581,1.514102,0.9476277,1.0599068,0.36573607,1.3455561,0.6974338,1.514022,0.2712112,1.4026284,0.6431506,1.2054938,1.1740224,0.0,0.7619582,1.155032,0.45343953,1.3477228,1.3702731,1.1238678,1.5503285,0.6150843,0.5196223,0.5338133,1.0494269,0.5105375,0.84505856,1.1310729,1.2729132,1.160807,0.65865195,0.9063475,0.36597228,1.3181725,1.1635821
sprinkler,1.0320518,0.9948161,0.9272598,1.0696859,1.2011714,0.8267356,0.7517382,0.90763,1.0567985,1.2407011,1.1402774,1.2509252,0.8448651,1.187809,1.2328203,0.8375493,1.223065,1.055487,1.0554262,0.77308774,0.90447307,1.1815023,1.2692834,0.5658649,0.8585205,0.86867225,0.83912736,0.85548127,1.0137031,1.1507314,0.9602518,0.8026651,1.177982,0.8762651,0.9974782,1.1843799,0.99947214,1.1495917,1.1840627,1.278799,0.7290335,1.1899371,0.83797103,0.8605275,1.214216,1.1323351,0.9117285,1.1220412,1.1127238,1.209677,0.9769002,0.88888425,1.1703186,0.954641,1.1710927,1.0054493,0.918947,0.904978,1.0209112,0.8288373,0.8543226,0.7236617,1.2680011,1.0634247,1.0216622,0.9591193,1.1235476,1.1619687,1.2323933,0.88267505,0.71421117,0.7871415,0.9022089,1.1054878,1.1603988,1.2488464,0.88408256,1.0007371,0.6613226,1.1943591,1.0600822,1.2523906,1.0281109,1.2161632,0.9046509,1.0756636,1.2981166,0.9964674,0.88448614,0.96130574,1.0582727,0.9727358,1.1967213,1.209408,1.2578046,1.1396134,1.2546949,0.96640354,0.76053596,0.7153313,0.93485004,1.0565497,0.9773463,1.1901964,0.87373745,1.0661985,0.8475695,1.263289,0.8868415,0.8323101,0.97819793,1.1545438,1.0152477,0.8794924,1.0725782,1.0532423,1.0007856,0.82806647,1.2292683,1.1927693,1.0274175,0.65786433,1.0361167,1.1100111,1.0617759,0.8734324,1.2161547,1.0415837,1.2741878,1.1087737,0.7619582,0.0,0.80671704,0.80002284,0.9118372,1.242609,0.6563812,1.2404754,0.89168286,0.9607572,1.0090493,1.0314205,0.9026966,0.7671099,1.254266,0.6940737,0.8289776,0.91691977,0.7512853,0.88234967,0.9896663,1.1187202
stick,0.9227954,1.116833,1.2876319,1.0025998,0.82334554,1.2050837,1.1781645,1.0832595,1.06718,0.8663701,1.0008613,0.8690835,1.2583315,0.8160734,0.9205625,1.1595865,0.9084731,0.81956524,0.9840731,1.2946361,1.1916333,0.8996948,0.9957056,0.9051651,1.163875,1.1822892,1.1685939,1.1632053,0.9807994,1.0416722,0.9711035,1.0694193,0.826084,1.0062125,1.0257097,0.8479396,1.0502183,0.95223844,0.89512867,0.7778779,1.1358439,0.9084766,1.2736765,1.172449,0.93541324,1.042661,1.064778,0.9012468,0.8286432,0.9529805,1.066463,1.2008841,1.0274146,1.2050946,0.9701763,1.086484,1.178724,1.0260855,1.0861769,1.060425,1.0957382,0.8708912,0.8208846,1.1106366,1.1786898,0.9789492,1.100155,0.9744886,0.89450026,1.2779007,0.6614626,1.162771,0.76095253,0.8972671,0.8998828,0.867634,0.81262535,0.84212536,1.1437242,0.9165271,1.014872,1.0707117,0.98310345,0.90402585,1.0000128,1.0708861,0.93711984,1.2716997,1.1755059,1.1542752,1.1088068,1.25015,0.9843771,1.0174053,0.9083771,0.920945,0.88623357,1.1440839,0.9837982,0.9650897,1.0808649,1.0351334,1.1560665,0.9132434,1.0074565,1.1185439,1.1090174,0.9377722,0.9451106,1.1926957,1.0327765,0.9708548,1.0054684,1.0837682,0.94771796,1.0151185,0.9347014,0.6995661,0.89449114,1.1631359,1.0333047,1.1245196,0.8432399,1.064045,0.9419041,1.2845143,0.90684193,1.1054138,1.0744313,0.9121085,1.155032,0.80671704,0.0,1.2117263,1.0286323,0.93802947,0.9566005,0.82633495,1.1517825,1.178099,1.1442294,0.738354,1.1460092,1.1156629,0.8944933,0.9554756,1.0267234,1.1244112,0.7701856,1.2652154,0.9972713,1.0244619
strawberry,1.4142727,0.8330958,0.28440845,0.8625426,1.3857228,0.41573942,0.35812843,0.69585615,0.9512921,1.4538789,1.3223625,1.5618488,0.47074366,1.4995668,1.4165323,0.81644434,1.4883249,1.363409,0.9092364,0.39397907,0.47267967,1.3385273,1.0028015,0.76153934,0.7554594,0.7306639,0.6588984,0.79184985,0.8069935,1.2314683,1.2242008,0.55060834,1.3821425,1.102306,0.84328866,1.2801769,1.0223769,1.1508559,1.466568,1.374082,0.38406664,1.4774667,0.4386528,0.48069435,0.9402492,1.2220589,1.0960473,1.2446864,1.1353498,1.3517394,0.72137976,0.52363706,1.2887558,0.64284414,1.1849632,0.71896625,0.5812135,0.7910218,0.9508302,0.6854967,0.8078357,1.1115386,1.3809857,0.8883293,0.92405295,1.2253243,0.75198746,1.184625,1.1946733,0.5358076,1.208293,0.92499685,1.1966317,1.4177692,1.2391812,1.4219311,0.8830857,1.3403369,0.55515957,1.3519952,0.87340146,0.9960534,1.1283531,1.3081441,1.1047162,0.74224365,1.20244,0.4609763,0.62996936,0.63683015,0.75130576,0.36363542,1.2908779,1.2883564,1.4814956,1.3308606,1.2514249,0.9578177,0.5928112,0.55606663,0.96590686,0.93465,0.92126834,1.2147865,0.9804274,0.6835499,0.86243254,1.1269441,1.0055819,0.6007895,0.8790165,1.3232204,0.94159913,0.8527398,1.2491746,0.89133745,1.1301749,1.1535459,1.4256741,1.127008,1.1434801,0.5450059,1.2716315,0.98361987,1.4747319,0.3996989,1.4256628,0.6841549,1.3361604,1.0328566,0.45343953,0.80002284,1.2117263,0.0,1.1929355,1.3555887,1.0712078,1.5001326,0.5638299,0.59274536,0.6064201,1.2048998,0.6794824,0.6808628,1.2105948,1.1226249,1.0798324,0.83595157,1.0593787,0.48278683,1.2977251,1.1857904
stroller,0.6167673,1.3616617,1.297937,1.1750488,1.0537063,1.2000252,1.227664,1.2798505,0.9301608,1.0179139,0.866291,0.77632535,1.2938652,0.79687,0.97138226,0.6903347,0.84652555,0.7105637,0.94890064,1.2037833,1.2376897,0.8327267,1.2105521,1.0072645,0.9547591,0.8817307,1.2785863,0.86740553,1.301412,0.65076995,0.6969863,1.1635339,0.8813577,0.9459433,1.1545941,1.1314129,1.0092139,1.1071162,0.7212062,0.9649689,1.3655502,0.5366996,1.2578126,1.3037084,0.9394279,0.6190026,0.6813108,0.95074755,1.1512384,0.9565479,1.2898284,1.234925,0.99288857,1.1375515,0.90811354,1.3654718,1.2589523,0.8872467,1.2517521,1.2536641,0.88175076,0.8408041,0.9591858,1.1626853,1.1411935,0.59281546,1.1973693,0.9585729,1.0891074,1.1842015,0.9071885,0.84209734,0.9553364,0.89465386,0.9076425,1.0096078,1.3676201,0.8293283,1.1497418,0.9962222,1.2892735,1.0466448,0.82734454,1.064177,0.3278128,1.2262672,1.0828248,1.3462907,1.3124164,1.407976,1.2779713,1.3759615,0.8820949,0.8947984,0.9416767,1.0853423,0.9366981,1.0287135,1.3499206,1.3127755,0.8766527,1.3990055,1.0333415,0.92826605,0.76101613,1.2531087,0.84552485,1.1259435,0.84330577,1.0140748,1.13855,0.919779,0.96721303,0.67568314,0.98593664,1.0910561,1.2335973,0.9288393,0.9566275,0.9919565,1.1325314,1.1004953,0.88763356,1.2017084,0.85261273,1.3154789,0.9258259,1.1968933,0.97945553,1.0574082,1.3477228,0.9118372,1.0286323,1.1929355,0.0,1.0779182,0.6410523,0.74860716,1.131784,1.3266982,1.3742443,1.180694,1.2338089,0.83755463,0.90992284,0.7716702,0.25716585,1.1483492,0.7704242,1.2859846,0.74667525,1.0872229
