,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
necklace,1.353524,0.69488513,0.6361799,1.042832,1.199505,0.97624016,0.7466439,0.8012094,1.0009383,1.396529,1.0785606,1.5012239,0.61878943,1.4929693,1.1552553,1.0720093,1.4037199,1.1793619,1.0532598,0.6422472,0.84099567,1.3712707,0.5916663,1.0002193,0.9546018,0.73057896,0.89409596,0.8558741,1.0930669,1.2710468,0.9527159,0.5601412,1.332932,1.0645639,1.384601,1.1892214,0.7578791,0.7230478,1.4929421,0.74788886,0.44221604,1.3466012,0.615505,0.5998385,0.99119914,1.1815755,0.8682173,1.2947326,1.2242594,1.2938535,0.5236133,0.54841316,1.1225183,1.1116954,0.6054494,1.3567567,0.7714325,0.96452165,1.0443802,0.52954507,1.0039074,1.236564,1.367739,0.3350104,0.88610345,1.2929728,0.810886,1.1181285,0.6883589,0.9684982,0.42559958,1.1961943,1.1765667,1.2433801,1.0879385,0.91583484,1.3355265,0.63364077,1.2255442,0.994254,1.160172,1.0181379,0.94924057,1.0627775,1.3055507,0.81847495,0.78860843,0.4657725,0.6508594,0.0,0.61484826,1.2252582,1.0220649,1.3503234,1.2931509,1.3517652,1.0848132,0.44317615,0.3764304,0.77551055,0.91153586,0.8847377,0.5966271,1.0298601,0.8557657,1.075528,0.8104863,0.66152513,1.097492,0.60575753,0.84183824,1.3726501,1.0968329,1.1361306,1.1190039,1.0326236,1.3223312,1.0036873,1.0166724,0.9024204,1.406976,1.3967488,1.4189403,0.39535534,1.2914772,0.7677132,0.9736708,1.1991117,0.56542677,1.2792387,0.61436945,1.217752,1.4223177,1.5278618,0.78081834,0.48502064,0.8358859,1.0118035,0.7007593,0.8961274,1.3534678,1.2643487,1.1612927,0.9128812,0.35940474,1.3431137
orange,1.3849185,0.92927456,0.38214213,1.0685682,1.3922641,0.7770165,0.6502415,0.47201526,1.1868755,1.408977,1.1049911,1.5363212,0.57305604,1.5774637,1.3586483,1.1821065,1.485105,1.1763518,1.1228023,0.55245167,0.5644679,1.5060304,0.36276937,0.96448874,0.999325,0.7134553,0.7002728,0.6593571,0.99513793,1.3816874,0.5601318,0.47424686,1.4018412,1.2305344,1.2809057,1.32798,0.62717104,0.8325891,1.5482885,0.80539733,0.33948827,1.4654942,0.50337374,0.9145305,0.8174324,1.2213273,1.0507475,1.380304,1.3260901,1.393955,0.7192973,0.2358836,1.0854397,1.1762601,0.72827905,1.228127,0.36712623,1.0619711,1.1884441,0.46173608,0.89237165,1.1658683,1.3457189,0.5760389,1.0429688,1.1831818,0.5677565,1.2982202,0.3322214,1.1937972,0.5071344,1.2304909,1.2086678,1.4138203,1.2337946,0.941014,1.4413369,0.67080253,1.3331234,1.1036589,1.2729509,1.1364123,0.43856335,1.235665,1.4179994,1.0260285,0.5027979,0.26813006,0.56529236,0.61484826,0.0,1.2253823,0.9300661,1.454078,1.3613042,1.4448543,0.9666463,0.53524804,0.4313339,0.47489357,0.96889144,0.9381067,0.38736546,1.0810988,0.5748724,1.1129562,0.4162547,0.7075875,1.3998148,0.55587375,0.75253713,1.3007588,1.190683,1.2262733,1.3548881,1.2831428,1.4687947,1.2896814,1.148413,1.1139543,1.3719491,1.2195808,1.5025812,0.33784485,1.2379013,0.40828103,1.1332462,1.0775034,0.49992138,1.3656814,0.6706465,1.4225008,1.4719853,1.4603535,0.66255856,0.6167669,0.9561585,1.1190269,0.6291174,0.8900409,1.3923519,1.2562315,1.022341,1.0784874,0.44158328,1.2927768
oven,1.1626619,0.9801072,1.2441199,0.9865274,1.0540009,1.171727,1.166303,1.2126929,0.84416187,0.8761814,1.0846586,0.8936671,0.8576679,0.65031385,1.0583593,1.1564249,0.93935424,1.0383381,0.95608693,0.8275633,0.89372754,0.691519,1.2005994,0.6097498,0.57375795,0.519634,0.8459273,1.1617965,0.9757416,0.4897635,1.112024,1.0592484,0.74479234,0.8905934,0.9184564,0.96428055,1.1323144,1.1249496,0.8072358,1.1279448,1.1115202,0.64093673,0.7824625,1.1445643,1.0867419,1.0420617,1.1830285,0.5002188,0.5051761,0.96295786,1.1236359,1.1923511,1.067815,1.1386033,1.1754454,1.0361115,1.2405783,1.0177861,1.065336,1.0261451,1.2968831,1.0073208,0.93683517,1.212689,1.0898409,1.0076826,1.1376201,1.1211729,1.2073046,1.1482995,1.1028047,1.0437572,1.1310977,0.82110375,0.9542138,0.82530737,0.92082477,0.889277,0.55722475,0.9932752,0.96884376,1.0495995,1.1792917,1.118733,0.83757997,1.1331946,1.1835203,1.1969118,0.9163205,1.2252582,1.2253823,0.0,1.0673183,1.064271,0.89671236,0.9923379,1.0903785,1.0167614,1.0957069,1.2088275,1.1070185,0.84998465,1.1996027,0.87540257,1.0262871,1.0717974,1.2257957,1.1136488,0.84469664,0.8272755,1.1497117,0.24347389,1.1184992,1.0476589,1.0557679,1.021897,1.0240754,0.9140476,0.8749005,0.9154374,0.85702395,0.6315895,0.9542413,1.1437005,1.082437,1.0952088,1.013571,0.95469,1.0221921,1.0775436,1.1020931,0.92494655,1.0433685,0.8851239,0.9764691,1.1574936,0.99118626,0.94173604,0.8338276,1.050044,0.8862507,1.0511693,1.0357757,0.65187943,1.1306022,0.7203357
owl,0.8270176,1.1056665,0.9692667,1.0015486,1.1703827,0.8461336,0.8296159,0.9320683,0.90825427,1.1758026,1.105102,1.1659269,0.9958439,1.1673772,1.0898507,0.8920077,1.1417022,1.0278636,0.9659926,0.9624504,0.9458543,1.1076291,0.95646304,0.9431366,1.1108899,0.991893,0.98108095,1.2315419,0.93839484,1.17038,0.87422514,0.8860422,1.1655618,0.94849634,1.0911481,0.87933594,0.9205872,0.88330424,1.1841109,0.8955706,0.97370154,1.0232955,1.0002733,0.9530513,0.9493379,0.8690457,0.95631725,1.0565172,1.0343133,1.0968502,1.0777332,0.95652646,0.9978259,1.0849968,1.2324632,1.0215535,0.90373176,0.87974054,0.97504395,0.91275847,0.72188246,1.0191766,1.0731448,1.1521821,1.0842046,1.0171499,0.92786944,1.1037409,0.9435387,1.2232153,0.9975192,1.0067743,0.9155764,1.1228797,0.9618282,0.9410524,1.1965789,1.0090473,1.0114837,0.9253047,1.1599728,1.1065078,0.96612084,1.0414968,1.0686449,1.1895801,0.8424572,1.0614907,0.87060404,1.0220649,0.9300661,1.0673183,0.0,1.090895,1.2035203,1.0870373,0.9593761,0.9828691,1.0109693,0.9135641,0.86704665,0.9884535,1.0409392,0.8913857,0.9123294,0.8037586,1.0157452,0.96989137,1.1389165,0.9178015,1.155139,1.048784,0.96308225,0.89885914,1.1489532,0.98414904,1.1197782,0.95076776,1.1318027,0.91635257,1.0926607,1.1161786,1.1177019,1.0733906,1.0122623,0.96632785,1.1029019,0.8949504,0.8932673,1.0870377,0.90036476,1.1497856,1.1396095,1.1125093,0.87090826,1.1395543,1.1128176,1.1264391,0.95786095,0.8500593,1.0500487,0.97164077,1.0694034,1.0184873,1.0313134,1.035291
pajamas,0.6408066,1.1812598,1.3439214,1.0488958,0.51613724,1.0880219,1.3047007,1.4226842,1.0064266,0.6925883,0.8806772,0.47112405,1.4171101,0.64103544,0.4131055,0.8708023,0.48856962,0.87028223,1.0425762,1.3889035,1.4311187,0.6837733,1.4966912,1.1986282,1.1834862,1.4289771,1.2902095,1.0601015,0.9903742,0.8500817,1.257529,1.4192476,0.7774752,0.75360745,0.7221339,0.8586813,1.3817627,1.3071622,0.48503143,1.296265,1.5184041,0.68348724,1.4476652,1.2713706,1.1968006,0.81700313,0.9595008,0.8534837,1.045567,0.45517558,1.1859046,1.4497833,0.8482886,0.6525792,1.1070269,0.6376916,1.329301,0.9379042,0.90155065,1.5395955,1.1501797,0.8490035,0.83355653,1.2395928,0.95337176,0.7820176,1.2898324,0.5313213,1.3617377,0.7496831,1.3475537,0.8806548,0.8424982,0.8494748,0.7124846,1.17665,0.5067564,1.477351,0.98272514,1.1846218,0.73696685,0.94574636,1.3887293,0.844523,0.709376,0.9404562,1.2881348,1.3523035,1.4168377,1.3503234,1.454078,1.064271,1.090895,0.0,0.5457077,0.65018034,1.0149275,1.5254604,1.5208974,1.4365487,1.1560442,1.1332303,1.3977312,1.080785,1.42104,0.98239094,1.3198253,1.314558,0.80784225,1.5042228,1.1074777,0.9474226,0.84238243,0.99745756,0.6068504,1.0503402,0.29846787,0.99718106,0.7889273,1.0946772,0.5880894,1.0016351,0.50889444,1.4358243,0.7693671,1.4235322,0.93045324,1.0436864,1.5550077,0.7045656,1.2434684,0.7041622,0.25491083,0.5213454,1.3846654,1.2320971,1.0790575,0.93855345,1.3409295,1.1220541,0.826939,0.6477612,0.96945643,1.2174311,1.442069,0.80248904
pants,0.8123386,0.8797709,1.3473268,1.2584033,0.5299443,1.286072,1.4361509,1.4299922,1.2421646,0.8388383,0.9602476,0.4560281,1.1717699,0.6033119,0.60912526,0.84511113,0.38491583,0.97158885,1.2055395,1.3655201,1.5144942,0.87804544,1.4545021,1.1591114,1.064472,1.113482,1.2117455,0.7706835,0.75286335,0.71863675,1.1811731,1.3537036,0.7250335,0.5452632,0.8534926,0.92435706,1.4101436,1.4144659,0.40463108,1.409735,1.4479439,0.9782413,1.4028082,1.1177558,1.2606535,0.75470066,1.011804,0.7317932,1.0487235,0.31480938,0.9976653,1.3921459,0.87541986,0.844778,0.8398529,0.9531236,1.1234968,1.2312461,0.7789979,1.4094062,1.2390227,1.0039513,1.0333983,1.1049005,0.7887729,0.8638511,1.4405494,0.6508706,1.3463129,0.6841114,1.1201255,0.87191045,0.90365905,0.95547557,0.5526687,1.2845426,0.13734818,1.3306581,0.8833201,1.2075619,0.549111,0.9278705,1.2787368,0.71173203,0.8103225,0.9038681,1.2874973,1.282993,1.228455,1.2931509,1.3613042,0.89671236,1.2035203,0.5457077,0.0,0.8087828,1.1057897,1.386678,1.3601289,1.3802378,1.109375,0.94420904,1.3234062,1.187217,1.474118,1.095421,1.047689,1.3448966,0.6383507,1.3334632,0.84775984,0.8126781,0.9799192,0.86075824,0.29476786,1.1461244,0.34550804,0.90299225,0.22794324,1.3240058,0.56281376,1.0818278,0.66058517,1.2422191,0.8456235,1.4839611,0.7806333,1.1792164,1.4564276,0.76252353,1.3392123,0.6569089,0.38848215,0.78912985,1.4958229,0.9770839,1.0179642,0.92926383,1.01822,1.425582,1.1228755,0.9916141,0.8327137,1.1242442,1.3500314,0.86842895
paper,0.69872826,1.172171,1.347549,0.99573576,0.6990557,1.0421555,1.2342036,1.3076519,0.9126497,0.63059443,0.8791604,0.56685895,1.3689526,0.66567856,0.6675581,0.9225521,0.63279325,0.8517575,0.42700547,1.3385103,1.2799442,0.42517227,1.4491093,1.036804,1.0876732,1.3678496,1.228553,1.0927483,1.0842565,0.8932301,1.2564181,1.4101253,0.7325778,1.0247396,0.79210335,0.82457954,1.2580974,1.1847122,0.57345307,1.1855378,1.3974602,0.6846211,1.3992403,1.1788557,1.0518684,0.95083255,1.0576622,0.8837616,0.7041735,0.77307916,1.1854583,1.4402432,0.938935,0.8117305,1.0804957,0.8708392,1.2650554,1.0582925,0.9319937,1.5022161,0.9963433,0.80775106,0.7506626,1.2921348,1.0254219,0.80451614,0.9135023,0.8419776,1.4420993,0.78758025,1.4430325,0.8586052,0.9796019,0.82445514,0.9722419,1.0975252,0.70680225,1.3479457,0.8829824,1.03594,0.8552833,0.95490956,1.2293445,0.8728548,0.7085819,0.94556516,1.2899034,1.3849114,1.3586879,1.3517652,1.4448543,0.9923379,1.0870373,0.65018034,0.8087828,0.0,1.0721371,1.3635273,1.3832759,1.3357134,1.0838202,0.86002,1.4101427,1.0568634,1.2527566,1.0144459,1.3273187,1.2299427,0.82567906,1.4231796,1.0749329,0.87728775,0.95488226,0.9686374,0.7779782,0.85301125,0.6488006,0.9489789,1.000936,0.94646555,0.7929387,0.7778384,0.5724793,1.4262097,0.7713374,1.250556,0.906106,0.90828735,1.4866424,0.84886795,1.3087139,0.7834388,0.6035459,0.5448958,1.1829214,1.2490342,0.9503524,0.8635061,1.2780493,1.0523269,0.60239816,0.8020258,1.0389162,1.1789112,1.4195578,0.8259666
pastry,0.9597125,1.1910304,0.8929476,1.0768536,1.0599271,1.0075841,1.0548315,0.8394995,1.1096534,1.2269925,1.0306664,1.2335527,1.2008343,1.0567688,1.0916033,0.8598293,1.2019778,1.0861015,1.0609642,1.1287637,0.915724,1.1006993,0.793519,1.0597167,1.1050937,1.2327133,1.1058414,0.95981073,1.2957411,1.1168684,0.81410867,1.0553671,0.9859063,1.1497352,1.006781,0.8917132,0.7159193,0.765412,1.1653038,0.77054834,1.08961,1.1491891,1.079246,1.0019377,0.78567624,1.0032365,0.93619204,1.1602612,1.1099873,1.0549986,0.98989284,0.94870865,1.1703562,0.96621996,0.951838,0.9096355,0.9536991,1.0174658,0.89409626,1.0629885,0.9923771,0.96691847,0.93218327,1.0413691,1.0034423,1.0413271,1.0322462,0.87045187,0.9643385,0.980535,1.0801222,0.9930582,1.0759706,1.0930263,1.1185465,1.1199435,1.1049842,1.1529028,1.0640197,1.1476583,1.0149628,0.893112,0.84957516,0.9046545,1.1104215,0.9079589,0.8138751,1.0474753,1.1639988,1.0848132,0.9666463,1.0903785,0.9593761,1.0149275,1.1057897,1.0721371,0.0,1.1143165,1.0686297,0.8851678,1.0695579,1.1029993,0.82255155,1.0202706,0.84602976,1.1011475,0.92273474,1.0187575,1.0790561,1.113045,0.74641895,1.1543448,0.9809079,0.9230401,0.9662714,1.0595977,1.0773165,1.0520675,1.124669,1.0355502,1.2195528,1.054065,1.1213341,1.0886177,1.1584625,0.9417878,0.9713443,0.80798936,1.0748941,0.80883795,0.99724066,1.062959,1.0676332,0.95871276,1.0354471,1.0391841,0.92289466,1.0843459,1.1462811,0.9992915,0.93899024,1.0147132,0.8319319,1.1436408,1.1304504,1.1600001
pen,1.4301909,0.8097055,0.63249135,1.0807816,1.255122,1.1085972,0.8957895,0.743706,1.0527503,1.381736,1.0214736,1.4930098,0.33273244,1.3876581,1.4082694,1.2195749,1.4510019,1.1415426,0.98071426,0.54408824,0.6682248,1.4193261,0.48848146,0.8824379,0.9219223,0.46376073,0.50655884,0.91408706,0.97813064,1.1703154,0.8551443,0.54678434,1.3814049,1.2767949,1.3921247,1.0369754,0.68964404,0.6851372,1.4954388,0.7168038,0.12079662,1.3895954,0.49518156,0.7609873,1.1043698,1.2409396,1.0442129,1.2645885,1.1093309,1.4466082,0.73502207,0.5027365,1.1076559,1.2724855,0.7279111,1.2647414,0.64575076,1.0279628,1.1902931,0.20967388,1.0023358,1.2683767,1.3408209,0.43589687,0.98761463,1.2248716,0.79360044,1.3551497,0.5963676,1.1075251,0.48100734,1.204613,1.2043604,1.2020146,1.2196354,0.9284495,1.3752856,0.14976525,1.1501746,0.89142317,1.2746284,1.0660787,0.7982808,1.2182369,1.3038979,1.0992056,0.8989805,0.39271253,0.4418224,0.44317615,0.53524804,1.0167614,0.9828691,1.5254604,1.386678,1.3635273,1.1143165,0.0,0.06188011,0.6786656,0.9616893,0.8365943,0.5325159,1.0195409,0.7076281,1.0824039,0.6885597,0.8302349,1.2963564,0.36498964,0.936096,1.1818709,1.1194675,1.2210337,1.3163699,0.9021353,1.5246868,1.1212299,1.1280289,0.87715936,1.389275,1.1246233,1.4262822,0.2890424,1.2170941,0.7573452,1.0938624,1.1847836,0.22710025,1.2980084,0.6945548,1.3360113,1.5646212,1.542907,0.76436776,0.62196124,0.7519546,0.69766235,0.5009109,0.9231678,1.3671532,1.2949481,1.0820824,0.6256398,0.19156486,1.266952
pencil,1.4407579,0.8180295,0.5471375,1.146942,1.2775192,1.0824903,0.8921735,0.7091588,1.0805043,1.4168594,1.0457219,1.5280781,0.30769616,1.4529366,1.4085186,1.2285113,1.4757218,1.1944185,0.97159827,0.54195094,0.66410553,1.4216874,0.41576564,0.9252001,0.91083574,0.48093903,0.57332224,0.7977233,1.0171095,1.2527959,0.79868567,0.50730443,1.3802196,1.2855289,1.4106992,1.1467923,0.6521692,0.69135904,1.5225719,0.72189504,0.09788889,1.4694957,0.45983547,0.6991877,1.0213194,1.2389122,0.98443073,1.3425866,1.1837677,1.4465121,0.6097938,0.44018608,1.1285456,1.2502046,0.6076958,1.3132766,0.55298746,1.077174,1.1830865,0.20884264,0.94697136,1.2815068,1.4355991,0.3184793,0.99057037,1.241143,0.7437359,1.3347554,0.529333,1.0702647,0.37594283,1.218809,1.2278434,1.3107228,1.2473655,0.9854744,1.3800633,0.21880382,1.2213261,0.96431434,1.2708836,1.0771266,0.7621472,1.1476905,1.3692551,1.0218041,0.82683885,0.29391158,0.45773947,0.3764304,0.4313339,1.0957069,1.0109693,1.5208974,1.3601289,1.3832759,1.0686297,0.06188011,0.0,0.62325555,0.94551194,0.8515601,0.42972887,1.0661612,0.68512726,1.098153,0.5709509,0.8077542,1.3164699,0.36539596,0.79762083,1.2701399,1.1313932,1.2331102,1.2789092,1.0327528,1.5323889,1.1581231,1.1038185,0.9854343,1.4345421,1.2123709,1.4783765,0.18947548,1.2811725,0.7075018,1.0874709,1.2648753,0.26204193,1.3245411,0.6941889,1.3663554,1.5641963,1.5843197,0.7446459,0.5319171,0.77820957,0.79637593,0.46435285,0.8988916,1.4105691,1.3362737,1.0802813,0.7292007,0.17172337,1.3345556
pickle,1.1645921,1.0236391,0.54805976,1.0049161,1.3724773,0.9053966,0.69483614,0.14712417,1.0430143,1.3520226,1.1388997,1.51108,0.7603464,1.501572,1.3416921,1.0627965,1.4288925,1.1385012,1.0182071,0.7280687,0.6400717,1.4173149,0.34419352,0.89905065,1.0059602,0.8890853,0.88337874,0.9237314,1.1463354,1.3542708,0.43217993,0.6856328,1.3496039,1.2272114,1.2901856,1.2117541,0.51398736,0.58882725,1.5235689,0.63611573,0.5871622,1.4258019,0.7229929,0.91467994,0.58676904,1.1724395,0.9647009,1.3873091,1.2731268,1.3601367,0.90658677,0.451797,1.1078893,1.2447164,0.92705953,1.2139581,0.61218965,0.97632354,1.1250198,0.50676936,0.73270595,1.1729267,1.1141782,0.8449223,1.0037241,1.1098285,0.6177958,1.3299406,0.42330587,1.1896813,0.7929293,1.1991707,1.1656901,1.2881544,1.2323022,0.8948657,1.4167205,0.75012434,1.301806,1.086896,1.2836142,1.0457896,0.23924851,1.0810252,1.4117606,1.0353388,0.59777844,0.7458381,0.6449754,0.77551055,0.47489357,1.2088275,0.9135641,1.4365487,1.3802378,1.3357134,0.8851678,0.6786656,0.62325555,0.0,0.95154387,0.9938569,0.4789377,0.8302555,0.430457,1.1114753,0.43707508,0.8962681,1.2900069,0.6798204,0.9429525,1.2749949,1.19969,1.0460142,1.2864254,1.1567856,1.4270856,1.1255653,1.2327595,1.0836931,1.3804102,1.180914,1.448627,0.6808648,1.2136738,0.5451486,1.0964373,0.97000873,0.48552376,1.269738,0.82537055,1.3751218,1.4208143,1.3183074,0.72796834,0.8573289,0.9726496,1.1750735,0.73308015,0.8800434,1.219267,1.2099304,1.0175238,1.1074061,0.71511596,1.3334386
pig,0.8562584,1.0483928,0.99954313,1.0214027,1.1456499,0.96649325,0.94173527,0.9663951,0.98788106,1.1336269,1.0559726,1.166134,0.9033771,1.1084102,1.0513262,1.0389472,1.1658463,1.0914159,0.9453328,1.049534,0.98375803,1.0623697,0.9786367,1.0816524,1.0619533,1.0195668,1.012759,1.0045394,0.9387576,1.0883319,1.0625086,0.93182534,1.0391667,1.0473287,1.0755172,1.0457866,0.9646232,1.0185648,1.1683347,0.9998543,0.96329683,1.1530318,1.0244392,0.862216,0.9763609,0.7091358,0.8001425,1.1446768,1.0733597,1.1107804,0.95385104,0.9659446,0.9939986,1.1002479,1.0882968,1.111806,0.90806913,0.9651342,1.0625523,0.8731606,0.59643114,1.0859505,1.1360102,1.0039283,1.0114653,1.0931959,0.95423603,1.1091993,0.96895313,1.1101305,0.92485267,1.054187,0.5563698,1.0817603,1.0699437,1.0302938,1.1673534,0.9352779,1.034983,0.97490305,1.11075,1.0172436,0.97283983,0.9743463,1.0881338,1.0269016,0.8575112,1.0025791,0.991175,0.91153586,0.96889144,1.1070185,0.86704665,1.1560442,1.109375,1.0838202,1.0695579,0.9616893,0.94551194,0.95154387,0.0,1.0702264,0.9706427,0.89230716,0.96368134,0.49017775,0.8993418,0.82107687,1.0775043,0.9782577,1.0057639,1.1327481,0.96332276,0.80765635,1.1553347,0.9096134,1.1688662,1.0132487,1.075465,0.9760584,1.0958862,1.1057671,1.0692047,0.95880294,1.0581392,0.97477704,1.1068572,1.0473868,0.8815748,1.0984688,0.88804483,1.0932678,1.1515652,1.1421392,0.9173628,1.0272017,1.1614488,1.2845542,1.0525905,0.87514174,1.0959615,1.05621,1.0566512,1.0292516,0.98154885,1.0684971
pillow,1.010458,0.7569246,0.9785726,0.9708957,1.0144358,1.1192371,1.0575212,0.9862504,0.6228237,1.2193129,1.017756,1.0190048,0.7649543,0.9536819,1.0692434,1.0124518,0.9741743,1.0194967,0.59747374,0.840354,0.9619423,0.89206165,0.89384365,0.8238028,0.86035895,0.73403347,0.77840316,1.0716264,1.0664387,0.7882868,0.97038215,0.91431594,1.1274738,0.9768307,1.143795,1.1656506,0.98438716,1.0273017,0.88825864,1.0418005,0.8892611,0.8897769,0.8056489,1.0365634,1.0425073,0.9284611,0.8530236,1.0413762,0.8414013,1.0917802,0.9010822,0.984926,1.0859998,1.1676291,0.8759804,1.2409952,0.8702728,1.0374342,0.86875117,0.8671571,1.0565841,1.1202867,1.2159371,0.9295158,0.6972195,0.99259144,0.75843567,1.1482085,0.897389,1.0013282,0.7766512,1.1808516,1.2645874,1.2832987,0.9942209,1.0030277,0.9864724,0.96701735,0.9134515,1.1740004,1.0684869,0.8415817,0.95696074,0.9287822,1.2344565,1.1770796,0.93600416,0.9551671,0.5341682,0.8847377,0.9381067,0.84998465,0.9884535,1.1332303,0.94420904,0.86002,1.1029993,0.8365943,0.8515601,0.9938569,1.0702264,0.0,0.8707552,0.9658009,0.923077,0.9073563,0.9284263,1.0363275,1.0024338,0.70830345,0.9349652,1.0369334,1.1876943,1.0864425,0.934287,1.1917524,1.0581462,0.91542405,0.7666651,1.005589,1.2274439,1.0869902,1.2074236,0.8275269,1.038047,0.9388182,0.81483865,1.0837367,0.87242126,1.1956239,1.0056659,1.0646583,1.1712011,1.2137682,0.99513555,0.77318,1.0507226,1.045539,0.5670375,0.9497784,1.1082004,1.2558548,0.9782116,0.9880272,0.9462636,1.1332089
pizza,1.3182247,1.0604221,0.50157845,1.0878527,1.3426154,1.089956,0.86302674,0.5003974,1.0591226,1.4521815,1.1766096,1.5507735,0.6468525,1.4561231,1.3470104,1.1996518,1.5152296,1.1068808,0.98215914,0.57156426,0.5899449,1.4091551,0.13690102,1.0354999,1.0101982,0.82254916,0.71226656,0.80785847,1.1516707,1.2718081,0.52755725,0.53532416,1.3398236,1.234196,1.2458278,1.3433251,0.41161603,0.6209675,1.512658,0.5668807,0.40276963,1.4578615,0.5288835,0.90241975,0.86457825,1.1839284,0.8349642,1.4139501,1.3142254,1.2945693,0.7496762,0.4021356,1.2150741,1.1689125,0.8004877,1.2262973,0.5225736,1.072071,1.1892098,0.39476657,0.87416106,1.2297906,1.3267686,0.54135925,1.0493768,1.2185252,0.7540462,1.2818083,0.24246192,1.1784797,0.54346764,1.2165473,1.1713233,1.3398352,1.2536083,0.89264727,1.4466765,0.6049794,1.306874,1.1353832,1.2789869,1.0539074,0.6162572,1.1295681,1.4237728,0.98477584,0.55092424,0.4781295,0.55353594,0.5966271,0.38736546,1.1996027,1.0409392,1.3977312,1.3234062,1.4101427,0.82255155,0.5325159,0.42972887,0.4789377,0.9706427,0.8707552,0.0,1.0481997,0.37902415,1.042714,0.43757445,0.8391144,1.3368311,0.5445604,0.71942323,1.375555,1.1760585,1.1442186,1.2966862,1.26798,1.4399695,1.2769289,1.159293,1.0446786,1.4099984,1.2554433,1.4929826,0.4319874,1.2742548,0.6277965,1.1865345,1.0581093,0.44013357,1.2710259,0.7490742,1.347645,1.4668019,1.3836086,0.75177026,0.7351154,1.0139912,1.1346297,0.64738315,0.8452354,1.2465886,1.3101172,0.9586565,1.0129675,0.47243333,1.388662
plant,0.8928329,1.1179693,1.1044303,0.9329637,1.200185,0.99399245,0.8283138,0.8708025,0.62850976,1.1508412,1.1834142,1.1425005,0.9716938,1.0791969,1.1627953,1.0610086,1.2038993,0.88461465,0.93027437,0.85633457,0.96623665,1.019967,1.0469549,0.8539214,0.9442243,0.9045936,0.91681516,1.3599112,1.1066455,0.8811317,1.0082095,0.98360616,1.060317,1.0659374,0.9418818,1.1208813,1.0969156,0.9431231,1.0424986,1.0182958,1.0332711,0.87025625,0.89438385,0.98658067,0.91730434,0.9234524,0.86307883,0.8736744,1.0503042,1.1005094,1.0986767,1.1056601,1.125457,1.1090052,1.2625895,0.8887718,1.1128398,0.39884973,1.025443,0.9371396,0.85809577,0.9180526,0.909454,1.1579837,1.0760632,1.0245334,0.96801156,1.0747538,0.95222265,1.2322563,1.083928,0.9186467,0.97515905,0.9119421,1.0645173,0.86051464,1.223362,1.0189624,0.78541434,0.7851441,1.071962,1.0638667,0.95302075,1.0429746,1.0709486,1.0375286,0.966004,1.14523,0.9512661,1.0298601,1.0810988,0.87540257,0.8913857,1.080785,1.187217,1.0568634,1.0202706,1.0195409,1.0661612,0.8302555,0.89230716,0.9658009,1.0481997,0.0,0.9515786,0.89677846,1.0974025,1.0028514,0.9470927,0.9980989,1.2226504,0.9144783,1.1418009,0.8555404,1.1886225,1.123896,1.1474681,0.9838341,1.1372825,0.96524847,1.1156064,1.063644,1.1461979,1.1402916,1.1426636,1.0788108,1.1274527,0.95668757,0.9166347,1.0881927,0.9547702,1.0139228,1.1076175,1.0309693,1.0147153,1.1775687,1.2167153,1.1555753,1.0266231,0.900915,1.0069163,0.5819701,1.0723416,0.7256541,1.0986261,0.7428967
