,alligator,ankle,apple,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coat,coffee,couch,crayon,crib,cup,dish,dog,doll,door,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
fork,0.9579395,0.9635404,1.1784494,1.1017766,0.9374771,0.86040634,0.99774736,1.0298138,1.0255767,1.0993285,0.979863,1.0606725,0.9412578,0.9981308,1.0717195,1.1183777,1.0628842,0.98192865,0.8325881,0.99633485,0.82466805,1.0357726,1.0855818,1.0904781,1.0069481,0.9691528,0.9828294,1.0749221,1.045051,1.1736143,1.0001966,1.0624336,1.0157499,0.9330341,1.0986391,1.0978711,1.1051757,1.0156,1.0677565,1.013879,0.9469442,0.9866536,0.8631294,1.1310987,1.0733081,0.8961841,0.0,1.0750991,0.7482805,1.0423992,1.0334452,1.1416392,0.9867359,0.93929243,0.86564875,1.0770485,1.1119455,1.0217807,1.1431729,0.9325675,1.0927244,0.80304235,0.95266616,0.9493053,1.0052493,1.0124019,0.9282347,1.181214,0.93444103,1.0086979,1.1568577,1.0825839,1.0245878,1.0005306,1.1236448,0.93983394,0.96781397,1.0061412,1.1353478,1.1308106,0.91951984,0.91211164,0.9369515,1.0685185,1.0951214,0.88571686,0.9774154,1.1352627,0.9666575,1.0031747,1.0253882,0.9040345,0.95435035,0.96653044,1.0914762,0.9582705,1.0208505,1.0423955,0.89749813,1.027334,0.75856805,1.1684033,1.0984439,1.0219277,0.6278014,0.9916349,0.85734946,1.111284,1.0101775,1.1446313,1.0911347,0.93303,1.0006658,1.0644683,0.81672204,1.0476671,1.078452,0.84370255,0.95562094,1.1247445,0.9529047,0.9111455,1.0894293,0.90124375
frog,1.0173968,1.0692092,0.7768068,0.64208347,0.76334065,0.44700074,1.0456861,1.312913,0.8644254,1.326221,1.1256227,1.2940652,1.1577814,0.935245,1.1144748,0.8833723,0.9894565,0.7201731,0.5248583,0.94759613,0.63508826,0.563814,0.89810145,0.8959102,1.1441064,1.0546554,0.94880897,1.3434153,1.1534828,1.2090411,0.8792338,1.1670107,0.7480858,0.90619636,0.7684189,0.80492437,1.3241816,1.081949,0.8728057,1.0501797,1.2013721,1.0959413,1.2040856,1.0288504,0.5800006,0.5247872,1.0750991,0.0,0.87153435,1.1246382,0.63285714,0.94341546,0.7571782,1.1807905,1.0266879,0.9295408,0.8918229,0.94278735,1.102046,1.1612395,1.0024023,0.98748946,1.0141349,1.0656501,0.99563074,0.93353224,0.9108548,1.0864129,1.1524918,1.1364262,1.0468396,1.136427,1.0582613,1.2100356,0.88466454,1.2851644,0.997132,1.1716732,1.1792271,1.0352262,0.964114,1.0032187,1.2022309,1.0894415,0.95681775,0.6875565,0.78588605,0.70915765,0.6605111,0.8254086,0.9983198,1.4119997,0.9308065,0.93805784,0.89547473,1.3391113,0.8095969,1.1936913,0.6559559,1.2977777,1.0319372,1.0051315,0.90120804,1.0513933,1.0063859,1.0702662,0.767262,1.0412931,1.3639803,1.0678571,1.2274703,0.8910662,1.1211112,1.153615,1.1686646,1.0944777,0.44321954,0.8819834,0.902519,1.0080227,0.97026193,1.1185933,0.9510399,1.1274813
glass,1.13653,0.98197585,0.87832767,0.8920621,0.6932156,0.941378,1.0332882,1.1232281,1.1023173,1.2586707,1.0248387,1.1359248,1.1916307,0.98405194,1.1276088,1.1385726,1.01028,0.6477016,0.6427811,1.1341939,0.7485762,0.80337584,0.8737591,0.9674273,1.1467798,0.9314597,0.90667677,1.1983562,0.9562385,1.0676534,0.94894254,1.1867394,0.56556845,0.836688,0.9028622,0.95809335,1.1888378,1.0942978,1.0211682,1.172142,1.0214629,1.072675,0.99469453,1.2087526,0.9739499,0.69508207,0.7482805,0.87153435,0.0,0.91325796,0.80838203,1.1649578,0.7657873,1.0717139,0.96495867,0.95105636,0.93863535,1.0523162,1.1719117,1.0712982,1.2111175,0.82686406,0.9778186,1.0022097,1.1130368,1.0542533,0.9602942,1.1328593,0.9242989,1.0170869,0.9981171,1.1296993,0.93021953,1.0187993,0.99989074,1.1140577,1.0941463,1.2439489,1.2600489,1.1326177,0.9910633,0.99970216,1.022166,0.96119434,1.0167404,0.8245847,0.7726822,0.7818209,0.8748301,0.9796117,1.0811057,1.177569,1.0481292,1.0957813,1.0978848,1.1480612,0.88791656,1.2192075,0.8086607,1.1153775,0.6860424,1.1763685,0.9236294,1.0855254,0.28017926,1.0569102,0.81264186,1.0855693,1.1425899,1.1509998,1.0716026,0.9175115,1.0787251,1.1177236,1.0650934,1.1052907,0.932158,0.7669033,1.0686196,1.016886,0.8877448,0.8520551,0.83547497,1.0503203
glasses,1.2523935,0.6665653,0.48154783,0.88509536,0.75265944,1.1740487,1.3097602,1.3373613,1.1771386,1.32741,0.49087763,1.3549424,1.2512751,0.5365593,1.3347735,1.3930786,0.39839542,0.5993219,0.999953,1.3663857,1.1298525,1.0170333,0.7861053,1.0870444,0.9194271,1.160669,0.6883839,1.1877332,1.2941272,1.300521,0.33445966,1.3215022,0.62538016,1.224679,1.1164155,0.73673946,1.223771,1.2560027,0.6494478,0.9153431,0.532111,1.0075343,0.7061864,1.1856408,0.61989343,1.0364077,1.0423992,1.1246382,0.91325796,0.0,0.90091866,1.303586,0.86041486,1.0167052,0.9500469,0.2922325,0.83506167,1.3586543,1.2426913,0.9436297,1.287726,0.62693834,1.0014459,0.8434851,1.1654814,1.3188514,1.2416555,1.2631162,0.88509774,0.9789607,0.26625824,0.83601344,0.25678295,0.60575664,0.5302632,1.1511791,0.74587774,1.2721913,1.1550609,1.2591621,0.5206448,0.5380347,0.62762415,1.2076294,1.1689231,0.920426,0.9694974,0.7865883,0.9044328,1.0083665,1.0312412,1.1632248,1.2409645,1.226429,1.3426588,1.1380626,0.9838362,1.0215926,1.0603659,1.2095644,1.1328688,1.3922434,0.39428318,1.2010047,1.0781958,1.2406934,0.874334,1.337935,1.1061803,1.3726869,1.3447127,0.8775768,0.37067693,0.5515646,1.2467935,0.94132113,1.2314569,1.2235771,1.2469437,1.2336545,1.0084536,0.8632145,0.34371972,1.0981452
glove,1.2352983,0.8654312,0.7085992,0.67026436,0.6325419,0.74841034,0.981797,1.3056273,1.0878412,1.1645627,0.8864657,1.2228086,0.9915791,0.86426675,1.0685203,0.99487823,0.81938434,0.4786635,0.6038533,0.9729004,0.7672844,0.5777141,0.7199437,0.9291009,1.1280417,0.88503116,0.85830784,1.2622368,1.1194763,1.1579264,0.70049846,1.2054715,0.5473265,1.0359641,0.9387575,0.9320466,1.3757508,1.1168929,0.88230735,1.1543076,1.1002555,1.2628832,1.0775148,1.1699455,0.73427534,0.7602401,1.0334452,0.63285714,0.80838203,0.90091866,0.0,1.2413626,0.72677714,1.2537291,1.0051346,0.6710935,1.0053287,1.175751,1.0561099,1.1633947,1.1340111,0.88409466,0.9822611,0.8293282,1.2177324,1.1016164,0.5150895,1.1444222,1.0979842,1.0032363,0.87147146,0.8796394,0.8375783,1.1026132,0.83179694,1.202549,0.99993235,1.1517123,1.1473114,1.1180267,0.8830489,0.8688248,0.9733252,0.9111242,1.1170077,0.8148202,0.90328014,0.8547467,0.8561654,0.7685671,0.85347986,1.2705982,1.101692,1.1452074,1.1400082,1.3482139,0.2766757,1.061646,0.66080284,1.3533559,0.8597865,1.2302264,0.44583273,1.1742584,0.937375,1.0598595,0.9773635,1.1152229,1.3336802,1.2823737,1.1971114,0.8840629,0.8488079,0.88108426,1.2218057,0.84467083,0.7026903,0.95747113,1.1790832,0.92475706,0.9075032,0.8042459,0.70725054,1.177264
grass,0.9715507,1.172419,1.2141069,1.0838443,1.2643392,1.0244744,0.9571116,0.69304264,0.7562406,0.87167513,1.2809864,0.74924386,0.9606859,1.20047,0.85112673,0.6934918,1.237719,1.3227324,1.1582732,0.9519885,1.1566207,1.0720663,1.2531238,0.84544885,0.925895,1.0924308,1.263419,0.95628893,0.86587447,0.8420962,1.3393818,0.8585407,1.2737459,1.0718907,0.8582991,1.1485999,0.7876771,0.8660293,1.2524443,0.9481729,1.1376507,0.89810956,1.1043546,0.7533154,1.1384995,1.1087083,1.1416392,0.94341546,1.1649578,1.303586,1.2413626,0.0,1.242799,0.9120107,0.975174,1.3114048,1.0492051,0.49141425,0.70996785,1.0700527,0.75068843,1.244287,1.0207658,1.3362129,1.0292699,0.8353199,1.1161578,0.7208981,1.1142176,1.0610802,1.2358725,1.1990367,1.3406547,1.1793122,1.2529094,1.0438824,1.1230965,0.874985,0.77612287,0.8439201,1.3090408,1.272561,1.1744486,1.0138812,1.0176854,1.1378608,1.1914961,1.1697038,0.9626827,1.2692902,1.187915,0.9873536,0.8003423,1.0648457,0.6311967,0.8885049,1.1490986,1.0731814,0.95368475,0.75319237,1.1571687,0.3754698,1.384066,0.7153928,1.0726475,0.91458905,1.0974543,0.7814454,0.841632,0.6057749,0.838236,1.2097814,1.2769108,1.2299726,0.93804914,1.1890137,0.8530329,1.0870858,0.63341916,0.8567136,1.0583603,1.1646962,1.3434156,1.002836
gum,1.2131785,0.9806072,0.691149,0.6341467,0.5889734,0.7937708,1.0948185,1.3408985,1.1336583,1.2889395,0.91704977,1.3534489,1.1982156,0.9116813,1.2207984,1.1238955,0.83365977,0.66252565,0.6896068,0.9847509,0.73701036,0.71635556,0.84922326,1.048225,1.1755409,1.1051623,0.8392148,1.25266,1.1726384,1.2571357,0.72977936,1.1955009,0.6420765,0.62830514,1.0150255,0.89600486,1.311171,1.0987227,0.5754806,1.1179507,0.90188265,1.222334,0.86272216,1.1440828,0.8455414,0.88344836,0.9867359,0.7571782,0.7657873,0.86041486,0.72677714,1.242799,0.0,1.2582425,0.86807764,0.8057137,1.022625,1.1870425,1.1899228,1.092119,1.2064217,0.7658845,1.1694949,0.9049025,1.0988784,0.9807925,0.9112345,1.2250328,0.98064643,1.0546159,0.78617084,1.0975202,0.8866358,0.9134671,0.711475,1.2725446,0.9760178,1.2142456,1.3030005,1.0762888,0.81467867,0.8135458,1.0569934,1.0473689,1.0505632,0.9068618,0.5330798,0.8455858,0.70896924,0.87532955,0.9586763,1.2885998,0.9307976,1.0857667,1.1205686,1.2206839,0.8116699,1.2540212,0.8846567,1.2839186,0.9279132,1.2508638,0.742412,1.1446427,0.8466295,1.1835887,0.9908094,1.16678,1.2942134,1.1977454,1.241178,0.7264757,0.75299287,0.90949845,1.2111518,1.0929179,0.8446464,0.5863011,1.1368784,1.1189737,1.0228844,1.0340731,0.7012264,1.0920883
hair,0.8797295,1.0718057,1.2054127,1.3147566,1.3202096,1.2201662,0.8832052,0.8602165,0.927659,0.85823405,1.2083904,0.86824226,0.74856174,1.1599845,1.11202,1.1403924,1.2440628,1.310785,1.3486457,1.1457301,1.1826386,1.4289176,1.3313928,1.0963931,0.90641046,1.1772113,1.1421741,0.67102593,0.96023095,0.8741332,1.3261447,0.97015554,1.3842243,1.1827469,1.0275404,1.0104262,0.7183923,0.7492341,1.2521222,0.7645292,0.8699541,0.3819484,0.8910036,0.9795677,1.2777854,1.1227583,0.93929243,1.1807905,1.0717139,1.0167052,1.2537291,0.9120107,1.2582425,0.0,0.84036386,1.1568233,0.9248809,0.887252,0.8132229,0.5749668,0.9289069,1.2230692,1.1170971,1.2705219,0.86573064,0.990902,0.9804878,0.9466767,0.828004,1.1089308,1.0853764,1.1703098,1.1436144,0.9735046,1.2161099,0.8453778,0.9599294,0.7119655,0.77315474,0.9710322,1.2899005,1.2716355,0.81477994,1.229825,0.85763335,1.1673504,1.2693744,1.0092956,1.2061743,1.1569177,1.1855346,0.8393248,1.029813,0.9498326,0.9458704,0.44307172,1.1852612,0.84623885,1.3640778,0.83146477,1.1974003,0.93937683,1.3257565,0.9882156,1.0506778,0.95477927,1.1882632,0.89772516,0.45657074,0.81256455,0.92978406,1.2301353,1.0400496,1.142331,0.8131075,1.1899475,1.3018914,1.2157671,0.9495738,0.9809978,1.1543344,1.0133424,1.2964978,0.9744198
hand,1.0425292,0.7570102,1.1619762,1.1683027,1.1912261,1.0019267,0.9149521,1.040986,1.0264571,1.015688,1.1267247,1.0528309,0.80887157,1.1225985,1.1018534,1.0754743,1.208942,1.2928158,1.204543,1.1225818,1.1012979,1.2003291,1.3445065,1.207999,1.0740098,1.197403,1.2855457,0.96721256,0.9960239,1.0287405,1.1112765,1.0785813,1.2552204,1.0911607,1.1162093,1.054377,1.0405041,0.8422029,1.1456515,0.94957376,0.73086894,0.7536575,0.2339009,1.0640328,1.1645736,1.168313,0.86564875,1.0266879,0.96495867,0.9500469,1.0051346,0.975174,0.86807764,0.84036386,0.0,1.1345522,0.9954609,0.9745916,0.8305241,0.85489994,0.91509885,0.9903458,1.26498,1.3653035,1.0229812,0.9361445,0.7758554,1.0092903,0.6030572,1.0485991,1.0668331,1.0133126,1.1345562,0.6512362,1.163987,0.97959274,0.8433405,0.7670987,0.8419894,1.1533053,1.1673393,1.143652,0.75215876,1.2426314,1.0647072,1.2740988,1.1825736,1.1682595,1.0041643,1.0897659,1.2206068,1.0982912,0.92120796,1.1225691,0.90669876,0.59201515,0.95836186,0.8317117,1.2094576,1.0241225,1.0875834,0.98993486,1.0636103,1.0080876,0.8817392,1.0771034,1.0717378,1.0276319,0.6945733,0.9933911,1.0557534,1.0745318,0.49626815,0.8224156,0.88507646,1.0981095,1.0930016,1.0144954,1.0348351,1.0832758,1.2507234,1.0798903,1.1201398,1.1378975
hat,1.3055272,0.73203367,0.3237617,0.55147195,0.537288,0.9825489,1.3071,1.367037,1.1990309,1.3575794,0.44903833,1.4217508,1.2454718,0.43996155,1.2739899,1.2879927,0.2620381,0.36947215,0.7166834,1.3099327,1.0122699,0.74304026,0.577826,1.0071073,0.8492101,1.0917844,0.6938874,1.2230191,1.3277116,1.2938576,0.27047956,1.2794781,0.41703993,1.2167443,1.1121489,0.6369889,1.3517678,1.2976412,0.47619224,0.97823083,0.9204147,1.1509893,0.964496,1.171102,0.4377154,0.9436678,1.0770485,0.9295408,0.95105636,0.2922325,0.6710935,1.3114048,0.8057137,1.1568233,1.1345522,0.0,0.77149427,1.4374979,1.2400573,1.1202797,1.2479005,0.74544084,0.9480002,0.7263901,1.2296181,1.1816578,1.2042141,1.2600362,1.1235073,0.95264304,0.26766062,0.77404964,0.2566476,0.88824177,0.39462417,1.1830336,0.84915435,1.3326001,1.2736173,1.330185,0.4787963,0.48620236,0.8395244,1.0297798,1.2140431,0.75852865,0.83856595,0.77534926,0.7438989,0.98629713,0.9827531,1.1533825,1.1072466,1.2780641,1.3555532,1.3045578,0.897088,1.1143619,0.96678114,1.3300273,1.0656071,1.4121939,0.28870988,1.1978283,1.1748705,1.1989589,0.9240471,1.2816135,1.2655984,1.3691092,1.3810519,0.7939361,0.5044067,0.6197716,1.3330203,0.92227125,1.0220925,1.1759031,1.2391391,1.2070316,0.88590693,0.8718138,0.34744036,1.0924419
horse,0.9752873,0.9051939,0.8532219,0.8987971,0.9492629,1.074084,1.1992048,1.0718646,0.9297641,1.1940004,0.99976367,1.1047449,1.1758409,0.88372564,1.1586373,1.1589785,0.929494,0.8622212,1.0432757,1.2827386,1.1039842,0.96466815,0.95579785,1.009169,0.89291775,1.125087,1.0637248,0.9237081,1.0552255,0.99929935,0.9122869,1.2139854,0.90002733,1.1631858,0.7703524,0.61387056,0.9534452,0.9631918,0.85880935,0.84653395,1.0301049,0.9212087,0.97667354,1.0557996,0.84620976,1.0746218,1.1119455,0.8918229,0.93863535,0.83506167,1.0053287,1.0492051,1.022625,0.9248809,0.9954609,0.77149427,0.0,1.0417387,1.00167,0.9204825,1.0218962,1.1103946,0.99286985,1.1392709,0.95978284,1.1079882,1.1170554,1.0636468,1.031835,1.1098894,0.85461366,0.91567534,0.84373164,0.98067445,0.8402505,0.98063827,0.9667213,1.1208502,0.9734772,1.0577831,0.9657275,0.99763954,0.96946675,1.1391062,0.95346075,0.9876222,0.9118675,0.73976946,0.99519765,1.1775042,1.1454113,0.9687383,1.0908747,0.94968253,1.0454217,1.0012599,1.0899459,1.0058819,1.0671896,0.96715844,1.0818887,1.0717987,0.93343943,1.1209564,1.1061325,1.1257445,1.096406,1.08947,0.9249503,1.1315663,1.0650601,1.0121144,0.9074583,0.89729285,1.0637947,1.0521455,0.9493972,1.1409032,1.0847445,1.0088135,1.0326514,0.9763738,0.9337832,1.0404549
hose,0.9139811,1.116018,1.3095708,1.1938052,1.3499613,1.0668495,0.8781993,0.73883665,0.886609,0.8185834,1.3770854,0.8314528,0.93801856,1.2854748,0.8579056,0.6544272,1.2989144,1.3541167,1.1554778,0.8905618,1.0959023,1.0654534,1.3254542,0.8624121,1.2112404,1.1380292,1.2231767,0.90221316,0.84116364,0.8182349,1.394112,0.79089856,1.3195927,1.010514,0.95554477,1.1605554,0.84739536,0.8711095,1.305425,1.0859962,1.0954909,0.84861547,1.128174,0.7492423,1.196083,1.1136625,1.0217807,0.94278735,1.0523162,1.3586543,1.175751,0.49141425,1.1870425,0.887252,0.9745916,1.4374979,1.0417387,0.0,0.7232567,1.0854739,0.65143895,1.2543339,1.1166977,1.2951188,0.9114426,0.83623904,0.91514754,0.6109001,1.0441996,1.1683462,1.3337432,1.3114522,1.4554628,1.1926688,1.3498611,1.0351577,1.1777444,0.82601124,0.82226586,0.8230237,1.3474283,1.34153,1.2320883,1.1141396,0.9833456,1.2430608,1.1806777,1.1961926,1.0924678,1.2030531,1.1032757,1.079803,0.8402678,0.9584854,0.5428837,0.8692349,1.0559816,1.0061187,0.93599683,0.74807096,1.058333,0.48521626,1.4530743,0.64133626,0.9343116,0.84558415,1.0418948,0.6772557,0.85341346,0.58030504,0.8489031,1.1391017,1.348778,1.3217573,0.7108041,1.2579238,0.8551829,1.0548656,0.83488053,0.7509111,1.1951343,1.1899908,1.3506961,1.077806
jacket,0.82598984,1.1259055,1.2777032,1.2674927,1.3258631,1.0868382,0.78950775,0.8326627,0.9058495,0.6149789,1.2896355,0.74422675,0.7481509,1.1812725,0.87601954,0.8314401,1.3078558,1.3338614,1.3392168,1.0415832,1.2121238,1.2659287,1.3061485,0.99027544,0.9211456,1.0725881,1.3103336,0.60261816,0.9568579,0.7648282,1.3240346,0.8123069,1.3653435,1.1288923,1.0681002,1.1343522,0.8101632,0.7677922,1.3063712,0.8145832,1.07101,0.7852911,0.9531586,0.84065837,1.1465644,1.2565507,1.1431729,1.102046,1.1719117,1.2426913,1.0561099,0.70996785,1.1899228,0.8132229,0.8305241,1.2400573,1.00167,0.7232567,0.0,0.9489845,0.6260723,1.2366437,1.03658,1.356302,0.9297291,0.95098394,0.86217064,0.6935167,0.98701084,1.1800858,1.239016,1.0409346,1.3222623,1.0822172,1.2388766,0.9166192,1.0481995,0.71869326,0.72729063,0.97835386,1.2699971,1.2738318,1.0233165,1.13087,1.028621,1.3114166,1.2643791,1.1911981,1.3331465,1.1642214,1.2331916,0.93913287,1.1038905,1.0376304,0.7693927,0.66736394,0.92068803,0.7801496,1.2031875,0.73128086,1.1951452,0.60725015,1.252223,0.69864184,1.1628428,0.94765353,1.2425323,0.7349105,0.6778815,0.68666756,0.83217955,1.2218657,1.0963807,1.1155257,0.9199864,1.0273007,1.108536,1.1098534,0.97303426,0.8713295,1.1938639,1.1756754,1.3095134,0.9447189
jar,0.90715075,0.94705313,1.1672382,1.2382532,1.1636863,1.1892667,0.93302655,0.946058,0.9625065,0.9633704,1.0625075,0.8905382,0.8370071,1.0467472,1.1236894,1.1877431,1.1996284,1.224554,1.2965071,1.2074227,1.1188265,1.3715621,1.2377058,1.2336345,0.93281394,1.2168335,1.1609036,0.5965835,0.9444425,0.9402884,1.1736013,1.0469432,1.2695055,1.1734022,0.9336613,1.0256066,0.78651613,0.9455864,1.1177577,0.7977457,0.7793182,0.7954323,0.7675047,1.237627,1.1926345,1.1941316,0.9325675,1.1612395,1.0712982,0.9436297,1.1633947,1.0700527,1.092119,0.5749668,0.85489994,1.1202797,0.9204825,1.0854739,0.9489845,0.0,1.0831466,1.064575,1.1480306,1.206308,0.82961464,1.0548003,0.91959226,1.1143721,0.76269543,0.97949135,1.0279529,0.95088196,0.9605484,0.87665594,1.1402724,0.6890447,0.73190856,0.85345364,0.7707824,1.056253,1.1837378,1.1511252,0.6760567,1.1369015,0.75347215,1.2128342,1.2838327,0.975029,1.1183332,1.0184318,1.126452,0.8325819,1.0274299,0.9394587,1.152352,0.63757175,1.1896533,0.77657026,1.3626482,0.8769831,1.0861728,1.1740717,1.1733836,1.0879089,1.0009717,1.1091079,1.1829665,1.1183016,0.58498555,1.0931059,0.9055915,1.0764687,0.874264,0.9210248,0.8711273,0.99514765,1.3360555,1.2046077,1.0781868,1.103047,1.1810412,0.9592343,1.2178255,0.9890392
jeans,0.82473814,1.040014,1.246113,1.1456683,1.3274909,0.9239623,0.81492144,0.8045714,0.9240743,0.7025944,1.3671541,0.8291657,0.72961426,1.2594438,0.86786854,0.61303276,1.3187261,1.3162564,1.1790245,1.026171,0.98429674,1.045605,1.303822,0.89308286,1.0451193,1.1524769,1.2535627,0.90242016,0.9826849,0.87353665,1.2898656,0.8367218,1.3721751,1.0672027,1.1323568,1.1780524,0.9119019,0.7621095,1.2098502,0.9094473,1.1572005,0.8455659,1.049155,0.6994405,1.0817387,1.2612693,1.0927244,1.0024023,1.2111175,1.287726,1.1340111,0.75068843,1.2064217,0.9289069,0.91509885,1.2479005,1.0218962,0.65143895,0.6260723,1.0831466,0.0,1.2658691,1.0984182,1.4247577,0.9882231,0.84950376,0.8712746,0.40415573,1.0280924,1.1697923,1.3081183,1.0787418,1.354061,1.1081138,1.1330901,1.0854964,1.2005775,0.6135473,0.67050034,0.94278204,1.3551047,1.3621929,1.0562754,1.1468523,1.0584627,1.4512763,1.1868279,1.1551174,1.1807504,1.1713488,1.2738942,1.1400577,0.98004395,1.0247836,0.42924088,0.7173365,1.0448605,0.83173716,0.9781152,0.9112363,1.0925497,0.42025757,1.3002747,0.711939,1.1096089,1.0157334,1.1221542,0.7224537,0.7423634,0.7233298,0.8503644,1.1336248,1.2111497,1.1519473,0.7049441,1.034631,0.7636722,1.0566043,1.0265583,0.8016132,1.1211456,1.2902597,1.2896907,1.2073442
knife,1.1951386,0.856245,0.8648587,0.90530115,0.7456812,0.94898474,1.1326742,1.1983846,1.1325835,1.2370495,0.57946026,1.1474662,1.249691,0.68315053,1.2119787,1.2904072,0.71155155,0.68095255,0.88555336,1.083601,0.91339964,0.99294865,0.7535907,1.008201,1.0012649,0.9641832,0.7570026,1.2346625,1.2504036,1.31727,0.3468529,1.2379024,0.7404944,1.0333571,1.0349374,0.9252623,1.2400725,1.2760428,0.81933844,1.04697,0.7796245,1.2516508,0.8382958,1.2116895,0.7508181,0.9638703,0.80304235,0.98748946,0.82686406,0.62693834,0.88409466,1.244287,0.7658845,1.2230692,0.9903458,0.74544084,1.1103946,1.2543339,1.2366437,1.064575,1.2658691,0.0,0.90009135,0.6983822,1.1891922,1.1701965,1.110363,1.2445004,1.0577176,0.95564365,0.7952789,0.8847351,0.54820764,0.8246012,0.8275005,1.0587263,0.84751874,1.3207641,1.2078614,1.2442869,0.3792191,0.51799214,0.8788613,1.0339807,1.157961,0.8072654,0.8964678,0.81353706,0.89239305,0.8263155,0.85613066,1.0879372,1.1143599,1.1923018,1.2083379,1.2716327,0.8351382,1.1034801,0.699042,1.2461989,0.8489363,1.3106716,0.52362955,1.2024623,0.7459947,1.2090924,0.514651,1.26718,1.2769985,1.3537899,1.2929673,0.90046483,0.69333255,0.8022746,1.1549922,0.929338,1.0666015,1.0000888,1.1636851,1.1204839,0.9304773,0.8620886,0.4517873,1.0778017
ladder,1.0528251,1.0083003,1.0253847,1.0271039,0.87151456,1.0542883,1.1152362,0.9193648,1.0344225,1.0632993,0.8225477,0.80247915,1.1737125,0.80555975,0.9390601,1.0200877,0.90289754,0.8095236,0.9441882,1.0045719,1.0407155,0.9469631,0.6515769,0.7920978,0.8180344,0.61523545,0.9053888,1.0465088,1.0016783,0.99632335,0.8740045,1.0218316,0.87694687,1.0636914,1.0514787,1.0522308,0.879754,1.1222056,1.0938177,1.0336021,1.2584729,1.1816552,1.2718554,0.9544042,0.9049814,0.75428504,0.95266616,1.0141349,0.9778186,1.0014459,0.9822611,1.0207658,1.1694949,1.1170971,1.26498,0.9480002,0.99286985,1.1166977,1.03658,1.1480306,1.0984182,0.90009135,0.0,0.78596354,1.1548717,1.2234738,1.1550145,1.0680817,1.2453904,0.96191293,1.0627843,0.87326294,0.8418265,1.2408949,1.0140519,0.8522823,1.1382573,1.2222624,1.0730758,1.1183807,0.7583357,0.790209,1.1246828,0.8226156,1.1822712,0.6269926,1.0395167,0.9640517,1.0757549,0.9917921,0.9956587,0.7658412,1.0450467,1.106682,1.1466852,1.2024388,1.0339823,1.0004668,0.8334762,0.80958056,0.8310877,1.0780045,0.8861121,1.0019147,1.0849923,0.8641656,0.7919908,1.0448402,1.1461661,1.1016176,0.97996813,1.1401035,1.2137753,1.0093524,1.0538918,0.8337951,1.0183176,1.0979838,0.7747449,0.94205445,0.6707977,0.7989142,0.8651549,0.6231017
lamp,1.1408261,1.0692271,0.85201037,0.8550879,0.7177358,1.0083122,1.1153228,1.1500638,1.162226,1.1188568,0.53660786,1.1745282,1.1264762,0.76270974,0.95462465,1.2271404,0.6947573,0.6344759,0.8428012,0.5000017,0.91838086,0.88188994,0.57786113,0.96765256,0.9761008,0.7331127,0.36229175,1.2148085,1.0171852,1.1536043,0.6974622,1.0979867,0.6757208,0.91766596,1.0628211,0.94793826,1.146616,1.2335775,0.85040694,1.1376616,0.9488396,1.3174131,1.3016775,1.0755469,0.90256196,0.8402517,0.9493053,1.0656501,1.0022097,0.8434851,0.8293282,1.3362129,0.9049025,1.2705219,1.3653035,0.7263901,1.1392709,1.2951188,1.356302,1.206308,1.4247577,0.6983822,0.78596354,0.0,1.1690512,1.1677244,1.0623652,1.2777709,1.2839237,0.84680426,0.8150748,0.8184669,0.681547,1.08378,0.87282753,0.9832453,0.8779625,1.2549963,1.3168008,1.0568057,0.6222518,0.62660515,1.1495867,0.6664937,1.0667913,0.5722655,0.81866264,0.96457034,0.947342,0.7665118,0.3212893,0.8704231,1.0727364,1.0190935,1.3065948,1.3999362,0.8622281,1.1953847,0.8265981,1.1858757,0.7693962,1.4059918,0.64570683,1.1937886,0.9921594,1.00054,0.8434779,1.2599263,1.4187465,1.3155588,1.071745,0.8480729,1.0579854,0.93578595,1.144719,0.82557917,1.0667628,0.95113695,1.0637425,1.1061996,0.7434107,0.71339184,0.59923,0.84640884
