,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,cloud,coat,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sweater,1.0344837,1.2141731,1.3353615,0.5278352,1.2832861,1.388233,1.408401,1.2287066,0.68295276,0.48405176,1.3989334,0.8551859,0.3908819,1.4277649,0.53385,0.83432984,1.3135003,1.5104526,1.1388727,1.0693744,1.2570575,1.0714868,1.2743077,1.273327,1.1645756,0.7097218,0.83234644,1.3661549,0.84332,1.0896945,0.2606696,1.2102535,1.3359903,0.9638113,0.7220747,1.1452286,1.5753094,0.67218137,1.5643854,0.9192636,0.9325594,0.78584903,1.2151242,0.33084118,1.0071272,1.3519585,0.8212947,0.7606098,1.1377304,0.8414052,1.5020275,1.3566929,1.1770989,1.2445526,1.3547273,0.8587216,1.3245609,1.390558,0.64522463,1.0157661,0.5302318,1.1357056,0.7114048,1.513372,0.7688174,0.99146664,0.9294418,0.17085028,0.4527666,1.310872,1.164376,1.4975433,1.0695246,0.86588204,0.71693605,1.0480287,1.1828421,1.180475,1.3384664,1.2211633,1.3644781,1.3203657,0.61948884,0.9991262,0.21700764,0.415219,0.71701765,1.459276,1.0911181,1.0565675,1.1397209,0.9658715,1.2288263,0.9406637,1.4161034,1.2203403,1.473462,0.62248814,1.1011276,1.066199,0.7833073,0.66056335,0.2464602,1.0359747,0.7092149,1.2527175,0.7776889,1.3502634,0.73379916,1.5086364,0.78825825,1.3805882,1.1774777,1.2001573,0.77002233,1.2923827,1.3099356,0.8326522,0.0,0.7593018,0.47765565,1.4798088,1.2359276,1.3460236,0.95970386,1.2617943,1.1734854,0.89230555,0.85097015,1.2472568,1.0376037,1.1382176,1.511291,0.7963866
swing,1.1025468,1.3056076,1.1826916,0.8618182,1.1451855,1.3370979,1.239742,1.0602489,0.7663915,0.7948953,1.187397,0.557381,0.93030393,1.130529,0.8472762,0.6391354,1.1638556,1.2680609,0.9687549,0.9432776,1.2043242,0.5329415,1.0517809,1.0412788,0.96445894,0.8862405,0.8424946,1.1938903,0.90061533,0.88722664,0.80377907,1.032962,1.232481,1.0677092,0.93409675,1.1135025,1.3444903,0.71717036,1.2994708,0.99225616,0.9868341,0.9168754,1.1226681,0.8556345,1.0359637,1.2853801,1.0492792,0.9224324,1.221603,0.88610566,1.2787497,1.1080034,1.2555597,1.0200969,1.2888476,0.90433156,1.2045345,1.3095626,0.565099,1.0035944,0.88716143,1.2540934,0.9635601,1.3895717,0.78378934,0.98945594,0.8789892,0.7941142,0.9034578,1.1487259,1.0008233,1.2571294,0.98204446,0.9888646,0.86484885,0.93120015,1.1051558,1.1279997,1.270148,1.2189195,1.3103429,1.2036664,0.74292636,1.1337116,0.921033,0.9314201,0.855487,1.1970342,0.99191284,1.1023123,1.2120229,1.0429237,1.1383138,0.9222904,1.2345233,1.196434,1.3142695,0.77397025,1.109266,1.0310421,1.0385046,0.76725066,0.8781409,1.0500631,1.0501406,0.8734199,0.82219434,1.0807911,0.5906628,1.3621701,0.9032295,1.2402786,1.3064883,0.9916036,0.6648547,1.1695207,1.2007681,0.9032193,0.7593018,0.0,0.63476324,1.2712603,1.2717133,1.3036466,0.9728917,1.212878,0.9788396,0.8654174,0.725969,1.0902413,0.8644726,0.79488236,1.3060119,0.82364064
table,1.0288986,1.3160053,1.3671559,0.45949328,1.3208034,1.5052483,1.3975827,1.0495688,0.40157443,0.37909263,1.4115909,0.61077917,0.56130266,1.4815454,0.5544276,0.74893075,1.2393731,1.5138108,0.9310756,0.96811914,1.2355775,1.0344157,1.2087386,1.2384437,1.2056167,0.6122683,0.5759905,1.2935185,0.8524733,1.0337429,0.5255017,1.2315056,1.3174156,0.9267538,0.5683628,1.0940814,1.622897,0.43044198,1.5228497,0.89680487,1.0337398,0.5962438,0.94893956,0.5724162,1.0710144,1.3486077,0.9475044,0.8145621,1.239171,0.78065705,1.5826434,1.4058361,1.2043264,1.0869973,1.3805708,0.6920752,1.4023613,1.5243936,0.624174,1.0692674,0.6722686,1.2586724,0.7300799,1.6108505,0.78056353,1.0302695,0.7337245,0.6805068,0.60254884,1.2226307,0.9796261,1.4625981,1.0352175,0.8572546,0.65805984,1.048224,1.1781478,1.1597439,1.3982835,1.2332633,1.5143179,1.3683461,0.42663383,1.1939669,0.578336,0.53881276,0.5785402,1.4472418,1.0061622,1.0774212,1.2349082,0.88977414,1.2607911,0.7489077,1.4679713,1.367591,1.5014876,0.42765778,1.3088253,0.978038,0.92327577,0.5614272,0.45563072,1.1008079,0.82200074,1.2068645,0.62946504,1.069589,0.68799347,1.592051,0.6492353,1.4296888,1.3066058,1.0349901,0.7968958,1.3392065,1.3816708,0.9567238,0.47765565,0.63476324,0.0,1.4266424,1.3191683,1.385576,0.9251516,1.2629364,1.1932415,0.6338271,0.9286151,1.3122493,1.0740889,0.85696274,1.4907246,0.69688994
tape,1.0832815,0.87996507,0.4526298,1.3501375,0.8032805,0.48541886,0.6892755,0.8613783,1.376053,1.4212402,0.46547204,1.2357705,1.3916445,0.5510422,1.3802286,1.298088,0.8187404,0.43268776,0.9647572,0.9109664,0.828182,1.0683783,0.9808636,0.7791416,0.90974844,1.2344314,1.1957357,0.5713454,1.2308253,1.1162782,1.4268421,0.9428356,0.69029963,1.0112804,1.1956441,0.91337764,0.3629502,1.3734711,0.30127323,1.184751,1.1575882,1.1467872,0.73873997,1.33979,1.0029981,0.47739136,1.0081054,1.1624023,0.84270453,1.3472514,0.5098684,0.82086504,0.6356162,1.0027251,0.8109655,1.2857363,0.43820512,0.6749991,1.2618959,1.1686339,1.258731,0.7341896,1.26682,0.43261397,1.2301098,1.2030876,1.2176907,1.4069501,1.4431977,0.860242,0.8999226,0.4107678,1.1795429,1.1203924,1.4064473,1.1348181,0.7279938,0.8097539,0.52225274,0.7684176,0.44529557,0.63239443,1.3414428,0.94837236,1.3994267,1.3392571,1.3987479,0.61121786,1.1903121,0.9831297,0.85603815,1.0854919,0.908155,1.096763,0.57939196,0.7991674,0.38207865,1.3316966,0.98372823,1.187554,1.1939452,1.4568808,1.4473293,1.193766,1.142984,1.0401704,1.2774215,0.5369366,1.3650347,0.47813904,1.2043033,0.53961885,0.90417755,1.0211245,1.3308958,0.6572353,0.6568525,1.1786463,1.4798088,1.2712603,1.4266424,0.0,0.75814235,0.47946662,1.1364121,0.72534597,0.98283446,1.1308044,1.2265161,0.83490515,1.1034919,0.8955541,0.33837742,1.2206967
toe,0.9135189,0.67531997,0.78730154,1.1289462,0.9974298,0.5489097,0.93699455,1.0628325,1.334138,1.1446568,0.9253436,1.3074036,1.2811817,0.88532513,1.3057709,1.3207376,1.1859624,0.9635775,1.1006683,1.218986,0.5195887,1.2326682,1.2194548,1.111935,1.2169424,1.186372,1.119464,0.95418113,1.2211653,1.134836,1.207088,1.0914739,0.829625,1.1577855,0.95650214,0.7306547,0.6802347,1.3873632,0.8335429,1.1469511,0.8492201,1.2211648,0.93082064,1.1781017,0.74412286,0.54473627,1.0747211,0.94587183,0.18925059,1.3464154,0.8418566,1.120765,0.240286,0.9961659,0.9013997,1.2743318,0.5299617,0.8220902,1.3035759,1.0501478,1.0272193,0.66514,0.5256355,0.6826044,1.2492818,1.1250827,1.1611954,1.2293856,1.0973241,0.88648516,1.1775405,0.80975443,1.0685141,1.0960965,0.8995615,1.2744862,0.6659381,0.73210406,0.47939295,0.77532923,0.3336941,0.8505634,1.2513103,1.084344,1.1069117,1.0096062,1.3658065,0.78974974,0.95146143,0.82511735,0.64801586,0.7583597,1.0471761,1.1063582,0.81615585,1.0152944,0.8578019,1.2384826,1.0548503,1.1716461,0.9952402,1.2913282,1.179083,0.92478734,0.7898427,1.1455891,1.2541275,1.0912248,1.3008493,0.43023348,1.2581459,0.57591033,0.64434195,0.9662988,1.2064173,1.0066451,0.44491112,1.2974067,1.2359276,1.2717133,1.3191683,0.75814235,0.0,0.73906064,1.0337766,0.8250254,1.2155609,1.303564,1.2598438,1.1425933,1.3019552,1.0993922,0.5661977,1.2846514
tooth,0.96276355,0.9268705,0.48593163,1.2031578,1.0007436,0.5914808,0.85367984,1.0671575,1.2285,1.3048258,0.50377643,1.2960511,1.2652135,0.75443375,1.2604365,1.2643415,0.95842725,0.54672086,1.0132041,0.9751809,0.74915403,1.1267476,1.089988,0.9045379,1.0819131,1.1203218,1.206905,0.8423563,1.157976,0.9901391,1.2529094,1.023469,0.7745857,1.0737079,1.1293576,0.8593658,0.3663572,1.3478987,0.44697553,1.2279603,1.0732961,1.1232466,0.9515069,1.1826446,1.0241603,0.52346754,1.1335657,1.1679344,0.7154619,1.1756315,0.673506,0.9219894,0.609118,1.0673683,0.9556459,1.2308297,0.4860363,0.7611799,1.239868,1.1093196,1.1508759,0.7152042,1.1223187,0.49259603,1.2111266,1.1225493,1.203742,1.2812259,1.3345344,0.8478604,1.0875674,0.5456145,1.1788431,1.1177002,1.253221,1.2834034,0.70623195,0.89643717,0.48393226,0.83244467,0.46164334,0.6812583,1.2515726,1.0326605,1.2037865,1.1416903,1.285668,0.65401703,1.1674284,0.87273616,0.8353281,0.9572768,0.9604641,1.1331339,0.7800536,0.9014098,0.5173831,1.1667699,1.0290934,1.1492587,1.0911595,1.31071,1.2661781,1.2679935,1.0301518,1.0730398,1.0909029,0.65817815,1.249717,0.57061684,1.1457138,0.6404804,0.9793619,1.0463587,1.2298594,0.78713024,0.63740826,1.3109748,1.3460236,1.3036466,1.385576,0.47946662,0.73906064,0.0,0.9625162,0.77510124,1.0999774,1.0840468,1.1985898,0.95174557,1.2784702,1.0249171,0.4502524,1.1997792
toothbrush,0.996079,1.2524403,1.19581,0.9034658,0.96317625,1.0303538,1.0835453,0.9838508,0.7777898,1.0012743,1.2681218,1.055007,0.88887596,1.2034667,0.9543015,1.0064943,0.7684316,1.0874345,0.81636286,0.77811897,0.84847385,1.0579648,1.0382663,1.168453,1.2120688,1.0141143,1.1330004,1.0871271,0.991629,1.0185045,0.920048,0.93430007,1.1525248,1.1008357,1.0844693,0.9715614,0.9594803,0.9518294,1.1787082,1.1332204,0.8673547,0.9934622,1.0020132,0.9858985,1.0509927,1.1280737,1.221615,1.0321202,0.7392205,0.99027157,1.2681197,1.2530717,0.9722085,0.8335499,1.1543794,0.8279915,1.1074297,1.1453059,1.115299,0.369161,0.953778,1.0684489,0.62175685,1.1946083,1.1054543,0.959648,1.0498867,0.9624071,0.934855,0.7172659,1.1154422,1.1378524,0.9405058,0.80380934,0.7087563,1.2499663,1.0318578,1.0161613,0.99082184,0.9838683,1.1855912,1.1102716,0.9451892,1.0323896,0.9617857,1.0400221,0.85981035,0.84839106,0.7577542,0.9263849,1.1799622,0.77771676,1.1267517,0.7745351,1.2557001,1.2313695,0.99816287,0.9489429,1.0718381,0.9154074,1.0109676,0.7779459,0.9132624,1.0278591,1.0583757,0.95823586,0.94522953,1.0237157,0.9583555,1.1923368,1.0916381,0.83364034,1.1849961,0.58141285,0.934614,1.0406222,1.0013955,1.1973488,0.95970386,0.9728917,0.9251516,1.1364121,1.0337766,0.9625162,0.0,1.0159867,0.91260517,0.7150487,1.1467035,1.1790632,1.2113428,1.0447465,1.1107521,1.0208774
towel,0.80112976,0.79820675,1.0528399,1.1389756,0.99654937,0.8334358,0.92338943,0.72858393,1.1303223,1.3192223,0.84312165,1.0740601,1.0603153,0.84145045,1.0907086,1.2869263,0.7642325,0.69194514,1.0031743,0.90291107,0.88109136,1.0194741,0.7939712,0.58423185,1.01792,1.1436741,0.85212654,0.8099747,1.1521151,0.9162183,1.16839,0.9244672,0.90582764,1.0732727,0.86481273,1.0002239,0.72065544,1.1596546,0.644828,1.0970366,1.0351377,1.0075834,0.64663476,1.1842477,1.1120813,0.81957287,0.99934727,1.3633183,0.888762,1.0694127,0.769091,0.94614214,0.74171495,0.946386,0.8993001,1.2585413,0.91695,0.65599763,1.3910062,1.0847391,1.1996672,0.82821995,1.1507337,0.7218177,1.3598114,1.0572766,1.199028,1.2938806,1.2740825,0.96037465,0.7589808,0.6967447,1.120597,0.9904498,1.1482188,1.0882685,0.8779652,0.9363911,0.7844261,0.080468714,0.73547035,1.0734435,0.9467262,1.0530144,1.1145355,1.0745522,1.0071342,0.9003305,1.036826,0.9364624,0.71085167,1.0594156,0.8755384,1.0616735,0.95929146,0.7963011,0.54703176,0.9847103,1.0896596,1.1276425,0.8848482,1.2624425,1.0660259,1.128751,0.78939176,0.824111,1.1743077,0.61115324,1.3089992,0.7886785,1.285687,0.8761265,0.68933266,0.95769876,1.2123553,0.8559892,0.85354286,1.0779951,1.2617943,1.212878,1.2629364,0.72534597,0.8250254,0.77510124,1.0159867,0.0,1.246513,1.1123343,1.2364976,0.7340148,1.0771056,1.004043,0.8073877,1.0249486
toy,1.1236604,1.066982,0.79069227,1.1949725,0.4744597,0.78303117,0.754112,1.0114422,1.1652163,1.0959814,0.9410922,0.9090098,1.1872627,0.86635846,1.0457662,0.68792117,0.7253103,0.80763984,0.84900403,0.736258,1.0749418,0.8719898,0.62325543,1.013621,0.78237826,1.3125229,1.1461848,0.8613671,1.0406338,1.037235,1.2657757,0.80406046,0.9185575,1.0427831,1.3301036,1.1013002,0.8503361,0.9471277,0.92273253,1.008303,0.9165614,1.306299,1.2053663,1.1777269,1.083654,1.0291481,1.1261073,1.1180696,1.224966,1.0736268,0.8573581,0.8330873,1.2758119,0.8903513,0.7950524,1.0093621,1.1672211,0.9054389,0.91383296,0.6639287,1.2744539,1.0836059,1.2773845,0.8899089,0.91758734,1.0071524,0.9811019,1.0640073,1.0959839,1.0331074,1.0863084,1.0469463,0.7829089,1.0081248,1.0547162,0.709867,1.1730998,1.039754,1.0013173,1.240584,1.1923646,0.50416094,1.345391,0.80846643,1.2066354,1.360282,1.0317688,0.88541675,0.8978357,1.1405404,1.1925237,1.1726234,1.031208,0.9428014,0.726555,0.9371416,1.0291842,1.405814,0.76768523,0.9199805,1.1814485,0.9341079,1.3119836,0.86580545,1.3138384,1.04047,1.17459,1.0179769,0.7693149,0.9808478,1.0394452,0.9566656,1.072749,0.90429306,0.9381325,0.889465,0.9415724,0.7152821,1.1734854,0.9788396,1.1932415,0.98283446,1.2155609,1.0999774,0.91260517,1.246513,0.0,1.0412596,0.98789155,0.9450056,0.87756646,1.0228783,1.003423,1.1949536
tray,0.99320555,1.2992907,1.2150009,0.74849546,1.1824607,1.2440007,1.0173043,0.92995703,0.6902279,0.8531954,1.1889042,0.8545803,0.86493,1.2836821,0.85605174,0.8196911,0.97898775,1.2337945,0.7582959,0.6626318,0.90530044,1.1707025,1.049016,1.1250811,1.153684,0.94935685,0.9830048,1.1095747,0.9482156,0.9763767,0.86541903,1.0171312,1.0501993,1.0097733,0.9113895,0.8450247,1.2222998,0.8176061,1.2325579,1.1768906,1.1412538,0.940549,0.8153449,0.93700325,1.1759346,1.0527639,1.2211124,0.9380066,1.133209,0.82586,1.2849841,1.2547072,1.0964222,0.9486634,1.2010715,0.50383496,1.2418686,1.3742821,0.8918561,0.8864659,0.9359099,1.0963295,0.92498183,1.3275985,0.90861,1.0935179,0.9543271,0.9498919,0.84450674,0.92932177,1.0835364,1.3071439,0.83418167,0.92919123,0.826334,1.2419676,1.0381591,1.0183724,1.1543975,1.1599134,1.3652636,1.0675204,0.6581,1.1268547,0.9602051,0.91144586,0.68214595,1.1796542,0.9662073,0.9376278,1.123613,0.77071625,1.2563894,0.78478336,1.1466755,1.1838111,1.0773008,0.6916997,1.2150713,0.686505,1.0871584,0.7178141,0.843471,1.1286123,1.0198442,1.0005609,0.91519046,0.7939195,0.8423653,1.3974607,0.93845975,1.1933236,1.2793294,0.8476875,0.92563045,1.1557626,1.1799695,1.1812861,0.89230555,0.8654174,0.6338271,1.1308044,1.303564,1.0840468,0.7150487,1.1123343,1.0412596,0.0,1.0344582,1.2024336,1.1287472,1.0155596,1.284434,0.8954769
tree,1.0469255,1.2406144,1.1250635,0.96317565,1.1205693,1.163957,1.0935519,1.136655,0.9311351,0.94460905,1.1033576,0.8036955,0.98539644,0.98851454,0.90608114,0.7891489,1.1714153,1.1294664,1.1084679,1.0863221,1.2522192,0.6703283,1.0014676,0.9891303,0.84048,0.95506495,1.0095243,1.1301041,0.787232,0.6728974,0.93815535,1.0674635,1.1283598,1.0466777,1.1059579,1.1824636,1.2529869,0.8905797,1.1996577,0.95922047,1.0398829,0.85711426,1.1647426,0.9298186,1.0246378,1.2720054,0.9145295,0.91623056,1.2497334,0.8037406,1.0689092,0.780047,1.3219552,1.0629798,1.0349579,0.8580867,1.2068306,1.1951501,0.5666897,1.0943664,0.91377497,1.2033391,1.0875113,1.2318609,0.8129945,0.9324707,0.9286667,0.8263975,0.97984564,1.1319702,1.0059725,1.1094577,0.8960636,1.0273205,1.0213264,0.89011854,1.1736099,1.209343,1.320437,1.2314028,1.2718487,1.0717715,1.0195249,1.0741059,0.98428184,1.0366291,0.8986727,1.1717762,1.1274601,1.1518182,1.20166,1.1425964,0.8353528,1.080886,1.0267597,0.949869,1.232423,0.9594912,0.9980554,0.9861941,1.0555347,0.9357828,0.93799984,1.0059795,1.1041938,0.9512713,0.8109118,1.1745918,0.77646184,1.3174255,0.86578256,1.199762,1.2710851,1.1204284,0.75136334,1.0383152,1.2177757,0.8999175,0.85097015,0.725969,0.9286151,1.2265161,1.2598438,1.1985898,1.1467035,1.2364976,0.98789155,1.0344582,0.0,0.81100976,0.6666491,0.950446,1.3025321,0.6027856
tricycle,1.099847,0.91070163,0.9702789,1.3443427,0.88724554,0.8254587,0.8105731,0.8360983,1.2829937,1.302169,0.69441766,0.97921216,1.2632159,0.5728971,1.2530226,1.1923697,0.7313861,0.52241963,1.1277058,0.9986135,1.2273499,0.7152572,0.7496925,0.5498749,0.6483445,1.1725541,1.0323442,0.80066323,1.0914896,0.8850184,1.2145482,0.9027829,0.98147994,1.026947,1.1775023,1.2401012,0.7588527,1.1175389,0.627808,0.8990438,0.9224488,1.0666878,0.9651742,1.1752863,1.1479291,1.0935967,0.7738997,1.1919265,1.1889663,0.9749749,0.5678678,0.4372735,1.1620531,0.9950584,0.85858786,1.133519,1.0318305,0.5764125,1.1595515,1.1208775,1.1976516,1.1063186,1.3077911,0.7816411,1.1770654,0.8787656,1.1550814,1.1547406,1.2741444,0.9740595,0.5986744,0.60856056,1.0803928,1.1201595,1.2746348,0.65433717,0.9589923,1.1526381,1.088554,0.7869227,1.0138153,0.95492387,1.2522913,0.8770144,1.2917081,1.2762511,1.2048311,0.8179295,1.0245161,1.1194332,1.0398643,1.3478173,0.65809494,1.2324274,0.79773307,0.65527064,0.6044777,1.2033266,0.8539204,1.1380184,1.0577104,1.2698245,1.2678659,0.9961797,1.1485817,0.6643392,1.1597469,0.76221526,1.1957849,0.8254024,1.1025192,0.9728593,0.95890814,1.0966685,1.1583525,0.7459233,1.0280361,0.7829991,1.2472568,1.0902413,1.3122493,0.83490515,1.1425933,0.95174557,1.1790632,0.7340148,0.9450056,1.2024336,0.81100976,0.0,0.6098488,0.92945695,0.91435146,0.9032398
truck,1.1325474,1.0501314,1.0808041,1.208412,0.89713395,1.1785426,1.0343697,0.8676943,1.1369181,1.1437193,1.0214404,0.7793474,1.1397784,0.8882711,1.1011082,0.90538627,0.858103,0.8818584,1.215463,0.965849,1.377131,0.5381992,0.7809351,0.77704936,0.22648841,1.156979,0.9348589,1.0174654,0.851392,0.92533123,1.1136339,0.85491407,1.1858586,1.0584681,1.172111,1.3680861,1.1123891,0.9410464,1.0447958,0.736969,0.94442457,0.91554075,1.1516578,1.0149685,1.0800502,1.354635,0.85852283,1.0099194,1.3534207,0.6783298,0.9460383,0.6232514,1.4531729,1.0230672,0.91608495,0.9265437,1.1998465,0.8956148,0.8519722,1.0629456,1.031375,1.2576807,1.294789,1.1261551,0.77816683,0.9220655,0.99239266,0.9639823,1.1305796,1.0730294,0.77422833,0.92400503,0.99103725,0.995371,1.229406,0.42586356,1.197113,1.1981056,1.3039308,1.0332012,1.2730546,1.116324,1.0560168,0.8712764,1.1909704,1.1988473,1.0567739,1.0035499,0.9041394,1.2575452,1.2672241,1.3254294,0.775183,1.2599728,0.93059903,0.8342195,1.0293798,1.0607101,0.86806685,1.1025765,0.9564938,1.0483179,1.1176622,0.8074078,1.2042059,0.73382175,1.0574288,0.98854524,0.86416155,1.0585896,1.0098237,1.1795214,1.1056175,1.1154029,0.83495957,0.90356976,1.2010151,0.59483117,1.0376037,0.8644726,1.0740889,1.1034919,1.3019552,1.2784702,1.2113428,1.0771056,0.87756646,1.1287472,0.6666491,0.6098488,0.0,0.96450126,1.1650212,0.7360655
vacuum,1.0032533,1.0776991,1.071458,1.123117,1.2039095,1.0008426,1.051708,0.8102901,0.8140422,1.0607018,0.863959,0.8611594,1.2162294,0.80770206,1.1483481,1.0290941,1.030318,0.86590326,1.0361139,0.9733015,1.2496064,0.80703706,0.9579432,0.6700293,1.0378734,1.0063865,0.7460543,0.7080482,0.87355155,1.0534059,1.1352752,1.0154307,1.1435819,1.107202,0.8347554,1.2643831,0.8355055,0.809302,0.864004,1.0822678,1.0436453,0.64189124,0.6989564,1.0641798,1.1375897,1.0915915,1.089187,1.2046826,1.194903,0.98179984,0.9354758,0.98867154,1.0327358,0.7052736,0.93604386,1.158299,1.0518271,1.0147278,1.0737176,1.2637987,1.115826,1.1808369,1.1922138,1.0226692,1.0315495,0.9504187,0.4252932,1.1644757,1.1870637,0.70524764,0.53497636,0.8010918,1.1489682,1.0196754,1.1107435,0.88499933,1.0021518,1.2562592,1.2429883,1.0035619,1.066236,1.1759707,0.9471383,1.118846,1.1834135,1.0668685,1.1199256,0.69156146,0.8154651,1.1287984,1.0168563,1.2363889,0.8483657,1.0733539,1.1230856,0.89420533,0.91155493,0.8099212,1.0829898,1.2059134,1.1278334,0.9803843,1.1294216,1.0540085,1.0386454,0.75629365,0.6328979,0.78111786,0.9263847,1.0434337,1.0895765,1.1436474,1.067583,0.7196008,0.90886253,0.8715911,1.1399245,0.86092824,1.1382176,0.79488236,0.85696274,0.8955541,1.0993922,1.0249171,1.0447465,1.004043,1.0228783,1.0155596,0.950446,0.92945695,0.96450126,0.0,0.95562,0.86522424
watch,1.0369241,0.77810013,0.34896624,1.3085378,0.8141776,0.50835335,0.80837196,0.9494053,1.4363989,1.3706305,0.39663637,1.3817545,1.403168,0.5764278,1.4354293,1.3895618,0.9163221,0.40439928,1.0183519,1.1030447,0.83377695,1.1646296,1.0327579,0.8468156,0.95762783,1.1877935,1.2971954,0.6031572,1.2008345,1.1458244,1.4180508,0.95229435,0.7857627,1.1495829,1.2347429,0.9629097,0.2624449,1.5106472,0.3031695,1.132254,1.0638403,1.2499278,0.90817404,1.3346424,0.9036805,0.57324964,1.0070697,1.1633748,0.63788164,1.3789375,0.5278653,0.8545305,0.5749599,0.9434565,0.7631428,1.3220879,0.2692976,0.55143476,1.3358897,1.117825,1.2923374,0.76190066,1.0746019,0.3599329,1.2354108,1.1032666,1.1625243,1.4074194,1.3911862,0.74278045,1.0184947,0.40504348,1.1805849,1.206248,1.2985477,1.0990242,0.6548455,0.86349183,0.4254284,0.8260258,0.2908951,0.6174649,1.3303137,0.99178016,1.348954,1.2825596,1.4450784,0.43167365,0.9936135,0.9580776,0.8298751,1.0614617,0.9313573,1.1407228,0.5833124,0.8491361,0.41937238,1.351221,0.95081025,1.2464256,1.1947604,1.4452668,1.3950391,1.0946047,1.0495816,1.1293714,1.2309375,0.6971959,1.4201349,0.2613058,1.2290664,0.4126793,0.76844573,1.0027912,1.3725638,0.71770597,0.5822823,1.2001486,1.511291,1.3060119,1.4907246,0.33837742,0.5661977,0.4502524,1.1107521,0.8073877,1.003423,1.284434,1.3025321,0.91435146,1.1650212,0.95562,0.0,1.3415222
window,1.0298109,1.2461828,1.2561775,0.9164657,1.2488185,1.2747202,1.2330699,0.9947394,0.6759986,0.8632001,1.1472914,0.85889506,0.7991134,1.2629015,0.8455814,0.9802981,1.1574975,1.1362168,1.1201875,1.0790066,1.2854881,0.694674,1.0406345,0.8917686,1.0028675,0.7825545,0.786286,1.0942146,0.7946069,0.7583231,0.84571576,1.0067642,1.2871386,0.90990305,0.8503541,1.247374,1.3446621,0.7130908,1.1859368,0.9643347,1.0307039,0.4319141,0.91917795,0.84171104,1.0302178,1.2946945,0.9718797,0.93999714,1.2383459,0.5074332,1.2920544,1.0111262,1.2388866,1.1305052,1.2558074,0.8085649,1.2391645,1.3068273,0.7793932,1.0879977,0.7914357,1.1979339,1.0045068,1.2949724,0.98647887,0.90048766,0.92131263,0.86472166,0.9793215,1.1209606,0.79442734,1.0983624,1.0567437,0.9410355,0.96345127,0.9779819,1.0980312,1.1270447,1.2954847,1.0412533,1.3369107,1.2631048,0.7803203,1.086471,0.88673747,0.8934449,0.87264866,1.2689607,1.1017884,1.0770711,1.1942014,1.1250077,0.9322448,1.0512438,1.2816671,1.0436184,1.0799797,0.63508743,1.174698,1.0202243,0.9415626,0.85897243,0.78310376,1.0793886,1.0017704,0.98026156,0.7112417,0.9681239,0.92286754,1.4413,0.8764648,1.2133561,1.2559987,1.1011999,0.89061236,1.1718609,1.2337337,0.94614226,0.7963866,0.82364064,0.69688994,1.2206967,1.2846514,1.1997792,1.0208774,1.0249486,1.1949536,0.8954769,0.6027856,0.9032398,0.7360655,0.86522424,1.3415222,0.0
