,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
nose,1.4018593,0.86783576,0.75210524,0.9123772,1.2468576,0.88046277,0.77991223,1.1169187,1.019224,1.3508248,0.9770716,1.4697721,0.7330204,1.3196094,1.2553929,1.0903046,1.4210963,1.4120607,1.2189482,0.69438064,0.7923857,1.2806406,0.7396947,1.0060776,0.9037659,0.7212436,1.277878,0.572809,1.0845599,1.1036212,0.9514038,1.1535316,1.2039375,0.85496116,1.0930691,0.8144618,1.0310642,1.2658665,0.9616722,0.663128,1.4118826,0.85248214,1.1700401,0.95179313,1.0381254,0.8429667,0.98780525,0.59505355,0.6762675,1.10702,0.9313456,0.38194275,0.95225406,0.9474473,0.6927005,0.7191979,1.2657583,1.2122247,1.2590328,0.4564165,0.8362595,1.1218854,1.0057433,0.79955196,1.0325903,0.85873425,0.6126884,1.0812576,1.1888876,1.3011594,0.9935798,1.2380544,0.9138433,1.037658,0.7888025,0.66983557,1.1135893,1.2020543,1.1413534,1.1556551,0.5681111,1.0658075,0.45924777,0.72192377,0.7192438,0.0,0.56756306,0.9317416,1.143024,1.2660655,1.0645906,1.207649,0.78755754,0.6887841,1.1226578,0.97560537,0.9814838,0.8425728,1.1412159,0.9121083,1.1307787,1.087146,0.90480906,1.1416702,0.976079,0.516471,1.1219717,1.0217724,1.037839,1.2158332,1.2738893,1.2224623,0.9667395,0.85740906,0.8509271,1.2012365,1.2258792,1.3442283,0.780424,1.2016027,0.85148644,0.87550443,0.85337496,0.74733305,1.1686163,0.7732047,1.2527559,1.2094862,1.4693855,1.0272346,0.31727397,0.67375064,1.1117532,0.77243465,1.084175,1.4685876,1.3237177,1.081839,0.48881727,1.0137799
orange,1.3498306,0.8230663,0.35165155,0.9032927,1.2968591,0.37457633,0.41160297,0.8982465,1.0150065,1.3939934,1.069586,1.4233806,0.9088467,1.2804728,1.2490114,1.3135535,1.3947072,1.3152862,1.1617486,0.8523019,0.873904,1.2154133,0.53354806,0.91575736,0.82361853,0.9093393,1.3059484,0.62150985,1.3045518,1.2219789,0.92296875,1.3403978,1.1095268,0.5387891,1.184943,0.4838246,0.92113185,1.328197,0.79765606,0.73524296,1.4145324,0.7785753,1.215966,0.79522526,1.1734995,0.99968404,0.93630695,0.72760457,0.27081716,1.1914431,1.1152848,0.50311327,0.93332666,0.9129119,0.77049625,0.95429623,1.1117086,1.2225398,1.2085434,0.7411845,0.8176814,1.0764294,0.796818,1.0168366,0.9306201,0.9511919,0.65514785,1.0233853,1.224489,1.3732586,1.0577669,1.3467103,1.1320232,1.1471404,1.0166917,0.82064843,0.83293825,1.1687675,0.9188765,1.3170741,0.73561156,0.84520537,0.5075441,0.89821446,0.85218954,0.56756306,0.0,1.1974299,1.1712513,1.3704658,1.2384024,1.2492175,0.9305436,0.8300792,1.0636882,0.8986857,0.98612326,0.9800534,1.1788673,1.0825002,0.93126965,0.96054304,0.49140495,1.1608155,1.09109,0.48638934,1.3826957,0.8850123,1.0944715,1.252558,1.2284694,1.3335867,0.9751837,1.0726757,0.9503688,1.2479488,1.2946827,1.3296919,0.77145934,1.2179453,0.57801306,0.8186778,0.5226404,0.7476048,1.2373581,0.691241,1.1058792,1.3206003,1.4789022,0.73112935,0.45167136,0.77013636,1.1089154,0.99160796,0.79070747,1.3071207,1.2571367,1.2254775,0.6609999,1.1819502
oven,1.3087229,1.037479,1.2143543,1.0808908,1.13814,1.2485723,1.0879902,1.286624,0.7149336,0.87470126,1.1818044,1.1441844,0.64179945,0.71532214,1.2579643,0.9980129,1.1010661,1.1265502,1.0526061,0.79478675,0.6686999,0.70812523,1.2662878,0.6368714,0.96575,0.45794308,0.8385254,0.9426308,0.8669933,0.37611985,0.92652303,0.67634606,1.232227,0.9871688,1.0012304,1.1327465,1.096511,0.7111764,1.2142353,0.9154476,0.7379322,0.8725257,1.0698352,1.2646134,0.3458109,0.5465192,1.0407934,1.186132,1.1851059,1.1371267,1.1077342,1.1377727,1.0674661,0.9914937,0.9508971,0.90299594,1.2418116,1.2338717,1.0641358,0.87691253,1.1195456,1.0759231,1.1701795,1.0743747,1.1055089,1.2475655,1.0116955,1.1596981,0.97687507,1.1178855,0.7959422,1.0076327,0.7218976,0.60604787,0.75264704,0.7674325,1.2625633,1.0600909,1.297277,0.89229643,1.1469216,1.1341491,1.1242201,0.591027,0.910021,0.9317416,1.1974299,0.0,1.1183988,1.1236947,0.8021512,0.96928567,0.9283824,0.96213704,1.1237535,1.1077693,1.1179005,0.6214761,1.1762505,0.73093665,1.1441553,1.151869,1.193839,1.089166,0.4761411,1.1577746,0.27869684,0.9168949,0.9799546,1.1411386,1.0913298,1.09029,1.0993863,0.83388704,0.83139277,0.91030467,0.67868084,1.1229407,1.1149224,1.0859206,1.0632286,1.0825053,1.0349939,0.90661544,0.9489235,0.9225612,0.9977292,1.0736003,0.9376062,1.0167582,1.0964023,1.1255026,1.1652758,0.5651816,1.0646027,0.9958578,1.1510319,0.5374174,0.9189455,0.67464566
owl,0.7416556,1.1022366,1.1884265,1.1421844,0.82734466,1.0631675,1.1535294,0.9499537,1.0945905,0.8922336,0.9307152,0.8167113,1.3042915,0.93693006,0.8664461,0.7868894,0.77865744,0.9816306,1.158164,1.229422,1.1895686,1.0991222,0.92303854,1.2541151,1.2376884,1.2805965,0.972394,1.2016705,0.83373964,1.0206801,0.9607242,0.8234704,0.93776757,0.9528904,0.8164134,0.94409114,1.0191833,0.83992887,0.9500727,1.3355849,0.8529372,1.2653886,0.59739566,0.9623118,0.9932757,1.1515313,0.95766354,1.0748008,1.1483862,0.8576219,0.8553474,1.2862083,1.0728893,0.6049315,0.9586961,1.1434156,0.8734698,0.97521126,0.9082024,1.2424679,1.1865575,0.7106538,1.1855645,0.82668066,0.96199036,0.99753505,1.2166028,1.0782048,0.8785883,0.9668037,1.0626875,0.95714295,1.1919273,1.0709783,0.89597666,1.1831727,0.9805549,0.96553886,0.9132477,0.9533782,1.1313555,0.90861773,1.2092153,1.2324452,1.0949751,1.143024,1.1712513,1.1183988,0.0,0.87693405,0.9742395,0.9719795,1.2503623,1.3074012,0.9912881,1.1614636,1.0755181,1.0828022,0.9146345,1.0010858,1.0123643,1.0444562,1.044433,1.0191762,1.2661979,1.1216338,0.997749,1.0737636,0.7392593,0.72615635,1.0283368,0.88986635,0.93397796,1.0010754,1.0796787,0.96784216,0.9328064,0.9933581,1.0189002,0.92341965,1.2198201,1.1210446,1.1144496,1.235445,0.9279642,1.248117,1.0199207,0.9232402,0.8557646,1.1996878,1.2479383,1.0864819,0.9171865,1.1827756,1.2337314,1.0016767,0.7472584,0.97755843,1.2450615,0.89569914
pajamas,0.61272866,1.1730642,1.4116279,1.1631277,0.20351183,1.3428674,1.4442797,0.9205998,1.4476033,0.64732766,0.5745491,0.38451535,1.3588626,0.80688787,0.15920687,1.0209337,0.45104098,0.837798,1.1220181,1.4960892,1.566557,1.1279516,1.1613989,1.4454024,1.2929187,1.5208838,0.77039605,1.3075608,0.55009073,1.0042214,1.4054712,0.7075725,0.55046976,1.3690723,0.9872235,1.3585353,1.1947291,0.54092145,1.1939989,1.6139834,0.63832545,1.5541927,0.76539063,0.7998947,1.0528035,1.4056737,0.55981565,1.1249218,1.2839593,0.58686,0.6151999,1.2037427,1.4536082,1.3281107,0.99517494,1.3752983,0.98540246,0.8667286,0.755273,1.3785274,1.019657,0.90760386,1.2441714,0.6974684,1.0983015,0.58805627,1.5114405,1.1787584,0.81787753,0.20057333,1.0555278,0.22969401,1.1195982,1.2411947,1.4634742,1.3254085,1.1392775,0.7671827,0.7773252,0.9759969,1.0665585,1.0961263,1.393574,1.4990144,1.1728122,1.2660655,1.3704658,1.1236947,0.87693405,0.0,0.40165567,0.87416875,1.5375633,1.5524473,1.1383966,1.1966207,1.2893524,1.2692097,0.6711801,1.3224374,1.3095057,1.1926335,1.0226235,0.55192345,1.3575478,1.1766094,0.87222755,1.2399344,1.1170412,0.32777697,0.9314472,0.097721815,0.9154091,0.47072804,1.3328797,0.8513793,0.7878895,0.78178596,1.1187999,0.8590983,1.4708283,0.874344,1.4361504,1.4432182,0.82626426,1.4167624,0.8858333,0.19593501,0.54200494,1.5118337,1.1981734,1.2288325,0.79048836,1.3819915,1.4451975,0.83445674,0.93484175,0.9848124,1.4323883,1.0645989
pants,0.93845147,1.1900083,1.320101,1.2058012,0.49525476,1.3520849,1.3481991,0.93214715,1.349498,0.77777547,0.65172964,0.67051774,0.90189594,0.6297,0.54638034,1.0985613,0.63965493,1.0087962,1.3561399,1.3203163,1.3794427,1.2441545,1.0656291,1.2084451,1.0448852,1.2290776,0.75204444,1.0003021,0.41293442,0.693245,1.4441733,0.75403553,0.8130012,1.2334102,0.96808076,1.269772,1.2961276,0.46832335,1.1595893,1.3727531,0.65785766,1.4520593,0.8288106,0.92615277,0.96404064,1.187851,0.57291496,1.0455399,1.2083259,0.74316263,0.83533424,1.0750318,1.3396966,1.3568797,0.6256182,1.1743629,1.2006701,1.1125499,0.94815123,1.0443518,0.942176,0.8802408,1.2738327,0.7479006,1.1805787,0.7441341,1.2836851,1.1874421,0.79984665,0.45482516,0.96131015,0.14218128,0.80283344,1.1154747,1.4120431,1.0256873,1.2882078,0.9944415,0.823959,1.0424888,1.028689,1.2581335,1.2927864,1.0993176,0.92126787,1.0645906,1.2384024,0.8021512,0.9742395,0.40165567,0.0,1.1269581,1.422389,1.3991696,1.2843403,1.0590749,1.3100593,0.99942327,0.80888444,1.2777358,1.3241845,1.170222,1.0987979,0.5334596,1.2224208,0.9951052,0.7871027,0.96771383,1.1318654,0.6362361,0.9156608,0.41039562,0.85613203,0.2334876,1.149613,0.9579041,0.6740435,1.0005198,0.94992816,0.8934694,1.3872508,0.88645643,1.4210048,1.1169711,0.82883203,1.1966588,0.9036747,0.38729846,0.7459234,1.5082633,0.99195045,1.1866975,0.86744034,1.0029871,1.4701318,1.0843112,1.1404661,0.8344697,1.1208367,1.083454
paper,0.71740335,0.9253378,1.210808,1.0243187,0.9405025,1.1242139,1.2227827,1.1357791,0.9714148,0.8472918,1.1631633,0.8172915,1.1919843,1.0320587,0.78760344,0.8086704,0.92027646,0.83779466,0.5145414,1.179461,1.1008039,0.6936762,1.2728842,1.105192,1.2086153,1.0992085,0.98277754,1.2929559,1.1182187,1.0002426,0.8537078,0.8780351,0.9010721,1.04599,0.9852854,1.170764,0.9127212,0.99007565,1.0111966,1.2460724,0.8533747,1.1568435,0.9784595,1.0474119,0.8086264,0.9589795,1.0177643,1.1734577,1.2442491,1.0932574,0.93754333,1.3012857,1.1117953,0.8184171,1.3310502,1.0992502,0.86467457,0.7270598,0.87631774,1.3092175,1.1818337,1.1365616,0.93885005,1.0882392,1.0461096,1.0214155,1.3333004,0.9799807,0.9476663,0.8807382,1.0520709,1.038086,1.0469038,0.8424075,0.9395056,1.1903213,0.9392164,0.8586279,1.087595,0.9036215,1.1555526,0.95081425,1.3169775,1.20439,1.1289659,1.207649,1.2492175,0.96928567,0.9719795,0.87416875,1.1269581,0.0,1.1248138,1.1662451,0.82741255,1.0488598,1.0052016,1.114228,0.8836752,0.98516744,0.84145415,0.9997236,0.9840125,0.9723208,0.95798373,1.2620143,0.9016735,1.2314826,0.8231355,0.9081187,0.85737705,0.8931713,1.002635,1.160486,1.0616363,0.9346166,0.98098576,0.7966493,1.1845763,1.0048296,1.0974308,1.0035185,1.073375,1.2452297,0.89298,1.1196213,0.83323085,0.9181398,0.661304,1.0179545,1.3296738,1.2408401,1.0633811,1.1550267,0.9651616,0.6106392,0.8797493,0.9857373,1.2905576,0.9456588
pen,1.4204538,0.90650195,0.80989194,0.8470591,1.4937677,0.8373202,0.7299576,1.1570038,0.6797062,1.3480657,1.2848439,1.4619268,0.47827268,1.2685249,1.551344,1.0477037,1.4314861,1.2265838,0.8899147,0.33162248,0.39580393,1.1120827,1.1115067,0.7086427,0.71839994,0.4121368,1.1387022,0.6979882,1.2548429,1.0917027,0.5861993,1.3541124,1.3354483,0.99269307,0.92099416,0.8957994,0.88906014,1.3648782,1.016,0.1635716,1.4365709,0.47736526,1.2894124,1.2571374,1.1074997,0.5617178,1.4232856,0.9354964,0.8653749,1.216299,1.2460654,0.7782322,0.4572025,0.8326456,1.1070551,0.33868217,1.0520959,1.1514306,1.3593769,0.43963945,0.9635179,1.1109426,0.9936443,1.2330694,0.8783045,1.3573499,0.4424557,0.8655042,1.1976593,1.4140637,0.9744611,1.4530096,0.56238616,0.9194306,0.44262475,0.5440145,1.0818964,1.2847693,1.437573,0.85121953,0.9602277,1.0875452,0.504802,0.47723198,0.61169505,0.78755754,0.9305436,0.9283824,1.2503623,1.5375633,1.422389,1.1248138,0.0,0.082770884,0.959387,0.90516555,0.7743161,0.6148307,1.362335,0.6516178,0.7865232,0.8961611,1.2135102,1.3728213,0.45060384,1.0017358,1.0927386,0.8761486,1.0122929,1.3840115,0.8857201,1.5118284,1.1919104,1.374192,0.7086336,1.2218215,1.1799519,1.2485358,0.98259807,1.040711,0.7007363,1.1905657,0.6578867,0.50286186,1.2098415,0.788479,1.2529702,1.454007,1.4079981,0.6930697,0.8285174,0.6916201,1.0112743,0.5683507,0.6879556,1.275103,1.1359054,1.0174849,0.50353247,0.9362776
pencil,1.4649926,0.90671754,0.72295463,0.7139659,1.4914902,0.79777753,0.70012987,1.1255325,0.70214254,1.4215227,1.281834,1.5046802,0.42027783,1.3165601,1.5469774,1.1438107,1.5002217,1.3027745,0.9039421,0.23012376,0.39089215,1.1626225,1.0320916,0.7020491,0.65306056,0.3592037,1.216822,0.58439976,1.2924919,1.1247523,0.65408504,1.3660623,1.3355296,0.9582321,1.0363516,0.85100573,0.9326065,1.3985223,1.0059114,0.08828622,1.5106761,0.4120227,1.3151069,1.1714088,1.1033889,0.62640536,1.3578715,0.90137994,0.8442128,1.2672294,1.245169,0.6397044,0.41432166,0.8550567,1.0264571,0.4001462,1.1095928,1.1410787,1.3744,0.3310082,0.9259098,1.1152146,0.9642801,1.1944585,0.83597875,1.2754794,0.37801975,0.9172462,1.2791127,1.4377098,0.98171157,1.4713742,0.6219921,0.94498533,0.49827564,0.4172709,1.109731,1.2957467,1.4444535,0.9766366,0.9093311,1.077088,0.36885905,0.4559149,0.5187398,0.6887841,0.8300792,0.96213704,1.3074012,1.5524473,1.3991696,1.1662451,0.082770884,0.0,1.0077969,0.9157182,0.825477,0.5956819,1.3049979,0.69375026,0.81550944,0.9164576,1.1665158,1.3506712,0.54225755,0.9354116,1.1256084,0.87263095,1.066292,1.4317139,0.9998951,1.5160115,1.1824858,1.340138,0.72713614,1.2471565,1.2297803,1.3225548,0.90479934,1.0988425,0.67001486,1.1765665,0.5919963,0.473962,1.2281092,0.7430561,1.2983778,1.4642031,1.4777606,0.7140385,0.6797115,0.6231041,1.0441377,0.56285304,0.7079572,1.3594506,1.1489322,1.018405,0.41432667,1.0063329
penguin,0.79817927,0.66483665,1.0489984,1.0152175,1.2119702,0.88657594,0.9492681,1.1667521,0.9935305,1.1512554,1.2097585,1.0909727,1.0884304,1.1688107,1.1176664,0.49592757,0.9796621,0.9397125,0.7362331,1.0754921,1.0162944,0.8395592,1.0662336,0.93320054,1.1236461,1.032184,1.2347423,1.354269,1.3094321,1.0169935,0.7256193,1.1019996,1.1033784,0.99346226,1.1071833,0.9963081,0.865781,1.1616352,0.99824506,1.1119227,1.1119504,0.9496061,0.87436336,1.0033367,0.8790025,0.9885333,1.1128253,1.0812486,0.9221959,1.0291096,1.1400535,1.1485035,0.90817356,0.6662837,1.2544029,1.1096916,0.64174616,0.8591315,0.9405758,1.2719283,0.9264379,1.1818411,0.95701104,1.2055993,1.1433662,1.1666124,1.0854309,0.6828069,0.99879473,1.0786473,1.1480491,1.2386873,1.2371144,0.7641698,0.82506734,1.1679317,0.85467106,1.0198517,0.95150816,1.0690812,1.1778717,1.002875,1.1696471,1.0294529,1.2160628,1.1226578,1.0636882,1.1237535,0.9912881,1.1383966,1.2843403,0.82741255,0.959387,1.0077969,0.0,1.0422083,0.7577568,1.0805666,1.139204,0.8333129,0.9551772,0.7200525,0.8169649,1.0518847,1.0210569,1.1916755,1.1018378,1.1130335,0.795341,1.0271554,1.1100811,1.1973736,0.8952065,1.252801,0.89804184,1.0760067,1.2540398,0.8370757,0.9599136,1.1073977,0.88703245,0.9388602,0.948998,1.0503078,1.0266682,1.0590844,1.0123199,1.1313912,1.1210045,0.7889271,1.1787958,1.1406147,1.1083463,0.96409225,0.78313756,0.9027303,0.9209873,1.0021346,1.087452,1.0396026
pickle,1.0578836,1.0660748,0.825629,0.73950356,1.1296556,1.050527,1.0800539,0.43847698,0.967529,1.1728781,1.0138134,1.1737089,0.92787725,0.9704078,1.0874988,0.9556961,1.081645,0.93294036,0.89496666,1.0993165,1.0207694,0.98426366,0.8472826,0.95948565,0.96312475,1.0889142,0.962519,0.80097204,1.0829889,1.0597049,1.1437329,1.2283545,1.1356375,0.9528997,0.6971295,1.0136178,0.57451046,1.1500921,0.52992994,0.8844479,1.1125911,1.0465697,1.2035253,0.986382,1.2840927,1.0671742,1.1435934,1.0058823,1.0438904,1.1761043,1.2245351,0.9425118,0.9012876,1.1613953,0.92601687,0.76817334,0.9611985,1.0217577,1.0808455,0.97299296,0.864434,1.0939482,0.5870334,1.1927841,1.048556,0.8945234,1.0109254,0.9561946,0.9234125,1.1583288,1.0475352,1.0466392,0.822392,1.0465637,1.2146528,0.9452747,0.5996451,1.0941311,0.7548524,0.88206214,0.95660985,0.8733295,1.0844142,0.89342946,0.96093386,0.97560537,0.8986857,1.1077693,1.1614636,1.1966207,1.0590749,1.0488598,0.90516555,0.9157182,1.0422083,0.0,0.824497,1.0958623,0.8118404,1.1543643,0.8924933,1.0282644,0.90667135,0.94261813,0.9929061,0.9494223,1.2131336,0.85161376,1.1721805,1.1667992,0.7853662,1.1456996,0.9422831,0.9443684,0.9099735,1.1921693,1.0634688,1.044001,0.9064592,1.033296,1.0237764,0.8882587,1.0100338,0.85547155,0.9547815,0.8753411,0.8639853,1.2273535,1.0810515,0.9015058,0.99212605,0.86691165,0.8630302,0.9504691,0.9072073,1.0135243,1.1197634,1.24583,0.99476796,1.1781244
pig,0.95787245,0.83001536,0.87839156,0.9948968,1.2817032,0.97503304,0.9008471,1.0944955,0.8176005,1.2383605,1.1655335,1.2112997,0.99561477,1.1677355,1.279484,0.6677805,1.12217,0.9840803,0.78508556,0.9466883,0.92751396,0.9433377,1.0085661,0.9341085,0.9199413,0.91363287,1.1057789,1.0237466,1.1551534,1.119277,0.7998028,1.2027031,1.119729,0.92914885,1.0486484,0.95676816,0.83838665,1.278439,0.92556465,0.8264314,1.2250633,0.9312879,1.0501153,0.9698918,1.0716195,0.9718243,1.2935146,1.0288795,0.947263,1.1307755,1.2281576,1.0341638,0.6449145,0.85140324,1.1138339,0.8304529,0.6540277,0.9668885,1.1759666,1.0106288,0.83058524,1.0632287,0.7809005,1.2460402,1.0237163,1.153894,0.88292724,0.27767348,1.1367263,1.2702278,1.0731255,1.2878509,1.0257171,0.94937253,0.8587483,0.97113323,0.851175,1.19408,1.0329969,0.9736363,1.1296523,1.0539017,1.0216477,0.844357,1.1003996,0.9814838,0.98612326,1.1179005,1.0755181,1.2893524,1.3100593,1.0052016,0.7743161,0.825477,0.7577568,0.824497,0.0,0.9956086,1.0949814,0.7218729,0.98725647,0.5582149,1.0128062,1.2645314,0.91779125,1.0788124,1.1523049,0.9121081,0.8301342,1.1600537,1.020391,1.2894058,1.0647388,1.3100427,0.9966361,1.2115734,1.2976065,0.96910036,1.0458587,1.0635815,0.8646581,1.0642799,0.8344139,0.9663948,1.1535798,0.7933054,1.0703021,1.2624488,1.238869,0.82179946,1.1020517,1.0059012,1.2263384,0.8917617,0.73661757,1.1059722,0.9277502,1.188607,0.9892443,1.0135797
pillow,1.372386,1.0030912,1.0404824,0.87435293,1.2564088,1.0547211,0.8853697,1.2616222,0.76695347,1.1310074,1.1192644,1.0448405,0.45214504,0.74859273,1.3094456,1.0860634,0.9337943,1.274487,1.09984,0.54316396,0.35333848,1.1130147,1.2008231,0.708866,0.63600165,0.34434342,1.1025996,0.7389566,0.9353701,0.5899851,0.83349776,1.1430776,1.2865752,0.90703243,1.1585047,0.9680444,1.0877417,0.713532,1.1704481,0.5401257,1.020961,0.6681325,1.1912094,1.285017,0.8799362,0.53271437,1.1169634,1.1392342,1.011505,1.1494213,1.2427325,0.9656085,0.58394223,0.89561504,0.8977291,0.69010043,1.1322376,1.2003207,1.3671422,0.53426635,1.0225931,0.8846742,1.2111603,1.1595094,0.76629174,1.3552488,0.66586435,1.0481343,1.2505274,1.2814577,1.0700012,1.1171111,0.78027713,0.9454431,0.6922548,0.47553623,1.2244693,1.238169,1.3053547,1.0495982,1.1024357,1.1831261,0.7948162,0.40576994,0.6954662,0.8425728,0.9800534,0.6214761,1.0828022,1.2692097,0.99942327,1.114228,0.6148307,0.5956819,1.0805666,1.0958623,0.9956086,0.0,1.3213472,0.81576836,1.0552534,1.0369152,1.209022,1.3108392,0.6187632,1.0195304,0.8197193,0.6195539,1.0604657,1.1545596,1.2643757,1.2308617,1.2188269,0.970641,0.93844074,1.0999801,0.90306914,1.1793242,1.0330185,0.80875695,0.8084984,1.1574006,0.80815303,0.74876666,1.2754061,0.8387747,1.3229172,1.2133301,1.296143,0.9544079,0.8693457,1.0535754,1.2514168,0.3976022,1.0904946,1.3677711,1.1164019,0.9013902,0.7868241,0.8756995
pizza,0.50192946,1.2342229,1.0956731,0.9822652,0.6115167,1.2105544,1.3254302,0.66806316,1.1475742,0.81758845,0.98055357,0.6834359,1.2431781,0.86929154,0.62249756,0.9771242,0.8007847,0.7615129,0.77772146,1.3259192,1.3394277,0.93533516,0.8897576,1.2934515,1.1739907,1.4235255,0.87249464,1.0818288,0.8925761,1.1132686,1.441972,0.8471432,0.78304726,1.1206496,0.85655487,1.21026,1.0233324,0.8875216,0.86285746,1.3198309,0.7897371,1.3719623,0.91491747,0.8429512,1.183908,1.2899048,0.75023913,1.0535953,1.252082,1.0083209,0.84528047,1.0872041,1.1353996,1.3019675,0.97228736,1.1475197,0.963516,0.7060447,0.664951,1.2249963,1.0858727,0.989958,0.7149598,0.8667644,0.98699886,0.56413585,1.3380277,1.1722192,0.8174863,0.73244035,0.9215317,0.768206,0.89252025,1.168461,1.4168059,1.2309572,0.88724685,0.9643861,0.7268299,0.91051453,0.99821645,0.9946835,1.2605233,1.3509574,1.0969868,1.1412159,1.1788673,1.1762505,0.9146345,0.6711801,0.80888444,0.8836752,1.362335,1.3049979,1.139204,0.8118404,1.0949814,1.3213472,0.0,1.1991023,1.0523996,1.1362059,1.0740417,0.6533929,1.3184086,1.0885348,1.0674821,1.2534575,1.0546006,0.8018526,0.78612876,0.6895306,0.9685186,0.7896563,1.1767138,1.002695,0.8310174,0.9555414,1.0451677,0.9791166,1.3647166,1.0332388,1.2629151,1.181903,0.8515251,1.1514275,0.8684293,0.7818217,0.64164245,1.3581762,1.1241773,0.9909937,0.7461,1.3568184,1.2504163,0.6691169,0.8304218,1.1241478,1.2406392,1.148856
plant,1.1340247,0.7969623,0.9064503,1.001466,1.34764,0.91243726,0.84683764,1.2989048,0.63604033,1.1911017,1.3321636,1.33115,0.82046235,1.2099799,1.3547201,0.83446133,1.2865307,1.1251206,0.89906174,0.64559793,0.65631455,0.97595525,1.0967317,0.77056116,0.97296536,0.6036752,1.0915878,1.0493088,1.1628104,0.85200113,0.65176296,1.0091293,1.2248971,1.0306594,1.1643968,0.9683568,0.9585615,1.157065,1.1445999,0.7196866,1.2104181,0.7297006,1.029953,1.1218779,0.7219403,0.7720377,1.2206931,1.0508103,0.94352686,1.1654972,1.1207899,1.031979,0.7671023,0.69078726,1.1458298,0.79342866,0.85488915,1.1232114,1.1055129,0.8571254,0.94593704,1.1466354,1.088045,1.0971717,0.9980603,1.3315396,0.78076065,0.7859919,1.0692413,1.3150499,0.86937845,1.3781714,0.9336058,0.73776144,0.4634862,0.86423147,1.0118325,1.2146082,1.3630595,0.8940978,1.1303079,1.1075999,0.9072634,0.67606103,0.9669424,0.9121083,1.0825002,0.73093665,1.0010858,1.3224374,1.2777358,0.98516744,0.6516178,0.69375026,0.8333129,1.1543643,0.7218729,0.81576836,1.1991023,0.0,1.0150061,0.8515022,1.1395267,1.3181641,0.7523204,1.1563144,0.7724279,1.054989,0.7935592,1.2034183,1.0995749,1.2858756,1.1070797,1.2534418,0.89839566,1.1697055,1.2025545,1.0989735,1.0743144,1.0717185,0.93465966,1.1748267,0.8036324,0.8758442,1.0991623,0.86505413,1.1054187,1.2576259,1.1964196,0.832499,1.0578451,1.0173546,1.3160334,0.7116076,0.7477915,1.1246325,0.7691913,0.8081639,0.8037811,0.73592895
plate,1.0448487,1.054566,0.85584134,0.9667175,1.258399,0.85587054,0.92971206,0.7828572,0.88848853,0.91135305,1.3210624,1.2029293,0.99659634,1.1361005,1.236231,1.0486361,1.2810569,1.0190967,0.8878289,0.91912323,0.67216593,0.9181158,0.95697016,0.7639479,0.95726013,0.96193993,1.007212,0.9561114,1.2629478,1.156095,0.5931322,1.1296654,1.0263665,0.7439661,0.8177432,0.7502967,0.89743066,1.2905042,0.79871684,0.8202729,1.2022202,0.77055144,1.1393162,1.0463492,1.1319352,0.82356155,1.2017386,1.0604364,1.0213425,1.2859961,1.1153517,1.1339927,0.85394955,0.8418224,1.1239808,0.7300814,0.9220727,1.0414813,0.82145905,1.0078877,1.1694618,1.0752861,0.87668574,1.1619616,0.7762661,1.1424013,0.8738046,1.0163819,0.8337499,1.2703053,0.9589391,1.3376731,0.86209613,1.014436,0.8495913,1.0793931,0.78581524,0.96667176,1.1078979,0.8717258,1.0403701,0.8739958,0.93682694,1.0360055,1.0239651,1.1307787,0.93126965,1.1441553,1.0123643,1.3095057,1.3241845,0.84145415,0.7865232,0.81550944,0.9551772,0.8924933,0.98725647,1.0552534,1.0523996,1.0150061,0.0,0.9899038,0.9977804,1.1382247,0.86441636,1.0363247,1.159884,1.0746368,0.9980272,1.2656183,0.6614452,1.3254898,1.0653806,1.328151,0.7860329,1.0253799,0.780977,1.1397866,1.0244458,1.0074946,0.9137729,1.189959,0.9057089,0.7033014,0.8553782,0.8903769,1.0277243,1.279583,0.9179347,0.5045642,1.1699326,0.8898387,0.95039636,1.1335295,0.84409475,0.74712485,1.0333837,0.9335636,1.0001168,1.0038997
