,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
orange,1.4790952,0.7542375,0.4411533,0.8344102,1.3965899,0.26935506,0.39174873,0.64404297,0.9955553,1.3399575,1.2664329,1.4787116,0.7761793,1.3173616,1.404012,0.97502035,1.4696513,1.2468647,1.0835308,0.67979467,0.69522655,1.1874804,0.7938359,1.1462055,0.7610509,1.0332545,0.7671081,1.2560284,0.7690027,1.3445741,1.2624755,1.0052491,0.6959091,1.087706,1.2426355,0.5851107,1.1306684,0.61107665,0.763703,1.3254783,1.0837814,0.60119414,1.4806466,0.5691485,1.0575645,1.2299035,1.0997407,1.2053717,1.1674421,1.0973369,0.90067536,0.15393376,1.2701867,0.79481214,1.165916,0.75096476,0.7981697,0.83519405,0.80436295,0.74357605,0.96666414,1.2265953,0.74146014,1.1035674,1.1611295,0.76422834,1.2276976,0.7768917,1.2247806,0.7272786,0.9866514,1.2718542,1.2276676,0.8708677,1.447583,1.1919436,1.3317748,0.7896261,0.9931407,1.2760477,0.76524985,0.9648265,1.3289269,1.355555,0.9627054,1.1964446,0.52272063,0.9929334,0.95354503,0.84815454,0.0,1.2668679,1.1368346,1.4861487,1.3847686,1.1297482,0.77971506,0.779876,0.7705866,0.8031167,0.87596035,0.91850233,0.57493174,0.6606142,1.3019779,0.9113046,1.2445761,0.91422975,1.2064033,1.265589,1.244396,1.4569666,1.0432223,1.125443,0.8316191,1.3098364,1.0677875,1.4378227,0.6316909,1.0803864,0.6547048,0.8925483,0.83611774,0.60963696,0.9585772,0.7390185,0.59086144,1.2979732,1.4177678,1.4082125,0.47535253,0.6619786,0.71492773,0.996696,0.91380835,0.4970942,1.183258,1.3019221,0.9851183,0.66697186,1.2051854,1.1569644
oven,0.98544014,1.1465912,1.2882664,0.8690809,1.0796362,1.3790853,1.2195405,1.3032463,0.8021141,0.66392547,1.0269109,0.9215702,1.0021206,0.74225867,1.1128037,1.0392754,0.96032774,0.96376383,0.90193975,0.9356152,0.9776993,0.7281351,1.1953368,0.74562347,0.78510904,0.91673183,0.64454234,0.99021906,0.97124386,0.94522774,0.49434042,1.067574,1.0490307,0.61293435,0.77370304,0.9425593,0.8745506,1.3028615,1.1567421,0.7372299,1.2070496,1.0872523,0.62152463,1.0407331,1.0883121,1.0973935,1.1744156,0.3435186,0.54555416,0.8908932,1.1342633,1.3763058,1.0265318,1.1147066,1.1690052,1.2342013,1.1534394,1.0904406,1.1864828,0.99098295,1.3107703,1.0440557,1.1415827,1.2182529,0.90327346,1.2536576,1.1329894,0.9966906,1.1869307,1.1246921,0.9235929,0.87465584,0.86141455,0.88102007,0.96477777,0.8960551,0.63694984,0.8594575,0.84050846,1.1349097,1.2106329,0.98538584,1.175078,1.0396037,1.1493759,1.1026897,1.2310772,0.66995114,1.1333445,1.2491225,1.2668679,0.0,1.14769,0.9541238,0.8926962,0.865508,1.007236,1.0649058,1.0987288,0.875363,1.1605872,0.8816517,1.10097,1.1819117,1.059644,0.55775607,0.2730388,1.2275603,1.1230141,1.023385,0.99079275,1.0290023,1.0865054,0.9505502,0.8391969,0.7420608,0.63718307,0.96811473,1.17453,1.0469184,1.0092946,1.0910723,0.9251651,1.0207672,1.2035995,0.96635425,1.0491143,0.81164193,1.047126,0.99078405,1.2135502,1.2566322,1.2596806,1.1711507,0.70303524,1.1991587,0.9841551,0.9588849,0.6207156,1.2106637,0.65328574,1.0845493
owl,0.6943319,1.277295,1.1751833,1.206414,0.8564281,1.1220081,1.1086826,1.1820871,1.0875328,0.9008042,1.0055037,0.76119334,1.3579221,0.96987385,0.70348,1.1437411,0.8146314,0.88856834,1.1193563,1.3043716,1.1915641,1.074035,0.8038459,1.021085,1.2884516,1.1155391,1.3826089,0.9400069,1.3986332,0.63947976,1.1744385,1.0070624,0.90323186,0.89412093,0.9526446,1.1578112,0.95428735,1.1019942,1.1189888,1.0062472,0.5992045,1.4495107,0.8396571,1.2917347,0.8641816,0.56738514,0.92798996,0.98203796,1.1658436,0.90227276,1.0337914,1.0693592,0.8511279,1.0776842,0.8285241,1.2422332,1.1654191,0.43962228,1.101827,1.3565488,0.98764956,0.77728856,1.2736547,1.0025368,0.81477004,1.0233877,0.7415533,1.2274671,0.9075806,1.1770115,0.9370753,0.93040806,1.1276641,1.207706,0.89900225,1.1955843,1.0115086,1.1092381,0.9790735,0.8248035,0.73377097,1.0131832,0.66724217,0.80492,1.0716926,0.60754,1.2108958,1.258906,1.1767578,1.0146415,1.1368346,1.14769,0.0,0.8040046,0.90311676,0.9746534,1.3548213,1.3354805,1.2221384,1.2612098,1.0727345,1.0731006,1.2904751,0.6668721,0.8535972,1.3789762,1.0585239,0.5636805,0.9629512,1.0722176,1.0147034,0.82326615,1.0429184,0.93740386,1.292179,0.8170676,1.1561676,0.8271955,1.3660347,0.7596729,1.2412995,1.2706815,0.9733444,1.3311025,0.80756545,1.2328328,1.0085976,0.88527226,0.80981165,0.7912985,1.2673247,1.2791244,1.2053336,1.1760606,1.3616939,1.2313583,0.9013461,0.91768086,1.2905607,1.2949975,0.8696834,0.90582347
pajamas,0.43272072,1.1665736,1.4444169,1.3309401,0.42338187,1.4274629,1.3437788,1.2908657,1.2252017,0.7591818,0.51751125,0.35986674,1.4667761,0.7321363,0.2580254,1.1017362,0.14399278,0.5923686,1.062186,1.4555452,1.4217403,0.9271178,1.0814472,1.0882609,1.4112667,1.1505771,1.4725645,0.8590511,1.2503028,0.60392547,0.93650234,1.1833049,1.4099879,1.0573453,0.61657596,1.4175087,0.99756277,1.2088583,1.186052,0.67143667,0.7630522,1.6138382,0.6180517,1.5509634,0.9150915,0.6847976,0.93275416,0.93457985,1.0821118,0.93167794,1.1099775,1.3695186,0.63099796,1.1956723,0.7333005,1.2232829,1.408709,1.1917903,1.2857674,1.5575516,1.1066948,0.6739438,1.4108512,0.8657881,0.8684001,1.1656723,0.6204479,1.296308,0.72632796,1.3181593,1.273282,0.9410523,0.6388905,1.2821908,0.2879578,1.1272835,0.89122844,1.4349272,1.0294758,0.4624427,0.99694556,1.1076216,0.46702194,0.5690861,1.0165206,0.6818552,1.4895436,1.1733896,1.1811622,1.0389726,1.4861487,0.9541238,0.8040046,0.0,0.28758794,1.0088123,1.5574794,1.544713,1.2370933,1.3827082,0.94283473,1.2612622,1.5087276,0.9414187,0.7063458,1.3712057,0.9617536,1.113713,0.73027354,0.50241673,0.9961638,0.18418908,1.0141591,0.9143739,1.4257863,0.6528609,1.2077447,0.572613,1.48176,0.9338991,1.4688096,1.034649,1.1093618,1.6195006,1.0117251,1.4423158,1.1426988,0.7715323,0.23798883,0.5588465,1.5485721,1.3071339,1.3756361,1.1982663,1.245539,1.4560332,0.87409204,0.716227,1.2583009,1.3954055,0.8869559,0.8353714
pants,0.4097321,0.932569,1.3576866,1.3103434,0.53690946,1.3874897,1.3636317,1.1512021,1.1836118,0.8325015,0.70178473,0.57161784,1.3532724,0.7579257,0.46593553,0.80569553,0.47541678,0.7609303,1.2360433,1.4052861,1.5348912,1.0607026,0.97457016,1.0387021,1.4155087,1.197702,1.3400323,0.9493843,0.965179,0.6424088,0.7727813,0.93924856,1.4856297,1.164417,0.5498282,1.4366833,1.0270673,1.0466042,1.1252902,0.6957338,0.83194214,1.4941069,0.7733125,1.5132334,1.1099193,0.7526767,1.0009354,0.90527874,1.0603316,0.5794363,0.8886591,1.246954,0.8607626,1.0790266,0.78380597,0.9992615,1.2720644,1.3158202,1.2148441,1.2987947,1.1019695,0.8696064,1.2601554,0.7594633,0.9179879,1.2241664,0.6332848,1.3589275,0.69460094,1.4193677,1.3026738,0.93612564,0.63657427,1.2485011,0.16671777,0.97859526,0.91563344,1.4746354,0.8119908,0.57570696,1.0377159,1.2368326,0.5826621,0.7157099,0.9511802,0.7088157,1.385847,1.0611714,0.98930997,0.9770229,1.3847686,0.8926962,0.90311676,0.28758794,0.0,1.1927167,1.5048537,1.4967246,1.0070027,1.3162711,0.9739693,1.3068604,1.5017684,0.98610884,0.8314291,1.3049763,0.9810883,1.0145985,0.80837417,0.48689985,1.0033926,0.2967484,0.8484145,0.711696,1.2744908,0.72646135,1.3334675,0.8264412,1.1881962,1.0012891,1.4543116,0.7550577,1.0428767,1.4201567,0.91097,1.3545737,1.135535,0.81877816,0.34770608,0.8042836,1.5458844,1.0440614,1.2965293,1.0970559,1.1787229,1.5603168,1.0747913,0.8049377,1.0991029,1.1953408,1.0039555,1.0309042
paper,1.0320807,1.2429273,1.2851968,1.0478034,0.95804465,1.2107259,1.026175,1.1165173,0.90306675,0.957729,1.0301119,0.9261413,1.2321447,0.9485095,0.91299546,1.3181916,0.96741974,0.8854915,0.42821825,1.0701892,0.9029366,0.6003233,1.173542,1.0189275,0.96577775,0.8924917,1.079113,1.0394515,1.2825487,1.2086755,0.96032345,1.1111315,0.777338,0.6915323,1.0402364,0.980505,1.0171373,1.2007607,1.2116361,0.96368164,0.981183,1.1495999,0.7358206,1.1110163,0.7422278,1.0194823,0.8082843,0.8296287,0.7930972,1.1002706,1.2295389,1.1669103,1.106801,1.1987032,0.97693586,1.2327697,1.112173,0.7743858,1.2228198,1.2470739,1.0327927,0.9471278,1.2973442,1.1631519,1.1464385,0.8560507,1.0660616,0.96453965,1.025529,1.0226225,0.7728764,0.831144,1.0491655,1.0172192,1.1327182,0.9907312,0.69542694,0.82985246,1.1868818,1.0225462,1.0415347,0.8050667,1.017429,0.8984462,1.0602868,0.9998518,1.2520683,0.86617947,1.2183999,1.1241732,1.1297482,0.865508,0.9746534,1.0088123,1.1927167,0.0,1.0555581,1.0110813,1.2303772,1.0063617,1.1448673,0.98406655,1.0954962,0.90584755,0.6693725,0.92792296,0.87298393,1.263531,0.9058574,1.1439245,0.7726114,1.0075428,1.0693536,1.1872039,1.1168146,0.86655843,0.7283412,0.8674658,1.3488405,1.0954474,1.1229618,1.1701782,0.9714583,1.2338579,1.0450641,1.0905018,0.7409467,0.69746894,0.9920977,0.66715837,1.0721797,1.2997301,1.0977495,1.0314103,0.9994777,0.86662436,0.6338463,0.968494,1.0717483,1.294959,0.934219,1.0110688
pen,1.5352683,0.9857374,0.5639871,0.60958964,1.3651983,0.68137467,0.8818307,0.904634,0.8728383,1.097065,1.1734757,1.4810061,0.23627973,1.2142295,1.6614933,1.0217514,1.5030453,1.3213642,0.9262224,0.44482923,0.69578576,1.2097479,1.1477156,0.7140238,0.6802536,0.9135589,0.4229691,1.0658009,0.7689213,1.3071702,1.0940053,0.8649875,0.72425336,1.0707519,1.2967782,0.588576,0.8540987,0.855029,0.8723935,1.2357285,1.4483815,0.13882113,1.4145865,0.3987602,1.2577066,1.3501482,1.1850798,1.117274,0.98217916,1.2891302,1.078531,0.95264506,1.0952369,0.83444357,1.3035077,0.8397273,0.57189626,0.9327637,0.716408,0.2438066,1.0886749,1.36278,0.43153203,1.2653276,1.0448884,1.0704935,1.404206,0.7654749,1.3593929,0.7513325,0.7214933,1.0227199,1.1359876,0.7310002,1.4789846,0.59685624,1.1540587,0.47705466,0.89442766,1.4002883,1.2711998,1.0339035,1.6021733,1.3629744,1.0524162,1.4705247,0.43427682,0.6813184,0.74028957,1.1311368,0.77971506,1.007236,1.3548213,1.5574794,1.5048537,1.0555581,0.0,0.045764685,0.85889804,0.47223336,0.994434,0.70347774,0.41952556,1.3825938,1.3443705,0.4561093,0.95310104,0.9706551,1.3267274,1.3012116,0.9348864,1.5681376,1.1617084,1.069519,0.59951675,1.4287148,0.776158,1.3495514,0.58158,1.1200109,0.34765893,1.0369056,1.1667566,0.32380736,1.1607265,0.3821485,1.1274594,1.3233976,1.5423614,1.3941383,0.56535006,0.80768156,0.63814163,0.6506954,0.54615974,0.698015,1.2758247,1.1957672,0.497508,0.557313,1.0255893,1.0676582
pencil,1.5213548,0.9865612,0.59844345,0.664044,1.3436579,0.6930813,0.8541206,0.8643448,0.86453104,1.1209012,1.2102605,1.4440742,0.32522744,1.206959,1.6085637,1.0050969,1.4754076,1.2986069,0.85272956,0.4808702,0.7159296,1.1566837,1.091672,0.6640178,0.71223485,0.93906677,0.51263833,1.0783134,0.77121204,1.3564321,1.118944,0.8570348,0.7472892,1.0789295,1.3415226,0.6419457,0.8563683,0.8642273,0.8559557,1.2437997,1.3795176,0.14539456,1.3713415,0.45468646,1.2079577,1.3362427,1.1607205,1.1564987,1.0034182,1.2999887,1.0884169,0.93717664,1.1631513,0.8550122,1.2780049,0.84404874,0.5999683,0.9338423,0.7742642,0.275846,1.0677221,1.3411943,0.5080758,1.242973,1.0942546,0.9862206,1.3821507,0.76805377,1.3163493,0.75058913,0.7589966,0.9800215,1.1976943,0.73714006,1.468415,0.5337759,1.084709,0.533396,0.92162067,1.3704696,1.2279071,1.0162848,1.5469126,1.3516154,1.0359161,1.4293945,0.4908473,0.69466645,0.7767695,1.1317983,0.779876,1.0649058,1.3354805,1.544713,1.4967246,1.0110813,0.045764685,0.0,0.8526675,0.5701208,1.0074574,0.7542305,0.44908082,1.3211522,1.2717434,0.55780005,1.0139456,0.9741526,1.2720518,1.3118863,0.82218677,1.5511713,1.1567566,1.1271416,0.5843467,1.4030862,0.81728244,1.299403,0.6271263,1.1451714,0.42801398,1.0273353,1.1912798,0.37825513,1.1533794,0.3824991,1.0843004,1.2785375,1.5140707,1.3040402,0.58470595,0.82867867,0.6148927,0.49555647,0.5882796,0.6684016,1.1925087,1.1799395,0.49447745,0.59061384,1.0437765,1.0758892
pickle,1.0850924,0.5897472,0.6274384,0.74219644,1.2298304,0.8481026,0.7728786,0.4355842,0.9409124,1.0618129,1.1172392,1.1796446,0.7809143,0.99947023,1.167421,0.62664056,1.173905,1.2799376,1.0661259,0.99271387,1.0107238,1.0881088,0.840928,1.2272619,1.0553687,1.0413979,0.8952794,1.0467372,0.5538256,1.0959101,0.9111084,0.8008449,1.1773982,1.2952516,1.1853186,0.8688529,1.0308299,0.77639234,0.6656846,0.90137607,0.99379015,0.6702254,1.2254373,0.96265423,1.2555313,1.1909354,1.0437149,1.1879638,0.9663893,0.89683914,0.82633924,0.7567599,1.078085,0.83917403,1.1664373,0.74866176,0.65046084,1.1306056,0.798786,0.6949856,0.64985925,1.1788027,0.82886505,0.86223257,0.9772014,0.8474244,1.1293515,0.98271996,1.0647023,0.97515565,1.1923673,1.2026844,1.0437272,1.0745268,1.0504025,0.8621515,1.1233437,1.1356764,0.9605379,1.2102393,0.74427676,1.0935423,1.0915198,1.2415524,0.9396582,1.1193049,0.9209701,0.8757773,0.8142909,1.0288218,0.7705866,1.0987288,1.2221384,1.2370933,1.0070027,1.2303772,0.85889804,0.8526675,0.0,0.79558325,0.76531196,0.9853574,0.6570177,1.1843735,1.1887476,0.8286681,1.1596253,1.1070817,1.0277209,0.9424979,1.0974987,1.2185818,0.9580798,0.92990863,0.8369994,1.2767173,1.1820575,1.2457721,0.66617817,1.1690657,0.9030228,0.6201774,0.89971304,0.75330997,1.1210951,1.0193539,1.0686405,1.208499,1.186399,1.2473584,0.96622837,0.76288307,0.77316284,0.81341743,0.8622283,0.9513465,1.2219663,1.1027497,1.0534552,0.80553156,1.1685886,1.1278715
pillow,1.3272269,0.8830687,0.7486738,0.572245,1.2940843,0.8599664,0.84485245,0.8975359,0.8443829,0.9932348,1.1939158,1.1810603,0.48138475,0.89499396,1.4554329,0.946121,1.2174999,1.3230193,1.0233794,0.63036036,0.66501653,1.185109,1.0921054,0.9432667,0.6153887,0.9739156,0.40292263,1.1579032,0.7876013,1.1934819,0.6596421,0.9046395,0.7430109,0.95415276,1.0379586,0.66071266,0.95486516,0.90708596,0.8764969,0.8227274,1.3139815,0.5171817,1.3152068,0.5332569,1.3788527,1.2568492,1.2171063,1.0167032,0.97896093,1.0753149,1.0612229,0.96128654,1.0527344,0.9709527,1.350683,0.90764964,0.62826306,0.9098189,0.6577123,0.53852266,1.1200968,1.4592761,0.6833385,1.0601922,0.9956587,1.1976572,1.394905,0.82390785,1.3920598,0.7902461,0.76395667,1.2032874,0.9077196,0.8054725,1.2996716,1.0282488,1.1527855,0.5907394,0.83889437,1.4089676,1.1219709,0.98565215,1.3762894,1.3357356,1.1809776,1.3807249,0.6662295,0.43157506,0.85616493,1.1418921,0.8031167,0.875363,1.2612098,1.3827082,1.3162711,1.0063617,0.47223336,0.5701208,0.79558325,0.0,0.98462224,0.7674463,0.53288645,1.2549986,1.1632125,0.5228079,0.849801,1.0410414,1.3466283,1.273848,1.3298049,1.401413,1.1142405,1.0117888,0.66357285,1.2837176,0.74120927,1.2013234,0.64396185,1.1674513,0.42887592,0.84546703,0.9047178,0.38376164,1.269173,0.6231215,1.1419204,1.2019286,1.3885543,1.4262214,0.7634917,0.7965323,0.8586324,1.0929582,0.43027806,0.88915896,1.3683188,1.1584446,0.72000134,0.7724308,1.0200443,1.0830641
pizza,1.0591128,0.7686349,0.84933585,0.9983408,1.1213729,0.910143,0.9118036,0.74801576,0.9569139,1.2780269,0.937736,1.1535141,0.89483875,1.1331768,0.8959137,0.8977295,0.9170321,1.1236992,0.9619713,0.95645255,0.99649936,1.0601802,0.72037196,1.2667346,0.95300835,1.0898191,1.0371765,1.149869,0.7142529,1.1301272,1.179338,0.8661527,1.140129,1.2535034,1.1119375,1.0470951,0.81404924,0.7638364,0.7721956,1.1271784,0.723325,0.83640313,1.1852378,0.9396178,1.0207953,1.1635683,1.0262269,1.2398038,1.1522987,1.0180403,0.905221,0.9165524,0.9135267,0.9143369,1.211578,0.81589407,0.94877136,1.0073459,0.94917196,0.95041007,0.8024077,1.095712,0.8916801,0.7736362,0.97374827,0.7974268,1.1659405,0.98372144,0.95321584,0.93366796,1.0980697,1.3087821,1.0311071,0.9803461,1.0732868,1.0968492,1.1438743,1.1087332,1.066939,0.86015815,0.99242985,0.99712193,0.8847621,1.2283974,1.0296267,0.97875845,0.901706,0.86565316,0.8248857,0.935382,0.87596035,1.1605872,1.0727345,0.94283473,0.9739693,1.1448673,0.994434,1.0074574,0.76531196,0.98462224,0.0,1.0536983,0.9631302,1.0714518,1.0052655,1.1389339,1.2813867,0.8733132,0.7219559,0.7300259,1.1383755,1.0865176,0.952277,0.81898,1.0036927,1.107036,1.2095759,1.1667727,0.82422143,1.20825,0.9628405,0.7582639,0.99780816,0.9345813,0.9579907,1.029763,1.0616976,1.1611372,1.1498034,1.1588514,0.9763188,0.8127382,0.768767,0.96873516,0.90145487,0.8922566,1.105765,1.109254,1.1677535,0.82653975,1.1349113,1.0397929
plant,1.2313002,1.1792622,0.7790117,0.8539591,1.3519524,0.8542484,0.7936281,1.024951,0.8176907,1.2143438,1.1240778,1.3211163,0.75999373,1.2094362,1.3472608,1.0464758,1.2991554,1.2516431,0.9806102,0.58573055,0.83078563,1.158886,1.0906528,0.9636922,0.53354776,0.7104453,0.60357326,1.034936,1.0927337,1.187974,0.9738788,0.9398125,0.7125579,0.7981052,0.9042107,0.8837626,0.9403782,1.0374442,1.0517141,1.141405,1.326644,0.7390498,1.1064473,0.64744925,1.1261803,1.1160316,1.0938901,0.8934689,1.1625775,1.1192648,1.0846972,1.0334572,1.0838499,1.001876,1.1970042,1.1459403,0.85171485,0.6650162,0.9609902,0.7634114,0.88172686,1.1145228,0.9234946,1.1221936,1.0433162,1.087363,1.1876942,0.70259684,1.3479574,0.6964311,0.69459754,1.1433625,0.99305075,0.57395804,1.3968204,1.1379797,0.98965895,0.49760967,1.0126047,1.2474011,1.2168013,0.78609836,1.3802576,1.2026069,1.1894805,1.2251183,0.87319833,0.8720365,1.1277719,1.15868,0.91850233,0.8816517,1.0731006,1.2612622,1.3068604,0.98406655,0.70347774,0.7542305,0.9853574,0.7674463,1.0536983,0.0,0.74669075,1.1925633,1.1060919,0.75557774,0.82942647,0.9918424,1.2191119,1.233212,1.1059756,1.3118937,1.0307602,0.83181834,0.6960912,1.146206,0.9283282,1.2436616,0.9079209,0.9959635,0.73696774,1.2633189,1.0914754,0.62819576,1.0349215,0.730499,0.9371577,1.0839176,1.3331109,1.2646108,0.803367,1.0961268,1.0604008,1.0758796,0.75202554,0.7280985,1.157068,1.1198543,0.7211413,0.9558519,0.8875377,1.0351067
plate,1.4550226,0.99650645,0.3773017,0.63798726,1.4148476,0.5366647,0.55394214,0.56263506,0.79617,1.1091187,1.2563887,1.4067731,0.495592,1.1746594,1.5215725,1.1378485,1.4554155,1.2597423,0.9108798,0.5745571,0.37465978,1.127648,0.95410055,1.0071564,0.6452235,0.9913161,0.5526344,1.0399692,0.8953745,1.3395845,1.1471496,0.88977253,0.6405469,1.0539902,1.3018855,0.51479685,1.0323949,0.76976436,0.6856919,1.1704367,1.2321936,0.37829304,1.3918681,0.42102826,1.0572993,1.2775658,1.1750002,1.2320399,1.0934646,1.2453744,1.1247146,0.68670076,1.2384269,0.9356313,1.223902,0.96576893,0.6335824,0.84598386,0.74957025,0.5159394,0.9349482,1.2151246,0.6927135,1.295206,1.1429079,0.9098275,1.3533059,0.7243774,1.4058223,0.7121317,0.89208996,1.1039026,1.2340025,0.79866016,1.5059915,0.95875937,1.2825096,0.6831262,0.99336886,1.3533866,0.8861163,0.9645925,1.4883252,1.3110007,1.0870875,1.3240929,0.5787671,0.8379069,1.0003607,1.1753615,0.57493174,1.10097,1.2904751,1.5087276,1.5017684,1.0954962,0.41952556,0.44908082,0.6570177,0.53288645,0.9631302,0.74669075,0.0,1.1050278,1.2862092,0.6107583,1.0818586,1.1391444,1.2568412,1.3280407,1.1782017,1.5246998,1.0335523,1.1276141,0.72043157,1.3917906,0.7375419,1.303167,0.60791665,0.97138137,0.43049914,1.0855422,0.9901192,0.4356867,1.2166637,0.6079395,0.9614209,1.29199,1.4626431,1.3379962,0.41023558,0.89848876,0.7346131,0.8614402,0.6840749,0.5595095,1.1258193,1.2346809,0.8167857,0.7800909,1.0980718,1.1450082
pumpkin,0.87211967,1.0951531,1.089054,1.2565477,0.79818547,0.8919383,0.6990328,0.9328744,1.1472464,1.026449,1.1079715,0.9529226,1.4569188,1.0297066,0.7050714,1.0757015,0.91486394,0.85541415,0.9761565,1.2460968,0.9638487,0.9008878,0.75917876,0.994725,1.1274705,1.1164603,1.3348739,1.1554312,1.1827884,1.0709988,1.1855029,1.0737809,0.92498386,0.90698004,1.0282452,0.9933788,1.0790803,0.95728743,0.9992335,1.1403884,0.6050898,1.3886749,0.9947186,1.2413572,0.7349067,0.8946911,0.87794983,1.054901,1.0969106,0.9497367,1.066238,0.6293339,1.1694757,1.1211549,0.926768,1.1007111,1.2683821,0.79957515,1.2303067,1.392373,0.9672681,0.863245,1.3927903,0.86722064,1.183584,0.73808825,0.93188936,1.1098049,0.77861524,1.1219199,0.9941466,0.8591971,1.2052186,1.1720595,0.9936529,1.1463056,1.1245058,1.2010965,1.0484763,0.7661929,0.4679827,0.8908885,0.59964263,0.93194926,1.0532075,0.7106843,1.2654254,1.0751975,1.1959463,0.9095111,0.6606142,1.1819117,0.6668721,0.9414187,0.98610884,0.90584755,1.3825938,1.3211522,1.1843735,1.2549986,1.0714518,1.1925633,1.1050278,0.0,0.7365649,1.3562937,1.1910237,0.9525015,0.82571614,1.0260174,0.8528329,0.91633534,0.99631023,1.1741688,1.114234,0.8564321,1.0389696,0.90892565,1.3199542,0.8808745,1.2664597,0.9968055,0.8116236,1.2977453,0.8379158,1.2161192,0.65507513,0.9901559,0.93093395,0.88419586,1.0434871,1.1621485,1.123052,1.0731844,1.2324293,0.94349146,0.8037401,1.1381286,1.2559503,1.305747,1.0590502,1.0540205
purse,0.63597894,1.2689205,1.4004813,1.3024228,0.6754154,1.3008757,1.0211841,0.99507403,1.0005758,1.0223451,0.9609655,0.5986394,1.4185445,0.6894552,0.5437479,1.0886965,0.57750654,0.74852914,0.6174567,1.3022516,1.0911679,0.5923363,1.0631261,1.0998559,1.1157875,1.0158238,1.3787255,0.9868513,1.3003302,1.0767044,0.8475154,1.1021403,1.1045333,0.9504681,0.9684657,1.2648213,1.0177327,1.2512033,1.1439131,0.7645074,0.7057015,1.3978068,0.6126228,1.4042339,0.6799235,0.9043109,0.8411871,1.0730112,0.9300004,0.9689162,1.2537304,1.251508,1.0407684,1.2798864,0.97336566,1.3296216,1.1916668,0.9072917,1.2439266,1.5027162,0.8014741,0.8183881,1.4710184,0.68142045,1.1951022,0.734529,0.9910067,1.0832402,0.84801507,1.1225445,1.0416919,0.7248676,0.9768879,1.1065013,0.76785266,0.97808176,0.81352127,1.1936114,1.213789,0.8109354,0.7008502,0.84033626,0.45847654,0.73028123,1.1764235,0.6211666,1.5046117,0.869921,1.2136292,1.218337,1.3019779,1.059644,0.8535972,0.7063458,0.8314291,0.6693725,1.3443705,1.2717434,1.1887476,1.1632125,1.0052655,1.1060919,1.2862092,0.7365649,0.0,1.1885638,1.1533267,1.2295039,0.67029107,0.79901224,0.68049145,0.7748178,0.7776698,1.0903617,1.2071402,0.76339716,0.924221,0.5661556,1.3739855,1.0422741,1.3642812,0.98050123,0.98310846,1.4532851,1.0229516,1.3542997,0.9202718,0.62497747,0.75894344,0.5689531,1.2755344,1.3964858,1.2215064,0.99736387,1.0160451,0.9536367,0.5985677,0.90967906,1.271134,1.4418039,1.0345129,1.0090629
radio,1.2894757,0.99524355,0.9022316,0.6666013,1.2634954,0.9752018,0.9626351,0.92727584,0.67286533,0.9321416,1.2144686,1.2680694,0.51362973,0.9179727,1.4601105,0.96571285,1.3475897,1.18886,0.75573945,0.6276683,0.72379386,0.79397523,1.1832063,0.8914842,0.60418195,0.83540785,0.4570806,1.0103545,0.8998241,1.2634275,0.67627215,0.96472895,0.85768706,0.9295879,1.0955213,0.6439594,0.97373694,1.0391895,0.9815316,0.87997913,1.3973243,0.52919114,1.0365025,0.64202154,1.2115381,1.2179537,1.1485459,0.81765914,0.53535223,1.0242211,1.0844238,1.0601758,1.2034223,1.0124953,1.2457643,1.0574956,0.7453403,1.0669814,0.8149815,0.55356026,1.0847719,1.275984,0.7615641,1.2247965,1.0891005,1.1293986,1.3006935,0.7023642,1.3479192,0.81329286,0.89578104,0.94886136,1.051733,0.7323925,1.3106767,0.68291706,0.9581919,0.66604555,0.9799036,1.3720319,1.2232004,0.99201024,1.5154638,1.1944151,1.1280122,1.3101745,0.8001691,0.75390035,0.99479693,1.2491817,0.9113046,0.55775607,1.3789762,1.3712057,1.3049763,0.92792296,0.4561093,0.55780005,0.8286681,0.5228079,1.1389339,0.75557774,0.6107583,1.3562937,1.1885638,0.0,0.66032934,1.2581466,1.304553,1.3074756,0.97953963,1.3945165,1.0001373,0.99534255,0.72554886,1.2499411,0.56382936,1.2343456,0.7282892,1.1453226,0.6519001,1.0278777,1.0218651,0.58746266,1.1592008,0.72104716,1.0199507,1.0623865,1.347334,1.2554649,0.7299303,1.012187,0.9870241,0.9881115,0.63352764,0.7384263,1.1117014,1.1438556,0.6352571,0.8416393,1.0030774,1.179091
