,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
sock,1.0097483,0.90838474,1.140562,0.9318392,0.83921444,1.0348849,1.0235976,1.1617815,0.90094906,1.1521277,0.9012818,0.68287444,0.62150276,0.9770281,1.2320882,0.83517927,0.97684795,1.1724491,1.0750376,0.87890947,0.91188544,1.1080694,0.89328897,1.2126172,0.78583556,1.100155,0.8706748,1.0524285,0.67045826,1.0812173,0.9539958,0.9155605,1.039064,0.71152604,0.9831637,0.9074992,0.7547229,0.9613111,1.2460408,1.1960213,0.84597015,1.0292759,0.9136435,1.007996,1.0555016,1.0879669,1.163976,0.92753965,0.8211252,1.1828157,0.89216965,0.97780293,1.2249886,1.1265051,0.89701027,1.019068,0.71715033,0.9852163,1.0682125,1.0117108,0.9694808,0.9751797,1.2381952,1.1609815,1.0349269,1.1087148,0.6541303,1.028286,0.9119438,1.0650535,0.74950916,1.1002585,1.1307993,0.7035285,1.1116891,1.0897264,1.0454327,1.0681506,0.7408269,0.8858458,1.1336071,1.083837,0.8130318,1.2208767,0.879879,0.8643372,1.1080642,0.9385575,0.9119725,0.9130719,1.0942658,0.69141066,1.1076869,1.1840656,1.2374701,1.0023385,0.8541914,0.9850892,0.94979763,0.9633812,1.2365898,0.5287454,1.0238416,0.9435523,1.1032103,0.74154484,0.9693935,0.94219315,1.0267059,0.9250484,0.98428935,1.107455,0.0,1.1286583,1.0067114,1.0401707,0.98702973,1.0546391,0.96455115,0.97299,0.8862797,0.5223371,0.77900165,1.1095706,1.2256032,1.1152427,1.0602916,0.9684535,0.88675034,1.2374297
soup,1.0052236,1.229559,1.1009504,1.1135541,0.9352294,0.99339503,1.0042832,0.99892205,1.1169676,0.2955287,0.89309895,1.3547192,1.1043862,0.87835073,1.064641,0.852352,0.9979457,0.8659058,1.2272108,1.1614388,0.8967588,1.1172265,1.2266167,1.0181143,1.318724,1.1088246,1.1493025,1.1296618,1.3068372,1.0568272,0.92790717,0.9642371,0.86999524,1.1150304,0.9675221,1.1959333,0.98048156,1.2431012,1.096549,0.94290066,1.2264845,1.1532549,0.9906543,1.1254727,1.1038879,1.0324793,1.0188105,1.2059679,0.9309706,0.92937154,1.3027871,1.2459652,0.8009654,0.9932284,1.0766897,1.2716843,0.9940072,0.96195525,1.1563092,0.8985519,0.9903277,1.1823825,1.0267215,0.85624427,0.92769843,1.0458509,0.9625756,1.2216523,1.1092505,1.2801349,1.3208972,1.0366721,0.04433453,0.9279896,1.0449725,1.0721802,0.895484,1.2332711,1.3372123,1.1222082,1.0948896,1.1022724,1.1355684,0.9910474,0.90856093,1.069177,0.84002715,1.2165784,1.1658711,1.2063608,1.0186603,1.3766078,1.1016753,0.8905918,0.9972057,0.99809504,1.0862429,1.1624255,0.91948676,1.0096527,1.047173,0.951507,0.73418146,1.0154039,0.9212364,1.2200791,0.6352273,1.0046148,0.6412859,0.8163769,1.2541646,1.1234436,1.1286583,0.0,0.88964957,1.0581272,0.81505126,0.83154404,1.1071413,1.2852919,1.0736177,0.92615175,1.3139169,0.99726534,0.5506868,0.9154917,1.2679309,1.2686689,1.1422478,1.0057387
spoon,1.3096175,1.146058,0.88889456,0.8539356,1.3302224,0.8655366,0.8753671,1.0281177,0.72155374,0.9747649,1.3225529,0.7917658,1.1272542,1.3730391,0.88360745,1.2656404,1.213914,1.0673583,0.64331204,0.6178806,0.9442766,1.0962226,0.62519944,0.9318127,0.73058534,0.6819854,1.2854439,1.1931472,0.8513869,0.6066898,1.2208059,0.9654559,1.0656723,1.0618352,1.1671891,0.6432135,1.2328072,0.6152558,0.9993163,1.005956,1.073699,0.8946129,1.3411849,1.0866889,0.5733651,1.0698656,1.3552158,0.9793641,0.6676843,0.8860211,1.1070517,0.50006115,1.0288178,1.2234279,1.1798567,1.018984,1.2562628,0.8214278,1.3748326,1.1259838,1.2441825,0.6392393,1.0408969,1.183839,1.4089595,0.73079836,1.219518,0.5028204,0.8831377,0.55677843,1.0196235,1.0464227,0.9278548,1.2852292,1.0336831,1.167438,1.2390428,0.9551524,0.58257943,1.0163157,1.1852324,0.8324611,0.9868845,1.0802468,1.3376263,1.3646508,1.2543519,0.63328,0.6575611,0.8656917,1.0340923,0.6674701,0.8483238,0.5859449,0.96615136,1.0917352,1.0919465,0.6245394,0.84325105,1.2701682,0.9158733,1.1630657,0.75253135,1.4222016,1.0106136,1.137801,0.5601734,1.1096233,0.80790293,1.2383846,0.7326938,0.8239068,1.0067114,0.88964957,0.0,0.7640151,1.2068949,1.3203316,0.514583,0.9121274,0.9469309,1.0753723,0.58128554,0.6861747,0.82062244,1.2374923,0.57805866,0.71910244,1.2178651,1.2110882
stroller,1.0858555,1.1894494,0.9973786,0.8370985,1.2198188,1.0370638,0.98265505,1.0026909,0.7049404,1.1112804,1.1981311,1.0106707,1.0527654,1.1463046,0.88823706,1.1895727,1.1122972,0.74948454,0.5255969,0.71682155,0.84758556,1.210023,0.56420374,0.9278501,0.6556828,0.6247414,1.257351,1.0781652,0.8842187,0.62543684,1.1830101,1.1452835,1.1744252,1.0373919,1.1013125,0.8537519,0.9895971,0.6490747,0.8239335,0.8006329,0.7645755,1.0318835,1.1693828,1.2290137,0.7116035,1.232702,1.1108807,1.1982541,1.0486449,0.83445823,1.148668,0.8653073,0.9125124,1.1157056,1.2258239,1.1848135,1.1726232,0.9082705,1.2383395,1.119842,1.3159215,0.77006304,0.8156994,1.0007044,1.1617231,0.57428104,1.2838289,0.84855205,0.84674543,0.70873845,1.0292896,1.002968,1.1081883,1.1800411,1.1070682,1.2951709,1.1706475,0.9757048,0.74074924,1.1851332,1.2871855,0.92335796,1.0409611,1.0666287,1.1584852,1.2234544,1.0141277,0.87969726,0.9805516,1.0091091,0.88034534,0.8519158,0.74815977,0.56543916,0.76111543,1.1223582,1.0622543,0.56423527,0.9545156,1.0340786,0.87491226,1.1088548,1.0835384,1.1915886,1.0923125,1.1588464,1.0519559,1.0359062,1.0875798,1.2181064,0.96511114,0.9580725,1.0401707,1.0581272,0.7640151,0.0,1.1329175,1.185855,0.67208666,1.0257858,1.2648591,1.1048825,0.6854747,0.7299305,0.9009741,1.0366855,0.6500458,0.94324285,1.0518236,1.0764012
sweater,0.91149294,0.99769527,1.2116851,1.2153109,0.66777784,1.1354158,1.0991354,1.0900545,1.263161,0.6832865,0.59671855,1.0707592,0.9255332,0.54045105,1.1644894,0.55876964,0.8876586,0.7126086,1.2828724,1.3035971,0.9196113,1.2880113,1.2812326,0.98183155,1.3013775,1.2097934,0.9909187,0.9405222,1.134028,1.2604729,0.7323701,0.8611134,0.94389737,0.861864,0.9437539,1.3602631,0.7021185,1.3809934,1.203721,1.0219804,1.0301261,1.1706338,0.72670496,1.1153127,1.2444195,1.148754,0.94208944,1.1449653,1.217556,1.0695784,1.2212312,1.3202176,1.0201937,0.8776581,0.9294817,1.3006266,0.6442381,1.1639168,0.9803935,0.87249416,0.65579724,1.3179088,1.0945212,0.73257345,0.61859,1.1420527,0.6303211,1.2737181,1.208885,1.4144354,1.0845456,1.0349967,0.7743472,0.66824615,0.8980663,1.1578473,1.0265254,1.3029621,1.2784283,0.87990975,1.1696364,1.3457183,0.92584443,1.0907329,0.49226147,0.70736265,0.619418,1.2870967,1.2476766,1.1935459,1.0756562,1.2321494,1.2194303,1.1838726,1.127482,1.1763614,0.73264754,1.2526703,1.0235556,0.6840282,1.2621884,0.8300075,0.7971163,0.6033243,1.0307286,0.78570795,0.973657,0.8524221,0.8679564,0.61859727,1.4557778,1.2942398,0.98702973,0.81505126,1.2068949,1.1329175,0.0,0.63744795,1.325844,1.3065021,1.0931951,0.8288156,1.290374,1.3150333,0.7347497,0.6719823,1.4054492,1.3596952,1.0208428,0.9266279
table,0.8580942,1.1211939,1.3467765,1.2972004,0.6611819,1.2658098,1.2029339,1.0852908,1.367387,0.5763575,0.307284,1.2585106,0.46311426,0.5975218,1.2197635,0.5351374,0.64631677,0.7838497,1.4072711,1.3527714,0.8313908,1.272093,1.3961314,1.0437295,1.2494526,1.1883855,0.8953264,0.7933903,0.7654092,1.2790582,0.37822384,0.82104284,0.93071514,0.56432325,0.9801806,1.572696,0.4688226,1.4930845,1.1419078,1.0117878,0.84377635,0.9049517,0.72246706,1.2676955,1.3720323,1.246538,0.83629405,1.388434,1.4560101,1.0187196,1.3289006,1.4396195,0.9767798,0.8857711,0.9021556,1.4077313,0.7779613,1.3522863,0.9754875,1.0754709,0.8000461,1.4659871,1.1214947,0.5168433,0.5962648,1.1729618,0.79288775,1.2604394,0.8683872,1.4108613,1.3034887,1.0158108,0.78903526,0.73697495,0.8137737,1.2968994,0.94905543,1.4227563,1.36781,1.1206516,1.231339,1.4160165,0.72567225,1.0150208,0.5857377,0.6856793,0.41912675,1.3921194,1.3637648,1.3473709,1.090823,1.3073936,1.0668701,1.2081211,1.1485254,1.025122,0.8377799,1.2145286,1.1211047,0.47569293,1.2378292,0.8317281,0.7606282,0.6021455,0.93740064,0.97810143,1.0003896,0.6723202,0.5744429,0.5988273,1.5041083,1.4180522,1.0546391,0.83154404,1.3203316,1.185855,0.63744795,0.0,1.4290183,1.557904,1.327191,0.90697867,1.3477117,1.3959914,0.491036,0.51846933,1.3502634,1.5825102,0.75619245,0.898072
tape,1.3812466,1.2852614,0.69103646,0.5760848,1.404346,0.66056967,0.7312216,1.0216858,0.58174896,1.2273386,1.3982058,0.74019945,1.1005107,1.5581532,0.8936534,1.4150219,1.170532,1.0104163,0.34216833,0.25257683,0.8380883,1.1416377,0.23251086,1.0092403,0.37952733,0.61301714,1.3951759,1.2111919,0.7803811,0.41383302,1.3345494,1.0913962,1.1158412,1.146508,1.2481196,0.42449284,1.2057072,0.1766516,0.9438653,1.0631356,0.9481247,0.91497135,1.4527729,1.103425,0.66925323,1.0633292,1.2443633,1.0876787,0.86685324,0.8597333,1.098569,0.5176099,1.2050885,1.2741206,1.2223353,0.84012455,1.3815755,0.9326268,1.298841,1.2077049,1.4610498,0.42494357,0.94678324,1.2770252,1.4218876,0.53723353,1.3494617,0.5273604,0.88870746,0.2984082,1.0245703,0.9847613,1.1625326,1.4418064,0.982331,1.0564786,1.2280834,0.69176984,0.5211646,1.2041792,1.2005423,0.6140891,0.9694574,1.1054832,1.4858512,1.4291704,1.3149428,0.49778056,0.57307905,0.8378273,0.9817488,0.5889881,0.7480794,0.45012057,0.8872105,0.9481144,1.2770835,0.65080476,1.0739317,1.2072368,0.86081874,1.1810558,1.0936675,1.4855869,1.1879104,1.2444112,1.0675298,1.0724131,0.96192217,1.3025254,0.742636,0.7067077,0.96455115,1.1071413,0.514583,0.67208666,1.325844,1.4290183,0.0,0.865755,1.1215367,1.1408968,0.49204707,0.44600403,1.0508602,1.2424172,0.47339368,0.65787953,1.0912983,1.1964204
toe,1.3513802,0.45824188,0.7861471,0.69816595,1.036739,0.87672484,1.0983347,1.0953481,0.8403654,1.355194,1.4221684,0.73638844,1.32312,1.1965479,1.0912129,1.3921208,1.2697047,1.2631019,0.78388155,0.7973401,1.1711848,0.583217,0.7970035,1.1472242,0.7770585,1.0487313,0.72942454,1.2518272,1.0616626,0.9839475,1.2012396,1.2453575,1.1637547,1.2409112,1.0534587,0.48656607,1.4383875,0.69807196,1.1358247,1.051042,1.0636668,1.0257462,1.0520762,0.5398506,0.7350174,0.65986276,1.0963887,0.20635962,0.6912606,1.2688353,0.25630116,0.7958377,1.3370078,1.1928201,0.98763615,0.3289522,1.2166806,0.680826,0.81414497,1.11267,0.8890617,0.6932377,1.1617327,1.3077203,1.2630045,1.0033082,1.1823742,0.90889573,1.0990064,0.72720593,0.4285258,1.1920694,1.3073603,1.2053866,1.257826,0.53468424,1.0912544,0.35213602,0.8569179,0.72381616,0.47565138,0.74272376,1.1512078,1.1914583,1.2626185,1.1184571,1.3896961,0.7648558,0.7240246,0.776294,0.9878571,0.70522654,1.0091342,1.0829222,1.1414293,1.0611728,1.0233933,0.9777302,0.9607872,1.3702664,1.0650432,1.1954397,1.4193007,1.219736,1.1772181,0.848742,1.0400369,1.2509568,1.3051354,1.3153642,0.4604665,0.5275962,0.97299,1.2852919,0.9121274,1.0257858,1.3065021,1.557904,0.865755,0.0,0.45946348,1.0570598,0.8603014,0.867826,1.4169025,1.3408738,0.743351,0.3804646,1.163886,1.2452328
tooth,1.1369023,0.67825985,0.94384396,0.9064573,0.9821441,0.89588416,1.0150492,0.9838508,1.1408434,1.090193,1.2134192,0.8181477,1.2407928,0.98754996,1.2255385,1.092192,1.121259,1.282193,1.0750319,1.0448375,1.2105044,0.5564375,1.1118178,1.0606773,1.1104122,1.2471018,0.72050416,1.2123574,1.1703023,1.1407278,1.1847303,1.0608742,0.9358278,1.1974186,0.8906859,0.69482756,1.2535048,1.0078764,1.2887095,1.1409135,1.2210611,1.0202606,0.94104934,0.5668528,0.8851595,0.6770505,1.1416256,0.43647808,0.5194026,1.2507051,0.44369137,0.9619932,1.1551461,1.1459527,0.78391653,0.48019457,0.9643369,0.51595247,0.8880522,0.9285472,0.7816381,1.0335913,1.3103036,1.1778939,1.0592934,1.2131981,0.87404263,1.0810935,1.1968522,1.0532777,0.75311923,1.1664906,1.0434225,0.92621577,1.1186327,0.529752,1.0970545,0.64000744,0.99739724,0.67973167,0.4763298,0.93815297,1.0939834,1.1481831,1.0605693,1.0418148,1.2618244,0.95387006,0.793849,0.78618884,1.2314866,0.92603093,1.2396321,1.1891576,1.312318,0.97831,1.036106,1.2151837,0.8502854,1.243102,1.1774166,0.9426045,1.0723575,1.0575929,0.9324502,0.8339188,0.8090023,1.2298393,1.1628306,1.1132607,0.69665706,0.8044311,0.8862797,1.0736177,0.9469309,1.2648591,1.0931951,1.327191,1.1215367,0.45946348,0.0,0.77492154,1.0651586,1.0106347,1.2636951,1.1807812,1.0812132,0.60573775,1.1535757,1.2002364
toothbrush,1.0215682,0.91939414,1.0202192,1.0861229,0.66855234,0.8449621,0.8657142,1.0306919,1.2533793,0.7968779,0.90721124,1.040054,1.0038055,0.7983607,1.1416093,0.83684766,0.92726827,1.0636365,1.0741363,1.1336879,1.1778829,1.1477742,1.1391869,1.1722249,1.2086792,1.184873,0.8363302,1.128577,1.1686059,1.1639647,0.8032368,0.7825066,0.9304414,1.0009507,0.9994454,1.0687957,0.94553924,1.1038898,1.2950559,1.1785713,1.2146215,1.2300037,0.7535126,1.072061,1.029014,1.1433289,1.0738304,0.8157929,0.9938709,1.046052,1.0282067,1.1244742,1.0751957,1.1102531,0.7947074,1.1100197,0.5437855,0.6806508,1.0773736,0.9057221,0.5953446,1.207363,1.2566777,0.9558465,0.81736547,1.1125988,0.6554113,1.2158681,1.1649723,1.3019032,0.9371813,0.87264514,0.9192735,0.3875535,1.0191245,1.0865371,1.0222393,1.0751228,1.167554,0.7711109,0.97056645,1.0380849,1.1316057,1.2100071,0.8017745,1.0129066,0.969475,1.1012433,1.0429627,1.1452943,1.0868872,1.1792071,1.2675451,1.1436391,1.2110696,0.94663864,0.71611416,1.2759187,0.8730798,0.9770009,1.2616746,0.38543487,0.79354423,0.93685764,0.9887273,1.0126721,0.90074086,1.0870342,1.0186262,0.8008051,1.2164116,1.1541274,0.5223371,0.92615175,1.0753723,1.1048825,0.8288156,0.90697867,1.1408968,1.0570598,0.77492154,0.0,1.1705374,1.0439936,0.9899289,0.9361489,1.3306429,1.0775247,1.0344164,1.1278312
towel,1.1572347,1.1013463,0.95127356,0.75429857,1.411244,0.9473034,0.94336605,1.110951,0.54779834,1.405266,1.1995912,0.5626171,0.826334,1.4448926,0.8846549,1.1181221,1.1515076,1.0604311,0.4837796,0.3707832,0.8679069,1.0639933,0.359056,0.95414823,0.34826612,0.6438503,1.2693549,1.0595126,0.4922108,0.6264645,1.2796181,0.96614426,1.3135289,0.8225622,1.25646,0.57961816,0.9808552,0.41698408,0.9810008,1.0723064,0.7639058,0.7521802,1.3492552,1.0794307,0.6443817,1.181474,1.3068936,1.0679247,0.8673072,0.83945966,0.95377785,0.3695283,1.1998895,1.2555745,1.1196617,0.93572515,1.2120286,0.96149826,1.2570544,1.2090324,1.4111838,0.59821033,1.0575912,1.2637618,1.3782712,0.8575384,1.1115364,0.39266086,0.7089082,0.37967002,0.88172764,1.0514934,1.3538475,1.3004836,1.1008688,1.1630058,1.2970505,0.82684577,0.042019665,1.2023156,1.2366073,0.89828426,0.71523637,1.1694052,1.278295,1.1579318,1.197226,0.5249001,0.64108115,0.7261542,1.050456,0.24752867,0.7035724,0.6815957,1.00878,1.0975971,1.2089247,0.46999937,0.972948,1.1210709,1.0288391,1.1501794,1.1841598,1.3066682,1.2674513,0.9024385,1.1357883,0.96483445,1.0143775,1.2312622,0.71132326,0.8773374,0.77900165,1.3139169,0.58128554,0.6854747,1.290374,1.3477117,0.49204707,0.8603014,1.0651586,1.1705374,0.0,0.78541654,1.1963881,1.2490995,0.46548337,0.72281164,0.8559972,1.1602943
toy,1.2098933,1.3223002,0.4734888,0.5736992,1.4844868,0.4437949,0.5740287,0.8102745,0.6643854,1.1409521,1.4310246,1.052576,1.2603772,1.5165142,0.8584358,1.3727423,1.1343008,0.8466756,0.5015983,0.47082913,0.8766329,1.1055081,0.58088017,0.9669476,0.82345533,0.51450604,1.3259358,1.291748,1.099668,0.59050477,1.3180118,1.1150212,0.9312041,1.2849541,1.026332,0.3856237,1.3010803,0.445876,0.8981437,0.8911915,1.1976151,1.1766737,1.3849216,1.064464,0.6971589,1.054849,1.2013544,1.0131737,0.77016485,0.68327165,1.0937452,0.6846763,0.8642261,1.1419709,1.3071753,0.8457048,1.3405054,0.6648127,1.2853403,1.0888644,1.4028814,0.5394533,0.9007453,1.2026168,1.3905681,0.66251534,1.4013113,0.69259644,1.0424916,0.5792346,1.1475785,0.8490243,1.0659415,1.3178685,0.9766971,1.0086449,1.1974348,0.62270904,0.80727327,1.2306067,1.1188613,0.51735336,1.3072288,0.9722001,1.5183182,1.5152932,1.2428468,0.5607254,0.5420363,0.9077914,0.9565957,0.89194936,0.8696848,0.5161888,0.80230874,0.8705486,1.3417652,0.7642119,1.0076734,1.4085515,0.78230286,1.1211038,0.9317806,1.5612744,0.96434146,1.4678512,1.0072784,1.24481,1.232966,1.1982914,0.77321976,0.62203723,1.1095706,0.99726534,0.6861747,0.7299305,1.3150333,1.3959914,0.44600403,0.867826,1.0106347,1.0439936,0.78541654,0.0,0.9975214,1.1325015,0.53917766,0.728865,1.2555897,1.1421063
tray,1.06404,1.2573835,1.1551423,1.1372112,0.8953581,1.1216242,1.0146005,1.074536,1.124587,0.32024813,0.7446176,1.2265297,0.85750353,0.8951393,1.1065993,0.83255845,0.82497114,0.585436,1.1319708,1.0319638,0.58461064,1.2945237,1.1016407,0.933775,1.1442313,0.9613745,1.1600835,1.0762265,1.0562996,0.9255041,0.69064105,0.81836915,0.8062749,0.9700077,1.0429381,1.2893431,0.79662865,1.176115,1.1057323,0.9959151,1.0793406,0.89773744,1.0421758,1.3517172,1.1369436,1.1747816,1.0422232,1.321557,1.2309078,0.9146363,1.4394803,1.1323158,0.9007763,0.9809532,1.1281909,1.3640542,1.0241389,1.0753183,1.2702534,1.052882,0.9522944,1.1510314,1.0567944,0.6889137,0.90154016,0.9060623,1.1197928,1.0150353,1.0177727,1.1503756,1.4046638,0.987843,0.51395583,0.9911151,0.92308146,1.2875113,1.0435181,1.34124,1.2111071,1.1299576,1.2568276,1.191927,0.9534558,1.0431212,0.9507614,1.1402576,0.50316375,1.1535755,1.138685,1.3538487,1.0317677,1.2770076,1.0142164,0.77686185,0.99111784,1.0653617,0.9902341,0.92416555,0.9664114,0.8421256,1.1153703,1.0869352,0.6451416,1.018464,0.74881876,1.265557,0.7979609,1.0134517,0.3988647,0.7992921,1.2970548,1.3124721,1.2256032,0.5506868,0.82062244,0.9009741,0.7347497,0.491036,1.0508602,1.4169025,1.2636951,0.9899289,1.1963881,0.9975214,0.0,0.67360824,1.1451956,1.4029651,1.0954142,1.0015463
truck,0.9869006,1.1135781,1.1817769,1.0969532,0.8710259,1.1970122,1.152456,1.0390242,1.132516,0.6941509,0.61973715,1.2133232,0.78831977,0.80280924,1.0839496,0.757695,0.8536811,0.5872085,1.240177,1.1764799,0.759639,1.2108587,1.2228748,0.9696063,1.2066443,1.0649058,1.000348,0.9477439,0.9815743,1.19483,0.7406229,0.8030843,0.9329776,0.8099559,0.9221936,1.2769024,0.4669078,1.2913551,1.1298958,0.999348,0.9829513,0.9752365,0.9064834,1.2516947,1.2503629,1.1502095,0.9231902,1.2517273,1.3303176,0.94863045,1.2099302,1.2180222,1.028807,0.938738,1.049196,1.2383785,0.9158443,1.1475726,1.0499681,1.0502223,0.9455241,1.3192887,1.0774508,0.69943297,0.70182776,1.1054679,0.84709805,1.1476715,0.97523516,1.2533547,1.2431997,1.01973,0.87201,0.90466344,0.86599207,1.1367564,0.9689169,1.2114671,1.2660934,1.1672823,1.1178411,1.2846842,0.9363477,1.0140738,0.7650968,0.91139656,0.5843688,1.1914384,1.202063,1.2901814,1.0620193,1.2731236,1.064594,1.0611844,1.0719019,1.1015842,0.9762964,1.1107118,1.1319199,0.7165178,1.1466069,0.9443806,0.84691536,0.8385941,0.9951395,1.1211885,0.9935343,0.868613,0.84944236,0.74574643,1.3629024,1.2634329,1.1152427,0.9154917,1.2374923,1.0366855,0.6719823,0.51846933,1.2424172,1.3408738,1.1807812,0.9361489,1.2490995,1.1325015,0.67360824,0.0,1.2104571,1.3479301,0.8901159,0.9387555
vacuum,1.2415264,1.1221735,0.82102835,0.58331513,1.4739625,0.926097,1.0069174,0.9080414,0.5135618,1.4017875,1.412821,0.65881217,1.059429,1.5174907,0.87593395,1.4602962,1.0688194,1.0198092,0.4487381,0.4291929,0.8254383,1.0269679,0.4265893,0.967339,0.40833437,0.62393844,1.3413763,1.1186262,0.61180997,0.64290106,1.3216314,1.0927814,1.206318,1.0385053,1.1227236,0.37967694,1.1317068,0.4093715,0.8916214,1.0136647,0.7038809,0.8009201,1.425319,1.0212909,0.8009607,1.064015,1.2023737,1.0155756,0.87585115,0.859723,0.85920286,0.45638442,1.1571481,1.1818333,1.1550101,0.75260556,1.4774709,1.0357127,1.1543224,1.2047107,1.475322,0.58281827,0.9491146,1.211211,1.4548532,0.72222006,1.2766583,0.40100813,0.6186181,0.30360645,0.92134404,1.0904343,1.3362904,1.5666244,1.0517005,1.069313,1.2584563,0.66030663,0.47213763,1.17486,1.133248,0.84160566,0.8686058,1.0782589,1.4748802,1.282026,1.2786572,0.39963365,0.45834923,0.821921,1.0269494,0.5115619,0.66817117,0.7335879,0.92937255,1.1426306,1.1980983,0.52008617,1.0541359,1.1754498,0.8296816,1.2953309,1.07511,1.4092042,1.03951,1.0848029,1.0126244,1.0277072,1.118751,1.4471216,0.61121356,0.7170348,1.0602916,1.2679309,0.57805866,0.6500458,1.4054492,1.3502634,0.47339368,0.743351,1.0812132,1.3306429,0.46548337,0.53917766,1.1451956,1.2104571,0.0,0.57727015,1.0465959,1.2153243
watch,1.3155216,0.79552054,0.8025723,0.6024374,1.2664982,0.8123908,0.9988798,0.97373724,0.6679406,1.3855929,1.4505417,0.6262814,1.3502784,1.3598055,0.9852102,1.4619355,1.132209,1.2477236,0.64010864,0.684135,1.2006212,0.73061144,0.7079881,1.0490727,0.7561079,0.89187646,1.0577782,1.2275605,1.0362643,0.77836406,1.427891,1.1018612,1.1231779,1.3040253,1.0943265,0.33475053,1.4194283,0.58389664,1.0708135,1.1461751,1.0639696,0.9735579,1.2043589,0.76293457,0.74134994,0.74476,1.2401948,0.5624163,0.7390251,1.0909508,0.56315535,0.53918207,1.3071952,1.1835576,1.0860971,0.35422635,1.3487339,0.77811825,1.0363806,1.1257284,1.1927483,0.5998806,1.0594662,1.3218472,1.4096022,0.91261876,1.1875879,0.66341543,0.97311634,0.5177469,0.6260355,1.1613696,1.292278,1.3872615,1.0717379,0.7334303,1.1594785,0.36562294,0.6994028,0.6396251,0.70455164,0.7207284,1.2117839,1.1434684,1.4046991,1.2523764,1.438188,0.47232765,0.4809599,0.77653503,1.0237793,0.7178565,1.0063565,0.8480592,1.0449141,1.0891958,1.038356,0.790764,1.0085465,1.450139,0.98283356,1.1313899,1.1711745,1.34439,1.0549027,1.0353924,0.9459546,1.2226852,1.3537862,1.3563578,0.4977365,0.45837694,0.9684535,1.2686689,0.71910244,0.94324285,1.3596952,1.5825102,0.65787953,0.3804646,0.60573775,1.0775247,0.72281164,0.728865,1.4029651,1.3479301,0.57727015,0.0,1.0965382,1.2026913
window,1.0207585,1.095713,1.1467389,1.0685377,0.92182183,1.1047001,1.0560865,1.1359541,1.0099102,1.0919429,0.6710808,0.9209249,0.6652809,1.0150404,1.1317437,0.88859385,0.9189956,1.0939032,1.06412,0.955134,0.907927,1.0749246,0.99205506,1.0033067,0.7899757,1.0276443,1.0159749,0.9047366,0.6908446,0.9700657,0.8908075,0.7349154,1.1313624,0.7221029,1.1270308,1.1275836,0.6837342,1.0407228,1.1665454,1.1426048,0.54251426,0.6788787,0.9642178,1.1802735,1.1165029,1.0444087,0.9317877,1.1716741,1.2545204,0.9883458,1.1043154,0.9721221,1.2045094,1.0610775,1.0106859,1.0373846,1.0316484,1.2357749,0.91775566,1.0975226,1.0836713,1.1044809,1.128892,0.98174787,0.9736435,1.1043048,0.95660007,0.97157466,0.6998762,0.8369957,0.967105,0.9742908,1.1429307,1.0056244,1.0065368,1.13103,1.0933374,1.045638,0.86823034,1.0411506,1.0544752,1.1767848,0.6236206,1.0980108,0.9412334,0.8799477,0.8629348,0.9864756,1.0236785,1.0681314,1.1657194,0.8690418,0.8505242,1.1411293,1.1330647,1.0924978,0.93103594,0.8249301,1.1204972,0.6367251,1.1612692,1.0001777,1.1342179,0.9025277,1.1514518,0.94993687,1.2447214,0.6310635,0.9000325,0.98532367,1.1490779,1.1252441,0.88675034,1.1422478,1.2178651,1.0518236,1.0208428,0.75619245,1.0912983,1.163886,1.1535757,1.0344164,0.8559972,1.2555897,1.0954142,0.8901159,1.0465959,1.0965382,0.0,0.97458595
