,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shovel,sink,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
dress,0.96911436,1.0722066,1.1054986,0.8699991,0.8508434,1.0284278,1.0902277,1.0987095,1.0700519,0.93226874,0.91278505,1.2279539,0.964595,0.895581,0.9272591,1.0027866,0.9003642,1.1170286,1.117005,0.90227413,0.92790806,1.0806867,1.0470128,1.0951829,0.89133406,1.2035041,0.87388676,0.9503168,1.1260642,0.879575,1.006133,1.0837944,1.0347627,0.93646604,0.94625133,0.9068922,1.2472578,0.9890343,1.1861837,1.1504544,0.8546624,0.75281346,0.9545757,1.1134759,0.0,1.0443856,1.2104969,1.0375092,1.1628294,0.8647248,1.020944,1.0373397,1.026127,1.0142592,1.0621396,0.9075611,0.931902,1.1325173,0.8952082,1.1674093,0.8357826,0.9537105,0.864133,1.0967919,0.9575022,0.99140406,0.91830087,1.0905285,0.9055079,1.1046185,0.9777267,1.1341004,1.1129292,0.983052,1.0002735,0.9033955,1.1144537,1.0820187,1.2049916,0.9716295,1.1508129,1.1441557,1.166033,1.0140074,0.9706968,0.8455088,0.88191193,0.9003539,0.9275709,1.192555,1.1710715,0.8611826,1.1460927,1.141181,0.96923167,0.98646694,1.0216342,0.95560753,1.1406438,0.9979285,1.0341127,1.1861298,0.89362484,0.9029366,1.0937322,1.0215862,0.7578454,1.0748185,1.0876728,0.99922013,1.1800884,1.0227154,1.1475427,1.0378437,1.0679985,1.1059598,1.1995916,1.1045033,0.85055554,0.8444607,1.0813032,1.1300325,1.1296588,1.0071104,0.9571479,1.0434359,0.9180099,0.9564718,1.1067214,1.0133669
ear,1.3415749,0.856963,0.7398409,0.9484425,1.266858,0.79932404,0.84783256,1.0799507,0.7955519,1.4198252,1.4112182,0.81301606,1.1511214,1.4140362,0.9646076,1.284397,1.3842866,0.8115491,1.1327962,1.4977839,1.0142845,0.718395,0.98643345,0.77674675,1.2484974,0.808156,1.0093632,1.0538191,0.78558743,1.1028876,1.2669957,0.831442,0.8419773,0.9835992,1.0573375,1.1642514,0.69937503,1.0095426,0.79815805,1.3247664,0.9875725,1.1521281,1.0230457,1.1420306,1.0443856,0.0,0.6774555,1.112018,0.9119413,1.1217178,0.8825901,0.7560323,0.7551225,1.2225507,0.7580358,1.1055766,1.3107271,0.630938,1.167797,0.7734069,1.0078133,1.0385346,1.2653484,0.6479271,1.0877573,1.2009324,1.3086697,0.7322191,1.1809059,0.95779914,0.8591403,0.6895406,0.8477088,1.1618102,1.1788342,1.1991009,0.9248315,0.5199738,0.6331196,0.8873491,0.5446651,0.54526854,0.8237693,1.1213132,1.0088265,1.2471288,1.1099762,1.3977549,1.2320132,0.737587,0.76903296,0.8077718,0.8644806,0.688722,1.2746525,0.7162514,1.4001093,1.0418968,0.74320054,1.1743599,0.7901302,0.5881034,0.9938531,1.1399677,1.0216935,1.1011226,1.2239857,1.0741804,0.6561688,1.4406068,0.5870495,1.1719003,0.852787,1.1077056,0.9552052,0.65876377,0.68980616,1.1823708,1.2581217,1.4368109,0.9151581,0.5418126,0.7001357,1.2145246,0.7615864,0.87498564,1.4472225,1.0013266,0.53133386,1.0873722
egg,1.4075738,0.8523426,0.2832486,1.0056851,1.3855152,0.5110139,0.4864192,0.79176146,0.8294359,1.3045905,1.5326351,0.6888162,1.3759975,1.3561869,1.3003085,1.4537176,1.3244295,0.5239645,0.85680014,1.4071633,1.2318814,0.68140936,0.81590897,0.8776532,1.3320754,0.3539803,1.3077288,1.3687392,0.68901634,1.253324,1.1540248,0.65773076,1.1267595,0.901217,1.2978474,1.3903333,0.40376842,1.2786684,0.42027617,1.0454695,1.1715794,1.1357843,1.2510328,1.366172,1.2104969,0.6774555,0.0,1.3159902,0.69519126,1.1068062,0.7986109,0.76627374,0.7836014,1.2079028,1.035029,1.1156667,1.3625333,0.47622526,1.3030033,0.30625868,1.1754782,1.3252214,1.3900154,0.3954109,1.2857535,1.2717161,1.308844,0.7324679,1.4169669,1.230762,1.133695,0.69488424,0.8793346,1.0569357,1.0968641,1.3945371,0.7525643,0.4568782,0.12589657,1.2210728,0.4310788,0.36113894,0.2881691,1.4218984,1.2385033,1.3741788,1.37467,1.39464,1.0338972,0.76963216,0.75736105,1.0864944,0.69704986,0.5689979,1.2980179,0.8222046,1.2320111,1.1690661,0.24816608,1.306915,0.7930002,0.32930684,1.3082473,1.2961822,0.782292,1.3681145,1.3843917,1.1094966,0.86403954,1.3719287,0.30855596,1.2743454,0.44754165,1.154773,0.8340157,0.62019974,0.19685775,1.1126573,1.3118502,1.554706,0.75920427,0.30104578,0.53513634,1.1357508,1.0853676,0.50778246,1.3381267,1.2142162,0.5326843,1.209105
elephant,0.6985259,1.1349947,1.299403,1.118767,0.9414214,1.1819912,1.1770253,1.2152424,1.0143832,0.8891393,0.7570405,1.20752,0.8971073,0.8751329,0.42912853,0.80202115,0.84181726,1.3103069,1.1900342,0.85458076,0.9395035,1.1331213,1.2692785,1.1777686,0.8005986,1.2709658,0.5409149,0.9492035,1.0988355,0.8538892,0.8940511,1.3180623,0.93356514,1.1316246,0.9716243,0.83523536,1.3249543,0.5720435,1.3913224,1.029956,0.6339719,0.9577291,1.0722775,0.9421278,1.0375092,1.112018,1.3159902,0.0,1.0001,0.96760464,1.2379359,0.9809561,1.0749588,1.0558306,1.1037681,0.835643,0.55370647,1.2479855,1.1255124,1.3918463,0.9987186,0.66613334,1.0087563,1.2932851,0.55141103,0.9116769,0.86959267,1.2140328,0.90182614,1.1663735,1.0723883,1.1798594,1.1257797,1.0819273,1.0351985,0.99047774,1.1772108,1.3274013,1.2840922,1.0351062,1.2321036,1.2804794,1.2726613,0.80463284,0.36301917,0.9010425,0.8872719,0.9097776,1.0477791,1.2825954,1.2502888,0.9707263,1.2454844,1.0935344,0.7979112,1.0596867,0.9744781,0.9323231,1.2233859,1.0575131,0.9825388,1.2398751,0.887779,0.47754544,1.1232935,1.0910838,0.8994449,1.1220242,1.2267289,0.8990482,1.2689872,0.79694474,1.1860348,1.1543005,1.2370204,1.2918832,1.3070724,0.9657003,0.89237726,0.81485105,1.3079779,1.3528224,1.3655162,1.229653,1.1276817,1.2197217,0.894269,1.0716707,1.2847328,1.0044746
eye,1.1834185,1.0683519,0.90726155,1.1631656,1.2139088,1.0613793,0.883124,1.0543199,0.96360767,1.1883154,1.1423701,0.53646183,0.98813695,1.260308,1.1303359,1.1317514,1.1849002,0.8404026,1.0155803,1.2105964,1.1615429,0.59552795,0.97760856,0.7832049,0.9993785,0.64256734,1.1231028,1.0296258,0.89732236,1.0434217,0.97275555,0.9003484,1.0544927,1.0981805,1.0005716,1.222609,0.5825896,1.0492259,0.82638264,0.98354393,1.1173091,1.1974545,1.0778712,0.9845055,1.1628294,0.9119413,0.69519126,1.0001,0.0,1.0626576,1.0188346,0.88908017,0.9349293,1.1847839,0.8703679,0.975222,1.1303471,0.8715519,1.333362,0.7022793,1.1050278,1.1672441,1.3232186,0.77425915,1.1154598,1.165737,1.0971258,0.9801495,1.1239866,1.0389473,1.0506701,0.85920084,0.843115,1.2026328,1.1603261,1.346678,0.7774242,0.8371315,0.60055166,1.0902,0.91929185,0.71653384,0.81544626,1.0157212,1.0765592,1.170633,1.0812446,1.2032776,1.0244695,0.75429654,0.69985235,1.1003401,0.8428325,0.68999815,1.1043085,0.96023834,1.139878,1.0726032,0.87296784,1.16108,0.99698436,0.427149,1.0706079,1.0471414,0.9671268,1.1838486,1.1365988,1.1513499,0.9966543,1.1356436,0.8224127,1.1420764,0.7807563,1.1950275,1.0507011,0.81894714,0.61474216,1.1395584,1.117323,1.1939992,1.0276102,0.8050591,0.775831,1.1447341,0.93777853,1.0676119,1.2047253,0.9633506,0.89252955,0.8927518
face,0.8425436,1.2436393,1.0227964,0.80708337,0.77623147,1.1199989,0.98278534,1.0595787,1.3685901,0.98842317,0.8686792,1.2669827,0.93501997,0.9986788,0.91753745,0.88598007,0.94336694,1.2461427,1.1655798,0.99979234,1.0598125,1.1606467,1.2114766,1.2789636,0.88335294,1.1014209,0.8078412,0.88712716,1.2390337,0.8135534,0.7238225,1.1972961,0.94839406,1.1411957,0.96182054,0.891794,1.2747189,1.1714569,1.2229162,0.9689015,0.7725206,0.8324102,0.97326934,1.0386113,0.8647248,1.1217178,1.1068062,0.96760464,1.0626576,0.0,0.72422755,1.2220163,1.244361,1.1001328,1.1476829,0.9135022,0.90443844,0.82228255,1.0323794,1.0678929,0.34949017,0.9637688,0.73278123,1.0864953,1.0078585,0.9600848,0.7584101,1.2209831,0.78302974,1.1463649,1.1575611,1.2287145,1.1118773,0.9388217,1.097281,0.8874963,0.7737603,1.2658519,1.0951103,1.1592695,0.879459,0.9699323,1.1303566,1.0688401,0.92092645,0.73170626,0.74677026,0.92059356,0.94887114,1.2456547,1.2479734,1.0332267,1.1380743,1.2076132,0.9284199,1.1811261,1.1035671,0.9485744,1.2059181,0.80630314,1.198891,1.0972863,1.1210284,0.87592816,1.2074869,1.0294398,0.5988116,1.1706324,1.3111124,0.9892539,1.0236526,0.85746455,1.2517638,1.1701254,1.174339,1.3077255,1.1678686,1.0223039,0.54191256,0.91019803,1.2025541,0.92066234,0.92818284,0.95711714,1.2015313,1.252104,0.99765766,1.1346413,1.1187235,0.9566868
finger,1.189908,1.0857594,0.63698006,0.84763676,0.67829007,1.0640324,0.80091506,0.8111252,1.2423877,1.1801686,1.2277956,1.0040921,1.0796055,1.1681452,1.1577307,1.1555521,1.1939592,0.8978687,1.048294,1.2847552,0.897323,0.9671176,1.1491845,1.2007923,1.2317283,0.59532917,1.1914432,0.9993966,1.3092217,1.1346877,1.1073196,0.89358306,0.5858837,1.2934275,1.0816506,0.9097808,0.79839027,1.3565708,0.9000463,1.048551,1.1676673,1.0432271,1.0563006,1.1879072,1.020944,0.8825901,0.7986109,1.2379359,1.0188346,0.72422755,0.0,1.2487551,1.3412555,1.0943947,0.9882547,1.1324388,1.3421268,0.5549809,0.81498516,0.55037904,0.76176155,1.1615697,0.52081215,0.76910496,1.1286446,1.1907756,1.1085219,1.0815305,0.8239871,0.9419098,1.2222356,1.1780987,0.648666,1.0147092,1.1611859,0.8372899,0.4369396,0.7225555,0.74545544,0.94306123,0.4532038,0.60670024,0.7762228,1.1832255,1.0809684,0.7726035,0.8653192,1.112715,1.1530052,0.87550604,0.9095075,1.018517,0.6205469,0.9712518,1.1524593,1.226218,1.2262919,1.0837481,1.0475073,0.6688993,1.2398176,0.8518316,1.3012893,1.1496259,1.2657931,0.88295615,0.9282905,0.9963947,0.7916479,1.136976,0.7404248,1.1284953,1.1514584,0.9428438,1.1238016,0.8999004,0.7743478,0.95255584,1.0104725,1.287143,1.0673382,0.3103186,0.43681645,0.5984113,1.0117235,1.1876822,1.2588642,1.1521645,0.58274305,1.1193697
fish,1.0556111,0.8004131,0.8883531,1.1002176,1.3754683,0.71528745,0.9447028,0.98860985,0.73097193,1.2568344,1.3010157,0.7813323,1.1745471,1.2885318,0.9153565,1.2642359,1.0753706,0.8092496,1.0949092,1.2128017,1.2183646,0.86178744,0.716923,0.83840525,1.151073,0.90470505,0.9718787,1.2064731,0.6723774,1.1960169,1.1198602,0.9470614,1.1087021,0.8203076,1.0926603,1.2822909,0.72250175,0.9390885,0.83921194,1.0894796,0.86103415,0.89472365,1.0400813,1.1500497,1.0373397,0.7560323,0.76627374,0.9809561,0.88908017,1.2220163,1.2487551,0.0,0.48448873,1.0671381,0.81340975,0.699782,0.98410517,0.90309846,1.122573,0.9048306,1.2557188,1.0926667,1.4241738,0.5856966,1.103344,1.2280765,1.2389339,0.7599648,1.3466104,1.0730089,0.95912325,0.6144363,1.0486821,1.1945655,1.1448305,1.2575303,1.109262,0.8404961,0.80115324,1.1732898,0.8971418,0.9471012,0.8381568,1.1574786,0.9587481,1.3696938,1.3298576,1.1971041,1.0722959,0.79589653,0.7620487,0.82791424,0.9468024,0.77917093,1.0699017,0.5094037,1.2242551,0.9041474,0.699227,1.3169508,0.6394534,0.84981024,1.0693456,1.0493847,0.89913595,1.1271507,1.3318629,0.96885514,0.85931116,1.2914159,0.77545017,1.0952688,0.6951971,1.0246643,1.030821,0.6308171,0.8000032,1.0033505,1.2942412,1.3544759,0.86486363,0.9081454,0.9700521,1.2707021,1.0542603,0.52760655,1.2821046,1.09002,0.79476404,1.04778
flower,1.2000356,0.6956125,0.9429101,0.97924525,1.4341848,0.56880504,0.91736287,0.99627143,0.71108156,1.238162,1.3206412,0.8466802,1.1868527,1.3109936,1.0080813,1.3275468,1.1226614,0.76356083,0.9740693,1.1795089,1.3280172,0.80055165,0.83182156,0.6057408,1.1534328,1.0568005,1.100281,1.161858,0.4017676,1.0956665,1.1846833,0.9170459,1.231005,0.7264121,1.0160677,1.350471,0.7486123,0.82078695,0.78157055,1.1998279,1.0464689,1.0011145,0.97131705,1.1214359,1.026127,0.7551225,0.7836014,1.0749588,0.9349293,1.244361,1.3412555,0.48448873,0.0,1.0297971,0.75917816,1.0083786,0.97394955,1.0457013,1.1645412,0.9327674,1.3052626,1.12622,1.4323564,0.8582573,1.0941241,1.1348834,1.2482371,0.71751946,1.4407152,1.0440779,0.8125423,0.5201636,1.2072144,1.1262674,1.0114471,1.2949673,1.2560594,0.77494395,0.7255751,1.227753,0.9827149,0.89004767,0.9287263,1.1523359,1.0924029,1.4129374,1.4010336,1.163206,1.056236,0.8021761,0.802351,1.0211148,1.0693473,0.70205414,1.1063511,0.16898209,1.176129,0.93965197,0.6995798,1.4483628,0.58836585,0.814361,0.8306243,1.1343929,0.73079103,1.1813239,1.3630283,0.90282625,0.8471031,1.298249,0.8772749,1.0448033,0.6761305,0.98668194,0.8290831,0.66078,0.76045364,1.1667933,1.2549629,1.2735561,0.77937424,0.981317,1.0412531,1.3052384,0.9751361,0.572689,1.2053747,0.9819785,0.8907328,0.93174386
foot,0.981614,0.5549175,1.2031903,0.9377804,0.8922185,0.9973359,1.2512412,1.0056822,0.958465,1.0369422,0.996648,1.1854779,1.0222682,0.96036226,1.0098828,0.9875434,0.925285,0.9228729,1.074677,0.96211106,0.9653159,1.1922612,0.9808646,0.9617492,1.1139588,1.0661916,1.0463189,0.9873689,1.0213246,1.011846,1.1094987,1.0812541,0.99601775,0.8496789,0.9751125,0.91129774,1.2187552,0.9990145,1.0488161,1.0956498,1.0520366,0.94713974,0.8954525,1.1225129,1.0142592,1.2225507,1.2079028,1.0558306,1.1847839,1.1001328,1.0943947,1.0671381,1.0297971,0.0,1.1407007,0.989657,1.0124424,1.235088,0.22578341,1.1176786,1.1183791,0.9990378,0.9811629,1.1725088,0.9673103,0.90563124,0.95765686,1.1235806,0.9640925,1.0537411,0.90329444,1.0867119,1.0469462,0.94683164,1.0488409,0.35230637,1.1533326,1.040234,1.2242601,0.9631727,1.2330469,1.1829101,1.0290617,0.99083835,1.0507379,0.91529775,0.95482737,0.9263015,1.0428497,1.1798044,1.1615804,0.8960314,1.1586659,1.1957837,1.0151359,1.068173,1.0330943,0.9955211,1.0868337,0.9863206,1.0098896,1.2219346,1.0574503,0.98746604,0.9069202,1.027555,1.0277864,0.13130736,1.0698012,1.0451989,0.95416087,0.9957517,1.0105453,0.14035058,0.98772067,1.1847559,1.189987,0.9287071,1.0121859,1.0005736,0.90768576,1.1820695,0.98842776,1.0720423,0.9496032,0.94751537,1.0068486,1.0085022,1.0441035,1.0757551
fork,1.1558672,0.8900312,1.1783549,1.0669831,1.0748324,1.0428766,1.1518573,1.0719134,0.91184545,1.2701192,1.2986063,0.7095489,1.0836633,1.3647408,1.0941695,1.2491713,1.2024804,0.8649008,1.1867177,1.254719,1.1870248,0.56250197,1.0597227,0.75215614,0.9111838,1.0074613,1.1279198,1.015,0.83320916,1.0844305,1.1239858,0.90472513,0.61158425,1.092777,1.0524503,1.1617692,0.50896347,0.8504238,0.9853013,1.3014774,1.1504368,1.2070432,0.88959676,0.7901457,1.0621396,0.7580358,1.035029,1.1037681,0.8703679,1.1476829,0.9882547,0.81340975,0.75917816,1.1407007,0.0,1.081952,1.1370659,0.85207117,1.0619646,1.0054044,1.1017838,1.0541325,1.1074758,0.8750557,1.0567489,1.0491916,1.2743094,0.8322618,1.2346272,0.5184586,0.75235486,0.5894264,0.8769989,1.1957877,1.1074588,1.1844782,0.98094505,0.829216,0.8863233,0.9970658,0.83361113,0.8591586,1.1562579,0.98497546,1.0885947,1.1958681,1.2391698,1.1417971,1.1936038,0.3024367,0.3506356,1.0851797,0.93501043,0.7593967,1.0374737,0.6709533,1.2541101,1.0480616,1.0638313,1.2284341,0.8061153,0.8910462,0.802196,1.1320093,1.0713322,0.53364307,1.2749289,0.94865876,0.5909866,1.2497534,0.8761995,1.1077764,0.97668743,0.98773915,1.0500878,0.501267,0.9580289,1.067615,1.2645961,1.1832461,1.1089693,0.8459121,0.8192238,0.86303484,0.8177949,1.0909069,1.2743967,0.6476884,0.72530836,0.7636577
frog,0.64875627,1.0499159,1.0552297,1.0461097,1.0441298,1.0346823,1.1070123,1.0106617,1.0555648,1.0327184,1.061179,1.0278627,1.0895698,1.0087403,0.59808445,1.087904,0.7407197,1.1429129,1.1150492,0.9159303,1.1706185,1.1698568,0.98175967,1.2736967,1.0554718,1.0319977,0.44110602,1.1909952,1.0891882,1.1578728,0.99288,1.1332996,1.1644963,0.95577884,1.143823,0.7348213,1.0939956,0.9438457,1.2200117,0.9064075,0.43931448,0.53888553,1.0943518,1.1835736,0.9075611,1.1055766,1.1156667,0.835643,0.975222,0.9135022,1.1324388,0.699782,1.0083786,0.989657,1.081952,0.0,0.7564442,1.0759422,0.9991235,1.0484148,0.9501168,0.70553195,1.0205523,0.92876387,0.9233357,1.0737284,1.0622671,1.2348814,1.1035651,1.052147,1.1587464,1.0831618,1.0890422,1.0102694,1.0740099,0.85125023,1.0401962,1.163572,1.1624644,1.2767154,1.1803637,1.2661107,1.0478575,1.1927263,0.6303068,1.0630665,1.1157118,0.8874445,0.8867762,1.072679,1.0666335,0.9255329,1.0447351,1.1789075,0.74886227,0.9900348,1.012153,0.7388873,1.0131956,1.0526892,0.98642045,1.0701764,1.2376868,0.6580658,1.1296778,0.9876176,1.0752199,1.0737922,1.2150722,1.0764956,1.0289758,0.8828903,1.0673304,1.0139813,1.1896483,1.10674,1.0631781,0.82036877,1.0793585,1.0791597,1.1192591,1.1780629,1.0998063,0.988765,1.3210969,0.75653493,1.0123342,1.1539252,1.2047215,1.2365327
glass,0.5680891,1.1206148,1.4073554,1.070442,0.87496984,1.1510704,1.2428684,1.2209709,1.0882492,0.66521466,0.61390126,1.2991017,0.9760148,0.7139416,0.60887897,0.75247866,0.63720363,1.2840071,1.0569388,0.5702547,1.1367135,1.2230332,1.1202141,1.1194069,0.6782189,1.433401,0.5007646,1.0732119,1.0763679,0.74443907,0.8053859,1.3518412,1.133577,1.0449542,1.022032,0.8400228,1.432861,0.60068965,1.3892714,0.987547,0.6610452,0.8372835,1.0281472,0.89628476,0.931902,1.3107271,1.3625333,0.55370647,1.1303471,0.90443844,1.3421268,0.98410517,0.97394955,1.0124424,1.1370659,0.7564442,0.0,1.4149078,1.053226,1.3981767,0.9198116,0.65641576,0.8724988,1.438746,0.49779284,0.8248544,0.7589907,1.1813793,1.0041267,1.16817,1.097043,1.2358694,1.3822477,1.0495366,0.86140954,0.89912724,1.3345866,1.470367,1.3346255,1.2466885,1.4358435,1.37711,1.362204,0.91985834,0.54888165,0.8842195,1.0088055,0.7210234,0.9873378,1.3732445,1.3423643,1.1223755,1.3886482,1.3169737,0.6615577,1.0399189,0.77513015,0.9590724,1.262024,1.0310748,1.0110391,1.3187748,0.80508244,0.46924675,1.0107654,1.0766014,0.8455737,1.1087632,1.4132724,0.7476473,1.4189315,0.8325952,1.2165749,1.092082,1.1673516,1.4117131,1.3934948,0.9815055,0.7548734,0.57166827,1.2456301,1.510797,1.3923552,1.1243747,1.2897877,1.163151,0.63843817,1.0610689,1.4665711,0.89949685
glasses,1.2715307,0.9924614,0.6077657,1.1546402,1.1646647,0.84312177,0.83618903,1.0016767,0.9483269,1.331085,1.3701794,0.7144569,1.1714879,1.367576,1.2100798,1.2682612,1.2718219,0.7122198,1.1071508,1.4057924,1.0501268,0.757627,0.97290087,1.034012,1.0976588,0.61818,1.1324496,1.1929011,0.9842705,1.247575,1.0971464,0.8291621,0.7687841,1.1714644,1.1299498,1.2874261,0.45988756,1.2958708,0.7094889,1.1456838,0.9856037,1.010557,1.1585459,1.1712033,1.1325173,0.630938,0.47622526,1.2479855,0.8715519,0.82228255,0.5549809,0.90309846,1.0457013,1.235088,0.85207117,1.0759422,1.4149078,0.0,1.1929492,0.51889145,0.75249684,1.2613785,1.1934592,0.30647606,1.3207712,1.1846652,1.1693077,0.90304947,1.0915971,1.015606,1.1233226,0.706634,0.7138157,1.2587916,1.2299005,1.28919,0.51201344,0.6785437,0.45514673,1.0497187,0.26885694,0.4471897,0.77079934,1.1752764,1.0868702,1.2033131,1.0811807,1.3263323,1.1639178,0.6320303,0.66275066,0.97729087,0.7051303,0.647248,1.2284712,0.9479892,1.346246,1.0430354,0.731591,1.0257446,0.8957838,0.56255925,1.2084953,1.2522168,1.244886,1.0086122,1.1439626,1.1128069,0.8390108,1.3861892,0.2735734,1.2029519,0.9741599,1.1400692,1.0718312,0.6635468,0.5669983,0.99807024,1.170057,1.4440172,0.9732739,0.2186454,0.5561415,0.9559142,0.9651094,0.8285512,1.3842566,1.0352466,0.34406394,1.0833482
glove,0.93698746,0.6367351,1.1702298,0.8837059,0.6393506,1.0417057,1.2522538,0.9817607,1.1031808,1.0510707,0.9276414,1.2333916,0.9530482,0.93692636,1.0181315,0.8521475,0.9709285,0.93664336,1.1680701,1.0471407,0.8044654,1.2648461,1.0764568,1.1476834,1.0834782,1.0592653,0.99537003,0.8876724,1.2029461,1.0480919,1.0848571,1.1604735,0.76289487,0.9946952,0.9325384,0.7281823,1.2662275,1.0911483,1.1780735,1.1221303,1.0321711,0.9454427,0.93700284,1.1070194,0.8952082,1.167797,1.3030033,1.1255124,1.333362,1.0323794,0.81498516,1.122573,1.1645412,0.22578341,1.0619646,0.9991235,1.053226,1.1929492,0.0,1.1166505,0.98948044,0.88632673,0.6896128,1.1730796,0.93140924,1.0168821,0.9079653,1.1532831,0.76963687,0.9376175,1.0641972,1.2281499,1.0151656,0.9069284,1.0913194,0.17302763,1.0427103,1.0720866,1.3080108,0.8472568,1.126397,1.1882509,1.0772849,0.99855316,1.0463338,0.61136794,0.798993,0.91682243,1.1198248,1.1571715,1.1737138,0.8238106,1.0840828,1.2053901,0.9924862,1.1210136,1.0757104,1.0215989,1.2226367,0.7042067,1.1249051,1.3608463,1.1242392,0.99424124,1.1444088,0.86919266,0.83882743,0.23824346,0.95117325,1.0396647,1.052327,0.9751935,1.2231097,0.17249048,1.158125,1.2083623,1.2910929,0.9065195,0.9328374,1.0299617,1.0502301,1.0649527,0.87234646,0.87965935,0.91549724,1.0961181,1.0629143,1.0763736,0.8759573,1.0741308
gum,1.397618,0.92991114,0.4298091,0.97819614,1.2885461,0.731166,0.6304002,0.7469956,0.86264277,1.2081444,1.5370774,0.7026673,1.3325822,1.1955019,1.2374098,1.4212481,1.2771119,0.6070457,0.61025685,1.290975,1.134343,0.78772295,0.82839024,1.0443,1.4119196,0.36407113,1.3432331,1.3786174,0.90728855,1.3191864,1.2869611,0.64033306,0.9380501,0.9671399,1.2846279,1.2011151,0.43051577,1.3648475,0.47805077,0.87569237,1.2680938,1.1208631,1.2244473,1.3757498,1.1674093,0.7734069,0.30625868,1.3918463,0.7022793,1.0678929,0.55037904,0.9048306,0.9327674,1.1176786,1.0054044,1.0484148,1.3981767,0.51889145,1.1166505,0.0,1.1385375,1.2878878,1.087306,0.51321006,1.3102872,1.2864354,1.3580489,0.8665627,1.3396945,1.0383248,1.1870549,0.8700243,0.844986,1.1266277,0.9468573,1.188602,0.5562356,0.5471247,0.27628124,1.1428127,0.44027543,0.3972298,0.46326274,1.4450991,1.2465693,1.2496696,1.3416786,1.308984,1.0160952,0.7383658,0.7709942,1.1601098,0.49833822,0.7746016,1.1934657,0.9830736,1.0665938,1.2071693,0.63272536,1.1399646,1.0165466,0.36569196,1.4416785,1.3186371,0.8333962,1.1414813,1.335663,1.0275695,0.9034934,1.2049245,0.46536303,1.2538031,0.6213959,1.0173798,0.7922175,0.64231026,0.29264486,0.8730514,1.309497,1.5479262,0.8039684,0.32753253,0.3985237,0.76612294,1.0772626,0.6462252,1.2255071,1.2536898,0.5412774,1.1722043
hair,0.7984783,1.2218547,1.1081467,0.97089297,0.67936826,1.233135,1.0705856,1.1653625,1.2828529,1.0198195,0.81229424,1.2181678,0.8580148,1.0041019,0.93452257,0.7981849,0.9590361,1.1797884,1.2415322,1.0229441,0.9166386,1.1320269,1.2727268,1.2338439,0.81058335,1.1386144,0.7744868,0.8063812,1.290236,0.7907166,0.69175303,1.1831275,0.820399,1.2726104,0.87002,0.80262804,1.2289395,1.1273851,1.290567,1.0607494,0.7942033,0.8980227,0.9719416,0.96861196,0.8357826,1.0078133,1.1754782,0.9987186,1.1050278,0.34949017,0.76176155,1.2557188,1.3052626,1.1183791,1.1017838,0.9501168,0.9198116,0.75249684,0.98948044,1.1385375,0.0,0.8481645,0.67696106,1.0245789,1.0212013,0.95300245,0.7239989,1.2421677,0.65224206,1.0421423,1.1667199,1.2437454,1.0317895,0.9971127,1.1449252,0.84156376,0.8334006,1.2489114,1.1550462,0.98435265,0.91257054,1.0015392,1.2543695,0.9788737,0.89266735,0.6665962,0.6517387,0.94084644,1.0647211,1.1816009,1.2130834,0.9904334,1.1336184,1.1280595,0.92273766,1.1953217,1.1330259,1.0011561,1.2214617,0.6353453,1.2213326,1.0904987,0.9903079,0.91392577,1.3194797,0.93348265,0.5337388,1.1923876,1.2180262,0.98599863,1.0565751,0.9899767,1.3869128,1.1457018,1.2123665,1.2613223,1.2034209,1.0818087,0.6135694,0.8583496,1.2984916,0.9233892,0.9252822,0.88734174,1.033839,1.3715733,1.0358922,1.0772551,1.0513325,0.92334676
