,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shovel,sink,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
soap,1.3510287,0.7920023,0.56126595,0.8231111,1.4973643,0.60696775,0.6941861,0.68233526,0.8520398,1.2409651,1.4642783,0.89591116,1.3276663,1.2667611,1.1579832,1.4808552,1.2117603,0.73827064,0.7670015,1.2639055,1.2854515,0.72588426,0.79788494,0.6926175,1.3434818,0.5147045,1.2647481,1.3022469,0.47333896,1.1455164,1.2551465,0.53015125,1.1840658,0.647719,1.256308,1.2816586,0.7215535,1.022701,0.4426918,0.9205141,1.1652899,1.1451001,1.0668486,1.2682607,1.1475427,0.852787,0.44754165,1.1860348,0.7807563,1.2517638,1.1514584,0.6951971,0.6761305,1.0105453,0.97668743,1.0673304,1.2165749,0.9741599,1.2231097,0.6213959,1.3869128,1.2871525,1.444094,0.712307,1.2052506,1.1947109,1.3675535,0.7073345,1.5163648,1.1987262,0.9567504,0.7033034,1.0241929,0.9140175,1.0268832,1.305734,1.095215,0.5485195,0.5870334,1.2438806,0.8690827,0.70244783,0.3308953,1.3069453,1.2177835,1.4926682,1.4584932,1.2220283,0.88844407,0.8733194,0.81571025,1.0721216,0.6816281,0.8126389,1.2047575,0.76814485,1.0579256,1.0478321,0.476106,1.4550884,0.7927105,0.6042314,1.1817598,1.2031113,0.28882623,1.3319622,1.5107099,0.97892797,0.9258527,1.1885645,0.80268824,1.1697394,0.0,0.9981977,0.45444262,0.7669277,0.5046162,1.0027683,1.3692579,1.3885963,0.5758214,0.8221026,0.8627676,1.252188,1.1128618,0.5727747,1.2248446,1.2015886,0.8951563,1.1073883
sock,1.084113,0.41669422,1.1182696,0.9544125,0.89620143,0.8901301,1.1801249,0.91589224,0.93357825,1.1291498,1.1546452,1.1109128,1.1126786,1.0617168,1.0548389,1.1282722,1.0287989,0.7955222,1.0344045,1.0740713,0.9806315,1.140248,0.9722255,0.9891907,1.1743395,0.9843753,1.0930445,1.0934473,0.9871848,1.1367645,1.1893082,1.0048015,0.83096725,0.8727324,1.064644,0.9388473,1.0972286,1.043927,0.9354853,1.086405,1.0907096,0.98036784,0.9644705,1.1226039,1.0378437,1.1077056,1.154773,1.1543005,1.1950275,1.1701254,0.9428438,1.0246643,0.98668194,0.14035058,0.98773915,1.0139813,1.092082,1.1400692,0.17249048,1.0173798,1.1457018,1.0197155,0.94392097,1.06146,1.0031128,0.97308666,1.1144161,1.0224159,1.0505764,0.9310907,0.97426957,1.002039,0.9526515,0.9542755,1.0615101,0.33459532,1.0940402,0.94780207,1.1731616,0.9853572,1.1057837,1.116185,0.9649184,1.0622792,1.0860398,0.96913666,1.0569308,0.9922313,1.0927966,1.0218704,1.0321796,0.93299276,1.03828,1.1790634,1.0629644,1.0144049,1.0754613,1.0126635,1.0919826,0.9984956,0.963685,1.1699796,1.1161467,1.0555208,0.9375205,0.9272219,1.130384,0.090087235,0.88985574,1.1207078,0.8805604,1.0415069,0.9981977,0.0,0.9753002,1.0419388,1.143437,0.8826094,1.1283541,1.1327744,0.82701427,1.0377887,0.8266983,0.98625857,0.9684179,0.8907379,1.0935303,1.0221866,0.8617184,1.0825927
soup,1.2737808,0.88536215,0.68748826,0.7213022,1.3406725,0.7021372,0.77848965,0.64052963,0.95580107,0.9237894,1.2893003,1.1237411,1.245275,0.9317421,1.1643763,1.3226712,1.1304455,0.9273392,0.50355744,0.9565117,1.0921134,0.9858575,0.9058153,0.8582802,1.2578769,0.8953676,1.3097825,1.2033389,0.6268177,1.0657421,1.2467324,0.539751,1.1484416,0.62702954,1.2358863,1.1303892,1.0339658,1.0969158,0.49474502,0.7564423,1.266607,1.1212406,1.107745,1.0936648,1.0679985,0.9552052,0.8340157,1.2370204,1.0507011,1.174339,1.1238016,1.030821,0.8290831,0.98772067,1.0500878,1.1896483,1.1673516,1.0718312,1.158125,0.7922175,1.2123665,1.2856922,1.0687631,0.9846846,1.1933855,1.0432847,1.3456314,0.7750692,1.3747795,1.0302,0.8735813,0.9146139,1.0721667,0.68325275,0.6393736,1.12225,1.1596037,0.7052415,0.94934857,1.0999396,0.9948752,0.917164,0.66655177,1.209428,1.246881,1.3222642,1.3506324,1.0609621,0.73838913,1.0334244,1.0281075,1.219965,0.6963114,1.1377971,1.0918543,0.98551744,0.7025578,1.1134543,0.78393525,1.2951884,1.0381899,0.90497756,1.1034861,1.2575064,0.23722506,1.1133742,1.3549751,0.9905371,0.8860529,0.83149,1.0461762,1.0769973,0.45444262,0.9753002,0.0,0.9591412,0.9006691,0.95245695,1.2522945,1.1123905,0.5210924,1.0426419,1.0034893,1.0239831,1.1363208,0.8171361,0.8484184,1.2160828,1.07248,1.0274842
spoon,1.4508599,0.9034263,0.78248817,1.1450032,1.3225987,0.8246306,0.8206374,0.94561094,0.73474467,1.3698955,1.5373132,0.5091701,1.2019379,1.4310832,1.1853325,1.4508121,1.3935988,0.5361668,0.9326883,1.3914624,1.1009502,0.5116174,0.68618685,0.6696565,1.2686007,0.6540201,1.3890674,1.1216519,0.8176603,1.219149,1.2706752,0.7694031,0.8673982,1.0442472,1.0944431,1.372212,0.2812531,1.0813732,0.63013595,1.1441007,1.2849872,1.1998829,0.87255216,1.0343825,1.1059598,0.65876377,0.62019974,1.2918832,0.81894714,1.3077255,0.8999004,0.6308171,0.66078,1.1847559,0.501267,1.10674,1.4117131,0.6635468,1.2083623,0.64231026,1.2613223,1.3479031,1.3712671,0.55585176,1.3062824,1.2093083,1.4024253,0.60011923,1.2861718,0.6768304,0.8156506,0.5181392,0.5848658,1.239967,1.0906451,1.3984656,0.7849607,0.62298226,0.57580984,0.8793013,0.63614273,0.67658085,0.77578366,1.0557935,1.2587941,1.3736304,1.2693356,1.4110858,1.2165837,0.36253083,0.3950492,0.9179583,0.67982304,0.53940415,1.3520886,0.6212951,1.2578616,1.084458,0.7478838,1.2752763,0.6846998,0.55492616,0.9245384,1.4058126,0.99538726,0.8272387,1.3846059,1.0407308,0.39167446,1.3466669,0.6348017,1.226526,0.7669277,1.0419388,0.9591412,0.0,0.5176431,1.0345469,1.4014596,1.4624603,0.91000223,0.56322163,0.6762355,0.81691134,0.6357232,0.71367085,1.3987246,0.66956544,0.5709364,0.93102974
strawberry,1.4611464,0.8954199,0.43812168,1.1037462,1.405411,0.683635,0.5003027,0.9005235,0.80350953,1.3549824,1.5256373,0.5219577,1.3003198,1.3860455,1.2471145,1.4026636,1.3307433,0.5360297,0.8266932,1.401762,1.1970603,0.62117016,0.67582256,0.77470297,1.3588336,0.28507543,1.3491523,1.2869235,0.7288561,1.2299197,1.1434293,0.6694085,1.0931433,0.987789,1.20787,1.3556676,0.3412559,1.2374201,0.50098044,1.1062495,1.2419192,1.1427891,1.1184387,1.3038592,1.1995916,0.68980616,0.19685775,1.3070724,0.61474216,1.1678686,0.7743478,0.8000032,0.76045364,1.189987,0.9580289,1.0631781,1.3934948,0.5669983,1.2910929,0.29264486,1.2034209,1.3616374,1.3694754,0.43587625,1.2985743,1.2861283,1.326003,0.7545759,1.3740312,1.1286618,1.0891832,0.68371147,0.7959992,1.1849966,1.1654783,1.3808506,0.63211024,0.5000588,0.16098046,1.120208,0.5200784,0.44816244,0.35897553,1.3115414,1.2255325,1.3656538,1.3367386,1.3654695,1.137888,0.71374846,0.7103217,1.0246695,0.6453,0.5614346,1.31935,0.80996096,1.2487582,1.0998874,0.3711806,1.2622674,0.80650634,0.2544787,1.214504,1.3409231,0.82231426,1.2853768,1.3098977,1.1045258,0.823974,1.3751018,0.4713173,1.2737861,0.5046162,1.143437,0.9006691,0.5176431,0.0,1.1339234,1.2762052,1.5452744,0.8263962,0.37493157,0.5746877,0.9976263,0.94215745,0.57504386,1.390171,1.1254687,0.61752295,1.1239563
stroller,0.88598347,1.0334026,0.95046365,1.0412779,1.0275807,1.1047943,1.1269245,0.7087567,0.97043645,0.9915931,1.0579343,1.0095965,1.0043159,0.9078392,0.9382101,0.97823083,0.95252615,1.1399695,0.9537845,0.97905594,0.86015415,1.2358422,1.0097635,1.3182406,1.0135247,0.9651285,0.906644,1.1569616,1.2032467,1.1621175,1.0543679,1.0597134,0.98175937,0.96886986,1.1364421,0.815969,1.0536056,1.0965128,1.0243639,0.6799983,0.8912398,0.93606293,1.1938319,0.98118716,1.1045033,1.1823708,1.1126573,0.9657003,1.1395584,1.0223039,0.95255584,1.0033505,1.1667933,0.9287071,1.067615,0.82036877,0.9815055,0.99807024,0.9065195,0.8730514,1.0818087,0.95398927,0.8595183,0.95142734,1.0496389,1.0345234,1.0898241,1.1087067,1.0426772,0.86844194,1.0723479,1.1877131,1.0144948,0.87170684,1.030379,0.8283891,0.88553387,1.0785843,1.1694984,0.97039646,0.97173166,1.1503581,0.9826389,1.047556,0.99480844,0.9574056,1.0952204,1.0162361,0.90665716,1.0241438,1.0540056,0.97172695,0.72565424,1.2315037,0.83927864,1.1406925,0.90795314,0.9640464,1.0639818,0.9619743,1.100245,1.2064354,1.2276299,1.0011928,1.0284519,0.78751975,1.0329368,0.9719117,0.9432987,0.9157621,0.9591619,0.92735296,1.0027683,0.8826094,0.95245695,1.0345469,1.1339234,0.0,1.0535965,1.1068859,0.96027577,1.0754535,0.9442579,0.87579757,1.1222638,0.87402046,0.98249733,1.0927947,1.0540285,1.0871742
sweater,0.7312219,1.2431326,1.3078703,1.0644903,0.6430418,1.3302755,1.1425569,1.2175744,1.2367754,0.82165015,0.52755475,1.177552,0.73526716,0.78227234,0.96298563,0.49641824,0.82465565,1.2849838,1.1869801,0.82634956,0.78863114,1.2400818,1.2048995,1.201938,0.69573134,1.2983389,0.8916949,0.7300564,1.2871547,0.719218,0.5393787,1.3560443,1.066515,1.2672486,0.7710475,0.81200606,1.3761966,1.0646021,1.428447,1.0177482,0.96078044,0.9330738,1.0111442,0.8964,0.85055554,1.2581217,1.3118502,0.89237726,1.117323,0.54191256,1.0104725,1.2942412,1.2549629,1.0121859,1.2645961,1.0793585,0.7548734,1.170057,0.9328374,1.309497,0.6135694,0.9275742,0.6855226,1.3233209,0.73966444,0.9102499,0.2986365,1.2591287,0.45421046,1.0978589,1.1191047,1.3119681,1.183242,0.9913983,1.0662608,0.79990375,1.0317332,1.4173912,1.2779086,0.8779742,1.1944194,1.2587726,1.3280702,0.83979917,0.97307587,0.5307912,0.47500372,0.80841947,1.0533978,1.3554237,1.3416744,0.88773656,1.2523315,1.2287406,0.8168446,1.2311528,0.9651579,1.0351012,1.2939132,0.58885795,1.2381604,1.3114793,0.83563405,0.88966924,1.232219,1.0130936,0.1360259,1.1205554,1.3059951,0.8506326,1.3370965,0.93901134,1.3692579,1.1283541,1.2522945,1.4014596,1.2762052,1.0535965,0.0,0.62783104,1.2862961,1.2629446,1.2389239,0.94327575,0.94675106,1.3730055,0.83734226,0.97323763,1.3106967,0.9330098
table,0.58435273,1.2391088,1.5314429,1.0997363,0.67776805,1.3332161,1.2857555,1.2692518,1.1502842,0.35201317,0.29623318,1.3442628,0.6267945,0.44089162,0.97033685,0.59252673,0.5429114,1.3401508,0.93727016,0.29931086,0.9702973,1.2531214,1.153214,1.123742,0.59471893,1.5279055,0.91117895,0.6699965,1.2603627,0.6130056,0.7444134,1.3352606,1.1293296,1.1406108,0.6974885,0.7756133,1.5088059,0.7350713,1.395257,0.9726657,1.0215013,0.97140306,0.81096435,0.7118072,0.8444607,1.4368109,1.554706,0.81485105,1.1939992,0.91019803,1.287143,1.3544759,1.2735561,1.0005736,1.1832461,1.0791597,0.57166827,1.4440172,1.0299617,1.5479262,0.8583496,0.77684927,0.69730985,1.5801549,0.71481705,0.5991469,0.5854403,1.2408804,0.7082579,0.9856317,0.83461714,1.2734356,1.2414968,0.92447317,0.7935507,0.9107206,1.2830354,1.579206,1.5150695,0.99023354,1.5387579,1.4949758,1.4919039,0.682023,0.935179,0.77531517,0.7491273,0.4686829,0.97479826,1.3568029,1.3574983,1.1249421,1.4193158,1.3080108,0.68682975,1.244118,0.52609754,0.99602735,1.4464066,0.8180157,1.1957005,1.4788575,0.59247535,0.79833853,1.0641242,0.85348034,0.6832423,1.1385624,1.3404856,0.4217192,1.5307492,0.85408396,1.3885963,1.1327744,1.1123905,1.4624603,1.5452744,1.1068859,0.62783104,0.0,1.182029,1.6073524,1.4972465,0.88070494,1.1569314,1.3692113,0.3137164,0.7906075,1.5374389,0.8040973
tape,1.347281,0.78855157,0.66962785,0.84477496,1.3718626,0.61772615,0.8649917,0.72484934,0.86892116,1.1025952,1.3376703,0.96446717,1.2134013,1.1711301,1.2311932,1.4264312,1.2070283,0.7313969,0.6912981,1.1377211,1.2813151,1.0339836,0.66234934,0.7218619,1.3050833,0.8903669,1.2517519,1.1921157,0.59522635,1.1706756,1.2463465,0.45752412,1.2097944,0.51494634,1.1349096,1.2766995,0.8760889,1.1188108,0.24597514,0.8136157,1.1525465,1.080703,1.0235443,1.14354,1.0813032,0.9151581,0.75920427,1.3079779,1.0276102,1.2025541,1.0673382,0.86486363,0.77937424,0.90768576,1.1089693,1.1192591,1.2456301,0.9732739,1.0502301,0.8039684,1.2984916,1.2648373,1.2753801,0.8216259,1.2226337,1.0761278,1.2788953,0.48483026,1.4140674,1.0501282,0.8425924,0.7597747,0.9823197,0.8963399,0.93123865,1.1115429,1.0531783,0.6893896,0.8297873,1.2666274,0.88884073,0.8511868,0.63445234,1.2274939,1.273874,1.4178069,1.3673792,1.210538,0.685918,0.9050613,0.8577858,1.1317599,0.84853643,0.96842587,1.3001453,0.89120454,0.99094003,0.9812467,0.66582096,1.2380775,0.82946014,0.8209051,1.181193,1.2156658,0.5605307,1.122401,1.4160379,0.8667997,0.90462047,1.0757463,0.7864586,1.1465814,0.5758214,0.82701427,0.5210924,0.91000223,0.8263962,0.96027577,1.2862961,1.182029,0.0,0.917147,0.88193876,1.1502829,1.1883674,0.54151076,1.0279723,1.0935994,0.87960863,1.1179307
toe,1.4248474,0.8944956,0.41434515,0.99220616,1.0845882,0.7495403,0.6881913,0.8970886,0.95972687,1.4210942,1.5439401,0.7204476,1.2968554,1.4494376,1.2873378,1.4060189,1.3855603,0.5606133,1.0659469,1.5366334,1.0544136,0.64615154,0.9621522,0.9401418,1.3188717,0.4064603,1.2946923,1.2082859,0.9334126,1.2836751,1.2120472,0.72051156,0.7286509,1.1580036,1.1980265,1.2849295,0.3932913,1.3803172,0.57240427,1.2204133,1.166902,1.1194623,1.1359046,1.3338263,1.1300325,0.5418126,0.30104578,1.3528224,0.8050591,0.92066234,0.3103186,0.9081454,0.981317,1.1820695,0.8459121,1.1780629,1.510797,0.2186454,1.0649527,0.32753253,0.9233892,1.3289597,1.0844624,0.34474784,1.3288348,1.3040056,1.3000245,0.8404158,1.1654285,1.0653831,1.1381836,0.76672685,0.6345781,1.1976575,1.2453709,1.2144551,0.4682333,0.41562068,0.26186514,1.0179931,0.16531473,0.23975897,0.55234414,1.3293625,1.1888483,1.1447906,1.1487249,1.3918937,1.2214179,0.64194125,0.6584587,0.9875079,0.6141799,0.5606276,1.3548062,0.9183315,1.4315841,1.112257,0.6038011,1.03838,0.9044902,0.43363035,1.28435,1.3419389,1.1454381,1.1182213,1.2209764,1.0189875,0.66977286,1.4700977,0.27862465,1.254491,0.8221026,1.0377887,1.0426419,0.56322163,0.37493157,1.0754535,1.2629446,1.6073524,0.917147,0.0,0.30879366,0.9171699,0.91201115,0.81770873,1.5013733,1.1216981,0.26818204,1.1582416
tooth,1.3009641,0.9097067,0.5581166,0.8785397,1.0415395,0.8996545,0.7643082,0.77624154,0.9954623,1.3721056,1.4799411,0.80201125,1.2217433,1.369173,1.2203401,1.3399413,1.3256077,0.6060389,1.0313922,1.4396956,1.1113558,0.77690053,0.9638019,0.98994994,1.2646599,0.5202758,1.2525586,1.1399213,1.0285609,1.2363096,1.1656665,0.7491766,0.6929885,1.1359793,1.1694993,1.1223794,0.5741699,1.3501644,0.6397761,1.0638964,1.2129642,1.1241995,1.0934262,1.241819,1.1296588,0.7001357,0.53513634,1.3655162,0.775831,0.92818284,0.43681645,0.9700521,1.0412531,0.98842776,0.8192238,1.0998063,1.3923552,0.5561415,0.87234646,0.3985237,0.9252822,1.2254078,0.9979649,0.6014921,1.2626791,1.2930708,1.3176496,0.8738278,1.1624153,1.0188798,1.097087,0.9220773,0.6994097,1.0590007,1.2366259,0.9203835,0.5496894,0.55781144,0.48732603,1.0607033,0.43443018,0.40872025,0.64385587,1.2927248,1.1960812,1.0528015,1.1688232,1.3292513,1.097245,0.7528059,0.7603225,1.0767883,0.6092923,0.8290879,1.1960118,0.9793386,1.3227193,1.1099004,0.81759715,0.97633266,1.0798542,0.57654727,1.3332193,1.2788025,1.0547885,1.0475796,1.1827096,0.8888509,0.7859769,1.3544753,0.5043453,1.1732726,0.8627676,0.8266983,1.0034893,0.6762355,0.5746877,0.9442579,1.2389239,1.4972465,0.88193876,0.30879366,0.0,0.84547615,0.9729322,0.9261124,1.4023154,1.140996,0.5040851,1.0379303
toothbrush,1.0135503,1.1724672,1.0149742,0.99699855,0.759964,1.2038875,0.95032233,0.84608227,1.1353883,0.8045644,1.0020314,1.0029843,0.9605442,0.8001551,1.1049883,1.0115792,0.964108,0.943399,0.7609833,0.849623,0.86625683,1.0580281,0.9162314,1.2536464,1.0830815,0.8867473,1.1956313,0.98204565,1.366776,1.0750582,1.0476766,1.0447435,0.8401091,1.2796557,1.03295,0.7723954,0.89603484,1.2257837,1.0863702,0.8464228,1.2228788,1.0211954,0.96701664,0.95314026,1.0071104,1.2145246,1.1357508,1.229653,1.1447341,0.95711714,0.5984113,1.2707021,1.3052384,1.0720423,0.86303484,0.988765,1.1243747,0.9559142,0.87965935,0.76612294,0.88734174,1.1003255,0.4565662,1.080197,1.067067,0.922323,1.0326104,1.0965936,0.82402587,0.64752334,1.0366622,1.2206974,0.8272817,0.90322775,0.8860692,0.8249402,0.77495944,1.1296616,1.0889357,0.85762465,0.93963385,1.0909536,1.0496845,1.0534562,1.0996014,0.8144287,0.9082438,0.8752984,1.0630571,0.83949065,0.94572234,1.0727315,0.7719687,1.1979033,0.9557342,1.2647886,0.7808442,1.1319755,1.2215849,0.6292088,1.2079146,1.1192077,1.1494848,1.1375657,1.1710899,0.4665357,0.9061298,1.0718554,0.87673557,0.75022864,1.1283859,1.1157916,1.252188,0.98625857,1.0239831,0.81691134,0.9976263,0.87579757,0.94327575,0.88070494,1.1502829,0.9171699,0.84547615,0.0,0.99718964,1.1284466,0.82760656,0.8614613,0.9874957,1.0190142
towel,1.2548094,1.0219133,1.2304984,1.1095651,0.9267839,1.2956316,1.1495903,1.1721742,0.77700883,1.2913836,0.96227807,0.7305401,0.72265863,1.1841052,1.1095421,0.78516734,1.2616619,0.92399585,1.211266,1.2818716,0.4974028,0.65661633,0.9051734,0.6156153,1.058007,0.98946786,1.2660971,0.6323337,1.0787213,0.889221,1.1115476,1.0309662,0.85688746,1.2623271,0.6942508,1.1219589,0.790256,0.99630314,1.0693176,1.2823484,1.27844,1.2155225,0.7167671,0.8851795,0.9571479,0.7615864,1.0853676,1.1276817,0.93777853,1.2015313,1.0117235,1.0542603,0.9751361,0.9496032,0.8177949,1.3210969,1.2897877,0.9651094,0.91549724,1.0772626,1.033839,1.1273661,1.1802943,0.91891146,1.0988793,1.0785586,0.9446785,0.9456837,0.61300015,0.7780322,0.68428993,0.9369529,0.5749147,1.2260936,1.2419021,1.0751071,0.9042798,0.84326583,1.0200598,0.22739446,0.9397644,0.93213886,1.1922652,0.6731109,1.2390513,0.831695,0.5914297,1.211494,1.3038056,0.75152826,0.7542137,0.6306907,0.92524457,0.7386068,1.2723455,0.90052986,1.2561865,1.0799685,1.1607665,0.8393827,0.9728745,0.9308226,0.6441378,1.3195941,1.205391,0.94285285,0.7923253,0.9468985,0.67405874,1.227433,1.0304196,1.1046817,1.1128618,0.9684179,1.1363208,0.6357232,0.94215745,1.1222638,0.94675106,1.1569314,1.1883674,0.91201115,0.9729322,0.99718964,0.0,1.2633433,1.3218662,0.59736687,0.84350145,0.78893316
toy,1.2011464,0.7157439,0.5607046,1.042023,1.5687101,0.36080074,0.7293946,0.6941402,0.62571406,1.1355147,1.4378914,0.8309962,1.2997406,1.1330613,1.136611,1.4631827,1.0145252,0.6457017,0.7575655,1.0701028,1.3309947,1.0041155,0.50651455,0.9425899,1.2935143,0.7562281,1.1049507,1.4016936,0.6491482,1.3481677,1.1645911,0.8003309,1.3074975,0.5512002,1.192137,1.3057513,0.7069218,1.057296,0.5493433,0.9525998,0.9209856,0.69586,1.1704351,1.3339427,1.0434359,0.87498564,0.50778246,1.2197217,1.0676119,1.252104,1.1876822,0.52760655,0.572689,0.94751537,1.0909069,0.75653493,1.163151,0.8285512,1.0961181,0.6462252,1.3715733,1.2170905,1.4493725,0.5262618,1.2585465,1.1680794,1.3455603,0.69508606,1.553817,1.1490359,0.9957011,0.6694496,1.1041716,0.9942609,0.955143,1.2275046,1.1235682,0.7363372,0.635741,1.3566233,0.84817106,0.8981848,0.5315242,1.3253095,1.1615647,1.5167462,1.5397024,1.2182562,0.8845014,0.9013043,0.9110835,0.9844983,0.86952555,0.84427214,1.124447,0.65865207,1.0119339,0.8968992,0.43690455,1.4225798,0.55722183,0.79898745,1.2407278,1.1370083,0.7151965,1.2112651,1.4805517,0.8970169,0.93695116,1.2374631,0.5968884,1.1525617,0.5727747,0.8907379,0.8171361,0.71367085,0.57504386,0.87402046,1.3730055,1.3692113,0.54151076,0.81770873,0.9261124,1.1284466,1.2633433,0.0,1.0892234,1.1532089,0.83349,1.2853385
tray,0.69546896,1.1567667,1.2461499,1.0754011,0.84443814,1.0516913,1.0809168,1.1247467,1.0521241,0.06852281,0.5519868,1.2832515,0.978766,0.1335125,1.0125585,0.7840232,0.5611428,1.3188293,0.4566818,0.0962137,0.96322715,1.3382555,1.0495144,1.2600932,0.8182064,1.3423777,0.9955012,1.0826114,1.1562786,0.92597437,0.922584,1.2234313,1.2679999,0.942123,1.0485876,0.8396657,1.4382999,0.89725363,1.2112663,0.6674999,1.0559961,0.8897916,1.1133469,0.8865757,0.9180099,1.4472225,1.3381267,0.894269,1.2047253,0.99765766,1.2588642,1.2821046,1.2053747,1.0068486,1.2743967,1.0123342,0.63843817,1.3842566,1.0629143,1.2255071,1.0358922,0.8992074,0.71271193,1.4727573,0.8153157,0.7184108,0.8004581,1.2155296,0.9710212,0.98111475,1.0088389,1.2878695,1.2689192,0.84866416,0.36897588,0.95952564,1.2436703,1.4375075,1.3806741,1.0611484,1.4637481,1.4169897,1.2421777,0.9091493,0.98500925,0.90767115,1.0309484,0.50369376,0.8387544,1.3545282,1.3620186,1.2524021,1.2964945,1.4443278,0.75332713,1.2988379,0.124957085,1.0641457,1.2933888,0.9822028,1.240782,1.3566836,0.9000349,0.8568713,0.79989755,0.95366067,0.9066367,1.1076291,1.3191214,0.23186243,1.4332999,0.9131514,1.2248446,1.0935303,0.8484184,1.3987246,1.390171,0.98249733,0.83734226,0.3137164,1.0279723,1.5013733,1.4023154,0.82760656,1.3218662,1.0892234,0.0,1.0670907,1.5017046,1.0558686
vacuum,0.99999696,1.0714753,1.387569,1.2253195,0.90436447,1.3104472,1.240496,1.1942973,1.0057244,1.0171641,0.8194359,0.72084713,0.8492041,1.078257,1.1429483,0.8886106,0.9312003,0.95036495,1.1884313,0.997644,1.0108315,0.7713523,0.9384607,0.8133187,0.84606194,1.255584,1.1614738,0.8207487,1.0301636,0.94048625,1.0001357,1.14159,0.95040774,1.2042053,0.81877065,1.1754947,0.71556544,0.90900093,1.1398125,1.2560946,1.1909009,1.1103501,0.8049462,0.73519254,0.9564718,1.0013266,1.2142162,1.0716707,0.9633506,1.1346413,1.1521645,1.09002,0.9819785,1.0085022,0.6476884,1.1539252,1.0610689,1.0352466,1.0763736,1.2536898,1.0772551,1.0865254,1.0987191,1.1068152,1.0049417,0.5599209,0.89671665,0.92982244,0.8061578,0.5840683,0.76993823,0.74288243,0.79725856,1.1421839,1.1140721,1.1600194,1.0525277,1.1279888,1.0937799,0.8301395,1.117066,1.1114794,1.3690026,0.745957,1.110149,1.0759001,0.8654941,0.93286735,1.1923953,0.541003,0.56300515,0.9836144,1.1515193,0.8622311,1.0706136,0.900164,1.0951712,0.9768771,1.2018752,0.99060756,0.9340839,0.99640155,0.72105044,1.1517444,1.2075094,0.5366895,0.97055405,0.9842057,0.80139935,1.082438,1.0654215,1.0141448,1.2015886,1.0221866,1.2160828,0.66956544,1.1254687,1.0927947,0.97323763,0.7906075,1.0935994,1.1216981,1.140996,0.8614613,0.59736687,1.1532089,1.0670907,0.0,0.9699385,0.8641999
watch,1.3688176,0.68435585,0.6643124,1.1194553,1.102316,0.7527646,0.882909,1.0216299,0.89012796,1.4322505,1.4541764,0.62484384,1.2498912,1.4402516,1.2282468,1.3006794,1.3566124,0.5545713,1.1477892,1.5346091,1.0311335,0.7149878,0.9920719,0.93238056,1.2984927,0.62600696,1.2768364,1.1695985,0.8357189,1.2972333,1.3081946,0.74977154,0.662722,1.0298938,1.1602726,1.267337,0.42440277,1.293384,0.64210576,1.257215,1.1959901,1.1780455,1.0620812,1.1341586,1.1067214,0.53133386,0.5326843,1.2847328,0.89252955,1.1187235,0.58274305,0.79476404,0.8907328,1.0441035,0.72530836,1.2047215,1.4665711,0.34406394,0.8759573,0.5412774,1.0513325,1.2160884,1.1857643,0.4311849,1.2629144,1.208395,1.2275608,0.7646032,1.1211947,0.9105838,1.090112,0.6172879,0.740391,1.2724999,1.185387,1.1079093,0.6081494,0.54901606,0.46310472,0.96444887,0.26097178,0.45128173,0.7450773,1.2147809,1.1633209,1.141551,1.1217954,1.3645039,1.2280269,0.52310973,0.54164004,0.9245661,0.7311627,0.57558656,1.330025,0.8271957,1.4245933,1.0677161,0.74780506,0.99711853,0.87645316,0.59944224,1.2416196,1.3391688,1.1850095,0.94819987,1.256303,0.82358146,0.6440229,1.4587792,0.36531687,1.2450668,0.8951563,0.8617184,1.07248,0.5709364,0.61752295,1.0540285,1.3106967,1.5374389,0.87960863,0.26818204,0.5040851,0.9874957,0.84350145,0.83349,1.5017046,0.9699385,0.0,1.0647302
