,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
napkin,1.2517554,0.7891171,0.80310476,1.340676,1.2952685,0.87492245,0.9391479,1.1419206,0.6567774,1.4157176,1.3151037,1.4129815,0.5441502,1.1219337,1.4393553,0.8137872,1.1625504,1.5373878,0.97030586,0.38441896,0.68167853,1.1432259,0.98484015,1.030378,0.49064517,0.6733408,0.31049496,0.92081076,0.8168399,1.1095598,0.70747507,0.66591406,0.97366256,1.2893893,1.2721004,0.9534404,0.94462705,1.1690707,1.0689547,1.1121323,0.4430148,1.3044071,0.4844764,1.286351,1.3860074,1.0364145,0.76065195,0.8122935,0.66972405,0.9289026,0.83949137,1.1570122,1.019389,1.4397206,0.91132605,0.5413445,0.96081436,0.85548633,0.45538676,0.94225454,1.2651051,1.3988614,0.7796109,0.9457309,1.0510507,0.9261122,1.4125293,1.2793579,1.3785663,0.5923761,1.1306108,1.1816192,1.3722391,0.6877848,1.1980829,0.87014574,0.8521116,0.48239946,0.97544265,1.3272848,1.0505875,1.143328,1.0533088,1.1918458,1.1618502,0.7057227,0.0,0.80368304,0.8952803,0.736745,0.7929152,1.2236958,1.3217648,1.0388837,1.021867,0.48630524,0.40654123,0.6368094,0.9582023,0.37962246,0.8952033,0.6967803,0.74263895,1.0020499,1.081584,1.1219394,0.514988,0.9176048,1.3124306,0.99563783,1.334683,1.2093593,0.5626494,1.4134965,1.0881964,0.99642646,0.42937636,1.2595814,1.1951501,1.3938491,0.52687573,1.0864501,0.7334585,0.7192585,1.3477218,0.40560102,1.0072112,0.59656364,0.84298056,1.44205,1.5071579,0.6705457,0.73914695,0.86719143,0.5398986,0.064076304,0.7125652,1.4058677,1.2418203,0.9380817,0.35699612,0.67025065,0.9921939
necklace,1.0803468,0.51282525,1.0059618,1.2200301,0.8335204,1.0787507,1.0650709,1.0102304,0.90721864,1.3036695,1.0098714,1.2993295,0.663837,1.1736047,0.8968973,1.0776311,1.1376483,1.2935352,1.157001,1.0048959,1.167982,1.2389523,0.9660264,1.15688,1.1067468,0.77150106,0.8956219,1.1171144,0.4561361,1.0863181,1.0681279,1.1219274,1.1339276,0.87542987,1.1488835,0.8112097,1.1059779,1.088675,1.1863503,0.78223264,0.86602616,1.3295517,1.0325346,1.0980097,1.2622863,0.9135044,1.0307904,0.9722776,0.8575382,0.89957905,0.91970307,0.94141877,0.69816077,1.0946609,0.53840137,0.9201422,1.1908273,0.59855783,0.58110845,1.0495404,1.154423,1.1336148,0.58278483,0.8004604,1.1627176,0.8598702,0.97774816,1.1787943,0.74956787,0.9103931,1.0268986,0.9092404,0.9667293,1.0894594,0.9659276,0.87643075,1.0322988,0.9720352,0.7498975,1.0540872,1.1427279,1.0008992,1.1700118,0.5205915,1.035242,0.7676607,0.80368304,0.0,0.5250041,0.97310746,1.1776989,1.1782192,0.9843042,0.8370574,1.1030815,0.7807189,0.70684314,0.89638394,1.054613,0.96609354,1.1044114,1.0833651,1.158544,1.0451242,0.9285548,0.8626482,1.0120013,1.3008226,1.2338966,1.1059402,1.3098855,0.8930338,0.84291303,0.9052243,0.659968,0.7287984,0.922606,1.2879883,1.2393786,1.2588162,0.6758611,1.2088407,0.8886524,0.8267369,1.1699369,0.8521961,1.0797794,0.9210098,1.0165594,1.0080907,1.3180839,1.0520185,0.52390635,0.5773709,1.0049281,0.8722467,1.175402,1.3446261,1.1682074,1.0224394,0.89293444,0.3440917,1.089727
nose,1.2784395,0.5270794,0.7531266,1.2381347,1.0423592,0.8475306,0.8867317,1.1882298,1.0644622,1.3942924,1.1158888,1.3886864,0.6382348,1.309288,1.1307229,0.9684894,1.3594005,1.3362931,1.2066345,0.9030794,1.047467,1.3114545,1.0304372,1.2737619,1.0047528,0.51740813,0.7736875,0.93702686,0.32007217,1.0671209,1.2261269,1.051917,1.229304,1.0909907,1.2936559,1.197623,1.1321819,1.1844139,1.2570201,1.0331116,0.7926477,1.3792722,0.8363162,1.1459041,1.2120022,0.86935925,1.0343897,1.1326425,0.75489026,0.7599544,0.72279,1.179679,0.56635827,0.8584988,0.31358302,0.9501339,1.1778765,0.6918256,0.69252145,0.98728526,1.1029351,1.1369162,0.32064575,0.9402186,1.0426518,0.68789256,0.7267773,1.217217,0.7770223,0.6365309,1.0904697,1.3085651,1.1290001,1.0927967,1.1642592,1.074679,1.1844732,0.94017184,0.78924835,1.0924997,1.1246668,1.1167661,1.0311229,0.40497458,1.1228039,0.4866386,0.8952803,0.5250041,0.0,0.708109,1.2205962,1.2320304,1.1494439,1.0740316,1.14112,0.76399124,0.6990627,0.73362494,0.98227775,0.9161409,1.0326121,0.9580217,1.0546738,1.075246,0.870587,1.2602473,0.9339521,1.2447164,1.2819654,1.0658505,1.2255161,1.2304811,1.034222,1.0315114,0.9644713,0.8150979,0.9256916,1.185975,1.3036791,1.3447866,0.65408885,1.0928552,0.732488,0.859501,1.0588436,0.7919264,1.0266911,0.7577276,1.1201017,1.105257,1.3697542,0.98838127,0.2591865,0.51906765,1.0819855,0.9768849,1.013793,1.3993046,1.2256639,0.93857825,0.96996444,0.4004526,1.0643123
orange,1.3032749,1.0288515,0.26207113,1.1411203,1.3684835,0.33589858,0.50518537,1.0620404,0.8871433,1.4408616,1.2865263,1.4721999,0.52748835,1.3875206,1.453571,0.8051667,1.4607532,1.4280434,1.0553856,0.54771394,0.66001046,1.331598,0.8692494,1.2474577,0.6283498,0.6471038,0.5633777,0.9180943,0.6919031,1.1782864,1.2180693,0.67257816,1.3070894,1.2774727,1.2744348,1.1971933,1.0172633,1.2618573,1.3430324,1.1893355,0.37378192,1.4819183,0.43815517,1.0718434,1.2645301,1.0754241,1.1654401,1.1757126,0.9123179,0.9493967,0.44768727,1.2502184,0.94042814,1.1457033,0.6602011,0.7040938,1.0087962,0.9193039,0.69280756,0.84128606,1.263473,1.3637856,0.53536785,1.2301133,1.0595475,0.6545847,1.154358,1.2093518,1.2420508,0.49618012,1.0924132,1.2544321,1.3424476,0.84156907,1.3938277,1.1427227,1.2665421,0.6303694,1.091384,1.1514754,0.9748497,1.3301075,1.0094397,0.9435368,0.90450716,0.25027406,0.736745,0.97310746,0.708109,0.0,1.3078381,1.0986779,1.451585,1.3673875,1.2842184,0.46021903,0.46608853,0.76017946,0.8875696,0.6883863,0.86889744,0.8666701,0.49825853,0.9662863,0.6233048,1.4924753,0.73369324,1.2567538,1.2520826,0.84036994,1.2943146,1.4179075,0.7398477,1.3915685,1.3167745,1.0639488,0.5714588,1.2640785,1.2187263,1.4469967,0.5292094,1.1304675,0.36286557,0.93964815,1.0840131,0.40231812,0.8315303,0.26934195,1.2515701,1.4009584,1.4432092,0.49586546,0.50787175,0.5947641,0.67906165,0.8594078,0.46079236,1.3335857,1.203383,0.88011986,0.8887168,0.55126935,1.1536542
oven,1.1607847,1.0951111,1.3340918,1.087183,0.9888734,1.3831226,1.249005,1.2640442,0.84411013,0.6872534,0.9052216,0.8214557,1.0175561,0.67556614,1.0610287,1.0720195,0.8528391,0.9291135,0.9694185,0.89991,0.9879666,0.7343484,1.0863436,0.88442206,0.8699081,1.0334941,0.7396034,0.79125285,1.3069639,0.8128019,0.5170033,1.07411,0.4831295,1.0818478,0.92507744,1.0068507,1.1044042,1.0823389,0.62036216,1.0513991,1.1592184,0.48589355,0.9580511,1.1114861,1.0436882,1.0955738,0.31527817,0.5208248,1.035672,1.0943329,1.3050975,0.96534675,1.2122136,1.0601,1.3175615,0.9793199,1.0592754,1.19208,1.0860666,1.3424103,0.97551894,0.8949253,1.2067497,1.0957905,0.8520335,1.3698801,1.0510916,1.059865,1.1638979,1.1715541,1.0758308,1.028978,0.9452131,0.79997784,0.82142437,0.84475017,0.59539604,0.87577176,1.0922251,1.1649808,1.0404148,1.1087496,1.0685284,1.2606602,1.1261497,1.2703987,0.7929152,1.1776989,1.2205962,1.3078381,0.0,1.0266801,0.8282094,0.7096278,0.8254256,1.1186439,1.1423976,0.97183526,1.2060535,0.8097957,1.1825416,0.89045316,1.1566546,1.1227511,1.2929296,0.8286105,0.76018536,0.18305767,0.8923013,1.171471,1.0644132,0.8784838,1.0995426,0.9220461,1.0551003,0.93457043,1.0112782,0.70427763,0.7182571,0.89673054,1.2357566,0.92755246,1.2706211,1.1090754,1.0684191,1.0799043,1.1116315,1.1695648,0.63089705,0.9106265,0.9561278,1.2136945,1.3324661,1.2506382,1.0734662,0.71881855,1.2643594,0.9282623,0.94108593,1.1330237,0.5299399,1.3240628,0.6314231
owl,0.87718797,1.2802578,1.1197678,1.023037,1.080811,1.0634376,1.1341361,1.010792,1.0280825,0.7673078,0.7823631,0.92446715,1.2117089,1.0655694,0.9976981,0.9674419,0.95995,0.7230927,1.1187289,1.1560445,1.0302569,1.1186765,0.9123972,0.9235748,1.1257939,1.0178688,1.1826968,0.9685566,1.2646456,0.831366,1.1457933,0.85673904,0.817312,1.0018018,0.87091327,0.98451376,0.7238972,0.94347286,1.0272032,0.90315795,1.1744688,0.90626377,1.1078537,1.0462912,0.69371283,1.2337229,1.0337449,1.0867491,1.1000992,0.8988341,1.0166944,0.8264587,1.1306233,0.993625,1.2736707,0.9565571,0.45127594,1.1439723,1.1218679,1.1286236,0.98332185,0.88455313,1.1774273,1.217329,0.85593075,1.2067393,0.9864094,0.9145872,1.1158993,1.177336,0.98682505,1.0149407,1.0222981,1.0940473,1.0964231,1.0763681,1.0481632,1.0178881,1.1486857,1.0896066,0.9269527,1.0706867,1.1254581,1.1777432,0.67581666,1.124699,1.2236958,1.1782192,1.2320304,1.0986779,1.0266801,0.0,1.0186034,1.1139549,0.99198544,1.1205642,1.2373766,1.0658677,1.0404782,1.1050208,0.952414,0.8954035,0.988062,1.0039833,1.0544271,1.0370584,1.1631347,0.9354409,0.8116724,0.9652121,0.8016345,0.9863283,1.1445467,0.9950261,1.1449594,1.2166462,1.166873,0.8919611,0.809962,0.93273497,1.2545626,0.96552813,1.0859838,1.3258315,0.7808796,1.0985665,1.0640464,1.1179296,1.1572409,0.9832094,0.8630093,1.2160542,1.2887797,1.1126946,1.060807,1.1955653,1.2210926,0.9787008,0.75623167,1.0876234,1.1747566,1.2210939,0.9296034
pajamas,0.7732128,1.0261358,1.4980738,0.89247847,0.45320135,1.4221421,1.309428,1.0404992,1.2876124,0.62111723,0.6555853,0.41574067,1.3803949,0.6775683,0.26985914,1.2312967,0.37522286,0.637174,1.1711364,1.4731126,1.5119292,0.95450103,1.1315496,0.91852456,1.3958321,1.3327482,1.4787767,1.195236,1.2165593,0.76320237,0.88631755,1.4643135,0.78881097,0.41429472,0.8678894,1.0636765,1.2179911,0.80691445,0.6485984,0.91410446,1.5753107,0.64541,1.5372407,0.9343089,0.81865215,0.91703194,0.9814344,1.065602,0.8367852,1.1669554,1.338248,0.66868967,1.0638568,0.6808796,1.2060715,1.4314041,1.1838149,1.0785872,1.447422,1.3442677,0.91580963,0.73110473,1.343321,0.7325203,1.0096191,1.3863983,0.6269608,0.71640456,0.71539754,1.4579383,0.9852805,0.8212129,0.24860013,1.1636274,0.30544162,1.0836768,0.9867285,1.5075201,0.8812564,0.8767316,1.1024984,0.63756466,1.1341676,0.9767932,1.1067617,1.4537141,1.3217648,0.9843042,1.1494439,1.451585,0.8282094,1.0186034,0.0,0.31716192,0.9867008,1.5476452,1.5707904,1.3053882,1.1867666,1.361789,1.1512829,1.29786,1.5395322,1.1902866,1.1075251,0.5621946,1.415729,0.8804021,0.73525953,1.2076514,0.833251,0.3659048,1.4605925,0.1839863,0.7770034,0.5548287,1.4175892,0.66819954,0.99564874,0.59775317,1.483433,0.9472237,1.4343052,0.9827706,0.99061733,1.5347604,1.2105545,1.4377255,0.96054673,0.21173406,0.6498359,1.5500915,1.3117447,1.294448,1.3456172,1.1838152,1.5559491,0.89964026,0.8016341,1.2656463,1.2406669,1.3916736,0.878064
pants,0.81407857,0.8193858,1.4087042,1.0485982,0.52585435,1.4447883,1.2839822,1.0964258,1.1903065,0.7605047,0.6902338,0.5941415,1.1303421,0.5749142,0.6362387,1.13185,0.55328083,0.8540124,1.2854879,1.3832175,1.4760764,1.0613701,1.0851594,1.0186777,1.4038551,1.1376283,1.2788216,0.9902896,0.994845,0.64559954,0.7248666,1.5075831,0.7456607,0.60383934,0.9180814,1.0213327,1.2793231,0.93591547,0.60680866,0.7847637,1.4482877,0.73753905,1.4772971,1.0066793,0.9067453,0.84155536,0.8730407,1.0068836,0.8909253,1.0262212,1.3029907,0.695274,0.98685896,0.9234422,1.0792449,1.2667949,1.3074716,0.8174926,1.1879604,1.2905924,1.0317588,0.83848023,1.1889472,0.70146334,0.9603108,1.3702769,0.79988503,0.7868154,0.78259885,1.444262,0.9822358,0.7854444,0.48883438,1.1080468,0.14850748,0.92695457,0.9495769,1.4267213,0.678061,0.9311117,1.1088893,0.7591351,1.1059126,0.96949536,1.1894717,1.3769889,1.0388837,0.8370574,1.0740316,1.3673875,0.7096278,1.1139549,0.31716192,0.0,1.1638405,1.4023795,1.3593574,1.1641816,1.0734423,1.1403039,1.1670948,1.2848284,1.5249249,1.1272591,1.0817491,0.58683157,1.3433154,0.83596873,0.8964948,1.1946836,0.97721654,0.51906264,1.2646067,0.42667782,0.65238535,0.32287097,1.2625821,0.7693682,1.0803163,0.8108456,1.246933,0.94412714,1.2801526,0.88961756,1.0157713,1.3511705,1.1386116,1.4155042,0.86109746,0.4531777,0.911606,1.5167489,1.1324955,1.2059369,1.2867693,0.9442969,1.5835564,1.1343392,0.97525454,1.1122358,0.97809374,1.1999834,0.99302506
paper,1.0420401,1.0269852,1.2071588,0.8358233,1.0087764,1.0987186,1.042734,1.0196859,0.984453,0.89338773,1.0967745,0.93374884,1.24176,1.0132339,0.8691895,1.1366165,0.95425934,0.89541686,0.50952685,0.987384,0.9446383,0.6012016,1.1703787,0.91136926,0.91523355,1.2129457,1.0311809,1.2284231,1.2689,1.18537,0.9312029,0.82588947,1.0182786,0.9784326,0.84265804,0.97176266,0.77674353,1.0396475,0.98819035,1.1033934,1.1833289,0.8369893,1.0291688,0.83042693,0.9794355,0.9545339,0.6940724,0.6983158,1.046683,1.0355269,1.0819485,1.1152259,1.2064118,0.9723216,1.2114348,1.0069066,0.7589424,1.2101487,1.1619724,1.0539278,0.7837839,0.85482824,1.275183,0.9881418,1.0330564,1.0253779,1.0547581,1.0731447,1.0112629,1.0653421,0.9517503,1.0458928,1.004188,0.998671,1.1494753,1.0361816,0.8021323,0.8598461,1.1940478,0.9701028,0.9616902,0.91671145,0.97957677,1.1182228,0.98665434,1.2701113,1.021867,1.1030815,1.14112,1.2842184,0.8254256,0.99198544,0.9867008,1.1638405,0.0,1.1750115,1.187773,1.0742154,1.1145631,1.0694623,1.0343179,0.9575161,1.0659206,0.985302,1.0790035,0.8255936,0.87399054,0.799889,1.0316201,1.0282313,0.93871796,0.95427656,1.106079,1.0151528,0.9813247,1.2989554,1.104109,1.012168,0.8039657,0.82832104,1.2683096,0.9189544,1.3005908,1.0246474,1.008374,1.2002017,1.0758212,1.1107935,0.856481,1.0041372,0.7024725,1.098408,1.2642531,1.2133014,1.0928123,1.0137993,0.9917345,0.6291081,0.9132151,1.1462952,1.0459808,1.2600267,0.90899307
pen,1.3240781,0.96774876,0.5608771,1.2662312,1.3888757,0.72338724,0.94468206,1.1878119,0.7709143,1.3922801,1.2674057,1.5020266,0.2419191,1.3433764,1.581938,0.63874584,1.4338434,1.48668,0.82493335,0.34070766,0.6429669,1.281554,0.9881113,1.135456,0.5002114,0.50300574,0.31337655,0.7573058,0.67891675,1.0853319,1.0798688,0.6711528,1.157867,1.3131421,1.3715656,1.0025342,1.1466366,1.2637612,1.328144,1.2043006,0.07003933,1.453483,0.34131014,1.3330457,1.3760846,1.2104828,1.0552176,0.96131575,0.9459547,0.9868585,0.7743681,1.2108874,0.8606546,1.2926465,0.7068495,0.51259375,1.0879756,0.9326202,0.33985168,0.8637709,1.2521338,1.5015103,0.3414564,1.2869703,1.0881269,0.79171944,1.2792792,1.349217,1.3080972,0.43629402,1.0707527,1.1826181,1.4334378,0.8267455,1.4241211,0.81058085,1.0453385,0.44497234,1.147507,1.421312,1.1650918,1.5370083,0.9766737,1.0061983,1.0939354,0.2937767,0.48630524,0.7807189,0.76399124,0.46021903,1.1186439,1.1205642,1.5476452,1.4023795,1.1750115,0.0,0.069525,0.6347934,0.99430335,0.48721862,1.0341372,0.7009621,0.35701716,0.95328045,1.1252484,1.4682102,0.5345975,1.1313467,1.269678,0.92109543,1.3514849,1.4183121,0.43288326,1.4968023,1.3079387,1.1083231,0.47337162,1.2706625,1.1358291,1.4549444,0.36261702,1.0701674,0.3901828,1.0079111,1.3376305,0.2876169,0.76122653,0.4004867,1.105253,1.5070666,1.4216197,0.54267246,0.5578498,0.4965397,0.4895584,0.5834919,0.5852732,1.3713117,1.1775575,0.7192012,0.5625913,0.3836516,1.0287223
pencil,1.299351,0.85188943,0.55876696,1.2914902,1.3689202,0.7315053,0.90804815,1.1292489,0.71866244,1.4970627,1.3294958,1.5450451,0.22210616,1.3039118,1.5850246,0.72167677,1.460876,1.5559524,0.81460595,0.37096864,0.66147953,1.2697732,0.9666758,1.1268464,0.51387525,0.50192106,0.28148764,0.7643266,0.5870653,1.1611127,1.0219235,0.69665927,1.2126079,1.3456098,1.3807142,0.9648209,1.1351478,1.248188,1.3074514,1.1414776,0.081565976,1.4797996,0.3830669,1.3529286,1.4212353,1.0934682,1.0651168,0.9617229,0.9193673,1.0114819,0.78979427,1.2548524,0.8483275,1.3194969,0.62008554,0.5051185,1.1439533,0.83440566,0.28379476,0.7930003,1.2444831,1.5289885,0.3608091,1.1743715,1.1072067,0.73247874,1.2973027,1.3897971,1.2482038,0.42320955,1.0905734,1.1587762,1.4552221,0.7837936,1.4044904,0.78350455,1.0099208,0.45921135,1.0789258,1.3713948,1.1970215,1.4715595,0.9844378,0.9411894,1.1022533,0.33329725,0.40654123,0.70684314,0.6990627,0.46608853,1.1423976,1.2373766,1.5707904,1.3593574,1.187773,0.069525,0.0,0.5626742,0.94603544,0.45071125,0.99966186,0.6989353,0.44275486,0.9426487,1.0755932,1.4547647,0.51585865,1.1766379,1.3317331,0.89872783,1.3906373,1.4234954,0.38947058,1.5222477,1.2415991,1.0493996,0.41530776,1.3571815,1.2300618,1.4998622,0.3411014,1.092684,0.40214932,0.9017321,1.35614,0.2756014,0.78757143,0.40085745,1.0409126,1.5401567,1.4804978,0.50488526,0.48118854,0.4948724,0.44992816,0.52198315,0.5587526,1.3879458,1.2494079,0.7036003,0.4857542,0.33492577,1.0935061
pickle,1.194309,0.8814615,0.69023794,1.217567,1.2173287,0.8900465,0.8960059,1.1019485,0.78661263,1.2732406,1.0896584,1.3224233,0.5398674,1.1414682,1.306792,1.0026562,1.2423444,1.3334154,0.9716462,0.6784254,0.75907165,1.0928098,0.9673758,1.1882496,0.7107632,0.64457715,0.45917112,0.8091852,0.7153066,0.90287113,0.8988755,0.8549753,0.97899204,1.2358525,1.1763885,1.004654,1.078024,1.1149099,1.1273661,1.0667734,0.6046815,1.1992452,0.66998756,1.1939898,1.2605629,1.0986457,0.9054751,0.88155824,0.929807,1.0820206,0.91784596,1.1545997,0.943371,1.2179514,0.8696923,0.73499775,1.0410303,0.9276364,0.6873064,0.9417076,1.0612679,1.2089485,0.7015139,1.1135658,0.81464887,0.8840459,1.1740524,1.2401295,1.1587579,0.7681804,1.1693264,1.2101574,1.2943583,0.96038216,1.2680056,1.0054313,0.9934273,0.71006906,1.045836,1.196883,1.1579373,1.2198602,0.9550203,1.0525833,1.0561674,0.76688254,0.6368094,0.89638394,0.73362494,0.76017946,0.97183526,1.0658677,1.3053882,1.1641816,1.0742154,0.6347934,0.5626742,0.0,1.084103,0.57037985,0.9791229,0.80039316,0.70044434,1.0480145,1.0593547,1.2816827,0.710767,0.94913703,1.2044928,0.90374035,1.2053264,1.2940875,0.9070041,1.2865407,1.1752081,1.0075666,0.8704154,1.1969355,1.0905993,1.3416901,0.83274186,0.86586547,0.8557105,0.9712622,1.203337,0.7347126,0.8692899,0.7344827,1.045355,1.3019594,1.3054701,0.8813285,0.79580116,0.7833235,0.8976832,0.6913034,0.8544084,1.2066076,1.0776936,0.8400929,0.72061896,0.78358173,0.98349136
pig,0.79526293,0.94584423,0.9600025,1.1591458,1.0116428,0.90702724,0.95352066,0.9805382,0.9578898,1.1932572,1.1829376,1.1461881,1.0600811,1.0322026,1.2434219,0.9365219,1.1180435,1.0842596,0.9960733,1.0334051,1.0274588,1.0578583,0.8003539,1.0162935,1.1003458,1.0304507,1.0792751,1.0321203,0.947056,1.1848803,1.0550712,0.9697492,1.197901,1.1162645,1.1314087,1.031533,0.794302,1.071392,1.0750937,0.9674274,0.95727587,1.1406204,1.0173835,1.1162947,0.69026864,0.77230877,1.1289761,1.0474128,0.94197196,0.8215723,0.8227753,1.1540155,1.0273161,1.1274476,0.82337296,0.95874655,0.916657,0.8019212,0.96610737,0.7133133,1.0722214,1.1974999,1.0582871,0.91905963,1.0318584,0.9308381,1.164865,1.0966142,1.0206828,0.9986492,0.523658,0.9972313,1.1706295,1.100532,1.1010938,1.0528345,1.0678858,0.969892,0.7825639,0.987048,0.99423647,0.95730567,1.0629121,0.9850511,0.93792886,0.9550491,0.9582023,1.054613,0.98227775,0.8875696,1.2060535,1.0404782,1.1867666,1.0734423,1.1145631,0.99430335,0.94603544,1.084103,0.0,0.94563174,0.8283607,1.0781016,1.0177295,0.38230288,0.8086253,1.115184,1.0489839,1.2086116,1.1038043,0.58921796,0.97834533,1.1376507,0.9056524,1.2175391,0.9615471,1.0154322,0.9177387,1.1184194,1.1931812,1.1161747,0.8485046,1.1407954,0.93314224,0.8532157,0.9717973,0.9652311,0.95398754,0.95648247,1.05088,1.1974647,1.1658248,0.8712728,0.80776286,1.0305033,0.9892397,0.99622536,0.8766666,1.1187656,1.158001,0.9857554,1.1227242,0.92827255,1.1786358
pillow,1.2179083,0.83784497,0.81059176,1.3319204,1.2627633,0.92562866,0.9391704,1.3208877,0.67021304,1.2822137,1.1784716,1.2011582,0.43139845,0.87372553,1.4519718,0.92960644,1.0449489,1.4167619,0.81440234,0.5635842,0.5189768,1.0580242,0.991549,1.1492351,0.5591092,0.6451861,0.29125178,0.6263546,0.9153327,1.0504817,0.46606237,0.7177611,1.1314181,1.3152758,1.3018695,1.1466666,1.0535474,1.2682858,0.7859156,1.1970925,0.46884656,1.1608219,0.5049075,1.3354146,1.2795098,1.087063,0.85011166,0.73224735,0.92148226,0.91689515,0.83873856,1.120289,1.0677934,1.3699173,0.92589957,0.5532743,0.9893855,0.81901413,0.62475264,0.9567237,1.1553794,1.4446758,0.7201065,1.05571,0.8899893,0.9350837,1.339456,1.2847341,1.376613,0.63692594,1.1158335,1.2212782,1.3206736,0.88317764,1.201687,0.93177706,0.9493196,0.5529181,0.9892167,1.3794484,1.0157635,1.2921482,1.0682535,1.1584653,1.2100661,0.693674,0.37962246,0.96609354,0.9161409,0.6883863,0.8097957,1.1050208,1.361789,1.1403039,1.0694623,0.48721862,0.45071125,0.57037985,0.94563174,0.0,0.9911074,0.73680174,0.5771281,1.0145991,1.1118608,1.2378348,0.4867463,0.865203,1.1919807,1.0024638,1.3449088,1.179288,0.73327136,1.3924761,1.2042363,0.98244274,0.66249394,1.2842997,0.97292876,1.3897413,0.54365236,1.0835172,0.7058227,0.77373433,1.2151772,0.5322306,0.842199,0.6213317,0.9376104,1.3927689,1.4215602,0.7095629,0.7688793,0.79476476,0.83495605,0.37572032,0.7492597,1.2600989,1.1459969,0.892124,0.48335153,0.7273436,0.95991683
pizza,0.8880755,1.0335861,0.9361056,0.9706568,1.1480417,0.92042726,0.96469736,0.82703644,0.7633546,1.2028558,1.1779438,1.2258383,1.092989,1.1323899,1.1105748,0.9476757,1.078094,1.182398,0.9450542,1.0387318,0.89831436,0.95964444,0.3230934,1.0418057,1.0040439,0.98295516,1.068573,1.0187848,0.9410802,1.1099222,1.1035688,0.8301995,1.1123338,1.19021,0.9080395,0.9007475,0.73720485,0.8381832,1.1920139,0.62190044,0.9832612,1.1651909,1.0028269,1.0060402,1.0672317,0.87635404,1.103097,1.0706236,0.90354466,1.0457612,0.9724661,1.1855941,0.980636,1.1448494,1.0421928,0.94412696,0.8387729,0.9089946,0.9274105,0.75649726,1.0643723,1.0270411,1.1115742,0.93544847,0.9874149,0.8180753,1.1743265,0.9873544,1.0584366,0.9655656,1.0209291,1.1389898,1.2913408,0.97632426,1.2505512,1.0885359,1.0039974,0.9840585,1.0101469,0.9018307,0.92395455,0.82926995,0.9487677,1.0564171,0.66384375,1.0097226,0.8952033,1.1044114,1.0326121,0.86889744,1.1825416,0.952414,1.1512829,1.1670948,1.0343179,1.0341372,0.99966186,0.9791229,0.8283607,0.9911074,0.0,1.0131174,0.87411386,0.9433984,0.8783828,1.150842,1.0675648,1.1652826,1.0240753,0.8512342,0.84041226,1.2052253,0.92488986,1.2786524,1.0228088,1.183947,0.9695286,1.1745117,1.062948,1.1586952,0.9553808,1.0041529,0.9048671,0.9904663,0.86588234,0.94404316,1.0287724,0.99972737,0.93645513,1.2759621,1.1224847,0.86925507,1.0217965,1.0613809,0.96503705,0.9355644,0.8628199,0.91996837,1.212273,0.8201692,1.1287678,1.0003517,1.0623977
