,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
soup,1.1369736,0.97220784,1.0601165,0.9751206,1.276016,1.1634343,1.0750905,1.0015764,1.0832114,0.97495306,1.1825249,0.83274764,0.8700475,0.95071596,1.0553559,1.0631306,1.111436,1.1666434,1.0475321,1.0687999,1.1504451,0.86040944,1.110798,0.92578053,0.9612191,0.9568216,0.9091066,0.71370536,0.89739114,1.1284953,0.9276139,0.97664726,0.855934,1.1023912,1.0274682,0.9710498,1.097918,1.1556287,1.0969958,1.148253,1.1783268,0.85672873,0.9770657,1.0648634,0.8924484,1.043392,0.8687465,1.0170163,1.1094873,0.92882794,0.940905,1.2276826,0.9425284,0.93353873,0.93904144,1.0673112,0.94973296,1.1837432,0.97308415,1.084807,0.81276834,1.0132779,1.1232777,0.9861015,0.88531566,0.8097782,0.96766394,1.1008021,0.9484226,1.0133123,1.1003382,0.9380569,1.0829039,0.79713404,1.0440464,0.927083,0.82329005,0.85789347,1.0853692,0.8857414,1.1038567,0.9605153,0.9329193,1.1190126,1.1411941,1.0396351,1.0205,1.0614113,0.69422317,0.982866,0.98608077,1.025616,1.0620382,1.1128788,1.1007991,1.1468742,0.98846626,0.88376886,1.1478729,0.65646946,1.0849876,0.96857274,0.9205829,0.8515097,0.897816,1.1965461,0.8678601,1.1189162,0.94706196,0.97571933,1.0549754,1.0470964,0.0,0.9405684,0.9951196,1.12224,0.979301,1.1448977,1.1116654,0.9770026,1.0357282,0.87073493,0.96061313,1.3282678,1.1023574,1.038587,1.0868459,0.9932451,0.87115693
spoon,0.9795272,0.81610185,0.8718265,1.2005088,0.8750649,0.74618196,0.9400201,0.7541747,1.2153461,1.214084,1.403115,0.8605613,1.3254318,1.2855875,0.74871993,1.2839593,1.3029901,0.91756433,0.7211387,0.8790177,0.9079333,1.1002345,0.66256595,0.74458694,0.7554209,0.86741877,0.89235115,1.266682,0.9695771,0.7048595,1.3562043,1.1611916,1.2293491,0.8206507,1.3179314,0.9119159,0.73807806,1.2774622,0.89218235,1.1213212,0.98894614,1.1867163,0.91749775,1.1239969,1.1529782,1.2273359,0.8585771,0.7289465,0.7638991,0.91048515,0.6067056,0.7827027,1.1267436,0.9688957,0.93524665,0.87502426,1.2793288,0.7103368,1.2111984,0.91385895,0.9739182,0.6648389,0.9441379,1.1243672,1.3032395,0.7915494,0.90461224,0.715459,1.0595528,1.0624413,0.7143651,0.96478033,1.0144557,0.8469784,0.9730428,0.71153426,0.8125316,0.8855635,1.0157715,1.1659409,1.0225668,1.2975118,1.3548119,1.0881345,1.0383205,0.6362971,0.61849046,0.91779625,1.0099648,0.8560529,1.1294448,0.69126284,0.6951905,1.1604947,0.82636976,0.8312063,0.8741432,1.0292563,0.85277855,0.986622,0.59114957,1.3824015,1.0179241,1.2218812,0.8415437,1.2604403,0.9582249,1.2096585,0.70051533,1.3108323,0.9524215,0.87853646,0.9405684,0.0,1.061121,1.0543231,1.32914,1.1113387,0.7451158,0.8048986,1.041151,0.96343327,0.8721479,0.79249954,1.0160359,1.2178234,0.81167674,0.7891462,1.3027356
strawberry,1.2211083,0.96270746,0.6888834,1.3153174,0.8285719,0.6976577,1.2784504,0.9932566,1.1757121,0.9991486,1.2877638,0.6198053,1.2622,1.2685013,0.68826616,1.2833092,1.1261938,1.2058377,0.8064425,0.74356854,1.066071,0.8884702,0.7444271,0.75950307,0.5931523,0.9608272,0.9356502,1.0246909,1.1304183,0.7387031,1.1845969,0.8215152,1.223738,0.76548386,1.2452813,1.0210254,0.638967,1.2782137,0.77198565,1.3193793,1.1974876,1.0316826,0.99759996,1.1496675,1.0230249,1.073153,0.77256346,0.7419032,0.7145168,0.9538869,1.0935134,0.93590134,1.0754181,1.0818692,0.87819624,0.97354305,1.0984192,1.0460061,1.2329044,1.0689123,1.2079039,0.81333786,1.0758781,1.32305,1.2410016,0.7126639,0.83038,0.7766321,1.2687448,1.039169,1.1154464,1.2951679,0.9651587,0.95951277,0.736236,0.97130275,0.6041989,0.82756495,0.6467302,1.1916496,1.0214942,1.3348303,1.2492732,1.2665792,1.1605916,0.7096873,0.7681844,0.9326532,1.0631919,0.9860836,1.2474289,0.98392224,0.6359192,1.3059454,1.0076666,1.1265416,0.4812026,1.0278331,1.0438498,1.1258333,0.9652523,1.3095448,1.0139447,1.0997028,0.68052787,1.0960231,1.0491933,1.3380361,0.55721974,1.2175016,0.7506894,0.9509404,0.9951196,1.061121,0.0,1.2276618,1.3269029,1.1854678,0.623985,0.7663467,0.72632515,1.2585206,0.96808785,1.0025485,1.3237456,1.1111333,0.8951448,0.69195694,1.1110948
stroller,0.873515,1.0809561,1.3555598,0.8520452,1.1170698,1.2668164,0.8790339,0.79397774,0.7984214,1.1077327,0.62317216,1.2438593,0.61826783,0.63089985,1.1218573,0.6745336,0.8957002,0.78165007,1.2596056,1.3609991,0.81012464,1.0324361,1.0640628,1.2907199,1.2997054,1.0268948,1.1154809,1.1276838,0.7104038,1.1720595,0.813336,1.0577309,0.72232044,1.2597766,0.6302913,1.0544728,1.3615243,0.43858272,1.3202326,0.7215051,0.583017,0.9822706,0.9638954,0.85918987,1.1232995,1.040285,1.2962928,1.218529,1.240954,1.0357568,0.89982545,1.0606803,1.146457,0.88060904,1.2629356,0.9038056,1.068788,0.95325315,0.81905115,1.0336013,0.9553761,1.382568,0.8869014,0.7676537,0.80867654,1.2033906,0.99701416,1.252963,0.90594,1.0277612,0.9180614,0.7584788,1.0146773,1.1521252,1.3694954,1.0960324,1.3639826,1.2761338,1.3239911,0.77048016,1.0624936,0.5384728,0.7968558,0.74774814,0.9439122,1.3788594,1.3903954,1.0894713,1.1616464,1.1131718,0.75227606,1.001117,1.4280953,0.6377334,1.1250507,0.7240006,1.260901,0.9090002,1.0205851,1.0043528,1.014965,0.84772795,0.81701237,0.9640255,1.1812994,0.83603674,0.9673492,0.5484961,1.3688992,0.8682856,1.3684871,0.92913896,1.12224,1.0543231,1.2276618,0.0,0.67602915,0.7665416,1.3188367,1.2838356,1.2038622,0.84256,1.0144347,0.81350565,0.54381394,1.0253031,1.1633804,1.2942244,0.97927636
sweater,0.8424772,1.1920459,1.441485,0.64034057,1.2698878,1.4338828,0.81150967,1.2051003,0.7056963,0.97736466,0.5212708,1.2871859,0.50369555,0.39499575,1.3619949,0.66791964,0.7311454,1.0153135,1.4572846,1.4520202,1.1273628,0.8854915,1.428679,1.2871709,1.5108633,1.1267543,1.1684064,0.83853316,0.94901586,1.422811,0.6597686,0.913255,0.7443286,1.34269,0.6084151,1.1039768,1.5523674,0.6146619,1.4386307,0.7255425,0.82782936,0.9455025,1.1554861,0.6679965,0.9778867,0.69319963,1.244304,1.2915225,1.44697,1.1086063,0.9479989,1.2413907,0.98797584,0.88890827,1.2182139,1.0159426,0.8728653,1.2493918,0.3117826,1.0603665,0.7481294,1.4222559,0.97517484,0.46303046,0.3402704,1.2400582,1.275363,1.512544,0.8012955,0.98488873,1.2048255,0.76500076,1.047205,1.2803191,1.3755974,1.2595953,1.3877075,1.3530996,1.2965082,0.69761914,1.1014087,0.2249592,0.3417809,0.73685217,0.971801,1.52696,1.546004,1.0825849,1.0155494,1.2177181,0.80491364,1.2600908,1.5790006,0.6760529,1.2333553,1.0600333,1.4550288,1.0187899,1.201241,0.72021043,1.2878236,0.17100888,0.86570287,0.62984097,1.1542463,0.53567946,0.8801868,0.5819342,1.5436909,0.7289868,1.3899943,1.0678457,0.979301,1.32914,1.3269029,0.67602915,0.0,0.6999009,1.5566783,1.3280996,1.119956,0.7323474,1.159903,1.2491127,0.7133895,0.88497585,1.3606813,1.4578378,0.8521365
table,0.65532064,1.2014916,1.2265298,0.7460755,1.0612235,1.2042649,0.90974396,1.104842,0.806273,1.0318432,0.48508346,1.3809178,0.82930684,0.6582386,1.1749914,0.80898124,0.80207855,0.49912888,1.1382372,1.2187519,0.7260569,0.97649395,1.1973536,1.3202837,1.4146619,1.2109438,1.1146318,1.0328618,0.9788881,1.2209296,0.9073871,1.133881,0.8944055,1.2264092,0.83497477,0.97464323,1.3017001,0.723165,1.1593444,0.8363826,0.8223956,1.0438141,1.0793208,0.80511224,0.99901366,0.8752693,1.2710352,1.2402903,1.2526488,1.1809146,0.80726504,0.97311383,1.0391314,0.94330907,1.2512361,1.1883382,0.89921546,0.62864465,0.74021864,0.8375225,0.80819786,1.4336224,0.9959808,0.8208772,0.889444,1.3473337,1.2398572,1.3157676,0.84103304,1.0363514,0.9606472,0.9145385,0.85644835,1.2277188,1.2218485,1.1790012,1.3839465,1.2861476,1.2411468,0.89556587,0.9331014,0.6568321,0.89076614,0.31944263,1.0663903,1.3107438,1.2817123,1.0796193,1.1358881,1.3698299,0.6659802,1.1431621,1.3157986,0.9201432,1.2253246,1.020574,1.3400534,0.9940779,1.0582112,1.0721188,1.0795718,0.79659915,0.9408325,1.0607,1.3231698,0.7074641,1.0564597,0.51880425,1.4439623,0.7648014,1.1968025,1.1522332,1.1448977,1.1113387,1.1854678,0.7665416,0.6999009,0.0,1.3114314,1.2992771,1.1666603,0.8743149,1.2595162,0.8354148,0.538489,0.896935,1.2695742,1.3658562,0.8891476
tape,1.3129201,0.88739914,0.41937006,1.4451389,0.71669596,0.49840808,1.2737427,0.7871206,1.2485951,1.0345372,1.4771206,0.7354307,1.5276455,1.5312809,0.64457226,1.4163418,1.2700834,1.0971935,0.4359957,0.31300724,0.9949479,1.0095756,0.43077195,0.84208596,0.34931046,0.8454816,0.9861293,1.2927499,1.067696,0.44571573,1.299533,0.997539,1.3193021,0.60944736,1.4174982,1.1060541,0.34547442,1.4233236,0.38331163,1.3891469,1.1935964,1.1258175,0.914806,1.3092163,1.1220608,1.1334913,0.8444044,0.764853,0.42181432,0.98421204,1.1391749,0.8637018,1.1209754,1.0884067,0.73870826,1.0150683,1.1860988,0.9122484,1.4631246,1.0182614,1.390265,0.4806528,1.117006,1.4616944,1.567657,0.6977166,0.79565525,0.43696773,1.3258554,1.0677923,0.9993034,1.407084,0.9404786,0.76487553,0.48617637,0.91849214,0.58329374,0.6785277,0.56796867,1.3162628,0.954554,1.5954192,1.5593723,1.3729765,1.1783177,0.4115317,0.45268536,0.923572,1.0481831,0.780155,1.2476175,0.71842784,0.25095922,1.3856611,0.7927709,1.0379468,0.35929984,1.0459223,0.89524955,1.1194564,0.80273193,1.5497398,1.1527561,1.2868013,0.81326926,1.2794044,1.0807893,1.4224571,0.3422646,1.3663611,0.4874915,1.0259275,1.1116654,0.7451158,0.623985,1.3188367,1.5566783,1.3114314,0.0,0.71709543,0.8840162,1.3932425,1.0102373,0.7071733,1.3547697,1.1945862,0.5933512,0.44799638,1.2303543
toe,1.3005995,0.3216654,0.5608019,1.0050716,0.788139,0.7237531,1.0184615,1.0553764,1.4189944,1.077962,1.3698051,0.67989075,1.4598093,1.1926453,0.9521556,1.3747478,1.285636,1.2260193,0.8266671,0.7573114,1.2541368,0.9184902,0.8329071,0.64319634,0.76472396,1.0516438,0.9747223,1.2808808,1.2316332,0.9500731,1.2493364,0.8146739,1.3297575,0.8278957,1.4142563,1.1750815,0.5634486,1.5002669,0.82182074,1.262001,1.0499185,1.2583344,1.0991464,1.1785345,1.1794654,0.93292135,0.11149299,0.9288835,0.8092788,0.30328333,1.0158079,1.0505328,1.1399782,1.1797519,0.47234303,0.6124785,1.2841277,0.8931284,1.2027591,1.1722187,0.63182956,0.5504959,1.1481434,1.3119677,1.1551912,0.7375193,0.9808093,0.882846,1.0939875,1.049294,1.0921041,0.8386645,1.1379637,0.9115128,0.49078274,0.94927025,0.49151337,0.65482765,0.5251737,1.3788207,1.137274,1.2466786,1.1533351,1.3109095,1.0828005,0.48591053,0.4914003,1.0615816,1.1346517,0.7819273,1.3517337,1.0447152,0.76143587,1.16059,0.72312164,1.1574721,0.79617494,1.2557068,1.0699762,1.1164948,0.832346,1.205951,1.0927354,1.0228004,0.71533734,1.2370722,1.3648733,1.4004887,0.32632995,1.3803573,0.773256,0.5710418,0.9770026,0.8048986,0.7663467,1.2838356,1.3280996,1.2992771,0.71709543,0.0,0.57128286,0.8775579,0.9983203,0.95898515,1.3546715,1.2529819,0.87735337,0.43718815,1.308803
tooth,1.2001288,0.94481456,0.66486114,1.0705309,1.0302057,0.9313278,1.0907038,1.1809659,1.1948527,0.82661736,1.154071,0.67086416,1.1783665,0.9258115,1.1542565,1.2048683,0.96861583,1.2319052,0.9444134,0.6897203,1.2218282,0.83220243,0.984994,0.8005846,0.9571952,0.9161118,0.81984836,1.0840653,1.3569442,1.1763812,1.2359831,0.72413146,1.0856,0.94967484,1.2591348,0.944842,0.6123395,1.2356527,0.85392165,1.2117689,1.2448266,1.2766674,1.1231816,1.1583956,1.060023,0.9117869,0.47919345,0.9417971,1.0150185,0.78292155,0.8800108,1.1507928,1.0217357,1.0145975,0.6813458,0.9685156,1.0222363,1.003674,1.0887282,1.105766,0.8959756,0.9346599,1.0149493,1.1659791,0.99636126,0.67815316,1.1539094,1.0610634,1.0598378,1.0803347,1.1990877,1.1218399,1.1154224,0.95900464,0.49874628,1.0249625,0.7228878,0.8630885,0.545691,1.2057383,1.2240343,1.0165937,1.0107428,1.1685275,1.0336447,0.6473378,0.6941478,1.0857099,1.1027021,0.97484523,1.284142,1.2956457,0.7927828,1.0568998,1.0577499,1.3197646,0.7935878,1.3348943,1.1682408,1.0672306,0.9618582,1.0560203,0.9934384,1.0121889,0.69841444,1.0985475,1.0995462,1.1965486,0.61676496,1.1123054,0.78335077,0.86489516,1.0357282,1.041151,0.72632515,1.2038622,1.119956,1.1666603,0.8840162,0.57128286,0.0,0.85641116,1.0440251,1.1929028,1.161378,1.0288635,1.0643548,0.68320286,1.2219896
toothbrush,0.9586362,0.89437646,1.2721044,0.5472229,1.1926984,1.2990465,0.7409134,1.070472,1.0834974,1.0716727,0.825057,0.93863094,0.8513961,0.4840933,1.2936027,0.9260171,0.99806833,0.78997105,1.2811574,1.3883191,0.96623313,0.8843181,1.2052263,1.0254947,1.3406162,1.0524904,0.7876115,1.1727808,1.116064,1.3676014,1.047238,0.93074393,0.8320501,1.2925024,0.99975646,0.92567265,1.1579369,0.9787453,1.3830798,0.99233985,0.92173326,1.1738486,0.9971858,0.9057064,1.069528,1.0784552,0.7085754,1.1107169,1.3143635,0.8087614,0.6351874,1.1424949,1.085241,1.0871505,0.9581589,0.79363495,1.1316103,0.7844124,0.88522804,0.9195651,0.4310506,1.1890314,1.1566931,0.7180399,0.6121514,0.90735793,1.1628007,1.3840461,0.91693705,1.0404612,0.95186484,0.55895185,1.1459216,1.1207147,1.1952448,0.9487629,1.0560123,1.1784036,1.0919591,0.9351927,1.1449219,0.57914007,0.67027587,0.7053804,1.0466697,1.0189809,1.0157349,1.0916557,0.9858456,1.0621756,0.82351923,1.2730578,1.3891349,0.6904102,1.0642573,1.0585401,1.3672291,1.1040057,1.2140409,0.84065473,0.7902671,0.7077158,0.86468923,0.6311955,0.9155426,1.0264935,1.0266105,0.7941357,1.1560684,0.98287076,1.2754571,0.76131177,0.87073493,0.96343327,1.2585206,0.84256,0.7323474,0.8743149,1.3932425,0.8775579,0.85641116,0.0,1.0637606,1.1331005,0.7620529,1.0279524,1.3191702,1.0658644,1.1618887
towel,1.157693,0.9766436,1.0922687,0.9999466,1.0784512,0.97509944,0.9267405,0.9909584,0.94865376,1.1038792,1.0753005,0.8266315,0.92979956,1.0648803,0.9632434,0.5743743,1.1197631,1.1707702,0.9801696,1.0138592,1.0684775,0.8282386,0.94870675,0.85726285,0.74284077,0.9838218,1.0344301,0.94048315,0.8327651,0.99499494,1.0034342,1.0834025,1.0216702,1.0815258,0.76009715,0.86580133,1.0521973,1.0246943,1.0139728,1.0285393,1.0758599,0.8814197,0.9318814,0.95102626,0.9969935,1.236163,1.0254894,0.7059531,1.0068234,0.78168726,1.0419632,1.0936018,0.96075785,1.1833293,1.149227,0.59431386,1.126353,0.9933216,1.2765837,1.0505489,1.0995483,0.82653016,1.1578351,0.88559973,0.9092618,0.9657375,0.90377307,0.7743396,0.79365474,1.0510433,0.8620862,0.72503924,1.1671304,0.93357843,1.1359712,0.20499623,0.9961906,0.95189255,1.1605754,1.0393792,1.1342174,1.0401094,0.9023129,1.200722,0.99973536,1.0043598,0.96538615,1.0241847,0.9528391,0.3879925,1.101419,0.8851166,0.89300495,1.0757244,1.0608902,0.8312367,0.92159975,0.8818248,1.178399,1.0608503,1.1017071,1.0947931,0.88609856,0.96572995,0.87655336,1.2258513,0.9452227,1.1389078,0.91152716,0.8990351,0.9813288,0.69486827,0.96061313,0.8721479,0.96808785,1.0144347,1.159903,1.2595162,1.0102373,0.9983203,1.0440251,1.0637606,0.0,1.20538,1.2299477,1.1528275,0.93444943,1.0511642,0.9470974
toy,0.7921083,0.89318234,0.77527255,1.252711,0.6264314,0.7609029,0.851847,0.74639225,1.2536955,1.1679134,1.018886,1.169456,1.3507794,1.08184,0.79022175,1.1655957,1.2533947,0.47582114,0.820223,0.8960954,0.6205654,1.1557782,0.6861974,1.024047,0.9608844,1.1116112,0.961509,1.4305801,1.0728798,0.78043944,1.2255821,1.2688829,1.2145338,0.72588575,1.2238245,0.93935305,0.8033452,1.0581326,0.8845636,0.86315143,0.38377655,1.2853494,1.0416758,1.0612426,1.2502582,1.0564893,1.1078062,1.0352619,0.6497662,1.0266199,1.0426102,0.39691794,1.2482294,1.0877167,1.0914596,0.92218256,1.1764513,0.49569488,1.1455098,0.8251882,1.1411202,0.79325956,0.90794885,1.2979331,1.4049867,1.2576104,1.0214047,0.9298234,1.1851679,1.0273455,0.8441982,0.94680196,0.85013986,0.8452941,0.98335314,1.1870329,0.9716088,1.065871,0.88409925,1.291132,0.5847983,1.1467047,1.355592,0.7670629,0.86113596,0.9096769,0.9279031,0.83565724,1.2657617,1.1261967,0.8063657,0.82998645,0.84651405,0.9639826,0.7694235,0.7598858,0.9373634,1.0944804,0.6872381,1.2954421,0.6840909,1.3377501,1.0646561,1.2453954,1.1092793,1.0875591,1.3555772,0.863713,0.8692712,1.2147679,0.913139,0.93201566,1.3282678,0.79249954,1.0025485,0.81350565,1.2491127,0.8354148,0.7071733,0.95898515,1.1929028,1.1331005,1.20538,0.0,0.71689993,1.2466394,0.91260934,0.95139253,1.2959471
tray,0.5937264,1.2065531,1.2866157,0.7571353,1.0949531,1.2843393,0.70908725,0.9004598,0.76082695,0.98890924,0.5242328,1.3218765,0.68576586,0.519219,1.2770123,0.7395466,0.8765919,0.48117328,1.3056988,1.3227916,0.57035244,0.9925168,1.1498984,1.3293498,1.4616199,1.064259,0.9673531,1.0921962,0.9502691,1.310064,0.94164324,1.151425,0.74879956,1.2154016,0.772336,0.83501405,1.418062,0.51167196,1.328061,0.6362842,0.50024116,1.2019615,0.9871731,0.8939055,1.1137339,0.9974613,1.3144301,1.2431679,1.2791141,1.139158,0.7809923,0.8386566,1.1440732,0.88151455,1.3427098,1.0927324,0.86609334,0.78384733,0.7940072,0.8930938,0.77338094,1.3790245,0.94386905,0.88315856,0.90797186,1.351675,1.326288,1.4039347,0.77984434,1.0068982,0.8914279,0.7815455,0.9470716,1.0030118,1.3843536,1.2120069,1.5140797,1.3173771,1.2049491,0.8485859,0.8558092,0.5404371,0.90904164,0.4324867,0.7470643,1.4208449,1.3975613,1.0243179,1.199133,1.2812469,0.53663146,1.2076172,1.3582078,0.6924568,1.0409024,0.9132779,1.3906229,1.057812,0.9713541,1.1198939,1.0382152,0.8675598,0.9509977,1.0569811,1.3133566,0.8550373,0.90948445,0.4529665,1.5226624,0.79443634,1.3193285,1.0498582,1.1023574,1.0160359,1.3237456,0.54381394,0.7133895,0.538489,1.3547697,1.3546715,1.161378,0.7620529,1.2299477,0.71689993,0.0,0.99500924,1.4263885,1.4530226,1.0350393
tree,0.9550806,1.1325529,1.2762151,0.9430025,1.2488147,1.2154552,1.1276987,1.1705331,0.71163785,0.96844715,0.7984948,1.1754738,0.76346624,1.0185388,1.0493617,0.8945851,0.69735134,1.1367258,1.1676697,1.097547,1.0997787,1.1100986,1.2669626,1.194527,1.2272472,0.8488052,1.0582498,0.6829591,1.0381882,1.0603614,0.88934815,1.0681658,0.83468366,1.2047479,0.9734841,0.9415935,1.1880391,0.7678889,1.0831375,1.0700936,1.213918,0.8627041,0.9408682,1.0291286,0.28892887,1.049592,1.1951746,1.0964727,1.2112396,1.1874976,1.0723417,1.1631975,0.3620963,0.99685234,1.1266872,1.3141735,0.67083526,1.2799559,0.9964251,0.9576062,1.0589527,1.303765,0.9972699,0.8207052,0.8884033,1.0276378,0.98129565,1.0305809,1.0048842,1.1512822,1.1259587,1.2155094,0.8511374,1.2126883,1.1251812,1.1903317,1.1783156,1.1373855,1.2605484,0.88043875,1.0344052,0.93283707,0.92015725,0.99686927,1.1108131,1.1325145,1.1393421,1.0716236,0.8053331,1.1866958,1.0510281,1.0619714,1.1859097,0.99584407,1.2644181,1.0611523,1.1594188,1.0616391,1.0514013,0.9501067,1.1482284,0.8726798,1.0067599,0.9643223,1.152578,0.8262686,0.8062837,0.82716763,1.2762656,0.6880177,1.1228738,1.2501036,1.038587,1.2178234,1.1111333,1.0253031,0.88497585,0.896935,1.1945862,1.2529819,1.0288635,1.0279524,1.1528275,1.2466394,0.99500924,0.0,0.93538266,1.1552685,0.79456073
vacuum,1.2338605,0.9008912,0.703185,1.2288855,0.89406914,0.7136551,1.3240302,0.8145026,1.0298777,1.1774656,1.3386925,0.8734975,1.2699112,1.5666765,0.6197993,1.2921878,1.135072,1.1491597,0.40620923,0.55321014,0.9446512,1.1125312,0.599291,0.98116547,0.46691835,0.9989092,1.2482929,1.1515299,0.9021205,0.46062648,1.0789782,1.2298708,1.1135484,0.9521287,1.190522,1.1438491,0.5557432,1.1434038,0.37909776,1.2625403,1.2580945,0.7453418,0.8479196,1.1539207,0.9937888,1.181722,0.9912986,0.9852428,0.65168333,1.0035675,1.2526376,1.0754117,1.0309383,1.1144412,0.9950182,1.0830516,1.2147717,1.0868444,1.2826937,1.035554,1.3677814,0.8130095,0.9204485,1.107945,1.4269292,0.7275736,0.46090245,0.32100135,1.2292129,1.0933654,0.7668935,1.2865665,1.0306808,1.1219724,0.68035513,0.87183607,0.7142641,0.77346665,0.96171373,0.97905946,1.1621768,1.511172,1.3551294,1.3258264,1.2701795,0.53728163,0.58993876,0.9513754,0.9867867,0.8622735,1.2523315,0.5689816,0.62019444,1.2709556,0.9298834,0.85131645,0.51892877,0.7665565,0.9364436,0.9403371,0.994186,1.3634076,1.1214428,1.2809272,1.0287706,1.1132718,1.0115825,1.2623109,0.6135061,1.2179838,0.6955768,1.062575,1.0868459,0.81167674,0.8951448,1.1633804,1.3606813,1.2695742,0.5933512,0.87735337,1.0643548,1.3191702,0.93444943,0.91260934,1.4263885,0.93538266,0.0,0.62306833,0.9220503
watch,1.3796268,0.61621994,0.5446803,1.1526679,0.8986931,0.66902936,1.287937,0.8128536,1.4069345,1.0577707,1.4963806,0.53673947,1.4878109,1.3526999,0.77744293,1.4412184,1.3363354,1.2431433,0.52948815,0.49772918,1.1297009,0.9431392,0.58971834,0.6860574,0.46882927,1.0172278,1.0021166,1.2629305,1.1503952,0.5761553,1.3219101,0.89448076,1.2364545,0.76027936,1.5068042,1.1156635,0.35603738,1.4724189,0.5444915,1.4145429,1.289819,1.144593,0.8916099,1.2990093,1.0630492,1.163798,0.48859608,0.84101593,0.6907989,0.74662304,1.0498481,1.0497458,1.068905,1.1399176,0.55266345,0.89640677,1.2341435,0.9842596,1.4265232,1.0904396,1.069361,0.56491303,1.0501715,1.2947389,1.3471003,0.55317825,0.7617911,0.5602581,1.2951529,1.1849042,1.0186965,1.2161071,1.1062849,0.8794452,0.40134454,0.93294066,0.39476097,0.63734925,0.5965948,1.2707092,1.1298819,1.4186435,1.3507066,1.4314731,1.2340137,0.35344434,0.390033,1.0136526,1.0223202,0.82196826,1.3853306,0.94460505,0.45909572,1.2454202,0.8674206,1.0274926,0.4686221,1.196845,0.95473415,1.067759,0.71869355,1.3881345,0.96326333,1.0832825,0.7454569,1.2841207,1.1529866,1.4978075,0.22517794,1.3418138,0.6301091,0.91983503,0.9932451,0.7891462,0.69195694,1.2942244,1.4578378,1.3658562,0.44799638,0.43718815,0.68320286,1.0658644,1.0511642,0.95139253,1.4530226,1.1552685,0.62306833,0.0,1.2912574
window,1.0240762,1.19308,1.2365788,0.9342086,1.2312773,1.251564,1.1703901,1.1006353,0.56137407,1.0897322,0.7802893,1.2312137,0.6702184,0.9631164,1.0905077,0.79472965,0.76404065,1.1103709,1.0542119,1.1346084,1.0501629,1.1285511,1.2058959,1.1855625,1.057879,0.8231831,1.1479405,0.663664,0.66270006,1.0678775,0.47239196,1.0974967,0.7534683,1.2290757,0.58617026,1.094749,1.305768,0.6880773,1.0048572,0.94753546,1.1065408,0.37576514,1.0375118,0.8640895,0.8269609,0.98621196,1.2725573,1.1555635,1.2459261,1.1473178,1.1606023,1.2503347,0.843889,0.8893303,1.1386286,1.191978,0.93825424,1.2501193,0.8315264,1.0978385,1.0243877,1.271801,1.0612146,0.80626893,0.94157666,1.1234007,0.7860458,0.9456089,0.9766073,1.0133181,0.91619736,1.0566056,1.0417352,1.0867246,1.1976181,0.96893936,1.224457,1.0650399,1.2775822,0.68331224,1.0678272,0.9617847,0.9603943,1.0109527,1.0957482,1.2688618,1.2130351,1.0498723,0.84747326,0.98548263,0.9334121,0.9033556,1.1911224,1.0541309,1.1993909,1.1514964,1.0949072,0.5777433,1.1178735,0.80705345,1.2886771,0.84224397,1.169646,1.041924,1.2246228,0.8093735,0.8058113,0.8800619,1.3583642,0.82915586,1.1654141,1.1448042,0.87115693,1.3027356,1.1110948,0.97927636,0.8521365,0.8891476,1.2303543,1.308803,1.2219896,1.1618887,0.9470974,1.2959471,1.0350393,0.79456073,0.9220503,1.2912574,0.0
