,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
elephant,1.0118796,1.0774072,1.191434,1.0395153,1.2292444,1.1393508,1.1095166,1.1083186,0.92555153,0.9392777,0.98380715,1.1269112,0.9317267,1.076994,0.99649453,0.94938314,0.7983008,1.2098619,1.1579578,1.053813,1.2049947,1.0237952,1.2180042,1.0429535,1.0879356,0.8961631,0.9754409,0.5201341,1.0714593,1.016118,0.9548171,1.1674032,0.84817433,1.1039007,1.0844496,0.9305369,1.115176,0.9529433,1.0660869,1.1664548,1.2550081,0.9187269,1.0793183,1.1341429,0.0,1.082812,1.1741234,0.93278027,1.1024821,1.1396894,1.1952237,1.1008192,0.14416307,1.0660869,1.1171601,1.2700584,0.59872,1.2715313,1.1035595,0.9396276,1.1333419,1.1387542,0.993615,0.88177115,0.9427591,1.0374286,1.0244799,1.0067958,1.0576667,1.1903914,1.2121136,1.1904116,0.87523997,1.085703,1.0649685,1.0694131,1.0394003,0.9804184,1.2331755,1.032023,0.92852956,1.0055394,0.98964643,1.1241473,1.1858206,1.1148609,1.119629,0.9806214,0.49297202,1.0692558,1.0429308,1.0301689,1.0985656,1.0937521,1.2271378,1.1262159,1.1153406,1.1157433,1.0105625,0.8670182,1.1474484,0.985221,0.99740076,0.8881806,1.12087,1.0701594,0.989752,0.9557923,1.1120294,0.7196146,1.0487767,1.2210661,0.8924484,1.1529782,1.0230249,1.1232995,0.9778867,0.99901366,1.1220608,1.1794654,1.060023,1.069528,0.9969935,1.2502582,1.1137339,0.28892887,0.9937888,1.0630492,0.8269609
face,0.96864593,1.010054,1.0345211,0.9949575,1.116445,1.1198431,0.87763923,1.3239801,0.99417734,0.7302724,0.91951877,1.255541,0.96842104,0.85806936,1.183284,1.0697477,0.90615946,1.1340054,1.1892821,1.0891461,1.2339787,0.91600627,1.282733,1.0400056,1.285672,1.0963982,1.0631337,0.9455667,1.2029241,1.193095,0.8772745,0.776544,1.050579,0.8732762,0.94436777,0.92427456,1.1342483,1.010035,1.1221585,0.86381346,0.88789433,1.0272515,1.2229613,0.96516687,1.082812,0.0,0.9209085,1.1768544,1.1422939,1.1393217,0.98767555,1.0090361,1.0684243,0.983978,0.640134,1.2598157,0.95154005,1.1164497,0.36863065,1.0682573,0.8467762,1.0362508,0.97707886,0.9733045,0.90783477,1.1474758,1.2662706,1.3026187,0.910455,0.98182106,1.1773136,1.1225086,0.88402456,1.0034859,0.88295436,1.2822013,1.0279884,0.9814445,0.87311953,0.9728643,0.8894421,0.8150366,0.8513501,0.91499126,0.9003847,1.1486244,1.2027584,1.0374424,1.0731301,1.2460268,0.9561145,1.2072041,1.1835334,1.0508932,1.020926,1.2358923,1.2117438,1.1014642,1.0399675,1.001875,1.1314797,0.6773315,1.1826222,1.0843153,1.0415334,0.72079337,1.1035421,0.9737973,1.1913819,0.9215507,1.0412868,1.2558612,1.043392,1.2273359,1.073153,1.040285,0.69319963,0.8752693,1.1334913,0.93292135,0.9117869,1.0784552,1.236163,1.0564893,0.9974613,1.049592,1.181722,1.163798,0.98621196
finger,1.2984035,0.48969322,0.6565796,0.94851387,0.9061223,0.8635042,1.000226,1.1554636,1.3971477,1.0332546,1.3523359,0.5983546,1.3362342,1.0716479,1.0843565,1.366591,1.2525771,1.2401175,0.91795784,0.8411355,1.2736185,0.8673626,0.9555056,0.60041565,0.87072587,1.0031395,0.8424878,1.2437427,1.221314,1.104459,1.2073395,0.68405604,1.266073,0.9188871,1.3699287,1.1025177,0.612113,1.4862726,0.92412364,1.2841494,1.1084415,1.2009323,1.0646752,1.1660224,1.1741234,0.9209085,0.0,0.97712165,0.98287547,0.41486788,0.8661599,1.1181021,1.1302316,1.13913,0.40145302,0.6736741,1.2630064,0.94117266,1.1506171,1.1888194,0.49522275,0.67119956,1.1764501,1.2408266,1.0358022,0.6243157,1.013396,1.0033064,1.0827334,1.0297506,1.1112727,0.8343046,1.1604812,0.9085368,0.51442754,0.95136106,0.4927768,0.66850054,0.53793097,1.2698666,1.193013,1.1599098,1.0618694,1.2506309,1.0815737,0.4923315,0.49447936,1.1126795,1.0938984,0.8874054,1.3018163,1.2011042,0.8671775,1.1473074,0.80373955,1.2302315,0.8739029,1.2480885,1.1938529,1.057544,0.78411627,1.1207347,1.0766698,0.90960443,0.6411059,1.2254305,1.2460481,1.3509934,0.4302709,1.365746,0.8367069,0.5850986,0.8687465,0.8585771,0.77256346,1.2962928,1.244304,1.2710352,0.8444044,0.11149299,0.47919345,0.7085754,1.0254894,1.1078062,1.3144301,1.1951746,0.9912986,0.48859608,1.2725573
fish,0.9055991,0.9745883,0.9901494,1.2414978,1.0586816,0.87353885,1.0526265,0.97601044,1.2217687,1.0500792,1.295856,0.7932553,1.2538185,1.2368468,0.411097,1.0604415,1.1901436,1.1128181,0.91607773,0.8818173,1.1787037,0.9594154,0.8899926,0.725174,0.73254627,0.79223394,0.8128305,0.9969317,1.1399666,0.8269844,1.3269999,1.1029142,1.1774734,0.77916634,1.2669742,1.0011667,0.7147234,1.266354,0.99307275,1.1735264,1.1492525,1.1898108,1.0225,1.1668072,0.93278027,1.1768544,0.97712165,0.0,0.6578934,0.9912314,0.9201429,0.6364271,0.9575675,1.1441226,0.93437946,0.9252645,1.0867069,0.9781348,1.2585855,0.9973193,1.1788721,0.6730329,1.037893,1.163061,1.1816987,0.79870707,0.9522934,0.8113693,1.0387857,1.1915443,1.0712203,1.1503297,0.98544806,1.0051936,0.9695318,0.7074965,0.7594202,0.8626398,0.97051024,1.3179324,0.86504674,1.2452174,1.2394658,1.1905499,1.0147586,0.68249583,0.7203661,0.74569213,0.8215417,0.6918489,1.0791849,0.7047144,0.6961237,1.187578,1.0116826,1.0850086,0.7812142,1.1757976,0.73172385,1.047958,0.7422758,1.2934036,0.87538964,1.0444877,0.7206198,1.2452247,1.1087883,1.2543101,0.71357846,1.040969,0.8463705,1.0187355,1.0170163,0.7289465,0.7419032,1.218529,1.2915225,1.2402903,0.764853,0.9288835,0.9417971,1.1107169,0.7059531,1.0352619,1.2431679,1.0964727,0.9852428,0.84101593,1.1555635
flower,1.1453413,0.9498742,0.54611087,1.4077408,0.670132,0.5513426,0.98220426,0.74355555,1.3276289,1.0598451,1.4104626,0.8630627,1.5270394,1.4564148,0.5439849,1.3226769,1.2899665,1.0275923,0.53675157,0.59884393,1.0107155,1.1245918,0.5755832,0.74387133,0.52519906,0.9416322,1.0016023,1.2330849,1.1119769,0.57062286,1.3014755,1.1882913,1.3217897,0.6742438,1.3969479,1.0365463,0.47993743,1.4029616,0.5819649,1.2007035,1.0412323,1.1772207,1.0880456,1.2086363,1.1024821,1.1422939,0.98287547,0.6578934,0.0,1.0061927,1.0671105,0.7182752,1.0873717,1.0630026,0.9496643,0.99368733,1.1607802,0.82576036,1.3188322,0.9180813,1.3311421,0.60130507,1.0847846,1.3236178,1.5004783,0.8980338,0.83711207,0.5977351,1.2075602,0.9833202,0.95170695,1.2794917,0.8910089,0.87272245,0.7290792,0.9287673,0.6839364,0.8486807,0.7256821,1.3634894,0.90325254,1.4833533,1.4621756,1.2480863,1.0028803,0.5517347,0.60856426,0.94391197,1.0611026,0.8060043,1.0381742,0.43914402,0.4909451,1.3240601,0.70202386,0.9745226,0.5294474,1.0639265,0.69392365,1.0473094,0.7832909,1.4733566,1.1202179,1.2967066,0.77761257,1.2818261,1.2726929,1.3851786,0.50928974,1.3121258,0.5795169,1.0736171,1.1094873,0.7638991,0.7145168,1.240954,1.44697,1.2526488,0.42181432,0.8092788,1.0150185,1.3143635,1.0068234,0.6497662,1.2791141,1.2112396,0.65168333,0.6907989,1.2459261
foot,1.1786935,0.40293175,0.8272717,0.71353304,0.8842768,0.9072138,0.9236645,1.0849957,1.2226924,1.1536199,1.0980058,0.75133425,1.1670288,1.0007575,1.0551043,1.0426764,1.2001897,1.1693752,0.9751018,0.96179473,1.2216127,0.96471804,0.9765918,0.89803797,0.94189,1.0861285,1.0250542,1.168843,1.0697749,1.0863963,1.04229,0.9634502,1.129014,1.0977286,1.1095535,1.2641313,0.89418596,1.255882,1.002356,1.0610548,0.9100831,1.168138,1.1140546,0.9954188,1.1396894,1.1393217,0.41486788,0.9912314,1.0061927,0.0,1.0387689,1.1482865,1.1198621,1.1636921,0.8604778,0.41491508,1.1936579,0.96222556,1.1780899,1.1574035,0.63543653,0.84699494,1.1525149,1.124482,0.8818109,0.9083736,1.0108048,0.99172026,0.86927176,1.0047944,1.0628294,0.53072023,1.2125101,0.99154127,0.8338314,0.89976215,0.8585978,0.9302533,0.8210966,1.2267535,1.1541417,0.9525763,0.90004605,1.2309874,1.0483497,0.820282,0.77023923,1.1004186,1.0988274,0.76312983,1.1693069,1.0683473,0.99194306,0.9170215,0.83659846,1.0866055,0.9593522,1.1606996,1.1470006,1.05867,0.9805607,0.99665797,1.0225478,0.8315482,0.8704194,1.1627032,1.2332888,1.1622475,0.60595614,1.1884243,0.99175805,0.33844906,0.92882794,0.91048515,0.9538869,1.0357568,1.1086063,1.1809146,0.98421204,0.30328333,0.78292155,0.8087614,0.78168726,1.0266199,1.139158,1.1874976,1.0035675,0.74662304,1.1473178
fork,0.99434185,1.0667317,1.048989,0.9512053,1.127737,1.1583968,0.7754223,0.9496292,1.0877008,1.0668693,1.0951192,0.89325595,0.9924547,0.85239226,1.1389446,1.1363938,1.0986189,0.89982265,0.9753957,1.1216983,0.9328473,1.0005723,0.9677474,0.8880518,1.1674106,0.8411652,0.6976358,1.1919684,0.98624325,1.2165854,1.1329117,0.9689846,0.9790993,1.086142,1.1124908,0.811719,0.9130651,1.0247625,1.1811086,1.061264,1.0022339,1.1928836,1.0556923,0.91578233,1.1952237,0.98767555,0.8661599,0.9201429,1.0671105,1.0387689,0.0,1.0188388,1.1758018,0.90698063,0.89921576,1.0049247,1.1663843,0.72531235,0.89644754,0.8632976,0.6424413,1.1208937,1.2110686,0.9042966,0.92223585,0.7267245,1.1944155,1.2331525,0.89432794,1.0321922,0.85988367,0.9055104,0.9264566,1.0517827,1.0938945,0.8495555,1.0707047,1.1006715,1.0004058,0.9000381,1.1489642,0.85628736,1.0081383,0.8654109,1.0082834,0.7934648,0.7922389,1.1472774,1.0756593,1.1825866,0.84265214,1.0628258,1.060691,1.0179092,1.0357337,0.9556841,1.1642962,1.0861294,1.0653598,0.92889667,0.6383748,1.0223637,0.99966073,1.0680687,0.8643807,1.0611774,0.847528,0.9455293,1.0637038,1.1331558,0.9769607,0.9608121,0.940905,0.6067056,1.0935134,0.89982545,0.9479989,0.80726504,1.1391749,1.0158079,0.8800108,0.6351874,1.0419632,1.0426102,0.7809923,1.0723417,1.2526376,1.0498481,1.1606023
frog,0.46803945,0.98254627,1.0294627,1.1834177,0.84271884,0.8667987,0.8448547,1.0245875,1.2463216,0.99461836,1.0933067,1.0830079,1.3306544,1.1239686,0.54764366,1.1344287,1.2291874,0.61275667,1.1043041,1.1045617,0.8468816,1.1868993,0.9763754,0.7904937,1.0709082,1.0572443,0.73547894,1.1871359,1.224385,0.8408339,1.3051133,1.1713166,1.2082845,0.5895556,1.2918468,0.77292985,0.88313556,1.18854,1.1293639,0.88053906,0.61977446,1.2627535,1.0272256,1.1887808,1.1008192,1.0090361,1.1181021,0.6364271,0.7182752,1.1482865,1.0188388,0.0,1.1100674,1.1412809,1.0425886,1.0807523,1.031461,0.67336184,1.1566861,0.8957165,1.1106483,0.80405426,0.7538824,1.2807603,1.3272518,1.1849804,1.0664399,0.95077056,1.0943094,1.0975095,0.96994936,1.0880272,0.928082,0.81799185,1.1414732,1.091563,0.90311277,0.9735142,0.9743538,1.3595281,0.37723327,1.2061334,1.3074782,0.78485024,0.7373808,0.93599313,0.9599476,0.5316817,1.0078337,1.1185144,0.8599925,0.840256,0.86128163,1.0179409,0.8774932,0.9434786,1.0543044,1.1910872,0.46965325,1.3079239,0.5395098,1.3093569,1.0984784,1.2161821,1.0101268,1.1346253,1.265225,1.0193129,1.0240518,1.1249465,0.9972337,1.1098111,1.2276826,0.7827027,0.93590134,1.0606803,1.2413907,0.97311383,0.8637018,1.0505328,1.1507928,1.1424949,1.0936018,0.39691794,0.8386566,1.1631975,1.0754117,1.0497458,1.2503347
giraffe,0.9693114,1.0845195,1.1487914,1.0516826,1.1871643,1.0857464,1.0502217,1.1091671,0.9424196,0.9054801,0.99520326,1.1220586,0.989811,1.0524956,1.0185788,0.9390064,0.7994226,1.195076,1.1557243,1.040065,1.2016594,1.0100808,1.2370418,1.0106897,1.1036603,0.9022211,0.9810866,0.54461426,1.0542717,1.0140054,0.99883634,1.118794,0.86789477,1.1510205,1.0742143,0.9043571,1.1030022,0.97880006,1.0569279,1.1140333,1.2511213,0.97353417,1.1673334,1.1267912,0.14416307,1.0684243,1.1302316,0.9575675,1.0873717,1.1198621,1.1758018,1.1100674,0.0,1.0079519,1.0779862,1.234232,0.647376,1.2413766,1.0730389,0.9314027,1.1360085,1.1031199,0.9897763,0.8878008,0.97519225,1.1120361,1.0842712,0.98674065,1.0472791,1.1462426,1.1819971,1.146261,0.8519175,1.0421712,1.0427945,1.0398939,1.0085729,0.983411,1.1859353,1.1015629,0.9862833,1.0054013,1.0172104,1.1207486,1.1462425,1.1085768,1.0962738,1.0388906,0.50795066,1.0084995,1.0663384,1.0267637,1.0815872,1.0579779,1.1653265,1.1490169,1.1505163,1.14388,1.0131304,0.8868338,1.1416398,0.958349,1.0355117,0.9322854,1.1288283,1.0664346,1.0206689,0.9685988,1.1121757,0.7508415,1.0263326,1.1789389,0.9425284,1.1267436,1.0754181,1.146457,0.98797584,1.0391314,1.1209754,1.1399782,1.0217357,1.085241,0.96075785,1.2482294,1.1440732,0.3620963,1.0309383,1.068905,0.843889
glass,0.9854188,1.101927,1.037484,1.0759215,0.93624204,0.9861834,1.0435146,0.86848813,0.88174796,1.0158904,0.9645223,1.1369667,0.8881826,0.9634386,1.0829824,1.0219421,0.91812825,1.0434617,0.94477916,1.0751766,0.99847525,1.041604,0.949859,1.10653,1.0669878,0.8900946,1.0797527,0.98207223,0.8279257,0.95032614,0.91779304,0.93131834,0.8383981,1.1579953,0.90631145,1.0606111,1.1808717,0.84440315,1.0308675,0.99882734,1.0679222,0.9648538,1.077899,0.91117823,1.0660869,0.983978,1.13913,1.1441226,1.0630026,1.1636921,0.90698063,1.1412809,1.0079519,0.0,1.0528275,1.1215403,0.99537575,1.0828629,0.8787282,0.909621,1.0591673,1.1805742,0.982458,0.97488606,0.98938817,1.0488492,1.0460005,1.0211146,1.0075083,0.8323491,0.89910454,1.0537913,0.966066,0.9563137,1.1277905,1.105262,1.1343371,1.1377456,1.0457454,0.75793946,1.0911272,0.9680237,0.98536044,0.9821589,0.9930562,1.2111648,1.1692185,1.0699532,1.0732405,1.147873,1.0913653,0.9411311,1.0479023,1.0450174,0.93014544,1.068531,1.0594956,0.8916352,1.0333809,0.95408374,1.090283,0.87758005,0.99366045,1.0539547,1.0244138,0.883431,0.7433717,1.0073733,1.1981645,0.97685534,1.1452659,1.1189737,0.93353873,0.9688957,1.0818692,0.88060904,0.88890827,0.94330907,1.0884067,1.1797519,1.0145975,1.0871505,1.1833293,1.0877167,0.88151455,0.99685234,1.1144412,1.1399176,0.8893303
glasses,1.240766,0.6992085,0.75450724,1.173067,1.0063431,0.9229176,1.0561433,1.1622596,1.3368982,0.9682949,1.3555968,0.8167159,1.3051388,1.1344173,1.0403022,1.3516185,1.1763542,1.2581317,0.92754734,0.8155055,1.318339,0.94640034,1.0247221,0.655615,0.8848579,0.94889134,0.8975196,1.1787751,1.214248,0.9934997,1.1356425,0.53595996,1.2295699,0.73253495,1.3379275,1.0096393,0.66639996,1.4084609,0.92314386,1.2081616,1.0991044,1.117732,1.0785857,1.1627058,1.1171601,0.640134,0.40145302,0.93437946,0.9496643,0.8604778,0.89921576,1.0425886,1.0779862,1.0528275,0.0,1.0566472,1.188909,1.0983844,0.9590783,1.1356599,0.8370968,0.6087705,1.1233861,1.2683356,1.1118377,0.7119408,1.0543886,1.0031313,1.1275729,1.0049208,1.1702552,1.1461084,1.0492222,0.9583061,0.5046628,1.0537679,0.48421562,0.55735147,0.6534972,1.206046,1.0120995,1.2132109,1.1021163,1.2583315,1.0135658,0.60568213,0.6518086,1.0765704,1.0072409,0.9901948,1.2192671,1.1035527,0.82361233,1.156877,0.86726916,1.1713111,0.9120145,1.2060678,1.0442982,0.9742029,0.7632136,1.1120431,1.1009325,0.9964536,0.74651194,1.1526406,1.1199363,1.3557007,0.578854,1.2911401,0.82619905,1.0329746,0.93904144,0.93524665,0.87819624,1.2629356,1.2182139,1.2512361,0.73870826,0.47234303,0.6813458,0.9581589,1.149227,1.0914596,1.3427098,1.1266872,0.9950182,0.55266345,1.1386286
glove,1.1692601,0.58877957,0.92618316,0.7656352,0.75549126,0.9149444,0.8602715,0.8315335,1.184835,1.2582796,1.0694358,0.7443957,1.0340085,0.8300893,1.0693295,0.82858557,1.1313144,1.0595541,1.0775912,1.1477102,1.003331,0.9482256,0.7837771,0.95234114,0.89465535,1.0469247,1.0063828,1.2825245,0.8888881,1.0701257,1.0367608,0.9812123,1.135922,1.0399776,0.89341766,1.2349615,1.0677822,1.1030741,1.1491157,1.0235252,0.7886177,1.1643126,0.9766579,0.8555082,1.2700584,1.2598157,0.6736741,0.9252645,0.99368733,0.41491508,1.0049247,1.0807523,1.234232,1.1215403,1.0566472,0.0,1.2965893,0.86588776,1.1810476,1.0384818,0.7416453,0.75050247,1.1522977,0.89064896,0.7777004,1.031267,0.99551773,1.0322508,0.9761259,0.950294,0.88804686,0.30653167,1.2424347,0.97127426,1.1313095,0.6880402,1.0272857,1.1036874,0.98014987,1.1154252,1.1249104,0.8373723,0.834058,1.1565437,0.9559622,1.0021578,0.9573654,1.0826647,1.2239119,0.5661606,1.1704202,0.9809295,1.10833,0.85922146,0.83699816,0.73420274,0.99607605,0.98327523,1.2009618,1.1323292,0.96043926,0.9458086,0.73793244,0.74895406,0.8064621,1.1624088,1.1406714,1.0760739,0.7327608,1.2043068,1.1402524,0.099404454,1.0673112,0.87502426,0.97354305,0.9038056,1.0159426,1.1883382,1.0150683,0.6124785,0.9685156,0.79363495,0.59431386,0.92218256,1.0927324,1.3141735,1.0830516,0.89640677,1.191978
grass,0.81457335,1.2473552,1.1484789,1.0209336,1.1578667,1.1799291,1.0460433,1.1754923,0.8522856,0.4467839,0.81861377,1.2129471,0.8139725,1.0185393,1.1603758,0.86731577,0.7635156,1.0972966,1.2470398,1.0739377,1.1718194,1.0923657,1.3807799,1.1172775,1.2794113,0.9916571,0.99437094,0.4491577,1.1173613,1.2130336,0.91849935,1.0176983,0.8478528,0.9946008,0.9379566,0.8735386,1.2361205,0.86447364,1.1533946,0.84001577,1.0966382,1.0759596,1.1793218,1.0153037,0.59872,0.95154005,1.2630064,1.0867069,1.1607802,1.1936579,1.1663843,1.031461,0.647376,0.99537575,1.188909,1.2965893,0.0,1.2363364,0.9079224,0.9490532,1.124007,1.2136459,0.8175074,0.97275376,0.850544,1.1824799,1.2550949,1.2465287,0.83789706,1.0882728,1.2179986,1.2070575,0.89509064,1.0457932,1.1010004,1.2875366,1.234459,0.97802854,1.1464721,0.9787212,0.74870133,0.8929478,0.8696944,0.9846598,0.85808504,1.3011415,1.2871332,1.0301116,0.9010161,1.2135444,0.81924295,1.2049733,1.1682432,0.94422364,1.2369578,1.2077721,1.2248166,1.1039879,0.9543258,1.0008037,1.245553,0.8870903,1.0676014,1.0329493,1.114437,0.9400785,0.9594502,0.8212855,1.2874901,0.5795091,1.0626624,1.2463819,0.94973296,1.2793288,1.0984192,1.068788,0.8728653,0.89921546,1.1860988,1.2841277,1.0222363,1.1316103,1.126353,1.1764513,0.86609334,0.67083526,1.2147717,1.2341435,0.93825424
gum,0.8302288,0.9253831,0.89699346,1.0316026,0.73227173,0.8060864,0.87626845,0.8453547,1.2198721,1.1626328,1.0109009,1.06944,1.31798,0.9154186,0.9361209,1.1067362,1.2424728,0.34115875,0.8075089,0.96742195,0.5505785,1.0863236,0.76495886,1.078516,1.0172969,1.0981873,0.85808694,1.3890088,1.1471205,0.89649504,1.3186295,1.167274,1.1407417,1.0272259,1.2209038,0.8382129,0.80636644,1.1370014,0.9265678,1.0410943,0.7967894,1.2404904,0.93169975,0.96039087,1.2715313,1.1164497,0.94117266,0.9781348,0.82576036,0.96222556,0.72531235,0.67336184,1.2413766,1.0828629,1.0983844,0.86588776,1.2363364,0.0,1.1738274,0.8445582,0.83432484,1.0180159,1.0471604,1.132685,1.2762526,1.1559688,1.0556146,0.9525049,1.0236496,1.0599748,0.65423906,0.8149096,0.87860805,0.91224706,1.010893,0.8738698,1.0532467,1.077078,0.97160685,1.2621077,0.83429325,1.0820248,1.2812142,0.49343485,1.0249921,0.8165982,0.7831231,0.9364285,1.1765133,1.0323616,0.8445383,0.8800824,0.8725158,1.115678,0.96400446,0.8269481,1.0470927,1.0235585,0.88324803,1.232904,0.67441034,1.2963659,0.9748967,1.2017914,1.0190039,1.1373364,1.2933419,0.9538777,0.9443429,1.0981151,0.9078005,0.84771186,1.1837432,0.7103368,1.0460061,0.95325315,1.2493918,0.62864465,0.9122484,0.8931284,1.003674,0.7844124,0.9933216,0.49569488,0.78384733,1.2799559,1.0868444,0.9842596,1.2501193
hair,0.89017284,1.1463257,1.288527,0.8138467,1.1893191,1.3522716,0.81237644,1.283931,0.7709674,0.8789239,0.6867537,1.3256909,0.7047316,0.5639633,1.2970681,0.8903514,0.7994698,1.0304404,1.3273817,1.3542005,1.1536071,0.9424646,1.4086654,1.1943235,1.4762472,1.088759,1.1008377,0.83354574,1.0481805,1.3449186,0.7029103,0.8530165,0.90225655,1.1610149,0.7470218,0.9707372,1.440415,0.76992893,1.3334397,0.68308693,0.76563686,0.950988,1.2538337,0.72848797,1.1035595,0.36863065,1.1506171,1.2585855,1.3188322,1.1780899,0.89644754,1.1566861,1.0730389,0.8787282,0.9590783,1.1810476,0.9079224,1.1738274,0.0,1.029919,0.76283336,1.277662,0.9779623,0.6872542,0.65533006,1.2439,1.2955592,1.4778043,0.83689666,0.9410751,1.1291885,0.8902395,0.95870733,1.1736348,1.2233263,1.3283918,1.2600887,1.2155463,1.1644491,0.78926456,1.0415581,0.4438135,0.6467594,0.76840234,0.91519165,1.4144918,1.4454358,1.0964218,1.0655618,1.299959,0.7933866,1.1469202,1.4912393,0.8272078,1.1306152,1.1305323,1.4018621,1.0007833,1.1517308,0.6453737,1.2644309,0.39814365,1.0529345,0.91910446,1.1860375,0.4955955,0.9462475,0.69217193,1.4762454,0.8622395,1.2789596,1.1925929,0.97308415,1.2111984,1.2329044,0.81905115,0.3117826,0.74021864,1.4631246,1.2027591,1.0887282,0.88522804,1.2765837,1.1455098,0.7940072,0.9964251,1.2826937,1.4265232,0.8315264
hamburger,0.93324924,1.0697033,1.0005808,1.0751975,0.9325427,1.0045905,0.91852593,1.0034611,1.081661,1.0409255,1.000575,1.091861,1.1234012,1.0279295,1.0476379,0.99642324,1.035847,0.9293493,1.0258948,0.9984005,0.90378886,1.0407878,0.9528998,1.046942,1.0936655,1.0572811,0.8704205,1.0427765,1.0236875,1.0286818,1.1381595,1.1260148,1.0623833,0.98628724,1.1060337,0.9318257,0.9684265,1.0043639,1.0204556,1.0098493,1.0286665,1.1721066,1.1538155,0.82358074,0.9396276,1.0682573,1.1888194,0.9973193,0.9180813,1.1574035,0.8632976,0.8957165,0.9314027,0.909621,1.1356599,1.0384818,0.9490532,0.8445582,1.029919,0.0,1.111842,0.9667693,1.0013136,0.9423106,1.0705546,1.1160358,1.1404117,1.0745121,0.91453564,1.1103439,1.0375773,1.025655,0.825175,1.0414257,1.0690657,0.97563756,1.1188785,1.1609455,1.039427,1.0858434,0.974398,1.0320705,1.0967087,0.9335029,0.9712068,1.0068277,0.99261343,1.0431787,0.9895369,1.1049503,0.840531,0.94996214,1.0451797,0.98529524,1.0163201,0.8971416,1.1300882,1.0511566,0.9673653,0.96845716,0.91407955,1.0444756,1.0245105,1.0816518,1.0904542,0.9988319,1.0222661,0.79888713,1.0652333,0.9428413,0.91997117,1.0291123,1.084807,0.91385895,1.0689123,1.0336013,1.0603665,0.8375225,1.0182614,1.1722187,1.105766,0.9195651,1.0505489,0.8251882,0.8930938,0.9576062,1.035554,1.0904396,1.0978385
hand,0.97325057,0.7355108,1.1719133,0.48566186,1.1111721,1.2791548,0.6428474,1.1712408,1.0371387,1.0239637,0.89243495,1.0324911,0.88591456,0.5640853,1.3383236,1.0130928,1.0460082,0.92878276,1.3016016,1.3709781,1.0918747,0.92194045,1.2729408,0.9951502,1.4136057,1.0570296,0.8464651,1.068927,1.10752,1.3743238,0.9259672,0.8198156,0.9600048,1.258989,0.98499316,1.0035495,1.276052,1.0279701,1.3655887,0.91895694,0.821628,1.0877907,1.0535296,0.9421888,1.1333419,0.8467762,0.49522275,1.1788721,1.3311421,0.63543653,0.6424413,1.1106483,1.1360085,1.0591673,0.8370968,0.7416453,1.124007,0.83432484,0.76283336,1.111842,0.0,1.1932876,1.1412773,0.7796082,0.6486895,1.0219539,1.2299412,1.3990123,0.7687261,0.9494783,1.0320202,0.45100856,1.1144557,1.0412005,1.1544018,1.0759293,1.1294266,1.0845176,1.0430726,0.9583718,1.1162195,0.61656487,0.7259673,0.78673935,0.95539427,1.0732713,1.0376219,1.1208183,1.0780258,1.1668369,0.9087123,1.268522,1.4036443,0.84305346,1.0165385,1.0870202,1.3858564,1.0638293,1.2443465,0.9581892,0.91805637,0.7318935,0.9716608,0.79594356,1.0203006,0.9527629,0.9917767,0.9182518,1.1780015,1.0808342,1.3171766,0.6995783,0.81276834,0.9739182,1.2079039,0.9553761,0.7481294,0.80819786,1.390265,0.63182956,0.8959756,0.4310506,1.0995483,1.1411202,0.77338094,1.0589527,1.3677814,1.069361,1.0243877
