,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
soap,1.2670381,1.2420177,0.7433398,1.3130584,0.86217356,0.8751481,1.0685937,0.69375443,1.2052696,1.265853,1.4012926,0.8252877,1.2502491,1.4112977,1.2766861,1.3390223,0.9000963,1.0288235,0.2154417,0.6105373,0.9737133,0.89629525,0.49434865,1.2418942,0.5928638,1.0134237,0.84241474,1.1964145,0.723401,1.1051934,0.6159582,1.1175078,1.1998767,0.73896116,1.0894856,1.1999217,0.64059305,1.1751788,0.37972826,1.0958656,0.93359965,1.0904722,0.82033324,1.2565424,1.3014739,1.201079,1.1317111,1.2458841,1.1238086,0.98266786,0.74994814,0.9086571,0.5461258,1.0172814,0.6577595,1.0419648,1.10985,1.2194381,0.95122826,1.3053937,1.3700845,1.099415,0.9366657,1.1360855,1.1906956,0.5778575,1.3407779,0.88786477,0.80052674,0.5937838,0.88911426,0.9317278,0.46490073,1.3383572,1.1507605,1.0796145,0.88910764,0.5247648,1.0128177,0.91640115,1.2125008,1.0184445,1.2235411,1.4013932,1.1745713,1.1968404,0.54301405,0.7152436,0.89112186,0.8068609,1.2211423,0.6439962,0.9846318,1.0527803,0.89197123,0.7315186,0.58310515,0.8334969,0.93231547,0.7850461,1.1472142,1.2860475,0.88361806,1.4072347,1.2679454,1.3567877,0.71320546,1.2009573,1.1498709,1.2328602,0.7505246,1.1337914,0.0,1.1761904,1.1493447,0.6282521,0.80225086,1.0238613,1.209302,0.62747276,1.0935866,1.0241969,0.61638165,0.5535792,0.8047317,1.1737067,1.0852789,0.9195775,0.73950684,0.6946473,1.2200953
sock,1.1071011,0.49051404,0.9692701,0.76571894,0.90345144,1.0301664,0.8342457,1.0822252,1.123812,1.0984455,1.0970056,0.9879068,1.1110638,0.89526045,0.92883587,1.0242971,1.1621444,1.1123804,1.219583,1.1569694,1.1073579,0.8408475,1.0574585,1.044374,1.0887308,1.2517858,0.74978274,1.1062055,1.2680869,1.1339017,1.1887336,1.2040347,0.9407486,0.96807563,1.1929884,0.8967664,0.82916486,1.1709752,1.0439218,1.1466787,0.9347415,1.213661,1.0977558,0.9266113,0.7580929,1.0089612,1.055251,0.9405627,0.32871258,0.9441127,1.203782,0.5474607,1.0628133,1.0712858,1.1998265,0.7327944,0.3960744,1.2357354,0.7783735,0.97319883,0.50328505,0.9172971,0.863248,1.174838,1.0168976,1.116704,0.9267056,0.9613099,1.2202599,1.1946683,0.8929596,1.1322377,1.0411582,0.8699898,1.2653382,0.7194874,0.806307,0.9525468,0.68658507,0.8737513,0.897639,1.0322522,0.75709796,0.9238849,1.1012783,1.0954884,1.01833,0.8785794,0.9643849,0.8331039,1.1022327,1.2245438,1.1491722,1.1021606,0.57667875,1.3073399,1.1894563,0.97777086,1.259514,1.1020617,1.0556976,1.1169685,1.0720998,0.94880253,0.910345,0.8097248,0.8943167,1.1807985,1.1347908,1.1435568,0.8149345,1.1523795,1.1761904,0.0,0.98222125,1.0207769,0.87858605,1.1812197,1.1820604,1.238532,0.36210078,0.6157583,0.98934966,0.9038865,1.1393423,1.1234509,1.2346488,1.1344608,1.0838537,0.8117553,1.2203051
soup,0.8962765,0.9844933,1.0923467,0.8562807,0.9117085,0.9224619,0.6638705,1.1184195,0.8196008,0.9612261,1.0398285,1.2590467,1.0466981,0.83559394,0.91879356,1.0771563,1.1238848,0.9971253,1.3281257,0.7328216,1.0566137,0.67311573,1.1462898,0.85707283,1.3344995,1.2893453,1.0760962,1.1616638,1.2258525,0.5151669,1.1908473,1.0860066,0.7612925,0.91322285,1.2470824,0.501839,1.2968585,1.0412128,1.242211,1.1373703,1.1415842,1.1042612,1.2036481,0.9452182,0.9676013,0.10652602,1.078093,0.9673302,1.0540729,1.1207955,1.1454945,1.1082261,1.3242471,1.0087051,1.0751143,1.2394426,1.1512043,1.0141286,1.0250592,0.9916981,0.82852024,1.1842558,1.2195406,1.0124538,1.1382755,1.2483599,1.0287607,1.1448554,1.2459502,1.1589637,0.9517608,0.8378891,1.0754826,0.9003361,0.92669845,1.0088972,1.213932,1.3068075,1.139046,1.0673434,0.10614145,1.2263422,1.0881053,0.93799025,1.0266205,0.8685877,1.3527416,1.2783046,0.9539282,1.3623004,0.857916,1.2579875,0.36162436,1.1163194,1.1190934,1.2334871,1.3653872,1.034783,1.1964552,1.2200947,0.078811884,0.9504744,1.0541482,0.9257629,1.0249918,1.0407381,1.0529726,0.9740645,0.44801843,0.9616694,1.3114069,1.1079832,1.1493447,0.98222125,0.0,1.3036194,1.0725156,1.1775068,0.80770487,0.9374636,1.1449382,1.132574,1.2465649,1.3720154,1.0965428,0.71998316,1.0120115,1.151056,1.3900197,1.3006277,1.0671966
spoon,1.3306557,1.1313792,0.5301802,1.4801003,0.881994,0.9442842,1.0529733,0.8122691,1.4343145,1.2915714,1.5507574,0.42491347,1.340898,1.5241611,1.2446686,1.3864373,0.9730575,1.2659993,0.54492915,0.67314017,1.3238751,0.80909824,0.60335,1.2107753,0.46524787,0.9412457,0.41597098,0.96946114,0.78588474,1.2830188,0.51300615,1.2318196,1.2860911,0.67667985,1.2060392,1.3876717,0.28977364,1.444044,0.46540463,1.2242483,1.1476222,1.2129794,0.7827206,1.4748628,0.94295776,1.3883039,1.0785048,1.3884045,0.79360616,0.67053866,0.7449061,0.41299444,0.39960086,0.97729504,0.998147,0.44383633,1.0159385,1.2840333,1.0066683,1.3565748,1.3279535,0.8390607,0.6971405,1.1005837,1.1416012,0.7206757,1.3548727,0.43999785,0.9731019,0.5532777,1.0015633,1.0115213,1.0040039,1.404157,1.2308547,0.6934551,0.5511864,0.58507276,0.5429618,0.73051834,1.3704683,0.9935102,1.1363821,1.412887,1.0742571,1.4763967,0.367777,0.51592463,0.7752934,0.50649637,1.3923919,0.74685526,1.1040359,1.2596393,0.5854782,0.9285913,0.46938717,0.56820905,1.1446519,0.57080716,1.3507549,1.3886149,0.90529233,1.4906585,1.2467265,1.2489116,0.75245345,1.211726,1.4060928,1.2519684,0.28419805,1.0782936,0.6282521,1.0207769,1.3036194,0.0,0.36368996,1.2051389,1.4169731,0.7270988,0.7254994,0.54640675,0.5535378,0.5576826,0.91226596,1.2883611,1.1218745,0.9849698,0.9129762,0.3906784,1.2834778
strawberry,1.2918816,1.0529586,0.25142825,1.4367113,0.5730038,0.67438865,0.9722247,0.8848785,1.5295144,1.2900474,1.581213,0.550182,1.5438391,1.4349933,1.2134812,1.4327335,1.0631386,1.2920544,0.77214044,0.7716417,1.3965461,0.66981214,0.7338743,1.1004426,0.7951541,1.1375518,0.26498353,1.0895901,1.0482916,1.2235336,0.51262724,1.3941252,1.2263492,0.60436493,1.3980653,1.2502925,0.29924572,1.5334932,0.544707,1.3004129,1.1027621,1.335804,0.94382733,1.360101,0.84289265,1.128431,1.1906979,1.2966225,0.53315413,0.60184234,0.7268302,0.42716843,0.65985996,0.889042,1.0921173,0.45167494,0.9991175,1.3563997,0.8308236,1.2939677,1.1501304,0.7711018,0.66681534,1.2346582,1.2454683,0.83800507,1.4168409,0.695063,1.1896515,0.71866083,0.8462411,0.95233977,1.1343548,1.3215436,1.279624,0.49398255,0.33002472,0.79687303,0.3987068,0.5172914,1.0735165,1.1860598,0.97365624,1.359356,1.137005,1.4115813,0.5905971,0.7091987,0.6964965,0.5915973,1.3852414,0.79671264,1.0012157,1.3078892,0.46467066,1.1487811,0.6673404,0.2978673,1.411133,0.47159237,1.1634469,1.3655639,1.0558726,1.4181483,1.271716,1.2219489,0.81855273,1.3812795,1.3506856,1.2979265,0.30348003,1.2506704,0.80225086,0.87858605,1.0725156,0.36368996,0.0,1.3645799,1.4901824,0.83829844,0.5307545,0.3006903,0.5656648,0.7289605,0.8908329,1.3948425,1.1532032,1.0270989,1.1773555,0.42027736,1.361981
stroller,0.74807006,1.0812631,1.330953,0.9795661,1.1371739,1.0043643,1.1023663,0.6630331,0.8478639,1.0069894,0.6990703,1.2867113,0.6844915,0.8668191,1.0337287,0.6963606,0.85095674,0.6926286,1.02662,1.1412668,0.54280144,1.3591431,0.8315767,0.9106537,1.0747225,0.8563049,1.3128881,1.1011847,0.86688787,1.0462937,1.3264499,0.98327875,0.9460078,1.2924962,0.6663724,1.0766174,1.3313797,0.3697976,1.1459432,0.7664211,0.5464123,1.0037897,1.0105039,0.83535945,1.1936474,1.1041287,0.98066044,0.96920717,1.3675469,1.2135978,1.0150111,1.3468103,1.1494118,0.97679466,0.941606,1.2807975,0.87530714,0.900111,0.98987824,0.96707505,1.026639,1.0969005,1.1901436,0.95565784,0.9351237,0.9753833,0.8104038,1.3052506,0.6936994,1.2090592,1.0168046,1.0668228,0.86696494,0.7549275,0.8873733,1.2415707,1.3695252,1.0804027,1.3707896,1.290089,1.1644768,0.950699,1.115685,0.8043125,1.015267,0.7244073,1.167208,1.1948702,1.1286798,1.2463981,0.6917845,1.0261066,1.039657,0.76804155,1.3652092,0.6607209,0.9952135,1.3766491,0.84218335,1.1841676,1.0802039,0.75974256,0.80306405,0.8907845,0.70373356,0.94579613,0.9583398,0.9043848,0.9829283,0.5736551,1.3450689,1.0145967,1.0238613,1.1812197,1.1775068,1.2051389,1.3645799,0.0,0.74655396,1.0555351,1.3187449,1.3952212,1.2581944,1.0782194,0.6392434,0.72005767,1.0845538,0.9329459,0.63884205,1.3143227,1.0044318
table,0.86618704,1.025213,1.4234922,0.6488366,1.2818791,1.146273,1.1498843,1.1597475,0.483568,0.81474763,0.4911992,1.4110494,0.44276822,0.7478629,1.0129263,0.75832105,1.0650525,0.70638883,1.196824,1.0401136,0.63122535,1.2203088,1.2076458,1.021541,1.1817156,0.8300483,1.4022051,1.0497509,0.86008525,0.8414395,1.3462644,0.6470841,0.8152301,1.3220323,0.6614617,0.8431009,1.5193645,0.5245535,1.2549106,0.8161346,0.99455684,0.67550117,1.1507716,0.7696063,1.1754968,0.7465173,0.991775,0.81203425,1.4228268,1.3273282,1.2035022,1.4232982,1.3744214,1.1987911,0.8542669,1.4406198,1.1434399,0.7526982,1.0257397,0.8235643,0.9309127,1.2604916,1.2243792,0.90146613,0.9878895,1.1533278,0.75178355,1.3278973,0.90044653,1.2586838,1.0525391,1.0818357,1.0069866,0.78838444,0.806597,1.3670775,1.4333396,1.3810272,1.4894265,1.3734034,0.82690454,0.85862005,1.0804468,0.86047447,1.0140321,0.52836895,1.3963816,1.2942946,1.2503717,1.4520587,0.59384537,1.2448201,0.6608179,0.8084959,1.4275342,0.87392235,1.3695455,1.374841,0.6539257,1.2872342,0.7466624,0.7445469,1.0468916,0.7318609,0.8671504,0.97138745,1.1885115,0.7846112,0.47057176,0.7398702,1.5540226,0.9320863,1.209302,1.1820604,0.80770487,1.4169731,1.4901824,0.74655396,0.0,1.069232,1.4723002,1.4674971,1.2902385,1.4546211,1.0510377,0.44513506,0.8590547,0.8864557,0.8958659,1.4765406,0.5733935
tape,1.0719599,1.2742267,0.7461388,1.3580003,0.66395074,0.7158716,1.0501903,0.73523074,1.075472,1.1696701,1.3542298,1.0083668,1.1752574,1.4298514,1.290498,1.3510773,0.81806105,0.8937245,0.5965474,0.24159801,0.9890796,0.8701573,0.5319053,1.252605,0.8851899,0.9782963,0.99955994,1.2074685,0.7843735,1.0779587,0.7396507,1.1970707,1.0729477,0.68743664,1.1781466,1.1781571,0.8231051,1.1756675,0.604891,1.0303713,0.8564962,1.1137558,0.7970743,1.4390082,1.1669044,0.918315,1.1171759,1.2143025,1.1803887,0.9688238,0.81331897,1.0278704,0.631425,0.82501996,0.7038741,1.072438,1.1532681,1.2285893,0.9575486,1.3637834,1.2636704,1.0252467,1.0584406,1.0463121,1.3783505,0.8317033,1.3479147,0.92106736,0.9535946,0.56942815,0.8704039,0.83453536,0.88390625,1.3069159,0.96880233,1.0791274,0.89124215,0.8712857,1.1103085,0.8963735,1.0180897,1.1659193,1.1516533,1.4207869,1.2590837,1.0558518,0.6754696,0.8430971,0.7557341,1.0316978,1.1915066,0.81684375,0.6288382,0.9808879,1.0140756,0.6190183,0.72586733,0.707077,1.1257954,0.88172525,0.9695165,1.251747,0.65704316,1.4117993,1.1139864,1.4445858,0.67119074,1.2982402,0.9080293,1.1857342,0.79927915,1.2459917,0.62747276,1.238532,0.9374636,0.7270988,0.83829844,1.0555351,1.069232,0.0,1.157626,1.021421,0.83133554,0.93553555,0.6174971,0.8576455,1.1029403,0.94478875,0.9330573,0.69340193,1.2139069
toe,1.3051438,0.6811123,0.6410388,1.0874189,0.7642893,0.9602372,0.9651035,1.07872,1.3806419,1.1976937,1.3589811,0.76135886,1.4220675,1.0493951,1.0134119,1.2521904,1.1685947,1.2907134,0.9951599,1.1272838,1.3459301,0.8714769,0.98723197,1.0840106,0.90029716,1.275295,0.61899245,1.0183924,1.2038186,1.2678602,0.8740978,1.2926102,1.2027771,0.8434665,1.2919693,1.2173578,0.54405046,1.4459305,0.85550904,1.1823328,0.96846575,1.2743871,1.0507112,1.037001,0.49421006,1.1580248,1.0464661,0.99474615,0.1574921,0.7871028,1.0145545,0.3913337,0.9091221,1.0551977,1.1670623,0.28437376,0.60324335,1.2868662,0.8060707,0.8931745,0.64146036,0.55096054,0.7064623,1.2545345,1.071345,1.0379447,1.1459845,0.88057095,1.2611248,1.0267342,0.9550816,1.1247491,1.1808553,1.0896876,1.3397545,0.53631085,0.34123456,0.8702944,0.23909819,0.44332838,1.038576,1.1059313,0.8135664,1.035032,1.0150156,1.3449011,0.84371346,0.79119533,0.9242982,0.64105755,1.2934728,1.0515163,1.2910957,1.1893622,0.36041284,1.2771958,0.9311156,0.633713,1.3316193,0.7897161,1.2430198,1.2786124,1.1942124,1.0843344,1.0473697,0.88289165,0.95962,1.280513,1.3740044,1.2927024,0.39196706,1.1444966,1.0935866,0.36210078,1.1449382,0.7254994,0.5307545,1.3187449,1.4723002,1.157626,0.0,0.30864984,0.78647375,0.82567465,1.1127182,1.4214839,1.2438903,1.1138682,1.1104681,0.45211846,1.3207345
tooth,1.3882976,0.91348505,0.45488656,1.3321421,0.65675986,0.85215867,0.9507337,1.0418295,1.4038024,1.1929195,1.4500433,0.61028343,1.454132,1.2484168,1.098685,1.359164,1.1369108,1.3231834,0.9303536,0.9495946,1.429589,0.7766694,0.91124064,1.1246217,0.88768077,1.1460558,0.3567009,1.0333301,1.2046013,1.2178861,0.68824846,1.3205277,1.1213102,0.72821516,1.3943596,1.2057395,0.29928225,1.5476177,0.6969241,1.3034596,1.1924664,1.2980174,1.0220212,1.2866147,0.60932285,1.1698135,1.0274457,1.1566646,0.3589574,0.64301175,0.87839997,0.37386256,0.73512495,1.0159229,1.1549829,0.30086458,0.86795956,1.2691413,0.68815255,1.1375514,1.0043517,0.74295586,0.64072144,1.2407434,1.1270093,0.9794423,1.3167669,0.6909478,1.2793918,0.8466708,0.96735495,1.1113727,1.1615725,1.2425011,1.2806776,0.46122122,0.22255772,0.88458765,0.23130715,0.5412376,1.0630597,1.1654096,0.8520677,1.2163929,1.0767504,1.3924177,0.65284145,0.61956155,0.7850471,0.5462535,1.3125775,0.9349798,1.1453569,1.2808158,0.39235735,1.3261089,0.8500646,0.51085943,1.3693966,0.63341165,1.2072963,1.3445129,1.1657164,1.2722155,1.2643363,1.0750344,0.89011467,1.2808653,1.3323469,1.3370079,0.2899341,1.1402923,1.0241969,0.6157583,1.132574,0.54640675,0.3006903,1.3952212,1.4674971,1.021421,0.30864984,0.0,0.56494194,0.8249029,1.0982867,1.3878208,1.1595626,1.0930705,1.2363249,0.39387608,1.3144548
toothbrush,1.3506444,1.1754627,0.4386742,1.3144469,0.7857088,0.86941975,1.0419542,0.9518869,1.3237875,1.2215964,1.3923597,0.5747049,1.3769634,1.4501066,1.2070311,1.3673058,1.123006,1.1187013,0.51417196,0.75616,1.2359772,0.7938577,0.77641034,1.2303865,0.72316444,0.99368596,0.6460357,1.1207092,0.9691469,1.1580982,0.37644577,1.1809895,1.332691,0.66495377,1.2706447,1.2412964,0.19097853,1.3975492,0.41117638,1.2109318,1.1408288,1.1799802,1.056353,1.3397617,1.0548351,1.2995002,0.9733916,1.1903169,0.9086337,0.6371732,0.6025084,0.7161574,0.5155093,1.0482235,0.94643354,0.6897689,1.152068,1.148396,0.70125496,1.2561082,1.3633286,0.94672316,0.8240011,1.1208087,1.2369394,0.89955854,1.3660331,0.722989,1.0671893,0.65014344,1.0061146,1.1038929,0.9606527,1.3735464,1.1464186,0.7941532,0.32954848,0.76481915,0.64936215,0.75962126,1.2138973,1.0689635,1.172497,1.4150274,1.1419854,1.2400335,0.39031386,0.4094541,1.0187654,0.60936165,1.2575349,0.6253264,1.1492976,1.2053885,0.62138826,1.0544434,0.6937274,0.6529251,1.1347157,0.41818,1.2578249,1.3004192,0.95255077,1.4260024,1.3299023,1.3162051,0.9334191,1.1980728,1.2970668,1.2713041,0.34512496,1.1285615,0.61638165,0.98934966,1.2465649,0.5535378,0.5656648,1.2581944,1.2902385,0.83133554,0.78647375,0.56494194,0.0,0.70587933,0.921206,1.2796824,0.99909824,1.0349263,0.92028534,0.4041108,1.1894889
towel,1.2345543,1.0849925,0.82286686,1.2982006,1.0073264,1.019649,1.0267727,0.80293196,1.3624046,1.2527845,1.2869515,0.67383254,1.2275698,1.2710035,1.055153,0.9561501,0.9950649,1.2091203,0.62804407,0.947947,1.2242465,0.93309045,0.74817455,1.0774776,0.5278866,0.9715799,0.74384755,1.0716736,0.74229515,1.2294805,0.64346397,1.0967579,1.1968629,0.8078058,1.0016118,1.2659671,0.559452,1.3089365,0.629853,1.1707681,0.95851326,1.073311,0.8265852,1.0895966,1.067091,1.4553435,1.0876026,1.368123,0.8814632,0.8702129,0.84965986,0.66066426,0.5668734,1.0359313,1.0513433,0.8440429,0.7506057,1.2244548,1.1001853,1.3267156,1.2835871,0.9249518,0.8304874,1.1037685,0.8385103,0.71529233,1.1476154,0.7046859,0.8664337,0.6357449,0.88233465,0.9940129,0.8687322,1.1051265,1.2797525,0.8619442,0.8240484,0.09219539,0.73647934,0.81975853,1.4193027,1.0366384,0.99564993,1.1082745,0.87890434,1.3757293,0.5899668,0.7313813,0.87683606,0.47056913,1.3186355,0.65192395,1.3119686,1.0742497,0.7448673,0.92507654,0.6821493,0.8549839,1.0397644,0.8549477,1.386094,1.0608965,0.9431775,1.2681217,1.1783006,1.0398955,0.72896457,1.003321,1.4346714,1.1744227,0.62609655,0.986372,0.5535792,0.9038865,1.3720154,0.5576826,0.7289605,1.0782194,1.4546211,0.93553555,0.82567465,0.8249029,0.70587933,0.0,1.0055059,1.425166,1.1715002,1.0188581,0.8517513,0.656727,1.2074703
toy,0.74946177,1.2251459,0.7811455,1.2813237,0.63285345,0.62440175,0.83993334,0.52431095,1.2630329,1.1974797,1.2025352,1.1472397,1.1375184,1.222962,1.2534951,1.1168708,0.9347069,0.63854414,0.8026865,0.77815676,0.67845654,0.99620813,0.47001374,1.168747,1.1343882,1.0069076,0.9324904,1.2470645,0.9532879,1.034127,0.99025846,1.2950819,1.1245334,0.8096182,1.0401101,1.0763117,0.88685685,0.75942457,0.7659972,0.87430465,0.4074819,1.2796764,1.0078183,1.2190572,1.1672585,1.057889,1.0092351,1.0918584,1.1867677,0.90756017,0.7230743,1.1045784,0.9410922,0.46969843,1.0514323,1.0593904,0.98158365,1.1019841,0.69909847,1.2092484,1.1797543,1.0197958,1.1388521,1.0749022,1.3244121,0.90580875,1.2445694,1.246784,0.9383018,0.9916989,0.9489801,0.9640542,0.9105863,1.0987474,1.0817392,0.9346551,0.9784898,1.0109884,1.1435004,1.0392244,1.1012126,1.2499349,1.0917103,1.2138398,1.3131694,0.76817274,0.931956,1.0496316,0.78305995,1.146971,0.89408994,0.8774554,0.8793107,0.81142294,0.9909161,0.8023628,0.82297957,0.9534358,1.2428255,0.7629578,1.0652546,1.1314969,0.6184224,1.2658837,0.9870633,1.3267846,0.66939765,1.3930401,1.1604339,0.7571865,0.93857706,1.1809185,0.8047317,1.1393423,1.0965428,0.91226596,0.8908329,0.6392434,1.0510377,0.6174971,1.1127182,1.0982867,0.921206,1.0055059,0.0,0.78352845,1.0942191,0.9542529,0.88450086,0.9525806,1.2727554
tray,0.72589976,1.1178513,1.3439624,0.7976794,1.1386131,1.0810628,0.98279786,0.84769785,0.6135527,0.82672733,0.71162325,1.4107909,0.64738035,0.80895096,0.99134564,0.78718495,0.9772617,0.61486363,1.2566093,0.81795186,0.5527239,1.09308,0.9845574,0.9501153,1.3270408,1.0316981,1.3193688,1.0700214,1.115039,0.82800984,1.3061833,0.93125993,0.7442054,1.0945026,0.9199661,0.82323194,1.3816835,0.52393335,1.2661391,0.82338166,0.88972616,0.9818564,1.0456963,0.97380245,1.1359892,0.6082965,0.97720456,0.87351924,1.391547,1.1958098,1.1020089,1.3461845,1.2466891,0.9446141,0.9495161,1.3531795,1.1531324,0.8445355,0.86111313,0.9971617,0.91032046,1.3302948,1.2523983,0.93364424,1.1096992,1.174786,0.93075204,1.1856682,0.9625048,1.2284689,1.0938385,1.053857,0.9649105,0.85169965,0.73667103,1.2502718,1.3851693,1.4136668,1.4369614,1.3622146,0.71074146,1.026123,1.0670373,0.94681513,1.2080812,0.5155399,1.269978,1.1924801,1.0440676,1.4606951,0.5843282,1.2039454,0.53938764,0.9001788,1.3659345,1.0163201,1.2781179,1.2946558,0.94607526,1.2781589,0.6262664,0.8099786,0.88252926,0.86888933,0.87237346,1.1112077,1.1133574,0.9585452,0.4687823,0.6723701,1.4530098,1.0730875,1.1737067,1.1234509,0.71998316,1.2883611,1.3948425,0.72005767,0.44513506,0.8576455,1.4214839,1.3878208,1.2796824,1.425166,0.78352845,0.0,0.9390162,1.1106465,1.1053202,1.4010199,0.8930717
tree,0.92692786,1.2064188,1.0032378,1.0635352,1.0935016,1.0332389,1.1012732,1.1341867,0.9191814,0.83556443,0.89631706,0.96979654,0.9230849,1.0340145,1.0535669,1.021112,1.0337669,0.9490756,1.0700792,1.1265098,0.9947692,1.0591979,1.2009661,1.0631343,1.0551674,0.6957683,1.1424061,0.94566023,0.899237,0.8996562,0.96178794,0.7910788,1.0676408,1.0187197,0.9818903,1.0404607,1.1144155,0.9879098,1.1330471,1.0227793,1.1842175,0.874191,1.065023,1.0181662,1.0772806,0.9765182,0.86130285,0.95064145,1.2299464,1.0430076,0.8513199,1.2362769,1.0843909,1.0037553,1.0262436,1.1791297,1.2887492,0.75809133,1.1189138,1.0328169,1.1798561,1.1849439,1.0524665,0.88036656,0.89077485,1.0616914,1.0465528,1.0969121,0.9597681,0.96566606,1.0828872,0.9600501,0.98557204,1.1090676,0.81059694,1.1772106,1.1247758,1.1556213,1.1870788,1.1614932,1.0005052,1.0318766,1.0459181,1.0379056,0.98288256,0.8966253,1.0732262,1.0445602,1.137298,1.1522982,0.9054461,0.83709085,1.002718,1.0071657,1.1567078,1.0413176,1.0467919,1.0838535,0.878653,1.053854,0.94905585,1.0345505,1.0928254,0.98103803,1.1055467,1.1247584,1.1856276,0.89103925,0.9156678,1.0024835,1.1735609,0.8523677,1.0852789,1.2346488,1.0120115,1.1218745,1.1532032,1.0845538,0.8590547,1.1029403,1.2438903,1.1595626,0.99909824,1.1715002,1.0942191,0.9390162,0.0,0.7968551,1.06367,1.1724756,0.48439658
truck,1.033844,1.0429187,1.0141824,1.1068804,1.0543537,0.98469114,1.1007736,0.97777104,1.0753603,1.1555148,1.0788854,0.9872335,0.9426674,1.1389313,1.1791612,1.1642498,0.8152546,0.9564098,0.89806634,0.9869275,0.95278335,1.0585835,0.94139344,1.147752,0.88525087,0.50980705,1.0398324,1.072501,0.6948073,0.99440277,0.9433766,0.9606663,1.1153263,0.97570425,0.92414904,1.1203951,1.0330596,1.015358,0.96063113,0.92779756,0.9073011,0.80893505,0.96660954,1.044534,1.066491,1.1579981,1.0738734,0.9947265,1.0824649,1.0322917,0.8558278,1.083037,0.937258,1.005935,0.87609905,1.0694746,1.0721456,1.0991952,1.0820469,0.9855511,1.1073188,1.0197718,1.0116092,1.0740103,1.1142914,0.89064527,1.0278885,1.1444883,0.9556004,0.91701686,0.9761709,0.99029744,0.92740506,1.1406219,1.0577227,1.0778402,1.0906351,0.9754134,1.126282,1.0493512,1.188483,0.9904028,0.9955117,1.1005725,1.1287893,1.0140715,0.9441998,0.97752583,1.055656,1.054087,1.0633239,0.8835199,1.0989615,0.8563993,1.0336049,0.82510126,0.88013935,1.0050049,0.8824984,1.0203154,1.1521906,1.0892408,1.0303949,1.0662112,1.0888345,1.1204184,0.96059525,1.1523919,1.1385264,1.0742247,1.0457,1.0724341,0.9195775,1.1344608,1.151056,0.9849698,1.0270989,0.9329459,0.8864557,0.94478875,1.1138682,1.0930705,1.0349263,1.0188581,0.9542529,1.1106465,0.7968551,0.0,0.8076309,1.0270375,0.6691649
vacuum,1.1193564,0.9444178,1.1319385,0.924687,1.129701,0.9904547,1.163379,0.9126036,0.95205724,1.1439073,0.9644829,1.0652158,0.8251791,1.1210524,1.1488835,1.1164291,0.88973343,1.0396314,0.6116204,1.1105402,0.8716258,1.3088923,0.8639583,1.2355776,0.7236133,0.77632296,1.1584618,1.0694392,0.6565399,1.1857034,1.0394922,0.80561346,1.1800084,1.1677811,0.73274076,1.2420305,0.99775773,0.80417657,0.77313966,0.83403707,0.9053477,0.72142375,0.8483383,0.9291317,1.1351833,1.3412541,1.1237693,1.00512,1.1694117,1.2009048,1.0342516,1.1715583,0.7987793,1.1592078,0.7617253,1.1130636,0.95373636,1.171778,1.1928897,0.99551743,1.1416756,1.0152365,0.9826014,0.9284101,0.960762,0.8237914,0.91100496,1.0534828,0.59323514,0.8264804,1.0273051,1.0933948,0.80414057,1.0468264,0.8894219,1.2903943,1.0971446,0.84673035,1.1690387,1.0376757,1.4123152,0.6791011,1.0713356,1.137282,1.081142,1.1040932,0.79857695,0.8960036,1.2145689,1.0848106,1.1654072,0.8400029,1.2264472,0.7905708,1.1502284,0.49766308,0.77366066,1.0664095,0.60983676,1.0622233,1.3488228,0.9629,0.73977464,1.0449568,0.8154869,0.9996475,0.90485317,0.96573967,1.1554956,0.9757486,1.0174721,1.0441346,0.73950684,1.0838537,1.3900197,0.9129762,1.1773555,0.63884205,0.8958659,0.9330573,1.1104681,1.2363249,0.92028534,0.8517513,0.88450086,1.1053202,1.06367,0.8076309,0.0,0.91397303,0.88428843
