,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
orange,1.1630797,1.0665509,0.16512525,1.1171598,0.66341615,0.9062945,0.4036759,1.2204366,1.1949837,1.0200571,1.2339641,0.9654937,1.3278079,1.1600615,1.008692,1.2301264,1.0470539,1.0889709,0.48276973,0.54721713,1.2406919,0.9886388,1.1708791,0.96663284,1.0421903,1.0298656,1.0166783,1.0386351,1.0859346,1.3449678,0.6427535,0.62484545,1.2358874,1.1833522,1.1782271,0.89150196,0.9488806,1.2573117,1.0251005,0.664357,1.3374261,0.5317911,1.0341716,1.1378618,1.1139041,1.2295313,1.2122468,1.1726336,1.06815,0.7043849,1.0502577,0.8358929,1.024863,0.9600275,1.0032195,0.93668973,1.05971,0.9675916,1.0486587,1.1437652,0.88158,1.0999788,1.0531206,0.84887457,1.0569531,0.9805771,1.180321,0.85364616,1.1256287,1.2040341,1.2144147,1.0203693,1.2582682,1.2300532,1.3053298,0.7297044,1.0716951,1.0087223,0.5884443,1.0912269,1.2035356,1.0489813,1.0186684,1.0214283,0.42461562,0.9835468,0.80939513,0.8394297,0.0,1.3244569,1.0037154,1.1922374,1.1917431,1.1524687,0.6543284,0.5690814,1.0059136,1.04671,1.11681,1.0543513,0.9609218,1.1559094,0.5272744,1.1524758,1.1457877,1.2205739,0.9817093,1.1517968,1.1823171,1.2244273,1.1366413,1.1792967,1.1468812,1.0170279,1.2245958,1.065093,1.1059964,0.65534675,1.0864583,0.5909749,1.1800821,0.96203715,1.0716511,0.9654874,0.9668685,1.2008117,1.1920139,1.218723,0.42531908,0.78759,0.5419486,0.7681817,1.1122814,1.0563141,1.1418318,1.0628735,0.8145088,1.3115844,0.6837913,1.1580343
oven,1.065221,1.1261302,1.2753916,0.9907957,1.3235116,1.2261287,1.2015928,0.77538264,0.8032178,1.1154588,0.8259691,0.9484046,0.4791293,1.0264862,1.106262,0.90348923,1.1242769,1.0274459,1.0846188,1.0800694,0.76479816,1.1183884,0.90141636,0.9068452,1.1656542,0.6630491,1.0078626,1.0931771,1.0522983,0.39764863,1.1802425,1.102884,0.65929383,0.75655335,0.85278857,1.166256,1.0907371,0.652134,1.093781,1.1534452,0.59219503,1.0534536,1.0083011,1.0381176,1.0383235,0.555373,0.57244104,0.9757827,1.1054865,1.2676251,1.1021831,1.1328353,1.089622,1.172834,1.1377306,1.0228746,1.1106054,0.991441,1.1658406,1.0125469,1.1401873,0.9689457,0.9865396,1.2206533,1.0960411,1.1382102,1.0831097,1.176046,0.9389492,0.7001097,0.88145095,0.8987501,0.8352504,0.7598896,0.6323602,0.985742,0.99243814,1.1098859,1.2233143,0.8844644,1.0267844,1.0620136,1.1633434,1.1061131,1.2953372,0.7629341,1.1171824,1.2348013,1.3244569,0.0,1.12087,0.98174936,0.8474908,1.0343107,1.066328,1.0609226,1.0458894,0.88788855,0.91475147,0.95086795,1.0095484,0.9218442,1.3102164,0.8239732,0.6852006,0.280654,1.1322411,1.1066964,0.91606134,0.81864727,0.9692297,0.9983949,0.8607955,1.0016067,0.61735237,0.58323836,0.9904477,1.1772757,1.005714,1.056972,1.0075581,1.1625004,1.002333,1.050575,1.1333507,0.8696278,0.9647764,0.7960214,1.1802558,1.2633104,1.2281297,1.0097058,0.68382025,1.066876,0.7569581,1.0132146,1.0840648,0.616928,1.1376393,0.8313782
owl,1.180786,1.0752589,0.9762387,1.1810818,1.0510892,1.0790985,0.9964261,0.81446815,0.92317504,0.4958828,0.92544836,0.9558581,0.8569096,1.063569,1.1030827,0.9627259,0.9667236,1.0789162,0.94355536,0.88165104,1.128124,1.1071506,1.0695298,1.0997167,1.089692,1.0063403,0.920539,1.158077,0.9188513,1.0100567,1.0624146,0.90137565,1.0704967,1.1702454,1.2103088,1.1339166,0.7962266,0.9454218,1.0915456,0.9598951,0.9767294,0.97823524,1.143456,1.0860938,1.1724688,0.89914346,1.0109136,1.1507441,1.1492026,1.1618557,0.5661552,0.9353098,1.0718992,1.0942942,1.0124826,1.0547017,1.0489506,1.0386715,1.166198,1.0716045,1.0212778,1.1577274,0.52743804,1.0825484,1.0835968,1.1174674,1.2138003,1.0179231,1.0361047,1.2041842,1.0563527,1.109262,1.1125096,0.9997228,1.0373371,0.91799206,1.0574682,1.0422076,1.0874263,0.9357642,1.0970982,1.0002661,1.0453013,1.0988125,0.9952624,0.856269,0.9003469,1.0377247,1.0037154,1.12087,0.0,1.0617764,1.0951189,1.111768,0.8348003,0.91035414,1.1001041,0.81227124,1.1151981,1.0360271,1.0237097,1.0663493,1.0000889,1.0717614,1.0623535,0.9690479,0.26826024,1.1332514,1.1867372,1.0759557,1.0556242,1.1179656,1.1655513,1.131268,0.92802185,0.97839254,1.0503806,0.9533348,0.45257688,1.0014417,1.0477104,0.97402203,0.9925997,1.0850375,0.9460407,1.1029607,1.1571145,1.0768149,0.9757343,1.0671977,0.9718573,1.0402836,0.854926,1.1102896,1.0863729,0.7152906,0.94422305,1.1776001,1.033338,0.90271294
pajamas,0.75782204,0.931771,1.4065077,0.45914412,1.3822923,1.2394819,1.4433223,1.1959064,0.78869987,0.77087057,0.33954716,1.3419292,0.69679046,0.2874701,1.0868301,0.31055582,0.8443042,1.0545689,1.5673054,1.5789076,0.89571136,0.77161413,1.2020391,1.4153194,1.0224693,1.4679937,1.0640848,0.7075989,0.8520111,0.955853,1.3318117,1.4753795,0.6134978,1.0748404,0.71983075,1.2124766,1.3572507,0.5953311,1.0812957,1.5369399,0.6237064,1.5783026,0.9274439,0.76063424,0.9402051,0.868917,1.1185709,0.19288677,0.8978109,1.1834219,0.54684055,1.3641614,0.78299654,1.1342232,1.1917716,1.319203,1.0661229,1.4435215,1.074081,0.7217599,1.2130202,0.88323104,0.89618105,1.3804525,0.7141049,0.56279224,0.6711174,1.3900788,0.84921855,0.9191335,0.5617824,1.0589339,0.25007445,1.1463203,0.83871347,1.6139662,0.6458617,0.741197,1.4106121,1.2342932,0.5471437,0.7703843,1.1346633,0.9153894,1.3798827,1.4309703,1.369552,1.2450361,1.1922374,0.98174936,1.0617764,0.0,0.33801103,0.7355341,1.5169066,1.5131791,0.9183712,1.1205411,0.95158994,1.2484871,1.127346,0.8982345,1.0703466,1.1063229,1.1746317,1.0397016,0.851386,0.8611009,0.4673205,0.97824085,0.26271212,1.1129421,0.42979825,1.3344269,0.66864234,1.1834655,0.7126088,1.453357,0.6726756,1.5897992,0.79270613,1.1100094,1.4547865,1.2535396,1.3559752,0.6448178,0.33071065,0.5787344,1.4516435,1.2476408,1.358594,1.3767222,1.2854254,1.1006664,1.3006482,0.9911998,1.466912,0.967668,1.3875285,0.87061423
pants,0.8619796,0.86239845,1.3006098,0.6040155,1.2531005,1.1315508,1.2774847,1.2109027,0.9164388,0.85453814,0.62215424,1.038046,0.65028,0.5949421,1.0914022,0.6323201,1.0424744,1.2191266,1.3854352,1.435802,1.0728345,0.87931144,1.13792,1.3243918,1.13026,1.1185914,1.1484915,0.677883,0.90591484,0.8160971,1.1878232,1.3621111,0.77779436,0.9803128,0.8398267,1.228831,1.3469375,0.6043004,1.17053,1.3110638,0.7779058,1.3965311,1.0868443,0.89668316,0.9725631,0.7402191,0.9922582,0.41324127,0.7669467,1.1059008,0.7485069,1.1045153,0.913413,0.9730423,1.1551341,1.3300633,0.8644328,1.3597877,1.1717596,0.83374214,1.0496389,0.7759273,0.9985405,1.4552519,0.7720837,0.87257195,0.7813816,1.2347795,0.7304977,0.78948677,0.5635344,1.1302502,0.2489711,1.0288662,0.7773303,1.4178251,0.5258599,0.8735287,1.2551668,1.2474439,0.7478366,0.9548997,1.0959891,0.99036545,1.3148619,1.1267681,1.0350449,1.1156654,1.1917431,0.8474908,1.0951189,0.33801103,0.0,1.0076866,1.3274903,1.3448808,0.8237053,1.0469946,0.91015995,1.260417,1.3080152,0.9468354,1.037314,1.1081665,1.1437757,0.8167912,1.0111907,0.98525095,0.60275376,1.0645983,0.35718626,0.9784585,0.29471463,1.2191373,0.77566004,1.1301085,0.9685466,1.1988263,0.8317751,1.4452121,0.5892776,1.0924656,1.3376428,1.1062568,1.1823654,0.8972927,0.44861835,0.8178948,1.3966857,1.0974625,1.2404089,1.2739235,0.9753946,1.2587694,1.3530451,1.0288743,1.3313737,0.84453785,1.2568464,0.8838004
paper,0.36461174,1.0692818,1.3048451,0.8125181,1.3279881,1.1659093,1.3473172,1.1904536,0.70630354,0.9433623,0.7260319,1.4476898,0.92198694,0.623044,0.6337273,0.73813766,0.7804419,0.20007253,1.3587778,1.4188095,0.41041023,0.8562844,1.1725775,1.248138,0.67538077,1.5153599,0.9643198,1.0307441,0.71504235,1.1106958,1.2674851,1.326956,0.6569686,1.1229835,0.70757294,1.0403748,1.1775246,0.933473,0.9109085,1.3947215,0.8146598,1.3798964,0.64582455,0.65325457,0.92306286,1.0286357,1.1941001,0.77918017,1.0584906,1.1860622,0.93108827,1.3617675,0.86370313,1.2760363,0.87749887,1.1369302,1.2433544,1.1718981,0.6376888,0.9046108,1.220916,1.1638061,0.9812052,0.78521574,0.8962538,0.69877183,0.80075145,1.397949,1.034066,1.0168831,1.077986,0.906196,0.87247205,1.1166685,0.8883803,1.418534,1.0601981,0.7236532,1.3606974,0.9137573,0.71710294,0.74840724,1.1728281,0.89495856,1.3401964,1.4471369,1.4094036,1.2684524,1.1524687,1.0343107,1.111768,0.7355341,1.0076866,0.0,1.3291264,1.3279247,1.0853494,1.3860562,0.919871,1.134477,0.759776,0.900856,1.1291207,1.1782316,0.9612422,1.0608969,0.9535446,0.41928297,0.81617606,0.8046789,0.8545904,1.2114223,1.0551636,1.1613017,0.84130096,0.97822195,0.61049277,1.458349,0.8727606,1.3890685,1.0450001,1.0984167,1.2994249,1.2162082,1.3097833,0.70239025,0.7597448,0.40157205,1.222436,1.3502125,1.3222765,1.1744535,1.4489446,0.70284045,0.9699138,0.9888481,1.2816002,1.0274127,1.3911619,0.9828897
pen,1.4416299,1.1779182,0.33359528,1.4112065,0.76354885,0.92895746,0.312674,0.8356321,1.3463091,1.105316,1.4403387,0.41632342,1.1847606,1.5207351,1.1277117,1.4418542,1.170192,0.9993137,0.23719198,0.20774657,1.3217137,1.425358,0.8846968,0.7388346,1.0974985,0.45731127,0.97148097,1.3300195,1.2189612,1.0632747,0.6887095,0.37287742,1.2947725,1.1143401,1.2679961,1.1550446,0.8199908,1.3446909,1.2222457,0.1392991,1.3501645,0.28192663,1.1699169,1.3624201,1.2352281,1.130833,0.832503,1.4796655,1.2210497,0.9003055,1.2257155,0.5884404,1.2656403,0.82610774,0.9471645,0.83029795,0.8183235,0.6397354,1.1518456,1.2404358,0.75510377,0.9995539,0.9986532,0.9050572,1.3090867,1.4784552,1.3995807,0.63974416,1.1627342,1.2776511,1.2472708,1.1034945,1.3844923,0.6052445,1.1944487,0.38258356,1.2857695,1.2534311,0.6181817,1.1041529,1.5391997,1.2723069,0.9137583,1.3493361,0.43253875,0.3975898,0.34508544,0.8600264,0.6543284,1.066328,0.8348003,1.5169066,1.3274903,1.3291264,0.0,0.05465293,1.1353157,0.6163067,1.2022876,0.93071455,1.0830201,1.2419772,1.0580925,0.9134331,0.9873495,0.9487296,1.0378203,1.3248048,1.3638835,1.0574797,1.4156637,0.99586385,1.257324,0.91500485,1.3371805,0.82235146,1.2911755,0.2883268,1.171756,0.30978107,1.1709213,1.1288154,0.4944687,0.84899366,0.8055676,1.3844326,1.4601338,1.4512336,0.3268373,0.6866947,0.35658062,0.3941335,0.5136123,1.1515774,0.9394029,1.0187141,0.48063374,1.107937,0.48405617,1.1777248
pencil,1.4591024,1.1551093,0.26004553,1.3880315,0.73432255,0.96171814,0.26135498,0.86469877,1.3695874,1.1917287,1.4359803,0.47195947,1.2071562,1.514878,1.1404017,1.4428529,1.1831996,1.0109911,0.21591485,0.19713688,1.3204993,1.4048879,0.89664376,0.73028773,1.118966,0.48763198,0.9694349,1.2927083,1.2530533,1.0708201,0.6426617,0.3886857,1.3066564,1.1077644,1.2471954,1.1472446,0.83199286,1.3346674,1.1977696,0.14341772,1.3536265,0.2487604,1.1696806,1.3425627,1.200339,1.1717095,0.86401945,1.4748082,1.2039156,0.8619663,1.2875075,0.59602654,1.2565675,0.79345226,1.0140893,0.8191813,0.8266623,0.62867236,1.178137,1.2773387,0.7467809,0.99396324,1.0393306,0.8755545,1.3165224,1.4660568,1.3668057,0.63017946,1.1316648,1.27209,1.2850705,1.088271,1.4064548,0.65965396,1.2062647,0.38023722,1.2514989,1.2583612,0.5894854,1.0984445,1.5487921,1.2710085,0.91776973,1.3373467,0.34639466,0.4348747,0.3997984,0.8277447,0.5690814,1.0609226,0.91035414,1.5131791,1.3448808,1.3279247,0.05465293,0.0,1.1256953,0.6444081,1.1721668,0.9416486,1.0780584,1.2050967,1.0404189,0.93790424,0.99027944,1.0022545,1.0865808,1.3418934,1.3387105,1.0771171,1.4382936,1.0025982,1.2632035,0.91252613,1.3379207,0.87021387,1.2710503,0.26894188,1.2299988,0.26937312,1.1638654,1.1300211,0.51965785,0.8341735,0.84276146,1.3624277,1.4710755,1.4410379,0.26436132,0.6348857,0.3040377,0.35777104,0.55985427,1.1356328,0.92563707,1.0415817,0.49038458,1.0897884,0.42468888,1.2098393
pickle,0.99267983,1.0207744,1.0705378,0.9951034,0.88835305,0.8053569,1.0295551,1.0761077,1.0411509,1.073444,1.0299648,0.8249526,0.94622004,0.8964177,1.1017798,0.9717967,1.0406933,1.0296497,1.2160169,1.1475013,1.0428016,0.8173816,1.0295277,1.0765481,1.0300537,1.0425426,1.047755,0.649255,1.0426117,1.0107013,0.88068444,1.2306836,1.0442683,0.9425912,0.91158897,0.9419982,1.1583134,0.9472957,1.0007168,0.9959142,1.062269,1.2555615,1.0676091,1.0391239,0.87124944,1.0571259,0.96561015,0.90875137,0.7696022,0.6605777,1.035795,0.9249567,1.0276927,0.78997576,1.1199467,1.1074793,0.74057674,1.1880807,0.95260143,1.0477154,0.9716592,0.8370322,1.0999202,1.0394387,0.97714096,0.87139845,0.817249,1.0540162,1.0534313,0.9486115,0.9608907,1.1395667,0.7830857,0.99850434,1.00244,1.2435586,1.0306442,0.9558453,0.908272,1.1638412,0.8982162,1.0031374,0.966444,0.87210906,1.0489585,1.0581774,0.97735417,0.9254701,1.0059136,1.0458894,1.1001041,0.9183712,0.8237053,1.0853494,1.1353157,1.1256953,0.0,0.9812152,0.7087587,1.1647658,1.1324456,1.1021265,0.8463313,1.1214217,1.100407,1.0801275,1.1196455,1.070837,0.8533551,1.1599839,0.9411876,0.8544161,0.7871635,1.0406578,1.1635131,1.0879209,1.1118909,0.9830466,1.1295063,1.2180638,0.77158535,0.9381133,1.1054435,0.87905794,1.0720496,1.0250506,0.93713194,1.0135473,1.190777,0.9019514,0.9611077,1.158439,0.9710803,1.0589021,1.082646,0.9996598,1.156409,1.0646352,1.0754768,0.96696824
pillow,1.3826704,1.0614036,0.81589615,1.2315596,0.8899279,0.9961436,0.72471064,0.48872298,1.3032827,1.0466149,0.87454414,0.5853659,0.9122652,1.0698862,1.1651088,0.7270931,1.2098674,1.1198062,0.6550845,0.55396307,1.2130654,1.3053504,0.8768665,0.71679115,1.2146876,0.41094518,1.025709,1.1178961,1.1492695,0.6777176,0.891184,0.7456554,1.209138,1.0454054,1.2779871,1.1988422,0.8270985,0.7383187,1.2037588,0.6368884,0.90488464,0.64960206,1.2856163,1.2097726,0.8288347,0.9892414,0.7957179,1.1803844,1.1726673,1.0445514,1.0010036,0.8287265,1.2989507,0.9253622,0.96637505,0.8771694,0.8796024,0.85126674,1.2033598,1.2488625,1.0056034,0.59401464,1.0069543,1.0679647,1.3470328,1.2755888,1.2628567,0.6893701,1.0532488,1.1439586,0.86444926,1.0481931,1.0584855,0.89833885,1.0624905,0.5882843,1.2051404,1.2945712,0.8173225,0.9828338,1.2492129,1.3135682,1.0448121,1.3231941,0.83056986,0.28966653,0.7042664,0.91960645,1.04671,0.88788855,0.81227124,1.1205411,1.0469946,1.3860562,0.6163067,0.6444081,0.9812152,0.0,1.1742393,0.914536,1.2447706,1.0194491,1.1610303,0.6784079,0.9506697,0.9436915,1.0097431,1.3169868,1.0132874,1.2352532,1.2065266,0.87249756,0.9783913,0.92848516,1.1690531,0.9883667,1.3635149,0.6287904,1.0680196,0.630913,1.0369062,1.1472874,0.6987914,0.95490444,0.77029985,1.1205454,1.2749181,1.4152572,0.8171247,0.84882164,0.7638366,0.8868587,0.2560506,1.1271852,0.79477596,0.96042037,0.63398314,1.1328712,0.7413075,1.0528569
pizza,0.90968037,1.0237025,1.1747588,0.9296836,1.1647582,0.9844206,1.1167008,0.9683043,0.7158644,1.1508087,1.0422903,1.0555016,0.9248292,0.8941095,1.0119172,1.0205802,1.0426674,0.9237581,1.2116941,1.2031174,0.7685264,0.6450876,1.0093119,1.0462945,0.97417426,1.1494393,1.1350954,0.7465435,1.0916202,1.050123,1.0034704,1.2802738,0.94413805,0.92020196,0.76976645,0.890851,1.0329485,0.96079713,0.7469871,1.1520284,0.94319946,1.216753,1.0352684,1.0526569,1.0580844,0.9675057,0.9032782,0.9305714,0.964235,1.0372785,1.1420344,1.0577209,1.0315976,0.94276404,1.0609678,1.060409,0.8844851,1.0887055,1.0135922,0.95369613,1.0209394,0.9912509,1.0359195,0.9174089,0.97311616,0.7974545,0.7287118,1.2240943,1.1110708,0.9437708,1.009358,0.90876323,0.83785146,0.9694162,0.9419807,1.2772624,0.9659275,1.0322205,1.1071091,0.9894055,0.8501792,1.0502795,1.0519369,0.73435366,1.2051411,1.116936,1.1015272,1.0689682,1.11681,0.91475147,1.1151981,0.95158994,0.91015995,0.919871,1.2022876,1.1721668,0.7087587,1.1742393,0.0,1.0687596,0.8068235,1.0875518,1.1039984,1.0101824,0.9837147,1.0043597,1.1002609,0.9852,0.8367697,1.1418357,1.0340393,0.9816027,0.96459174,1.0496492,0.9956125,0.8634839,1.0646051,1.1327384,1.0217799,1.2021958,0.83375686,0.80997705,1.1136519,0.98351383,1.1333232,0.988249,0.9938696,0.8283285,1.1972725,1.0700388,1.0946448,1.1086845,1.066949,1.0446442,0.9077691,0.9175308,1.160809,1.0205576,1.1628346,0.91878927
plant,1.0506792,0.9543593,0.984609,1.2438849,0.9172774,1.1236595,0.9806567,0.81673586,1.2213961,1.0863179,1.1773368,1.046198,1.2434161,1.2764337,0.9578561,1.1385984,1.0643758,1.0392059,0.7960973,0.8926281,1.0783052,1.2191168,0.7686124,0.8303517,0.8788584,0.8331171,0.90773475,1.2473235,1.0704415,0.895183,1.1620609,0.87867224,1.083426,0.8862249,1.1371377,0.9210372,0.87858385,1.1058693,1.0337799,1.0119873,0.9782113,0.7773976,0.9822261,1.0220608,0.77300215,1.0185153,1.0616238,1.2401618,1.2670586,1.1553353,1.1737034,1.0283418,1.1353478,1.2223374,0.8364016,0.0960331,1.3206489,0.7283138,0.84245384,0.9886746,1.1676373,1.0710138,1.0527016,1.0169641,1.1677862,1.0518072,1.237342,0.7979891,1.0154779,1.0845102,0.9339549,0.8683078,1.353205,1.062072,0.9131147,0.73336244,1.1621616,1.0879838,1.1000822,0.8100073,1.074377,1.0855335,1.0854739,1.0846848,1.0967295,0.916108,1.1562512,1.0837644,1.0543513,0.95086795,1.0360271,1.2484871,1.260417,1.134477,0.93071455,0.9416486,1.1647658,0.914536,1.0687596,0.0,1.0742899,0.8070848,1.0063436,0.7818492,0.9011372,0.959803,1.067875,0.9032868,1.1161952,0.94662386,1.2738026,0.98869514,1.3095205,0.8680313,1.1230305,1.1302192,1.0468476,1.1130185,1.185413,0.78009653,1.2176223,0.9736996,0.80797285,1.0175884,0.6479475,1.0678315,1.1927562,1.154433,0.9278067,1.1826761,1.1708975,0.9683699,0.9595561,0.85965407,0.6982372,0.81578565,0.8059254,0.88479644,0.9579063,0.7351098
plate,0.939015,1.1231451,1.0308698,1.0714666,1.0063741,0.8790337,1.0164908,0.98988056,0.32980835,1.0615786,1.0225191,1.2488202,1.0365021,0.97279835,0.97416604,1.0736241,0.8736328,0.79596007,1.0320147,0.96385396,0.6215756,0.7514665,1.1139679,0.9718337,0.9156501,1.2256837,1.0416217,1.1954662,1.0870352,1.1635916,0.9220988,0.9937844,0.9612387,1.1428388,0.8902997,0.68952984,0.79807985,1.1770287,0.5895572,1.1236751,1.0101527,1.0433263,0.8443614,1.045261,1.1224256,1.0791892,1.0356472,1.0710809,1.1535299,1.0237463,1.0083383,1.199085,1.0278878,1.1939304,1.0486672,1.0423293,1.238536,0.91984713,0.87571025,0.962297,1.1375072,1.196665,0.91781366,0.5655039,1.0726744,0.83967435,0.9708961,1.220658,1.1507838,0.9487608,1.1706243,0.8750983,1.1672064,1.0684189,1.1187481,1.0770307,1.197162,1.0621924,0.9434226,0.8719069,0.93495965,1.0264784,1.0315502,0.7037347,1.0879453,1.1489812,1.1883934,1.176573,0.9609218,1.0095484,1.0237097,1.127346,1.3080152,0.759776,1.0830201,1.0780584,1.1324456,1.2447706,0.8068235,1.0742899,0.0,1.1397697,1.0058715,1.1216238,1.0295682,1.0740746,1.034366,0.96024317,1.0380487,0.98232114,1.0768553,1.0901874,1.2243268,0.9762278,0.94559383,0.40652943,0.8713473,1.1610441,0.91132677,0.98590964,1.2019186,0.8135617,0.9821282,1.0302385,1.1569078,0.87888885,1.0292051,0.63443923,0.9921461,1.2055284,1.036751,0.99109834,1.2119356,0.8744515,0.60183704,1.0261815,1.0230974,1.1933743,1.1515585,1.0852096
pony,0.6955125,0.9564816,1.1838161,1.007183,1.1242554,1.1526899,1.1687431,1.0184044,1.0846395,0.9804812,0.83031493,1.2605684,0.9485445,1.1058971,0.75345314,0.84275776,1.0783354,0.99809146,1.144701,1.1447426,1.0046285,1.0937994,1.0066214,1.0738491,0.9689648,1.086905,0.87266237,1.0258205,0.5790688,0.8069906,1.1921244,1.1545963,0.8602891,0.95908946,1.0663841,1.0112997,1.1142013,0.8014791,1.1257586,1.259835,0.8279761,1.1359398,1.0033164,0.32486928,0.76975244,0.9823353,1.1540701,0.9876896,0.8723858,1.1499653,1.0285453,1.1165708,0.9794754,1.2784145,0.7658371,0.8418987,1.2992816,1.0606669,0.84672314,1.0379174,1.1749045,0.9342245,0.99967784,1.1663477,1.0055157,0.996638,1.1558053,1.0337371,0.34928,0.9313029,0.8961589,1.0369172,1.0554881,1.2179037,0.91938764,1.1104511,0.8779664,0.8137205,1.1994162,1.0560203,0.94221115,0.7739283,1.118201,1.0747026,1.2171737,1.1593959,1.3190346,1.1490113,1.1559094,0.9218442,1.0663493,0.8982345,0.9468354,0.900856,1.2419772,1.2050967,1.1021265,1.0194491,1.0875518,0.8070848,1.1397697,0.0,1.0593566,0.9281496,1.018967,1.0263584,0.9846894,0.6329119,1.0449172,0.9810561,1.0417857,0.96878284,1.0462525,0.99625075,1.0016375,1.1744156,0.8494486,1.2521365,1.0062693,1.140842,1.0691837,1.0689614,1.1108481,1.0539049,1.0046844,0.8114438,0.9271778,0.9328312,1.1594803,1.2467332,1.2586746,1.1925713,1.1294645,0.93395364,0.96044064,0.93180573,1.0947659,0.8505238,1.1866691,0.85261905
pumpkin,0.95348305,1.0448157,0.7660925,1.0362139,0.62397575,0.80135256,0.7330552,1.2510972,1.123601,0.9619943,1.1513935,1.0959685,1.1383325,1.0550992,0.98871917,1.1247678,0.98930883,1.1144427,1.0099124,0.961075,1.1557747,0.7693387,1.1849116,1.0774003,0.9882598,1.1961882,1.0412,0.8876784,0.9697228,1.2822678,0.63860786,0.93368304,1.1269175,1.1115855,1.0928591,0.69100136,0.95397913,1.148874,0.8961807,0.9787375,1.3026419,1.0102911,0.88325137,1.0068594,1.0529225,1.2187443,1.1230948,1.046149,0.8880655,0.57437676,0.9598485,0.99009573,1.0025946,1.0507759,0.97152406,1.0090331,1.0196338,1.0919881,0.8189006,1.0897995,1.0611821,1.0458388,1.0627868,0.9424283,0.99653673,0.6807433,1.1678264,0.95619273,1.0652187,1.0745509,1.1025584,0.9616946,1.0905628,1.174518,1.1675828,1.011628,0.97489834,0.81739384,0.45196915,1.1546743,0.9170779,0.9603659,1.1455562,0.80312186,0.8690059,1.1823883,1.0479498,0.97573465,0.5272744,1.3102164,1.0000889,1.0703466,1.037314,1.1291207,1.0580925,1.0404189,0.8463313,1.1610303,1.1039984,1.0063436,1.0058715,1.0593566,0.0,1.1694262,1.1748772,1.216537,0.9259288,0.99146366,1.1623318,1.1216302,1.0105411,0.967511,0.99061304,0.8540754,1.1824155,1.1819984,1.0340737,0.9336036,1.0267484,0.9340603,1.1369874,0.8535665,1.1163613,0.94652766,0.8521761,1.0490185,1.0320977,1.1208938,0.8922768,0.99035114,1.0044599,1.1257135,1.215201,0.9933106,1.1965761,1.0702965,1.0472485,1.1914506,1.066732,1.1435245
purse,1.2053419,1.0298747,1.1006161,1.2645001,0.95611316,0.93554664,1.0460389,0.37267578,1.1966047,1.1429424,1.0442295,0.86771053,0.9854653,1.0149738,1.0922687,0.91648877,0.9155561,0.9783714,0.8148036,0.87575877,0.8042487,1.1925553,0.97053903,0.4427818,1.0493551,0.51734614,0.9481924,1.1087765,1.1760255,0.7090461,1.1644883,0.9839482,1.0948086,0.8353455,0.98641706,1.1289196,0.87861174,0.9306882,1.0122532,0.8906441,0.8860302,0.76572824,0.9359689,1.1383142,0.7778606,1.0620399,0.84867644,1.0964243,1.1768717,1.113847,1.1353507,1.0360073,1.2770642,1.167964,1.0177865,0.86184514,1.0894316,0.90451527,1.0354288,1.020797,1.0308046,0.7933041,1.1516501,0.99701184,1.3238466,1.021111,1.241326,0.68045807,1.0299625,1.09003,0.8053565,0.8015361,1.0502526,0.93130195,0.93599844,0.8768944,1.2225745,1.0857041,1.074751,0.6785152,0.9739676,1.1140037,1.088109,1.1548585,1.1052703,0.72223425,1.0063907,1.1580145,1.1524758,0.8239732,1.0717614,1.1063229,1.1081665,1.1782316,0.9134331,0.93790424,1.1214217,0.6784079,1.0101824,0.7818492,1.1216238,0.9281496,1.1694262,0.0,0.7883907,0.9667615,1.1494476,1.1531698,0.9209113,0.88609713,1.2157593,0.9168105,1.0954338,0.80040264,1.0506144,1.0531355,1.0377157,1.0357149,1.2323691,0.6981523,1.0221108,1.1607716,0.83780015,1.0398141,0.83329535,1.0117949,1.2155849,1.1155683,0.92999303,1.1419053,1.1536502,0.89723396,0.66704804,0.72513855,0.7345232,1.0803051,0.91932344,0.9162767,0.9079042,1.1255417
