,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
refrigerator,1.0933508,1.1483164,1.1424277,1.0621852,1.2632931,1.1851041,1.1446564,0.92490053,0.7886852,0.95953107,0.8221879,0.9510512,0.5517501,1.1460804,1.0676929,0.9820576,1.1098521,1.0683835,0.95292926,1.0155227,0.87277526,1.2959619,0.83016944,0.9565736,1.0735962,0.6808927,0.9929196,1.255089,0.97313803,0.4513148,1.1905679,0.9953916,0.54623926,0.7927207,1.0904661,1.223891,1.0709121,0.6626773,1.2290967,1.1121125,0.57432705,0.9453279,1.046835,1.0544841,1.1125518,0.2338621,0.6461077,1.0431015,1.2314973,1.3075364,1.0527999,1.0759988,1.045297,1.2586005,1.0932391,1.0438938,1.1946758,1.0534903,1.1761934,1.0888433,1.1510206,1.2023278,0.923548,1.2599652,1.0182898,1.2126015,1.2227551,1.1335208,0.94838905,0.7502668,0.9218042,0.8856669,0.9121444,0.87341857,0.44529855,0.8505355,1.0335959,1.0808053,1.1878147,0.91303307,1.2096113,1.0549663,1.149426,1.2024803,1.2181728,0.7622626,1.0083776,1.22404,1.2205739,0.280654,0.9690479,1.0397016,0.8167912,1.0608969,0.9487296,1.0022545,1.0801275,0.9436915,1.0043597,0.959803,1.0740746,1.0263584,1.216537,0.9667615,0.893583,0.0,0.99308336,1.0639215,1.1053834,0.91803914,0.92674947,1.2127973,0.965445,1.0865061,0.5103229,0.5961672,0.963218,1.1542007,0.8422794,1.0413165,1.0556808,1.1052299,1.0128582,1.2123506,1.1173245,0.8888617,0.9409838,0.80398244,1.1350381,1.2878612,1.1799597,0.9611807,0.76261103,1.1507018,0.95487565,0.85662913,0.9838864,0.60939056,1.2150862,0.5956436
rock,1.023419,1.0841548,1.0482273,1.0093603,1.1421477,1.174374,1.1103014,0.9784057,0.8719667,0.3335613,0.7858628,1.1385484,0.8841117,0.8571751,1.0863643,0.81422997,0.99670446,1.1159118,1.0931247,1.0914218,1.114446,1.0365003,1.0797995,1.2444658,1.1012522,1.2287954,0.9927741,1.1402532,0.78161895,1.0864785,1.0652659,1.0283546,0.91140866,1.2240399,1.0816396,1.1312206,0.8716651,0.9121145,1.0587586,1.1676779,0.9472473,1.111587,1.0929251,0.9537997,1.2310553,0.88826936,1.1404414,0.97937286,1.0639613,1.1708841,0.33155107,1.0505648,1.0349126,1.1438981,1.0359744,1.1013666,1.1180009,1.1580007,1.1778367,0.9839587,1.1164597,1.1965501,0.54639435,1.1445334,0.986624,0.8545699,1.1289036,1.1708572,0.90850896,1.1409423,0.936482,1.1217878,0.9799808,1.0846155,1.0460038,1.0448778,1.012789,0.89664745,1.160471,1.0015806,0.956672,0.8980681,1.0605778,1.065651,1.045057,1.0549246,1.0759962,1.0625002,0.9817093,1.1322411,0.26826024,0.851386,1.0111907,0.9535446,1.0378203,1.0865808,1.1196455,1.0097431,1.1002609,1.067875,1.034366,0.9846894,0.9259288,1.1494476,1.1249772,0.99308336,0.0,0.9981103,1.0177208,1.0629423,0.8775544,1.2147702,1.0903053,1.2014594,0.81530124,1.0868356,0.88585556,1.1218756,0.3304106,1.16749,1.0842602,1.0153836,1.1619891,1.1445501,1.0554005,1.0080222,0.98056704,0.9540413,1.0799817,1.1358393,1.0687948,1.1332543,1.0630624,1.1699318,1.2576228,0.744016,1.0891377,1.1519264,1.1056851,0.93071324
rooster,0.19230181,1.0983287,1.2971895,0.9173302,1.2512922,1.1715579,1.2602375,1.2128347,0.9008235,0.8875048,0.86998373,1.3855686,1.0461358,0.8533437,0.45913827,0.86213017,0.86567247,0.6010699,1.321851,1.3892509,0.7228951,0.8500174,1.1018742,1.282934,0.6940055,1.4376357,0.908172,1.0081967,0.51622736,1.1285908,1.2130933,1.2592702,0.7813022,1.0300764,0.9313199,0.9597502,1.2151768,0.9890264,1.0062048,1.379668,0.91952294,1.3469994,0.8018763,0.41983187,0.80600214,1.0245923,1.1948354,0.9405853,0.9214965,1.2102741,0.96897894,1.2906704,0.81454194,1.3193989,0.5861991,0.88309455,1.2850482,1.1478462,0.4593978,0.88355136,1.2082217,1.0828722,1.0375439,1.0178509,0.85677326,0.7785691,0.97169805,1.2012122,0.8129503,0.9919889,0.95923305,1.0410712,0.98057675,1.2195661,0.9148705,1.3404491,1.0303295,0.6189783,1.2610546,1.0536605,0.77401423,0.7209141,1.1867852,0.8616125,1.3212497,1.4158406,1.4128805,1.2484452,1.1517968,1.1066964,1.1332514,0.8611009,0.98525095,0.41928297,1.3248048,1.3418934,1.070837,1.3169868,0.9852,0.9032868,0.96024317,0.6329119,0.99146366,1.1531698,1.0157541,1.0639215,0.9981103,0.0,0.9563848,0.8969042,0.9293105,1.1026644,1.1088332,1.1399381,0.9593965,1.1496892,0.79169416,1.4091084,0.9381837,1.34596,1.0807961,1.0082352,1.2111849,1.0969201,1.082926,0.7004573,0.8091132,0.7143177,1.2539276,1.3559461,1.3404862,1.2683785,1.3889618,0.83859634,1.0714612,0.952217,1.193922,0.96571285,1.4027767,0.9148985
scarf,0.86740255,0.9603387,1.3234911,0.60030955,1.2541311,1.1435337,1.3001487,1.0146934,0.8691156,0.9178041,0.66942984,1.0998117,0.9510943,0.34286118,1.1532421,0.5438258,1.0029405,1.0088788,1.3637781,1.4180576,0.8860992,0.7924826,1.0807631,1.1504858,1.0151253,1.1952432,1.1209209,0.71755886,1.0249108,1.0097269,1.1658188,1.4271572,0.88587,1.049636,0.6735098,1.2097393,1.2031809,0.8220302,0.95907456,1.293558,0.81749237,1.3529633,0.9147013,0.9427452,0.8009048,1.0684568,1.1215901,0.45112783,0.86472815,1.0984713,0.74834037,1.2589489,1.0075697,0.9295787,1.2134336,1.1399293,0.89448905,1.2466395,1.0679744,0.82213956,1.1296744,0.65610063,1.0732263,1.2494464,0.9089248,0.6226974,0.61868346,1.1502703,0.9594956,1.015706,0.5388188,0.99575657,0.45170057,1.0548527,0.9357648,1.4362822,0.82421017,0.88045543,1.2804815,0.9970748,0.6194689,0.97125566,1.0701839,0.95028174,1.2596998,1.1454426,1.1519544,1.1259578,1.1823171,0.91606134,1.1867372,0.4673205,0.60275376,0.81617606,1.3638835,1.3387105,0.8533551,1.0132874,0.8367697,1.1161952,1.0380487,1.0449172,1.1623318,0.9209113,1.0233494,1.1053834,1.0177208,0.9563848,0.0,1.0033908,0.49621803,1.0829812,0.56531876,1.1749498,0.8991958,1.1415104,0.9698339,1.2681248,0.98619,1.3089368,0.73638296,1.177936,1.2529869,1.162118,1.1599125,0.8821028,0.5468708,0.7992825,1.3397131,1.0852289,1.213071,1.1936235,1.0175639,1.0251402,1.1753103,1.0520444,1.3346256,1.0246074,1.1451334,1.0144345
scissors,0.88294464,1.1093961,1.2661905,0.91525185,1.2227854,1.0989074,1.2559092,1.052773,0.8337492,1.0257474,0.91705906,1.0897615,0.7179833,0.96503365,0.8989188,0.9669836,0.8033124,0.8631537,1.1783317,1.1936378,0.8107751,1.1423064,0.75611055,1.0198936,0.9622664,1.0794178,0.8272055,1.0704535,1.0035316,0.8618419,1.2821672,1.1148229,0.7598213,0.81913316,0.8521302,1.1304417,1.1610777,1.001977,1.1235464,1.0801542,0.9352164,1.1816666,0.8880836,0.9624222,1.0269319,0.9011469,0.8876923,1.0271615,1.1278449,1.1774564,1.0745661,1.2243872,1.003944,1.2094529,0.952449,1.0097554,1.125918,0.8255608,0.87151694,0.95722824,1.0662938,1.052736,0.9810931,1.1273005,1.0031663,1.0031596,1.040962,1.0747867,1.0389535,0.8342035,1.0810003,1.0078436,0.89417595,0.48414963,0.8495528,1.1268975,1.0384971,0.8888136,1.2399774,0.9221312,0.8815417,0.8029367,1.1575373,1.0863518,1.2787998,1.2145004,1.2426676,1.2712955,1.2244273,0.81864727,1.0759557,0.97824085,1.0645983,0.8046789,1.0574797,1.0771171,1.1599839,1.2352532,1.1418357,0.94662386,0.98232114,0.9810561,1.1216302,0.88609713,0.7180033,0.91803914,1.0629423,0.8969042,1.0033908,0.0,1.0068126,0.98880816,1.0583717,0.9067879,0.8567666,0.93814194,0.7073017,1.2721099,0.9225651,1.1604701,1.08757,1.1102827,0.7912891,1.0352429,1.0975578,0.9013489,0.95368266,0.6920086,1.1290233,1.289317,1.2427787,0.63535327,1.2058642,0.8254044,0.95981354,1.0680764,1.1716005,0.36074364,1.06383,1.0308776
shirt,0.837491,0.99395293,1.3041574,0.43827522,1.3274591,1.2239264,1.3611999,1.2996411,0.76692414,0.6962761,0.51635945,1.2377977,0.7480097,0.3886215,1.1070082,0.5817295,0.96241456,1.1765664,1.4536257,1.4701455,1.002539,0.85367686,1.2193682,1.4017451,1.040372,1.3763385,1.1113054,0.8167391,0.8831004,0.9617354,1.2411734,1.3744735,0.70201844,1.1192977,0.8117065,1.2541401,1.3262061,0.7170244,1.1482118,1.4604336,0.76738185,1.4732438,0.94936335,0.8638773,0.9974475,0.8263614,1.1372867,0.19211757,0.85023785,1.0757266,0.5254816,1.2859321,0.69033027,1.0141163,1.2517488,1.3564079,0.9793988,1.4353008,1.1321552,0.68300736,1.0768946,0.91924214,0.89394444,1.4159263,0.5407088,0.74487764,0.71014404,1.2524974,0.81866515,0.92970765,0.55185854,1.1207093,0.311895,1.1425838,0.8668392,1.4726722,0.6137008,0.80886716,1.302566,1.1916313,0.73669946,0.8824383,1.0492647,0.9897495,1.2609566,1.3696327,1.1553459,1.1387634,1.1366413,0.9692297,1.0556242,0.26271212,0.35718626,0.8545904,1.4156637,1.4382936,0.9411876,1.2065266,1.0340393,1.2738026,1.0768553,1.0417857,1.0105411,1.2157593,1.1469235,0.92674947,0.8775544,0.9293105,0.49621803,1.0068126,0.0,1.1124053,0.31511354,1.2976906,0.7193705,1.0770898,0.85366863,1.2947692,0.65590215,1.487014,0.80372775,1.1346773,1.4383104,1.2015424,1.3344424,0.83927554,0.11794555,0.6346363,1.3801066,1.1205435,1.2489724,1.3348901,1.2754769,1.2441894,1.3388035,1.0125377,1.3791001,1.022979,1.2661188,0.83965605
shoe,1.0312463,0.9762667,1.1261663,1.0795741,0.8761027,0.9312496,0.98219806,0.8158281,1.1969484,1.0892675,1.2148792,0.7837732,1.0309078,1.1668091,1.0141629,1.1326197,1.1401649,1.1463959,1.1418085,1.0196255,1.2067308,0.71738315,1.0822166,1.0129507,1.0980704,0.91261095,1.0937519,0.7764462,1.0814477,1.0452397,0.8957295,1.0449129,1.2348305,0.9821281,0.7986234,0.7702969,0.9755758,1.116525,0.73165923,0.8958355,1.1837767,1.1235696,1.1075466,1.0872196,0.90157837,1.230727,0.9084038,1.1215377,0.712156,0.7349503,1.0980419,0.71364754,1.0173507,0.67463493,0.9858929,0.9678554,0.66977626,0.9428654,0.9455566,0.92573684,0.7571466,0.69016296,1.1062202,0.92021096,0.9493977,1.1284738,0.8176059,0.79642385,1.0115592,0.8475974,0.9809199,1.2298859,0.94318193,0.77327824,1.1489674,1.0374932,1.0558727,1.1282737,0.87302023,1.2373747,0.80914295,1.197151,0.9035565,0.6851878,0.99986917,0.9873286,0.8349836,0.81291264,1.1792967,0.9983949,1.1179656,1.1129421,0.9784585,1.2114223,0.99586385,1.0025982,0.8544161,0.87249756,0.9816027,0.98869514,1.0901874,0.96878284,0.967511,0.9168105,0.9403742,1.2127973,1.2147702,1.1026644,1.0829812,0.98880816,1.1124053,0.0,0.92746925,0.85514754,1.3158295,1.1837674,1.2249546,0.73006594,1.2021942,1.0469387,0.84673476,0.9187195,0.86888844,0.6983186,0.8212416,1.1321347,1.1025112,1.2288417,1.1000386,0.7570392,0.9213879,1.0432309,0.9188054,1.1155373,0.87126803,1.1742487,1.0010719,1.0560268,0.75536454,1.1729128
shorts,0.9994877,0.94119304,1.2207608,0.5515475,1.1395998,1.0454968,1.2472057,1.1434196,0.9672754,0.92141575,0.7375885,0.8976994,0.7421788,0.576881,1.1660876,0.71938324,1.0705713,1.2102773,1.3419049,1.2989746,1.0656631,0.881465,1.1893305,1.1878573,1.1567967,1.0129386,1.1077895,0.6095369,1.0110484,0.8755298,1.0732666,1.2861929,0.9259784,1.0415053,0.8277113,1.2133352,1.293251,0.7324466,1.1619288,1.1985922,0.9048627,1.3368058,1.0131315,1.0226369,0.94664884,0.968631,0.9407045,0.34426022,0.7628943,0.88560295,0.78270555,1.0717734,0.92286366,0.78585863,1.2609857,1.4050409,0.70433867,1.3667116,1.2200341,0.7924471,0.9373228,0.68732125,1.0632725,1.3780687,0.7857452,0.8952764,0.7237324,1.0780255,0.84737027,0.9108057,0.636193,1.1254964,0.3001784,0.9654269,0.9415177,1.3961813,0.58534455,0.96130073,1.1152931,1.2282193,0.7782942,0.9640474,0.99235976,1.0221959,1.1568158,1.1162313,0.90872014,1.012241,1.1468812,0.8607955,1.1655513,0.42979825,0.29471463,1.0551636,1.257324,1.2632035,0.7871635,0.9783913,0.96459174,1.3095205,1.2243268,1.0462525,0.99061304,1.0954338,1.121155,0.965445,1.0903053,1.1088332,0.56531876,1.0583717,0.31511354,0.92746925,0.0,1.2488172,0.9598486,1.0776176,1.0492936,1.0293803,0.95964885,1.3311558,0.62547797,1.1107862,1.2777197,1.0950507,1.2612244,0.9112354,0.47207153,0.9376966,1.2768712,0.9158767,1.1283618,1.2634512,0.98667616,1.1898689,1.2907686,1.149213,1.2440424,0.9994045,1.0513954,1.0067269
shovel,1.0647409,0.8493284,0.96819735,1.1563756,0.8154088,0.90022105,0.917936,0.85388505,1.1629522,1.2248756,1.3093196,0.8579898,1.0889603,1.2836456,0.9551381,1.2725072,1.1006569,1.0053239,0.88892204,0.88069636,1.0296869,1.0418673,0.7644597,0.76717806,1.0583086,0.83817613,1.0611037,1.0845171,1.1245049,0.9666277,0.7832854,0.9010981,1.2194194,0.8786688,1.0432464,0.78524363,0.5945961,1.180262,0.7608304,0.86562425,1.1366317,0.84700906,1.0415374,1.1214355,0.93694955,1.1245942,0.9114293,1.2625891,1.0209721,0.8744477,1.2141755,0.97349316,1.21365,1.0012417,0.8443405,0.9060117,0.98716974,0.5704387,0.9067555,1.1268115,1.0616953,0.95146406,1.1599287,0.8114173,1.2579087,1.117343,1.1365739,0.86944914,1.0399889,0.9858918,1.0878215,0.94262064,1.2893796,0.88903034,1.1225796,0.74368,1.0933965,1.1758064,0.7723894,0.8545905,1.0656316,1.1506892,1.0845982,1.0002396,1.0244676,0.79288864,1.0068206,0.90396845,1.0170279,1.0016067,1.131268,1.3344269,1.2191373,1.1613017,0.91500485,0.91252613,1.0406578,0.92848516,1.0496492,0.8680313,0.9762278,0.99625075,0.8540754,0.80040264,0.85631084,1.0865061,1.2014594,1.1399381,1.1749498,0.9067879,1.2976906,0.85514754,1.2488172,0.0,1.1641401,1.0107315,1.0662477,0.94371533,1.2526579,0.80166256,1.1397222,0.93466806,0.6192579,0.9729584,0.6349764,1.2430189,1.2775326,1.2052047,0.9395614,0.9747921,1.0373183,0.8707733,0.8252903,0.91620976,0.7763342,1.0737215,0.88867146,0.8860944,0.87190473,1.2147069
shower,0.9733036,1.1020764,1.3004727,0.8278841,1.3601606,1.2483922,1.3333409,1.0846571,0.63064593,0.8138791,0.46029907,1.352659,0.65305954,0.7274176,1.1106429,0.60366607,0.9261326,1.0632949,1.2707281,1.3256398,0.78847253,1.0149939,1.0147165,1.1773283,1.0285339,1.1823931,1.0112354,1.1628859,0.9451308,0.6926359,1.2953153,1.2596624,0.4282695,0.9084515,0.9219409,1.1694905,1.0900049,0.6225076,1.0500566,1.434643,0.50147927,1.2629166,0.86808074,0.9293202,1.1096219,0.37697887,0.9480276,0.72939885,1.1796894,1.3373723,0.747751,1.2956432,0.90420616,1.3243276,1.2096586,1.1618221,1.2802792,1.229819,1.1199063,0.90571946,1.2541511,1.2483238,0.8400099,1.2560744,0.8880668,0.8103041,1.0276585,1.303601,0.9236193,0.83114034,0.8987946,0.86682755,0.7858276,1.1289833,0.56792605,1.2024156,0.92353225,0.7997608,1.3019953,0.91663426,0.9134177,0.84867674,1.2105244,1.0198436,1.2963481,1.1491562,1.3025675,1.2735324,1.2245958,0.61735237,0.92802185,0.66864234,0.77566004,0.84130096,1.3371805,1.3379207,1.1635131,1.1690531,0.9956125,1.1230305,0.94559383,1.0016375,1.1824155,1.0506144,0.9883837,0.5103229,0.81530124,0.9593965,0.8991958,0.8567666,0.7193705,1.3158295,0.9598486,1.1641401,0.0,0.75201607,0.6943443,1.4162525,0.628726,1.2841331,1.1154901,1.0158455,1.2828772,1.2783381,1.2427436,0.70852363,0.7345114,0.56823623,1.2784274,1.3563666,1.32266,1.1613076,1.1141007,1.0597222,1.0819408,0.9016878,1.2264977,0.7468643,1.3886406,0.7043094
sink,1.123113,1.2182782,1.0039765,1.0835421,1.1302516,0.9190924,0.99766165,0.8884105,0.36250657,1.1324815,0.9525311,0.92012,0.60415405,1.1067643,1.0351372,1.0821866,0.97237533,0.94560814,0.8886096,0.7377492,0.6806615,1.060733,0.9504939,0.9057913,1.1000189,0.8153211,1.0469939,1.2863939,1.0852988,0.7388567,1.0638652,0.91234714,0.86078835,0.91400653,0.9906438,1.0092978,0.94700533,0.9051989,0.95757484,1.0021696,0.852134,0.9074022,0.96548915,1.1418848,1.2899272,0.71776736,0.61559474,1.1224571,1.2429026,1.1936663,1.1016116,1.1026397,1.1141157,1.2102716,1.08481,1.156605,1.1398754,0.9373109,1.1035419,1.0691371,1.123458,1.1278896,0.8650049,0.94829404,1.13843,1.1140563,1.0845963,1.2373186,1.1832417,0.7554444,1.1582001,0.8517147,1.0413789,0.8181967,0.92356277,0.9058002,1.1828798,1.1609836,0.99943435,0.8432631,1.102536,1.0715582,1.1137725,0.9836019,1.1382183,0.7907346,0.96083015,1.2451777,1.065093,0.58323836,0.97839254,1.1834655,1.1301085,0.97822195,0.82235146,0.87021387,1.0879209,0.9883667,0.8634839,1.1302192,0.40652943,1.1744156,1.1819984,1.0531355,0.96557474,0.5961672,1.0868356,1.1496892,1.1415104,0.93814194,1.0770898,1.1837674,1.0776176,1.0107315,0.75201607,0.0,0.97284144,1.0277568,0.84971285,0.9079194,1.0951558,0.908314,0.86867666,1.0610931,1.1745267,0.9516563,1.0679718,0.6820154,0.95776206,1.2380772,0.998986,0.88350487,0.8358191,1.0624818,0.612219,1.0343251,0.9608587,0.92218995,1.1810372,0.9248271
slide,0.79586995,1.0064236,1.2329073,0.7984539,1.2777871,1.1239526,1.2922544,1.1873405,0.77142394,0.98686445,0.66634053,1.4333446,0.77131444,0.850343,1.0015587,0.7661192,0.5021875,0.8312915,1.2821901,1.2881308,0.7381884,1.0330367,1.0101492,1.1370342,0.97947896,1.3596008,0.9588393,1.0582969,0.92995554,0.8434537,1.2803218,1.2869478,0.5617614,0.9716506,0.8440358,1.1651384,1.18225,0.76848644,1.0725756,1.3489087,0.7097312,1.2960429,0.7529827,0.8004713,1.0464652,0.83753943,1.182148,0.82926047,1.1413534,1.1833717,0.89242506,1.3448215,0.8639848,1.3192997,1.0803086,1.098331,1.2976643,1.1363693,0.91149235,0.93136734,1.2662797,1.192182,0.9038043,1.0605049,0.8714859,0.76045537,1.0061389,1.3065014,0.8654591,0.854698,1.0463663,0.91659355,0.9254438,1.1192956,0.7396387,1.2864256,0.96362746,0.6974123,1.2939,1.0661782,0.79809904,0.75585574,1.1822963,1.0173806,1.2390186,1.4053953,1.3948498,1.2559059,1.1059964,0.9904477,1.0503806,0.7126088,0.9685466,0.61049277,1.2911755,1.2710503,1.1118909,1.3635149,1.0646051,1.0468476,0.8713473,0.8494486,1.0340737,1.0377157,1.0809083,0.963218,0.88585556,0.79169416,0.9698339,0.7073017,0.85366863,1.2249546,1.0492936,1.0662477,0.6943443,0.97284144,0.0,1.4102008,0.7413616,1.3599195,1.0959435,1.0815082,1.2317891,1.1766167,1.3007618,0.72745436,0.77310556,0.4488923,1.1968887,1.320656,1.2809706,1.0255715,1.3995618,0.7253379,1.1095593,0.9626163,1.2748595,0.7275383,1.3485577,0.7920224
slipper,1.4778094,1.0537727,0.36398852,1.3129631,0.634467,0.86822593,0.30763185,0.96264017,1.4460402,1.1396164,1.492825,0.34857547,1.2871065,1.4133182,1.2192965,1.4686191,1.2914279,1.2267568,0.40883029,0.32898778,1.493459,1.2688764,1.0458125,0.8216321,1.2045838,0.49679792,1.1231642,1.0473052,1.2335645,1.1762587,0.49114966,0.43599498,1.4715128,1.184648,1.3391974,1.0990691,0.87378144,1.332543,1.1779935,0.20051634,1.4724804,0.4242612,1.2316988,1.3805208,1.1453854,1.2707525,0.8927505,1.3539785,0.85298276,0.551956,1.2300143,0.30812585,1.1204778,0.402197,1.0586587,0.99311525,0.39933944,0.83061045,1.2292367,1.217032,0.44389987,0.7560564,1.1493912,0.86901176,1.1173729,1.4717219,1.1477824,0.4939013,1.0516077,1.2109375,1.1884348,1.2304692,1.2797003,0.81033635,1.3558692,0.44883716,1.1055566,1.3365195,0.39710182,1.2071509,1.4929135,1.3717275,0.7309455,1.2912452,0.24360931,0.48578632,0.15625507,0.45750654,0.65534675,1.1772757,0.9533348,1.453357,1.1988263,1.458349,0.2883268,0.26894188,0.9830466,0.6287904,1.1327384,1.1130185,1.1610441,1.2521365,0.9336036,1.0357149,1.0532801,1.1542007,1.1218756,1.4091084,1.2681248,1.2721099,1.2947692,0.73006594,1.0293803,0.94371533,1.4162525,1.0277568,1.4102008,0.0,1.2802275,0.42070103,0.9927066,1.1407213,0.7235376,0.64605856,0.77877134,1.4039723,1.3653982,1.5891913,0.43083775,0.2410798,0.22178423,0.57530075,0.5701331,1.2662067,1.1127188,1.1917068,0.61679643,1.3036051,0.26652187,1.305366
snow,0.93042207,1.1315513,1.191065,0.81884396,1.296435,1.1788608,1.2433753,1.1093856,0.62549794,0.41832614,0.5742669,1.2626464,0.6338743,0.7436432,1.070407,0.70020604,0.9358349,1.1228482,1.2652614,1.1890099,1.0016013,0.96041185,1.0844452,1.3828118,1.0947882,1.3305881,1.0015807,1.1057011,0.7711916,0.94517934,1.1956912,1.173598,0.71646464,1.1858113,1.0042266,1.2224863,1.083564,0.76669073,1.1075044,1.3474083,0.77743804,1.2963464,1.024954,0.8848765,1.2925451,0.68997455,1.0902431,0.8200066,1.0774341,1.2979221,0.31838512,1.2526921,0.9595581,1.236725,1.0685475,1.215878,1.1918142,1.2797863,1.1920953,0.842312,1.2188771,1.1502213,0.342677,1.2559679,0.86442137,0.88434154,0.9987261,1.3576651,0.8394475,0.89535606,0.89735,1.1453409,0.7399573,1.0254714,0.96360356,1.2372836,0.89588,0.8473549,1.2462461,1.1620605,0.8974241,0.8495654,1.2233204,1.0059569,1.2086742,1.1642742,1.2265388,1.2387745,1.0864583,1.005714,0.45257688,0.6726756,0.8317751,0.8727606,1.171756,1.2299988,1.1295063,1.0680196,1.0217799,1.185413,0.91132677,1.0062693,1.0267484,1.2323691,1.1162516,0.8422794,0.3304106,0.9381837,0.98619,0.9225651,0.65590215,1.2021942,0.95964885,1.2526579,0.628726,0.84971285,0.7413616,1.2802275,0.0,1.3602965,1.0212185,1.0202358,1.2545257,1.1835864,1.1570271,0.85946846,0.72408366,0.62769866,1.2223535,1.2809827,1.1847482,1.1342161,1.1329925,1.2545903,1.1692842,0.807217,1.2238756,1.0092658,1.341813,0.77317554
soap,1.4670439,1.0962617,0.33915412,1.4652407,0.6234507,0.8350652,0.29878736,0.7375407,1.378314,1.2374401,1.4494267,0.6348158,1.3586459,1.4945989,1.1158574,1.4117241,1.1767995,1.0557213,0.14255571,0.21772969,1.2491169,1.3374575,0.9825195,0.4213797,1.0565397,0.3915174,0.9058142,1.3607103,1.2589433,1.0303146,0.63465965,0.44221908,1.4266962,1.0590118,1.3406165,1.020208,0.68458796,1.3438293,1.0698547,0.29244816,1.3557614,0.13004816,1.1038762,1.3122928,1.0269094,1.2348017,0.9957411,1.4789593,1.2118378,0.8470397,1.3370671,0.7175132,1.2669142,0.91259176,0.978777,0.69889104,1.0033854,0.69887865,1.121778,1.2377762,0.83626944,0.9500559,1.1618358,0.77105105,1.3620293,1.363652,1.4385028,0.43735254,1.1038209,1.3293186,1.2232528,0.83990884,1.4831972,0.9570553,1.2624835,0.35724795,1.2868273,1.3056074,0.49320197,0.83938736,1.4781,1.2584876,0.9535588,1.2687867,0.42496622,0.44783288,0.55671036,0.88268197,0.5909749,1.056972,1.0014417,1.5897992,1.4452121,1.3890685,0.30978107,0.26937312,1.2180638,0.630913,1.2021958,0.78009653,0.98590964,1.140842,0.9340603,0.6981523,0.92056715,1.0413165,1.16749,1.34596,1.3089368,1.1604701,1.487014,1.0469387,1.3311558,0.80166256,1.2841331,0.9079194,1.3599195,0.42070103,1.3602965,0.0,1.2460167,1.0426304,0.6422323,0.9299307,0.76777905,1.336149,1.4964842,1.4969267,0.23776555,0.7118972,0.5250753,0.4978423,0.5859202,0.9358983,0.791412,1.0654914,0.43615973,1.2034767,0.46278822,1.2318863
sock,0.96066666,0.5704104,1.1870188,0.69877064,1.1130047,0.98923135,1.1847134,1.0372888,0.9777878,0.9907888,0.96719635,0.8702282,0.8421702,0.79179347,1.0829921,0.92863137,1.0182047,1.0837231,1.2292632,1.2470134,1.0675663,0.84055513,1.0985994,1.1382761,1.079782,1.0077802,1.1476012,0.59991497,1.030155,0.97772205,1.0747797,1.2810026,1.1038823,0.8973762,0.73275113,1.1231847,1.157626,0.89729553,0.9942991,1.0988247,1.027593,1.2516096,1.1215044,1.047018,1.003686,1.0618473,0.93668747,0.82058287,0.77364916,0.9783049,0.98156786,0.91374475,1.0475638,0.683577,1.1203235,1.2293596,0.64568555,1.2342995,1.1485798,0.9952184,0.9106562,0.7943491,1.0635427,1.2085949,0.9751651,1.047595,0.5314418,1.0862582,0.9832414,0.9703572,0.81690204,1.1120526,0.6195944,0.9498663,0.92144376,1.2831485,0.64597386,1.0935032,1.1448534,1.0861356,0.7451985,1.0161608,0.89703065,0.92561346,1.1480861,1.0338948,0.887954,0.9041614,1.1800821,1.0075581,1.0477104,0.79270613,0.5892776,1.0450001,1.1709213,1.1638654,0.77158535,1.0369062,0.83375686,1.2176223,1.2019186,1.0691837,1.1369874,1.0221108,1.0479032,1.0556808,1.0842602,1.0807961,0.73638296,1.08757,0.80372775,0.84673476,0.62547797,1.1397222,1.1154901,1.0951558,1.0959435,0.9927066,1.0212185,1.2460167,0.0,0.9526553,1.1968477,1.0513283,1.066982,1.0500814,0.8667836,0.9944459,1.2581887,0.80575085,1.0884174,1.1630082,0.95026034,1.1291187,1.1722181,1.1343353,1.1759924,1.0069034,0.99354154,1.0085901
