,alligator,ankle,apple,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
eye,1.1495743,0.7986914,0.8180325,0.77449834,0.8909051,0.80927956,1.1306434,1.2518314,1.0054178,1.2508441,1.0260413,1.166658,1.1852993,0.9639351,1.3050461,1.1191566,1.1666584,0.95248485,0.9587876,1.2149915,0.8787814,1.0117427,1.0656248,0.99644893,0.94405997,0.9996208,1.0011501,1.1090996,0.9250446,1.1085918,0.99266154,0.76604843,0.9665443,0.88997644,1.2023882,1.0090346,0.7884348,1.2283959,0.996611,1.0225911,0.90881395,1.1798092,1.0905883,0.8477217,0.6237698,1.0971639,0.0,0.8868755,0.88211364,0.9481874,1.0154821,0.9921219,0.88737106,1.0442202,1.1821818,0.6573979,1.0496757,1.0764278,1.0421592,0.906431,1.0804982,0.8049264,1.0449915,1.1501125,1.1067555,0.9845552,1.1077049,1.0640967,1.160266,0.69395685,0.85215974,1.1569738,1.1084386,1.1282355,0.80519044,0.84854615,1.0390742,0.475298,0.91413677,1.1542656,1.1099916,1.0439385,1.0226834,1.2381873,0.7887659,0.90056664,0.9822831,1.1129084,1.0478523,0.9136258,1.0483912,1.1605682,0.9355781,0.9629181,1.1685613,1.0100645,1.2023396,1.0634428,1.1513135,0.8097433,1.0980316,0.9559603,1.1818986,0.9568959,1.1499279,1.0196277,0.850628,1.1710604,1.0467838,0.9498828,0.8170654,1.117384,1.1781204,1.2385324,0.9423304,0.77391404,0.8757219,1.1046469,1.0264362,1.0035157,1.1140938,1.0418589,1.1144857,1.1466821,0.6856738,1.1644989
face,0.908582,0.5127971,1.1125464,1.1484045,1.2074168,1.1260462,0.95753247,0.9769359,1.1106142,0.89203113,1.2887414,1.0834922,0.8554265,1.3014568,0.9922327,0.88283384,1.0526752,1.2122447,1.278995,0.87302303,0.954871,1.1857494,1.285678,1.2662299,1.2506131,0.83879334,0.90883714,1.1495692,1.1272528,1.0181136,0.97508276,1.1209596,1.1167718,1.1222829,0.8511479,1.1043525,1.2013967,0.9519862,1.3427842,0.9748059,1.167256,0.97887164,0.69825304,0.9781983,1.1170278,1.158162,0.8868755,0.0,0.80934405,1.071064,1.2092826,0.69402844,1.2423965,1.0026253,1.1424342,0.9885516,0.9907059,1.0674242,0.9998195,0.4807145,0.7099304,0.5579517,1.0608311,0.92300516,0.8048669,0.94037807,0.6340507,0.9479376,0.9267962,1.2799114,1.080534,0.9084788,0.70314425,0.9138206,1.0843568,1.0621772,1.2374849,0.9033233,1.1609197,0.8226408,1.1935484,0.71211743,0.69913197,1.1368814,1.0983446,1.1802198,1.0139257,0.90916824,1.2944906,1.0280136,1.15955,1.1014875,1.2236855,1.1243198,1.1911099,1.1096104,0.90416205,1.0430586,0.9974671,1.0700283,0.6269218,0.63259196,0.9602262,1.2471219,1.2245854,1.0178297,1.0855094,1.0512438,0.8931635,1.0097638,1.0479598,0.9342614,0.72016007,0.88864416,1.2200394,0.8232167,0.74661386,1.2831686,1.2943708,1.2067175,0.99845815,1.1607285,0.88540745,1.2931828,1.0625377,0.9033774
finger,1.1074812,0.5871433,0.77973527,0.742013,0.9029701,0.8475089,1.3152704,1.1570487,1.1491438,1.3403975,1.0549573,1.1800116,1.0555266,1.029467,1.3066125,1.1511161,1.1318357,1.0198629,0.9594609,0.99829274,0.6329999,1.1098692,1.0672519,1.0031664,1.1689504,0.50261414,1.1466694,1.1352534,1.2011102,1.237793,0.9142568,0.8835105,1.0960336,0.95479214,1.2777927,0.67110115,0.7457503,1.4273547,0.9944017,1.2555767,1.0242721,1.2653956,1.0103734,0.68871796,0.73754627,1.0723873,0.88211364,0.80934405,0.0,0.7361092,1.1911347,0.69881713,0.9939603,1.0387036,1.172587,0.64129853,0.8574556,1.2027435,0.74297214,0.8894062,0.3240105,0.77965146,1.1932645,1.1358443,1.065063,1.055512,0.95525914,1.1580731,1.1068909,0.95206285,0.7629022,1.146787,0.84695375,1.1138663,0.8445251,0.4770009,0.85760796,0.88827646,0.81165373,1.2495117,1.217153,0.9988443,1.0046556,0.8726721,0.75135773,0.9692307,0.9303784,0.9952482,1.0048409,0.9669658,1.2479057,0.9825144,1.1945299,1.0355825,1.20665,1.107675,1.2721566,1.0546943,1.1454089,0.8354764,0.9885054,0.855487,1.0254639,1.1475003,1.0803231,1.1536652,0.80216163,1.2088289,0.88922995,1.0979384,0.56841207,1.2130071,1.0743793,1.1775842,1.0763273,0.11026275,0.48936313,1.0743066,0.90626234,1.2176578,1.2580087,1.1785614,1.0493166,1.263282,0.7226521,1.2550141
fish,0.9363401,0.8841911,0.54537034,0.64013314,0.6972192,0.6217104,1.3551682,1.236763,0.9748432,1.3810091,0.6569389,0.9589261,1.2099994,0.62158513,1.327213,1.1660001,1.1035277,0.78489137,0.652837,1.2435409,0.7766403,0.9852774,0.682558,0.7835481,0.9671729,0.7268431,1.0767359,1.180153,1.1624763,1.1813436,1.1667807,0.85531723,1.0272703,0.9464524,1.3677073,0.8080827,0.4564901,1.4216459,0.70631754,1.2516179,1.0819118,1.3244475,1.1025777,0.90360814,0.77100027,1.0351703,0.9481874,1.071064,0.7361092,0.0,0.93925405,1.0790354,0.53539354,0.74497104,1.217754,0.5725252,1.0779886,0.9970823,0.92210937,1.1088024,1.0973897,0.95134336,1.1131097,1.260824,1.2768348,1.0956483,1.198245,0.9077922,1.0732539,0.7693685,0.5331922,1.2563381,1.1529042,1.2710414,0.85989285,0.70034397,0.6999718,0.8858451,0.7692721,1.3659827,1.0922304,1.2454846,1.0775204,1.0044806,0.54532033,0.6343943,0.6326663,1.1676137,0.95277077,0.9431729,1.0742885,1.016129,1.2098993,0.93692267,1.2165724,1.2052565,1.3754848,0.98793435,1.0430938,0.6631952,1.257681,1.1202955,0.9039917,0.99038893,0.771586,1.0552009,0.7309889,1.067523,1.1656601,0.9633353,0.44576168,1.3142371,1.348293,1.3259717,0.82560074,0.608677,0.7071452,0.68945086,0.8110849,1.0973512,1.3225346,1.0388969,1.2087504,1.2241384,0.6452436,1.2835219
flower,1.0283986,1.2731692,0.85561347,0.94489384,0.92591214,0.8112645,1.1350381,1.3319467,0.9981435,1.2674432,0.9263458,1.1792933,1.2719969,0.64758164,1.1053727,1.0918585,1.0142722,0.74023485,0.62191343,1.1232269,1.1188034,0.8029809,0.7221346,0.7600116,0.6115689,1.3263905,1.0492033,0.87710655,1.0470873,1.1236889,1.048233,0.9954135,0.80187804,0.98335665,1.2213035,0.9633514,0.7785839,1.1089625,0.68789923,0.96010584,0.485456,1.0146581,1.3168867,1.0323337,0.8652612,1.201066,1.0154821,1.2092826,1.1911347,0.93925405,0.0,1.1759138,0.81933445,0.90981394,0.7796812,0.8797382,0.8870212,1.125251,1.0697373,1.1530608,1.2326407,0.9793858,0.86066705,1.1831994,1.0578355,1.1471193,1.3402529,1.2081846,1.0903393,0.8835112,1.0586962,1.1049669,1.191088,1.0109364,1.0338132,0.9459076,0.86652505,0.99833804,0.8862668,1.207551,1.1379294,1.1793101,1.3435359,0.96749026,0.9374851,0.98299074,1.0261945,1.1223606,0.81259197,1.0092337,0.20725954,1.1795805,0.8349013,0.834718,0.73550415,0.95307577,1.121681,1.251585,0.4234776,0.8814343,1.3287143,1.3034077,1.1406829,0.5310712,1.1191721,1.107068,0.8353572,1.2642065,1.111117,0.6367509,0.99799645,0.9768355,1.2321452,1.2955918,0.6422389,1.1005031,1.2514379,0.8239323,0.8233588,0.70163304,1.149138,1.1177785,0.9887381,0.6146075,0.8749374,0.9899503
foot,1.107937,0.6566653,1.1469582,1.0849062,1.1354755,0.9869253,1.0543232,1.1792809,1.1741548,1.0966837,1.0747614,0.9718498,0.7481961,1.2051651,1.1139793,1.0817578,1.071877,1.2276802,1.2446194,0.9960933,0.94490415,1.2479573,1.2503377,1.0192056,1.2515371,0.7830702,0.9780679,1.009341,1.2624311,1.1345749,0.9164766,1.1623334,0.9464651,1.1685498,1.0136778,0.9231314,1.1371746,1.149783,1.1664621,1.043108,1.0477695,1.0537053,0.7417121,0.77938914,1.0285957,1.1053609,0.9921219,0.69402844,0.69881713,1.0790354,1.1759138,0.0,1.20543,1.1621172,1.138356,0.9760197,0.70111495,1.1313769,1.0016319,0.8750035,0.71226066,0.8001757,0.9597394,1.0423789,0.8134288,1.1613336,0.5442453,0.8164258,0.84837973,1.2564547,1.0327169,1.0801647,0.6914717,0.9586061,1.1556854,1.0133902,0.8999059,0.99914205,1.1920288,0.9585483,1.2032375,0.7163507,0.5707867,0.9067737,1.0970453,1.2218506,0.922405,0.95602655,1.0113493,1.0381595,1.0467939,1.2535957,0.9459847,1.1068311,1.0951749,0.9758732,1.0459093,0.9897818,0.9217384,1.0939006,0.7633326,0.25424385,0.76117563,1.2218945,1.2663652,1.176089,0.62565625,1.0132898,0.3968271,1.0487499,0.9515238,1.0318367,0.9046649,1.1473461,1.1745638,0.7102372,0.872959,1.19398,1.0222983,1.2589275,1.1629008,1.1860218,0.9338488,1.0919442,0.95232815,1.1083658
fork,1.2755704,1.1125138,0.33062303,0.76929784,0.78260565,0.5817957,1.2857704,1.3102726,0.8519273,1.4184117,0.4679489,0.95843196,1.3681753,0.3786385,1.3534551,1.2366495,1.1828156,0.5498308,0.4133005,1.4438115,1.0277739,0.9364675,0.62363493,0.52209383,0.66903687,1.1615508,1.1484263,0.99037147,1.0314775,1.1891792,1.210578,1.009419,0.8826535,0.9865527,1.3664778,1.0230557,0.29534173,1.39051,0.4153322,1.2567259,0.7958055,1.287918,1.2765775,0.9426451,0.6426443,0.99790514,0.88737106,1.2423965,0.9939603,0.53539354,0.81933445,1.20543,0.0,1.1917713,1.2709337,0.30987477,1.1034007,0.9900404,1.0384195,1.189307,1.3536364,0.9959175,1.0936773,1.348973,1.4039702,1.3016849,1.388509,0.8875158,1.1340309,0.5310826,0.6176846,1.2780436,1.4363298,1.3469175,0.9895999,0.6357735,0.44604516,0.8589393,0.6797464,1.316608,0.9959334,1.4143053,1.2128533,0.8841216,0.2593344,0.24476182,0.9077547,1.2101735,0.772058,0.9797589,1.0170892,1.0519972,1.0250008,1.1215093,1.1320753,1.0100704,1.3034844,1.0398456,1.2453953,0.8843459,1.4167168,1.3540006,0.8855107,0.69750684,0.5226467,1.204145,0.53181744,1.0428985,1.1780912,0.9348059,0.4750861,1.3537632,1.4490952,1.4769741,0.47285664,0.8065633,0.86765075,0.37793052,0.5714185,1.129061,1.220856,0.9391469,1.3004572,0.9247261,0.34499824,1.3320367
frog,0.5005004,1.069487,1.0635302,0.9898199,0.8114116,0.91683555,0.93658805,0.9671189,1.1432867,1.0194013,1.1138244,1.2523668,0.90149236,1.0100983,0.9809271,1.0546219,0.8091651,0.8861406,1.0793664,0.7789289,0.8813131,0.64798474,1.108805,1.2697138,1.131703,0.7321508,1.0314312,1.1942704,1.0441079,0.9605343,1.0938421,0.76858884,1.0116671,0.89808536,1.0829239,0.8990715,0.9495341,0.9132411,1.1446209,1.0433717,1.1629815,1.1896585,1.0016998,1.0277128,1.0663012,1.1479944,1.0442202,1.0026253,1.0387036,0.74497104,0.90981394,1.1621172,1.1917713,0.0,0.66127574,1.2743139,1.0720806,1.1550508,0.873677,1.052316,0.9232905,1.0796801,1.167928,0.9319018,0.9695248,0.54802525,1.1197808,1.2164614,1.0081235,1.0800575,0.87465173,0.8675721,0.85138553,0.958342,0.9370746,1.0826104,1.2415459,0.98645717,0.9013529,1.0998085,1.1568639,1.0922265,1.1415181,1.1223465,1.1173013,1.0985005,0.80028343,1.0373688,1.1841486,0.8954917,0.95649076,0.84274465,1.1821405,0.59173274,0.83028644,1.0681696,1.1302296,1.0922698,0.9096359,0.61437166,1.1001406,0.92795914,1.25793,1.1357801,1.1216795,0.69613373,1.1202121,1.1610564,1.0450138,1.0338603,1.1349503,0.95497423,1.066856,0.79014117,1.1787255,1.1067834,1.0195819,1.1821524,1.1917167,0.54914045,0.87530124,1.1138041,1.0021025,1.1271589,1.2060764,1.0834689
glass,0.89976025,1.2929875,1.2534931,1.035233,0.9769809,1.132039,0.7668442,0.7915708,1.0832467,0.9338366,1.1651852,1.170177,0.9753363,1.1194408,0.8620912,0.85333514,0.96368694,0.9061269,1.0738196,0.77090776,1.0915256,0.64735484,1.0846282,1.1705674,0.8858739,1.0164459,0.9889337,0.9850982,0.687364,0.96061707,1.0862846,1.0029099,0.9006759,0.9852095,0.9800764,0.9330056,1.247479,0.8222244,1.0254216,0.9047537,1.0397793,0.87648803,1.0542208,1.20522,1.1770564,1.1010426,1.1821818,1.1424342,1.172587,1.217754,0.7796812,1.138356,1.2709337,0.66127574,0.0,1.3433199,0.9167692,1.0637376,0.9070171,1.107976,0.9558462,1.1855575,1.0137382,0.9103044,0.95546424,0.71443594,1.1459959,1.1764427,1.0538768,1.0141563,1.1450406,0.7993903,0.90696764,0.85534674,1.0355998,1.1448153,1.1824656,1.1226295,1.026012,0.8935115,1.0125911,1.1048279,1.2299802,0.89536804,1.3445076,1.269269,1.118145,1.0564022,1.0066121,1.0580269,0.8140515,0.80928993,1.005538,0.76344305,0.6087663,0.87022734,0.87669605,1.1278806,0.7991797,0.776726,1.1426005,1.07183,1.2323837,0.9673598,1.0344305,0.8643131,1.1934292,1.1074876,0.99648356,0.8802507,1.3619335,0.8827237,1.002391,0.7724922,1.0765632,1.2622159,1.2607906,1.1464983,1.0818957,0.63862276,0.7407649,1.0456498,0.9012327,0.65790284,1.3451663,0.9283398
glasses,1.3180537,0.74143904,0.2909652,0.60915905,0.8094183,0.5839709,1.4362249,1.3820606,1.0026098,1.5498515,0.6392647,1.0659431,1.3484427,0.520086,1.5205035,1.2899581,1.2657945,0.61176836,0.45153028,1.4306039,0.9410752,1.0454348,0.7565727,0.53663224,0.7331202,0.9109175,1.1780295,1.004246,1.106061,1.2654736,1.1508714,0.96193004,0.95883524,1.0073868,1.4661217,0.9855103,0.2774104,1.5602696,0.4680506,1.3100641,0.7984457,1.3132381,1.2114562,0.6789486,0.47572005,1.0795188,0.6573979,0.9885516,0.64129853,0.5725252,0.8797382,0.9760197,0.30987477,1.2743139,1.3433199,0.0,1.0444335,1.1649437,1.0481726,1.0024744,1.1344593,0.7129004,1.1138489,1.3560013,1.3542212,1.3168135,1.2809873,0.9713401,1.1675519,0.5545589,0.6252897,1.3041496,1.3281606,1.3773216,0.9425919,0.4252808,0.51861554,0.7187673,0.6681248,1.3842214,1.121521,1.2820895,1.0991296,0.9315541,0.21772242,0.4338991,0.86628056,1.1527723,0.89426917,1.061162,1.0128322,1.1721046,1.0635281,1.204631,1.2171482,1.0947917,1.37356,1.1222718,1.2538652,0.84261304,1.2979499,1.156768,0.9192926,0.76486224,0.7526556,1.2775819,0.40023565,1.1825,1.1418015,0.9494736,0.30914724,1.3889271,1.4116468,1.5546038,0.5539302,0.39814675,0.55811256,0.5522257,0.69054437,1.2438273,1.3565642,1.0765373,1.2615161,0.99477243,0.1395796,1.3600087
glove,1.0478026,0.8894412,1.1306232,0.8868241,1.0524855,0.7911844,1.0250134,1.1129608,1.1741315,1.1321497,1.0459869,1.0526015,0.9965922,0.94932157,0.96267575,1.2190132,0.9883933,0.9505196,0.9157629,0.93555635,0.87599695,0.886047,1.0492902,0.9842686,0.9708529,1.0181023,0.8518783,0.9430376,1.1688708,1.2342955,1.1022329,1.0263858,0.8875916,1.0462756,1.0080191,0.75416434,1.0689347,1.1903989,0.9305915,0.93935424,0.79371476,1.2073878,0.9546504,0.9693242,0.8320936,1.1928627,1.0496757,0.9907059,0.8574556,1.0779886,0.8870212,0.70111495,1.1034007,1.0720806,0.9167692,1.0444335,0.0,1.0930799,0.82924426,1.1647644,0.8285303,0.99800915,0.8774604,1.0320853,1.0006435,1.0349361,0.8741151,1.191102,1.0549182,1.0153215,0.91675997,1.0274569,0.8191947,1.1195801,1.0193515,0.9753256,0.5619085,0.8275546,1.0635976,1.082874,1.2276554,0.9625839,0.9891269,0.6923892,1.1493732,1.187715,0.9823312,1.1177431,0.55003154,0.8998591,0.87622947,1.017492,0.918283,0.84920394,0.8367387,1.0021632,1.1605883,1.0910441,0.91037583,1.058459,1.0443299,0.7542711,1.0811391,1.0101959,1.1274561,1.2229763,0.7653354,1.1687554,0.92565656,0.70500576,1.0000346,1.0414855,0.9620439,1.1488897,0.9037748,0.871218,1.0328465,1.1948174,0.6300095,0.89235693,0.9283682,1.1885386,1.0417203,0.72830427,0.99175346,1.204068
grass,0.9782294,1.1021495,1.2244817,1.0102391,1.1936893,1.254725,0.983504,0.7925219,0.4204507,0.7319341,1.0915799,0.76043296,0.9101654,1.0836469,0.83448905,0.8137792,1.151683,1.3158236,1.2363379,1.0881425,1.1236998,1.283155,1.0362277,1.1899922,1.1414359,1.0802928,0.8490125,1.2336806,0.8125763,1.0418409,1.033372,1.064495,0.94623196,1.1632075,0.9365016,1.0962452,1.2389097,0.9542011,1.2265955,0.8898045,1.2010711,0.9335801,1.0245615,1.12714,1.2030115,0.49002284,1.0764278,1.0674242,1.2027435,0.9970823,1.125251,1.1313769,0.9900404,1.1550508,1.0637376,1.1649437,1.0930799,0.0,0.99284977,1.0075418,1.0467914,1.219073,0.80658865,0.96801305,1.100125,1.0642477,0.86966336,0.71908915,0.9353946,1.0807368,1.1412905,1.0333301,0.95230204,0.9349407,1.1266661,1.2696526,1.1595064,0.99277174,1.2797794,0.9732378,0.38971436,0.99217856,0.98840624,1.1418417,1.1544223,0.9748002,1.039835,0.87170887,1.0564823,1.1033067,1.104209,1.0112134,0.94447255,1.1579852,1.1288574,1.0894216,0.98333603,0.42913938,0.99980885,0.9720992,0.9416009,1.0814569,0.99669915,1.0373636,1.0240003,0.9601566,1.3468578,0.5189501,1.168343,0.9435497,1.1923643,1.0289155,0.967721,0.91197926,1.1898137,1.2389761,1.0881443,1.0596144,1.1127963,1.2550001,1.0332292,0.470522,1.043356,1.2557616,1.2764945,0.9258758
gum,0.99730283,0.9366632,0.9906479,0.7546983,0.9252122,0.931249,1.0446105,0.90964097,1.0489151,1.1393465,1.1942948,1.1136819,1.0067847,0.96720743,1.0149554,1.0990102,1.026441,0.9522774,1.091582,0.7917396,0.7535026,0.9881424,1.0743074,1.1996806,1.1463847,0.85585284,1.0520165,1.206343,1.0986518,1.0725902,1.1073401,0.8140497,0.8948631,0.7581556,1.1078467,0.44376057,0.98034066,1.1577528,1.0835185,1.0630494,1.0153577,1.1238124,1.1134628,1.0437111,0.8674115,1.0283713,1.0421592,0.9998195,0.74297214,0.92210937,1.0697373,1.0016319,1.0384195,0.873677,0.9070171,1.0481726,0.82924426,0.99284977,0.0,1.0005107,0.81138533,1.007514,1.1988605,1.0712637,1.092819,1.0194813,1.1088976,1.2244725,1.1245263,0.8491477,0.9026547,1.0350368,1.008439,1.0111905,0.7297647,0.85196507,0.9475811,0.94611835,0.87005377,1.1791755,1.071619,1.1224542,1.1497588,0.93482995,1.0100877,1.013936,1.0672625,1.007143,0.9071315,0.80443275,1.0998695,0.71257925,1.1795926,0.9234832,1.0075083,0.9769869,1.1759577,0.9397386,1.1107205,1.0087886,1.0623196,0.9736686,1.1901729,1.1524441,0.99756134,1.0106381,1.0466417,0.99046266,1.0703915,1.0909872,1.0006187,1.0859805,1.0664573,0.894915,1.1466893,0.78793997,0.82061803,1.0509111,0.8922712,0.9415367,0.99763644,1.0366586,1.0268836,1.0017259,1.1110362,1.0834236
hair,0.93407893,0.59014606,1.0695385,1.1365514,1.120266,1.1875196,1.0112476,0.9614301,1.0318453,0.90444934,1.2360511,1.083526,0.87477463,1.2248898,1.0152758,0.8685745,1.1216568,1.1845485,1.2824988,0.9340328,1.060736,1.2067299,1.16353,1.2332758,1.1714817,1.0003772,0.94917595,1.1948149,1.0524461,0.9718779,0.79336214,1.0952929,1.1659083,1.0657758,0.9199797,1.1089932,1.2129455,0.95986557,1.2704191,0.8955596,1.1196272,0.89642584,0.9556769,0.93971467,1.0568469,1.0627035,0.906431,0.4807145,0.8894062,1.1088024,1.1530608,0.8750035,1.189307,1.052316,1.107976,1.0024744,1.1647644,1.0075418,1.0005107,0.0,0.7891649,0.2691859,1.0046694,0.9375268,0.79604053,1.0167843,0.7711761,0.9718569,1.0861181,1.1631532,1.0942563,0.9762603,0.87669086,0.9631235,1.0357459,1.0922462,1.2683258,0.90637654,1.145554,0.9104853,1.0955058,0.6972464,0.7778146,1.1378192,1.1424537,1.1691595,1.1110153,0.90398926,1.2561635,1.1472582,1.0480989,1.1051774,1.092796,1.172591,1.1391199,1.0545805,0.9036089,1.0595216,1.0244942,1.0970019,0.5712671,0.87117493,0.9452394,1.1054932,1.1459845,0.9683747,1.1904306,0.9913124,0.94220924,1.102275,1.0839443,0.9493677,0.71578926,0.8965326,1.2131763,0.90577775,0.9107277,1.1367776,1.2587043,1.1570878,1.0987545,1.0918338,0.98141265,1.1900563,1.0772454,0.8239876
hand,0.786528,0.68876576,1.2275865,1.0635673,1.1516176,1.2043765,0.9987557,0.81594896,1.1712754,0.9230717,1.3051043,1.1306969,0.8037518,1.3686892,0.9612885,0.9295263,0.98872113,1.2995771,1.3697255,0.67335427,0.82858205,1.1840129,1.2739432,1.3516254,1.3423942,0.6046779,0.9853948,1.1878548,1.0450685,1.080384,0.9120941,1.065228,1.1199906,1.104303,0.93447196,0.79809654,1.2572668,1.0073415,1.3835038,1.0518128,1.1261964,1.0023361,0.83835495,0.81374353,1.1511354,1.056513,1.0804982,0.7099304,0.3240105,1.0973897,1.2326407,0.71226066,1.3536364,0.9232905,0.9558462,1.1344593,0.8285303,1.0467914,0.81138533,0.7891649,0.0,0.9163757,1.0864778,0.8669917,0.87000734,0.87342376,0.69860864,1.1214261,0.9509063,1.2414815,1.1165787,0.90452516,0.5155698,0.89519763,1.0421133,0.9862026,1.205532,1.0910559,1.1172357,0.9350725,1.1021487,0.7143321,0.8956222,0.9180528,1.2353965,1.2967424,1.049542,0.9061564,1.1913475,1.0283698,1.2291336,0.8253304,1.1697171,1.0234568,1.1320117,1.0676763,0.9861179,0.9790739,0.95979524,0.9418274,0.66879284,0.7055385,1.0125724,1.2575576,1.2134173,0.9606414,1.220052,1.0457658,0.77551824,1.0482641,1.0634582,1.0027567,0.7159314,0.75394607,1.3260541,0.6028958,0.82379866,1.3205371,1.2034396,1.1377931,0.9263656,1.1010287,0.887867,1.2828505,1.1835802,0.96397597
hat,1.0250591,0.5403768,0.7805633,0.853673,0.92549944,0.928176,1.2079253,1.2903291,1.1342648,1.2435209,0.9915529,1.1515956,1.1116258,1.0212402,1.1724582,1.1221592,1.0694598,0.942184,0.94273585,1.1123745,0.93295467,1.0545707,0.94140065,0.97782516,1.0332432,0.9789142,1.0304906,1.043897,1.1981049,1.1795686,0.9260807,0.95465547,1.0634266,0.92154855,1.1566304,1.05043,0.90858626,1.2478255,0.9679904,1.0036128,0.87535644,1.1138744,1.0954751,0.7609685,0.73385906,1.1697004,0.8049264,0.5579517,0.77965146,0.95134336,0.9793858,0.8001757,0.9959175,1.0796801,1.1855575,0.7129004,0.99800915,1.219073,1.007514,0.2691859,0.9163757,0.0,1.0099639,1.1141441,0.9705982,1.0951651,1.0262315,1.1146832,1.2191188,0.9552134,0.8982141,1.1485667,1.0105122,1.0889721,0.8593319,0.78996944,0.9494286,0.8258362,0.92748797,1.1801717,1.2959723,0.90229326,0.8915447,1.0201676,0.91327393,1.036457,1.0158937,1.0407511,1.0691165,1.0492312,0.9255495,1.1701446,1.0507413,1.0447243,1.0607281,1.0076983,1.1886511,1.210201,1.0150723,1.0897104,0.8889866,0.90951324,0.8652632,0.98909384,1.0932835,1.0954084,0.79670686,1.2222848,0.97287583,1.0695511,0.75980276,0.99032056,1.0186706,1.2528698,0.95693094,0.6722408,0.89984465,0.99988085,1.0429438,1.0376127,1.2770789,1.247613,1.0667374,0.98060066,0.7163828,1.1141844
horse,1.0056375,1.0880352,1.1851255,1.0526301,1.1339209,1.1187148,1.0608475,1.0597802,0.8035768,0.9507987,1.0299373,0.95231366,1.0136057,1.0323625,0.89410317,1.0373497,1.0764961,1.1253701,1.0973577,1.127864,1.1703061,1.0948367,0.96660894,0.9596358,1.0297744,1.1647861,0.5851908,0.93592536,1.0193412,1.0263546,0.99963695,1.1643928,0.88730896,1.1498051,0.9459374,1.0651438,1.1862831,0.9425219,1.072113,0.46181786,0.86707944,0.8827011,1.08679,0.99971056,1.1243488,0.9952041,1.0449915,1.0608311,1.1932645,1.1131097,0.86066705,0.9597394,1.0936773,1.167928,1.0137382,1.1138489,0.8774604,0.80658865,1.1988605,1.0046694,1.0864778,1.0099639,0.0,0.9692174,0.9694281,1.0847145,0.92007154,0.9586674,0.92498285,1.1370374,1.1980027,0.95430416,0.9949915,0.9522909,1.1125733,1.2172805,1.0279728,0.93698525,1.1986346,1.042084,0.94202024,0.91868174,0.95138294,1.1034896,1.204904,1.1767281,1.0560855,1.0998662,0.9898926,1.1477293,0.806506,1.2246946,0.3608302,1.0782466,0.9084995,1.0587656,0.9992685,1.0162544,0.7631651,1.0961297,0.98663354,1.0217507,0.87564534,0.8850791,1.1749129,1.0768532,1.0976548,0.9331555,1.0036757,0.8405104,1.140753,0.6803349,1.0185238,1.0466267,0.99453497,1.182093,1.1811872,1.0578512,1.0648899,0.99073994,1.1651493,1.0029794,0.9972747,0.9253672,1.1335483,0.9481244
hose,0.7162925,1.000991,1.3545388,1.17283,1.1900867,1.3053315,0.87263787,0.6166877,1.0214481,0.5391006,1.2848556,0.8714613,0.8414178,1.3336234,0.67718303,0.8136357,0.8653355,1.3454146,1.3805388,0.74622107,1.1319909,1.1958716,1.2986679,1.2926699,1.2554457,0.9920819,0.89609027,1.0349046,0.89404964,0.793118,0.8835614,0.9565323,1.1744938,1.1299206,0.58963716,1.1046753,1.430619,0.6602025,1.4129645,0.86314964,1.1441631,0.74129593,0.88785183,1.1681652,1.2530549,0.9593686,1.1501125,0.92300516,1.1358443,1.260824,1.1831994,1.0423789,1.348973,0.9319018,0.9103044,1.3560013,1.0320853,0.96801305,1.0712637,0.9375268,0.8669917,1.1141441,0.9692174,0.0,0.8467723,0.9496869,0.7637283,0.9842742,0.9286163,1.20711,1.2940762,0.83589184,0.73493075,0.7935692,1.1257057,1.2177609,1.3466873,1.0719554,1.2232529,0.77607507,0.9115496,0.75536263,0.9806163,1.1275866,1.3414888,1.2729398,1.1915171,0.91184133,1.184175,1.1573265,1.1123397,0.94366467,1.0468088,0.98718935,0.9263135,1.0064466,0.8145629,0.9909626,0.9081385,1.1898711,0.7295922,0.852936,1.0725937,1.0795459,1.1387348,0.80107653,1.3361499,0.8834007,1.1053085,0.98719877,1.3441148,0.7941998,0.6706546,0.5439755,1.3592591,1.2433535,1.1319693,1.2106628,1.3195856,0.9819434,0.8259755,0.9911374,0.85454,1.0102377,1.3498498,0.6967132
