,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
nose,1.201003,0.8180481,0.86173296,0.99844915,1.0818385,0.7220595,0.7635121,1.0075086,1.2663622,1.2942051,1.0879272,1.2166481,0.80926204,1.1902262,1.2026732,1.1055638,1.2295113,1.0612525,1.267272,0.9854036,1.204904,1.1490314,0.9099262,0.89142287,1.1575305,1.0036721,0.79998076,1.02985,0.5521693,1.0345446,0.9514264,0.83197606,1.0311869,1.0237293,1.0774226,1.2310888,1.1611265,0.8030329,0.85302347,1.2216591,0.908373,1.1670318,1.0372784,1.1612684,0.9545295,1.1443061,1.1116681,0.5345627,0.9713806,1.140068,0.8915726,0.543365,1.0123596,0.93254584,0.56495607,0.84809065,1.1865163,1.0270306,1.038841,0.55815184,0.9757345,1.0143486,0.8554942,0.89266145,1.0154316,0.88021743,0.8945668,1.1150427,1.144837,1.0844977,1.1726006,1.1003742,1.1650863,1.216157,1.1419892,0.8674568,0.9875159,0.8301087,1.0281665,1.0257542,1.1117471,0.6418346,0.95063806,0.7096564,0.0,0.7255054,1.1636158,1.158629,1.1732599,1.0003053,1.0413588,0.9678994,1.0464202,0.921047,0.9198642,0.8113465,1.0927858,0.6412504,0.8442551,1.094154,1.0625657,0.69200534,1.1442068,1.1451257,1.0394728,1.2699323,1.1357878,1.1411481,0.70658994,1.3608589,1.2145063,1.2842673,1.254094,0.64952266,1.1346729,0.86482954,1.1446017,0.9186626,1.1872227,1.063684,1.1566564,1.1453499,1.2332661,0.9958305,0.5711398,0.6850649,1.1337967,1.094888,0.9689823,1.3413192,1.101099,1.1151782,0.9663277,1.0020033
orange,1.2048415,0.8769876,0.23904878,0.6975487,1.2600771,0.4038763,0.3729155,0.45387232,1.1802262,1.381948,1.0651841,1.4700989,0.5604353,1.5083306,1.393058,1.3034701,1.3843029,0.7632134,1.0023034,0.48917282,0.7451505,1.4263787,0.5746475,0.7342728,0.7092358,1.0363381,0.7119143,0.83483726,0.52166826,1.2338133,1.0464187,0.66058385,1.4558094,1.2986927,1.3058039,1.1097806,1.4776341,1.012927,0.45079076,1.5444344,0.4758489,1.0159342,1.4204446,1.1198206,1.2550423,1.098916,1.356283,0.77586913,0.3305109,1.1551316,1.0374546,0.73567283,0.80119133,0.70318276,0.7679162,0.71684897,0.8135492,1.1929313,1.0893455,0.5425957,0.89181554,1.1237658,0.61104405,1.2510893,0.7121753,1.1281877,0.5559821,1.3044959,0.8291361,0.9611951,1.2418361,1.2235734,1.4889803,1.0693412,1.426825,0.6400319,1.1087247,1.0327504,1.0571512,1.2949537,1.1157497,0.39194107,0.7509721,0.81124914,0.7255054,0.0,1.4047397,1.2487221,1.4616091,1.3216116,1.301182,0.62628275,0.6943275,0.5624687,0.9619281,1.0569756,0.62740624,0.74301445,1.0076199,1.1604997,0.89844,0.4873979,1.1870037,1.3371938,1.2933928,1.1956654,1.4346113,1.2112257,1.0109754,0.99871904,1.3893188,1.2522027,1.445535,0.4192747,1.2567394,0.38714993,1.0867147,1.0819067,0.7723353,1.2262559,1.3210299,1.4379998,1.4850167,0.54291093,0.5475613,1.0831834,1.2360048,0.8876466,0.4782883,1.2918928,1.1548204,1.1430641,0.69633365,1.2207836
oven,0.97715575,1.125322,1.3451278,1.1833806,0.8055743,1.3745639,1.3268392,1.3949072,0.78698957,0.5387213,0.9887177,0.7418802,1.3268199,0.57218826,0.8355574,0.9474836,0.8564132,1.2670414,1.0959222,1.2701255,0.91918963,0.56571037,1.2455022,1.1484112,1.0460981,1.1365861,1.0387323,1.1783346,1.3273115,0.8266738,0.870654,1.2176243,0.5111585,0.6925172,0.77833676,1.0141804,0.6888303,1.1376201,1.3915693,0.52438045,1.2338918,0.9812696,0.7481128,1.1634266,0.51423645,0.6496837,0.74210924,1.2028236,1.282562,0.95487624,1.0591996,1.2773634,1.2939738,1.3156769,1.2678705,1.1843538,1.3690176,1.0300624,0.9608258,1.3312731,1.2411573,0.83966064,1.4111817,0.8501397,1.1850897,1.0205486,1.3466377,0.904029,1.2004418,1.1643946,0.94446695,0.83570194,0.6354699,0.92169803,0.5262847,1.090758,0.9399139,1.0085709,0.992781,0.93197376,0.85049075,1.3144375,1.1747227,1.254474,1.1636158,1.4047397,0.0,0.92434895,0.85357404,0.6529702,0.7928018,1.329606,1.3125588,1.2880859,1.0581217,1.169627,1.0884649,1.2044246,1.0099255,1.0083951,0.93482643,1.2744145,0.4186269,0.8951869,0.94609773,1.038445,0.7895445,1.0466992,0.99641836,0.91164243,0.50035477,0.47912002,0.8095516,1.3973973,0.9294522,1.3373972,1.0207019,0.96699023,1.102292,0.65056324,0.73530895,0.78583133,0.55442965,1.2863345,1.3794644,1.086518,0.9884933,1.2073814,1.3804765,0.818688,0.9283757,0.73048526,1.1889694,0.6848884
owl,0.84471273,1.1809174,1.2215466,1.100491,0.8847732,1.1959395,1.2238657,1.1640202,1.102495,0.7245177,0.46063805,0.5521228,1.2680405,0.8061373,0.83889854,0.7860347,0.5088593,1.1287279,1.2170601,1.2800722,1.1822187,0.96528244,1.1395749,0.97506803,1.2378169,0.99421513,1.2400144,1.1252621,1.2382302,0.5726036,1.2317468,1.1280458,0.9301978,1.1099815,0.6044111,0.85203236,0.65836394,1.1711551,1.2502987,0.8605832,1.252605,1.1547532,0.8863852,1.0604743,1.0797892,1.1141516,0.9185393,1.0680829,1.1807299,0.4243803,0.93204856,1.1447184,1.0702572,1.12361,1.1547425,1.2685595,0.99051213,1.0366727,1.0652537,1.1732906,1.2053758,0.6776066,1.3016307,0.95248395,1.1262776,1.0774229,1.2402327,0.9847407,1.0760686,1.1871818,0.82911515,1.0733011,0.6855361,1.2339271,0.89923394,1.2099503,0.9380716,0.7723537,1.08625,0.8920359,1.1840359,1.1228691,1.1467844,1.1700718,1.158629,1.2487221,0.92434895,0.0,0.70342433,0.89217323,1.0502176,1.275767,1.2469451,1.1115869,0.96534276,1.1262329,1.2658873,1.1610825,0.83295995,1.0035543,1.1843094,1.1831107,1.2051268,0.80662197,0.96123624,1.0353442,0.76627195,1.0055898,1.1191856,1.1606945,0.71433824,0.96141654,0.7595053,1.2276976,0.69515026,1.1661456,1.0306166,1.121988,1.2670541,1.064448,1.184759,0.6958122,0.8752311,1.1327455,1.2030667,1.0620198,1.01284,1.0272663,1.2513826,0.9550398,0.7901945,1.2906334,1.2732247,0.79359376
pajamas,0.81248343,0.87700915,1.436923,1.111375,0.42764914,1.4379253,1.4993461,1.3578901,1.0797329,0.69084525,0.91773546,0.38373291,1.3606331,0.6633482,0.21317232,0.74194616,0.36527932,1.2087752,1.1774508,1.5251286,1.3691802,0.7788759,1.2831426,1.3411833,1.3632,1.0263343,1.4435034,1.2620198,1.122371,0.84180313,1.2242477,1.3591357,0.7055391,0.8375336,0.86848706,0.80969256,0.39660418,1.0494026,1.5678561,0.57602054,1.5156264,1.0891881,0.63520396,0.74120474,1.0170053,1.2772951,0.3239072,1.0547531,1.3403046,0.86267066,0.9305536,1.0213789,1.3883333,1.3816689,1.0395685,1.5192373,1.2094887,0.75727856,0.8291096,1.3607428,1.061365,1.0170472,1.3424771,0.6169213,1.2836971,0.6846588,1.4368749,0.8636089,1.210298,1.2023417,0.6703247,0.82066536,0.31245762,1.208002,0.740525,1.5908647,0.69760096,0.95973647,1.0217457,0.58326817,1.1341497,1.3493462,1.2655172,0.9270613,1.1732599,1.4616091,0.85357404,0.70342433,0.0,0.5068408,0.8968886,1.5628916,1.4525988,1.2665389,1.0442928,1.1319312,1.5172551,1.1941347,0.97673285,1.0543481,1.3615061,1.3757863,1.0780317,0.76245105,0.5708777,1.0697649,0.16052508,0.8514533,0.79218245,1.3095844,0.6929633,1.0391035,0.5237934,1.5069324,0.76457036,1.4891037,0.8751746,1.0053079,1.481142,0.91735876,0.9596351,0.22238564,0.6542189,1.4803324,1.1805804,0.8883431,0.8888516,1.1113926,1.4442912,0.80475914,0.99577963,1.2141826,1.3889756,1.0229815
pants,0.8218336,0.8172163,1.3590558,1.1181622,0.56935996,1.425911,1.4100728,1.3596461,1.160249,0.76873505,0.9390297,0.65215415,1.2727332,0.5399776,0.59926564,0.76230717,0.7200446,1.331936,1.401597,1.4441297,1.3641933,0.7322979,1.2146679,1.2658745,1.3594844,1.0217825,1.1969488,1.3583021,0.9633758,0.72497725,0.96865,1.3933774,0.65799,0.79444575,0.8569321,1.0057302,0.5411853,1.0140604,1.4405861,0.68523383,1.4641504,1.1684887,0.50882506,1.1959722,0.8022262,1.2354454,0.3768062,0.9698083,1.340323,0.8859263,0.91874266,0.9059758,1.362215,1.3754407,0.88388014,1.2977853,1.4233978,0.9720183,0.92049074,1.2167102,1.0189415,0.96489894,1.3637654,0.55084205,1.347532,0.80692816,1.3461286,0.8964138,1.2989858,1.1150671,0.83376724,0.9796776,0.19259441,1.2022203,0.56263787,1.4327021,0.6422602,0.8476567,1.0519978,0.5798209,1.0076517,1.2753772,1.1206181,0.92503566,1.0003053,1.3216116,0.6529702,0.89217323,0.5068408,0.0,0.94188523,1.471287,1.4655466,1.1899487,0.92650616,1.040025,1.4794021,1.0070987,0.8690401,1.1451329,1.3510815,1.2302022,0.84151274,0.8312765,0.69201934,1.1452068,0.4221145,0.86004543,0.5735261,1.3245965,0.5593603,0.957055,0.73834455,1.335105,0.92827237,1.3372977,0.9223212,0.97656214,1.3725078,0.8307733,0.87105477,0.49037957,0.6756573,1.4891555,1.0664777,0.8286666,0.9728862,1.1825038,1.5386748,1.0881491,1.0965569,0.990086,1.3719347,0.9959147
paper,0.96635413,0.994546,1.3178192,1.0672978,0.967703,1.2689881,1.3533385,1.2159979,0.91097283,0.8244258,1.0993452,0.7762228,1.2621458,0.83397424,0.8794823,0.924988,0.9695029,1.1650096,0.7648245,1.2613782,1.091708,0.6788968,1.095203,1.084064,1.1513522,0.911857,1.0757679,1.2414867,1.0335845,0.987047,1.0269592,1.0538218,0.79771316,0.8536118,0.8454594,1.006284,0.7939189,0.89649904,1.1873237,0.8040112,1.2252926,1.0517833,0.9107378,1.1404526,0.8036727,0.86182237,0.9454909,1.071372,1.2253008,1.1371474,1.0094575,1.0392498,0.962107,1.1843367,1.0265065,1.0525309,1.1062849,0.8973182,0.826332,1.2209065,1.1844943,0.95875746,0.8895428,0.92863894,1.2419801,0.88460183,1.3257065,0.93581337,1.2028198,0.9881904,0.96768117,0.8611728,0.8580704,0.72938776,0.8413559,1.1262413,1.064779,0.8708083,0.85235167,0.96513194,1.0265291,1.2604209,1.0866563,1.0814804,1.0413588,1.301182,0.7928018,1.0502176,0.8968886,0.94188523,0.0,1.0982897,1.1434937,1.1209781,1.0728688,0.9548107,1.0576488,1.1964211,0.87323964,1.1075463,1.0359658,1.2852015,0.85826296,0.98369455,1.0335852,0.84663105,0.87787676,0.98512137,1.0523998,0.91222066,0.8418525,0.7850777,0.8738893,1.2645679,0.638771,1.2653434,1.0634202,0.86195356,1.0038053,0.84257126,0.9520207,0.90938854,0.79957956,1.280802,1.177532,0.89410293,0.802398,1.1354767,1.3115067,0.63821673,0.88847876,0.9697655,1.2097173,0.801876
pen,1.3259355,1.0748311,0.5663948,0.97624946,1.3640342,0.586338,0.47948098,0.6081739,1.1253977,1.4751873,1.1719545,1.565794,0.25829244,1.4499385,1.5780604,1.3996775,1.4346583,0.8108525,0.7507752,0.39491874,0.850522,1.3634245,0.861722,0.54065263,0.76844835,1.1464584,0.4583755,0.74794114,0.72242695,1.1843262,0.7601271,0.55810523,1.4343523,1.4049809,1.179728,1.238395,1.5869426,0.96555805,0.109841704,1.5327907,0.43205,1.0647795,1.505249,1.1150873,1.1668415,0.7404318,1.4668092,0.9863968,0.81283295,1.0550367,1.2298402,0.8372158,0.43178248,0.5183756,0.86357653,0.2639892,0.78985685,1.2432988,1.2292033,0.4736215,0.831499,1.0561467,0.6932448,1.4138529,0.7799898,1.2284956,0.52472043,1.2706972,0.7366763,0.6352227,1.2812908,1.2237991,1.5153702,0.6084755,1.3851892,0.37546682,1.2054349,1.235518,1.1740091,1.5936228,1.1039524,0.5284098,0.58028245,0.74855614,0.9678994,0.62628275,1.329606,1.275767,1.5628916,1.471287,1.0982897,0.0,0.106322646,0.8660928,0.7663416,0.8942817,0.49273854,0.6867776,1.1889364,0.915159,0.47314936,0.7137555,1.0238653,1.4563317,1.2010199,0.8102541,1.5230887,1.2140437,1.0017302,0.5552037,1.2924595,1.1940713,1.4252574,0.35328233,1.252745,0.36810243,1.0630741,1.1247755,0.47985303,1.2965032,1.2563128,1.4984862,1.515121,0.5542832,0.6644256,1.1405483,0.9752745,0.6065631,0.5499284,1.2935354,1.0565612,0.7442387,0.39318955,0.99488795
pencil,1.288533,1.028072,0.6117927,0.91841257,1.2760042,0.64810586,0.58291316,0.573369,1.081471,1.3794036,1.153049,1.4689574,0.3972757,1.3953614,1.4714366,1.401086,1.3829025,0.8138057,0.7448902,0.522312,0.8341141,1.3233609,0.9099128,0.64820313,0.7862244,1.1299176,0.6124928,0.7495922,0.77206445,1.2613479,0.87253207,0.66020477,1.44258,1.3960227,1.0955017,1.0782218,1.524417,1.0077065,0.22982538,1.4530298,0.57046723,0.915537,1.531398,1.031572,1.2230825,0.74245,1.4255351,0.97114855,0.79663825,1.0565434,1.1999608,0.8377822,0.5023915,0.6553266,0.88481104,0.42496085,0.75378907,1.1336541,1.173713,0.61360884,0.8854944,1.1142006,0.77504957,1.402509,0.82254916,1.1269248,0.62114453,1.2277751,0.7192961,0.6404704,1.2355735,1.1978996,1.4781221,0.53280807,1.3684729,0.524023,1.1587287,1.2551298,1.1899077,1.5140353,1.1178147,0.6668576,0.721364,0.7970412,1.0464202,0.6943275,1.3125588,1.2469451,1.4525988,1.4655466,1.1434937,0.106322646,0.0,0.8400469,0.8871592,0.99070406,0.5466531,0.7559029,1.2122533,0.9008708,0.5217085,0.7537166,1.0940502,1.4067198,1.2234647,0.6343777,1.4608532,1.169661,1.0938265,0.4805572,1.2861795,1.1526182,1.2967064,0.4891547,1.2732116,0.4591508,1.0509284,1.1650923,0.4679411,1.2791784,1.2284281,1.4421937,1.4465774,0.6023399,0.71688306,1.093797,0.82442933,0.7188104,0.57987034,1.2005947,1.0579731,0.75771594,0.4139545,1.0686588
pickle,0.8475091,1.0747843,0.5049132,0.787657,1.2643737,0.7336803,0.76032364,0.33036232,1.1257999,1.2350426,1.0058962,1.2669195,0.92393434,1.2831032,1.2165161,1.0092798,1.2271211,0.79360735,1.0217651,0.7953336,0.8120334,1.3014604,0.6330997,0.95865846,0.91471577,0.890137,1.0253172,0.8490219,0.8660245,1.2167518,1.1524116,0.9700469,1.3411802,1.1823986,1.0818162,0.87883794,1.2800004,1.101125,0.7840338,1.3488793,0.8158417,1.0356001,1.1918554,1.0677849,1.2842386,1.0676166,1.2071602,0.92586696,0.43659806,1.1418912,0.88338107,0.9360725,0.7909653,0.8805009,0.90982693,0.9606186,0.6471796,1.0368835,1.1113911,0.8906257,0.73787415,1.1981931,0.6893127,1.1907611,0.69331914,1.1432952,0.81408346,1.1816978,0.9117051,0.9449778,1.0899059,0.988342,1.289307,0.9518311,1.283011,0.8590255,1.2261305,0.9483898,1.0395508,0.97214264,1.0748914,0.90817887,0.89396703,1.0151592,0.921047,0.5624687,1.2880859,1.1115869,1.2665389,1.1899487,1.1209781,0.8660928,0.8400469,0.0,1.0100373,0.9093753,0.72595346,1.0192442,0.9527803,1.1258379,0.9901497,0.6528034,1.2203774,1.0626932,1.2090192,0.9282246,1.2306398,1.0455368,1.0736389,0.8786451,1.3067889,1.1220901,1.2343204,0.84614956,1.0727849,0.668103,1.1064312,1.1304432,0.75622845,1.1411923,1.2097816,1.2390652,1.3061873,0.70510477,0.90463185,0.940693,1.0579951,0.9450093,0.76093125,1.1423714,1.091435,1.1339319,1.0365902,1.1915846
pillow,1.2042307,0.9851723,1.0710045,1.1289651,0.9984788,0.9931198,0.90549046,0.97150195,1.0699971,1.2748935,0.9196896,1.1020262,0.6098397,0.9625906,1.2612729,1.1223409,0.7146649,1.0101099,0.9267278,0.93008626,1.0742863,0.95428514,0.7848602,0.7335203,0.9464905,1.1883886,0.57294935,1.0160302,0.7961963,0.7882226,0.6074475,0.93626505,1.0850834,1.0644287,1.0400193,1.2373352,0.96311384,0.8030419,0.7799071,1.1649151,0.9599231,1.1681182,1.0028906,1.0048987,0.98486584,0.8791263,0.9873141,1.0858514,1.1004455,0.86863077,1.1999488,0.96079093,0.8025375,0.97515893,0.74500465,0.6961123,1.1531893,1.2391249,1.2879739,0.886595,0.7889043,0.988048,1.1331649,1.0819956,1.0308323,1.1519673,0.81957406,1.1481621,1.0887678,0.8638574,1.1392596,1.2041178,0.9705126,1.011012,1.1897092,0.7279515,1.0070028,0.8668987,1.1204394,1.1891875,1.0527834,1.0101488,0.34105515,0.8152536,0.9198642,0.9619281,1.0581217,0.96534276,1.0442928,0.92650616,1.0728688,0.7663416,0.8871592,1.0100373,0.0,1.0367973,0.909078,0.9038627,0.85518014,0.87238467,0.6545692,0.95046383,0.99645513,1.3205234,0.96093726,1.316028,1.0756718,1.1042346,0.5465545,1.0735015,1.0351211,1.0932229,1.2599814,0.7347586,1.092829,0.8301184,0.7137414,0.9844226,0.9703634,1.2356335,1.1676952,1.0450711,1.0897255,1.0249709,0.8457381,1.0441725,1.17043,0.3350469,1.0739185,1.2797093,1.1862112,1.0364451,0.94374645,0.8941254
plant,0.93067443,0.9298999,0.96280444,1.0043312,1.1111326,0.99852943,1.0094547,0.951475,0.9890546,1.305947,1.1089302,1.2312332,0.9250295,1.1031005,1.1581321,0.95797503,1.2203182,1.0213723,0.9629232,1.002665,1.0989107,1.0603201,1.009379,1.1156535,1.1057807,0.6745866,1.0267292,0.95772433,0.8827315,1.1106538,0.904972,1.0099363,1.0281001,0.9712779,1.15849,1.082725,1.1665848,0.98944473,0.9356631,1.0898881,0.99963516,1.1214243,0.8850262,0.89524233,1.0698885,0.9977451,1.1431283,0.8870179,1.0576686,1.2668686,0.93678486,0.8297696,0.8781955,0.39670116,0.900944,0.7995992,0.85271984,0.96948314,1.0117677,0.80842054,0.72126997,1.2094766,0.77305436,0.8068703,1.028034,0.945452,0.92848885,0.9515289,1.0196937,0.97877955,0.9978209,0.8101724,1.1212031,1.0254059,1.0282931,1.041049,1.0913699,1.0471863,1.1188126,0.886289,0.780159,0.99779916,0.9497481,0.92115474,0.8113465,1.0569756,1.169627,1.1262329,1.1319312,1.040025,0.9548107,0.8942817,0.99070406,0.9093753,1.0367973,0.0,1.090213,0.87297976,1.0465443,0.9679452,1.0604396,0.93429875,0.97639,0.88805187,0.88293403,1.040968,1.0979836,0.9184622,0.8273697,1.0804813,1.2006613,1.2645261,1.2113695,0.92511714,1.0953101,0.90535337,1.1153293,1.0660374,0.97167027,1.0319585,0.834889,1.0690519,1.1313385,1.004437,0.8803275,0.8250597,1.1438574,0.9819731,1.0057315,1.2084645,1.0258569,0.8989366,0.9589244,1.132841
plate,1.2928832,1.2653201,0.5419446,1.0452838,1.3859414,0.6418401,0.5406702,0.6114327,0.80491894,1.0306119,1.1805866,1.4310888,0.6417773,1.3498482,1.3688915,1.3283567,1.3310502,0.765136,0.693068,0.48727512,0.26363957,1.255482,0.7355515,0.76854897,0.54337716,1.1147839,0.664335,0.72374207,1.0275146,1.221852,0.91375375,0.6073952,1.355936,1.1394,1.1769009,1.0068177,1.4594145,0.9578962,0.47243607,1.3216842,0.45793074,0.81226736,1.4667346,1.0578687,1.1056991,0.7624033,1.3469212,1.216622,0.65407217,1.10086,1.2127087,1.2046545,0.66237736,0.70828784,1.1496654,0.63986814,0.8286242,1.208186,1.1041875,0.8263067,1.1045582,1.0791507,0.7610822,1.4222008,0.68488985,1.3523071,0.79242426,1.1932617,0.8006935,0.8263103,1.2376775,0.9943487,1.5340741,0.61126757,1.3878232,0.4575004,1.326783,1.1436516,0.92780864,1.5775459,1.0461229,0.72213733,0.75415033,1.112473,1.0927858,0.62740624,1.0884649,1.2658873,1.5172551,1.4794021,1.0576488,0.49273854,0.5466531,0.72595346,0.909078,1.090213,0.0,0.971079,1.0955344,0.988367,0.5979762,0.7647147,1.0165372,1.3396006,1.2596809,0.82663274,1.4977541,1.2019662,1.2307998,0.52423817,1.2530972,0.68172854,1.3053875,0.66198045,1.173233,0.56217027,1.1019188,0.91090906,0.396572,1.0599183,1.1547241,1.4047766,1.2157985,0.5821183,1.0423546,1.2437131,1.0943637,0.7891307,0.6221458,0.7906585,1.0225873,0.811183,0.7044188,1.0112698
pony,1.2080786,0.8672057,0.80763525,1.0180784,1.1154914,0.9053925,0.7190517,0.81264824,1.2020812,1.2977502,1.132128,1.4071186,0.55112654,1.3368638,1.2244804,1.225171,1.2931488,1.0433913,1.2089034,0.74819386,1.1707778,1.3536012,0.84257835,0.8129887,1.0433061,1.2333425,0.5540198,1.0100148,0.55438846,0.9942621,0.7376441,0.86495817,1.192982,1.2835344,1.2268559,1.2058682,1.3854572,0.93265545,0.630777,1.313045,0.805239,1.1997533,1.0883256,1.1495211,1.1008501,1.1578003,1.0756594,0.495108,0.9808068,0.9552204,1.101344,0.46784323,0.97665685,0.84028184,0.4145398,0.5864754,1.1041522,1.1031669,1.1268868,0.3492086,0.8131421,1.0837781,1.009332,0.93314284,0.92060626,0.9075952,0.66513664,1.283848,1.011509,0.88759536,1.1440417,1.210299,1.105978,1.0929924,1.1997821,0.8187002,0.9749192,1.086204,1.1071728,1.2359858,1.1904503,0.5856856,0.74418724,0.4040444,0.6412504,0.74301445,1.2044246,1.1610825,1.1941347,1.0070987,1.1964211,0.6867776,0.7559029,1.0192442,0.9038627,0.87297976,0.971079,0.0,1.0561322,1.0809193,0.9777967,0.75668824,0.9957244,1.2764556,0.84828556,1.2264708,1.1331303,1.0713794,0.61936635,1.1666713,1.0891538,1.3318548,1.2821904,0.4309976,1.2414466,0.6964755,1.1524041,1.0698212,0.998302,1.2246261,1.1802584,1.1684513,1.3467045,0.8996695,0.37534726,0.9366986,1.1045818,0.895783,0.8436528,1.3655198,1.1300597,0.9388136,0.6819305,1.0688152
pumpkin,0.9369973,1.016653,1.1611485,1.0579816,1.01787,1.0647149,1.1529555,0.9701221,1.0839626,1.0915583,0.75724864,1.0258217,1.1231267,0.9973384,0.97823,0.9947275,0.84514606,1.2633059,1.1497579,1.2325222,1.0909032,0.89919627,0.71585935,0.99020445,1.132933,0.8967661,1.0490946,1.3064919,0.9307466,0.84222126,1.0291771,1.0384761,1.0047352,1.0145732,0.8499324,0.9846692,0.99980265,0.5717993,1.1610211,1.1174507,1.1988384,1.1405414,0.96184677,1.2157586,1.0571774,1.13519,0.96283835,0.9464214,1.0267781,0.8383665,1.1312852,0.9596195,0.9161801,1.1999717,0.90146804,1.1251689,1.0023391,0.9637242,0.84931374,1.0946882,1.0906252,0.9139721,1.0654646,1.0014337,1.1357008,0.9731299,1.150895,1.0888907,1.1414888,1.0407426,1.0309178,0.95147675,0.83764154,1.1675456,1.1099532,1.1009259,0.96997285,0.058320522,0.67134917,0.95968664,1.2129066,1.1412234,0.91755545,0.92418027,0.8442551,1.0076199,1.0099255,0.83295995,0.97673285,0.8690401,0.87323964,1.1889364,1.2122533,0.9527803,0.85518014,1.0465443,1.0955344,1.0561322,0.0,1.1084586,1.0662258,1.0543213,1.1254096,1.1093768,0.9720141,1.1241659,0.9584698,1.0375333,0.80823994,1.1962812,1.0300292,1.071327,1.1703827,1.0632917,0.9470277,1.0037198,1.0600972,0.5687946,1.131738,0.97094196,1.2140718,0.9667448,1.0613577,1.196882,1.0474695,0.8459883,1.1073118,0.9849367,1.2978094,1.0167668,0.94406235,1.2764409,1.263008,1.1166465
purse,1.1200358,1.1173682,1.1671039,0.89272386,1.0916185,1.066787,0.9765328,1.0893083,0.7609117,1.1200126,1.1305417,1.083742,0.9491962,0.93839216,0.94767547,1.1011343,0.90971524,0.9369197,0.61041665,1.0679388,0.9880318,0.8978167,1.0755689,0.84945047,0.8246395,0.9315792,1.0188813,0.8221276,1.1958255,1.1679375,0.88964015,1.1087795,0.9683888,0.9252478,0.66956806,0.9633195,1.1058306,1.1078154,1.0181519,0.9239273,1.0520787,0.9447318,1.1067342,0.86361694,1.0524951,0.8175837,1.0472113,1.1674808,1.112616,0.96336037,1.1932347,1.1897825,0.9703652,0.9852601,1.1735938,0.9069803,0.93857425,1.0669745,1.0093205,1.1557554,0.83835346,1.0923268,0.9994443,1.1594276,0.952676,1.0850931,0.9201831,0.904779,0.9790089,0.7733231,1.0139215,0.83006215,1.1057732,0.7679151,1.010582,1.0459294,1.0878375,1.0984492,1.0610585,0.9715552,0.8672316,1.2078161,0.7923422,1.0467848,1.094154,1.1604997,1.0083951,1.0035543,1.0543481,1.1451329,1.1075463,0.915159,0.9008708,1.1258379,0.87238467,0.9679452,0.988367,1.0809193,1.1084586,0.0,0.84851265,0.9304682,1.0220875,1.0058991,0.745238,0.8520664,1.0617453,0.8266077,1.0065354,0.81891495,1.1903552,0.9926868,0.91555935,1.1110312,1.2106296,1.1079422,0.8583915,1.0815746,0.8911713,1.0418819,0.832227,0.98304826,0.964878,0.9894854,1.2102851,1.1066122,0.7680634,0.64589965,0.92438895,0.97960275,1.0999218,0.83928955,0.95562524,0.8806497
radio,1.3060724,1.2141168,0.8303622,1.167379,1.2874545,0.7477894,0.6786922,0.84591204,0.9403563,1.2518783,1.1256633,1.348217,0.49703324,1.2264633,1.3926839,1.3068371,1.2091206,0.87341607,0.7292055,0.5606244,0.8196464,1.0570712,0.9755309,0.606709,0.7781956,1.1175529,0.5192901,0.7414526,1.0177872,1.0865406,0.6972544,0.6409536,1.1491517,1.2203461,1.023533,1.1982491,1.3469542,0.9139935,0.5259973,1.2713627,0.6282967,1.0153255,1.3359544,1.0157287,0.9591543,0.5324571,1.3014376,1.1194847,0.96655625,0.969091,1.1816825,1.1411613,0.6745012,0.75297713,1.0734265,0.58421075,0.9419606,1.2106886,1.281886,0.8481382,0.93713814,0.9765175,0.95546335,1.3624,0.8302367,1.3288506,0.6347352,1.1058276,0.83782744,0.8475519,1.2352343,1.1254029,1.352141,0.7972259,1.2708578,0.42012334,1.2653192,1.122097,1.0480669,1.464823,0.97312504,0.84042406,0.7137125,1.0038886,1.0625657,0.89844,0.93482643,1.1843094,1.3615061,1.3510815,1.0359658,0.47314936,0.5217085,0.9901497,0.6545692,1.0604396,0.5979762,0.9777967,1.0662258,0.84851265,0.0,0.87231547,0.85544086,1.3080409,1.1281679,0.9999167,1.3448402,1.1377434,0.93945825,0.7348037,1.0909845,0.99301326,1.362923,0.63016725,1.1725799,0.6377951,1.0828283,1.0115559,0.7335708,1.1840589,1.0832734,1.3186495,1.2605435,0.6918565,0.9906644,1.2174987,1.1080302,0.67469674,0.67635334,1.094482,1.0202559,0.79968226,0.46943498,0.8709569
