,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
necklace,1.1333429,0.4943502,0.8006136,1.1480501,0.8530515,1.0110483,1.0361084,1.1345016,1.1555946,1.1201192,1.0557346,1.3298798,0.82280535,1.1630204,1.060821,1.0707314,1.183967,1.4090303,1.158528,0.8740343,1.0119455,1.2471884,0.99963254,0.7768975,1.0955316,0.94803804,0.7354169,1.1058285,0.81009173,1.0066788,1.0912471,1.0115412,0.8294051,1.1817039,0.9350791,0.969434,1.0766131,1.1080209,0.9877084,1.1124392,1.1239243,0.7507576,1.3424933,0.93569195,1.186948,1.1641617,1.2207854,1.0139024,1.133889,0.9475739,1.0282148,0.6696477,0.49100614,0.8662336,1.1417308,0.80537975,1.0886341,0.58652556,1.2130322,0.7761353,0.9654933,0.56808627,0.8662921,1.0643547,1.2611153,0.65201473,0.6930159,1.2691782,1.030177,1.0415983,1.0163397,0.85542053,0.5998622,1.1712162,1.1752225,1.1861279,0.98068166,1.0440547,1.0596939,0.94005847,1.2175617,0.63232553,0.6751844,1.0537459,1.0996748,0.69014645,1.0841197,0.7457073,0.749251,0.0,0.7008719,0.83642316,1.0449513,1.2021474,0.8889526,0.996255,1.08449,0.7144358,0.72123194,0.8119126,0.82797563,0.5867557,1.0743145,1.015284,1.1689594,1.2150831,0.80366105,0.64414823,0.93255824,1.0429915,1.3121371,0.8616704,0.96653724,0.9694517,1.0366261,0.80395794,0.60988754,1.1097491,1.3085513,1.1861709,1.3322072,0.59983504,1.2130586,0.7785793,1.1862597,0.93191993,1.2522367,0.9947156,1.3104799,1.0607514,1.1657989,1.3101311,0.9280236,0.95561993,0.5435986,0.7024017,1.0475422,0.8437557,1.1927243,1.2535748,1.1837716,1.1319753,1.2022702,0.80331224,0.6062597,1.2756237,1.1857306
nose,1.2400254,0.5766034,0.62247646,1.1703638,0.9769526,0.8733123,0.9318025,1.073655,1.3055544,1.2440745,1.0598038,1.3007901,0.8515502,1.2967966,1.2219961,1.1222858,1.207844,1.2888238,1.206302,0.84996766,0.9545398,1.2702981,0.93069035,0.97276187,1.0865226,1.1730139,0.91319054,1.198641,0.5301924,1.0181261,1.3282845,1.0523924,0.8227773,1.1359665,0.82078433,1.0719502,1.1427113,1.0541298,1.0019912,1.1287938,1.0973277,0.78656924,1.3634878,0.9657693,1.1193382,1.1186968,1.1023397,1.07784,1.1863344,1.14618,1.1202009,0.93769616,0.55720955,0.5267706,1.0391339,0.40964496,0.7247949,0.40859354,1.1484418,0.8266556,1.1899719,0.59488165,1.0441362,1.0938295,1.1292753,0.4263059,0.8007796,1.1489534,0.7547499,0.8379328,0.94413364,0.7404416,0.52913326,1.1947057,1.1003528,1.2712193,1.097966,1.0093739,1.0514563,1.1451344,1.3690221,0.98064786,0.87160945,0.9580596,1.248699,0.38719434,0.99267995,0.44720936,1.0495775,0.7008719,0.0,0.530496,1.2377477,0.9931777,1.089251,0.9736252,1.1593344,0.97776395,0.7504686,0.7641236,0.7312094,0.8876651,0.8051752,1.2644674,1.0362022,1.1451333,0.8421502,0.8322935,1.1139772,1.3099604,1.2105985,1.1141555,0.9645433,1.2750525,1.084406,1.0415213,0.6663109,1.3343072,1.2317393,1.2159784,1.2725933,0.58518654,1.1016898,0.69462895,1.0982094,1.0184369,1.2439524,0.8462738,1.1884679,1.047015,1.2171388,1.327316,0.90415436,0.9930909,0.3150004,0.60262823,1.059648,1.1349978,1.1665254,1.1781142,1.2305958,1.2255026,1.1974951,1.0563976,0.5184119,1.2523589,1.0804932
orange,1.1836423,0.7969924,0.20856863,1.2423556,1.0898569,0.47801733,0.5768957,1.04529,1.2348747,1.370352,1.0111799,1.4829941,0.51782113,1.4276844,1.2001432,0.9249221,1.3409672,1.414297,0.99353033,0.4977529,0.5694693,1.2656965,0.7941225,0.90934265,0.8389952,1.0384661,0.53633237,0.997727,0.39453816,1.0502658,1.4069551,1.0851864,0.5231453,1.324218,1.069641,0.940356,1.1728371,0.9881519,0.9317234,1.4002608,1.0500122,0.41281927,1.4980032,0.55773556,1.22439,1.1916139,1.2504213,1.1012384,1.3440249,1.1917331,1.2768319,0.8800285,0.55307835,0.21225858,1.2490305,0.7312897,1.0919827,0.69307107,1.1655425,0.47288448,1.031138,0.77869755,0.9357649,0.87304735,1.1315602,0.5303508,0.696789,1.2536381,0.5914291,1.1748786,0.9909072,1.124092,0.4737593,1.2040408,1.2043686,1.3844033,1.3027031,1.1328347,1.394417,1.0696149,1.5006936,0.7001991,1.0789158,0.8896232,1.142978,0.8476068,0.85450685,0.23128903,0.7443278,0.83642316,0.530496,0.0,1.1469964,0.9321702,1.2632855,1.3612425,1.2647535,0.6803223,0.60249007,0.6174078,0.8522049,0.80399525,0.84574205,1.1644748,0.8265149,1.2574905,0.49395525,0.6858205,1.0196553,1.2640265,1.2489519,1.0248176,1.1948771,1.0953964,1.4091431,0.99316555,0.9752556,1.3304065,1.356551,1.2526026,1.3290083,0.41750455,1.2523999,0.27544177,1.26057,1.0220746,1.3509963,0.8063797,1.3885368,1.3658242,1.2686527,1.4413644,0.42487687,1.0133551,0.46039158,0.6654774,1.1043314,0.7968023,0.7710215,1.0154297,1.2327687,1.081895,1.2166748,0.9122617,0.37398243,1.370935,1.1240158
oven,0.9275291,1.0503986,1.1037124,1.0417488,1.2053518,1.0377812,0.93888885,1.1288766,0.8254896,0.9788008,1.11775,1.043057,1.0074412,0.9915073,0.94026977,0.96337414,1.0056696,0.98675984,0.7896942,0.93883,0.95982975,0.7932518,0.9604632,0.8228204,0.77352285,0.8564372,0.86065805,0.82959247,1.2185482,1.2095017,0.7663028,1.0091015,0.99126977,0.8452554,1.1429968,0.53737545,1.1300806,0.9556162,1.1573017,1.1040574,0.99844915,1.0877017,0.8802216,0.8084078,1.092958,0.9797357,0.98759747,0.8673161,0.8128216,0.6562631,1.0874593,1.0713837,1.1122477,1.215856,1.1015579,1.168022,1.1282582,1.2169881,1.0342742,1.1050467,0.67855436,1.1070808,1.0644863,0.8585981,1.0760391,1.2047095,1.0007669,1.1168594,1.0879875,1.188347,0.97781175,1.1730745,1.1214631,0.9205652,0.98360956,1.0787576,1.1553463,1.0075563,1.178596,0.9441732,0.7550493,0.88961357,1.1400875,1.0889703,0.91328347,1.2124782,0.90720296,1.1588845,0.8648987,1.0449513,1.2377477,1.1469964,0.0,1.222364,1.093475,1.1729661,0.8895488,0.9708025,1.038171,1.0475724,1.2419147,1.0184026,1.0931218,0.71248275,0.9926738,0.94832474,0.98587716,0.96064913,0.59282106,0.34860414,1.1667819,0.9619518,1.0539078,0.97418225,1.120944,0.88531816,1.192834,0.8304453,1.0044208,0.9297409,1.0356421,1.0609683,1.1464636,1.0632863,1.1586237,1.0776083,1.0800184,1.0460758,1.0420645,1.0764391,0.9802081,1.0319192,1.0512382,1.00042,1.217155,1.2179183,1.1135559,0.8679694,0.847165,0.9626009,0.8224689,0.8325942,0.8849262,0.8103058,1.1050031,0.8598473,1.1972193
owl,0.89127517,1.20314,1.0431695,0.824582,0.9621502,0.9247403,1.0706761,0.9427471,1.2087953,1.0484949,0.47216535,0.7336447,1.0267315,1.0532812,0.96628654,1.0266589,0.77572256,0.85043687,0.91052294,1.1264799,1.1361668,0.92226267,1.1152965,1.1652392,1.1087233,1.0625339,1.1933706,1.1478473,1.0500337,0.60938215,1.3097055,1.0267271,1.0728612,1.244924,1.0898247,1.1320156,0.9419379,1.1040645,0.95965934,0.9096458,1.0812756,1.0510241,0.87788445,1.1935675,0.92740464,1.1207386,0.9457221,1.0634387,1.2190719,1.2784916,0.81178856,1.1542847,1.0382184,1.0008138,0.89714956,0.99162585,0.9772407,1.091335,0.9119668,0.9462588,1.1316894,1.1362752,0.91777444,0.8925811,0.9657347,1.028868,1.135163,0.7911869,0.9564646,0.9308948,1.1326103,0.95193064,1.0811274,0.942884,0.9823337,0.89434457,0.8298266,1.1239502,0.8564384,1.0641537,1.1669168,1.2926501,1.086092,0.8943229,1.0611047,0.96041924,1.1296275,1.0042353,1.2136995,1.2021474,0.9931777,0.9321702,1.222364,0.0,0.86411023,0.9482612,0.91499627,1.1567284,1.1275531,1.145449,0.9390285,1.1413959,1.132369,1.1507734,1.1243593,1.0016377,1.1635673,1.1350987,1.1419885,1.3282127,0.4140911,1.0820029,0.8748356,1.1216211,0.8804989,1.1436086,0.9537498,1.1461821,0.93613636,1.1699345,0.82876164,1.0840566,0.6886584,1.0452862,0.89086187,1.1175004,0.93810576,1.0869546,0.9378525,0.94084275,1.0173057,0.8471659,0.96697545,1.1678485,1.0910273,0.97363967,0.9906377,1.1276506,1.0263156,1.0039159,0.9835794,1.1324987,0.9608286,1.3041155,1.0555584,1.048847,0.4450636
pajamas,0.92300814,0.92571026,1.2981386,0.9462435,0.9305427,1.2449044,1.2918218,1.0637529,1.1140363,0.95332265,0.63952816,0.75026274,1.1254252,0.930338,0.850819,1.2017877,0.73579836,0.897083,1.1585062,1.2222266,1.3777012,1.0295504,1.2298468,1.039696,1.1764483,1.1387423,1.194723,1.0976628,1.112194,0.7635858,0.949218,1.1580063,1.2258867,1.0402949,0.6042218,1.128685,1.0118611,1.1944851,1.0553876,0.6136503,1.1531476,1.21439,0.92594033,1.2923796,0.96426827,1.0929424,1.0610318,1.130887,0.9635835,1.1412908,0.6567658,0.91426986,1.0672561,1.2227137,0.544232,1.1390046,0.9567604,1.0571716,0.9496367,1.197993,1.1455153,0.858432,0.9312033,1.1770625,1.0346819,1.0727946,0.95705956,0.8942427,1.2018154,0.8420441,1.2531917,0.9444718,0.99811375,0.9673623,0.84021944,1.0577738,0.21998632,1.1044246,0.4890043,1.0020615,0.9321997,1.2161373,0.9504698,0.857276,0.94221914,0.9130958,1.218701,1.2286861,1.0784777,0.8889526,1.089251,1.2632855,1.093475,0.86411023,0.0,0.50232434,1.017663,1.1314497,1.2349936,1.093384,1.002194,0.94352853,1.0579771,1.0967739,1.3224168,1.0490193,1.2375586,1.0086125,1.1159432,1.0591135,0.80347526,0.99992037,0.61877835,1.2012393,0.47491747,1.0565679,0.52790785,1.1904526,0.87517965,1.1314454,0.92327726,1.1353137,0.8570628,1.2697036,0.9386932,1.2122631,0.98487025,1.1784282,0.8543003,0.60961246,1.0250597,0.9334787,1.2798204,1.0921109,1.0763057,1.0990472,1.0718976,1.0196799,1.2997423,1.1836456,1.0031197,1.1601143,0.9113395,1.1787632,1.1440006,0.92077225,0.697928
pants,0.9954191,0.89728624,1.4447114,0.797137,0.6815746,1.4345553,1.4520906,0.97400475,1.0985314,0.74922526,0.87486416,0.55780154,1.3422587,0.6609762,0.9454836,1.307028,0.68817556,0.8135188,1.1954454,1.443315,1.469456,0.90151554,1.3128697,0.98120147,1.364336,1.2517077,1.3444053,1.3130164,0.9523379,0.79027253,0.7654532,1.037564,1.4035122,0.75434065,0.45963454,1.1940798,0.898923,1.1925601,1.0952635,0.2960177,1.0689213,1.4571679,0.70391953,1.5322297,0.87103426,0.92046154,0.84136117,0.9084752,0.69327396,1.0732044,0.6624023,1.0415125,1.1385347,1.2043357,0.6311786,1.0211838,0.7600874,0.98403037,1.0391213,1.3727734,1.3134074,0.8383107,1.0719345,1.318215,0.9838654,1.1388655,1.0863847,0.8798142,1.1960449,0.72429824,1.0346215,0.694567,1.1655657,1.0975754,0.9147738,0.87407684,0.5047336,0.98341995,0.10287607,0.9238826,0.7734153,1.4085628,0.76562405,0.84618604,1.0982231,0.7797877,1.3247219,1.3891646,1.2884986,0.996255,0.9736252,1.3612425,1.1729661,0.9482612,0.50232434,0.0,0.8851713,1.3597447,1.3472178,1.2465723,0.91331077,0.95063365,0.88210595,1.2429509,1.2465266,0.92518187,1.3665261,1.1489936,1.2440821,1.1168303,0.846194,1.1049337,0.5365232,1.276596,0.3140186,1.12912,0.50105184,1.14182,0.8322371,0.9109992,0.85066295,1.2588272,0.83908033,1.3395333,0.8092672,1.1446855,0.89987814,1.0160893,0.73853755,0.39880508,1.0599681,0.7010972,1.4109025,0.97013766,1.0577104,1.1285629,1.0144802,1.2910175,1.4244483,1.1226147,1.0700115,1.3316777,1.0633938,1.2232662,1.3182565,0.85593754,0.8627113
paper,0.9947334,1.1257122,1.4198608,0.54532295,1.0564522,1.3450366,1.2194546,0.8038219,0.7296856,0.7388306,1.1626294,0.6664632,1.4064987,0.7690511,0.6879407,1.1461667,0.76398027,0.82828856,0.60118777,1.3876383,1.2100099,0.48335552,1.0530853,0.90835804,1.1125574,0.89423084,1.3503568,1.2841878,1.0533516,1.1441517,0.9797331,0.8575108,1.2853715,0.9016006,1.0113018,0.951092,0.7163603,0.90755844,0.91520685,0.81406087,0.87710065,1.3342316,0.60859203,1.2865844,1.033806,0.8261621,1.0235639,0.94844306,0.9168776,0.81591284,0.86509943,1.3949556,1.279996,1.2105385,1.0363641,1.0669718,0.9407218,1.0504345,0.9657741,1.3212118,1.0837598,1.068522,1.0253242,1.0924906,0.7659807,1.2622738,1.2090523,1.0220314,0.78032297,0.9897219,0.82031214,0.7350649,1.363821,1.0239924,1.194329,0.74456257,1.0247123,0.7922207,0.8212201,1.0352055,0.879444,1.2647862,0.86687106,0.80007476,1.126091,0.97818756,1.0293581,1.323971,1.2124217,1.08449,1.1593344,1.2647535,0.8895488,0.91499627,1.017663,0.8851713,0.0,1.1658396,1.2333649,1.2855089,0.87876916,1.0114615,0.85507214,1.0170778,0.9473551,1.0993007,1.3009741,1.1896113,0.95578086,0.96139324,0.8002509,1.0686399,0.9607631,0.9191351,0.892475,1.1418345,1.0624697,0.90065503,0.84808624,0.73611987,0.89385,1.363159,0.92307854,1.3278996,0.74497485,0.9393703,1.0766059,0.9695481,0.95955116,0.93077826,0.9673381,0.44454563,1.250796,1.0262069,1.2117239,1.0861638,0.9236419,1.1518272,0.96414196,0.72298306,1.004447,1.076565,1.0339338,1.3012266,1.348598,0.96984977,1.018427
pen,1.0295086,0.90702397,0.573931,1.2567182,1.0030656,0.64567983,0.7144152,1.085618,1.0239127,1.0148652,1.0959022,1.4571203,0.43559825,1.1011376,1.1258377,0.8917014,1.3399143,1.367756,0.90599537,0.5732743,0.5091145,1.220921,0.9991942,0.8094127,0.7891928,0.8595098,0.39261913,0.87576914,0.8284502,1.029051,1.1299338,1.0781949,0.5231952,1.2136229,1.1010091,0.92189014,1.0840533,1.1100655,0.9924958,1.3757343,1.0928507,0.24715924,1.380636,0.5183841,1.3054864,1.2539971,1.3209404,1.1318753,1.1759503,0.7202545,1.3586302,0.8639669,0.7114655,0.7430403,1.2511299,0.97641444,1.378216,0.8736292,1.0647042,0.51412904,0.94651264,0.91735476,0.49180794,0.7872194,1.1608094,0.76847005,0.70194864,1.298927,0.7156936,1.3677357,0.9031593,1.2425826,0.69392407,1.1266738,1.2406355,1.1907828,1.2202077,1.1968378,1.4078035,0.5642457,1.3103589,0.42996645,1.0848536,1.0200702,1.0217497,1.0480574,1.0497131,0.59061396,0.49528015,0.7144358,0.97776395,0.6803223,0.9708025,1.1567284,1.1314497,1.3597447,1.1658396,0.0,0.28116322,0.6819495,1.0069624,0.53937685,1.0789202,0.97965485,0.924374,1.2676413,0.83045566,0.75698614,0.7554919,0.98188037,1.3162832,0.9270562,1.1610733,0.6221952,1.442477,0.84840375,1.0353134,1.1304412,1.3033345,0.8929337,1.3876832,0.4672516,1.266311,0.5162742,1.2103279,0.68620276,1.2872286,0.93926406,1.410936,1.421716,1.2482033,1.36588,0.47226822,1.0510798,0.77755547,0.7757784,0.8602934,0.5086483,0.7882755,1.0733826,1.2227237,1.0593412,1.094861,0.59811044,0.58064735,1.2503954,1.1836364
pencil,1.1439896,0.7902411,0.38023984,1.2309281,0.94542354,0.5774095,0.7677069,1.158648,1.1735518,1.0991611,1.1489855,1.4617488,0.34745485,1.1485878,1.2334267,0.8701395,1.3703408,1.4175383,0.9463039,0.37467444,0.43362617,1.3134253,1.0307419,0.97112256,0.910581,0.91787213,0.422378,0.84643745,0.79567915,1.0748956,1.2079405,1.0653944,0.55315703,1.246418,1.2116339,0.8908179,1.1365325,1.1511358,1.0682577,1.3966981,1.1461143,0.18315482,1.4701347,0.4487126,1.3040509,1.2208241,1.3137293,1.1053083,1.198212,0.7745879,1.2788947,0.8422903,0.666678,0.71774095,1.2229002,0.8031711,1.2177544,0.6910346,1.1450971,0.43994856,0.9545136,0.77687323,0.63065934,0.9001237,1.200744,0.5146989,0.7240625,1.2534189,0.79285663,1.2458401,0.97953767,1.0572678,0.52379405,1.1714545,1.2160232,1.2412808,1.2642937,1.2444855,1.3894131,0.6708984,1.3370919,0.50285345,1.035045,1.1597173,1.0256767,0.89145494,1.091186,0.40775657,0.6163776,0.72123194,0.7504686,0.60249007,1.038171,1.1275531,1.2349936,1.3472178,1.2333649,0.28116322,0.0,0.56869626,1.0682786,0.60757947,1.1222135,1.064431,0.84888005,1.277831,0.7780869,0.7773555,0.81948555,1.0830879,1.3270389,0.975415,1.1476549,0.7944608,1.4263382,0.85219824,0.97440046,1.1466998,1.292711,0.9689879,1.3839177,0.3199082,1.2669067,0.5229629,1.2195705,0.7910798,1.3474014,0.936685,1.3563652,1.3634061,1.2811601,1.4012003,0.44439316,1.129899,0.5574052,0.63600385,0.97443426,0.64385676,0.8762656,1.086632,1.1970587,1.1081779,1.1834136,0.6346332,0.3104211,1.2593329,1.2313647
penguin,1.1640602,0.8260476,0.40378904,1.3482951,1.2002146,0.67684597,0.797204,1.2874026,1.1261469,1.2848535,1.1267515,1.3536571,0.42085785,1.248878,1.2206764,0.9144524,1.3020055,1.3848463,1.0639284,0.27443874,0.5406194,1.3131816,1.0427483,0.94094086,0.91275615,0.9948095,0.45166832,0.7336688,0.84848225,1.0729387,1.0988927,1.1356207,0.5507112,1.2001054,0.9680122,0.7995887,1.2583699,1.1709361,1.0992626,1.2690387,1.1879654,0.41976893,1.3947823,0.44178498,1.1688222,1.2937032,1.2038996,1.1230667,1.1781671,1.0229369,1.2521136,0.6852895,0.63129383,0.7237381,1.1596069,0.88873595,1.142584,0.8455765,1.1363491,0.5605164,0.8298321,0.8195716,0.8338815,0.97843826,1.1556666,0.56784326,0.68769026,1.2220815,1.0217763,1.059993,1.0468827,1.2549471,0.4023925,1.0816864,0.9961971,1.3765657,1.1385851,1.1726282,1.287827,1.0491018,1.2542329,0.58686614,1.1365674,1.2358545,0.9373854,1.0260651,1.0841722,0.41355735,0.6374308,0.8119126,0.7641236,0.6174078,1.0475724,1.145449,1.093384,1.2465723,1.2855089,0.6819495,0.56869626,0.0,1.0794637,0.7559519,1.0511756,0.89553833,0.9045299,1.1291066,0.78102356,0.67679536,0.94284093,1.0613118,1.2641207,0.88741493,1.0931289,1.0815248,1.2590518,0.9080932,0.9429864,1.2241548,1.2150602,1.2012926,1.3652844,0.38427675,1.10738,0.47452366,1.2798154,1.1651989,1.2905382,1.0416641,1.3032217,1.2653401,1.2074221,1.3982216,0.61928254,1.0517839,0.6264452,0.7022023,1.2321244,0.6853986,0.96002233,1.114995,1.1091121,1.0557209,1.0795792,0.61418605,0.3591773,1.1710811,1.1296631
pickle,1.0017627,0.850778,1.016026,0.83015907,0.91981226,1.0740364,0.9291414,0.5997801,1.0601022,0.9392071,0.99762577,1.1562312,1.1666237,1.1507457,1.0954292,1.1559279,1.0871146,1.1646734,1.1675878,1.2073001,1.0345138,1.0782458,0.74221236,0.80362195,1.1116083,1.0639004,1.1767287,1.3571788,0.7119067,0.976516,1.253175,0.85013026,1.0387264,1.0993649,0.8203947,1.1620387,0.8110409,0.7566624,0.6998184,1.0266421,0.7853667,1.0098999,1.108504,1.2460728,1.1168559,1.0333841,1.1083357,1.013164,1.1284398,1.0893202,0.9303986,0.99338347,0.7892804,0.7536087,1.1487242,0.8713812,1.0383558,0.7451442,1.1295266,0.97506326,1.1196276,0.812184,0.8340671,1.0812185,0.8154448,0.936336,0.96035695,1.1747427,0.69769776,0.96456695,0.82157457,0.8070262,0.99387026,1.2512994,1.2470067,1.021657,1.0362908,0.80756086,0.9094423,1.0414845,1.2288265,1.1606208,0.62019104,0.77384377,1.3170059,0.70584,0.8026244,0.92823255,1.1154835,0.82797563,0.7312094,0.8522049,1.2419147,0.9390285,1.002194,0.91331077,0.87876916,1.0069624,1.0682786,1.0794637,0.0,1.0204879,0.6444799,1.0136957,0.82141984,1.1782796,0.921451,0.9791921,1.1390357,1.1885302,1.1440957,1.0158715,1.0355407,0.9784954,0.9952493,1.0996132,0.7627465,1.1678536,1.1829735,0.92025733,1.1620376,0.9728606,1.1959217,0.9404129,0.86607075,0.74949145,1.1466184,0.9405187,1.2341199,1.0594383,1.2071624,1.0832727,1.0854732,0.8521709,0.83871627,0.7745155,0.7542337,1.1993582,1.1181526,0.9615989,1.1340338,1.2843468,1.2510715,1.2000494,1.026381,1.2294643,1.0478851
pillow,1.091694,0.58079726,0.7303176,1.3614589,0.76319104,0.89190495,0.9720299,1.2106565,1.0135999,1.0275503,1.1146137,1.1621534,0.6397532,0.8817258,0.9567663,0.93100476,0.97698593,1.4954362,1.0329143,0.77919877,0.7950627,1.2635584,1.0196438,0.73966753,0.92611885,0.8661153,0.5677152,0.95176667,0.7661209,1.0095382,0.88737893,1.029329,0.7304208,1.140135,0.88595843,0.8168348,1.0831416,1.1352484,1.0516421,0.8996,1.0918945,0.58288866,1.2708306,0.7513004,1.3561193,1.3311936,1.3003025,0.9177769,1.1110771,0.8040575,1.2862582,0.6433115,0.6681074,0.79701376,1.2034454,0.81661224,1.2826293,0.7654471,1.1882616,0.64530915,1.0181863,0.56667674,0.72110426,0.94819254,1.2941105,0.74314743,0.42463458,1.3835704,0.953654,1.264109,0.85159963,1.0531371,0.53951436,1.2319331,1.3015198,1.2448831,1.0418912,1.1882704,1.0578655,0.77163255,1.2116822,0.7378186,0.88164246,0.8895632,1.0332437,0.87290066,1.1088338,0.7199488,0.39487767,0.5867557,0.8876651,0.80399525,1.0184026,1.1413959,0.94352853,0.95063365,1.0114615,0.53937685,0.60757947,0.7559519,1.0204879,0.0,1.0801054,1.0668541,1.0916657,1.2960835,0.7869383,0.6413535,0.829653,1.0408866,1.3396904,0.8156173,0.97360504,0.9481104,1.1573792,0.72590184,0.69518507,1.3276482,1.3180506,1.014695,1.3930097,0.48437476,1.1844647,0.68763435,1.1946698,0.98286253,1.3741256,0.856494,1.4149269,1.2722099,1.3723708,1.3074262,0.743288,0.98299855,0.61169946,0.6864113,1.1630479,0.3532257,1.069638,1.2437155,1.3570127,1.1548163,1.2441318,0.80423963,0.6272067,1.2870145,1.120815
pizza,1.0962484,0.92417824,1.1080029,0.87294185,0.9467089,1.2851696,1.1529989,0.6985131,1.0377433,1.0144322,1.1234994,1.0546412,1.2634141,1.0181625,1.1506103,1.1226864,1.0325449,1.0070835,1.1423136,1.2298568,1.0571907,1.0146699,0.6113527,0.8712871,1.1624659,1.181612,1.2640116,1.2960985,0.48327547,1.2267215,1.0908575,0.8025745,1.1508348,0.8630186,0.6322421,1.0522635,0.85573554,0.5744708,0.8752116,0.90024817,0.44277,1.0997878,1.0022265,1.2540277,1.062396,1.001978,1.0439221,0.9932698,0.981793,0.9171117,1.0614806,1.2449349,1.0932028,0.7938243,1.0673711,0.89222926,0.99028444,0.78881156,1.1298327,1.1547048,1.1943448,0.8354834,1.1023579,1.13371,0.89579993,1.0342282,1.0180787,1.1456587,0.71960074,1.0166911,0.5278221,0.76770556,1.1162205,1.2238569,1.2173276,1.0194376,1.0964956,0.74607795,0.9416855,1.0925246,1.0715892,1.226635,0.8273189,0.7033149,1.2409027,0.79086506,0.6505375,1.0131968,1.2202877,1.0743145,0.8051752,0.84574205,1.0931218,1.132369,1.0579771,0.88210595,0.85507214,1.0789202,1.1222135,1.0511756,0.6444799,1.0801054,0.0,1.0908376,0.65040183,1.1221441,1.0183874,1.1000664,1.1531858,1.050421,1.0543959,1.1411384,1.0248493,1.0319961,0.98394066,1.2201194,0.991306,1.152001,1.0969353,0.8847884,1.1655517,1.1046375,1.1325758,1.0366479,0.82284296,0.99275696,1.2034239,0.8220013,1.0885935,0.9985213,1.1789395,0.9808884,1.1272221,0.6355207,0.9088849,0.81283754,0.9359448,1.2587923,1.1417267,0.85839224,1.1022561,1.1631801,1.1627392,1.1867199,1.1350257,1.1013411,1.0360423
plant,0.85454094,1.1413136,1.038188,1.1278287,1.1811645,1.0214968,0.88131905,1.0457408,0.96449584,1.1114217,1.1063589,1.0155183,1.0057533,1.0629107,1.0277231,0.82195574,1.0296723,1.1301557,1.0526805,0.9324773,0.99542993,1.0436431,0.9785337,0.9190868,0.93607414,0.6369438,0.95755553,0.7925441,1.2266083,1.1082349,0.8428959,0.9864679,1.0109227,0.9438835,1.1689764,0.9391934,1.0539857,0.98028165,1.0778122,1.0944765,0.9740867,1.0198096,0.9732532,0.9068204,1.0800105,1.1168523,0.9665098,0.9082691,0.8919318,0.908612,1.049535,0.97283417,1.100415,1.2301793,1.0793455,1.1506436,1.1072805,1.1544865,0.90212274,0.9216885,0.24638987,1.1855321,0.9977073,0.8333938,1.0516102,1.1517899,1.002641,1.0186607,1.1667478,0.9954493,0.99659264,1.1450812,1.0912287,0.94643307,0.94339776,0.96433234,1.15248,1.02569,1.2228293,1.1027352,0.8405592,0.8154136,1.130264,1.1935551,0.82471466,1.2500849,0.9354707,1.1729041,0.906314,1.015284,1.2644674,1.1644748,0.71248275,1.1507734,1.0967739,1.2429509,1.0170778,0.97965485,1.064431,0.89553833,1.0136957,1.0668541,1.0908376,0.0,1.0761751,0.91515297,0.91448843,1.0468497,0.9935246,0.79460883,1.1142381,0.8273316,1.1080221,0.8593951,1.0918497,0.8756492,1.2174493,0.8584938,1.0398284,1.0609398,1.09259,1.1160878,0.91449463,1.045501,1.1965014,1.0590438,0.8366475,1.052991,1.0826799,1.0772806,0.8963198,1.0618782,1.0736732,0.9615501,1.2250301,1.036693,1.1579379,0.91054475,1.0236062,1.0597752,0.46422434,0.7944261,0.96733594,0.85265994,1.1362034,0.8218495,1.0905719
