,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pajamas,0.6709398,1.0800142,1.4664712,0.7661435,0.5520683,1.4138056,1.3215488,1.3642855,1.285207,0.7849772,0.8788311,0.37939298,1.3326688,0.60386693,0.23795736,1.342166,0.35016596,0.99517894,0.91883,1.4245987,1.2785671,0.855057,0.87207294,1.347208,1.2580307,1.4357595,1.2904742,1.2966386,0.9974823,0.8281525,1.4239947,0.6544365,0.5005268,1.2805424,0.84708333,1.4367995,1.2976475,0.65147156,1.0306617,1.5272954,0.5471899,1.4977152,0.99299175,0.97276604,0.8401375,0.9613675,1.1625826,0.57598263,1.1386695,1.4123139,0.9944815,0.78789896,1.1892202,1.4783185,1.3063254,1.1431859,1.2548771,1.2490745,0.7102144,1.40646,1.1115409,0.9157483,1.3732734,0.7207788,1.2205188,0.7553723,1.4134808,1.1175238,0.7777238,0.27496028,0.908124,0.39360255,1.0167494,0.5564466,1.4352627,0.8677975,0.81724405,1.1134635,1.2352087,0.8016244,0.93464285,1.2435415,1.4284358,1.2306268,1.3730074,1.0879686,1.471549,0.8727391,0.7322856,0.0,0.5608113,0.7378906,1.5328277,1.3171934,0.93139076,1.1783249,1.2382678,1.0023218,1.2160537,1.3406247,1.1189047,1.1685499,0.8594374,1.272721,1.1295028,0.83905566,1.2951287,0.823123,0.8339156,0.99618906,0.3668412,1.0498546,0.97757185,1.2482518,0.85985446,0.98567975,0.54629785,1.5521438,0.8737221,1.3654934,0.99398255,0.9319105,1.4340543,1.1184934,1.3272643,0.7037624,0.2641405,0.5835572,0.6589614,1.4268897,1.3086572,1.1974373,0.9569999,1.221984,1.3919897,0.7467728,0.76799446,1.136613,1.2200699,1.3635681,0.89811105
pants,0.7389758,0.83872783,1.3706325,0.9668686,0.546242,1.4138175,1.3398707,1.0664155,1.3491721,0.91463727,0.9542247,0.8114504,1.1879319,0.63780665,0.74159724,1.2372742,0.6195942,1.1423362,1.2310469,1.3072201,1.3667232,1.0845779,0.9103601,1.0470009,1.3538915,1.1350507,1.2547046,0.9307325,0.87177986,0.5886682,1.3770268,0.73400116,0.723549,1.1397299,0.8491721,1.1670302,0.8767691,0.6021153,0.8392256,1.3713099,0.8891858,1.3701508,1.0901093,0.7459506,1.0931964,0.9090619,1.0682558,0.86741763,1.1896327,1.2792127,1.0230421,1.1276562,1.0184072,1.2424732,1.2004158,0.7411231,1.0708842,1.3225286,0.91041017,1.1544304,0.9064394,0.9853606,1.3650438,0.6983977,1.2515752,0.8429673,1.2310863,1.209083,0.8266518,0.59186125,1.1217514,0.19621795,0.9182648,0.6431023,1.2786884,0.41208744,1.0694798,0.96591717,0.8483547,0.8576828,0.8429988,1.0425954,1.3107108,0.88194394,1.0835041,1.0506341,1.3011367,0.89114547,0.9799523,0.5608113,0.0,0.9528677,1.3155967,1.2893806,0.9906184,1.1831597,0.9106612,0.96100867,1.0012509,1.4290955,1.2114594,1.1556673,1.0091512,1.103806,0.9439658,0.96482825,1.0761306,1.07849,1.00075,1.1901723,0.28731692,0.8085475,0.4010979,1.295756,0.7457698,1.0409868,0.9653457,1.235435,1.0319314,1.3801936,0.79402447,1.0715911,1.2644291,1.0184886,1.101207,0.70571846,0.44397938,0.98426175,0.7113154,1.4811399,1.0581602,1.0113076,1.0195317,1.0051936,1.4993473,1.0739462,0.9560573,1.1022916,1.0036837,1.1283863,0.9658712
paper,0.6546522,1.2839085,1.3323205,0.7375176,0.81784654,1.356059,1.2080319,1.0725954,0.997968,0.7520851,1.0275677,0.7197778,1.4888628,0.68052125,0.58263624,1.2807689,0.8033254,0.7552238,0.33326852,1.3524606,1.0196471,0.42341578,0.8527287,1.2887504,1.0279057,1.3535652,1.1159159,1.2146782,1.1437793,0.9229717,1.3002214,0.77437484,0.8935972,1.1629822,0.53051656,1.2467601,1.2178692,0.8550215,0.98541576,1.3722957,0.64616185,1.2861013,0.8489732,1.1073925,1.1337612,0.94402266,0.8024864,0.83240646,1.2732725,1.3422968,1.0299261,0.959486,1.208275,1.2955449,1.1737548,1.1470239,0.94037926,1.0881073,0.67453706,1.3932784,1.3237545,1.1374384,1.0078555,0.90613043,1.0747528,0.8135445,1.427369,1.1113074,0.7488466,0.81696856,0.9191777,0.75928307,0.74949944,0.6554055,1.3360076,0.9824836,0.8985965,0.9166139,1.1000508,0.88893545,0.93196607,1.2886789,1.4068503,1.067435,1.4334313,1.1994324,1.380055,0.7814882,0.9497871,0.7378906,0.9528677,0.0,1.2022519,1.0436641,0.94002527,1.0999817,1.2992938,0.81271017,1.0805565,1.0362144,1.0670325,1.1635649,0.80354017,1.2919278,0.9047458,0.9875385,1.2351118,0.91365385,0.91042066,0.79523885,0.78939253,1.0384446,1.2061881,1.074714,0.93685645,0.7803223,0.64579153,1.4661354,0.9033244,1.2016695,1.1367775,0.8365322,1.1859374,1.0775032,1.2491753,0.8205573,0.7695151,0.79934996,0.70841134,1.2440314,1.3685453,1.0018375,0.8023184,1.1969721,1.2651787,0.61396813,0.9429324,0.9279303,1.1421303,1.357765,0.92585665
pen,1.2749058,0.83727694,0.6567982,1.3585916,1.2764093,0.73041034,0.9001022,0.7357564,0.7105546,1.4639723,1.2650323,1.5056913,0.4768334,1.3967175,1.5420747,0.6716758,1.4448276,1.0883,0.98756236,0.48556113,0.95334965,1.1742921,1.1393001,0.545184,0.87482464,0.4910208,0.8184021,0.65243196,1.1526628,1.1861831,0.6166298,1.3607168,1.4506896,0.8783697,1.2144839,0.58852875,0.59707767,1.3359815,0.98914516,0.2498318,1.4230793,0.59882885,1.1726216,0.9692392,0.98286307,1.1610242,0.9354307,1.1936965,0.88670546,0.7806675,1.0954759,1.135365,0.6607749,0.46107602,0.63338435,0.6993592,0.6585037,0.7086731,1.4212325,0.43872833,0.71526307,1.1841674,0.5997814,1.2473183,0.83999187,1.1358817,0.5255366,0.9783678,1.2663746,1.4646906,1.2786721,1.4082664,0.85763866,1.3189719,0.5624172,1.0717474,1.2952671,1.0790654,0.65114224,1.2360954,1.1281374,0.88499945,0.51172626,0.66400963,0.41218925,0.7881889,0.7167627,1.3303785,1.3249029,1.5328277,1.3155967,1.2022519,0.0,0.26412332,1.0507772,0.8444428,0.62505054,1.095016,0.7105334,0.7819047,0.9911697,0.9960916,1.1686093,0.751899,0.84874463,1.2286583,0.6393401,1.2683654,1.1178803,0.8085416,1.4679177,0.9493655,0.90019715,0.7210881,1.2397835,1.2649035,1.4518291,0.34955966,1.2778424,0.743458,0.88158196,1.202102,0.45294583,0.90309465,0.74690485,1.1880039,1.5244972,1.2609499,1.408057,0.70619607,0.5625204,0.6835467,0.80756795,0.63642305,0.6521268,1.4589454,1.3165042,0.95650405,0.70092297,0.52737623,1.1966726
pencil,1.250187,0.92020667,0.8544768,1.1859913,1.0951207,0.861483,0.943083,0.7672715,0.76519585,1.3465664,1.1988971,1.3510311,0.7062841,1.2586914,1.3715831,0.81969416,1.3178948,1.1244957,0.85026735,0.67225635,0.9717042,1.0383557,1.0207444,0.6707877,0.92364526,0.6078602,1.0003865,0.6766716,1.1813855,1.1579031,0.7430646,1.2624002,1.3881605,0.9323623,1.1087905,0.8008161,0.7372649,1.2905607,1.0386101,0.42252272,1.2766215,0.7685983,1.100991,1.0531061,0.98674816,1.1123434,0.9980198,1.1889164,0.9705798,0.8874192,1.0321269,1.1823897,0.6229836,0.6879531,0.83965397,0.71329194,0.7061747,0.8851256,1.2364327,0.63325155,0.8018332,1.148523,0.6772396,1.2137299,0.8913237,0.9032475,0.75151485,1.0377554,1.1247566,1.3242655,1.1317476,1.2725766,0.72447515,1.1676958,0.6652817,1.1050038,1.2039404,1.0208187,0.787938,1.1413658,1.0818775,1.0324546,0.69677436,0.80749506,0.57635194,0.90241057,0.8703837,1.2232628,1.2542368,1.3171934,1.2893806,1.0436641,0.26412332,0.0,1.0568268,0.89664805,0.80091345,1.1663387,0.92547935,0.8939716,1.0182933,1.0458553,1.0644352,0.83461,0.90742487,1.1281501,0.8897154,1.1958556,1.0980211,0.6201807,1.3606098,0.9974716,0.98852175,0.6153105,1.1888775,1.1832849,1.2517712,0.61111987,1.2689725,0.8897137,0.8955441,1.0798237,0.51652986,0.84133875,0.9212527,1.0984738,1.3528159,1.0822996,1.3230149,0.8292342,0.6550832,0.7176891,0.58131367,0.7844287,0.78526837,1.2693906,1.1767877,1.0339106,0.7170238,0.630718,1.1635326
pickle,0.77252066,0.93397593,0.97769594,0.96919936,0.96833706,1.1385975,1.1236805,0.85438514,1.2520014,1.0134152,1.1852509,1.0598277,1.1526382,1.0158365,0.89730716,1.1246525,0.9820332,0.99626106,1.0418534,1.2115166,1.0197074,1.1303966,0.7246869,1.1861534,1.1030117,1.2894759,1.1861349,0.91146094,1.1595522,1.0417465,1.2916303,0.96873915,0.99087536,1.2576644,0.9170423,1.1401548,1.0368016,0.98913616,0.8252307,1.2364159,1.0558009,1.1437117,0.7939672,0.99519324,1.1725855,1.0475466,1.0705826,1.0347304,0.68479013,1.0882821,1.107924,1.0669496,0.76544213,1.1672772,1.058825,0.9345515,1.0270743,1.0109848,0.8321003,1.1203775,0.9229483,1.1982989,0.8684887,0.8271762,1.0872335,0.64974666,1.2504656,1.1441686,0.8931533,0.983654,1.0931888,0.9141103,0.9925619,0.91586965,1.2662842,0.83966196,1.0534519,0.64622104,1.215884,0.7631901,0.8159137,0.9102955,1.1751723,1.0998514,1.0689251,0.7830014,1.1392205,1.0719651,1.0489296,0.93139076,0.9906184,0.94002527,1.0507772,1.0568268,0.0,1.0598341,1.257858,0.7358594,0.97396857,1.055138,1.0987332,0.8618171,1.0062361,1.2634281,1.1679785,0.9838522,0.87302804,1.067574,0.98641086,1.0088906,0.95343584,0.9075285,1.0044957,1.1965427,1.1344439,1.0453686,0.99476624,1.1864343,1.0553014,0.9845777,0.8725821,0.7647113,1.0860242,0.81360686,1.0144285,0.97613794,0.9193732,0.91120857,0.9723871,1.2158276,0.9499254,0.87776184,0.75298095,1.1626316,1.2339369,0.8619888,0.9057365,1.0267476,1.1493083,1.0947942,1.1381652
pig,0.96556383,0.8652713,0.8222656,1.0994326,1.1394717,0.8725366,0.87997603,0.95407706,0.87408996,1.2109467,0.9646064,1.2539281,0.82468206,1.3326112,1.0475371,0.7334631,1.1778343,0.9678743,0.86182106,1.0177613,1.0499022,1.0871845,1.0895693,1.0148509,0.9791827,1.0470325,0.89610773,1.0128319,1.0981084,1.228733,0.85113007,1.3015497,1.1040864,0.9228371,1.1269667,0.9197799,1.007218,1.2422657,1.0011564,0.8824686,1.2420108,1.0163704,1.0981392,1.0337727,0.8737882,1.2061607,1.0880302,1.0829993,0.8705187,0.85532403,1.115364,0.86723846,0.8539544,0.8401584,0.9003444,0.9676033,0.8622107,0.65603244,1.2083907,0.9079074,0.73356456,1.0764694,0.7468421,1.1786059,0.88053846,0.9612095,0.80370843,0.6269821,1.0843115,1.1746914,1.1245122,1.1690683,0.9898918,1.2707407,1.0434047,1.0791897,1.1161151,1.055464,0.9893333,0.87104255,0.9768003,1.0289079,0.89564013,0.93035734,0.8436042,0.92628443,0.92928237,1.198609,1.1067795,1.1783249,1.1831597,1.0999817,0.8444428,0.89664805,1.0598341,0.0,1.0162318,0.9513697,0.95766324,0.9255487,0.5946986,0.9326306,0.9822247,0.98211527,1.1232542,1.199076,0.78999376,1.0932702,0.990019,0.89966047,1.2000182,0.8703184,0.97596234,0.99531144,1.2529294,1.1706405,1.1425974,0.8210539,1.1010135,0.8782268,0.8861259,1.1157527,0.8899534,0.97658837,0.8643242,1.0453022,1.2459544,1.1586748,1.2761865,0.7765367,0.8558086,0.8456364,0.99679214,0.83274615,0.8353267,1.036306,1.1261029,0.96755403,1.1546873,0.9498332,1.1904792
pillow,1.3087668,0.8658406,0.9079516,1.3975096,1.1044388,0.88171846,0.97395194,0.83032614,0.7223892,1.3659403,1.2127136,1.1605947,0.45290732,1.0250251,1.4031394,0.80449176,1.0410272,1.224077,1.1914496,0.593238,1.1225537,1.1764637,1.25014,0.59329003,0.96312857,0.40540826,0.8006142,0.7844602,0.78006613,0.5691625,0.8007487,1.1010102,1.1606843,0.67179394,1.2134115,0.683872,0.64317644,0.73532104,0.9327897,0.5124389,1.1943883,0.7312645,1.2632165,0.807303,1.0415847,0.94010967,0.8908006,0.99266213,1.0448124,0.94038916,1.034817,1.209718,0.9900214,0.4818306,0.84058976,0.7221762,0.9614583,1.0730593,1.4354286,0.6495727,0.6689089,0.9907338,1.074985,1.1370454,1.0205387,1.280524,0.5205562,1.0252955,1.3980117,1.1315682,1.2495902,1.0364175,1.0585375,1.239568,0.6081807,0.9878125,1.1756617,1.1675161,0.56203985,1.2263072,1.1301509,0.9582418,0.7085184,0.4340403,0.5232615,1.049439,0.75587344,1.1127118,1.2471244,1.2382678,0.9106612,1.2992938,0.62505054,0.80091345,1.257858,1.0162318,0.0,1.220306,0.87816507,0.9961432,1.0804424,1.0653782,1.0486877,0.55672747,0.797365,1.1682426,0.7443547,1.1538535,1.1328095,1.2659848,1.0702121,0.9519478,0.64158994,1.0559956,0.95254374,1.2249509,1.3665885,0.43742567,1.182977,0.90810853,0.78644824,1.3579222,0.8191355,1.254683,0.6546729,0.833043,1.1779472,1.3143864,1.0251259,0.901626,0.76446265,0.9029901,1.3358855,0.42666972,0.85372883,1.4683686,1.2842554,1.050808,0.71637505,0.72587305,0.9344817
pizza,0.63241804,1.0734662,1.0010715,1.0049281,1.0057167,1.1600636,1.1138562,0.7947316,1.0371437,1.0320457,0.9523459,1.0559739,1.150353,1.0992167,0.7976724,1.0907602,1.0924251,0.92088133,0.79837686,1.1455089,1.0125906,0.91468465,0.84727335,1.0550745,1.0812052,1.224985,1.0917115,0.9229958,1.1511095,1.0925608,1.1844761,1.0091031,0.9874139,1.1397694,0.82687485,0.9297245,0.8942315,1.0733974,0.60017383,1.2107664,1.0167409,1.042134,0.8996434,0.78242207,0.9665631,1.0698817,1.0494674,0.87363446,1.0431434,1.0432636,1.1757078,0.93466556,1.0506229,1.1054239,0.9595833,1.0400033,0.87883514,0.9265233,0.8804505,1.1826568,1.0905926,1.0915271,0.8360174,0.9476508,1.0350279,0.9004283,1.2238823,0.98711914,0.93507034,1.0700548,1.0763992,0.95919454,0.8821577,0.8624148,1.2653214,0.85680735,1.1098406,0.80076766,0.9907086,1.002577,0.83936995,0.92822623,1.1771102,1.1104658,1.1575835,0.99209976,1.1073562,1.0709077,1.0132718,1.0023218,0.96100867,0.81271017,1.095016,1.1663387,0.7358594,0.9513697,1.220306,0.0,0.8623748,0.9967603,0.9095583,0.89418864,1.0420296,1.1730814,0.92253774,1.1336548,0.8608166,1.0882815,1.0232093,1.0386133,0.98258835,0.9733065,1.0965681,1.1200701,1.1398584,1.0692602,1.0040094,1.1607368,1.0971742,0.9759487,1.0414691,0.83978945,1.0530869,0.8382727,1.0761337,0.9003738,1.0432447,1.1086637,0.98746246,1.1032106,1.1292633,0.821766,0.966126,1.1617438,1.1400769,0.81331027,0.9921729,1.0269061,1.1213002,1.2028953,1.1463578
plant,0.8764056,1.0319439,0.78936934,1.1953781,1.1650112,0.9501162,0.9530914,0.8806497,0.76535827,1.3446176,1.1264174,1.2037098,0.8542783,1.225182,1.2094306,0.8900598,1.1746498,1.0721949,1.0168825,0.8434272,1.101202,1.092454,1.131574,0.81453425,0.9718348,0.93877125,0.8656635,1.0155295,1.168572,0.90926903,0.9235835,0.9779776,1.1528083,1.1511714,1.0778655,0.92439103,0.79387784,1.0297817,0.95049715,0.8623402,1.1155112,0.8814128,1.0354984,0.5925455,0.76237357,1.0006951,1.1149625,1.0920001,0.8957656,0.99308044,1.2372882,0.975702,0.96280444,0.8107619,0.24568987,0.8946926,0.6745557,0.6101346,1.0783731,0.88556206,0.81170654,1.156805,0.8062486,0.83984673,0.9065943,1.1017375,0.79945344,0.92811453,1.1295598,1.2316027,1.1912329,1.1568344,0.9651224,1.0336992,0.82936954,0.9817896,1.2561208,0.9705594,0.91681635,1.052333,0.77657384,0.9452014,0.95167226,0.91922754,0.88173366,0.95627904,0.9747667,1.1132017,1.1387043,1.2160537,1.0012509,1.0805565,0.7105334,0.92547935,0.97396857,0.95766324,0.87816507,0.8623748,0.0,1.0086744,0.90640074,0.87116957,0.95684975,0.86699826,0.78886676,1.2114385,0.5657672,1.2311088,1.0384502,0.9682979,1.0323532,0.9181697,0.8683821,0.9839568,1.1129899,1.2913443,1.3040658,0.7729964,1.229486,0.98080015,1.1143615,1.1432862,0.77961874,0.82775354,0.9024748,0.95422536,1.1305183,1.2266257,1.0825695,0.9537914,0.9130633,0.9649367,1.0843856,0.9027776,0.90629035,1.287003,1.2898589,0.9373266,0.78876686,0.8784535,1.0809996
plate,1.2222799,1.165048,0.73223615,1.0358462,1.2490075,0.64390427,0.72411036,1.0393218,0.9148671,0.7387643,1.0807316,1.2151957,0.8956884,1.2283633,1.2565382,0.90248746,1.2824241,0.832541,0.95695037,0.7149973,0.23732287,1.0675615,1.084492,1.0156199,0.62867576,0.90508145,0.7319506,1.0751425,0.9864322,1.2496037,0.580173,1.2496791,1.2012875,0.68327755,1.1083404,0.79592764,1.067815,1.2562841,1.1220001,0.7208662,1.2217691,0.49468166,0.6144245,1.2062341,1.1533399,1.0991817,0.8540795,1.0707817,1.0292966,0.75203556,1.076654,0.9663018,1.1294639,0.6829741,0.98433375,1.1984091,0.7109271,0.74177897,0.9847404,0.8690978,1.175743,1.0743082,0.7077565,1.2364156,0.8476644,1.2178235,0.8513802,0.99675757,1.111012,1.2840697,0.92144454,1.4106795,0.9915379,1.2976454,0.80841035,1.3381082,1.1223301,0.8445035,0.96479464,1.172575,1.1087322,1.0738363,0.7314415,0.9899496,0.9170792,1.0900823,0.77909744,1.039251,1.1563631,1.3406247,1.4290955,1.0362144,0.7819047,0.8939716,1.055138,0.9255487,0.9961432,0.9967603,1.0086744,0.0,0.9854905,1.0068996,1.1420479,0.93987787,1.1055912,1.1041814,1.0249858,1.1312464,1.1337404,0.90466505,1.3526834,1.1349045,1.2558327,0.69190574,1.1386449,0.5613829,1.1496757,0.7752803,0.9383815,0.5855645,1.216789,0.7086938,0.5931982,0.9978423,0.9407803,1.3242443,1.2783626,1.1357185,1.0282578,0.6433972,1.053377,0.9890059,1.0445873,1.0160989,0.69554394,0.7641911,1.2858427,0.9332589,1.088558,0.89510727,0.98402673
pony,0.8496599,1.0270467,0.8349201,1.083625,1.2501292,0.8845438,0.8096765,1.031124,0.70471126,1.1810346,0.91587895,1.086838,0.87899905,1.289759,1.0658566,0.7415235,1.1539592,0.9834768,0.6680778,0.9482652,1.0047219,0.87186617,1.2317023,0.9747048,0.8434229,1.035552,0.7771495,1.1308774,1.1483451,1.1609936,0.83856475,1.130176,1.0644296,1.0411582,1.2149115,1.0047643,1.1576674,1.1421202,1.1163607,0.9375751,1.0423707,0.9957595,1.182283,0.93210363,0.60314137,1.0813589,1.1708819,0.9739687,0.9371465,0.8741509,1.1124593,0.83609855,1.1370085,0.9546294,0.9285751,1.2561169,1.0830662,0.55336684,1.1718409,1.0938846,1.069457,1.0174179,0.9230615,1.1862512,0.75993454,1.2022774,0.9173902,0.061114848,1.149184,1.1524756,1.0055655,1.257761,1.1856421,1.1575445,0.9140341,1.1844084,1.1024318,1.1833562,1.0231792,0.9304277,1.0340377,1.0654726,1.0138788,1.0719264,1.026286,1.1367378,0.87377286,1.1214387,1.0535213,1.1189047,1.2114594,1.0670325,0.9911697,1.0182933,1.0987332,0.5946986,1.0804424,0.9095583,0.90640074,0.9854905,0.0,0.88046813,0.8411246,0.86166084,0.98151,1.1235133,0.7637306,1.0681405,1.0158764,0.9960297,1.214751,1.0164765,1.1380523,0.9115525,1.1409262,1.1569073,0.9782869,0.98861116,1.0851045,0.9985256,1.1484618,1.0436497,0.9494465,1.0340762,1.0683944,0.93245727,1.2049505,1.0510298,1.2090409,0.7077203,1.0825787,1.2226562,1.196254,0.9535629,0.6843692,1.021477,1.1064076,0.8671377,1.006353,1.1279502,1.106223
pumpkin,1.1254985,0.78867054,0.46228254,1.0725285,1.18226,0.5696004,0.61022043,0.5494341,0.95872885,1.237997,1.0392474,1.290671,0.8645189,1.3398504,1.1419626,0.8944638,1.2052603,1.0511353,1.0477873,0.91352236,0.9394023,1.1184071,0.79192996,1.0203718,0.9201048,0.9854487,1.0549785,0.7814636,1.2894282,1.193256,0.9556306,1.2111614,1.1441379,1.0082701,1.2101393,0.80472016,0.92328364,1.1822021,0.8126844,0.94531107,1.2902269,0.7889847,1.0968332,0.89705133,0.84209317,1.1021206,1.102769,1.076115,0.7561964,0.49078035,1.3282868,0.9180359,0.85204655,0.8576724,0.7601907,0.9762432,1.1192758,0.8575676,1.1575502,0.9877297,0.78501254,1.2343315,0.7435497,1.0555936,0.7969396,0.9754345,0.8504727,0.92561543,1.1729835,1.2294027,1.0450011,1.1898339,1.3193835,1.233593,0.99088305,1.0924526,1.1243584,0.7006746,1.0413696,1.0122651,1.0183753,0.71021056,0.84560513,1.038581,0.96669865,0.9481458,0.45111752,1.1804271,1.1434729,1.1685499,1.1556673,1.1635649,0.9960916,1.0458553,0.8618171,0.9326306,1.0653782,0.89418864,0.87116957,1.0068996,0.88046813,0.0,0.9205257,0.87196547,1.1092187,1.2838789,0.8019666,1.1210842,1.0312005,1.1418571,1.1809002,0.98974025,1.036036,0.9727766,1.3658612,1.228141,1.1980784,0.8266187,1.2441721,0.7050221,0.9202099,1.04375,0.9672353,0.95982903,0.7430793,1.0933306,1.1881025,1.1901104,1.2739567,0.75993335,0.80227476,0.97159255,1.1238189,0.94768673,0.6711811,1.0489299,1.0597541,0.94122535,1.1039977,0.943009,1.2939554
purse,0.9599439,1.14127,1.1603023,0.99585205,1.1656402,1.1476178,0.9896584,1.0938165,0.7012283,1.0224453,1.0889525,0.87427723,1.1525369,0.94817877,0.79855514,1.1063836,0.8668008,0.8424388,0.63800067,1.1438342,1.0338445,0.59759533,1.1003474,1.0576898,0.818211,1.1608503,0.8805862,1.204684,1.2575735,0.79906094,1.15767,0.79763,1.0170852,1.0582917,0.967695,1.2298323,1.2503697,0.8598807,0.97877693,1.2328714,0.75539434,1.129608,1.0309608,1.0144243,0.6911285,0.91200036,1.0934007,0.942,1.059227,1.2769085,1.1129208,0.9453453,1.2610724,1.2743882,0.91333324,1.2258905,0.99017817,0.9459475,0.88341475,1.3076417,0.9544259,1.1666301,1.1092942,1.0727758,0.9105436,1.0841053,1.0498377,0.85978127,0.89045477,0.9633112,0.84904325,0.9933723,1.0211681,0.896541,1.0287397,1.0530989,0.96384376,1.1363329,1.1774232,0.80985,0.8712101,1.1829839,1.2687938,0.9782001,1.1914835,1.2841878,1.203877,0.88051975,1.0591375,0.8594374,1.0091512,0.80354017,1.1686093,1.0644352,1.0062361,0.9822247,1.0486877,1.0420296,0.95684975,1.1420479,0.8411246,0.9205257,0.0,0.8726511,0.9130923,1.145097,0.95374525,0.954479,0.88607854,0.85173565,0.9886796,0.65680623,1.0526388,0.890289,1.0931498,1.0352038,0.8376252,1.1017852,1.1920718,1.1694863,1.1126263,0.89060175,1.0114675,0.99104935,1.0925467,0.6589444,0.9930376,0.88851994,0.93820083,0.9415339,1.2726123,1.1290605,1.0797976,0.85511696,0.92719513,0.8067588,1.1395835,0.7284337,0.8414719,1.1919868,1.0955546
radio,1.3017905,0.8983,0.7418264,1.2283564,1.2337043,0.6926231,0.74786174,0.851185,0.65522873,1.3438034,1.1082641,1.216807,0.67387456,1.2198243,1.3527005,0.80351925,1.1347852,1.1054174,1.0491956,0.625073,0.9907855,1.0391318,1.3091997,0.7153129,0.77983886,0.5267517,0.8055927,0.9369105,1.0784853,0.89791226,0.6493932,1.1809018,1.2476172,0.62519026,1.2911973,0.814412,0.84632486,1.0042034,1.075751,0.6162414,1.2636583,0.64720595,1.1102167,0.8097304,0.7592931,1.0327264,0.9322451,1.0780231,0.97451556,0.78416157,1.1087774,1.0679258,1.0444959,0.7072004,0.76679575,0.896649,0.9008206,0.7966694,1.2521309,0.81712854,0.74484444,1.1089141,0.9294672,1.269764,0.7834367,1.325183,0.54001355,0.85748994,1.2482903,1.2011017,1.1326425,1.1966478,1.1213304,1.2983791,0.56529915,1.0947499,1.2237957,1.065621,0.8290572,1.1074612,1.1764702,0.9520978,0.7645571,0.819165,0.76515794,1.1286136,0.7228426,1.0905788,1.2418036,1.272721,1.103806,1.2919278,0.751899,0.83461,1.2634281,0.98211527,0.55672747,1.1730814,0.86699826,0.93987787,0.86166084,0.87196547,0.8726511,0.0,0.7838433,1.2076685,0.68705404,1.1972806,1.1640123,1.0151745,1.2041892,0.74027604,0.8193672,0.7149742,1.2009296,1.1969869,1.3046341,0.44315648,1.275245,0.90769917,1.0050707,1.3174064,0.70645607,0.95395815,0.91540366,0.9537257,1.2773805,1.2951995,1.1732373,0.58093476,0.8705738,1.0304294,1.286744,0.64369804,0.607327,1.3167028,1.3643718,0.80920494,0.66503906,0.6516517,1.1880839
refrigerator,1.1623707,1.020142,1.1111981,1.1996887,1.1180425,1.1225803,1.1189213,1.0269486,0.5867357,1.1110909,1.2117636,1.0174322,0.93108237,0.872223,1.1821337,1.0756196,1.1726035,1.1280961,0.7996908,0.81322956,1.1398275,0.75335944,1.2662731,0.5902487,0.8336835,0.67910945,0.98163974,0.9624013,1.1400307,0.7005811,0.9031209,0.6563806,1.1343243,1.0031193,1.0323676,1.0284636,1.0681212,0.80303407,1.0079074,0.9401864,0.79691553,0.8416335,1.049154,0.97214544,0.86370695,0.5260514,0.71813214,0.83586425,1.0398394,1.1256323,1.0774195,1.1026944,1.1072582,1.0924065,0.8206345,1.0342202,0.813558,1.0549914,1.0226476,1.0613348,1.1955973,1.1085911,1.1101081,1.0625947,0.9307177,1.1960247,0.95195353,1.000399,0.95029896,1.0981709,1.0694171,1.1123781,0.8562386,0.81622124,0.61572766,0.9369862,1.2452241,1.2755225,0.81382024,1.191345,1.1591567,1.1907705,1.0175725,0.80835265,0.9509898,1.1900667,1.0826722,0.7119564,1.2847106,1.1295028,0.9439658,0.9047458,0.84874463,0.90742487,1.1679785,1.1232542,0.797365,0.92253774,0.78886676,1.1055912,0.98151,1.1092187,0.9130923,0.7838433,0.0,1.1092023,0.7818203,1.1824694,1.1592252,1.0120674,1.0309628,1.0325066,0.93174726,0.8640527,0.6966879,1.0545335,1.1611578,0.98523074,1.2251873,1.1738938,1.0826937,1.1165217,0.8138898,0.9387637,1.1117741,0.76226014,1.0870702,1.1101805,0.8774892,0.93599737,1.0667757,0.9867832,1.1083847,0.8577208,0.9860045,1.1917949,1.1046453,0.9194294,0.49515337,1.0410048,0.7502284
