,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
soup,1.108426,1.1839336,1.0193411,1.0441796,1.1947048,1.1165403,1.0502719,0.95814955,0.5031043,0.97777635,1.167948,0.78425574,0.6562822,1.03381,0.91488194,1.045489,1.1219902,1.2662132,0.2094034,1.0193225,0.7510596,1.1350067,1.3507092,1.2769191,0.81518984,1.0804873,1.3512292,0.6984954,1.1925085,1.0336317,1.1702468,0.8585954,0.8993514,0.88163155,1.0564222,0.4370091,1.318794,0.9644842,1.0670635,1.1152765,1.0891192,1.0322858,0.98480284,1.072905,1.1808735,0.6632553,0.99931914,1.0041565,1.2545679,0.96967036,1.0418376,1.0549394,1.2135599,1.1209396,0.7639713,1.3430238,1.1964041,1.0374311,1.1316555,1.036991,1.1938105,0.96532595,1.3719132,1.1216553,0.9563964,0.8623775,1.0755541,0.9542135,0.9210609,1.3061019,1.1520307,0.8917742,0.7261252,0.3806525,0.76125985,0.8301556,0.37923354,1.2445915,1.2148644,1.2509732,1.301405,1.2071973,1.0073583,1.0808357,0.8968654,1.0564001,0.98632723,1.2625554,0.98982716,0.97605205,0.82842493,1.3504975,0.9157244,1.1339625,0.5020494,0.878319,1.1378708,1.2010438,1.0498831,0.9727739,0.9657784,1.1628925,0.97084963,1.3043104,1.1479248,0.6999606,0.92693007,0.5123779,0.96000856,1.3759805,1.0810276,1.150627,0.0,0.8410531,1.1152235,1.0498466,0.9437482,1.020298,0.86493516,1.2341275,1.3259628,1.2197577,0.91424537,1.2572763,1.2680197,0.89301157,0.92658186,1.2146335,1.3745117,1.0644513
spoon,0.7778691,0.90335405,1.0118273,1.2559142,0.9549399,0.8585514,0.92323667,1.0372709,1.1137267,1.3698657,0.9498625,1.229672,1.1602551,0.9191067,1.2483115,1.1288713,0.96200633,0.9478942,0.9182736,1.1933368,0.90474117,0.8406098,0.8821689,1.0622665,0.9139295,1.0038718,1.0464789,0.82926273,1.0162638,1.2763739,0.8745892,0.94483817,0.93561596,1.25704,1.3389013,0.9072805,0.82053703,1.3047707,1.0488303,0.91511244,1.1393191,1.1500273,0.90318096,1.3320818,1.0654463,0.7450533,0.99009603,0.94185084,1.006729,0.84569913,1.0458919,0.9234757,0.4575348,0.6779442,1.1631224,0.9412551,0.6880603,1.0344151,0.89868087,1.223368,0.9198697,1.1045094,0.945142,0.9175484,1.2391243,0.9462178,1.2656862,0.38482738,1.1455312,0.8110706,0.8851148,0.95942074,1.0834503,0.8701581,1.1375451,0.936588,0.8521499,1.043473,0.7055374,0.8993706,1.0024983,0.89997524,1.1359901,0.88956964,1.2013868,1.274219,1.033133,0.72731334,0.8836041,0.728124,1.2101787,0.94789684,1.1494493,0.8832702,0.8532956,1.0937912,1.0953065,0.91004926,1.1125685,1.0995153,1.2154928,0.57707465,1.3355058,0.90724087,1.2567798,0.546229,0.92799485,0.92379284,1.312583,0.8706362,0.97250223,1.0401679,0.8410531,0.0,0.6451436,0.9684957,1.1359953,1.235986,1.3049937,0.87256193,1.00537,0.83862996,0.6646303,0.73108745,0.9811249,1.0196507,1.1832962,0.74718153,1.0422642,1.0624372
sprinkler,0.94744146,1.071457,0.92033744,1.2281508,0.9330697,0.8969362,0.905289,1.0769181,1.2418442,1.2562504,1.0774184,1.2414831,1.1795079,1.0236814,1.3179473,1.0904015,0.9968074,0.7180179,1.1615937,1.2351621,1.021317,0.8612871,0.8640108,0.92792124,1.0517497,1.1276122,1.0199059,1.1192555,0.78525394,1.1522223,0.9391107,1.1454813,1.0191522,1.1219659,1.2863206,1.0023838,0.7630577,1.1678928,0.89344376,0.989216,0.9578995,0.9629369,0.87424254,1.199268,0.9139981,0.94186807,0.99274665,0.87838715,0.92725,0.9212729,0.8395557,1.01955,0.7130315,0.8525876,1.0335302,0.8106747,0.8946544,0.9744068,1.034126,1.1131998,0.92346424,1.1736937,0.85103357,0.8462393,1.1075606,0.9930425,1.2132798,0.77657306,1.0145788,0.5912789,1.0237032,0.9737021,1.2213051,1.0103644,1.2107403,0.9246308,0.99820364,0.9103564,0.82537377,0.8522555,0.85029894,0.94235957,1.0667762,0.91392964,1.2479175,1.1745577,1.1183611,0.7430345,1.0451586,1.0198956,1.211003,1.1048331,1.1868697,0.72097903,0.9657222,1.1623566,1.1382827,0.90173674,0.9129718,0.9727149,1.1979246,0.687082,1.2841985,0.97869676,1.138971,0.854755,1.0551351,1.1337459,1.1145875,0.7648462,0.9369954,1.1091787,1.1152235,0.6451436,0.0,0.9334225,1.0539856,1.2742167,1.2846904,0.8057023,0.82346475,0.88497066,0.8354088,0.79110837,0.77787125,1.0705544,1.0130762,0.6056849,0.8825736,0.99038374
strawberry,0.9472369,0.8535056,0.12289417,1.2136116,0.73556507,0.6566487,0.9663508,1.0240679,1.2330633,1.2875514,1.0391419,1.2955177,1.0461876,1.1126645,1.0609785,1.0373182,1.0087748,0.90683043,0.9785767,1.1270648,0.8752371,0.7969488,0.97730565,0.8763609,0.834115,1.1777554,1.1422449,0.9791359,1.0401232,1.083359,1.0035017,0.8548539,1.3058044,1.1731169,1.2684641,0.94248414,0.8605106,1.267167,0.8911554,0.9731472,0.9153126,1.1774561,1.1028522,1.0143228,0.84897345,0.8309091,0.9609643,1.1200823,0.8232455,0.7786088,0.47799313,0.93173385,0.9708751,0.89309466,1.0943348,0.88366807,0.8395914,1.2320737,0.7988931,1.091561,1.043515,0.9455544,0.8210741,0.91024065,1.2018938,0.92806304,1.2300861,1.1762271,1.230428,0.8055535,1.0394906,0.96270233,0.9553049,0.99611443,0.97591513,1.0981551,0.92133427,0.88186,0.92173296,0.87633014,0.982682,0.871338,1.1886077,1.028452,1.1549304,1.186893,1.0468338,0.92335653,0.88241714,0.81916374,1.0419714,0.8609123,1.0263118,0.75076485,1.0364949,0.8545525,0.816345,0.93855894,1.1759317,1.0301025,1.2037151,0.9210665,1.2596664,0.950302,1.0541544,0.9160212,1.1441505,1.2113278,1.1814555,0.8383612,1.0406396,0.94321144,1.0498466,0.9684957,0.9334225,0.0,1.1194111,1.2225382,1.2738402,0.88961077,0.8443389,0.89868426,1.1139126,0.9318572,0.81303996,1.0871085,1.0034425,0.92879885,0.9031765,1.2201904
stroller,1.053724,1.0556387,1.1323538,0.8288629,1.2220571,1.2381394,1.235133,0.9356582,0.77641237,0.60240924,1.152736,0.7226413,0.9812255,0.95246947,0.76127565,1.039786,1.0204074,1.2743127,0.98556584,0.79224414,1.1540202,1.2559838,1.3008299,1.2295967,1.1077863,0.88066566,1.0026923,1.1598911,1.1718888,0.8769477,1.0197635,1.0083957,0.80652916,0.9838267,0.79162884,1.0711223,1.2900827,0.66278684,1.2210352,0.9962507,0.83202857,0.908258,1.0160034,0.84513634,1.1313262,1.271584,0.86219597,1.0998535,1.1496384,1.2439485,1.0638623,1.0353163,1.238054,1.1510353,0.835156,1.1642996,1.157827,0.9159512,1.1704041,0.8096642,1.1242001,0.81218815,1.2916604,0.86011916,0.8165103,1.0532031,0.9310107,0.9614077,0.8360211,1.2529671,1.0328443,1.0898519,0.9776734,1.033149,0.82133174,0.73755515,1.0869954,1.276979,1.2754226,1.1754833,1.1726937,1.3623599,0.96312976,1.0649908,0.7703417,0.94901323,0.9237129,1.1932662,0.96398747,1.1794586,0.7751627,1.295033,0.8601198,1.0350287,1.1685921,1.0085617,0.83886284,1.1028806,1.0050596,0.8365138,0.8602555,1.0305076,0.813607,1.1159712,1.0449716,1.0726371,0.8167641,0.87248117,0.55204093,1.3115201,1.0433209,1.0400445,0.9437482,1.1359953,1.0539856,1.1194111,0.0,0.899251,0.6997645,1.2174928,1.2421342,1.2866838,0.83238053,1.262569,1.1989641,0.9613074,0.9115802,0.9360728,1.1624424,0.96386874
sweater,1.2043228,0.85685337,1.2625356,0.48074865,1.3357084,1.3724461,1.3166683,1.0743179,0.7101528,0.6853754,1.1086266,0.586097,0.9663327,1.0204597,0.74909776,0.9436717,1.2435751,1.4039729,1.0552256,0.8897773,1.0542853,1.2900391,1.1449227,1.3549207,1.0709734,0.92477274,0.925706,1.1692133,1.2947568,0.7823847,0.85909003,0.9557879,0.97967374,0.9160649,0.56733805,1.0656519,1.4309645,0.7692273,1.3381007,1.0497876,1.0142002,0.8715745,1.0576382,0.6794328,1.0248212,1.2334092,0.7965312,0.9940748,1.0282661,1.2498902,1.3150809,0.89934146,1.3631604,1.3115261,0.9538585,1.265724,1.1556654,0.91856897,1.3519285,0.68241465,1.258261,0.71318114,1.3159311,1.1429822,0.75220424,1.1277769,0.4270085,0.9638827,0.8696525,1.4288478,0.90728503,1.0826217,0.925881,0.9805203,0.7192576,0.9685667,1.1072726,1.3366351,1.2169183,1.0703664,1.2238828,1.3276575,0.86586034,1.1585323,0.53454417,0.45141006,0.94257236,1.4050769,1.0777102,1.0222776,0.7891252,0.97721475,0.85913265,1.2857537,1.2750063,0.86986375,0.8677765,1.2106211,0.8702247,0.94136626,0.66315657,1.3329145,0.2320373,1.0427358,0.52913314,1.3242406,0.9597938,0.8561456,0.7824222,1.3269696,0.90565777,0.84276366,1.020298,1.235986,1.2742167,1.2225382,0.899251,0.0,0.6437286,1.3685156,1.1562561,1.1597013,1.0356793,1.2653942,1.4807434,1.1258202,0.97979224,1.2201979,1.2441471,0.99501973
table,1.1776321,1.1144035,1.246941,0.7091266,1.2370902,1.2247502,1.3262336,0.9858686,0.397861,0.41480738,1.1639049,0.29599535,0.8465874,0.89897335,0.75099176,0.87872845,0.8857496,1.380712,0.73487866,0.49122208,1.278384,1.2814577,1.3410434,1.2466326,1.0388988,0.9416596,0.93832076,1.2055403,1.221576,0.79260916,1.1979494,0.9297077,0.9206188,0.80409205,0.4591434,1.0678239,1.4316505,0.5788372,1.0619168,1.0363929,1.0479708,0.84691393,0.8901983,0.7528726,1.3194649,1.2400303,1.027045,0.93871033,1.352252,1.335521,1.2374808,1.2087042,1.3869677,1.2833602,0.78604877,1.4500537,1.5471303,0.88239306,1.1939387,0.92873055,1.2233248,0.87627846,1.4815862,1.2844214,0.6061901,0.9198971,0.6508019,0.9380149,0.7411251,1.4293647,1.2942178,1.0093971,0.8136615,0.9290571,0.8402312,0.8860073,1.1222078,1.2784443,1.4919083,1.4602902,1.3027267,1.343662,0.76351285,1.2005063,0.7356128,0.6732371,0.7040588,1.3225832,1.0118908,1.1305698,0.7481177,1.2289071,0.78207445,1.2987472,0.9958777,0.79345894,0.96260357,1.1319975,0.8492783,0.8006872,0.89302063,1.2552501,0.57703286,1.4099822,0.9825517,1.181798,0.72168267,0.46946347,0.4407581,1.5500737,0.9904396,1.2110506,0.86493516,1.3049937,1.2846904,1.2738402,0.6997645,0.6437286,0.0,1.3449805,1.4970239,1.4135385,0.8589087,1.5441291,1.2961743,0.7013634,0.95680255,1.2433529,1.4108008,0.8815076
tape,0.81967235,1.0018376,0.80690026,1.434526,0.5330994,0.63637197,0.6690818,0.99198675,1.2704407,1.3231565,1.0142882,1.3713987,0.9897998,1.1475807,1.3146449,1.1018558,0.919947,0.5690409,1.0557637,1.2406332,0.7806912,0.52004236,0.7500104,0.58208597,1.1545713,1.1484144,0.96836495,0.93784964,0.41711456,1.301241,1.0548636,1.0036196,1.2384503,1.1045592,1.3200885,1.1424575,0.6002692,1.2815297,0.62421,0.9716386,0.8422565,1.1526126,1.0249267,1.2201946,0.68928796,0.6881056,1.2858005,0.98481184,0.8110087,0.7731278,0.7672046,1.0037146,0.70509654,0.65338516,1.1979724,0.57543033,0.74913776,1.0721327,0.7729746,1.1288834,0.7167185,1.2687169,0.50133127,0.98533326,1.3040593,0.91564256,1.4048021,1.2585003,1.2473036,0.4547224,1.1175606,1.1716144,1.153076,1.2197758,1.3225372,1.1472561,1.0471547,0.6234053,0.92395025,0.7148388,0.66918993,0.6314485,1.1840593,0.8642627,1.4688566,1.4117832,1.2775357,0.7413262,1.074607,0.95444036,1.2455515,0.93044615,1.2166554,0.8137136,0.8195668,1.065875,1.1982019,0.69992614,1.0808622,1.3380526,1.2143364,0.76539993,1.4508922,0.7242539,1.3112392,0.6502593,1.164659,1.1748455,1.249305,0.43663353,0.88426024,1.0096335,1.2341275,0.87256193,0.8057023,0.88961077,1.2174928,1.3685156,1.3449805,0.0,0.6484616,0.75694627,1.2563972,0.7734006,0.3894198,0.8510412,1.1531154,0.9100921,0.567755,1.1641123
toe,1.0269406,0.6821004,0.80529016,1.1089356,0.7085818,0.7952132,0.75776786,1.2583348,1.4872748,1.4536998,0.82536507,1.5267973,1.0645049,1.192939,1.4317205,1.183855,1.1415652,0.46736932,1.2994761,1.4441528,0.6032682,0.8412404,0.74834806,0.57141817,0.9764508,0.9995104,1.0375727,0.95529664,0.71454346,1.3355699,1.0461682,1.1433322,1.3005562,1.1583929,1.3768901,1.0990932,0.4257452,1.461338,0.71044564,1.0780847,1.0555435,1.244313,1.2890111,1.1325221,0.2838726,0.7862662,1.0930617,1.0746067,0.20074213,0.8202988,0.902507,0.5409431,0.70495665,0.97465444,1.354408,0.20681119,0.6224297,1.0330501,0.77714896,0.7770251,0.961769,0.85552186,0.43871206,0.896997,1.4408514,1.2591493,1.1815398,1.2597288,1.357888,0.575223,0.76163435,1.1622158,1.1965244,1.206577,1.1469477,1.3354088,1.1379898,0.41052002,0.69721234,0.26317215,0.4263016,0.4891283,1.3318818,0.84938824,1.2645793,1.1754178,1.29932,0.6543235,1.0007135,0.9232919,1.3000972,0.85713524,1.1664541,0.8630705,0.97766757,1.0478243,1.2063487,1.0367872,1.274544,1.2801203,1.245033,0.9629304,1.2326075,0.40424514,1.0240043,1.0956692,1.271668,1.5024981,1.4081905,0.17554724,0.9703941,0.8039812,1.3259628,1.00537,0.82346475,0.8443389,1.2421342,1.1562561,1.4970239,0.6484616,0.0,0.35064352,1.2361298,0.7075337,0.65506357,1.2625524,1.1673377,1.0080538,0.18699825,1.1893053
tooth,0.9667157,0.83191264,0.87245524,1.1849742,0.7944647,0.8506475,0.86753774,1.2431283,1.381433,1.3989447,0.9110548,1.4299345,1.1524496,0.99475,1.3428254,1.0698371,1.0969585,0.7209484,1.2278754,1.2966493,0.6436206,0.967586,0.9219472,0.7480631,0.9960899,0.9978352,1.1735303,1.0153518,0.8035258,1.3282908,1.1194096,1.1040626,1.0976171,1.1452166,1.3602765,0.9588545,0.53059566,1.389525,0.8512392,1.0308619,1.1699646,1.226335,1.1704563,1.1835299,0.46334338,0.7777487,1.053339,0.99639225,0.45999485,0.90654284,1.0098277,0.6931672,0.67245215,0.8581253,1.246362,0.42384887,0.7590331,0.9725047,0.68255,0.9432995,0.8618148,0.970775,0.66582495,0.96933186,1.3437766,1.1971763,1.2050941,1.0453008,1.2660553,0.7719025,0.896134,1.0352231,1.1354413,1.1013408,1.0811814,1.2619154,1.0359179,0.60966706,0.6989839,0.49076265,0.5900639,0.567714,1.2620962,0.7983239,1.2501972,1.2051783,1.1893328,0.6856984,0.9852098,0.81500447,1.1549174,0.8406379,1.0004274,0.9190641,1.0091536,0.96050215,1.1807386,0.99001604,1.2317187,1.0945001,1.2660998,0.85779494,1.287983,0.6356555,1.0975469,1.103601,1.179563,1.3589542,1.3598626,0.37496912,0.9594807,0.90815234,1.2197577,0.83862996,0.88497066,0.89868426,1.2866838,1.1597013,1.4135385,0.75694627,0.35064352,0.0,1.1082346,0.75738305,0.8316228,1.1843275,1.1836858,1.1150317,0.4400146,1.0825771
toothbrush,0.97605896,0.9117874,1.0427078,0.77143246,1.2779044,1.1164784,1.008772,1.068767,0.8750425,0.9489629,1.0556346,0.89016896,1.1096362,0.75891006,0.92754376,0.99052095,0.94799334,1.263962,0.99460644,0.82125336,1.1209086,1.1429724,1.2400025,1.3396671,0.8271116,1.0881499,1.1903931,1.0994351,1.3056388,0.9836945,1.0739455,0.94093204,0.6339644,0.96109205,1.0116055,0.9841272,1.1841199,0.9155543,1.1765299,0.9969241,1.0526438,0.9288191,0.9086818,1.0925457,1.2011098,1.1601055,0.74656683,1.0919869,1.1064686,1.2740843,1.1606919,0.97958213,1.0985279,1.0941163,0.83195746,1.3054749,1.1582372,1.0373603,0.9528819,0.99346733,1.0965742,0.7492308,1.3907694,0.98396844,0.8566961,0.96052074,0.94728816,0.36297333,0.75729036,1.1508237,1.003836,1.0326184,0.90763456,1.0691881,0.77647126,0.99882287,1.0194772,1.2855443,1.0313399,1.1889151,1.2831621,1.2703553,1.0145524,0.97408026,0.7166644,0.94998455,0.8279867,1.1172764,0.77509,1.0812106,0.9470994,1.2841079,0.96179104,1.2804499,1.0647285,0.86876106,0.8283094,1.0483732,1.0296925,0.79147714,0.84106,0.57568836,0.92401576,1.1742258,1.0424621,0.9273552,0.85386777,0.76580715,0.81373745,1.3492467,1.0770043,0.98736537,0.91424537,0.6646303,0.8354088,1.1139126,0.83238053,1.0356793,0.8589087,1.2563972,1.2361298,1.1082346,0.0,1.0597057,1.2277517,0.9430168,1.0601766,0.9208872,1.3120584,0.8836571
towel,0.9724295,1.0189967,0.9852841,1.260204,0.9274361,0.8765542,0.6824459,0.81403387,1.472559,1.3371627,0.8773849,1.4819407,1.0405116,1.1691084,0.805736,1.2144812,0.8306875,0.5753125,1.2914014,1.2157681,0.99154216,0.6025243,0.4550711,0.80046487,1.1855052,1.0724019,0.7658061,0.80139697,0.8437828,1.0789592,0.6839597,1.2345481,1.0407058,1.0530857,1.3036004,1.1218187,0.6713704,1.192303,0.87413746,1.0868715,0.9313615,1.0635681,1.0799586,1.2019354,0.9983826,1.0346649,1.1060524,1.0275383,0.9239797,0.77009475,0.7753811,1.0071422,0.57007027,0.83791333,1.2203106,0.7498212,0.44352388,1.0975084,0.84304833,1.2404603,0.7889598,1.2832172,0.55915093,0.84387237,1.1785488,1.0175161,1.2195766,1.0075514,1.1036552,0.5380868,0.8719295,1.0100043,1.213083,1.2334616,1.1181463,1.142046,1.1220068,0.83984053,0.17560446,0.7812067,0.8005315,0.8423478,1.1204928,0.86290145,1.0953784,1.2314103,1.0697614,0.69674075,1.113703,0.9682788,1.0773209,0.57197845,1.1699458,0.8179052,0.9793235,1.2304286,0.88732904,0.8675272,1.0080639,1.287199,0.8538532,0.6779241,1.3238606,0.6712743,0.9261916,0.7620505,1.1848291,1.3790481,1.3637137,0.570943,1.1137493,0.64370525,1.2572763,0.73108745,0.79110837,0.9318572,1.262569,1.2653942,1.5441291,0.7734006,0.7075337,0.75738305,1.0597057,0.0,0.665486,1.0109496,1.1139444,0.6597536,0.8006193,0.95249003
toy,0.9207383,1.1820756,0.68230397,1.505235,0.5198477,0.51213956,0.54805815,0.9591839,1.4232575,1.2389438,0.95484865,1.4990631,0.9000673,1.1185575,1.2462555,1.1393878,0.6800145,0.29456073,1.1616982,1.1512594,0.96375906,0.5436782,0.71671104,0.28075176,1.0192822,1.2523013,0.88954777,0.8905596,0.4551673,1.2195908,1.1071382,1.1983175,1.317503,1.173114,1.2625703,1.0823874,0.3705336,1.2080681,0.3708536,0.988767,0.64098316,1.2047753,1.2089514,1.191778,0.88846,0.79960835,1.3033073,1.0079236,0.9244551,0.73317176,0.5210309,1.2503463,0.6711451,0.66400886,1.1743233,0.54986894,0.7670553,1.1601956,0.58553827,1.2445247,0.58808106,1.3776829,0.31811595,0.9640328,1.3440878,0.9169864,1.4948993,1.4077346,1.1802354,0.40404534,1.1909724,1.1167853,1.1867847,1.2123644,1.375923,1.1999412,1.0445908,0.37953967,0.891975,0.90344626,0.6453754,0.50978124,1.2806579,0.8742466,1.523582,1.5038819,1.2554278,0.5443085,0.8987872,1.1418952,1.1756803,0.82337266,1.1243409,0.6922723,0.7310933,1.1065028,1.1534846,0.73002434,1.1166883,1.2549148,1.1978498,0.64585626,1.5352612,0.8957573,1.3540415,0.6460004,1.2000811,1.3760654,1.1342546,0.40488303,1.1514144,1.106956,1.2680197,0.9811249,0.77787125,0.81303996,1.1989641,1.4807434,1.2961743,0.3894198,0.65506357,0.8316228,1.2277517,0.665486,0.0,0.73236346,1.1105804,0.81958175,0.56528926,1.1952356
tray,0.9289038,1.0826147,1.0393318,1.1980393,1.0658772,1.0061934,0.9264276,0.71621484,0.84704244,0.74564326,1.3150157,0.9052557,0.8846333,0.9875877,0.8513215,0.92658335,0.4203639,1.1024374,0.76377416,0.5483005,1.1037831,0.8317647,1.0705799,0.9713434,1.0779139,1.2315655,0.95718634,0.88986063,1.0130545,0.94767004,1.1433032,0.9767056,1.0078396,0.99430066,0.84275174,0.9979339,1.1518068,0.7435632,0.86409986,0.81613326,0.7027685,1.0964196,0.89272654,0.98318934,1.2339305,1.0268159,1.0919307,0.94938976,1.2842939,1.0403155,0.98264945,1.1823782,1.0808468,0.82217354,0.88735384,1.2734327,1.2230713,1.1807498,0.7458661,1.1763527,0.8262016,1.104998,1.0963848,1.121945,0.98680604,0.8468256,1.2148283,1.100581,0.778129,0.98888576,1.3250943,0.935953,0.9393435,1.0353451,1.0595841,1.0994436,0.9784529,1.1316091,1.1235949,1.3264582,1.2442526,1.0951074,0.90898836,1.0111781,1.2201895,1.2509866,0.8453785,1.098882,0.9442366,0.9581752,0.9230672,1.0196891,0.8639358,1.2042755,0.734725,0.9510259,0.88492477,0.6297492,0.91852343,1.0416692,1.0289729,0.7990085,1.1731424,1.1776049,1.2626153,0.6630633,1.0518988,0.7456995,0.75157225,1.1618458,1.103227,1.0623748,0.89301157,1.0196507,1.0705544,1.0871085,0.9613074,1.1258202,0.7013634,0.8510412,1.2625524,1.1843275,0.9430168,1.0109496,0.73236346,0.0,1.1138786,1.0539355,1.2811441,1.0925934
tree,0.99683815,1.1703945,1.0425484,0.96442574,1.0428352,1.0292993,1.1031842,1.0136834,0.9412806,0.92627347,1.0088401,0.95285785,1.0152465,1.0208838,0.93948627,1.0631198,1.038712,1.0664309,0.974477,0.9579882,1.1398299,1.1295273,1.0526367,1.0920107,1.0569193,0.99598396,0.9940657,1.0869963,1.046435,0.98509043,0.95045495,1.0150772,0.937256,0.8666795,0.8947992,0.9609228,1.132128,0.9304829,1.1141242,1.0134722,1.0194688,0.90234435,0.9899149,0.9925958,1.1912231,1.1023978,1.044924,0.9878811,1.1751745,1.095143,0.83550584,1.0976785,1.0845375,1.0863578,0.9269445,1.1476618,1.1155815,0.94108474,1.1138705,0.9613436,1.0832219,1.032167,1.1370909,1.0214761,0.9070627,0.9280206,1.0299834,1.0963424,0.93021345,1.056648,1.0378224,0.9224361,0.9144771,1.021783,1.0264148,0.89263546,0.9399859,1.1113347,1.1673043,1.0989064,1.1105987,1.1250519,0.9202773,0.9709365,0.96696734,1.0051266,0.93846244,1.0694836,1.0244344,1.1530738,0.91713893,1.1306144,0.9965361,0.72456604,1.016696,1.0905492,1.0770301,1.0562146,0.95949787,0.79856825,0.8722333,1.1228029,0.93766236,1.1134598,0.97963727,1.017787,0.9801305,0.9734968,0.9416186,1.2198462,1.1255842,1.0719278,0.92658186,1.1832962,1.0130762,1.0034425,0.9115802,0.97979224,0.95680255,1.1531154,1.1673377,1.1836858,1.0601766,1.1139444,1.1105804,1.1138786,0.0,0.9407724,1.1116661,0.8011464
vacuum,1.0321171,1.0587194,0.997416,1.2498503,0.9257798,0.825532,1.0606468,0.7361443,1.3105154,1.1203338,0.95340466,1.1327976,1.2242498,1.0901005,1.0867199,1.220557,0.878475,0.73050934,1.2210157,1.05153,1.3100467,0.63826954,0.45385253,0.94635755,1.1620007,0.97581166,0.5423655,1.0833479,0.9480618,0.91091216,0.63418794,1.0688598,1.0633942,1.0256876,1.1282136,1.1539751,0.8772286,0.9706315,1.01977,1.1091255,0.95284134,0.63387644,0.7185625,1.1251129,1.2218912,1.1565907,0.8730361,1.1052791,1.1213994,1.0499544,0.81760347,1.2126312,0.63914263,1.0108688,1.1037524,0.9364245,0.79359674,0.94484407,1.0884904,1.1467159,0.9269874,1.2429451,0.7395928,0.8545964,1.0782732,0.8172018,1.2077005,0.8506131,0.89007735,0.55390894,0.88655335,0.88473797,1.2832781,1.160402,1.3350878,0.8768264,1.0847092,1.0200642,0.6933984,0.93288916,0.9553573,0.9966379,0.8236501,0.9720657,1.3153071,1.130804,1.0521733,0.74531734,1.0466583,1.1467316,1.2564316,0.84092593,1.2101554,0.67271435,1.0732379,1.3805001,0.9125909,0.7135874,0.6682021,1.0969168,1.078236,0.7815261,1.2528949,0.9418052,1.0836399,0.7625779,1.0177006,1.1531129,1.1227071,0.9192362,1.09848,1.0662498,1.2146335,0.74718153,0.6056849,0.92879885,0.9360728,1.2201979,1.2433529,0.9100921,1.0080538,1.1150317,0.9208872,0.6597536,0.81958175,1.0539355,0.9407724,0.0,0.95468664,0.7828346
watch,1.0236443,0.8832015,0.84856254,1.2180082,0.5773607,0.74970746,0.7610947,1.1990448,1.4203494,1.3996277,0.6550198,1.4684227,1.036984,1.1005422,1.4632056,1.182101,1.0728748,0.3355248,1.2760091,1.3722144,0.7687077,0.83738,0.6949731,0.37562126,1.1248419,0.9396428,0.91918194,0.9990069,0.5479812,1.3133072,1.1225222,1.1244793,1.2456052,1.1958866,1.3671373,1.2039864,0.26720834,1.4189483,0.58484364,1.1391152,1.1629934,1.2642405,1.266938,1.1704051,0.41873252,0.814191,1.1736723,1.0884062,0.4033271,0.87350285,0.84729207,0.76957065,0.6230221,0.97653615,1.3577347,0.08108008,0.738219,0.9550751,0.7721958,0.89082944,0.9500361,1.1048034,0.3198663,0.91537815,1.3237739,1.2634641,1.2345245,1.2494552,1.3552976,0.5439961,0.7986262,1.1572785,1.2570016,1.2339402,1.36727,1.2348601,1.1936116,0.24567592,0.8109082,0.2904353,0.26970053,0.46287084,1.2763917,0.88263017,1.3566958,1.2473311,1.313092,0.49752897,1.0564278,0.99730676,1.3205556,0.8599808,1.0950084,0.70804465,0.8915884,1.154226,1.2546296,0.93556803,1.2809215,1.2339567,1.297007,0.92312753,1.3174145,0.4778831,1.1099566,1.0902183,1.1881131,1.4422991,1.3418143,0.15822911,1.0431166,1.0514066,1.3745117,1.0422642,0.8825736,0.9031765,1.1624424,1.2441471,1.4108008,0.567755,0.18699825,0.4400146,1.3120584,0.8006193,0.56528926,1.2811441,1.1116661,0.95468664,0.0,1.1416568
