,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bear,0.70111686,1.1250298,1.1735456,1.0682476,0.87828183,1.0291932,1.1639198,1.2411869,1.1227903,0.92984104,0.0,0.8078759,1.1970071,0.9484995,0.755818,0.9654004,0.78708416,1.0794537,0.99057865,1.3164566,1.3366225,1.0133511,1.2131383,1.0047233,1.2616487,1.0015835,1.2201188,1.0092089,1.0822468,0.5286248,1.0911776,1.0504836,1.0849888,0.92328525,0.94075483,1.0784314,0.8070552,1.1680222,1.1703453,0.9653115,1.089989,1.2079183,0.8307553,1.3167553,1.1104088,1.062365,0.49627703,0.87827265,0.96761423,1.1474423,0.9921508,1.157712,1.223681,0.6696955,0.9221156,0.82037216,1.064857,0.9840413,0.9904174,1.1058804,1.177779,1.2483011,0.99648553,0.9322385,0.81194675,0.86195636,1.0214183,1.0788155,0.5673644,1.074511,0.87076485,1.1295519,0.93813485,1.1813419,0.81111205,1.0560243,0.85803264,1.1949496,0.82403815,1.2546368,1.2162738,1.1967131,0.94026303,1.0812342,1.1308355,0.72865415,0.89289653,0.92668796,1.0176682,1.147882,1.1387764,1.1107051,1.088799,1.1219666,0.99561435,0.8209381,0.7871188,0.8491577,0.8316207,0.88086504,1.2220962,1.2262788,0.94854355,1.2179811,0.8120847,0.82746327,1.1645858,0.9935111,1.2567647,0.73605174,1.122773,1.1665562,1.1144801,1.2016232,1.0612264,1.0711845,1.0796096,1.0265201,0.9460817,1.1717592,0.8639406,1.0738223,0.9656668,1.2707098,0.87960464,1.027646,0.9087976,1.1043556,0.8276578,1.220167,1.0778248,0.98132765,1.2719083,1.1779535,0.9693687,0.84430486,0.87074924,0.8685141,0.89408624,1.1983439,1.1549774,1.2362227,1.2159438,1.1683586,1.0852923,1.1159585,0.9266628,0.93341446,1.193185,1.1863056,0.8680332
bed,0.7092119,1.2883122,1.526628,1.0635343,0.54233766,1.3104568,1.311723,1.4530566,0.9073183,0.52971065,0.8078759,0.0,1.4713334,0.5246787,0.54207087,1.1056913,0.08439523,0.8190156,0.6076013,1.3637757,1.426063,0.6735721,1.4639571,0.8951499,1.1643932,1.2299333,0.96545136,0.96303576,1.374897,0.7208523,0.86324835,1.00222,1.0098906,0.4208002,0.8599316,1.0716863,0.43025923,1.3481289,1.4089214,0.5542807,1.1932139,1.4942136,0.2615463,1.4210641,1.3817539,0.87650377,0.7609819,0.9191675,0.6271269,1.1655312,0.9131384,1.4269257,1.4889579,0.57817096,1.1852434,0.85811657,1.2997086,0.7906153,1.322993,1.187901,1.4588141,1.3318344,1.2665353,0.7855586,0.8160383,0.4604481,1.3092979,1.2354958,0.8434147,1.2850657,0.8592265,1.1715412,0.913477,1.4310344,1.0218561,0.8238831,0.53144926,1.2112095,0.50106084,1.2904608,1.0400133,1.3118103,0.95252097,1.2295266,1.1205415,0.7202004,0.6308225,1.00265,1.2787778,1.4990368,0.8461009,1.2481203,1.3374724,1.4808851,0.6475097,1.1003199,0.43170834,0.58746123,0.41893572,1.2638204,1.4605744,1.5135328,1.1681073,1.5349418,1.0257252,0.3588035,1.1390195,0.86866367,1.0470632,1.1237439,1.2143159,1.4763944,1.0379395,1.1157196,1.4412363,0.92365783,1.4035864,1.103257,0.8514145,1.3726972,0.63107884,0.9423799,0.713076,1.1039473,0.47373718,0.751335,0.6170423,1.4417307,0.91268575,1.366549,0.90010154,0.88247526,1.4341946,1.3734407,1.1042291,1.188968,0.78042924,0.5308355,0.4593464,1.52737,1.4618378,1.3684659,1.3312185,1.0264772,1.2982075,0.7415274,0.82293355,0.7499144,1.0440708,1.5025406,0.5374574
belt,1.3187897,0.70757186,0.5489516,1.0321536,1.3541452,0.9243325,0.773298,0.7150586,1.067721,1.3723027,1.1970071,1.4713334,0.0,1.1293936,1.3547221,0.8284372,1.4245992,1.2682842,1.2536404,0.60329163,0.5288391,1.3112105,0.7682556,1.0895993,0.98263043,1.0748935,0.85727924,1.0319165,0.47024405,1.1074313,0.8626772,1.3191187,1.0315714,1.4053653,1.0531275,1.165391,1.3461919,0.9873958,0.8084518,1.2231275,1.116811,0.21380955,1.5376618,0.54190606,0.50497895,1.307245,1.3870158,1.1954819,1.3089769,0.80684197,0.9731599,0.43693984,0.6759948,1.1162233,0.645375,1.1332619,0.69944155,1.1338367,0.6473848,0.9428903,0.490785,0.68338156,0.8842555,1.1700449,1.2435727,1.4257674,0.442706,0.70089,1.0185603,0.7033658,1.1026154,1.0650487,1.1514585,0.39295173,1.0635749,1.1806284,1.326768,0.94690245,1.2784374,0.6770272,0.9377702,0.63083136,1.1695673,1.0209959,0.9226959,1.330163,1.2767307,0.99357426,1.1120511,0.26789373,0.9868214,0.5977534,0.523245,0.434752,1.2891606,1.0465558,1.4173174,1.2905824,1.4767635,1.0506184,0.2276659,0.23252058,0.9846357,0.8185935,1.1437966,1.1464163,1.119069,1.2143443,1.0925744,1.1299661,0.8596103,0.627938,1.0493486,0.8306879,0.7500699,1.1056893,0.8410683,1.1342021,1.032551,0.7086066,1.2989726,1.1026354,1.1761655,0.9761746,1.4381379,1.2588372,1.2130032,0.44846535,0.9935795,0.74028933,1.0781538,1.364039,0.63695836,0.70707357,1.0560629,1.0644543,1.3158836,1.3849411,1.4533037,0.56460315,0.437756,0.41884232,0.42567348,0.7147839,0.7910365,1.4287786,1.1924568,1.3479346,0.892607,0.3206426,1.338935
bench,0.87360966,1.2382504,1.3792235,1.2180288,0.7194353,1.0610358,0.95999813,1.1581701,0.98156375,0.6947584,0.9484995,0.5246787,1.1293936,0.0,0.84818137,0.95125484,0.52929956,0.8277374,0.82153815,1.151311,1.0517802,0.8289751,1.3911003,0.9045093,0.9798161,1.2667283,0.59984565,0.756969,1.0160869,0.7759854,0.58967596,1.1065204,0.9959723,0.68516123,0.8904333,1.0978531,0.40394437,1.3717692,1.2437538,0.69104046,1.2189876,1.12226,0.56405395,1.1756337,1.2056422,0.8945186,0.97879905,1.1893297,0.7310091,0.8442257,0.9978551,1.139399,1.359576,0.7329692,1.1201651,0.99632716,1.1697149,0.9367006,1.0598032,1.1826605,1.3045328,1.0961788,1.1676002,0.9898573,0.98651403,0.7413321,1.2247299,1.0319861,0.88804543,1.0712948,1.0242682,1.2432058,0.9642107,1.2468708,1.1164626,0.78775907,0.80305463,1.1520519,0.7437563,1.0262437,0.79067713,1.131476,1.088792,1.1553711,0.866967,0.77433515,0.71757245,1.0711676,1.309032,1.3092397,0.8628965,1.0035,1.2410046,1.324499,0.69311565,1.2303159,0.80539644,0.74721766,0.7724649,1.2648844,1.1009562,1.0913168,1.2114531,1.4110103,1.163413,0.44187278,1.2595869,0.99512285,1.0501606,1.1861422,1.1630954,1.3697352,0.97167623,0.9868357,1.2303437,0.99468243,1.3379757,1.0854173,0.8177935,1.2175528,0.81016386,0.9971191,0.8030237,0.9769752,0.7313751,0.72661275,0.6803863,1.2333515,0.86379015,1.1093211,0.6994514,1.0387884,1.1214912,1.1216937,0.92812854,1.2951293,0.90997195,0.8121584,0.7750696,1.2184747,1.3188919,1.1497924,1.1128523,0.9284559,1.1397808,0.8028405,0.99648064,0.85879683,0.8398404,1.3482904,0.742949
bib,0.6580217,1.0225265,1.427448,0.8473086,0.5298696,1.0787241,1.335796,1.2556059,1.251857,0.85331774,0.755818,0.54207087,1.3547221,0.84818137,0.0,0.9468803,0.52664757,0.8466818,0.7882668,1.4609777,1.5109061,0.91323483,1.4042499,0.9166527,1.3369646,1.1263937,1.226372,0.88132703,1.085703,0.73651814,1.0479684,1.072045,1.114063,0.7391707,0.863914,1.193449,0.56694657,1.3870592,1.1879274,1.0336828,1.1186349,1.441648,0.5995866,1.5261862,1.334779,1.0355463,0.654256,0.48050427,0.9169423,1.1914657,0.7989387,1.104856,1.4211546,0.8011963,0.9883149,0.6817708,0.9699182,0.86766887,1.0975872,1.2902064,1.203539,1.4952643,1.0805084,0.78733397,0.7254424,0.8069329,1.0192384,0.92943954,0.8719279,0.94867146,0.6486503,1.1460189,0.577871,1.3644655,0.98595816,0.8364529,0.58814013,1.3499577,0.40536964,1.4863803,1.3690525,1.5022831,0.8976296,1.1401998,1.3680708,0.37149084,0.6886247,0.8721591,1.1089805,1.3537849,1.1233904,1.072099,1.1757061,1.3552388,0.9711785,1.1583726,0.13812828,0.57265806,0.5953033,1.1589661,1.4357527,1.406698,0.99036294,1.4163051,1.0099105,0.71543187,1.1980634,1.0264474,1.2381556,1.0347462,1.0751045,1.2823262,1.0535316,1.2951062,1.3080386,1.2860155,1.3593817,1.0197483,0.7200037,1.3705727,0.5042286,0.82669044,0.57766986,1.2170717,0.8177809,0.99931616,0.6780174,1.195986,0.86702776,1.5303068,0.9241257,0.95123833,1.5551527,1.3799114,0.89875704,0.9285953,0.7066787,0.5197233,0.79010665,1.4656136,1.1300362,1.0899074,1.3410863,1.2223163,1.1722276,0.955537,0.80306095,0.87290525,1.2041115,1.3121433,0.88127804
bird,0.67122257,1.0151495,1.0387613,0.91748136,1.1645501,0.9161371,0.9814373,0.9383875,1.0822983,1.1137835,0.9654004,1.1056913,0.8284372,0.95125484,0.9468803,0.0,1.0274897,0.9776614,1.1382697,1.1794972,0.92062795,1.1047089,1.0269408,0.8674696,1.1310244,1.0051783,1.0127103,0.87681115,0.7039053,0.8528318,0.865584,1.0872391,1.0461972,1.1169858,0.8278419,1.1918844,0.9651131,1.0975521,1.0856404,1.0814507,1.0612109,0.9636899,1.0887482,1.0954627,0.8961268,1.1640781,0.8263097,1.1535714,1.1472692,0.9365784,0.9476112,0.8958301,1.1098111,0.9898715,0.69414616,1.0696818,1.0032037,1.1438341,0.49140573,1.1075838,1.0252806,1.0575832,0.7077271,1.1110518,0.85348916,1.184722,0.8950024,0.83002484,0.9088721,0.91712004,1.0352423,1.109275,1.0147722,0.94287306,0.86950624,0.9021725,1.1064728,1.1632364,1.0914809,1.1081561,1.135673,1.0306178,0.94521785,1.0222214,1.1734141,0.76326,1.0003893,1.0539917,0.9011863,0.9847785,0.9965759,0.8601503,0.9468743,0.9944956,1.1351917,1.0466119,1.0888056,0.9216383,1.1195241,1.0320551,0.89339554,0.9364388,1.0356591,1.0103401,0.91232145,0.8635292,1.1277112,1.0767367,1.1105218,0.89702773,1.0286598,1.0195055,0.8503325,0.9599666,0.88845927,1.2295,1.035425,0.83650386,1.047751,1.0050067,1.0081561,0.83415914,0.9006279,1.0931853,1.1453819,1.0246294,1.0031973,0.8088491,0.95172256,1.1433468,1.0270847,0.9967655,0.99106216,1.046224,0.8460125,1.0507021,0.99350053,1.0595282,1.2413949,0.91523904,0.97422403,0.8418102,1.0747603,0.89886725,1.0595183,1.1774703,0.8358525,1.1598407,0.99296886,0.9376072,1.1409835
blanket,0.7120365,1.2392752,1.4971398,1.0580943,0.6326983,1.2351389,1.2803409,1.3855817,0.9046664,0.6525024,0.78708416,0.08439523,1.4245992,0.52929956,0.52664757,1.0274897,0.0,0.8260375,0.6392383,1.3549466,1.3923433,0.69056726,1.3950033,0.9111282,1.1785579,1.193138,1.0322727,0.9835398,1.2992835,0.7577484,0.8741856,0.9936658,1.0454804,0.50830674,0.88444024,1.092946,0.4174099,1.2882507,1.3563632,0.61395025,1.1221482,1.4532394,0.36069596,1.411393,1.3272166,0.87540627,0.79325557,0.90200156,0.7638994,1.1365843,0.95365477,1.3768375,1.4314373,0.6261059,1.1175206,0.9339715,1.2422884,0.9046547,1.2258404,1.2222451,1.3888075,1.331857,1.1538804,0.78298235,0.7519178,0.6029769,1.279302,1.1158739,0.83624005,1.1561475,0.92057604,1.1346657,0.90484405,1.4070036,1.0241603,0.81329226,0.6267196,1.2123322,0.5824503,1.3215508,1.1089518,1.3316815,0.93640983,1.1681197,1.1185814,0.6570744,0.7054011,0.99699473,1.1741221,1.4493003,0.78828424,1.138291,1.310472,1.4653816,0.73904014,1.0994581,0.4582957,0.62742054,0.47074544,1.2430503,1.4341044,1.4698296,1.1531382,1.4726338,0.98258346,0.22643185,1.1256953,0.9514965,1.0675776,1.1227447,1.1705792,1.452805,1.0122546,1.1144569,1.3638966,1.0240858,1.3821238,1.0487247,0.8900449,1.3775485,0.71249044,0.89684737,0.72073287,1.134875,0.6089915,0.79537046,0.69113886,1.3651712,0.9384096,1.2719469,0.8943441,0.87113583,1.4196439,1.3636122,1.0898198,1.1539693,0.7589946,0.6135406,0.62265164,1.4368067,1.4001485,1.290942,1.329171,0.90771925,1.2204627,0.7577797,0.840178,0.7981248,1.0651431,1.4597652,0.7047049
boat,0.82961094,1.1852796,1.1308566,0.89013845,0.85391784,1.0423563,1.0519923,0.8926419,1.0103737,0.82474947,1.0794537,0.8190156,1.2682842,0.8277374,0.8466818,0.9776614,0.8260375,0.0,0.68169636,1.2200062,1.0146788,0.722161,1.1064341,0.7881125,1.0128449,0.86566556,1.0259961,0.9519568,1.0835971,1.0591822,1.1791195,0.82702416,1.0254538,0.9326177,1.1229346,1.0020607,0.85145307,1.0182912,0.96274877,1.0208663,0.8202544,1.2151022,0.8270842,1.2240316,1.3091938,0.78687227,0.9859475,1.1103554,1.0174665,0.89626867,1.1665819,1.2603121,1.2468488,1.074515,1.1495907,1.0672281,1.1022606,1.0163544,1.0517708,1.0707984,1.2990499,0.9849386,0.9107448,0.9063424,0.8918848,0.94861364,1.2270955,1.2079704,1.0725785,0.8876732,1.0711418,0.99507505,0.89165187,1.3186903,1.0515834,0.81706035,1.0380054,1.024982,1.0116922,0.936338,1.1105111,1.2280442,0.72820586,1.0234599,1.2030218,0.87889284,0.830857,1.0214616,0.89443517,1.3535107,1.034,1.0860488,1.2346739,1.2776725,0.9331391,1.1660788,0.8909459,1.0508597,0.6731313,1.1291555,1.2371771,1.1933305,1.1160228,1.0485697,0.9734375,0.87807286,0.84774345,0.93856,0.66312754,1.0114713,1.2064387,1.3144584,1.0212808,0.996369,1.1101528,1.1468725,1.1228693,0.5152736,0.9987455,1.2131027,1.0570815,0.83032465,1.0745158,0.8925927,0.9799308,0.8109771,0.70665854,1.280078,1.1133026,1.1270789,0.99993867,0.49140918,0.96465284,1.266566,0.78398573,1.0886998,0.8774351,1.0381846,0.7031716,1.1342139,1.3241924,1.1132364,1.1988176,1.1764064,1.0186131,0.5875578,0.87226963,0.84126204,1.0456417,1.2469474,0.99982405
book,0.64915764,1.2724029,1.1748112,1.1004108,0.9471889,1.1689484,1.1074185,1.204271,0.8044904,0.8595405,0.99057865,0.6076013,1.2536404,0.82153815,0.7882668,1.1382697,0.6392383,0.68169636,0.0,1.0440445,1.1120807,0.2991904,1.2125078,0.95949787,0.9834297,0.7997997,0.9239395,0.913907,1.2226589,1.1203349,1.228441,0.9756036,0.8450371,0.84879005,1.2165344,0.95410144,0.80423707,1.1118675,1.1222174,0.98651487,0.91189915,1.1214856,0.79591405,1.1474885,1.1468308,0.9033635,0.8991024,0.8567687,1.0525604,1.0375485,1.1308959,1.328088,1.24065,1.1571057,1.2512786,1.0454744,1.2462826,0.6450546,1.1104515,1.0297967,1.295059,0.97896653,0.8870387,0.5244655,0.741415,0.7801889,1.2604508,1.2963536,1.0978165,0.91604716,1.1323346,1.0191972,1.0640914,1.2178273,0.8483722,0.98681855,1.0684812,0.9110943,0.95960987,0.92969245,0.9331521,1.0805917,0.9485387,1.1862766,1.0595654,0.9983957,0.7890166,1.081464,1.1192396,1.2944497,1.0406463,1.1930168,1.2562306,1.2325302,0.9078597,1.077733,0.8375261,1.1442668,0.28497267,1.2542684,1.1174648,1.1470826,0.9711525,1.2790315,0.7643519,0.8304906,0.82593,1.0360342,0.83946383,0.81450355,1.308077,1.3847148,1.043128,0.8662989,1.2087228,0.9520648,1.0536978,1.0595889,0.992381,1.1009881,1.1322567,0.8842864,1.2107043,0.91590565,0.96722555,0.95367646,0.7634101,1.2820795,1.037881,1.0846518,1.0218079,0.95202225,1.0851305,1.2660644,1.1624087,1.0740864,0.8574375,1.0302774,0.7480732,1.1565073,1.3573289,1.196931,1.0625064,1.1490759,0.8097278,0.69320977,0.78493905,0.8708913,1.0020818,1.2216306,0.953862
bottle,1.4360206,1.006358,0.67730963,1.2250447,1.3195808,1.0005426,0.6827623,0.88642335,0.7348155,1.2458832,1.3164566,1.3637757,0.60329163,1.151311,1.4609777,1.1794972,1.3549466,1.2200062,1.0440445,0.0,0.44615304,0.98834103,0.80675185,1.0744807,0.34090692,1.0128849,0.5582607,1.0900683,0.91171026,1.306481,0.8433647,1.1450096,0.9074656,1.166939,1.1199498,0.6591129,1.3513894,0.9028039,0.92742187,0.9275169,1.0666571,0.5478889,1.3305562,0.13197827,0.6122023,1.0728943,1.3873069,1.108943,1.0991427,0.91029024,1.162492,0.9050931,0.62469226,1.2147641,1.189297,1.3175397,1.1095787,1.017667,1.0188086,0.7602997,0.7994797,0.64581555,1.0665404,1.1785693,1.2623187,1.0969,0.98822707,0.89725596,1.249147,0.97852707,1.3387564,0.9974047,1.3455017,0.5555351,0.9839186,1.1518524,1.3188231,0.40304917,1.3638945,0.6606831,0.54663074,0.6126412,1.2064747,1.045583,0.4276653,1.4769479,1.2916739,1.2032444,1.0976844,0.66204226,0.83585393,0.8478619,0.9260567,0.67857087,1.0104617,0.7963362,1.4286847,1.3582972,1.3624917,0.949824,0.5634979,0.6212335,0.98521686,0.83474326,1.0663366,1.2422128,0.9737265,0.89893454,0.9704082,1.045305,0.9652756,0.78995335,0.7136376,0.6302264,0.890877,0.68199164,0.68880624,1.1512593,1.1609706,0.578312,1.3751241,1.1385517,1.2740858,0.73938155,1.2062361,1.1015557,1.2519971,0.79709375,1.0936085,0.5476188,1.0500389,1.2259774,0.60469186,0.59018874,1.1446624,1.0896966,1.1231319,1.3552217,1.18064,0.58079195,0.88432074,0.82888544,0.47546577,0.64123726,0.6967188,1.0913658,1.2369387,1.204235,0.52712464,0.64743066,1.2049363
bowl,1.4080377,1.0873936,0.46141863,1.2011926,1.474397,0.7777262,0.5005028,0.5126997,0.78041553,1.1701953,1.3366225,1.426063,0.5288391,1.0517802,1.5109061,0.92062795,1.3923433,1.0146788,1.1120807,0.44615304,0.0,1.1441364,0.6068288,1.1261847,0.53559417,0.99156356,0.62572074,0.96052676,0.70289946,1.300256,0.9191433,1.1200807,0.92963684,1.400692,1.2087352,0.77313375,1.3718138,0.79480267,0.740628,1.054357,1.05478,0.4004324,1.4289398,0.31538832,0.5791415,0.9187012,1.4703639,1.1841282,1.3435495,0.8483137,1.1840032,0.92774284,0.5127989,1.2420788,1.1255773,1.4192226,1.1134008,1.1422411,0.7376685,0.8804015,0.8065754,0.50273955,0.8773783,1.2480391,1.33711,1.309734,0.9510893,0.82573473,1.2551644,0.83827275,1.4800918,0.95008874,1.427073,0.48026264,1.1034142,1.2753646,1.4746368,0.662117,1.4358966,0.51180935,0.81679416,0.50912505,1.1194752,0.8443556,0.683248,1.4910791,1.2542253,1.2395011,0.92982215,0.59811544,0.822727,0.8864877,0.9895208,0.47536123,1.069434,1.0106542,1.5194373,1.4606414,1.5022802,0.94747543,0.41402596,0.46576452,0.96608156,0.5843174,1.1419718,1.1973166,0.8628603,1.063261,0.694958,1.0938962,0.899554,0.6678273,0.9328926,0.69544345,0.7223871,0.8912733,0.7604339,0.8270105,1.282461,0.5666477,1.4679406,1.0940267,1.3506335,0.61571276,1.3876702,0.9438292,1.2394383,0.6385509,1.0253986,0.3758391,1.1131544,0.9882191,0.3742286,0.70159113,1.0768207,1.0165298,1.2380917,1.4871638,1.3314878,0.2839905,0.91046256,0.7710174,0.57823515,0.689981,0.5801814,0.9587268,1.2261863,1.2629659,0.8357141,0.58124876,1.3568723
box,0.8009422,1.237651,1.2510339,1.1279914,0.9503305,1.1410388,1.0631889,1.2665615,0.72311825,0.6982496,1.0133511,0.6735721,1.3112105,0.8289751,0.91323483,1.1047089,0.69056726,0.722161,0.2991904,0.98834103,1.1441364,0.0,1.2513664,0.9080061,0.8435755,0.86424536,0.79824,1.0333502,1.2701854,1.1137413,1.0333059,0.9221337,0.7921857,0.7335299,1.1487336,0.9069124,0.8128706,1.1180754,1.2022434,0.8614229,0.932567,1.3000624,0.6455101,1.0946294,1.2095064,0.8281503,0.9452499,0.9989213,0.8862141,0.8186401,1.1754954,1.2784935,1.190108,1.1267031,1.1836294,1.0663208,1.2096633,0.76145256,1.293014,0.9958834,1.3129724,1.0614281,0.961821,0.66353095,0.8109797,0.74542737,1.2836992,1.2746562,1.0886474,1.0650326,1.1503859,1.104708,1.0445982,1.2814441,0.9231419,0.9330812,1.0554268,0.8943367,1.0454402,1.0169668,0.813654,1.0185069,1.0429916,1.1163672,0.85636795,1.0040703,0.8774934,1.0955014,1.1027126,1.3662865,0.8790946,1.147747,1.1853505,1.3457459,0.7340098,1.0991524,0.9285581,1.0892766,0.4096377,1.2721803,1.2950525,1.30401,1.107227,1.3057661,0.8258531,0.7941866,0.9470764,0.96637064,0.8574027,0.91297287,1.2365818,1.3612618,0.893807,0.49147367,1.1696237,0.83535016,1.148493,1.0751888,1.0644264,1.1666368,1.0979531,0.88244045,1.1052828,0.9615315,0.8371765,0.75048184,0.847602,1.4181603,1.102823,1.050218,1.0206877,0.95703214,1.1262664,1.1350094,1.1669358,1.1060097,0.76654696,1.0106925,0.77972144,1.1426756,1.3411996,1.2651782,1.1259577,0.9601286,0.94443965,0.63880676,0.79905057,0.80990356,0.8318031,1.3376743,0.88309324
bread,1.274353,0.95703495,0.51324666,0.9334417,1.4338816,0.8937364,0.9023129,0.51829326,0.9697777,1.3091354,1.2131383,1.4639571,0.7682556,1.3911003,1.4042499,1.0269408,1.3950033,1.1064341,1.2125078,0.80675185,0.6068288,1.2513664,0.0,1.2700264,1.0209132,0.8401539,1.1316909,1.2106932,0.8831807,1.3512139,1.2253891,0.6837795,1.0300075,1.4885387,1.201926,0.98992795,1.4262547,0.12029481,0.658173,1.2871425,0.40131927,0.66969067,1.5549712,0.7743648,0.6836374,0.91926056,1.2995572,1.0639693,1.3820809,0.90454066,1.1652327,0.9144168,0.45888293,1.3204477,0.98688227,1.2403786,1.0255122,1.3097134,0.7039083,1.0242949,0.73334754,0.6543437,0.82407063,1.1969364,1.1135114,1.465657,0.83800685,0.8818376,1.2348223,0.9493707,1.2832754,0.35003173,1.3168073,0.6390274,1.0027053,1.2347865,1.4600012,0.8011851,1.444139,0.664718,1.0756313,0.71257627,0.97688705,0.62084115,0.9747403,1.3644989,1.354325,1.1317927,0.46682888,0.64915377,0.9008439,1.0062313,0.89041805,0.45961225,1.2225627,0.7921605,1.4972768,1.4600115,1.4189773,0.50742185,0.6425428,0.71475476,0.8530369,0.22790599,1.0211545,1.2888536,0.3340839,1.1815429,0.57876825,0.93798995,0.7656021,0.559269,1.0412037,0.9143362,0.74649286,1.0662167,0.76708174,0.89963746,1.2732074,0.7470711,1.4387248,1.1093265,1.3756406,1.0109534,1.4498765,1.2836474,1.3762889,0.62299144,1.1197866,0.43309247,1.2665181,0.9866508,0.64862126,0.9145791,1.1795846,0.7981365,1.2762718,1.4579972,1.2922179,0.45512706,0.81572425,0.86528933,0.9450328,0.89285195,0.80143833,1.0475061,1.1381637,1.264185,1.1942079,0.63104326,1.4115694
broom,0.9766923,1.0444062,1.2806578,1.0504984,0.9698379,1.1245828,1.0898074,1.1137757,0.7923893,1.0283353,1.0047233,0.8951499,1.0895993,0.9045093,0.9166527,0.8674696,0.9111282,0.7881125,0.95949787,1.0744807,1.1261847,0.9080061,1.2700264,0.0,0.95870906,0.98861706,0.85363275,0.9197022,0.9322187,0.9107091,0.79603887,1.1000683,1.0693084,0.68545,1.0236616,1.0297259,0.9299999,1.2569543,1.1687145,0.8102597,1.1471845,1.0444876,0.77511495,1.0469518,1.0930392,1.1389432,0.9467306,0.9445393,0.7312949,0.78306115,1.0547093,1.0037698,1.2633679,0.96880025,0.99074686,1.1228101,1.0660875,1.0819379,0.99301445,0.906155,1.1880836,1.0334309,0.9439576,1.0202718,0.9194675,0.8896025,1.086672,1.1299464,0.92393655,1.0144747,1.0795391,1.2109003,0.98863524,1.1727479,1.0544851,0.5585071,1.1450315,1.0199072,0.9902449,0.9803992,0.7351979,1.0998415,1.0255475,1.2806555,1.0647482,0.8561702,0.8802471,1.1108328,1.1032854,1.2504017,1.051513,1.0192416,1.1666768,1.2767831,0.9169105,1.0011044,0.93307304,0.95031136,1.0064075,0.9794213,1.0859501,0.9470253,1.016235,1.2228582,1.065979,0.90201455,1.1659731,0.8796971,1.1161215,1.0168401,1.2548851,1.2589909,0.8121165,0.9747188,1.1567127,0.88740873,0.9819477,0.8987689,1.0422176,1.0522578,1.1303887,0.7720971,0.97581136,0.84759355,0.82223654,0.9274565,0.8003148,1.0885698,1.022985,1.3062365,0.93165046,0.9350854,0.9390481,0.79594433,0.40463293,1.0516744,0.87253404,1.1034204,0.93634504,1.1811107,1.162758,1.1136706,0.92940414,0.9677757,0.99678326,0.98550856,0.90380347,0.93841225,0.54625726,1.0842444,0.8502129
bucket,1.2834005,1.0969276,0.8788173,1.2214627,1.2006569,0.9334433,0.49550396,1.0054824,0.7268478,1.0161291,1.2616487,1.1643932,0.98263043,0.9798161,1.3369646,1.1310244,1.1785579,1.0128449,0.9834297,0.34090692,0.53559417,0.8435755,1.0209132,0.95870906,0.0,0.9810141,0.5368795,1.0623643,1.0875437,1.317622,0.86179316,0.9759865,0.8640522,1.0592777,1.1304421,0.4866191,1.2410738,0.99735594,1.0719922,0.8308544,1.0969998,0.94511485,1.0935861,0.28421313,0.9165368,0.8645805,1.284147,1.0232819,1.0110422,0.98103344,1.2868924,1.1110915,0.76844966,1.2238687,1.3174028,1.3364133,1.1843572,0.98214996,1.0681051,0.67266726,1.1113572,0.73576796,1.0858217,1.1201336,1.1720742,0.9065239,1.2635672,0.99773633,1.2798432,1.1092645,1.3607265,1.090656,1.245589,0.9016021,1.0402372,1.1083919,1.241282,0.436525,1.3054796,0.7699605,0.5852299,0.720116,1.0561448,0.88464665,0.4094758,1.2739798,1.2169036,1.1707798,1.0184355,1.076822,0.76907474,0.9125912,1.0581981,1.0057216,0.8352531,0.8993942,1.2677573,1.312087,1.2024022,1.0886388,0.9740009,0.9782316,1.0683726,0.99002457,0.99409515,1.1812768,1.0049138,0.61808294,0.85323536,1.0101289,0.9436294,1.0039766,0.7103534,0.6982062,0.9659793,0.6476922,0.7346232,0.8867787,1.1878545,0.74696565,1.3360971,0.9694009,1.2585425,0.5413827,1.0557343,0.80855244,1.1307975,1.1379733,1.1530479,0.7184049,0.95613176,0.9031463,0.63819516,0.69530255,1.0361116,1.055645,1.0703409,1.2772774,1.0535539,0.7963605,1.1674168,1.0609374,0.76093096,0.75465757,0.81225467,0.8293836,1.1393745,1.0400989,0.5970148,1.0459304,1.0482198
