,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
scissors,1.3815857,0.9540364,0.54197824,1.0353308,1.438529,0.90264153,0.5624046,0.5332167,0.62861913,1.2604666,1.4568479,0.7247015,1.2569414,1.3757876,1.0999874,1.4406701,1.0609512,1.1605935,0.53975236,0.5135926,1.1264617,0.6917592,1.1634587,0.7005503,0.6995126,0.7942546,1.035143,0.70148367,1.2727232,0.9518254,0.9321582,0.62088245,1.3461163,1.0031463,0.99033046,1.2774587,0.6252116,0.707891,1.1855013,1.4053866,0.44270307,1.3713739,0.55062264,1.1799834,1.2235847,1.0233717,1.2760293,1.1594794,1.3474467,1.1498251,0.84907025,0.61260545,1.0435597,0.79334235,1.2833507,1.0049986,1.1267715,0.7305872,0.8725426,0.98051107,0.49061096,0.84755987,1.1496172,1.2695994,0.837999,1.0282118,1.1367506,0.8710764,1.3405418,1.2323676,1.301558,0.5742503,1.1230059,1.0509526,1.3842753,0.85913837,1.4037262,0.46175122,1.0059779,0.5805201,1.0107274,0.9730222,0.9209161,1.4552572,1.1250514,1.0847794,1.2386701,0.7295987,0.55903274,0.966518,0.817062,1.0968925,0.56519425,1.1206392,1.0192305,1.3939054,1.3318213,1.358887,0.46648955,0.5367227,0.8807105,0.67150104,1.0911821,1.0006161,0.7376224,1.0929977,0.82867527,1.0848424,0.7164031,0.9412777,0.82585096,0.64632165,0.46926498,0.8176033,0.886986,1.2314789,0.75128233,0.0,1.4476726,0.88831586,1.3619778,0.29869747,1.3676051,1.2444,1.3376626,0.74268425,1.366687,0.6486305,1.0538058,1.1346157,0.36525083,0.8416962,1.1027813,0.75380784,1.1524675,1.3932468,1.3552175,0.39588165,0.9363278,0.977034,0.55187726,0.7832168,0.742174,1.1077403,1.0645435,1.2916512,1.116618,0.69645023,0.5361123,1.298819
shirt,0.9163716,1.0161442,1.2841318,1.181744,0.46332967,1.2006615,1.2551019,1.4127901,1.3413229,0.6836798,0.5588888,1.213289,0.7889854,0.6832417,0.99171036,0.62628645,1.0030382,1.0223932,1.3355601,1.4574264,1.0935324,1.3753508,0.947647,1.30298,1.3178692,1.0871528,0.95993316,1.2465844,0.6025927,0.95261294,1.2695409,1.270024,0.5808068,1.0013697,1.0171019,0.87221766,1.4346001,1.2594887,0.8171073,0.9062809,1.3791218,0.6554914,1.4168077,1.0425848,0.92997295,1.0067765,0.6844631,1.0403621,0.25375378,0.9403163,1.0945964,1.2496362,1.0919021,1.2928156,0.47957945,1.0011727,0.9601395,1.3385189,1.1320031,0.94912,1.4123077,1.2888073,1.0460311,0.676092,0.97964907,1.0311271,0.80215096,1.2562071,0.4919662,0.9856279,0.7278895,1.1739339,1.0830479,0.99332225,0.2152276,1.310144,0.22813106,1.4366428,0.98435396,1.3589578,1.1207315,1.2482344,1.1761591,0.65186584,1.0581334,0.78563035,0.8290258,1.300701,1.20943,1.224432,1.127812,0.89949036,1.2449806,0.8520851,1.1712799,0.39788437,0.27020705,0.7738723,1.4091319,1.366359,1.0882661,1.3767774,1.0812904,1.0360872,1.3194897,0.9012112,1.35981,1.1271318,1.2129855,1.1350492,1.067091,1.3376818,1.425441,1.0775541,1.140259,1.1352512,1.0163518,1.4476726,0.0,1.1869121,0.3626392,1.464684,0.56885135,0.7900234,0.78165746,1.1127132,0.721601,1.4196877,1.057316,1.1962109,1.5122955,1.2014022,1.044949,1.1699936,0.81535435,0.12917817,0.63450515,1.4904239,1.0161479,1.1632526,1.319784,1.2705133,1.330777,1.1069063,0.9718921,0.77458596,0.9572469,1.1120186,1.283325,0.65564096
shoe,0.94655573,0.82438105,0.99629235,0.91304344,1.1617115,0.8248092,1.0050148,0.9363376,1.0187888,1.2252355,1.1600722,0.7766289,1.1560962,0.97394806,1.0198238,0.9559081,0.9445842,0.9962548,0.9784084,1.0181329,1.1221726,1.0319623,1.101314,0.94134223,0.822178,1.1041158,0.7391714,1.0552456,1.125494,0.94503516,0.9831561,0.91980785,1.253876,0.90971535,1.0706726,0.8699566,0.99820995,0.9441062,1.0304147,1.1434898,1.0490558,1.220496,0.9256342,1.1368182,0.99224365,0.74704486,1.322389,0.93191916,1.1535841,1.0087203,0.8883501,1.0072091,1.1196358,0.86215925,1.1541882,0.86993825,0.8904293,0.87925935,0.9721197,0.8210112,1.0125062,0.82742333,0.98836166,1.1096306,0.9062395,0.896652,1.072213,0.83602667,1.0700824,1.1040847,0.9744707,0.79306173,1.0514361,1.0336468,1.0869237,0.916638,1.0272418,1.0711632,1.0850385,1.1070274,1.0784355,1.0539287,1.1218288,0.92427826,1.169555,0.8545495,1.0127395,0.99441046,0.943603,0.8969965,0.9195633,0.91625386,1.0043997,1.1868298,0.82760704,0.9417526,1.0361378,1.120292,0.972166,1.0190698,0.8859447,0.9531319,0.9816455,0.8164555,1.0629991,1.0638275,1.1822487,1.0152245,0.8522891,0.9808386,0.79474425,0.829262,0.85775083,1.1913676,0.91504997,1.1226151,0.8153826,0.88831586,1.1869121,0.0,0.9756105,0.8870707,1.2142146,1.2166754,0.99790764,0.774523,1.0434909,1.0324497,0.70689607,1.232905,0.9053155,1.1788152,1.1687548,0.9514389,0.7530199,1.1323175,1.2637858,0.9006711,0.8421916,0.8561189,1.0260837,0.7572327,0.7132468,1.1479781,1.0360729,1.0824744,0.8013742,0.88748634,0.7961625,1.2561519
shorts,0.9952874,0.8731612,1.2154154,1.186491,0.641642,1.146328,1.1295254,1.365016,1.2983586,0.9368336,0.76467776,0.9645637,0.805207,0.8330283,1.1139934,0.7155318,1.1120749,1.1117438,1.2755196,1.2603418,1.0944917,1.3658707,0.903461,1.1839724,1.2686183,0.87832403,0.9321584,1.0894492,0.6921905,0.6582054,1.2615151,1.2954712,0.6930452,0.78919363,1.1258686,0.876052,1.4425642,1.2377589,0.8352957,1.1168536,1.2811531,0.82418704,1.2121512,1.0966902,0.9911176,0.9671431,0.77850693,0.859795,0.5021249,1.0778894,0.89327264,1.1498688,1.0883361,1.263365,0.8506255,0.8653194,1.0011405,1.2671559,1.0307322,0.71269906,1.4014256,1.3127673,1.084204,0.9122653,0.9351049,0.997997,0.9322015,1.2169055,0.6947241,1.1031573,0.8029387,1.0370744,1.1104301,1.0586287,0.3329947,1.2219743,0.27607346,1.3143623,0.94516534,1.2895892,1.1837137,1.2018331,1.1921806,0.72795486,1.0344477,0.9197443,0.83689785,1.3047765,1.1633302,1.07567,1.0876162,0.82716596,1.2087241,0.8719191,1.1360826,0.47633004,0.11974108,1.0028111,1.2841797,1.2559444,1.0099406,1.2912991,1.0918472,0.72967684,1.3752537,0.9622605,1.3388956,1.1403352,0.9680526,1.0877268,1.0054954,1.1402057,1.3265382,1.1211364,1.1156979,1.1617886,0.8822316,1.3619778,0.3626392,0.9756105,0.0,1.232042,0.72843814,0.9340548,0.83466864,0.9492007,0.7797036,1.3297296,0.8462616,1.2330503,1.3833753,1.1398993,1.0485691,1.0280609,0.8247718,0.41098505,0.93577147,1.4077636,0.83122385,0.9642028,1.2278066,1.0058886,1.2562512,1.1546961,1.0002085,0.8740627,0.8899753,0.9455888,1.1801422,0.8369019
shovel,1.4107168,0.9273526,0.51438236,0.9477899,1.4028347,1.0015335,0.49363363,0.5425441,0.64943075,1.2930624,1.5472312,0.529732,1.1987901,1.5075288,1.2505995,1.511743,1.1162243,1.2762264,0.47467077,0.29625183,1.144792,0.7874112,0.98751414,0.59967166,0.75022125,0.6011818,1.0876454,0.6085665,1.2870288,0.7233202,0.99171215,0.7206528,1.3857398,0.91668135,1.0568047,1.2701187,0.8179487,0.71326065,1.2285099,1.500014,0.30899292,1.4108424,0.40046877,1.2153547,1.4005015,1.1979934,1.3067809,0.89522904,1.3916149,1.2500399,0.68224376,0.5456828,1.1314232,0.8179888,1.3766217,0.8790551,1.2510805,0.6309387,0.89909244,0.7292541,0.44613153,0.9097924,1.1993036,1.405203,0.86302316,1.1024843,1.2715623,0.80125284,1.3920686,1.2569768,1.2995895,0.5417871,1.2353373,1.0804656,1.3681204,0.7876406,1.3861997,0.25114453,0.9664741,0.6094657,1.1370571,0.9082878,0.8479148,1.5393566,0.9111752,1.2153525,1.1823233,0.8482907,0.56473434,0.9264977,0.7236844,1.0785912,0.5913501,1.1096396,1.1077673,1.4539537,1.2458156,1.5000308,0.28804624,0.3283996,0.88903075,0.57001823,1.1675284,0.69879556,0.97484314,1.1639781,0.7518925,1.1918643,0.58299714,0.98639804,0.93983626,0.57320714,0.49668235,0.8383009,1.0484233,1.2018318,0.6845523,0.29869747,1.464684,0.8870707,1.232042,0.0,1.4172773,1.157913,1.2685246,0.5567136,1.3891428,0.45227087,1.0308541,1.0767487,0.18369365,0.61544657,0.9969183,0.6503415,1.2169827,1.4403002,1.4442298,0.42252564,0.7558134,0.7457645,0.3200317,0.72675884,0.77016836,1.1328123,1.1205971,1.3130629,1.1323581,0.62264663,0.49679244,1.3815312
shower,0.99852115,1.1337909,1.4369309,1.179812,0.6567045,1.1445044,1.3075135,1.4714749,1.1587434,0.71350515,0.5107813,1.3203238,0.7307104,0.7491343,1.0447539,0.69858015,1.090185,1.012957,1.1862742,1.3993719,0.9632215,1.3715378,0.747243,1.1254995,1.3368615,0.97501814,1.0165099,1.3700929,0.7047101,0.87206167,1.2567263,1.277102,0.2858516,0.84495795,0.8774227,0.78788716,1.3515397,1.3098319,0.56976753,0.8523922,1.4173801,0.47821182,1.2720444,0.8981888,0.90713215,0.9370613,0.26371968,0.9722735,0.7221074,1.0193832,1.2550101,1.4104589,1.1371037,1.2083149,0.6426134,1.2267013,0.88196605,1.4203358,1.0302052,1.2442021,1.3835545,1.382983,1.0922132,0.4995383,1.1344092,0.93079376,0.8771968,1.347851,0.6633581,1.0301178,0.8854824,1.3344176,1.0697067,0.790131,0.55464333,1.1338073,0.628103,1.3824615,0.59819484,1.2307276,1.0855713,1.2844968,0.98004484,0.63946474,0.7859495,0.6997982,0.9590597,1.3178236,1.3064394,1.1161784,1.2527161,1.0623099,1.4125706,0.60671586,1.1047478,0.6762571,0.6660236,0.79857695,1.4556013,1.4316672,1.0932008,1.4662349,1.1610177,1.0803032,1.2384822,0.91275233,1.3124628,1.1208202,1.3940575,1.2176448,0.9164397,1.1763697,1.3097126,0.7860156,1.0738922,1.0904632,1.1918234,1.3676051,0.56885135,1.2142146,0.72843814,1.4172773,0.0,0.6562046,0.71484196,1.3253624,0.57779455,1.4103787,1.0852437,1.0977095,1.4585767,1.002894,0.9158041,1.3147728,0.6589513,0.61790025,0.55236006,1.497891,1.2627201,1.2201089,1.3282897,1.1384697,1.3318903,1.013033,0.9643508,0.58817756,0.9774246,0.8849215,1.3637731,0.46305734
sink,1.106566,1.2259967,1.44255,0.9750042,0.74967206,1.0846635,1.347479,1.2955145,0.80717385,0.21375144,0.60822386,1.2288697,0.65840733,0.85850954,1.0070865,0.7652924,0.64983684,0.970872,1.1035757,0.97605145,0.7736178,1.192421,0.9278225,0.7868593,1.2419757,0.87889177,1.0735085,1.3095549,0.9149338,0.9619844,1.0942574,1.1277914,0.61085117,1.0444417,0.5694617,0.9486502,1.1450163,1.1485624,0.8019508,0.765014,1.3379834,0.5274327,0.99381965,0.5376597,1.0933105,1.1307611,0.7171324,0.8802631,0.8635164,0.93259245,1.3716807,1.4143815,1.1133488,1.2458783,0.90977144,1.2951771,1.0700345,1.266007,1.1255543,1.2982492,1.0042785,1.2676134,1.1271834,0.6543495,1.2864453,1.0593508,0.99381185,1.2345731,0.97496617,0.8998085,0.975209,1.4173453,1.0767186,0.8059863,0.8628524,1.113712,0.8718693,1.1329656,0.9437911,1.0512351,0.9124506,1.0089273,0.7775043,0.8048756,0.76885986,1.0128846,1.0807848,1.2086928,1.3935716,0.91972226,1.2125285,1.1614921,1.4014497,0.44942832,1.1374396,0.88140285,0.88419735,0.78448105,1.3428996,1.3440623,1.1526802,1.2872405,1.1619588,1.133637,1.0814474,0.88751143,0.8974997,1.099204,1.389644,1.2320542,0.9182288,0.97817326,1.3304539,0.7563205,1.1745456,0.74141544,1.0862005,1.2444,0.7900234,1.2166754,0.9340548,1.157913,0.6562046,0.0,0.8005415,1.3761659,0.7987237,1.0778098,1.0306308,0.74235517,1.0383178,1.0263805,0.826278,1.405107,0.9494543,0.83760834,0.6531583,1.1779552,1.352428,1.3025458,1.1457465,1.0778527,1.2504952,0.54459393,1.0243759,0.97240335,1.0133002,0.96766776,1.3856962,0.7753679
slide,0.8775233,1.164627,1.3844626,1.1676394,0.78672475,1.0521479,1.3342783,1.2466679,1.1192493,0.7650668,0.59644496,1.2207268,0.5881273,0.869117,0.9747582,0.72845656,0.8419286,0.8872984,1.2444139,1.2847863,0.80732083,1.2181098,0.66585046,1.067224,1.3222752,0.96065944,0.90549237,1.2717359,0.9633202,0.7930942,1.1379911,1.3276447,0.6155508,1.0057932,0.9654541,0.79060316,1.1894494,1.1176094,0.8389035,0.75792944,1.3256176,0.5656332,1.1874503,0.95711654,1.0351343,1.100845,0.748036,0.70654505,0.8317209,0.89085454,1.1978846,1.3616467,1.1219556,1.2975525,0.90877974,1.1612055,0.86543983,1.2167952,1.0003933,1.1286062,1.1770844,1.2696918,0.9046096,0.8036159,1.1935644,1.0188497,1.0665964,1.1791184,0.8712518,0.90990925,0.9525638,1.2873747,1.0849261,0.8622563,0.7687475,1.0481249,0.7271427,1.2117674,0.67754436,1.3211112,1.0463985,1.0980945,0.99743557,0.739692,0.93104094,0.78355235,1.0058992,1.1997522,1.3551161,0.9548767,1.1584722,1.0752196,1.3557506,0.85699964,1.0953234,0.85074425,0.7646636,0.7804385,1.2953179,1.2822926,1.0003875,1.2656041,1.1342703,1.0332478,1.1680455,0.90557736,1.1299484,1.1204244,1.2492166,1.1235124,0.8668707,1.1050419,1.3603506,1.0251993,1.1529404,0.984768,1.0271326,1.3376626,0.78165746,0.99790764,0.83466864,1.2685246,0.71484196,0.8005415,0.0,1.2445519,0.66863316,1.2829492,0.9572546,1.0375936,1.2762511,1.1045372,0.72557986,1.2860098,0.72732043,0.748431,0.6783724,1.3179157,1.216,1.006632,1.2965178,1.065095,1.0976887,0.8146752,0.99540657,0.82855505,0.8551816,0.8864421,1.3777072,0.7655561
slipper,1.0986001,0.6516829,0.39354408,0.9487126,1.2489283,1.1387355,0.44416785,0.6913392,1.1729141,1.3618956,1.4598835,0.3425303,1.279023,1.3798614,1.1588386,1.3958111,1.1952525,1.3425425,0.8111319,0.6710754,1.3462409,0.8850539,1.1551952,1.1831911,0.87768906,0.82630897,0.94792473,0.43452227,1.0181063,0.92446965,1.0444871,0.868215,1.4390186,1.0590008,1.3415185,1.2469193,0.9973305,0.8474864,1.355454,1.3599126,0.38798118,1.4707034,0.8466362,1.343632,1.2138277,1.1484939,1.3415308,0.86197007,1.1258416,1.1906108,0.27640152,0.3411082,1.1311089,0.66932726,1.0671732,0.4731334,1.247092,0.5642463,1.1140316,0.22552913,0.9652807,0.88721454,1.1269491,1.4235132,0.3804105,1.1097546,1.1206231,0.6193225,0.9025091,1.1312779,1.0287138,0.3795234,1.2154763,1.2816914,1.1307403,1.0872412,1.0613837,0.64754474,1.2703571,0.9129841,1.2876282,1.0119816,1.2627271,1.3829972,1.1780112,1.161171,0.6971681,0.8996254,0.25820696,1.1885974,0.7765088,0.54906374,0.43945134,1.3261082,1.1859637,1.1927145,0.97337484,1.450124,0.39548957,0.38580823,1.0594554,0.5476587,1.0076451,0.55117464,1.1130804,1.2546437,0.9859247,1.1695554,0.46036977,0.89572775,1.3964092,0.97620374,0.68040645,1.2884164,1.1850464,1.2389466,0.7594516,0.74268425,1.1127132,0.774523,0.9492007,0.5567136,1.3253624,1.3761659,1.2445519,0.0,1.1753424,0.65863985,1.2315271,1.3118863,0.7341062,0.80165005,1.2756047,0.35776752,1.2581679,1.1332167,1.442951,0.69333404,0.24969661,0.6216096,0.5860081,1.0448774,0.9433692,1.4273363,1.1067772,1.1532719,1.0883777,1.1608138,0.21825063,1.3192747
snow,0.72388387,1.184753,1.2936499,1.1839309,0.8491827,1.115815,1.3141344,1.2299782,1.1573908,0.8224009,0.6831691,1.077417,0.80953056,0.89189863,0.9704255,0.65483606,1.0037766,1.0352303,1.3442558,1.2662771,1.0632999,1.2224511,0.83844185,1.2527807,1.1371924,1.1007999,0.7214552,1.2130322,0.59317315,1.0185024,1.0666615,1.2312995,0.7004517,0.9063376,1.0126297,0.7443384,1.2340521,1.131931,0.8658987,0.7951353,1.2994897,0.74995005,1.3419937,1.0557745,0.88554764,1.0466043,0.73828673,0.9557288,0.81977534,0.957147,1.1390529,1.2848614,1.0343823,1.1441085,0.86584526,1.1775004,0.8285241,1.1946236,1.070048,1.0927328,1.3409795,1.0869104,0.9629325,0.63632816,1.1326809,0.960345,0.707893,1.15055,0.80107623,1.065762,0.9680291,1.2957532,0.94235307,0.8883878,0.722323,1.2353882,0.69169444,1.345911,0.98601407,1.255974,1.0461829,1.1584761,1.1908035,0.6938341,1.0176612,0.67127883,1.0117666,1.167567,1.2801163,1.1280487,1.164844,1.0097698,1.2951179,0.8895152,1.0472109,0.6739985,0.736871,0.8508665,1.2878923,1.3084469,1.2013724,1.1773093,1.0150402,0.93359756,1.1229581,0.9452984,1.1749184,0.9862416,1.2005353,1.2041805,1.125182,1.1484305,1.2555764,1.1095446,0.9936508,0.9362358,1.0435987,1.366687,0.721601,1.0434909,0.7797036,1.3891428,0.57779455,0.7987237,0.66863316,1.1753424,0.0,1.218965,1.0879155,1.0721941,1.3321229,1.069424,0.96683425,1.1672851,0.81025934,0.7514522,0.7965872,1.369337,1.1935158,1.0320336,1.3433051,1.152957,1.2662444,1.0307581,0.871683,0.67723113,0.8231728,1.2101482,1.255783,0.7538264
soap,1.2572557,1.0390192,0.45326197,0.7887087,1.3755896,0.9809569,0.58356357,0.43030423,0.6844866,1.1847426,1.451855,0.65652865,1.1556845,1.4859216,1.1973141,1.4398577,0.9452747,1.2425708,0.4979065,0.24520385,1.0426104,0.54096895,1.2066841,0.76605105,0.7983078,0.7861304,1.025416,0.61895335,1.2084231,0.9246383,0.7998316,0.6158283,1.4387746,1.1263595,0.8913396,1.3472195,0.55679196,0.6510882,1.243985,1.1474808,0.37715095,1.36105,0.49522316,0.9449109,1.3103217,1.3270164,1.3563783,0.961493,1.3665348,1.2097006,0.87814146,0.48195583,1.042323,0.6490421,1.2987827,0.98890287,1.2644583,0.5100245,1.1575627,0.86328375,0.69742,0.8508669,1.2240169,1.4264764,1.0065737,0.9910202,1.2023908,0.61673635,1.4136332,1.0102713,1.3598382,0.6688745,1.1163206,1.1647261,1.4734354,0.7060307,1.4262848,0.4476998,1.2473266,0.47614408,1.1396065,0.62884736,0.75140524,1.5101836,1.0636091,1.2782843,1.2323319,0.6623967,0.5914879,0.72747713,0.9586944,1.1974804,0.53087634,1.1444427,1.1227963,1.5399342,1.3524003,1.3905802,0.41374022,0.4549634,1.1087636,0.34648204,1.0880023,0.637489,0.78778505,1.2151254,0.62947416,1.0579002,0.7218229,0.87382144,1.1901484,0.5669326,0.5610395,0.96139956,1.1514567,1.0431086,0.92694944,0.6486305,1.4196877,1.0324497,1.3297296,0.45227087,1.4103787,1.0778098,1.2829492,0.65863985,1.218965,0.0,1.1349254,0.82319474,0.42217523,0.6726921,1.0571724,0.7628218,1.3782122,1.4285665,1.3941259,0.3070708,0.8459258,0.9384312,0.5795584,0.7339933,0.846606,1.0696952,1.0649698,1.2352742,1.0368379,1.0881877,0.5697982,1.3407125
sock,1.1267493,1.0343463,1.118318,0.9188074,0.93822396,0.55749476,0.95755327,1.0542747,0.9217885,1.0719215,0.89413667,1.1391429,0.84583586,0.72382724,1.0242759,0.6766759,0.9842049,0.9524561,1.0856616,1.0644321,1.0004221,1.1634673,0.9256183,0.8080029,1.0703332,0.9876068,1.126607,1.1698442,1.0596164,0.7994429,1.0928514,1.0560372,0.992467,0.9287408,0.94594085,0.49557978,1.1367625,0.93153965,0.91915345,1.0357922,1.1332405,0.981926,0.9502176,0.9652122,1.1084722,0.91923606,1.08137,1.1107507,0.9435404,1.0054207,1.1178541,1.1258501,1.0803869,1.0575973,1.1597948,1.0017015,1.0300354,1.1514883,0.9644153,1.118487,0.97990066,1.1034608,0.94798815,1.0703344,1.1786084,0.9060029,0.99554217,0.9867079,1.1136767,1.0957241,0.9269943,1.0059159,1.1318895,0.8732847,0.9346065,0.9985973,0.8985063,1.1126742,0.982542,1.0440755,1.0336999,0.75822866,0.97561026,0.6664717,1.0651445,1.0562644,1.0511615,1.1544973,1.1749882,0.7379421,1.0068921,1.047673,1.1239558,1.0254955,0.7221671,0.86120886,0.93836474,0.9998914,1.1413547,1.1512794,0.8230728,1.1300527,1.1894605,0.83632624,1.1326721,1.0199227,1.0646107,1.1555758,1.0105284,0.87193644,0.74189407,0.9830974,1.1232122,1.0195762,1.0139606,1.0238758,0.8915781,1.0538058,1.057316,0.70689607,0.8462616,1.0308541,1.0852437,1.0306308,0.9572546,1.2315271,1.0879155,1.1349254,0.0,0.995306,1.0455328,1.1218967,0.9475148,1.116661,0.98276913,1.0348397,0.9908994,1.0294408,1.1175579,1.0107305,0.9926375,0.70042324,0.78222066,0.8261753,1.0804899,1.1061777,1.1309628,0.8062773,1.1820772,1.0811409
soup,1.0418396,1.114422,1.021865,0.5881968,0.9472488,0.9249831,1.0740904,0.80654037,1.0421153,0.9117767,1.136867,1.2297974,1.0896552,1.0409588,1.0270616,1.1169736,0.98639286,1.0100882,0.9548452,0.78600675,0.9261589,0.55728894,1.0286126,0.8253771,1.1223667,1.2183974,1.2053986,0.9543233,1.2220676,1.3019472,0.51914936,1.0192549,1.1420383,1.1210357,0.63064426,1.0632492,0.5994059,0.87712467,1.0641073,0.6149593,1.14078,1.1072258,0.8944152,0.47347307,1.0802547,1.123027,1.1243606,1.2242597,1.11925,1.0455852,1.2721362,1.0148245,1.0230677,1.0848143,1.0360506,1.1668593,1.1876626,1.0235384,1.0027133,1.2950693,0.8740785,1.0739715,1.0043424,1.0281762,1.2304925,0.9614022,1.1405306,0.9593886,1.1134737,0.42980438,1.0058235,1.2376891,1.0603057,0.9607488,1.2671188,0.72588706,1.2859364,1.0489779,1.1786594,0.9521584,0.47946197,0.50158584,0.8006479,0.96679574,1.0152997,1.2064877,1.0640517,0.63972235,1.2126094,0.8397631,1.1768645,1.1354463,1.0258534,0.99010324,0.9974314,1.1990483,1.2822223,0.9639498,1.2033781,1.1885978,1.0656946,0.707971,1.1644737,1.2814174,0.5489347,0.8640945,0.5017923,1.0835706,1.0721107,0.8429104,1.0540408,1.095486,0.9887022,1.0150074,1.0600225,0.20950711,1.1387106,1.1346157,1.1962109,1.232905,1.2330503,1.0767487,1.0977095,0.74235517,1.0375936,1.3118863,1.0721941,0.82319474,0.995306,0.0,0.8080423,1.0600288,0.86283576,1.1863997,1.1384999,1.2297473,0.87798214,0.8933477,1.2459474,1.2666887,1.1055955,1.0007001,1.130621,0.7077335,1.0244226,1.022418,1.1655452,1.1942911,1.2704368,1.0683911
spoon,1.3342357,0.98566973,0.587141,0.7428983,1.3494756,0.96316826,0.6256121,0.49034292,0.67160136,1.2152519,1.558172,0.6523581,1.2474629,1.5413264,1.1929624,1.5367061,1.0465609,1.2791469,0.57175994,0.30833995,1.1584301,0.57792515,0.98108983,0.6708217,0.6981804,0.8057364,1.0768888,0.6598363,1.3267431,0.8876012,0.79808366,0.66321033,1.4768956,1.0519035,0.9254314,1.2673742,0.5924814,0.712456,1.2338558,1.3148146,0.4248258,1.4502784,0.48703718,1.0129908,1.3860676,1.195373,1.3864045,0.9510272,1.4183493,1.2215902,0.8768598,0.59390783,1.1105231,0.75957084,1.369156,0.92983854,1.295264,0.65445864,0.9574898,0.90301365,0.21482056,0.87942666,1.201049,1.3619722,0.9437126,0.9810798,1.2929391,0.8005173,1.426523,1.049274,1.2541052,0.6831455,1.1844668,0.99986243,1.4865441,0.74101174,1.4963946,0.23237759,1.1046178,0.5692829,0.99467045,0.7924091,0.8793202,1.5467906,0.9518999,1.2579842,1.2168826,0.7085751,0.6584098,0.84858775,0.81106293,1.1278126,0.6079498,1.1353642,1.0686022,1.5025942,1.3946145,1.4551773,0.33072853,0.36084127,1.0096833,0.4896673,1.1790335,0.8472661,0.7371605,1.1836774,0.55999285,1.1495888,0.6704298,0.96128535,0.9653567,0.64269215,0.48707336,0.8642894,1.0378542,0.930487,0.80445164,0.36525083,1.5122955,0.9053155,1.3833753,0.18369365,1.4585767,1.0383178,1.2762511,0.7341062,1.3321229,0.42217523,1.0455328,0.8080423,0.0,0.67600757,0.8669807,0.7853703,1.2505274,1.5011973,1.3594786,0.41123378,0.8914826,0.8719774,0.3996904,0.7748205,0.88533807,1.0260334,1.1321725,1.295928,1.1561698,0.78256893,0.5770461,1.3840265
sprinkler,1.1432728,1.098327,0.8830193,0.95083845,1.2000644,1.0776619,0.78689384,0.86892605,0.90426445,1.0898911,1.2740326,0.8317256,1.1158646,1.2290626,1.1308104,1.2200068,1.1603304,1.2661529,0.70144206,0.79547644,1.069178,1.0256665,0.815902,0.89792156,0.93489015,0.7953425,1.1570326,0.90152097,0.8911252,0.8300037,1.1038363,0.88357556,1.0450509,0.90505314,0.9921016,1.0220135,1.0627978,0.93700993,1.1548463,1.1395873,0.57519186,1.1162562,0.7598924,1.0394098,1.2079769,1.2688766,0.91581863,0.8753179,1.1977478,1.1601973,0.7808221,0.81135416,1.0656936,0.7967528,1.1413906,1.0433396,1.1676648,0.7743207,0.95083344,0.86613864,0.7737072,1.0172968,1.1217403,1.0966809,0.97154737,1.2102234,1.0422143,0.94018245,1.123697,1.1377444,1.2208807,0.9476239,1.1079971,0.9012263,1.1111815,0.7784691,1.1895423,0.59007096,1.0008249,0.6807412,1.3204403,1.0038534,0.8028782,1.2940781,0.58449686,1.1238792,1.0453051,1.0402527,0.79620975,0.9706819,0.77277297,1.0160984,0.93091434,0.99696815,1.129979,1.2446495,1.0675828,1.3221633,0.55009043,0.52255535,0.9769316,0.81887066,1.0722258,0.7468786,1.1612287,1.2255242,0.921243,1.0979328,1.0091354,1.2279378,1.1410172,0.9392223,0.76564014,0.9267377,1.0626729,1.1672448,0.97871035,0.8416962,1.2014022,1.1788152,1.1398993,0.61544657,1.002894,1.0263805,1.1045372,0.80165005,1.069424,0.6726921,1.1218967,1.0600288,0.67600757,0.0,0.73297125,0.86813414,1.201832,1.2173284,1.1911485,0.86325216,0.89162934,0.84089243,0.51317084,0.83319145,1.0776225,1.2066175,1.0648195,1.026207,1.2078633,0.88043946,0.78507805,1.0940167
