,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
rooster,0.69382393,0.9365864,1.0514102,0.96577525,0.9946264,1.1416099,1.0777171,1.1149529,1.1002612,1.0376124,1.0296123,1.1635927,0.95853627,0.9981459,0.5942291,0.9666102,0.88014114,1.1792402,1.2271264,1.1909363,1.0015861,1.1603048,1.0576926,1.1144626,0.86522275,1.1388733,0.89307714,1.0878246,0.9485476,0.9555567,1.1182694,1.0135032,0.9275223,0.94111514,1.0340496,1.0277874,1.1198455,0.8810129,1.1328869,1.2588192,0.96821105,1.2122167,0.48272955,0.69894445,0.9487299,1.010953,1.006652,1.0908527,1.0986439,0.50533783,1.0318892,1.137492,0.9095753,0.8674457,0.85604703,0.88776916,1.0872611,0.7628629,1.0924124,1.0069901,1.2182796,0.93227136,1.1355501,1.123805,0.96237636,1.1072948,1.0261439,1.047297,1.001174,0.3672588,0.9257805,1.1121601,1.1436298,0.86809313,1.1460178,0.9980072,1.0078498,1.0609806,0.8923593,1.0237917,1.0243787,0.88903904,0.6265708,1.1217664,1.2092196,1.1484234,1.1878263,0.9255858,1.1367526,1.0387568,0.885452,1.0070578,0.9196478,1.0991576,1.2693778,1.2640657,1.0801364,1.0114386,1.2020483,0.74914443,1.3211365,0.41739732,0.9948895,0.82933676,1.0307426,0.96018845,1.1007445,0.0,1.0257791,1.0094594,0.946681,1.0207485,0.97232276,0.9447403,0.9520581,1.1727371,1.0277578,1.1301675,1.0123519,1.191425,0.9848147,1.1653082,0.88296556,0.9797371,0.9459864,1.0598696,0.8845499,0.5647862,0.9891447,1.0830567,1.1467491,1.1608446,1.2074261,1.0523808,1.091396,0.87690616,1.1012369,1.1529641,0.99635506,1.2494129,1.0120116
sandwich,1.0460489,1.174308,1.3276887,0.84264266,1.1696916,1.222456,0.90972906,1.1669576,0.7402397,1.1774614,0.75191015,1.4197044,0.809896,0.8834517,1.1212162,0.53381455,0.8951533,1.1290563,1.3164141,1.3452423,0.86217767,0.77747864,0.92556196,1.1816224,1.3223116,1.4853312,1.2516866,1.1900399,1.1162295,1.0761256,1.0017837,1.0762064,1.1833864,0.9478745,1.031837,0.9840947,1.1441202,0.7546444,0.6501592,1.3170944,0.85314775,1.3212428,0.79853576,0.919858,1.1499335,1.1512458,0.87099886,1.2588514,1.2457347,0.8201976,0.90073264,1.3006458,1.02494,1.0831598,1.023067,1.277014,1.2687124,1.1318666,1.0133721,0.94705653,1.3036182,1.0313194,1.2011704,0.9899152,0.876172,0.7214072,0.9772975,1.4109505,1.0127567,0.94870144,0.75342053,0.8216851,0.9319678,0.9757528,1.0259563,0.9129786,1.1742198,0.87769324,0.37774843,1.2158216,0.9939238,0.6923747,1.1003938,0.9897351,1.302706,0.8002323,1.4174662,1.1311128,1.3827541,0.9948138,0.79225504,0.7916702,1.0139015,0.7346653,1.2326581,1.2342255,0.95026356,1.3051996,0.6731574,1.118574,1.1643685,0.88481855,1.1827645,0.8584868,1.152804,0.8792512,0.97147053,1.0257791,0.0,0.72329867,0.88219833,0.93711305,0.8535856,1.150538,0.9684637,1.3556061,0.83232796,0.9608309,0.6546403,1.3681217,0.807012,1.1262978,1.1118218,0.8860139,1.1635646,0.97955257,1.0298744,0.9996828,0.8067776,0.614291,1.3188372,1.2973777,1.1491748,1.0639379,0.78683996,0.9791087,0.93047535,1.0764822,1.2666277,1.2628067,1.0220314
sauce,1.1268921,1.206056,1.2821788,0.9322317,1.1224368,1.2009153,0.9973287,1.197931,0.6242965,1.184279,0.8682476,1.3363357,0.8785871,0.74449646,1.1226233,0.74615425,0.955639,1.1019715,1.2517085,1.2885679,0.94816977,0.8757028,0.8784021,1.1565295,1.2046816,1.3534203,1.148807,1.1845193,1.078658,1.0270512,0.91458017,1.0280026,1.1538434,1.0012971,1.0422158,1.1429144,1.0288665,0.89333093,0.7483417,1.3033912,0.9197911,1.2830918,0.869117,1.0107056,0.97461236,1.1258426,0.8928736,1.1935463,1.0351381,0.86358345,0.8404422,1.264643,0.7900053,1.0403148,1.0669721,1.2001082,1.2031921,1.0807272,0.9872532,0.8907294,1.2930745,1.1776855,1.1474148,0.7899201,0.8780954,0.6822588,0.9799666,1.35465,0.9494822,0.9238228,0.81224585,0.9091654,0.99295205,0.96184766,1.1450901,0.9364036,1.0434973,0.97913986,0.77000403,1.2106259,0.9184704,0.85889256,0.9953341,1.1455994,1.2578459,0.9381225,1.2868654,1.1875895,1.3384469,0.9584747,0.8461653,0.77152544,1.0112085,0.5954484,1.2858093,1.2865096,0.9376848,1.2854903,0.72052443,1.1976135,0.94976324,0.879928,1.2222697,1.1133382,1.2226918,0.85207385,1.02697,1.0094594,0.72329867,0.0,0.80281395,0.91612303,0.85382277,1.196552,1.0173687,1.2399132,0.9535064,0.88458,0.78829896,1.342024,0.8240075,1.1549963,1.1424425,0.7715508,1.1229249,1.0168438,0.9005466,0.9688699,0.87000173,0.6722131,1.2498577,1.2996184,1.1048832,1.0328349,0.9810797,0.97700375,1.0185869,1.0531662,1.2563989,1.2860029,0.9951012
scarf,1.11698,1.0714338,1.2842813,0.6678694,1.15302,1.190557,1.0660813,1.2708657,0.8404467,1.1386392,0.86109006,1.2989511,0.8472264,0.47494966,1.2111505,0.6694541,0.99987274,1.3091621,1.3360138,1.4417007,1.1280878,1.0772632,0.97485304,1.2409415,1.2675805,1.3232582,1.2130775,1.0833741,1.0283121,0.8526922,1.1619442,1.1632226,0.9257382,0.8851322,1.1745132,1.053648,1.1596508,0.7004202,0.9662477,1.3369328,0.9373306,1.3641948,0.7508823,0.7778256,1.0796479,1.1331489,0.5840189,0.9837219,1.1449155,0.7418302,0.6185889,1.0393906,0.7991525,1.109807,1.1713264,1.0472941,1.3583622,1.1948534,1.1125988,0.96870846,1.1500269,1.0373114,1.1102505,1.0808488,0.48479134,0.99291724,0.7448047,1.2174914,1.1103865,0.8453822,0.80134296,0.69860035,1.1897578,0.61994684,1.2160265,0.95369875,1.1875268,0.7932376,0.8965645,1.1531233,1.0692507,0.6123831,0.9593572,1.0860062,1.2383966,1.0884463,1.0885413,0.9760089,1.2360027,1.0717437,0.73779064,0.4547485,0.69083536,0.86770266,1.3229793,1.2973542,0.85945296,1.2657155,1.1076059,1.251241,1.3366582,0.785606,1.1510628,1.1009052,1.2516105,0.9816401,1.1369302,0.946681,0.88219833,0.80281395,0.0,1.1180879,0.5216901,1.1456664,0.5964223,1.2452674,0.9407925,1.1794425,0.696974,1.2456994,0.9135735,1.1646369,1.2244941,1.0101633,1.2740306,1.0939915,1.1168888,0.8218869,0.70711225,0.7664678,1.3178108,1.0817505,0.98521507,1.1268219,1.0806178,1.0402695,1.2540905,1.023048,1.2107296,1.211272,1.0244557
scissors,0.73513794,1.0308546,1.166533,1.148742,1.0818769,1.1279839,0.79231024,1.0055294,0.99633175,1.1212885,0.98419464,1.0355661,1.0018795,1.1169122,0.75972015,1.142514,0.83746505,0.7821647,1.1195574,1.0644175,0.7285389,1.1003166,0.6025472,1.0476322,0.7848681,1.116216,1.0525779,0.92803717,1.2434493,0.9938172,0.9742871,0.7858101,1.0752697,1.0503181,1.1071562,0.88444674,0.9750517,1.1397989,0.9878761,0.89081913,0.92364764,1.1232474,1.1411417,0.9923498,0.9648632,0.8416373,1.12813,1.0647142,1.104784,1.1516685,1.155088,1.1249686,1.0424703,0.750201,1.0436788,1.0201794,0.60583186,0.6225036,1.0408394,1.024863,1.1129315,0.99117064,1.1628723,0.8798716,1.2006747,1.0246701,1.1219966,1.0897472,0.6633457,1.1580614,0.7794752,0.9840654,1.028876,1.1609234,0.5114496,0.9482605,0.85170114,1.1183553,0.9482262,1.1614485,0.9976826,1.0615758,1.0444522,1.2369651,1.1257515,0.9347895,1.0256623,1.1340514,1.1959026,0.93856585,1.186692,1.1759514,1.2332019,0.89423066,0.8458854,0.7931844,0.9464477,1.0768806,0.97365713,1.0056763,0.97553146,1.1679971,1.1560572,0.9106811,0.86061466,0.9549507,1.1105368,1.0207485,0.93711305,0.91612303,1.1180879,0.0,1.2191323,0.9375627,1.1976565,0.8388634,1.0454004,0.9914531,0.9492225,1.1266165,1.0636729,0.97332776,0.8961125,1.0710517,0.47783446,0.84018695,0.9834402,0.99075013,1.1592946,1.0601274,0.8327255,1.1737725,0.9731547,0.51629454,0.9129355,0.70880085,0.77615404,1.1110113,0.8256422,1.1492393,1.0646317
shirt,1.1766272,1.1118209,1.4860748,0.39514434,1.2713194,1.2992959,1.2126192,1.3798306,0.6673806,0.9450118,0.826688,1.3847013,0.7005731,0.39295888,1.3253438,0.6305668,1.1151448,1.5347838,1.5193837,1.579285,1.2345713,1.172326,1.0497512,1.3454733,1.3829144,1.4524049,1.1784555,1.1559474,0.8455156,0.73509336,1.3381507,1.2833616,0.74866265,0.7368866,1.1544421,1.0714169,1.3401152,0.5337177,1.0367151,1.5371213,0.9488644,1.53538,0.6456172,1.0015484,0.9599427,1.2021295,0.45251197,1.0771598,1.3580368,0.6165368,0.5282896,1.1676483,0.7267504,1.2263157,1.2031835,1.1349337,1.5461223,1.376054,0.8376538,0.90701437,1.2793403,1.2456288,0.9785789,1.2661276,0.4390301,0.86907685,0.69494826,1.403301,1.117627,0.67942214,0.68201876,0.49440295,1.3018832,0.28436542,1.3640949,0.8640083,1.259605,0.7056735,0.8786699,1.3462105,1.1511669,0.7554829,0.89547145,1.1577277,1.4454819,1.1789844,1.2387435,1.0069185,1.3900857,1.047689,0.5413802,0.2361762,0.2836988,0.91261744,1.5225735,1.5228388,0.7842747,1.3728093,1.139919,1.3536856,1.4824268,0.6479332,1.3488456,1.1924094,1.3899802,0.9102987,0.8504753,0.97232276,0.8535856,0.85382277,0.5216901,1.2191323,0.0,1.3048818,0.39825976,1.3571668,0.61659294,1.1329547,0.56942225,1.4095138,0.6733822,1.2630278,1.2915194,1.0718466,1.3678138,1.0860257,1.1859536,0.7996775,0.2987445,0.5410559,1.5306411,1.2233634,1.075263,1.2086197,1.2143811,1.28632,1.3688234,0.9203005,1.2183965,1.3217931,0.93734175
shoe,0.8190561,0.66576755,0.7717681,1.1713954,0.7957009,0.80033743,0.74480295,0.8499727,1.3397989,1.0709189,1.1598005,0.9683842,1.2646315,1.0569717,0.6903008,1.074748,0.95671856,0.7886143,0.7780458,0.83094585,1.0779018,0.9676852,0.8851732,0.82210696,0.6690425,0.82652706,1.0106046,0.98592156,1.2455546,1.1089702,0.89414865,0.99182814,1.124872,1.1258812,1.1104215,1.0282986,0.9587367,1.1984229,1.0256406,0.89716035,1.0667003,0.8089409,1.1468846,0.7987831,1.1745293,1.0656452,1.0944455,0.83944017,0.81452703,1.2958734,1.2143366,0.80679923,1.1995251,0.8417822,0.7978586,0.5855799,0.7407738,0.7389145,1.2055632,1.0715201,0.92034656,0.4881866,1.1610698,0.9976437,1.2849265,1.1462001,1.003048,0.67224646,1.0226884,1.1765103,1.2928231,0.9512616,0.90527266,1.0851723,0.8811307,1.1951917,1.0301429,0.9647964,1.1710118,0.854645,0.9975704,0.8768645,0.99749714,1.0171161,0.7390522,0.84563476,0.9125741,0.9189474,0.8210762,1.1339699,1.1647478,1.2257093,1.1936009,1.0415155,0.9555751,0.9542326,1.0670617,0.6360199,1.0718267,0.8671333,0.9674243,1.1316566,0.8092316,0.74419475,0.84518945,1.1445421,1.1755755,0.9447403,1.150538,1.196552,1.1456664,0.9375627,1.3048818,0.0,1.114889,0.73843956,1.23454,1.1612223,1.2948418,0.71105325,1.1911693,1.0376163,0.61309177,1.1698484,0.8122084,1.0133872,0.9743169,0.95385873,1.2874076,1.3996356,0.6649018,0.6824108,1.0372007,0.850011,0.75272244,0.7684313,0.92021257,1.0833771,0.95474,0.9522427,1.2209809
shorts,1.1771532,0.8133431,1.3055445,0.40602142,1.1661464,1.2239082,1.1580614,1.288796,0.8710242,1.0877817,1.0052904,1.1889528,0.78511906,0.633556,1.3582311,0.7630198,1.2024986,1.352891,1.3891587,1.4107347,1.1725157,1.0801125,0.94990563,1.283366,1.3227061,1.2505103,1.1060882,0.82912207,1.054986,0.7566563,1.2762498,1.2688313,0.738448,0.616564,1.0616392,1.0556717,1.1980939,0.66867894,1.1325351,1.3549862,1.0297191,1.3784714,0.8523909,0.9052416,1.0591923,1.0462114,0.6276953,0.8351644,1.1834313,0.83750206,0.8089046,0.8073988,0.81860954,1.1129494,1.2122881,0.7855506,1.3725057,1.3158503,1.1403391,0.9270164,1.1173081,0.997059,1.1654127,1.0325571,0.6963425,0.9899026,0.56149524,1.2145677,1.2092568,0.8697058,0.8909355,0.6902591,1.2566638,0.31078088,1.2863064,0.9820039,1.2933798,0.6028601,0.8681872,1.1413547,1.1456244,0.7123424,0.8227772,1.1342603,1.2132432,1.0115807,0.961224,0.8033607,1.1302624,1.0531657,0.7698229,0.5664326,0.32287824,0.93834054,1.380306,1.3384986,0.8373679,1.123032,1.2334955,1.2849085,1.4214265,0.7716435,1.1954799,1.1769946,1.3045566,0.9986551,1.1182541,0.9520581,0.9684637,1.0173687,0.5964223,1.1976565,0.39825976,1.114889,0.0,1.2350676,0.867059,1.1726904,0.8342022,1.1866618,1.0029777,1.1486142,1.1145462,1.050694,1.2462467,1.142015,0.98753625,0.8031247,0.6210156,0.85081,1.3460212,0.89218336,0.91928375,1.0646597,1.0458534,1.2617012,1.3495679,1.0126717,1.1806687,1.2139132,1.0818769
shovel,0.8694146,0.7461411,0.65248114,1.3189366,0.99372524,0.83345604,0.7107384,0.68139744,1.3405124,0.89341927,1.3619128,0.55142,1.3218542,1.1851976,0.7789588,1.3933765,1.1898849,0.7227299,0.6369397,0.5907781,0.99092627,0.8357601,0.75577104,0.7787171,0.6647918,0.44704616,1.0339622,0.7553444,0.9729135,0.98269904,0.5607575,0.9682318,0.8549907,0.95658445,1.025462,1.0229906,0.68570966,1.415857,1.0690218,0.5963739,1.2412164,0.63946575,1.3911209,1.0805328,1.0002478,0.9778447,1.1857064,0.78232896,0.7426138,1.3816994,1.3084133,0.71714264,1.1876837,1.0834811,1.0280303,0.7532528,0.62347335,0.8289435,1.1448225,1.1557328,0.72231776,0.8549886,0.87218064,1.0806181,1.341456,1.2150493,1.1738635,0.55219585,0.994896,1.3347918,1.4298463,1.0815356,0.81299555,1.2525935,0.8375281,1.075856,0.84659433,1.2713785,1.288429,0.7119719,0.9430389,1.2279832,1.2410903,0.9136986,0.6771171,0.70899874,0.60335463,0.94449556,0.56571984,1.0930523,1.2225434,1.3787339,1.1637468,1.2418253,0.6731477,0.66509545,1.122632,0.62744975,0.8780501,0.83291966,0.6791108,1.3766903,0.7642629,1.0023074,0.8385011,1.131937,1.1308043,1.1727371,1.3556061,1.2399132,1.2452674,0.8388634,1.3571668,0.73843956,1.2350676,0.0,1.2792257,1.0274289,1.4228939,0.5672483,1.4476509,0.68890584,1.0360124,1.0667161,0.63728607,0.99308425,1.0129358,1.1953502,1.319174,1.3798838,0.6251358,0.7099346,0.7887201,0.9136498,0.7776932,0.9769488,0.82628953,1.0657823,0.62464833,0.7624923,1.1230967
shower,1.1734158,1.110355,1.2950158,0.7674114,1.1929337,1.1513128,1.1977645,1.1899599,0.62898374,1.0062487,0.6840109,1.2846488,0.66072106,1.0154597,1.2119894,0.8078878,1.0425663,1.3509994,1.2765467,1.2635772,1.0736015,1.1892657,1.1036713,1.1681533,1.2476612,1.284709,1.201124,1.1703819,0.93015313,0.78408784,1.3507959,1.1614033,0.77164084,0.9538416,1.0001276,1.1058805,1.3017796,0.5701256,1.0466245,1.2652564,0.80701745,1.2663597,0.72595507,1.2105703,0.82571566,0.9539358,0.9182168,1.1767896,1.236323,0.63378686,0.684403,1.2009243,0.9241766,1.1512253,1.10934,1.2307079,1.3791057,1.2427087,0.7568778,0.9475892,1.1563184,1.3116214,1.0697109,1.2175828,0.74667346,0.9232688,1.0136244,1.3450997,1.1254109,0.7325494,0.5975305,0.8166234,1.1996485,0.73390746,1.1542013,0.6946307,1.1265119,0.82607865,0.97869617,1.2563426,1.1204422,1.0209708,1.0223286,1.0976728,1.2565088,1.2599826,1.3172338,0.97816694,1.3542753,0.9238029,0.875107,0.7548566,0.6988888,0.9611511,1.2475923,1.2598469,0.8898398,1.3260338,1.1810024,1.2132975,1.2104224,0.76005155,1.3024242,1.1956403,1.203372,0.8717089,0.8199195,1.0277578,0.83232796,0.9535064,0.9407925,1.0454004,0.61659294,1.23454,0.867059,1.2792257,0.0,0.91314524,0.47204643,1.2363335,0.6451541,1.0924808,1.1343398,0.9700733,1.1476369,0.92585975,1.1513326,0.99847496,0.57774734,0.6003445,1.283793,1.2017224,1.0603333,1.2064931,1.3026057,1.1978978,1.1701015,1.0085597,1.0813322,1.1256738,0.8518179
sink,1.2251673,1.1873952,1.106279,1.1178672,1.1921984,1.1313035,1.0442238,0.93338364,0.2907387,1.0291102,0.7811037,1.0469102,0.6784848,1.0950357,1.0936832,0.9005157,0.9393788,0.76879656,0.9600105,0.7501342,0.64430344,1.0064826,1.0086128,0.7126946,1.1813962,0.91511387,0.86969995,1.2504209,0.9725564,0.8321036,1.0410596,0.82134044,1.1302979,1.2283598,0.45681417,0.9934004,0.9400771,0.84917337,0.9412022,1.0634221,0.7962884,0.92101896,1.0900216,1.1826932,0.8255178,0.6833805,1.209473,1.308717,1.0624253,1.0054796,1.1331031,1.3118842,1.0719146,1.1169469,0.93567693,1.3354588,0.8475802,1.2227823,0.96005553,0.82830095,1.2305901,1.1538271,1.0828758,1.063924,1.1628952,0.85557747,1.1561835,1.1952863,0.8799091,1.1389291,0.9294723,1.2086703,0.80876195,1.2070714,0.82965475,0.9334445,0.58146906,1.0894699,1.0019053,1.1844168,0.8134127,1.1626179,1.1654496,0.9201971,1.124226,0.8116307,1.224884,1.2713336,1.1603711,0.6249679,1.0546566,1.1597153,1.1559455,0.7469696,0.96847236,1.0083822,1.1066525,0.9350716,0.99437356,1.0147661,0.43675262,1.1377761,1.2370584,0.8744383,0.86937726,0.8942796,1.025394,1.1301675,0.9608309,0.88458,1.1794425,0.9914531,1.1329547,1.1612223,1.1726904,1.0274289,0.91314524,0.0,0.9336957,1.2256163,0.98006743,1.1339742,0.8775341,0.73368603,0.7540703,1.0514442,1.0379398,1.0861523,0.89744306,0.62701064,0.9734015,1.2926356,1.1289277,0.9803459,0.8890517,1.1370873,0.49314463,1.1394293,0.8950538,1.0969027,0.86345655
slide,1.2040489,1.2434794,1.4228338,0.7031203,1.2038739,1.268151,1.1556982,1.1420863,0.57382613,1.0324671,0.5908013,1.4274019,0.45136368,0.804885,1.2852075,0.5778085,0.8467829,1.2721908,1.4123824,1.4337183,0.89890474,1.1972957,1.0662735,1.221461,1.391114,1.4357014,1.1898806,1.2897649,0.9997871,0.6414133,1.3998287,1.1349764,0.95580024,1.0552758,1.1338524,1.044861,1.3533715,0.4426694,1.0064734,1.3961232,0.8026802,1.428619,0.68405044,0.9399502,0.89236975,0.97973293,0.75899154,1.3311974,1.3025954,0.6045939,0.68738425,1.3617985,0.7968451,1.0963398,1.1051188,1.3171365,1.427671,1.2971745,0.80109674,0.9798201,1.3110647,1.2600514,1.1071668,1.1543825,0.6720252,0.88758355,0.9795042,1.4909887,1.0772967,0.70121163,0.54503316,0.6952417,1.207463,0.6999159,1.1320822,0.36450112,1.1587632,0.83236176,0.8697543,1.3822532,1.0236185,0.7849258,0.9740436,1.1136249,1.4044243,1.234828,1.4206908,1.16518,1.5022621,0.8844352,0.8036264,0.55836153,0.78328323,0.83556426,1.3150792,1.3254826,0.9397717,1.3662502,1.1095743,1.3055739,1.2995976,0.716008,1.3711888,1.0456092,1.202572,0.8191949,0.8341162,1.0123519,0.6546403,0.78829896,0.696974,0.9492225,0.56942225,1.2948418,0.8342022,1.4228939,0.47204643,0.9336957,0.0,1.4314065,0.5015466,1.267594,1.1277477,1.0185033,1.2497313,0.96338594,1.244747,0.81048155,0.59971815,0.45965517,1.4010532,1.3545208,1.1547308,1.1045696,1.2242882,0.97815675,1.053271,0.98725975,1.1105151,1.2634048,0.8127629
slipper,1.0210001,0.7576747,0.29051405,1.3141477,0.7658109,0.5606045,0.9839043,0.8011458,1.5306398,0.88554096,1.3745711,0.31019437,1.493999,1.3581356,0.88732255,1.5183852,1.2012118,0.7837871,0.3388151,0.32152474,1.2798829,0.949406,1.1153587,0.9544209,0.6186131,0.4433732,0.9188374,0.6007477,0.9532055,1.298564,0.8385301,1.0909102,1.0486199,1.108839,1.0117885,1.1022682,0.8249057,1.4486307,1.2203155,0.2051022,1.2848669,0.38317126,1.4262011,1.1915828,1.2744962,1.0739541,1.297627,0.5343573,0.6003153,1.4327514,1.1759686,0.3759486,1.2119426,1.0008339,1.0183109,0.6489324,0.7430278,0.84344935,1.1588871,1.2984287,0.1714682,0.8198934,0.8814429,0.8610226,1.2378056,1.2814445,1.0477915,0.27524817,1.1830314,1.3345513,1.472245,1.202309,0.9558523,1.259733,0.8468466,1.3034513,1.0780513,1.1938345,1.3204565,0.4489175,1.1770036,1.3080769,1.154977,0.8904808,0.20883548,1.1319729,0.3358255,0.6063329,0.29252827,1.3259759,1.3250123,1.4312744,1.2725136,1.3692144,0.29014766,0.33087754,1.1862936,0.61755,1.0751791,0.91050625,0.59662247,1.3927349,0.51638216,1.1807569,0.81119704,1.3226985,1.1189454,1.191425,1.3681217,1.342024,1.2456994,1.1266165,1.4095138,0.71105325,1.1866618,0.5672483,1.2363335,1.2256163,1.4314065,0.0,1.2882158,0.5758109,0.99214715,1.2095658,0.98530865,0.7896522,0.969247,1.3306893,1.3204147,1.571182,0.58164287,0.2678324,0.64061415,0.96399236,1.1165158,1.0124311,1.1344905,1.078907,0.9140937,0.15928936,1.2270738
snow,1.103364,1.2003992,1.2607731,0.8617955,1.0527196,1.1459174,1.2303677,1.1424764,0.73724276,0.9222895,0.56291944,1.2260251,0.76543045,0.82538104,1.1006726,0.62687314,0.86607766,1.1774762,1.2516334,1.2580343,1.1029687,1.1806304,1.2566736,1.1988897,1.2147565,1.4005979,0.9991153,1.3195195,0.82708913,1.0311289,1.3594575,1.1230927,1.0678799,1.1109891,1.0692675,1.0019678,1.2772996,0.7103121,1.0497577,1.2808113,0.81010467,1.2856464,0.71937394,1.0222584,0.9581454,1.1536536,0.869453,1.2190304,1.3517652,0.67945814,0.8008547,1.2930362,0.85172474,0.9295347,1.045067,1.1460326,1.2294519,1.137387,0.5900731,0.9385716,1.2081069,1.240593,0.88625944,1.1445687,0.78890145,0.86215657,1.0196109,1.3564948,1.0490886,0.6857507,0.6207859,0.77787405,1.1778419,0.80026287,1.1456854,0.82675266,1.0975509,0.8900966,0.9425235,1.255857,1.0463982,0.94606864,0.8785056,0.9758658,1.2735928,1.267685,1.2544326,1.2028501,1.3226458,1.1054742,0.77344275,0.64747316,0.8886856,0.8773933,1.2400502,1.2794977,1.0648464,1.1675491,1.0191448,1.2455999,1.1790643,0.7619643,1.2738414,1.1187431,1.1760981,0.94029886,0.5307308,0.9848147,0.807012,0.8240075,0.9135735,1.0636729,0.6733822,1.1911693,1.0029777,1.4476509,0.6451541,0.98006743,0.5015466,1.2882158,0.0,1.2548401,1.075114,1.078882,1.2135811,0.9753617,1.2221783,0.9256064,0.7590677,0.6330119,1.2806095,1.2749312,1.1696606,1.143282,1.2214406,1.061111,1.0561101,0.84668505,1.192625,1.1324961,0.85466075
soap,0.8508927,0.9781706,0.5825887,1.3239098,0.91177094,0.7444173,0.94796866,0.9248474,1.300792,0.7625835,1.1219541,0.44974554,1.2753768,1.3740327,0.9265889,1.3147386,1.1032417,0.8788162,0.7810968,0.606961,1.1174328,0.7644633,0.9921233,1.111322,0.7235502,0.6698095,0.9911398,0.65497106,0.7871808,1.2150522,0.63414353,0.99658376,1.0824546,0.93030715,0.860162,1.2221245,0.5231661,1.2370399,0.9774866,0.4250437,0.98495066,0.7288611,1.3060381,1.2876468,1.2322427,1.0053029,1.2919588,0.89369845,0.76895833,1.2939091,1.1317067,0.7679386,1.2612033,0.9035568,1.1360013,0.8605674,0.81815106,0.7303249,1.1248676,1.202678,0.65670276,1.0927563,0.73174787,0.8786373,1.2252048,1.0834428,1.2056246,0.76302147,1.0796862,1.2217948,1.3039547,1.1161666,1.0092843,1.1326553,0.9722556,1.254404,1.0329556,1.2280647,1.2057756,0.5659778,1.1600015,1.3132945,1.1140646,0.8585346,0.7610289,0.88894457,0.6500375,0.8739748,0.68800825,1.2192503,1.2887506,1.3331549,1.1465874,1.1956065,0.51365435,0.46796793,1.0550997,0.7361688,0.8648313,0.9622801,0.6614167,1.2977228,0.8953154,1.2836713,1.0090874,1.3281538,0.97081405,1.1653082,1.1262978,1.1549963,1.1646369,0.97332776,1.2630278,1.0376163,1.1486142,0.68890584,1.0924808,1.1339742,1.267594,0.5758109,1.2548401,0.0,1.0771466,0.90377384,0.9270884,0.81339884,0.89359903,1.3532572,1.1513807,1.2901716,0.65405273,0.7818457,0.84422785,1.1140823,1.0036843,1.0864252,1.129553,1.0880901,1.1371613,0.687528,1.1656435
sock,0.92768395,0.9113477,0.90144765,1.1689144,0.8709415,0.86928844,0.9324218,0.8871106,1.1068739,1.0960078,0.9488977,0.99087846,1.000131,1.0726992,0.8992577,1.1313831,0.83105636,0.62244797,0.8557718,0.7674782,0.8069596,1.0649835,0.93975466,0.6669467,0.8461117,0.8231256,0.8695883,0.9651727,1.2750652,0.9692314,1.0412397,0.8856895,1.1437011,1.0667874,0.92694914,0.9491096,0.94603044,1.0930694,1.0399333,0.93408734,0.89962655,0.7946774,1.1228665,0.971342,0.97175235,0.7220379,1.0453116,1.1240098,0.9615895,1.1294698,1.2807682,1.0199349,1.0930405,0.768471,0.8846383,0.88236666,0.69623363,0.89650524,1.1678568,0.9869941,1.1488866,0.7383221,1.2297033,0.89048827,1.3068607,1.075807,1.1689389,0.9922366,0.96152455,1.0824873,1.1643457,1.1714065,0.9738125,1.1771646,0.72616255,1.049242,0.9904235,1.0826187,1.1034211,0.9688782,0.9004772,1.1488125,0.91584194,1.0986619,0.97817916,0.8542726,1.1231675,1.1244636,0.99916565,0.7808848,1.3075256,1.159181,1.2329146,0.88722855,0.9107604,0.8968822,1.0988753,0.685887,1.0877292,0.85345197,0.94787407,1.031833,1.0073502,0.75433767,0.72379315,0.9982156,1.1146307,0.88296556,1.1118218,1.1424425,1.2244941,0.8961125,1.2915194,0.61309177,1.1145462,1.0360124,1.1343398,0.8775341,1.1277477,0.99214715,1.075114,1.0771466,0.0,1.1293447,0.7765482,1.0336949,0.81820786,0.9967707,1.2036766,1.1914144,0.77097106,0.9903615,1.0430497,0.77395,0.7836632,0.9131659,0.7650978,1.093768,0.88754344,1.0835773,1.047963
