,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
nose,1.0947648,0.6936544,0.9153071,0.89297235,0.9821356,0.9569024,1.0877151,1.2844229,1.2254144,0.8843936,1.23338,0.8939542,1.2234261,1.1102176,1.1386551,1.208205,1.1739937,1.2701218,1.0571295,1.0057606,1.3133153,0.82744485,1.0731047,1.3012308,0.97089714,1.0719669,1.1489344,0.5254464,1.0376586,1.2118716,0.97844887,1.1730633,0.914534,0.83011967,0.9120227,1.1027118,1.0000225,1.1951576,1.0977666,0.87084,1.1727046,1.072029,1.01222,1.1439701,1.2251757,1.104995,1.1050307,0.44372785,0.7665065,1.0870252,0.77764857,0.34012753,1.0663267,1.028681,1.1936915,0.6767842,1.0914431,1.0401397,1.0689963,0.9521756,0.46584463,1.0811623,0.99237245,0.88326347,0.7781861,1.1323347,0.6048648,0.66627866,1.2026193,0.9921494,1.1925045,1.0326298,1.1436055,0.93944204,1.0506516,1.1877862,1.1118592,0.85175085,1.0788738,0.83358943,1.1970191,1.0170847,0.98057944,1.0120803,0.5842937,1.1238264,0.4319842,0.0,0.6820477,1.2697159,1.0043788,1.1323502,0.9640674,1.1896646,0.94016755,0.90504384,0.8755434,1.0283262,1.0659152,1.1218957,1.0887245,0.9903035,0.8479645,1.268849,1.2225866,1.2938374,1.091291,0.9255858,1.1311128,1.1875895,0.9760089,1.1340514,1.0069185,0.9189474,0.8033607,0.94449556,0.97816694,1.2713336,1.16518,0.6063329,1.2028501,0.8739748,1.1244636,1.0596926,0.96111953,1.128731,0.8178295,1.1936524,1.0718808,1.3030751,0.97339827,0.42288315,0.6320915,0.99147123,1.1694378,1.2227557,1.361501,1.1776172,1.2212952,0.71956176,1.1438751
orange,1.0537615,0.74484247,0.26999724,1.1877236,0.70662755,0.6035,0.9698731,0.87997764,1.4857833,0.9272495,1.4329205,0.51523745,1.5116197,1.218503,0.83064514,1.4173876,1.1868751,0.8241861,0.449736,0.42216468,1.2372415,0.84568644,1.1988647,0.9568055,0.69318634,0.5823818,0.96837544,0.56634974,1.0525529,1.3982909,0.71250993,0.96105146,1.0536566,1.0804002,0.9469215,1.0156175,0.71973705,1.5014778,1.1887486,0.38690722,1.3914413,0.470626,1.4072983,1.020848,1.2093593,1.1458513,1.2598839,0.56513315,0.4503727,1.4228758,1.2118142,0.36477214,1.2032453,1.0226871,0.9965869,0.703897,0.7509818,0.8838928,1.1850038,1.2096392,0.32464516,0.83140886,0.895046,0.91426325,1.2090726,1.2262185,0.977947,0.28816032,1.1148463,1.3122895,1.5192292,1.2699978,0.8734318,1.3290081,0.89509135,1.3149793,0.9022656,1.1619064,1.3160342,0.44337094,1.1102068,1.1970766,1.1632054,0.71245456,0.22643483,0.9963304,0.31412315,0.6820477,0.0,1.3017957,1.2105477,1.3915658,1.2802656,1.3618548,0.4544204,0.4748845,1.1726909,0.68590176,0.9949545,0.84121794,0.59452254,1.3766947,0.42251444,1.0994899,0.86869687,1.3242698,1.1126629,1.1367526,1.3827541,1.3384469,1.2360027,1.1959026,1.3900857,0.8210762,1.1302624,0.56571984,1.3542753,1.1603711,1.5022621,0.29252827,1.3226458,0.68800825,0.99916565,1.1051931,0.92471224,0.9830118,0.93046445,1.3229607,1.3300619,1.530407,0.5768101,0.3548991,0.70202124,1.0216868,1.020004,1.0133636,1.0346516,1.0737917,0.97324055,0.36690658,1.1988406
oven,1.0731401,1.0645328,1.2464314,1.0348258,1.2150996,1.2366536,1.0088569,0.7944177,0.7761595,1.1043116,0.8957641,1.1513304,0.5311689,1.0155712,1.1297683,0.9566713,0.9391413,0.744887,1.1018903,1.015418,0.52599317,1.1274159,0.9205613,0.73010176,1.1776068,0.8748779,0.9064246,1.1906424,1.0816498,0.51630956,1.1038542,0.7132779,0.9913282,1.0750916,0.8422323,0.9174797,1.0429567,0.7417419,1.0162482,1.2464641,0.8793402,1.0488818,0.94279283,1.007686,0.6091677,0.45191252,1.0059354,1.2427025,1.146843,0.9144126,1.1075486,1.3353424,0.99459815,1.1145735,0.9107187,1.2057298,0.92880404,1.2043808,0.8930732,0.9655833,1.2983376,1.0089986,1.137702,1.154534,1.1105887,0.9755654,1.138165,1.2208719,0.8656767,1.0229125,0.90370256,1.0593281,0.88462186,1.0750009,0.8612252,0.64069885,0.866887,1.0285989,0.9641626,1.3231448,0.9202245,1.0684031,1.0074241,1.0946774,1.300285,0.92478913,1.3196969,1.2697159,1.3017957,0.0,1.0890751,1.0439674,1.0372403,0.8615426,1.1448514,1.1516649,1.1733253,0.97848773,1.0222052,0.92287123,0.98517036,0.97972816,1.171717,0.67615,0.6008891,0.6158488,1.0642232,1.0387568,0.9948138,0.9584747,1.0717437,0.93856585,1.047689,1.1339699,1.0531657,1.0930523,0.9238029,0.6249679,0.8844352,1.3259759,1.1054742,1.2192503,0.7808848,0.8833863,0.9499145,1.2034948,1.0546197,0.8519839,0.9546101,0.785846,1.0914241,1.3298252,1.1701992,1.0323184,0.88428247,1.0527252,0.58107984,1.0178441,0.71365523,1.244586,0.76985383
owl,1.1122385,1.1145945,1.3435503,0.6370223,1.223162,1.2900015,1.1318719,1.1653177,0.7504086,0.8804879,0.9412985,1.275762,0.805982,0.6915904,1.0894095,0.5921025,1.0526735,1.4221293,1.3764083,1.4291668,1.1849829,0.9436513,0.9903787,1.2545557,1.2756742,1.3503977,1.2071359,1.2306181,0.847555,0.93619895,1.158117,1.2025476,0.92698723,0.9383509,1.0993158,0.80807716,1.2300389,0.7531851,0.79160786,1.386967,1.0356318,1.4125218,0.6239375,0.9743406,1.0283154,1.2155442,0.8619407,1.0774217,1.3221241,0.7081146,0.8001204,1.1588941,0.8099277,1.0803411,1.129492,1.1330633,1.2813417,1.2234682,0.8017881,0.95123345,1.2332214,1.1080837,0.91029346,1.1939423,0.6730536,0.9518988,0.78112316,1.227723,1.1705058,0.76106405,0.61202127,0.7539727,1.0955634,0.6532881,1.2015237,0.98602194,1.0906385,0.81992143,0.80303574,1.1416665,1.1066523,0.7557511,1.0036571,0.8875662,1.2901866,1.0608078,1.1742849,1.0043788,1.2105477,1.0890751,0.0,0.6684798,0.6678518,0.94751394,1.3690503,1.3763113,0.8126992,1.2256119,0.92843115,1.1068537,1.3161528,0.76157755,1.1868248,1.0381416,1.2758033,1.0569528,0.6774296,0.885452,0.79225504,0.8461653,0.73779064,1.186692,0.5413802,1.1647478,0.7698229,1.2225434,0.875107,1.0546566,0.8036264,1.3250123,0.77344275,1.2887506,1.3075256,0.965203,1.1476213,0.9754487,1.1965486,0.82589495,0.71966374,0.6876817,1.4207174,1.2144301,0.9797157,1.1357875,1.0712882,1.2404352,1.2195855,1.0493838,1.1325644,1.2275791,0.9951797
pajamas,1.1615413,1.1568453,1.4722246,0.50975573,1.176958,1.274464,1.2223228,1.2330406,0.75116926,1.0999981,0.7607813,1.4019816,0.7633964,0.16108704,1.2726303,0.53943527,0.9906804,1.3725209,1.4405127,1.5536572,1.1585625,1.2088637,1.060913,1.2221582,1.3577999,1.4249926,1.1809291,1.2477463,0.98475844,0.7843812,1.3223091,1.2315481,0.85447073,0.8710964,1.2044778,1.0497103,1.3438401,0.5957191,1.0274622,1.521389,0.9276252,1.4548144,0.6699042,0.7816797,0.9576306,1.2260361,0.14681053,1.1357913,1.3206843,0.7040168,0.62815017,1.2257104,0.72319126,1.1686296,1.1381792,1.1374004,1.4649298,1.2765346,0.8959525,0.9173283,1.3512465,1.0887868,1.0762036,1.094107,0.5027295,0.87349653,0.79375756,1.41377,1.0512265,0.7689437,0.7443948,0.5643451,1.2288525,0.5289468,1.3585517,0.8124548,1.2471985,0.7351079,0.8283503,1.3550718,1.0092983,0.609888,0.91963404,1.126998,1.4297551,1.1398958,1.282817,1.1323502,1.3915658,1.0439674,0.6684798,0.0,0.5004665,0.8242494,1.508815,1.5067191,0.8530026,1.3298813,1.1346332,1.2678627,1.4735231,0.6942523,1.3186929,1.0955263,1.310472,0.8079504,0.93288505,1.0070578,0.7916702,0.77152544,0.4547485,1.1759514,0.2361762,1.2257093,0.5664326,1.3787339,0.7548566,1.1597153,0.55836153,1.4312744,0.64747316,1.3331549,1.159181,1.089809,1.3761003,1.1021097,1.17056,0.7105226,0.58695906,0.5795212,1.4464335,1.2634256,1.1597399,1.1438227,1.106901,1.0138823,1.2557673,0.8483381,1.1952378,1.3575789,0.9236055
pants,1.0453805,0.95302314,1.4306318,0.5091971,1.3069456,1.3068901,1.2029188,1.2642325,0.80544007,0.95207,0.93403625,1.1750575,0.65641165,0.6750391,1.2991784,0.7239651,1.2167633,1.4805739,1.4576323,1.4580889,1.1800232,1.0905601,0.9609848,1.3160288,1.2859447,1.1863136,1.0355824,0.9864756,0.77404237,0.613134,1.2874932,1.2853367,0.5293978,0.62985116,1.1564806,1.0686069,1.1705775,0.55376416,1.0936345,1.435458,0.94983494,1.444454,0.7074954,1.1033947,0.9002863,1.0504375,0.5623025,0.95199305,1.3766539,0.67097366,0.7469795,1.0556557,0.72761714,1.192105,1.2360462,0.8858813,1.4118156,1.3144109,0.98305625,0.96395093,1.22705,1.1660409,0.94795144,1.2620771,0.66497296,1.0117769,0.76521444,1.3280157,1.1747386,0.67398703,0.7527204,0.6737848,1.343343,0.17616934,1.3249185,0.8672615,1.2669007,0.66333395,0.8912797,1.278161,1.1517693,0.82709485,0.81115025,1.0913768,1.4187683,1.0328653,1.1153841,0.9640674,1.2802656,1.0372403,0.6678518,0.5004665,0.0,0.9954481,1.4595125,1.43049,0.82025117,1.1668764,1.2208978,1.2738008,1.4555848,0.6171695,1.3337581,1.2308064,1.349448,0.9783635,0.9165302,0.9196478,1.0139015,1.0112085,0.69083536,1.2332019,0.2836988,1.1936009,0.32287824,1.1637468,0.6988888,1.1559455,0.78328323,1.2725136,0.8886856,1.1465874,1.2329146,1.0236151,1.2236242,1.1405827,1.1212384,0.72658026,0.56127465,0.7408829,1.5127425,1.1068172,0.96713185,1.2300383,1.0531807,1.368829,1.3703945,0.9114094,1.0228868,1.304261,0.96630424
paper,1.2018533,1.2298003,1.4060746,0.8379534,1.2048285,1.259688,1.0930805,1.0992066,0.6029576,1.2303286,0.70541644,1.3123938,0.7462172,0.7380192,1.144862,0.6612679,0.9649162,0.7266274,1.2565906,1.2424823,0.6504175,0.86056674,0.786076,0.9657695,1.2609212,1.2644898,1.057022,1.0736758,1.1587825,0.91338086,0.97497785,1.0397469,1.1170055,0.9048893,1.0055051,0.9751672,0.97944385,0.84541184,0.8495686,1.2848327,0.7201118,1.2508396,1.0002842,1.1024432,0.8743235,0.76949465,0.9029696,1.1505306,1.1741017,0.92481816,0.99301624,1.2326658,0.8844152,0.9599077,1.1297269,1.0905633,1.0226499,1.1864128,1.0930634,0.8383771,1.3231096,1.1032689,1.164921,0.78129125,0.99543774,0.7936106,0.88123,1.4285936,0.96520436,1.095067,0.8471318,0.97419417,1.0980492,0.9436293,0.9607612,0.9352394,1.0441773,0.9022434,0.6863868,1.3436849,0.7901159,0.94285476,1.0121169,1.1127294,1.3123518,0.6233187,1.2650735,1.1896646,1.3618548,0.8615426,0.94751394,0.8242494,0.9954481,0.0,1.2293944,1.1909416,0.9737859,1.0406448,0.8331752,1.2110263,0.95731205,1.0127667,1.3593357,1.0221934,1.1251607,0.6944866,1.097037,1.0991576,0.7346653,0.5954484,0.86770266,0.89423066,0.91261744,1.0415155,0.93834054,1.2418253,0.9611511,0.7469696,0.83556426,1.3692144,0.8773933,1.1956065,0.88722855,0.8481711,0.9660829,1.0542171,0.92362976,1.021413,0.9283494,0.58254504,1.235025,1.2655143,1.1073526,0.8187889,0.696764,1.0409249,0.80998456,1.1038607,1.2378273,1.335186,0.95520353
pen,0.9878463,1.0573802,0.33878016,1.4413826,0.81193256,0.60765857,0.9610147,0.77214164,1.377241,0.89802796,1.2213478,0.33951384,1.3893294,1.4661086,0.82103395,1.4976135,1.094505,0.5551642,0.30068207,0.24007332,1.0494967,0.98213,1.030642,0.8543806,0.6344408,0.5151243,0.84645844,0.7712396,0.9671776,1.3453948,0.81831586,0.8811453,1.219439,1.2079341,0.9051417,0.95008314,0.7680673,1.4619596,1.0669577,0.043874502,1.1464448,0.31131756,1.4433722,1.2557905,1.2105477,0.95815504,1.407776,0.8872705,0.72293293,1.4143634,1.2948966,0.7221493,1.2556212,0.92612284,0.9423545,0.9598009,0.4895364,0.81898844,1.0995246,1.3056066,0.37917787,0.94332534,0.89422894,0.8679762,1.373558,1.2037407,1.2562776,0.52014303,1.0917152,1.3730247,1.2852635,1.286618,0.86649257,1.4583998,0.4641223,1.204244,0.88195956,1.2974418,1.2893054,0.5604567,1.1149349,1.4408858,1.237902,0.8911058,0.3849026,1.0569227,0.5738913,0.94016755,0.4544204,1.1448514,1.3690503,1.508815,1.4595125,1.2293944,0.0,0.028759599,1.269568,0.69107574,0.96604466,0.8377445,0.40493894,1.4420145,0.66522336,1.1074867,0.7095826,1.2779374,1.0675149,1.2693778,1.2326581,1.2858093,1.3229793,0.8458854,1.5225735,0.9555751,1.380306,0.6731477,1.2475923,0.96847236,1.3150792,0.29014766,1.2400502,0.51365435,0.9107604,1.1012084,0.7893629,0.61071676,1.0860116,1.4029886,1.3030864,1.4321672,0.5751875,0.62337244,0.746997,0.7158513,1.0548542,0.9886185,0.8516517,1.0708756,0.81928337,0.23132282,1.1100795
pencil,0.96951705,1.0149599,0.4110489,1.4055915,0.84402883,0.6547902,0.9647967,0.7880281,1.3891361,0.90647376,1.2292557,0.34923196,1.3661109,1.4680823,0.8188102,1.5013921,1.1232508,0.57587194,0.3911004,0.30268538,1.0136079,0.9366202,0.9976484,0.8831614,0.6424791,0.52559394,0.90988314,0.68777466,0.9891108,1.3329246,0.8051249,0.863325,1.2036328,1.1848238,0.9183992,0.94187975,0.7142569,1.4571356,1.0385898,0.07054174,1.141752,0.3807611,1.4656589,1.2617844,1.2154524,0.90075356,1.3949032,0.8408467,0.74068177,1.4164672,1.2922157,0.66722673,1.251483,0.8978639,0.9921356,0.90882754,0.46095455,0.81279004,1.1511436,1.2993364,0.41365814,0.9568628,0.91003126,0.8519818,1.3694725,1.1999966,1.2015816,0.56226075,1.1346209,1.3929787,1.2665597,1.28795,0.8928204,1.4341505,0.41186845,1.202637,0.87809485,1.2575903,1.2514967,0.585659,1.105088,1.4190776,1.226638,0.87996453,0.4228499,1.0288856,0.53584766,0.90504384,0.4748845,1.1516649,1.3763113,1.5067191,1.43049,1.1909416,0.028759599,0.0,1.2476437,0.68455184,0.96810234,0.83989227,0.4484074,1.4457123,0.71316934,1.1304921,0.73061895,1.293438,1.0770372,1.2640657,1.2342255,1.2865096,1.2973542,0.7931844,1.5228388,0.9542326,1.3384986,0.66509545,1.2598469,1.0083822,1.3254826,0.33087754,1.2794977,0.46796793,0.8968822,1.0787197,0.71977234,0.6120535,1.039264,1.4036548,1.3208077,1.4543879,0.60100794,0.5936088,0.71240795,0.6586106,1.0330468,1.0110666,0.889231,1.1058434,0.81267434,0.32552683,1.1234404
pickle,1.0337341,0.965612,1.2615057,0.7460139,1.0125126,1.0665629,1.008472,1.313258,0.8332537,0.9279781,1.0340452,1.2292627,0.96370995,0.8923804,1.1979866,0.9142171,0.8650179,1.32003,1.2921208,1.3288054,1.1437154,0.87570125,1.0005895,1.1805048,1.1269273,1.285211,1.1660491,0.8714335,1.0443455,1.0093424,0.9567895,1.1930356,0.7864117,0.89183676,1.1103154,0.9923791,1.0628977,0.90705556,0.9253519,1.212797,1.0035787,1.2806356,0.9647403,0.9932937,1.0445542,1.0936472,0.8780992,0.9690554,1.0275949,0.9783327,0.7969572,0.9380754,0.9768284,0.9187664,1.2227381,1.017041,1.1960833,0.95396924,0.97964597,0.83770734,1.1435126,1.1148546,0.93561095,0.934288,0.8384484,0.99684083,0.7330877,1.1770916,0.9052037,1.0118668,0.73581374,0.9050295,1.1665176,0.78855276,1.1615856,1.157124,1.1255804,0.8529304,0.9584775,1.1163641,1.0732855,0.77731884,1.0090928,1.0875254,1.1646152,1.0926187,1.0585088,0.8755434,1.1726909,1.1733253,0.8126992,0.8530026,0.82025117,0.9737859,1.269568,1.2476437,0.0,1.281172,0.9865903,1.2318141,1.2656934,0.9690944,1.1918944,1.2071991,1.2832268,1.0589399,0.96234155,1.0801364,0.95026356,0.9376848,0.85945296,0.9464477,0.7842747,1.0670617,0.8373679,1.122632,0.8898398,1.1066525,0.9397717,1.1862936,1.0648464,1.0550997,1.0988753,0.9375061,0.9101844,0.967617,0.83575326,1.0215262,0.88721544,0.9624436,1.0653218,1.0060114,0.9241955,0.92899996,1.1572487,0.9996556,1.2523738,1.090841,1.1932067,1.1915632,1.0897332
pillow,0.8956976,0.80992746,0.6637135,1.3084671,0.97657883,0.8447702,0.97124785,0.57893574,1.3244691,0.75463384,1.0081673,0.4172904,1.029131,1.165568,0.7751583,0.99076205,1.0484433,0.5808802,0.74055576,0.5505455,0.927666,0.93873656,0.8961669,0.7827466,0.73696977,0.411278,0.7745941,0.843396,0.8427106,0.90049624,0.8089231,0.9847921,0.95589167,0.9810775,0.9136293,0.9477988,0.7067742,1.0813774,1.1635835,0.6646068,0.8846512,0.7050673,1.2992165,1.1437074,1.0886271,0.7563729,1.1962318,0.89828694,0.929405,1.325637,1.4468666,0.84649533,1.1952322,0.8923075,0.9641411,0.6285923,0.54061586,0.90124774,1.133513,1.3131342,0.8606528,0.6325837,0.7724866,1.1539693,1.4465358,1.2733307,1.1608073,0.66899025,1.1364408,1.2807474,1.3733958,0.99592,1.0824914,1.0528858,0.86653435,1.1090727,0.9638093,1.2875414,1.2979993,0.7951819,1.1068673,1.2032317,1.0490566,0.75456905,0.80908513,0.6391362,0.7001172,1.0283262,0.68590176,0.97848773,1.2256119,1.3298813,1.1668764,1.0406448,0.69107574,0.68455184,1.281172,0.0,1.0177002,0.84481454,0.7503492,1.3061303,0.91446996,0.8792033,0.7429656,1.1452684,0.9668604,1.0114386,1.3051996,1.2854903,1.2657155,1.0768806,1.3728093,0.6360199,1.123032,0.62744975,1.3260338,0.9350716,1.3662502,0.61755,1.1675491,0.7361688,0.685887,1.1651112,0.79326326,0.98615944,1.0110085,1.0638742,1.3326864,1.3988632,0.72057354,0.8348721,0.9870858,0.9549159,0.60703236,1.1128957,0.82248783,1.1387562,0.7892458,0.8574914,1.0119066
pizza,0.9673915,1.1350754,1.0575515,1.1822414,1.083753,1.0592068,0.7581792,1.0080909,0.9949216,0.92590183,1.0165125,1.0206189,1.1973786,1.0180775,0.9968157,0.86527646,1.0525758,0.92487097,1.0371866,0.9956191,0.9783901,0.30858052,0.7978365,1.0938052,1.0427405,1.1684351,1.1163232,0.94733953,1.0148929,1.3076007,0.34311336,0.98041975,1.2627453,0.8694161,0.98505056,0.98162544,0.6781692,1.2715083,0.3906306,0.9924699,1.004662,1.0549861,1.184642,1.1432109,1.1884604,1.1888874,1.1354331,1.0689158,0.9183619,1.1458626,1.1088301,1.078185,1.1590297,0.9249663,1.086424,1.0818887,0.9220271,0.9603859,0.95399606,1.0437307,1.0601412,1.04211,0.8958187,0.79546976,1.1528566,0.835935,1.104394,1.1538846,1.0068979,1.216558,1.098594,0.9220126,0.7508443,1.219776,0.9872727,1.1317264,1.057487,1.1046302,0.94925874,0.9535764,0.9920294,1.0105325,1.1859217,0.9215056,1.0257804,0.5491733,1.0356438,1.0659152,0.9949545,1.0222052,0.92843115,1.1346332,1.2208978,0.8331752,0.96604466,0.96810234,0.9865903,1.0177002,0.0,1.0600802,0.75555503,1.209563,1.0401106,1.0638725,1.1457243,1.1077068,0.83571327,1.2020483,0.6731574,0.72052443,1.1076059,0.97365713,1.139919,1.0718267,1.2334955,0.8780501,1.1810024,0.99437356,1.1095743,1.0751791,1.0191448,0.8648313,1.0877292,0.71323293,0.9371697,1.0840181,0.8203423,1.3100812,1.1467806,0.991194,1.0156088,1.1019113,0.85782385,1.056041,0.60002244,1.0908356,0.87453014,1.0551617,1.2739462,1.0678014,1.0963379
plant,0.7087395,1.0637741,0.71874666,1.2930219,0.91601014,0.9264137,0.7672832,0.775002,1.3090916,1.1685327,1.2678552,0.8638958,1.230718,1.1555614,0.6213062,1.2758604,1.0339501,0.77390105,0.6776882,0.76263976,0.8891732,1.1059251,1.0232124,0.6977879,0.70608026,0.7048159,0.8849392,1.0918434,1.0354525,1.121615,0.84142464,0.7682454,1.0057099,1.1281486,0.99556476,0.82664883,1.0141675,1.2302197,1.0102723,0.8145839,1.1821576,0.663268,1.0538924,0.81973433,0.7947419,0.95518696,1.1157309,1.0170633,0.892094,1.1337132,1.2432969,1.0258378,1.1337615,0.9338034,0.45503628,1.0520859,0.70003295,0.7014556,1.1284862,1.0294783,0.979325,0.85085064,1.1197624,1.0654047,1.1959273,1.0550387,1.2414919,0.7906855,0.94883627,1.0386399,1.2098566,1.293716,0.75116706,1.3395863,0.88591385,1.0251949,0.824927,1.2004426,0.9885727,0.6420884,0.8198575,1.173636,1.027787,1.0322729,0.91049683,0.977234,1.00105,1.1218957,0.84121794,0.92287123,1.1068537,1.2678627,1.2738008,1.2110263,0.8377445,0.83989227,1.2318141,0.84481454,1.0600802,0.0,0.92562777,1.0553603,0.67344785,0.78719014,0.7240908,0.9112864,1.1991444,0.74914443,1.118574,1.1976135,1.251241,1.0056763,1.3536856,0.8671333,1.2849085,0.83291966,1.2132975,1.0147661,1.3055739,0.91050625,1.2455999,0.9622801,0.85345197,1.0503343,0.8983734,0.9542999,0.9540141,0.8409628,1.2669069,1.2391536,0.8679353,0.9892972,1.1515261,0.919639,0.9066496,0.83498526,0.8362056,1.0797601,0.68276656,0.9294736,0.8276817
plate,1.1081545,1.0826137,0.5407128,1.4510746,0.93671334,0.7856185,0.9180696,0.81915545,0.87218744,0.97225004,1.1222625,0.6062399,1.2861395,1.336097,0.8904716,1.2722151,1.0873407,0.5416482,0.47059405,0.26225102,0.9044353,0.72993183,1.0769471,0.77887535,0.8072021,0.6538544,0.8699891,0.92210406,1.02817,1.3241838,0.6539293,0.7378707,1.3131858,1.3067304,0.52165383,1.092505,0.54827744,1.4013755,0.94532466,0.44295454,1.0735532,0.4728741,1.4510478,1.2941923,1.0789444,0.9236234,1.430047,1.0520595,0.61958706,1.3956792,1.2837465,0.9245957,1.2524881,1.0052527,0.9947062,1.108574,0.57878417,0.9456146,1.0708375,1.0390497,0.6735177,1.0552715,0.982111,0.8232118,1.3780837,0.9213453,1.3177489,0.70470715,0.9325305,1.4323921,1.3501393,1.350127,0.6658168,1.5120776,0.7003063,1.2369694,0.6320926,1.315819,1.2144513,0.65095675,0.9077387,1.3682755,1.2749921,0.7625472,0.5413903,0.78564036,0.77613676,1.0887245,0.59452254,0.98517036,1.3161528,1.4735231,1.4555848,0.95731205,0.40493894,0.4484074,1.2656934,0.7503492,0.75555503,0.92562777,0.0,1.4788473,0.8459119,1.0825335,0.81483793,1.1807615,1.0881228,1.3211365,1.1643685,0.94976324,1.3366582,0.97553146,1.4824268,0.9674243,1.4214265,0.6791108,1.2104224,0.43675262,1.2995976,0.59662247,1.1790643,0.6614167,0.94787407,0.7260792,0.7092055,0.9084033,0.9931186,1.4660378,1.1981852,1.1165524,0.58340013,0.8466406,0.9279565,0.9884206,0.86558115,1.0884112,0.5760489,1.0911952,1.0383308,0.55276465,1.0927447
pony,0.8124796,1.1087275,1.3119476,0.7917797,1.1175061,1.1845126,1.0986679,1.2605034,0.9138688,1.1123385,0.90598667,1.3932724,0.7833934,0.84587336,1.0037509,0.7709471,0.947589,1.3624997,1.352952,1.4002471,1.1048486,1.189563,1.0957981,1.1782414,1.0938894,1.3426737,1.0014905,1.2232078,0.95730466,0.82074904,1.2972991,1.170934,0.84984374,0.8982301,1.1713276,1.125743,1.2919245,0.6895298,1.0595247,1.4541218,0.9703251,1.3532217,0.17919421,0.750844,0.9550244,1.1155921,0.76003647,1.1665822,1.2786088,0.34017438,0.77369773,1.2716238,0.76900625,1.0319932,0.9943388,1.0241904,1.3881578,1.0024601,0.98816574,0.9948858,1.3109088,1.1439205,1.1120011,1.2031647,0.75734925,0.9917366,0.98868895,1.3002046,1.0444889,0.11253655,0.71821123,0.9388604,1.2153003,0.6493641,1.282269,0.84862304,1.2092211,0.7671877,0.830269,1.2529145,0.9911328,0.8353574,0.63810605,1.133044,1.4192467,1.1947392,1.3838956,0.9903035,1.3766947,0.97972816,0.76157755,0.6942523,0.6171695,1.0127667,1.4420145,1.4457123,0.9690944,1.3061303,1.209563,1.0553603,1.4788473,0.0,1.158841,0.96789163,1.2172085,0.87668717,0.97211117,0.41739732,0.88481855,0.879928,0.785606,1.1679971,0.6479332,1.1316566,0.7716435,1.3766903,0.76005155,1.1377761,0.716008,1.3927349,0.7619643,1.2977228,1.031833,0.9739857,1.2016007,1.1400304,1.0547644,0.5773386,0.74188507,0.8039636,1.3583509,1.2687876,1.2005429,1.2127856,1.1504037,0.973602,1.2032028,0.9569937,1.0648944,1.333297,1.0010873
pumpkin,0.88548374,0.9092398,0.32807314,1.2582315,0.59149635,0.5984855,0.77688205,0.79591525,1.4997578,1.1373738,1.4155111,0.8477816,1.4879835,1.2262461,0.79818344,1.4319024,0.95635283,0.7708228,0.4264927,0.5804092,1.1734223,0.9990042,1.2261941,0.7842399,0.66531795,0.70143104,0.8758829,0.92005444,1.1829576,1.3410921,0.835579,1.0147598,1.2021887,1.1377355,1.1182898,1.0059963,0.9990667,1.4121777,1.0738502,0.6044533,1.3530383,0.46272588,1.1888355,0.8231436,1.185451,1.1741238,1.1742027,0.7828039,0.4814061,1.2944291,1.0309068,0.70875347,1.1484032,1.0502332,0.7189059,0.9380231,0.8891132,0.7633455,1.1447785,1.147286,0.55201364,0.8194377,1.0722975,0.8714727,1.054802,1.1121751,1.1110631,0.35499823,0.93645006,1.1264834,1.4332544,1.2532502,0.68202853,1.3576354,0.96379894,1.2088366,1.0813408,1.1342174,1.161472,0.43564403,0.95777243,1.1442894,1.0668036,0.92152596,0.4520113,1.164322,0.73286957,0.8479645,0.42251444,1.171717,1.1868248,1.3186929,1.3337581,1.3593357,0.66522336,0.71316934,1.1918944,0.91446996,1.0401106,0.67344785,0.8459119,1.158841,0.0,0.90395606,0.78087676,1.0964587,1.2420985,0.9948895,1.1827645,1.2222697,1.1510628,1.1560572,1.3488456,0.8092316,1.1954799,0.7642629,1.3024242,1.2370584,1.3711888,0.51638216,1.2738414,0.8953154,1.0073502,1.1842133,1.1691711,1.0253699,0.9876246,1.1471167,1.2854686,1.4448221,0.5651114,0.60284543,0.96080846,1.0153538,1.1019709,0.683644,1.0003394,0.9520958,0.9163086,0.6013408,1.1745297
