,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
paper,1.1178548,1.181107,1.3003335,0.81472564,1.0782098,1.0805738,0.9966118,1.1223259,0.73426557,1.1184914,0.8538059,1.1638787,0.7725746,0.9174118,1.2041717,0.8844674,0.98038185,0.683562,1.1624928,1.132714,0.7852807,1.2578459,0.99502456,1.0120804,1.2127731,1.1614767,0.93131393,1.2790486,0.99454767,0.83760726,1.0060737,0.91958714,0.81753135,0.9105774,0.82212174,0.9782739,1.1374278,0.8889482,1.1503263,0.9440187,1.0229743,1.1937053,0.86322737,0.7902664,0.98119825,1.0386691,1.2705817,1.0242641,0.997168,1.1222067,0.92010725,1.1184359,1.1264925,0.99827474,1.1937194,0.8438606,1.2210137,1.1425538,0.9635832,0.93968487,0.97964466,1.1518741,0.8908948,1.2476505,1.0626073,0.9072918,1.0256702,0.8791715,0.9942099,1.0163473,0.8762816,0.84433836,0.855574,1.2545204,0.83569723,0.96713775,0.96698946,0.946087,1.1220934,1.130673,0.867474,0.92250156,1.1095824,1.2237117,0.9024719,0.96460414,0.9525264,1.0249748,0.0,0.9908209,0.88930625,0.9250867,1.0442145,0.9500661,1.0172263,0.862414,1.1409807,1.115429,1.0923425,1.225511,1.2153141,1.0659314,1.0998673,0.797881,1.1113083,1.0369267,0.91910994,0.92111784,1.2761856,1.0230157,0.9021812,1.2403489,1.0916888,1.2187648,0.9657941,0.74078363,0.9280253,1.3088553,0.9164727,1.2356131,1.021922,0.8032037,1.0319886,0.94571686,0.87820417,1.2781242,1.0746577,0.9553511,0.5654966,1.0822573,1.2322967,1.1112678,0.9794139,1.0245532,1.2274232,0.87022066,0.95763505,1.0352004,0.97324145,0.9924016,1.1339722,0.7472166
pastry,1.1752113,1.0768355,0.9435824,1.0637742,1.0356836,1.029572,1.045752,0.96971995,1.1314538,1.0724826,1.1681336,1.1584959,1.1065466,0.95281404,1.0570467,0.9941631,1.016896,1.063888,1.1608037,1.1027045,1.0094162,0.89850277,1.1228774,1.0543158,1.1704448,1.089276,1.180939,0.8685959,0.9495419,1.1672322,0.99979943,1.1139841,0.9763981,1.0396612,1.1165419,0.4314561,1.1484741,1.0673319,1.1690344,0.8227507,0.9068764,0.96125734,1.079213,1.078572,1.0099365,0.92171955,0.9417207,0.92828596,1.0219432,0.9065291,1.0828592,1.0191083,0.9330332,0.99672633,1.0476092,0.91366804,1.0943618,0.8713819,1.1480024,0.95301175,0.98212814,0.9002325,0.84812117,0.9618168,1.0007149,1.0502305,1.1486554,0.95238006,1.1091197,1.0983988,1.069676,1.0446497,0.97753567,0.9220709,0.94849867,0.7421632,1.0461732,0.9596619,0.61655074,1.0749617,0.94402313,1.0685062,0.92037785,1.0477812,1.0404761,0.91666013,1.0560721,1.021576,0.9908209,0.0,1.130249,1.1332424,0.828737,0.9397474,1.011398,0.98999274,1.1169956,0.98532414,0.9696358,0.95196974,0.87950337,1.0079331,1.1698393,1.0479898,0.89889246,0.9746164,0.8502321,0.9249138,1.0034986,0.9992198,1.055544,0.97785336,0.93830013,0.98247135,1.0895586,1.1799588,1.1439272,1.0552211,1.1376894,0.94123644,0.8945073,0.87293977,1.0170763,0.9780188,0.82559943,0.9844172,1.0157309,1.0822321,1.0266666,0.98440063,0.99700713,0.9669667,1.079765,1.0015999,1.0256511,1.048611,1.1120421,1.0451424,1.158271,1.0908548,1.1265032,1.1579987
pen,1.0020252,1.0141853,0.8580767,1.3166573,0.90785193,0.85524917,1.0339613,0.8895788,1.2285478,1.0843885,1.4556348,0.6582296,1.3173335,1.5284444,0.77439415,1.3959272,0.9876355,0.60019886,0.59011364,0.6187908,1.0834866,0.77660894,0.4886216,0.8292912,0.6885515,0.74806774,1.0563424,0.8529732,1.3241588,1.30408,0.6909687,1.2035781,0.9656764,0.7825413,1.4677196,1.2637455,0.24972385,1.3265035,0.59451616,0.94908047,1.4007618,1.1051068,1.0461545,0.95778805,1.4551892,1.0722643,0.81889236,1.3802537,1.3390908,1.0721859,1.0749428,0.7540258,1.1217613,0.2233066,0.91147774,1.3979479,0.74538994,1.0156456,1.2794043,0.99460214,1.369184,0.96210617,1.2521479,0.74798465,1.0637711,0.74280316,1.3282778,1.0466845,1.4251838,0.12688851,1.2746606,0.79349506,1.1467202,0.9024871,1.0942384,1.4789069,0.7622707,1.2759597,0.97367233,0.7480793,0.76780874,0.99774987,1.1873055,0.7161585,0.837199,1.0822161,1.4722004,1.4297963,0.88930625,1.130249,0.0,0.008599639,1.3085555,1.3703804,1.1079026,1.1272893,0.73029435,0.6214544,1.2304118,1.0558083,0.90702665,1.144273,0.53350204,1.2146016,1.1338141,1.1908262,1.3317327,1.0319827,0.7526866,0.3837149,1.4770789,1.0091233,1.3071803,0.58826536,1.1780453,0.8570485,1.351666,0.7048906,1.3182217,0.7056989,1.2034979,1.2246604,0.22571206,0.86079633,0.86198264,0.7578913,1.2776823,1.4225115,1.2847695,0.64002395,0.83431613,0.9372733,0.36942244,0.7538826,0.8871318,1.1394422,1.0840567,0.8565226,0.7829524,0.77293456,0.7375016,1.0680662
pencil,0.9669373,1.0162209,0.82952285,1.3100667,0.92244375,0.8671873,1.0300609,0.8993234,1.2389197,1.0607244,1.4534335,0.6071822,1.3147326,1.5392592,0.7677106,1.4059539,0.98411244,0.6081774,0.5790322,0.60626185,1.1004026,0.7344715,0.48842382,0.85563755,0.6595609,0.7304373,1.0585778,0.8193894,1.3163254,1.3111573,0.72392476,1.2104102,0.9923773,0.80449545,1.4682331,1.2586365,0.2029205,1.3371423,0.55454,0.97892696,1.4213873,1.1317388,1.0623611,0.9641858,1.4636378,1.072909,0.7888794,1.3776063,1.3349049,1.0486147,1.0802329,0.77750957,1.0943819,0.22811425,0.89006376,1.4219754,0.70809346,1.0230486,1.2700206,0.993379,1.3729892,0.97190535,1.25469,0.72640324,1.0833187,0.73712885,1.3323392,1.0807649,1.4098241,0.10686898,1.2837254,0.8034059,1.1597557,0.88852715,1.1180401,1.4840128,0.7731458,1.291615,0.94054407,0.70998967,0.7787703,1.0121992,1.179052,0.672929,0.86280805,1.0917553,1.4759319,1.4197245,0.9250867,1.1332424,0.008599639,0.0,1.3070385,1.3749832,1.0909891,1.1395705,0.7327473,0.57577527,1.2445285,1.0170873,0.9006653,1.1941466,0.53595454,1.2449867,1.1140802,1.2135545,1.3413695,1.0513165,0.7351462,0.3883915,1.4760247,1.0252597,1.3157351,0.5910151,1.1747946,0.8821917,1.3501043,0.67053735,1.315305,0.70755565,1.2094187,1.2427926,0.2143994,0.88670903,0.84485775,0.71571004,1.3073661,1.4189463,1.2950215,0.6261783,0.8058888,0.9091409,0.3763939,0.752914,0.88629556,1.1490979,1.0849147,0.88662285,0.80177635,0.8004945,0.6848775,1.0809458
pickle,0.8929976,1.0081289,1.0128407,1.0309814,1.0734639,1.094688,1.1241657,1.183758,1.0425643,0.9007853,0.8857194,0.9764631,0.83296263,0.70015776,1.0191607,0.8631748,0.7967529,1.1258724,1.2856138,1.2662268,0.901678,1.0319736,1.2037512,1.1667043,1.0684832,1.0510554,1.0000315,0.90728253,0.9072236,0.9064415,1.2551562,0.999111,1.2304949,1.1047612,0.9161842,0.77757525,1.197241,1.0136801,1.2334352,1.1104679,0.84238374,1.0656191,1.1793984,1.0037093,0.7029883,0.948642,1.0588979,0.82324815,1.0134156,0.8539829,1.1302496,1.1480514,0.70796037,1.2617149,0.82711583,0.9476226,0.9904358,0.9937666,0.9690474,0.9657459,0.9880888,1.1378033,0.81002176,1.101482,0.9360449,1.0075814,0.9550353,1.1566412,0.7419988,1.2642438,0.93069977,1.2661765,1.0906335,0.95955926,0.9609198,0.64332736,0.9741221,0.88381314,0.7475598,1.1806903,1.2334429,0.97943234,0.76364136,1.2141309,1.1238892,1.035546,0.7257832,0.7201885,1.0442145,0.828737,1.3085555,1.3070385,0.0,0.7820027,0.88031095,1.0892639,1.1133915,1.1885185,0.81885517,0.7578676,1.0815167,0.9524163,1.2600749,0.92952543,0.7395976,0.9086944,0.9592695,1.1182194,1.047912,1.1168606,0.8187745,0.9135462,0.70391023,1.1119058,0.9087394,1.2418795,1.0055447,1.0023365,1.0660194,1.2079711,0.76210433,1.0196215,1.2342756,1.062614,0.94692445,1.082472,0.94443685,0.83692205,1.0551116,1.1610986,1.0898458,0.8673922,1.160796,1.2090459,1.0032785,1.060992,1.0269841,1.1483983,1.2380947,1.0931952,1.1566814,1.0263811
pig,0.97155714,0.82605135,1.2051377,0.87056565,1.0375328,1.0565761,1.0467342,1.1785729,0.9074767,0.9927246,0.76397955,1.26393,0.8065624,0.6463798,1.0112224,0.6189274,0.9558755,1.1910764,1.3560107,1.2677488,0.9391065,1.3237252,1.1547523,1.2198719,1.1782339,1.2427634,0.8783321,1.2327161,0.76159495,0.7960832,1.2068014,0.91721857,1.0212137,1.0934591,0.796093,0.9210708,1.4274892,0.77530336,1.3641503,1.1252335,0.5973654,0.851259,1.028411,0.98198164,0.67809194,1.0146089,1.2477049,0.8153045,1.0115528,1.0259962,0.9698781,1.1316066,1.0124211,1.3426281,1.1186814,0.87220854,1.2717724,0.93068606,0.7843826,0.9989235,0.87288547,1.2059395,0.8392856,1.2387813,0.51113427,1.0210086,0.8833169,1.0807726,0.78458977,1.4069645,0.8432033,1.1048785,0.9756724,1.1619864,0.9682068,0.7468863,1.0752727,0.6817039,1.1025616,1.2008636,1.0160717,1.0161852,0.87530607,1.2822903,1.0364684,0.74276006,0.6541288,0.84151626,0.9500661,0.9397474,1.3703804,1.3749832,0.7820027,0.0,0.9074809,1.0288581,1.1757504,1.3875171,0.6227482,1.1506914,1.1169802,0.9132589,1.2293755,0.89007604,0.9112402,0.3367536,0.80629456,0.95466906,1.2526203,1.3411309,0.7944473,1.0365589,0.7589532,1.2912418,0.94437164,1.0329041,0.8414315,1.2674499,0.6028143,1.2673935,0.91110754,0.9732243,1.3749106,0.96255994,0.94382554,1.2699738,0.8172831,0.85562414,0.9029333,1.3063438,1.2347658,1.1215308,1.3014185,1.0497172,1.1843754,0.9877597,1.0347524,1.1103272,1.0880857,1.0335943,1.286134,0.91484946
pillow,0.79903,0.8967572,0.89965147,1.139377,1.1476073,1.1049448,1.0603002,0.90593207,1.1209385,0.9491761,0.7877586,0.671759,0.7355402,0.9382497,0.8910705,0.555146,0.9213038,1.0109993,1.0813998,0.96417147,0.8917265,0.94803774,1.0395813,0.9690468,0.9245767,0.6665715,1.0800558,0.8847,0.86731553,0.79021686,1.1339304,1.0264423,1.2014686,1.1829507,0.77649605,0.9348824,0.95822304,1.0952648,1.0328666,1.204268,0.94609576,0.99650335,1.0195239,0.7988283,0.9753773,0.99045134,0.7846992,0.9808167,1.0905491,0.89536065,1.0757747,1.1295105,0.5163724,1.1253413,0.9164403,1.2933102,0.78030545,0.64595187,1.0237435,0.9394923,1.1724576,1.201277,0.87004805,0.78436923,1.1551168,1.1085219,1.0984063,1.1963558,0.5793452,1.0348723,1.0818294,1.0165248,1.2234951,0.9160845,1.1202332,0.899541,0.99292797,0.86317086,0.6906127,1.0474339,0.6176259,1.3010468,0.8739012,1.0237758,1.0663319,1.1660913,0.92901325,0.7670692,1.0172263,1.011398,1.1079026,1.0909891,0.88031095,0.9074809,0.0,1.2245921,1.049702,0.9993976,1.0839686,0.713964,0.9561449,0.9437381,0.9985759,1.0925263,0.95643795,1.1445593,1.1360351,1.2134724,0.9534754,1.1594796,0.9583159,0.7323731,0.62938297,0.89417875,0.95544016,1.001278,1.1378403,0.6516118,1.0508412,1.0507934,0.89806885,1.2044688,1.0625622,1.1344897,0.7159445,0.8895261,1.0103167,1.0347109,1.1426262,1.0365894,0.82271236,0.8926233,1.1276712,0.52627116,1.0753704,1.2442106,1.1560227,1.2235453,1.1105222,0.92939776,1.0358744,1.0417492
pizza,1.1775032,1.1404849,1.1743541,0.9485428,1.0621046,1.0996096,0.9410041,1.0084032,0.891127,1.0964088,1.0256916,1.2418474,1.0375004,0.96722966,1.2351097,0.98170453,1.0837482,0.8990813,1.1736851,0.9509454,0.9569076,0.9750818,1.1320547,1.0263598,1.215466,1.2504297,0.99876434,1.0877835,1.0610187,1.1010246,0.9707417,1.1041042,0.61592007,1.0267808,0.9581609,0.81709236,1.2219504,0.9926499,1.1693689,0.75424075,1.0400164,1.1200945,1.0668917,1.0629423,1.013251,1.0931282,1.19352,1.0852135,0.95725286,1.1713016,0.9219926,1.1394707,1.2367,0.9559911,1.1885037,0.7612878,1.2654113,1.1614065,1.0299714,0.96341354,0.9515968,0.7626582,1.0472478,1.2836846,1.0544698,1.0797617,1.0615946,0.782655,1.0839627,1.140848,1.0463768,0.9950188,0.05885446,1.1244608,0.92441183,0.98842746,1.093034,1.0401014,1.0270293,1.106199,1.0684077,0.87069917,1.1040663,1.1119777,0.89959437,0.90449023,0.9598369,1.1251087,0.862414,0.98999274,1.1272893,1.1395705,1.0892639,1.0288581,1.2245921,0.0,1.1891221,0.67253566,1.0877566,1.1818384,1.1220332,1.013231,1.017269,0.88280034,1.1276426,1.0334616,0.83724326,0.42880833,1.0622821,1.084638,1.0267594,1.1659414,1.1960855,1.1044698,1.1217102,0.9283766,0.96943295,1.2963961,0.9969885,1.123299,1.0580957,0.23032302,0.996581,1.0720767,0.9421909,1.1085106,1.0131757,1.0499634,0.73020697,1.0622019,1.2443917,1.082233,1.1452527,1.1276631,1.1457466,0.80654824,0.99843615,1.0043625,0.98522025,1.15366,1.1742545,1.0384309
plant,0.8123821,1.0587658,0.7805851,1.3806145,0.88489735,0.78871816,1.0556592,0.80623853,1.3938106,1.0409265,1.3608656,0.6727877,1.3804312,1.344728,0.7181513,1.2853011,1.2656037,0.801638,0.34524536,0.7165706,1.1445751,0.83130515,0.8353721,0.68963814,0.5661542,0.66981614,0.9573818,0.93279505,1.1248506,1.2362422,0.80653405,1.1503408,1.0978988,0.9383503,1.3306949,1.2032208,0.56916577,1.1705811,0.42905122,0.9134687,1.1302788,0.7835427,0.9829394,1.285977,1.2143722,1.1318649,0.8692847,1.2163339,1.2577167,1.241616,1.086671,0.22005725,1.118589,0.890813,0.6704266,1.2169374,0.75682545,0.9224225,1.1537472,1.0450851,1.2035311,0.8884705,1.3280487,0.6303779,0.89688015,1.1844072,1.2419202,0.9057838,1.3456357,0.7145907,1.1912802,0.91168934,1.1832554,0.9429828,1.0930988,1.2667108,1.1048164,1.1558158,0.92336625,0.6741375,0.8015256,0.9790546,1.1825753,0.56903267,1.0685314,0.9978835,1.2955583,1.3345068,1.1409807,1.1169956,0.73029435,0.7327473,1.1133915,1.1757504,1.049702,1.1891221,0.0,0.77522814,0.9259171,1.094999,0.72255856,0.92110866,0.7180644,1.0303135,1.0958918,0.9870623,1.1641916,0.97603494,0.750985,0.7765764,1.3706343,0.9633533,1.1691768,0.690915,1.1261873,1.0755508,1.2810075,0.7135122,1.153332,0.7784331,1.1013614,1.2242084,0.8740178,1.1117803,1.1683893,0.73570603,0.90355414,1.3397958,1.3029352,0.9134229,0.89932245,1.1706856,0.6783345,0.775769,0.65956885,1.0792117,0.9098867,0.8042319,0.6559491,0.7950026,0.6943555,1.0492594
plate,0.90651727,1.007135,0.43602598,1.3893557,1.0131388,0.9687661,0.87613153,0.6950606,1.373863,1.061521,1.51617,0.5130767,1.4127712,1.5594636,0.8042201,1.4133277,1.2535343,0.7026211,0.522275,0.30113947,1.1478685,0.27351862,0.9462633,0.77958554,0.5728023,0.6261854,1.1297693,0.53195196,1.3512956,1.4142947,0.82487416,1.3822293,0.956963,1.0655949,1.4712474,0.91300994,0.36953855,1.396843,0.43056923,0.89780915,1.4490155,1.0576735,1.2105536,1.1454909,1.4662423,1.1143351,0.6024736,1.4724233,1.30279,1.0077416,1.0775121,0.8344289,1.0106641,0.5557423,0.73345256,1.2448609,0.6285958,0.94159055,1.3125284,0.9367857,1.4092828,0.599936,1.3596004,0.537305,1.1977272,1.122059,1.4382961,0.9864763,1.4064825,0.40339375,1.350033,0.8801589,0.72584033,0.5179025,1.1598518,1.4253641,1.1529105,1.2794573,0.63424754,0.6108506,0.7420893,1.1861064,1.1193045,0.43519056,1.0554948,1.1545268,1.5148647,1.4401991,1.115429,0.98532414,0.6214544,0.57577527,1.1885185,1.3875171,0.9993976,0.67253566,0.77522814,0.0,1.2693607,0.81101125,0.68556255,1.2605621,0.5979844,1.2695811,1.1072416,1.328924,1.2296758,0.8369893,0.57857937,0.639907,1.5316463,0.96150506,1.3150356,0.6027465,1.3568138,1.0283445,1.4406683,0.524517,1.3169363,0.6183813,1.1563771,0.77310896,0.4576373,1.2368253,0.8062053,0.42712814,1.2303567,1.5028012,1.1925044,0.4659269,0.7585313,0.81627375,0.7137026,0.6602294,0.77276397,1.1020377,1.1508454,1.0306802,0.8564432,1.1159024,0.59140646,1.3652973
pony,0.8026406,0.75583726,1.0729957,1.0202239,0.9625189,0.982103,1.1241316,1.1806884,1.0985112,1.0327575,0.93990624,1.1501215,1.0046067,0.95495105,0.7817315,0.94543904,0.91143143,1.1666886,1.0824425,1.2059723,1.0515138,1.1695714,1.1685137,1.111693,0.88019246,1.1421745,1.0360235,1.1270416,0.6682148,0.97237444,1.1378018,0.97539103,1.0659453,1.0937941,0.8617067,0.93088925,1.2377048,0.88682175,1.1548349,1.1283556,0.28016156,0.73132277,1.0209526,1.0691758,0.86529595,1.0143641,1.174051,0.5669554,0.9601195,1.0512947,1.0890799,0.94557595,0.9501952,1.2449161,0.85072106,0.977331,1.1350691,1.0266445,0.96124434,1.0886385,0.91360366,1.0364203,1.0720862,1.1016834,0.3389489,1.1294042,1.0311741,1.0079969,0.9416352,1.2790322,0.9329876,1.2051563,1.0326504,1.0546681,0.9435588,0.96138644,1.1076673,0.8020611,1.0503838,1.1305207,1.1757867,1.1186457,1.0373298,1.1299045,1.0834619,0.85325533,0.9152834,0.83435243,1.0923425,0.9696358,1.2304118,1.2445285,0.81885517,0.6227482,1.0839686,1.0877566,0.9259171,1.2693607,0.0,1.0044461,1.0251325,0.93081796,1.104186,0.9038799,0.81712645,0.31175488,1.0238134,1.0422161,1.1694553,1.1828253,0.8952621,0.91594356,0.8278384,1.1394062,1.0866655,1.1734086,0.94797814,1.0706217,0.82140315,1.1377752,0.97142196,1.025395,1.2721223,0.8873857,1.1230519,1.167059,0.8293749,0.88506156,1.1166384,1.2273933,1.1087155,1.0866697,1.2162298,1.1496437,0.9002876,1.100181,1.0356562,1.025205,1.0190729,0.92463595,1.1063914,1.082416
potato,0.90421253,0.82729864,0.5054333,1.1428548,0.9588612,0.9464644,1.103532,1.129051,1.3081992,0.9143981,1.1405185,0.54323673,1.1536353,1.1441183,0.8792,1.2448239,0.8640897,1.1786355,1.0242108,0.90768677,1.190969,0.5449438,1.226312,1.1394676,0.86278754,0.7968799,1.18475,0.44280618,1.0684031,1.1875986,1.1152836,1.1467478,1.2301128,1.1862334,1.1652899,0.8410108,0.74677074,1.3290582,0.8873377,1.2148004,1.0987891,1.0136704,1.2203683,1.0737526,1.1696442,0.7442869,0.40822268,1.0458628,0.98803824,0.44080937,1.1966097,1.1423033,0.3571335,1.0441927,0.779333,1.2898622,0.41772842,0.8108033,1.1577144,0.90358156,1.0795803,0.9306294,0.87338364,0.6249736,1.0972666,1.180703,1.0525274,1.2533088,0.9431381,0.9041661,1.1897011,1.1539055,1.2022301,0.5607455,1.2782658,1.0144938,1.193432,1.0268877,0.627784,0.8339039,1.1297309,1.2334849,0.626278,0.7955403,1.2714316,1.213924,1.2070841,0.8542414,1.225511,0.95196974,1.0558083,1.0170873,0.7578676,1.1506914,0.713964,1.1818384,1.094999,0.81101125,1.0044461,0.0,0.676075,1.2279553,1.0094285,1.2745782,0.81692547,1.1574088,1.2813919,1.2187567,0.7928142,0.9873912,1.0208907,0.70911574,0.82375765,0.8455205,1.0935726,1.3542588,1.1748079,0.43451142,1.264308,0.8269425,0.9463514,1.1399081,0.94061965,1.1004297,1.0077686,0.538026,1.3202289,0.9564863,1.3078548,0.84770864,0.4641897,0.49501562,1.1143999,1.0383924,0.8864658,1.3016782,1.1482304,1.22766,1.1913705,1.2298207,0.7335053,1.2563858
pumpkin,1.0079618,0.8851271,0.3066839,1.345881,0.61373276,0.5760609,1.0364255,0.88680327,1.4491866,1.0963894,1.4641619,0.78615963,1.4348215,1.3357298,0.7289574,1.3497982,1.1806853,1.0561018,0.63213414,0.6108705,1.1915637,0.52219504,1.1110883,0.7974837,0.7815478,0.74671894,1.2228861,0.5442817,1.2217162,1.3817463,0.86176705,1.2607721,1.0434936,1.0633336,1.3647717,0.9583322,0.7141262,1.3900054,0.66856104,0.9458933,1.2012143,0.8017324,1.1977684,1.2701037,1.268499,0.87517333,0.39674062,1.3042208,1.1805828,0.7999575,1.182185,0.715924,0.87040806,0.90256363,0.7840283,1.238021,0.65619487,0.7591338,1.2628882,1.0251173,1.2189244,0.69827783,1.0905399,0.48302984,0.9194599,1.2687953,1.2279495,0.9278768,1.2303307,0.80302453,1.3061249,0.909694,1.1136171,0.39778852,1.1523972,1.1240796,1.264227,1.2015162,0.79728687,0.71844697,0.96054757,1.1415986,0.8381485,0.46929097,1.2525685,1.0461485,1.3598626,1.2325273,1.2153141,0.87950337,0.90702665,0.9006653,1.0815167,1.1169802,0.9561449,1.1220332,0.72255856,0.68556255,1.0251325,0.676075,0.0,0.89821005,0.83023584,1.2802731,1.0650799,0.95544696,1.2285092,0.961837,0.76659495,0.8619769,1.3120359,0.7550521,1.0442748,0.6903423,1.2802291,1.2522701,1.3573766,0.5783136,1.321765,0.5427819,1.0870272,1.1191342,0.832774,1.0996814,1.0987663,0.4632883,1.0560895,1.2626779,1.3368807,0.81277144,0.62632227,0.8652316,0.9536752,0.9117301,0.5982597,1.1793385,1.1269221,0.97817224,0.9444949,1.0398552,0.71854633,1.3430958
purse,1.0271943,1.1246588,1.1761887,1.1300623,0.9778152,0.99596167,1.252728,0.6580539,1.0072644,1.0943855,0.89014953,1.1942947,0.9238169,0.83174676,1.025856,0.8015429,0.978348,0.9180668,1.0119581,1.0917845,0.6038817,1.2920294,1.0319585,0.7050896,1.1204839,0.9317465,0.9263906,1.2805593,0.9366631,0.7640753,0.9122594,0.8915327,0.9344574,0.87576467,0.88314795,1.0191745,1.2699219,0.74479485,1.1749089,0.89586395,0.8137476,0.66034424,0.94586176,0.87616,0.84576565,1.1045362,1.2230189,1.0043778,1.0395964,1.3173354,1.2222981,0.828444,1.1508106,1.0562191,0.91487765,0.8372216,1.1872755,1.0255094,1.0791771,1.1030049,0.9902405,0.9509776,1.0851018,1.0132746,0.9249518,1.0876917,0.9132589,0.7490064,0.97732186,1.188777,0.8221936,1.0679983,0.9910752,1.1372306,0.95523596,0.847191,0.95365936,0.8607049,1.1560813,1.2251396,0.95072615,0.8888539,1.1676778,1.2158985,0.83431,0.8681757,0.9040662,1.0327758,1.0659314,1.0079331,1.144273,1.1941466,0.9524163,0.9132589,0.9437381,1.013231,0.92110866,1.2605621,0.93081796,1.2279553,0.89821005,0.0,0.7848227,0.75924855,1.1595795,0.8223982,0.9706044,1.0059724,1.1059602,0.94818974,1.0108774,0.71285176,0.94288677,0.93907607,0.9809189,0.9746916,0.9716835,1.0870342,0.9926755,1.0637603,1.0042819,1.06137,1.1151536,0.8758788,1.1407293,1.2441844,0.39954537,1.0220107,1.0544865,1.1097125,1.2400208,1.3749367,1.0524886,0.9872488,0.7946019,0.7103951,1.0349468,0.7826786,0.9535482,0.5948376,1.2268232,1.0357755
radio,1.0064933,1.0838078,0.832084,1.3831034,0.96920335,0.92323095,1.0739228,0.5979029,1.2487572,1.0418869,1.3027487,0.6580614,1.1899,1.4602985,0.8804057,1.2758006,1.1870806,0.50982535,0.52709794,0.4991126,0.7970611,0.79063344,0.7799721,0.6274064,0.7217928,0.5987829,0.9451055,0.89619535,1.2481731,1.0801255,0.78153574,1.128192,0.98465824,0.8011819,1.2888014,1.2092165,0.5352647,1.1141131,0.5471676,1.0056581,1.2336028,0.866242,0.9007166,0.778912,1.3191559,1.1698246,0.8480553,1.3830607,1.342926,1.1998962,1.1295589,0.6992105,1.0904864,0.64737386,0.9155836,1.293685,0.7757628,1.0351436,1.2632428,1.0762808,1.3543719,0.829905,1.341761,0.6521813,1.0218846,0.9937733,1.3059871,0.88880396,1.3619773,0.5479753,1.1741993,0.96079314,1.0621384,0.893348,1.0781137,1.4492666,0.9891134,1.1111004,0.963641,0.7813903,0.8274639,1.0334849,1.2101128,0.66123354,0.67817545,1.0853269,1.405169,1.3939316,1.0998673,1.1698393,0.53350204,0.53595454,1.2600749,1.2293755,0.9985759,1.017269,0.7180644,0.5979844,1.104186,1.0094285,0.83023584,0.7848227,0.0,1.0036951,1.1406653,1.0957031,1.3108945,0.98853904,0.8117141,0.70167285,1.4483883,0.85993147,1.2278041,0.69621295,1.1911843,0.80660903,1.3169025,0.67733395,1.2391424,0.8025687,1.207032,1.1661518,0.6424947,1.0259044,1.1579474,0.69412583,0.87199914,1.4025645,1.2916533,0.5992297,0.92825747,1.0761539,0.7794874,0.7208408,0.773233,0.8740615,1.059023,0.7526167,0.65911436,0.6480601,0.7374541,1.1797222
refrigerator,1.1429589,1.202787,1.3489631,0.8333937,1.1590425,1.1690503,1.1227938,0.91708654,0.8341722,1.1301513,0.7004437,1.3365889,0.68039626,0.7450812,1.2480712,0.85438025,0.94703406,0.7649446,1.1173791,1.222359,0.68568337,1.4039828,1.0247424,0.8568522,1.2644925,1.0357913,0.87583137,1.3716145,0.93966794,0.61218244,1.064412,0.6867098,0.98472315,0.8946605,0.6701506,1.0397276,1.3620232,0.54295206,1.192323,1.0525714,0.84944034,0.90256816,0.60821784,0.7536173,0.7765015,1.1257112,1.3843852,0.7556623,0.891257,1.3138547,1.042923,1.0675516,1.1428974,1.1909457,1.2287114,0.67657834,1.3596282,1.312361,0.947989,1.0683814,0.8099919,1.084104,1.0224615,1.3458531,0.98027587,0.9551357,0.8424095,0.79550296,0.8701265,1.3011525,0.6355811,1.112557,0.8869451,1.3058143,0.6593725,0.9191752,0.9298221,0.7213028,1.2020075,1.2442617,1.1122867,0.9952976,1.1325455,1.2621914,0.6426094,0.9321894,0.7522833,0.86481774,0.797881,1.0479898,1.2146016,1.2449867,0.92952543,0.89007604,1.0925263,0.88280034,1.0303135,1.2695811,0.9038799,1.2745782,1.2802731,0.75924855,1.0036951,0.0,1.1516733,0.9450794,0.864532,1.028583,1.3378251,1.1849589,0.76357645,1.1984309,0.9284998,1.2141656,0.78669375,0.8860451,0.81209993,1.4012172,0.9095743,1.3623048,1.0284816,0.9590442,1.2556281,1.0411378,1.1152346,1.366456,0.6796752,0.832017,0.70767444,1.2518315,1.3709583,1.3393791,1.1261218,1.1019214,1.1413074,0.75427306,0.910382,0.90391976,0.9548462,0.6611074,1.2711647,0.721083
