,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nose,1.0188665,0.4598356,1.0848355,1.0613245,0.86064327,1.0475955,1.1277455,1.2707865,1.3568058,1.0974214,1.1156131,0.8268237,1.0854815,1.0176051,1.0202063,1.1164279,1.1198704,1.3231516,1.1758132,1.1993307,1.2129716,1.0334427,1.075748,1.3519411,0.9784237,1.0985852,1.2163886,0.91021997,0.91405916,1.2066014,1.2211535,1.1842904,1.1135347,0.7259825,1.055796,1.269305,1.2388139,1.0361714,0.9365054,0.948249,1.1987271,1.227556,1.0267457,1.1860112,1.2836607,1.1690319,1.0682769,1.122671,0.59453857,0.6775098,0.73238176,0.31122625,0.90143746,0.89015496,1.3855326,0.8208326,1.1739837,0.9839332,1.2180923,0.43825102,0.90071845,1.1042389,0.87744766,0.8481755,0.76123464,0.55859387,0.91579634,0.991,1.1501563,1.1145327,1.317318,0.76235175,1.0904162,1.1527972,1.0983357,0.41804188,0.84984016,1.0754455,1.2010393,1.0052506,0.80201733,1.0371271,0.69171655,1.0074708,0.5484342,1.1519936,0.70193076,0.0,0.8974103,1.2249908,0.9944149,1.1200229,0.8472573,1.1060963,1.2154485,1.0163602,1.0596325,0.59709376,1.0187892,0.6623879,1.1690593,1.2514174,1.1742959,1.1774317,0.7839774,0.7696637,1.2938079,1.2823653,1.084556,1.222865,1.0798992,1.035009,1.0073364,0.9803501,0.904178,1.0393308,0.7918511,1.2127895,1.0966829,1.1345416,1.0685322,0.679906,1.2338135,0.9992868,0.958079,1.1145886,1.0930872,0.9698536,1.1307986,0.8590895,1.2247804,1.1003848,1.2163074,1.0939968,0.39549315,0.5783131,0.9941406,1.1583912,1.298745,1.3221847,1.1654103,1.2163726,1.1954457,0.6683589,1.0834916
orange,1.0347881,0.6227457,0.35722083,1.0282671,1.2076856,0.2773981,0.40346152,0.7429203,1.2364801,1.412553,1.4204597,0.6699181,1.4319253,1.3741914,0.8107519,1.4431504,1.2520841,1.1085856,0.5982848,0.7084774,1.3428185,0.7623761,1.2324536,0.92912006,0.72955346,0.81983984,1.0377802,0.7860726,1.2039456,1.3322859,0.85753036,1.3291864,1.2607039,0.75484395,1.1776445,0.9862385,0.95973456,1.3649442,1.2475415,0.54044104,1.4429038,0.7233129,0.97136664,1.2487979,1.0752481,1.2867324,1.1165943,1.3209383,1.047714,0.3816902,1.0106437,0.7228496,1.1133823,0.6336809,1.0532039,1.1532786,0.8210382,0.8691264,1.1843137,0.6206498,0.79925185,1.1628978,0.6264378,1.2472787,0.8348705,1.1070434,0.59898645,1.089179,1.3479631,1.3389539,0.9598206,1.2433944,0.729365,1.2811669,1.0105729,0.9154634,1.0334015,1.0407364,1.146834,1.297335,1.1104256,1.1992044,0.94893396,0.90169793,0.48127818,1.0245763,0.8340788,0.8974103,0.0,1.287189,0.7544247,1.3718919,1.2148292,1.0549023,0.9864697,0.6406869,0.6972847,0.87308455,1.2029443,0.8275845,0.9116723,1.2030963,0.7954426,1.1501831,0.41382205,0.41271722,1.125822,1.1186861,0.5465824,1.3390201,1.1389589,0.6549612,1.2690359,0.7893312,1.3060291,1.3113881,1.1778198,0.9472573,1.2985302,0.90110236,1.2865273,0.5625999,1.358289,0.5317693,1.1925555,1.1335235,0.712752,1.1291819,1.1753576,0.6067187,1.3481328,1.3732489,1.3693337,0.71753883,0.59112406,0.906479,1.12485,1.0678387,0.6665528,1.1827149,1.1142551,1.1287239,1.1551614,0.59333366,1.2738433
oven,1.1867894,1.2989721,1.2589004,0.95707417,0.88846916,1.2964488,1.231471,1.1547201,0.7608067,0.609026,0.7923291,1.1658769,0.5707032,0.979454,1.1969172,0.8326247,0.7542878,0.7825632,1.1559192,0.9245288,0.610365,1.1278496,0.7378894,0.8341212,1.2666239,0.8247435,0.9562616,0.91836494,0.990182,0.51880795,0.9025729,0.6398733,0.9052894,1.0539031,0.94430566,0.97646105,0.8957098,0.74345964,0.99953884,1.2925252,0.5867832,0.96338433,1.0288485,0.9497705,1.0941856,0.57933366,0.4934399,0.8944231,1.1297926,1.3362955,1.0346261,1.2781074,0.9834937,1.2739098,0.9759128,1.0896462,0.94501424,1.2927263,0.84629154,1.3322865,1.2944455,0.97762823,1.339975,0.97122353,1.1468635,1.0828251,1.2246513,1.0849297,0.86258084,0.8947345,0.8714954,0.96888655,1.059531,0.66019636,0.87727773,1.1307398,1.0489392,1.1439166,0.85265577,1.0822071,1.0070285,1.0259643,1.1977458,1.1149538,1.370427,0.9551164,1.3291073,1.2249908,1.287189,0.0,1.2198207,0.917693,0.9139724,0.816494,0.97193813,1.1687496,1.1223365,1.2020767,1.0114093,1.1294909,1.0441161,0.9022796,1.0014695,0.9975884,1.2655196,1.3570704,0.9953405,0.59004736,1.2585387,0.5566883,1.0734396,1.0233226,1.0342076,1.2613529,0.8863941,0.99720925,0.95524627,1.0617499,0.7394188,0.7508428,0.8800947,1.3574102,0.91301465,1.1987444,1.0286714,0.87106127,1.1068189,0.87950766,1.0387353,1.2684963,0.9739337,0.8082471,0.770317,1.0916042,1.3749148,1.1578987,1.0008111,0.9341757,1.311897,0.7307631,0.95544004,0.78423715,0.78226304,1.3055377,0.6465578
owl,0.98368084,0.7965611,0.65268546,1.1932282,1.3291012,0.75559574,0.75977385,0.62772715,1.0317701,1.4318671,1.4375547,0.833086,1.3988626,1.2584012,0.7988193,1.404464,1.2205293,0.9992661,0.71702415,0.8952441,1.2551588,0.718146,1.0298128,0.810586,0.70129025,0.80515933,0.94483656,1.1475602,1.1276367,1.2285546,0.6629331,1.1254002,1.1684995,0.99197996,1.1157277,0.8894416,0.95252883,1.393448,1.1606688,0.7784523,1.3347445,0.77093637,0.96501637,1.0569825,0.81328213,0.90687156,1.0273483,1.2046834,1.0437441,0.69261587,1.1786275,0.93465656,1.102346,0.770262,1.0083231,1.0460799,0.7397348,0.80940586,1.1928289,0.7388081,0.6220211,1.1179272,0.78917736,1.2046874,0.846745,1.1233826,0.67201585,0.935508,1.3140147,1.0623997,1.0040157,1.313562,0.74767804,1.1937796,0.92359143,0.8700197,1.1453063,1.096686,1.142401,1.2345234,0.98157966,1.1912922,0.9537933,0.7702694,0.71930194,0.76801366,0.57814014,0.9944149,0.7544247,1.2198207,0.0,1.2961402,1.2335069,1.0800686,0.87652326,0.7526373,0.7844513,0.8755076,1.089009,0.94506174,0.97386813,1.1055741,0.89811397,0.91853607,0.8086847,0.64999115,0.7996776,0.94495356,0.56471,1.2347577,0.92447543,0.7902819,1.0598329,0.69406354,1.3309457,1.1027137,1.1877588,0.7687285,1.18963,0.9918918,1.3360864,0.71807224,1.2419796,0.79716605,1.2410406,1.2264882,0.6619052,0.9248667,1.2652577,0.769714,1.1886533,1.2880105,1.4136012,0.83091307,0.7482555,0.88920456,1.2065727,0.80195594,0.66075003,1.253743,1.1608156,0.99795413,0.91248465,0.82647336,1.2224734
pajamas,1.1248807,1.4050056,1.3145057,0.89678,0.6597923,1.2714459,1.2257948,1.324995,1.028748,0.594414,0.44045192,1.4062674,0.746744,0.28091204,1.3705604,0.37968123,0.7828194,1.1351573,1.3594836,1.4124188,0.8803569,1.3425641,1.0705569,1.2332531,1.4411833,1.4076586,0.9985922,1.0878874,0.94363904,0.8850742,1.2292247,0.7421575,0.44626176,1.3934839,0.97919786,1.1796876,1.1258926,0.6409841,0.741464,1.4444695,0.59392524,1.360371,1.0572069,0.82167554,0.7176054,0.9576384,1.2581868,0.30942988,0.94777584,1.4459964,0.77288985,1.2190475,0.90101963,1.3969872,0.89662385,0.9197549,1.4168743,1.3274206,0.79170793,1.4388824,1.2533623,0.69853693,1.3112519,0.4724567,1.2454774,0.8661427,1.385067,0.98488116,0.7444587,0.6087674,1.0488205,0.68106425,1.4706587,0.84625125,1.1275809,1.1531358,1.0048169,0.9724119,0.9554838,0.64587307,1.0748931,0.79882014,1.0673107,1.2039412,1.4032886,1.1965958,1.3535527,1.1200229,1.3718919,0.917693,1.2961402,0.0,0.6068565,1.1611425,1.1137156,1.4225559,1.3617704,1.2789054,0.91515344,1.3173314,0.9776199,0.887092,1.3556001,0.9810319,1.3110358,1.2500393,1.0717003,1.1636208,1.3426849,0.7683379,0.99033517,1.3738369,0.7375177,1.3978783,0.36503732,0.7827146,0.81610143,1.3130875,0.55180496,1.3514662,0.59566873,1.4787437,0.64586806,1.4064233,0.5582396,0.9478578,1.4939319,1.08109,0.85538757,1.1535959,0.7288897,0.2734717,0.5367666,1.1844051,1.3097506,1.0975517,0.9769673,1.083123,1.1401311,0.869701,0.7652911,1.0514542,1.1184449,1.3521994,0.8006525
pants,1.0129985,1.1363609,1.3851236,0.9390833,0.61722505,1.3484635,1.3730555,1.4076426,1.1880636,0.72897416,0.6638549,1.2255522,0.69627225,0.6642954,1.0904223,0.6659436,0.9412736,1.3373878,1.3379173,1.4451741,1.0082965,1.332578,0.8757769,1.3063953,1.1542926,1.1255968,1.1174166,0.98178136,0.6727588,0.76037735,1.3735793,0.75198066,0.60336685,1.1824299,1.0535481,1.3373512,1.2818422,0.56717217,0.81329685,1.3704399,0.73317116,1.3607084,1.1667695,0.80744624,1.0328293,0.9190243,1.1376282,0.540148,0.87355953,1.2049727,0.6720501,1.004643,0.98047477,1.2525387,1.2249947,0.814021,1.4671838,1.1577488,0.9679874,1.1844267,1.1473141,0.86308205,1.3728265,0.6823468,1.0526948,0.85188794,1.1877841,0.97972584,0.8993775,0.5016464,1.2417927,0.20998657,1.4429121,0.86350274,1.1683959,0.939458,0.8850174,1.1372646,0.9967402,0.8701413,0.73476416,0.85227245,1.0669116,1.2706757,1.2199417,1.1553781,1.210532,0.8472573,1.2148292,0.9139724,1.2335069,0.6068565,0.0,1.1618621,1.2838014,1.3678024,1.3453689,0.9989414,0.85768926,1.0133226,1.1762431,1.022014,1.4406129,0.87140137,1.1082541,1.1614466,1.0380584,1.272434,1.3268497,0.8099447,0.9908655,1.3382468,0.8025242,1.3775868,0.34594584,0.7636373,0.28891397,1.3171527,0.67268026,1.2107604,0.6885966,1.2469449,0.9094757,1.3319308,0.7141492,1.0722007,1.4521265,1.0026052,0.8519018,1.0906655,0.89441574,0.44553375,0.8433693,1.352634,1.0477829,0.9011766,1.1075552,1.0707496,1.366798,1.1249582,0.99537116,1.0674258,0.8928801,1.2403517,0.9008419
paper,0.96934545,1.0036415,1.0713769,1.0365543,1.097032,0.99053234,1.0007566,1.017946,0.7756266,0.9118315,0.9848503,0.8124918,0.8199319,1.1350102,0.9021876,1.0150644,1.1038728,0.27545416,0.88651556,0.6674404,0.57144964,1.0584031,0.9501165,0.73425627,0.94324476,0.7424044,0.9875853,0.8051028,1.154537,0.8859345,0.84341407,1.1066045,1.1936364,0.8189262,0.9783887,0.8898359,0.81159353,1.0765847,1.1672294,0.8709358,1.029292,0.7493459,0.9275404,1.1954858,1.1395047,0.8261275,0.54651767,1.1836256,1.181459,0.899582,1.1755106,1.0856884,1.0758582,0.922546,1.0857633,1.1131186,0.76912594,0.97899413,0.9075759,1.0569583,0.9960768,1.127143,0.9881752,1.258794,1.0550573,1.111786,0.9676083,1.124715,1.0904493,1.1187339,0.8578406,1.1383524,0.7600868,0.96063817,0.90483963,1.1412493,1.1288098,1.0499308,0.7418183,1.1424135,0.94706213,1.2289007,1.103838,1.0722722,1.0451564,0.3746096,1.0801717,1.1060963,1.0549023,0.816494,1.0800686,1.1611425,1.1618621,0.0,1.0407192,0.7911484,0.7773598,1.0889626,1.1829696,0.73814905,1.156223,1.1222811,0.78880453,1.1461571,1.0140752,1.1403415,1.0219005,0.7924692,1.0808163,1.0215236,1.168326,0.94771934,1.0692493,0.9340296,1.2090516,1.0530907,1.0850228,0.8846407,1.1607006,0.4907568,1.1801363,0.95107293,0.9832251,0.825074,1.1254839,1.0363541,0.84852934,1.0592083,1.0678172,1.1004236,1.2190722,1.181284,1.0131907,0.96461093,1.0669874,1.0666598,0.9250757,0.48476052,1.0996959,0.92695105,1.1041803,0.90852946,1.0545299,1.0551519,0.9508255
pastry,0.9910414,1.155508,1.01741,0.9066079,1.1036507,0.9442693,0.9780255,0.6320369,0.9970725,1.1905396,1.0787504,1.2292542,1.1025568,0.97077596,1.0488373,1.0425818,0.98376495,0.9647209,1.1638657,0.8931379,1.0238707,0.22964752,1.2200037,1.0169024,1.0696471,1.168209,1.019485,1.0779803,1.1138651,1.1892017,0.8771536,1.0740324,1.0746241,1.0294333,1.1833185,0.29981244,0.6581694,1.1305588,0.8276085,1.2110497,1.1604798,1.0743005,0.7938273,0.8998624,0.8949195,1.085538,1.003252,1.1160308,1.1420841,0.9631988,1.0874715,1.1949097,1.0247071,1.0083246,0.88062096,1.0857253,0.9038711,0.9630885,1.008972,1.2259132,0.9227609,1.085956,1.0882436,1.1398662,0.8580518,1.0893787,1.1742502,0.96469766,1.1079375,1.1237277,0.9522673,1.241635,1.0631871,1.0627702,0.99091876,1.1109768,0.61892974,0.7834161,1.0467154,0.9008162,1.227463,0.99987173,0.98820007,0.3749478,1.2245367,0.9160199,1.1150239,1.2154485,0.9864697,0.97193813,0.87652326,1.1137156,1.2838014,1.0407192,0.0,1.18243,1.1714838,0.8898689,0.94743687,1.2129662,0.47008693,1.0467385,0.38087344,0.9749449,0.85361296,0.9102883,0.8951868,0.90976906,0.87319803,1.0361863,0.9166845,0.72423595,0.94011056,1.0922337,1.1871663,0.9436735,1.2168715,0.984656,1.242853,1.1863062,1.1880329,1.1334224,0.9909488,1.0755788,1.1146877,0.57899123,0.9339528,1.0188057,1.0785236,1.0098221,0.9794399,1.1240575,0.8924717,0.9983264,1.1806345,1.1783532,1.1594964,0.96854097,0.9509945,0.6337482,1.0084968,1.0361304,1.2271026,1.2056233,1.1667953
pen,0.94924957,0.5723219,0.6320968,1.2516162,1.2883208,0.7572185,0.8045291,0.7233807,1.0272242,1.3357505,1.4955587,0.33139563,1.3856269,1.4454324,0.6256338,1.5071992,1.1296388,0.8345363,0.35545027,0.6252552,1.2554138,0.9875301,0.8260308,0.7872735,0.5583317,0.5327754,0.92893636,0.89913476,1.1844167,1.1792355,0.72658086,1.3478087,1.3555312,0.6237888,0.8565465,1.010163,0.941768,1.501312,1.4121711,0.17999756,1.4048566,0.5290392,1.1508031,1.3268751,1.0868015,1.1209056,0.9020728,1.4292858,1.2032844,0.64250576,1.2940719,0.87027156,1.1726356,0.6588621,1.1152775,1.1585217,0.31623232,0.80982673,1.2870141,0.47048157,0.84244066,1.1845846,0.7390205,1.3920705,1.0533067,1.2248482,0.6103222,1.1691189,1.2684028,1.296848,1.0390462,1.3691291,0.08590245,1.1645541,0.91609335,0.91815007,1.3905869,1.1902151,1.0118042,1.5069139,0.8706324,1.4353367,0.9570636,1.1172909,0.4990989,0.8413249,0.6087319,1.0163602,0.6406869,1.1687496,0.7526373,1.4225559,1.3678024,0.7911484,1.18243,0.0,0.019496739,0.9632442,1.2770627,0.74896413,1.1951232,1.200273,0.809927,1.1480622,0.7336359,0.9149645,1.046899,0.93902266,0.6566219,1.3675401,1.2136093,0.6972666,1.1525804,0.40583956,1.483741,1.315966,1.2872274,0.55277544,1.2662234,0.5005549,1.3423582,0.42088962,1.3288654,0.35013163,1.3088095,1.1822917,0.2863475,0.8559155,1.0359105,0.8405151,1.4137671,1.4622711,1.50335,0.8026006,0.7025199,0.88987905,0.8175825,0.853713,0.7357116,1.2660849,1.211188,0.96233946,0.7964483,0.45026767,1.183054
pencil,0.9721376,0.6721836,0.6588786,1.2188326,1.2431381,0.78853667,0.8168702,0.7603017,1.0167041,1.2899314,1.4562303,0.44928753,1.3326535,1.3852665,0.68129325,1.458009,1.0708549,0.8235577,0.45400786,0.6823065,1.2034683,1.0208797,0.7942851,0.7911339,0.64395005,0.61374,0.9439224,0.8922205,1.2068074,1.160088,0.7176703,1.313731,1.317815,0.71208924,0.824661,1.0112398,0.9130279,1.4625316,1.3665748,0.28627628,1.353822,0.5848938,1.1267756,1.2948909,1.0513855,1.0992519,0.9061068,1.37953,1.1849619,0.7325077,1.2740884,0.8950192,1.1652406,0.75379884,1.0952938,1.1403029,0.33290005,0.86406106,1.2539243,0.594538,0.89635354,1.1789551,0.77834904,1.3548478,1.0871247,1.1960906,0.689712,1.1517758,1.1956797,1.2666204,0.98796594,1.3417023,0.094777465,1.1200361,0.90971977,0.9544907,1.3768411,1.1813204,0.9698807,1.4613003,0.8792002,1.4175873,0.96196616,1.1137722,0.6162,0.8574848,0.65013397,1.0596325,0.6972847,1.1223365,0.7844513,1.3617704,1.3453689,0.7773598,1.1714838,0.019496739,0.0,0.99107486,1.2345577,0.81772065,1.1971754,1.1859055,0.8507143,1.1393878,0.80598646,0.9362042,1.0339447,0.91952163,0.7087849,1.3251309,1.1865408,0.74101317,1.1141703,0.40760934,1.4410194,1.2696157,1.2754657,0.5273216,1.2524364,0.5532799,1.315821,0.5440915,1.2979875,0.4692148,1.2656587,1.1571381,0.3148346,0.83958155,0.9635228,0.8807723,1.3539312,1.401505,1.447866,0.815109,0.7697022,0.9199723,0.7712711,0.86085576,0.7726823,1.228262,1.1882703,0.9566199,0.7861278,0.5823536,1.1598585
pickle,0.98691875,0.6567381,1.0070548,0.9246995,1.0402597,0.9240743,0.93411005,0.9005264,1.1945901,1.227012,1.3229059,0.89113647,1.1902063,1.0736198,0.93291426,1.274771,1.1516483,1.1787424,1.0922657,0.9489419,1.2147602,0.709015,1.0174364,1.0896071,0.90424216,0.95985746,1.2481083,0.90161896,1.0605133,1.2528908,1.0196987,1.2261307,1.2354916,0.725041,1.1016484,0.912436,0.87703824,1.2320305,0.9069925,0.9256797,1.379337,1.0509498,0.9024564,1.2169033,1.1900812,1.1952925,1.0699129,1.2447708,0.82073593,0.66663355,1.0516291,0.59971106,1.0658333,0.8504259,1.3399421,0.85832816,0.901024,0.86797655,1.2705414,0.7042165,0.7117632,1.2236048,0.7991291,1.0848398,0.6596901,0.67858756,0.97285646,1.0247746,1.2019918,1.0963836,1.0722677,0.91166335,0.90450895,1.2260897,1.0562117,0.7210117,0.73232317,0.9237455,1.0328999,1.0042614,0.92996943,1.052312,0.8838011,0.54308933,0.7873125,0.9759425,0.72829413,0.59709376,0.87308455,1.2020767,0.8755076,1.2789054,0.9989414,1.0889626,0.8898689,0.9632442,0.99107486,0.0,0.9884816,0.71865064,1.0328654,1.2695007,0.7740869,1.1349696,0.7786389,0.819075,1.1121554,1.1975881,0.88870466,1.2633687,1.0678805,0.7728878,0.93718654,0.9197893,1.1324394,0.937938,0.9518033,0.8501058,1.3584744,1.1049966,1.368098,0.75154,1.3325379,0.966399,1.1041406,0.83030206,0.8226708,0.90059334,1.1577742,0.80981994,1.1602335,1.1528207,1.2845651,1.048423,0.6623635,0.6404747,0.909477,1.0373075,1.1143969,1.0810224,1.2666299,1.0931238,1.1261904,0.9029967,1.2789764
pig,0.8557363,1.2733169,1.1821892,0.9193925,0.8735113,1.1673666,1.1451973,1.2613077,1.0814433,1.0013707,0.9280056,1.3217049,0.78341234,0.89436865,0.9843216,0.9056696,1.0664182,1.1986564,1.3599205,1.3420806,1.0119418,1.1180407,1.0255201,1.2452762,1.0913597,1.2804325,1.1057584,1.0722866,0.6677478,0.9190619,1.1747862,0.80306274,0.85735404,1.2105093,1.1340215,1.1448237,1.168611,0.71864593,0.7386303,1.3643765,0.8244467,1.3587236,0.9889859,0.45130837,0.8848186,1.002253,1.0867305,0.799008,0.9541827,1.1444495,0.9529654,1.068758,1.0084333,1.0974429,1.1171434,0.90124637,1.2558979,0.9449486,1.1130608,1.2457423,0.93559206,0.94019777,1.1708157,0.83932817,0.9745263,0.8171606,1.243905,0.2264185,0.9294647,0.820398,1.0987931,0.7680354,1.2780176,0.9371873,1.1517217,1.1011126,0.6794125,0.9493738,1.0908518,0.699553,0.99417305,0.75871986,1.0522734,0.936133,1.2007072,1.1615196,1.1394727,1.0187892,1.2029443,1.0114093,1.089009,0.91515344,0.85768926,1.1829696,0.94743687,1.2770627,1.2345577,0.9884816,0.0,1.1006998,0.9236212,0.989271,1.2624336,0.39985883,1.1526644,1.0374306,0.94154525,1.061729,1.0873866,0.965624,0.15159285,1.0589011,0.90772843,1.1757975,0.8634037,0.7996483,0.86789316,1.0940634,1.0106115,1.2837609,0.90618694,1.2628798,0.8745415,1.3355378,0.8908448,0.98197675,1.2675631,1.0488681,0.89460063,1.1525569,0.620381,0.77192765,0.9512284,1.1513913,1.1379952,1.0975772,0.9534266,1.1127279,1.1302074,1.1239635,1.0463132,1.0725154,1.0262876,1.311562,1.0612664
pillow,0.8774537,0.5194913,0.84633666,1.2623912,1.2325425,0.9545147,0.9524794,0.9971638,0.80133885,1.212041,1.2224177,0.42998785,1.0382748,1.2133387,0.70901835,1.2005402,1.3425994,0.83061886,0.8134022,0.75654495,0.99432695,0.9843954,0.8740148,0.9311691,0.6628692,0.49621558,1.1284708,0.79591554,0.91529065,0.8673104,1.1183435,1.2471151,1.2605894,0.5802314,1.1103268,1.166966,1.2289717,1.0740583,1.2177336,0.61628294,1.1805698,0.871832,1.2795607,1.257302,1.0684695,1.0591865,0.7010458,1.3278258,1.0064709,0.5433474,1.2025324,0.68333626,1.1681973,0.6775604,1.3387612,0.8023354,0.81301427,0.74720955,1.330353,0.54615307,0.6823643,1.3274488,0.7470702,1.3053393,0.7722393,0.9743202,0.5353701,1.1180983,1.3401687,1.0775225,1.2561883,0.99486023,0.7506578,1.0634656,1.1495197,0.8289058,0.99601734,1.097246,1.0812314,1.1889597,0.6668938,1.204037,0.92374027,1.0180519,0.5636379,0.6476122,0.60323596,0.6623879,0.8275845,1.1294909,0.94506174,1.3173314,1.0133226,0.73814905,1.2129662,0.74896413,0.81772065,0.71865064,1.1006998,0.0,1.2650166,1.2910401,0.9028638,1.0983651,0.7549905,0.92950773,0.8847347,0.99874276,0.8554249,1.2829641,1.1395427,0.6191132,0.93527806,0.7549012,1.2837448,1.0026522,0.86437,0.97226274,1.2219832,0.66650724,1.3493292,0.34819663,1.3356392,0.7423009,1.1081527,1.2876215,0.7996767,1.0795583,1.3820688,0.64434713,1.1651676,1.2450463,1.4626374,0.9033478,0.6071891,0.7600043,1.0453533,0.6494827,0.9260338,1.240674,1.321782,1.0627425,0.9109694,0.7220759,1.196734
pizza,0.8997453,1.1623011,1.0165527,0.7950753,1.1180362,0.943035,0.97384757,0.7101554,1.113835,1.0592662,0.9401281,1.2439117,1.1231629,0.9553766,1.0681165,0.89306957,0.84105766,1.0902952,1.1384338,1.0291934,1.0948182,0.583309,1.3551618,1.1807327,1.0666755,1.3230222,1.0158662,0.9858337,1.0196619,1.2551517,1.014107,1.0323079,0.8832979,1.1281512,1.2145991,0.68181175,0.8138164,1.0872941,0.8306111,1.1314754,1.0566698,1.1901227,0.94654953,0.8556626,0.97948307,1.1836828,1.2183899,0.9715981,1.0312885,0.9643736,0.98008746,1.2123997,0.98046994,0.87495136,0.77689594,1.127428,1.0715314,0.9482741,0.9036628,1.1790289,0.98990595,0.94264585,0.95737517,0.97081697,0.8885873,1.1268134,1.2203413,0.93238115,1.1255519,1.0854359,1.0439742,1.1638091,1.1785939,1.0951781,1.1000512,1.0710785,0.65041625,0.7596203,1.0673289,0.79835624,1.2089646,0.88313127,0.97996014,0.76331663,1.1018065,1.1392769,1.1513678,1.1690593,0.9116723,1.0441161,0.97386813,0.9776199,1.1762431,1.156223,0.47008693,1.1951232,1.1971754,1.0328654,0.9236212,1.2650166,0.0,1.0040095,0.6507429,0.92890066,0.8578398,0.99504906,1.0959109,1.1639867,0.89328134,0.98727196,0.89597523,0.813061,1.0152702,1.1774261,1.0368066,1.0652119,1.1382405,1.1041696,1.057725,1.2540579,0.9595421,1.1551206,0.9438914,1.0311847,1.019635,0.6020632,1.0912431,1.1281574,0.9613063,0.9619011,0.93616134,1.0493253,0.8461025,1.00584,1.1655326,1.0347731,1.1253221,1.1406381,0.93036085,0.66678876,0.96525705,1.1768522,1.3264863,1.1565527,1.1078953
plant,0.96468663,1.2893951,1.0248591,0.94824153,0.9496423,1.1128628,1.0008296,1.0038738,0.97342175,0.86596394,0.84185386,1.1953285,0.8534195,0.93548805,1.1159748,0.860526,0.94143575,1.0287381,1.0660862,1.1726483,0.886979,1.1460352,0.97606677,0.99330425,1.1340374,1.0660487,0.82402885,1.161097,0.9418778,0.8424577,1.0502746,0.7557269,0.8950581,1.1885628,1.0092096,1.0072345,1.0731547,0.78558975,0.98934335,1.2208579,0.7694131,1.0469854,1.0205147,0.8081435,0.86359453,0.76981556,1.0582982,0.8969665,1.0419788,1.3832257,0.94542545,1.2910947,0.63395274,1.1180673,0.33659256,1.1863004,1.1957724,1.0492178,0.84341216,1.2899696,1.2288108,0.7990387,1.232823,0.8690185,1.2022865,1.158091,1.2068461,0.96765226,0.8195059,0.9727171,0.9045357,1.0485303,1.2368103,0.8958541,0.9071051,1.1873211,0.9286338,0.8824307,0.9740835,0.89079356,1.121054,0.83960295,1.1756941,1.1093391,1.2698635,1.1569433,1.2226532,1.2514174,1.2030963,0.9022796,1.1055741,0.887092,1.022014,1.1222811,1.0467385,1.200273,1.1859055,1.2695007,0.989271,1.2910401,1.0040095,0.0,1.1767066,0.8818119,1.3119178,1.1576562,0.98560435,0.92057925,1.0409323,0.65356976,0.9290954,1.1830385,1.0155894,1.2451761,0.88335955,1.0098745,1.0269889,1.1409888,0.8314422,1.0686274,0.81191576,1.3411814,0.6739158,1.1850743,1.0125738,0.9711596,1.2493142,0.99458635,0.92015064,1.2183958,0.8106467,0.8644867,0.77632415,1.2617095,1.344238,1.2316506,1.1333144,1.1345918,1.0024341,0.99612457,0.49029768,0.7512614,0.8644428,1.1891453,0.61772186
