,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
shoe,1.0832787,1.2217393,1.2451442,0.9363438,0.8702098,1.253058,1.1942225,1.2010217,0.7817124,0.9502266,0.85907304,1.2827768,0.81399775,0.6194499,1.1855192,0.69844836,0.97885704,0.96650565,1.3452362,1.190478,0.8240948,1.1217309,1.0005076,1.070196,1.2140076,1.244097,1.0880487,1.087152,0.99239177,0.9227984,1.1505096,0.92503947,0.9863232,1.2076294,1.0323567,1.0274359,1.0448157,0.80715734,0.6785108,1.3624994,0.8741302,1.2538847,1.0773649,0.84975284,0.8518983,1.0322003,0.9835259,0.89349526,0.8540827,1.2834274,0.9850159,0.998775,1.0077397,1.2430223,1.0414885,0.27306485,1.208833,1.125718,1.0731117,1.2735213,0.8866435,1.0823576,1.113004,0.9416225,1.1686001,0.82103384,1.1163145,0.9260443,0.8039848,0.77292967,1.0571761,0.713858,1.2633741,0.91500425,1.1458182,1.078127,0.9563612,0.9630796,0.98203355,0.6440215,1.0474386,0.92024887,0.97067994,1.0005696,1.3291186,0.8345951,1.0913143,1.0393308,1.3113881,0.99720925,1.1027137,0.7827146,0.7636373,1.0530907,0.9436735,1.315966,1.2696157,0.937938,0.7996483,1.0026522,1.0652119,1.0098745,1.1813288,0.90046716,1.2979225,1.1340494,0.7073363,0.8936938,1.2420375,0.9465524,0.8811117,1.22671,0.5980878,1.09808,0.8381648,0.0,0.8561046,1.0166924,0.9895169,1.246046,0.8889724,1.0646036,0.928355,1.3941622,0.5297863,0.97003853,1.2109797,1.0708191,0.9485092,0.9966892,0.67916226,0.7843068,0.9626126,1.0369551,1.0234818,1.0395839,0.94732964,0.7765473,1.1363952,0.92415774,1.0015895,1.0143536,1.0420668,1.2844353,1.0575354
shorts,0.9872793,1.0260886,1.3342297,0.977074,0.6575798,1.2962186,1.3383385,1.3552916,1.1897445,0.86694396,0.7758758,1.113696,0.7729191,0.7320411,1.0148618,0.7829909,1.0121185,1.2320758,1.3036313,1.3703767,0.99537367,1.2084296,0.9284076,1.267942,1.0798788,1.0795256,1.1468358,0.9590191,0.7570754,0.8232684,1.3376815,0.9029969,0.8270853,1.0847797,1.0985929,1.2672195,1.2527845,0.6648517,0.8515303,1.2947202,0.84664094,1.3067588,1.1256132,0.9368877,1.076021,0.9492001,1.038434,0.75649256,0.8237467,1.0506495,0.76160467,0.8477177,1.0429416,1.1434898,1.2032598,0.8323238,1.3603419,1.064969,1.0801872,1.0514771,1.0194005,0.9397013,1.2351577,0.78447324,0.9607073,0.76045823,1.0467807,0.9571288,1.0194277,0.768998,1.2324921,0.37799418,1.3264883,0.9134786,1.1507965,0.99869674,0.79910374,1.0892409,1.027658,0.9123256,0.71734285,0.9345064,0.978803,1.1822455,1.0674431,1.1025646,1.0556935,0.7918511,1.1778198,0.95524627,1.1877588,0.81610143,0.28891397,1.0850228,1.2168715,1.2872274,1.2754657,0.9518033,0.86789316,0.86437,1.1382405,1.0269889,1.3390424,0.95959663,1.0680219,1.103104,1.0743029,1.2161837,1.2618055,0.8442835,0.95274043,1.235703,0.8269564,1.2491348,0.49580228,0.8561046,0.0,1.2400597,0.86215234,1.1462437,0.8068136,1.1322465,1.0002905,1.2551985,0.7821827,1.1086153,1.3266507,1.0914478,0.8826672,1.0253257,0.96064097,0.65988755,0.92878836,1.3254716,0.92951673,0.88808817,1.10064,1.0447776,1.3198256,1.1483042,1.031357,1.0918577,0.9557163,1.1362499,0.8979172
shovel,0.99279755,0.96033514,0.8529291,1.1412385,1.2307483,0.9300435,0.87130535,0.5866684,0.84368944,1.2684832,1.4197559,0.8893563,1.2400585,1.2662511,0.84326756,1.3307108,1.0739347,0.82404506,0.7741029,0.6967873,1.0916035,0.877911,0.5821279,0.7213891,0.83790886,0.7794043,1.0150846,0.8672669,1.2756953,1.0578783,0.77306545,1.1287665,1.2891103,0.9698609,0.886848,0.8275442,0.6311003,1.380627,1.2062135,0.678409,1.24671,0.730407,1.0056195,1.1565467,0.9110404,1.097671,0.95965284,1.2741262,1.1083773,0.8614797,1.3938884,0.9846698,1.2838912,0.8941645,1.0455501,1.0136504,0.4289608,0.8658915,1.1875447,0.94332933,0.7225449,1.223292,0.69452244,1.3982637,0.9820667,1.102485,0.8199701,1.0605419,1.0348363,1.1259351,0.894472,1.2876344,0.39203453,1.0856252,0.876629,1.1062745,1.1781886,0.9402333,0.9099994,1.1472312,0.80741864,1.1964885,1.0317127,0.85263145,0.98534083,0.68510246,0.76925373,1.2127895,0.9472573,1.0617499,0.7687285,1.3130875,1.3171527,0.8846407,0.984656,0.55277544,0.5273216,0.8501058,1.0940634,0.97226274,1.1041696,1.1409888,0.81082255,1.0112208,0.9633832,0.9750906,0.7873198,0.88296807,0.86750376,1.2256026,1.0036641,0.7800855,1.092119,0.39592206,1.4456457,1.0166924,1.2400597,0.0,1.2739048,0.8331074,1.3082659,0.8283917,1.2765461,0.8691801,1.177505,1.0457253,0.36170125,0.85102105,0.75849116,0.9198729,0.99199516,1.3666581,1.2694857,0.76168853,0.9734532,1.0615923,0.6441343,0.72564083,0.75415623,1.0746957,1.2507584,1.0440172,0.669866,0.9490559,1.2335833
shower,1.1456337,1.2256011,1.2941489,1.0438027,0.75061285,1.2719042,1.2661077,1.333429,0.92888737,0.39248228,0.51654047,1.1666166,0.61984926,0.77646357,1.2325807,0.5911785,0.56803226,1.2002777,1.1859027,1.2354195,0.8943402,1.3843901,0.8395548,1.1485268,1.2563205,1.0589052,0.8845598,1.1278689,0.6782813,0.637752,1.106648,0.55245143,0.72542745,1.1910677,0.8328644,1.204386,1.2136532,0.60012114,0.9771232,1.2859333,0.49149096,1.2174636,1.0570412,0.8912449,1.0485512,0.706632,1.1013287,0.6775361,1.0701969,1.3706696,0.8955684,1.2493641,0.9669997,1.283212,0.9768804,1.0961599,1.3295085,1.2571812,0.8106941,1.2359954,1.3837631,0.6547988,1.4553614,0.7562805,1.3043361,1.0635746,1.2835869,1.1197643,0.71933264,0.74318486,1.1022592,0.70496464,1.3407422,0.7059281,0.8611975,1.0648844,1.1761948,1.1648836,0.9680901,0.98189616,1.0158027,0.8982099,1.1913011,1.2969377,1.2893701,1.2242708,1.2259104,1.0966829,1.2985302,0.7394188,1.18963,0.55180496,0.67268026,1.1607006,1.242853,1.2662234,1.2524364,1.3584744,1.0106115,1.2219832,1.057725,0.8314422,1.3363267,1.003738,1.228896,1.3721057,1.000609,0.9944013,1.2613207,0.73722315,1.1067525,1.2548711,0.9571037,1.3075072,0.6453396,0.9895169,0.86215234,1.2739048,0.0,1.0877379,0.47159576,1.3262509,0.6933453,1.1889025,0.9131133,0.99956965,1.3711115,0.8565167,0.80078423,1.2595899,0.8867155,0.58162045,0.68187875,1.1608818,1.285232,1.1811991,1.0363709,1.1620288,1.2410768,0.9601662,0.8496188,0.9678815,0.8130411,1.1815542,0.5039069
sink,1.0024443,0.77292484,0.8705623,1.2603939,1.2238183,0.97183114,0.9497692,0.860127,0.7673952,0.9623621,1.2394733,0.3808534,0.9691887,1.404692,0.7298962,1.298307,1.1552277,0.55955356,0.48423874,0.49078286,0.86904365,1.0480214,0.8529179,0.6428898,0.7152409,0.34250164,0.7269535,0.80737627,1.0480648,0.79753274,0.8269854,1.1496866,1.2278322,0.6492233,0.94962025,0.9241572,0.92428684,1.2048181,1.4010385,0.5146385,1.1584071,0.5237813,1.1290128,1.2284131,1.1819199,0.8862519,0.47116542,1.3174194,1.3222463,0.8063587,1.2835219,1.0841732,1.1339018,0.7745061,1.0801235,1.187956,0.5838672,0.91211915,1.0844036,0.73382044,0.9130399,1.0769367,0.9587449,1.3671799,1.1137456,1.2884967,0.6746516,1.1618526,1.2162677,1.2064939,1.00271,1.2314707,0.5013321,1.0450592,0.8746635,1.0574381,1.3291273,1.1787443,0.87051135,1.4493331,0.91436213,1.3120475,1.0865782,1.200088,0.7448279,0.6105447,0.90808773,1.1345416,0.90110236,0.7508428,0.9918918,1.3514662,1.2107604,0.4907568,1.1863062,0.5005549,0.5532799,1.1049966,1.2837609,0.66650724,1.2540579,1.0686274,0.75655353,1.0482907,0.9017671,1.1525781,1.0153227,0.7264978,0.94598776,1.0969256,1.1951519,0.7659339,1.2216703,0.85586375,1.3339915,1.246046,1.1462437,0.8331074,1.0877379,0.0,1.129988,0.6418365,1.1376343,0.4444049,1.2851161,1.1821096,0.6270021,0.9759865,1.1266819,1.0439112,1.4185702,1.2790974,1.268844,0.9186803,0.9989327,1.0237561,1.0545515,0.6814391,0.95380944,1.027325,1.1593493,0.709457,0.8203884,0.6722635,0.9678604
slide,1.1079004,1.3161017,1.2811693,0.9415598,0.6485851,1.2644187,1.2481232,1.3137037,1.0603368,0.47788227,0.4276731,1.3520205,0.6388844,0.7161183,1.2873943,0.50138855,0.63767177,1.1779519,1.2849319,1.3576018,0.89928997,1.3266835,1.0611433,1.2648307,1.3106657,1.332175,0.7314238,1.0507518,0.76674676,0.7634157,1.22781,0.71287525,0.70293343,1.3077378,0.89140594,1.2244657,1.1917617,0.48448932,0.8118012,1.3521674,0.5144489,1.3374333,1.0199577,0.7837111,1.1066482,0.90653163,1.187212,0.6843478,0.97659725,1.3585021,0.7592069,1.2203412,0.9611902,1.2720551,0.9174466,0.9660929,1.3997395,1.2601179,0.6969473,1.3021271,1.3839445,0.6537808,1.3504229,0.69530255,1.3098456,1.0241417,1.3333173,0.9389522,0.70610535,0.8912498,1.0575044,0.67801166,1.4058242,0.84530944,1.0205882,1.149359,1.0215001,1.0566722,0.93713355,0.8747994,1.1181254,0.80924183,1.125859,1.3412108,1.3052825,1.3238229,1.2987733,1.0685322,1.2865273,0.8800947,1.3360864,0.59566873,0.6885966,1.1801363,1.1880329,1.3423582,1.315821,1.368098,0.90618694,1.3493292,0.9595421,0.81191576,1.3693054,0.9465163,1.2269716,1.250348,1.0539842,1.1132233,1.3590002,0.7248248,0.9515429,1.379303,0.9831473,1.3578043,0.5479585,0.8889724,0.8068136,1.3082659,0.47159576,1.129988,0.0,1.3908286,0.61512136,1.2711749,0.7022606,1.013536,1.4261945,0.9986413,0.6100313,1.2534682,0.806164,0.66159296,0.52630603,1.1613843,1.3040688,1.1982045,1.0772158,1.2777798,1.244912,0.89739245,0.7878406,0.94004107,1.0029044,1.221284,0.6923636
slipper,0.8906295,0.26827854,0.64698756,1.3153055,1.3459606,0.7566084,0.8562622,0.7278853,0.95526314,1.4528991,1.4809717,0.22859597,1.4251355,1.4140844,0.59859383,1.4541473,1.403069,0.9530049,0.42626572,0.60230875,1.3089806,0.8256982,1.04913,0.90351033,0.44634467,0.4896034,0.98704284,0.9626772,1.0465417,1.1870773,0.97374207,1.4262898,1.3906158,0.46237576,1.1079799,1.0703698,1.1398987,1.4302268,1.3382516,0.2122665,1.4676933,0.6440717,1.291376,1.333349,1.0894264,1.3000159,0.8972845,1.4911343,1.0551107,0.35303068,1.247,0.63177365,1.2126287,0.47614902,1.2739661,0.85625935,0.59032106,0.6624748,1.4094014,0.18149161,0.55088955,1.2855244,0.5804898,1.4108639,0.79349524,1.0843228,0.34205973,1.1460872,1.4465797,1.246847,1.3091259,1.2177751,0.47648108,1.2522235,1.1741147,0.7355048,1.2062396,1.1429628,1.2384119,1.3768575,0.85514665,1.3114128,0.79618216,1.0101914,0.23875308,0.77096677,0.53774667,0.679906,0.5625999,1.3574102,0.71807224,1.4787437,1.2469449,0.95107293,1.1334224,0.42088962,0.5440915,0.75154,1.2628798,0.34819663,1.1551206,1.3411814,0.7920006,1.1474007,0.5324068,0.7365824,0.9003359,1.0159171,0.61349547,1.4999597,1.2071035,0.6034497,1.1044233,0.5106441,1.4714535,1.0646036,1.1322465,0.8283917,1.3262509,0.6418365,1.3908286,0.0,1.4359303,0.32665092,1.1921794,1.2908026,0.498466,1.0838221,1.3548989,0.5867957,1.3649504,1.51452,1.6243556,0.72478783,0.35426438,0.7140946,1.0471865,0.77809167,0.67117107,1.3242991,1.3320796,1.0959349,0.9896499,0.23226595,1.3719299
snow,1.0614498,1.3604131,1.2256453,0.99417824,0.8305448,1.2022593,1.2161155,1.2288437,0.93663955,0.7474743,0.49514902,1.3137825,0.6209508,0.80118525,1.1997186,0.5280704,0.8136905,0.9191096,1.2288017,1.2786722,0.7997254,1.1686602,1.083566,1.1704952,1.2798022,1.2926726,0.8334311,1.1600446,0.80239344,0.8861939,1.086661,0.68524134,0.68861973,1.2837954,0.95757055,0.99207824,1.1488004,0.5195408,0.82798606,1.3521655,0.65885407,1.2592819,0.9735837,0.65307176,0.8971203,0.7940613,1.1201305,0.7021086,1.0936816,1.4339435,0.87522185,1.324551,0.74784493,1.2628483,0.7089926,1.1041106,1.297935,1.2240988,0.6532332,1.3733745,1.325153,0.58032393,1.3343081,0.7690169,1.2846313,1.0932885,1.3788711,0.9390112,0.73955345,0.8923842,0.9719658,0.9449239,1.3529464,0.9529038,0.9985299,1.2202618,0.94519836,1.0101864,1.0006673,0.8233477,1.2019279,0.702064,1.1636151,1.1477438,1.3575063,1.1524413,1.3216522,1.2338135,1.358289,0.91301465,1.2419796,0.64586806,0.9094757,0.9832251,0.9909488,1.3288654,1.2979875,1.3325379,0.8745415,1.3356392,0.9438914,0.6739158,1.206595,0.85464233,1.3187909,1.2390587,1.0378945,0.9548191,1.2269644,0.72051835,0.86307555,1.3053763,0.98481125,1.3862025,0.7574869,0.928355,1.0002905,1.2765461,0.6933453,1.1376343,0.61512136,1.4359303,0.0,1.2105899,0.9190046,0.93916714,1.3648462,1.0715607,0.86659634,1.3071674,0.69456536,0.7134589,0.522122,1.2209268,1.4086355,1.3056401,1.1311746,1.1217746,1.1415075,0.8492348,0.57586616,0.867921,0.97948706,1.2472742,0.7170906
soap,1.0017911,0.5322454,0.65589875,1.2468697,1.2917199,0.63211536,0.74832034,0.6840302,1.0344521,1.312413,1.3976953,0.2423802,1.3504083,1.4608327,0.6853293,1.409007,1.2584171,0.863593,0.18660468,0.50940573,1.2879591,0.8758694,1.0982224,0.7935984,0.5850117,0.48079556,0.8261992,0.92821103,1.1063212,1.1783955,0.75819325,1.2919313,1.291291,0.55749905,1.0669435,0.8920495,0.9582371,1.3973515,1.36548,0.17803276,1.3966444,0.4509756,1.1137981,1.3222516,1.1549517,1.1322582,0.95403886,1.3815718,1.2564917,0.47847253,1.2413725,0.94364285,1.1474894,0.53635126,1.0955442,1.2565844,0.59685695,0.8471531,1.2044262,0.3512228,0.7769311,1.0549217,0.7621618,1.3419559,0.96865875,1.2745638,0.51769316,1.176234,1.4083264,1.2932817,1.064401,1.3517306,0.4745291,1.2372112,0.96643615,0.9022496,1.2738725,1.1370456,1.077723,1.457412,1.0319897,1.3363483,1.0441316,1.0687596,0.32599205,0.8096859,0.7879312,0.9992868,0.5317693,1.1987444,0.79716605,1.4064233,1.3319308,0.825074,1.0755788,0.35013163,0.4692148,0.966399,1.3355378,0.7423009,1.0311847,1.1850743,0.70938265,1.1344496,0.5949974,0.8987963,1.0980451,0.9959587,0.6365988,1.3198502,1.2445844,0.69313353,1.228562,0.7748456,1.4167478,1.3941622,1.2551985,0.8691801,1.1889025,0.4444049,1.2711749,0.32665092,1.2105899,0.0,1.3208092,1.133996,0.5810739,1.0672917,1.2232145,0.7814086,1.5142847,1.4437181,1.4032998,0.8278756,0.70585626,0.95322424,1.0759116,0.84226084,0.71067655,1.209252,1.1870271,0.971707,0.9944872,0.21674442,1.1445279
sock,1.039039,1.2667283,1.2515392,0.8167666,0.67222327,1.146029,1.1332316,1.2863705,1.0541595,0.8273763,0.71978366,1.288522,0.83108866,0.5125648,1.2678587,0.6137174,0.86203766,1.145439,1.3097458,1.2702565,0.89961517,1.2316204,1.1527023,1.216128,1.3140237,1.3658998,1.1297281,0.93650305,1.061228,1.0166755,1.2649001,1.0375501,0.7572202,1.253428,1.046895,1.2611833,1.1230241,0.74502057,0.6383853,1.2897613,0.8438962,1.2856505,0.9767253,0.96370554,0.92839503,1.1718845,1.1704338,0.6719447,0.8449925,1.195698,0.8586795,0.94501555,0.95600915,1.2799749,1.0466546,0.5408021,1.334837,1.2073286,0.9511297,1.262358,1.0270408,0.9613791,1.1018804,0.7713901,1.0710533,0.6994798,1.1712093,1.0161915,0.81806135,0.81956553,1.0656309,0.66387486,1.3158206,0.97335714,1.1420562,1.0843668,1.0176718,0.84855556,1.0145099,0.5586201,1.0606133,0.8882922,1.0268031,1.1625121,1.1990756,1.0719451,1.222983,0.958079,1.1925555,1.0286714,1.2410406,0.5582396,0.7141492,1.1254839,1.1146877,1.3088095,1.2656587,1.1041406,0.8908448,1.1081527,1.019635,1.0125738,1.3113343,1.0655137,1.1624657,1.070824,1.0589867,1.1854904,1.3009601,0.93957675,0.99974763,1.2953446,0.7222549,1.1972951,0.63475585,0.5297863,0.7821827,1.177505,0.9131133,1.2851161,0.7022606,1.1921794,0.9190046,1.3208092,0.0,1.0175084,1.3312916,1.1722734,0.79525274,0.9942509,0.7637804,0.6583901,0.70691866,1.0069852,1.0545523,1.0238572,0.8659911,0.9873404,1.1799254,0.99774975,0.91226095,1.1832395,1.214085,1.2266465,1.042411
soup,1.0653498,1.1963695,1.185159,0.8017436,0.8722279,1.0960095,1.0388573,0.9163916,1.0435163,0.7909074,0.8434396,1.2145911,0.9811994,0.9264673,1.1774199,0.89490235,0.7118757,1.0973504,1.222811,0.81662107,0.9089217,0.77553403,1.1885324,1.0497355,1.221716,1.2129184,1.034013,0.94928765,0.99355423,1.1468676,0.96271956,0.9896335,1.048982,0.86310685,1.010902,0.651562,0.6717763,0.9942618,0.8537956,1.2343893,0.99598,1.081238,0.75177574,0.95677316,1.2002167,1.1130428,1.1228054,0.9989065,0.99646103,1.1752522,0.986674,1.207591,0.9599149,1.1345859,0.9148378,1.1412275,1.0344956,1.11292,0.8322345,1.2666391,1.2748679,0.99378866,1.1963893,0.91103053,1.0879095,1.0256063,1.3851678,1.0082407,0.84765923,1.0037642,0.8364898,1.0036383,1.1346048,1.0299906,0.86479723,1.0755714,0.7239026,0.8503212,0.87197256,0.90734863,1.2197837,0.977461,1.1370384,0.670918,1.2704943,1.2159173,1.2702792,1.1145886,1.1335235,0.87106127,1.2264882,0.9478578,1.0722007,1.0363541,0.57899123,1.1822917,1.1571381,0.83030206,0.98197675,1.2876215,0.6020632,0.9711596,0.58772314,1.030119,1.0738251,1.211023,1.107842,1.0349525,1.0541272,0.9443749,1.0372013,0.88010454,1.0197135,1.2160331,0.96338534,0.97003853,1.1086153,1.0457253,0.99956965,1.1821096,1.013536,1.2908026,0.93916714,1.133996,1.0175084,0.0,1.089779,0.9199959,0.8603879,1.2256961,0.9952154,0.92819774,0.6693981,1.0764436,1.269663,1.1439265,0.8626618,1.2280643,1.2843035,0.5618583,0.9703169,1.0251111,1.2795061,1.2152545,0.98976666
spoon,0.9265542,0.6859456,0.6589582,1.1869879,1.3146405,0.79174894,0.8383751,0.5497835,0.92101616,1.3515661,1.5283666,0.6002184,1.3822473,1.4529005,0.6116855,1.5309782,1.1385907,0.78767586,0.5838022,0.5153004,1.2157103,0.6810471,0.81411445,0.78152645,0.5234786,0.6550251,0.96141315,0.93927324,1.2750828,1.1830764,0.68931246,1.3554312,1.3929319,0.7179079,0.85939866,0.8174247,0.79190224,1.537408,1.37697,0.38261187,1.4400036,0.6335484,1.0127516,1.2954984,1.0398858,1.1929595,0.8668262,1.4907317,1.1892412,0.5894001,1.3759382,0.8653464,1.2231921,0.6611689,1.100311,1.0629324,0.11208892,0.7135733,1.2603018,0.6151242,0.6897834,1.3013108,0.60085946,1.4654319,0.8722683,1.1438143,0.64405656,1.1838578,1.2170625,1.3608949,1.0651835,1.4156259,0.11303067,1.1897182,0.84503984,1.0029309,1.2613096,1.1349249,1.1031836,1.4277947,0.91134334,1.2980908,0.9086845,0.83935577,0.6584703,0.73033863,0.62154853,1.0930872,0.712752,1.1068189,0.6619052,1.4939319,1.4521265,0.84852934,0.9339528,0.2863475,0.3148346,0.8226708,1.2675631,0.7996767,1.0912431,1.2493142,0.57497996,1.1877015,0.7112423,0.8663044,0.89009815,0.8787217,0.6884157,1.3993207,1.1693641,0.6181299,1.2513688,0.27146518,1.5623014,1.2109797,1.3266507,0.36170125,1.3711115,0.6270021,1.4261945,0.498466,1.3648462,0.5810739,1.3312916,1.089779,0.0,0.81441504,1.1389222,0.86061907,1.272377,1.5075049,1.4390738,0.67412376,0.7624624,0.9001279,0.79146683,0.8211821,0.701662,1.074817,1.248017,0.98410666,0.8217823,0.6707504,1.2999516
sprinkler,0.9577264,1.014877,1.0880724,1.0385084,0.9848314,1.10917,1.064881,1.0848372,1.074613,0.9467358,1.0657561,0.9494982,1.0297458,1.0954459,0.89366907,1.1525223,0.8318294,1.1225193,1.0808878,1.0578172,1.0323802,1.1242719,0.7832791,1.0393459,0.8681369,0.9328877,0.97418493,0.9814287,0.9672017,0.9191445,0.84048766,0.83269143,0.99611515,0.9389812,0.9025487,1.0318738,0.9118867,1.0897247,1.1221145,1.0107616,0.9994389,1.0273204,0.970125,1.0720533,1.0803068,0.7894273,0.9177065,1.0716004,0.9941587,1.1475878,1.061569,1.1067652,0.96005,0.9632635,1.0525576,1.1027474,0.79383594,0.88215625,1.0639348,1.0005332,1.149117,0.89607394,1.1456394,1.0898882,1.0316112,1.0245563,1.1786282,1.0968457,0.8597778,0.94394547,1.110429,0.99900025,0.8204636,0.9334345,0.73813945,0.9009086,1.1364846,1.1447667,0.9540027,1.1739428,0.9497141,0.9125979,1.1953875,1.0646365,1.1602442,1.1092976,0.893029,0.9698536,1.1291819,0.87950766,0.9248667,1.08109,1.0026052,1.0592083,1.0188057,0.8559155,0.83958155,0.90059334,1.0488681,1.0795583,1.1281574,0.99458635,1.0297991,1.0049835,1.0787851,1.1365632,1.0412511,0.8993413,1.1480547,0.95340216,1.0926607,1.0266788,1.0686504,0.85230005,1.0177903,1.0708191,1.0914478,0.85102105,0.8565167,0.9759865,0.9986413,1.0838221,1.0715607,1.0672917,1.1722734,0.9199959,0.81441504,0.0,0.9348455,1.2462553,0.9370111,1.0056578,1.0861402,1.0798436,1.1502901,0.9990871,0.84363633,1.1205435,1.0335674,1.0060741,1.0021064,0.7374437,0.7860547,1.0809258,0.81397665
stick,0.9776003,1.2728183,1.2115747,0.94182986,0.7072106,1.1157302,1.0978682,1.1168096,1.2172801,0.6798934,0.79854715,1.2761642,0.7934857,0.91762936,1.1100814,0.7597526,0.69458914,1.1741049,1.2747444,1.2268053,0.9617383,1.183468,0.9124738,1.1771051,1.1982527,1.3187592,0.99885184,0.8972274,0.9873067,1.003654,1.1232818,0.9305932,0.9516892,1.1917077,0.8151438,1.0411888,0.8597008,0.82593197,0.8964176,1.1745162,0.8396819,1.2161962,0.8513074,0.95379984,1.2034407,1.100803,1.2110003,0.8966754,0.97640264,1.2672458,0.90965205,1.1781172,1.0361946,1.1499355,1.0104955,1.0863458,1.1588576,1.086985,0.8951486,1.3169897,1.3207638,0.82277006,1.1309137,0.9200534,1.2644329,1.0344121,1.3420951,0.92046136,0.6597957,1.0284748,0.9691655,0.7263925,1.0648106,0.91076136,0.8839197,1.0955222,0.9914656,0.8282491,0.86623144,0.82993954,1.0338498,0.92847914,1.0808741,1.1530955,1.248774,1.2646652,1.2319306,1.1307986,1.1753576,1.0387353,1.2652577,0.85538757,0.8519018,1.0678172,1.0785236,1.0359105,0.9635228,1.1577742,0.89460063,1.3820688,0.9613063,0.92015064,1.1825205,0.97847575,1.1348803,1.2026494,1.1203852,1.1252823,1.2386844,0.9262939,0.9082141,1.2948653,1.0768137,1.011247,0.79721355,0.9485092,0.8826672,0.75849116,0.80078423,1.1266819,0.6100313,1.3548989,0.86659634,1.2232145,0.79525274,0.8603879,1.1389222,0.9348455,0.0,1.3058214,0.8786974,0.86993515,0.7172575,1.0733845,1.2996764,1.0891275,0.65842605,1.2336792,1.2371664,0.95405173,0.91817164,1.1303284,1.0227419,1.272387,0.8880123
strawberry,1.107261,0.7327701,0.55032253,1.1188056,1.2138165,0.7009647,0.64820457,0.76576686,0.9800632,1.3537151,1.2618488,0.7919599,1.3444812,1.048068,0.9573019,1.2218897,1.2173324,1.0480253,0.7790457,0.85937405,1.229123,0.85606605,1.0391045,0.9605448,0.89983445,0.8981846,1.1179345,0.9739983,1.1903636,1.2512048,1.0150183,1.247627,1.1426778,0.96032906,1.1327269,1.0341687,1.0030487,1.280026,1.046228,0.6995175,1.3241987,0.8755908,1.1414858,1.2117825,0.807089,1.2186072,1.1131418,1.1442219,0.90753955,0.61724436,1.1047616,0.6912393,1.2179368,0.832302,1.0532496,0.7856656,0.9501634,0.9782126,1.1521946,0.70603144,0.7210942,1.1872308,0.56242883,1.2106481,0.85007584,0.93643373,0.5882219,1.0730593,1.3354936,1.0664124,1.0143623,1.184993,0.86675996,1.2134184,1.1525427,0.91264576,1.0642192,0.9915823,1.1714498,1.0568984,0.89614326,1.1991764,0.7958635,0.92475307,0.58654445,0.8806694,0.63131547,0.8590895,0.6067187,1.2684963,0.769714,1.1535959,1.0906655,1.1004236,1.0098221,0.8405151,0.8807723,0.80981994,1.1525569,0.64434713,0.9619011,1.2183958,0.9452264,1.1059369,0.75868654,0.6756953,0.9535222,1.1517211,0.7344798,1.2787774,1.1075155,0.68354416,0.8285731,0.7810938,1.209322,0.9966892,1.0253257,0.9198729,1.2595899,1.0439112,1.2534682,0.5867957,1.3071674,0.7814086,0.9942509,1.2256961,0.86061907,1.2462553,1.3058214,0.0,1.0963,1.224954,1.3440809,0.8036854,0.5719647,0.8550143,1.0787164,0.84009373,0.74852705,1.1645907,1.2260461,1.1260289,1.0694703,0.730633,1.2866485
