,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
napkin,1.390257,1.2453897,0.6794232,1.2829154,0.8553021,1.2485974,0.7459592,0.9456775,1.3650718,1.3347254,1.526049,0.68115276,1.394912,1.2209606,0.83641684,1.3412428,0.9791676,0.9069383,0.63722366,0.37323195,1.048362,0.6376691,0.9582751,0.74189585,0.5567687,0.5628205,1.1328392,0.8532941,1.3466468,1.2689519,0.7923883,1.0157299,1.1497777,0.87903816,1.301948,0.6996711,0.7305062,0.80218583,1.4346449,0.5686301,0.49828517,1.3556119,0.5150772,1.2437683,1.4069884,1.2909982,0.98673457,0.93998784,1.3207574,0.82371664,0.6970253,1.4082822,1.3529816,0.761989,1.2475911,0.621224,1.0540018,0.6797852,0.46760595,0.7094233,1.2302054,1.3086772,0.63974315,0.52339923,1.3892803,0.45924157,1.3980376,0.659574,1.2116299,0.5909903,1.3805788,1.3627598,1.2887306,1.0472792,1.296369,0.5876011,1.2845898,0.8104584,1.0161812,0.7777271,1.2781823,0.76636815,1.2055286,0.6718847,0.7310874,0.0,0.6047525,1.1103575,0.5332016,1.3235849,1.3491645,1.4830536,1.22575,1.042097,0.47555387,0.49247575,0.49060524,0.66338766,1.2217402,1.2443526,0.4351126,1.3366866,0.93326783,1.1242683,0.8905083,1.1697795,1.1061618,1.1120396,1.0890043,1.460442,0.7467584,0.97471774,0.40909058,0.9734059,1.2605432,0.52232,1.4224054,0.38802278,0.8723521,0.49410415,0.59477466,1.238443,0.89262676,1.2444111,1.4120585,1.4739349,0.43506408,0.60424066,0.61272347,1.0897366,0.049916446,0.7012803,0.6326441,1.361228,1.0813992,0.78121495,0.6865331,1.3560143,0.79388756
necklace,1.3956728,1.0924095,0.65791476,1.1271142,0.8757025,1.2306286,1.1188726,1.1204817,1.3851897,1.2227719,1.5004475,0.32771236,1.4493785,1.2432797,0.88438505,1.3688385,1.0387808,1.0307148,0.7257255,0.6445339,1.1753054,0.55134875,1.2139875,1.013904,0.61671275,0.71686876,1.1244738,0.72705394,1.24112,1.3456898,1.080864,0.9163585,1.3626243,0.9761615,1.3526969,0.6918471,0.840871,1.0046376,1.471092,0.59522384,0.4776076,1.3929163,0.6827158,1.1862881,1.4254177,1.3778985,1.0989766,0.9488143,1.3611503,0.5018752,0.6917361,1.251365,1.2078172,0.3867966,1.3927283,0.61910313,1.1048465,0.5208725,0.5234282,0.77169335,1.0977094,1.282619,0.233684,0.6115454,1.3126943,0.48366845,1.0996122,0.7362956,0.85038376,0.3791579,1.4197353,1.3146873,1.3266144,1.1665721,1.2777522,0.5639943,1.2973095,0.83087146,1.0525868,0.9701016,1.338451,0.90385324,1.1338066,0.54490936,0.43446505,0.6047525,0.0,0.7093642,0.52522254,1.3749841,1.296871,1.4182748,1.228446,1.2356023,0.43491077,0.45468485,0.72117007,0.8036008,1.2303107,1.2729462,0.60352063,1.4019653,0.9052359,1.1474075,0.8825425,1.3254914,0.95916575,1.0928359,0.97614646,1.345002,0.7618833,1.0100237,0.6662313,1.1171135,1.4493976,0.35500425,1.3865335,0.59951776,0.86825705,0.7272269,0.63164425,1.1544757,0.9476885,1.3661021,1.3022974,1.5270369,0.67343694,0.30334944,0.45482033,1.0354233,0.60460156,0.9118862,0.9393811,1.297504,1.1780257,0.9134418,0.33454454,1.2890849,0.46392137
nose,1.1038957,0.8568213,1.0368828,0.88026845,0.93211377,1.0337243,1.141817,1.2921238,1.0975164,0.99461627,1.0575503,0.91836387,1.0807682,1.0424852,1.2499274,1.0264438,1.1883932,1.3053108,1.2018085,1.2012514,1.1665906,1.066172,0.9982596,1.340992,1.0360597,1.32306,1.1731814,0.8762058,1.1295478,1.0693768,1.0294759,1.2249193,1.078589,0.98455846,0.8633971,1.0509139,1.2083693,1.0090578,1.0109359,0.99340385,1.1544595,1.1386,1.21767,1.0609773,1.0150166,1.0675918,1.1754367,0.94109887,0.9993461,0.46749902,0.8314086,1.0169495,0.5654719,0.49233043,1.0656496,1.2525625,1.1493167,0.75519603,1.1921909,1.1633319,0.9546715,0.83952105,0.6544002,0.9549067,1.050303,0.8292788,0.4772572,1.0341299,0.5005683,0.7579061,1.0373247,1.1723914,0.925891,1.1008413,0.7917393,1.2431701,1.1491919,1.3071117,0.9383411,1.0335004,0.90700954,1.0053284,0.97932327,1.0103297,0.6715684,1.1103575,0.7093642,0.0,1.1294348,1.1397161,1.0112778,0.89908403,0.795388,1.1391764,1.1891958,1.1547801,1.1910236,1.1597335,1.0231774,1.1515335,1.2197224,1.0758166,0.76026094,1.0781589,1.2810895,1.0956389,1.0144837,1.105383,1.2072806,0.81749403,0.9374327,0.90766394,1.2042427,1.2730877,1.0003217,0.9087934,1.0905504,1.1488132,0.93889713,0.9454336,1.1138827,1.1257051,1.1071354,1.1452268,0.8010448,1.085427,1.0334941,0.5233301,0.5972043,0.8042704,1.1189924,1.214565,1.3013594,1.0684435,1.1508775,1.2036322,0.7608595,1.1137991,0.78721976
orange,1.4723654,1.2134097,0.33159262,1.2268734,0.59336376,0.951575,1.026006,0.9898418,1.4043252,1.2965388,1.5052872,0.54474175,1.5356529,1.314036,0.8498491,1.5080411,0.822595,0.85170543,0.39704502,0.3691107,1.0622855,0.4523713,1.3346272,0.6480825,0.7327404,0.53129095,0.95643145,0.85499114,1.2585598,1.4184055,1.1782166,0.7347622,1.2204614,1.0716841,1.4324844,0.70912015,0.84845805,0.8535156,1.4968188,0.52922624,0.3380003,1.3091484,0.3530516,1.135583,1.4561579,1.3001075,1.0691644,1.0655705,1.374521,0.9343638,0.6558471,1.3279103,1.2744977,0.76925445,1.264215,0.5932343,0.83158255,0.91574454,0.7870477,0.71496624,1.2062674,1.4037457,0.42558575,0.6955756,1.1811559,0.6783911,1.3427474,0.59309536,1.2942151,0.47867292,1.3503926,1.2128388,1.365298,0.9669479,1.5681504,0.70147586,1.2922513,0.7572601,1.0502481,0.99407274,1.4430624,1.072539,1.062455,0.44478238,0.57090765,0.5332016,0.52522254,1.1294348,0.0,1.3348546,1.298007,1.5340014,1.4870027,1.2530065,0.46244395,0.3774767,0.45427418,0.897831,1.1764915,1.1100843,0.5018469,1.2986888,0.9168036,1.1884879,0.791112,1.2635605,1.0201269,1.0982962,0.91842926,1.4643987,0.9428331,1.2030816,0.5840874,0.9862386,1.3618765,0.35078883,1.3542795,0.2740988,0.988684,0.8353853,0.5569954,1.124109,0.6602931,1.2871999,1.4017384,1.44301,0.44020098,0.54573274,0.8103961,1.3497847,0.5943328,0.5070981,0.8164163,1.164005,1.0052862,0.98493993,0.39761376,1.1150205,0.8417337
oven,0.8889778,1.01163,1.3921545,0.8841856,1.32387,1.014493,1.0148985,0.76518834,0.5601576,0.8281578,0.6549239,1.3415151,0.3495289,0.92689496,1.1790193,0.80225766,1.1499795,0.78096765,1.2732779,1.1915797,0.6273912,1.3426286,0.8276552,0.8727122,1.3601682,0.9339,1.0003151,1.149088,0.8558738,0.37191296,0.9413415,0.89418006,0.7850752,1.1545887,0.73675174,1.0773644,1.0770488,1.0414331,0.6102923,1.267251,1.3712538,0.5365438,1.2463957,0.77970386,0.82009387,0.7937416,0.71038944,0.55221,0.89620036,1.2550836,1.3420197,0.9013059,0.92781264,1.342192,0.79525137,1.3520367,1.0700313,1.298981,1.115489,1.2760172,0.99990314,0.82217073,1.4045607,1.3862401,0.9714322,1.4237905,0.98705316,1.2995584,1.0521321,1.3662648,0.90891343,0.6973142,0.88902664,0.87391686,0.82224226,1.0929359,0.4884516,0.9595245,1.0354488,1.1066147,0.9834489,0.98328364,1.0028855,1.288144,1.3765371,1.3235849,1.3749841,1.1397161,1.3348546,0.0,0.9498658,0.847369,0.8570526,0.72034013,1.2825193,1.3316467,1.1629376,1.0156085,0.97481096,0.9489356,1.2204272,0.8792869,1.1696084,0.69681525,0.6349517,0.69304085,1.081714,1.080204,1.0252949,0.8417561,1.1551816,1.0177866,1.2490023,0.67951345,0.6105645,1.3981107,0.9160623,1.3735642,1.0331173,1.1535875,1.247648,0.8709533,1.1813395,0.7472936,0.8468341,0.53812665,1.2876201,1.4430916,1.2777759,1.0020401,1.2851412,1.2846054,1.0000328,0.9533722,0.99073476,0.7596412,1.4029697,0.7445556,1.180666
owl,0.61926126,1.0313002,1.318948,0.777148,1.1739815,0.9825338,0.9658642,1.0196455,0.89524394,0.7201415,0.63556725,1.2222425,0.85746276,0.5914726,1.0622921,0.5729485,1.1167792,1.2486751,1.324856,1.4969052,1.0788993,1.1755706,0.9279405,1.3559265,1.1463076,1.3790642,1.0422281,1.2013389,0.6077352,0.90634984,1.0838335,1.0489182,0.8303898,1.0811883,0.86908376,1.2440012,1.1394485,1.0041995,0.74734867,1.1582029,1.4400706,0.83830845,1.4109461,0.946825,0.6757866,0.8402775,1.0676506,1.1654067,0.63695544,1.1256251,1.2547781,0.53553236,0.67533004,1.2491438,0.8371192,1.0938406,1.0293865,1.1851435,1.2493525,1.1337483,0.55741876,0.68563795,1.2840871,1.2578335,0.7657414,1.2801152,0.697231,1.2170572,0.9308461,1.2625415,0.65001667,0.84527814,0.7056267,1.0929267,0.7482914,1.3579934,0.9204838,1.18635,1.1546564,1.1128482,0.5745774,1.1585257,0.8642231,1.3796186,1.285825,1.3491645,1.296871,1.0112778,1.298007,0.9498658,0.0,0.49449956,0.7366382,0.98619545,1.4132028,1.4141779,1.2937636,1.1821123,0.69413596,0.90743434,1.3926367,0.75277364,1.108183,0.9797303,1.233134,0.9156522,0.84565955,0.96440625,1.0421281,0.5771256,1.1494431,0.93564653,1.2947183,1.2131121,0.770135,1.3591167,0.6353166,1.4171138,1.1675721,1.2521918,1.3104526,0.9069906,1.1976333,0.8994049,0.6251555,0.7791035,1.2993609,1.318991,1.2446048,1.042612,1.3392812,1.2528405,1.3166543,0.8098328,1.0957456,1.2447705,1.2741814,0.80526584,1.090456
pajamas,0.59859526,0.7877538,1.521107,0.4886012,1.2910001,0.96963453,1.0415785,1.0744232,0.6909452,0.50760627,0.3679223,1.3311559,0.5613774,0.45019388,1.2549572,0.37773824,1.2624576,1.3260887,1.4519016,1.6356351,1.125837,1.3841076,0.790236,1.3790014,1.4671099,1.4635552,1.110951,1.1485845,0.6651543,0.67700005,1.0239218,1.2946703,0.74604034,1.1576647,0.509512,1.3582165,1.3368704,1.1781354,0.45565367,1.4781433,1.6127942,0.66588056,1.5336368,0.9526226,0.6215118,0.7216805,1.0634028,1.211137,0.22330528,1.0495085,1.4002174,0.47301626,0.6186293,1.1347,0.80073994,1.5231214,1.2189875,1.1060371,1.5004816,1.4872357,0.6158278,0.6845256,1.468956,1.3230133,0.7039762,1.4385383,0.49373758,1.3727367,0.7080581,1.4636611,0.69579184,0.8792042,0.4114288,1.1604762,0.35940063,1.5392898,0.79448634,1.3439527,0.9880315,1.1365827,0.5434858,1.1725919,1.0709679,1.3852308,1.3155313,1.4830536,1.4182748,0.89908403,1.5340014,0.847369,0.49449956,0.0,0.40014714,0.86628705,1.6178643,1.6069467,1.4782449,1.2252115,0.6984205,0.96304715,1.6126705,0.8075194,1.1252041,0.7983707,1.3491749,0.8253516,0.8951692,1.0869164,1.2005147,0.20135772,1.2661765,0.56437206,1.4259735,1.1824336,0.5791076,1.560438,0.553385,1.5839599,1.1707871,1.3207617,1.5624048,1.0443473,1.3103385,0.7966078,0.34294558,0.5499712,1.5996962,1.3744701,1.1471266,0.77329946,1.4149752,1.4935113,1.4588635,0.7658042,1.1024989,1.2121894,1.4365301,0.83949316,1.2019392
pants,0.82716984,0.9706957,1.4483613,0.7076368,1.2646348,1.1443821,1.1443439,1.1393284,0.7711417,0.60649955,0.5215794,1.2680768,0.49721402,0.7459595,1.2416093,0.49706286,1.384889,1.4215937,1.4222369,1.4778621,1.1632787,1.2897034,0.68077177,1.3963146,1.2623172,1.3022964,1.1713908,1.1135751,0.7538404,0.5243474,0.97400343,1.397147,0.69116354,1.0105073,0.37334108,1.1527814,1.2271549,1.2003192,0.43986326,1.2790871,1.5078437,0.90547615,1.4491115,1.0641915,0.62921554,0.9220451,1.0865943,1.0773969,0.5217552,0.78072,1.316226,0.5961567,0.67328846,1.0296795,1.0272136,1.4533012,1.3490484,0.9313672,1.3171891,1.4018424,0.67963564,0.79045194,1.3014963,1.3699398,0.89794105,1.2341914,0.5779811,1.3241324,0.823497,1.2898407,0.72137177,1.0416296,0.39475614,1.2925942,0.080809,1.4215107,0.8879519,1.3595144,1.0187236,1.0566047,0.6470755,0.917914,1.1229013,1.2965616,1.1345533,1.22575,1.228446,0.795388,1.4870027,0.8570526,0.7366382,0.40014714,0.0,0.96485054,1.4893047,1.4796598,1.4173425,1.0971177,0.94531953,1.1275778,1.3997883,0.81205946,1.0736337,0.7783782,1.3359921,0.9207711,0.92068624,1.14765,1.3486671,0.32582545,1.0613744,0.41693556,1.3344896,1.1705908,0.71563894,1.3620687,0.7839906,1.393865,1.0790708,1.0291843,1.4983029,1.2050871,1.3134582,0.89832497,0.35058826,0.7327675,1.4882817,1.1409261,0.8890957,0.7513809,1.1607438,1.4974611,1.3710566,1.0044883,1.1860873,1.0164196,1.313684,1.0721536,1.0483903
paper,0.7082156,0.99321246,1.3668194,0.8950593,1.2060373,1.058369,0.7859347,0.8958519,0.6358489,0.9668617,0.7059796,1.3159134,0.6147726,0.8363915,1.0929819,0.7239417,1.0981354,0.51452255,1.3391125,1.1512038,0.5897167,1.2890267,0.84444225,1.088715,1.1633403,1.1982784,1.1314353,0.92387486,0.9830157,0.79361755,0.72264266,1.0278938,1.016266,0.97655964,0.9043503,1.161885,1.0618303,0.83477354,0.85552,1.1940393,1.2810951,0.72797394,1.3366652,0.8026401,0.93118066,0.8597182,0.8979761,0.7617252,0.9333873,1.1275005,1.1794343,1.0113996,0.98056775,1.1806101,0.8803929,1.1699693,1.1307023,1.165624,0.8990835,1.0020251,1.0164752,0.83712167,1.3666164,1.1936144,0.9827427,1.1348737,0.9907519,1.2971429,0.92770714,1.325017,1.0018234,0.9570563,0.9911428,1.0195186,0.90422744,0.9362647,0.86221224,1.0037866,0.8279706,0.89039546,0.74033064,1.0191436,1.068388,1.2754221,1.2559385,1.042097,1.2356023,1.1391764,1.2530065,0.72034013,0.98619545,0.86628705,0.96485054,0.0,1.1741214,1.2314953,1.0729531,0.98413163,0.75197077,1.0068933,1.1333737,1.0321158,1.0728278,0.84597754,1.0058247,0.6180566,1.0475879,1.0334194,0.83352494,0.89551926,1.0475334,1.0718825,1.1470125,0.74428535,0.8213581,1.3516169,0.84361005,1.2832483,0.95307827,0.8897898,1.2857616,1.0170394,1.1612135,1.0340221,0.9268622,0.46094644,1.1952454,1.3568708,1.1090207,0.7482072,1.0843581,1.2422537,0.85319155,0.9753773,1.1150751,1.1208187,1.342967,0.9037402,1.1504503
pen,1.3704333,1.2022234,0.5023121,1.2231808,0.8066408,1.1688443,1.0449953,0.99748415,1.4303372,1.367883,1.581341,0.47825497,1.4821839,1.3279238,0.7412569,1.5440977,0.7836141,0.70684254,0.39881444,0.3684953,1.0455219,0.51386887,1.1483076,0.70480144,0.5238607,0.5550685,0.89676887,0.78642505,1.354315,1.4139818,1.1125592,0.7725759,1.3277752,0.9192593,1.4327103,0.73944485,0.64454335,1.0387565,1.5812598,0.5714377,0.13592315,1.3363106,0.37312412,1.2143787,1.4688954,1.3815768,1.012471,0.9819659,1.4511142,1.0008069,0.7805073,1.4376915,1.3854778,0.8086841,1.3009126,0.42974114,0.8897018,0.76765615,0.3261096,0.575066,1.2948656,1.4248717,0.4486518,0.61948794,1.3076458,0.50462264,1.4316771,0.5642154,1.2197019,0.467426,1.3793038,1.2494597,1.4763868,0.99991375,1.520272,0.1510117,1.2272325,0.7131656,1.22062,0.9755681,1.4650372,0.790475,1.176046,0.55461866,0.66289043,0.47555387,0.43491077,1.1891958,0.46244395,1.2825193,1.4132028,1.6178643,1.4893047,1.1741214,0.0,0.06925702,0.67302084,0.7847986,1.304087,1.1278981,0.37391794,1.3242118,1.1183975,1.230924,0.5813048,1.3059142,1.0359961,1.0110003,0.8301397,1.5687925,0.8252387,1.2764239,0.39654458,0.98505163,1.4349093,0.3452955,1.377749,0.3385141,0.8967804,0.84725916,0.3131246,0.97712815,0.77458405,1.2860025,1.4978564,1.5520948,0.51757354,0.58403033,0.75923324,1.1325142,0.5201203,0.56394327,0.599037,1.22902,0.9673341,0.68081063,0.4347191,1.2123046,0.7881702
pencil,1.4289719,1.2185853,0.3590395,1.2134349,0.7569032,1.1701643,1.0880448,1.0703515,1.4731305,1.3454046,1.5631204,0.48084033,1.5061152,1.3423052,0.82245445,1.5438961,0.80323184,0.75222343,0.27026093,0.299505,1.1248906,0.48475927,1.2252173,0.70859516,0.57792854,0.53099835,0.8737406,0.85078776,1.3487287,1.4231347,1.1541455,0.8436409,1.286697,0.8758745,1.4027418,0.7066691,0.74480987,1.0701734,1.5575789,0.5176265,0.07960957,1.3498158,0.27183473,1.2191675,1.4573137,1.382793,1.06893,1.0378504,1.464308,0.9845771,0.75348496,1.414618,1.3414799,0.8273468,1.27122,0.47059488,0.8929123,0.83115065,0.46293718,0.63876426,1.258086,1.4706743,0.3644145,0.60283434,1.25782,0.5052241,1.408997,0.50746214,1.2664564,0.42034256,1.363152,1.2584119,1.4427012,1.0442876,1.5208853,0.28379494,1.269942,0.7955366,1.205872,0.9825526,1.4802675,0.82348984,1.1932199,0.4509623,0.5721015,0.49247575,0.45468485,1.1547801,0.3774767,1.3316467,1.4141779,1.6069467,1.4796598,1.2314953,0.06925702,0.0,0.6707137,0.77487177,1.3102658,1.1297349,0.32545674,1.3223139,1.1488796,1.2763987,0.66725785,1.3292875,1.082245,1.0708812,0.89043474,1.5439057,0.89791524,1.2845651,0.4290145,0.98247784,1.4277488,0.24425507,1.3684402,0.23749018,0.92049575,0.87551576,0.39345497,1.0364497,0.7044818,1.3261185,1.4707007,1.5529945,0.52184004,0.51731837,0.7350347,1.1855261,0.5366354,0.49324226,0.6694186,1.2109869,0.9657126,0.7814282,0.2989509,1.2230911,0.784582
pickle,1.3153521,1.0622934,0.60067534,1.3068291,0.73475295,0.9326537,0.6628296,0.9625322,1.1820817,1.242073,1.4671094,0.82452327,1.3865268,1.29566,0.8915083,1.4103916,0.9776996,0.92795026,0.7642864,0.37441313,0.88760835,0.54670006,1.2431381,0.7673634,0.7983234,0.699967,1.1044788,0.99473435,1.2876505,1.3359406,0.729609,0.7207477,1.2121918,1.0411236,1.2993128,0.5021211,0.8759488,0.50071055,1.4269303,0.50426936,0.69341385,1.2902083,0.64171857,0.99249077,1.356277,1.1245615,0.97175884,0.93935335,1.389595,0.9460118,0.6022449,1.3350413,1.2854128,0.847361,1.2406842,0.70467347,0.9400712,0.97009486,0.6967752,0.73876715,1.2280153,1.230863,0.7506375,0.6932491,1.21445,0.7061393,1.3318388,0.83528024,1.1792467,0.7586891,1.338753,1.2354559,1.4147508,0.86580426,1.4540037,0.72426856,1.2527555,0.7149804,0.6247514,0.88446355,1.3507649,0.9466875,0.96865845,0.6497743,0.8600284,0.49060524,0.72117007,1.1910236,0.45427418,1.1629376,1.2937636,1.4782449,1.4173425,1.0729531,0.67302084,0.6707137,0.0,0.8539413,1.1011802,1.049671,0.45367634,1.2751604,0.79346645,1.1671504,0.84750414,1.2166765,0.97632474,1.0653445,1.0063568,1.4302835,0.96760136,1.1931169,0.72077286,0.76506853,1.329857,0.709463,1.3924844,0.48479158,0.90914965,0.47089547,0.7593659,1.1399802,0.8390268,1.2501297,1.3947918,1.2596405,0.48014748,0.81403005,0.9895646,1.2896385,0.586609,0.8058479,0.7429928,1.1114067,1.0416954,1.030165,0.7799283,1.2073666,0.95619965
pillow,1.0886772,1.0672989,0.98680586,1.1724765,1.0896819,1.2047992,1.0654478,0.8521184,1.2042936,1.0902729,1.0817021,0.71350753,1.0069033,1.0315986,0.813382,0.8504399,0.9255898,0.8806887,0.9784652,0.7407365,1.0380151,0.9284653,1.1578015,0.7779268,0.8917894,0.52666074,0.9598875,0.9949933,0.8943503,0.9930545,0.88986874,0.9667478,1.0202565,0.7654335,1.2205935,0.7136091,0.83150494,1.0737469,0.9977635,0.9297511,0.848246,1.0537975,0.8843601,1.1240335,1.0419968,1.0131916,1.0025568,0.8866986,1.2039206,1.0114758,0.93428445,1.0918406,1.2825985,0.9194039,1.2017109,0.6575198,1.0375688,0.9171422,0.6839213,0.9323776,1.006771,1.2809647,0.8415806,0.57864285,1.2171144,0.81563115,1.2865931,1.0164781,1.0419971,0.8128907,1.1607901,1.1382248,1.2086068,1.1602381,1.0983055,0.78906894,1.0779862,0.75160825,0.88947,0.9442905,1.1780823,0.9038179,1.224748,0.7632343,0.9617147,0.66338766,0.8036008,1.1597335,0.897831,1.0156085,1.1821123,1.2252115,1.0971177,0.98413163,0.7847986,0.77487177,0.8539413,0.0,1.0913689,1.1121393,0.7806609,1.0898006,0.9293412,0.98343295,0.80698645,1.1072865,1.0814056,0.9046082,1.0708189,1.264175,0.6508272,0.8899512,0.76309884,0.8567875,1.218457,0.7735888,1.1218148,0.8673245,0.9670387,0.87748504,0.8245028,1.0926105,1.0825268,1.1018436,1.2328386,1.3185391,0.7837342,0.82085323,0.9868106,1.0968088,0.612767,1.0428582,0.8715034,1.1939536,0.99055195,0.80741066,0.9796543,1.1193689,0.7951087
pizza,0.6488202,1.0653355,1.2013512,0.8803364,1.0138278,0.96512705,0.76579,1.0363722,0.7841704,0.7850386,0.6282631,1.2118324,0.81580985,0.8516453,1.1183658,0.54944146,1.0373461,1.0194962,1.3330624,1.2739389,0.8967758,0.94158906,1.0210989,1.2947063,1.2107217,1.4290051,1.0837682,0.9667325,0.77494645,0.9961003,0.8803056,1.1362779,0.9886516,1.038098,0.9542824,1.2006001,1.1630859,0.8449498,0.8612292,1.0202932,1.2774906,0.8011345,1.3798318,0.9664325,0.8710667,0.9656061,1.1469585,1.0800878,0.8085003,1.137785,1.0187513,0.6741655,0.87893134,1.1083302,0.86178446,1.1010797,1.0385575,1.1451409,1.1621668,1.1274576,0.692319,0.74462557,1.2809548,1.1378433,0.89525044,1.0135247,0.8792974,1.1780883,0.90591097,1.3281305,0.9354923,1.0223187,0.94263655,1.0590082,0.9014444,1.2370298,1.0121139,1.1873282,0.92719245,0.9770582,0.68661,1.1577935,0.9135388,1.2828426,1.16499,1.2217402,1.2303107,1.0231774,1.1764915,0.97481096,0.69413596,0.6984205,0.94531953,0.75197077,1.304087,1.3102658,1.1011802,1.0913689,0.0,1.0202888,1.1555123,1.0150434,0.9700788,1.02564,1.2203047,0.89785594,0.75676024,0.9781352,1.0671422,0.7921474,1.1384208,1.0558066,1.3368895,1.0035628,0.8360838,1.3108504,0.55720586,1.2924457,1.0327511,0.9531337,1.3127518,1.1067556,1.0542264,1.0677068,0.8419766,0.65266323,1.1868004,1.29757,1.089783,0.81986403,1.2253199,1.20769,1.0036649,0.97962165,1.1190417,1.3275684,1.2430067,0.97795105,1.1125022
plant,0.84772503,0.9617509,0.9954089,1.0490075,1.1008837,0.83873534,1.0775789,0.9008069,0.9330737,1.0102425,0.9504186,1.1728742,1.0027438,0.8836522,0.8848036,0.9793836,0.9287594,0.9395143,1.030628,1.1612092,0.90318525,1.1755767,0.9997447,0.92837876,1.0373671,0.99953693,0.7659893,1.1544924,0.95465463,1.0238526,1.0189247,0.87758446,0.98359704,1.0733908,1.0553514,1.1796968,1.1053565,1.0805007,0.9725043,1.2204713,1.1325482,0.83510816,1.073445,0.86277926,0.85864264,0.8950324,0.9644261,1.1395388,0.9288325,1.2416337,1.1142783,1.0194719,0.9633359,1.269166,0.87079906,1.0715195,0.27151906,1.2412045,1.167633,0.9765857,1.0466194,1.0822711,1.2203525,1.0661722,0.74218976,1.3556334,0.99851555,1.1416537,1.1067787,1.2064961,0.83855456,0.8192621,1.0287457,0.7913209,1.1213379,1.0851966,0.8688726,0.97490406,1.0050014,1.0625936,1.0176256,1.1214174,0.9775945,1.1633952,1.2878153,1.2443526,1.2729462,1.1515335,1.1100843,0.9489356,0.90743434,0.96304715,1.1275778,1.0068933,1.1278981,1.1297349,1.049671,1.1121393,1.0202888,0.0,1.1807792,0.80653495,0.9029523,0.9597746,1.012957,0.8488617,1.0642078,0.83750224,0.8263922,1.0263551,1.0937937,1.169016,1.053709,1.0291502,0.97084796,1.2078931,0.9643692,1.1520119,1.0856298,1.2629322,1.05391,0.679517,0.80296195,0.89984477,1.0157115,0.8917629,1.2003311,1.2658135,1.3248045,1.1412457,1.2529371,0.94598544,1.1004678,0.60127133,0.8215976,1.0367286,1.1924833,0.7255589,1.1693614
plate,1.3829699,1.2794503,0.49353778,1.297584,0.8938556,1.2744677,0.95066226,0.9336349,1.207329,1.2425405,1.4068317,0.6658228,1.369675,1.4224269,0.9102327,1.4097072,0.9675649,0.83067524,0.432096,0.17004633,0.98280644,0.43087292,1.2435956,0.82792056,0.6854257,0.6057221,0.9309796,0.9968799,1.2364101,1.3399564,0.8416409,0.84499717,1.188998,0.844803,1.3416151,0.45777547,0.736065,0.8414454,1.4272685,0.4220804,0.4134581,1.3391806,0.35879183,1.0784389,1.3751816,1.3343912,0.9825661,0.94018614,1.5088401,1.0094078,0.75238186,1.2710152,1.3460186,0.987474,1.2210652,0.55968845,1.0301425,0.9780665,0.4898486,0.73363924,1.2256807,1.2924232,0.47977793,0.7461285,1.238635,0.5678692,1.450942,0.57567203,1.3536699,0.5769171,1.3684528,1.2897475,1.4308939,0.9765105,1.476795,0.47294593,1.2796979,0.7008661,1.0252848,0.89243376,1.4634858,0.9277914,1.0931683,0.4729637,0.64993256,0.4351126,0.60352063,1.2197224,0.5018469,1.2204272,1.3926367,1.6126705,1.3997883,1.1333737,0.37391794,0.32545674,0.45367634,0.7806609,1.1555123,1.1807792,0.0,1.3343053,1.1381028,1.3185747,0.69014716,1.2832708,1.0423208,1.1321623,1.073071,1.5015483,0.9491871,1.3403254,0.67744905,0.6624321,1.3438269,0.3652761,1.2164118,0.34655493,0.97961617,0.54025626,0.5662388,1.1872603,0.90235615,1.3573985,1.4431542,1.3518813,0.53528357,0.66784704,0.7915839,1.192656,0.48974633,0.6696735,0.35689604,1.2435279,1.0115902,0.9636016,0.44181895,1.251686,0.84261477
