,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
rooster,0.6091367,0.9638637,1.0142906,1.150673,0.963908,0.95066786,1.0685855,1.018342,1.1709814,1.1418099,1.1044693,1.034364,1.1455778,0.9092171,0.18022138,1.0400946,0.6321832,0.91378,1.0852165,1.1547529,0.93709636,1.0590638,1.0487981,0.9512999,0.66553974,1.0531919,0.8739797,1.0733534,0.86595,1.1516088,0.98481447,0.87791324,1.031343,1.0011191,1.0671551,1.0915743,1.0179247,1.0910746,1.025878,1.0239818,1.0917778,1.0846593,1.1050384,1.1195002,0.6943153,0.7613887,0.96889955,1.1236755,1.0187005,1.1904197,1.0149482,1.0544282,1.1527479,1.1467289,1.0435778,0.6778687,0.76585245,0.96602964,0.9681004,0.600572,0.9612081,1.0569427,1.111669,0.8913638,1.028283,1.086721,1.1343628,1.1112626,1.055622,1.0695926,0.6616532,0.9730742,1.0926709,0.9278091,1.1518419,0.9296441,1.038431,0.92197776,1.0493454,1.1093705,1.0109466,1.1807806,1.009679,1.113218,1.1518468,1.1120396,1.0928359,1.105383,1.0982962,1.080204,0.96440625,1.0869164,1.14765,1.0334194,1.0110003,1.0708812,1.0653445,0.9046082,0.9781352,0.83750224,1.1321623,0.5285437,0.8076148,1.043812,0.96664435,0.9453854,1.0938603,0.0,0.8592066,1.1483629,0.87161607,1.1251744,1.0434417,1.2041335,1.1317972,1.1087409,1.0315652,1.1381987,1.1477728,1.129878,0.81555486,0.8313099,0.9069029,0.6955041,1.1872768,1.1794871,0.97975636,1.1049792,1.2303629,1.061979,1.1540289,0.8499607,0.9933752,1.0011235,0.7937276,1.0485517,1.1309805,1.0017837,1.0899385
scissors,0.9207167,0.93298984,1.034727,1.1854371,0.95192224,0.8665204,0.8379677,0.82589304,1.0211213,1.2409147,1.1701713,0.98557866,1.1293495,0.9796658,0.88282704,1.1241522,0.71009684,0.57743603,1.0362935,1.0611901,0.8085347,1.1912721,1.0054067,0.855517,0.91536987,1.0271549,0.880566,0.81299084,1.1131437,1.1496024,0.9555326,0.7052661,1.2083955,1.0944546,1.2075438,1.1925226,0.8095914,1.0223076,1.2045385,1.0567412,0.8345027,0.9284367,1.0705624,0.83965373,1.0773549,0.8507354,0.99613166,0.91531074,1.0754718,1.1859874,1.0209985,1.2319467,1.1750513,1.1661127,0.9282384,0.85304385,0.707405,1.0869907,0.7779113,0.6556971,1.0921268,1.0482364,1.1324549,0.9740156,1.0729873,1.0618229,1.2092493,1.0638814,1.0220993,1.0994024,0.99431425,0.721274,1.180687,0.8264989,1.2915872,0.7269089,0.94710535,0.904643,1.018883,0.94230103,0.99383354,1.0382242,0.76126754,1.1016419,1.2208848,1.0890043,0.97614646,1.2072806,0.91842926,1.0252949,1.0421281,1.2005147,1.3486671,0.83352494,0.8301397,0.89043474,1.0063568,1.0708189,1.0671422,0.8263922,1.073071,0.8958805,0.8806646,0.99907535,0.7945255,0.9267168,1.1353416,0.8592066,0.0,1.2414525,0.87224174,1.2049016,0.93899006,0.95121,1.1411576,1.0935466,1.0484964,1.0211504,0.84226704,1.1686335,0.8439181,0.6038729,0.93074816,0.82377744,1.256264,1.0127678,0.9668275,1.2255039,1.2496302,0.9565862,1.083034,0.72307134,0.8340925,1.0402625,0.94926333,0.9383018,1.1322086,0.9515765,1.1303016
shirt,0.72621447,0.86011827,1.4502038,0.49147904,1.2763209,1.0118865,1.1419644,1.200499,0.7376145,0.44171786,0.41433138,1.3094296,0.60382545,0.5602799,1.313257,0.53478533,1.3169479,1.3910826,1.41066,1.5481669,1.2076176,1.283388,0.90993017,1.4073253,1.4256446,1.4725311,1.1266731,1.1539564,0.6589185,0.7144807,1.0922741,1.29943,0.7409477,1.1083964,0.39834142,1.2250896,1.3315606,1.215027,0.4665944,1.3367894,1.5705376,0.8243643,1.4704933,0.9685979,0.6676842,0.85613817,1.0782433,1.2534893,0.36542064,0.9242424,1.3434877,0.38977516,0.5290983,1.1136607,0.9310266,1.5208902,1.2617064,1.1277765,1.4702781,1.4692652,0.640772,0.6465553,1.3566798,1.4192518,0.6646933,1.4084783,0.43762958,1.3119278,0.75292826,1.3625671,0.72273386,0.9816856,0.2806098,1.1809118,0.32646668,1.5233016,0.91500556,1.2778478,1.023945,1.1644423,0.63397,1.1704801,1.0613567,1.3540479,1.2276714,1.460442,1.345002,0.81749403,1.4643987,0.8417561,0.5771256,0.20135772,0.32582545,0.89551926,1.5687925,1.5439057,1.4302835,1.264175,0.7921474,1.0263551,1.5015483,0.83848983,1.1584247,0.86812747,1.360262,0.8903581,0.8658985,1.1483629,1.2414525,0.0,1.3352551,0.60672176,1.4481559,1.161973,0.6565025,1.4568343,0.6220562,1.5013468,1.1974382,1.2795706,1.5417867,1.112968,1.2773513,0.9444647,0.11491984,0.5663177,1.5488205,1.2687333,1.0837955,0.8520149,1.4242651,1.5157876,1.4912405,0.7402507,1.1163192,1.2449017,1.322638,0.8419674,1.1791124
shoe,1.1109531,0.9110848,0.920877,1.2719735,0.891812,1.0544454,0.9811697,0.8635262,1.2843009,1.2415067,1.3320056,0.6562327,1.2013835,0.9631511,0.74065125,1.08279,0.8347142,0.79711986,0.96613437,0.92254984,0.96715987,1.0069945,1.0246924,0.77084076,0.6794776,0.7239688,0.99935293,0.9699775,1.173307,1.1321342,0.92492634,0.93544334,1.2799432,0.95733774,1.3001363,1.0701126,0.7850359,1.0012506,1.2670867,0.9121834,0.8430154,1.1954027,0.9420353,1.1342863,1.1337206,0.98593986,1.0840585,0.897377,1.1081921,0.93104327,0.91356546,1.2508417,1.2106284,0.8540027,1.176955,0.7377881,0.9078789,0.6900956,0.6724803,0.7130035,1.1203479,1.2064266,0.8511872,0.63854694,1.3487453,0.7319056,1.251147,0.9332144,0.9642653,0.7656668,1.1338282,1.0737721,1.1588173,0.9826131,1.0643673,0.8000001,1.1301738,0.95831275,1.0854982,0.9114615,1.0752554,0.862861,1.0107228,0.9776335,1.0406034,0.7467584,0.7618833,0.9374327,0.9428331,1.1551816,1.1494431,1.2661765,1.0613744,1.0475334,0.8252387,0.89791524,0.96760136,0.6508272,1.1384208,1.0937937,0.9491871,1.0514159,0.7626798,0.88446164,0.84401536,1.0327802,1.0279418,0.87161607,0.87224174,1.3352551,0.0,0.82057047,0.6817951,1.1450734,1.1915842,0.72270036,1.2015054,0.8871801,0.79450583,0.96542907,0.6936389,1.1149807,0.9388098,0.8391262,1.3151169,1.4067979,0.621696,0.7502719,0.9685684,1.0337912,0.7449438,0.7343498,0.7591678,1.3180029,1.0387498,0.8549118,0.9666492,1.2531403,0.84291047
shorts,1.0830297,0.7953006,1.2539358,0.78199744,1.0559369,1.0089658,1.0733173,1.0280817,1.0270782,0.78342867,0.8995123,0.94402945,0.82571733,0.72344327,1.0695109,0.7534989,1.2475605,1.2127237,1.1900262,1.2654898,1.1778378,1.2065866,0.835703,0.9759503,1.1260048,0.9234937,1.1536803,1.0643278,0.93743813,0.7839306,1.0024945,1.2265632,0.9673166,1.0800818,0.7810736,1.1443888,1.0997539,1.14458,0.7797333,1.2389717,1.2284052,0.97345287,1.1848373,1.1507144,0.92171764,0.88843745,1.0719495,1.0455148,0.54311,0.830284,1.1648555,0.8311031,0.99982667,0.83923733,1.042974,1.2218773,1.1877148,0.73583007,1.1460484,1.2766167,0.94105935,0.99158466,1.1420867,0.93553,1.1079545,1.0242658,0.8774025,1.1506208,0.8441651,1.0430299,1.004598,1.0724015,0.53582585,1.1517081,0.39906204,1.2619331,0.9732028,1.1865313,0.9209951,1.0227232,0.8003937,0.95149624,1.0893936,1.111239,1.0382767,0.97471774,1.0100237,0.90766394,1.2030816,1.0177866,0.93564653,0.56437206,0.41693556,1.0718825,1.2764239,1.2845651,1.1931169,0.8899512,1.0558066,1.169016,1.3403254,1.0173606,0.8764487,0.7292755,1.1973665,0.96978265,1.0210176,1.1251744,1.2049016,0.60672176,0.82057047,0.0,0.92545706,1.2199452,0.9526702,1.1590183,1.0292215,1.1942816,0.98894125,1.0365728,1.1211035,1.1878521,1.148816,0.8292743,0.7056068,1.0400923,1.1801689,0.9908277,0.89250654,0.84298754,0.8861737,1.1915772,1.2475303,1.1252856,1.1570451,0.8911989,1.2190362,1.1359571,0.92224026
shovel,1.3830318,1.1449641,0.5812189,1.1713051,0.868193,1.02123,0.9431155,0.90214366,1.3963535,1.311369,1.5374782,0.5773657,1.3946753,1.1151807,0.7406889,1.4802583,0.87581563,0.7848468,0.4607904,0.59437287,1.104744,0.78628963,1.0704304,0.63324803,0.6683429,0.44849885,0.93708634,0.9705262,1.3316784,1.193388,1.0201339,0.897827,1.2515664,1.0321819,1.336872,0.9491277,0.76660424,1.042043,1.4475293,0.70750606,0.3959936,1.199154,0.45464635,1.1963937,1.3638572,1.1993487,1.0498549,1.0278357,1.2137328,0.9184639,0.8536563,1.3895087,1.3504827,0.8577229,1.2149397,0.5822808,0.8586565,0.73746324,0.5765658,0.7101269,1.3074315,1.3157146,0.6414724,0.52330196,1.3257642,0.70009816,1.3585826,0.62335664,1.1970549,0.56913143,1.2976589,1.1563077,1.2600915,0.95976776,1.3386296,0.4956051,1.1004856,0.80869,1.1382921,0.9884602,1.3055048,0.82658917,1.1595827,0.7426292,0.8518417,0.40909058,0.6662313,1.2042427,0.5840874,1.2490023,1.2947183,1.4259735,1.3344896,1.1470125,0.39654458,0.4290145,0.72077286,0.76309884,1.3368895,1.053709,0.67744905,1.2173718,0.9728128,1.0130975,0.8017023,1.0778201,1.1721933,1.0434417,0.93899006,1.4481559,0.6817951,0.92545706,0.0,1.0895095,1.2880766,0.48818725,1.4566728,0.49085265,0.9531315,0.9267432,0.34349942,1.0210365,0.7506505,1.0626527,1.3788269,1.4149964,0.54780567,0.67915493,0.7644265,1.1750917,0.4687193,0.54311275,0.73900574,1.2247393,1.0093223,0.61171085,0.6921472,1.2492201,0.76048684
sink,1.0946472,1.0165315,1.1421483,1.1081071,1.1639084,0.9957748,0.79091716,0.8026327,0.28179026,1.015093,0.8792759,1.2123941,0.69830143,1.2124339,1.1952763,0.9691786,1.0499648,0.8506826,1.0268762,0.6542244,0.71139956,1.0661849,0.9804916,0.8186213,1.2518783,0.842071,0.9852567,0.91818905,0.9732051,0.7978298,0.87715375,0.80013496,0.9080852,0.9540572,1.0036074,0.66316146,0.9462786,0.84829044,0.92899066,1.0936495,1.0618145,0.7996229,0.9267726,0.39662296,1.0912333,1.0535468,0.90030277,0.8140638,1.2360756,1.2219846,1.0139303,1.0771602,1.1584287,1.2163389,0.95399,1.0669229,1.115091,1.2954452,0.88963217,1.184429,1.1302507,0.8068313,1.1488029,1.1290809,1.0004717,1.1252344,1.2003742,1.1007731,1.1527748,1.210228,1.185214,0.8267553,1.1600405,0.78512114,1.1278523,0.89967996,0.8906888,0.5364903,0.69443464,0.9892208,1.1148775,1.0133576,0.96360064,0.9267353,1.1588441,0.9734059,1.1171135,1.2730877,0.9862386,0.67951345,1.2131121,1.1824336,1.1705908,0.74428535,0.98505163,0.98247784,0.76506853,0.8567875,1.0035628,1.0291502,0.6624321,1.1699159,1.1518443,1.0059388,0.8815088,0.99441296,1.0892135,1.2041335,0.95121,1.161973,1.1450734,1.2199452,1.0895095,0.0,0.9213594,1.1402442,0.96891785,0.9845605,1.0270573,0.7929772,1.073121,0.85664994,1.1530535,1.1548429,1.1482934,0.6585903,0.98410004,1.283797,1.1750302,1.0205406,0.9575493,1.1701325,0.6422906,1.0652127,1.0585586,0.94593275,1.1384505,0.9250227,1.1812445
slide,0.75267327,1.0131745,1.4202471,0.7248585,1.2715397,1.0444404,0.9996028,0.9653895,0.62874234,0.7677013,0.47721708,1.3699608,0.46642166,0.9044131,1.2475486,0.63777804,1.2254031,1.0766073,1.2836382,1.356777,0.8980189,1.3568388,0.7261373,1.1835372,1.3244083,1.244391,1.0445867,1.0795912,0.8227123,0.49868292,1.032343,1.1742792,0.7662876,1.0786717,0.68090045,1.223059,1.173749,1.1054839,0.5784099,1.3076291,1.4400401,0.5210289,1.3230276,0.8968738,0.75587434,0.85889554,0.8594886,0.95327175,0.7948983,1.1697948,1.3209683,0.72016484,0.76350945,1.2561076,0.5743456,1.3908494,1.174038,1.2062628,1.3164196,1.3573759,0.7984704,0.80318487,1.4283669,1.4129004,0.73700714,1.399413,0.81247205,1.2276438,1.0057563,1.4278207,0.7681931,0.7199379,0.737367,1.0849426,0.68817663,1.3717825,0.5746467,1.1812154,1.0738579,0.9498999,0.86417145,1.0332683,1.0888826,1.3212613,1.3353876,1.2605432,1.4493976,1.0003217,1.3618765,0.6105645,0.770135,0.5791076,0.71563894,0.8213581,1.4349093,1.4277488,1.329857,1.218457,0.8360838,0.97084796,1.3438269,0.85598713,1.2216662,0.9567172,1.1600134,0.7854288,1.006884,1.1317972,1.1411576,0.6565025,1.1915842,0.9526702,1.2880766,0.9213594,0.0,1.4552817,0.59917545,1.377552,1.0747039,1.1796794,1.3888526,1.003031,1.1717561,0.8116412,0.7035998,0.5387273,1.3680364,1.3943005,1.1202801,0.9518538,1.223454,1.2858129,1.1912143,0.78068787,1.016204,1.0238411,1.3646483,0.76992285,1.2001803
slipper,1.5083122,1.1762049,0.23612094,1.1397448,0.69156426,1.2089043,1.2346193,1.0526724,1.5593361,1.2869627,1.5379117,0.33111787,1.5651103,1.3130202,0.83933717,1.5022898,0.92203456,0.92112947,0.24480706,0.35882187,1.260082,0.39196193,1.4047338,0.799138,0.6347096,0.50182706,0.9260802,0.9051291,1.2690648,1.4249105,1.1673748,0.95443285,1.2961622,0.9830474,1.3974445,0.7212874,0.8239324,1.108433,1.4964871,0.5293439,0.2249021,1.4700224,0.2526114,1.2580925,1.4252576,1.3685403,1.1401812,1.0786424,1.4211401,0.71941257,0.6883239,1.2939826,1.2523961,0.6140042,1.3432779,0.5912051,0.92295724,0.71833146,0.68332237,0.7585198,1.2261236,1.4334514,0.15143096,0.50762784,1.2764078,0.51969415,1.2927575,0.48102367,1.1287264,0.22415626,1.3702049,1.3313364,1.3605022,1.1066015,1.4389102,0.57736564,1.352511,0.9269472,1.2228769,1.0149873,1.4864705,1.0253706,1.2067666,0.31877905,0.32922602,0.52232,0.35500425,0.9087934,0.35078883,1.3981107,1.3591167,1.560438,1.3620687,1.3516169,0.3452955,0.24425507,0.709463,0.7735888,1.3108504,1.2078931,0.3652761,1.334108,0.9971859,1.2124659,0.77428496,1.3210597,1.0063478,1.1087409,1.0935466,1.4568343,0.72270036,1.1590183,0.48818725,1.1402442,1.4552817,0.0,1.3639967,0.30713916,0.961193,0.89291185,0.46341026,1.2476469,0.77673864,1.3025234,1.3713027,1.612673,0.45158017,0.18681693,0.55564976,1.2247382,0.5662674,0.5130751,0.7951143,1.2738183,1.0512509,0.9377121,0.12288761,1.3103065,0.6302688
snow,0.5494758,0.9956201,1.3569856,0.7947977,1.2067697,1.0516597,1.0658777,0.98437536,0.70341057,0.7295342,0.25994062,1.2821321,0.6396608,0.8454652,1.1678183,0.44907665,1.0912064,1.1159664,1.2659063,1.3551114,1.0667778,1.14233,0.94999427,1.3160944,1.3084028,1.4016006,0.98210615,1.1680694,0.5396924,0.84325016,1.0217342,1.175455,0.7470157,0.99933225,0.8671897,1.195193,1.1865221,1.1721995,0.5750753,1.2403603,1.3922589,0.73355484,1.3377609,0.89860255,0.6530616,0.9450973,1.0541557,1.2067311,0.7613528,1.2179811,1.3115292,0.47806162,0.8062465,1.3302039,0.71107876,1.1818871,1.1082351,1.297881,1.3176303,1.2628042,0.72569185,0.68034613,1.3360512,1.3628217,0.55815154,1.3184766,0.83532137,1.2112749,0.97383255,1.4244952,0.6494285,0.8475163,0.73671144,1.0728772,0.7671468,1.3320456,0.85287905,1.1449144,1.0709932,1.0896802,0.7139944,1.208288,0.9559897,1.2721505,1.244768,1.4224054,1.3865335,1.0905504,1.3542795,0.9160623,0.6353166,0.553385,0.7839906,0.84361005,1.377749,1.3684402,1.3924844,1.1218148,0.55720586,0.9643692,1.2164118,0.76320636,1.2534428,1.1125693,1.2033849,0.9974703,0.85328543,1.0315652,1.0484964,0.6220562,1.2015054,1.0292215,1.4566728,0.96891785,0.59917545,1.3639967,0.0,1.3839681,1.1668192,1.2165684,1.3819335,0.9521418,1.224015,0.9363682,0.68200386,0.5288795,1.3789647,1.3848314,1.2263206,0.8710743,1.3984739,1.2912335,1.0444431,0.77523154,1.0407403,1.2708144,1.2783182,0.7886818,1.1849254
soap,1.4885608,1.2601545,0.2779131,1.2897253,0.5580773,1.0768458,0.97185135,1.074917,1.4597635,1.3731595,1.5727248,0.5730014,1.5467514,1.3860958,0.92288256,1.5238591,0.859624,0.8377439,0.31167793,0.22361135,1.1460738,0.47123635,1.2736417,0.60821754,0.6117459,0.5226085,0.9549951,0.8915172,1.3896658,1.4051971,1.0635884,0.84942,1.2112685,0.9102965,1.3177826,0.5799846,0.8002658,0.8434612,1.5197768,0.40941906,0.20120436,1.4434519,0.2493797,1.1924084,1.4160078,1.3849373,1.13064,1.0489647,1.4129716,0.9332965,0.6473197,1.4186981,1.3057883,0.8727724,1.2570548,0.5613129,0.8958382,0.92613256,0.7112758,0.6836943,1.2294531,1.4437102,0.4907518,0.6510839,1.2305076,0.45214045,1.413414,0.47945786,1.3689941,0.5119392,1.3582168,1.2686784,1.3959701,0.9783593,1.4674842,0.6108782,1.3941116,0.93500924,1.0308608,0.9332979,1.3934448,0.82536274,1.1481025,0.4307891,0.5871514,0.38802278,0.59951776,1.1488132,0.2740988,1.3735642,1.4171138,1.5839599,1.393865,1.2832483,0.3385141,0.23749018,0.48479158,0.8673245,1.2924457,1.1520119,0.34655493,1.3195374,1.0621855,1.2703135,0.8172567,1.3464634,1.0727814,1.1381987,1.0211504,1.5013468,0.8871801,1.1942816,0.49085265,0.9845605,1.377552,0.30713916,1.3839681,0.0,0.85758173,0.7031486,0.5525543,1.2060001,0.613905,1.3379018,1.4438889,1.5200129,0.35530198,0.526323,0.7242985,1.2668612,0.4592467,0.40968943,0.6676484,1.2273691,1.0021871,0.96454793,0.4204104,1.3132654,0.8819064
sock,1.1214361,1.0836198,0.9745014,1.1371069,0.8429126,0.9395806,0.7637791,1.0043514,1.0289015,1.1632463,1.1622033,1.0451436,1.0347326,1.160067,1.1071737,1.0601021,0.9741434,0.9340176,1.1410931,0.9804419,0.88349485,1.0245258,0.8513895,0.9450018,0.9573125,0.9339877,1.1979523,0.8920357,1.1745077,0.9482168,0.94492114,1.0789121,1.1097032,0.9396737,1.1780175,0.88015985,0.8821855,0.9708987,1.1596711,0.91602933,0.8144847,1.0989237,1.0787377,1.0481467,1.15972,1.0608058,1.1555452,0.7143227,1.1531776,0.83061266,0.78487027,1.1679399,1.1035063,0.93120366,0.9272189,1.0172683,1.1387475,1.0271165,0.81935203,0.793602,1.0483072,1.0360824,1.0033807,0.9182189,1.1788421,0.7826911,1.1885422,1.0532963,0.9489299,1.0437329,1.2002853,0.8627456,1.1467229,1.0955979,1.0373126,0.8545875,1.138323,1.137561,0.84928375,0.849702,0.9143531,0.60113984,0.8446492,0.97402126,1.0451113,0.8723521,0.86825705,0.93889713,0.988684,1.0331173,1.1675721,1.1707871,1.0790708,0.95307827,0.8967804,0.92049575,0.90914965,0.9670387,1.0327511,1.0856298,0.97961617,1.2314287,0.8868114,0.9514501,0.8947247,1.1482167,0.9607372,1.1477728,0.84226704,1.1974382,0.79450583,0.98894125,0.9531315,1.0270573,1.0747039,0.961193,1.1668192,0.85758173,0.0,0.77382934,1.043517,1.1137149,0.9528241,1.0859939,1.1803802,1.1164993,0.8777337,0.95553774,0.902483,0.8041674,0.8816434,0.9064003,0.93107754,1.1720566,1.1708331,0.8400966,1.0150837,1.1756737,1.0068698
soup,1.2017169,1.105961,0.94892335,1.2065204,0.9590073,1.1844269,0.72546375,1.0168717,0.9819596,1.2250161,1.2269595,0.99524915,1.0884331,1.311633,1.0657935,1.1102662,1.1702578,1.0607665,1.1316208,0.60460734,0.85322994,0.7422172,0.92023253,1.0947131,0.8510465,0.96608305,1.3069966,0.8308399,1.2095176,1.0591375,0.5547046,1.0705979,1.0487707,0.78567374,1.0911807,0.5822866,0.80092347,0.5527513,1.2150437,0.616542,0.91557026,1.2726222,0.9865666,1.0967611,1.2211764,1.2258852,1.0814766,0.7056397,1.3683796,0.70053047,0.7331829,1.2314053,1.1514645,0.76006097,1.1253527,0.840971,1.2630854,0.8304863,0.64215106,0.87402666,1.0945208,0.9774937,0.8732814,0.90115577,1.2813003,0.55252814,1.1611905,0.9583431,0.9665825,0.9505786,1.2929432,1.3084236,1.2762699,1.059415,1.0557468,0.79433644,1.2280324,0.9556828,0.6828888,0.78521,1.1031778,0.66941315,1.0550101,0.79174805,0.74278724,0.49410415,0.7272269,0.9454336,0.8353853,1.1535875,1.2521918,1.3207617,1.0291843,0.8897898,0.84725916,0.87551576,0.47089547,0.87748504,0.9531337,1.2629322,0.54025626,1.3200655,0.79735863,1.1634274,1.0342443,1.2180065,0.9654172,1.129878,1.1686335,1.2795706,0.96542907,1.0365728,0.9267432,0.7929772,1.1796794,0.89291185,1.2165684,0.7031486,0.77382934,0.0,0.9954399,1.3300372,1.0574989,1.3350375,1.2619888,1.103563,0.7554041,0.83241576,0.63135445,0.8803189,0.52287114,1.1351572,0.674282,1.2583367,1.1864904,1.0513645,0.94336766,1.3261544,0.89178306
spoon,1.3445313,1.1392736,0.5061597,1.2761304,0.7765801,0.9419783,1.0925326,0.93784714,1.4443587,1.3200116,1.5890733,0.5103144,1.530555,1.2127066,0.59190226,1.5611597,0.6931934,0.76364213,0.43973994,0.5385361,1.0815688,0.6840071,1.1766903,0.60284054,0.5710643,0.5836965,0.7820913,0.99263954,1.301621,1.4120382,1.1112168,0.71339625,1.2941599,1.0178788,1.4422345,0.9245696,0.6978163,1.0568267,1.5166458,0.68907714,0.41036785,1.2866774,0.4264047,1.2264513,1.3501316,1.1722083,0.9741903,1.0568957,1.3396554,1.0686804,0.78648484,1.355163,1.3843509,0.88698506,1.2483567,0.49535322,0.7618491,0.80301344,0.53577375,0.612476,1.3363628,1.3049145,0.5065786,0.53904223,1.323087,0.67272294,1.4144212,0.58080643,1.2193215,0.4637891,1.2548678,1.1077076,1.3739067,0.7892722,1.5194585,0.4062562,1.1838365,0.6429857,1.237328,1.0458827,1.4541202,0.9621531,1.0212547,0.7267872,0.7995698,0.59477466,0.63164425,1.1138827,0.5569954,1.247648,1.3104526,1.5624048,1.4983029,1.2857616,0.3131246,0.39345497,0.7593659,0.8245028,1.3127518,1.05391,0.5662388,1.1173168,0.91799176,1.1690623,0.65034354,1.1480029,1.1405005,0.81555486,0.8439181,1.5417867,0.6936389,1.1211035,0.34349942,1.073121,1.3888526,0.46341026,1.3819335,0.5525543,1.043517,0.9954399,0.0,0.9073857,0.7270506,0.9687041,1.4900385,1.5344757,0.45834374,0.6718309,0.8984795,1.2215492,0.6617626,0.47000945,0.5922065,1.2182499,0.87538385,0.703462,0.5927711,1.1325841,0.8038302
sprinkler,0.9040449,0.859937,1.1541252,1.0577134,1.118228,0.87438047,0.91977197,0.9638638,0.8380939,1.0709122,0.9863218,1.19807,0.98408544,0.9385867,0.8813168,1.0920444,0.86680293,0.93790257,1.0426408,1.1907048,0.92223454,1.2741178,0.8286605,0.9532357,1.0391748,1.0340197,0.759665,1.0756096,1.0062423,1.0076776,1.1069665,0.74193037,0.86482555,1.1264822,1.1077217,1.1489124,1.1055548,1.05154,0.95981485,1.1834434,1.080693,0.7784794,1.1001298,0.72902954,0.97588813,0.8291577,0.8677449,0.9954929,1.0154551,1.2968183,1.18652,1.0879283,0.99977916,1.2306546,0.92781186,0.9585295,0.72239316,1.1864977,1.0304285,0.9275333,1.0858152,0.94098663,1.1857727,1.0749288,0.82869285,1.3085159,1.0531261,1.0714735,1.0432484,1.2284393,0.87381876,0.61581993,1.0650117,0.83994496,1.1605048,0.9149121,0.7549348,0.75184345,1.0681632,1.1794599,0.9741246,1.0394661,0.6875076,1.2019676,1.2837875,1.238443,1.1544757,1.1257051,1.124109,0.8709533,0.9069906,1.0443473,1.2050871,1.0170394,0.97712815,1.0364497,1.1399802,1.0926105,1.1067556,0.679517,1.1872603,0.8195249,1.0608999,0.9428543,0.928536,0.9124247,1.1637726,0.8313099,0.6038729,1.112968,1.1149807,1.1878521,1.0210365,0.85664994,1.003031,1.2476469,0.9521418,1.2060001,1.1137149,1.3300372,0.9073857,0.0,1.0273184,0.7810845,1.1096597,0.92651445,1.1692393,1.3085809,1.3072368,1.1156161,1.2081394,0.9456309,1.0524275,0.7891475,0.7725804,0.7699699,1.1980404,0.6827955,1.1365167
strawberry,1.2406148,1.1154115,0.45942628,1.1802013,0.5865401,0.8096979,1.0713654,1.0949601,1.3071437,1.2220494,1.3511618,0.8300011,1.3188807,1.165973,0.845095,1.354439,0.7346516,0.8603265,0.6931944,0.7962422,1.0296861,0.87636507,1.1324375,0.7803103,0.72679615,0.8466996,0.87706727,0.9756653,1.2612852,1.2364129,1.1083773,0.9496047,1.1585101,0.90946317,1.2160299,1.0520585,1.0280942,0.9060706,1.3644922,0.6828804,0.64637506,1.1347315,0.7129149,1.1487349,1.2134169,1.1223384,1.0784864,1.075205,1.1456857,1.080359,0.69533545,1.2424049,1.1722698,1.0123646,1.0647105,0.774727,0.6266936,1.0038778,1.0299547,0.7844478,1.1076903,1.3262482,0.8920719,0.788131,1.0629108,0.8116189,1.2562456,0.77684414,1.2283714,0.85045564,1.1083018,1.0405107,1.2119478,0.92478776,1.318968,0.95452386,1.1438624,1.033672,1.0883865,0.96341586,1.1904335,1.006892,0.9417714,0.9106229,0.91899633,0.89262676,0.9476885,1.1071354,0.6602931,1.1813395,1.1976333,1.3103385,1.3134582,1.1612135,0.77458405,0.7044818,0.8390268,1.0825268,1.0542264,0.80296195,0.90235615,1.0706075,0.8340635,1.1399494,0.95620626,1.101094,1.0838215,0.9069029,0.93074816,1.2773513,0.9388098,1.148816,0.7506505,1.1530535,1.1717561,0.77673864,1.224015,0.613905,0.9528241,1.0574989,0.7270506,1.0273184,0.0,1.0060803,1.2561791,1.2315279,0.6734302,0.8830211,1.018341,1.2367128,0.9622735,0.5366939,0.90804476,0.97330064,0.9078306,1.0607364,0.8285763,1.0230688,1.0448049
