,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pillow,plant,plate,potato,pumpkin,purse,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
mitten,0.7061899,0.70912343,1.3738406,0.7218551,1.3524836,1.1802205,1.2428263,0.9664285,0.927255,0.66464126,1.2739719,0.80298305,0.6126176,0.5618955,0.8879225,0.96342325,1.4522151,1.3928869,0.92388386,1.2339991,1.0733899,1.2837799,1.1873231,1.1106427,1.2950823,0.9208238,0.833959,1.3252509,0.9113736,0.88691396,0.6963482,0.6833788,1.3854501,0.8799427,1.4307916,1.2264166,0.77218413,0.7139298,1.0088867,1.097837,1.0973419,1.4430532,1.1652299,0.9893493,1.0872341,0.92946476,0.9659746,1.2827556,0.9932632,1.0431024,1.1697403,0.44327223,0.95399284,0.908085,0.8792092,0.73173,0.71296287,0.91816247,0.9162156,1.059408,0.53804106,1.4049587,0.7819687,1.4975033,0.7898386,1.058662,0.976246,0.0,1.0406032,1.3612963,0.8519266,1.1168296,0.9974057,1.3564674,0.7997775,0.4942739,0.68834186,0.82104516,0.7060228,1.2707433,1.4111004,0.6666321,0.9589763,1.2179779,1.3038967,1.0834953,0.75840753,0.9398293,1.0626726,1.3120588,1.3410282,0.8140397,0.7111211,0.64411503,1.2936289,0.92675245,1.0431032,0.81387997,1.3126856,1.0508724,1.4746027,0.43129754,1.1785119,1.4352593,1.4729612,0.9787569,0.85908854,0.7840216,1.3180043,0.99457604,1.3093678,1.1603507,0.78787273,1.0253224,1.1016796,0.99396485,0.9282814,1.1596014,1.0246576
mouth,0.95646423,0.9840279,1.0445153,0.87449497,1.0956123,1.127667,1.0973482,1.1239592,1.0776045,1.0141014,1.1256119,1.054295,0.9145477,1.0464898,0.9851868,1.1329732,1.1855315,1.23257,1.1790154,0.9432892,1.3292964,1.0094029,1.2753613,1.2076546,0.8241173,1.0310841,1.1351889,1.2048199,1.0873332,0.9737438,0.97673994,0.98172414,1.105793,1.0315417,1.2067715,0.95387256,1.1432023,1.1174719,1.1560488,1.1965827,1.1941215,0.9688238,0.91476065,0.62487537,0.74425036,1.0145348,1.0863864,1.1680169,1.0544655,1.06706,0.7343068,1.1455853,0.9801465,1.012201,0.62473524,0.86272705,0.8136964,0.9034474,1.0150628,1.1793965,0.97199655,1.211149,1.0637037,1.2220223,1.0326912,0.9930201,1.0091265,1.0406032,0.0,0.8615168,1.1947417,0.78530836,0.9293223,1.011843,1.0895329,1.0102069,0.89491034,0.97170883,0.88185155,1.2110827,1.0658517,1.211993,1.0222348,1.2197055,0.84442544,1.1382376,1.2331139,1.0888517,1.013087,0.85196185,1.0688514,0.81797636,1.1259181,0.9592973,1.1711498,1.0177333,1.1088607,1.0104522,1.135504,0.9936752,1.0654505,1.0101378,0.9281375,1.1837884,1.0370376,1.0927788,0.9142131,1.0757896,1.2326541,0.7471925,0.9205489,1.1442552,1.1845088,1.1902771,1.1821929,0.9724211,1.241132,1.0115712,1.0287086
nail,1.4161526,1.0506433,0.22395301,1.2915406,0.47645086,0.70896876,0.6732573,1.30522,1.5423117,1.4648716,0.8589739,1.465195,1.414295,1.4583771,1.3998867,1.2037493,0.48349535,0.80479026,1.383803,0.39227617,1.1512324,0.8324288,1.0476524,1.1486759,0.35451853,1.1245346,1.4743161,0.7234009,1.254288,1.3215125,1.382942,1.2401687,0.47979552,1.4992511,0.45068455,0.5034649,0.9906833,1.1667211,1.294274,1.2395866,1.0605888,0.16445303,0.7243286,0.9382165,0.563995,1.1798477,0.9553963,0.90422684,1.1215945,1.3318602,0.52473545,1.090675,1.2641755,1.0182016,0.94872373,1.218794,1.1146343,0.6404483,1.1510274,1.022958,1.3324075,0.6512689,1.3665462,0.6029223,1.2387698,0.7530623,1.1498346,1.3612963,0.8615168,0.0,1.1515146,0.6629044,0.716097,0.2731843,1.4762031,1.3127553,1.203964,1.2353693,1.2226921,0.76121825,0.5569648,1.3056124,1.2506521,1.058473,0.2679655,0.8692663,1.2730201,1.4776852,1.161378,0.4981072,0.35000622,1.2743951,1.1521959,1.2418679,0.84981513,1.361282,1.3339994,1.3509463,0.44936204,1.1387402,0.36357784,1.2963948,0.8294362,0.6120179,0.46350163,1.0807791,1.1384134,1.495857,0.6279278,0.429012,0.52764463,0.86300576,1.2012175,0.97206974,1.1140097,1.2218971,1.4077411,0.56341773,1.3022393
napkin,1.1222112,0.9527457,0.96762395,1.3090678,0.9262946,0.75094724,0.7162821,0.76216424,1.1170571,1.131126,0.94666386,0.91512465,1.0850863,0.9563524,1.0074154,0.7151692,0.85313225,0.7310428,0.8906337,0.9590577,0.6704994,1.017736,0.77416754,0.9721378,1.1014818,1.1432413,0.9455613,0.86298096,1.10135,0.97262573,1.3203046,1.1523955,0.7084229,1.0932846,0.80724704,1.0539876,0.8446379,0.9704744,1.0668513,0.736499,0.8855169,1.0870831,1.1491326,1.3650539,1.0449334,0.7520839,0.8485928,0.6586278,0.68728215,1.0953736,1.1868281,0.5236886,1.2120429,0.76855946,1.4019063,1.1986551,1.1354072,1.0279869,1.1773361,0.8320838,1.2553757,0.6853924,1.0413616,0.8010523,1.1069193,1.0139537,1.0579392,0.8519266,1.1947417,1.1515146,0.0,0.99113864,1.0018793,1.0126598,0.698426,1.2321594,1.2759695,0.9334872,1.2184902,0.69558775,0.9785873,0.5843471,0.99261117,0.7109129,1.1740798,0.79000247,0.75285864,1.1387173,1.195992,1.1459094,0.86862147,1.3796954,0.6601126,1.1833696,0.76914823,1.2125462,0.80715656,0.85893095,0.75925004,0.95553195,0.87127185,0.87953746,0.97684723,0.7582543,0.923424,0.9525488,1.1191543,1.1685972,0.82218647,1.1100156,1.0432659,0.9179948,0.034254014,0.7365629,0.7064934,1.0707197,0.8512366,0.8504398,1.2037985
necklace,1.3241938,0.9306373,0.7683635,1.1887293,0.9584937,0.89954054,0.9496555,1.1712528,1.4295213,1.4307055,0.7569644,1.2823455,1.180419,1.3561541,1.2085303,1.1626977,0.88695776,0.96527076,1.166511,0.68540144,1.1109667,0.8379754,1.0565181,1.1942674,0.6440089,1.082222,1.2664583,1.0551548,1.1964297,1.2575959,1.3164303,1.1845453,0.7027528,1.4127868,0.8314136,0.67325526,1.0561533,1.0119665,1.0872617,0.8959646,0.872617,0.69334143,0.847401,0.98520106,0.54483366,1.1419498,1.177915,0.5756055,1.0458534,1.3731996,0.5268022,0.93178713,1.285274,0.91502166,0.917144,1.23363,0.7560167,0.74978095,1.0966367,0.93913,1.1173681,0.7573736,1.0837665,0.8346495,1.1009824,0.62444293,1.0890466,1.1168296,0.78530836,0.6629044,0.99113864,0.0,0.86303556,0.664154,1.2739123,1.1378827,1.0348706,1.1791945,1.238559,0.77131677,0.8078516,1.0775654,1.217405,1.0479666,0.66906255,1.0309933,1.0161548,1.3924296,1.116661,0.70926505,0.7415014,1.11882,1.0435971,1.0569894,0.66926676,1.329842,1.1340073,1.0909495,0.62924683,1.1286296,0.807495,1.0111473,0.72759813,0.6739633,0.84241784,1.0746998,1.0559553,1.4851774,0.97809935,0.45295346,0.46798784,1.0718411,1.0054234,1.0973512,0.9546313,1.1765404,1.2222898,0.5566911,1.1890141
nose,1.1049012,0.7952412,0.6837164,1.2888083,0.6419486,0.74484634,0.77873456,1.1130508,1.3578849,1.2540152,0.9771903,1.2351705,1.2497504,1.1914445,1.1485877,1.2599995,0.79736805,0.8780961,1.2769784,0.7204257,0.9551598,0.9361043,1.0350264,1.1604524,0.8520479,0.74147123,1.2479134,0.7793691,1.2513437,1.2310743,1.2600514,1.1088072,0.8722679,1.3098688,0.7898059,0.8337305,0.57573676,0.93258643,1.2268667,1.0575207,1.1126814,0.6747985,0.68140364,0.96721524,0.87653345,1.012166,0.8448787,0.88082063,0.8961059,1.2315851,0.7944449,0.9512897,1.2250123,1.0203223,0.8191537,1.06914,1.1802247,0.5653146,1.1153874,1.0658345,1.1702445,0.80524737,1.2845203,0.774002,1.2345504,0.6896925,1.0174605,0.9974057,0.9293223,0.716097,1.0018793,0.86303556,0.0,0.6613841,1.2940536,1.1873672,1.0855552,1.2299603,1.0670012,0.88604933,0.9305099,1.133905,1.0505993,0.9426496,0.7789251,0.7950488,0.8675077,1.3995438,1.1714076,0.84227,0.78437316,1.1746966,0.86950845,1.1071924,0.81774235,1.2590591,1.2130654,1.2746742,0.6705918,1.1192292,0.862818,0.9541694,1.0233032,0.7821491,0.9390965,1.0099797,1.0749173,1.3544551,0.70517236,0.67299294,0.9327134,1.1275952,1.0092417,0.9458431,1.0432043,1.1392978,1.1103399,0.720468,1.2455986
orange,1.4233043,0.8420609,0.20168662,1.412513,0.40850586,0.47838598,0.4899727,1.1782609,1.5500958,1.5831802,0.93779856,1.5689217,1.4313676,1.547957,1.3886528,1.1857492,0.45472866,0.56151617,1.2658763,0.19337535,0.8852108,0.84027153,0.9910986,1.1707666,0.50789905,1.1795017,1.476197,0.6628524,1.3381805,1.290839,1.5165151,1.2877936,0.47116202,1.5317856,0.31259912,0.52175695,0.85870075,0.9827545,1.3823396,1.1317773,1.0742655,0.16390431,0.6976951,1.0911905,0.6361323,1.0920426,0.8088442,0.7287208,0.95447844,1.264746,0.59105515,1.0224175,1.3355592,0.84373313,1.1177434,1.321662,1.1623597,0.70062363,1.2758808,0.8082739,1.4268868,0.5943662,1.4070978,0.5910341,1.3302432,0.63696957,1.1595954,1.3564674,1.011843,0.2731843,1.0126598,0.664154,0.6613841,0.0,1.506317,1.3575612,1.3352814,1.3243089,1.3424689,0.60960966,0.6468798,1.2855414,1.2211945,0.8267995,0.44818473,0.5957724,1.0675124,1.5399935,1.2723906,0.6206312,0.42410326,1.4172976,1.0257487,1.3527565,0.6315508,1.428153,1.2722595,1.1935368,0.37937117,1.2173711,0.4056158,1.3052876,0.5945126,0.38836735,0.6314933,1.023523,1.1520485,1.5776644,0.38015348,0.42780972,0.58304024,0.9789208,1.0696547,0.7461585,0.82015455,1.2694718,1.414412,0.515469,1.3977149
oven,0.7431389,1.2201033,1.4884874,0.7734413,1.4564233,1.4282186,1.3272885,0.81742185,0.50613236,0.63244146,1.0878013,0.70701003,0.7342881,0.61757207,0.9033054,0.86475646,1.3097643,1.0686095,0.8079303,1.3802435,0.94795173,1.1028886,0.8047598,0.8908735,1.3142958,0.9477177,0.6625548,1.2059536,0.67455316,0.7580029,0.7448188,0.9965771,1.4076433,0.6232772,1.3472983,1.225673,1.1610281,1.1050999,0.6059577,0.70534354,0.8576523,1.484222,1.2079949,1.0787635,1.3404528,1.007284,1.1520414,1.1419799,1.1253583,0.70096236,1.314836,0.8912711,0.9704651,1.1712601,1.0562856,0.9731873,1.0157217,1.2704079,0.90357053,0.99073887,0.7422516,1.2184787,0.6640639,1.1951808,0.7310529,1.2807863,0.98375493,0.7997775,1.0895329,1.4762031,0.698426,1.2739123,1.2940536,1.506317,0.0,0.92624736,0.711657,0.81311345,0.9464646,1.1911151,1.3123423,0.687458,0.9152742,0.9902671,1.3119354,1.1746297,0.91072303,0.28553855,0.8961192,1.2118775,1.352015,0.8122362,1.012198,0.70053834,1.2055666,0.74581885,0.5810477,0.97338533,1.3652091,0.9574581,1.3905082,0.7517706,1.0795121,1.3151155,1.2536706,0.89707035,0.802753,0.6142745,1.3145924,1.4373118,1.2772629,1.1983252,0.66181874,1.2758865,0.8987633,0.9423132,0.63132524,1.3921936,0.66365385
pajamas,0.63930607,0.662262,1.3247942,0.51125467,1.3341306,1.268132,1.2837718,1.128997,0.8341972,0.58205163,1.3349546,0.8512373,0.5615156,0.5705631,0.8530096,1.1740699,1.4682906,1.4820781,1.039681,1.2976673,1.2965744,1.2681719,1.357357,1.0700042,1.2874835,0.8533147,0.9016142,1.3967514,0.8121324,0.8473877,0.5262317,0.6328978,1.4723346,0.8270881,1.4890611,1.1731838,1.1062762,0.79649067,0.8963804,1.2145088,1.0689979,1.3717684,1.1548492,0.822009,1.0851759,1.0442959,1.0492305,1.40554,1.1911595,0.9411399,1.1534252,0.83093977,0.8818217,1.1008033,0.7636902,0.7771175,0.6490146,1.0366088,0.7121889,1.2280923,0.2749077,1.4889596,0.8240042,1.5331411,0.62574154,1.1184769,1.0591698,0.4942739,1.0102069,1.3127553,1.2321594,1.1378827,1.1873672,1.3575612,0.92624736,0.0,0.56833816,0.88503724,0.755437,1.3312354,1.3567429,0.87940764,0.97202855,1.3511915,1.2383565,1.2237356,1.0139003,0.8018182,0.84125614,1.2865083,1.3573887,0.47050166,1.0810847,0.58087,1.4105352,0.8106208,1.0204245,0.7700709,1.5015856,0.9545773,1.4269396,0.56431746,1.1674225,1.5032908,1.4039209,1.0663694,0.78127396,0.6922934,1.4101095,1.0056347,1.2404718,1.0870879,1.1630172,1.2356985,1.2468764,0.9415297,1.0551435,1.3423483,0.84946835
pants,0.8710027,1.0574917,1.3046651,0.5288723,1.394717,1.4067655,1.3911536,1.2968878,0.8819497,0.60297596,1.0341957,0.8777032,0.72012436,0.6873693,0.95702803,1.1713455,1.4224257,1.4575666,1.1490127,1.2501867,1.3316013,0.9363707,1.1258906,1.1277192,1.1105759,0.7456077,0.8578525,1.4835562,0.77942276,0.9625274,0.4906255,0.99032444,1.4566944,0.9831381,1.4780785,0.9418697,1.2616186,1.044505,0.85596395,1.177413,0.83986133,1.2831655,1.1138202,0.78346527,1.0829415,1.1694613,1.3217072,1.3743012,1.3434688,1.0462974,1.0386678,0.8386773,0.95462334,1.3460246,0.6683107,1.0053146,0.8058038,0.99796045,0.68570095,1.2336632,0.14903271,1.4616385,0.7732281,1.4306043,0.73621935,0.9748684,1.0806627,0.68834186,0.89491034,1.203964,1.2759695,1.0348706,1.0855552,1.3352814,0.711657,0.56833816,0.0,0.9187197,0.9748103,1.371824,1.2066573,0.8170531,1.1537993,1.3874098,1.0337288,1.3377788,0.9864761,0.7081441,0.7761356,0.97395027,1.3575829,0.40115976,1.12462,0.117732644,1.3013422,0.888065,1.0044917,0.9566127,1.2878661,0.9692001,1.4382782,0.5992918,1.0483057,1.4592466,1.2622234,0.86176395,0.436849,0.82501554,1.4414443,0.9453062,1.0163487,1.345386,1.2004443,1.504441,1.245043,1.074015,1.060469,1.2786536,0.7907009
paper,0.7174289,1.0943269,1.2841136,0.6629827,1.2549694,1.2009425,1.2730489,1.0534738,0.7713754,0.7062044,1.1492132,0.75351274,0.6988658,0.677093,0.7878883,0.4083442,1.2962725,1.2715691,0.9117098,1.2876971,1.1937337,1.0806085,1.1978515,0.9881382,1.2203071,1.0578839,0.87808007,1.2511537,0.9158846,0.848792,0.7500173,0.9132467,1.2151265,0.82611936,1.3260823,1.1480014,1.2060179,1.02665,0.980037,1.0832465,1.1320996,1.3324363,1.179717,0.95136386,1.0379574,0.8814049,1.0964282,1.2506087,1.010805,0.85319066,1.1807067,0.9985265,0.7332498,1.048395,0.9335914,0.8922613,0.81667006,1.1715649,0.8359182,1.0787483,0.8553237,1.2655513,0.89088833,1.2684689,0.8547287,1.1061789,0.914426,0.82104516,0.97170883,1.2353693,0.9334872,1.1791945,1.2299603,1.3243089,0.81311345,0.88503724,0.9187197,0.0,0.8708642,1.174329,1.1537011,0.9121021,1.0082439,1.1165327,1.2234567,1.121859,1.077663,0.82981604,0.9788766,1.1323671,1.2426038,0.83415747,1.0494177,0.9185092,1.2504953,0.7514801,0.9851186,0.8931174,1.3489285,0.78595364,1.2681066,0.8629471,1.1725074,1.3092835,1.1617537,1.0935762,1.0402442,0.63746995,1.3041012,1.1951485,1.1320466,0.9910752,0.99095535,1.081275,1.1252645,0.8785148,1.0704967,1.2671914,0.8523026
pastry,0.6127402,1.017741,1.3008485,0.7520069,1.2381749,1.2440363,1.2352725,1.0536513,0.7819228,0.79081297,1.2056025,0.9682758,0.80325294,0.7449652,0.84176064,1.0680387,1.3343632,1.3420689,0.9825761,1.3112075,1.2130171,1.1509955,1.2522494,1.0787171,1.1974914,1.0319934,1.0132141,1.1828748,0.8350643,0.82971776,0.742324,0.57163143,1.3563163,0.75839734,1.3845139,1.2600728,0.8321867,0.8925531,1.0266708,1.1827017,1.1878802,1.3334095,1.0906461,0.8495934,1.0787203,0.92729145,0.9217894,1.3695235,1.0307326,0.90552014,1.151372,1.0353694,0.7440572,1.0265286,0.89792687,0.012634754,0.8433338,1.1288861,0.97119856,1.2014387,0.8542759,1.3742398,0.9789027,1.391182,0.8897814,1.2085823,0.91159046,0.7060228,0.88185155,1.2226921,1.2184902,1.238559,1.0670012,1.3424689,0.9464646,0.755437,0.9748103,0.8708642,0.0,1.3130369,1.2945884,1.1401534,0.9309709,1.2124681,1.230352,1.1195323,1.0326611,0.82560176,0.9665427,1.2663321,1.2623234,0.77573514,1.0698547,0.95584285,1.3741643,0.7792741,1.0313263,0.95360833,1.4039567,0.98326814,1.3350555,0.9308995,1.1946325,1.4309936,1.3007598,1.0443267,1.0197241,0.72357786,1.3137431,1.2141796,1.2512634,0.9876579,1.2160347,1.029128,1.2384201,0.96243936,0.96943986,1.2658443,0.92256624
pen,1.3904498,0.93969715,0.69164693,1.4300882,0.7573407,0.7130713,0.6615927,0.84191346,1.3097918,1.4558208,0.7342104,1.1675447,1.320106,1.3988283,1.1595249,0.81370986,0.5825158,0.5704154,0.971558,0.6977598,0.67659914,0.8165606,0.69698,0.8645093,0.8418864,1.1926019,1.1010231,0.74657965,1.2524005,1.1844604,1.4930513,1.2399371,0.3192289,1.2270186,0.51997536,0.80592287,0.96738786,0.9891534,1.1722738,0.7149241,0.9819014,0.7187853,0.9496228,1.3258032,0.8029946,1.0774872,0.86519724,0.43960887,0.882617,1.2219683,0.8598082,0.8398437,1.3256397,0.9193136,1.2438722,1.2927403,1.1623735,0.81005013,1.2059876,0.82053757,1.3658681,0.3102793,1.1166272,0.57461756,1.2396183,0.9270965,1.1422846,1.2707433,1.2110827,0.76121825,0.69558775,0.77131677,0.88604933,0.60960966,1.1911151,1.3312354,1.371824,1.174329,1.3130369,0.0,0.7112272,1.0341067,1.0325913,0.7730749,0.9017934,0.8426037,0.96527666,1.3262049,1.2573559,0.8550238,0.600286,1.4550037,0.8851211,1.3404745,0.5314053,1.3197489,1.0256478,1.0050629,0.4664973,1.1141634,0.5713463,1.1612732,0.8443071,0.46483403,0.7700312,0.95058024,1.1298038,1.3989332,0.5641486,0.81117105,0.7165279,0.79312575,0.7233673,0.7535028,0.6589358,1.1814938,0.98327243,0.54928285,1.2962317
pencil,1.3337967,1.0612849,0.5283876,1.3006986,0.654885,0.84058404,0.7012886,1.1120121,1.3340802,1.3929989,0.5975963,1.2566307,1.3396863,1.3822241,1.1564682,1.0343834,0.64205337,0.69857717,1.1585827,0.598631,1.0323734,0.6682534,0.9193355,1.165041,0.5969929,1.0970898,1.3342927,0.81696653,1.185071,1.1857252,1.3072062,1.2488922,0.39660507,1.2729609,0.6265564,0.5898474,1.0708308,1.2033194,1.2410179,1.088756,1.0242742,0.53542775,0.9779617,1.0912442,0.86607957,1.042884,1.0699137,0.7156814,0.9233614,1.175179,0.8519143,1.1264973,1.1102723,1.1132059,1.1588157,1.2894424,1.1985512,1.0220916,1.2148628,1.0421383,1.3009386,0.4943818,1.1097188,0.5651659,1.2749286,0.93999755,1.1234883,1.4111004,1.0658517,0.5569648,0.9785873,0.8078516,0.9305099,0.6468798,1.3123423,1.3567429,1.2066573,1.1537011,1.2945884,0.7112272,0.0,1.1705761,1.1015131,0.8511145,0.6341506,0.8903991,1.212773,1.3164934,1.1503882,0.6527066,0.5202684,1.3019577,1.1723714,1.2275176,0.6436906,1.1790642,1.1088288,1.1046064,0.5951196,1.0581094,0.3537079,1.2461202,0.75836754,0.4854089,0.48273802,1.046233,1.117131,1.3554759,0.71785235,0.8424445,0.49247253,0.66773725,1.0443219,0.8813384,0.9313092,1.1220992,1.2247008,0.7302551,1.1866523
pillow,1.019095,0.96204895,1.2374415,1.0267158,1.2112201,1.0477371,1.1707671,0.85796005,0.9465862,0.55892533,0.9314903,0.66602236,0.8911457,0.46630025,0.91765183,0.881565,1.1872307,1.0665944,0.92754954,1.1686492,0.89312696,1.0248771,0.8053828,0.8183761,1.2656658,0.8440311,0.6864978,1.1454723,0.8757715,1.0754341,0.6944777,0.95546,1.1570804,0.8704361,1.1784394,1.1655837,0.80476916,0.83350855,0.83033335,0.8410439,0.7632325,1.2718363,1.2156268,1.2487876,1.2208128,0.9040466,1.0275335,1.0236428,1.0197399,1.0873607,1.2411687,0.69778115,1.0862725,1.1110115,1.1618285,1.1504056,1.0476986,1.0486709,0.9173537,1.0149395,0.8525749,1.0994734,0.83580184,1.0800495,0.89517176,1.0495679,1.0812061,0.6666321,1.211993,1.3056124,0.5843471,1.0775654,1.133905,1.2855414,0.687458,0.87940764,0.8170531,0.9121021,1.1401534,1.0341067,1.1705761,0.0,1.0026013,0.9395475,1.2179216,1.1040599,0.80419874,0.96651626,0.92201114,1.174123,1.2614136,1.0408796,0.7898064,0.770579,1.0405105,1.0482608,0.8165173,0.92400855,1.0130949,0.80447006,1.2224748,0.6996832,1.0829649,1.1577735,1.055334,0.8799178,0.81172353,0.86594117,1.1857891,1.1534679,1.1418674,1.1992124,0.522244,1.1224077,0.9683357,1.0164634,0.82787883,1.2040423,0.99316967
plant,0.8586274,0.99083126,1.152442,0.9662891,1.039561,1.0184,0.9853234,0.91981953,0.8998596,0.9073678,1.1603452,0.9858853,1.0202587,0.9329096,0.982384,0.9695522,1.0150018,1.0046096,0.94999456,1.2141292,0.8775353,1.1635207,0.93978834,0.8154578,1.1220533,1.03892,0.9033024,0.9489097,0.9865792,1.075784,0.95073766,0.9183174,1.1557188,0.8559251,1.0587145,1.180959,0.87435687,0.9289809,0.8643298,0.97160596,1.1111197,1.2629228,1.0334065,1.068112,1.1524189,0.86254716,0.571127,1.0178859,0.7577509,0.72247493,1.1673865,1.1038454,1.0025338,0.9831084,1.0041332,0.94973767,1.0269359,1.0717961,1.0659608,0.90848684,1.1062247,1.0265272,0.9340336,0.95204604,0.95340514,1.1322973,0.95711493,0.9589763,1.0222348,1.2506521,0.99261117,1.217405,1.0505993,1.2211945,0.9152742,0.97202855,1.1537993,1.0082439,0.9309709,1.0325913,1.1015131,1.0026013,0.0,0.9187472,1.2508371,0.9827325,0.9395217,0.87242025,1.0519806,1.2239683,1.1076853,1.0112815,0.93087906,1.139965,1.0318094,0.8400545,0.9100833,1.0844657,1.1870289,1.0149764,1.1334047,1.0771781,1.1980296,1.0635606,1.1140095,0.8973406,1.156726,0.84087807,1.0673829,1.2384905,1.2572951,1.002136,0.9551228,0.9934922,0.9778134,0.61056536,0.67512476,1.1889095,0.8764415
plate,1.1064266,0.9791375,0.8412741,1.3257883,0.74226815,0.64382476,0.8707629,0.7913759,0.84935164,1.2437268,0.9922436,1.0304064,1.1200148,1.2013552,1.0085402,0.86042005,0.80695057,0.24517697,0.78260165,0.85500884,0.49126744,1.0969543,0.7615687,1.006865,1.098301,1.1825337,0.97607154,0.5085073,1.1620069,0.964117,1.3535588,1.1921527,0.8391269,1.0670513,0.6766818,1.1229831,0.95078707,1.0751164,1.0363742,0.73819077,0.99840707,0.850448,1.0666857,1.220847,1.0804771,0.8049251,0.8656765,0.60139185,0.7721461,0.83185124,1.1207588,1.1001098,1.1460844,0.74248576,1.3018128,1.1965696,1.1695501,1.0997704,1.1956184,0.79327285,1.4098411,0.665195,1.0713637,0.6171101,1.1809988,0.9652666,1.0129606,1.2179779,1.2197055,1.058473,0.7109129,1.0479666,0.9426496,0.8267995,0.9902671,1.3511915,1.3874098,1.1165327,1.2124681,0.7730749,0.8511145,0.9395475,0.9187472,0.0,1.1243061,0.7280194,0.8768425,1.018784,1.2384038,1.1329918,0.8894541,1.2909775,0.84918356,1.3259308,0.6062895,1.097657,0.5264599,1.0178542,0.8630934,1.0385038,0.80735713,1.1964924,0.9304054,0.51460147,0.88710153,1.0581269,1.174621,1.0468693,0.5717946,1.1665136,1.1227117,0.9114044,0.7609451,0.72640383,0.42261875,1.0365882,0.84558713,0.93655634,1.1781399
potato,1.3399098,1.0863365,0.4333985,1.2347434,0.7024432,0.90296227,0.80773246,1.305054,1.4440975,1.3588634,0.84686244,1.4103708,1.3010666,1.3793318,1.3040321,1.2270364,0.61305493,0.8920659,1.3702923,0.45039803,1.1763556,0.7961342,1.0295329,1.1914504,0.38671577,0.9928655,1.4243463,0.89095527,1.1722767,1.2616799,1.2891363,1.244126,0.69193447,1.435807,0.61049956,0.52036554,0.9593398,1.1563606,1.2369775,1.2298388,1.0108798,0.22934079,0.7450893,0.893583,0.6981938,1.193215,1.123383,0.9620628,1.1471708,1.2619727,0.5105677,1.1067214,1.2180967,1.1165628,0.8384416,1.2283441,1.0917966,0.68404454,1.1476758,1.0528361,1.1998918,0.7787429,1.3044164,0.72912663,1.1749045,0.7825284,1.172856,1.3038967,0.84442544,0.2679655,1.1740798,0.66906255,0.7789251,0.44818473,1.3119354,1.2383565,1.0337288,1.2234567,1.230352,0.9017934,0.6341506,1.2179216,1.2508371,1.1243061,0.0,0.99428695,1.214258,1.3550959,1.0940633,0.4071443,0.5318326,1.1699729,1.1543922,1.099451,0.78402793,1.2812965,1.2904477,1.3102877,0.5112461,1.1271878,0.5774417,1.2293575,0.798838,0.65500516,0.5736668,0.98239446,1.0333505,1.4274137,0.82338667,0.46269095,0.5208857,1.0138354,1.1991253,1.0920348,1.0998073,1.2304035,1.3400693,0.72436154,1.2481108
pumpkin,1.1115645,0.83967537,0.7477633,1.2385242,0.58895063,0.57944274,0.7003327,0.9472623,1.2047528,1.2794052,1.0848743,1.2215536,1.1941456,1.2001998,1.1208779,0.9874802,0.8202864,0.74923754,0.9779049,0.7628326,0.7939408,1.0629054,1.0492889,1.0530607,0.99204147,1.20572,1.1576676,0.5844901,1.1685052,1.1115749,1.2599496,1.0808403,0.826853,1.1576341,0.6799235,1.0357198,0.7523663,0.810299,1.1566037,0.9678659,1.1282903,0.7240106,0.7842549,1.1560032,1.0197144,0.92970616,0.78519934,0.86822754,0.8325869,1.014922,1.0150963,1.0197597,1.095877,0.71477675,1.2487122,1.0969737,1.2130678,0.9458113,1.0655657,0.856249,1.3168771,0.8752788,1.1745472,0.8460948,1.2506359,0.88719124,0.9932996,1.0834953,1.1382376,0.8692663,0.79000247,1.0309933,0.7950488,0.5957724,1.1746297,1.2237356,1.3377788,1.121859,1.1195323,0.8426037,0.8903991,1.1040599,0.9827325,0.7280194,0.99428695,0.0,0.95662147,1.2229581,1.2074178,1.1189768,0.78916085,1.2784177,0.82940435,1.3369215,0.8650575,1.13107,1.1170492,1.0211408,0.836833,1.0363408,0.8017918,1.210224,0.94965845,0.7742983,1.032697,1.0317816,1.1432066,1.1814609,0.33854586,0.9674942,1.108083,0.9178325,0.8308519,0.59644014,0.7698405,1.1118392,1.1136346,0.785648,1.1932904
