,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
egg,1.2762555,1.0071778,0.5763623,1.2404107,0.5271145,0.4772271,0.7960794,1.1192561,1.1255972,1.301362,1.0476643,1.3010335,1.2397641,1.2923355,1.037034,1.0601342,0.7661345,0.5504991,1.1403725,0.7038934,1.1721237,0.7139993,1.0377975,0.96014684,1.2473305,0.8779983,1.1415374,1.28114,0.70880735,1.2126567,1.1572267,1.1464227,1.2842958,1.0309129,0.83959424,1.3136039,0.6576361,0.9701576,1.1700035,1.1021241,1.174531,1.071761,1.2326361,0.94942576,0.0,1.1780939,1.1210659,0.88957,0.8415919,0.96023196,1.0562497,0.9152265,1.0345705,1.0194163,0.98667574,1.0573473,1.1442535,0.9562573,1.1204581,1.0795928,0.8559472,1.2226069,1.2349367,1.3646215,0.95357704,1.3299172,0.8989123,1.142261,0.7605556,1.0893241,0.47161764,0.94430214,1.0449086,0.7645045,0.79176927,0.8663146,0.9251915,0.9450402,0.8656151,1.2698538,1.0990391,1.2307646,1.3250785,1.177752,0.8469146,0.91200864,0.49610984,1.0218346,0.86404353,1.0151272,0.7465302,1.101213,0.6769522,1.0902125,1.0296316,1.2215915,0.99037725,1.0287421,1.1494297,0.5867779,0.9387539,1.282486,1.126676,1.1552162,0.84540147,1.2703797,0.95688426,1.1035324,0.7787173,0.76339346,1.0177068,0.6282134,0.7493502,0.9478032,1.367801,1.1725286,1.2537729,0.52639896,0.8696656,0.888866,0.9420805,0.94977754,0.7450155,0.9210642,1.1464821,1.0399064,0.88852215,1.227583
elephant,0.6542133,1.048794,1.2331698,0.6940562,1.2573867,1.2617005,1.1907582,1.0557369,0.74635315,0.61991686,1.0978453,0.5973389,0.68305975,0.51726997,0.8351035,1.2082751,1.3427532,1.343461,0.9802835,1.2498842,0.9985818,1.1932347,1.1497587,1.3112943,0.861148,1.0731213,0.83550584,0.88505244,1.3599594,0.7531894,0.9012233,0.89684254,0.74361724,0.97069585,1.2712164,0.6218533,1.3362021,1.208427,0.9984257,1.2061303,1.0701661,1.2921684,0.70204383,1.0139545,1.1780939,0.0,1.0654502,1.1412444,1.0767226,1.3395474,1.1984801,1.295552,1.1497654,0.6525304,1.1650718,1.0481209,0.81509787,1.1519518,0.921077,0.9341862,1.214593,0.9044692,0.8576509,0.40571415,1.2453951,0.45669353,1.3036427,1.1595712,1.3122075,0.6289106,1.1758537,1.1964552,0.77233726,1.2127868,1.1658878,1.1038451,1.1771461,1.2329116,1.0323956,0.8192693,1.0443755,0.51674044,0.5918932,0.8578452,1.252131,1.2907131,1.1145897,1.1163036,1.1702371,1.2778578,1.3469846,1.1616999,1.2409555,1.1239395,1.3015808,0.8927951,0.6534669,1.1032298,0.81374955,0.91610044,1.2299197,0.5550761,1.0812154,0.7715372,1.3085833,0.7423655,0.9970879,0.6728991,1.2701957,1.3153512,0.91350365,0.9257739,1.3181331,1.208111,0.71850234,0.5793653,0.6052569,1.3929462,1.2477181,1.1623485,1.120067,1.1220475,1.3501705,1.1848738,0.9150352,1.2717586,1.2326148,0.75038594
face,1.0027844,1.1207416,1.030137,0.90932333,1.0926139,1.125365,1.0002017,1.1182697,0.933187,0.9002044,1.105592,0.94385374,0.8160425,0.9803139,0.95977473,0.83615094,1.2033035,1.0800017,0.9543811,1.1104498,1.1168379,1.1625888,0.932164,1.2030988,0.9820674,1.1207054,0.8147756,1.1261455,1.1586201,0.96453065,0.95009124,1.0876005,0.9167236,1.008875,1.2050325,0.8810972,1.2104127,1.0813719,0.75773716,0.701893,1.0900682,1.183085,0.9045122,1.0062332,1.1210659,1.0654502,0.0,1.0685338,1.1050359,1.0715892,1.0804414,1.1603769,0.86588264,0.96788436,0.85487175,1.0645896,0.77556807,0.9180291,0.70253813,0.88171405,0.93684334,0.9135058,1.0248702,0.9762073,1.1049036,0.96322036,1.2315063,1.1005006,1.2126105,1.045513,1.025243,0.99863076,0.9290203,0.9809143,1.0834643,1.2111576,1.0562055,1.093961,1.0799954,1.0828881,0.980653,0.91266817,0.9848804,0.8157494,1.1813868,1.111602,1.0802091,1.1293387,1.0207174,1.0075463,1.0824568,0.9375422,1.0834804,1.1136847,1.1137512,1.062355,0.9831373,0.9638622,0.96592975,0.93959045,1.1886804,0.80623555,0.9810426,1.0958098,1.244344,1.0747094,0.9903809,0.896188,1.2211796,1.1792227,1.1636064,0.9071531,1.2033422,0.84373736,1.0013603,0.93171304,0.8553343,1.1171244,1.0772196,1.1650711,1.0469604,1.198769,1.015636,1.0362929,0.9311236,1.198778,1.1542962,0.92750967
finger,1.2155501,0.5922202,0.57283175,0.9832353,0.6983553,0.716033,0.7961743,1.2625155,1.4177159,1.2761018,0.62290657,1.2979548,1.213645,1.2193534,1.2945037,1.2859015,0.82596594,1.0300393,1.4445093,0.85160327,1.1792568,1.2702262,1.0405892,0.9195587,1.2196723,0.227655,1.3178809,1.1541808,0.78434634,1.3148694,1.3627996,1.0792376,1.1567901,1.0281222,0.46682036,1.4955935,0.84990114,1.1461504,1.2405816,0.95994693,1.1363147,0.981977,0.8817064,0.538495,0.88957,1.1412444,1.0685338,0.0,0.6344106,1.1145345,0.5477672,0.96276766,1.095004,1.2892815,0.4369818,0.74371743,1.1830549,0.90564954,0.7668371,0.49403083,0.6001798,1.0425991,1.2340876,1.2732449,0.9478347,1.1180016,0.9069101,1.2250557,0.95464504,1.2176206,1.1071213,1.2877485,1.026837,1.1729331,0.49088347,1.0421157,0.27709353,0.6817687,0.54688853,1.266968,1.0000352,1.1062827,1.0621165,1.3846074,0.49764532,0.60738194,1.0988827,1.05797,1.0552918,1.1893268,1.079476,1.0646737,0.72859055,1.1105222,1.1273108,1.3527815,1.111527,0.86648244,1.1312227,1.2207181,0.679201,1.1199552,1.0257788,0.6718254,0.7555889,1.265232,1.3160746,1.2494005,0.4662993,0.7607565,0.6886198,1.265779,0.93953115,1.1998731,1.2241592,0.8896668,1.3584661,1.0171832,0.11646116,0.39664793,0.63794625,1.1183949,0.8861786,1.2858748,1.2098937,1.1147316,0.3465407,1.3864278
fish,0.86165845,0.9602626,0.7143763,1.0169132,0.81364965,0.8482846,0.6212854,1.3264089,1.2146989,1.2867658,0.7710529,1.306173,1.0526743,1.1652867,1.1770803,1.2024117,0.90994394,0.9491517,1.3712633,0.7250483,1.1966627,1.1541902,1.0115825,0.94523484,1.1618795,0.5402876,1.0618279,1.3210524,0.9121748,1.3293352,1.2523665,1.0346872,1.2207524,0.83481157,0.5527818,1.3754821,0.9221649,1.0962132,0.9556161,1.0497332,1.243846,1.0794773,1.0273514,0.6742047,0.8415919,1.0767226,1.1050359,0.6344106,0.0,1.1146258,0.81809413,0.9223824,0.72383475,1.1500956,0.7577803,0.89588696,1.1655853,0.8805683,0.9584564,0.93555516,0.8237927,0.89897704,1.13744,1.1832789,0.9832989,1.0732474,0.87595636,1.2685329,0.9937741,1.0127257,0.993401,1.2945673,1.0256435,1.0100197,0.7025417,0.9962369,0.6907743,0.7810945,0.941269,1.2302961,0.7993211,1.0905769,1.0947527,1.2455325,0.5791392,0.6729763,1.1209624,1.1174033,0.89532363,1.1718407,0.96499056,0.89533234,0.73985666,1.1678808,1.1853294,1.2658393,1.2441181,0.60038626,0.95291364,0.9093791,0.84443617,1.2108157,1.0399663,0.96322536,0.80373186,1.2697452,1.1711917,1.1073644,0.7002009,0.6632918,0.8724492,0.95871747,0.8711559,1.0484047,1.1353886,1.099662,1.2854407,1.0069944,0.66019374,0.53322166,0.80194646,1.0657707,0.84497184,1.1990033,1.221868,1.1731317,0.69840574,1.2653847
flower,1.245814,1.0550823,0.8946943,1.2987528,0.7654637,0.82457995,0.836702,0.8342013,1.2820091,1.3904116,1.1997844,1.4276081,1.3520156,1.4486582,1.1654061,0.8889595,0.49541497,0.829685,1.0396909,0.79269546,0.997475,0.73895234,0.7440753,0.78274316,1.1457043,1.2262979,1.0742974,1.2219365,0.50465035,1.1940602,0.94330233,1.1251074,1.3658216,1.057911,0.82612205,1.3238125,0.5107066,0.8840899,0.9767787,0.9073032,0.9679717,0.9621924,1.2614537,1.2482901,0.96023196,1.3395474,1.0715892,1.1145345,1.1146258,0.0,1.0713747,0.7877124,0.724954,1.2398238,0.9817091,1.1092678,1.178515,1.0794055,1.1554894,1.33387,0.8366308,1.0546196,1.2336516,1.407674,0.6553445,1.3935856,0.58813953,0.65802133,0.4408031,1.0635673,0.7603089,0.8957696,1.3363851,0.77718294,0.8973331,0.85774904,1.0409694,0.84965444,1.0971316,1.2431653,1.0057036,1.4773227,1.3757031,1.1020533,0.81818855,0.88714415,0.71805215,0.94520926,0.8136314,0.20654958,0.69170153,0.8943892,0.745697,0.4734608,0.78779,1.1320275,1.1883385,0.7973336,1.2297624,1.160915,0.61390126,1.4141395,1.0226318,1.3263769,0.6180178,1.2262344,1.1244893,1.3692088,0.7929543,0.63928676,1.2858222,1.109652,0.5397855,0.7068673,1.38204,1.3930019,1.3835477,0.6382849,0.9166233,0.9803498,1.1471543,0.78430223,0.72124827,0.96973103,0.8317129,0.5564686,0.8996325,1.0986427
foot,1.0850942,0.48750335,0.9101085,0.99535954,0.9456403,0.8995981,0.9330739,1.0930059,1.4170046,1.1013198,0.6648985,1.1641034,1.1051764,0.9771353,1.188746,1.09843,0.92581546,0.9550355,1.140091,0.9662594,1.0814879,1.0898418,0.960528,0.76280165,1.2167959,0.62647355,1.2244933,0.887933,0.9758434,1.3812621,1.1814265,0.9934409,0.9861356,0.94871175,0.84016347,1.3525531,0.9463279,1.0793569,1.1132578,0.96017087,1.0138588,0.9227342,0.8797442,0.6418675,1.0562497,1.1984801,1.0804414,0.5477672,0.81809413,1.0713747,0.0,0.90462816,1.0544527,1.2104645,0.74912137,0.29816532,1.1864364,0.9132837,0.89277387,0.73794925,0.839226,1.183267,1.1722635,1.1039827,0.897369,0.97651327,0.98975855,1.1528589,1.052798,1.1728157,1.1863813,1.0861471,0.8200415,1.1203412,0.88245845,0.8672527,0.65783966,0.7601542,0.7486291,1.059123,1.037659,1.0002568,0.8595065,1.2221972,0.8687557,0.93081206,1.0410213,0.8550111,1.132712,1.0890547,1.0701793,1.1139886,0.8619138,0.94970894,1.0906252,1.1658075,1.2527773,0.91936576,1.1203057,1.2029676,0.8540345,1.0870242,0.72643524,0.6002766,0.77424073,1.2413075,1.3142102,1.2141713,0.67398834,0.8752923,0.40098715,1.1677513,1.0016026,1.0895152,0.9502565,0.88878196,1.2788737,1.0560658,0.5168823,0.725544,0.9312244,0.8738154,1.0155115,1.1486273,1.2208822,1.1327401,0.6932534,1.3773707
fork,1.2100809,0.94900805,1.0948237,1.2548075,1.0555763,0.9896893,0.91684103,0.78811324,1.1856616,1.3357558,0.96690214,1.3219271,1.2663155,1.3001511,0.91853154,0.9034109,0.8829749,0.6793164,1.0977769,0.815875,0.83283436,0.83217996,0.86330974,0.93288255,1.1286057,1.0655732,1.1501739,1.0869747,0.7255517,1.2984747,1.1026384,0.8285302,1.3919774,0.97043914,0.7881893,1.2625583,0.8602178,0.781189,1.101847,1.0527816,1.0879763,0.6557808,1.303808,1.1319535,0.9152265,1.295552,1.1603769,0.96276766,0.9223824,0.7877124,0.90462816,0.0,0.9349055,1.1956474,0.9937875,0.8534403,1.2143738,0.9835372,1.2075367,1.1123796,1.0020927,1.0442299,1.0214059,1.250406,1.1053576,1.349974,0.26403737,0.8604047,0.71225625,1.1079437,0.91802204,0.9431461,1.1847714,0.84711707,1.0713135,0.69293934,0.82207954,0.9923466,1.1254934,1.0923463,1.1485302,1.3753697,1.3239167,1.2164273,0.75945467,0.5864192,0.8171889,0.9380416,0.85314095,0.8735289,0.6591961,0.9097992,0.85453314,0.78128386,0.7254367,1.0736009,1.196604,1.0537854,1.2620578,1.0231619,0.771557,1.3844608,0.8242315,1.2642876,0.5001431,1.2042791,0.9962473,1.1864631,0.7983599,0.8377013,0.9997165,1.0159079,0.276021,0.87356156,1.1078885,1.2284235,1.3480285,0.7201184,0.9521219,0.7607616,0.74959743,0.6657014,0.91076297,0.6093966,1.1452055,0.6889757,0.853243,1.26227
frog,0.626779,1.1993554,0.831383,1.1411822,0.8061108,0.8229522,0.41482085,1.145967,1.1541485,1.167463,1.2120194,1.2701108,0.9261093,1.142936,0.9977776,0.74935466,1.0519065,1.0362021,1.003037,0.90148664,1.2750235,1.0874565,0.81297827,1.0037555,1.1530141,1.0410755,0.92614084,1.3370546,0.9401305,1.2270408,1.0862856,1.0928305,1.211178,0.8111056,1.0194592,1.1181724,1.068063,1.0979719,0.7366118,0.64888865,1.2396078,1.1033663,1.0641246,1.02227,1.0345705,1.1497654,0.86588264,1.095004,0.72383475,0.724954,1.0544527,0.9349055,0.0,1.1951135,1.0154289,0.919296,0.99014646,0.75218105,1.039932,1.1042598,0.9687885,0.733319,1.2503418,1.1730962,0.95272994,1.159971,0.9733485,1.1197633,0.98029,0.992432,0.68749017,1.0575097,0.95742184,0.9700953,1.1022272,0.97323364,1.1292008,1.0882394,1.2483492,1.3748147,0.59026647,1.1104833,1.2136941,0.8708281,1.0208105,0.9912081,1.0452981,1.0825025,0.88790506,0.7366363,0.8632026,0.6101026,0.95507246,0.8881062,0.98534286,1.33729,1.182352,0.62627864,0.79505396,1.0043628,1.0092497,1.2032862,0.9251988,1.3083757,1.0343884,1.2726874,1.1451266,1.0922105,1.0299428,0.8604417,1.1435568,1.0230395,0.9718876,0.4803198,1.0967615,1.1424332,1.1485364,0.8807676,1.0640669,1.0346217,1.0378008,0.99727577,0.586231,1.0850132,1.0475769,1.1715125,1.0944365,1.1521943
glass,0.8080758,1.2113442,1.3234627,0.77435577,1.3466434,1.3109987,1.3246465,0.97601306,0.59203285,0.7120441,1.0659778,0.67532873,0.6547126,0.73545134,0.8573843,1.0076808,1.3674488,1.222423,0.7760808,1.3812582,0.9403,0.92423534,1.2420468,1.2405748,0.7471142,1.1335504,0.8449521,0.9042499,1.325774,0.6603799,0.8022711,0.83453023,0.7960784,0.83500314,1.4170511,0.532793,1.2912091,1.0706584,0.9482729,1.2012808,0.93854344,1.181194,1.0045432,0.9634722,1.0194163,0.6525304,0.96788436,1.2892815,1.1500956,1.2398238,1.2104645,1.1956474,1.1951135,0.0,1.2204299,1.1162956,0.89086604,0.9090935,0.8724875,0.7903911,1.3363659,1.0299361,0.70333695,0.6914642,1.0622393,0.7056051,1.3815181,0.8951198,1.3334137,0.7663102,1.1656964,0.9535112,0.7253816,1.1123601,1.3010626,1.2811344,1.3156676,1.3075242,1.209896,0.56610477,1.1934441,0.6143047,0.767036,0.6864378,1.3873777,1.2920203,1.0531662,1.2595223,1.072571,1.0986369,1.2943544,1.1918803,1.1999581,1.2560986,1.1815817,0.545896,0.907517,1.0579853,0.76934516,0.6303581,1.3302174,0.61275697,1.0858355,0.9587037,1.3688303,0.7479272,0.67611206,0.85786295,1.4905949,1.4447201,1.0794449,0.78977007,1.3284974,1.0675178,0.6670033,0.826131,0.5312719,1.2994604,1.3816079,1.2590721,0.91977143,1.3023496,1.4143015,0.8716918,0.96758115,1.1272818,1.4427226,0.68439925
glasses,1.2750154,0.8820846,0.6146024,1.1321734,0.70220876,0.8124643,0.7928864,1.1398318,1.3708272,1.2819307,0.74082994,1.3162042,1.271688,1.2312391,1.1955401,1.235966,0.69157624,0.90027136,1.3308182,0.80422544,1.2068468,1.23439,1.0038099,0.88216436,1.1454424,0.68448544,1.1722275,1.1911907,0.6999922,1.2400413,1.2970707,1.195133,1.2021836,1.1477265,0.48259044,1.4115595,0.72135574,1.0796071,1.0989814,0.99883145,1.0986243,1.0018198,0.93024176,0.68648964,0.98667574,1.1650718,0.85487175,0.4369818,0.7577803,0.9817091,0.74912137,0.9937875,1.0154289,1.2204299,0.0,0.9873838,1.1950605,1.0529845,0.590551,0.9567995,0.40820384,0.9842605,1.1756198,1.2356589,0.9326872,1.1380192,0.87378645,1.133371,0.8315722,1.2100353,1.042653,1.2329684,1.2428162,1.0694177,0.38644803,1.0763115,0.39807856,0.7492802,0.7718723,1.249845,0.8180071,1.1832817,1.1070623,1.313773,0.48147118,0.764303,1.1493977,1.0810695,1.1092273,1.0792507,0.9866536,0.993728,0.8497291,0.9863318,0.98169494,1.3219577,1.159152,0.9461472,1.1793487,1.2165265,0.63655514,1.1166741,0.98741347,0.81660306,0.6689055,1.2137108,1.2908441,1.2835608,0.45659304,0.67240953,1.0046076,1.2284065,0.8604746,1.075878,1.192356,1.0693403,1.3435296,0.88644195,0.37180674,0.46943945,0.99077266,1.1046326,0.83785474,1.237588,1.1496925,1.0383799,0.30463833,1.2657771
glove,0.96139145,0.5149415,1.092785,0.84212846,1.0956244,0.9907051,0.9040496,1.1252546,1.2852666,0.93578655,0.8733798,1.0715177,0.83710986,0.74967104,1.0359513,1.0051333,1.1372833,1.114402,1.072574,1.0916325,1.1522437,1.0380743,0.9347042,0.9507038,1.1710085,0.7318773,1.1922843,0.89857364,1.2033217,1.3783107,1.1630608,0.82945955,0.8947897,0.86371166,1.0614685,1.2028424,1.1425798,1.0120664,1.0323075,0.8681381,1.1907007,1.0761448,0.8779217,0.87902343,1.0573473,1.0481209,1.0645896,0.74371743,0.89588696,1.1092678,0.29816532,0.8534403,0.919296,1.1162956,0.9873838,0.0,1.1022956,0.78817195,1.030527,0.6077365,1.0311399,1.0890179,1.0814327,0.87954295,1.0691345,0.8445195,1.035809,1.2402235,1.2440476,1.0939118,1.1101956,1.0318953,0.5927099,1.1100196,1.1644249,0.6571191,0.87806934,1.118328,1.0260639,1.0581149,1.1234772,0.77681255,0.787193,1.0701623,1.0598866,0.96972096,1.0054873,0.78893983,1.0354556,1.0997553,1.1095691,1.0544993,1.0497341,0.9842302,1.1274881,1.1722208,1.1984677,0.9997955,1.0513942,1.144917,0.9872264,0.9401636,0.66177726,0.79137325,1.018952,1.2832468,1.2026304,1.0445814,0.8926823,1.079764,0.27425218,1.0895314,1.058675,0.9576733,0.7245278,0.74479747,1.1649123,1.093999,0.7599249,0.9013961,0.7899753,0.6700721,1.0068847,1.0234432,1.1776515,1.1924754,0.9546459,1.4010046
grass,0.74962413,1.2397602,1.0881604,0.8205824,1.1020583,1.0873575,1.1103315,1.0323197,0.65904427,0.7596724,1.2010784,0.6386852,0.76636094,0.84928477,0.85177404,0.7905968,1.3148363,1.2611604,0.88295054,1.2829493,1.0460464,1.1217321,1.0802782,1.2540164,0.9368966,1.1715539,0.9126778,1.0151122,1.311544,0.85455686,0.8460994,0.88879764,0.79304385,1.0731277,1.1996843,0.48867077,1.2947146,1.071535,0.96898824,0.9824537,1.112497,1.1460891,0.8615317,1.1381879,1.1442535,0.81509787,0.77556807,1.1830549,1.1655853,1.178515,1.1864364,1.2143738,0.99014646,0.89086604,1.1950605,1.1022956,0.0,0.78069156,1.0629742,0.94816226,1.2121508,0.9682611,0.88604635,0.8152751,1.132172,0.8621057,1.30791,1.0698774,1.248817,0.9785941,1.0195138,1.0346823,0.928162,1.1811237,1.1436818,1.1647191,1.2295235,1.1865467,1.0966785,1.018316,1.0356488,0.8072984,1.0078177,0.7134866,1.1860193,1.1559327,1.1641595,1.1997181,1.1042181,1.0755906,1.2229018,1.013269,1.3376524,1.2323135,1.1797059,0.9979399,0.60441655,1.1016998,0.9314815,0.94019043,1.2353044,0.83718634,1.002612,1.1785095,1.3879106,0.8778126,0.8257323,0.41887778,1.3087828,1.2599337,1.1477556,0.9831719,1.3371568,1.0107826,0.87413216,0.8968495,0.5623504,1.2381196,1.2633618,1.2273729,1.0263137,1.1500323,0.865317,1.0238601,0.8377216,1.2339046,1.2371342,0.71399736
gum,0.8068302,1.122296,0.9139816,0.9531567,0.9266379,0.87970173,1.0054704,1.0830758,1.0837159,0.9935705,0.9941831,1.0188334,0.7292744,1.0567111,0.96546763,0.38357687,1.0895298,1.1532258,0.7492547,1.1512356,1.3290033,1.0092471,1.0046074,0.9728238,1.090033,0.8510643,1.0662491,1.2081782,1.105851,1.1657727,1.079573,0.76044095,1.0352416,0.93427086,0.9662021,0.9561689,1.1019244,1.1436696,0.9559301,0.8453331,1.2628878,0.9840688,1.0486339,0.9356898,0.9562573,1.1519518,0.9180291,0.90564954,0.8805683,1.0794055,0.9132837,0.9835372,0.75218105,0.9090935,1.0529845,0.78817195,0.78069156,0.0,1.0280672,0.6631551,0.97320026,0.9875554,1.1665534,1.0559756,1.004693,1.1238465,1.1810088,1.1505605,1.1913495,1.088403,0.95204526,0.81092614,0.8261712,1.0935026,1.038021,1.0728142,1.0239074,1.1208105,1.1183256,1.1734685,0.93088156,0.9153112,1.1927195,0.5886743,0.95795166,0.907048,1.2239318,1.2159799,1.0064093,1.0638367,1.0485755,0.9189883,1.1163244,1.1836591,0.96548057,1.175606,1.0511817,0.8492622,1.0146872,0.98022246,0.9964698,1.050278,0.8944581,1.1461794,1.2073479,1.236296,1.0642278,0.9085069,1.0653881,1.1017964,0.9930373,1.0085897,1.2314957,0.93987465,0.8550842,1.0044492,0.8422791,0.9694248,0.94721663,0.9056774,0.6574067,1.1129142,0.6259175,1.0077457,1.0872813,1.2569028,1.015121,1.1448873
hair,0.9858014,0.91002715,1.0063599,0.7932122,1.0705328,1.1114146,1.0744674,1.256901,1.0260205,0.89852715,0.90541494,0.9426808,0.9608173,0.93495125,1.1435149,1.1410825,1.1547383,1.1942414,1.0881097,1.1634672,1.0732371,1.2654498,1.02713,1.1772405,0.9739786,0.79742324,0.9015907,1.0056849,1.1135038,0.90221643,1.1532433,0.979461,0.86439,0.91441864,1.0855612,1.1014571,1.2225301,1.2403276,0.88623935,0.95559037,1.0013694,1.1995413,0.8340926,0.53579646,1.1204581,0.921077,0.70253813,0.7668371,0.9584564,1.1554894,0.89277387,1.2075367,1.039932,0.8724875,0.590551,1.030527,1.0629742,1.0280672,0.0,0.7339822,0.6832788,0.90426093,1.036477,0.93073547,1.1141293,0.7277829,1.260827,1.1399744,1.2293742,1.0341913,1.2127861,1.1107364,0.872704,1.1310275,0.9106048,1.3319058,0.8143678,1.0109556,1.000864,1.0500292,1.001554,0.81720996,0.6912996,0.96205705,1.0901554,1.1492949,1.2272737,1.1709749,1.2165955,1.090801,1.2588358,1.0098013,1.0015243,1.1177189,1.1937757,1.0257046,1.0090523,0.8180103,0.89896566,0.9902258,1.1571829,0.67470133,0.9830572,0.726573,1.142069,1.0324138,1.0672104,1.1237469,1.0740587,1.133969,0.9616918,1.0041432,1.2753316,1.1365047,0.87516284,0.7874506,0.92542595,1.3028119,0.8019352,1.013743,1.0362643,1.3348718,1.2200557,1.1958046,0.9485211,1.2572465,0.9082546,0.99976134
hand,0.87357306,0.66260517,1.002616,0.5391129,1.1744998,1.1415448,1.0803276,1.3442601,0.9719331,0.80690837,0.8257488,0.8206408,0.62743485,0.8318486,1.053365,1.0224503,1.4396467,1.3515582,1.1390692,1.2519915,1.1336042,1.3471082,1.1150624,1.3747649,1.0627205,0.5041391,1.0239675,1.0682054,1.3141264,1.0145565,1.1078153,0.8444929,0.7995735,0.8185326,1.177339,1.0503777,1.4227705,1.2120154,0.98964685,0.8788245,1.098415,1.2066673,0.8253707,0.6993476,1.0795928,0.9341862,0.88171405,0.49403083,0.93555516,1.33387,0.73794925,1.1123796,1.1042598,0.7903911,0.9567995,0.6077365,0.94816226,0.6631551,0.7339822,0.0,1.1696402,0.94101566,0.998683,0.8753238,1.225624,0.7934586,1.3408809,1.3090904,1.4804223,0.95960534,1.2316799,1.1110144,0.57306534,1.1743406,1.1084257,1.2029315,0.7991162,1.1256698,0.9220474,0.9885674,1.2186569,0.6031067,0.78613955,0.8579395,1.1479919,0.9566904,1.2671173,1.1805238,1.0119945,1.2452718,1.3263625,1.0686716,1.0851054,1.2882979,1.3080007,1.0335133,0.9391008,0.88863987,0.8556542,0.88697517,1.2159879,0.6339098,0.9253104,0.80676067,1.3739055,1.0588999,0.978445,0.96122545,1.1750426,1.3777761,0.6836038,0.94936377,1.3856099,1.1463027,0.8103206,0.5299393,0.8125755,1.4023484,0.65348315,1.0149873,0.503349,1.2689998,1.2436008,1.0897721,1.0349398,1.400418,1.0404179,1.1219858
hat,1.3395917,0.9211679,0.5511428,1.326679,0.49962318,0.58452606,0.8069202,1.053695,1.4751222,1.3891542,0.79500175,1.401891,1.4366436,1.3475286,1.1567197,1.1470494,0.40333414,0.7724681,1.2953736,0.805908,1.2102774,0.94971955,0.84695387,0.6336466,1.0754834,0.8294159,1.1758803,1.0823133,0.5899162,1.3103316,1.1864464,1.1443267,1.2710742,1.2660604,0.4239657,1.4479578,0.48336285,1.0778209,1.0824788,0.97557557,1.1380572,0.96943974,1.0158741,0.7729633,0.8559472,1.214593,0.93684334,0.6001798,0.8237927,0.8366308,0.839226,1.0020927,0.9687885,1.3363659,0.40820384,1.0311399,1.2121508,0.97320026,0.6832788,1.1696402,0.0,1.1408125,1.2607012,1.2979679,0.7138286,1.2602457,0.7605558,1.0266367,0.6263023,1.2135658,0.9288638,1.1938559,1.2223964,1.0935163,0.35450363,1.0058793,0.58705807,0.6532925,0.71906877,1.2892733,0.84736055,1.3193048,1.2111918,1.3778464,0.4209547,0.82764673,0.9834159,1.0739415,1.1741265,0.9448913,0.95273113,1.0880262,0.75528955,0.76112115,0.8455215,1.3539596,1.2488691,0.91975003,1.2080384,1.3197931,0.48460555,1.267705,1.0407615,0.8066093,0.5396762,1.2572478,1.3695507,1.2752823,0.34735948,0.5103963,1.0235486,1.2924066,0.7439199,1.074627,1.2160767,1.2380478,1.3625146,0.7253641,0.47768033,0.57433724,1.138007,1.0129969,0.5732015,1.2395872,1.1826123,0.80700576,0.27692807,1.3096005
