,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
spoon,1.4021586,0.9124674,0.90890235,1.4528935,0.83052635,0.8350447,0.76204693,0.7773539,1.3410951,1.5531238,1.0148917,1.5303427,1.5118234,1.5226842,0.974133,1.0702041,0.4734707,0.5068633,1.2473383,0.6002516,0.78503233,0.6923868,0.79245305,0.75842464,1.1032178,1.1190817,1.1850417,1.1013072,0.4865061,1.3507032,1.047194,1.0825467,1.5350236,1.1759417,0.5775972,1.433954,0.4658835,0.7277262,1.155341,1.0863525,1.0118802,0.7672634,1.3287588,1.2478125,0.7493502,1.3181331,1.2033422,0.93953115,0.8711559,0.5397855,1.0016026,0.276021,0.9718876,1.3284974,0.8604746,1.058675,1.3371568,1.2314957,1.2753316,1.3856099,0.7439199,1.1485335,1.0977069,1.4651704,0.80241406,1.4873207,0.11783469,0.7077191,0.41588038,1.1364896,0.72747606,1.012248,1.4553931,0.7796388,0.8227539,0.69215107,0.8457588,0.7963535,0.97100693,1.1249558,1.1389244,1.6036803,1.4468546,1.4127815,0.5571028,0.6144953,0.5742231,0.913419,0.8159043,0.6912731,0.54171586,0.9843467,0.69475496,0.62629455,0.6416657,1.1084712,1.2888792,1.0243447,1.3877567,1.1181653,0.51870406,1.5695443,1.0421249,1.2143552,0.21300733,1.1963946,1.118683,1.2712216,0.52236855,0.4908284,1.0964675,1.0506178,0.0,0.8682016,1.4200933,1.4467498,1.5393014,0.51740265,0.82351154,0.64641505,0.9885724,0.6674388,0.77482414,0.74469507,1.1034353,0.42657393,0.64644754,1.2686062
sprinkler,1.0025936,1.0827494,0.9454162,1.1989006,0.8562949,0.8419306,0.6836009,1.0077353,1.1107334,1.141336,1.1705772,1.1719588,1.107788,1.1667132,0.8795334,0.89645755,1.0313815,0.8928894,0.9919694,0.9570873,1.0658861,0.9825458,0.7968186,1.0334114,1.0162843,1.1916778,0.87004185,1.1779511,0.950691,1.13502,0.924465,1.1998128,1.1576074,0.9709909,1.144837,1.0878471,0.9883781,0.94334704,0.7451166,0.7154735,1.059869,1.0292379,1.1557063,1.1699661,0.9478032,1.208111,0.84373736,1.1998731,1.0484047,0.7068673,1.0895152,0.87356156,0.4803198,1.0675178,1.075878,0.9576733,1.0107826,0.93987465,1.1365047,1.1463027,1.074627,0.926861,1.0408322,1.176671,0.88519573,1.1925286,0.949535,0.9843063,0.92329586,1.0128233,0.77765036,0.95580995,1.035474,0.91302216,1.1755233,0.9751426,1.1754781,1.1104286,1.289087,1.1697639,0.77373624,1.2008365,1.2120738,1.0627046,1.1274928,1.0084077,0.86919725,0.99740845,0.9249224,0.6702899,0.8768377,0.83095664,0.94454557,0.80577314,0.99233127,1.1666627,1.0460446,0.84681785,0.9263429,1.0035956,1.0380373,1.1946573,0.97527784,1.2938333,0.9935562,1.1725925,1.0515912,1.0666434,1.1006981,1.0006082,1.1538026,1.0344048,0.8682016,0.0,1.1140025,1.1492642,1.1507065,0.8463961,1.1782358,1.158018,1.039602,0.9463762,0.7402208,0.90766096,0.9264342,0.98155534,1.1753473,1.0211633
stroller,0.6856572,1.1132416,1.318943,0.7177455,1.3536856,1.3268452,1.2828867,0.99489385,0.7818801,0.5378062,1.0150114,0.6386969,0.5789583,0.49013925,0.8805026,0.9640123,1.3933861,1.3951553,0.72522295,1.4045646,0.94705033,1.1129147,1.0731692,1.0663923,0.77377194,1.064421,0.95378435,0.63713557,1.5060382,0.7317256,1.0077355,0.74995255,0.6005187,0.8443224,1.3500195,0.57854617,1.4783102,1.159685,0.8982917,1.0227959,0.99669814,0.9686478,0.83049214,0.8966855,1.367801,0.71850234,1.0013603,1.2241592,1.1353886,1.38204,0.9502565,1.1078885,1.0967615,0.6670033,1.192356,0.7245278,0.87413216,0.8550842,0.87516284,0.8103206,1.2160767,1.0137296,0.7253598,0.3851751,1.1520247,0.5163591,1.2959085,1.031839,1.4857186,0.8521314,1.3983761,1.0270448,0.6551206,1.2444468,1.3405089,1.0798784,1.2224176,1.3518571,1.2585392,0.6730237,1.0149525,0.49901092,0.5467917,0.7402834,1.3382378,1.2313713,1.3338926,1.0770991,1.26615,1.2665925,1.3598068,1.1452752,1.3926201,0.9752382,1.071867,0.7759496,0.96335346,1.0043124,0.80005395,1.0086321,1.2662725,0.5734507,0.74838614,0.80104387,1.328743,0.8067618,0.94796544,0.8159031,1.3808029,1.3942988,0.76672506,1.0618091,1.4200933,1.1140025,0.0,0.67894375,0.597785,1.4313985,1.3126595,1.2480068,0.95436704,1.0770955,1.2639291,1.0206118,1.0298263,1.1903322,1.2553644,0.9121461
sweater,0.8071006,0.78460276,1.0942447,0.39280128,1.2039745,1.195189,1.182055,1.3002491,0.84342515,0.49837506,0.9194462,0.59522516,0.57392484,0.4285125,0.9526444,1.152876,1.4916058,1.3605802,1.1204568,1.3300909,1.1283076,1.3600447,1.1194975,1.3661025,1.0090358,0.8529632,0.889398,0.89324087,1.3921025,0.88566226,1.055376,0.96661043,0.6006231,0.9617917,1.2817163,0.81540674,1.4886901,1.2247005,1.0088042,1.0204115,1.0647172,1.2984935,0.6045107,0.88445294,1.1725286,0.5793653,0.93171304,0.8896668,1.099662,1.3930019,0.88878196,1.2284235,1.1424332,0.826131,1.0693403,0.74479747,0.8968495,1.0044492,0.7874506,0.5299393,1.2380478,0.9459326,0.9018924,0.51335067,1.3389333,0.4563048,1.4320338,1.2525084,1.4436617,0.870855,1.2357378,1.1698862,0.66028476,1.2548224,1.1785024,1.1470101,0.97170615,1.2283703,0.9176053,0.8881998,1.1189685,0.36312425,0.49683255,0.8523707,1.250713,1.1840396,1.2804446,1.0388579,1.2210994,1.2716198,1.4074992,1.1651704,1.3060728,1.2383229,1.321472,0.9314728,0.7652776,1.0264914,0.93872356,0.96387774,1.3610091,0.31410033,1.028625,0.6454498,1.4246361,0.88646704,1.0093213,0.76119334,1.2649895,1.3900524,0.6951568,0.9505233,1.4467498,1.1492642,0.67894375,0.0,0.68807864,1.4324043,0.9965856,1.1353945,0.8969828,1.1769788,1.3541408,1.2167096,0.98035824,1.39128,1.1635916,0.8965364
table,0.70196116,1.2759075,1.2754657,0.50195044,1.3131647,1.32761,1.3236885,1.1186253,0.4590497,0.30617344,1.1513692,0.2537588,0.59266925,0.50331765,0.8999346,0.824185,1.486464,1.3594291,0.7268374,1.4101617,0.9697856,1.1686853,1.2314917,1.329375,0.8053478,1.2491344,0.73072505,0.68706214,1.5312172,0.56240773,0.55394393,0.901854,0.3705936,0.98538494,1.4420766,0.40604615,1.4588838,1.1586087,0.8631319,1.0950992,0.97297996,1.1768727,0.8520593,1.1252875,1.2537729,0.6052569,0.8553343,1.3584661,1.2854407,1.3835477,1.2788737,1.3480285,1.1485364,0.5312719,1.3435296,1.1649123,0.5623504,0.8422791,0.92542595,0.8125755,1.3625146,0.99020123,0.7163144,0.45862806,1.2423016,0.5188903,1.4709272,1.0239366,1.4431807,0.8357067,1.2306969,0.99296755,0.7639111,1.2131816,1.2925278,1.3005749,1.4337771,1.3322206,1.1540238,0.729162,1.0999562,0.5279458,0.696508,0.5488904,1.4109387,1.3208271,1.2575299,1.129086,1.1224821,1.2473943,1.3127923,1.1704296,1.4236491,1.2786636,1.1998377,0.7284942,0.71231,1.1605327,0.72554004,0.8518,1.4797208,0.48762923,1.11253,0.9786497,1.516448,0.5951739,0.69215316,0.60274667,1.4916598,1.4889354,1.1145302,0.9287774,1.5393014,1.1507065,0.597785,0.68807864,0.0,1.4195402,1.4372454,1.4637072,1.0389868,1.3336194,1.2804539,0.99508667,0.94761664,1.3028734,1.4485781,0.62293196
tape,1.326447,1.0014048,0.6280915,1.4442153,0.57969785,0.6321762,0.7089552,0.76971006,1.259504,1.417804,1.1185615,1.4354993,1.4136705,1.4532082,1.0732963,0.83235174,0.48995775,0.33625394,0.90377706,0.5053444,1.2405587,0.6243046,0.9706118,0.58689415,1.2146094,1.1698892,1.2351772,1.2684126,0.41413182,1.2869109,1.1095842,1.226517,1.4090672,1.1223795,0.6954643,1.3114324,0.41552377,0.6692499,1.1493695,0.94557357,1.1418558,0.78196084,1.2795179,1.2300239,0.52639896,1.3929462,1.1171244,1.0171832,1.0069944,0.6382849,1.0560658,0.7201184,0.8807676,1.2994604,0.88644195,1.093999,1.2381196,0.9694248,1.3028119,1.4023484,0.7253641,1.1957513,1.2545726,1.4923706,0.69171757,1.5406663,0.55316204,0.9404131,0.5310687,1.2344658,0.47418272,0.80150676,1.320766,0.6280495,0.77165174,0.7260623,0.9502073,0.87726504,0.9987463,1.2702591,0.9202358,1.484716,1.5134494,1.185431,0.7133113,0.8231484,0.6016968,0.9415711,0.74975574,0.7801951,0.41473663,1.0035868,0.7107935,0.8333889,0.6517859,1.2572255,1.2299379,1.1227425,1.2551007,0.996597,0.72421664,1.5089647,0.978714,1.3284261,0.61122143,1.2976971,1.0583091,1.2855809,0.5280268,0.50995433,1.1686721,0.95929074,0.51740265,0.8463961,1.4313985,1.4324043,1.4195402,0.0,0.8462883,0.79880315,1.1103663,0.76990986,0.5681844,0.71547776,1.1813627,0.7458639,0.751951,1.3228343
toe,1.3161606,0.6043945,0.48272443,1.0371044,0.5676108,0.65800303,0.7654387,1.2115238,1.4915863,1.3188764,0.6992557,1.3527718,1.3427005,1.2882046,1.3367529,1.2759128,0.60526645,0.89274734,1.4679245,0.7406928,1.2650228,1.2035422,1.0063862,0.78900516,1.2633338,0.36229366,1.3131773,1.2160153,0.61987895,1.3862317,1.3331218,1.1277707,1.1881777,1.1161417,0.38001692,1.5833021,0.6420027,1.1284297,1.2073374,0.9260226,1.1654462,1.0090451,0.99110216,0.63583416,0.8696656,1.2477181,1.0772196,0.11646116,0.66019374,0.9166233,0.5168823,0.9521219,1.0640669,1.3816079,0.37180674,0.7599249,1.2633618,0.94721663,0.8019352,0.65348315,0.47768033,1.0691699,1.3025162,1.3650632,0.8232646,1.2119834,0.7951981,1.1710732,0.7923988,1.2302897,1.0404439,1.286009,1.1485292,1.1078248,0.35088587,1.0288149,0.30829406,0.5980799,0.57391906,1.3422363,0.97455966,1.2058182,1.1649086,1.4366171,0.39913112,0.62135106,1.0553385,1.0427324,1.0155292,1.0773945,0.98280674,1.0720444,0.6563079,0.9456681,1.0397538,1.4151572,1.170093,0.8126788,1.229236,1.2683575,0.55253386,1.214485,0.9807963,0.7722831,0.6098052,1.3538945,1.3659905,1.3468759,0.2868451,0.600819,0.7463099,1.2839804,0.82351154,1.1782358,1.3126595,0.9965856,1.4372454,0.8462883,0.0,0.3928178,0.7935307,1.0894094,0.7821275,1.3063668,1.2432152,1.0020721,0.2628894,1.444686
tooth,1.2527695,0.8622141,0.68808687,1.2292421,0.7466631,0.7716361,0.8036827,1.0898874,1.4461539,1.3994048,0.65246207,1.4341252,1.2032375,1.265111,1.1800404,1.146534,0.62555087,0.8840113,1.3519709,0.76225173,1.1051491,1.1086268,1.0118785,0.74599135,1.1454071,0.53302366,1.3356023,1.2027991,0.6398449,1.3572228,1.2414453,1.063903,1.3181884,1.150255,0.21285224,1.4539722,0.65480787,1.0801563,1.2699754,1.1146436,1.1133085,0.8513297,0.990059,0.71922076,0.888866,1.1623485,1.1650711,0.39664793,0.53322166,0.9803498,0.725544,0.7607616,1.0346217,1.2590721,0.46943945,0.9013961,1.2273729,0.9056774,1.013743,1.0149873,0.57433724,1.0764884,1.2015437,1.2806172,0.8755625,1.3090239,0.61722606,1.0764817,0.7085284,1.2176924,1.0249187,1.2369332,1.307117,1.1615155,0.46049458,0.8463508,0.42770272,0.65815824,0.69329023,1.2260351,0.9029543,1.2423973,1.2607625,1.3427398,0.2680918,0.3348171,1.0175412,0.96217245,1.0424502,1.0984843,0.9173194,1.0073395,0.8263068,1.067553,0.8955937,1.2834938,1.1805894,0.948755,1.2656734,1.2813809,0.5068028,1.3327925,1.0052482,0.83872104,0.5261058,1.2317185,1.3568943,1.2462751,0.35154414,0.5653682,0.8207512,1.2654583,0.64641505,1.158018,1.2480068,1.1353945,1.4637072,0.79880315,0.3928178,0.0,0.58098376,0.9258995,0.7973931,1.2157029,1.2193443,0.8242679,0.3552282,1.3294227
toothbrush,1.0000341,0.92494917,1.0351793,0.8843062,1.1202811,1.0291193,0.9797526,1.2582085,1.0293171,1.0771013,0.84424496,1.0637023,0.7713493,1.0864177,1.0309954,0.9334502,1.1937728,1.2499048,1.1149518,1.1637807,0.9674581,1.0564764,0.9924632,1.1910142,1.1279888,0.6435626,1.1521492,1.1917691,1.0770932,1.1179644,1.1013505,0.70846087,1.0757923,0.84119046,0.7613977,1.1598685,1.1536188,1.1256233,1.1072254,1.0070338,1.1106187,1.0326171,1.0020624,0.8676864,0.9420805,1.120067,1.0469604,0.63794625,0.80194646,1.1471543,0.9312244,0.74959743,1.0378008,0.91977143,0.99077266,0.7899753,1.0263137,0.6574067,1.0362643,0.503349,1.138007,1.0240653,0.96749425,1.0377592,1.2177668,1.0995364,0.90555525,1.1434301,1.0955672,1.1030962,1.1098166,1.0012239,0.83821976,1.1166838,1.0420568,0.9738678,0.760286,1.0928068,0.98511446,1.1519728,1.1739483,0.9234051,1.1129805,0.9264081,0.80942166,0.30014056,1.0790461,1.1520877,0.9622668,1.1177384,1.1478424,0.9923001,1.0663855,1.2466302,1.1532805,1.0922104,1.0245358,0.9748436,1.0623424,0.9192352,0.9505301,1.0162355,0.8767873,1.0670509,1.0704987,1.0628722,0.9696928,0.960336,1.0355254,1.1477556,0.8322691,0.9793648,0.9885724,1.039602,0.95436704,0.8969828,1.0389868,1.1103663,0.7935307,0.58098376,0.0,1.0480385,1.0171882,1.055182,1.0567472,1.0088991,0.94415826,1.152427
towel,1.1728629,0.8262373,1.2007531,1.3388561,1.0984398,0.99590117,0.86555713,0.6850313,1.1904194,1.1367304,0.9911822,1.1878216,1.0192289,0.98760647,0.9341746,0.91518575,0.838696,0.88576955,1.0183336,0.86111665,0.90479803,0.73853636,0.80622816,0.88191915,1.0059012,1.1577302,1.1446581,0.9257229,0.9096408,1.2267476,1.05005,0.877064,1.1900426,0.98935974,0.9865097,1.1285154,0.8644181,0.848627,1.1008629,0.96397233,0.9818387,0.902226,1.1385117,1.2716825,0.94977754,1.1220475,1.198769,1.1183949,1.0657707,0.78430223,0.8738154,0.6657014,0.99727577,1.3023496,1.1046326,0.6700721,1.1500323,1.1129142,1.3348718,1.2689998,1.0129969,1.1294291,1.0397292,0.957367,1.0233251,1.1918784,0.68820965,0.94357663,0.8828001,1.1334366,0.8581766,0.83829623,0.85596573,0.84036,1.1159033,0.05045414,0.9984062,0.9964723,1.0655361,1.0720968,1.0276082,1.1544152,1.0937335,1.1498199,0.9730556,0.9360402,0.6707547,0.41826314,0.8788831,0.85154194,0.8029735,0.9481647,0.9083901,0.76511276,0.92677283,1.0793515,1.0684361,1.2630985,1.1091473,1.148567,0.8214593,1.2926646,0.8824766,1.1703632,0.82518816,1.1912999,1.0611693,1.0569443,0.83384824,0.9181262,0.6862353,1.1200371,0.6674388,0.9463762,1.0770955,1.1769788,1.3336194,0.76990986,1.0894094,0.9258995,1.0480385,0.0,0.9070727,0.8481972,1.0267347,0.76997226,1.0434299,1.1524129
toy,1.1358743,1.1720922,0.51280606,1.362333,0.36515123,0.36889648,0.58482337,0.97737,1.3150017,1.3866038,1.1240554,1.3648558,1.2749903,1.4010754,0.988658,0.7484664,0.5547511,0.78329104,0.9978361,0.7910067,1.2788105,0.71896535,0.87508327,0.69899166,1.2279686,0.9781084,1.233596,1.2701377,0.68706554,1.3656545,1.132655,1.0092738,1.3308067,1.244303,0.58640355,1.2042999,0.5479958,0.9543636,1.1089706,0.7783475,1.2672726,0.92115957,1.1406686,1.1533611,0.7450155,1.3501705,1.015636,0.8861786,0.84497184,0.72124827,1.0155115,0.91076297,0.586231,1.4143015,0.83785474,1.0068847,0.865317,0.6259175,1.2200557,1.2436008,0.5732015,1.1009381,1.2375691,1.4029655,0.7704763,1.4170341,0.7835671,1.0464817,0.677194,1.1655159,0.59308755,0.95606834,1.0987902,0.9710535,0.6625152,0.91972476,0.89994836,0.92837673,0.92932194,1.419318,0.72250056,1.3502614,1.4854751,1.1223876,0.59341806,0.76183474,0.9359938,1.1310451,0.98218983,0.8594595,0.7678325,0.92138404,0.9027168,0.85739994,0.7780708,1.430083,1.1627059,0.91721725,1.1490145,1.1964089,0.5376814,1.4632547,0.98621225,1.2989056,0.75226885,1.3435752,1.2047098,0.9012697,0.6393715,0.58238184,1.1805542,1.1593575,0.77482414,0.7402208,1.2639291,1.3541408,1.2804539,0.5681844,0.7821275,0.7973931,1.0171882,0.9070727,0.0,0.98294854,1.1534855,0.90472984,0.6390178,1.3457038
tray,1.0897375,1.0421443,1.2362837,1.134949,1.2174301,1.1230288,1.0974352,0.76024175,0.79926884,1.1212461,1.1209466,1.0699897,1.0311179,1.173027,0.7931666,0.7901157,1.0802575,0.5905537,0.78632855,0.92430085,0.96943116,0.7116296,1.0903722,1.0106984,0.8906931,1.2897084,1.0221446,0.99205977,1.0092542,1.0460885,0.8590705,0.96033007,1.1723719,0.9623427,1.263636,0.91087633,0.9869709,0.40136963,1.0190319,0.9864558,1.0542027,0.706476,1.1917313,1.3136959,0.9210642,1.1848738,1.0362929,1.2858748,1.1990033,0.96973103,1.1486273,0.6093966,1.0850132,0.8716918,1.237588,1.0234432,1.0238601,1.0077457,1.1958046,1.0897721,1.2395872,1.0777712,0.7759654,1.1469771,1.003337,1.2227886,0.7899432,1.0051787,1.0681262,1.0013863,0.82954985,0.76450324,1.0643469,0.72143346,1.3030205,0.8697776,1.1777364,1.240918,1.2494156,0.7138348,1.1569062,1.1240077,1.1726869,0.95290774,1.2072877,1.1377704,0.7818934,0.9666426,0.75382984,0.96454895,0.6012479,0.98446995,1.002899,1.0479937,0.7312321,0.76730824,1.1513964,1.2212538,1.0175811,0.7614988,1.1058573,1.134226,0.93731976,1.2779496,0.99598384,1.0150079,0.61810654,0.9692494,1.1625205,1.108794,1.0937464,0.77415174,0.74469507,0.90766096,1.0206118,1.2167096,0.99508667,0.71547776,1.3063668,1.2157029,1.055182,0.8481972,0.98294854,0.0,1.1058309,0.9262287,1.274763,1.1014378
tree,0.98176146,1.1466575,1.1870587,0.95463467,1.1657668,1.1521381,1.164306,0.95330787,0.8612355,0.934461,1.1566159,0.8475736,0.9305451,0.97143614,0.88727653,0.98260444,1.1250565,1.17153,0.9320282,1.1540482,0.923671,0.9806772,0.8880529,1.1817946,0.81856,1.1801969,0.9073748,0.98512226,1.1157968,0.7993978,0.9431725,1.0028944,0.968686,1.0734954,1.1976897,0.83041316,1.1515071,1.0729218,1.0061297,1.0885965,0.8800471,1.1404004,0.98307914,1.1485745,1.1464821,0.9150352,0.9311236,1.2098937,1.221868,0.8317129,1.2208822,1.1452055,1.0475769,0.96758115,1.1496925,1.1776515,0.8377216,1.0872813,0.9485211,1.0349398,1.1826123,0.96574885,0.96367526,0.88096416,1.0728474,0.95351994,1.1339757,0.8794217,1.0056691,0.8982866,1.0309863,0.9353138,1.0878892,0.99257815,1.1878074,1.0848645,1.2023501,1.1388733,1.0463849,0.9721911,1.0907056,0.9969702,0.98754704,0.8396771,1.1881849,1.0965841,1.0612926,1.0455823,1.0818125,0.6543122,1.1015582,0.974041,1.145709,1.0390382,1.036959,0.8683121,0.60308164,1.0539446,1.098407,1.0205112,1.1271633,0.90258473,1.0617967,1.1240495,1.1802644,0.8323629,0.9403056,0.8673114,1.2892637,1.1315418,1.1667371,0.9499391,1.1034353,0.9264342,1.0298263,0.98035824,0.94761664,1.1813627,1.2432152,1.2193443,1.0567472,1.0267347,1.1534855,1.1058309,0.0,0.941731,1.2370517,0.509831
vacuum,1.3769825,1.0250614,1.1369537,1.3980309,0.98245347,0.96272963,1.0830568,0.6536337,1.1867812,1.3569387,1.0468023,1.2963948,1.4147534,1.3922598,0.9814949,1.0706949,0.4637488,0.9146926,1.0337013,0.9482787,0.5362365,0.5779478,0.8112386,0.6410316,0.77276516,1.1844598,1.0872098,0.77045006,0.5682,0.9476528,0.90097016,1.0137492,1.2492125,1.2463187,0.736207,1.1077213,0.5334809,0.8624246,1.0674067,1.0788943,0.6181133,0.7004374,1.2500113,1.2487808,1.0399064,1.2717586,1.198778,1.1147316,1.1731317,0.5564686,1.1327401,0.6889757,1.1715125,1.1272818,1.0383799,1.1924754,1.2339046,1.2569028,1.2572465,1.400418,0.80700576,1.1557531,0.9149421,1.2995837,0.6862893,1.3040899,0.42458868,0.3180231,0.4126886,1.1449509,0.9582399,0.86179733,1.383773,0.9949162,0.96133584,0.86384386,1.0299466,0.8656532,1.044074,0.8386399,1.1453061,1.4874164,1.2312686,1.2688825,0.77854717,0.73322237,0.7566315,0.94096243,1.0177908,0.5952957,0.878186,1.0436444,0.86826456,0.5856695,0.6626726,0.7136147,1.2435788,1.1179227,1.2841028,1.2725736,0.6125785,1.3918698,1.1265302,1.1235898,0.4940402,0.8065156,1.0923457,1.1714346,0.80327266,0.7168272,1.118158,1.290112,0.42657393,0.98155534,1.1903322,1.39128,1.3028734,0.7458639,1.0020721,0.8242679,1.0088991,0.76997226,0.90472984,0.9262287,0.941731,0.0,0.850495,0.88967335
watch,1.3579112,0.78990823,0.44152522,1.193649,0.50389117,0.6311609,0.7888695,1.0778766,1.5054523,1.4098454,0.64659315,1.4188715,1.4461188,1.3417778,1.2380222,1.2626808,0.4094112,0.79661417,1.3960041,0.73039216,1.13817,1.0779332,0.98915344,0.64668727,1.2492515,0.5919631,1.2863799,1.1314807,0.54775757,1.3623483,1.3306258,1.1485971,1.3108758,1.2634659,0.21986055,1.5152864,0.4728257,1.0870185,1.2046204,1.0584393,1.1682835,0.84458286,0.9996766,0.7319867,0.88852215,1.2326148,1.1542962,0.3465407,0.69840574,0.8996325,0.6932534,0.853243,1.0944365,1.4427226,0.30463833,0.9546459,1.2371342,1.015121,0.9082546,1.0404179,0.27692807,1.1295117,1.2528427,1.3507707,0.7784569,1.2817135,0.59659624,1.0413207,0.5962776,1.2400594,1.0369618,1.2820405,1.320018,1.1238757,0.24418974,1.0089165,0.3192097,0.5597799,0.5506079,1.2898958,0.87767243,1.3122883,1.2408158,1.4789548,0.22724736,0.596063,1.0879785,1.0824699,1.1336008,1.056921,0.93945944,1.0992595,0.7930578,0.7919758,0.8030964,1.4028721,1.1920567,0.9212515,1.2641852,1.3731325,0.38040596,1.303181,1.0346311,0.72658193,0.43612927,1.2734845,1.408573,1.3128847,0.18929571,0.4471982,0.92223,1.3551159,0.64644754,1.1753473,1.2553644,1.1635916,1.4485781,0.751951,0.2628894,0.3552282,0.94415826,1.0434299,0.6390178,1.274763,1.2370517,0.850495,0.0,1.41154
window,0.83419156,1.2913071,1.3309443,0.8677691,1.3220193,1.3090322,1.2983712,0.9337804,0.54141676,0.70451415,1.1263568,0.57911915,0.8326111,0.8037908,0.8694309,0.98665,1.2730365,1.2887386,0.8599092,1.3253803,0.80069685,1.0900109,1.090575,1.1842885,0.6147872,1.2961931,0.5493291,0.80910623,1.1961359,0.5562397,0.74984473,1.0425357,0.7502718,1.0800581,1.3076941,0.51482534,1.284608,1.1452793,0.7899929,1.1486509,0.67977846,1.1114635,0.9260127,1.1460798,1.227583,0.75038594,0.92750967,1.3864278,1.2653847,1.0986427,1.3773707,1.26227,1.1521943,0.68439925,1.2657771,1.4010046,0.71399736,1.1448873,0.99976134,1.1219858,1.3096005,0.92868406,0.7831445,0.7439126,1.1368527,0.81331646,1.2506902,0.7259697,1.0677007,0.92594194,1.1845137,0.957805,1.0910294,1.1565237,1.2578344,1.1864592,1.3496147,1.0730816,1.0960367,0.711007,1.067527,0.8719484,0.88567257,0.77492774,1.2986627,1.2466563,1.0777217,1.0740689,1.1334591,0.882094,1.2685139,1.0430231,1.2705989,1.1273825,1.117926,0.5786774,0.5721969,1.1331354,0.8955178,0.9351958,1.3200197,0.7624156,1.1832371,1.071869,1.2962949,0.55956674,0.7735691,0.7387842,1.4323864,1.3193908,1.2535489,0.99667805,1.2686062,1.0211633,0.9121461,0.8965364,0.62293196,1.3228343,1.444686,1.3294227,1.152427,1.1524129,1.3457038,1.1014378,0.509831,0.88967335,1.41154,0.0
