,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
foot,1.0741832,0.9007962,0.6385154,0.9522413,1.0332998,0.94517976,1.268826,1.1362495,1.0369426,0.8607235,1.0667341,0.8993612,1.0191115,0.97947,1.0670664,1.1041244,1.2019683,1.1057786,0.8844452,1.1517874,1.029213,1.1973178,1.043596,1.1293796,1.0614237,1.0317533,1.1646783,0.6505662,0.86900145,1.008148,0.94871116,0.9123311,1.2818441,0.89979655,1.0881019,1.1839495,1.1035619,1.1939285,0.9910071,1.0254112,0.9651438,1.0207671,1.0441079,0.7644548,0.8746711,1.2439972,0.0,0.9446324,0.95657307,1.1362697,1.1545026,0.78438056,0.67420226,0.9684001,0.80604774,0.9481141,1.1085987,0.6941098,0.9489169,1.1166987,0.63374573,0.8381465,0.87454236,1.0603758,1.230001,1.1934549,0.915715,1.2445855,0.77862674,1.0825752,1.0899849,0.979156,0.9376382,0.7095523,0.9256552,1.1126182,1.2257416,1.0551718,0.77569085,1.058856,0.8559298,0.7645584,0.944772,0.84271836,0.966165,1.2533913,1.1547948,0.9410997,0.91878647,1.0650882,1.130156,1.1928594,1.1350151,1.1184368,1.201715,0.8627418,0.8664942,0.8102828,0.96546006,1.0888548,1.05076,1.0502802,0.74264234,1.1595817,1.0451902,0.9729856,1.2043293,1.0080258,1.0831151,1.1375755,1.0196766,1.0782751,0.94837147,0.53198683,0.89812636,1.0056428,0.9529046,1.0436738,1.2635772,1.1873493,0.66415423,1.3099296
fork,1.342827,0.67712224,1.3118091,0.8156202,0.6997453,0.93203,0.9042192,1.402623,1.5590109,0.64070606,0.9712337,1.4107269,1.173764,1.4929175,1.1171808,0.5160562,0.6949103,1.3597875,0.5061482,0.63533807,0.6458186,1.0024307,0.8970597,1.1566389,0.62212574,0.9136945,1.305892,0.8510221,1.0760189,1.459799,0.85547626,0.34388322,1.2927574,0.57942027,0.79228646,1.2038153,1.208403,0.9761683,0.8502547,1.3699709,0.7047931,1.0522219,1.2697126,0.69784796,0.87133026,1.1759049,0.9446324,0.0,0.76672614,1.0609634,1.4627507,0.67047876,0.9950513,1.1288447,1.0394168,1.2062905,1.3195485,1.1637056,0.91500306,1.166728,0.8379704,1.4153831,0.14811099,1.1810935,0.49221647,1.3008366,1.2125725,0.9348663,1.078536,1.2730983,1.2380016,0.6616744,0.61844987,0.42211032,0.66267663,1.2162305,1.3090484,1.4248127,1.2427901,1.3898772,0.25360638,0.2763456,1.06303,0.5244631,0.69209534,1.0818632,0.7720139,0.53690416,1.4894618,0.90062565,1.2655426,0.920115,1.2981257,1.1637137,0.8662779,1.4286833,1.18147,1.3226094,0.3657812,1.3394026,0.7172543,0.7888452,0.43557215,1.0934248,0.6158573,0.9781431,1.2073638,0.14431608,1.1693492,1.1046782,1.3653063,1.392028,0.70233476,0.83755517,0.6581791,0.9593709,0.67212534,0.82765186,1.1495187,0.6280071,0.5176081,1.2437516
frog,0.89102864,0.7290901,1.2848412,0.8560121,0.8716349,0.9407816,1.1734898,1.3763809,1.2620971,0.8564849,1.0256616,1.1955471,0.92892444,1.2362785,0.82911676,0.797033,0.9963693,1.2345,0.76066786,0.9094202,1.026287,0.7436639,0.9822659,0.9409377,1.0671597,0.66055495,1.3126669,1.0122694,1.022875,1.1988401,0.6904052,0.767352,1.2947426,0.7372063,0.9059178,0.8202723,0.88228536,1.2373226,1.0959586,1.2356799,0.75474346,1.212262,1.1670637,0.9645486,0.7918614,0.96145827,0.95657307,0.76672614,0.0,0.9795849,1.1809577,0.8200693,0.7642791,0.87902474,0.97496617,1.1227953,1.1886493,1.1507126,0.90579855,1.0278238,0.7345644,1.1561319,0.737149,1.1551116,0.9207028,1.1470349,0.87797517,0.9956123,1.0671817,0.9355753,1.1517246,0.85568595,0.811394,0.92617923,0.8262158,1.3767166,0.9960284,1.2097442,1.1586161,1.1434212,0.8771296,0.83492094,1.1080738,0.7923343,0.7747164,0.8388957,0.9886865,0.862634,1.2436496,0.7937119,1.3784747,0.6383364,1.0972295,1.2236922,1.0643498,1.1956341,1.0495034,1.1747829,0.70897543,1.2587805,1.0267515,0.9244729,0.61244345,0.8540945,0.901168,0.81399226,1.1376867,0.71097124,1.261713,0.7960605,1.1695951,1.3546362,0.7680935,0.9481191,0.86985236,1.1079022,0.92036253,0.40513825,1.2948036,0.9793348,0.85892326,1.2104487
giraffe,0.978775,1.0940723,1.0823857,1.0762974,1.0031074,1.1094348,1.0491424,1.041073,0.9908748,0.9790816,1.030852,0.9405507,1.089827,0.918502,1.0379163,1.0021573,1.0778939,1.1271487,1.0284381,1.0844252,1.2083597,0.809717,1.0278326,0.93928736,1.0909771,1.0870448,1.0072813,1.0917592,0.98440045,0.93468416,1.060095,1.0565386,0.93971056,1.0437546,0.9577067,1.0399972,1.0775696,0.9819699,1.0731653,0.86198115,1.1318733,0.8658342,0.940834,1.07741,1.012273,0.99939436,1.1362697,1.0609634,0.9795849,0.0,1.1623037,1.0799176,1.181413,1.0236311,1.1807578,1.0274187,1.0902826,1.1764551,1.0717429,0.28769684,1.0627904,1.0112761,1.0726587,1.0635493,0.9989646,1.0033364,1.0660073,1.0111108,1.071603,0.9216439,1.0979086,1.0237097,1.0554901,1.1102184,1.0823947,1.0172001,0.65064275,0.87746084,0.8892122,0.964288,1.1060803,1.1336212,1.108484,1.0327114,1.034968,0.9514057,1.0602062,1.0995637,1.0778642,1.0538129,0.96961725,1.0184587,1.0702912,1.0739528,0.9891257,0.9275553,1.0693036,1.0205542,1.0840421,0.9362267,1.0573397,1.0487648,1.0711071,0.95777994,1.0213193,0.9190786,1.0277399,1.0730867,0.98764247,0.998529,1.0080789,1.0232831,1.0373372,1.1706681,1.0084845,1.11446,1.0140277,0.9561317,1.0669911,1.0347608,1.0714562,0.90214443
glass,0.7889266,1.2612598,0.80286276,1.1914537,1.2468268,0.9013684,0.9179832,0.629821,0.64198256,1.2778026,0.8931894,0.9366393,0.9525185,0.7536627,0.8962696,1.291752,0.93463117,0.6189125,1.3208263,1.0560861,1.0405132,0.9317763,1.0343316,0.9672628,1.172339,1.1961955,0.74844414,1.198031,1.0355039,0.80783963,1.100867,1.5052009,0.7049738,1.2122035,1.0763139,0.9217319,0.9712557,0.9250026,1.0046291,0.8608537,1.0732175,1.1047431,0.9322339,1.3698709,1.1662706,0.72422886,1.1545026,1.4627507,1.1809577,1.1623037,0.0,1.4415549,1.0442013,1.0028521,0.95586455,1.0158585,0.7557447,0.9370672,1.3519477,1.0160444,1.0911068,0.7917434,1.46773,0.7561885,1.2715425,0.85273105,0.85744214,0.9198145,1.1040927,0.77930903,0.85074186,1.4017746,1.2132462,1.4747837,1.2151083,0.72938776,0.8839491,0.90449387,0.9669786,0.7628615,1.5141513,1.5138586,0.7740804,1.3335676,1.211932,0.8419936,0.98416543,1.3877587,0.8033397,1.1536207,0.6790181,1.0091189,0.6862042,0.8680788,1.0082682,0.78273916,1.0484962,0.8522042,1.4233518,0.7438919,0.9174802,1.1048894,1.4725105,0.8542571,1.0368954,1.1628094,0.71473587,1.4442828,0.76716876,0.8317102,0.8538245,0.6670509,1.1419859,1.2529364,1.346428,0.96265674,1.2608616,1.2173355,0.69822603,1.1073103,1.5456107,0.7216182
glasses,1.3029959,0.57972115,1.1728721,0.72164917,0.80896187,1.1047424,1.2624425,1.4539348,1.3407669,0.7491574,1.2402232,1.0636972,0.8194709,1.3234868,1.2331725,0.68799424,1.1805509,1.4025922,0.72716534,1.0084945,0.94797516,1.114876,0.9264441,1.0838668,0.9647484,0.7453873,1.2654614,0.40104675,1.034686,1.3409929,0.84184504,0.5243585,1.411289,0.78541064,1.0259557,1.0853218,0.99599123,1.1011035,1.1253762,1.2074918,0.6739891,1.1006012,0.7664683,0.44583088,0.96862406,1.1861073,0.78438056,0.67047876,0.8200693,1.0799176,1.4415549,0.0,0.91438746,1.0931613,0.81903964,0.55044115,1.2932701,0.86132187,0.5278934,1.0903821,0.5946957,1.1362923,0.6008438,1.276048,0.87926173,1.3195299,0.9239858,1.1556449,0.9367163,1.0701706,1.2472413,0.39538527,1.0178742,0.38963926,0.6990668,1.3276218,1.2009411,1.2862747,1.0303316,1.3027086,0.5828177,0.58976406,1.2851596,0.8104379,0.8327081,1.1658008,1.1944342,0.37284416,1.2801582,0.97717685,1.3548698,1.1335063,1.3403652,1.3184791,1.1845757,1.1777474,1.2001197,1.0179546,0.48092473,1.2216792,1.1710091,1.0813271,0.53460467,1.1246384,0.95351046,1.0494217,1.3349106,0.58968663,1.2739787,1.157588,1.2435601,1.413409,0.8988969,0.31732702,0.5149704,0.99165344,1.0006727,0.89098066,1.417695,1.0480478,0.23354125,1.3379238
glove,0.80597544,1.023401,0.8336009,1.0535235,1.0978347,1.0210421,1.1657584,1.2155938,1.0229388,1.0238822,1.0648487,0.88816595,1.0256414,0.8767548,0.990805,1.1193687,1.2035589,1.0388296,1.0385904,1.01406,0.91360116,1.0410833,0.9432887,0.8937736,1.0843991,1.0075117,1.2170625,0.82284087,0.6667232,0.8813806,0.92916447,0.9901773,1.2424326,1.0443611,0.98124766,0.97547174,0.892124,1.2982023,1.0663035,0.99651504,0.9626384,1.0730685,1.2885406,0.7762713,0.7808144,1.1545166,0.67420226,0.9950513,0.7642791,1.181413,1.0442013,0.91438746,0.0,0.99299115,0.62420976,1.0511388,1.0357461,0.6652375,0.7944339,1.1390183,0.8020558,0.7380873,0.9283837,1.0153631,1.2210494,1.2039105,0.88345134,1.1859295,0.45671898,1.0658747,0.90707123,1.0326099,0.71473765,0.81925416,0.97349036,1.1922896,1.085742,1.0365739,0.74922776,1.0555199,0.9697228,0.92030764,1.0429721,0.8893189,1.1375217,1.0399104,1.2413293,0.96882415,0.83871496,1.0055006,1.2719138,0.9971992,1.1366,1.3142277,1.1013803,0.90380275,0.59265774,0.81589746,0.9255158,1.2476313,1.2570177,0.98035467,0.66513705,1.0844162,1.0311629,0.56923723,1.1738191,1.0008702,1.1284165,0.7831774,1.0256826,1.3093575,0.95338106,0.67154163,0.9920689,0.75938046,0.7725042,0.9760332,1.2943563,1.0544167,0.7595004,1.326645
grass,1.0879095,1.0811924,0.9425138,1.1152363,1.095219,1.1995015,1.0893598,0.84255844,0.82685494,0.90624684,0.8834237,0.8791453,1.1122742,0.80289584,0.70990163,1.1306027,1.2092669,0.85548675,1.2378211,1.1433418,1.09199,1.0013866,1.1359024,0.9534106,1.0664334,1.1172758,1.001653,1.0258131,0.82671,0.7586266,1.1292081,1.0359843,0.9459936,1.1713601,1.2366859,1.0509022,1.0790738,1.0622269,0.96822345,0.98174983,1.1775336,0.9518395,0.9878697,1.0805825,0.9777289,1.0663679,0.9684001,1.1288447,0.87902474,1.0236311,1.0028521,1.0931613,0.99299115,0.0,1.0333269,1.0233039,0.8674309,0.9342369,1.1442611,0.97277254,0.9225704,0.8531519,1.1235101,0.9131057,1.0466629,1.0094134,0.9884996,1.1042612,0.88326186,1.103438,0.99259895,1.0719469,1.0962172,1.0393413,1.1640468,0.9389566,1.0422897,0.8475754,0.8308189,0.68188,1.0074925,1.0400686,1.130408,0.97857666,1.1789299,1.0599151,1.1217868,1.1655058,0.90932196,1.1498849,0.94062823,1.047194,0.9959666,0.9426277,1.0117465,0.85722196,0.8854904,0.91961765,1.1708336,0.85931545,1.0897459,1.158084,1.1081365,0.8306665,0.9369845,0.86383975,1.0865734,1.190765,1.0386316,1.0600168,0.81109333,0.82009333,1.1830952,1.1002716,1.025634,1.0944924,1.0448828,0.9886697,1.0386113,1.1576694,1.1077563,0.96312547
gum,0.98539937,0.8933853,1.0107636,0.8951265,0.9215095,0.9198425,1.1409227,1.1994678,1.1345415,1.0635262,1.1779289,1.0577384,0.94649655,1.163254,0.84564185,1.0756396,1.0078211,0.86866355,1.0259589,1.0232551,1.1000794,1.0535078,0.86521405,1.1754386,1.0566489,0.9900055,1.2229953,0.67413175,0.8188414,1.1845773,0.8893162,0.9141452,1.2174358,0.93389446,0.8405255,1.1343795,1.0483886,1.2949127,1.0142639,1.1986921,0.87968445,1.1609254,1.0353552,0.69618416,1.0602753,1.1454138,0.80604774,1.0394168,0.97496617,1.1807578,0.95586455,0.81903964,0.62420976,1.0333269,0.0,1.0144045,0.8778963,0.6923665,0.9550265,1.2483181,0.8835065,1.0377164,1.0217109,1.1710839,1.0995034,1.1434975,0.80553746,0.9830199,0.8001333,1.011209,1.0793988,0.97094834,0.97136235,0.89180094,0.90528446,1.2150338,1.2678323,1.1639653,1.1303687,0.9349353,0.91318107,0.83350366,0.87415934,1.1462854,1.0691274,1.1316229,1.0764111,1.0162468,0.92575645,1.0227118,1.2448057,1.066509,1.0259283,1.0199099,0.97252053,1.1734504,0.93002456,1.0262349,0.9571279,1.1640481,1.1355351,0.87214667,0.92271453,0.9597416,1.1476607,0.8558537,0.97976494,1.0890384,0.940761,1.0417585,1.1175919,1.1275179,0.73975015,0.67524475,0.88827604,0.57683134,1.0132067,0.9105703,1.0495274,1.1581336,0.77574235,1.2746121
hair,0.97618955,1.0699383,0.83019054,1.0780722,1.146943,1.1842921,1.2747666,0.9837629,0.8396832,1.0391145,1.0563755,0.7302425,0.8326588,0.8621986,1.1516522,1.1534138,1.3125019,1.1078491,1.1805542,1.364094,1.22969,1.087733,1.0629263,0.91292506,1.1377723,0.9056193,0.8325434,0.68308336,1.0296143,0.9833852,1.0848187,1.122736,1.094617,1.2498004,1.2278202,0.96108204,0.8024686,0.9574858,1.1548612,0.8954706,1.0644221,0.9801467,0.3506934,0.813445,1.0760794,0.99046755,0.9481141,1.2062905,1.1227953,1.0274187,1.0158585,0.55044115,1.0511388,1.0233039,1.0144045,0.0,1.0589341,0.71278507,0.5331695,0.9622406,0.94592154,0.82853395,1.1690106,1.0957234,1.2114509,1.0651132,0.9162215,1.1644558,0.9426257,0.93013567,0.97800916,0.9009576,1.3559542,0.8961816,1.1251266,1.0312098,0.97601056,0.882617,0.8690213,1.0033952,1.1028857,1.1078978,1.2037852,1.1465286,1.1302762,0.9918738,1.2518915,0.91266966,0.889738,1.0434709,0.99557316,1.1430368,1.076323,1.1013429,1.1026826,0.7455306,1.083191,0.79635346,1.1376729,0.905336,1.2262461,1.2110642,1.1147057,0.9832256,1.0915306,1.1359576,1.111242,1.1901244,1.059988,1.2000221,0.8789372,0.982172,1.2593206,0.6475797,0.9404678,0.95656395,1.2688766,1.1826093,1.143049,1.2210457,0.84813863,0.9934565
hamburger,0.7947408,1.3019589,0.9124371,1.2464039,1.3362025,0.93247974,0.82336885,0.8153242,0.7440203,1.3659139,1.0074841,0.7830102,0.878626,0.75464666,0.6433295,1.2852526,1.1025234,0.48044872,1.168016,1.0740068,1.132331,1.1524173,1.0526091,1.1164955,1.2030841,1.1170483,0.71210074,1.1077999,0.97299397,0.8678596,0.93715906,1.340534,0.75309163,1.3228958,1.0208762,0.9251231,0.8578364,1.1630648,1.0726442,0.8635431,1.2384796,1.1373811,0.941052,1.2001944,0.9444349,0.908054,1.1085987,1.3195485,1.1886493,1.0902826,0.7557447,1.2932701,1.0357461,0.8674309,0.8778963,1.0589341,0.0,0.8179791,1.2025907,1.0542892,1.1957101,0.92700857,1.300132,0.9099718,1.3053586,0.67740077,1.0638802,0.9539605,1.0741987,1.0539477,0.8135159,1.312619,1.2270929,1.3271368,1.3123865,1.0387365,0.7808099,0.8656218,1.0671132,0.4188378,1.2394168,1.2276486,0.8161099,1.3917979,1.0250899,1.0575615,0.8608821,1.3195201,0.42683262,1.0470214,0.9958425,0.9691004,0.3752867,0.79458755,0.75007516,0.9465903,0.7343097,1.0169277,1.3206542,0.9539788,1.1821641,1.1002593,1.3844106,0.9716598,1.2953146,1.1519504,0.7612122,1.3312781,0.97178507,0.9684808,0.8718412,0.71798635,1.2261026,1.2536455,1.27406,0.837679,1.2333977,1.1760228,0.7717483,1.2261822,1.3071808,0.9984472
hand,0.8895406,1.1932218,0.37455118,1.1694629,1.2636355,0.97285366,1.2731844,1.0146314,0.96709126,1.2749665,1.1027617,0.5657839,1.003546,0.87739074,0.99841464,1.3565991,1.2047207,0.9071687,1.1953917,1.3653142,1.1968955,1.2532926,0.83360726,1.0912888,1.1793772,1.1725255,0.96424127,0.8239146,0.76544714,1.0323704,0.9777693,1.1813812,1.182543,1.322215,0.9942328,1.0592985,0.84742236,1.1553663,1.0265759,0.9218296,1.1186678,1.0907282,0.780156,0.54910326,0.9596133,1.0772115,0.6941098,1.1637056,1.1507126,1.1764551,0.9370672,0.86132187,0.6652375,0.9342369,0.6923665,0.71278507,0.8179791,0.0,0.9695769,1.1415938,1.013336,0.73834014,1.1530454,1.0366483,1.371033,1.035799,0.8064527,1.2130506,0.6574963,1.0819067,0.8330145,1.1920079,1.2483711,0.8329693,1.1929371,1.0699601,1.0781959,0.8745503,0.8119179,0.883137,1.0563221,0.9574733,0.9093789,1.3067274,1.1760496,1.0752976,1.1896312,1.0567602,0.7594996,1.1633104,1.0301334,1.1568174,0.8220282,0.983476,0.9054604,0.671577,0.91464293,0.80430347,1.2331908,1.0198327,1.2799711,1.1188534,1.2481291,1.0684544,1.2724012,1.0232196,0.9196894,1.2364985,1.0122778,1.1961184,0.8219242,0.98808765,1.2313814,0.5637604,1.0783696,0.5814761,1.286937,1.2683308,0.9504891,1.2921343,0.89677775,1.1426046
hat,1.2019174,0.7330625,1.0901976,0.74653435,0.7471706,1.2613287,1.1447845,1.3623326,1.1979955,0.7743392,1.1070049,1.0210392,0.9999466,1.2478936,1.0913541,0.7525258,1.1983968,1.2029533,0.97818923,0.97660834,0.90938747,0.9478384,1.0069238,0.9634135,0.9192382,0.6087282,1.1714957,0.7267211,1.1296703,1.1657673,1.0478392,0.71468496,1.2124355,0.87149346,1.2117629,0.9537135,0.5559705,1.1075042,1.1405095,1.1214032,0.9628033,1.1578257,0.8804107,0.73413616,1.0004199,1.0652355,0.9489169,0.91500306,0.90579855,1.0717429,1.3519477,0.5278934,0.7944339,1.1442611,0.9550265,0.5331695,1.2025907,0.9695769,0.0,1.1201991,0.8547492,1.1744666,0.8396044,1.2014947,0.8732844,1.1602607,0.93037844,1.0245677,0.9027034,0.99031454,0.9912863,0.5894981,0.891881,0.6963921,0.72937006,1.2471834,1.1628159,1.0717857,1.1189885,1.2141795,0.7743587,0.8157847,1.2890905,0.78578854,1.0382,0.93483716,1.2442273,0.57224697,1.0405895,0.70408666,1.3243539,0.93273926,1.3035064,1.2834865,1.1668196,1.0933309,1.0499567,1.0946453,0.68753296,1.2260867,1.2179579,0.9623067,0.6122061,1.1049788,0.9864927,0.95226395,1.3090184,0.8670998,1.1848558,0.9045318,0.97405607,1.3302925,0.948457,0.6284063,0.7771502,1.0059513,0.82765305,0.75009274,1.3931867,0.8561484,0.50619686,1.0965744
horse,0.89337736,1.2342772,0.9921142,1.192247,1.1383498,1.2110841,1.1265428,0.9161367,0.8958289,0.9874837,0.9611949,0.8365859,0.99082434,0.79006535,1.1396475,1.0925065,1.2276189,1.1383073,1.1007546,1.2043731,1.2029333,0.781709,1.0821874,0.8248978,1.1653054,1.1048402,0.8516215,1.0788646,0.9608206,0.8265158,1.1067629,1.1719059,0.93936384,1.133569,1.1126413,0.99175316,1.0643289,0.86731374,1.0823555,0.76289064,1.2003564,0.86397684,0.84314024,1.1580632,0.9629991,1.0119472,1.1166987,1.166728,1.0278238,0.28769684,1.0160444,1.0903821,1.1390183,0.97277254,1.2483181,0.9622406,1.0542892,1.1415938,1.1201991,0.0,1.0422504,0.7861309,1.1359545,0.8912817,1.1557939,1.0297711,1.1130195,1.1662762,1.0157408,0.83688354,1.0328267,1.0708086,1.1626451,1.1384666,1.1873004,0.95011246,0.6075955,0.77626234,0.6897636,0.946443,1.1826239,1.2263168,1.2042655,1.0414144,1.0724804,0.99834865,1.1523154,1.1250196,1.0597997,1.115006,0.8700542,0.9968091,0.9839193,1.0864366,1.0761628,0.77345955,1.0499477,0.8041029,1.1462741,0.88888204,1.1130246,1.1798264,1.1216655,0.94306433,1.022623,0.9384494,1.0609407,1.1626222,1.0098302,0.9740933,0.90120864,0.9607925,1.2104912,1.1979666,1.0923977,1.154247,1.0796111,1.0530095,1.1115934,1.0146937,1.144043,0.85664856
jar,1.3016112,0.6247493,1.1471728,0.8459077,0.8737231,1.0655383,1.1371125,1.280243,1.2547044,0.6906648,1.0572888,1.2119275,0.90136945,1.2148296,1.1076167,0.7604354,1.0956331,1.2267799,0.7932546,0.7971163,0.7732413,0.9977487,1.0251429,1.1240469,0.88818383,0.8887449,1.2440178,0.55834204,0.9704322,1.1790202,0.90227675,0.72522724,1.2551768,0.6157432,1.118724,1.1927935,1.0925779,1.0264186,0.94032276,1.153841,0.7602067,1.1548465,1.1426768,0.76316607,0.95394963,1.129418,0.63374573,0.8379704,0.7345644,1.0627904,1.0911068,0.5946957,0.8020558,0.9225704,0.8835065,0.94592154,1.1957101,1.013336,0.8547492,1.0422504,0.0,1.1266475,0.7166754,1.0433798,0.9654282,1.2650058,0.8351523,1.1218864,0.8629393,1.0944018,1.1279365,0.74429184,0.76426387,0.66340977,0.78928876,1.1101043,1.2135768,1.2996463,0.94527215,1.23241,0.7738472,0.7379865,1.1342391,0.6730405,0.89992213,1.0347519,1.1983896,0.66989976,1.3564426,0.9942373,1.121293,1.0916505,1.1954846,1.2587881,1.3748803,1.1171621,1.1082878,0.95208025,0.68004143,1.0845948,0.9082358,1.1179879,0.5910777,1.1420059,0.813712,0.9664993,1.2799758,0.79316896,1.2952253,1.0078484,1.2127823,1.4018009,0.8432887,0.6022337,0.77353925,1.1293519,0.7508826,0.94819355,1.4238874,0.8804698,0.6241385,1.1802899
jeans,0.65637344,1.3804966,0.5875094,1.3123107,1.4017057,1.0944353,1.2132409,0.6580123,0.5629771,1.2369725,1.0118797,0.5965141,1.0199056,0.4605986,1.0988822,1.442616,1.4196126,0.91293323,1.3355842,1.3981885,1.1882814,1.1470422,1.1104953,0.9027817,1.2232159,1.2174647,0.7913195,0.9917374,0.6099154,0.5309993,1.1491126,1.4146174,0.87794375,1.4044039,1.1902418,1.0510106,1.0184687,0.98549837,1.1513884,0.62760335,1.3113322,0.75389755,0.85585475,1.141544,1.0501667,1.0899618,0.8381465,1.4153831,1.1561319,1.0112761,0.7917434,1.1362923,0.7380873,0.8531519,1.0377164,0.82853395,0.92700857,0.73834014,1.1744666,0.7861309,1.1266475,0.0,1.3762429,0.77791905,1.4456897,1.0551908,1.0195205,1.3443537,0.6457557,0.96015584,1.0003542,1.2802316,1.2982483,1.2104537,1.3889859,0.7461791,0.9411847,0.5151507,0.24750364,0.7783815,1.3784933,1.3780339,1.0551817,1.289208,1.2994356,1.1738988,1.2992082,1.3084166,0.66883093,1.2579436,0.71337396,1.208838,0.9534944,0.9484136,1.1000805,0.35707402,0.70425934,0.3346789,1.3719543,0.7148068,1.3193309,1.2411547,1.3022113,0.8941437,1.2059008,0.8470257,1.0125349,1.4061031,0.8841785,1.0418903,0.5739509,0.8092332,1.4662762,0.99312747,1.2049861,1.0266647,1.2067589,1.3283062,0.9895411,1.2807152,1.2243496,1.0380216
knife,1.3341951,0.60770595,1.2712513,0.7595341,0.67636627,1.0425463,1.0212748,1.4392247,1.5098863,0.5301263,0.98931015,1.4391031,1.1157507,1.4747741,1.1410087,0.3857718,0.87609136,1.3913946,0.4426515,0.68261445,0.6400013,1.0507873,0.91582763,1.1001053,0.6255472,0.90034556,1.2958459,0.7684147,1.1335049,1.3877884,0.8042107,0.21998858,1.3570008,0.48699582,0.9230543,1.1715081,1.1910207,0.95064646,0.87219363,1.3821654,0.72559756,1.0406635,1.318168,0.6709944,0.802215,1.1928433,0.87454236,0.14811099,0.737149,1.0726587,1.46773,0.6008438,0.9283837,1.1235101,1.0217109,1.1690106,1.300132,1.1530454,0.8396044,1.1359545,0.7166754,1.3762429,0.0,1.2089895,0.5494252,1.3435044,1.1906114,1.0090355,1.0544337,1.2421569,1.2860494,0.5223701,0.60650253,0.38991123,0.5825913,1.2867059,1.2847435,1.4481163,1.1839796,1.4045665,0.15512896,0.17561698,1.1388009,0.37981302,0.6465529,1.097624,0.94021326,0.444642,1.4787911,0.9116356,1.3362265,0.9643687,1.3528568,1.3266393,1.067477,1.4073232,1.1498832,1.2029098,0.24592936,1.3507881,0.7715234,0.9359234,0.3017645,1.1085738,0.5659803,0.9713358,1.3157833,0.14563608,1.304525,1.1230013,1.3864605,1.4664804,0.7621793,0.73121965,0.5611615,0.9901779,0.6680829,0.8166727,1.3893499,0.5962534,0.38813722,1.2683188
ladder,0.9023901,1.2784626,0.8842057,1.279907,1.2454585,1.1603446,0.6652942,0.6790007,0.7328203,1.1010793,0.8033571,0.89950424,1.0480604,0.7412927,0.9909706,1.3047403,1.1436476,0.78108084,1.2394915,0.9920246,0.865596,1.011817,1.1458956,0.9035564,0.8635225,1.2459137,0.82635957,1.1299428,0.86915076,0.6945677,1.1608248,1.3024709,0.563239,1.1855011,1.2161353,1.0530326,1.0897886,0.8809276,0.85759085,0.74939764,1.3134457,0.91970885,1.0402534,1.1327457,1.0584664,0.8986223,1.0603758,1.1810935,1.1551116,1.0635493,0.7561885,1.276048,1.0153631,0.9131057,1.1710839,1.0957234,0.9099718,1.0366483,1.2014947,0.8912817,1.0433798,0.77791905,1.2089895,0.0,1.1818482,0.9819789,1.1413169,1.1102483,0.8226554,1.0130603,0.87955165,1.3213476,1.0905366,1.1954229,1.2815623,0.8311348,0.9511376,0.81591994,0.7574139,0.8934152,1.2582388,1.2347591,1.0537567,1.078897,1.1647472,0.96879363,1.0858743,1.2462486,0.9213225,1.1971518,0.7719381,1.0482738,0.9265178,0.904772,1.0536547,0.7887287,0.7870658,0.7878236,1.2213168,0.89817923,1.0218023,1.0813369,1.1475435,0.99193954,1.0184355,0.9348023,1.012483,1.2382771,0.9305264,0.7403945,0.88401914,0.8126647,1.2369225,1.2073085,1.2816985,1.1099434,1.0030162,1.1882545,0.9102724,0.8796201,1.2965986,0.8199499
