,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
hair,0.9871037,1.2341487,1.0690958,0.8460057,1.1692998,1.1820142,1.137467,1.2712519,1.0151081,0.9493552,1.1302662,0.8981403,0.73210466,1.2099376,1.0445527,1.117308,1.2042531,1.2352009,1.3423579,1.1340666,1.214166,0.95557153,1.2514633,1.0255367,1.1276921,0.8757678,1.0212252,0.9145276,1.1050014,1.2382082,0.89142776,1.0185395,1.0106082,1.176982,0.84120625,1.0641497,1.1624248,0.9568484,1.3313502,1.1724871,1.2462158,0.89053273,0.91474783,0.8736412,1.0702426,0.7318635,0.7517302,1.0389613,0.84070504,0.28990978,0.8235543,1.068999,1.0609372,0.9665096,0.98247886,1.0998188,0.9680628,0.81402373,1.0096122,1.0670235,1.2149382,0.0,0.7106683,0.92978585,1.0611974,0.7762078,0.84686404,0.7399429,1.15341,0.8082516,1.1529298,0.911234,1.2168566,0.6913361,1.0223185,0.9417004,0.74416417,0.6712252,0.5854677,0.98675984,1.3369842,1.2856988,0.94610214,1.0537642,1.1976473,1.1358943,0.807837,0.7587941,1.0168477,1.1420254,1.174473,1.1675757,1.105067,0.95799756,1.200771,1.0682267,1.3126639,0.95331466,1.1415467,1.0949072,1.2137649,0.9429214,1.0664432,0.75835824,1.189988,0.56961244,0.9473696,0.8478376,1.2779162,0.91836536,1.0214636,1.042454,1.0753227,0.97406054,0.9760598,1.0419708,1.193624,1.2469294,0.9184314,0.5998653,0.9909881,1.3218449,0.945113,1.0280089,1.1199034,1.3915951,1.2282737,1.2663393,0.97901464,1.1360974,0.9422455,0.87987584
hand,1.0153469,1.0786366,1.1502967,0.5127829,1.1073918,1.1700596,0.9766011,1.2093182,1.1115671,1.0509329,1.1399524,0.9927313,0.7906294,1.4018788,1.008017,1.0800464,1.0178982,1.2748195,1.3472317,1.0289922,1.2392446,1.0478464,1.1452931,1.1618966,1.0777209,1.0375475,0.86990273,1.000273,1.1425005,1.3272009,1.0429516,1.0592421,1.0593708,1.1330792,0.98496795,0.8429018,1.1887263,1.0509679,1.3160692,1.2498883,1.1116734,0.8952194,0.7480935,1.0812987,0.8571812,0.6428684,0.73194313,1.0739162,0.96040744,0.7156305,0.38290167,0.9680435,1.1720322,0.5542409,0.9376307,1.1694522,0.95971566,0.97389346,0.47137237,0.9815987,0.94144726,0.7106683,0.0,0.9800469,1.3272542,1.0772971,0.67612886,0.8826969,0.9957096,0.63817203,1.0357792,0.9239634,1.2922275,0.87697375,1.0184804,0.5068224,0.8577238,0.6342368,0.6855095,1.0681858,1.264135,1.1301258,0.96562403,1.0670967,1.0919348,1.1519694,0.7918596,0.7106267,0.82399327,1.1157314,1.1677074,1.3726085,0.69891274,0.7930522,1.2080154,1.2241116,1.2791469,1.038569,1.1994412,0.9348853,1.1485392,1.0707241,1.204851,0.7708535,0.9634841,0.77688175,0.8173346,0.5841958,1.3025503,1.1147537,1.0319225,1.1309161,1.0797558,1.1830059,0.987447,0.52790374,1.2203529,1.2727606,0.96566993,0.79524016,1.0516013,1.3493328,0.71838075,0.8680266,0.82340086,1.3177172,1.1252394,1.0567673,1.0710622,1.1566608,0.98987204,1.0662453
hat,0.78643024,0.89738405,0.5386339,1.2926726,0.6888211,0.6082251,0.45144498,1.1295592,1.2644147,1.3570963,0.7349378,1.3606318,1.19286,0.86095726,1.3040761,1.1844276,1.0040233,0.9023346,0.83294845,1.2036016,0.9082673,1.0871878,0.7160734,0.7294426,0.6254104,1.2000451,0.6199024,1.2160217,1.3109905,1.0025294,1.2796836,1.2294906,1.1172303,0.9537241,1.2467095,0.8677181,0.66136205,1.4370911,0.8195369,1.1397948,0.9256083,1.2486956,0.7119781,1.2556039,1.0228747,1.1367705,0.80409396,0.61348677,1.2337198,1.0384029,0.71112573,0.58501655,1.022733,1.0776299,0.96159106,0.5581226,1.3197627,0.6642394,0.8126685,0.99356395,0.68705916,0.92978585,0.9800469,0.0,1.2041038,1.3140821,1.0792682,1.2448999,1.0935699,1.1258732,1.151434,1.3149862,1.0221578,1.0150851,1.0392208,0.8335986,1.0200164,0.8356571,0.82787263,0.71010506,0.87018013,0.8524817,0.68010044,0.69305265,1.0516989,1.007099,1.3284001,1.1553767,1.2516255,0.73808825,0.6994642,0.8226961,1.0075972,1.0075926,0.92997414,0.96927387,0.7585017,1.1138906,0.8543288,1.0835363,0.86391044,1.3161573,0.92983484,1.0912621,1.0488756,1.2106714,0.9350594,1.1947279,0.95700055,1.3338108,1.1845398,1.1984963,0.46010882,1.3135514,0.7231956,0.8992035,0.9376194,1.0637935,1.1620935,1.1762451,1.4363146,0.66443944,0.56710094,0.8634965,1.1570048,0.8943163,0.59674895,0.9759912,1.1911902,1.0300574,0.63394225,1.3031241
helicopter,1.0522301,0.8885993,1.0015755,1.1546369,1.1075716,1.0061446,1.2153331,0.9712431,0.87440944,0.88988405,1.0538092,0.95959413,1.1100804,0.6269028,1.0583382,0.9264599,1.0624745,0.95951366,0.9627876,1.0208635,0.9490337,0.88808364,1.140923,0.8791924,1.1265545,0.9433949,1.2215884,0.9630041,0.9353645,0.7542045,0.83945626,1.0041156,1.0295244,1.1199998,0.975723,1.2602954,1.0353434,0.8943756,0.93083364,0.58118045,1.0393982,1.0227,1.1766119,0.84372985,1.1357007,1.2689857,1.1810169,1.1138122,0.9780539,1.0378637,1.2897236,1.1568927,0.8674073,1.2545499,1.0778213,0.98736644,0.9585107,1.1104164,1.3455268,1.091603,1.2513142,1.0611974,1.3272542,1.2041038,0.0,0.84105724,1.0751141,0.9700067,1.0557514,1.2382029,0.9871847,0.91866004,0.7464099,1.024511,1.0678728,1.3576423,1.1313319,1.2098087,1.1781453,1.0602401,0.938373,1.0081776,1.1396054,1.1118197,0.910367,0.9838393,1.0560436,1.1884313,1.1007636,1.0144206,1.0391327,0.6988476,1.2395296,1.2128997,0.959584,0.84823054,1.103296,0.9770643,0.9338949,1.1604573,0.88252527,0.79318506,0.70535296,1.3059975,1.1310511,1.0316652,1.128103,1.2506974,0.76539826,0.8060523,0.93946,0.9093338,1.0785673,0.88411254,1.105981,1.3183966,0.8087504,0.79520845,0.94073313,0.95863104,0.94904405,0.94644827,1.1975578,1.2619698,1.2110773,0.91770023,1.0938126,1.1399158,0.9080836,0.86956936,1.0685256,0.8590331
horse,0.83745193,1.2258117,1.2561021,0.8765074,1.2446822,1.3286165,1.2637951,1.0244195,0.93488556,0.79109627,1.2346177,0.77236116,0.7952498,0.93333554,0.86826956,1.0336776,1.1761566,1.276911,1.2795819,1.1128612,1.2111392,0.8820476,1.3188221,0.9215718,1.2609116,0.57743365,1.1894146,0.7048594,0.9647367,1.0942563,0.88288194,0.8966312,0.91195047,1.16842,0.797487,1.1641185,1.3277686,0.72079545,1.3774427,0.8739868,1.2310842,0.49528873,0.99146545,0.90112233,1.1457027,0.8770676,1.064016,1.2150278,0.652773,0.87226677,1.2735944,1.1467272,1.0452937,1.0836818,1.015006,1.0310359,0.7727841,1.1929526,1.2155166,0.99186677,1.3311744,0.7762078,1.0772971,1.3140821,0.84105724,0.0,0.9146215,0.68382835,1.0912175,0.8534049,0.9894122,0.82736313,1.1598281,0.8067234,0.9075582,1.1398559,0.77247864,1.0877959,0.89964575,1.2675307,1.2228045,1.2375938,1.2565265,1.2229948,1.1730933,0.92417735,0.7559538,0.785738,0.9536471,1.2921295,1.2796868,1.0025858,0.94330066,0.9778724,1.1819316,1.006851,1.3280908,0.43170947,1.2003475,0.9922518,1.24385,0.88243175,0.8841904,0.8461686,0.9957594,0.80084467,1.0622919,0.90683687,1.2118081,0.85615146,1.0358685,0.94578916,1.3013959,0.7869227,1.1408302,1.2431353,1.1250384,1.050835,0.80552745,0.7240146,0.80129594,1.3989573,1.2878762,1.0715241,0.9671367,1.2287298,1.276995,1.1729873,0.9529607,1.1055919,1.2874849,0.80354714
hose,0.9107777,1.0333453,1.305646,0.6221718,1.0580665,1.1597848,1.1265776,1.1989853,0.82235956,0.8147378,1.3368512,0.7780613,0.69566804,1.1805087,0.85777044,0.85756075,1.1475217,1.2976224,1.3003429,1.0469408,1.3186208,0.9598415,1.2212996,1.0543898,1.4070678,0.9482619,1.2246951,0.96406585,1.0570579,1.1939106,0.78653866,1.0040159,0.999715,1.3303752,0.8554146,1.1959715,1.3700844,0.79726577,1.2952068,1.2234607,0.9172716,0.8323915,0.81797373,0.89603364,1.1115042,0.73603445,1.043006,1.0754019,0.9467161,0.8352915,0.98177475,1.1034749,1.185149,0.82746124,1.1671617,1.0900352,0.840879,1.2390782,0.8340878,0.9026404,1.269151,0.84686404,0.67612886,1.0792682,1.0751141,0.9146215,0.0,0.821564,1.0306149,0.720425,0.98775506,0.81253445,1.1441191,0.7024591,0.7360605,0.70854974,0.7643368,0.92154443,0.7030659,1.2948608,1.3169713,1.2488431,1.196127,1.1952662,1.1955277,1.0505397,0.73762506,0.79516214,0.84931016,1.333093,1.3197103,1.1739682,0.8262782,0.78000045,1.2915896,1.2780404,1.382365,0.99210316,1.148263,1.1072205,1.0760953,0.98359007,0.97707534,0.86162174,0.9730984,0.77614343,0.94977885,0.78375995,1.1223074,0.83456236,0.8112582,0.89019763,1.317863,0.9862504,1.1791055,0.84138274,1.0738064,1.158329,0.8119656,0.73626673,0.9175985,1.2391334,1.1914095,1.0815525,0.8114837,1.3636882,1.1169256,1.1709733,1.0178357,1.0820339,1.2674897,0.97868943
jacket,0.84440017,1.238203,1.4093459,0.49237823,1.2529206,1.3756828,1.3416547,1.216712,0.75568473,0.5040443,1.375678,0.53113735,0.32710302,1.2337698,0.52684236,0.8888763,1.1487631,1.3690727,1.4716513,0.9835732,1.3515749,0.99896747,1.3116617,1.1841336,1.3517826,0.78046143,1.2380252,0.8364987,0.84723985,1.302556,0.8170498,0.9906895,0.7615775,1.3933994,0.5576543,1.1740093,1.4501569,0.6010691,1.4536729,1.225764,1.2231877,0.79253197,0.8582424,0.8999681,1.2027452,0.65940225,1.1566713,1.2831981,0.5496801,0.608102,1.207276,1.3416522,1.0640359,0.9155564,1.3583869,1.108017,0.7598537,1.3235056,1.0158046,0.9351664,1.3961713,0.7399429,0.8826969,1.2448999,0.9700067,0.68382835,0.821564,0.0,1.054094,0.4259014,1.139301,0.8828918,1.4080439,0.7384605,0.7884283,0.84987074,0.8316143,1.0235033,0.9628028,1.3489394,1.4183304,1.2078243,1.3441278,1.2474599,1.1603022,1.1098609,0.15460694,0.43926573,0.81546706,1.4404598,1.4484016,1.267571,1.1282889,0.6868841,1.3238115,1.1670597,1.5393875,0.9382596,1.2354277,0.9189998,1.3106683,0.79993683,1.13912,0.65804636,1.035362,0.24710965,0.9440384,0.56274974,1.3597387,0.73353165,0.90961844,0.77829564,1.4262629,0.7350273,1.3437449,1.0409366,1.3074906,1.3731791,0.71247214,0.17587006,0.5540268,1.4710727,1.363796,1.2249446,0.9220955,1.445251,1.2338085,1.2314472,0.83898675,1.2799187,1.3227332,0.8966848
jar,1.1712211,0.7858796,1.1313341,1.0181006,0.74061644,0.88501537,1.0779457,0.7967707,0.9445292,1.1181523,1.1582227,1.1123265,1.1026396,1.0266345,1.0922526,0.89523965,0.96399903,0.6047046,0.76411825,0.77079403,1.0075881,1.0897691,0.5251781,1.2287141,0.99580926,1.1056901,1.1615443,1.2192852,0.9909689,0.88541985,0.986306,0.93887174,1.1199936,1.0147,1.1250435,1.0431348,1.140565,1.0718502,0.5918499,0.94921035,0.6814723,1.0362822,0.89182425,1.0613055,1.032431,1.0852692,1.1420038,1.0203295,1.0772197,1.0822113,1.1031271,1.2671196,1.0779743,0.9023953,1.0288213,1.170392,0.7704016,1.2515299,0.96090156,1.0832211,0.9085871,1.15341,0.9957096,1.0935699,1.0557514,1.0912175,1.0306149,1.054094,0.0,1.0994138,1.0064033,1.0066234,0.90852726,1.1755888,0.9792478,0.9494082,1.0795544,1.1278052,1.1419015,1.1432894,0.9977842,0.8517369,1.0390165,1.0497282,0.9740593,1.0155131,1.0164067,1.0819294,1.110104,1.1701221,1.1836725,0.9632512,1.0603381,1.11034,1.0052831,1.0590426,0.99861103,0.9924897,0.8438887,0.84240013,0.8656516,0.8474494,1.0164161,0.90889174,1.0383198,1.107242,0.9427683,1.0662928,0.77475905,1.0189276,0.8525003,0.9246522,1.1737977,1.1784191,0.910784,0.89639574,0.7491118,1.0067444,0.9352647,1.090259,1.0610617,0.7047148,1.1274625,1.2072285,0.9620732,1.0188342,0.8541566,0.84713507,1.0027459,0.98528856,1.1854963,1.0476346
jeans,0.9377013,1.19868,1.3971276,0.4845838,1.2755313,1.38266,1.1587209,1.1781505,0.90962166,0.6506801,1.2007909,0.48482126,0.49533474,1.356415,0.61528426,0.9490727,1.1338016,1.4313173,1.4891456,0.9593635,1.3808401,0.9358981,1.2356268,1.144476,1.1554252,0.91297364,1.0629059,0.87647367,0.9005204,1.4466978,0.94378626,1.0333904,0.93412477,1.3408127,0.5182611,0.9563358,1.3740865,0.6835164,1.4802473,1.362562,1.2622292,0.8362655,0.8971308,1.0513291,0.89563894,0.34821212,1.0483999,1.2197762,0.49251807,0.76542354,0.96232367,1.1926457,1.2761612,0.56886274,1.2899128,1.2203503,0.95538044,1.2290059,0.6833651,0.93763524,1.2716339,0.8082516,0.63817203,1.1258732,1.2382029,0.8534049,0.720425,0.4259014,1.0994138,0.0,1.050496,0.8111737,1.4854314,0.82612056,0.7912608,0.5958076,0.8253624,0.86050594,0.90007895,1.3535409,1.3950224,1.2216967,1.2639825,1.2408975,1.0686487,1.2321067,0.418463,0.14105487,0.7860856,1.3422693,1.302325,1.3444744,0.83014035,0.5397692,1.3570671,1.2593989,1.4452515,0.9684146,1.2945656,0.84801626,1.3162888,0.9695752,1.1901877,0.506233,1.0131364,0.39739525,0.8543441,0.29415572,1.3807142,1.0123584,0.9486126,0.916662,1.2523444,0.87877536,1.3120493,0.6924233,1.3265625,1.3793793,0.70342726,0.34437144,0.7014121,1.4990925,1.1624396,1.1198524,0.88601416,1.3970883,1.2879821,1.1656969,1.0242354,1.1499834,1.1889277,1.0472366
knife,1.0196135,1.1038332,0.9088522,1.107564,1.1572562,1.0435913,0.81479305,1.0222524,1.057826,1.1282992,0.81713986,0.94727063,1.142107,1.0132419,1.0878289,0.93087167,1.0161659,0.78587735,0.9631978,1.0762652,0.8830733,0.9431114,1.1611773,0.9812557,0.99307173,0.80857444,0.8579904,0.7613902,0.96884906,1.0017546,1.0931312,0.6306745,1.0232304,0.635886,1.1310077,0.891444,0.6966679,1.0442435,1.0095907,1.0641783,1.2184646,1.2462165,1.3370433,1.0609192,1.0225176,1.061786,0.99103796,0.9356941,0.85316205,1.2295989,0.9322213,0.8296218,1.1108483,0.9328005,0.6492926,1.0730731,0.943459,0.8660469,1.1161903,0.76943576,0.8239962,1.1529298,1.0357792,1.151434,0.9871847,0.9894122,0.98775506,1.139301,1.0064033,1.050496,0.0,1.0316117,0.7849077,1.1743166,1.1281971,1.0828837,1.0320244,1.0343074,1.2566,0.86584127,0.8902117,0.9269576,1.0846379,0.96835345,1.0488812,0.97130144,1.18277,1.0131215,1.0881104,0.667805,0.6745532,0.98408496,1.0522889,1.1469276,0.8762362,0.94899255,0.70416296,1.2225206,1.065724,1.1270707,1.0412948,0.993435,1.0783273,1.1483383,0.69674635,1.2024771,1.1394079,1.1175708,0.9676839,1.1044246,1.0055958,1.0914677,0.85699505,0.85867965,1.0216323,0.9319875,1.0649904,0.8039595,1.2120275,1.1806091,1.0271513,1.0771971,0.98395264,0.871006,0.51339346,0.798695,1.1802506,0.95710075,1.1602833,0.6216832,0.88710946,0.9976701
ladder,0.9703191,1.2203892,1.4518731,0.76959157,1.3303337,1.3640202,1.2757387,0.81052125,0.90312696,0.7998991,1.2013407,0.60590625,0.88258636,1.186824,0.88043886,0.90230274,1.0489682,1.2742379,1.1761041,0.7070677,1.2927384,0.46616542,1.0324938,1.1142946,1.1609282,0.860721,1.2011693,0.99176145,0.49111503,1.25664,0.6396155,0.9482024,1.0567417,1.237899,0.57626337,1.1090703,1.3553622,0.5415312,1.2915795,1.1022319,1.1357226,0.7554939,0.94318384,0.64690745,0.70963657,0.85391235,1.0813249,1.2644145,0.94823766,0.8728711,1.2286729,1.2006613,1.0853302,0.8861995,0.94175476,1.2871126,0.9551989,1.3337891,0.91671467,1.0278455,1.2967087,0.911234,0.9239634,1.3149862,0.91866004,0.82736313,0.81253445,0.8828918,1.0066234,0.8111737,1.0316117,0.0,0.9676536,0.90289676,0.929236,0.8554766,0.6758555,1.1300973,1.0653888,1.3815038,1.1252792,1.2934502,1.3715535,1.372242,0.87677526,1.2279567,0.8999653,0.756045,0.83275247,1.2791703,1.2815205,1.2379689,0.98009604,0.76350224,1.2639297,1.0646422,1.2834077,0.8812908,1.2566026,0.76349443,1.0123694,0.5744584,1.0091128,0.72402215,0.9804191,0.8005799,0.9785257,0.88443816,1.1362495,0.7533473,0.8329794,0.946693,1.400374,0.95632297,1.1902295,0.93411016,1.1235275,1.0448099,0.6435962,0.83443785,0.66042024,1.4474643,1.3077178,1.0847796,0.87885654,1.1488991,1.2438407,0.96586657,0.94655323,0.7298238,1.3829036,0.61868346
lamp,1.3118782,0.74078786,0.8327109,1.4383168,0.87863684,0.729915,1.0326371,0.7795121,1.1387457,1.4285393,0.70260334,1.359568,1.511444,0.7043297,1.4921005,1.0120893,1.0923775,0.5407236,0.5300161,1.1088715,0.7609125,0.8730339,0.8665967,0.9796145,0.7099478,1.2422354,1.0721585,0.98387235,0.871915,0.671378,1.000334,0.8999289,1.2099472,0.72696495,1.314851,1.0931495,0.71699876,1.3301312,0.5488797,0.8137188,0.85861534,1.2476546,1.3126447,0.7461331,1.0551635,1.4093546,0.9519545,0.8751389,1.2047019,1.2846575,1.0329487,0.96850646,0.91808,1.2029351,0.62432444,1.1074631,1.1660111,0.8165838,1.1564167,1.1066217,1.014336,1.2168566,1.2922275,1.0221578,0.7464099,1.1598281,1.1441191,1.4080439,0.90852726,1.4854314,0.7849077,0.9676536,0.0,1.2777998,1.3102998,1.3289179,1.3702157,1.2063935,1.272566,0.7563219,0.59898376,0.7787359,0.81623757,0.9148954,0.8943016,0.95344526,1.5187919,1.3681028,1.2987615,0.61996144,0.68093985,0.6215169,1.2007723,1.3961928,0.7942815,0.786517,0.6393622,1.0641117,0.7720281,1.2284617,0.6305474,0.8590671,0.79734385,1.4797022,1.0749476,1.3916138,1.0115365,1.4634464,0.50317526,1.024374,0.91214335,1.1796445,0.8019469,1.0867933,0.61798495,1.08954,0.53580177,0.39136553,1.3077538,1.4139471,1.3006516,0.6648548,0.8346259,0.9629483,1.090102,0.5482335,1.1121309,1.0543196,1.0557318,0.3751284,0.86107147,0.7740302
meat,0.69774806,1.161717,1.2668899,0.7450861,1.07089,1.2289685,1.1257875,1.1822033,0.94288087,0.7424763,1.2988775,0.7688532,0.6524416,1.0742702,0.77927613,1.0628239,1.1092212,1.3955898,1.3724574,1.0473006,1.2308773,1.0131357,1.340765,0.93291837,1.3028637,0.9271193,1.1270372,0.9364346,0.9980985,1.2090721,0.78561294,1.056176,0.970022,1.2793403,0.66511536,1.0883383,1.3672976,0.75681806,1.4194553,1.0577675,1.0299087,0.661577,0.7507405,0.9449573,1.0575904,0.68127215,1.0788271,1.1195445,0.91111434,0.71127367,1.0931627,1.0084649,1.0471984,1.0069556,1.2137681,0.9321189,0.85207725,1.2589612,0.99247336,0.9820857,1.2612505,0.6913361,0.87697375,1.0150851,1.024511,0.8067234,0.7024591,0.7384605,1.1755888,0.82612056,1.1743166,0.90289676,1.2777998,0.0,0.7459173,0.80273384,0.7309056,0.9768675,0.41057086,1.2553906,1.2797282,1.3359281,1.2068954,1.1853962,1.2044472,0.9905607,0.71213937,0.8210832,0.8632104,1.3473601,1.331316,1.1566448,0.96080285,0.659657,1.1819756,1.1477103,1.3760943,0.91526073,1.2065015,0.9734733,1.2623211,0.9704065,0.67852837,0.7759444,1.1354955,0.6761055,0.9348403,0.7987995,1.2971389,0.83602816,0.98531157,1.0168842,1.2858541,0.9073417,1.2376039,1.0617352,1.1881038,1.284204,0.86493987,0.70313096,0.7616563,1.3135128,1.192582,1.0523094,1.072537,1.3337098,1.0806366,1.1937034,0.97044986,1.2390847,1.2882538,1.0341394
melon,0.7998209,1.0330181,1.3062582,0.7337738,0.9307376,1.1337898,1.0321299,1.0435107,0.8040559,0.5683874,1.4240761,0.70009595,0.58344126,1.1041145,0.50238854,0.91360897,1.0768265,1.400935,1.2548295,0.90546536,1.242334,1.1443534,1.0590671,1.10578,1.3254027,0.8304291,1.2400497,0.9880261,0.98137397,1.1865457,0.7614026,1.0215569,0.893926,1.3452269,0.6991487,1.2279811,1.4863925,0.6780207,1.2406687,1.126203,0.86250496,0.8046575,0.7352942,0.9777295,1.1441594,0.79957885,1.2043734,1.1845121,0.7693217,0.9079672,1.2894659,1.1901522,1.0910923,0.9068704,1.3781773,1.0181056,0.68783766,1.4023461,0.9641043,0.83325094,1.2808775,1.0223185,1.0184804,1.0392208,1.0678728,0.9075582,0.7360605,0.7884283,0.9792478,0.7912608,1.1281971,0.929236,1.3102998,0.7459173,0.0,0.8002005,0.7860843,1.0685025,0.932755,1.4054725,1.160207,1.2478709,1.3167164,1.2085547,1.1446037,0.7639938,0.6233474,0.8466694,0.78685725,1.5053401,1.4674935,1.1829288,0.9756256,0.46064675,1.1981921,1.317652,1.3799847,0.98183006,1.0625263,0.83446896,1.0296443,0.96463865,1.0385553,0.80518335,0.94925857,0.81006944,0.9254457,0.70654345,1.1871136,0.81713974,0.92272913,0.80385286,1.3912323,0.8259593,1.3315539,0.9831844,1.1126494,1.2682528,0.73408765,0.798023,0.6685915,1.1420584,1.3781157,1.2817504,0.9422213,1.2709618,0.96513486,1.0669181,0.91352224,1.3480362,1.3990278,0.993345
mitten,0.84968555,0.9017384,1.3175774,0.6432775,1.002506,1.1662052,0.8873905,1.115951,1.0149722,0.9162261,1.3347399,0.84794927,0.6521222,1.304289,0.77124023,1.006172,0.977781,1.2301203,1.3463103,0.9210518,1.3051636,1.0544046,1.0095344,1.0757866,1.1282172,1.1387496,1.0028335,1.1892967,1.0484482,1.3459009,0.98148215,1.0443225,1.0589513,1.2433621,0.815658,0.97748506,1.3335613,0.9406555,1.2359835,1.3157108,0.9477434,0.93026614,0.6244526,1.1201788,0.9154663,0.64454913,1.0834033,1.0667325,0.9063584,0.91648895,0.76702,0.9803866,1.2340788,0.48778176,1.1662943,1.033791,1.0261178,1.2971082,0.13172978,0.91962516,0.9382448,0.9417004,0.5068224,0.8335986,1.3576423,1.1398559,0.70854974,0.84987074,0.9494082,0.5958076,1.0828837,0.8554766,1.3289179,0.80273384,0.8002005,0.0,0.89636105,0.839999,0.7880652,1.3001616,1.0989139,1.1435456,1.2153354,1.1727387,1.0864695,1.1380413,0.74188423,0.67043704,0.75773823,1.3603376,1.3080286,1.2721933,0.83983874,0.6341502,1.2789521,1.3090692,1.3582888,1.0203457,1.2346001,0.7412522,1.129253,1.1162484,1.1094596,0.6740315,0.9189701,0.807603,0.39868045,0.5869128,1.2611235,0.9782942,1.0009922,1.0376585,1.1281646,1.1004571,1.1649923,0.23249125,1.2102377,1.3170178,0.7780825,0.8220117,0.9335613,1.2409649,0.89149684,0.87113667,0.8184965,1.1422969,0.87669927,1.0395329,1.0841528,1.1999093,1.2360791,1.1838136
motorcycle,0.71382153,1.3470325,1.1481422,0.84767723,1.1546912,1.2424496,0.92680645,1.1056601,0.9477016,0.84215534,1.1979222,0.726289,0.7699213,1.2729778,0.8741174,1.03673,1.104547,1.420539,1.2819884,0.87303126,1.2158186,0.8136605,1.1423304,1.000326,1.2786038,0.34806573,0.9715231,0.9103781,0.95851004,1.2059947,0.7998572,0.9295375,0.99275905,1.181263,0.68565774,1.0174097,1.2483784,0.7464557,1.3955473,1.2177103,1.1278203,0.791664,0.8309349,0.92637503,0.8464644,0.69622433,1.0644138,1.0253361,0.92991936,0.6799227,1.118964,0.92136914,1.1142294,1.0637743,0.9355545,0.9779584,0.7797334,1.149672,1.071628,0.89904827,1.074488,0.74416417,0.8577238,1.0200164,1.1313319,0.77247864,0.7643368,0.8316143,1.0795544,0.8253624,1.0320244,0.6758555,1.3702157,0.7309056,0.7860843,0.89636105,0.0,1.0085585,0.74418104,1.2020359,1.2562559,1.3758821,1.2054367,1.1512111,1.0643287,0.974406,0.8381223,0.8265851,0.9140575,1.2572193,1.2200112,1.3401499,0.896638,0.75667894,1.1840161,1.1759965,1.1906329,0.8961345,1.314156,0.9101672,1.0713518,0.9030822,0.9996933,0.6493402,1.0168768,0.6970881,1.0681876,0.9292049,1.4673874,0.93295825,0.920526,1.0170391,1.2049602,0.8723187,1.174751,1.1708115,1.3743527,1.2369617,0.6757439,0.70169055,0.8014009,1.332521,1.1984348,1.0110714,0.8824164,1.3241862,1.0761602,0.98127043,1.0376477,1.2633471,1.2503097,0.9107144
mouth,1.0660458,1.1189185,0.8520822,0.98769325,1.017326,1.0020244,0.886386,1.2353507,1.1299576,1.1083496,0.9776599,1.0991299,0.9207739,1.2078635,1.0929524,1.125892,1.0838884,1.1118907,1.2070435,1.1504567,1.079989,1.1083977,1.1162343,0.82374907,1.0024515,1.1179171,0.7515539,1.0833331,1.2662303,1.1685176,1.0889027,1.0979886,1.0557563,0.9594643,1.1449908,0.847184,0.8770921,1.1397295,1.1542125,1.1735021,1.1510848,1.0512024,0.9951478,1.1593022,0.9289796,0.7876959,0.66394806,0.86410296,1.013232,0.69561243,0.42421043,0.8305953,1.1082572,0.7811291,0.9442788,1.0459456,1.1255945,0.5642692,0.8281528,1.0328201,0.88179266,0.6712252,0.6342368,0.8356571,1.2098087,1.0877959,0.92154443,1.0235033,1.1278052,0.86050594,1.0343074,1.1300973,1.2063935,0.9768675,1.0685025,0.839999,1.0085585,0.0,0.68821603,0.75100017,1.1867671,1.0158433,0.7439911,0.9662367,1.1594805,1.1704328,0.9953864,0.92990935,0.96729124,0.9375801,0.9377332,1.2007644,0.9448725,1.0695225,1.0783985,1.0955603,1.0673878,1.0613796,1.0845374,1.0954471,1.0380732,1.2031107,1.2117512,0.9168044,1.0539274,0.9518136,0.8956845,0.8635653,1.2384875,1.1504732,1.1216254,1.1215274,0.75491744,1.120642,0.9170615,0.80885535,1.2500329,1.2073389,1.0700622,0.9939985,1.205915,1.1293522,0.63734263,0.8062293,1.0346404,1.2158772,1.0605994,1.117154,1.0710021,1.1060615,0.6247934,1.1789508
