,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
fork,1.4210029,0.8500754,1.048745,1.2645946,0.9387646,0.7361717,1.2434318,0.8039553,1.261776,1.4874395,0.6559527,1.2815843,1.310304,0.5416161,1.1806334,0.8360933,0.651999,0.8577965,0.868165,1.2664841,0.61323094,0.8801991,1.2625642,0.55127716,1.3664483,0.7668129,0.98275024,0.93453664,0.78334725,1.1393247,0.73200476,1.1316906,1.4000978,1.1046727,0.67165464,1.4386005,0.72195494,1.3387332,1.2323211,0.90559137,0.653075,1.3345577,0.8260771,1.027719,1.3364196,0.7874396,0.68193936,0.6373381,0.0,1.3279693,1.2950606,0.50306594,1.3681502,1.1478829,1.2192987,0.71918523,1.1687338,0.86312413,1.11641,1.1566563,1.3858247,1.311844,0.5781121,1.0452676,0.7685667,1.2295188,1.3943347,1.1515367,0.82847095,0.99658453,0.8898844,0.4479428,0.85339284,1.2041748,1.0811212,0.7962947,1.369673,1.2513684,1.211148,0.56157106,0.6374225,0.9140631,0.95786107,0.820964,0.730417,1.1479366,0.8228235,0.76897514,1.0587008,0.69785666,0.7390219,0.9917139,1.0036261,1.4108428,1.194763,1.3060479,0.5936692,1.1803358,0.6187165,0.9034161,0.6925795,0.66169006,0.84170675,0.74938524,1.5062525,1.3660507,1.2571826,1.0839555,0.8536131,0.84630394,1.1923153,0.4865154,1.1547807,0.85825515,0.6730171,0.72515017,1.0988194
frog,0.38363624,1.257817,1.1154127,0.7987003,1.0160503,1.0524794,0.48348713,1.2857728,0.9571383,0.5417891,1.2834346,1.0496598,0.6264223,1.1599977,0.6155121,0.8820618,1.2000804,1.2921184,1.2556849,0.9751724,1.2545285,1.2234882,0.6832211,1.4274004,0.6699045,1.2199445,0.98653036,1.32975,1.0463384,1.1601813,1.0260885,0.809834,0.9643793,0.7865075,1.2579954,0.8293476,1.3315837,0.64981186,0.59681284,1.23809,1.214056,0.8861455,1.0533803,1.0605587,0.93982184,1.1840044,1.1100328,1.2908447,1.3279693,0.0,0.4582464,1.3952262,0.74658066,0.65961635,1.028729,1.2511122,0.7999047,1.1172276,0.86738425,1.0205252,0.8091502,0.7771562,1.3235581,1.0586884,1.1034609,0.75438213,0.69647515,0.90031517,1.1766404,0.9968995,1.2674611,1.4186964,1.1401157,1.0100381,0.9948533,1.2142903,0.7823467,1.0205594,0.65722066,1.32588,1.2905562,0.99100256,0.98187643,1.1648489,1.1920508,1.0342642,1.1524503,1.2708602,1.2396631,1.1844796,1.3093314,0.92462873,0.66113484,0.9046031,0.33541608,0.85067534,1.286772,1.0092301,1.2730312,0.9479267,1.1832911,0.91308653,1.0443536,1.1566435,0.64037806,0.8683556,0.7280182,0.9022117,1.2805424,0.92350054,0.63942,1.4163522,0.4899338,1.0678225,1.3076992,1.2337061,1.1767262
glass,0.5060702,1.2736984,1.1396625,0.7955657,1.1400031,1.168148,0.7184705,1.134768,0.90416867,0.6293854,1.3230629,0.8789856,0.78266644,1.2263448,0.72304,1.1161627,1.2741377,1.0794654,1.1771845,1.0025984,1.3633897,1.258497,0.83278275,1.3682933,0.29916096,1.2914784,0.7389753,1.1041708,1.1408255,0.97445446,0.8181655,0.93373954,0.8555833,0.961967,1.292519,0.7090708,1.2227197,0.71832645,0.8581364,1.0703763,1.0831647,0.7081678,1.1674831,1.184015,0.7834834,1.2721612,1.157853,1.2737107,1.2950606,0.4582464,0.0,1.4043691,0.9290063,0.80231,0.90000415,1.1546413,0.848768,1.2366074,0.68583584,0.8791708,0.7625075,0.8534423,1.302647,0.910473,1.0428365,0.84217596,0.7473364,0.5414896,1.206121,1.2376372,1.2441843,1.3930491,1.2970603,1.0317774,1.159411,1.151085,0.8474151,0.95812196,0.73941654,1.2948343,1.2384113,1.1455661,1.1109612,1.1592658,1.302215,1.0864762,1.110564,1.305244,0.93844277,1.2326883,1.4024305,1.0188472,0.8585942,0.7830938,0.5371808,0.79433537,1.2715563,0.96067184,1.4086442,0.7708529,1.3021972,1.2710993,1.0784849,1.1219945,0.56015384,0.66961116,0.8074974,1.0674639,1.327611,1.086343,0.6163463,1.4004481,0.82012683,1.1830255,1.2534503,1.3417873,0.8352898
glasses,1.5218734,0.35570335,0.71874636,1.2780997,0.83186233,0.78193045,1.3406575,1.0199398,1.3581706,1.5096008,0.3889345,1.4326806,1.4245517,0.64823395,1.3410586,1.0674744,0.6585606,0.9068164,0.98013717,1.2319883,0.4861005,0.99457246,1.4026399,0.48740202,1.3955164,0.6186797,1.0316191,1.080258,0.94716525,1.194549,1.0468946,1.215673,1.4318256,1.1052363,0.39753652,1.5302098,0.82289356,1.2942964,1.2579136,1.1059854,0.97856486,1.3083167,0.823357,0.69396126,1.1888984,0.6671872,0.6405411,0.42269313,0.50306594,1.3952262,1.4043691,0.0,1.3803976,1.2613658,1.0006776,0.71515316,1.1590724,0.45415723,1.2513266,1.2482157,1.4268224,1.3852123,0.4194349,1.3008074,1.0192393,1.0291216,1.4586759,1.1206725,0.5036709,0.9259457,0.46663296,0.5866697,0.55024993,0.9283705,1.097961,1.0625039,1.4048463,1.1281282,1.4526275,0.47441065,0.4797482,1.1250591,1.0893055,0.91143036,0.7924181,1.2826514,1.0697087,0.46594036,1.1965955,0.631481,0.44320047,1.1407845,1.2092322,1.3451247,1.3320079,1.3248761,0.6225491,1.3070474,0.35322696,1.0851711,0.6047964,0.76618814,0.96925426,0.6341145,1.4967698,1.2843875,1.3848717,1.1249069,0.5788203,0.74795425,1.3200698,0.5812146,1.206137,0.9706412,0.829945,0.3695523,1.1135726
glove,0.5700009,1.233475,1.2508706,0.4967534,1.2603109,1.320436,0.64326924,1.3269322,0.684167,0.681618,1.2592492,0.7915172,0.50995195,1.3629825,0.77910554,0.9893276,1.3369048,1.2325689,1.0980246,0.86186355,1.2981069,1.0151145,0.71593755,1.3621142,1.0081913,1.2367831,1.0314629,1.0821232,1.4718275,1.0521684,1.0610204,0.92756546,0.6721792,0.8377835,1.4384049,0.7903885,1.2520696,0.62659353,0.70731103,1.2152905,1.1945688,0.61588156,1.1615765,0.9515329,0.88548684,0.83479786,1.2717631,1.4590012,1.3681502,0.74658066,0.9290063,1.3803976,0.0,0.8535951,0.942685,1.3063138,0.45870316,1.0928031,0.93736845,0.880872,0.6468952,0.4821604,1.3801136,1.0009905,1.2892661,0.9020836,0.31862807,1.0508739,1.0864525,0.9063947,1.2915976,1.4183602,0.89253366,0.71920276,0.8827291,1.1475942,0.5675107,0.6311483,0.70630103,1.4206946,1.4497647,0.6651782,1.0858483,1.2128793,1.1791393,0.70088935,1.2620072,1.4024036,1.1494751,1.3715824,1.326933,0.9627582,0.92098904,0.6932834,0.7979034,0.54376185,1.421555,0.76629806,1.3341236,1.1032724,1.2837839,1.1303705,1.3418806,1.3430623,0.7613666,0.7117939,0.7695976,1.0146366,1.0378125,1.026462,0.62062466,1.3831874,1.0476149,1.2283442,1.2786236,1.0352468,1.1795785
gum,0.87832874,1.1175579,0.8395,1.1254324,0.49093795,0.81354433,0.6903063,1.0643502,1.0106468,1.0933572,1.1736076,1.2868934,0.95428205,1.1276668,1.0086613,0.72587,1.0343933,0.8616639,0.9162174,1.0520501,1.0964708,1.0303173,0.99644506,1.0231119,1.0998772,0.87320036,1.3704566,1.3843431,0.8787849,1.124936,1.1368283,0.73931277,1.269213,0.71355456,0.9826947,1.1964928,0.8497593,1.2093091,0.6633977,1.1750072,1.1519775,1.2040325,0.58586895,0.9570262,1.092,0.9076206,0.8646034,1.1110051,1.1478829,0.65961635,0.80231,1.2613658,0.8535951,0.0,1.1441696,1.0071254,0.84765697,0.9385582,1.1360167,1.2242042,0.6328388,1.05694,1.1806806,1.2138903,1.0147029,0.9857351,0.7237935,1.001863,1.0618186,0.8370554,0.87856555,1.1344175,1.101565,1.0571879,0.62088144,1.0704255,1.0420616,1.1569849,0.7541562,1.0798556,1.0682185,1.1756514,0.83099407,1.0565405,1.014414,1.0611384,0.950748,1.035419,1.2646253,1.0337287,0.99034977,0.97788054,0.9084865,1.2315809,0.904382,1.0748775,1.1867589,0.99707925,1.043762,1.2846094,1.0845277,0.7732564,0.8887656,0.9977985,1.0388575,1.2623843,1.0069275,0.4485296,0.8014919,0.8177048,0.6129322,1.170664,0.4796825,0.9905506,1.2871128,1.038387,1.2735207
hair,0.86700237,0.822449,1.1441331,0.81905687,1.1741208,1.2461293,1.0218589,1.173255,0.885806,0.84753406,1.1394747,0.84475213,0.9675603,1.173378,1.006546,1.2513199,1.3505845,1.2112167,1.2988329,1.1320738,1.2221286,1.2788734,0.9705284,1.2300013,0.8784982,1.2022865,0.93577623,0.9873506,1.19327,0.84158957,0.94608283,1.0252473,0.7667726,0.96475184,1.2506025,0.8428748,1.2612698,0.8255897,1.0003719,0.95982283,1.0787548,0.80810213,1.1720808,0.94874233,0.16019297,0.9735666,1.1780188,1.1508886,1.2192987,1.028729,0.90000415,1.0006776,0.942685,1.1441696,0.0,1.0091004,0.8147722,0.62549406,0.9789021,0.79758155,1.0049864,0.87822825,1.3248603,0.9371809,1.0834519,0.9026919,0.9126513,0.7744018,0.8980599,1.0289513,1.0974356,1.351614,0.90852404,0.6297815,1.0939151,1.1751571,0.889081,0.68767524,1.0068831,1.2994238,1.252936,1.0841962,1.1398602,1.1224765,1.3465075,1.1694658,1.2297795,1.165309,0.80337924,1.2001797,1.1971756,1.0368946,1.0806243,0.53796047,1.14554,0.84189975,1.1870146,0.95042986,1.2440189,1.0794818,1.239219,1.3422685,1.1909245,1.1797624,0.8330655,0.6167212,1.0078628,1.2134675,0.97370553,1.2122875,0.94026333,1.3223746,1.201317,1.2431152,1.1117065,1.0620698,0.8101665
hamburger,1.2290796,0.84147793,0.97602135,1.1829058,0.84372246,0.84341025,1.2353717,0.87708986,1.0989388,1.2924867,0.9302918,1.1781286,1.1986308,0.5987103,1.2566909,0.97976226,0.85905075,0.9257275,0.9696933,1.1675674,0.90276986,1.1012264,1.1561807,0.7439065,1.2026415,0.95381176,1.1793052,1.0076388,0.8245793,1.0154566,0.8483081,0.9871266,1.2250735,0.9493735,0.83939326,1.2169642,0.8620128,1.2922947,1.1572254,0.8476678,0.8172513,1.2260243,0.8871242,0.84837604,1.0783625,0.85881805,0.78737175,0.8300757,0.71918523,1.2511122,1.1546413,0.71515316,1.3063138,1.0071254,1.0091004,0.0,1.1130724,0.8936712,1.2065778,1.2069782,1.151186,1.279325,0.8513534,1.0169325,0.8149332,1.1067405,1.2445571,1.0664971,0.86723113,0.943507,0.85372853,0.76239944,0.8699972,0.958296,0.96033096,0.9552014,1.264914,1.1576135,1.0004385,0.75515014,0.6916394,1.1304625,1.022251,0.88519454,0.9218335,1.2250373,0.9266336,0.7604184,1.0629334,0.8684002,0.7598555,1.119796,1.1446925,1.2390122,1.2265024,1.25218,0.9767631,1.0700382,0.80663437,1.141477,0.97754765,0.9593453,0.71114886,1.004049,1.2171502,1.3146586,1.2484391,0.988389,0.69330376,0.94201577,1.1401713,0.78936887,1.1332421,1.003977,0.8759897,0.9537956,1.0274577
hand,0.7118987,1.0905412,1.2603767,0.32133245,1.2489276,1.3543105,0.6205323,1.3274,0.80459726,0.8223462,1.1412737,1.011419,0.68313396,1.2925515,0.8575164,1.084575,1.4001076,1.388052,1.2934674,1.1124344,1.252735,1.2579665,0.91087633,1.2500086,0.9652709,1.2374785,0.88460046,1.1581069,1.4284171,1.0100186,1.0121369,0.98112005,0.88793075,0.61396724,1.3124915,0.9426984,1.3704214,0.64742756,0.73349017,1.1107743,1.0802447,0.7380805,1.0675119,0.8682108,0.8887606,0.3676902,1.120808,1.3641833,1.1687338,0.7999047,0.848768,1.1590724,0.45870316,0.84765697,0.8147722,1.1130724,0.0,1.0055113,0.90994364,0.92250645,0.9581748,0.55356395,1.3469465,1.0645732,1.1820732,0.9880297,0.68772155,0.95866275,0.7845979,0.88973963,1.1801531,1.444715,0.7216228,0.5205626,1.0305259,1.2321941,0.71168554,0.76825714,0.7250822,1.3308134,1.3487797,0.85127926,1.1016074,1.2566022,1.2398067,1.0802293,1.279175,1.333968,1.1181082,1.3676498,1.2158217,0.9914869,0.98484045,0.78604144,0.9382814,0.5563339,1.3653352,0.87771744,1.2069459,1.0819467,1.3562632,1.0391276,1.3022501,1.2783873,0.9014368,0.7015878,0.90942776,1.1928011,0.6754899,0.87106204,0.48100162,1.4277277,1.2225755,1.2647065,1.293327,0.8890517,1.0979463
hat,1.196877,0.5137043,0.7936126,1.1732563,0.73443365,0.8205814,1.1215408,1.0620596,1.21337,1.278193,0.7328625,1.2944311,1.2092409,0.8751127,1.2103412,0.99930006,1.0474555,0.90963644,0.9590272,1.1406786,0.96829337,1.0112418,1.1981791,0.8472146,1.2888727,0.81682014,1.1023654,1.2421882,0.97668135,1.1303787,1.0975728,0.9959968,1.2537864,1.0134293,0.8006951,1.3475182,0.878942,1.0798874,0.98203516,1.1211538,1.1352518,1.1534195,0.8226155,0.8819083,0.8294512,0.8258121,0.99269783,0.7513205,0.86312413,1.1172276,1.2366074,0.45415723,1.0928031,0.9385582,0.62549406,0.8936712,1.0055113,0.0,1.1870328,1.1094673,1.1182237,1.2057548,0.93749505,1.2972713,0.9527567,0.96971536,1.1042622,1.1040502,0.71033365,0.90137535,0.69744384,0.9845236,0.77390516,0.8136115,0.94350773,1.097589,1.2565249,0.96783054,1.2880774,0.9157268,0.9032402,1.0490127,1.1349202,0.99854475,1.1804359,1.1137867,1.1227975,0.72493285,1.0488827,0.8466885,0.76766014,1.1446006,0.9640868,1.0642555,1.1783077,1.1847987,0.9131673,1.1732078,0.7497839,1.1596338,0.8501884,0.83980525,0.9370024,0.86380947,1.2682528,1.046185,1.2500544,0.86542016,0.6894026,0.9656609,1.1738565,0.9814434,0.9121377,1.1487309,0.94162536,0.6530223,1.1452063
horse,0.76037437,1.22837,1.1573768,0.75596786,1.234874,1.2164047,0.85489434,1.0378906,0.8774648,0.7222853,1.2402555,0.93900543,0.77545273,1.1391612,0.7831434,1.1228607,1.2482775,1.1309141,1.1003692,0.98506916,1.2469301,1.132005,0.86849123,1.3321049,0.5415863,1.2245834,0.67247945,1.0837256,1.0078065,1.0635133,0.8102139,0.98574305,0.9163855,1.0557927,1.2309844,0.8114249,1.1952147,0.709374,1.0633042,1.0278032,1.0204514,0.77853906,1.2483238,1.1004492,0.96228856,1.1467005,1.2084246,1.1901776,1.11641,0.86738425,0.68583584,1.2513266,0.93736845,1.1360167,0.9789021,1.2065778,0.90994364,1.1870328,0.0,0.6529424,0.9516725,0.8603382,1.2199402,0.97835267,0.99161476,1.0063201,0.8850125,0.8769084,1.1511989,1.1592903,1.2445499,1.2342842,1.2140282,1.0889324,1.0914688,1.0859083,0.89715147,0.9763141,0.78868294,1.2344732,1.2076547,1.0103213,1.0608678,1.041495,1.1860785,1.0366696,1.1335193,1.248785,0.9144199,1.2088583,1.2819136,0.93874514,0.8068252,0.7148188,0.77757037,0.88084334,1.1066934,0.8940031,1.2535222,0.53606784,1.1361321,1.2129947,1.1284729,1.124718,0.8141958,0.59195757,0.82285726,1.1734335,1.2486684,1.0785242,0.8863151,1.2457169,1.1390198,1.1795212,1.175152,1.245538,0.8801173
jacket,0.73558056,1.1471776,1.2580436,0.7791059,1.2920543,1.326226,1.0431597,1.0404164,0.80644715,0.61333716,1.2370812,0.7245827,0.76422095,1.2061062,0.594418,1.2249405,1.3139132,1.1926489,1.1473162,0.9431425,1.3097509,0.96353596,0.89740026,1.274181,0.7376022,1.2283971,0.7658434,0.80005336,1.1006871,0.89783096,0.93248916,1.04383,0.639184,1.1471922,1.3202469,0.6913326,1.2227272,0.69873476,1.0286912,0.9387749,1.0223083,0.76478547,1.2870723,1.123398,0.8155431,1.1294223,1.3285925,1.2549529,1.1566563,1.0205252,0.8791708,1.2482157,0.880872,1.2242042,0.79758155,1.2069782,0.92250645,1.1094673,0.6529424,0.0,1.0069399,0.54036653,1.2859038,0.8683741,1.0629171,1.0485089,0.8988486,0.9187554,1.1760719,1.1503129,1.3185374,1.2561674,1.085425,1.018842,1.107022,1.0008711,0.6376331,0.61168593,0.86858356,1.304441,1.3014746,0.76047844,1.1233382,1.1032679,1.3023064,0.84053093,1.1768358,1.3218327,0.75423706,1.3203201,1.2943677,1.0710462,0.97676915,0.396008,0.8616863,0.657333,1.1044421,0.88979036,1.3315468,0.9019302,1.1332923,1.2777238,1.266496,1.1552815,0.7745044,0.44925988,0.667397,1.2236228,1.2553631,1.2610021,0.9529655,1.2376641,1.2403761,1.2426387,1.0886272,1.2485865,0.79387593
jar,0.78502834,1.2812836,1.0488906,1.0029296,0.96877134,1.0095156,0.7438243,1.0114542,0.5783933,0.80289567,1.3272978,0.8955741,0.89685047,1.2492522,0.953019,0.97109616,1.2838047,0.6324503,0.89130276,0.8929523,1.349816,0.97985446,0.80494,1.2030774,0.87077093,1.072121,1.1660163,1.068463,1.067629,0.9154188,1.0802058,0.7819453,0.8507107,0.9350537,1.3323429,0.75012946,0.9203031,0.90823174,0.7279378,1.0289878,1.0956271,0.98271394,1.0352552,1.1060956,0.9185394,1.1613711,1.2669004,1.2601087,1.3858247,0.8091502,0.7625075,1.4268224,0.6468952,0.6328388,1.0049864,1.151186,0.9581748,1.1182237,0.9516725,1.0069399,0.0,0.9511009,1.3768187,0.8804665,0.95227206,0.95303595,0.2885095,0.97417,1.3083904,0.97646755,1.2366693,1.3345265,1.2367411,1.0412165,0.8474588,1.0664067,0.89163256,1.0771482,0.84908974,1.3274632,1.280951,1.1410433,0.989073,1.0832531,1.1074493,0.8690323,0.99358076,1.2467984,0.9325886,1.1566889,1.2426791,0.95430315,0.9504772,0.8951396,1.0530634,0.9362001,1.276845,0.57877237,1.4646204,1.0961671,1.2603972,1.2553174,0.95856565,1.1731218,0.67971283,0.95200896,0.8038725,0.72827077,1.1846292,1.1388863,0.7431003,1.329806,0.7253208,1.0205693,1.1372583,1.3298377,0.9636904
jeans,0.5459397,1.2364175,1.3491042,0.43453187,1.3921362,1.4370968,0.7774362,1.274134,0.61808527,0.458126,1.1864232,0.65739715,0.566851,1.4133375,0.48273468,1.1639298,1.334203,1.4082508,1.2420375,0.8538133,1.3567319,1.0528553,0.7726662,1.343476,0.78891766,1.4470078,0.7615304,0.89302725,1.428824,0.8698284,0.9814844,1.0836527,0.50648594,0.99488926,1.4807482,0.64434016,1.4238832,0.50417334,0.8084348,1.102382,1.1112041,0.6390513,1.366781,1.092382,0.89189297,0.98571765,1.3177036,1.5116346,1.311844,0.7771562,0.8534423,1.3852123,0.4821604,1.05694,0.87822825,1.279325,0.55356395,1.2057548,0.8603382,0.54036653,0.9511009,0.0,1.4215915,0.9162061,1.3043581,0.95278776,0.69144183,0.93658125,1.0901785,1.088599,1.4226377,1.3982741,0.95436084,0.7793392,1.1389666,1.0982808,0.11887181,0.48743826,0.62126505,1.4973602,1.5173284,0.48643714,1.1122955,1.2514464,1.2568979,0.76774085,1.2448719,1.5111395,0.98974514,1.5403684,1.3783948,0.97511494,1.0250194,0.5246074,0.6292988,0.19092536,1.3911396,0.76470315,1.3197023,1.000405,1.2833501,1.2137126,1.4234843,1.3008257,0.71480966,0.47804028,0.5819038,1.2547141,1.2457119,1.1192597,0.68987423,1.3542068,1.2288573,1.2388673,1.3102297,1.1303153,0.97399306
knife,1.5019953,0.6829714,0.5515289,1.3715259,0.79323757,0.7815747,1.2507904,0.9272483,1.3632934,1.4474332,0.54451066,1.4041698,1.3612072,0.6684756,1.276719,0.95634127,0.21603763,0.7609159,0.7542733,1.0112516,0.41873133,0.90833026,1.3055449,0.63152665,1.3053458,0.56128085,1.1539123,1.0622582,0.81585044,1.3286239,1.0695244,1.2106897,1.4640528,1.1661633,0.17383409,1.4744508,0.64915055,1.4479492,1.3277345,1.1429327,0.9006854,1.288581,0.80251735,0.94943166,1.2996174,0.9328044,0.5606528,0.469599,0.5781121,1.3235581,1.302647,0.4194349,1.3801136,1.1806806,1.3248603,0.8513534,1.3469465,0.93749505,1.2199402,1.2859038,1.3768187,1.4215915,0.0,1.2564251,0.96809065,1.0720642,1.4411261,1.1955138,0.7689426,1.0906945,0.43302262,0.36702818,0.8287923,1.2709196,1.1125804,0.9715542,1.3903288,1.3344843,1.3662541,0.09925693,0.17762303,1.2392434,0.9586189,0.80003315,0.492257,1.1484789,0.96073186,0.46675467,1.2903473,0.64502406,0.449983,1.0476229,1.145975,1.4447725,1.1854128,1.3972092,0.53008664,1.2672169,0.4741915,0.99362457,0.50919914,0.7107239,0.9221418,0.5910645,1.4566466,1.4220638,1.274355,0.99194735,0.7889433,0.6763523,1.2529157,0.36563277,1.0340612,0.7747549,0.7702577,0.5759559,1.2491572
ladder,0.8033626,1.2894988,1.3378528,0.9793224,1.3434308,1.1474864,0.9777465,0.82927644,0.81150717,0.89882374,1.1919572,0.42808026,0.9871405,1.0858302,0.9790542,1.1322517,1.2291362,1.0483177,1.0173522,1.0138816,1.2396383,0.9113666,0.7586765,1.0201727,0.80489004,1.3299356,0.8553531,0.4926461,1.0392417,0.6326524,0.84470826,1.0884748,0.575101,1.0565969,1.3702476,0.53610957,1.0510517,0.9130471,0.9893459,0.60009015,0.730255,0.9028946,1.3039359,1.2542343,0.9192953,1.1734989,1.1394206,1.2232664,1.0452676,1.0586884,0.910473,1.3008074,1.0009905,1.2138903,0.9371809,1.0169325,1.0645732,1.2972713,0.97835267,0.8683741,0.8804665,0.9162061,1.2564251,0.0,0.82043034,1.1367861,0.9308144,0.80153304,1.3022292,1.1765078,1.407124,1.0959725,1.1424841,1.0636952,1.1438351,0.8516206,0.9168733,0.89926714,0.9569866,1.2572232,1.2318678,0.87834626,1.0827161,0.9854551,1.1000036,0.7915438,0.80379224,1.3619998,0.56894016,1.1804092,1.3014584,0.9492774,0.9144163,0.85200477,1.0429212,0.9516753,1.0647058,0.8326106,1.3094654,0.9873216,1.2471423,1.2780076,1.0434605,1.2005057,0.62136173,0.85383934,0.9666041,1.2105353,1.2879045,1.2726705,0.8192452,1.0954281,1.2135998,0.96249783,0.7114822,1.273185,0.6297722
lamp,1.159781,1.1115457,1.0454407,1.1267884,0.8813145,0.5977139,1.0809909,0.7837453,1.0638965,1.152947,1.0857891,1.0197573,1.1242858,0.6611414,1.147536,0.9752635,1.0511019,0.7403004,0.92153835,1.1515296,1.2152288,1.046526,1.0193083,0.9099514,1.0919914,0.98925453,0.9777922,0.935418,0.5195026,1.0262302,0.81171036,0.90047634,1.1440573,1.0742056,0.954283,1.0596823,0.75552326,1.1856452,1.1111785,0.64066845,0.69089866,1.1895627,0.9857879,1.1853193,1.0973493,1.1512814,0.9637707,0.85197806,0.7685667,1.1034609,1.0428365,1.0192393,1.2892661,1.0147029,1.0834519,0.8149332,1.1820732,0.9527567,0.99161476,1.0629171,0.95227206,1.3043581,0.96809065,0.82043034,0.0,1.1985846,1.0860958,1.1388779,1.1921957,1.1404492,1.0986104,0.9306795,1.1412628,1.2318552,1.044213,0.8778913,1.3117167,1.3025717,1.0815284,0.79432714,0.7531921,1.1683794,1.0829338,0.85878575,1.1116346,1.1153523,0.8973659,0.8993301,0.78522134,0.7791188,1.0746604,1.013931,0.72088253,1.1655415,1.1252652,1.3016593,0.9063717,0.9795635,1.0604359,0.9116139,1.0292494,0.8762939,0.5143055,1.044027,1.0982826,1.1648355,1.112084,0.8770104,1.061679,1.0664909,1.1447535,0.96850145,0.8537657,0.99720496,0.5258802,1.1771296,0.94534075
melon,0.80240524,0.9706459,0.70806086,1.0178416,0.8361434,1.0129141,0.8262001,1.1974233,0.8882232,0.94184095,0.98373765,1.0389191,0.90914166,1.2303911,1.0762304,1.0758469,1.0464952,1.2580521,1.2058518,1.0164453,0.97952354,1.1675119,1.0490634,1.0408973,0.8896045,1.0917063,0.9296702,1.0813932,1.2201259,1.0555439,0.99141157,1.0679162,0.96262383,0.94314516,1.0426784,0.96321946,1.3109826,0.83684343,0.9276208,1.1501472,1.1771296,0.909325,1.018431,0.8604259,0.8392942,1.0109553,0.96079624,1.1671336,1.2295188,0.75438213,0.84217596,1.0291216,0.9020836,0.9857351,0.9026919,1.1067405,0.9880297,0.96971536,1.0063201,1.0485089,0.95303595,0.95278776,1.0720642,1.1367861,1.1985846,0.0,0.8827086,0.7261042,0.9501164,0.992213,0.9123012,1.1719711,0.95527804,0.94363505,0.88557017,1.2433497,0.95981133,0.80611366,0.98232055,1.1622131,1.0904169,0.97252494,1.09067,1.1046715,1.0282097,1.1058258,1.256951,1.1046345,1.216521,1.1235094,0.9345614,1.0541633,1.0575097,0.9336231,0.9500144,0.91168374,1.0552263,0.8987143,1.0490192,0.91479623,0.8356099,1.0715773,1.205422,1.0285777,0.85310173,0.9384413,1.0772803,0.9822055,1.0841062,1.0398126,0.9578179,1.1456838,0.90606225,1.0993311,1.2349654,1.025366,1.053912
mitten,0.6050511,1.2921002,1.1384408,0.6938517,1.1061107,1.2061868,0.52514386,1.2331553,0.5215992,0.71479297,1.405319,0.85759735,0.78077114,1.2969112,0.8244797,1.0108912,1.4230123,0.9590021,1.0040339,0.9415717,1.3853743,1.0248606,0.7389415,1.3707125,0.9079814,1.0825362,1.051627,1.1252663,1.3446336,0.92754364,1.049089,0.79916793,0.7700288,0.8746847,1.4394689,0.76293063,1.1422769,0.71778595,0.6464323,1.0534388,1.1151047,0.82126766,1.1238756,1.0647408,0.84607214,1.0172144,1.3125815,1.3874711,1.3943347,0.69647515,0.7473364,1.4586759,0.31862807,0.7237935,0.9126513,1.2445571,0.68772155,1.1042622,0.8850125,0.8988486,0.2885095,0.69144183,1.4411261,0.9308144,1.0860958,0.8827086,0.0,1.0084952,1.2287031,0.9078282,1.3065639,1.4556571,1.1129589,0.89241624,0.88455117,1.1671314,0.7460726,0.8801416,0.782035,1.4171877,1.3929334,0.9461683,1.0566341,1.2011349,1.2009044,0.82771885,1.2291328,1.342608,0.99288446,1.3159969,1.3300458,0.9141362,0.87188053,0.8148812,0.9060599,0.74503946,1.3994732,0.54302037,1.4820945,1.0789207,1.2783217,1.3293426,1.2064605,1.2333543,0.6876632,0.80846745,0.74137163,0.9267688,1.117671,1.107966,0.6629578,1.4250236,0.8474204,1.2227488,1.2328448,1.3058299,1.0604819
