,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pants,1.0418282,1.1357098,0.7966182,1.0864587,1.0279816,1.0844768,1.2079844,0.78945506,0.95159256,0.86957437,1.216409,0.7710482,1.0193341,1.029518,0.91511345,0.92289305,1.1238142,1.1300766,1.1212364,1.031487,1.1235772,1.199176,1.1686311,1.1841725,1.0048916,0.90973634,0.79556924,0.780357,1.1896453,0.8542091,0.9493637,1.0221299,0.9490627,1.0084141,0.8346039,1.0969309,1.2428546,0.85019374,1.1694516,0.7103107,1.0548875,0.6866263,1.1880304,0.7389717,0.86702585,0.91848224,1.0605607,1.1343069,1.0740265,0.9225445,1.1240611,0.9183594,1.2965469,1.0990446,1.1096847,0.8933346,1.0388505,0.93069136,0.9744973,1.2147666,1.069404,1.3175297,1.0149561,1.0555425,1.2026227,1.0414537,0.8856581,1.0251753,0.9870702,0.9575879,1.0052122,0.9898355,1.0590812,0.9715009,0.99780846,0.8082735,1.2243094,1.2459335,0.98321,1.258755,1.0162523,1.0565954,1.0793797,0.9123521,0.9493158,0.0,1.0199804,1.2006966,1.1728712,1.0138646,1.0958486,1.0180852,1.040458,1.0579879,1.0067838,1.0753472,1.0684117,1.0899729,1.0901656,0.7108087,1.0534317,0.92369807,1.0625906,0.9564129,0.98341835,1.1163955,1.052153,0.8744182,0.9235107,0.89879936,1.1457589,0.95876676,1.0514376,1.0313166,0.8977116,1.0361636,1.004034,0.99757105,0.8771893,0.91512674,0.92667866,1.2682176,1.2745003,1.2577913,1.2627714,1.000519,1.0898559,0.98510516,1.0241561,0.8555935,1.2649157,0.81992435
paper,0.86182094,1.2041984,0.7123097,1.0045701,0.972479,0.96104276,1.0838295,0.7168968,0.91597474,0.6067487,1.2859411,0.8038353,0.44400525,0.85600233,0.68281746,0.86495626,0.27103567,1.3999784,1.1914909,0.5725726,1.0649358,1.1908762,1.2333449,1.4521285,1.2002954,1.205309,1.1567131,0.7354598,1.1563915,0.8263471,0.95911896,0.98783326,1.012785,1.2092845,0.75820005,1.0333354,1.4512342,0.6831811,1.4210869,1.2315807,0.7197839,0.86438626,1.0161318,0.9951656,0.80574834,0.88111025,1.2253789,1.4254786,1.0297884,1.0679114,1.3210049,0.90551937,1.3387017,1.011199,1.0913949,1.168324,0.75812185,0.83152544,0.88404083,1.4687239,0.8027709,1.1749842,0.984932,0.71211064,1.4191893,1.1784666,1.1311388,0.6700928,0.79923046,0.3619305,1.1704158,1.2601932,0.9266116,0.75577927,0.7032298,0.7705497,1.2516506,1.4039389,1.006229,1.4128485,1.128446,1.1713076,1.1197717,0.98393404,0.62830776,1.0199804,0.0,1.3701258,1.3031607,1.0745518,0.9342083,0.8363762,0.9491684,0.7100419,1.4109764,0.7276746,1.1666738,0.82624876,1.3212729,1.0435098,1.1644317,0.96276397,0.76697886,0.6386759,0.77395964,0.7794583,1.2650268,0.7675486,0.79376197,0.63239866,1.5212357,0.8417219,1.2042952,0.76411444,1.2594571,1.2854724,1.2161674,0.9405775,0.9879377,0.7431166,0.3779419,1.2585602,1.3252375,1.3743889,1.090169,0.96504664,0.7841735,0.8120141,0.9093624,1.1214564,1.4762199,0.96292514
pen,1.0627015,0.8437235,1.3127632,1.0748353,1.2242349,1.2377377,0.9718507,1.3024086,1.21043,1.4064262,0.44950956,1.3214755,1.5368785,0.95754427,1.4141526,1.3125788,1.1770699,0.21911156,0.68074965,1.2510552,1.110717,0.7795533,0.5588578,0.30807418,0.79060733,1.07339,0.9607457,1.3732841,0.69185805,1.2612743,1.2097217,1.0423043,1.1176877,1.1223695,1.3355898,0.90132356,0.070170164,1.3937824,0.32376993,0.8099346,1.2824175,1.3677436,1.1080912,1.1421225,1.2474946,1.2079686,1.1043633,0.46841037,1.1891783,1.1047647,0.60730875,1.1862186,0.49763906,1.0696808,0.89831173,0.6780932,1.3347692,1.2211132,1.3145255,0.306513,1.4149092,0.64339286,1.1223991,1.2977865,0.6525135,0.8993427,0.9729795,1.3523722,1.3608005,1.270084,0.8266125,0.62277764,1.1950961,1.3741271,1.4989944,1.2989829,0.8213067,0.23916924,0.8596236,0.46131235,1.1284453,0.9805818,0.6974468,1.2193953,1.4684241,1.2006966,1.3701258,0.0,0.07353675,0.9375612,1.2478783,1.2134175,0.98822796,1.3029475,0.47533804,1.0014895,0.8288982,1.1306996,0.37839693,1.0714478,0.71212435,1.2705245,1.1129643,1.3901637,1.2841003,1.252567,0.70596516,1.3107727,1.2087045,1.3839936,0.37752873,1.232332,0.7743458,1.3350196,0.6327985,0.49139154,0.8472028,1.0840793,1.2753341,1.4052842,1.432235,0.5751475,0.6231532,0.2141769,0.4666956,0.9683985,1.2828233,1.1167746,1.1108797,0.83480537,0.15298378,1.1476023
pencil,1.058338,0.85371464,1.2107054,1.0567353,1.2535375,1.1933059,0.95923847,1.2694683,1.2251998,1.3228104,0.55159366,1.2628853,1.4796891,0.9844055,1.3841074,1.2973671,1.1457945,0.25362659,0.76514596,1.2267214,1.1099229,0.8602646,0.67570424,0.40705997,0.88323057,1.1236558,1.0246143,1.2953389,0.7617437,1.2069135,1.1901602,0.99237883,1.0833672,1.1208384,1.2492719,0.93050796,0.115373254,1.3240159,0.39014536,0.8608808,1.2622638,1.3366228,1.1373867,1.1251459,1.2036875,1.2029423,1.1130669,0.52399206,1.1928002,1.1363451,0.6104874,1.1255324,0.51350474,1.061434,0.9152996,0.7895227,1.296901,1.2076118,1.2728121,0.36617327,1.374737,0.63636494,1.06968,1.229403,0.806037,0.8944831,1.0383966,1.2807838,1.2732755,1.2218187,0.8851599,0.74287367,1.1744505,1.3066416,1.4371997,1.2224264,0.8312241,0.2330299,0.92541015,0.500705,1.0758896,0.99597585,0.6996112,1.2559485,1.4081146,1.1728712,1.3031607,0.07353675,0.0,0.9213825,1.2159095,1.2098647,1.0624727,1.2866354,0.5396114,1.0198995,0.83362424,1.1452203,0.5287796,1.1029564,0.76149976,1.2236024,1.0754308,1.327177,1.2315522,1.1579747,0.799857,1.2238426,1.2011358,1.3192167,0.49395013,1.2374171,0.8224033,1.2292153,0.70556504,0.6158106,0.91070795,1.0593675,1.1969492,1.3068095,1.3391069,0.62560993,0.63549596,0.21734452,0.47997105,1.010433,1.2221045,1.1290438,1.1398423,0.83516526,0.21686268,1.1430244
penguin,0.8045807,0.97810566,1.2433158,1.0645348,1.1691002,1.0685661,1.0348797,1.1976346,1.1202557,1.1391001,0.9621681,1.1446201,1.1456409,0.7353146,1.1900784,1.1220138,0.95934314,0.85952395,1.0065222,1.0099138,1.1297419,0.97300285,0.8942437,0.9338619,1.0409163,1.1833224,1.1326951,1.1585343,0.85191846,1.0773064,1.0791863,1.0939566,1.1079074,1.0684235,1.1714694,0.8448374,0.8987554,1.1519636,0.9078711,0.79204214,0.9882968,0.86576396,0.7833007,1.1182456,1.1232448,1.1316524,0.70404565,1.0136639,1.0655199,1.110366,0.9309865,0.9506873,1.0663304,0.6157407,0.878465,0.9716352,0.79311025,1.0910869,1.082617,0.90156156,1.063517,0.98025775,0.9821256,1.2515473,0.9470895,0.90300536,1.0434612,1.1054716,1.1034687,1.1807344,1.0020977,0.953213,0.8668618,1.1569743,1.1319271,0.99700314,1.0110085,0.90229994,0.98237675,1.0527836,1.0711571,1.0212024,1.0439773,1.0424079,1.2006018,1.0138646,1.0745518,0.9375612,0.9213825,0.0,1.1364262,0.7752499,1.1031437,0.9179667,0.8027354,1.0757015,0.9427098,0.93029064,1.0151923,1.1071761,0.74127984,1.0868996,0.93969536,1.1027272,0.8989505,1.101886,1.0207453,1.089478,1.1718107,1.0884438,0.90913314,1.0356973,0.9077358,1.0329335,0.9881935,0.8999743,1.0496178,0.92411804,0.95636153,1.1213436,1.1265159,0.8853719,1.0244995,0.975227,0.98845476,0.9983869,0.9929121,1.0633125,0.98651797,1.0943342,0.9298237,1.1216091
pickle,0.9234438,0.71543324,0.96784186,0.77120435,0.8342283,0.3207184,0.8614008,0.8822843,0.98565805,1.0782374,1.114494,0.85328186,1.0773451,1.1288347,1.0592523,0.91137695,0.92528856,1.1944729,0.8332752,0.73384,0.6812351,0.7775196,1.1584702,1.0964327,1.0800426,0.861495,1.1848835,0.9989056,1.1048174,0.96912736,1.1826106,0.8266666,0.9415882,0.73076534,1.1349229,0.91701055,1.1838259,1.0008423,1.0468144,1.1232035,0.9465219,1.042485,0.8823,1.0075324,0.8730386,1.0611556,0.9759332,1.1149992,0.72609925,1.0950239,1.1791306,1.0593596,1.062768,0.8814572,0.9492448,1.1012592,0.80706847,1.0444328,0.92696077,1.275143,0.9194599,0.71426535,1.0833616,0.894459,0.9974046,1.2256521,0.9698252,1.1567521,1.0491805,0.9104831,1.1064074,1.1768341,1.0426987,0.4268005,0.9260087,1.0821568,0.99351305,1.1814268,0.97555065,1.1781248,0.9849129,0.7505312,1.01751,1.0761852,1.0737593,1.0958486,0.9342083,1.2478783,1.2159095,1.1364262,0.0,1.0871192,1.0857639,0.95661366,1.1743118,0.9576923,0.900483,1.1653305,1.1467153,1.0642833,1.1328772,1.1103734,0.9511409,1.1700487,1.0558199,0.8000493,0.985631,1.0299188,0.8399803,0.7694581,1.1638694,1.0229877,1.0895718,0.87993956,1.0348933,1.1339301,1.0120522,0.8741367,1.0479332,1.1536983,0.9800238,0.9721367,1.0261037,1.2229991,1.0210669,1.0869278,0.8983687,0.856719,1.0704687,1.06024,1.2590024,1.0757029
pig,0.9460085,1.1254072,0.88678235,1.0509316,1.1161542,0.9902622,1.134286,1.0108072,0.9185368,0.9710915,1.2072288,1.0879366,0.71399343,0.9598219,0.8350969,1.0140055,0.9257418,1.182167,1.1503186,1.0710732,1.0046586,1.1182423,1.1744227,1.3484238,1.1363971,1.0822943,1.149443,1.1157737,1.0306904,1.0277976,0.9561883,1.1701198,1.0354373,1.0951151,1.0203438,0.8719377,1.2223815,1.0686191,1.2874291,0.98900944,0.85425055,0.7695795,0.81057805,1.1048787,1.1253986,0.88354915,0.9809253,1.2096891,1.1101512,0.96791935,1.0182527,0.8259603,1.1959319,0.9239438,0.8665711,1.1450895,0.8428968,0.92506707,0.87271476,1.1298559,0.78297436,1.1382551,0.90031475,0.87959534,1.2577,1.0222127,1.1473142,0.9200044,0.972661,0.9911684,1.0793275,1.1772856,0.72945,1.0028424,0.5927727,1.0232285,1.0761584,1.1490533,1.0233592,1.1833446,1.0851047,1.1006151,1.1962619,0.9246317,0.65791893,1.0180852,0.8363762,1.2134175,1.2098647,0.7752499,1.0871192,0.0,1.0477353,0.7206031,1.1380115,0.98232466,1.0350723,0.90809184,1.1956367,1.1347097,1.0145153,0.97557503,0.95175755,0.8494947,0.8633405,0.98589456,1.0466292,0.98557824,1.001025,0.9294824,1.2189466,0.9766497,1.0858223,0.77161777,1.1870521,1.1219022,1.0343566,0.994466,1.0100949,0.974171,0.90061045,1.1025125,1.0837759,1.1917213,1.099778,0.909302,0.8465968,0.86449826,0.8106326,1.2987065,1.2530259,1.089384
pillow,0.9620879,1.1661998,1.0080758,1.1400942,0.74539626,1.2140024,0.8464421,1.0804464,1.2090553,0.74198604,0.90961915,0.87218624,0.733466,1.081222,0.5596093,1.1912202,0.84028876,0.9523476,0.9511864,0.7876747,0.9162569,0.8322834,0.9110666,0.753451,0.8541349,1.0594971,1.1479642,0.6669536,0.8955588,1.0657881,0.8940394,0.94543815,1.1980494,1.2030901,0.8811113,1.0402541,0.9978053,0.8089998,0.88289404,0.98433393,1.1841431,1.0542397,0.79260105,0.94078547,0.9521605,1.0561715,1.0704458,0.9949104,1.1423116,1.2419429,1.1158158,1.2524385,0.9988119,1.0900148,0.9799903,0.9734337,1.1692353,0.9727331,1.093318,1.0470186,0.7158234,1.1034238,1.1747893,1.0862992,0.7901804,1.0430118,0.97178626,1.0326676,0.98774314,1.2284291,0.8130128,0.80762315,1.2346665,1.2229222,0.7887959,1.1070644,1.097136,1.0581772,0.19965482,1.0050365,1.1335442,1.1291008,0.963752,1.1089376,0.80103815,1.040458,0.9491684,0.98822796,1.0624727,1.1031437,1.0857639,1.0477353,0.0,1.1327975,0.91634834,1.178503,1.08046,0.71515894,0.83709836,0.92626035,0.99088705,1.0602748,1.1529653,1.0258902,0.8239739,1.0390023,0.9141536,0.9932229,1.1171418,1.2820796,0.79659283,0.8730531,0.87288773,0.85263634,1.022891,0.86325085,0.9665556,1.004818,1.0218639,1.1020185,0.9315145,1.0270051,0.9924034,1.022551,1.0708245,0.15485525,0.97381556,1.1090577,1.2191577,0.84691876,0.96015215,0.9711433
pizza,0.9235417,1.0524106,0.9917692,0.88972586,0.84119576,0.91339374,1.0249934,0.95430124,0.8142357,0.8813049,1.342545,1.0476965,0.6515907,0.8382002,0.7975688,0.88119376,0.75770557,1.2727702,1.1433597,0.8575042,1.0283858,1.1551316,1.2719998,1.4464362,1.020318,1.1053383,1.0461006,1.0971644,1.1148373,0.934341,0.8629832,1.1293962,1.0302372,0.8572632,0.98406494,1.0383108,1.2922845,1.0018245,1.3485928,1.1028233,0.13098264,0.60660857,0.95186496,1.1433316,1.0941721,0.9160173,1.0307721,1.3576956,0.9205339,0.8747494,1.1827235,0.9383778,1.3183534,0.7841269,0.68375105,1.2818537,0.6429741,0.87054265,0.95526147,1.3141749,0.94731665,1.0865413,1.0724418,1.0339348,1.2150894,1.1257017,1.271892,0.7989894,0.98489606,0.8174604,1.1695243,1.2690296,0.35309017,0.80816585,0.8163565,0.8719314,1.1069463,1.212408,1.2092096,1.3143517,1.1974536,1.038207,1.2788072,0.6645083,0.7749066,1.0579879,0.7100419,1.3029475,1.2866354,0.9179667,0.95661366,0.7206031,1.1327975,0.0,1.2387944,0.6753508,1.1074183,0.8932108,1.27962,1.1311586,1.175004,0.99240386,0.96360517,0.7938658,0.75482243,1.0136364,1.1390872,1.0286095,0.9840186,0.7383249,1.4307659,0.78202695,1.1819232,0.8982143,1.2861125,1.2311614,1.1528258,1.0628904,0.9458857,0.94507915,0.6683793,1.1295258,1.3087758,1.2984327,1.1469063,1.1331412,0.68931466,0.9933013,0.8088659,1.2900779,1.3568401,1.117649
plant,0.9718922,0.7619397,1.4221139,1.1115304,1.2051964,1.2527602,0.82569945,1.3769218,1.2509524,1.4520506,0.6709154,1.3465573,1.5473037,0.9147577,1.4371884,1.407588,1.106072,0.3570366,0.79096866,1.1667451,1.0021515,0.8193234,0.66224563,0.43555915,0.74307317,1.0024257,1.1034122,1.2901027,0.6211435,1.3702435,1.167978,1.0253242,1.1206464,0.95399255,1.3786807,0.8479557,0.40949047,1.3513404,0.45297492,0.6794906,1.3130779,1.2182329,0.77401704,1.0058033,1.2985222,1.2554576,0.90614855,0.6314821,1.153921,1.1801745,0.7459547,1.1436732,0.7036447,0.92384213,0.47932976,0.7086761,1.1051047,1.3073559,1.2293763,0.52002484,1.3391662,0.7330382,1.115476,1.3312336,0.67048234,0.89475024,1.0205051,1.4422894,1.4511924,1.4244151,0.69097984,0.55819786,1.1158205,1.3464086,1.4349788,1.1577355,0.8465099,0.50726813,0.7431233,0.7144995,1.0792072,0.9624202,0.90023696,1.1349292,1.4703898,1.0067838,1.4109764,0.47533804,0.5396114,0.8027354,1.1743118,1.1380115,0.91634834,1.2387944,0.0,1.2325324,0.9210016,1.0804851,0.45892978,0.92749006,0.6303407,1.2677071,1.0982052,1.4393563,1.2888782,1.3090099,0.58326244,1.2409313,1.3211383,1.5180504,0.44206965,1.2202828,0.6343965,1.3514881,0.81764746,0.48085535,0.6853003,0.9545381,1.0944154,1.4323251,1.3797481,0.60462666,0.7222233,0.5648534,0.66118205,0.89919305,1.188965,1.17542,1.0307983,0.8560808,0.46656656,1.0497376
plate,0.9973965,1.0034701,1.0443656,0.78575575,0.83964086,0.8766833,1.2446631,0.58133686,0.8919518,1.0166361,1.0996821,1.1072963,0.8888711,0.91554976,1.0601807,0.906731,0.89433616,1.0054765,0.64082813,1.0455788,1.0803818,1.0503131,1.0177163,1.1731238,0.91681236,1.0662733,0.8354734,1.1228284,0.9320948,0.91565937,0.99752176,0.92627597,1.0550157,1.1077251,1.1014754,0.9902734,1.0585736,1.0454062,0.9830162,1.0863043,0.56079185,1.0513967,1.3051213,1.1113687,1.0065566,1.0287445,1.2212772,1.0969911,0.7998353,0.86952984,1.0771217,1.0628486,1.1354344,1.1259208,1.0629328,1.0449669,0.87883675,0.8884529,0.981925,1.160562,1.235914,1.0008101,1.1388932,1.1070412,1.1416446,1.1128197,0.99330246,1.0249804,1.1221491,0.7943374,1.2055875,0.9653791,0.7957582,0.8196708,1.1110665,1.030427,1.11737,0.99541444,1.145589,1.1802541,1.2357608,0.8521376,1.0333679,0.94729614,1.0546566,1.0753472,0.7276746,1.0014895,1.0198995,1.0757015,0.9576923,0.98232466,1.178503,0.6753508,1.2325324,0.0,1.109798,1.0716676,1.0712388,1.0501423,1.0757803,1.1592109,1.0410494,0.99671566,1.0368493,1.0766052,1.082584,0.87578785,0.411788,0.7937073,1.1781527,0.8695384,0.9509075,1.1995273,0.9324274,1.0403452,1.161315,1.020572,1.1885304,1.1068735,0.8832102,0.90092033,1.1736207,0.99847317,0.90765935,1.162324,1.0611416,0.7458466,0.89759356,1.188903,1.11201,1.0641725
pumpkin,0.92542285,0.8061993,0.9422738,0.807463,1.0101714,0.75355947,0.92091846,1.1929505,0.9705447,1.1022222,0.8856483,1.1099343,1.1203701,1.0972011,1.0876362,1.1251898,1.061115,0.909622,0.9931808,1.0910101,0.7520825,0.94295514,0.88775957,0.79327714,1.1716983,1.0867673,1.0254787,1.099959,1.0714449,1.1681932,1.1214395,0.8310611,1.0590088,0.87829316,0.99000144,0.90366346,0.81881046,1.181602,0.91618925,0.9292188,1.1618979,0.9316363,0.89309585,1.1220202,1.0936267,1.0090129,0.82294434,0.8110613,0.8748611,1.0260053,0.8997568,0.9639022,0.7280665,0.85204315,0.99750614,1.0567412,0.8694868,1.1375806,1.0127753,0.7768825,1.0253837,0.87671554,0.9247674,1.004907,0.8763871,0.9280088,1.0914187,1.1221981,1.0517067,1.2182093,1.1355033,1.1239299,1.1331233,0.9943505,1.0410147,1.1681788,0.8568803,0.8339731,1.0879779,0.7112861,0.83505803,0.75848675,0.9828564,1.0620296,1.092239,1.0684117,1.1666738,0.8288982,0.83362424,0.9427098,0.900483,1.0350723,1.08046,1.1074183,0.9210016,1.109798,0.0,1.157391,1.0717691,1.1904626,1.1378715,1.0716716,1.1115279,1.0738047,1.1255556,1.0170563,0.99421287,1.1400326,1.1185982,1.1787137,0.91452867,1.112517,0.9731537,1.1540867,1.0300502,0.99560314,1.0264906,0.9790648,1.0332536,1.0503206,1.1337906,0.9433552,0.76851255,0.8299607,0.992256,1.1638813,0.99887866,1.0662385,1.1323901,1.0537237,0.7849754,1.1387506
purse,0.9749749,1.1620474,1.0610852,1.1826354,0.89745915,1.0953872,0.94750804,1.1225808,1.0333465,0.9311956,0.95264995,1.0488682,0.56892455,0.9388815,0.76576614,0.8438665,0.87150323,1.0450639,1.0186007,0.8598585,0.9978461,0.85404444,0.96437544,1.022998,0.96196157,1.1280406,1.0944529,0.985385,0.8573421,1.0548285,0.8093626,1.1772295,1.0787067,1.0579705,1.0122682,0.9707274,1.1179768,0.96726644,1.091343,1.0566205,0.96938145,0.97947234,0.82864213,1.17223,1.1292292,0.9277955,1.0222988,1.0713153,1.1501956,1.0736517,1.0185615,1.1019402,1.1535778,0.9539439,1.0433991,0.9698381,0.94989526,0.90644747,0.98553383,1.1310558,0.7759949,1.1334918,1.1347835,1.0040123,0.9050668,1.0130736,1.0127537,0.77011955,0.91199785,1.0117095,0.9930007,1.052841,0.91724336,1.0186462,0.77128303,1.0104222,1.0046195,1.1136843,0.7778579,1.0581018,1.1890072,1.1693455,1.0791894,0.91676426,0.8123785,1.0899729,0.82624876,1.1306996,1.1452203,0.93029064,1.1653305,0.90809184,0.71515894,0.8932108,1.0804851,1.0716676,1.157391,0.0,1.0577677,1.1589305,1.0309434,0.8772309,0.9458703,0.74580204,0.6546836,1.0299028,1.0486556,1.0630432,1.1200116,1.0546651,0.9924981,1.010091,0.9516225,0.80295575,1.2321813,1.0788057,1.0825512,0.9632513,1.0273023,0.8790659,0.93861336,0.9785219,1.1447035,1.0866363,1.0610996,0.6905322,0.8848273,1.0763651,1.0392808,1.0912259,1.0790342,1.1957881
radio,1.0068651,0.84551215,1.3866732,1.1068821,1.066062,1.250052,0.87691253,1.1857129,1.2203306,1.3581975,0.6376725,1.1656165,1.4836814,0.96490324,1.3627915,1.1565943,1.0255226,0.41729158,0.70323044,1.0341042,1.1678662,0.7503007,0.6613952,0.38406026,0.6933507,1.0581263,1.0677547,1.2548187,0.62772477,1.2258826,1.1503712,1.0238404,1.1788667,1.1136026,1.355628,0.9501354,0.39011562,1.2115288,0.43652773,0.8035097,1.242312,1.3429096,0.99906635,1.0404443,1.1185695,1.1742061,1.1472884,0.64522797,1.1208153,1.1616474,0.7995656,1.2231559,0.7349373,1.1543828,0.82080865,0.5901996,1.3263459,1.2736895,1.2726314,0.5904864,1.355178,0.748574,1.2056501,1.3345262,0.6539675,1.0065573,0.9446346,1.3777525,1.3867283,1.2747219,0.5938377,0.5313189,1.2362075,1.2447816,1.4466158,1.2623124,0.95976526,0.5366778,0.76103497,0.7425069,1.1744584,0.97010785,0.65664184,1.2051188,1.4325004,1.0901656,1.3212729,0.37839693,0.5287796,1.0151923,1.1467153,1.1956367,0.83709836,1.27962,0.45892978,1.0712388,1.0717691,1.0577677,0.0,0.8633523,0.6972008,1.2886822,1.1003132,1.3967234,1.2306708,1.2606105,0.5883366,1.2515135,1.1814972,1.3542296,0.4602394,1.1619602,0.7439015,1.2841346,0.7231331,0.44369638,0.6459944,1.0295603,1.2045528,1.4156768,1.3199238,0.59537077,0.77778274,0.6026873,0.52911,0.88157827,1.227977,1.0355964,1.0455596,0.81045735,0.50870794,1.0374862
refrigerator,1.1664156,1.2465262,1.0500939,1.2646669,1.040498,1.1298797,1.1051171,0.6030636,1.0312121,0.77039826,1.1980728,0.68459105,1.1952425,1.0978789,0.9784168,0.9875721,1.0354466,0.9945684,1.0843022,0.8502491,1.2109534,1.0948063,1.1549742,0.9126293,0.84238964,0.84852964,0.8034742,0.6578137,0.9447077,0.5917206,0.9508167,0.97524536,0.8351004,1.1697503,0.74725205,1.0893949,1.1497914,0.65599287,0.978503,1.001218,1.1610665,1.0251752,1.0804532,0.30628908,0.5235295,0.9930612,1.1605519,1.107051,1.1968058,0.9939955,1.2527807,1.0180105,1.2412677,1.2964816,1.0458068,0.9693588,1.2745956,0.9701373,1.1754194,1.1531115,1.153969,1.3442695,1.0537152,1.2230277,1.1621149,1.1448777,0.89245635,1.0030661,1.0889821,0.960266,0.60256344,0.7388843,1.1532106,1.174342,1.2105832,0.7104271,1.2935896,1.2158368,0.9077685,1.2119153,1.1931596,1.1056421,0.7176977,1.0211356,1.1303034,0.7108087,1.0435098,1.0714478,1.1029564,1.1071761,1.0642833,1.1347097,0.92626035,1.1311586,0.92749006,1.0501423,1.1904626,1.1589305,0.8633523,0.0,1.0337694,1.1325969,1.0534426,1.0097558,1.2278208,1.186538,0.94177085,0.6716111,0.86518514,0.9320677,1.126263,0.93481696,0.9373285,1.1913979,0.96463346,1.0134221,0.8286382,1.1636196,0.82381,0.98047775,0.77608633,1.2524735,1.2958777,1.2378049,1.202668,0.968707,1.1957308,0.9937828,0.9263833,0.4633875,1.1617961,0.44537973
rooster,0.77163863,0.97120494,1.2468585,1.122461,1.2708552,1.2030298,1.0634425,1.2337279,1.2325519,1.2566226,0.7671969,1.1443255,1.3249791,0.71143883,1.3344133,1.2520549,1.0534041,0.6894028,0.8885597,1.1248095,1.1094733,1.0106168,0.6995256,0.69742155,0.86404854,1.0312082,1.0736786,1.1568269,0.7029029,1.154866,0.9682184,1.0733377,1.2345172,1.2052282,1.2176958,0.82825977,0.7137936,1.2016108,0.7105271,0.7522849,1.1704338,1.1590058,0.8404433,1.0517524,1.1143544,1.2080868,0.8271529,0.8573997,1.0910519,1.221387,0.9271302,1.0532731,0.92225754,0.87672997,0.81751406,0.845073,0.9870507,1.219031,1.1768775,0.8074692,1.1245106,0.90804726,1.0059018,1.2123361,0.764842,0.88003576,0.92426455,1.194716,1.2392762,1.2033191,0.83820784,0.75453305,0.97480106,1.182457,1.2723297,1.024804,1.0733215,0.7393181,0.8790971,1.0299885,1.1330075,1.041522,0.9046826,1.1594177,1.3204106,1.0534317,1.1644317,0.71212435,0.76149976,0.74127984,1.1328772,1.0145153,0.99088705,1.175004,0.6303407,1.0757803,1.1378715,1.0309434,0.6972008,1.0337694,0.0,1.2636688,0.98847413,1.2442664,1.014116,1.1268616,0.8882755,1.1709409,1.2282927,1.2522694,0.6240623,0.96802473,0.7967013,1.1593528,0.8976199,0.64094126,0.9110434,0.92488,1.0551866,1.213748,1.1806751,0.6638571,0.8328053,0.7682808,0.7832413,0.9538078,1.1461684,0.99983805,1.1046561,0.94519717,0.752863,1.1432947
scarf,1.0726401,1.2249557,0.7490245,1.1428597,0.9923577,1.010271,1.0943531,1.0150269,0.6776051,0.8586832,1.1077447,0.96759427,0.6516451,1.1172241,0.7336825,0.7897857,1.1497415,1.3013166,1.3114667,1.1785911,0.9767118,1.2151638,1.2178901,1.2947185,1.0197427,0.9432063,0.72037935,0.9167244,1.2800223,0.9926641,0.95750886,1.1380193,0.76295364,0.7653381,0.8326455,1.1194699,1.2854155,0.892956,1.311825,1.0912229,1.0135638,0.79554546,1.162524,1.0641705,1.0088457,0.73751897,1.0453813,1.0293516,1.0939306,0.67360497,1.1161573,0.96340334,1.0562674,1.0870806,1.2258266,1.0161109,1.169646,0.6195879,0.84995097,1.1605563,0.90305454,1.3104776,0.887458,0.7412356,1.152161,0.8080019,0.9799139,0.6852016,0.6308561,0.8023475,1.1635208,1.248565,0.9750069,0.91996855,0.81229526,1.0269074,1.0794634,1.2415501,1.1221728,0.9038924,0.92771906,1.1908002,1.1631618,0.6750002,0.7087885,0.92369807,0.96276397,1.2705245,1.2236024,1.0868996,1.1103734,0.97557503,1.0602748,0.99240386,1.2677071,1.1592109,1.0716716,0.8772309,1.2886822,1.1325969,1.2636688,0.0,1.1060067,0.66521907,1.0470998,0.8547983,1.0196807,0.96427786,1.0263574,0.84960383,1.2665356,0.9600681,1.2326252,0.8447326,1.1788142,1.268456,0.9962464,1.1023784,1.0291021,0.6099012,1.0175961,1.3061008,1.1431946,1.2124515,1.2497137,1.024383,1.1142771,0.9446857,0.8171754,1.1652339,1.174305,0.9727286
