,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sweater,0.63377035,1.1107353,1.3567632,0.74785244,0.4160986,1.2564731,1.4008818,1.1331196,1.2226777,0.75140274,0.73419464,0.3605615,1.4524436,0.7273116,0.45328552,0.9145328,0.4828031,0.69923025,1.039289,1.413929,1.0860735,0.83124536,1.2977823,1.3326569,1.4458438,1.3616033,1.465821,1.1027268,1.3461006,0.8511722,0.81736934,1.2634175,0.87302274,0.6563556,1.0686206,0.95303667,1.104225,0.8198484,0.3606634,1.0960449,1.5196618,0.564429,1.3518198,1.1706033,0.8809794,0.76638436,1.0473897,0.9883975,0.9695913,1.1981664,1.350785,1.3078138,0.68328905,1.3943701,0.5447846,1.2592974,1.4666377,1.3718858,1.0097579,1.3992788,1.0312974,0.8990644,0.83515096,1.4677503,1.0732898,1.1280626,1.2971067,0.759027,0.7501722,0.78701806,1.1453437,0.8699003,0.9772201,0.29873407,1.220511,0.4078111,1.3333869,0.8419035,1.3129945,1.1281192,0.91048974,1.2633023,1.0616546,0.835105,0.8443608,1.059122,1.3155024,1.389132,1.3431456,1.334157,1.3459094,1.3469467,0.96586174,1.1414006,0.34525788,0.51200294,0.57233673,1.5226665,1.487427,1.1784403,1.1395514,0.9562307,1.0114763,0.9538159,1.2863481,1.1292536,1.1757268,1.1517919,1.1373564,1.3661976,1.3126591,0.6399854,0.8396467,1.3332189,0.6619636,0.85364205,0.62131923,1.0487323,0.048894048,0.9809566,0.9986754,0.79206383,0.49765575,1.5223567,0.6866813,1.4067798,1.0389199,0.86579657,1.1753352,1.375966,1.3393568,0.91944474,0.0,0.66174465,0.493366,1.2506034,1.3987513,1.3904849,0.8988589,0.9512898,1.1657469,0.94445705,0.83452487,1.0722047,1.3283335,1.5155398,0.8097302
swing,0.76929605,1.159008,1.1226907,0.9968332,0.78874505,1.0380723,1.0722917,1.1086036,1.1956522,0.79312646,0.77414536,0.59419173,1.3286747,0.9301489,0.5956225,0.89576054,0.7134169,0.9530091,0.87734866,1.2571807,1.1940199,0.8011101,1.2517264,1.2397958,1.2650785,1.1423777,1.2908082,0.979737,1.2506466,0.8507439,1.0256401,1.0796908,0.92422956,1.0163019,1.0420774,1.0106916,1.0548882,0.7984571,0.6935285,1.0752832,1.2784864,0.7632896,1.2483021,1.1090015,0.9737072,0.8242191,0.97198224,0.9907871,1.0562371,1.0701469,1.2654951,1.1505678,0.82874316,1.140748,0.80841494,1.2649158,1.2524447,1.188092,1.0958235,1.2935034,0.85926473,0.81279856,0.7816952,1.2474413,1.2034835,1.0661589,1.103841,0.923787,0.98207206,0.9919473,1.1115844,0.85637534,0.8861297,0.6573658,1.2145712,0.8620685,1.2974776,0.9478873,1.1105573,1.221217,1.0331943,1.0321687,1.0509056,0.9516077,0.80813855,1.1010226,1.1748412,1.1724946,1.2917938,1.249951,1.1957684,1.1449963,1.0011966,1.0736411,0.6409723,0.9453237,0.70153666,1.3181144,1.3106366,1.0901997,1.2182193,0.97628045,1.1543612,1.022556,1.1543298,1.0950625,1.1524612,1.1950237,1.1707976,1.1785607,1.1819382,0.8173038,0.8506402,1.1398317,0.95623463,1.0161494,0.7907057,0.8634174,0.67641675,1.0622706,1.1824127,0.83547175,0.35877866,1.3396908,0.6199225,1.3042226,1.132499,1.0538629,1.2066491,1.1170486,1.2167505,0.9404323,0.66174465,0.0,0.76230526,1.0024965,1.2925828,1.1775411,0.94849855,1.1174027,0.79082143,0.8661626,0.9118224,1.0400165,1.2046363,1.311666,0.89505506
table,0.65890306,1.1645604,1.3967752,0.6965756,0.47183067,1.354049,1.4413853,1.0450435,1.063071,0.5234047,0.8427876,0.383381,1.4700222,0.5544857,0.3986078,0.9546733,0.43885833,0.5353272,0.7744627,1.4757546,0.8117295,0.5220006,1.3069465,1.4315543,1.3822489,1.3340093,1.4640517,1.1207628,1.2848881,0.94103056,0.6362362,1.2666483,0.8618999,0.79258776,0.89510834,0.90010655,0.95349985,0.75903606,0.51358724,0.95127904,1.6084318,0.3599884,1.3548765,1.1396327,0.60980475,0.83078694,1.1580497,0.9382606,0.8743763,1.1484808,1.476351,1.4370528,0.90625423,1.561566,0.9160158,1.4318365,1.4739807,1.3441978,1.0182427,1.3434808,0.9184638,0.8402205,0.69211745,1.6152915,1.1410898,1.1363026,1.1182754,1.0738263,0.7101804,0.8354406,1.4028199,0.8463309,0.9589377,0.59736085,1.1154338,0.5613468,1.220837,0.6549546,1.319898,1.1294305,0.9047017,1.2105248,0.94340163,0.79604536,0.82253337,1.1721302,1.3208516,1.5794189,1.2052853,1.4423649,1.5318004,1.3368036,0.7664527,1.2776108,0.49280185,0.66665435,0.25657654,1.6010058,1.6031191,1.3482677,1.0466093,1.0449884,0.89620566,0.77485454,1.2946358,0.7172254,1.1815442,1.0790774,0.9683313,1.3706268,1.4012923,0.7274653,0.7693091,1.319385,0.5542998,0.7075354,0.7541241,0.87793064,0.5205099,0.8736614,0.9197425,0.49384952,0.5346891,1.5741664,0.6119564,1.4830014,1.009097,0.74139225,1.0936093,1.4735174,1.3823376,0.8385349,0.493366,0.76230526,0.0,1.140588,1.63146,1.5294008,0.8184997,0.9007926,0.9893942,0.5124984,0.7885877,1.0719848,1.2904724,1.6579323,0.87388706
tape,1.2234275,0.98137355,0.6194316,0.98683447,1.2879163,0.696699,0.6914693,0.7235776,0.932005,1.0795527,1.0069104,1.238601,0.870255,1.2033695,1.0198619,1.1293852,1.2438736,0.9057493,0.76435244,0.8776451,0.9029168,0.7916138,0.88589156,0.9608055,0.70082355,0.848838,0.95843476,0.969049,0.9864947,1.2719481,1.2370074,0.69436383,1.1977695,1.3306158,0.74137247,1.0800123,0.840456,0.971822,1.2596755,1.0401057,0.86138237,1.2411679,0.95952314,0.96542263,0.84874606,1.1852403,0.9357085,1.132363,0.9179419,0.9096259,1.0659167,0.8300077,1.0609525,0.9249212,1.1025122,1.0827721,1.0236712,0.9681582,1.2216185,0.9283356,0.68813694,1.1928711,1.1158429,0.9546361,1.1546458,1.0781441,0.61313105,1.2004187,0.9026028,1.1500952,0.9037535,1.0403943,0.97224796,1.1877053,1.0330093,1.3066769,1.004377,1.2839104,0.90727556,1.2690822,1.1342081,0.65621585,0.93531275,1.1022469,0.94622934,0.97857594,0.88212776,0.95783776,1.0497677,0.9963872,0.94885206,0.66540253,1.1230099,0.88418436,1.2386154,1.3174659,1.0654218,0.8774979,0.8770437,0.86810595,0.75868165,1.1243528,1.2801739,1.0874407,0.96510524,0.7178773,1.1180007,0.9462435,0.98127407,0.9463461,0.88744056,1.2875934,1.0815483,0.929473,1.2280718,1.006715,1.1722689,0.7202338,1.2585152,0.9436976,1.0076493,1.0462159,1.0468876,0.86512387,1.1557021,0.93220186,1.2213583,0.9265924,0.95477855,0.91964805,0.81224585,1.0902756,1.2506034,1.0024965,1.140588,0.0,1.0184153,0.98486155,1.02264,1.2427032,0.55505884,0.73342645,1.1671393,0.8791915,1.0823021,0.844211,1.231066
toe,1.444252,0.7477466,0.70070434,1.3073118,1.3005843,0.568743,0.53299737,1.0964695,1.0340793,1.3414344,1.3079233,1.4993978,0.59449536,1.3409365,1.5178568,1.3176862,1.4521943,1.3663017,1.1936492,0.5860375,1.1497414,1.4565573,0.5859089,0.4127875,0.6116271,0.8411944,0.503309,1.0886539,0.54298556,1.1791737,1.1938438,0.9336794,1.1588156,1.051905,1.0829717,1.0408,1.0872325,1.1507807,1.3639055,1.1239227,0.43633556,1.4927545,0.64871013,1.1028008,1.3467827,1.2853682,0.8456919,1.0884936,1.1015747,1.1079533,0.23204494,0.50417006,1.1502042,0.36730814,1.0791185,0.16125137,0.599866,0.84120345,0.71912485,0.7051011,1.3333615,1.2864311,1.418688,0.30006945,0.69414705,0.92478794,0.84865105,0.83694595,1.2334743,0.84873927,0.4926077,1.3540401,1.1169697,1.3366518,0.8822827,1.2560872,0.7309309,1.3159932,0.83170813,0.68392265,1.1854075,0.8872298,1.1654538,1.0305749,1.3194871,0.5974538,0.78299725,0.28882623,0.81410575,0.3504343,0.23715198,0.8273859,1.3229172,0.9594054,1.3588146,1.1839523,1.5517832,0.4399295,0.4522189,0.9238288,0.98643076,1.0950989,0.9009252,1.2188692,0.87787545,1.1489472,0.9857572,0.9613931,1.0876344,0.68888855,0.47745484,1.311657,1.2248738,0.96679,1.2907345,1.2579093,1.2587769,1.2557714,1.3530974,1.093398,0.9693923,1.3444169,1.4140309,0.3647009,1.4111964,0.55661845,0.69039625,1.2770377,0.9337714,0.7217389,0.7082345,1.202111,1.3987513,1.2925828,1.63146,1.0184153,0.0,0.44304073,1.108633,0.97243327,1.0856179,1.3826543,1.2697666,0.9898139,0.7376439,0.31287408,1.1638325
tooth,1.4403428,1.0287461,0.77329034,1.3087834,1.448314,0.7772876,0.5845921,1.1754746,0.985036,1.1611562,1.2807231,1.3901169,0.35174203,1.1905798,1.4688113,1.2836856,1.4190636,1.2244928,0.9701478,0.48590118,0.9840934,1.4210967,0.76300216,0.37328017,0.5000448,0.83685017,0.32397497,0.94829166,0.81506693,1.1288013,1.1693686,0.78103364,1.111,1.1641732,1.1504788,1.1663201,1.1569767,1.2247185,1.3563366,1.1961982,0.1638788,1.4177017,0.5299807,1.0856308,1.2768507,1.3285348,1.0714468,1.0696689,0.9638923,1.0450743,0.53233045,0.73662883,1.1666937,0.42577666,1.1586697,0.63370645,0.3983283,0.59131455,1.2017553,0.6664611,1.326728,1.1780856,1.3162651,0.18144834,1.0908633,0.8392935,0.97148395,1.031692,1.3463421,1.2698106,0.66530436,1.2019283,1.2157251,1.2900808,0.9103127,1.3106574,0.71586156,1.2210494,0.72470284,0.8020246,1.2837993,0.6138029,1.1641741,1.3713369,1.1566595,0.82913005,0.8523946,0.12318319,0.87141573,0.5001303,0.5938703,0.85822,1.2116593,0.89788723,1.4317887,1.2385055,1.4923558,0.30987084,0.30292702,0.8749795,1.1101995,1.1815808,1.0071483,1.2012333,0.76852655,0.97297674,0.9899643,1.1961029,1.0981541,0.46312696,0.67490745,1.2249587,1.1346264,0.93649197,1.3634913,1.2208773,1.2785734,1.1832356,1.3474951,1.2651746,0.9719691,1.2443295,1.3440953,0.31959152,1.2786378,0.45306528,1.1529515,1.2113966,0.9381827,0.65250146,0.76644063,1.2502958,1.3904849,1.1775411,1.5294008,0.98486155,0.44304073,0.0,1.1908957,1.0855322,1.0923978,1.2568284,1.1755724,0.991351,0.71103966,0.25575793,1.0842551
toothbrush,1.0343369,1.0373504,1.1053836,0.58352685,0.70858896,1.1020069,1.204507,0.6522927,1.2543128,0.90303814,1.0102967,1.0089595,1.2387247,1.0317004,0.8196331,1.1039951,0.9792755,0.9050491,0.97928464,1.2028961,0.8780594,0.91094655,1.0871135,1.1344322,1.1444105,1.2564508,1.2700517,1.1355777,0.84819233,1.1059861,1.0768557,1.1956564,1.1843098,1.0463606,1.0062804,0.71265996,1.0941828,0.61547,1.0002023,0.8060482,1.0612245,1.0035517,1.1247802,1.2026709,0.8105227,1.1185102,1.0988251,1.1190035,1.1331674,1.0954261,1.0469983,1.101154,1.0024573,1.1848326,1.026846,0.88662606,1.1372371,1.2277691,0.8294191,0.65380704,1.0499889,1.0461011,0.7683844,1.1977197,0.91684175,1.0117978,0.7539515,1.0522178,0.81631684,0.5758249,1.1524283,1.1186607,0.7236712,0.96237546,1.283601,0.88427013,0.4173286,1.077861,1.0355899,1.0534804,1.0558345,1.0946332,0.92738676,0.7875688,1.0360494,0.84318817,1.2053303,1.2351273,1.0642896,0.9625918,1.0875632,1.10855,0.98243225,1.2685342,0.8032404,0.9498612,0.78690505,0.9442149,0.93571806,1.2776968,0.7912388,1.1164961,1.1067519,1.0499752,1.1916456,0.86931145,1.1352699,1.1252838,1.0446689,1.2670603,1.1093704,1.110369,0.8537329,1.3211886,0.78658134,0.86407065,1.0296162,0.62576336,0.8607775,0.9639387,0.45286542,0.8187064,0.8540251,1.2094831,1.1230907,1.061137,0.858413,0.80222195,0.40121108,1.2104725,1.1689501,0.8904652,0.8988589,0.94849855,0.8184997,1.02264,1.108633,1.1908957,0.0,1.0001163,0.874703,0.8437854,1.0619518,1.0171965,1.0377519,1.1942654,1.080429
towel,1.0141519,0.9178172,1.2604237,1.168221,0.8420531,1.0802763,1.1251395,1.0891589,0.89352864,0.88818055,0.96138746,0.6807276,0.8899601,0.7309638,0.90621054,1.0073688,0.5376885,1.0801128,1.1484839,1.075318,1.036379,1.1472094,1.0849771,1.0430027,1.0676216,1.1663218,0.90184915,1.0556327,0.99740183,0.9517026,0.5475838,1.1861298,0.78884125,0.86875224,1.038286,0.92820865,1.2632377,1.1100851,0.70338,1.1150473,1.0366381,0.71952295,0.96707463,1.126751,1.2187262,1.0421339,0.9331113,0.7812897,0.8444495,1.1014098,0.987189,1.0411338,0.9664491,1.0951705,1.1253297,1.0091614,0.9659673,1.184809,0.83422536,0.94731367,1.2020016,1.1123431,1.0165616,1.0623734,0.64521086,0.983707,1.1639535,1.0844566,1.0307282,1.0136808,1.0436885,0.9159643,1.0140802,0.9223771,0.9425894,0.67473465,0.87809956,0.87500393,0.9385165,0.6385324,1.0597175,1.1454217,1.0203255,0.72559655,1.2404785,1.1221383,1.2179587,1.104792,0.43316847,1.0013896,1.0568084,1.1737889,0.9379587,1.2269163,0.7377914,0.68696535,1.0338056,1.0089484,1.0481052,1.0760868,1.1170632,1.1152908,0.27614486,1.2087051,1.1569132,1.0867195,1.0971291,0.9728874,0.8198693,0.9144106,1.1008022,0.873515,1.0206054,1.1544937,0.89120615,1.1712775,0.82526857,0.9754115,0.9911357,0.9410672,0.9567479,0.885073,1.0121353,0.95318776,0.8694324,1.017108,0.58188415,1.1891665,0.9769841,0.99536073,1.2369801,0.769058,0.9512898,1.1174027,0.9007926,1.2427032,0.97243327,1.0855322,1.0001163,0.0,1.0445471,1.1417753,1.0295979,1.085571,0.89018905,1.0801218,0.720972
toy,1.0611674,1.0754476,0.89379823,1.051772,1.0810411,0.6761868,0.72004175,0.90116066,0.89303344,1.1656415,0.8446292,0.9274318,0.9791557,0.99501693,0.84174246,1.0499593,0.8722071,1.1489964,0.70515114,0.9263435,1.1253339,0.6644157,0.898423,1.1158363,0.72115815,0.9437943,1.0146542,1.061805,0.96709657,1.2469059,1.1133931,0.8841491,1.1944171,1.1968813,0.9732994,0.9879768,0.9689625,1.023571,0.96839154,1.0305734,0.97245884,0.97117996,1.070549,1.1216153,0.9673329,1.0486457,0.5689311,1.1848527,0.959753,1.0817013,1.0936,0.97735894,1.0165324,1.0725541,1.164217,1.1175921,1.1011704,0.971964,1.0356692,1.1071033,0.5780663,1.0957404,0.9544623,1.1070068,0.8335614,1.2084869,0.58864653,1.2055415,0.79644,1.0625885,1.0398712,1.0863856,0.8043194,1.0050497,0.9486796,1.067712,1.0735432,1.1006427,1.0558298,1.095498,1.1178185,1.0201759,0.85768074,0.73228705,0.9869458,1.0513127,1.0127733,1.104782,1.0774549,1.0187451,1.1354398,0.9605266,1.0865561,0.9227718,0.96187675,1.1926465,0.8940402,0.9844823,1.0298765,0.88025856,0.88756126,1.1355639,1.0748874,1.0759379,0.995079,0.9980599,1.1234273,1.0637364,0.92996204,1.0001892,0.9427961,1.2469692,1.0047568,1.0549462,1.0807368,1.1517836,0.9073779,0.48912185,1.1945915,0.80583155,1.0628318,1.1139028,0.79214346,0.92833114,0.8934857,1.0397444,0.9335787,1.0884193,1.0719693,0.93598735,0.972776,0.6224693,1.1657469,0.79082143,0.9893942,0.55505884,1.0856179,1.0923978,0.874703,1.0445471,0.0,0.8432877,1.1782236,0.9692111,1.0136063,0.99601376,1.2534351
tray,1.0682999,1.0645711,1.0656189,0.74724275,0.90221876,1.1149609,1.1325488,0.86247814,0.7858966,0.5643966,1.0126902,0.9259912,1.2185457,0.9078925,0.77125126,1.1272032,1.0150026,0.66694796,0.51631266,1.0818275,0.48240805,0.4637239,1.1468577,1.2424452,0.9323178,1.1976831,1.2105434,0.9108272,1.2467017,1.2171321,0.9203702,0.9437451,1.0657115,1.1861756,0.7099855,0.9643174,0.80715466,0.8062927,1.0849028,1.0489078,1.1965194,0.8261651,0.93661284,1.0175956,0.57226616,1.1327055,1.1790829,1.0738196,0.8704716,0.99310845,1.39568,1.0090759,1.0280428,1.2695031,1.1598794,1.2780772,1.349647,1.0987382,1.2209727,0.916597,0.9782635,1.0701402,0.86837125,1.3131669,1.3921847,1.1161622,0.7891042,1.2699864,0.94907296,1.0189162,1.3187424,0.9734383,1.015599,1.0400465,0.9726311,1.0979714,0.882729,0.992602,0.9641149,1.3804476,1.1384184,0.92422926,0.85931176,1.184805,0.8394239,1.2154617,1.1018358,1.283999,0.98240256,1.3077652,1.2797085,0.9794327,0.8129792,1.2363603,0.9679245,1.0966575,0.56746596,1.1612375,1.1448734,1.1977953,0.8861178,1.1459433,1.216727,0.87113357,1.1229185,0.2755462,1.2311162,0.98349446,0.8183127,1.0859424,1.2671804,1.0410198,0.92126137,1.2009447,0.89995766,0.7260332,1.189526,0.813172,0.9603282,0.9267243,0.7860178,0.4929942,0.79982334,1.1993275,0.93544775,1.0891386,1.2290072,0.69363534,0.7479538,1.1296282,1.0918922,1.0717233,0.94445705,0.8661626,0.5124984,0.73342645,1.3826543,1.2568284,0.8437854,1.1417753,0.8432877,0.0,0.98537165,1.0331517,1.1466355,1.3031049,1.0988759
tree,0.8948589,0.99152374,1.0383625,1.041113,0.8489851,1.1600018,1.155519,1.1230706,1.0688919,0.85774714,1.0468795,0.84229565,1.1634525,0.87684524,0.94852287,0.98409593,0.94040924,0.9059536,0.9724588,1.1459395,1.0882108,0.92532927,1.2682064,1.1783495,1.2438116,1.0818123,1.1626307,0.71900964,1.1689289,0.9881979,0.8633809,1.0421716,0.7801485,0.7895132,1.0676664,1.0157678,1.041249,0.89811456,0.8233843,1.0793769,1.1791182,0.76607096,1.1361439,0.94511473,1.0166748,0.9888394,1.1182002,0.8112183,1.0344898,0.93873405,1.2542459,1.1718361,1.0650029,1.1520622,0.8547255,1.1882063,1.1786802,0.8964205,1.1562558,1.1739287,1.004756,0.8777355,0.885325,1.1996725,1.1921061,0.99563855,1.1481273,0.94618565,1.0963982,1.0464201,1.1120514,0.811976,1.0961797,0.83803296,1.0957491,0.97147214,1.1764287,0.77522707,1.0023099,1.0787135,0.9649012,1.0436006,0.9862365,1.0825558,0.85603154,1.0888984,1.1129231,1.1905919,1.1568905,1.2326161,1.1866274,1.1199205,0.9283439,1.1546301,0.9222703,0.94225883,0.8576887,1.1872036,1.1973267,1.1518447,1.1484134,0.93125343,1.0536389,1.0025501,0.90024936,1.080302,1.0665718,1.1202259,1.0093485,1.0079107,1.1755493,0.7488172,1.0092752,0.96533597,0.9385531,0.9827151,0.9508225,1.0536116,0.8357097,0.9254614,1.1575856,0.9016389,0.826792,1.2120875,0.92361486,1.1772068,1.1461774,1.0150105,1.141586,1.0562927,0.9796598,1.0564823,0.83452487,0.9118224,0.7885877,1.1671393,1.2697666,1.1755724,1.0619518,1.0295979,1.1782236,0.98537165,0.0,0.9986238,1.0076728,1.2478468,0.76416516
truck,0.9937895,1.0165932,0.98479915,1.1399704,0.99829835,1.0123276,1.0345466,0.99551564,1.1188794,1.0321493,0.9758334,1.0545962,0.98585963,0.9899692,0.9150223,0.9521866,1.0358332,1.0601498,0.9067954,0.99473757,1.2026042,0.9429602,1.0908039,0.9605546,1.0728905,1.031547,1.0653808,0.90433747,0.8528265,0.9686656,1.1404659,0.97051674,1.0957077,1.0851976,1.0583909,0.9431034,1.0652713,0.9608465,1.0596884,0.9427908,1.0144678,1.0890905,1.1473923,1.0012172,1.0127689,1.0527875,1.0478523,0.99713206,0.9121927,0.9288662,0.95288795,1.084244,1.061396,0.9431626,0.9252937,0.93489516,0.9677889,1.0121042,0.94755787,1.0827067,0.9075104,1.0025262,0.9739087,0.9698286,0.9651077,1.0558021,0.97882575,0.92046726,0.9942753,0.89872223,0.9199838,0.9565871,0.95559597,0.9535658,1.1722031,1.0204397,1.0514472,1.0584488,1.0145705,0.9957163,1.0390145,1.0051908,0.94532806,0.9309478,0.9455068,0.8878918,1.0729849,1.0040895,1.1310539,0.9526197,0.9697044,0.9622164,0.95291245,0.9211631,1.0044552,1.0201695,0.9396588,1.0162439,1.021827,1.034871,1.1412275,1.0328315,1.0912794,1.0045476,1.028845,1.0759974,0.9894997,1.0505912,1.0032908,1.0517191,0.9434858,1.0708196,0.9705066,0.98703206,1.0067602,1.0297761,0.95135057,0.9142264,1.0359648,1.0456994,1.1501955,1.0714781,1.0638878,0.99602747,0.998395,1.0408738,1.0058869,1.1137673,1.1330808,1.0093161,0.9810065,1.042796,1.0722047,1.0400165,1.0719848,0.8791915,0.9898139,0.991351,1.0171965,1.085571,0.9692111,1.0331517,0.9986238,0.0,1.0473253,0.9998469,1.0400136
vacuum,1.311193,1.0218904,1.1148292,1.328177,1.3646939,1.1078794,0.8733002,1.3257177,0.63247323,1.1417049,1.2524623,1.2607242,0.59445894,0.8575909,1.5304391,1.1777217,1.3054817,1.3087449,1.0936785,0.55270374,1.0440003,1.2255312,1.1192793,0.566152,0.6803284,0.89868927,0.37003708,0.8974644,0.9509159,1.1259296,0.5320838,0.76897573,0.7347586,0.9241508,1.0856297,0.9280645,1.1885383,1.2768548,1.1232352,1.3091327,0.5676589,0.9067637,0.5966388,1.0665028,1.3933419,1.1944947,0.927864,0.5991399,0.918856,1.0315977,0.60414433,0.9480183,1.2967306,0.75002384,1.1481066,0.8466269,0.72274345,0.7556303,1.0098547,0.5317809,1.3300872,1.1290731,1.182235,0.5391089,0.9727535,0.9965292,1.1825498,0.9737557,1.3410442,1.2623149,0.76663375,1.1535754,1.0011449,1.3129995,0.6891592,1.2475486,0.6624071,0.7103162,0.55639136,0.7749643,1.2829874,1.1115035,0.8918284,1.2740386,1.3154905,1.0307614,1.0231493,0.7318945,0.80749404,0.6406366,0.81823325,1.1737442,0.8939469,0.98063785,1.3902693,1.1173613,1.440604,0.48226076,0.52100503,0.9610766,1.2045841,1.1303692,0.71171176,1.3589907,0.61536634,1.0969247,0.9509415,1.1832196,0.808046,0.49863404,0.8041269,0.7866523,1.1602852,0.8792261,1.3223681,1.338732,1.2762841,0.9781066,1.3476554,1.0462201,0.89518297,1.1434621,1.185491,0.5025944,1.2501752,0.7814027,0.98114765,1.3385577,0.81863105,0.5798035,0.9623258,0.9436332,1.3283335,1.2046363,1.2904724,1.0823021,0.7376439,0.71103966,1.0377519,0.89018905,1.0136063,1.1466355,1.0076728,1.0473253,0.0,0.58996713,0.8087816
watch,1.577782,0.88475233,0.7288327,1.3611871,1.5553167,0.67669386,0.5234029,1.141365,0.82978714,1.3331081,1.341053,1.5735413,0.26766872,1.36239,1.562671,1.244582,1.522019,1.3391,1.0461123,0.30325115,1.0497243,1.4906533,0.6192787,0.36253607,0.36917102,0.7219134,0.27520412,0.8444015,0.69626427,1.2418492,1.138902,0.665881,1.1977793,1.2101123,1.1606988,1.1762996,1.1529312,1.2766018,1.4841655,1.2148712,0.13961154,1.5384209,0.50669736,1.0878383,1.3799614,1.3805118,0.8727216,1.1068068,1.0277996,1.0240988,0.38893616,0.63770366,1.2060696,0.35278362,1.2285074,0.52672064,0.4855221,0.55012226,1.0820726,0.53181183,1.3204092,1.3081131,1.3410385,0.13698119,0.8868997,0.8919352,0.916302,0.9999928,1.2858843,1.2227736,0.5024077,1.2380081,1.1630883,1.4298995,0.8293421,1.4040303,0.6836257,1.3008828,0.6737582,0.7979648,1.3120857,0.82316923,1.0694866,1.3400135,1.241897,0.84458554,0.73528457,0.17589498,0.7145819,0.4070961,0.5027287,0.84350723,1.283392,0.7496707,1.5126904,1.3011283,1.6153051,0.16529572,0.17466551,0.7492795,1.0259283,1.1659877,0.98992413,1.2349141,0.63615334,0.9892909,0.9511556,1.0172949,1.0469664,0.41756058,0.592118,1.3163378,1.2436992,0.7780915,1.4109062,1.3071783,1.3204293,1.1378567,1.4950805,1.1465397,1.0205605,1.3603499,1.4865909,0.19394869,1.3696272,0.4328264,1.0139427,1.3280799,0.8874706,0.4793163,0.69085777,1.1774399,1.5155398,1.311666,1.6579323,0.844211,0.31287408,0.25575793,1.1942654,1.0801218,0.99601376,1.3031049,1.2478468,0.9998469,0.58996713,0.0,1.17489
window,1.0004555,1.1315877,1.2838476,1.1342595,0.8888495,1.2942612,1.1591668,1.2026994,0.9528029,0.7967542,1.0110656,0.7248211,1.0465788,0.79835665,0.99668485,0.99571496,0.7984021,1.0912458,1.1413124,1.0813429,1.1172118,1.0880396,1.3711191,1.0235589,1.2197611,1.2193964,0.93366617,0.9144094,1.1797119,0.729733,0.50134754,1.0666918,0.29982084,0.7667289,1.1042258,0.94648635,1.2128167,1.0875409,0.73027307,1.084176,1.1254735,0.6185228,0.98463863,0.99139833,1.1992732,1.031261,1.1379839,0.40331483,0.99695694,1.0073625,1.0672572,1.1980935,0.9141599,1.0975962,0.9236023,1.1675624,1.137544,1.0491508,1.1638278,1.0921215,1.2476985,0.9677386,0.75335693,1.037787,1.155283,0.70359385,1.3307229,0.92033803,1.1676015,1.0673267,1.0385183,0.93293476,1.0509777,0.90519536,0.96820843,0.86499697,1.0755022,0.5748256,0.8213179,0.901784,1.1334755,1.086178,1.0213225,1.0875144,1.0278981,1.1375443,1.2420789,1.1031787,0.92446005,1.1067297,1.0734036,1.1826435,0.8385131,1.1661627,0.83505505,0.7951063,1.0150437,1.1420417,1.144267,1.1432358,1.2897091,1.0185204,0.72990113,1.2091503,0.9895958,1.1910502,1.0423217,1.1602153,0.9508047,0.8975048,1.1601052,0.38332576,0.9299654,1.103966,1.0364166,1.1479532,0.97326916,1.0266762,0.82991993,1.1209987,1.1471002,0.85169715,0.8570075,1.1951811,0.8212554,1.1561737,1.0451314,1.1931252,1.1081457,1.0134246,1.1893437,1.0351727,0.8097302,0.89505506,0.87388706,1.231066,1.1638325,1.0842551,1.080429,0.720972,1.2534351,1.0988759,0.76416516,1.0400136,0.8087816,1.17489,0.0
