,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
horse,0.9631778,1.1703217,1.1334664,1.0857195,1.1938572,1.1418153,1.1495923,1.0234103,0.9228447,1.0413845,1.0602555,0.92716455,0.9990982,0.99300385,1.0929607,0.9650899,1.1655734,1.0032264,1.1984698,1.1212491,1.231377,0.97780764,1.0824566,1.0894952,0.77156866,1.2039312,0.6791345,0.9968361,1.0871222,0.88376343,0.91398317,1.1034361,1.1213398,1.0352192,1.1426469,1.0398364,0.9533415,1.2216303,1.004148,1.1987293,0.50534934,0.94259363,0.47153938,1.0908046,0.81913483,1.0986378,1.0099065,1.184511,1.2165879,0.8607718,0.92098653,0.9605765,1.3075875,0.9417604,0.88797027,1.0823817,1.0892576,0.9775637,0.9944948,0.8451673,0.9480102,1.1204647,1.0121591,1.2127546,1.0199004,1.1259172,1.124467,1.181759,0.0,0.87868595,1.0439919,1.1173899,1.1120107,0.97394735,1.0971655,0.8114315,1.080946,0.9887867,1.1284975,0.7587211,1.0318198,1.1678919,0.99220765,1.245482,1.2466977,1.1490299,1.0007156,0.9600276,1.0014148,1.1705433,0.9151113,1.1977491,1.2377511,1.028174,1.1854943,1.1078044,0.9431615,1.2006805,0.48572117,1.1060345,1.1678231,1.047942,1.04382,0.8128775,0.8235209,0.9524908,0.958693,0.9755989,0.93883854,1.2101923,0.85705,0.84210896,1.0483664,0.98242664,1.1525655,0.8458189,1.1241899,1.2180063,1.0508366,0.93451303,0.8078012,1.1873512,1.041314,1.0411199,1.072819,1.1805183,1.2512262,1.1345487,1.12197,1.0700761,1.1680645,1.0757427,0.7733276,0.88360846,0.8399366,1.1805584,0.7737722
hose,1.1096554,1.1853344,1.1245837,1.0140762,1.1377612,1.168219,1.0128497,1.0003889,1.0384724,0.904753,1.15248,0.9353474,1.001509,0.9510752,0.91765714,0.84767723,1.1014639,1.0597943,1.1109122,0.8808211,1.2734997,0.8954425,0.8949254,1.1790798,1.0259408,1.2147747,1.0548517,0.9633633,0.93551767,1.0495079,0.97458744,1.015562,0.8820049,1.1832618,1.0709882,0.93040544,1.1173422,1.1937842,0.9008793,1.0293424,0.8300247,0.8713249,0.8264644,0.9907747,0.966875,1.0210805,0.99681014,1.2549882,1.2627633,1.0548621,1.1359862,1.0229619,1.2537787,1.1546533,0.9748836,1.1600355,1.13132,0.84704757,0.87419945,0.8963894,0.88352317,1.1852924,1.095032,1.075994,1.0374866,1.0500811,1.0663854,1.1624554,0.87868595,0.0,0.90781647,0.94152033,1.0253876,0.8952565,1.0625908,0.8544951,0.99114704,0.9284651,0.91680455,1.0480646,1.2037302,1.2259438,1.1471871,1.1022928,1.1799694,1.2338905,0.99781495,1.0179666,0.92217577,1.0761967,0.91982305,1.1254073,1.0789188,1.1048244,1.0148839,1.2265699,0.97098213,1.1088698,0.9053243,0.8789998,0.88886416,1.0648315,1.0676868,0.8936468,1.0995344,1.0678632,0.6956072,0.970711,0.7978894,1.026696,0.90245664,0.9021619,1.0724958,0.861292,1.1776775,0.96895444,1.1174613,1.140498,1.1352289,1.0879931,0.9595877,1.2237959,0.9271182,1.0366242,0.8734651,1.0128478,1.263483,1.2960222,1.0128658,1.1685084,0.9839637,0.81709397,0.7423761,0.8551154,0.87883145,1.2320236,0.9523327
jacket,1.1784936,1.3276002,1.2778183,0.6213875,1.3221197,1.2998736,1.1924331,1.0680006,0.8358862,0.39397764,1.2295396,0.58471274,0.6652268,1.0582145,0.5277412,0.652093,1.2029383,1.3311918,1.4415866,0.8070061,1.3735054,1.1111468,1.1459811,1.3060179,0.9158684,1.2226002,0.75416017,0.71410096,0.87448704,1.2658488,0.753487,1.2748842,0.90274763,1.3503811,1.0719646,0.46400273,1.0943123,1.3252859,0.40719914,1.3122202,1.15073,1.0539523,1.0390201,0.8214406,0.8616632,0.6484221,0.67998636,1.3423527,1.3398819,0.82388854,1.3510704,0.84680784,1.2175645,1.2356818,1.3226032,1.1555489,1.3072124,0.9978958,0.99895567,0.8349885,0.8909945,1.3444192,1.1678298,1.2566661,0.9592569,0.95431584,1.0305533,1.030981,1.0439919,0.90781647,0.0,1.0467931,0.5638175,0.6456125,1.1659921,1.141316,1.0036767,1.0357795,0.8152109,1.1194965,1.2037866,1.2963691,1.2651178,1.0977075,1.2406204,1.3523076,0.928723,0.91001004,0.4762391,0.6302966,0.74834925,1.3128073,1.3124609,1.2581434,0.67458063,1.267513,1.1452508,1.2729226,1.1420088,1.0996513,0.73320234,1.2406678,1.1458004,0.8743147,1.3134837,0.930171,0.689402,0.5580616,0.84572554,0.71641946,1.0479246,0.71592367,1.1527458,0.49727845,1.3045576,1.0807164,1.28045,0.9480365,1.2814665,1.2960128,1.2034959,1.1790702,0.68672794,0.617048,0.60616225,1.2464771,1.245889,1.2716079,1.0002254,1.2878706,1.1838784,0.8864068,0.75757253,1.0458927,1.0109279,1.353285,0.8976891
jar,1.1082443,1.1752669,0.83994293,0.9658658,0.9814968,1.0797462,0.985041,1.0565335,1.0823672,0.9220638,1.3260659,1.0265746,0.918818,0.9872222,1.0019989,0.86260575,0.9652397,0.9328068,1.0636109,0.69327116,1.1148214,1.1698747,0.6200385,1.2063189,1.0421244,1.0723172,1.1845446,1.0043575,0.90191656,0.98276097,0.964774,0.76657975,0.93802464,1.0357566,0.96904314,0.91878074,0.90280086,1.2449656,0.85811174,0.6514019,0.9955876,0.9178718,0.9543245,0.86791456,0.9706358,0.87470293,0.9992915,1.204894,1.1589401,1.2159715,1.0174874,0.95922256,1.1427132,1.1356113,1.2884474,1.1672934,1.213955,0.81454337,0.90600693,1.0565553,0.31467414,1.3584405,1.0087351,0.8876623,1.0111663,0.98971003,0.96181446,1.0251201,1.1173899,0.94152033,1.0467931,0.0,1.0027387,0.94514394,0.9781721,1.0903842,0.9038062,0.7727999,0.7245375,1.0037761,1.0227898,1.2099359,1.2619128,1.1830668,1.1264231,1.1928613,0.96424276,0.95709467,0.975859,1.0203928,0.8498761,1.2855513,1.2822764,1.0641162,0.94775635,1.0515851,1.1022987,1.0306512,1.017987,0.7290593,0.7736857,1.0916905,1.1768568,0.8519355,1.141045,0.9132762,0.8378224,0.9866979,1.0028586,1.0323844,1.1869516,0.9957259,1.090558,0.8374469,1.3141328,1.0990784,0.8388223,1.0953772,1.1427864,1.0183274,1.1241629,1.2490995,0.69706255,1.0522352,0.83876777,0.725224,1.1784589,1.1774615,0.9317922,1.2425381,0.7289379,0.77186596,1.0652899,1.0589396,1.0245641,1.2324842,1.0068096
jeans,1.040235,1.4181919,1.0878761,0.3869568,1.3606591,1.2898617,1.0385581,1.2436072,0.6101706,0.4480878,1.1173807,0.56453156,0.48834652,0.7938134,0.52515733,0.7110015,1.2032417,1.5587527,1.4722883,0.7411692,1.2632494,1.3644285,1.2357788,1.3407884,0.8775431,1.0177454,0.59580356,0.7550846,0.85273623,1.4665527,0.74755263,1.1840539,0.9747186,1.4063176,1.2189541,0.3626666,1.1156216,1.3585846,0.49611545,1.4064934,1.0841352,0.987464,1.0261562,0.71546525,0.97206813,0.52714825,0.67590404,1.3301785,1.3468883,0.7816942,1.4225867,0.8244492,0.97926635,1.2977605,1.5285368,1.0358127,1.3437124,0.9746604,0.99604785,0.9856837,0.80174595,1.3180219,0.98571926,1.1689763,0.79941845,0.6718503,0.6784372,0.9150052,1.1120107,1.0253876,0.5638175,1.0027387,0.0,0.5660298,1.2598696,1.4540033,0.86651236,1.1931272,0.5955088,0.9504737,1.0944207,1.355488,1.3976803,0.9971826,1.1041194,1.4278908,1.0662355,0.9267542,0.3269626,0.17195535,0.8731378,1.3495771,1.3362737,1.2805753,0.39815962,1.2024074,1.3470787,1.1272739,1.2487345,1.1145102,0.5497365,1.2726741,1.316459,1.0132223,1.4576356,0.83250123,0.7838536,0.3893416,0.9017081,0.21193671,1.3587965,0.7497388,1.009687,0.58004856,1.3518705,1.0402302,1.3989276,0.8490865,1.2796149,1.320694,1.4186103,1.1851702,0.8202461,0.40317655,0.5722687,1.3589671,1.1690047,1.2909713,0.93770134,1.3805324,1.262762,0.9008662,1.0444202,1.0689046,1.3593845,1.3696456,1.0768374
knife,0.877724,1.4417074,1.1649793,0.5348418,1.499011,1.2992587,0.87659854,1.3203726,0.56834936,0.70972157,1.2122004,0.63538754,0.8072753,1.0064269,0.792568,0.78584474,1.0708821,1.4211104,1.4265585,0.7413392,1.2477703,1.1375625,1.331815,1.3783693,0.855795,0.93058395,0.6025096,0.8244153,0.7457622,1.3507367,0.7623876,1.0143365,0.7567388,1.2373664,1.0541115,0.75265014,0.7453853,1.2525551,0.67549837,1.4011621,1.1819445,0.8099171,1.1878898,1.1012574,0.72004926,0.6651787,0.9676317,1.3151358,1.3031852,0.74504685,1.2294282,0.8957484,0.98366946,1.1686323,1.4726741,1.1155834,1.0706863,0.883319,0.98088336,0.884597,0.67155236,1.3239627,1.0540301,1.056365,0.8975029,0.78642833,0.68158615,1.1444974,0.97394735,0.8952565,0.6456125,0.94514394,0.5660298,0.0,1.0050044,1.1505675,0.78206027,1.0259854,0.62496924,0.8957638,0.9449242,1.3868709,1.3380908,1.0051615,1.116719,1.3997421,1.1430924,0.8354551,0.70122033,0.62364054,0.5980991,1.2125883,1.1192561,1.1419659,0.79244435,1.2154219,1.2483878,0.8901718,1.3223028,1.2542875,0.825615,1.3010056,1.4299834,0.89784557,1.4359169,0.8632643,0.43671215,0.74042267,1.0190066,0.7317038,1.2160225,0.7464447,0.85123706,0.64668053,1.3195205,0.86164415,1.34671,1.0020223,1.1997299,0.8006307,1.2796967,1.2253308,0.85966,0.7169885,0.66640973,1.3658826,1.2102051,1.1014264,0.62761116,1.3101851,1.3190391,0.8645581,1.0425456,1.105633,1.0347753,1.391138,1.0263126
ladder,0.976968,1.0583758,0.9914637,1.1446054,1.0743045,0.7419577,0.8793714,0.7464758,1.0464514,1.2564735,0.9449458,1.0697101,1.2576513,1.0131768,1.1461647,1.116468,0.61262834,0.8302188,0.8479529,0.80116415,0.9129558,0.92575705,0.83979535,0.8397947,1.1735008,0.7880769,1.2031623,0.7497633,1.1183068,0.99730676,0.944461,0.87069297,0.73147637,0.87561965,0.74990165,1.2617546,0.8020587,0.83989114,1.1649882,0.8275676,0.98581,1.0731627,1.1378456,1.1184939,0.79686964,1.0757933,1.2794771,0.95328933,0.9536773,1.0892054,0.9272357,1.2652361,0.8827369,0.936898,1.0106626,0.95894486,0.665764,1.0760233,1.0181904,1.0251504,1.1488479,1.0200584,1.0752887,0.7698912,1.1951259,1.0917914,1.0611165,1.1415,1.0971655,1.0625908,1.1659921,0.9781721,1.2598696,1.0050044,0.0,0.91440624,1.0778272,0.97196853,1.1790351,1.0119845,0.9765105,1.0655304,0.79105675,1.017232,1.0314909,0.92023045,0.79429746,1.0319511,1.3407913,1.2055645,0.83662796,0.9591382,0.8879765,0.880048,1.0376867,0.94045097,0.85991096,0.9133516,0.9580217,1.086417,1.0130917,0.9279831,1.0347692,0.8879742,1.0596972,1.0488926,1.0390359,1.3199906,1.112701,1.1817939,0.8864509,1.1479686,0.99204767,1.0933686,0.95145935,0.878136,0.925694,1.0357251,0.8947926,0.80835205,0.95263916,1.0619541,0.9800139,1.2574089,1.1764976,0.9004662,0.9985622,0.94673944,0.8420136,0.6889538,0.8860731,0.94076,1.1331043,0.9552364,0.8286857,0.99565804,0.84744686
lamp,1.0863062,0.90466356,1.0272125,1.3488932,0.8492781,0.8324523,1.1991893,0.81871295,1.0829968,1.3526752,0.8170167,1.2205861,1.269975,1.1254218,1.3389866,1.183194,1.039793,0.6174529,0.8372563,1.2857232,1.1316162,0.5491048,0.8618884,0.73109275,1.124392,1.139676,1.116834,1.0606989,1.1762925,0.62054884,1.0786406,0.9439517,1.0337547,0.9031166,1.0186726,1.3219285,1.0508758,0.85751885,1.3032093,0.84978396,1.0346658,1.1021814,1.0542377,1.2535868,0.8627915,1.3289299,1.1891158,0.9910154,0.8336756,1.0703771,0.7604176,1.1552219,1.124101,0.78091204,0.6593534,1.0211155,0.7040383,1.1358485,1.0797107,0.91359097,1.1374924,0.83111286,1.1078131,1.0970119,1.2053396,1.38168,1.2806368,1.14086,0.8114315,0.8544951,1.141316,1.0903842,1.4540033,1.1505675,0.91440624,0.0,1.1956316,0.89800537,1.338889,1.0022897,1.1910639,0.88817424,0.7625378,0.9857407,1.0997498,0.85544574,0.8952944,1.0655986,1.3050442,1.3827018,0.9245623,0.7513442,0.72679305,0.91675663,1.3963952,1.1226957,0.71365047,1.1128441,0.92300236,1.018698,1.2668824,0.7974361,0.6136216,0.8717579,0.6278156,1.1630837,0.9413194,1.2597728,0.9316995,1.3811343,0.54381365,1.0737838,0.8897767,1.2242851,0.8201921,0.90806234,0.79421175,1.1063161,0.91271114,0.7638194,0.47390413,0.97318995,1.1739383,1.2433496,1.3353617,0.8720164,1.0346805,0.8966572,1.0118556,0.792197,0.94802934,1.1457485,0.94417065,0.9744079,0.27550006,0.8182119,0.85611886
melon,1.0659896,1.0017432,0.98702365,0.9103107,0.7725563,0.8877923,0.3560933,1.1814699,0.83060694,1.0114249,1.1961026,1.0845797,1.0218024,1.0627367,1.1042441,0.7799083,1.0338428,1.2076235,1.0786662,0.95426565,1.0282472,1.2095401,1.0202227,1.218288,0.7623848,0.8464423,0.9335037,1.280649,0.8383307,1.1073318,1.124561,0.9281275,0.8937291,1.0047212,0.7700141,1.0577741,0.77980506,1.0290227,1.0562034,0.9293832,1.0752232,0.83735144,1.0969002,1.1415427,1.1072748,1.0147883,1.0734881,1.1129265,1.0215974,1.0149491,1.0529889,0.90828854,0.9350501,1.0225147,1.2216274,1.1220163,1.2129391,0.5375947,1.0248178,0.97461104,0.6937003,1.2286447,0.96276426,0.6504972,0.98987645,0.8518258,0.8034455,0.9370395,1.080946,0.99114704,1.0036767,0.9038062,0.86651236,0.78206027,1.0778272,1.1956316,0.0,1.0774794,0.633784,0.8799556,0.86649305,1.0848787,1.2113863,1.1355846,1.0679464,0.98220986,1.2153119,0.99242866,0.9493731,0.8824823,0.9916696,1.1178865,1.1219361,0.4894029,1.0147874,1.1273971,1.161717,0.86883974,1.2202015,0.8016474,1.0965976,1.2297565,1.2004279,1.1573772,1.201771,1.0407091,0.8410524,0.97706985,1.1079988,0.904396,1.2291138,1.0369577,0.8933267,0.89709276,1.1794765,1.0102668,0.9236484,1.01513,0.9528086,1.0189146,1.1473314,0.9749511,1.0720996,0.91109085,0.91043407,0.8914464,1.0818021,1.0503889,0.829814,1.1540385,0.8505971,0.7653254,1.0254785,1.1828169,1.2691216,1.1535301,1.1580254
milk,0.9971379,1.1459851,1.0549028,1.0969632,1.0160148,1.0332565,1.0934124,0.95387065,1.0529592,1.0573472,1.1038835,1.0638577,0.95764476,1.0596358,1.0760863,0.9922845,1.0009854,0.8470788,1.0280838,0.9101677,1.1610258,0.9214646,0.79222196,1.0007527,1.1329362,1.2177365,1.096185,0.9510097,1.023373,0.9875369,0.870033,0.884512,0.9401216,1.0002495,0.892216,1.0362965,0.99964184,1.1739458,0.99678564,0.8549092,0.960213,0.93339103,0.9597363,0.95237184,0.8984344,1.0875663,0.9657224,1.130589,1.1041167,1.081212,1.044098,1.0091648,1.1690711,1.1351458,1.0366834,1.0766876,1.0013124,1.0190985,0.90853417,0.9809936,0.87541884,1.092571,1.0171307,1.0812911,0.9970332,1.085419,1.1033809,1.0784582,0.9887867,0.9284651,1.0357795,0.7727999,1.1931272,1.0259854,0.97196853,0.89800537,1.0774794,0.0,1.0265522,1.0547932,1.1184887,1.1646562,0.9851715,1.167199,1.129184,1.1383193,0.8715434,0.9915069,1.0941222,1.2043723,0.8263426,1.1636624,1.1714356,1.0577002,1.0981784,1.1133713,0.8906244,1.0519075,0.9303089,0.9251143,0.9804453,0.8346443,0.9613394,0.76569897,1.0835575,0.99560565,0.9885906,1.0394583,0.90043956,1.1631231,0.8242636,0.92236567,0.98872054,1.0459146,1.1534498,1.0175304,0.902398,1.1838259,1.039064,0.9101695,0.8968181,1.2004222,0.9085614,1.1468688,0.99457914,0.931739,1.1456162,1.1482719,1.0497797,1.0689434,0.99564177,0.9347023,0.9530603,0.9572264,0.7815244,1.1831136,0.9892059
mitten,1.0132493,1.302006,0.97127026,0.5850446,1.1634722,1.0651726,0.74797976,1.3593829,0.8980243,0.6867211,1.4752281,0.85958576,0.6900039,1.0259323,0.6959656,0.6656363,1.1723454,1.3314264,1.4060255,0.6933925,1.1857815,1.3054311,0.8031827,1.5822552,0.9579335,1.0117601,0.8905968,1.1115623,0.7212206,1.3681843,0.8789095,1.057616,0.8355491,1.2318894,0.94940567,0.7527044,0.9872618,1.354403,0.752893,1.0796845,1.0763993,0.7697835,1.0044554,0.7609444,1.1115477,0.7939667,0.8921832,1.2829413,1.2880006,1.0264387,1.2403513,0.9196417,1.0380124,1.2148744,1.458817,1.1878805,1.4158827,0.43954468,0.90881,0.9202634,0.54869926,1.4682554,0.6519247,0.8278588,0.9137307,0.5691022,0.5908793,0.68857014,1.1284975,0.91680455,0.8152109,0.7245375,0.5955088,0.62496924,1.1790351,1.338889,0.633784,1.0265522,0.0,0.8337167,0.9548509,1.387396,1.4613376,1.0955939,1.1413469,1.3280699,1.1290802,0.6981089,0.6938641,0.73545957,0.7665528,1.3942537,1.3011286,1.1021638,0.65727127,1.1707277,1.3612187,1.1272106,1.2869859,0.68516594,0.6865221,1.3779807,1.3357859,1.0544112,1.2539303,0.8787243,0.52392983,0.7786864,1.0289079,0.69137967,1.2672318,0.77484757,1.1465095,0.6753899,1.5042983,1.0857356,1.1590339,0.79855984,1.3629168,1.1820165,1.3785254,1.2198873,0.8008793,0.80949324,0.56901705,1.128046,1.2386993,1.2834569,0.5767534,1.4754248,0.6867591,0.668893,1.0172377,1.1602503,1.2409432,1.4598663,1.1567141
motorcycle,0.8915511,1.0491985,1.1326363,1.1081649,1.0114838,1.0707906,0.9202155,1.0119305,0.8973077,1.0448123,0.9986762,0.9951629,1.0673798,0.97947323,1.0275595,1.0626512,0.9583941,1.0609841,1.0379914,0.9237022,1.0883484,1.1295623,1.018521,1.0538443,0.42600584,0.9555703,0.6939215,1.1239275,1.039325,0.89302844,0.9063158,1.035813,1.0200264,1.0732383,1.1777939,1.1184362,1.0382761,1.0014592,1.0447859,1.0689614,1.015157,1.0017952,1.072445,1.0657922,0.96951234,1.0821862,1.1601772,1.1387419,1.1614517,0.85438144,0.9395748,0.9860739,1.1635247,1.0695641,0.9819044,1.1841357,1.0861564,0.70814013,1.0155092,0.859148,0.81284255,1.0581152,0.88470256,0.8466362,1.0298512,1.0607579,1.0691233,0.90323216,0.7587211,1.0480646,1.1194965,1.0037761,0.9504737,0.8957638,1.0119845,1.0022897,0.8799556,1.0547932,0.8337167,0.0,1.0514214,1.0744962,1.0137261,1.0273545,1.129909,1.0403829,0.99168444,0.8766859,1.0315479,1.0148215,0.9085235,1.0554597,1.0746967,0.8869139,1.0329481,0.96424603,1.0342937,1.0398207,1.0859022,1.0784051,1.0249612,1.0887004,1.0796813,0.9255747,0.9905171,0.87155545,0.76925033,1.0481946,1.0285405,1.077842,1.0426865,0.97434056,1.0094261,1.0065777,1.0743082,0.9151168,1.2305574,0.9519522,1.0366822,0.991728,1.0707425,1.0681773,0.9237722,1.0465267,1.0357047,1.0366037,1.2437363,1.093514,0.7574035,0.9901686,0.8981308,1.0014637,1.059752,0.99364364,1.0833836,1.0465121,0.9582069
muffin,0.87330866,1.0196732,0.8042555,1.0987408,1.0123243,1.000476,0.69323343,1.0738497,1.0404077,1.1557897,1.0097488,1.1073676,1.1540301,0.8279687,1.1723064,1.087413,0.9523023,1.2186115,0.992391,1.0355643,0.4022258,1.1332765,1.1848202,1.11144,1.1635811,0.8060824,1.0317069,1.2334942,0.7063706,0.95088935,1.1587882,0.85047674,1.0338017,0.39970595,0.80100316,1.171483,0.37057567,0.99997646,1.1978397,1.0622202,0.9751853,0.7628281,1.0117865,1.0436468,1.1214992,1.0564144,1.1018356,0.8301532,0.8147328,0.9679414,0.6682806,1.092314,0.8324779,0.763329,1.0581517,0.88024044,0.9908665,0.82208264,0.9205267,1.1052139,1.0957305,0.9719263,0.95331407,0.88629115,1.0197059,0.7075377,0.91882664,1.0544896,1.0318198,1.2037302,1.2037866,1.0227898,1.0944207,0.9449242,0.9765105,1.1910639,0.86649305,1.1184887,0.9548509,1.0514214,0.0,1.0198041,1.1360059,0.8993754,0.8825145,1.010263,1.197159,1.0712812,1.2054169,1.0062962,1.1998935,1.0542964,1.0101857,0.7558274,1.0855386,0.6138167,1.084645,0.66372,0.9904636,0.9990774,1.033535,1.1609353,1.074813,1.2661996,0.984971,1.0739138,1.0866711,1.170939,1.0776788,1.0469412,1.205426,1.1694483,1.0368212,1.2264346,0.92027843,1.0700433,0.79236686,1.0991446,0.8689221,0.8198608,1.0916605,1.00164,1.1192429,1.094701,1.0466324,0.9041796,0.8832898,0.8224484,1.0903635,1.0876819,0.9523603,1.0807139,1.1608149,1.1247334,1.235194,0.9770024,1.0898868
nail,1.0337528,0.11853856,0.94442123,1.3554691,0.5417937,0.66693,1.0024775,1.0227152,1.179512,1.3986834,0.6664654,1.3621403,1.3575177,1.1590645,1.3553679,1.4067373,0.92754334,0.5025594,0.48003137,1.4762437,0.62576735,0.82827127,1.1044109,0.4356755,0.9488113,0.7519475,1.0968572,1.3051386,1.2924919,0.72272766,1.3177968,1.0486646,1.1866798,0.78004164,1.0420796,1.3873851,1.1203831,0.26564074,1.451951,0.790453,1.2051009,1.29517,1.2181132,1.3030472,1.1866261,1.3193872,1.2294893,0.4844998,0.3428846,0.9556856,0.7765642,1.0514364,0.7460457,0.6866572,0.35676336,0.80512786,0.70106703,1.2935549,1.2161779,1.1949147,1.3853519,0.37940073,1.1322032,0.8582963,1.0285848,1.2579072,1.1742716,0.91021574,1.1678919,1.2259438,1.2963691,1.2099359,1.355488,1.3868709,1.0655304,0.88817424,1.0848787,1.1646562,1.387396,1.0744962,1.0198041,0.0,0.6908753,0.66715044,0.59575045,0.17070442,1.2000085,1.2702358,1.3565966,1.2367558,1.4058638,0.26055837,0.45344132,0.8148869,1.4241124,0.70528126,0.70374775,0.87815934,1.0819834,1.0773247,1.3774192,0.7760594,0.63048327,1.2729177,0.66969365,1.1904628,1.3584658,1.3303323,1.2117904,1.2913208,0.9994102,1.1985568,0.85465795,1.3800673,0.26136273,1.017214,0.7877006,0.9048339,0.56134564,0.89527744,0.8916205,0.3296206,1.1824281,1.2213655,1.4709709,0.8573771,0.49497616,0.47332144,1.0898142,0.5953965,1.0012316,1.3556526,1.1146917,1.0824453,1.0527424,0.10413611,1.123507
napkin,0.87040174,0.6702627,0.9339409,1.4327216,0.721789,0.74862504,1.0240984,0.52409714,1.0680851,1.3756042,0.47649032,1.177311,1.426646,0.99194205,1.2458664,1.3922037,0.6284956,0.40169787,0.3739767,1.2988486,0.76270944,0.69117576,0.7841266,0.42300987,1.0346929,0.9531909,1.1830498,0.95072156,1.2259122,0.74490964,1.1372031,0.9348426,1.1783452,0.908729,0.9758372,1.354272,1.157199,0.5914615,1.3634036,0.66492563,1.0946922,1.1666439,1.1656668,1.1365039,1.057061,1.2799346,1.315181,0.697127,0.68136597,1.1101756,0.9406319,1.3182253,0.9347791,0.6934841,0.5605221,0.9395914,0.4988972,1.2624288,1.1895614,1.1693728,1.4289212,0.6186802,0.6202857,1.039131,1.3258195,1.3446805,1.3441525,0.9817771,0.99220765,1.1471871,1.2651178,1.2619128,1.3976803,1.3380908,0.79105675,0.7625378,1.2113863,0.9851715,1.4613376,1.0137261,1.1360059,0.6908753,0.0,0.92198545,1.0401313,0.66595393,0.8380865,1.3003023,1.4706297,1.3379654,1.1175039,0.59440625,0.615278,0.79063106,1.1683884,0.7713933,0.6629852,0.7362397,0.8269766,1.1152915,1.1899341,0.5461313,0.6630005,1.027516,0.6581697,1.2153397,1.3762026,1.4272205,0.9773268,1.3114607,0.6768191,1.276634,0.78738785,1.3289685,0.46935904,0.98148817,0.7386607,0.98679096,0.75962377,0.5733453,0.63333297,0.8271992,1.1533169,1.3473755,1.4362121,0.791466,0.8633298,0.69629216,1.1504941,0.09113312,0.9153716,1.2552555,1.1363666,0.9778834,0.8163698,0.61213326,0.9783609
necklace,0.67836475,0.8176677,0.8388637,1.1537579,0.9546201,0.83630025,0.99962366,1.0791017,1.0980427,1.2711486,0.627676,1.1266158,1.1332724,0.97407186,1.1284794,1.2599497,0.9445321,0.9463958,0.81157684,1.3097012,0.6777552,0.86722445,1.2025701,0.7175753,1.1082267,0.6415468,0.95758766,1.1670253,1.2034072,1.0019907,1.1605014,0.94048387,0.96196496,0.9635095,0.962556,1.2824421,1.0585414,0.55998063,1.3235129,1.0243256,1.245,1.2858533,1.2980002,1.2207104,1.1344606,1.1525303,1.2668772,0.5160315,0.7109987,0.7834329,1.0014807,1.1722609,0.531296,0.80545926,0.89252126,0.6791935,0.6031699,1.1507875,1.080132,1.0447712,1.1915891,0.43468124,0.95522,0.83576477,0.93710995,1.0903146,0.84695184,0.7876446,1.245482,1.1022928,1.0977075,1.1830668,0.9971826,1.0051615,1.017232,0.9857407,1.1355846,1.167199,1.0955939,1.0273545,0.8993754,0.66715044,0.92198545,0.0,0.54595405,0.8277179,1.2243792,0.97637016,1.1992644,0.8947007,1.2814232,0.5535869,0.56595373,0.970564,1.1237454,0.8474542,0.8821344,0.8761011,1.289779,1.1358758,0.88839364,0.9891545,0.97880626,1.2286245,0.91889715,1.1640116,0.91557705,1.2106547,1.0183223,1.009677,1.0918677,1.1304488,1.013479,1.3172107,0.51512843,0.9543264,1.1442437,0.76841855,0.87465465,0.88123745,1.1074879,0.63030446,1.0655444,0.9857427,1.2489352,1.0558896,0.54589057,0.5452181,0.7564143,0.830283,1.0159309,1.199897,1.2193794,1.0313429,1.046879,0.5606457,1.1112319
