,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
elephant,0.93596286,1.1451211,1.1019447,1.1285082,1.2630403,1.096314,1.0928255,1.0894976,1.0248504,0.16985995,0.9121948,0.9543817,0.8713701,0.9095659,1.0227476,0.9616112,1.2004818,1.1574898,1.1516263,1.1767974,0.7361846,1.018076,1.2152736,0.89329195,1.085496,1.0820343,0.30450302,1.076545,0.94725955,1.062179,0.62867236,0.79419154,0.6974263,0.93464804,0.9101465,1.0468318,1.0646697,1.1847825,1.1436349,0.5324949,1.2271419,0.98129964,1.1155297,0.9799339,1.0166385,1.0504959,0.0,1.0997638,1.0719292,0.935601,1.1465275,0.9713108,1.0297501,1.1542095,1.1068568,0.9520732,1.1123368,1.1733768,1.1369653,1.12203,1.1592063,0.99713516,0.93054074,0.9224271,0.86438745,1.1787875,0.88387203,1.1457088,1.1649964,0.97670895,1.0633078,1.0781058,1.3162186,1.1291399,0.9414044,0.9474344,0.8184454,0.93985194,1.0723954,1.1764805,1.041848,1.0299249,1.0209764,0.88847363,1.1714424,0.9743541,0.97572935,0.92136145,1.1038617,0.98319274,1.0511653,1.0791824,0.98767525,1.0816003,1.1926872,1.0294918,1.0209473,0.8980315,0.9125591,1.1474445,0.9407186,1.1904792,0.9817642,1.2307942,0.70594794,1.1576294,0.92362875,0.87305665,0.8677497,1.096165,1.1020913,1.172032,0.93494093,1.260436,0.84389305,1.0204574,1.0801021,1.0187156,0.91301346,1.2333976,0.8136356,1.2957758,1.1853077,1.1161485,0.91599244,0.8820673
face,0.9793193,1.1808338,1.1368946,0.7488934,1.1299117,1.1865398,1.1288476,1.2752194,0.9198734,1.0066038,0.6676574,1.1900755,0.79915714,0.61053365,1.128101,0.88634205,1.0261302,1.2798673,1.3129338,1.0537353,1.1543453,1.2653022,1.2556541,1.4141263,1.0822711,1.2696916,1.0001991,1.1496693,1.1209818,1.0308897,0.89446485,1.2301761,0.7917425,0.800023,1.0354035,1.4186213,0.8972776,1.297188,1.0021766,0.9680487,0.95578504,1.0808895,1.1821849,0.63695943,1.0012152,1.2317566,1.0997638,0.0,1.0041548,1.231832,1.1297922,1.1827209,1.2591724,1.0680479,0.7500472,0.67269707,1.3570215,1.1967766,0.2936256,0.7960204,0.8299872,1.1001898,1.1358876,1.1261721,0.864256,0.87776566,0.89228964,1.3700198,0.89989376,1.1632082,0.9470651,0.9270971,1.0683948,0.80006886,0.8514053,1.0975318,1.3749685,0.9285946,0.6995784,1.0866308,0.9818625,0.9274583,0.65526134,0.88880825,1.063869,1.3190373,1.3072568,1.1195105,1.1193208,1.1982474,1.2670941,1.0361242,0.8709434,1.1616741,0.94891024,1.075587,0.98563546,0.9513941,0.7310307,1.3423434,0.58443624,1.008668,0.9190579,1.3516651,0.9757759,0.9707913,0.8442053,1.2578739,0.93691444,1.232433,0.85356015,1.3573198,0.95235986,0.8819102,0.59590113,0.8170291,1.265331,1.0626485,1.0259304,1.3130664,1.3237033,1.1558341,0.8996694,1.2655642,1.1672128,0.6872984
finger,1.2811015,0.40571696,0.7131535,0.9511647,1.0656728,0.98216754,0.99189943,1.0085796,1.36455,1.1118441,1.2128628,0.77123475,1.1877954,1.1217448,1.15269,1.1142309,1.2487155,0.87194276,0.7570708,1.3642724,0.85992324,0.9428529,1.1198465,0.87329984,0.98467374,0.65480715,1.1879419,1.1379175,0.85488534,1.2332109,1.157682,1.0047624,1.1439333,1.1837821,1.0455897,0.8060298,1.3228483,0.69825613,1.2402949,1.1270102,0.8373199,1.1906958,1.1357,1.1434175,0.30169702,0.74362504,1.0719292,1.0041548,0.0,0.7679035,0.9741024,0.22296071,0.9171383,1.1752973,1.1020985,0.48923624,0.7752108,0.70881414,1.1001474,1.1710635,0.348849,0.80650586,1.1168106,0.98088545,1.3693845,1.223579,1.1118486,0.95405996,1.1597718,0.9150208,0.5071918,1.2023486,1.0193462,0.5441563,0.7650553,0.4408642,0.8415711,0.6356709,0.7589496,1.0465183,1.2922854,1.1190814,1.2163924,0.919337,1.0047952,0.870676,0.77725595,1.0008605,1.0926362,0.9189875,0.9687748,1.0924269,1.0898914,1.1590028,1.2440418,1.3506103,1.1288875,1.1540068,1.0934633,1.1298819,1.0607829,1.1318669,0.8693588,1.1596806,1.2584039,1.3588412,1.0960648,0.6984934,1.1538731,0.7932497,1.1910474,1.0749993,1.293596,1.0526175,1.09882,1.3009413,0.8465349,0.16824389,0.44467843,0.9707309,0.8125973,1.1615713,1.3524456,1.0399514,0.5224596,1.1634926
fish,1.3185544,0.8827033,0.51412237,1.4202865,0.93610626,0.585063,0.7666985,0.7724369,1.3884034,0.98425215,1.4170043,0.92126673,1.4256674,1.4501339,0.79980284,1.2969699,1.0552195,0.5606708,0.585593,1.1654023,0.682456,0.74666953,0.9396257,0.7129582,0.89760745,0.68743837,1.0339947,1.1025591,0.49629366,1.2425703,1.1965005,0.7728364,1.2134806,1.3408561,1.0969596,0.4483539,1.3144331,0.59365845,1.2238677,1.0125525,1.035519,1.1199794,1.0471374,1.3776013,0.7582891,0.54976964,0.935601,1.231832,0.7679035,0.0,0.5901536,0.71504205,0.5596329,0.9390379,1.2607048,0.8912992,0.71946025,0.68349504,1.3075702,1.1907531,1.2431042,0.5116928,0.6804461,0.89647555,1.3177569,1.2801907,1.3328954,0.79253626,1.3855987,0.72160304,1.0237511,1.2703965,1.2050759,1.0215939,1.0825245,0.34028625,0.5063907,0.97463286,1.167529,1.0584704,1.2996849,1.212896,1.4673045,1.333328,1.0023569,0.506197,0.42380184,0.8753194,0.8936511,0.72085905,0.64626396,0.860255,1.2666132,0.94296354,1.1677287,1.2308958,0.66590345,1.1807225,1.2649192,0.82516205,1.3796072,1.1134219,1.2534572,0.8710668,1.2441624,1.3606384,1.2902752,0.38953233,1.0539956,1.0850303,1.2226139,0.8156849,1.1036452,1.0066981,1.3462043,1.3834193,0.44730568,0.6885676,0.5815609,0.9236058,0.46762645,0.9042451,1.3183799,0.8330014,0.41373527,1.2705092
flower,1.1842952,0.9617405,0.60734,1.331742,0.9205054,0.71055865,0.6393402,0.69212145,1.2442566,1.1877077,1.4030893,1.1056421,1.4679946,1.376095,0.90920323,1.3373269,0.9909693,0.57590437,0.82434964,1.0293595,0.83569765,0.8748592,1.005232,0.9118128,0.89383674,0.8742839,1.1393067,1.079166,0.5824096,1.096779,1.2182771,0.99765563,1.2191938,1.3395153,1.0327965,0.67889535,1.1571751,0.76109564,1.1164987,1.0675118,0.78350633,1.0590811,0.97853774,1.2651618,0.95320654,0.7991564,1.1465275,1.1297922,0.9741024,0.5901536,0.0,0.8885468,0.7308801,0.73596996,1.1586213,1.0833828,0.7820227,0.7952604,1.1919518,0.91698295,1.1869974,0.5913978,0.79285836,0.9672789,1.3061252,1.147809,1.3745631,0.8767106,1.2165321,0.8457478,1.1668576,1.1825318,1.0387257,1.0858124,1.0555702,0.6954497,0.6940604,1.1097679,1.1500964,1.0482723,1.1223079,1.0690025,1.3304889,1.3871717,0.9873268,0.7527939,0.7062743,1.1148028,0.70422596,0.5463537,0.68379444,0.93874985,1.1430669,0.8475458,1.0790873,0.9449643,0.6232534,1.0852056,1.1608,0.75384676,1.3221905,0.94312227,1.2763124,0.8848829,1.2017324,1.1877577,1.2967637,0.67582893,1.0913372,1.22065,1.1866534,0.82321465,1.101418,0.7796376,1.3216519,1.2741334,0.5628097,0.8498504,0.92242134,0.86012137,0.6206654,0.6546716,1.1073586,0.79526234,0.71516407,1.2134985
foot,1.3316545,0.36420155,0.8369471,0.96109354,1.1537315,1.0559686,0.9142722,0.83888364,1.4385266,1.0463334,1.2442459,0.7712736,1.2275956,1.20389,1.0300605,1.0684813,1.193142,0.8122951,0.7743072,1.3151304,0.8957992,0.8757924,1.1457913,0.754756,0.8929093,0.6400543,1.1279163,1.0180652,0.812178,1.2419572,1.1206781,0.93282807,1.1903282,1.194552,1.0727197,0.74558365,1.3266189,0.7188766,1.282797,1.0579078,0.7701297,1.1788455,1.0889921,1.1766518,0.36651045,0.77950907,0.9713108,1.1827209,0.22296071,0.71504205,0.8885468,0.0,0.8783529,1.0966154,1.2009296,0.6325685,0.6474839,0.8351259,1.2440696,1.2235687,0.46801978,0.76134676,0.9613907,0.9294272,1.339808,1.2780473,1.106987,0.9156482,1.1374198,0.91861045,0.4240985,1.2267038,1.052671,0.7300657,0.7864876,0.5469406,0.7569386,0.66980386,0.8501843,1.1627294,1.3149248,1.2159418,1.2294475,0.9027864,1.0292544,0.84598315,0.728758,0.92232186,1.0224876,0.8381492,0.91994023,1.0516281,1.1601329,1.028941,1.2673397,1.3101848,1.0230556,1.1295047,1.0821122,1.0279188,1.1442584,1.0714657,0.8063319,1.0446434,1.249041,1.428126,1.2273594,0.6608423,1.1719954,0.76714396,1.2276418,1.0092697,1.3175642,1.162211,1.1478548,1.3789027,0.78312296,0.08341372,0.54582894,0.94592303,0.7625521,1.1119853,1.3984437,0.93794763,0.5066171,1.3017974
fork,1.1319499,0.9220992,0.80643874,1.3526404,0.9569146,0.65330505,0.78792125,0.5823716,1.1315012,1.1261503,1.4493284,0.9312499,1.4434805,1.4465734,0.8696816,1.3907506,0.9739848,0.6178208,0.66056156,0.94712853,0.79578733,0.4551264,0.9137005,0.48610175,0.9166126,0.8337996,1.1350936,0.8811501,0.602297,1.0320811,1.2110794,0.9284321,1.2028024,1.3230143,1.0270163,0.310081,1.1801268,0.64775884,1.1839478,1.1976016,1.0093774,0.93062043,0.8757639,1.3839643,1.0085673,0.7342063,1.0297501,1.2591724,0.9171383,0.5596329,0.7308801,0.8783529,0.0,1.0426251,1.2962751,1.0898248,0.8029914,0.8710645,1.2599686,1.2259657,1.2715256,0.650033,0.93476844,0.9671768,1.3538891,1.242559,1.3538005,0.4232723,1.2051613,0.66459304,1.0740125,1.1836176,1.2406261,1.1892911,1.2348515,0.6779698,0.39505714,1.0912697,1.1812438,1.0823522,1.1314257,1.2654663,1.4241693,1.3630785,0.8476634,0.42736983,0.26012498,1.0269642,1.0246232,0.7079162,0.6726719,1.067145,1.3225197,0.83015954,1.1097901,0.92627835,0.9126549,1.2959056,1.2871729,0.67226976,1.3759549,1.0366362,1.2965333,0.538278,1.0781871,1.0554099,1.2995217,0.5471214,1.1746695,1.1523919,1.0921445,0.48456585,1.0498714,1.0678935,1.4319296,1.2857463,0.5113364,0.88049364,0.84399515,0.51649165,0.38233167,0.84256613,1.0470732,0.55149007,0.6599364,1.1464378
frog,0.9612633,1.1055228,0.7814176,1.2028191,0.77022326,0.94011605,0.48970628,0.8962596,1.1510646,1.0918124,1.2032993,1.2311478,1.2041547,1.1820847,0.74098575,1.2019479,0.84556806,0.9009679,1.0221967,1.0438842,0.91139716,1.13718,0.9982636,1.2181566,1.0216125,0.8842961,1.0141808,1.0782146,0.95880264,1.2158924,1.1810296,0.93515164,1.1121724,1.2056677,0.9723841,0.9328134,0.9651363,1.0260586,1.0149174,0.8432454,0.7590436,1.2452254,1.0494311,1.1472073,1.0956439,0.8656383,1.1542095,1.0680479,1.1752973,0.9390379,0.73596996,1.0966154,1.0426251,0.0,1.0252206,1.0482653,0.70113486,0.79837584,1.1010795,0.74160826,1.0781041,0.87810355,0.7472266,0.81796086,1.0872483,0.9686817,1.132261,0.9971148,1.1671083,1.0759944,1.26624,0.9970774,0.7940806,1.1124076,0.850596,1.0999979,1.0937066,1.1595547,0.99548906,1.0102112,1.2098851,0.93912834,1.179812,1.1992803,1.0990466,1.0464332,0.95792294,1.1488647,0.7981707,0.82493436,0.8692861,0.8357005,1.0292424,0.92676604,0.9598094,1.1393204,0.5538273,1.0595987,1.1459259,0.7651422,1.2112111,0.9000037,1.1715494,0.8780086,1.3352385,1.0553355,1.0655409,0.9740104,1.0846057,0.9232912,1.0497255,0.8707622,1.021313,0.68073225,1.1468648,1.1433728,0.8264516,1.0905263,1.1383705,0.9140469,1.0982897,0.5982528,0.9806075,0.9622824,0.9508954,1.2599152
glass,1.0076685,1.2204821,1.1268673,0.7878684,1.031043,1.1856369,1.1584094,1.1906204,0.8044448,1.0888543,0.81614965,1.1415124,0.8961142,0.74686885,1.0463395,0.981835,0.90360636,1.1566945,1.2359273,1.0107021,1.0771154,1.2182239,1.0194337,1.3635387,1.0806171,1.2386785,1.0291711,1.0727433,1.30208,0.9250166,1.0093,1.1995137,0.8331142,0.9590265,0.90641034,1.3251703,0.84418535,1.0079483,0.6759907,1.0317848,0.9486223,1.1231754,1.1697494,0.74247336,1.1350391,1.1601377,1.1068568,0.7500472,1.1020985,1.2607048,1.1586213,1.2009296,1.2962751,1.0252206,0.0,0.9853252,1.2915306,1.0035365,0.77957654,0.62181765,0.8246276,1.3963431,1.1005532,1.1493429,0.8923626,0.7425456,0.9629064,1.255456,0.912694,1.1486884,1.0491825,0.8196043,0.8796331,0.9711402,1.0799094,1.2443664,1.4515717,1.0104861,0.8584089,1.0052013,0.99508494,0.76494014,0.78835315,0.89703196,0.9977581,1.247735,1.3076148,1.129755,0.906302,1.1011925,1.197354,0.9883871,0.8568833,1.2833798,1.006842,1.0206375,1.1191691,0.60911584,0.83152395,1.1453921,0.80621076,1.0361898,1.0090431,1.2676549,1.0468668,0.79581606,0.7119061,1.3738117,0.8593085,1.0583962,0.92929906,1.2133644,0.7514448,0.8101554,0.8088501,0.7328181,1.2693403,1.2234482,1.1722034,1.1358645,1.4053187,1.0859705,0.7783636,1.2384077,1.2233909,0.8568334
glasses,1.2260286,0.82601976,0.90290743,1.0358351,1.153228,1.0839405,0.99431837,1.118614,1.2537365,0.9748118,1.113149,0.9479312,1.1462152,0.9653024,1.076678,1.1058006,1.1819663,1.0329641,0.9642979,1.2747717,0.97304547,1.0836005,1.1891413,1.0318673,1.0531346,0.8567848,1.0446346,1.1308087,0.90609765,1.2113271,1.0348814,0.9970342,0.9852983,1.1663572,1.1175044,1.0137194,1.1984931,0.9344779,1.1263835,0.940594,1.0628741,1.2111983,1.1207985,1.0056517,0.4244485,0.89906675,0.9520732,0.67269707,0.48923624,0.8912992,1.0833828,0.6325685,1.0898248,1.0482653,0.9853252,0.0,1.0589854,0.8753067,0.7771197,1.0498017,0.705971,0.879041,1.0721241,0.9921927,1.1498164,1.1332073,1.1259124,1.1743668,1.1098697,1.0143818,0.7732962,1.1788132,1.1661175,0.5348698,0.6472832,0.6378617,1.0062282,0.66961354,0.49961978,1.1412877,1.2008986,1.0865787,1.0808734,0.9722779,1.1528257,1.0069542,0.89780706,1.0996351,1.1095346,0.98196906,1.0065601,1.0449327,1.0434209,1.1613054,1.1549301,1.2699649,0.9758654,1.0367826,0.9076832,1.1741145,0.8992286,1.0899246,0.853455,1.2812309,1.1624947,1.2665718,1.0448085,0.8245475,1.0817207,0.9942604,1.104215,1.2039669,1.1743761,1.0131483,0.97405523,1.1957583,0.9498333,0.5223158,0.59434485,1.1758972,0.95309544,1.221942,1.2386844,1.1822578,0.59179294,0.95521
glove,1.2147995,0.6641745,0.6462993,1.2663736,0.6349245,0.7037371,0.71550673,0.7136278,1.4447556,1.1453056,1.3962176,0.95697105,1.3102779,1.2919062,0.93598723,1.1245564,1.1121274,0.43093646,0.7247873,1.1217406,0.8665599,0.9255576,0.80709946,0.7767887,0.9064656,0.68097687,1.12724,1.0496134,0.75812745,1.1713207,1.1412061,0.6880849,1.2894852,1.2764773,1.1066442,0.6033567,1.2608383,0.56604207,1.1796811,0.952312,0.7010881,1.2063556,1.1659322,1.2253674,0.7976515,0.63408333,1.1123368,1.3570215,0.7752108,0.71946025,0.7820227,0.6474839,0.8029914,0.70113486,1.2915306,1.0589854,0.0,0.56918156,1.3462011,1.1576724,0.9819877,0.48342174,0.7861524,0.97058964,1.1680102,1.193993,1.1613631,0.8419877,1.3072277,0.8535208,1.0153782,1.0014968,0.62623453,1.0877743,0.94570124,0.7089674,0.6925135,0.88488525,1.1045246,0.9375195,1.32563,1.1897197,1.281377,1.0596222,1.0246103,0.7121682,0.7508193,0.8438643,0.9241917,0.72009885,0.7379184,0.9144297,1.2344086,0.6909956,1.0614954,1.3021846,0.8607614,1.227284,1.1687083,0.7522447,1.3474452,0.9504362,0.9937828,0.7625051,1.3588727,1.3365557,1.2975606,0.6340593,1.2730551,0.46856952,1.3016176,0.72015965,1.2978075,0.9472322,1.2468269,1.4806523,0.49503016,0.6151575,0.91871923,0.8117111,0.7298218,0.6401906,1.3383436,0.6956689,0.56393915,1.4470656
gum,1.357893,0.8033798,0.48293567,1.3530488,0.47781575,0.50232136,0.874487,0.8623257,1.2715353,1.2067529,1.3664141,1.0596671,1.3808241,1.3027959,1.0007368,1.2515111,0.95650923,0.5653225,0.584052,1.0712924,0.793745,1.0395918,0.558054,1.0947058,0.9696771,0.6755319,1.2528183,1.2833635,0.83759433,1.237639,1.3337853,0.60472584,1.2306151,1.3603041,1.0071594,0.6113504,1.0889714,0.58053803,0.98422855,1.19862,0.879934,1.390095,1.1784772,1.2850463,0.7501645,0.5424434,1.1733768,1.1967766,0.70881414,0.68349504,0.7952604,0.8351259,0.8710645,0.79837584,1.0035365,0.8753067,0.56918156,0.0,1.29761,1.0253581,0.89540064,0.7258844,0.93454427,0.9656732,1.3102946,1.089196,1.2493892,0.93536663,1.3419421,0.9136116,1.1209254,1.1135535,0.63009024,0.77524984,1.0790675,0.5880468,0.9247422,0.9196304,0.90731144,0.7399964,1.4391992,1.0241615,1.341877,1.2591141,1.0739623,0.78112423,0.76667684,1.0632178,0.79205024,0.96613854,0.55950797,1.0246487,1.1448689,1.009735,1.1031529,1.4068818,0.9531693,1.0703866,1.2749655,0.5022831,1.3341513,0.9346632,1.2098362,0.87628424,1.4887125,1.1375445,1.0312586,0.78611374,1.1899159,0.64011526,1.1369855,0.78176975,1.2582469,0.73066986,1.3922608,1.3683939,0.48610723,0.806493,0.71148014,0.7899189,0.88562864,0.5032665,1.0346943,1.1117547,0.67664933,1.3768013
hair,0.93321073,1.1675469,1.237928,0.64900386,1.1471589,1.2150711,1.1590264,1.3011749,0.85962546,1.0871384,0.6409518,1.1985811,0.7387446,0.51986396,1.1425663,0.8836044,1.0283643,1.308375,1.3895181,1.0377318,1.21002,1.2785947,1.2466884,1.4100941,1.0466648,1.304291,1.0403645,1.1247042,1.2444303,0.95926726,0.7623046,1.2700403,0.7939813,0.7184614,1.0570651,1.47001,0.8483902,1.3291397,0.9459266,0.9739972,0.9848204,1.0324769,1.1617447,0.48323524,1.0719863,1.3230755,1.1369653,0.2936256,1.1001474,1.3075702,1.1919518,1.2440696,1.2599686,1.1010795,0.77957654,0.7771197,1.3462011,1.29761,0.0,0.85976267,0.8417946,1.167282,1.1364405,1.1446049,0.84009016,0.85899365,0.8726893,1.3285724,0.7683192,1.1982979,0.9420699,0.8672097,1.0174667,0.8391607,0.9669217,1.2391746,1.4163848,0.8621792,0.7554705,1.0562854,0.9374674,0.92015016,0.5320329,0.8606764,1.0410811,1.367915,1.3788626,1.1644613,1.1378146,1.228099,1.3431854,1.069424,0.86582226,1.1300018,0.9318559,1.0060382,1.0649366,0.9711046,0.5522618,1.3411388,0.46497685,1.0018266,0.9130357,1.2774761,0.9409664,0.8954451,0.82422256,1.324098,0.9387589,1.2270621,0.84561914,1.3066754,0.93938726,0.9267748,0.45238036,0.74320054,1.373571,1.1310651,1.1291001,1.2569361,1.3784792,1.1566888,0.8430518,1.2055905,1.2894661,0.57621056
hamburger,0.9804677,1.2679908,0.9338658,0.9470681,1.0243088,1.1602304,0.80502456,1.1777163,0.85042554,1.0703079,0.9466629,1.286736,0.9706056,0.9226662,0.98696995,0.9985255,1.0094643,1.2019658,1.1181952,1.0821611,0.870215,1.3204572,0.9925461,1.3988786,1.1486021,1.1619043,1.0462921,1.1406233,1.1969794,1.0744436,1.0570569,1.1241533,0.9673405,1.0874481,0.9064325,1.2839434,0.9223827,1.1322651,0.5890476,0.9878533,0.9829345,1.1981276,1.1704391,0.9496267,1.1597028,1.122309,1.12203,0.7960204,1.1710635,1.1907531,0.91698295,1.2235687,1.2259657,0.74160826,0.62181765,1.0498017,1.1576724,1.0253581,0.85976267,0.0,0.9527435,1.2301762,1.1319537,1.1488874,0.89889705,0.6240955,1.0138003,1.2260249,1.0115921,1.22985,1.1779301,0.856245,0.9268196,0.9665556,0.98424846,1.2148526,1.3272667,1.1291038,0.93450266,0.9084043,0.97811645,0.8221842,0.97898626,0.9635143,1.2080948,1.3011471,1.2354614,1.1201465,0.6042609,0.9890865,1.0524274,1.0795488,0.8690011,1.1741424,0.9063836,1.0301385,0.91179675,0.46274638,0.9449348,1.0980885,0.99344856,1.0064675,1.0809178,1.1290336,1.1217135,0.7982365,0.7601265,1.2865462,0.98665786,1.0447881,0.795085,1.1703652,0.87303174,0.7581272,0.93128085,0.92122436,1.1415534,1.2298168,1.0857711,1.133111,1.3040335,1.0351467,0.74343216,1.2391809,1.2019184,1.0905944
hand,1.0686285,0.56054425,1.058639,0.55029,1.0824355,1.2691262,1.1937783,1.2618687,1.0500549,1.13484,0.8615901,0.92571634,0.85968506,0.7322581,1.1436855,0.831817,1.1071398,1.2567475,1.1610298,1.2356843,1.1545324,1.1800838,1.1498187,1.2712545,1.0773448,0.91854364,1.1309586,1.1932328,1.3157649,1.1299045,1.0797285,1.1380708,0.95147574,0.95188683,1.0775524,1.2405739,1.0891148,1.1075549,1.0757463,1.0924202,0.7523964,1.1763375,1.0901363,0.83290386,0.650682,1.1161301,1.1592063,0.8299872,0.348849,1.2431042,1.1869974,0.46801978,1.2715256,1.0781041,0.8246276,0.705971,0.9819877,0.89540064,0.8417946,0.9527435,0.0,1.2230136,1.1895647,0.97102886,1.051736,1.0123439,0.7629846,1.147325,0.9169114,1.2173083,0.42091358,0.98401994,0.74915797,0.618176,0.7922889,1.0273563,1.3066361,0.7294296,0.6628707,0.95143574,1.1380686,0.91452366,0.8476966,0.7404311,0.99075675,1.2732625,1.2046583,1.0637076,1.1432306,1.1986039,1.2773525,1.1419469,0.858325,1.2758709,1.1252387,1.2695811,1.2434869,0.938906,0.9008263,1.2109196,0.7353812,0.9960767,0.75191134,1.2459812,1.1482222,1.0249747,0.7444719,1.21871,1.0425347,0.7882165,0.9587631,1.1896238,1.2330755,1.0377693,0.8245989,1.0063536,1.3144845,0.5156807,0.84856844,0.99520236,1.2978636,1.1789899,1.0207415,1.3048518,1.066605,1.0527667
hat,1.2570432,0.8609927,0.5990971,1.4357939,0.81235874,0.55383515,0.7368356,0.61530423,1.4716595,1.0934957,1.4252453,1.0820819,1.4473559,1.3966439,1.0051835,1.2906426,1.0802802,0.36061954,0.6244784,1.0437623,0.85440266,0.8424933,0.883374,0.636993,0.87329406,0.8024678,1.0780286,1.0127985,0.4274122,1.0752884,1.1704673,0.7367184,1.2466073,1.3039546,1.1817763,0.5993577,1.2241893,0.5285223,1.252117,0.9751234,0.82772446,1.0146244,1.1412566,1.2627027,0.7440552,0.6493457,0.99713516,1.1001898,0.80650586,0.5116928,0.5913978,0.76134676,0.650033,0.87810355,1.3963431,0.879041,0.48342174,0.7258844,1.167282,1.2301762,1.2230136,0.0,0.77551293,1.1060387,1.255128,1.2051791,1.3705728,0.91255546,1.2856176,0.69840807,1.1206669,1.1011001,1.0598758,1.0839491,0.915971,0.47503257,0.5434899,0.90851814,1.1136535,1.0819179,1.2543998,1.1922433,1.3560688,1.2426716,1.087641,0.6575607,0.6294025,0.96184844,0.95309764,0.693879,0.5748956,1.0109533,1.2459241,0.6035569,0.9877939,1.1170251,0.7042466,1.3412027,1.1496608,0.8786223,1.3483374,0.96268654,1.186826,0.8270684,1.2200806,1.4277536,1.3911619,0.47604305,1.2388977,0.9701808,1.2870936,0.8616196,1.2305942,0.9424233,1.2889931,1.4043863,0.37924886,0.6405934,0.789353,0.99389136,0.5229752,0.71488863,1.3579731,0.61838055,0.41154552,1.1974885
horse,1.0910867,0.9534164,0.89364773,1.2732842,0.9177981,0.8703876,0.8341813,0.86678916,1.2518158,0.88416845,1.1936656,1.1157864,1.232887,1.2190747,0.81804585,1.1475947,0.9162289,0.81412154,1.006129,1.0775608,0.97788155,0.93758726,1.078533,0.9956267,0.7585199,1.0030487,0.78129274,0.98255575,0.84895444,1.1269531,1.0213103,0.8844727,1.10361,1.1459849,1.0704705,0.86545473,1.1190555,0.94441366,1.1367378,0.6225114,0.77029645,1.0937681,1.0858003,1.0752081,1.0894148,0.97555554,0.93054074,1.1358876,1.1168106,0.6804461,0.79285836,0.9613907,0.93476844,0.7472266,1.1005532,1.0721241,0.7861524,0.93454427,1.1364405,1.1319537,1.1895647,0.77551293,0.0,0.9116327,1.0135119,1.1874268,1.1981475,1.0673697,1.0957996,0.9228567,1.165109,1.1124563,1.0969888,1.1368105,1.0431594,0.9040895,0.98679274,1.0692173,1.0240358,1.1106277,1.1930797,1.102536,1.1327136,1.1752255,1.0939287,0.8867323,0.88508713,0.9797967,0.8980985,0.8325026,0.87345237,0.36939698,1.1364646,0.820987,1.1277605,1.0977123,0.6485798,1.0925977,1.0455552,0.82616866,1.2007428,1.0015125,1.0694025,0.95864475,1.1461357,1.2333133,1.1072955,0.9110687,0.84712917,1.124365,1.1379313,0.9554771,1.0218112,0.9418067,1.1169341,1.1737397,0.7505201,0.9302034,1.1002977,1.0732379,0.9603378,0.8155111,1.2046671,0.87275887,0.73111284,1.1979735
hose,1.0261996,0.99295163,0.97938204,0.9982952,0.99754226,1.0452228,1.0253788,1.1345807,0.9953656,0.933258,1.1108041,0.9202593,1.0468283,1.1428974,0.88294715,1.1033133,1.1205868,1.0178844,0.9189639,1.1784147,1.0353403,0.76785874,0.99648607,0.9904913,1.0281258,0.85243535,0.9730357,1.1746958,1.0927544,1.2758257,1.0354117,1.0679667,0.91743875,1.058782,1.0305867,0.84773195,1.20646,1.0352628,1.1434393,1.0074903,1.1147504,1.1268314,0.78798735,1.1563488,0.9381917,1.0622246,0.9224271,1.1261721,0.98088545,0.89647555,0.9672789,0.9294272,0.9671768,0.81796086,1.1493429,0.9921927,0.97058964,0.9656732,1.1446049,1.1488874,0.97102886,1.1060387,0.9116327,0.0,1.0476478,0.9831299,0.9970696,0.6906776,1.1510162,1.086279,0.94724417,0.9439668,0.9252946,0.9684761,1.0565913,1.0127211,0.95127994,1.0784484,0.94079363,0.9928634,1.1080306,0.96957815,1.2239451,1.1082703,1.0281351,1.0068307,0.8671206,1.107142,1.1276522,0.98200256,1.0817634,0.9714386,0.99095803,1.0703243,1.1403154,1.126567,0.9940847,0.98930454,1.1335886,0.8197131,1.120486,1.0747759,1.0606401,0.8260513,1.0865033,0.9713189,0.9003664,0.8771843,0.9408879,1.0423824,0.97495866,0.710585,0.98715484,1.0585296,1.0864412,1.1265488,1.0672605,0.9680997,0.95237124,0.76547194,1.0009763,0.99438,1.0326915,0.89583033,1.0394033,1.1827196
