,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,nail,napkin,necklace,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
jar,0.77041996,1.2919639,1.0226706,0.76710105,1.055109,1.2224772,0.82791793,1.211766,0.73662823,0.65990543,1.0583701,0.7120794,0.70457244,1.0133293,0.6371234,1.1220229,1.1702383,1.3258412,1.2057266,1.2926655,0.84357446,1.2812674,1.1830338,1.0580475,0.67315483,1.0947431,0.78573155,1.1333604,1.2004056,1.2646334,0.81637686,1.0784117,1.3120912,0.8319299,1.341272,0.8579054,0.8366779,1.1670796,1.0563085,0.8771727,0.72671044,1.1055287,0.84110963,1.0513381,1.2577829,1.0000042,0.81281185,0.9521965,0.9765033,1.144414,1.015186,1.1429204,0.8252569,0.80648005,1.252976,0.7560675,0.94622785,0.0,0.8077083,0.94078076,0.8024883,1.3289156,1.1211857,0.82656604,1.0272995,1.0701858,0.91298455,1.1687243,1.2691399,1.213872,1.1310388,0.94173384,0.83248943,0.9140139,1.3504672,1.3385422,1.2677608,1.0999861,0.7966769,1.1902512,1.0625039,1.0744314,0.9668204,1.1141733,1.21691,1.1384716,1.1912737,0.7300875,1.1418658,0.67288435,0.8211688,1.0812145,1.02932,0.698316,0.9192984,0.78189594,1.2357074,0.79781663,1.2712145,1.0122583,1.1188862,1.0989233,1.0190052,0.82137364,1.2340034,1.2325119,0.6651877,0.8348472,1.1636826,1.1367095,1.0220319,0.89345974,1.2901778,1.2702372,0.8675112,1.0504645,1.383903,1.2593884,0.9842292
jeans,0.85421765,1.1819344,1.0254928,0.7029475,1.0661725,1.3247459,1.111348,1.2763127,0.7615433,0.8195095,1.2035339,0.6390344,0.523807,1.0672227,0.49442697,0.9972113,1.2564341,1.4056394,1.275111,1.325578,0.9206654,1.3810631,1.1329086,1.2657983,0.91586554,1.0014045,1.2091324,0.79656017,1.2309614,1.2235714,0.65927553,1.1148517,1.4289746,0.8695962,1.4529055,1.0171531,0.82663375,1.0280938,0.9413926,0.7312638,0.41525376,1.2472222,0.8529655,1.0374228,1.1104504,0.8977232,0.9368229,0.86285675,0.71060854,1.3312848,0.76946926,1.0213941,0.8093778,0.69463855,1.315701,0.91720724,0.93816173,0.8077083,0.0,1.174194,0.64194775,1.3536127,1.0817518,0.68865734,1.1036099,0.9050136,0.7014595,1.3705848,0.99427396,1.2319626,1.149545,0.4763627,0.45777106,0.84775627,1.4617534,1.4489658,1.3835876,0.8088815,0.734088,0.9715741,1.1386788,1.1223698,0.9716782,1.0382059,1.2456626,0.90438914,1.1560379,0.616328,1.2365018,0.60071075,0.59636474,0.78654134,1.324229,0.93375665,0.9595712,0.85543954,1.3439035,0.8894927,1.3698466,0.72647953,1.1631474,1.3371778,1.0407138,0.81250614,1.4328737,0.95070004,0.58066654,0.7948177,1.4816933,1.1077411,1.1046149,0.8121728,1.0609642,1.2744509,0.9027765,0.97001535,1.2794716,1.3889617,0.9253249
knife,1.0759122,0.88865465,1.1959672,1.181508,1.1029347,1.0555087,0.99534243,0.78835475,1.08864,1.0886647,0.8087125,1.0322163,1.1555294,1.0358472,1.1614776,1.0252223,1.0227835,0.8523676,0.9479365,0.86952925,0.95737267,0.83224154,0.9677508,0.8564469,0.944538,0.82490885,0.87493455,1.2243967,0.8933506,0.9981011,1.2581202,0.9310798,0.6141533,1.1102242,0.90731776,1.0566257,1.1993723,1.1095572,1.028994,0.90705353,1.2050192,1.1143342,1.2125233,0.96827275,0.7886226,1.1923373,0.9319293,1.1289511,1.3188084,0.7606266,1.1410111,1.0649073,1.1617372,1.1043891,0.96241814,0.7987103,1.0927385,0.94078076,1.174194,0.0,0.89147687,0.8883128,0.79556847,1.1329149,1.117171,1.2242047,1.2816123,0.9800196,0.9462559,0.9405686,0.805262,1.2770909,1.0960597,1.0080312,0.64471555,0.6108135,0.87780863,1.0862664,1.0182419,1.1177773,1.0509948,0.8256943,1.0425552,0.84489113,0.7665047,1.1477827,1.2116787,1.1912608,0.6324365,1.0864275,1.0795861,1.2265517,0.7779341,0.71054524,1.0505933,1.1330637,0.82666326,1.0456454,0.8876538,1.0881686,0.9943521,0.36643088,0.9438981,0.66021925,0.91983724,1.1652215,1.0289322,1.2468697,0.9547903,0.96520966,0.95704925,0.9334114,0.92982566,1.1392322,1.2199905,0.97950536,0.6746246,0.8285203,1.0480661
ladder,0.92761433,1.2156532,1.03478,0.61247385,1.1714336,1.3011062,1.1986587,1.1565328,0.46664786,0.7263763,1.1083761,0.44035357,0.7932737,1.0521319,0.6924082,1.004351,1.2103667,1.4638753,0.9742826,1.2427208,1.0309101,1.2597928,1.1842725,1.2922759,0.78820455,0.795385,1.2036965,0.80657184,1.2489702,1.3033493,0.5564445,1.2056158,1.3950979,0.4925778,1.4104902,1.0334432,0.9209794,1.0858535,0.5317705,0.61879003,0.67073005,1.1582781,0.9025496,1.2283705,1.3244843,0.82639724,0.78242874,1.0972984,0.89316994,1.328588,1.0830039,1.3064277,0.88983846,0.9199436,1.400835,0.9652102,0.87083685,0.8024883,0.64194775,0.89147687,0.0,1.2391083,1.0998312,0.745819,1.1261455,0.90476114,1.0018833,1.4012258,1.158544,1.3072273,0.871865,0.85622424,0.6692494,0.891893,1.42142,1.3597758,1.2531595,0.9664105,0.8185259,0.8488409,1.1489795,1.1045431,1.2340851,1.2068249,1.1733828,0.74101156,1.1568433,0.81266576,1.2085788,0.707145,0.8254984,0.9324023,1.1766168,0.68465203,0.83441514,0.7434821,1.4542633,0.86575603,1.4010909,0.9098818,1.1555818,1.1043607,1.0388403,0.80037737,1.4665866,0.7224299,0.69872797,0.58987385,1.4552088,1.2758335,1.1818078,0.76408535,1.2599812,1.3028708,0.7689188,0.86297697,1.0862405,1.4133097,0.63009834
lamp,1.2716131,0.8069588,1.0300655,1.2409875,0.9622378,0.7383664,1.0621098,0.80842656,1.1917922,1.3009001,0.94202423,1.3184671,1.3530177,0.9044898,1.3768823,1.0333812,0.77903754,0.6404907,0.7121979,0.7353046,1.0555476,0.7202747,0.8726053,0.91435826,1.1920614,0.93326277,0.85253215,1.061736,0.8073925,0.8456361,1.284431,1.0070536,0.68274754,1.1365783,0.63768584,1.1373231,1.2141645,0.9069792,0.9284637,1.1695925,1.310874,0.8417746,1.2155516,1.0636172,0.91107935,1.0930614,1.0789547,1.0199224,1.1611831,0.7985525,1.2122658,1.0478085,1.2328548,1.3158095,0.78149545,1.1886603,1.2213275,1.3289156,1.3536127,0.8883128,1.2391083,0.0,0.9909373,1.1638476,1.0868024,1.0894543,1.306433,0.7559675,0.99866855,0.83786166,0.8097198,1.306428,1.2479718,1.1311626,0.5928607,0.57639676,0.7556913,1.0790555,1.1615398,0.8787174,0.98722786,0.92769384,1.0167238,0.95783365,0.7008426,1.0836617,0.86261934,1.2728626,0.7668294,1.3813035,1.3065299,0.95013833,0.8098477,1.0303792,1.1010815,1.2250583,0.77242607,1.0286089,0.69454503,1.1421201,0.898403,0.6848954,0.7563049,1.1064031,0.741283,0.9057159,1.347601,1.2249956,0.68582344,1.0016924,1.0170612,1.1622652,0.896914,0.77936,1.1436496,0.961107,0.59815365,0.69104624,0.9541203
leg,1.1820238,0.5504322,1.3103421,1.3414404,1.0792152,0.9213546,0.8865555,0.65057206,1.2904271,1.3439867,0.7239551,1.2762269,1.1722116,1.1487585,1.2941594,1.1498604,0.8794557,0.5077757,0.9784994,0.7080016,1.1264294,0.6876576,0.78533304,0.68274516,1.1357629,0.87181854,0.98855984,1.2572777,0.984704,1.0578547,1.3210564,0.92158663,0.53385705,1.3161929,0.74713516,1.2099239,1.2317616,0.8441082,1.213557,1.0908759,1.2119281,1.1827953,1.1503433,0.51129603,0.59820354,1.2176254,1.0009197,1.0978142,1.2251455,0.47448844,1.0635991,0.89092076,1.1722572,1.0942675,0.55754143,0.61673677,1.0885808,1.1211857,1.0817518,0.79556847,1.0998312,0.9909373,0.0,1.2102661,1.1798563,1.0169173,1.1637772,0.7085212,0.6206128,0.625669,0.96029115,1.1851029,1.0778214,1.1786356,0.55856246,0.6744494,0.69752383,0.99285054,1.1245713,1.2332835,1.0514216,0.5241805,1.1208528,0.7349348,1.0122492,1.0025988,1.2346823,1.1065505,0.89097416,0.9638344,1.00064,1.1698313,1.1146562,0.97476226,1.3742323,1.360389,0.39690876,1.2170532,0.67927253,1.0480411,1.2306076,0.79054725,1.027415,0.8068021,0.72536844,1.1601948,1.0572672,1.4708247,0.9069036,0.49074954,0.67338073,1.2172239,0.6885508,1.0613242,1.3710312,0.9172699,0.80320823,0.7149483,1.247633
meat,0.96337485,1.1689229,0.93844855,0.8075393,1.1927814,1.3283007,1.1160938,1.2246907,0.7411852,0.7033024,1.168014,0.609987,0.6081038,0.9760409,0.4275388,1.1081028,1.2671592,1.3242688,1.0397763,1.3596516,0.9735731,1.3519895,1.177417,1.2263031,0.7444654,1.1527613,1.1014401,0.8765197,1.1944948,1.07819,0.5210391,1.0720729,1.4048932,0.7137812,1.3763572,0.994568,0.68594766,1.0091007,0.8831506,0.8105621,0.7526454,1.1071886,0.8444947,1.2000691,1.2134861,0.8986494,0.9417449,0.9579279,0.90124774,1.2098416,1.0151855,1.2598945,0.8361088,0.8717351,1.2293131,1.0034411,1.0213448,0.82656604,0.68865734,1.1329149,0.745819,1.1638476,1.2102661,0.0,1.1120824,1.0384382,0.9642367,1.2209148,1.0973494,1.1615002,1.1325395,0.705922,0.78369254,0.9592742,1.3494972,1.3384962,1.2797639,0.6387334,0.7031438,0.96807694,1.1092215,1.134943,1.02988,1.0812593,1.2231506,0.9344971,1.0074741,0.6471586,1.2321821,0.8856875,0.8799403,0.83400154,1.0959179,0.82583314,1.0059525,0.90692854,1.2410729,0.9296603,1.2649617,0.97886944,1.0649601,1.1503094,1.0351863,0.88001424,1.3206347,0.88709474,0.7845309,0.7825272,1.2732098,1.23782,1.1642069,1.027032,1.1216283,1.166474,0.8661438,1.040878,1.2634821,1.2650586,0.86757094
melon,0.9360631,1.1867822,0.5790554,1.0431501,0.803619,0.79565084,0.7477014,1.1150246,1.034632,0.9980532,1.1852081,1.1079814,1.0735949,0.95453906,1.101096,0.8188931,1.1304381,1.0516849,1.1798121,1.093308,1.0003875,1.0965047,1.0259798,0.8607984,1.171886,1.068759,0.9303645,1.0120385,0.78928536,0.81736815,1.0803633,0.80577934,1.1244904,1.0512308,1.0860204,0.83460546,0.96534026,1.1181543,1.1223977,1.1228163,1.1538426,0.916751,1.0461761,1.1389976,1.0403787,0.9979915,1.1642925,0.8628416,0.9996275,1.2104023,0.8113183,0.5237567,1.0844383,0.9405394,1.0922844,1.2335237,0.7609112,1.0272995,1.1036099,1.117171,1.1261455,1.0868024,1.1798563,1.1120824,0.0,1.0304356,0.6321858,1.1237798,1.0385085,1.2047029,1.1144028,1.1081765,1.1566317,0.8812936,1.1664557,1.1165167,0.8246038,1.0464218,1.1797944,0.9339115,0.6982654,1.113673,0.7625673,1.1533324,1.039048,1.1046274,0.8454088,1.131748,1.071788,1.162789,1.0571125,1.0020713,0.9718881,1.1300216,0.80198157,0.9426122,1.1786631,1.1354796,0.9678028,0.9713103,0.7189737,1.0459265,1.0118091,1.162547,0.9339609,1.1337566,1.1722301,0.99351406,0.880857,1.0879928,1.1351676,0.8558792,1.0119216,0.8428195,0.86761767,1.0308142,1.2096632,1.1645272,1.0894924
milk,1.1517932,0.9770404,0.9878746,0.99414396,0.8119185,0.87395316,0.9297946,1.0652475,0.89885175,1.1533818,1.1447334,1.0986557,0.9949337,0.95398444,1.0677556,0.9082437,0.45305294,1.0452187,0.8472431,0.6877488,1.0671754,0.9822069,1.0921108,1.0934451,1.2159922,0.97169757,1.0464479,0.8704759,0.9374089,1.0599127,1.0127465,1.1077896,1.2321105,1.0520564,0.9534373,1.0067357,1.0260086,0.88122845,1.0888084,0.98236394,0.9409599,1.0358795,0.9843523,1.0674334,1.1618919,0.92589974,1.1260389,0.9598483,0.909007,1.2608063,0.86079156,0.99500024,1.0370337,0.98073334,0.9957272,1.023189,0.9594173,1.0701858,0.9050136,1.2242047,0.90476114,1.0894543,1.0169173,1.0384382,1.0304356,0.0,0.8319857,1.1801827,0.84123623,0.979221,0.9317374,1.0198402,1.003223,0.9381222,1.1961569,1.232229,1.1846457,1.0281297,1.0839409,1.0016476,1.0991418,1.082963,0.93887556,1.0322336,1.0466444,0.802177,1.0110714,0.97318083,1.1731874,0.9620428,0.85077393,1.0610155,1.0293595,1.142699,0.8167716,1.0599645,1.0967537,1.0569469,0.9964692,0.89800906,0.8540906,1.1483105,1.0434989,1.1556016,1.0867378,0.7730012,1.0267105,0.94724023,1.1031328,0.9643971,1.0780827,1.0090263,0.8877896,0.8954061,0.7009552,1.0637095,1.0240246,1.1188607,1.0690956
mitten,0.8292327,1.1287487,0.8001225,0.9319441,0.7697735,0.8811482,0.9112359,1.2419841,0.9477607,0.87088925,1.2321818,0.920972,0.8173937,0.982813,0.877584,0.9270983,1.212391,1.2301502,1.2920411,1.054235,1.028368,1.1235077,1.0400417,1.0413631,1.084121,0.9714456,1.1189866,1.0585638,1.0364722,0.8798113,0.8967025,0.9590568,1.2921844,1.0908297,1.1814247,0.96089834,0.81710464,1.0265048,1.0942634,1.0430584,0.89225,0.9582488,0.99674994,0.94675314,0.9771511,0.9406368,1.160554,0.84358454,0.8737431,1.2735437,0.19948816,0.58666986,1.0820484,0.63741803,1.190541,1.0395039,0.85838485,0.91298455,0.7014595,1.2816123,1.0018833,1.306433,1.1637772,0.9642367,0.6321858,0.8319857,0.0,1.2458277,0.7331733,1.2476473,1.196874,0.9175521,0.9274555,0.92083395,1.3229105,1.3361125,1.15904,0.7884316,1.1151375,1.0391326,0.89914066,1.2089301,0.73262066,1.0350935,1.2197828,1.15913,0.9218017,0.93760705,1.1056298,0.84275806,0.71147525,0.94922364,1.0642536,1.2089752,0.9426519,0.90038717,1.1534227,1.0642284,1.1800576,0.70936286,0.9662812,1.2947991,0.9920521,1.0762553,1.1499294,1.0086513,0.9560791,1.026483,1.0761417,0.87449837,1.0741519,0.71886957,0.7417252,0.9405999,0.93891275,1.0555154,1.2969751,1.181861,1.1312332
nail,1.1587698,0.70847833,1.1665019,1.2666582,0.8748536,0.5699836,0.87944067,0.77936965,1.4187683,1.2709866,0.3880443,1.4363941,1.3501401,0.9615607,1.3906767,1.1898355,0.6626803,0.35627896,1.0509597,0.7008066,1.1683743,0.57327855,0.82475764,0.64152324,1.0715501,1.1060969,0.88376576,1.236582,0.86078185,0.96531147,1.3626966,1.0127538,0.2902975,1.3772829,0.48476344,1.0952144,1.2272856,0.8483544,1.2286997,1.2961603,1.3449428,1.0180722,1.1047688,0.6462097,0.72182924,1.2509539,1.132316,1.1666,1.2585658,0.30226243,1.1146967,0.7397626,1.1593031,1.2066401,0.28493863,1.0432209,1.2202597,1.1687243,1.3705848,0.9800196,1.4012258,0.7559675,0.7085212,1.2209148,1.1237798,1.1801827,1.2458277,0.0,0.93546027,0.51880443,1.092946,1.3112222,1.3028586,1.2514701,0.32993418,0.37925905,0.6488758,1.1206548,1.1685457,1.2008226,0.9044249,0.91455287,1.1473316,0.79930127,1.0387777,1.2792089,1.1153187,1.2234749,0.95174974,1.1721792,1.2939124,1.123439,1.0083795,1.1401522,1.3390538,1.1712205,0.38017327,1.0833308,0.5199098,1.259334,1.0420228,0.9188696,1.0444016,1.0893495,0.33864915,1.2191511,1.2514229,1.378196,0.4819339,0.6312786,0.7067362,1.2097697,0.90177673,0.8299592,1.3418872,1.1245219,0.83935434,0.42077386,1.2991631
napkin,1.2344873,0.47805965,1.1046176,1.4831605,0.854916,0.79515415,0.98916906,0.67939395,1.3234279,1.3078436,0.8420776,1.1579221,1.0985322,1.0442549,1.1847206,0.73246545,0.99866277,0.6350795,0.8699448,0.6477542,1.1132501,0.72748536,0.78635234,0.8640753,1.3236959,0.6869392,1.1297855,1.1214322,1.0142709,0.87912804,1.2885041,0.9560777,0.6763914,1.2454902,0.72508025,1.271697,1.110862,0.7732491,1.3062944,0.9800864,1.3152847,0.99066496,1.3277593,0.7065141,0.5253134,1.0829347,1.0584302,1.0762333,1.1630266,0.75788885,0.60442936,0.67214465,1.3499138,1.0433455,0.6598258,0.94146234,1.0188539,1.2691399,0.99427396,0.9462559,1.158544,0.99866855,0.6206128,1.0973494,1.0385085,0.84123623,0.7331733,0.93546027,0.0,0.7339113,0.8749167,1.1427984,1.1107465,0.90040004,0.71648645,0.81198335,0.8512697,0.74742436,1.2193305,1.2189412,1.0337644,0.8591771,0.9055029,0.75053823,0.9092928,1.0939597,1.0705757,1.1249689,0.7507632,1.1593379,0.8431307,1.200265,0.9317369,1.1328323,1.3270689,1.269444,0.5656695,1.3030785,0.8080313,0.759454,1.1677523,0.9087754,1.1361641,0.90193045,0.86600745,0.78175145,1.2685136,1.4436525,0.8673568,0.5783439,0.98517567,0.87055385,0.12153208,0.76114565,1.2861481,1.009019,0.7455854,0.749528,1.2890497
necklace,1.2865208,0.5738157,1.2378905,1.3506854,0.8604611,0.6515292,0.9193812,0.7383979,1.5208626,1.4632215,0.71746445,1.4922686,1.1920414,0.89922154,1.3113635,1.2100651,0.77386236,0.6096115,1.0318433,0.76688945,1.0567923,0.73488414,0.88151765,0.66592085,1.1724689,1.1267866,0.87254274,1.04583,0.9607848,0.958835,1.4082639,1.0081317,0.52329,1.4090238,0.7059089,1.1943105,1.142561,0.6329493,1.2864504,1.2677813,1.2472782,1.0639067,1.1345965,0.54128087,0.75448114,1.1236117,1.1325579,1.0346451,1.1860021,0.4412372,1.0406691,0.87411064,1.016578,1.0647542,0.3264736,0.9526948,1.1689028,1.213872,1.2319626,0.9405686,1.3072273,0.83786166,0.625669,1.1615002,1.2047029,0.979221,1.2476473,0.51880443,0.7339113,0.0,1.0689591,1.18712,1.2119832,1.2656358,0.48043287,0.65854114,0.81068015,1.0244308,1.1971818,1.1485391,1.1613016,0.8977656,1.0637518,0.6129981,0.87479985,1.0747349,1.1062376,1.0906525,0.7489512,1.0656651,1.0742348,1.1579456,0.9996326,1.1159734,1.4265952,1.3572743,0.4529729,1.2393634,0.6021965,1.132158,1.1366231,0.7867105,1.0069818,1.0224483,0.6581444,0.93812954,1.1630921,1.4797165,0.7540473,0.5169355,0.566911,1.0750357,0.70590335,0.8517686,1.414883,1.0885501,0.67157096,0.52836233,1.343022
oven,1.2486393,0.92699814,1.1069458,1.1423606,1.1159787,1.0919558,1.1309922,0.70149255,0.9990014,1.2298936,1.0091444,1.0150814,1.2557753,1.0979522,1.2605164,0.83091587,0.8297921,0.8110212,0.4579935,0.6128336,1.1977545,0.7055608,0.8270298,1.1544328,1.2185239,0.54573566,0.9654539,0.9130834,1.0153806,1.0988135,1.0554668,1.1641841,0.9190543,0.90120715,0.722813,1.0510731,1.0665873,0.95319605,0.89075506,0.6299162,1.1416866,0.97414815,1.1598648,1.1605945,1.0402648,0.9179937,1.0923595,1.2007929,1.0349382,1.0297159,1.0605934,1.2033321,1.1904961,1.2661668,1.0123394,1.0470076,1.0470053,1.1310388,1.149545,0.805262,0.871865,0.8097198,0.96029115,1.1325395,1.1144028,0.9317374,1.196874,1.092946,0.8749167,1.0689591,0.0,1.160075,1.0460619,0.991803,0.91229236,0.90081644,0.93677074,1.0073757,1.0822647,0.93253356,1.0020972,0.9287825,1.126041,0.9291247,0.6805725,0.7148255,1.0088176,1.2496467,0.8946233,1.2458502,1.076734,1.114731,0.61609185,1.0192813,0.8788589,1.0458164,0.951652,1.1257601,0.9206802,1.114881,0.9663512,0.84489065,1.0174394,1.038495,0.9749365,0.8106321,1.1456362,1.0530976,0.85681725,1.1726631,1.0808228,1.1993357,0.8853169,0.79367244,0.9705312,0.9562507,0.6021079,0.8104701,0.84847283
pajamas,0.9116654,1.2050042,1.0153247,0.6544066,0.9871476,1.2908258,1.2286663,1.3244219,0.7740592,0.7327231,1.2601713,0.6981082,0.41186893,0.9878446,0.40534306,0.9981308,1.2056705,1.459804,1.1752758,1.338402,0.9541589,1.3508022,1.1389475,1.2990483,0.77522236,1.1620184,1.2308311,0.77978605,1.1559609,1.1732173,0.6455942,1.1260304,1.4543252,0.71124434,1.3311915,0.9755661,0.7330326,0.9705518,0.91182584,0.95687675,0.41628492,1.0975497,0.84200716,1.164403,1.2787571,0.90710336,0.9216174,0.98764867,0.723179,1.3159608,0.89586043,1.2004591,0.6025552,0.80409396,1.3132517,1.0222397,1.0425979,0.94173384,0.4763627,1.2770909,0.85622424,1.306428,1.1851029,0.705922,1.1081765,1.0198402,0.9175521,1.3112222,1.1427984,1.18712,1.160075,0.0,0.54851335,0.90563273,1.4473045,1.4304564,1.303905,0.8001812,0.5329529,0.93769723,1.1835202,1.1753621,1.0224465,1.1289315,1.2282143,0.7083386,1.0230013,0.54850894,1.2842755,0.7758293,0.7367126,0.9161491,1.2141356,0.9246726,0.9609159,0.763299,1.3785369,0.89456576,1.3975004,0.68175805,1.1072159,1.309201,1.1614103,1.0874326,1.4167181,0.94432676,0.6023692,0.5899143,1.3366475,1.1894815,1.1420364,0.91200686,1.1295831,1.0847856,0.8424915,0.9663081,1.2495484,1.3472998,0.82272744
pants,0.8618857,1.1248267,1.1713636,0.77368015,1.085526,1.2888384,1.1504807,1.2115419,0.85405576,0.89137805,1.1808414,0.73454106,0.7262406,1.123755,0.6851514,1.0933276,1.2436657,1.3727357,1.1803491,1.283808,1.0633055,1.2979134,1.0693555,1.3100774,0.8085048,1.01613,1.1658511,0.89717054,1.2140236,1.1556591,0.73584396,1.0971072,1.3574517,0.8792104,1.326663,1.0785556,0.7701579,1.0194509,0.8735393,0.77460575,0.50095034,1.1146268,0.8092051,1.1152257,1.1936187,0.8637895,1.0077226,0.97092617,0.74772906,1.1999912,0.911257,1.2051303,0.7399544,0.8203786,1.2496107,0.9292493,0.9760703,0.83248943,0.45777106,1.0960597,0.6692494,1.2479718,1.0778214,0.78369254,1.1566317,1.003223,0.9274555,1.3028586,1.1107465,1.2119832,1.0460619,0.54851335,0.0,0.997937,1.3634497,1.3612002,1.2583132,0.924796,0.7738511,0.94760406,1.2472464,1.1074888,0.9836061,1.0224538,1.1647004,0.8640315,1.0157862,0.7121476,1.225535,0.7064768,0.62019205,0.76668215,1.1905292,0.87612695,1.1006026,0.9558667,1.237457,0.8310759,1.2963549,0.7115252,1.0777074,1.2314652,0.976255,0.8189247,1.3779652,0.93206817,0.57746994,0.8315299,1.3650755,1.1171916,1.0491867,0.91129506,1.140566,1.1987841,1.0168636,0.9222805,1.2197223,1.2764776,0.8624081
paper,0.9907412,1.2945418,0.848198,0.9454726,1.0312258,1.1453723,1.1201649,1.0628031,0.81817245,0.740955,1.060128,0.7305436,0.76131165,1.0114703,0.7629969,0.16372138,1.0950415,1.2276591,0.9539554,1.0280232,0.83531165,1.071547,1.0083573,1.1358936,1.1803832,0.9509217,1.0259242,0.938989,1.1010795,1.0697296,0.8829854,1.0192215,1.1951503,0.7603308,1.1076273,0.878878,1.0861202,1.2467468,1.0098416,0.7909165,0.93584806,1.011324,0.94094944,1.25193,1.2004479,0.8996293,0.79750806,1.0306857,1.0657375,1.3316832,1.0021628,0.98622847,1.0611994,0.96820563,1.2310272,1.0942817,0.90316933,0.9140139,0.84775627,1.0080312,0.891893,1.1311626,1.1786356,0.9592742,0.8812936,0.9381222,0.92083395,1.2514701,0.90040004,1.2656358,0.991803,0.90563273,0.997937,0.0,1.2494184,1.1780274,1.1852014,1.0377512,0.9563024,1.0643163,0.8280581,1.0632468,1.0219531,1.3367214,0.9667479,0.91131,1.053483,1.0387223,1.0737106,1.0173197,0.9512274,1.0899161,1.0202334,0.9366336,0.71085644,0.81230164,1.3209765,0.9409703,1.3068025,0.9304062,0.9066487,1.0645908,1.0565284,1.0078175,1.2027111,1.0140107,1.0512778,0.6984872,1.1656786,1.2656562,1.1692277,0.86223114,0.9601604,1.0692552,0.691425,1.108885,1.1678438,1.2521133,0.91077375
pen,1.2509582,0.47956514,1.2894335,1.5044379,1.0422345,0.6484099,0.8768817,0.46725243,1.5707462,1.4783548,0.46688116,1.5388079,1.4925576,0.89042616,1.5743983,1.0899588,0.6452288,0.23034084,0.8709493,0.4728639,1.1511433,0.3577674,0.6266595,0.67919904,1.2493573,0.88193715,0.7722976,1.3324336,0.86200607,0.8604507,1.5488329,0.9284991,0.08234793,1.4938593,0.33007586,1.2523258,1.3705891,0.81172055,1.2638621,1.3263808,1.4932737,0.945533,1.2832862,0.67316365,0.4136793,1.2622169,1.2474997,1.1273172,1.3391781,0.29023945,1.1062546,0.83384824,1.3060223,1.309281,0.31941843,0.97736263,1.2566637,1.3504672,1.4617534,0.64471555,1.42142,0.5928607,0.55856246,1.3494972,1.1664557,1.1961569,1.3229105,0.32993418,0.71648645,0.48043287,0.91229236,1.4473045,1.3634497,1.2494184,0.0,0.073748946,0.4194432,1.0628152,1.3280168,1.1578844,0.96506983,0.67351663,1.1333759,0.6549791,0.7508053,1.2425344,1.0777428,1.365035,0.66180396,1.3444906,1.3583796,1.1538512,0.8277726,1.1092476,1.410845,1.410602,0.32539266,1.2475944,0.35650826,1.2490752,1.0707617,0.6570432,0.98003346,0.89251524,0.3276447,1.1376793,1.3997467,1.5759037,0.48869818,0.65978533,0.8177856,1.2375852,0.65077394,0.7596214,1.4562345,1.0199735,0.5277086,0.31151146,1.317198
pencil,1.164821,0.5620386,1.1809595,1.4530771,1.0694287,0.7009691,0.96103424,0.52061284,1.4596916,1.370681,0.43450177,1.4238774,1.5010431,0.9321583,1.5455846,1.0141033,0.66325974,0.31288648,0.88303494,0.5321517,1.1306529,0.39849758,0.67155325,0.7453529,1.2186077,0.89269656,0.80149865,1.3043573,0.82873607,0.8575908,1.4904602,0.9011754,0.10826641,1.4078093,0.39183766,1.2316885,1.3909233,0.98040473,1.1501037,1.2501377,1.4754516,0.96722716,1.2397213,0.78624094,0.434833,1.2551169,1.1960582,1.1463977,1.3234134,0.36564648,1.1716291,0.85261875,1.3096156,1.3460892,0.45833468,1.0052692,1.2301943,1.3385422,1.4489658,0.6108135,1.3597758,0.57639676,0.6744494,1.3384962,1.1165167,1.232229,1.3361125,0.37925905,0.81198335,0.65854114,0.90081644,1.4304564,1.3612002,1.1780274,0.073748946,0.0,0.43546027,1.0986669,1.2903918,1.1237179,0.94900554,0.65058064,1.1159636,0.7517396,0.6880402,1.2677004,1.0954019,1.3986273,0.6864574,1.3760283,1.3582157,1.1256126,0.8068002,1.0764987,1.2922815,1.3513862,0.4603008,1.1791396,0.4437582,1.2182097,1.0108172,0.73541546,0.96723557,0.863963,0.38769162,1.1682059,1.425312,1.4791664,0.5626289,0.8043761,0.91783947,1.1529715,0.7278203,0.8269545,1.3976572,0.9968265,0.5466907,0.4250856,1.2508869
