,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
corn,1.0410922,1.241968,0.976389,1.2752885,1.0001978,1.0009801,0.8682879,0.7470883,1.1908948,1.1245806,1.166059,1.0010532,1.1729974,1.1806687,0.97294575,1.0671475,1.0007787,0.8331313,0.8341358,1.123464,0.9285044,0.8196738,0.7418636,0.812473,0.95897114,1.0914361,1.1450553,0.7512351,0.614022,1.0097815,0.88338244,0.93107784,0.8586131,0.9959953,0.0,1.1892807,0.81282043,0.93596077,1.0847248,0.84243745,1.1052923,0.9700686,1.0771921,0.907436,0.9080609,1.0721512,0.99393946,0.9993618,1.2885449,1.155841,0.96401656,1.0232307,0.94083434,0.99823064,1.0397645,1.1647155,1.1137005,0.84966725,0.7423147,1.2184132,1.0594307,1.2116199,0.7439414,0.95308405,1.1005824,0.94504917,0.9418372,1.277097,0.82951784,1.0308161,0.8767291,1.1996962,0.93188614,1.0491619,0.9753256,1.1485218,0.9443452,1.0487881,0.76134586,0.95790565,1.2786968,1.0125293,0.8211446,0.913581,1.1963508,1.2096881,1.082054,0.9981166,0.8980371,0.93251,0.95763934,0.9250415,0.94873095,0.74401975,0.92303514,1.0628959,0.7089659,0.796142,1.0654778,1.0316821,0.807045,0.93211013,1.0201948,0.9221451,0.97336096,1.2127379,0.74320745,1.241498,0.88708943,1.1705327,1.1103979,0.89432037,0.9853656,1.0917612,1.0688751,0.8172121,1.0715845,0.8616016,0.9705249,0.87899065,1.161587,1.262978,0.91568625,1.1273263,1.0043076,1.04656,0.63710177,1.02605,0.96262586,0.8957043,0.9771497,1.1285207,1.1362917
couch,0.4063152,1.0635073,1.3193202,0.6523695,1.3026052,1.3504351,1.4607352,0.9630698,0.5689343,0.6669321,0.07135105,1.359206,0.28209126,0.52918524,1.4445355,0.28552258,0.8083735,1.414452,1.2964847,0.647412,1.359222,1.1943586,1.2149345,1.3454132,1.2067055,1.355854,0.8234381,0.8669251,1.196805,1.3921909,1.1926877,1.3952717,1.0119724,1.1948273,1.1892807,0.0,1.2221965,1.458762,0.5374289,1.4414043,1.0498606,1.0928,0.85257614,0.91939175,0.9931199,0.6993658,1.3987443,0.7655624,0.87472105,1.2288048,0.84312624,0.5783397,0.9242964,1.1159563,1.0617799,0.8442791,1.3087336,0.99008536,1.2100782,0.80324495,0.8414707,1.0033345,1.5006479,1.1058136,0.8183876,0.5426408,1.1521239,0.38718987,1.4221027,0.57131743,1.2253278,0.8131147,1.0000432,0.65726596,0.825825,1.1637468,1.2266113,1.3924866,1.1152015,1.4507431,0.95705426,1.375252,1.0480491,0.9655407,0.41991603,0.33792377,0.64279246,1.1418679,1.4574605,1.4424851,1.4487537,0.51620245,1.3124053,1.2293334,1.2899532,0.94954723,1.1471539,1.3889905,1.1000234,0.6710104,1.1977274,0.9759624,1.3402518,1.0948616,1.395129,0.51369274,1.1366704,0.6717279,1.2305813,0.8324297,0.62517786,1.5213968,1.2337531,0.7790563,1.1446918,1.3831406,0.9746064,1.3252757,1.3929778,0.8119764,0.4399069,0.5214178,1.4249951,1.3332328,1.3480384,0.95492494,1.0639248,0.9909207,1.1240633,1.1952078,1.4241207,0.7838999,0.4881838
cracker,0.9628031,0.9768844,1.0738922,1.0376769,1.011155,1.1066467,0.96505046,1.074012,1.1157298,1.2457383,1.2230576,1.2003263,1.1609918,0.9724848,0.9399873,1.0456828,1.01918,1.1908553,0.98239344,1.089119,0.21327579,1.2060646,1.0953451,1.2234917,1.1909838,0.97239274,1.0890547,1.0406096,0.5456527,1.0132346,0.7781625,0.9611501,0.9363806,0.32248282,0.81282043,1.2221965,0.0,1.1378452,1.1779746,1.1535875,0.9459825,1.0286963,0.98090047,1.061106,1.0195602,1.0813841,0.95693237,1.098741,1.0254658,1.0237365,1.0233268,0.9228623,0.9897556,0.94958925,0.91060036,1.0883176,1.1711049,0.8925212,0.9810364,1.0976324,0.7966925,0.9571426,1.0167564,1.0708742,1.0986383,1.1651932,1.240057,1.1814485,1.0791457,1.1615976,1.1716062,0.888552,1.000956,0.9555834,1.089834,1.0650432,0.95578146,1.1414303,0.7491809,1.166032,1.0273757,0.9661288,1.1811643,0.96889937,1.1693019,1.1367416,0.98783857,0.41183138,1.1903979,1.1123213,0.8862584,1.0662225,0.3094616,1.1106253,0.63044703,0.86191094,1.1378809,1.0869584,0.9720881,1.0216697,1.1668651,0.4923402,0.8327403,1.015994,1.1670482,1.127847,1.0077238,1.0837829,1.1040065,0.8678277,1.2530508,1.0899954,1.0379313,1.002399,0.7817607,1.01777,1.0650764,1.079135,1.1461372,1.0307322,1.2241249,1.016893,1.0221399,1.0569892,0.9897916,0.96360785,0.7789912,1.0853456,0.6110004,1.2569691,1.1800901,1.2554313,1.2284446
crayon,1.5624303,0.9133431,0.7476,1.4027209,0.89804065,0.75231004,0.44539273,1.1611044,1.407874,1.1723655,1.4739563,0.24815434,1.5150785,1.6361444,0.41510034,1.4754679,1.1618123,0.42096448,0.76331,1.4313228,0.8761492,0.8548469,0.81393754,0.38066483,0.69665015,0.6041654,1.2374719,1.2559794,0.93584186,0.47715545,0.9816696,0.65141606,1.0713105,1.2132277,0.93596077,1.458762,1.1378452,0.0,1.3937155,0.4310789,1.3031874,0.9808076,1.2494614,1.1165594,0.9959084,1.3650491,0.690122,1.1483476,1.2056288,0.72454023,1.2345673,1.507557,1.2785738,0.8931362,1.189104,1.4591596,0.42346382,1.1576493,1.0032653,1.2624357,1.2765963,1.2518153,0.5926972,0.91368246,1.2872236,1.424535,0.89027584,1.390521,0.30160165,1.3064005,0.6878917,1.3760884,1.1245623,1.3741646,1.3355342,0.8888443,0.52723825,0.2528298,1.099249,0.3335588,1.1938801,0.67364216,0.79361945,1.2119774,1.4886677,1.4577982,1.4272071,1.2281888,0.19788593,0.1576401,0.53842384,1.1484293,1.0018994,0.7439395,0.88947004,1.3777549,0.81599164,0.5604353,0.89163345,1.4233544,0.81859267,1.3035921,0.47423458,0.9417695,0.54480845,1.4921263,1.0125097,1.2409903,0.33667612,1.385591,1.3444996,0.307701,0.5638465,1.2433345,0.9589057,0.5173303,1.0726537,0.41922987,0.24677157,1.288065,1.5060341,1.477738,0.56446296,0.50709164,0.37291086,1.0783302,1.1078405,1.1490219,1.1918287,0.30306995,0.2831967,1.1630447,1.1875849
crib,0.67228866,1.146406,1.3108941,0.71431005,1.2615625,1.2858477,1.3501532,0.53806114,0.69104016,0.887483,0.47770208,1.3787841,0.51101935,0.6619258,1.3513362,0.6937001,0.5874635,1.2856967,1.2508345,0.27217442,1.3032675,0.919963,1.1067619,1.1910468,0.8474633,1.2443495,0.94670886,0.7359803,1.2390007,1.422721,1.1476581,1.3546934,0.86358607,1.1179564,1.0847248,0.5374289,1.1779746,1.3937155,0.0,1.3656573,0.94649786,1.1050632,0.77944165,0.74499714,0.8021578,0.8223726,1.4286819,0.9451846,1.0046598,1.2609527,0.60932326,0.8264163,0.90710133,1.0320866,0.9580219,0.81113195,1.310766,1.122886,1.0176367,0.91548526,0.8939078,0.990373,1.4362689,1.1484826,0.48172605,0.5470885,1.0198724,0.838879,1.3217953,0.17492294,1.219384,0.9290689,0.9567817,0.8482398,0.7025019,1.100301,1.2253568,1.3976315,1.2178787,1.3432679,0.9789801,1.3843682,0.9344194,0.9549122,0.6364056,0.7613299,0.68187815,1.0715299,1.359627,1.3113922,1.384719,0.9282719,1.2352347,1.1333363,1.2291373,0.97974914,1.0769956,1.1886415,1.235094,0.6404609,1.188507,1.0184513,1.4055827,1.0084066,1.136781,0.7306591,1.1034861,0.9843212,1.239291,0.9165691,0.25091386,1.4190726,1.3324118,0.9643372,1.1903219,1.2692657,0.9255321,1.2509598,1.3271759,0.47641838,0.63306576,0.66745186,1.3123467,1.3959827,1.3266801,0.8909115,1.1338314,0.49684536,0.9585944,1.17821,1.4330082,0.76756835,0.8993832
cup,1.5834439,1.0764866,0.71684206,1.4345922,0.7943945,0.68731266,0.6436155,0.9609319,1.2992486,1.2170466,1.4714229,0.44615352,1.4287026,1.550806,0.70549756,1.465816,1.1385283,0.21036708,0.37331456,1.3051302,0.95245814,0.37408173,0.8727131,0.21790248,0.8231777,0.9168385,1.2913487,0.93576574,0.92339605,0.46587682,1.0471562,0.63075984,1.1515138,1.1367497,0.84243745,1.4414043,1.1535875,0.4310789,1.3656573,0.0,1.0873966,0.9703138,1.2456678,0.9304666,0.884617,1.3060604,0.5465923,1.2114208,1.3377451,0.9899116,1.1208395,1.4803462,1.1557975,1.0733447,1.2801926,1.1986338,0.67322314,1.1462591,0.8749379,1.2867529,1.2737303,1.3312149,0.4373682,0.89082205,1.2606115,1.4087862,0.53291035,1.4618158,0.53095996,1.3718125,0.58291936,1.2951145,0.7754519,1.4264855,1.2318224,1.0698984,0.6612087,0.45502853,0.84307265,0.5575192,1.2727047,0.65669405,0.53149635,1.0977035,1.5086429,1.4540067,1.4408431,1.1230175,0.5099877,0.5978396,0.6666167,1.140324,1.0608369,0.731821,0.72317153,1.319093,0.6953863,0.46208155,0.98418283,1.1823438,0.74321306,1.3034878,0.65891117,1.0927205,0.79777265,1.4720149,0.95806897,1.3155631,0.6473506,1.1391368,1.3616983,0.46572626,0.537614,1.2992908,0.9372335,0.6354022,1.0233433,0.59198534,0.44929928,1.0968518,1.4813213,1.3513982,0.35103595,0.756546,0.5427772,1.2095704,0.8916906,1.061073,1.0499713,0.53688955,0.40723538,1.136759,1.251011
dish,0.9504625,1.1905059,0.99297976,0.9921569,0.6569961,0.8700857,1.2278271,0.86368513,0.73601747,1.0322837,0.95827305,1.3396854,0.88217247,0.87992114,1.1883724,0.916801,0.9679914,1.1523316,0.92428315,0.7248876,1.0636387,0.90648454,1.1161709,1.2628965,1.1464698,1.1837212,0.9517226,0.9605818,1.1245731,0.9097948,1.0129603,0.7151285,0.9658128,0.87142503,1.1052923,1.0498606,0.9459825,1.3031874,0.94649786,1.0873966,0.0,1.0118256,0.9839614,0.95153385,1.0426085,1.0236441,0.85115993,1.0439507,1.0787333,1.215718,0.9259929,0.83799124,0.9787742,0.9871227,0.8195767,0.59217733,1.2900258,1.1814392,0.83258045,1.062257,0.86464083,0.9797132,1.1966588,1.0499898,0.7619765,1.0774372,0.84540325,1.0470074,1.1592187,1.0779033,0.98009884,0.62361276,0.8821378,0.93241066,0.91213,1.0902065,1.2208112,1.2544825,0.93441015,1.3369131,0.9481639,0.97308666,1.3203654,0.88486254,1.0162705,1.0194697,0.8486731,0.8932011,1.3283536,1.3069658,1.0988387,1.1505024,1.0142316,1.063997,0.92290425,0.7028297,1.0856742,1.0609654,1.0470904,1.0408545,1.0977801,0.9616138,1.1113975,1.2161169,0.97068924,1.0423672,1.0718724,1.0382411,1.1224561,0.55969757,0.8409817,1.1977708,1.1352639,1.0930635,0.7153811,1.0280646,0.9474681,1.2797861,1.3147614,1.1132953,1.0128876,0.76261336,0.82657456,1.2696191,1.1384411,0.8573807,0.9949591,0.6942941,0.9442113,1.230321,1.2985778,0.96037817,1.0384043
dog,1.1136799,1.1462295,0.7864512,1.2888778,0.9697154,0.82672143,0.93775046,1.0468996,1.2575016,1.0530152,1.1108634,0.9715745,1.2279516,1.152949,0.78455,1.1809065,0.84747016,0.9969232,1.0048082,1.101267,0.9393412,1.0298247,0.8300628,1.0234442,1.0106117,1.1111317,0.7207837,1.1346889,0.9361572,0.96628344,1.0008953,0.8816148,1.1355517,0.9637365,0.9700686,1.0928,1.0286963,0.9808076,1.1050632,0.9703138,1.0118256,0.0,0.8072554,1.0776144,1.0189191,1.1652238,0.88943255,1.0614532,0.88974166,1.1926898,1.0047181,1.2337823,1.0083864,1.2008715,0.6456084,1.1656318,0.8673515,1.1439139,0.9089287,0.9374772,0.98603344,1.2708471,0.72216153,0.078055024,1.1630406,1.1427135,1.0371878,1.2122842,1.0498904,1.1069516,0.91818213,1.1924524,1.0844408,1.2673581,0.93674755,1.0627476,1.0621285,0.9611418,0.9712683,1.0108016,1.1069716,0.868005,1.0099778,0.95003676,1.1593288,1.2155421,1.0880116,0.9623302,0.9897923,1.0207233,0.94485503,1.1740878,0.9110381,0.88096684,0.99078846,1.1031407,0.80700004,0.8963651,0.8727326,0.9731396,0.54459363,1.1276011,0.8600216,0.97518873,0.9593063,1.1990801,0.8580917,1.0766145,1.0863664,1.2072334,1.1529466,0.8787659,1.1136981,1.2155219,1.0922482,1.0365118,1.0167753,0.998274,1.0126051,1.0440482,1.1798137,1.1726679,0.9203276,1.0529068,1.099554,1.1764922,0.99501455,0.86295146,0.9743129,1.0471157,0.8867497,1.0535499,1.1049405
doll,0.7771824,0.92163813,0.99851733,0.9353286,0.93118644,0.93754804,1.0175495,1.0189711,1.1450998,1.0067477,0.90207195,1.2256042,0.9902574,0.79015493,1.1199975,0.92637515,0.8449645,1.1035259,1.206348,0.9234417,1.0717002,1.0101696,0.9891835,1.1813834,1.0212586,1.0820603,1.0209721,0.8874581,0.949234,1.2503743,0.99301434,1.1941926,1.0898334,1.0380632,1.0771921,0.85257614,0.98090047,1.2494614,0.77944165,1.2456678,0.9839614,0.8072554,0.0,1.0342746,1.0604422,0.95014703,1.1167156,1.0452048,0.87829435,1.0349633,0.97064704,0.9201015,0.86503863,1.058433,0.5147203,1.0267322,1.1153194,0.6872653,0.949081,0.8683928,0.7682235,0.93871504,0.9324115,0.8762009,0.8636644,0.88510907,1.1548983,0.87406206,1.2248096,0.84529567,1.0951952,0.8176493,1.039333,0.70981634,0.8533222,1.170577,1.1592245,1.1584692,0.92550194,1.1540879,0.8984916,1.0938942,1.084643,0.80064666,0.90813124,0.87432015,1.0362537,1.0191015,1.1469663,1.1546644,1.0583171,0.87301207,1.0694348,1.0227145,1.148917,0.90516555,0.98251396,1.0644482,1.0558403,0.8702843,1.004106,1.0399021,1.1005471,1.0019062,1.0425649,0.92546934,0.8105242,0.9152589,1.2213726,1.1392326,0.95504034,1.0846133,1.2229676,0.9513065,1.169913,1.1635138,1.0851092,1.1547486,1.1811242,0.77977633,0.9111683,1.0574548,1.1342152,1.0421067,1.277828,1.0156887,0.8806354,0.6256659,1.0519884,1.2471611,1.1722642,0.98888177,1.1736956
door,0.9982179,1.1402776,1.180783,0.97403127,1.1118014,1.122898,1.2184075,0.97093195,0.8450001,1.0656656,0.92714286,1.1637944,0.80335987,0.9778945,1.1180531,0.9551761,0.8926286,0.9059337,1.0381771,0.82993627,1.1656929,0.72180337,1.1408665,0.7432859,1.0824803,1.197073,1.0804708,0.5888963,1.0622299,1.1162419,1.0771388,1.0250677,0.98798513,1.0446006,0.907436,0.91939175,1.061106,1.1165594,0.74499714,0.9304666,0.95153385,1.0776144,1.0342746,0.0,0.5852681,0.8643684,1.1496737,1.0217999,1.113352,1.1726167,0.9766635,1.0416769,0.88298404,0.9890164,1.1511219,1.0235305,1.1763445,1.095743,1.0081941,0.93968487,1.0871868,1.0151149,1.1824642,1.0898001,0.9386672,0.9208776,0.88999563,1.0227938,1.0812613,0.7878506,0.7969395,0.97731537,0.69702154,1.052445,0.93524003,1.0897667,0.9755801,1.2122589,1.0057814,1.1430383,1.0746263,1.1676744,0.6362773,0.98611915,1.0180739,0.88593864,0.8650343,1.0201294,1.1424068,1.1330991,1.1597395,0.9668979,1.1517944,0.86345345,1.0032225,1.004562,0.8579481,0.96720314,1.1427561,0.62146395,1.0810506,0.97113264,1.261325,1.0124999,1.0952286,0.9448222,1.092548,1.0405647,0.98488104,0.91185117,0.9041951,1.2703995,1.1776754,1.083873,1.0277779,1.080427,0.7612685,1.1784115,1.0986975,0.83249605,1.015534,1.0071787,1.1625606,1.1716516,1.0443543,0.9446195,0.96127915,0.9819855,0.9576756,0.89105296,1.207962,0.588887,1.1316098
drawer,1.1583614,1.0100564,1.0214429,1.0678535,1.1136351,1.0004108,1.1559722,0.74090743,0.9188039,1.194197,1.0055867,1.0948908,0.81600845,1.1801672,1.0489674,1.0574714,0.7690852,0.9314805,0.8612694,0.6901288,1.0342127,0.70889455,0.99953985,0.7728058,0.94588953,1.0248064,1.2928507,0.60069215,0.94846386,1.0665159,1.1058984,0.9145045,0.844792,0.9720695,0.9080609,0.9931199,1.0195602,0.9959084,0.8021578,0.884617,1.0426085,1.0189191,1.0604422,0.5852681,0.0,1.0453109,1.0888088,1.1411804,1.2178298,1.01282,0.9726455,1.1040642,1.0915818,0.8683392,1.0886106,1.0738468,1.1232768,1.0570263,0.86139643,1.1530324,1.0320764,0.9892871,1.0681424,1.0262024,1.0389531,1.0011699,0.9282686,1.1385278,0.8737148,0.77332616,0.9828255,1.0932163,0.8580966,1.1175262,0.9177048,1.0363806,0.9149403,1.1347928,0.9921498,1.0199953,1.1937534,1.0784198,0.5953096,1.0516264,1.2034376,1.099334,0.9425957,0.97593343,0.9688567,0.94773453,1.1234069,1.0341488,1.0342562,1.006024,0.935316,1.168208,0.9623775,0.91880345,1.0450591,0.8103224,1.0032622,1.0229467,1.0357724,0.9168063,0.85704625,1.1832289,0.8261248,1.1416494,0.9939369,0.9142622,0.98055524,0.95892125,1.1129862,1.1308993,0.99190205,0.82280123,0.880327,0.97837466,1.0323999,0.755697,1.2350574,1.0794675,0.9059975,1.072612,0.9422755,0.86439216,0.93989855,0.80484366,0.9434471,0.95660514,1.0840411,0.98521006,1.1790372
dress,0.6729171,0.9799465,1.2477571,0.7524754,1.1569582,1.2496642,1.294785,0.96035796,0.82582945,1.005562,0.72883224,1.3079731,0.68340385,0.5671857,1.2888625,0.5546038,1.0985733,1.1851684,1.2205929,0.90953004,1.2473992,1.1387553,1.0512842,1.199148,1.1036929,1.2346308,0.9197452,0.8157101,1.0173308,1.3313277,1.1237016,1.3346903,0.9240471,1.1019905,1.0721512,0.6993658,1.0813841,1.3650491,0.8223726,1.3060604,1.0236441,1.1652238,0.95014703,0.8643684,1.0453109,0.0,1.2826289,0.9236611,0.8490069,1.1409498,0.98039395,0.6831353,0.8214158,1.036477,1.1324016,0.8322525,1.2221913,0.84134126,1.1506298,0.77452743,1.0323021,0.86542207,1.2926338,1.164541,0.88063,0.512098,1.0346578,0.6323638,1.3248694,0.8200549,1.1603613,0.89410037,1.0075853,0.66886806,0.93829983,0.9932085,1.1707525,1.3108697,1.087145,1.1526564,0.89903635,1.2661178,1.018357,0.93656456,0.46379972,0.5383788,0.8225249,1.0693526,1.3400059,1.325989,1.3272196,0.7351443,1.2119135,1.1562576,1.2678148,0.7595446,0.9793232,1.2348715,1.0536882,0.77463716,1.173502,0.92205834,1.352558,0.7982724,1.2945938,0.48996824,1.0264361,0.7587546,1.1960024,0.9417105,0.89313537,1.3561695,1.314925,0.75958216,1.1653875,1.3137041,0.89429724,1.2070585,1.2525415,0.8894988,0.5816642,0.87758374,1.3532119,1.2294205,1.2511139,0.9667721,0.9366351,1.1376433,1.0689574,1.1767427,1.2906822,0.8468611,0.8297514
egg,1.4578826,0.9992813,0.37625563,1.3504564,0.22889084,0.25748283,0.66477424,1.1485145,1.2967689,1.2729826,1.3912982,0.7507545,1.4895401,1.3907802,0.72633886,1.4068742,1.146564,0.64180857,0.76053774,1.323446,0.74401176,0.88250285,0.88881093,0.77120334,0.9762962,0.8607632,1.2273666,1.2704082,0.96721166,0.5890073,0.9023318,0.5281428,1.1761872,0.84350324,0.99393946,1.3987443,0.95693237,0.690122,1.4286819,0.5465923,0.85115993,0.88943255,1.1167156,1.1496737,1.0888088,1.2826289,0.0,1.1634929,1.2296818,0.9323081,1.1988465,1.3030441,1.1805432,1.1543078,0.9862795,1.1284485,0.8391658,1.1583908,0.84132195,1.1774813,1.0518413,1.2107989,0.5252165,0.82787454,1.2288349,1.4808465,0.92003316,1.2989374,0.79528916,1.4510016,0.7149119,0.8908984,0.9187891,1.2797354,1.2605948,1.0352812,0.8631828,0.5811515,0.9278235,0.86084515,1.0528282,0.10700184,1.0338188,1.0796888,1.4054667,1.4046162,1.3371584,0.8520218,0.78134793,0.8238033,0.526093,1.2384276,0.7822988,0.8911855,0.8363578,0.88203645,0.88836324,0.65422153,0.8930922,1.2848042,0.7847289,1.1700499,0.66047287,1.1963184,0.9393017,1.3964136,1.0403426,1.1416078,0.9270702,1.1939635,1.367595,0.62902796,0.6769382,1.190258,0.8537282,0.85730255,1.1730579,0.8645167,0.71456134,1.3120751,1.4081647,1.2806084,0.44980556,0.7615618,0.7721768,1.171839,1.0395552,0.92817986,1.0230479,0.9188981,0.6410845,1.3014799,1.2351418
elephant,0.5892276,1.161804,1.1443303,0.91466,1.1582599,1.1794572,1.2534423,1.0660309,0.7878008,0.5540644,0.6460427,1.1075141,0.8453611,0.8081808,1.1838492,0.65841174,0.9849454,1.229176,1.1986411,0.9379479,1.1498017,1.2365816,1.0332501,1.228958,1.1515287,1.2243901,0.7921895,1.1817721,1.0984924,1.0521864,0.80685395,1.1396748,1.1003231,1.0586396,0.9993618,0.7655624,1.098741,1.1483476,0.9451846,1.2114208,1.0439507,1.0614532,1.0452048,1.0217999,1.1411804,0.9236611,1.1634929,0.0,0.907553,1.1270084,0.9404165,0.6933994,1.1194354,1.0988586,1.0041515,0.95081156,1.1385841,1.0974318,1.0482932,1.015564,0.93324614,1.0101854,1.2114345,1.0623842,1.0527534,0.8196155,1.1561495,0.75078374,1.1180549,0.9825687,1.0014397,0.9827763,1.0442332,0.90500695,1.0655144,1.1053913,1.1753476,1.1376395,0.99229383,1.2220547,1.0017986,1.1879703,1.2395597,0.80891156,0.75073236,0.77176476,0.7195429,1.0350273,1.1101916,1.1246095,1.2990599,0.85413885,1.1111188,1.1451166,1.1622565,0.94005054,1.0664352,1.1666602,1.1027771,1.0571966,1.1372693,1.0144385,1.2056618,0.96751857,1.18607,0.83237624,1.1764759,0.97872823,1.1040931,0.9572996,0.7972291,1.2228584,1.0613343,0.97696245,1.068006,1.1763237,1.0263706,1.2202797,1.1461374,1.119593,0.75421154,0.86115664,1.2088635,1.1574273,1.1665884,1.0069796,0.9481211,1.0892473,1.1014092,1.1510124,1.125541,0.88157237,0.60610276
face,0.76362205,0.9196946,1.1152003,0.7458652,1.1708727,1.1870341,1.081232,1.2534047,0.881995,0.83218896,0.92536175,1.1329533,0.88356054,0.7249987,1.0937037,0.9238538,1.0894406,1.340262,1.3036244,1.0160481,1.0859067,1.4099448,1.2342074,1.3412858,1.0522496,0.97014034,0.74253064,1.2007601,1.2061051,1.1127542,1.0971847,1.2568758,1.0815439,1.0383501,1.2885449,0.87472105,1.0254658,1.2056288,1.0046598,1.3377451,1.0787333,0.88974166,0.87829435,1.113352,1.2178298,0.8490069,1.2296818,0.907553,0.0,0.884116,0.96743685,0.75386727,0.9583651,0.97927666,0.9575459,0.90351593,0.75378656,1.0772531,1.2734315,0.38907897,1.015507,0.75409585,1.1647775,0.97414714,0.9985936,0.9700952,1.1550987,0.7529522,1.263515,0.9639244,1.2257745,0.9791863,1.1462992,0.9384594,0.8797864,0.78386736,1.1611,1.0457997,1.2537258,1.0805769,0.55130696,1.1558768,1.2484396,1.1290435,0.717082,0.8145318,0.8480216,1.0798216,1.1753645,1.1447573,1.1190939,1.1115412,1.069247,1.2253141,1.1902211,0.924847,1.2720587,1.2087107,0.8916041,0.9051681,1.1595218,0.92485535,1.0488579,0.9314036,1.1812202,0.6400913,1.1304846,0.6297274,1.2015659,0.8977479,0.9185695,1.1860923,1.1467955,0.8178493,1.1000208,1.2570986,1.0115166,1.133873,1.1358534,1.1681131,0.74775743,0.9014778,1.2852657,0.8980367,1.1928486,0.95796466,1.3039122,1.1769602,1.0878744,1.2049756,1.0721221,0.8759755,0.92458224
finger,1.2445915,0.31962216,0.97761965,0.82019705,0.95980895,0.9392321,0.7499559,1.2844326,1.1950893,1.1408851,1.2742537,0.71246624,1.1817122,1.2258463,0.66064936,1.2651525,1.2145811,0.9369306,1.1501639,1.2908669,0.9395854,1.1848953,1.0556952,0.93359727,0.9040167,0.3186227,1.1723278,1.0716398,1.0838288,0.9370384,0.90598595,1.0173062,1.0044739,1.0945953,1.155841,1.2288048,1.0237365,0.72454023,1.2609527,0.9899116,1.215718,1.1926898,1.0349633,1.1726167,1.01282,1.1409498,0.9323081,1.1270084,0.884116,0.0,1.2026887,1.1613864,1.079608,0.84481627,1.1358414,1.2223971,0.54759526,0.6895126,1.1657741,0.94567823,1.1618888,0.37660575,0.87449646,1.2132059,1.2612569,1.2705168,1.2342263,0.90421426,0.9424329,1.1867397,1.2000191,1.0054053,1.1483176,0.9133823,1.2719653,0.5728736,0.71376276,0.63742757,1.2009718,0.6059664,0.71814764,0.914023,1.094497,1.2639263,1.1602709,1.0284648,1.2128493,1.1131074,0.6667868,0.60344183,0.7045478,1.0832522,1.0080984,1.1866802,1.2048116,1.1361922,1.2876016,1.0877347,0.6300772,1.2050096,1.1611192,1.047422,0.75429296,1.0283905,0.9504064,1.1272249,1.0888596,0.8454308,0.9443759,1.1687486,1.2502232,0.71146727,0.8689299,0.78541815,0.9695588,0.99468064,1.1175842,0.68363273,0.6345942,1.2039117,1.1967974,1.2425315,0.9420149,0.16547376,0.63675255,0.9735796,1.1830708,1.2400343,1.2563627,0.9460729,0.6517329,1.1378063,1.1194661
firetruck,0.8958627,1.217809,1.0890586,0.867433,1.0987164,1.1397098,1.1973832,0.80371386,0.8315159,1.0000398,0.80714786,1.2059488,0.8505047,0.80144954,1.2319173,0.9959536,0.7573721,1.1248552,1.1237488,0.54247236,1.102611,0.9326032,1.150653,1.1076715,0.7315697,1.25807,0.9717265,1.0321382,1.1213957,1.1069385,1.1350745,1.1552817,1.033813,0.9824343,0.96401656,0.84312624,1.0233268,1.2345673,0.60932326,1.1208395,0.9259929,1.0047181,0.97064704,0.9766635,0.9726455,0.98039395,1.1988465,0.9404165,0.96743685,1.2026887,0.0,0.8861841,0.8992467,1.1377939,0.9966483,0.78829664,1.1530032,1.2378435,0.9019249,0.8643311,0.92800355,1.0303912,1.1772686,1.0457478,0.69789267,0.8630663,0.8944963,1.0173635,1.2347159,0.5783412,1.0942299,0.9626112,0.9206712,1.0878928,0.53679734,1.1146928,1.1195823,1.1636761,1.1052269,1.3157151,1.1053302,1.1959755,1.0114707,1.0920744,0.8897133,0.9975455,0.8026198,0.95884824,1.221246,1.2055945,1.1867064,1.2168808,1.0592864,1.0674466,1.0973105,0.9284922,1.0135133,1.0740995,1.1348665,0.72942144,1.0304769,0.97318256,1.1511998,1.1431493,1.1080785,0.8352592,1.0807102,0.982043,1.1370424,1.0043097,0.64976656,1.2156448,1.1454492,1.0733643,1.1831806,1.1951687,1.0257813,1.1806293,1.1350468,0.83452857,0.7980281,0.7665471,1.1276907,1.2697483,1.1867386,1.0613991,1.1409004,0.69070566,0.85490525,1.0955845,1.1956927,1.002761,1.0345056
