,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,can,car,carrot,chair,chips,clock,coffee,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,finger,fish,flower,fork,frog,glasses,glove,gum,hamburger,hand,hat,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,sock,soup,spoon,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch,window
slide,0.71655566,1.3590355,1.0389239,0.752071,1.242079,1.3841112,1.2353436,1.107394,0.5640464,0.5611146,1.3122115,0.50446784,0.9608186,0.73360384,1.1853403,1.3135676,1.0216988,0.6396401,1.3565669,1.1338525,1.2774441,0.9756095,0.98639333,0.54988533,1.0078126,1.3358665,1.104613,0.56170785,1.0205877,1.2718854,0.5136468,1.2133434,1.093581,0.9717834,0.9739979,0.65789545,1.0407425,1.1684608,1.122546,1.160926,1.2329371,1.3081119,1.2605104,1.1190195,1.341411,0.88421977,1.0305789,0.8836217,1.4509071,1.0895926,0.79095185,1.227029,0.29788244,1.2507015,1.1329286,1.0644104,0.87577313,0.77782977,0.95156395,1.2692277,1.2147021,1.1305835,1.0924146,1.1405216,1.0322129,0.60924816,0.9592619,1.3094728,1.2782481,1.2130694,1.2710533,1.2039562,1.1566157,1.3181181,0.8805641,0.72081786,1.1890206,0.73245716,1.3110464,0.91833806,0.81507033,1.2277758,0.69817734,1.3168042,1.2334358,0.86258304,0.0,1.4243822,1.2540114,1.119072,0.8413613,1.1882389,0.9556538,0.6111831,0.6028868,1.4149929,1.2761657,1.1875296,1.0247597,0.95778584,1.1916451,1.2089499,1.3347087,0.7580426
slipper,1.2607133,0.38935614,1.162969,1.2478288,0.9421771,0.6427033,1.0770726,0.89133984,1.1954908,1.4110239,0.3077836,1.4310862,1.326258,1.4309063,0.70653653,0.63659674,1.2628258,1.4108645,0.7830937,1.0926399,0.5425417,0.94096434,0.9565673,1.3730824,1.241262,0.4539935,1.0984098,1.4414212,1.2121419,0.2882806,1.3979611,0.98323226,1.2300535,1.1520907,1.170321,1.3678833,0.84952956,0.504463,0.83037543,0.80878115,0.80361706,0.43937254,0.8978295,0.5330203,0.6501813,1.2045941,1.1833956,1.2350191,0.5145571,0.95948386,1.2366902,0.40537912,1.3594724,0.80349076,1.1203352,1.3045577,1.354336,1.4394304,1.1148838,0.87120616,0.45637333,1.1416198,0.713642,0.5908905,0.8521227,1.3481259,1.1152166,0.2933048,0.41493845,0.968935,0.67460287,0.85507643,0.93841714,0.83108175,1.0298731,1.3594172,0.6975225,1.3165054,0.7786139,1.3599851,1.336803,0.7402394,1.3463292,0.50832945,0.5178747,1.2886605,1.4243822,0.0,0.5038234,0.6757846,1.4547039,0.66006625,1.121181,1.3876668,1.4798981,0.42191327,0.4992438,0.7711538,1.2375944,1.022733,0.7992444,0.53553367,0.3578893,1.1797146
soap,1.3016014,0.4686486,1.2314756,1.1744486,1.0035527,0.61764455,0.748322,1.1040957,1.2378758,1.3192377,0.56805646,1.4015987,1.2769644,1.2984279,0.9582541,0.6823828,1.1393986,1.3352879,0.78366095,1.0879726,0.69039625,0.93459344,0.95162046,1.439363,0.9464197,0.6382997,1.103626,1.3438902,0.86355114,0.5179991,1.3721064,0.99441886,1.208438,1.1244361,1.2109435,1.3360877,1.0096887,0.48685527,0.9531988,0.80891323,0.8735067,0.65410435,0.78515905,0.76136523,0.86839175,1.1394727,1.1983167,1.2520173,0.6425891,1.0895672,1.3078686,0.5836825,1.2918351,0.8553264,1.087597,0.952596,1.2725561,1.2625744,1.1665164,0.92263573,0.585541,1.1474187,0.9568009,0.6633961,1.0304061,1.3129057,1.1752871,0.65859675,0.7021046,0.7904985,0.93162173,1.0252974,1.012706,0.6658658,1.0254618,1.3846344,0.7684499,1.1895182,0.73291504,0.9891163,1.193825,0.9728948,1.2525992,0.76017594,0.79494166,1.231568,1.2540114,0.5038234,0.0,0.886309,1.1838553,0.89035356,1.1951811,1.2830908,1.2677453,0.6064343,0.6912588,0.81130874,1.2095823,1.0253024,1.026098,0.5811456,0.534313,1.2314104
sock,1.029356,0.81278586,0.8901934,1.1032491,1.0465599,0.85456073,1.0560013,0.95717573,1.1422565,1.2298766,0.7694583,1.1540775,1.0912992,1.2063257,1.0783211,0.9103288,1.1858909,1.2598675,0.79183984,1.1587453,0.8714948,0.9630313,0.9168582,1.1575303,1.0994574,0.82957244,0.9651762,1.2559752,1.06493,0.7023179,1.26683,1.1503268,1.1374327,1.255156,0.97273934,1.0992457,0.99491405,0.70998585,0.68763375,0.91851544,0.9812149,0.84932166,0.98735076,0.7672653,0.8086312,1.1115073,0.90403163,0.8991338,0.850721,0.9812504,0.9992139,0.9214183,1.1394666,1.0005997,0.9393313,1.1585006,1.1663389,1.078969,1.1545222,0.88016427,0.5992172,1.1739961,0.5632282,0.7462408,0.8342887,1.1838998,1.185777,0.69477236,0.7429273,0.93182915,0.7715599,0.8718759,1.0744799,1.0846734,1.0025172,1.2243509,1.0397813,1.1690701,0.97389513,1.1473517,1.1130259,0.90618247,1.1955326,0.8988857,0.8224939,1.1598895,1.119072,0.6757846,0.886309,0.0,1.2194601,0.78693736,1.1756266,1.1562097,1.3018701,0.8233292,0.57286763,0.84380317,1.1836473,1.1602358,1.1076033,0.94930005,0.82987535,1.0634205
soup,0.8313188,1.3062805,0.7379394,0.9208381,1.0782899,1.1805015,0.7155474,1.2561324,0.9087495,0.8506615,1.4939014,0.9322751,1.0557432,0.8792473,1.2857575,1.3165977,0.2913854,0.7298275,0.965648,1.0466095,1.4580249,1.0964878,0.95232856,1.0376114,0.6153407,1.331429,0.96569276,0.88067114,0.5169331,1.4370464,0.86685306,1.0425746,0.5441483,1.0236638,1.2046852,0.8906428,1.2311262,1.355157,1.0953902,1.2360879,1.2554774,1.3950117,0.8987837,1.2718313,1.4395225,0.8729494,0.7560057,0.86392176,1.2987031,1.1264069,1.0181274,1.347471,0.94382554,1.2287617,0.96754026,0.53584355,0.9101101,0.67676014,1.1420523,1.0425731,1.2892709,1.0277095,1.3194339,1.3394636,1.3953156,0.8808574,0.9182036,1.4227899,1.3992355,0.833357,1.5239986,1.1047243,1.2304376,0.68612653,0.9679532,0.8286583,1.3214062,0.98301667,1.0262033,0.44166076,0.30761182,1.2935609,0.91472936,1.3845214,1.3861963,0.30819833,0.8413613,1.4547039,1.1838553,1.2194601,0.0,1.2786074,1.1734676,0.8777854,0.4471823,1.3658617,1.3828244,1.2430241,0.9207826,1.1443722,1.0306433,1.3406935,1.4398224,1.1242583
spoon,1.1248095,0.7774286,0.93872637,1.1851104,0.78084004,0.87517715,1.0705925,0.9721998,1.1522641,1.3468757,0.6930702,1.1584057,1.1138829,1.3110883,0.7575523,0.7958214,1.1173228,1.1980109,0.78576756,0.94488364,0.72888315,1.0021021,0.976111,1.0808161,1.2688402,0.7844831,0.93540454,1.3335688,1.1707697,0.6873786,1.264972,0.82139754,1.0077587,1.1623508,0.8796408,1.2259425,0.99696994,0.78480065,0.8672601,0.9269654,0.8164939,0.5729482,0.8756783,0.9193841,0.6789637,1.1039749,0.8718419,1.0141871,0.7919301,0.89124316,1.1112977,0.61436206,1.1408048,0.83954567,1.0485983,1.3090146,1.0752171,1.184337,1.0640728,0.96314085,0.8287457,0.861454,0.799828,0.874937,0.8279255,1.241553,1.0021604,0.57767,0.64782274,0.95062417,0.75149107,0.9778732,0.87291074,1.0212117,1.0068811,1.1928642,0.9536173,1.1538087,0.9915221,1.3860408,1.18178,0.6187999,1.2444289,0.7071065,0.79843664,1.0106705,1.1882389,0.66006625,0.89035356,0.78693736,1.2786074,0.0,1.0715642,1.2586954,1.3200054,0.70165914,0.7086611,0.8385527,1.0113615,0.9354415,0.8440466,0.86648905,0.75347966,1.1021703
stroller,1.1075461,1.1559982,1.1857309,1.1426088,0.99405205,1.1083705,1.1335047,0.73861957,0.8457396,0.97564125,1.0787687,0.88658494,0.87720567,0.916748,0.8409538,0.84173656,1.2523744,0.9013956,1.2182357,0.6149492,0.72029865,1.1528859,1.2695175,0.65883577,1.0680588,1.0570186,0.954727,0.88940877,1.241261,1.1714444,0.77122664,0.78659874,1.175216,0.92232,0.8244105,0.90945786,1.0083303,1.1477678,1.2828711,1.1554179,0.99462456,1.0918946,1.1955487,1.1317183,0.9202095,1.0825826,1.125964,1.2508956,0.9624683,0.76645124,0.9662314,1.0532329,0.9272813,0.88887596,1.0803899,1.1097264,0.69716805,1.1454594,0.07968378,1.1407777,1.2251205,0.7321068,1.1306484,1.1801169,0.91717803,1.0071799,0.95091563,1.1866088,1.1714607,1.295725,0.92794037,1.2435522,0.8690207,1.2144649,1.1804931,0.7461915,0.9031854,0.7829942,0.9208992,1.1733485,1.1013885,1.0167867,0.9825346,0.87236637,0.9672273,1.2460716,0.9556538,1.121181,1.1951811,1.1756266,1.1734676,1.0715642,0.0,0.99392754,1.1519032,1.0169232,1.174506,1.0709604,0.7525571,0.7329046,0.96629184,0.95864415,0.9615676,0.9667829
sweater,0.87278384,1.3080397,0.9544846,0.80510676,1.1245458,1.2600038,1.1373751,1.1530865,0.76485354,0.5449877,1.3905609,0.6603691,0.7586709,0.6778639,1.2779454,1.2815382,1.002433,0.7599106,1.1650558,1.1293914,1.3364208,0.96840644,1.023476,0.74170077,0.9515915,1.2817413,1.0570434,0.54261076,0.9159866,1.3528556,0.62508833,1.1675625,1.0943516,0.886869,0.9301003,0.6679746,1.1060917,1.2506366,1.0950406,1.0621991,1.2488055,1.384218,1.0993772,1.2217125,1.2706884,0.86975265,0.9180713,0.8799903,1.3154047,1.1095661,0.83395255,1.2094876,0.65004987,1.2331157,1.1001619,0.9280642,0.9253649,0.7804316,0.998874,1.1591548,1.2438883,1.0525343,1.1548138,1.2074282,1.1298227,0.6582829,0.977709,1.3699234,1.3213317,1.1439534,1.3065219,1.1308641,1.1006885,1.2324061,0.91077745,0.78983235,1.1839571,0.7878343,1.1802131,0.8484576,0.8764032,1.1877964,0.72563136,1.2562046,1.266633,0.93053126,0.6111831,1.3876668,1.2830908,1.1562097,0.8777854,1.2586954,0.99392754,0.0,0.6567203,1.3982372,1.2838485,1.2618369,0.9876375,0.98927724,1.131393,1.2434602,1.3246915,0.8640143
table,0.85815114,1.339679,0.857458,0.79565835,1.0939062,1.3148004,0.957906,1.2291826,0.7696644,0.6646236,1.5102167,0.656144,0.92937535,0.7574562,1.2252516,1.3471434,0.57385105,0.67271346,1.1083269,1.1359639,1.5209186,0.9673588,0.99095845,0.76130253,0.77042943,1.318559,1.1031038,0.6458843,0.7262857,1.4654734,0.6225075,1.1004905,0.8072438,0.90093404,1.1322404,0.8283783,1.2023478,1.334275,1.1842749,1.2171419,1.3243399,1.4258683,1.118475,1.2749099,1.4545465,0.8121054,0.777087,0.8607453,1.3691831,1.1168879,0.89386517,1.294067,0.66646475,1.2597271,1.0371591,0.6551422,0.86938715,0.70569265,1.1561807,1.1548738,1.351794,1.0002761,1.3094639,1.3148484,1.2536083,0.68628126,0.77293766,1.4470767,1.4415631,1.0507385,1.4215053,1.1615416,1.2330105,0.8881561,0.90475833,0.71587396,1.2939075,0.8021762,1.1524404,0.56740284,0.6267848,1.3441174,0.6680552,1.3004807,1.4344954,0.5061981,0.6028868,1.4798981,1.2677453,1.3018701,0.4471823,1.3200054,1.1519032,0.6567203,0.0,1.4618694,1.4753971,1.2814987,0.8999714,1.1237711,1.0726751,1.3335187,1.4277027,0.9661155
tape,1.2800496,0.59118444,1.0547498,1.3165381,0.70296216,0.49890333,1.0755692,0.86152565,1.293977,1.4986833,0.51585627,1.4031768,1.2026258,1.468472,0.83719957,0.6103374,1.1167614,1.2622354,0.86246026,0.7948617,0.48076296,1.0626541,0.9398608,1.273232,1.2226193,0.5428448,0.7842227,1.4882717,1.2368454,0.55749166,1.3408012,0.7420458,1.099791,1.1300367,1.0959204,1.3720467,0.7915914,0.5962325,0.91461116,0.9170452,0.8123177,0.5987099,0.99217206,0.66130316,0.5390002,1.0521495,1.1254677,1.2110695,0.39335513,0.7877313,1.279453,0.7699807,1.3738793,0.7595556,1.201349,1.2725282,1.1553601,1.3315358,1.0329468,1.0066139,0.5354897,1.1179155,0.7745544,0.63830996,0.8791328,1.3893825,1.1805012,0.59080577,0.6115999,0.97239506,0.7498977,0.98145616,0.92497337,0.82732105,1.0062863,1.4117514,0.6478306,1.2528166,0.63684773,1.3525525,1.2547638,0.67509645,1.3071184,0.47934514,0.64984924,1.2059305,1.4149929,0.42191327,0.6064343,0.8233292,1.3658617,0.70165914,1.0169232,1.3982372,1.4618694,0.0,0.5077029,0.76853013,1.2333488,0.7755761,0.8884914,0.6615522,0.5115348,1.2795005
toe,1.1131682,0.68613106,1.0466632,0.9927227,1.0087024,0.8164374,1.0990238,1.0192863,1.2948313,1.2894082,0.6011857,1.4175156,0.9869545,1.3002005,1.0390447,0.8288518,1.2510784,1.3873777,0.9275357,1.1520662,0.7308823,0.9307009,0.7450261,1.3212426,1.2289004,0.7767208,0.9678977,1.3635066,1.0948144,0.50108194,1.3521333,1.0373495,1.2015914,1.1707953,1.0525271,1.2692815,0.8625636,0.519956,0.3598166,0.6996611,0.930877,0.7138318,0.95665574,0.5124522,0.5548307,1.0744655,1.1557635,0.752357,0.76317453,1.037311,1.0836878,0.8210908,1.2834992,0.9462046,0.9191357,1.2939888,1.3210269,1.215939,1.2018847,0.96872574,0.3675769,1.2272166,0.57803124,0.52012604,0.9713036,1.2036479,1.3097048,0.46554452,0.5083245,0.85708106,0.7271277,0.8947294,1.0737165,1.0940909,1.1558912,1.2445636,0.8013022,1.2934847,0.8769439,1.3123062,1.2512528,0.6612165,1.2414209,0.64972126,0.633132,1.2912476,1.2761657,0.4992438,0.6912588,0.57286763,1.3828244,0.7086611,1.174506,1.2838485,1.4753971,0.5077029,0.0,0.6834047,1.2606196,1.059591,1.1360811,0.7359064,0.52387184,1.162496
toothbrush,1.0784068,0.7791898,1.2237923,0.8648919,1.125303,0.79127324,1.0147451,0.94123113,1.1813693,1.2892054,0.7782334,1.2270858,1.0996455,1.2945017,0.92283005,0.8632504,1.2540318,1.1987036,1.0525657,0.9232116,0.73313224,1.0457138,1.0654877,1.1939496,1.168512,0.87148106,1.1758904,1.2826867,1.111326,0.63336015,1.206172,1.0227557,1.1609889,1.1643902,0.86941254,1.127938,0.9396007,0.8849016,0.7202258,0.90859044,0.7491336,0.7369313,0.90301144,0.87130153,0.72675395,1.0340562,1.1212237,0.8544196,0.77551055,0.8277792,1.0693336,0.8672939,1.1091468,0.9465549,0.8803739,1.1673605,1.0747651,1.1319587,1.0737178,0.9808299,0.8730886,1.1564901,0.88275915,0.94182813,0.79377496,1.221025,1.0886399,0.5990267,0.6254248,0.9887525,0.6665672,0.96161604,0.8248478,0.91209996,1.0432833,1.1968371,0.78030026,1.1604768,0.90771276,1.168965,1.2374415,0.7378723,1.1056126,0.8510492,0.658219,1.3140298,1.1875296,0.7711538,0.81130874,0.84380317,1.2430241,0.8385527,1.0709604,1.2618369,1.2814987,0.76853013,0.6834047,0.0,1.2143716,1.016005,1.0419792,0.7866528,0.6661311,1.1500797
towel,1.0459042,1.3068376,1.060799,1.0312985,0.96904856,1.2236997,0.9236858,0.9071573,0.9694514,0.82219315,1.2904382,0.8472222,0.5736034,0.65760267,0.795121,1.0976626,1.0634094,0.8877821,1.0939833,0.8296169,1.1367847,0.90879667,1.1900538,0.7003293,1.0289127,1.2000997,0.933121,0.7724202,1.0509446,1.3653667,0.886812,0.8684943,1.0241095,0.84658825,0.7373756,0.9388743,1.1278083,1.3119256,1.2848649,1.159486,1.0820985,1.065536,1.0624541,1.2826914,0.9494633,0.9182889,0.9270293,1.0180725,1.1290525,1.0851293,0.90751135,1.141792,0.9978094,1.005193,0.7447047,0.95151967,0.80903697,0.77522445,0.74534136,1.0883487,1.3346076,0.09358239,1.2127317,1.3392651,1.1756673,0.85254043,0.67724776,1.3026152,1.361525,1.0985421,0.875305,1.2130445,0.9928518,1.070605,1.0463351,0.53748125,1.1632262,0.81477684,1.0998033,1.0084246,1.024003,1.0152023,0.9075662,0.95105577,1.2589755,0.9847394,1.0247597,1.2375944,1.2095823,1.1836473,0.9207826,1.0113615,0.7525571,0.9876375,0.8999714,1.2333488,1.2606196,1.2143716,0.0,0.9659281,1.0149863,1.1649616,1.1745234,1.0487945
toy,1.0292337,1.0221106,1.2237971,1.2451121,0.66883016,0.94725084,1.0274891,0.8475593,1.022776,1.0553453,0.98411417,0.73612493,1.0107309,1.1151383,0.858013,1.0233676,1.1000111,0.4510641,1.2448477,0.7311715,0.9577421,1.1345141,0.9321927,0.84882426,1.0410428,1.0727153,0.84822404,0.9329348,1.1711196,1.0658641,0.75620407,0.8167624,1.063457,0.9753578,0.68355757,1.1328883,0.792382,0.98947895,1.1472709,1.1463602,0.99102837,1.1100833,0.91411406,1.1066387,1.0289423,0.8810706,1.1924685,1.1137307,1.0111392,0.8980443,1.151248,1.094245,0.81270754,0.944495,1.114757,1.0589861,0.8268701,1.1789215,0.7334241,1.0238593,1.0514241,0.977479,1.2680413,1.0374763,1.0536188,1.1078846,0.922086,1.1652243,1.0839622,1.1145219,1.1120015,1.1037258,0.93580365,1.0965871,1.0547915,0.9735854,0.96456456,0.99383456,0.89744157,1.0757959,1.1192993,0.662989,1.0659761,0.908269,1.0761441,1.203897,0.95778584,1.022733,1.0253024,1.1602358,1.1443722,0.9354415,0.7329046,0.98927724,1.1237711,0.7755761,1.059591,1.016005,0.9659281,0.0,0.9031482,1.0230067,1.0166229,1.1066738
tray,1.113134,0.88483685,1.0288252,1.1006734,0.8805051,0.92736197,1.0888598,0.8423577,1.0510949,1.2001811,0.7524599,1.047096,1.2287259,1.2414397,0.40494496,0.78731084,0.786013,1.023944,0.88616353,0.8397708,0.68788123,1.1247934,1.124397,1.088293,1.0066612,0.8365962,0.9755091,1.1942084,1.0822815,0.89284253,1.131677,0.7798063,0.77210426,1.1472225,1.1985081,1.1583253,0.9483417,1.094207,1.1569797,0.9363566,0.88020265,0.7455256,0.96769726,1.1216121,0.940712,1.1595678,0.9543321,1.2280971,0.8845963,1.0229145,1.1697896,0.6574047,1.0965402,0.896257,1.1281854,1.0637769,1.1083888,1.2484171,0.982367,0.92652184,1.1617427,0.93748486,1.0963165,0.9131841,0.7065001,1.2196221,0.7191682,0.849625,0.84245646,1.0306674,0.88650477,0.89737713,0.833344,0.63395524,1.1684841,1.1220273,0.76796854,0.9480469,0.8950274,1.0791599,0.97567934,1.0291421,1.179372,0.9849113,0.9119474,0.8726485,1.1916451,0.7992444,1.026098,1.1076033,1.0306433,0.8440466,0.96629184,1.131393,1.0726751,0.8884914,1.1360811,1.0419792,1.0149863,0.9031482,0.0,0.9372532,0.98292273,0.98441887
vacuum,1.2140949,0.4237854,1.3219029,1.2287037,1.1295198,0.65310407,1.2444867,1.0089756,1.1415488,1.3122017,0.4982865,1.3370613,1.2202947,1.3457584,0.85171354,0.2881313,1.3124114,1.2825814,0.9163354,0.86933714,0.43517244,1.0363469,1.139088,1.1859825,1.207486,0.48101616,1.0772732,1.2847996,1.2506839,0.42351615,1.2377167,0.8188811,1.2994918,1.1262039,1.1815954,1.1749063,1.1115448,0.4906603,1.0703027,0.7266842,0.66052866,0.6891631,1.1761692,0.7060134,0.6351105,1.072887,1.2400376,1.2973692,0.5680112,1.0052291,1.2290032,0.32408482,1.1613879,0.571655,1.0734801,1.2798357,1.2227974,1.2460306,0.91669804,1.2144635,0.74488103,1.0905304,1.0557848,0.73696494,0.86857855,1.3017936,1.0698907,0.5769484,0.6203339,1.3352883,0.83555233,1.1090504,0.7285526,1.0101293,1.1605761,1.2754251,0.68099123,1.0622276,0.7812501,1.3245139,1.1626749,0.91855735,1.1972731,0.769819,0.4993887,1.3156528,1.2089499,0.53553367,0.5811456,0.94930005,1.3406935,0.86648905,0.95864415,1.2434602,1.3335187,0.6615522,0.7359064,0.7866528,1.1649616,1.0230067,0.9372532,0.0,0.27800345,1.0883816
watch,1.2874154,0.3909223,1.2281917,1.0830438,0.9891074,0.6672205,1.2053797,0.99074596,1.2020895,1.382031,0.36759007,1.47594,1.17491,1.3840158,0.81729305,0.40373075,1.3617611,1.4166849,0.85594296,0.9325411,0.49276447,0.97730637,1.0901043,1.287545,1.3226447,0.47596037,1.0963079,1.386758,1.2742164,0.44706297,1.3538165,0.77860165,1.3479028,1.1345065,1.123358,1.2901709,1.027829,0.4071018,0.80871385,0.73888785,0.77712226,0.60788524,1.1415982,0.47378725,0.5361854,1.0746287,1.1975621,1.1218671,0.48712415,0.959546,1.1746316,0.36406696,1.3009611,0.67006266,1.084364,1.3348386,1.2727503,1.3583288,0.9476958,1.1622925,0.49275684,1.0584251,0.90450484,0.66389954,0.89297044,1.2515718,1.126996,0.42799395,0.5969299,1.2294911,0.67374706,1.0929599,0.8569368,1.0440592,1.0922617,1.2582605,0.54024965,1.1771078,0.8533895,1.3947673,1.2597202,0.900928,1.2177215,0.54095745,0.67465043,1.3526927,1.3347087,0.3578893,0.534313,0.82987535,1.4398224,0.75347966,0.9615676,1.3246915,1.4277027,0.5115348,0.52387184,0.6661311,1.1745234,1.0166229,0.98292273,0.27800345,0.0,1.1936373
window,0.9542809,1.178426,0.9936218,0.9064424,1.0692514,1.1502986,1.1505877,0.9601705,0.831869,0.8741237,1.1175028,0.7168,1.0273625,0.90703666,1.067345,1.1229047,1.1288271,0.97306144,1.0905764,1.060056,1.0818849,1.0439641,1.119765,0.8005874,1.1090486,1.0779018,0.9563629,0.8395968,1.1430814,1.1372218,0.87272906,1.075742,1.0023321,0.9699911,0.8973929,0.62082446,1.0382329,1.1353314,1.1242256,1.0542732,0.8742267,1.0253063,1.1786534,1.0481061,1.1636358,1.0792283,0.9461721,0.9425089,1.1346505,0.9819999,0.91744375,1.0816876,0.70477116,0.80927575,0.99511594,1.1177605,0.9028872,0.97270894,0.939919,1.0024459,1.199772,1.1025802,1.0124999,1.1293406,0.7734101,0.9629127,1.0297832,1.0920255,1.0367332,1.2179427,0.9839761,0.9284954,0.67085785,1.2315998,0.99408156,0.94206935,1.0426729,0.70288265,1.1005683,1.1379602,1.077291,1.0626229,0.85460174,1.2129751,1.018897,1.0032027,0.7580426,1.1797146,1.2314104,1.0634205,1.1242583,1.1021703,0.9667829,0.8640143,0.9661155,1.2795005,1.162496,1.1500797,1.0487945,1.1066738,0.98441887,1.0883816,1.1936373,0.0
