,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
hair,1.124795,1.1773267,1.2221576,0.7565609,1.0820508,1.1123596,0.96166486,0.97779465,0.9471524,0.811264,1.2988504,0.9277249,0.56035244,1.2041878,0.91220224,0.8542055,1.1061153,1.2446691,1.0668409,1.2499514,1.0238957,1.2213498,1.1599567,1.1611971,1.3373682,0.81939113,1.1915305,1.0582424,1.0198076,1.1579028,0.8661941,1.0771023,0.8885792,0.7084881,0.9119963,1.3795731,0.82483363,1.2750692,0.947601,0.8893489,0.8625924,1.2553271,0.47111404,1.0408056,1.0841192,0.94615006,0.31583428,1.1448544,1.1478368,1.1246436,0.931912,1.2508776,1.0032673,1.0313616,1.0930977,1.2235944,1.2498468,0.0,0.89843786,1.2112743,1.050965,1.0093787,0.8157064,0.9276398,1.1131595,1.2422564,0.9150915,0.99435353,0.8701473,0.8126971,1.1870662,1.3617678,1.1883552,0.8667161,1.0880793,1.0866214,0.7078508,0.8504755,0.9230653,1.3598223,1.2412777,0.9269572,1.193666,0.8845765,1.1335083,1.2303753,1.1327722,1.0848137,1.1759946,1.1760015,0.8781792,1.0063592,0.9150948,0.9205838,0.4750268,1.192823,1.1355972,0.93594366,1.3366876,0.7977904,1.3847098,0.96367824,1.2463394,0.9927454,1.0798509,1.2199166,0.97622126,0.49765193,0.8610617,1.2933576,1.0872518,0.9927746,1.0315591,1.4206264,1.2282653,0.9298365,0.81880176,1.121416,1.2125561,1.0738574
hand,1.0742815,0.9407289,1.0904299,0.50555265,1.0746629,1.0096545,1.0080746,1.1117845,1.0788975,1.0942383,0.82347286,0.9964164,0.75507843,1.2729342,1.0724926,0.97370034,1.0306994,1.2777013,1.1418316,1.0566502,0.6898504,1.0864433,0.9961205,1.2439241,1.2458382,1.0929955,0.95983964,0.9919505,0.9622682,1.3262292,1.1358894,0.99719864,0.78940845,0.9460507,0.69574225,1.1655235,1.1591989,1.1911048,1.0274131,0.92028284,1.1644741,0.9364844,0.89889884,1.0818694,1.0186074,0.72433984,0.9033631,0.3003217,1.2890741,1.3185072,0.42634737,1.1831582,1.1082402,0.8050613,0.8032467,0.7300948,0.8629786,0.89843786,0.0,1.2568281,1.0218153,1.0679425,0.9329553,0.84818506,1.2696748,1.3404348,0.53495604,0.89759845,0.65742135,1.0627806,0.93671227,1.1486301,0.72113633,0.9379172,1.1778846,1.2478161,0.81541324,0.8293153,0.89866,1.0721966,0.95448995,0.99841225,0.9940411,1.0740651,1.3013467,1.265428,1.0753342,1.0530447,1.3170054,1.2819408,1.1731079,1.1097876,0.9418714,0.88267076,0.8613874,1.019198,0.70640045,1.1801289,1.1368823,0.9698036,1.1220735,1.2466886,0.61852413,0.885514,1.0407999,1.1757827,1.1336246,1.0116549,1.0983939,1.2370613,0.39746845,0.7162864,0.5039079,1.1110063,1.2160988,1.0701462,1.1207786,1.2341142,1.155828,1.1363493
hat,1.1452053,0.48885804,0.74366,1.4579366,0.8268623,0.72011876,1.0824353,1.2804751,1.4744546,1.4161129,0.7620884,1.4898841,1.4048316,0.56643146,1.3799247,1.3373483,0.892317,0.35138184,0.98451316,1.0021157,0.73969185,0.9815701,0.9067607,0.59327954,0.56604767,1.0253901,0.6074948,1.0727856,1.2484944,0.47605252,1.3893707,1.096318,1.2140453,1.4739811,1.4466264,0.2967757,1.5091622,0.39840448,0.9665299,0.8090146,1.2783252,1.0524795,1.3480253,1.0189706,1.0769653,0.81645894,1.1944659,0.80949175,0.6051787,0.419334,1.1061162,0.83091307,0.8148835,1.1570282,0.5228642,0.6876041,0.7706405,1.2112743,1.2568281,0.0,1.2135165,1.0263383,1.3989935,1.3297249,0.97635716,0.6242563,1.2992996,1.1166737,1.3583022,1.2711943,0.50674546,0.91994894,0.53540504,1.0836344,1.1982002,1.0277646,1.4479955,1.3486733,1.4950364,0.4040084,0.6394201,0.9055913,1.0509056,1.2927297,0.502761,0.687737,0.5157826,1.1589798,0.534923,0.48072755,1.3780411,0.6687636,1.1430316,1.3247616,1.4380363,0.7742969,0.9182941,1.218111,0.8972264,1.2898484,0.36096716,1.2007672,0.8884123,1.2395823,1.16845,0.39435542,1.1556742,1.3422803,1.4395183,0.29934412,0.700987,1.3048885,1.2334249,0.63585204,0.38750207,1.3456523,1.2110817,0.91587055,0.32935524,1.2579564
hose,0.63184524,1.2655302,1.1586953,0.9238757,1.0725036,1.0768661,0.9796177,1.1679437,0.74485147,1.1652744,0.9425796,0.9263975,1.1414769,0.96969426,1.1448325,0.88170445,1.244796,1.1641033,1.2846391,1.1564316,1.1580862,0.5027506,1.2269843,0.9447531,1.1354132,0.97934926,1.0624444,0.8731774,0.8991451,1.0844924,0.75354147,0.9818629,1.080929,1.012817,1.0505234,1.1245856,0.85860825,1.2922555,0.96151054,1.1549962,0.86301494,0.9630257,1.068391,1.0219494,0.89824104,1.0690483,1.0430017,1.0608759,1.0351952,1.1508522,0.9450146,0.9017005,1.0216488,1.0478595,1.0621527,1.1084375,1.2232474,1.050965,1.0218153,1.2135165,0.0,0.74678004,0.86762166,0.7918298,0.84787345,0.81179595,0.81311715,1.1056705,1.0261235,0.8171098,1.1290377,0.90510833,1.0432092,1.0425155,0.77209437,1.0359664,1.0580376,0.9430618,1.1080914,0.970573,0.8769856,1.0109428,0.82913804,1.2211468,1.0333347,1.1906617,1.2108399,1.025314,0.9770544,1.2104837,0.8887783,1.1097832,0.9606124,0.9476537,1.0156748,0.91574675,0.97868705,0.8739511,0.7630421,1.0654064,1.0379707,1.0455562,0.9400683,1.0442617,0.8653876,1.1653427,0.7574507,0.9696496,1.1443989,1.1964658,1.0588633,1.0830907,1.0106839,1.0324655,1.2378571,1.1777883,0.99400914,0.6138178,1.1230316,0.84651196
jacket,0.45187545,1.2435377,1.2281334,0.9331273,1.2011359,1.1779408,1.1540657,1.2475568,0.9920205,1.0343682,0.904896,0.98991036,1.01689,0.94905066,1.0173733,0.9183039,1.2927574,1.050316,1.343577,1.1105015,1.0966768,0.6626476,1.2919691,1.0184773,0.9499189,1.0807369,1.108044,0.73298365,0.87448865,1.1552957,0.95863664,1.0965451,1.1905451,0.91966426,1.237019,1.0662862,0.8220902,1.2013874,0.8810103,1.1238043,0.7717035,1.0974509,0.88325775,1.2062387,0.67678386,1.0147789,1.0590465,0.993469,1.0339817,0.9835788,0.8442807,1.0051885,1.1396565,1.1297607,0.90678155,1.0187564,1.4192035,1.0093787,1.0679425,1.0263383,0.74678004,0.0,0.80196875,1.1881077,0.983679,0.8181327,0.9275974,1.1853592,1.1371951,0.9382126,1.0724148,0.6915629,0.8056993,1.1315079,0.84376526,0.89674544,0.9234653,0.6654081,1.1773512,0.97516793,1.0414028,1.0417027,0.7022397,1.0836046,0.8283477,1.2242261,1.2239552,0.83503866,1.0739151,0.9305315,0.81599915,1.0675272,1.0069222,1.2407281,0.76772356,0.94172174,0.81892353,0.9648259,0.84768736,1.0533776,0.932129,0.99479187,0.7356371,1.1948812,1.1245238,1.0013533,0.8753743,0.7383232,1.1384554,1.2720573,0.88425964,1.1959249,1.1935403,0.91218215,1.3422623,1.2232277,0.92520326,0.60611993,0.9000995,0.8240193
jeans,0.8789397,1.3625337,1.2748488,0.57264537,1.162826,1.1947207,0.8287939,0.9108381,0.74355793,0.5201922,1.1928897,0.49441868,0.5528243,1.4797977,0.5511863,0.69183195,1.2604506,1.5186002,1.086266,1.1819426,1.2500877,1.0413253,1.1309017,1.4574108,1.350554,0.9665101,1.1849672,0.80801797,0.6571673,1.4635179,0.7198634,1.0783948,0.96657306,0.43476963,0.91137516,1.5123672,0.53502774,1.5322248,1.0132228,1.1461263,0.868503,1.1665235,0.6489028,1.0549603,0.71932006,1.1327589,0.8627528,1.2236532,1.309074,1.4284117,0.8441002,1.2442386,1.173868,1.0268694,1.2597332,1.131568,1.3169184,0.8157064,0.9329553,1.3989935,0.86762166,0.80196875,0.0,0.7458657,1.1885511,1.451527,0.8505722,0.9861757,0.69862974,0.6971798,1.3244771,1.0349916,1.3128208,0.84820044,1.0255793,0.7934942,0.48196918,0.5044221,0.9189739,1.5144676,1.3746002,1.123806,0.814248,0.70997936,1.4099102,1.3335336,1.3048259,0.65329134,1.3831545,1.3598725,0.7858168,1.1326486,0.86561614,0.8880075,0.46127504,1.1843103,1.0966789,0.8513668,1.2095317,0.78209627,1.4049618,0.80346966,1.0277373,0.99041736,1.1093823,1.4983763,0.8076548,0.53153443,0.58862174,1.3994005,1.2520168,1.0154992,0.9687999,1.3027773,1.3126148,0.78172815,0.8203316,1.1288965,1.4136099,0.87402403
knife,1.0800871,1.1610119,1.0872296,0.6830577,1.1093202,1.1461753,0.8996739,0.7841661,0.72307026,0.76222014,1.1066519,0.66152334,0.7405013,1.2723333,0.8444212,0.9495867,0.85356414,1.2693799,0.9324289,1.0460098,1.1955929,0.9491883,0.95427036,1.2336932,1.2669058,1.0154557,1.0211881,1.1093093,0.9023402,1.2612579,0.66929007,0.91462386,0.95079964,0.7639215,0.66929126,1.1707257,0.7224009,1.1652647,1.1265985,1.2024485,1.017511,1.0493418,0.9494241,1.1210033,1.2147293,1.1949074,0.95790684,1.1441025,1.1042457,1.2941206,0.95301557,0.9538066,1.1418935,0.9299111,1.159027,1.0250835,0.9254195,0.9276398,0.84818506,1.3297249,0.7918298,1.1881077,0.7458657,0.0,0.95686644,1.2560573,0.9824324,0.8389323,0.73293185,0.8760425,1.2694101,1.2070807,1.3765785,0.9446087,0.94831383,0.96437407,0.8575834,0.8810731,0.68797135,1.162553,0.9785311,1.0610301,1.1830659,0.85794556,1.3037422,1.213497,1.2604544,1.0141182,1.2341206,1.2079314,0.821337,1.1877282,0.8912042,0.5698358,0.82419324,1.3003253,1.1197236,0.9299116,1.112497,0.85364825,1.4031515,0.99527913,1.1436815,0.9144407,0.9627985,1.3416986,0.8824929,0.83087695,0.6618062,1.2379673,1.2293495,0.8845432,0.6917152,1.2718633,1.1877741,0.77312565,0.9280468,1.057561,1.276151,0.89735883
ladder,1.0382999,1.1374472,1.0917196,1.2067518,1.0266459,1.0311538,1.2157066,1.0220147,0.848635,1.1686072,1.0483153,1.1658446,1.2260004,0.9075543,1.2305756,1.0365902,0.95074666,0.7618834,1.1328983,0.8994403,1.1140206,0.7801434,1.1406124,0.93811285,0.7295885,1.0178453,1.1159666,1.0714884,1.0381483,0.7137344,0.464697,0.9210981,1.1534064,1.1416075,1.1735896,0.89884937,0.8867552,0.86750907,1.0866809,1.1540331,0.7827157,0.95909166,1.1571267,1.1772684,1.0344617,1.1557813,1.013146,1.1869056,0.8540914,0.7552277,1.225074,0.8192556,1.1357398,0.98678565,1.0697165,1.1328275,1.1306456,1.1131595,1.2696748,0.97635716,0.84787345,0.983679,1.1885511,0.95686644,0.0,0.61028576,1.0850115,1.2217261,1.2907231,0.9927778,1.1001241,1.0304369,1.0130826,1.2358222,0.53414315,0.92973757,1.2215052,1.1637633,1.0658166,0.8182696,0.915732,1.1331732,1.0053607,1.1364596,0.6972098,1.0827961,1.0786053,1.1395645,0.6605161,0.8055178,0.59756476,1.0690295,1.0732414,1.0724782,1.150827,1.0509466,1.0493417,0.800545,0.74069566,1.1095145,0.9432469,0.9914607,1.1047955,1.1446533,0.962844,0.87544787,0.87987715,1.0524175,1.1559982,1.0290008,1.1368451,1.1286168,1.2071527,1.0080136,1.1272302,1.0705435,1.0312743,0.71451086,0.8681177,0.73563373
lamp,0.7958716,0.8916197,0.86412644,1.4173226,0.89067817,0.84625596,1.1920521,1.3248851,1.0475664,1.4434156,0.84986734,1.4658086,1.5634673,0.44829023,1.4337335,1.2200521,0.96263266,0.47370595,1.2602189,0.9613611,0.97055817,0.40673387,1.2409949,0.53367394,0.4877659,1.1820064,0.92939115,1.0724052,1.252157,0.38145566,1.1789029,0.93798625,1.3140831,1.5420804,1.3669388,0.5509387,1.2573297,0.6126751,0.95379764,1.0386336,0.81448156,0.8823665,1.3058184,1.0459492,1.0364094,1.0139723,1.1506062,1.0039401,0.6876061,0.46451283,1.3368356,0.5996043,1.0486649,1.1805964,0.85561633,1.0257256,1.0834281,1.2422564,1.3404348,0.6242563,0.81179595,0.8181327,1.451527,1.2560573,0.61028576,0.0,1.0780072,1.2412586,1.5170805,1.2704375,0.8403971,0.7938968,0.6625846,1.1816123,0.75848514,1.0213703,1.4676559,1.3096305,1.2403584,0.37212002,0.5438957,1.057388,0.9598941,1.3521863,0.36342812,0.80982023,0.9021984,1.233175,0.39268953,0.5461569,0.97556204,1.0098671,1.1981285,1.2139176,1.4982245,0.8218265,0.8780708,1.0333066,0.5321914,1.4047922,0.5725945,1.0546157,0.92712325,1.1727594,0.9490467,0.5190926,1.0182015,1.3334694,1.4380635,0.77784884,0.9075674,1.240425,1.2817788,0.63529897,0.9345226,1.3976319,1.0813638,0.32416016,0.55059767,0.901561
leg,0.9089726,1.108328,1.061332,0.6471034,1.1007868,1.0730567,1.1456175,1.1604235,0.8489449,0.9882683,0.96888775,0.97816205,0.85347456,1.0961087,1.0278028,0.9215342,1.1810948,1.2022848,1.2467918,1.1883743,0.8176056,0.9642739,1.1202744,1.0659809,1.1411704,1.193599,1.2167668,1.0848337,0.92940784,1.14879,0.93111056,0.9687539,0.7989273,0.8625274,0.83323723,1.2686937,0.9976765,1.2196801,1.0228361,1.0588132,0.8851454,1.0323797,0.9020732,1.0166062,0.9908127,0.8742673,0.8637061,0.73767173,1.1517339,1.1968346,0.73032725,1.1603868,1.1905882,0.9403894,1.0767708,0.9991238,1.1357496,0.9150915,0.53495604,1.2992996,0.81311715,0.9275974,0.8505722,0.9824324,1.0850115,1.0780072,0.0,0.9493887,0.9079306,1.0954105,1.0186892,1.0288408,0.9043043,1.0417824,1.0095601,1.2036798,0.83610684,0.8752736,0.89914304,1.0789005,1.0405883,1.1307228,0.98612845,1.0529982,1.1627265,1.2543328,1.1465124,1.0251995,1.1207597,1.1612294,1.0076236,1.2544236,1.1187555,0.96977824,0.8952898,1.103052,0.9221916,0.87080127,1.0169508,0.94286174,1.186918,1.0104078,0.80458903,0.85391575,0.95559007,1.0936011,1.0846623,0.936344,1.0696101,1.3160648,0.6798743,0.92263293,0.95322,1.0624727,1.3699206,1.1143506,1.0729057,1.0203745,1.1683971,1.0157325
melon,1.0148714,0.6486632,0.69311637,0.83952427,0.83357316,0.7581085,0.5967561,1.0187851,1.1273391,1.0741947,1.0769902,0.9217658,1.0252159,1.0605137,1.0449542,0.99609476,1.0078866,1.1588436,0.8015136,0.9473705,0.81971335,1.2171785,0.7791462,1.0468504,1.1573175,1.104339,0.8295575,1.1325263,1.0760107,1.1667727,1.0788386,1.0218494,0.64012897,0.9985685,0.7857896,1.0720351,1.1520691,0.9202125,1.1401052,1.0793208,1.168525,1.0312481,1.0347341,0.6223361,1.1742753,1.0106868,1.0254792,0.99143475,1.0979282,1.1704147,0.9161416,1.052238,1.066087,0.9143039,1.1913767,0.93112576,0.8306458,0.99435353,0.89759845,1.1166737,1.1056705,1.1853592,0.9861757,0.8389323,1.2217261,1.2412586,0.9493887,0.0,0.64188397,1.1061623,0.89608884,0.94718313,1.156961,0.5212978,1.1644585,1.0049512,1.0290629,0.99903077,0.86040944,1.1627824,1.1313609,1.0269836,1.1882263,1.1600211,1.2106192,0.704076,0.70213014,1.0928758,1.1996111,1.1460719,1.1944717,1.1637912,1.1275884,0.89912385,1.0091821,1.113578,1.0677345,1.1545074,1.1042078,0.88568264,1.1548027,1.1708766,1.0057708,0.73512775,1.0251777,1.1030825,1.1828331,1.0759882,0.9882207,0.8573869,1.0225862,0.9160013,0.82994604,0.89459723,0.8034353,0.978715,1.1224438,1.2347367,1.2222729,1.1317014
mitten,0.91671747,1.1449586,1.0078536,0.6349897,1.053772,1.0551566,0.70221275,0.70297575,0.9355066,0.7934251,1.0464828,0.6767285,0.6152917,1.4367223,0.6836833,0.7544044,1.0847685,1.4602289,0.7115406,1.0900487,1.0171509,1.26947,0.6439671,1.4401767,1.4104791,0.76193166,1.0163443,0.9300424,0.7569346,1.5174305,0.9502503,1.0601375,0.70670617,0.7239313,0.6493417,1.3661494,0.935592,1.2768364,1.037233,0.9131529,1.1568193,1.1863523,0.66053164,0.85124385,1.0421991,1.1966823,0.9710091,1.0162418,1.434355,1.3868532,0.8347572,1.2002556,1.0845499,0.85143864,1.2664155,0.79241025,0.8518114,0.8701473,0.65742135,1.3583022,1.0261235,1.1371951,0.69862974,0.73293185,1.2907231,1.5170805,0.9079306,0.64188397,0.0,0.6787195,1.047567,0.87837154,1.2737665,0.79371536,1.2325201,0.9179137,0.56455183,0.6999218,0.7709516,1.4598823,1.2119823,1.0038246,1.014847,0.8159822,1.4243174,0.979804,1.2207357,0.77174926,1.4533553,1.4277487,1.0398736,1.0764151,0.70842385,0.71079946,0.72612536,1.1819329,0.9809961,1.1541367,1.3898202,0.9085099,1.4356005,1.1052672,1.1183921,0.8888992,0.9127859,1.4748611,0.8917505,0.94202423,0.7397264,1.3131901,1.2082145,0.61695004,0.43002212,1.094094,1.047797,0.74975914,1.0354481,1.2602353,1.4914937,1.0481676
motorcycle,0.8658739,1.3678398,1.269233,0.8126434,1.0358499,1.1258657,0.94443506,0.85228825,0.772315,0.83512914,1.2525283,0.8125779,0.82006663,1.3571777,0.8418983,0.77968174,1.1353712,1.365121,0.98882216,1.1412936,1.2261243,1.0696514,1.0595796,1.3493109,1.2790709,0.2542559,1.1812918,0.83495414,0.63412756,1.2816641,0.69500476,1.1227062,1.0151347,0.67873996,1.0007114,1.4287586,0.5914211,1.4361762,0.9604116,0.9379797,0.8678198,1.1432161,0.8526991,1.09058,0.9740191,1.2754945,0.8153738,1.2887814,1.2409,1.1511817,1.0843403,1.1315175,1.0146366,0.9823873,1.2153261,1.0355741,1.2539641,0.8126971,1.0627806,1.2711943,0.8171098,0.9382126,0.6971798,0.8760425,0.9927778,1.2704375,1.0954105,1.1061623,0.6787195,0.0,1.2631152,1.0143594,1.3331784,0.9810925,0.9784403,0.9803004,0.7857659,0.8348411,0.943461,1.4285622,1.2559083,0.9657813,0.9314748,0.8637468,1.1232743,1.1085008,1.2109021,0.7069463,1.1607721,1.2531201,0.82441616,0.82819796,0.71597576,0.8114786,0.69189864,0.9981281,1.2289921,0.92417955,1.1165229,0.8089552,1.2748069,0.9216118,1.201342,1.030333,0.9943828,1.3922342,0.3103435,0.7225182,0.86028636,1.3243755,1.3856337,0.9632755,0.9618466,1.2833252,1.1454556,0.8838928,0.83724356,0.97317266,1.3280193,0.9599216
nail,1.2351301,0.5328753,0.830232,1.2449341,0.8324083,0.6460838,1.0981443,1.2312894,1.4209394,1.4434979,0.67160463,1.3541331,1.386525,0.6928036,1.4092059,1.2857479,1.1045712,0.59469646,0.9425767,0.86192983,0.7252523,0.9435074,0.81130135,0.68837035,0.74504745,1.0422763,0.6311062,1.1021509,1.1621338,0.77347493,1.36663,0.94933254,1.0871232,1.3343818,1.2354305,0.4049697,1.4511168,0.50366247,1.1444135,1.0388111,1.2380618,0.9429274,1.2739981,0.87829936,1.052953,0.6744602,1.1859971,0.55843335,0.67030907,0.7816963,0.77745277,0.8774583,1.0377563,1.1803775,0.53490293,0.6853467,0.7163473,1.1870662,0.93671227,0.50674546,1.1290377,1.0724148,1.3244771,1.2694101,1.1001241,0.8403971,1.0186892,0.89608884,1.047567,1.2631152,0.0,0.8862263,0.5464837,1.005249,1.2174307,1.123792,1.3487667,1.2524723,1.3987718,0.5437577,0.8385358,1.0676404,0.9872833,1.368128,0.88892037,0.61668366,0.58391786,1.3349323,0.84750396,0.67772835,1.3990552,0.9513334,1.1320376,1.3544852,1.3012233,1.0815525,0.870548,1.1902598,0.8228581,1.2023823,0.63699067,1.2158296,0.74344194,1.066567,1.125108,0.36535013,1.3721055,1.3083678,1.3834839,0.561911,0.477741,1.1242185,1.0411463,0.70785344,0.64942884,1.2553366,1.2265824,1.0638082,0.45221603,1.1607718
napkin,0.51423144,1.0798718,1.0255167,1.0817674,1.1973034,1.1455913,1.0976603,1.0647997,0.99708086,1.0901148,0.5888474,0.89150774,1.1154388,0.8714344,0.8647471,0.8776999,1.1147177,1.0088606,1.0462418,0.8546276,1.0197519,0.74789226,0.91619337,0.9440512,0.78868103,0.98569655,0.8708058,0.7988033,0.838281,1.0401006,1.1946214,0.9514085,1.1071011,1.1363444,1.1029943,0.7758149,1.1218245,1.0308763,1.0142777,1.1364174,1.06801,0.9019512,1.0142748,1.0569713,0.7293911,1.1619196,1.3176938,0.9309565,1.0433826,1.033898,1.0281911,0.7573599,1.1575643,1.1445475,1.0213603,0.84296495,1.0047853,1.3617678,1.1486301,0.91994894,0.90510833,0.6915629,1.0349916,1.2070807,1.0304369,0.7938968,1.0288408,0.94718313,0.87837154,1.0143594,0.8862263,0.0,0.77696383,1.2405707,0.96132994,0.7547584,0.93586206,0.9130814,1.0174853,0.7263613,0.83662057,1.1854651,0.6299131,1.0688148,0.93604976,0.71011746,1.1631889,0.7807161,0.97312737,1.0474306,1.1180243,1.0357739,0.9650902,1.1625166,1.1622851,0.91764945,0.76835215,1.1135,0.8007082,1.231565,0.7402587,0.97573805,0.74309766,1.0798697,1.040483,1.0582631,1.0072352,1.2739892,1.1780465,0.98748416,0.981046,1.0279347,0.9452474,0.2655599,1.0266494,1.1530572,1.130799,0.8428498,0.9800178,0.9459803
necklace,1.0268874,0.7333385,0.98348206,1.1782968,1.0538725,0.8998686,1.2088869,1.3671985,1.3355923,1.4808376,0.57779753,1.3937266,1.2956998,0.7676892,1.400315,1.1559119,1.1416205,0.63056487,1.2505653,0.9139889,0.5248756,0.7476362,1.0606568,0.7913977,0.62471557,1.2376131,0.7426893,0.9364296,1.1570241,0.78231865,1.4183396,1.0038655,1.1268547,1.395746,1.2540175,0.5386866,1.4567658,0.7274548,1.0022783,0.94770503,1.215661,0.87220216,1.1458272,1.1659042,0.85462916,0.5477236,1.1392255,0.30694366,0.9302089,0.7475499,0.6191976,0.8356539,1.0816653,1.1150424,0.36971033,0.65695333,0.9855079,1.1883552,0.72113633,0.53540504,1.0432092,0.8056993,1.3128208,1.3765785,1.0130826,0.6625846,0.9043043,1.156961,1.2737665,1.3331784,0.5464837,0.77696383,0.0,1.1412216,1.1154182,1.149467,1.253146,1.1202152,1.4087992,0.43249685,0.6850517,1.0794568,0.7940508,1.339787,0.7026082,0.9621967,0.81990474,1.0810978,0.7708798,0.71574783,1.3018746,0.9785246,1.1059091,1.3883872,1.2471597,0.7967595,0.5470913,1.2439611,0.74347943,1.3527937,0.43357164,1.2943128,0.46454263,1.1889327,1.1541903,0.57681084,1.2381393,1.3142611,1.5211641,0.6983783,0.28009856,1.1861746,1.0447164,0.670415,0.9224651,1.405704,1.2161295,0.88870263,0.4504534,1.1249884
orange,1.101538,0.7789489,0.90851086,0.86094254,0.66304076,0.5966557,0.31447077,1.0242627,1.0079637,1.0359291,1.3028501,0.9415475,0.939071,1.186149,1.0662307,0.931753,1.0876688,1.1763864,0.85310555,1.1314356,0.9040255,1.2305903,0.98138857,1.1344602,1.2369283,0.9940395,0.763155,1.1559879,1.2013605,1.090524,1.0783043,1.1230747,0.7518162,1.0174416,0.85845995,1.17586,1.128099,0.97221375,1.1959583,1.0780157,1.0821398,1.0823935,0.896158,0.47217005,1.1492516,0.8525375,0.8714932,1.0420904,1.0723189,1.189125,1.005586,1.1321963,1.0283462,1.0222788,1.1004972,1.1259001,1.0751209,0.8667161,0.9379172,1.0836344,1.0425155,1.1315079,0.84820044,0.9446087,1.2358222,1.1816123,1.0417824,0.5212978,0.79371536,0.9810925,1.005249,1.2405707,1.1412216,0.0,1.2101929,1.0499088,0.95968896,1.0431111,0.99248624,1.2803221,1.140906,1.0685401,1.2852648,1.0418102,1.2126647,0.8379897,0.6517314,1.1723385,1.170692,1.1077662,1.1578737,1.1099218,0.9719991,0.91917294,0.8908709,1.1945328,1.1492803,1.1387465,1.0971775,0.8050131,1.2381585,1.0407213,1.1594784,0.841535,1.0809814,1.1066709,1.129038,1.0085977,0.85209936,0.88856775,1.0973017,0.90735674,0.8589402,1.2668277,0.73732316,0.9576172,0.96049994,1.1830858,1.094826,1.1433736
oven,0.97146034,1.2913918,1.1348804,1.113531,1.1960034,1.2136754,1.1908755,1.0984238,0.8098559,1.0762051,0.96624637,0.95708275,1.1985447,1.0279366,1.0994262,0.93796074,0.9134286,0.96495575,1.239274,0.7959255,1.1778581,0.72565615,1.1496841,1.0612489,0.6852795,1.103598,1.108525,0.94138104,0.8228421,0.869647,0.6515649,0.86047834,1.1827321,0.99741906,1.0715716,1.060226,0.5887221,1.023315,0.9108773,1.1408595,0.5978649,0.75797325,1.0633252,1.1198981,1.0245572,1.1415707,1.0515574,1.1536094,1.0372282,1.0555367,1.1030086,0.8629582,1.1708714,0.8754372,1.1707878,1.1366253,1.0916654,1.0880793,1.1778846,1.1982002,0.77209437,0.84376526,1.0255793,0.94831383,0.53414315,0.75848514,1.0095601,1.1644585,1.2325201,0.9784403,1.2174307,0.96132994,1.1154182,1.2101929,0.0,1.0470494,1.0702634,0.971827,0.92795146,0.99151844,0.9532297,1.1003042,0.866879,1.1305723,0.925205,1.1497643,1.2064008,1.0848206,0.751696,1.0446373,0.38036352,1.1514344,1.0965502,0.96431863,1.0988961,0.967497,0.89005566,0.82637584,0.71543217,1.1858581,0.9871981,0.98926425,1.0163022,1.1118139,0.9137036,1.1008091,0.80090475,1.0016185,1.1635537,1.1293817,1.1553106,1.0397604,1.0695038,1.0092862,1.267375,1.1117312,0.79014665,0.64408374,1.0986094,0.5057048
owl,0.8549459,1.0589013,1.1691179,0.89872086,1.128766,1.1195527,0.85332507,0.97464925,0.81164217,0.8127942,0.9661045,0.8685568,0.8536783,1.0557625,0.73587096,0.8740126,1.1281409,1.1509101,1.0558019,1.1492219,1.1501316,1.0155741,1.1767454,1.0448533,1.1564168,0.92196006,0.9402506,0.7265638,1.1168367,1.1292326,0.93816423,1.0718006,1.0652851,0.93947333,1.0910318,1.009756,0.9415377,1.1503654,1.0813967,1.1576844,1.0333896,1.1972975,0.8701836,1.1216164,0.8016877,1.2193635,1.0284415,1.2334443,0.95065457,0.99539834,1.180529,0.80996424,0.9913809,1.1236455,1.0639849,1.0944983,1.1696439,1.0866214,1.2478161,1.0277646,1.0359664,0.89674544,0.7934942,0.96437407,0.92973757,1.0213703,1.2036798,1.0049512,0.9179137,0.9803004,1.123792,0.7547584,1.149467,1.0499088,1.0470494,0.0,0.8150052,0.9597148,1.0265887,1.0786884,1.1150856,1.1644061,0.87048477,0.77092785,0.96970356,1.0165151,1.1886153,0.99285626,1.1411757,1.0431716,0.9547818,1.0099423,0.81118315,1.1453342,0.87993443,1.1908505,0.92991817,0.8903292,0.98767537,0.9321072,1.119996,0.6252694,1.1837108,1.1224952,1.1518984,1.1298126,1.1203164,0.92112476,0.79099494,1.1662953,1.2886798,1.0961461,1.0589343,0.8838654,1.082033,0.96890104,0.96517277,1.1286756,1.0489137,0.81532305
