,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
scissors,1.2174859,0.82095575,0.9648501,1.1649733,1.2376919,0.8725603,0.8837473,1.0111883,0.94657725,1.1613593,1.0430952,1.2501149,0.723606,1.0354158,1.3344707,0.67927086,1.1164018,1.1071018,0.9150099,0.73422915,0.8136697,0.9665253,0.88678074,0.884565,0.80754673,0.61213845,0.68942153,0.87661827,1.2113363,1.0895944,0.7364193,0.8491342,0.87225425,1.0300852,1.2658467,0.7807713,1.1776494,1.2018427,1.2653408,1.2032822,1.2624621,0.7640192,1.101021,0.8156649,1.0357566,1.0062046,0.9665154,1.1376848,0.91415685,1.232158,1.0617348,1.0750793,1.1016195,1.3356544,1.0600753,1.176195,0.80281216,0.89473486,0.8923377,0.51867425,0.9400119,0.8076305,0.95946515,0.9768666,1.2256691,1.0270916,1.2774622,1.0541817,1.1692764,0.85111535,0.8229434,1.0108384,0.87500924,1.2592611,0.9270259,1.2131442,0.61143154,1.0754651,0.6799494,1.1245413,0.8940847,1.0275211,1.1443783,1.1625307,0.810001,1.0920115,0.9653354,1.0656987,0.790737,0.85965365,1.0254229,0.9747865,1.106945,1.1885865,1.3010249,1.2084183,1.1374438,0.6318542,0.64765215,1.0703201,0.874211,0.8596303,0.7025409,0.9282783,0.71818995,0.90054125,1.0169606,0.9518168,0.9037903,0.58777106,0.61052436,1.084026,1.2169759,0.7011907,1.164514,1.1062452,0.0,1.3360875,0.7391408,1.104406,0.6599215,1.2061524,0.95161486,1.2124023,0.80493355,1.2442516,0.91439766,0.8656581,1.2024684,0.5273898,0.702016,1.0757668,0.9117642,1.3101684,1.2417427,0.8709337,1.0298553,0.94579417,0.9830025,0.86989826,0.77913094,0.8665681,1.220336,1.0435511,0.61429995,0.89497966,1.1991402
shirt,0.6411617,1.3594671,1.4215549,1.0681586,0.3271562,1.4424615,1.4435586,1.2173915,1.1802129,0.6338703,0.907981,0.48260218,1.4103328,0.79345155,0.20209527,1.2382127,0.6682128,0.7686469,1.1461278,1.5326793,1.4913912,0.9348383,1.4887606,1.0680261,1.357111,1.3322575,1.4095755,1.0273027,0.8564124,0.82314014,1.0209615,1.4301345,1.3947537,0.8680118,0.46004438,1.3689935,0.8764157,1.0738662,0.7925251,0.539379,0.99388224,1.5516505,0.74545515,1.5524324,1.0006604,0.9714129,0.926208,0.710716,1.0058063,0.21661013,1.0565202,1.4437084,0.73783416,0.5403564,1.1445436,0.7363314,1.5099733,1.1341541,0.8938016,1.5298417,1.2451884,1.2271537,1.160132,1.0452756,0.7661435,1.3299869,0.5075209,1.1898378,0.7092174,1.3536313,0.90071917,0.93150926,0.84301424,0.14550275,1.152828,0.24606144,1.496979,0.7092322,1.4578447,0.5271895,1.2741868,1.1449782,0.9198825,0.70759904,0.9438963,1.0575898,1.3903285,1.3326068,1.3883661,1.2414645,1.3497756,1.4584991,0.7232043,0.86881185,0.12305081,0.31189716,0.781981,1.5490743,1.5227883,1.123816,1.2483835,1.2000715,1.3598609,1.2139105,1.1068375,1.4955454,0.98308975,1.0043343,1.2081887,1.0032343,1.4870033,0.6919212,0.79559547,1.195909,0.8682745,0.5007649,1.3360875,0.0,1.030515,0.47520047,1.3833532,0.5937349,1.1034586,0.4993447,1.4672521,0.6356228,1.531744,1.1129227,1.2319857,1.5978217,1.2620622,1.3068973,0.7456483,0.0791896,0.597135,1.4701643,1.2391638,1.2720613,0.89065063,1.2280182,1.4528745,0.94022954,0.7764931,0.7449701,0.926407,1.4542243,0.75357103
shoe,0.87173533,0.8752493,1.1568054,0.9567849,0.9766569,1.0577387,1.1075933,0.994133,0.7103163,1.1209133,0.99868596,0.934996,1.151124,1.0002259,0.84471416,0.9914925,0.6993252,1.0791827,1.0205989,1.0769765,0.9793209,0.94737095,1.0600878,1.1586866,0.97810686,1.0092658,1.0428581,1.111356,0.93364805,0.98310494,1.006712,1.1190529,1.1274468,0.9980538,1.1127273,0.965749,1.0252528,1.0284642,1.0960461,0.95087194,1.0522017,1.1716489,0.9482076,1.0816389,1.0540667,0.9384711,0.8658263,1.1636612,1.0932013,0.95536053,1.04052,1.1666846,0.9279154,1.0955292,0.9760332,1.1686575,1.157682,0.9575547,0.1772666,0.98052627,1.034733,0.9751266,1.0769871,0.6635686,1.1519763,0.96354437,1.0882682,1.1064521,0.8570316,0.99953634,1.0665551,1.0565277,1.1265941,1.0200529,0.8259616,0.861408,1.0548167,1.0557938,1.0885819,0.7386054,1.0602051,0.9355274,0.9729668,0.65675783,0.9561062,1.0689547,1.0228055,1.213548,0.882988,1.0414046,1.116915,1.164416,1.0798627,0.9281604,0.9406076,0.8996777,1.0134437,1.134267,1.1272352,1.1002588,0.9854301,1.0644742,0.783597,1.0629253,0.92389804,1.0760087,1.064334,0.8965399,0.8937647,0.61060923,0.94699144,1.1313158,0.9832575,0.86669165,0.99239564,0.73350465,0.7391408,1.030515,0.0,0.80712867,1.0089893,1.1927636,1.1805575,1.0154963,0.9214545,1.0591352,1.1567901,0.37325788,1.1838579,1.0108042,0.88222086,1.081091,0.89611906,1.0307841,1.0558234,1.0538568,0.9347832,1.0511646,0.97497845,0.8031717,1.00121,0.92960083,1.1817309,1.082192,0.99608135,1.106553,1.1654457
shorts,0.87882674,1.0292239,1.2557874,1.0972196,0.59998715,1.2726476,1.2616999,1.229704,1.1615114,0.919113,1.0289334,0.81194085,1.0455467,0.79099405,0.6086688,1.2228414,0.7510814,1.0506732,1.1593771,1.2734804,1.3570523,0.9643606,1.3878682,0.90549934,1.1475676,1.1785157,0.97407895,1.0860344,0.86552715,0.93762404,0.8074765,1.2835304,1.2903972,0.94186586,0.7156769,1.1109891,0.9586465,1.051646,0.8883875,0.73067564,0.9917453,1.2762835,0.9840497,1.2713876,1.1523763,1.0155435,0.9563814,0.83178246,0.89623046,0.44282866,0.8513538,1.2250565,0.9158795,0.907753,0.8262576,1.11589,1.2561362,1.1610776,0.6333538,1.3252985,1.3199427,1.1929245,0.9843966,0.7194052,1.0503646,1.1725752,0.788452,1.2433228,0.72173226,1.0738872,1.1129454,1.085484,1.0581394,0.56272614,0.98029304,0.315566,1.2773596,0.90648836,1.2898912,0.5449903,1.1466358,1.1264119,1.0462914,0.6705673,1.0645651,0.9161219,1.3207258,1.2184587,1.0671644,0.90034986,1.0616347,1.2770989,0.8070112,1.0642563,0.61920327,0.26078355,0.9587783,1.2457533,1.2462648,1.0133158,1.2018151,1.1174402,1.0135219,1.2441438,1.0530092,1.3368565,1.0692531,0.8083227,1.1643629,0.8180859,1.2358127,0.8460685,1.0653458,1.075185,0.96052665,0.62424004,1.104406,0.47520047,0.80712867,0.0,0.9715555,0.9761609,1.0374674,0.85561013,1.0947001,0.9860764,1.2646142,0.6941314,1.205028,1.2951617,1.0531819,1.1325763,0.79474723,0.4671291,0.98611087,1.2745208,0.90638757,1.0624677,0.9113463,0.93347406,1.4245306,1.0616963,1.067978,0.9417892,0.9327785,1.175849,0.9540693
shovel,1.5096724,0.51070464,0.6576057,1.0701627,1.3500807,0.847172,0.7496834,1.0626874,1.094166,1.4522543,1.1571084,1.5459745,0.45744967,1.144405,1.3868241,0.76500666,1.3860915,1.3808587,1.0679526,0.42350626,0.81387115,1.2379674,0.7802783,0.6847057,0.67315626,0.76629966,0.33889353,0.9753072,1.0189139,1.2479548,0.7332647,0.77436423,0.8030951,1.0561218,1.1120616,0.7329329,1.2144424,1.0192629,1.2536458,1.3516994,1.0422577,0.46832377,1.3725322,0.5005579,1.1744485,1.1289034,1.0072544,1.1504261,1.0901942,1.2388376,0.6604949,0.6686274,1.3076999,1.3216697,0.63825965,1.340903,0.620141,1.1256769,0.9575479,0.59360725,1.0411736,0.83129454,0.5826422,0.71013,1.257201,0.92847776,1.1987087,0.9353119,1.078745,0.5017426,1.1754968,1.2050669,1.1758653,1.4070544,0.9310656,1.2700253,0.6858028,1.11471,0.6757835,1.2838625,0.9494716,1.1493318,1.1641791,1.2192088,1.0370177,0.8265687,0.92416865,0.722309,0.6784549,0.365057,0.69448185,0.6930858,1.231415,1.3112257,1.3945075,1.1193802,1.3735039,0.43401152,0.42595124,0.83035254,1.0759096,1.0111436,0.7494436,1.0036674,0.9526293,0.77779543,1.111386,0.67618805,1.1101643,0.9070564,0.66416085,1.1678371,1.3783898,0.7514653,1.2219807,1.2695435,0.6599215,1.3833532,1.0089893,0.9715555,0.0,1.4390349,1.0095023,1.4763076,0.45166284,1.3917217,0.58734846,0.75342923,0.9342514,0.43191648,0.71513504,0.77001977,0.9923647,1.3967173,1.474353,0.81517416,0.5980096,0.65261185,0.9507578,0.87473357,0.84849083,1.1049222,1.2960671,1.1213666,0.8838597,0.46334696,1.2402308
shower,0.70343965,1.4733241,1.406569,1.1617621,0.6792991,1.3349199,1.3570416,1.2229007,1.1008272,0.3747282,0.8988632,0.4905219,1.3812788,0.69290924,0.7904024,1.1030537,0.9296606,0.6777191,1.1263063,1.3314699,1.2879496,0.77270865,1.3511586,0.9830118,1.2508316,1.2686285,1.3269749,1.0061318,1.0523643,0.7660938,0.9064412,1.3603255,1.2107298,0.5561715,0.8171141,1.2082307,0.9306341,1.0823905,0.79252726,0.6012834,1.1334951,1.4341868,0.58849436,1.3338895,0.92295074,0.8914427,1.1103592,0.36786425,0.73798275,0.69264174,1.248125,1.3816396,0.71895903,0.7783208,1.3342586,0.6962174,1.4235443,0.99954766,1.2219175,1.3601091,1.1634881,1.0763125,1.2435324,1.4526955,0.63992715,1.3314059,0.77366287,1.1319591,1.0746316,1.4492803,0.6184609,0.8289374,0.7704918,0.5773541,1.0847521,0.6952504,1.3225127,0.5609653,1.1881483,0.771185,1.2151678,1.1437323,0.8759163,1.085755,0.88769585,1.2519603,1.2548537,1.2314174,1.3834516,1.4225471,1.3049705,1.3940415,0.5584091,0.91585845,0.60876703,0.72164685,0.7718297,1.4301853,1.4534006,1.053585,1.1332372,1.1284903,1.4715304,1.1521012,0.98637754,1.3491837,1.0108422,1.252049,1.1608076,1.1352254,1.2979057,0.4291097,0.6271812,1.1328791,0.77377665,0.88388777,1.2061524,0.5937349,1.1927636,0.9761609,1.4390349,0.0,0.8425774,0.4735495,1.4642184,0.543356,1.3926146,1.367065,1.2654465,1.4548898,1.0873239,1.3405664,0.8811399,0.5598717,0.5235838,1.2821598,1.3780662,1.3159623,1.1047626,1.3205397,1.316057,0.7925977,0.5892458,0.81189597,0.7135144,1.3673844,0.48523486
sink,1.1122547,1.0368001,1.2330112,1.0947986,0.9419264,1.1196482,1.0143696,1.1825737,1.008637,0.4430465,1.0793538,0.89139384,0.7490797,0.5356536,1.1707627,1.1774035,1.007867,0.7658039,1.0498326,0.99508977,0.7999671,0.8575264,1.1700158,0.8229625,0.8664999,1.0862141,0.77257717,0.8642309,1.1297313,1.0399505,0.61297786,1.1596594,0.87268376,0.9648514,1.1393461,0.8003256,0.8829307,0.98667294,0.9984978,0.9628557,1.1052233,0.94129276,0.8418752,0.8837718,1.0117028,1.1448302,1.3803103,0.8172735,0.5039598,1.1208004,1.1127081,1.087799,1.00599,1.1920998,1.092122,1.1445686,0.8153217,1.0402546,1.189802,0.8038269,1.2144715,0.9788689,1.1394935,1.1359859,0.8974393,1.1067249,1.1814741,1.1551261,1.0928096,1.1516976,0.75828063,1.2592127,0.8093413,1.1587063,1.1722214,1.0341206,0.7339221,0.8564359,0.68429375,0.9789259,1.0441883,1.1640282,1.0774735,1.1619579,1.0556468,1.1403017,1.1817681,1.0474905,0.8798259,1.1103481,1.0152723,1.1017331,0.6100956,1.0764209,1.1436255,1.01533,0.85890627,0.8373517,0.912559,1.0631822,0.93018377,1.1375885,0.8988618,1.1359241,1.0228155,0.61847126,1.2124069,1.2285423,1.1721365,1.1339977,0.80342054,0.7112365,0.8847606,1.2538698,0.79761,1.1447512,0.95161486,1.1034586,1.1805575,1.0374674,1.0095023,0.8425774,0.0,0.9446781,1.0666679,0.7955286,0.9846593,1.0112838,0.935938,0.7426751,0.9032431,1.0893807,1.0685748,1.1242056,0.78303057,0.9530688,1.1558423,0.966775,0.8688005,0.8839016,1.209831,0.7107916,0.96054316,0.9529505,0.8539535,1.0118647,0.9055136
slide,0.58601487,1.3684114,1.4616768,1.1457394,0.5155502,1.2979398,1.3445256,1.1737208,1.0749471,0.31944656,0.7688147,0.32650387,1.3943355,0.7386068,0.4701532,1.2460253,0.6650378,0.29944193,0.94895095,1.558899,1.3675947,0.8526726,1.4560993,1.0215707,1.3217877,1.2820883,1.455625,0.9122051,0.9022416,0.9016923,1.0021821,1.384477,1.3692272,0.9426526,0.814383,1.3137637,0.8756933,1.1190978,0.8742049,0.5679387,1.1920851,1.4364998,0.5682931,1.5478404,1.0049707,1.0658159,0.93572855,0.77545,0.9514899,0.5702603,1.2827183,1.4582,0.53615606,0.7581945,1.2748533,0.6971724,1.4430627,1.0979177,1.0753886,1.4002805,1.1244723,1.2104074,1.3282375,1.3472459,0.6331509,1.1987029,0.8142378,1.1736728,0.9046798,1.4649665,0.7308153,0.7383921,0.5996772,0.4161601,1.1711558,0.51483786,1.331689,0.64271957,1.3434625,0.61653286,1.1326158,1.1212006,0.90280056,0.92696404,0.90778047,1.205157,1.4174743,1.3205686,1.441077,1.438192,1.4322324,1.4508264,0.7195662,0.8157379,0.39749026,0.6763842,0.6765732,1.4543085,1.4348569,1.2351921,1.0867394,1.1197361,1.3915589,1.1813141,1.1357893,1.3840091,0.90488833,1.2586068,1.1383495,1.0910163,1.4872308,0.7670815,0.53934884,1.3674641,0.7814636,0.6256547,1.2124023,0.4993447,1.0154963,0.85561013,1.4763076,0.4735495,0.9446781,0.0,1.467155,0.51354617,1.5295361,1.2080765,1.2303017,1.535028,1.284971,1.3183804,0.84444374,0.46561986,0.3934375,1.329732,1.3739574,1.2598606,0.896008,1.2832856,1.1907086,0.83432704,0.5442627,0.7086573,0.8489617,1.4874604,0.59418803
slipper,1.5536928,0.31969643,0.3152361,1.2238543,1.3861301,0.5867233,0.6006613,1.0272678,1.2093105,1.5248487,1.1131761,1.5246835,0.26574206,1.3216386,1.3840156,0.83919466,1.382455,1.3732586,1.0122048,0.3806684,0.85255224,1.3661795,0.7087294,1.0153798,0.79327446,0.71883994,0.4748909,0.9137596,1.0232432,1.2854244,1.0625749,0.70080256,0.5764249,1.3511447,1.2159061,0.8399323,1.1360312,0.99202245,1.2270622,1.4354625,0.99202067,0.16889918,1.51596,0.38715637,1.3774256,1.200615,1.0981776,1.3662,1.1827122,1.2984985,0.4911551,0.26017892,1.1508156,1.1676369,0.37692267,1.2810541,0.4653207,1.3010703,0.91464657,0.6766625,0.90884113,0.9216079,0.40459287,0.58394814,1.3428361,0.64798677,1.1810961,0.9601245,1.0381181,0.24437112,1.299562,1.1896665,1.3544154,1.4349625,1.129058,1.3147149,0.7359588,1.4551214,0.7003763,1.289704,0.95747596,1.1508802,1.3294897,1.2539263,1.1717252,0.5619527,0.91297996,0.23114276,0.72838175,0.28593755,0.47138572,0.40905845,1.4244368,1.28382,1.4906027,1.2440236,1.3887203,0.25868666,0.27170062,0.7084925,1.1523224,1.0329845,0.7220429,1.1258124,1.2620487,0.80666745,1.1454971,0.7117247,1.1054739,1.0815998,0.5094035,1.473659,1.3494024,0.8941599,1.440509,1.4019597,0.80493355,1.4672521,0.9214545,1.0947001,0.45166284,1.4642184,1.0666679,1.467155,0.0,1.3279936,0.32696164,0.62121147,0.90285546,0.410416,0.86929774,0.51194227,1.1994234,1.4722404,1.5981349,0.62473696,0.23062438,0.4073183,0.9380969,0.8602661,0.6606001,1.4063747,1.350968,1.1896322,1.2978034,0.11909306,1.394409
snow,0.7396958,1.3022561,1.3659317,1.1389103,0.7577322,1.266491,1.3162837,1.2458099,1.0341969,0.46002245,0.6295459,0.39572513,1.2159629,0.7028019,0.7242234,1.1010094,0.59768206,0.62474877,1.132635,1.3116802,1.2855465,0.98546046,1.4059641,1.0234061,1.3251107,1.3217078,1.3126274,0.8209269,1.0354698,0.7783096,0.9962238,1.290901,1.1892812,0.88329995,0.8238791,1.2269291,0.7172782,0.8833828,0.861749,0.65203714,0.92504376,1.3180192,0.7342427,1.348547,1.004793,0.95115185,1.1301395,0.76766336,1.0098624,0.707948,1.2025424,1.2779897,0.4370432,0.8990028,1.2469934,0.7177367,1.2042873,1.0636444,1.0522542,1.2938375,1.1793853,1.1261026,1.2540948,1.2056673,0.55535424,1.2042501,0.87216556,1.1458362,1.0531679,1.3681448,0.91583323,0.8086846,0.7530845,0.60661525,1.2174941,0.66463715,1.3504899,0.7707412,1.2148418,0.77964747,1.1085926,1.2280984,1.0208668,0.9715524,0.79239583,1.2675494,1.2847097,1.1864518,1.1710681,1.3688214,1.2920582,1.3432301,0.82581615,0.553182,0.5905249,0.728479,0.81629735,1.3303006,1.3627574,1.0242972,1.2067295,1.1783912,1.1817477,1.179631,1.0978836,1.2534889,1.0683912,1.2338175,1.2747902,1.2298096,1.2901835,0.7664839,0.4504118,1.1628315,1.0482023,0.79675317,1.2442516,0.6356228,1.0591352,0.9860764,1.3917217,0.543356,0.7955286,0.51354617,1.3279936,0.0,1.3481319,1.0868039,1.1739973,1.3240478,1.1946819,1.2687792,0.8019262,0.6347963,0.58918864,1.3565425,1.2993381,1.2153745,0.898761,1.0736762,1.295146,0.9769893,0.6506156,0.6841953,1.0203042,1.3072745,0.746365
soap,1.588283,0.5783626,0.32856673,1.0120863,1.4746917,0.37104023,0.42078274,0.859312,1.0640965,1.4927682,1.1997935,1.573069,0.4404707,1.4093584,1.4831896,0.7755415,1.4569614,1.3611853,0.9550237,0.23636746,0.5642648,1.2548645,0.5403005,1.1088787,0.6410142,0.79760706,0.54903895,0.9244868,1.2090499,1.3165145,1.1249055,0.5980682,0.48028576,1.2473214,1.2419314,0.74230105,1.2429944,0.9194446,1.1933348,1.4952337,1.1173816,0.28813183,1.476128,0.20903122,1.1060617,1.186537,1.1175272,1.3317565,1.2173693,1.4113257,0.783741,0.25412703,1.2878354,1.2696364,0.694874,1.2466661,0.43641806,1.0766188,1.1654043,0.6134919,0.89132965,0.6958994,0.6872459,0.87012404,1.2151122,0.6745355,1.2996403,0.80065405,1.2091563,0.4189663,1.2912385,1.1931843,1.3637614,1.5146,0.90522283,1.5364811,0.6927985,1.4574423,0.57420504,1.4878328,0.87821895,0.937146,1.2147121,1.3814757,1.0663722,0.8289499,0.69889873,0.29609597,0.6668472,0.6257164,0.58681655,0.28878498,1.4080415,1.2796654,1.5641983,1.4656525,1.3320031,0.41692102,0.43089104,0.84938127,0.9180924,0.9752867,0.77277136,0.9320536,1.1322061,0.60993963,1.1468995,0.9002549,0.88499594,1.1005564,0.526009,1.3778402,1.2824773,0.8587018,1.2430255,1.4793445,0.91439766,1.531744,1.1567901,1.2646142,0.58734846,1.3926146,0.9846593,1.5295361,0.32696164,1.3481319,0.0,0.9199014,0.76717734,0.40549332,0.99147195,0.5504822,1.3045573,1.5483366,1.5058267,0.5148979,0.53802997,0.7733134,1.1924338,0.8615565,0.5332144,1.2355386,1.2196237,1.2513418,1.3154768,0.29083323,1.2757554
sock,1.1659287,0.49691796,0.994511,1.0808604,0.9966666,0.95357347,0.9493689,1.0690145,0.9076175,1.2149178,1.0975716,1.1279559,0.8394794,0.9896843,0.9929845,1.0675917,0.86879534,1.2763225,1.1261601,0.86156654,1.0014333,1.1071475,1.1226878,0.97362244,0.8549738,0.9853561,0.71558374,1.1286405,0.930632,1.1297643,0.8751164,1.0135633,0.9813201,1.0878757,1.0686628,0.78880286,0.91623425,0.83379006,1.0925745,1.0929971,0.9882097,0.87553257,1.1893433,0.8291801,1.2547898,1.1024638,0.98005605,1.1947882,1.0905242,0.98692423,0.7810362,0.8658963,0.97718686,1.2368387,0.6200832,1.2554331,0.9061745,1.1338276,0.35154855,0.95868087,1.1903365,1.0823531,0.9347395,0.4286725,1.2569317,0.8654107,1.1637571,1.1826376,0.82349825,0.79540145,1.1884168,1.1349094,1.1932912,1.1632041,0.84934413,0.8808107,0.96708626,1.1406989,0.936826,0.7564076,0.9315011,1.0482094,1.1114713,0.73932624,1.1521239,0.90908074,1.1747295,0.9789981,0.62639576,0.72980905,0.823932,0.949286,1.1924379,1.0212661,1.105319,0.85239255,1.1040252,0.85995436,0.8768921,0.9295729,1.0134075,1.0898796,0.6343678,1.2123816,1.1005092,0.9537089,1.1065017,0.7824768,1.0576626,0.8537914,0.8786982,1.1830411,1.1202935,0.94494,1.2011288,0.9528029,0.8656581,1.1129227,0.37325788,0.6941314,0.75342923,1.367065,1.0112838,1.2080765,0.62121147,1.0868039,0.9199014,0.0,1.118064,0.8339367,0.855251,0.8826997,1.0153998,1.1437447,1.2927177,0.9656209,0.5742229,0.8047488,0.80507183,0.6224886,1.0759593,1.1548107,1.3015082,1.1678698,1.1303359,0.84778684,1.2340956
soup,1.0591937,0.9397296,0.756216,0.5992834,1.2023346,0.90029514,0.8886229,0.59905684,0.96140504,1.2099004,1.1144215,1.2569569,0.8833087,1.2753706,1.0934181,1.130262,1.1634402,1.1261373,0.9468944,0.921071,0.63515544,1.1784711,0.47738135,1.1001436,0.9930521,0.8941802,0.9909352,1.1089282,1.0492587,1.186986,1.2580488,0.542119,0.85584253,1.2362753,1.0986257,1.1032814,1.0320672,0.84676206,0.9938558,1.247648,0.7376358,0.8165787,1.2217145,0.8836175,0.73920184,1.1570132,1.1630132,1.245034,1.139965,1.2323565,1.0278025,0.7658473,1.1836197,1.0681143,1.0012999,1.020408,0.6989422,0.9833588,1.1648436,0.8101703,0.71264195,1.041676,1.000142,1.0043794,1.1339631,0.81531954,1.1474863,0.61889654,1.1393377,0.94482434,1.176447,1.2115445,1.1499357,1.2435602,1.0584452,1.2386118,0.7600596,1.118581,0.91091084,1.2805103,1.0149734,0.72801995,0.9081877,1.0872277,1.2831671,0.956403,0.6852889,0.88053966,0.9115833,0.92591137,0.93470776,0.6852016,1.1180471,0.9973542,1.212745,1.2075195,1.0866902,0.89972246,0.8876596,1.0726663,0.8209654,1.0499169,0.91454756,0.46342516,1.0983969,0.5108543,1.0688666,1.0197586,0.8184134,1.2618988,1.0060558,1.2322704,1.1138507,1.1664071,0.97640586,1.1873492,1.2024684,1.2319857,1.1838579,1.205028,0.9342514,1.2654465,0.935938,1.2303017,0.90285546,1.1739973,0.76717734,1.118064,0.0,0.7695086,1.0537411,0.79495126,1.2117792,1.2407253,1.0714264,0.8348126,0.9618638,0.91784483,1.0322996,0.9794839,0.9140494,1.1066754,1.1307505,1.1456321,1.3189462,0.88384867,1.2130576
spoon,1.5696554,0.5790132,0.57294667,1.0381025,1.4794846,0.67843586,0.63482165,0.8413348,0.97893405,1.381269,1.1167057,1.5932928,0.3814147,1.2615291,1.5739727,0.75474274,1.3916602,1.3524001,0.9707256,0.35050666,0.46961474,1.2724082,0.51594836,0.8800527,0.7089193,0.64249593,0.48058796,0.9034939,1.318694,1.3100469,0.92887366,0.55774564,0.4617293,1.2856019,1.3653162,0.7733742,1.1179247,1.0175802,1.2718551,1.5243046,1.1185247,0.28191882,1.4437263,0.36891752,1.086612,1.1998208,1.1684691,1.3614819,1.0211484,1.5078304,0.8971144,0.52215236,1.235984,1.4078197,0.7739355,1.2888998,0.39579862,1.0446802,1.082422,0.112992525,0.9036452,0.7564554,0.76315665,0.8605528,1.2997911,0.8230622,1.4083794,0.8972212,1.2183241,0.5809766,1.0393003,1.2217253,1.1271406,1.5818976,1.054112,1.5383782,0.22467,1.3375082,0.41110635,1.465922,0.9494449,0.9844759,1.2166865,1.394409,1.0880551,0.90821195,0.76783895,0.60404456,0.53527755,0.62070066,0.773638,0.5406605,1.276613,1.2749786,1.5827923,1.4667451,1.3213655,0.19132626,0.20077157,0.91394764,0.7353828,0.9639812,0.58084714,0.8464525,0.9781539,0.3915521,1.1992143,0.9003568,0.9275005,1.0708892,0.4521141,1.2930229,1.3248434,0.86138225,1.2751269,1.4412633,0.5273898,1.5978217,1.0108042,1.2951617,0.43191648,1.4548898,0.7426751,1.535028,0.410416,1.3240478,0.40549332,0.8339367,0.7695086,0.0,0.6204351,0.75418127,1.2373781,1.6169174,1.4990094,0.5985917,0.69086397,0.654516,0.9006413,0.767735,0.7038661,1.1482525,1.3261253,1.2551525,1.0599647,0.4165252,1.3450124
sprinkler,0.97202075,0.88593227,0.9935614,0.9814136,1.1158664,1.0376284,0.9638705,1.0147152,1.0798562,1.2322049,1.177441,1.3259608,0.944121,1.0294243,1.3225846,0.81955373,1.17251,1.2021463,1.1328923,0.89861435,0.99435437,1.0901871,0.9364705,0.65391374,0.92609906,0.7018337,0.90204066,1.0801548,1.0593837,0.9838017,0.95892024,0.9148444,0.77916026,1.0103669,1.1074382,0.9548323,0.99083,1.037156,1.1245457,1.1993295,0.9253128,0.84607774,1.1801195,0.92831576,1.0451133,0.8865461,0.94468343,1.0458707,0.79404056,1.18808,0.8758614,0.98287666,1.232898,1.1781299,0.86801827,1.1765875,0.79753566,0.8866135,0.9010365,0.653891,0.81490743,0.88683194,0.86370337,0.7187673,1.087962,0.9039032,1.1432244,1.1095318,0.966847,0.9932595,0.79950106,1.1188275,0.85725564,1.3309985,0.9808461,1.1662604,0.7113108,0.9716819,0.7749287,1.129415,1.0833232,1.0744581,1.0655934,0.858669,1.0679913,0.9894604,0.9239241,1.0684799,0.8540294,0.7713723,0.93659186,1.0071579,1.117538,1.0738922,1.2877285,1.0804518,1.190688,0.7074611,0.69881284,0.83157897,0.9854689,0.94838715,0.87341857,1.0556862,0.7442581,0.951786,1.0745732,0.8456899,1.0637815,0.9337684,0.8322324,1.0977001,1.2272065,0.6854248,1.1018883,1.1796851,0.702016,1.2620622,0.88222086,1.0531819,0.71513504,1.0873239,0.9032431,1.284971,0.86929774,1.1946819,0.99147195,0.855251,1.0537411,0.6204351,0.0,0.96211183,0.9207859,1.2496223,1.2744081,0.94280565,0.8740658,0.7531655,0.78158206,0.91178155,1.0030762,1.0722505,1.1745797,1.1228997,0.79227054,0.83781403,1.1019949
