,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
mouth,1.2730184,0.6633761,0.63298404,1.1107078,1.0395547,0.9028554,0.87984955,1.0528457,1.2455921,1.2799469,1.116616,1.2696896,0.7927829,1.2022341,0.9910972,1.1441727,1.267163,1.1569865,1.0679917,0.9628933,1.1049988,1.212328,0.94917005,1.0259047,1.0508835,0.9555518,0.90535533,1.1358217,0.9002996,1.2195332,1.1875672,0.98631823,0.8798094,1.1939352,0.9864938,1.0210781,1.0481915,1.0004874,1.04859,1.2196994,0.8019688,0.6958052,1.2590398,0.9229097,1.2073704,1.201067,1.0954776,1.1624057,0.9927429,1.040932,0.4129051,0.63889617,1.1011624,0.7120698,0.34526682,1.0951132,0.9398313,1.22788,0.9533038,0.98168415,1.0419942,0.99334204,0.40251267,0.82107604,1.2345896,0.7818809,0.84576446,1.0560727,0.6932131,0.6162498,1.1543627,1.0630562,1.1801004,1.1120703,1.2198294,1.0734679,0.9354156,1.2254677,1.0073234,1.065212,0.99266034,1.1002203,1.1939015,1.0615337,1.2723143,0.0,1.0281606,0.63261527,1.078256,0.4175672,0.47439736,0.74742067,1.1496915,1.1725359,1.1325916,1.0503653,1.1624262,0.71876025,0.6689447,0.8779639,1.083613,1.0683988,1.0787964,1.1299089,1.1998861,1.0345509,0.9536339,0.7486247,1.1326308,1.154217,0.9568064,1.238704,1.2355624,1.1660099,1.1837047,1.1563165,1.0920115,1.0575898,1.0689547,0.9161219,0.8265687,1.2519603,1.1403017,1.205157,0.5619527,1.2675494,0.8289499,0.90908074,0.956403,0.90821195,0.9894604,0.711787,1.2330145,1.1033775,1.2934453,0.93326133,0.38338184,0.43245578,0.7894486,1.1012572,0.99151087,1.2961679,1.2088418,1.2082539,1.192719,0.5879022,1.1878393
muffin,1.2087208,1.0418311,0.67159665,0.6257994,1.3901045,0.68617606,0.7064874,0.6643991,0.67212915,1.4148867,1.0939002,1.421229,0.9808463,1.3444557,1.3666561,0.7921323,1.2378137,1.255309,1.0924284,0.75167054,0.44182265,1.1154212,0.22280192,1.1877631,0.8530038,0.9154249,0.98422074,1.0879452,1.1472211,1.089324,1.2595952,0.5426425,0.74097747,1.1241823,1.2558002,0.8130802,1.1902664,0.81720257,1.1974041,1.4048424,0.9168007,0.894233,1.2402602,0.723405,0.5656255,0.95736325,0.95759714,1.2292209,1.2064755,1.3769038,1.082443,0.76723826,1.2158778,1.1874785,1.0989279,1.0525159,0.8147689,0.85769755,1.0783283,0.717301,0.7922498,0.7084224,1.0124085,1.0699501,1.187368,0.9305556,1.2174709,0.672814,1.1969222,0.89168084,1.2283498,1.1052834,1.1968559,1.3806973,0.80834305,1.4784548,0.7677774,1.3035834,0.8358591,1.3383791,0.7890682,0.6788337,1.0658839,1.101881,0.96783626,1.0281606,0.0,0.9062272,0.84559834,1.0118527,0.8199873,0.64290833,1.211654,0.99048257,1.410084,1.4475759,1.3036644,0.91575897,0.9001449,0.9728152,0.72440773,0.94105095,0.92731434,0.4865443,0.9444079,0.6077242,1.0734029,0.9559195,0.57508194,0.97651637,0.81203,1.2669015,1.1737853,0.78012615,1.0168315,1.2827854,0.9653354,1.3903285,1.0228055,1.3207258,0.92416865,1.2548537,1.1817681,1.4174743,0.91297996,1.2847097,0.69889873,1.1747295,0.6852889,0.76783895,0.9239241,0.8615726,1.1623585,1.4026983,1.2319424,0.6014884,1.0465863,1.0684068,1.3007234,0.96459216,0.7314056,0.966365,1.1798753,1.2351968,1.2390674,0.8721411,1.2528331
nail,1.4921048,0.59825397,0.34620786,1.220618,1.309958,0.49620628,0.5777832,1.0451996,1.2622726,1.3594909,1.0422535,1.3672806,0.39689207,1.388099,1.314868,0.8431959,1.3653814,1.2492051,1.0291128,0.41744548,0.91252196,1.361234,0.76536703,1.1323631,0.94344467,0.8733943,0.69180167,0.91209966,1.0586425,1.2253344,1.2242992,0.79304475,0.55458766,1.294024,1.121999,0.95015407,1.1309932,0.9648118,1.1663202,1.3588945,1.0558473,0.22163212,1.4401507,0.41556543,1.2717938,1.1957335,1.170741,1.2285098,1.234692,1.2370096,0.5689047,0.16996193,1.0328357,1.0532516,0.5578547,1.1255895,0.531223,1.2122858,1.1756941,0.80046195,0.95040196,0.97682387,0.4935727,0.87123424,1.1585473,0.73366785,1.085164,0.9374796,1.1264583,0.3470177,1.2339972,1.0958091,1.2768338,1.2928352,1.1821494,1.3331537,0.85479635,1.3880268,0.7087435,1.3356233,0.9398893,1.1271524,1.2683206,1.3376193,1.1189249,0.63261527,0.9062272,0.0,0.8964415,0.48932564,0.48129344,0.41219735,1.3356552,1.1855783,1.3645592,1.2827327,1.2927548,0.39964855,0.43058902,0.67754036,1.135817,1.0691979,0.96063,1.1151363,1.2720809,0.8631339,1.0978138,0.9672246,1.1195791,1.2946341,0.6772812,1.3619909,1.1900322,1.005198,1.3045013,1.3712652,1.0656987,1.3326068,1.213548,1.2184587,0.722309,1.2314174,1.0474905,1.3205686,0.23114276,1.1864518,0.29609597,0.9789981,0.88053966,0.60404456,1.0684799,0.5221881,1.2791866,1.3477422,1.4370565,0.7196498,0.39602405,0.5388007,1.0516175,0.9966705,0.67563075,1.4132063,1.1041276,1.1606299,1.3263837,0.14422345,1.2060032
napkin,1.2170069,0.7107187,0.83662844,0.9254512,1.3786051,0.881022,0.87064624,0.86985266,0.68602586,1.2472754,1.1411436,1.2397457,0.7502797,1.0477986,1.3454645,0.7937822,0.85735375,1.3490138,1.0127188,0.5338124,0.6542222,1.0327163,0.72327894,0.9940387,0.69019485,0.95870745,0.58741903,0.9848402,1.2092941,1.1962792,0.83293486,0.6777911,0.81713545,1.0615966,1.150126,0.7697645,1.0801165,1.0320779,1.1654819,1.1789589,1.0366361,0.71630025,1.1695485,0.57213336,1.0555305,1.0451499,0.99857074,1.1669066,1.0883279,1.3377236,1.025542,0.7186998,1.2152797,1.4051976,0.9564996,1.2463336,0.64067686,0.86281425,0.9017599,0.6224226,0.9600371,0.9600885,1.009407,0.70777,1.2237318,0.952374,1.3778447,0.9317204,1.2167931,0.78692615,1.2438533,1.1344959,1.3041381,1.4030374,0.8585479,1.329015,0.64887035,1.1545358,0.70100904,1.1916031,0.8535239,0.94843495,1.172872,1.0563627,0.886598,1.078256,0.84559834,0.8964415,0.0,0.87421477,0.93461335,0.77977705,1.1855639,1.1101178,1.3825992,1.2582569,1.0954831,0.7145157,0.7517868,0.93854654,0.6916639,0.9685507,0.32473445,0.8594191,0.85767233,0.5991956,1.1421422,0.8803592,0.92918086,0.80902505,0.6530006,1.1183075,1.1781014,0.71366787,1.226313,1.1698668,0.790737,1.3883661,0.882988,1.0671644,0.6784549,1.3834516,0.8798259,1.441077,0.72838175,1.1710681,0.6668472,0.62639576,0.9115833,0.53527755,0.8540294,0.9621214,1.0733019,1.4136671,1.3529711,0.78365207,0.867706,0.97275114,1.0312479,0.10505569,0.8420724,1.1143271,1.2717998,1.2252424,1.0581838,0.7861849,1.2247117
necklace,1.4658797,0.41303408,0.5394851,1.203456,1.1644286,0.8889424,0.8341345,1.1334025,1.2659374,1.4691043,1.1162627,1.489008,0.4317044,1.225793,1.1892887,0.96546096,1.3536594,1.3967384,1.0955557,0.67116034,1.0845282,1.2862582,0.8884427,0.87541324,0.9682269,0.7560011,0.513134,1.1289517,0.8144387,1.246116,1.0149906,0.83108604,0.76322204,1.2260486,1.1014187,0.9590629,1.11435,0.9006249,1.1863352,1.3552893,0.7473197,0.4393208,1.449965,0.71076304,1.3667433,1.1910717,1.0943891,1.2221373,1.0137168,1.0772835,0.27704895,0.48663187,1.1557186,1.0162454,0.26133978,1.2928874,0.6767206,1.2594768,0.86167634,0.8117623,1.0235538,0.9974498,0.22526205,0.6079046,1.3251636,0.8097422,0.9647595,0.9793916,0.76729095,0.37346494,1.2031562,1.1784685,1.2402678,1.28068,1.1758596,1.1163144,0.8477554,1.3008752,0.8186233,1.1872724,0.9347594,1.222258,1.2775304,1.1432382,1.3582308,0.4175672,1.0118527,0.48932564,0.87421477,0.0,0.4555974,0.62991,1.3244894,1.2343118,1.3303481,1.0318463,1.3122171,0.42460924,0.414765,0.68988585,1.2417053,1.0416863,0.8996205,1.1872295,1.1149324,1.0027044,1.0972654,0.527473,1.215656,1.0377177,0.80317366,1.366741,1.3561366,0.9752709,1.3481666,1.2094427,0.85965365,1.2414645,1.0414046,0.90034986,0.365057,1.4225471,1.1103481,1.438192,0.28593755,1.3688214,0.6257164,0.72980905,0.92591137,0.62070066,0.7713723,0.6405053,1.1705234,1.2795769,1.5112977,0.87387145,0.22006416,0.34906262,0.81440425,0.9844776,1.0218337,1.3174607,1.357518,1.1995358,1.1884726,0.2684257,1.3180838
nose,1.4187915,0.626415,0.5487381,1.1346005,1.2653041,0.57044756,0.53456485,1.0843563,1.222433,1.3919137,1.1089562,1.4405525,0.61695325,1.2524674,1.294366,0.9215547,1.3754089,1.3533095,1.146057,0.6914361,0.9579437,1.2716681,0.84067625,0.9812148,0.9857941,0.8911605,0.6436672,1.1338593,0.94095767,1.1331028,1.0810751,0.84520376,0.55860305,1.1606023,1.1415352,0.6242193,1.0367076,0.72431266,1.1108375,1.3744434,0.86100036,0.5654601,1.3726583,0.6745256,1.2106844,1.0857184,1.1058092,1.1144017,1.0919199,1.2558515,0.5125079,0.44429952,1.1458577,1.0298419,0.4774593,1.1629084,0.66818917,1.0637573,1.0361478,0.8938176,1.001842,0.8635982,0.5175935,0.84423524,1.2099869,0.79546154,1.0110161,1.0177448,0.94299585,0.48600638,1.2191449,1.0956378,1.2280943,1.4044086,1.1100372,1.3538692,0.88962996,1.3568337,0.63796145,1.2054274,0.809399,1.1043141,1.2346947,1.1035626,1.258081,0.47439736,0.8199873,0.48129344,0.93461335,0.4555974,0.0,0.58824605,1.2955337,1.1396286,1.408276,1.2526848,1.2808414,0.5948293,0.62766683,0.7244041,1.1236855,0.9908451,0.95987856,1.1161147,1.1138958,0.88962865,1.0098791,0.8489013,1.1178612,1.17312,0.7567693,1.3223629,1.3055713,0.9217788,1.2064092,1.3861842,1.0254229,1.3497756,1.116915,1.0616347,0.69448185,1.3049705,1.0152723,1.4322324,0.47138572,1.2920582,0.58681655,0.823932,0.93470776,0.773638,0.93659186,0.6355922,1.3178306,1.3912268,1.4526222,0.80294406,0.41574013,0.59074885,1.0754844,0.99923193,0.9083896,1.3100001,1.1869072,1.3045955,1.2004421,0.4437976,1.1552799
orange,1.5302625,0.5648175,0.1406284,0.8562212,1.4048774,0.33098894,0.32451952,0.66595405,1.0332323,1.4672972,1.155971,1.5087526,0.59468645,1.4168401,1.4034806,0.88306826,1.4589916,1.352263,1.0826073,0.46232563,0.57947993,1.3419458,0.41275322,1.1632102,0.75588626,0.8732643,0.7136721,1.0222411,1.0718439,1.3007526,1.1494699,0.57934666,0.585518,1.3249699,1.2594719,0.8979751,1.2782393,0.9009081,1.2347915,1.4645555,1.0271287,0.45495778,1.5402098,0.43557012,1.1132425,1.2109364,1.0911567,1.3424337,1.2643462,1.3132296,0.75320303,0.18483841,1.2116286,1.1677837,0.66459554,1.1627709,0.60995877,1.1404923,1.1941683,0.709389,0.8932696,0.7817818,0.7060888,0.8943755,1.2906871,0.82845646,1.2158916,0.81800234,1.1799713,0.49432707,1.3061857,1.1787943,1.3057388,1.4305143,1.0431137,1.4399211,0.74117994,1.4172469,0.6117335,1.3768985,0.9279252,0.75970006,1.2117234,1.2792208,1.1270052,0.74742067,0.64290833,0.41219735,0.77977705,0.62991,0.58824605,0.0,1.3918198,1.1830969,1.5171131,1.3744957,1.3854998,0.56717074,0.5311101,0.8944803,0.8779852,1.0275607,0.90228194,0.890746,1.2356282,0.64116204,1.151511,0.75267106,0.6935266,1.1136642,0.6736163,1.4286554,1.3563539,0.9448029,1.1648296,1.4398751,0.9747865,1.4584991,1.164416,1.2770989,0.6930858,1.3940415,1.1017331,1.4508264,0.40905845,1.3432301,0.28878498,0.949286,0.6852016,0.5406605,1.0071579,0.563139,1.3535589,1.4517231,1.4236308,0.47011435,0.5220581,0.76827663,1.1841208,0.9833542,0.5939507,1.2056936,1.2717052,1.2571878,1.3359547,0.42117572,1.358511
oven,0.8448427,1.3674008,1.4067395,1.0713376,0.6478771,1.4054189,1.4048389,1.1912984,0.95109725,0.43106335,0.9272464,0.6576249,1.2123632,0.55294997,0.88708866,1.23016,0.8493922,0.8387092,1.1048505,1.2518001,1.1011561,0.69373417,1.2700372,0.9335607,0.98749053,1.2872229,1.0798718,0.95066965,1.0241835,0.8752545,0.7116821,1.303331,1.29169,0.691379,0.80141044,0.9849111,0.8750285,1.1630049,0.8442557,0.69774485,1.1354069,1.3885419,0.617476,1.2191479,0.92171055,1.0046136,1.2379428,0.57192695,0.5176306,0.7754581,1.1885232,1.4215282,0.8850159,0.9467757,1.3036153,1.0009223,1.3739798,1.0702909,1.0498416,1.156194,1.3600094,1.054585,1.2489562,1.2322419,0.8745577,1.3531915,0.9574172,1.1187088,1.0006447,1.4299835,0.7307341,1.0863334,0.8078426,0.7582127,1.0104305,0.6872538,1.0838159,0.5918604,1.1525339,0.6756265,1.1565094,1.114231,0.81807363,0.95900494,0.9496755,1.1496915,1.211654,1.3356552,1.1855639,1.3244894,1.2955337,1.3918198,0.0,0.98033667,0.7504168,0.67016137,0.77816486,1.3205276,1.3530724,1.1380982,0.9942818,1.1711681,1.2531103,1.0521142,1.024991,1.0992523,1.0893652,1.1532595,1.1259388,1.0410283,1.1085832,0.19016206,0.7799057,1.2641505,0.6627579,0.8117933,1.106945,0.7232043,1.0798627,0.8070112,1.231415,0.5584091,0.6100956,0.7195662,1.4244368,0.82581615,1.4080415,1.1924379,1.1180471,1.276613,1.117538,1.3363435,0.89064234,0.6892215,0.60429084,1.1547269,1.3794717,1.2194629,0.98494416,1.099519,1.3806125,0.71173286,0.8305037,0.80944115,0.6861023,1.3780913,0.7300771
owl,0.61939883,1.192769,1.2366078,0.8887296,0.93123865,1.0829786,1.1252127,1.0847474,0.7220348,0.8094935,0.49574244,0.6304927,1.2115934,1.0051821,0.88501686,0.88412416,0.5007807,0.83197415,1.1750343,1.3066571,1.1236715,1.0612777,1.137373,1.0689142,1.2319131,1.0936599,1.2985108,1.0039533,0.9819947,0.6438656,1.156759,1.0929314,1.1215467,1.0542896,0.9487527,1.1377807,0.8498969,0.9586471,1.042236,0.84685004,0.777279,1.2961073,0.85852456,1.3100108,0.9721077,0.7393869,0.99434453,1.0579032,1.1032906,0.9009697,1.1222539,1.1628885,0.48739153,0.998964,1.2443208,0.9231267,1.0629723,0.90475726,0.8761681,1.2157569,0.84986115,1.1566813,1.196841,0.99281245,0.84228706,1.1531779,0.96851444,1.0912787,1.0935322,1.135873,1.0435565,0.80490553,0.8647726,0.8470399,1.1187235,0.8850888,1.3081176,0.99538106,1.1016916,0.8482213,1.0153893,1.0672977,1.0256867,0.71659565,1.0179458,1.1725359,0.99048257,1.1855783,1.1101178,1.2343118,1.1396286,1.1830969,0.98033667,0.0,0.8316504,0.9574107,1.0214194,1.3101041,1.3162184,0.9196577,1.1720651,0.9740834,0.9864809,1.0311761,0.9493077,1.2170163,0.980992,1.1797633,1.0686085,1.0708424,1.206424,1.0086745,0.58465654,0.9674097,1.0191605,0.75043124,1.1885865,0.86881185,0.9281604,1.0642563,1.3112257,0.91585845,1.0764209,0.8157379,1.28382,0.553182,1.2796654,1.0212661,0.9973542,1.2749786,1.0738922,1.2008641,0.95087504,0.85465395,0.8738346,1.1483634,1.275434,1.1323425,1.04109,1.0145159,1.1750983,1.0592772,0.85074675,0.8515269,1.1950965,1.2558751,0.9547582
pajamas,0.61548895,1.3596914,1.4630146,1.07907,0.4212451,1.4365442,1.44274,1.2075137,1.1297847,0.59953344,0.8485253,0.4035309,1.4532591,0.7846018,0.21472037,1.2661378,0.56791186,0.65273565,1.0546675,1.5477384,1.4775999,0.9034845,1.5043771,1.1205853,1.3284237,1.3310114,1.4529536,1.0040725,0.8290304,0.85559624,1.0475816,1.4228961,1.4179254,0.85263366,0.4351834,1.3629963,0.903149,1.0600986,0.79594886,0.5071392,1.0131254,1.5445986,0.65468454,1.566922,0.9731652,0.9930294,0.8323692,0.75189704,1.0125455,0.3967768,1.1762536,1.4996073,0.6724028,0.6256248,1.2061527,0.73470354,1.5246688,1.1156541,0.8847722,1.4973775,1.1935345,1.2291119,1.2171735,1.0764333,0.7461662,1.2637157,0.6196983,1.2020676,0.73957944,1.3889145,0.8677492,0.8768234,0.78646195,0.16279012,1.1417172,0.28812134,1.462083,0.6834171,1.4975573,0.5553357,1.2482569,1.1444864,0.88190264,0.7138244,0.92870486,1.1325916,1.410084,1.3645592,1.3825992,1.3303481,1.408276,1.5171131,0.7504168,0.8316504,0.0,0.41845024,0.72702277,1.5441142,1.5104804,1.1978303,1.2157549,1.1559335,1.3284032,1.1840705,1.1103566,1.4880214,0.92848945,1.0893,1.2113461,0.99925673,1.4791602,0.72470343,0.6982783,1.1984358,0.8619548,0.4625051,1.3010249,0.12305081,0.9406076,0.61920327,1.3945075,0.60876703,1.1436255,0.39749026,1.4906027,0.5905249,1.5641983,1.105319,1.212745,1.5827923,1.2877285,1.3345286,0.71052563,0.15230167,0.53998184,1.4590147,1.3162189,1.2868739,0.8650032,1.1981975,1.3214796,0.90715986,0.73721266,0.7225476,0.92823476,1.4947879,0.73228437
pants,0.6983088,1.2027261,1.3400934,1.1660198,0.50310713,1.4340069,1.4223014,1.2853395,1.2737077,0.69844645,0.9108904,0.5884199,1.2130606,0.6725021,0.5139222,1.2042375,0.6957934,0.8803016,1.2301869,1.4058095,1.5473651,0.9980286,1.5000219,0.94538784,1.3065851,1.2496992,1.1581782,1.034555,0.79623723,0.7716207,0.8246992,1.3750904,1.3902256,0.8654446,0.5569442,1.3196818,0.90455556,1.037953,0.7783127,0.5425329,0.9143599,1.3985096,0.8639701,1.4574054,1.2074401,0.9145022,1.084007,0.6930198,0.8913227,0.24516141,0.9177795,1.3349407,0.77181137,0.78831124,0.98188126,0.97362673,1.4109465,1.2010949,0.72644186,1.5036769,1.2989094,1.2578747,1.0919541,0.8414507,0.8891243,1.306931,0.663375,1.2327857,0.7759003,1.2377626,0.9290784,1.0217332,0.8621696,0.31809342,1.1473703,0.09876728,1.4252357,0.6777058,1.4185677,0.49303675,1.250782,1.2274358,0.98775333,0.6497777,1.0640067,1.0503653,1.4475759,1.2827327,1.2582569,1.0318463,1.2526848,1.3744957,0.67016137,0.9574107,0.41845024,0.0,0.9181882,1.3927662,1.3840508,0.9040834,1.329622,1.176538,1.2651759,1.3181058,1.0721914,1.4999204,1.0612881,0.87003815,1.3033514,0.9296154,1.388898,0.706407,0.919647,1.1094197,0.92621595,0.51746875,1.2084183,0.31189716,0.8996777,0.26078355,1.1193802,0.72164685,1.01533,0.6763842,1.2440236,0.728479,1.4656525,0.85239255,1.2075195,1.4667451,1.0804518,1.213617,0.6841203,0.24301714,0.7597594,1.4153812,1.0420882,1.1342531,0.863496,1.1121796,1.5237205,0.99467367,0.9763114,0.7509277,0.8846896,1.3020508,0.9127692
paper,0.76204,1.3178892,1.448054,1.078264,0.7065133,1.2711856,1.31613,1.1475493,0.8814686,0.570561,1.091084,0.6315238,1.3285477,0.6730766,0.68029225,1.2922833,0.8040559,0.6781874,0.41203845,1.3638344,1.1998272,0.3978361,1.3452685,0.98924553,1.0713015,1.0957652,1.1791984,1.0789359,0.90279394,1.0269283,0.93929636,1.2610899,1.2420031,0.81811845,0.90342474,1.0407717,0.68256676,0.9840154,0.71554494,0.7564312,0.9842149,1.3031552,0.53133404,1.298259,0.8600634,1.1039019,1.0447989,0.8442979,0.648519,0.9009281,1.2274098,1.3621192,1.0154006,0.92034996,1.2102222,0.88248307,1.2921813,0.9117508,1.0332983,1.240663,1.1558914,1.1519166,1.27266,1.2156942,0.89602095,0.9037223,0.9721445,1.0317956,0.85687876,1.4018471,0.8607733,1.0166111,0.7940577,0.8034553,0.90929204,0.8161254,1.0995722,0.7845072,1.1943972,0.8074216,1.1102877,1.0652636,0.6189057,0.9406967,1.0449607,1.1624262,1.3036644,1.2927548,1.0954831,1.3122171,1.2808414,1.3854998,0.77816486,1.0214194,0.72702277,0.9181882,0.0,1.2474507,1.2573364,1.2581187,0.9341536,1.0328996,1.1126018,1.0348189,1.0291569,1.0484902,0.9598417,1.219878,1.1161551,0.9768273,1.2118726,0.7796598,0.72851187,1.3411676,0.75245345,0.7881204,1.1374438,0.781981,1.0134437,0.9587783,1.3735039,0.7718297,0.85890627,0.6765732,1.3887203,0.81629735,1.3320031,1.1040252,1.0866902,1.3213655,1.190688,1.2086351,0.98037654,0.7964103,0.52218366,1.234827,1.2949905,1.0540192,0.764461,1.0109487,1.1843647,0.7901671,0.8615389,0.93579555,0.8659004,1.3970606,0.85024846
pen,1.585131,0.5164139,0.529216,1.2737846,1.3888808,0.64919156,0.65832204,0.9879377,1.2014741,1.3963504,1.0917971,1.5567181,0.2138604,1.2285328,1.5508664,0.8031971,1.4361558,1.2980086,0.89051294,0.37396944,0.7866193,1.2708654,0.7011966,0.7357523,0.8263853,0.6111802,0.37256908,0.90272945,1.1518779,1.3136196,0.9377269,0.6152976,0.52035064,1.2820942,1.3035619,0.8125955,0.9904797,1.0535903,1.2285781,1.4858894,1.0464859,0.070392966,1.4378661,0.4180007,1.299989,1.2497306,1.2027434,1.2965379,0.9786663,1.4590199,0.68822956,0.46259618,1.2019827,1.2972836,0.5811005,1.2253991,0.3408618,1.1075288,1.1154237,0.35762906,0.94237673,0.9134729,0.58903253,0.84610444,1.2791098,0.70819926,1.2939357,0.96782756,1.1211069,0.45799392,1.0748155,1.1807364,1.1020889,1.5183251,1.1839277,1.4506643,0.34903383,1.3415469,0.51277035,1.435787,0.8923117,1.1182612,1.2547452,1.4324379,1.1979482,0.71876025,0.91575897,0.39964855,0.7145157,0.42460924,0.5948293,0.56717074,1.3205276,1.3101041,1.5441142,1.3927662,1.2474507,0.0,0.026438117,0.83473235,0.9437502,0.9449293,0.670192,1.0426056,1.0402062,0.6475805,1.1305025,0.950825,1.1030631,1.1976665,0.5379893,1.345114,1.3172355,0.96645045,1.3869818,1.4166778,0.6318542,1.5490743,1.134267,1.2457533,0.43401152,1.4301853,0.8373517,1.4543085,0.25868666,1.3303006,0.41692102,0.85995436,0.89972246,0.19132626,0.7074611,0.5915833,1.2730997,1.5607003,1.554638,0.7070481,0.50820225,0.39899075,0.77539337,0.8684925,0.7162935,1.314388,1.2495222,1.2188139,1.0476773,0.25976336,1.2794771
pencil,1.5894794,0.5163882,0.50087273,1.2255975,1.3553832,0.63232315,0.6437505,0.9458605,1.1920815,1.4157262,1.1158308,1.560694,0.2913037,1.2597816,1.5020871,0.8385005,1.4482868,1.287732,0.8873647,0.41757107,0.770905,1.2873259,0.6595925,0.76301885,0.837052,0.60762274,0.44593334,0.94316494,1.1083733,1.3502803,0.9964004,0.6115285,0.5417199,1.3057368,1.2974881,0.8588079,1.0306488,1.0630989,1.2420173,1.4883921,1.0395783,0.09405029,1.4500904,0.4541874,1.2818527,1.280561,1.1427112,1.3226931,0.9932303,1.4335239,0.6730323,0.45902127,1.2344022,1.2690613,0.5440399,1.233482,0.40697265,1.1136565,1.1086603,0.35363603,0.93505824,0.88951063,0.57989264,0.838061,1.3162899,0.69437194,1.2900951,0.9709186,1.0445004,0.4744836,1.073624,1.1867875,1.0882161,1.4932121,1.1905102,1.4274267,0.33545756,1.3471568,0.53819174,1.4220119,0.92074835,1.087671,1.2397242,1.3966575,1.2125132,0.6689447,0.9001449,0.43058902,0.7517868,0.414765,0.62766683,0.5311101,1.3530724,1.3162184,1.5104804,1.3840508,1.2573364,0.026438117,0.0,0.86813676,0.9071064,0.9647529,0.7278068,1.0151163,1.0676392,0.6539688,1.137328,0.90871644,1.0598292,1.18893,0.58695877,1.3911701,1.3235573,0.9946723,1.3587328,1.3759034,0.64765215,1.5227883,1.1272352,1.2462648,0.42595124,1.4534006,0.912559,1.4348569,0.27170062,1.3627574,0.43089104,0.8768921,0.8876596,0.20077157,0.69881284,0.5811358,1.2770351,1.528857,1.5330844,0.67131877,0.4886191,0.379816,0.7115272,0.9140392,0.68650895,1.2843192,1.2851293,1.233245,1.0671662,0.29169375,1.3203206
penguin,0.977751,0.92113787,0.8327436,1.1698564,1.100016,0.9831914,0.95937383,1.105833,1.2799075,1.2059422,0.69119334,1.2038721,0.8250625,1.1237174,1.2172995,0.57086354,1.0933973,1.2419119,1.2511606,0.79131275,1.1996013,1.2500577,0.9845548,1.0268551,1.1114558,0.95637536,0.87548894,1.0036035,0.8846641,0.5922369,1.1184964,0.99492484,0.90522337,1.1446912,1.0486346,0.94732434,0.9231052,0.88841504,1.0865234,1.165599,0.8518095,0.7946708,1.198101,0.8765931,1.3005557,0.5784234,1.1274704,1.0547878,1.1379665,0.98887604,0.6116897,0.7169031,0.9014569,1.0048805,0.8045784,1.1381396,0.8558627,1.0995685,0.9933284,1.029021,0.9588789,1.0073401,0.68999887,0.74125266,1.0786675,0.9983511,0.8199772,1.0523624,1.0380276,0.6456834,1.1494466,0.91728806,1.0889744,1.1319175,1.1269734,1.017937,1.0532765,1.1177889,0.9419583,1.012073,0.9367677,1.1795695,1.2531602,0.9362219,1.0715294,0.8779639,0.9728152,0.67754036,0.93854654,0.68988585,0.7244041,0.8944803,1.1380982,0.9196577,1.1978303,0.9040834,1.2581187,0.83473235,0.86813676,0.0,1.2043372,1.0019591,1.0507689,1.2112,1.0026081,1.1376808,0.99954844,0.93724054,1.1932516,1.1558682,0.8523191,1.1603585,1.080792,0.68997264,1.237113,1.1293018,1.0703201,1.123816,1.1002588,1.0133158,0.83035254,1.053585,1.0631822,1.2351921,0.7084925,1.0242972,0.84938127,0.9295729,1.0726663,0.91394764,0.83157897,0.8692581,1.0130064,1.1260855,1.3294041,1.0284799,0.71254283,0.84155047,0.99225736,0.9986851,1.0943276,1.3069195,1.1498084,1.0437894,1.1630312,0.6159134,1.1637739
