,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
blanket,0.5052184,1.2387161,1.4217615,0.8416356,1.0885613,1.3220766,1.3864175,0.7618072,0.60040295,0.81364703,0.28595352,1.23038,0.5459918,0.6994995,1.0055196,0.0,0.74262613,1.0778244,1.4100715,1.2917938,0.9688716,1.3465936,0.96030235,1.1418192,1.2151197,1.2406802,0.83559525,1.1495746,0.7596972,0.83334625,1.2888124,0.82192206,0.83748984,0.7869851,1.2631273,0.7271365,0.48790467,0.68624926,1.3637584,0.53830636,1.3836807,1.045529,0.7682516,0.93172574,0.9499497,1.0230795,0.6565087,1.1640619,1.2555895,1.50249,0.6936867,1.261288,1.0001737,1.3807702,1.1483316,1.1820996,1.3522587,1.3659811,0.98882437,0.94953203,1.2979852,0.8157825,0.749982,1.2093296,1.0262815,1.3050203,1.0948759,1.3433571,0.9152731,1.197048,0.77516377,0.57871747,1.0954522,0.6207433,1.3330742,0.8319067,1.324534,1.136592,1.1574783,0.9319236,0.59753954,0.6551537,1.3243752,0.9366965,1.3697512,1.0424366,1.3876393,1.2079306,1.463717,0.8319917,0.68437904,0.549269,0.77876747,0.8063581,1.32618,1.3138461,1.1874298,1.4316326,0.9391472,0.6860074,1.1275483,1.2716379,1.2107205,1.0354943,1.0130477,1.2191721,1.2625353,0.8501194,1.0043268,0.9586482,1.2943497,0.8023768,1.0272483,0.75353783,0.8178185,0.93261915,1.4282479,0.82808423,0.9428676,0.5716008,1.4329882,0.51126003,1.4537053,0.93015647,1.3979917,1.2570388,1.3783475,0.5979165,0.6564185,0.9964477,0.6772984,1.2073318,1.4284016,1.3654157,0.9855697,0.6283907,1.0018826,1.0189245,0.84819555,1.0254933,1.3429012,0.82058346,0.5765516
boat,0.8016511,1.15394,1.3126026,0.9239795,1.1590995,1.1572464,1.2967429,0.8473127,0.6192483,0.7421477,0.66915643,1.1486378,0.45513183,0.93763727,0.92171955,0.74262613,0.0,0.8434554,1.3322213,1.1195537,0.70759934,1.3829471,1.0628874,1.0016257,1.164853,1.1258931,0.572392,1.1439377,0.8878908,0.76708704,1.2634392,0.7562612,0.62842387,0.97414213,1.2006795,0.9474091,0.6765511,0.8801608,1.2595251,0.62107134,1.3241024,0.85520816,0.8789114,0.9612896,0.79268265,0.70882595,0.896464,1.0934259,1.2310958,1.3948536,0.82728034,1.2808471,0.9399476,1.3321028,0.9861858,1.296149,1.3581474,1.3143914,1.0068107,0.9489175,1.2369994,1.1058002,0.49194455,1.0474302,1.0322657,1.1751759,1.0465559,1.3017721,0.9444768,1.2025601,0.66794634,1.0007702,1.0022007,0.87796056,1.215756,0.7283324,1.2008584,1.1959015,1.1142564,0.9356861,0.8513768,0.8335592,1.243133,1.140301,1.3775707,1.1179594,1.3741181,1.1659125,1.3231065,0.7673125,1.0123842,0.87237024,0.99083525,0.7533921,1.185163,1.1699343,1.2626125,1.2640599,0.9582088,0.98558277,1.0862976,1.3641369,1.0709275,1.0013653,1.0636659,1.1224692,1.2874987,0.8028783,0.90734655,1.0329906,1.2223842,0.91906685,0.94512266,0.9177595,1.082821,1.09306,1.3608539,0.78244823,0.76674974,0.598003,1.3651217,0.8930739,1.4061081,1.0371077,1.2962643,1.1602207,1.2936887,0.82543105,0.917711,0.7437185,0.62711823,1.060256,1.3884236,1.33756,0.97172546,0.9047744,0.8443988,0.74572986,0.6918715,0.8805204,1.3527339,0.5799773,0.77565336
book,1.1912892,1.1194426,0.8662164,1.2928636,0.869092,0.8290465,0.85954946,0.731653,1.12019,1.250505,1.1849986,0.825771,1.010141,1.2089088,0.97694093,1.0778244,0.8434554,0.0,0.7191863,0.7071357,0.41046792,1.0369112,0.8763891,0.6749682,0.7853229,0.8095342,0.9122242,0.96013045,1.166418,0.94452685,0.864139,1.079745,0.7922523,0.9976948,1.0568013,1.2619729,1.1510956,1.1444985,0.69217277,1.0288744,0.75820976,0.56001216,1.1259726,0.7299001,1.1981982,0.84359765,1.2512064,0.9125073,1.1038973,1.1381387,1.2897474,1.0890906,1.1669877,1.1322826,0.8595691,0.8423301,1.2141298,0.80375874,0.71071744,1.1504965,1.1561226,0.9830885,1.1047997,0.39677846,1.236613,0.9361114,1.1443036,1.0792706,0.98777354,0.8898132,0.943959,1.2596148,0.9909147,1.2947698,0.81904215,1.1185458,0.84976006,1.184479,0.8921971,0.8353237,1.1445491,1.1807564,1.1633694,1.154358,0.9721948,0.76753473,1.0542496,1.2114152,1.0128914,1.0729365,1.0809876,1.2178452,1.346841,0.54755884,0.6641762,0.6382116,1.149717,0.84984195,0.75956464,0.75963175,0.886317,0.97538024,0.7526089,0.9392803,0.8494849,0.7536618,0.9800259,1.1694741,1.0590112,1.0347149,1.1966126,1.0580448,0.7394439,1.321043,0.9887903,1.264174,0.95082235,1.0556103,0.96029156,1.1739517,0.9046462,1.1710018,0.8491998,1.1056007,0.8215284,0.94216913,0.8164486,1.0587738,1.3026338,1.0501316,0.9787855,0.6450806,1.1037191,0.99500066,0.8147172,0.808839,0.4666853,0.6450943,1.090223,1.0064124,0.85810125,1.1705127,1.1367452
bottle,1.5127535,1.0196786,0.27053946,1.4981046,0.5932835,0.4023164,0.53410137,0.95977646,1.4686995,1.4027852,1.5860904,0.45610696,1.3831409,1.5010285,0.8924943,1.4100715,1.3322213,0.7191863,0.0,0.41086555,1.0558022,0.71265346,0.8008066,0.42256892,0.7510075,0.30588043,0.9407024,0.85781693,1.2535963,1.021218,0.5447762,1.2765629,1.1262743,1.2372718,1.0091736,1.4542412,1.4607731,1.466648,0.2630068,1.4448826,0.14769036,0.9416267,1.2301778,0.8920116,1.2395637,1.1612761,1.4516963,0.51058245,0.9427451,0.7093464,1.3932155,0.93150383,1.3683062,0.9468286,0.547228,0.5299128,1.0476166,0.39402616,1.0415295,1.1861504,0.9864859,0.99441904,1.308935,0.7030344,1.3624381,0.7780063,1.3541338,0.67337847,1.2392201,0.6649549,1.372502,1.4057051,0.90589875,1.5359929,0.55883837,1.3453438,0.35226995,0.95530105,0.7665877,1.0241996,1.3669748,1.3073597,1.051327,1.1259081,0.4210708,0.5943669,0.5734246,1.0437244,0.60632014,1.3001667,1.2027786,1.5269457,1.4526213,1.3920287,0.3880955,0.3907832,0.81422,0.38680917,1.125017,0.642332,1.0180717,0.5417756,0.7226392,0.9366056,0.8887312,0.5777847,0.70776486,1.266502,0.9492844,0.98383087,0.9856258,1.3640707,0.9978234,1.517457,1.044103,1.2828686,0.31978512,1.2496288,0.96661,1.4952928,0.34587598,1.3772163,0.26010358,1.1648993,0.27434862,0.6984987,0.29294658,1.3293679,1.5251315,1.1373968,1.4977603,0.5587929,0.76666886,0.6075289,1.0522393,0.91589344,0.8014469,1.0139849,1.1974325,0.9494666,0.35686302,1.2896917,1.371519
bowl,1.4214499,1.0446899,0.5433525,1.5358225,0.5111166,0.4010551,0.5832102,0.7363392,1.2486119,1.3747168,1.4929986,0.64252293,1.2605071,1.5036216,0.917443,1.2917938,1.1195537,0.7071357,0.41086555,0.0,0.8175343,0.7107952,0.8317008,0.32916105,0.75194955,0.425161,0.97777516,1.0575196,1.1886911,0.9192593,0.49216056,1.247451,0.8444147,1.2427324,0.7886956,1.4213958,1.4225581,1.3947837,0.5470205,1.2922678,0.23222917,0.5873023,1.1614653,0.8469166,1.3511803,0.8652842,1.4496231,0.6137415,1.0310282,0.7929251,1.368597,0.91118294,1.3124559,1.0762154,0.67149913,0.7229431,1.1514856,0.5823894,0.8014157,1.0781537,1.045642,1.0372514,1.2933413,0.6549375,1.3738539,0.90492755,1.3251972,0.8564192,1.1316197,0.76724964,1.0931798,1.4379337,0.6910142,1.5395504,0.74894625,1.4115859,0.45682317,1.149598,0.61845696,0.9688046,1.2292151,1.2088748,1.0995656,1.140402,0.71142167,0.5810558,0.85221803,1.0925559,0.6880856,1.1295677,1.1983514,1.5310088,1.4789279,1.2665718,0.5782353,0.58261645,0.9720459,0.46328574,0.9941776,0.63451123,0.8228498,0.8415583,0.48740566,0.95850277,0.8920223,0.56823754,0.7318624,1.2649925,0.89968914,0.9546732,1.1181744,1.3176441,0.8516756,1.5331649,0.9663763,1.3490689,0.7169567,1.2600374,0.6778647,1.4142364,0.6355723,1.3115531,0.4366815,1.1093811,0.5518873,0.6645218,0.58370626,1.2830329,1.4971464,1.1822009,1.2852031,0.20713377,0.95449674,0.7987114,1.1781201,0.8148861,0.5496185,0.65700406,1.2371949,1.104246,0.61640024,1.3587754,1.3480937
box,0.9706926,1.1785997,1.2333857,1.0939112,1.131217,1.1589499,1.1717781,0.43889117,0.78189784,1.1670861,0.887125,1.1659043,0.6168871,1.0584747,1.1198246,0.9688716,0.70759934,0.41046792,1.0558022,0.8175343,0.0,1.1618754,0.9234268,0.6333102,1.0567938,0.792933,0.9547637,0.98415357,1.0720458,0.74703443,1.0923514,0.74004287,0.7141256,0.8852645,0.9341054,1.0229267,0.8169372,0.8387771,1.1646551,0.6823423,0.97632295,0.5607523,1.0528162,0.8019322,0.86033106,0.5462761,1.0497974,1.0726562,1.269357,1.3339281,1.0793453,1.2292643,1.0580387,1.3057927,1.2335885,1.1000451,1.2992728,1.1835796,0.8313328,0.96005726,1.2180574,1.0643182,0.9916243,0.6811619,1.132411,1.1018225,1.1098433,1.3115683,0.94619393,1.1715773,0.5977881,1.1280248,0.72720814,1.0585995,1.0697556,0.7624074,1.1110196,1.1304631,1.0835707,0.66384435,0.9854472,0.9847373,1.2687054,1.0760701,1.3463438,0.8353727,1.305473,1.2963631,1.1994565,0.6972997,0.96591413,1.0396783,1.1023165,0.51170516,1.1080348,1.062444,1.323117,1.1384696,0.8013982,0.868561,0.86052597,1.2041565,0.9067499,0.9965767,0.69062114,0.81647545,1.2292595,0.77148664,1.0757045,1.0775645,1.2661725,1.0131463,0.8314749,1.1122938,0.9022545,1.0895307,1.2425256,0.7904775,0.8300109,0.92273825,1.3218029,0.9735717,1.1810709,0.94449204,1.1902273,1.0347341,1.1700599,0.81997734,1.08855,1.051441,0.63008195,0.83168674,1.3488479,1.2612165,0.8641527,0.7519673,0.52947557,0.4145121,1.0671642,0.7841567,1.2416424,1.018382,1.059297
bread,1.215596,0.95109713,0.57849544,1.2939978,0.74402976,0.6593828,0.5394339,1.1340446,1.3371524,1.2104318,1.4252887,0.79917026,1.487,1.2864656,1.0409135,1.3465936,1.3829471,1.0369112,0.71265346,0.7107952,1.1618754,0.0,1.1224316,0.97802156,0.8225592,0.85791814,1.2260671,0.7636022,1.1969521,1.3121178,0.68574524,1.3340957,1.208458,1.1008191,0.48063904,1.0330098,1.3985729,0.92046565,0.6766398,1.4525764,0.65114033,0.94811416,1.1985335,1.0375686,1.292721,1.0947902,1.3616556,0.94551176,0.8762662,0.48853493,1.2025316,0.7208128,1.1292534,0.7794159,0.75376725,0.7534015,0.78566515,0.6358828,0.8208666,1.1923807,0.86251247,1.0510925,1.2801964,0.7781389,1.1755772,0.74834657,1.076855,0.80537,1.2124313,0.86931336,1.2885585,1.3108444,0.99004436,1.3846599,0.7232728,1.3391719,0.83920586,0.9787465,0.76531726,1.1085647,1.2117865,1.3095429,0.72502935,0.7381319,0.58365774,0.7287091,0.69002926,0.73665345,0.5297932,1.2563477,0.88130784,1.3779979,1.2904689,1.1987052,0.73407924,0.7785083,0.7766779,0.5370741,1.0852609,0.97134215,0.5571785,0.73382914,0.54203856,0.91327333,1.1507696,0.75699764,0.65596646,1.3139703,0.8582909,0.97603446,0.6961714,1.2210566,1.1899842,1.3483713,1.1593779,1.2400256,0.72868776,1.3255463,1.05846,1.433819,0.58126616,1.1158735,0.44940674,1.141102,0.69301915,0.9951627,0.7221199,1.3943688,1.3609653,1.250946,1.3507748,0.7630944,0.6901567,0.65865093,1.1966763,0.9208118,1.0166582,1.0359948,1.2280781,1.3204724,0.68901753,1.3408612,1.3269247
broom,1.0403126,1.1029881,1.0242667,1.1698709,0.8801619,0.9522184,0.9129964,0.8150481,0.96498036,1.1598848,1.0616742,1.0333045,0.9118742,1.2583911,0.8497118,0.96030235,1.0628874,0.8763891,0.8008066,0.8317008,0.9234268,1.1224316,0.0,0.8060371,0.788226,0.8459245,1.133381,1.0884501,1.0539181,0.8222585,0.79990304,0.8990966,1.0334543,0.96360123,1.0713665,1.0881792,1.0405952,1.1033217,0.7714848,0.92289674,0.8363708,0.87478554,1.0310674,0.87903166,0.9264231,0.8350156,1.1843352,0.95544255,1.0620859,1.1670767,1.1430888,1.0926547,1.2620016,1.1563509,1.0428413,0.72260225,1.159785,0.6796839,0.95545465,1.1082219,1.1738669,1.1217555,1.0712984,0.9554718,1.2316438,1.1397694,1.2273093,1.16928,0.77720773,0.8883251,0.74878293,1.2177732,0.986376,1.2095374,0.7886597,0.9015083,0.6521288,0.98470014,0.97166955,0.92252636,1.0836395,1.1276143,1.1949737,1.0193686,1.0653708,0.78239053,1.0236313,1.1738536,1.2092012,1.0502819,1.178077,1.2147008,1.1809351,1.0483212,0.7153176,0.6979053,1.0413544,0.9727576,1.0334853,0.8295025,1.0928261,0.7697576,1.0108988,1.1247629,0.88030535,0.9282026,1.0019755,0.98711765,1.1096907,0.9878352,1.2301241,1.0505793,0.4869616,1.2710745,0.95216274,1.2174438,0.9271095,0.963355,0.9337652,1.0405715,1.0142812,1.0639483,0.8818823,0.8799213,0.7188401,0.60875493,0.8962976,1.0239873,1.244403,1.0370905,1.0127168,0.8586898,1.1278625,0.98869467,0.62998515,0.8394569,0.73649365,0.89644754,1.1222951,0.5874805,0.99777275,1.0868081,1.055226
bucket,1.289024,1.1465635,0.8237587,1.3703862,0.6402693,0.5854732,0.8201449,0.59690636,1.0986798,1.3375909,1.3028626,0.84453416,1.0546165,1.3431728,0.9258225,1.1418192,1.0016257,0.6749682,0.42256892,0.32916105,0.6333102,0.97802156,0.8060371,0.0,0.89651626,0.3281027,0.904238,1.0262903,1.1838536,0.7819147,0.73518705,1.0738385,0.84614503,1.0460255,0.83492535,1.2865727,1.2147067,1.2635809,0.76572484,1.0710759,0.2831273,0.72093654,1.1496496,0.81044436,1.15826,0.9099296,1.2911422,0.68545437,1.1462983,1.0276326,1.2741996,1.1513575,1.2593758,1.2174662,0.83420086,0.802632,1.3230133,0.76276696,0.87866294,0.91932523,1.2042382,0.9289843,1.2062069,0.600412,1.3301582,1.0145456,1.3052968,0.9954669,1.0870267,0.8728852,0.9212625,1.249012,0.5156273,1.3337903,0.9584632,1.1064048,0.5881598,1.058147,0.84304184,0.7200413,1.1054251,1.0657805,1.266678,1.2010245,0.98836833,0.58070755,1.0598525,1.250399,0.8879702,1.0015029,1.156528,1.3562268,1.3331434,1.0725346,0.8030219,0.795905,1.1181709,0.7363132,0.9536575,0.6085351,0.9712073,0.9180243,0.73989886,0.95230865,0.74399936,0.6842855,0.9586493,1.0111321,1.0015341,0.97201943,1.2632593,1.1334845,0.8462305,1.3629675,0.93077785,1.2603011,0.838006,1.0351294,0.69551957,1.2521527,0.9482371,1.2023753,0.56663907,0.9938356,0.71871746,0.67457646,0.7576097,1.0751613,1.3146122,1.1379598,1.1072686,0.3894893,1.1395718,1.018678,1.012863,0.7162421,0.53133345,0.64863044,1.2135154,0.8373649,0.7930225,1.2136494,1.2605286
butterfly,1.1134325,1.031178,0.7789723,1.3796701,0.83593225,0.7695683,0.6618792,1.036824,1.2541164,1.1483965,1.3861084,0.7679883,1.3166531,1.4127319,0.52878743,1.2151197,1.164853,0.7853229,0.7510075,0.75194955,1.0567938,0.8225592,0.788226,0.89651626,0.0,0.9002452,0.97866595,1.0512037,0.9670171,1.0981501,0.6065333,1.1929555,0.98053354,1.0104918,0.96354145,1.238082,1.3515162,1.269016,0.6822277,1.2554883,0.7580619,0.8837423,0.93608826,0.90699464,1.2256283,0.98615056,1.4022001,0.7731257,0.9933049,0.9456636,1.2998437,0.9364375,1.1474372,1.1114962,0.6547835,0.5251256,1.0745182,0.4889207,0.4196359,1.1535041,1.0215,0.97214204,1.2133892,0.872702,1.202794,0.8960504,1.2677613,0.89304006,0.76244414,0.5905398,1.0609882,1.247549,1.0537269,1.3858217,0.738658,1.2173758,0.5091851,1.2422252,0.8930868,1.1878419,1.1940953,1.1264943,0.97219235,1.1044165,0.8767034,0.8303338,0.8662068,1.030652,0.90885204,1.2284646,1.044762,1.4229836,1.3058851,1.1221095,0.615708,0.67663294,0.8855528,0.7796099,0.85185593,0.8516991,0.9415534,0.6364392,0.82423776,1.0678566,0.8857199,0.65524906,0.65895754,1.2904236,0.86695606,0.56655896,1.0358348,1.1028637,0.663525,1.3960412,1.1421969,1.3279588,0.85881716,1.2276485,0.9972775,1.3670237,0.7679347,1.2589033,0.6424729,1.1685972,0.59641427,0.61376107,0.7326134,1.1041887,1.3735545,1.1113782,1.3088329,0.76617813,1.0318434,0.89580107,1.0751227,0.9983939,0.8549986,1.007505,1.108503,0.9457619,0.7982013,1.1881362,1.2196207
can,1.4471223,0.9143802,0.65050006,1.4172423,0.77737147,0.5453835,0.727564,0.6641915,1.237199,1.4793428,1.4619384,0.5471312,1.0828652,1.4127901,0.94242585,1.2406802,1.1258931,0.8095342,0.30588043,0.425161,0.792933,0.85791814,0.8459245,0.3281027,0.9002452,0.0,0.9121055,0.91769016,1.2254452,0.7476608,0.73882735,1.1170907,0.91632444,1.2145058,1.020754,1.4163355,1.281922,1.3336666,0.59683025,1.2181613,0.2685899,0.8008573,1.2151175,0.85307324,1.058413,0.91570663,1.3622117,0.5568198,1.0046269,0.8661003,1.4558303,1.0026542,1.431824,0.9850091,0.748528,0.60936624,1.0387098,0.55987215,1.0542763,1.1453922,1.0669491,0.7888558,1.334502,0.82485294,1.4332654,0.9501885,1.2956034,0.78295714,1.2328738,0.7945134,1.1063496,1.2844323,0.80703866,1.3054836,0.6668165,1.1717257,0.47860515,0.8498869,0.8598513,1.0099128,1.161845,1.216302,1.1873155,1.090624,0.8306658,0.3270105,0.6479348,1.0735573,0.8293376,1.0315686,1.2240164,1.4178061,1.24474,1.2503674,0.5964775,0.6225003,0.8820682,0.61939436,1.132093,0.4466952,1.02253,0.5658607,0.74104196,1.0036954,0.6276144,0.69005406,0.8214841,1.0786414,0.80939966,1.0362239,1.0713112,1.2369633,1.1163421,1.4283909,0.78249174,1.0356219,0.45203006,1.1056969,0.7101793,1.399703,0.65737456,1.4080358,0.53484994,0.9350577,0.4771142,0.69892657,0.60014254,1.1451592,1.406224,1.2390987,1.3301082,0.61265254,0.9162391,0.8781123,1.1127255,0.5566134,0.84624124,0.8545723,1.3104036,0.7742578,0.5726301,1.2581875,1.3477693
car,1.0147076,1.2056413,1.0151379,1.1398016,1.0488702,1.0592284,1.0936807,0.9136889,0.73596907,0.87415725,0.839215,0.88603103,0.7257468,1.0965936,0.8124566,0.83559525,0.572392,0.9122242,0.9407024,0.97777516,0.9547637,1.2260671,1.133381,0.904238,0.97866595,0.9121055,0.0,1.1889694,0.88887966,0.8956917,0.99640334,0.80756027,0.8545004,0.8403801,1.2413723,1.1083302,0.8630186,0.9962557,1.0622528,0.812871,1.0018159,0.938607,0.9192092,1.027849,0.87345374,0.99480313,1.0527006,0.7951818,1.2066648,1.3114091,0.9079364,1.2094723,0.96775,1.4099834,0.74675417,0.9611596,1.410186,0.9857151,1.0391241,0.8529024,1.2036804,1.1458011,0.81754273,1.1183599,0.98388714,1.0706499,1.3021255,1.0869311,0.99165434,1.0115484,1.0125103,0.9574888,0.8658532,1.0129132,1.0293372,0.93347985,0.9334434,1.2914264,0.9871843,1.0277253,1.1555057,0.52080303,1.2734725,1.2423743,1.1252558,1.0835966,1.2267796,1.1960218,1.1845908,0.8369112,0.8927085,1.034331,1.0628339,1.0417234,0.9980072,1.0326223,1.0471123,1.0679924,1.0812091,0.7711232,1.1045544,1.0626924,0.97215116,1.1057088,1.0117313,0.9563502,1.1842763,0.81704545,0.82560366,0.8707762,1.1018741,1.1488621,0.9449378,1.0085974,1.0755986,1.1314735,1.1129243,0.77167815,0.7107402,0.82827556,1.1092813,0.94197494,1.0598209,1.308735,1.0150565,1.1347959,1.0262833,0.85284686,0.96274227,0.8609375,0.96055627,1.0213437,1.384279,1.1506151,1.0541265,1.1044936,1.073238,0.98420066,0.72644866,0.8722621,1.1066818,0.6815574,0.9078748
carrot,1.1796477,0.98306376,0.71612155,0.90911853,1.0327356,0.8266677,0.8757428,1.1919193,1.162698,1.3010554,1.1817932,0.7751361,1.2014787,0.9984761,1.1556611,1.1495746,1.1439377,0.96013045,0.85781693,1.0575196,0.98415357,0.7636022,1.0884501,1.0262903,1.0512037,0.91769016,1.1889694,0.0,1.2253551,1.27413,1.0886483,1.1696283,1.1730003,0.8612622,0.9975734,0.99773514,1.1012955,0.8939644,0.7038783,1.2868334,0.92997706,1.080229,1.2401886,1.1424654,1.0671318,1.0992606,1.0876342,1.1302793,0.9371648,0.6959011,1.1830415,0.8942418,1.0247897,0.81423706,0.94597095,1.0430318,0.7683028,0.91918033,1.0937804,1.1303478,0.7880931,0.86767894,1.1727562,0.8103886,1.0532842,0.7303074,0.8763509,0.9043047,1.058052,1.0867355,1.1511661,1.0388846,1.1123987,0.94615525,0.6430135,1.060316,1.092333,0.6978665,1.0760732,1.1003796,1.1741766,1.0945239,0.86852145,0.93724906,0.7472832,0.9350419,0.71962494,0.874487,0.5920924,1.0180209,0.9951613,1.0598441,0.91592777,0.9573045,0.7672696,0.75541097,0.9377878,0.8460289,1.0768473,1.2064123,0.9975868,0.92626345,0.9501702,0.8576319,1.0120008,0.86913276,0.93707436,1.0847775,1.0460929,1.2201247,0.71813536,0.95343083,1.0744284,1.0609742,1.1296397,0.88733244,0.67207587,1.1557715,1.1011157,1.1987091,0.7126616,1.1667675,0.89934593,0.890749,0.79119694,1.1265528,0.7987173,1.2386476,1.0820248,1.1835297,1.1982762,1.0140818,0.83700943,0.82843274,0.75767493,0.9649925,1.0701743,1.1450316,1.2131572,1.2243941,0.8288496,1.2535406,1.1626205
cat,0.45820308,1.133012,1.2659568,0.9115921,1.162339,1.277962,1.285904,0.95113426,0.8108647,0.3826127,0.7175799,1.2745833,0.74039054,0.9422477,0.67019516,0.7596972,0.8878908,1.166418,1.2535963,1.1886911,1.0720458,1.1969521,1.0539181,1.1838536,0.9670171,1.2254452,0.88887966,1.2253551,0.0,0.8769793,1.2271814,0.8891157,0.96214324,0.9635055,1.110657,0.8142432,0.72629064,0.8201709,1.3507124,0.6727585,1.2679021,1.0798663,0.02090025,0.92605937,0.86272967,1.1268638,0.9061339,1.0891418,1.262723,1.2920783,0.7931713,1.2478203,0.8595623,1.3008857,1.0809374,1.1969504,1.1683637,1.2550431,0.8914441,0.89440405,1.1637843,0.90577877,0.86387,1.2915218,0.8054857,1.2198269,1.0736767,1.0248003,1.0356487,0.85203844,0.9345564,0.9072071,1.0221789,0.8938559,1.3103584,0.8623453,1.1291928,1.2074002,1.0489281,0.8958015,0.7269217,0.8416779,1.2038716,0.9746008,1.266853,1.2246838,1.3400126,1.1732525,1.252453,0.9242791,0.80627334,0.8952387,0.86489195,0.9692271,1.344254,1.3285217,1.0674084,1.2762184,0.7234378,1.0469079,0.99104136,1.2496663,1.1799316,1.1091816,0.9770238,1.004455,1.1006109,0.8394575,1.0419858,0.567276,1.1016169,1.0228424,1.0835408,0.85452104,0.94500184,1.0301034,1.3083993,0.9103634,1.0233325,0.8335329,1.2954164,0.8390235,1.2352266,1.0207882,1.309613,0.98915446,1.2505889,0.6314416,0.83594763,0.9680937,0.7745409,1.2183135,1.2557993,1.2683804,1.1387565,1.0792134,1.1021874,0.9707777,0.9221424,0.7908986,1.3578718,0.8351273,0.8577283
chair,0.7968451,1.1178321,1.2543969,1.0802333,1.0948769,1.0816126,1.1940857,0.5559559,0.75753963,1.0467006,0.7086782,1.1783806,0.3821767,1.1290439,0.8714764,0.83334625,0.76708704,0.94452685,1.021218,0.9192593,0.74703443,1.3121178,0.8222585,0.7819147,1.0981501,0.7476608,0.8956917,1.27413,0.8769793,0.0,1.2139739,0.6915648,0.47072244,1.117667,1.1041534,1.0658033,0.54510146,1.084254,1.2346265,0.4229082,1.013437,0.8467413,0.8486509,0.85756755,0.6947509,0.811624,0.9554499,0.8429221,1.2212299,1.3488619,1.0127844,1.3582252,1.192167,1.3103448,1.1787299,1.0546571,1.290089,1.0781499,1.0717287,0.9495633,1.2836308,1.0181708,0.85767514,1.1788225,1.1298057,1.2242473,1.2049232,1.1503679,1.0306836,0.97855884,0.64673686,1.0983595,0.93971485,0.961238,1.1875101,0.47799724,0.9479204,1.0526246,1.0361913,0.8804207,0.8445287,0.970346,1.4138153,1.1658937,1.352201,0.83242327,1.2633193,1.3306746,1.2605729,0.7876166,1.0785724,0.98957884,1.0156833,1.0107075,1.1942406,1.116366,1.2829113,1.1222408,0.97140175,0.71484196,1.0945107,1.0840697,1.079284,1.054799,0.7353659,1.0549642,1.2021031,0.7335485,1.004785,0.85851866,1.3126227,1.0510987,0.90733147,1.0643687,0.8770075,1.0051326,1.0973927,0.7879149,0.8498227,0.64052415,1.3206325,0.9825152,1.1867015,1.0035747,1.091867,0.98666334,1.1472591,0.5682037,1.0603377,0.9454752,0.45552802,1.0147563,1.3179674,1.3527129,1.0672754,0.73391634,0.8401076,0.676245,1.0185858,0.45180917,1.243884,0.74056804,0.9376315
