,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
bear,0.7783256,1.2042959,1.1929451,1.1504785,0.8746658,1.0618029,1.1877778,1.1703668,1.1921399,0.7607516,0.0,0.7333924,1.2033542,1.0264295,0.7893723,1.0722684,0.6602052,0.6345334,1.1735375,1.2573591,1.2918155,1.0973567,1.2244202,1.2599211,1.2052741,1.0846118,1.3649489,1.0085263,1.1555716,0.8304693,1.1787498,1.1421802,1.0751717,0.88111615,1.1302527,0.9390624,1.0193387,0.8572971,0.9929076,1.2106028,0.85347044,1.3022764,1.197337,1.1161797,0.8995098,0.8387542,1.0925941,1.2643682,0.8515528,0.92801136,1.0283914,1.1471815,0.30781758,1.0834814,0.9118687,1.1329097,0.93762875,1.1471912,1.1487151,0.96743363,1.2454671,1.032741,0.9443751,1.1903611,0.83986324,1.1479387,1.0883965,0.80807567,1.214154,0.9457562,1.2617924,1.04232,1.0974058,0.6756761,0.8871376,0.9521826,0.59592843,1.1747885,0.82287246,1.199596,1.0752707,1.2243283,1.0585728,1.1668128,1.0799279,0.91243964,0.96116716,1.2227211,1.0408033,1.1150331,1.2756042,1.2344638,1.1296668,1.1595687,0.9881187,0.42719567,0.7203599,0.89497894,1.0809482,1.2135565,1.2068756,1.0392247,1.1565391,0.7635039,1.1193328,0.6823873,1.2294546,1.3325648,1.0707752,1.1556447,1.1782742,1.1921886,1.2184757,1.0533142,0.9406079,0.8078361,1.0750722,1.0081944,0.79639745,0.9965488,0.91796714,0.82520837,1.022444,1.0497385,0.76178634,1.0784429,0.6159876,1.1889637,0.6227317,1.2471057,1.1379802,1.1798204,1.2514466,1.1260748,1.1813599,1.185716,0.8233596,0.7222786,0.81876665,1.1735233,1.1758785,1.1589829,0.9560776,1.1933675,0.96885204,1.110923,0.75256276,0.9518713,1.257417,1.2056893,0.89969665,1.1197143
bed,0.41236997,1.3582746,1.4948168,1.333057,0.64860606,1.3423992,1.4618661,1.3841699,1.0733857,0.38522077,0.7333924,0.0,1.4192841,0.29317278,0.5300748,1.2740166,0.18603605,0.56018543,1.07352,1.4663866,1.461606,0.7289947,1.4559832,1.0010809,1.1851512,1.3142024,1.393852,0.999508,1.3964131,0.6630975,0.64281714,1.3762605,0.6450708,0.5972336,1.2043741,0.991265,1.2851553,0.07414371,1.0464709,1.5157528,0.37537074,1.4848163,1.2401669,0.96230686,0.73507833,0.87115425,0.6177858,1.0544491,0.6177976,0.9749084,1.2946572,1.4087111,0.7749324,1.3784127,0.8157257,1.3538774,0.71644616,1.4193883,1.2155977,1.0396461,1.5207338,1.2972306,0.71819127,1.23766,0.74367154,1.3174899,1.2306327,0.65051955,1.2689128,0.8192568,1.3824449,1.0044793,1.4328482,0.6457999,1.1249149,0.5868156,0.4770583,1.1667787,0.45679802,1.4595749,0.70033467,1.4910128,0.7380444,1.2454972,1.13631,0.76898825,0.95089877,1.31796,1.141715,1.3880944,1.2347616,1.4302622,1.3990918,1.4432273,0.71979755,0.7002007,0.40978765,0.57989246,0.88752574,1.5144718,1.5201483,1.3238556,1.3881854,0.7225598,0.96458805,0.8481708,1.3116224,1.4285723,1.3576385,1.3714632,1.4723673,1.0600462,1.3521342,1.3211294,0.63011104,0.72399795,1.2720821,1.1692194,0.66088575,1.0441782,0.55491996,0.9037969,0.87049645,1.1169827,0.69877183,0.9117933,0.36035687,1.4910414,0.58678746,1.4032292,1.3533719,1.2697468,1.5395105,1.0573789,1.2890992,1.403501,0.7266346,0.39212954,0.30773056,1.3466692,1.3413033,1.4936148,0.95824534,1.1689032,1.0883447,0.70679367,0.76278454,1.0338086,0.851452,1.5569298,0.6049198,1.1250585
belt,1.4015943,0.66427916,0.6480921,0.58346117,1.3941987,0.7838657,0.59952897,0.78889006,0.96804684,1.370905,1.2033542,1.4192841,0.0,1.2935058,1.452317,0.92819434,1.3366512,1.2073519,0.930865,0.5039752,0.6906771,1.2946694,0.64825773,1.1406728,0.9859407,0.95492285,0.29033065,0.8034781,0.7914952,1.2323784,1.0587878,0.8381468,1.3483378,1.2717888,0.805436,1.0198586,0.7525965,1.3844266,1.0606546,0.2534567,1.490571,0.6793953,0.83690965,1.2860682,1.2659752,1.3159609,1.2197416,0.6955826,1.3490385,1.2366387,0.90166044,0.8806048,1.0910865,0.69087154,1.3099508,0.79841113,1.2864574,0.38479042,1.057605,1.1255307,0.61600393,0.87723553,1.1903158,0.7727147,1.5055044,0.6965885,0.9657785,1.1888222,0.8925579,1.3140435,0.818138,1.2381524,0.55816066,1.1654842,1.0140915,1.3680018,1.2395442,1.23434,1.2422633,0.5094677,1.333478,0.5968153,1.2247996,1.0325384,1.1533475,1.4565301,1.0920933,0.38144606,1.3195128,0.4626522,0.7169962,0.44533598,0.706298,0.7331085,1.1722928,1.3043355,1.4024081,1.2420735,1.1677017,0.2181288,0.2597987,0.8139156,0.73604107,1.2392094,0.661573,1.2641124,0.79144406,0.68236554,0.6064301,0.6922526,0.55339766,0.90626335,0.6530491,0.90884453,1.235915,1.2223651,1.0225035,1.0530751,1.2947094,1.079294,1.4025819,1.2481302,0.9502516,1.0891443,1.225008,0.9390723,1.4194865,0.2749306,1.1974274,0.9546618,0.4549986,0.59144413,0.685189,1.0366656,0.8318569,0.83459544,1.0434462,1.4108721,1.5614128,0.7809017,0.8290836,0.5432749,1.2266499,0.70033014,1.087005,1.4716977,1.1714283,0.74738884,1.1310738,0.42530978,1.2718899,0.5328786
bench,0.6403056,1.2559562,1.5738703,1.322566,0.7075809,1.4589555,1.4115016,1.3996676,0.9367563,0.39199865,1.0264295,0.29317278,1.2935058,0.0,0.7518982,1.1696543,0.48642105,0.71233714,0.9382153,1.3809069,1.3124733,0.54299015,1.3642464,0.7463073,1.0254781,1.3621836,1.1258361,0.8734236,1.3213944,0.7987093,0.35116,1.3591523,0.59928477,0.62504435,0.98206246,0.8632892,1.1929547,0.2508391,1.042926,1.4680078,0.3592285,1.3307827,1.1737118,1.0149788,0.8077724,0.9301455,0.48837364,0.71226263,0.73542655,0.95193905,1.3008422,1.4818404,0.98606676,1.4184893,1.015006,1.3525244,0.7024887,1.4340343,1.1873548,1.067768,1.280119,1.3814918,0.7736447,1.0079703,0.8641339,1.3484054,1.15098,0.8030032,1.2808721,0.94919044,1.2341541,0.9914347,1.4488082,0.82120436,1.2831779,0.5367972,0.7049625,1.1501184,0.50870615,1.1590475,0.5392711,1.3125961,0.71053815,1.1678594,1.1920197,0.8100506,0.86380696,1.1846437,1.1148201,1.4909282,1.0862104,1.3714651,1.3881316,1.5311902,0.56564486,0.9708915,0.67578894,0.5657248,0.7931768,1.4102309,1.4110523,1.2979989,1.3655367,0.87625974,0.92901385,0.9878582,1.1876886,1.2015337,1.2566588,1.3623145,1.5032082,0.854336,1.0678775,1.2882764,0.52755284,0.8182554,1.210476,1.039921,0.7427786,0.9649252,0.6776452,0.96318537,0.7869821,1.1575036,0.8328353,0.7173253,0.57661504,1.4974208,0.7359977,1.371167,1.1958514,1.2933166,1.3529341,0.91039413,1.1401305,1.3729804,0.7297616,0.64985895,0.35857946,1.3027623,1.3697098,1.5000331,0.9120363,1.0780709,1.0871327,0.53730404,0.9318559,0.96084994,0.5424463,1.482074,0.67141485,0.94124866
bib,0.7258057,1.1245178,1.3157988,1.4489485,0.37022352,1.33536,1.4359628,1.225255,1.1896497,0.5932055,0.7893723,0.5300748,1.452317,0.7518982,0.0,1.407518,0.5631926,0.77855796,1.0463521,1.5278714,1.5125372,0.816451,1.4055579,1.052431,1.2265863,1.3294182,1.5013325,1.1398072,1.1438879,0.9103253,1.0039629,1.3123274,0.7348012,0.45723307,1.3551815,1.0695827,1.2845927,0.5616384,0.91729033,1.5731146,0.571191,1.5032309,1.1253982,0.88057375,0.96222085,0.80099,0.8084624,1.2403361,0.21258903,1.0880989,1.0487334,1.2492177,0.8317189,1.2697054,0.58968395,1.0822129,0.749318,1.5284562,1.1377665,0.86341906,1.4907279,1.2422059,0.87664926,1.179121,0.6676215,1.1105232,0.9759489,0.8726438,1.1910254,0.5958823,1.277432,0.6576623,1.3095516,0.7450085,1.1375873,0.8102423,0.40927327,1.0914721,0.3956889,1.477876,0.82907754,1.5567575,0.7690393,1.1424874,1.1115626,0.53609055,0.94111085,1.3961821,0.9301746,1.3835901,1.3122672,1.1695362,1.3160774,1.2632523,0.8631701,0.73070586,0.18154764,0.4611522,0.80841106,1.5820466,1.5644187,1.3407612,1.2033018,0.61438406,1.1867155,0.868805,1.316616,1.4333478,1.4159536,1.1863649,1.3980945,1.1285368,1.4407928,1.2978673,0.7959331,0.84226125,1.3461185,1.1154969,0.40084338,0.98855627,0.16303992,0.81888664,0.5689174,1.1064806,0.8621445,1.039695,0.5750163,1.4738688,0.74477947,1.36949,1.3384378,1.2570307,1.4645569,1.2403843,1.1238317,1.3631742,0.7340647,0.31601977,0.49730587,1.3818865,1.1029954,1.3282057,0.7973279,1.3109518,1.1254851,0.8182143,0.8734788,1.1445999,1.0654293,1.4189476,0.83650374,1.1664907
bird,0.9047716,1.0737003,1.0055825,0.80891526,1.3934147,0.945816,0.9137257,0.94103605,0.86608726,1.3368433,1.0722684,1.2740166,0.92819434,1.1696543,1.407518,0.0,1.1809368,0.96114457,0.9339376,0.7823584,0.7504277,1.1559937,1.0232913,0.9841743,0.8772334,0.52721906,0.8976995,0.7544157,1.1202213,0.6277126,0.90196717,0.8411761,1.1514143,1.3217717,0.89232236,1.1175389,0.9204326,1.2458805,1.2897279,0.86186814,1.2340951,0.77192116,1.0505512,1.09587,0.564732,0.91686094,1.2310104,1.1034075,1.3392167,0.4381255,0.96025664,0.99917215,1.0804408,1.0583888,1.2837425,1.1886352,1.161613,0.64008,0.87453824,0.99716306,0.67091894,0.55018765,1.1881928,0.90686995,1.2494215,1.1339196,0.9113475,1.0215198,1.0395069,1.2558076,0.9111618,1.3061368,0.687386,1.107958,0.5947285,1.098611,1.3021554,1.0101062,1.4118869,0.7993151,1.1351159,0.52777624,1.0251548,1.0605372,0.8626447,1.288303,0.96341896,1.0805678,1.0471306,0.9965946,0.8171326,1.1696591,1.0555854,0.9647751,1.198473,0.9642417,1.4598712,1.3263595,1.198375,0.7945601,0.7941838,0.2110225,1.0070205,1.2554975,0.7360822,1.1398164,0.6628778,0.86022985,0.7156708,1.0681373,0.87941486,0.7172468,0.769145,0.9386454,1.2272304,1.008271,0.2567383,0.875274,1.3656251,1.0309511,1.3830559,0.9090224,1.3119214,0.83202016,1.0657316,1.114152,1.1781486,0.96499896,1.207225,0.8360179,0.9014391,1.0190899,0.6706681,0.5867004,0.9128665,0.8069109,1.1868201,1.3356181,1.3315684,0.79964066,1.155982,1.0469713,1.2234082,0.7795455,0.8238783,1.1197721,0.940491,0.94512343,0.86313975,0.87344897,0.937087,1.1779819
blanket,0.4199329,1.3340858,1.4700764,1.287817,0.7356638,1.2493923,1.3898306,1.2678723,0.92532533,0.57236785,0.6602052,0.18603605,1.3366512,0.48642105,0.5631926,1.1809368,0.0,0.62493986,1.0028998,1.430675,1.3614106,0.761507,1.4110016,1.1671661,1.0788015,1.2489048,1.38366,0.99423236,1.3503311,0.6621351,0.76654637,1.3109748,0.9097854,0.7681674,1.1554786,0.9159234,1.162658,0.30916405,0.99223727,1.4465653,0.49810922,1.4186041,1.308094,0.9101088,0.7307699,0.86934954,0.9107835,1.1295949,0.7053497,0.97376585,1.2258345,1.3622813,0.7441145,1.3518275,0.95094764,1.3439665,0.9012559,1.3216455,1.0648247,0.8896397,1.4156606,1.2066463,0.77683526,1.1832561,0.8351081,1.3582542,1.0023102,0.7776102,1.1766033,0.9477513,1.3086042,1.0131677,1.3503696,0.62492657,1.0353807,0.7050243,0.4527731,1.1267234,0.5457499,1.4025284,0.82509714,1.4432051,0.81297946,1.1034226,1.0321798,0.72444385,0.95557535,1.3175049,1.0752599,1.4076043,1.0289438,1.4449489,1.3857666,1.4175942,0.8387384,0.5821859,0.44709623,0.7018182,0.9010876,1.4573146,1.4538264,1.2121187,1.3098055,0.7702184,0.6698598,0.7463633,1.2822719,1.336678,1.3022891,1.3872482,1.4201981,0.92553866,1.3090353,1.2136918,0.835268,0.6847435,1.239579,1.1029811,0.61607105,1.02074,0.68648446,0.7310155,0.8744633,1.0085732,0.86990905,0.9689759,0.52760637,1.480993,0.68563926,1.353437,1.2651267,1.2372214,1.4639858,1.1099616,1.2786369,1.3405585,0.71649456,0.53371143,0.49961358,1.1973622,1.35055,1.4706371,0.9880126,0.90804034,0.96236944,0.7219002,0.8387282,1.040318,1.0544932,1.4662107,0.7825669,1.0484493
boat,0.75837576,1.3680038,1.392216,1.092034,0.944557,1.2138672,1.2583079,1.3032804,1.203704,0.5314816,0.6345334,0.56018543,1.2073519,0.71233714,0.77855796,0.96114457,0.62493986,0.0,0.9677942,1.2512939,1.185863,0.86160994,1.4551,1.0985345,0.99697423,1.0637021,1.2898867,0.66706085,1.4673386,0.8672051,0.8664765,1.1420615,0.9056072,0.9271393,1.1214502,0.9926307,1.0705932,0.7211196,1.2401587,1.2517266,0.5612428,1.2465551,1.3094766,1.0109388,0.9565743,1.0139476,0.8487741,1.0394458,0.8427328,0.8967099,1.2653978,1.3638182,0.62300986,1.2864537,0.90865374,1.3664148,0.8912943,1.1037747,1.2092221,1.1295764,1.1602194,1.0197473,0.85649955,1.1627698,0.7830809,1.2834666,1.4071474,0.5604749,1.158605,0.957468,1.321889,1.1871922,1.2842867,0.32473028,1.0150244,0.72166014,0.5118766,1.1974672,0.87952876,1.1164228,0.7712419,1.1360664,0.8837611,1.1898148,1.0321018,1.1533335,0.7845818,1.2678051,1.195151,1.2341655,1.2076385,1.3927755,1.4417529,1.3528486,0.84978807,0.7933204,0.7710067,0.9461425,1.0169414,1.1995019,1.229196,1.1012223,1.325374,0.87783813,1.0482609,0.8860815,1.1494542,1.187075,1.2635187,1.3627832,1.3654015,1.021969,1.1744084,1.2274204,0.7432044,0.79312205,1.1448117,1.0607611,0.9688887,0.9001318,0.844822,0.9859887,1.1431738,1.1479018,0.7701076,0.84850675,0.29927468,1.3192763,0.6459428,1.2751563,1.2093202,1.1313381,1.2338111,0.92022717,1.2923512,1.2661887,0.7394569,0.7483988,0.61911434,1.0943877,1.3929844,1.3650992,0.95615655,1.1411536,0.972169,0.8751348,0.49954212,0.68575704,0.94254714,1.2931886,0.5382015,1.133259
book,1.0392717,1.1303899,1.1130393,0.9334038,1.1867278,1.0418614,0.97955245,1.0107104,0.7012311,1.125846,1.1735375,1.07352,0.930865,0.9382153,1.0463521,0.9339376,1.0028998,0.9677942,0.0,0.84775794,0.88698065,0.44432497,1.0067389,1.0240817,0.7875607,0.8655962,0.8874373,0.8648,1.115072,1.1571319,0.96319264,0.9916352,1.0246309,1.2505407,0.91377705,0.9489552,0.94251984,1.0886945,1.0082022,0.8205306,0.75840366,0.85213536,0.9333651,0.85775477,1.0901022,0.8811459,1.1298895,0.70875585,1.1515486,1.0186442,1.1836064,1.1636992,1.3015106,1.1481326,1.1837718,1.1528792,1.0000349,0.9046621,0.7311673,1.0069647,0.83578265,0.693315,0.9105333,0.8670693,1.1056511,1.1484157,1.023714,1.1186669,0.5024244,1.1983176,0.9051477,1.0698043,1.0301931,0.97126466,0.98459274,0.9946961,1.112212,0.96587956,1.1669608,0.85843277,1.05758,0.9799584,1.1462246,0.9990283,0.6887514,1.1530669,0.90511763,0.96105325,1.1047827,1.0389389,0.85479796,1.1241763,1.2184741,1.1369933,1.0920546,1.2389438,1.0554519,1.2631228,0.44066715,0.8596766,0.8373961,1.0062397,1.086206,1.0995475,0.74498874,0.9844836,0.98259646,0.770188,0.8976906,1.1307337,1.0276197,0.71580213,0.7698331,1.1831267,1.1617774,1.1224202,1.0501714,1.076763,1.2124555,0.7091078,1.1750119,0.9775538,1.1521866,0.93063074,1.1467859,1.0696083,1.0924023,1.000511,1.2394269,0.8627633,0.9600247,0.89964294,0.94505084,0.94640845,0.9059242,0.9304537,0.85912734,1.2516631,0.84823793,0.7882718,1.1666337,1.0361084,0.82270664,0.7873763,0.6262481,0.6968129,1.1040168,0.86369944,0.99300116,0.92532957,1.1340026,0.9845862
bottle,1.4251151,0.8124954,0.6072793,0.47246325,1.459075,0.62233275,0.5774696,0.87769294,0.64516056,1.4424448,1.2573591,1.4663866,0.5039752,1.3809069,1.5278714,0.7823584,1.430675,1.2512939,0.84775794,0.0,0.39237386,1.1529989,0.71881807,1.0424123,0.5108398,0.6602599,0.2892015,0.8011484,0.9740106,1.2349372,1.009426,0.6368301,1.2225411,1.4189919,0.8815624,1.1799655,0.8026303,1.4392834,1.1862301,0.27414787,1.418233,0.15474308,0.96789956,1.1921946,1.1889772,1.0688746,1.2086529,0.9527126,1.4545437,0.9598516,1.0867113,0.75666183,1.2640643,0.8673025,1.356797,0.94946337,1.2833016,0.5024991,0.757884,1.193675,0.5123237,0.7429255,1.1517353,0.9689808,1.2472737,0.93646085,1.0837207,1.2038099,0.75851464,1.3538032,0.88716537,1.3407458,0.54486734,1.1905552,0.82873917,1.3242576,1.4381034,0.8434692,1.5582421,0.6431198,1.1961476,0.39621377,1.2886521,0.97131765,0.70452166,1.556439,1.1553632,0.64350086,1.2473177,0.34458327,0.63159615,0.81349665,0.8796663,0.6692133,1.2197732,1.3456577,1.5641674,1.476633,1.2705026,0.34560448,0.34567147,0.74693155,0.9329497,1.3052583,0.82196426,1.2180095,0.7287657,0.64497405,0.68653095,0.85877913,0.48405725,0.7686577,0.6200189,0.8551309,1.2000692,1.3192266,0.7417535,0.9576261,1.4504881,1.1171479,1.5081666,1.2412906,1.3581935,0.94318736,1.2235541,0.9978603,1.3629053,0.37857884,1.3341833,0.41615647,0.7255403,0.79560614,0.57933223,0.96723723,0.92314845,0.57556003,1.2521381,1.4425191,1.4461057,0.5196978,0.90825355,0.66883826,1.2038245,0.6862606,0.7515869,1.2211655,1.1576141,0.74503946,1.0229927,0.43879968,1.2178057,0.9270171
bowl,1.3425286,0.97624165,0.68252665,0.5602921,1.4919845,0.48878658,0.49929523,0.9077364,0.6659,1.2605112,1.2918155,1.461606,0.6906771,1.3124733,1.5125372,0.7504277,1.3614106,1.185863,0.88698065,0.39237386,0.0,1.0305465,0.719743,1.2180601,0.3849777,0.75177556,0.515905,0.9633525,1.028494,1.1711369,0.97589034,0.48435307,1.311344,1.523717,0.527986,1.1154289,0.8274753,1.4574574,1.059159,0.5916893,1.3604579,0.18274176,1.0344167,0.9359687,1.098727,1.1156739,1.3191919,0.872293,1.4873612,0.91346645,1.0820987,0.6434121,1.3366996,0.8192795,1.356612,1.0698038,1.3169421,0.58377266,0.7750548,1.2074084,0.506206,0.7983529,1.1232091,0.95962137,1.0210775,1.0427293,1.0511485,1.2063998,0.7077255,1.3832572,0.7360155,1.287065,0.7495999,1.2319099,1.0069276,1.2759933,1.4968071,0.6715742,1.5883592,0.65132856,1.2614357,0.43248838,1.3013786,0.6393793,0.7112612,1.3894378,1.1574723,0.80791336,0.81665444,0.6341369,0.6561073,0.99868584,0.7800392,0.71359247,1.1147926,1.2340784,1.5506078,1.553019,1.1317623,0.5792697,0.5799461,0.7916859,0.99910575,1.2682116,0.7601322,1.0265815,0.7860498,0.22287416,0.83478093,0.97327805,0.6802308,0.83688074,0.56417984,0.79982704,1.2109021,1.164809,0.82609415,0.7909432,1.4675639,1.0275213,1.5165849,1.193985,1.3951792,0.71667475,1.2368442,0.6739943,1.407021,0.65840805,1.2943482,0.4416991,0.73782873,0.58984166,0.41353536,0.93692654,1.0411508,0.6626904,1.3226618,1.4979261,1.253187,0.27761638,1.0390866,0.8380387,1.1420679,0.6628834,0.73632693,0.91029334,1.2314867,0.9413115,1.1514093,0.62287164,1.2761667,0.9864211
box,0.8734357,1.2729855,1.3971533,1.2139604,0.926136,1.2596974,1.2214562,1.2538451,0.61976224,0.62730557,1.0973567,0.7289947,1.2946694,0.54299015,0.816451,1.1559937,0.761507,0.86160994,0.44432497,1.1529989,1.0305465,0.0,1.2396824,0.89513373,0.6303935,1.15544,0.9702842,1.0209656,1.2513604,1.0217038,0.6845895,1.1357415,0.76024973,0.9494244,0.8792771,0.9449287,1.0973245,0.722057,0.9651435,1.3361853,0.28810912,0.9572869,1.0596306,0.86986643,0.9615445,0.8314123,0.7915541,0.6547826,0.90486944,0.99962217,1.3014286,1.3348902,1.1582906,1.2975273,1.0785685,1.3349719,0.779588,1.3678131,0.8682337,1.0140551,1.1946412,1.0918491,0.83835185,0.98059905,0.81873906,1.2771006,1.0896592,1.0516546,0.8337248,1.081182,1.1580127,1.0185359,1.3728576,0.8055567,1.2154131,0.69028085,0.89003134,0.8596887,0.88905853,1.2039684,0.77840483,1.2102664,0.99495035,0.9803573,0.78551686,0.8889849,0.88536876,1.1755068,0.9623867,1.3959904,0.95546937,1.3140281,1.3397615,1.3586485,0.7292507,1.092974,0.76790786,0.96005476,0.47463876,1.3461406,1.338872,1.2209941,1.2875271,0.97514033,0.916394,0.93041116,1.097888,0.9901953,1.1885878,1.2641227,1.4099014,0.6532341,0.9004389,1.2972763,0.75297666,0.96662295,1.2205068,0.9902093,0.9433246,0.80817115,0.90313673,0.9064924,0.96869373,0.9948332,0.91277635,0.824396,0.8378569,1.4112142,1.0197222,1.0169647,1.1367575,1.1043447,1.2550882,0.96035177,1.0920379,1.1885867,0.72265005,0.9371546,0.45826924,0.92962563,1.3506072,1.3781216,0.84868026,0.97144336,0.6785643,0.4033115,1.0454259,0.95780724,0.8012215,1.2982271,0.98244596,0.9864732
bread,1.1804222,0.7171345,0.5104334,0.79504853,1.2438824,0.80883455,0.77309644,0.58524215,0.8900628,1.4561352,1.2244202,1.4559832,0.64825773,1.3642464,1.4055579,1.0232913,1.4110016,1.4551,1.0067389,0.71881807,0.719743,1.2396824,0.0,0.9622521,1.0805026,0.94357145,0.7222929,1.2101513,0.39764214,1.1907101,1.2821516,0.83080363,1.2972679,1.2680761,0.87588805,0.9586879,0.7798721,1.3957587,0.6753617,0.52513856,1.4963075,0.75923634,0.7144211,1.0226989,1.1649542,1.1711458,1.2789814,0.89525324,1.319047,1.1961359,0.8242517,0.57693315,1.2442316,0.6709277,1.1601285,0.6504569,1.1707618,0.5793732,1.0108098,0.9751859,0.7359533,0.9001263,1.2220771,0.9457047,1.3377736,0.67485905,0.91202635,1.2965629,0.8218135,1.1356668,0.52610636,1.0184399,0.7626738,1.402673,1.0050515,1.3212261,1.4799489,0.77512765,1.3056438,0.6978331,1.2728735,0.87489676,1.1825322,0.8287132,1.0068052,1.118845,1.217381,0.5723562,0.7322246,0.59586143,0.8046622,0.5785754,0.43170702,0.5305017,1.2408156,1.2145599,1.3819083,1.2695746,1.1099956,0.5564906,0.5406221,1.0070072,0.5818368,1.1863593,0.926159,0.9577497,0.97634053,0.7026331,0.6706981,0.47756147,0.44325107,1.0966303,0.7367358,0.7380801,1.3509048,1.2483623,0.9993405,0.9303147,1.267238,1.0431399,1.3571869,1.1499696,1.0618349,0.979193,1.3141673,1.1778786,1.5070821,0.45948243,1.3050768,0.6802335,0.89050066,0.71772784,0.6760974,1.0112172,0.8112186,0.8143733,1.2486818,1.3364794,1.4783745,0.8693841,0.63441557,0.48354167,1.0841199,0.82348955,1.1355205,1.19346,1.292628,1.1506408,1.1665055,0.6004264,1.3340647,0.89759535
broom,0.9789539,0.8526163,1.1575042,1.1048827,0.9177824,1.3446741,1.2045397,0.9538272,0.9353925,0.9991378,1.2599211,1.0010809,1.1406728,0.7463073,1.052431,0.9841743,1.1671661,1.0985345,1.0240817,1.0424123,1.2180601,0.89513373,0.9622521,0.0,1.0639079,1.1202865,0.95987684,1.0684954,0.92828983,1.0806007,0.767954,1.159412,0.7068216,0.82615066,1.0208502,0.89971274,1.0057603,0.9267727,0.94643736,1.0431894,0.88041246,1.0655652,0.7156331,1.1097279,1.0540402,1.0116652,0.62957656,0.8838231,0.9778782,0.9298103,0.9521612,1.1669962,1.2616841,1.1374898,1.0950493,0.8758118,0.9800025,1.2105309,1.0622181,0.91620797,0.8657404,1.1670024,1.0023165,1.0194216,1.078338,0.9749546,0.950759,1.1234437,1.1547405,0.9950722,0.9024378,0.8994768,1.100452,1.1411659,1.1266778,0.7045322,1.1731308,0.98401153,0.9227481,0.79446507,0.7332392,0.9898325,0.86263037,1.0665827,1.140103,0.94549704,1.0622901,0.9213708,1.0035167,1.1664153,0.8651387,0.8353959,1.0729632,1.1569477,0.98727626,1.2283454,1.0980946,0.8520328,0.96044,1.0147698,0.9847148,1.1519,0.8949231,1.0530088,1.1446339,1.1861289,0.8136538,1.0894641,1.0448447,0.9534229,1.0984601,0.8821687,1.0004197,1.0163538,0.9216806,1.1012657,0.94407743,1.0075384,0.9148143,0.8516695,0.98417175,0.9290006,0.90251374,1.0633442,1.0350025,1.1013199,1.0678401,1.0669873,1.1332808,0.9615475,1.0566466,1.1595259,0.86916184,0.6716503,0.8751848,1.0484936,1.0442289,1.0491695,0.97557133,1.2621973,0.88921535,0.9759196,0.8355434,0.9801029,1.1629033,0.8410985,1.064516,1.1677,0.35192752,1.0255755,0.8324113,0.9124688
