,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
orange,1.3987141,0.7890883,0.25732803,1.2620679,0.5478039,0.6803782,0.64639306,1.0671072,1.419119,1.0638839,1.4554188,0.7056037,1.4215181,1.4139733,0.8171119,1.384304,1.1504426,0.7716945,0.44098985,0.4856661,1.2959237,0.56200117,0.8986654,0.89198065,0.7237806,1.2173845,0.7353697,1.2533145,1.2134777,0.55814695,1.3216997,1.1888092,1.3398333,1.2488353,0.9292625,1.2622516,1.4058359,0.95400965,0.4364949,1.5244555,0.57390374,1.1466874,1.2640985,0.9367545,1.3231595,1.0835464,1.2229586,0.9757478,0.95269746,0.19894344,1.1728749,0.6950604,1.0669228,0.626045,1.195518,0.6316347,1.0649545,1.1491694,0.8027302,0.77381086,1.3755181,0.67320997,1.0272839,1.1981317,0.7059156,1.1758518,0.71041256,1.1401615,0.508494,0.8710009,1.2828965,1.3235291,1.2995968,1.4312148,1.0532734,1.3078997,0.53644,1.022591,1.0050606,1.2712522,1.0188664,0.87847114,0.29771852,0.8430685,0.5745591,0.86063653,0.0,1.3519335,1.0785213,1.4626701,1.3571334,1.1561222,0.5441294,0.55404663,0.45408058,0.90283453,1.0337995,1.1012849,0.79361284,0.86704636,0.3247025,1.1920084,0.79929256,1.3688676,1.2299122,0.96074563,1.2009938,1.1905706,1.3773751,1.0135182,1.3366442,0.8956071,1.2555417,0.98999035,1.2612469,0.40828717,1.3134255,0.6959474,0.9659544,1.2800351,0.7131859,0.8469721,0.7701684,0.89679146,1.2204925,1.3642112,1.4401069,0.4533459,0.4487633,0.93424416,1.2408521,1.0760392,0.71340126,1.2344217,1.1534113,1.2137634,0.91414666,0.45227933,1.263092
oven,0.89834464,1.1758283,1.4055749,0.83896136,1.2138419,1.0873777,1.2358825,0.9424976,0.44443822,0.97419393,0.7373053,1.0708892,0.6111811,0.91997164,1.2059531,0.8707669,1.0481008,1.1631774,1.304879,1.1017599,0.60689616,1.3695078,1.0432379,1.1788986,0.92583114,0.911304,1.1766958,0.9728964,0.6788813,1.1984162,0.63109,0.9877322,0.7829728,0.88216674,1.0628649,0.9093567,0.7489152,1.2284844,1.3624647,0.6181983,1.1024585,1.0247382,0.98473346,1.2619295,0.5405135,0.57454646,0.8406737,1.0819547,1.1640774,1.4359429,0.91231084,1.1606897,0.98772025,1.2696705,0.87364125,1.3607162,0.9892244,1.1315747,1.0810771,1.3638943,0.68766654,1.1985252,1.1724695,0.8909491,1.3345152,0.9811269,1.1323113,1.0183791,1.3285934,1.2006993,0.98977786,0.8414167,0.82453763,0.69739115,0.7817662,0.6674826,1.1433709,1.0142485,1.0678021,1.0708426,1.1105567,1.1098185,1.3676436,1.132234,1.2715001,1.1795926,1.3519335,0.0,1.0805687,0.81623405,0.6983269,0.847189,1.2606221,1.2827358,1.3166101,1.1774561,1.0061849,0.9763726,0.97832876,1.169004,1.3696978,0.97075576,1.101025,0.1643151,0.98988545,1.1807423,0.8868812,1.0531132,0.7462398,1.1210802,0.699684,1.002703,0.662483,0.6292302,0.7453195,1.3562825,0.89359224,1.0586805,1.1809341,0.8909793,1.1655641,1.0926957,1.1895983,1.0834823,0.91408575,0.78021306,0.6211073,1.2111719,1.3861955,1.1486562,0.9753019,1.1368492,1.2689896,0.71098596,0.8923131,0.8620903,0.95522684,1.3482057,0.75979924
owl,0.6646669,0.95991594,1.1100677,1.0094259,0.99272853,1.0274988,1.0584928,0.9540419,1.1491195,0.8447981,0.973112,1.1648898,1.0392473,0.9743679,0.6724814,0.844985,1.0980588,1.2561975,1.2411963,1.1963058,1.1740006,0.84676135,1.163032,0.74903965,1.2061288,1.2561214,1.0528246,0.56313646,1.1010742,1.0460511,1.1611774,1.1157362,0.927874,1.0421648,1.0169041,0.94055045,0.9387553,0.9156212,1.3052375,1.0498636,1.2232203,0.86747265,0.5370086,0.9246955,1.1596029,1.2057776,0.96016073,0.43118262,0.8904805,0.9591977,0.9940168,1.0326308,1.0530984,1.043494,1.1245902,0.83770376,1.033473,0.96223575,1.0510628,0.892646,0.9573839,1.1102697,0.7677833,0.8725811,1.1860921,0.9753444,1.092967,1.0356019,1.00362,0.836078,1.0398706,1.0418484,0.6358335,0.9908291,1.1226404,0.91926426,1.0917984,0.9879875,0.88583475,0.7221807,1.1391196,0.749782,1.1509714,1.0233428,1.1818252,0.8223163,1.0785213,1.0805687,0.0,0.9547485,0.97217757,1.2295114,1.2736173,1.3198032,1.1399084,0.92525214,0.80007195,1.0179356,1.0650122,0.874439,1.0901141,0.97911006,1.1149844,1.1446375,0.75001776,0.6018814,1.0722938,1.2279397,1.0415213,1.0310718,0.9661141,1.096791,0.99821997,1.1284101,1.1099366,1.1861846,0.9843896,1.12321,0.93396544,0.785516,1.0229024,0.8487212,1.1774476,1.0346146,1.2164092,1.0328537,1.0722476,1.1700532,1.030445,1.1508917,1.320876,0.95742387,1.1629605,1.0906397,1.0343161,1.2247736,1.1721444,1.1341269,1.0325854
pajamas,0.5417983,1.0970051,1.3832142,0.4776954,1.1797514,1.1178716,1.2481569,1.0819277,0.6633084,0.78398085,0.44460517,1.4048831,0.8627506,0.20488286,1.4858936,0.50706875,1.001323,1.424915,1.5256866,1.566267,0.8851299,1.4566783,1.2389125,1.2400547,1.4554799,0.91014874,1.0218673,0.90815854,1.0349996,1.5055126,0.866053,0.67880464,0.84297895,0.8837848,1.1357999,0.87152976,0.51058376,1.0169233,1.5267063,0.63781786,1.5352739,0.9129524,0.9019873,1.0296425,0.8401021,1.1150868,0.49485976,1.2365233,1.1610641,1.3807759,0.73113006,1.2295974,0.7611532,1.2506888,0.8125514,1.4825916,1.0540078,1.0230795,1.4480786,1.2886856,0.6262373,1.1811658,0.8993505,0.8228617,1.269673,0.7138884,1.2240474,0.6893854,1.493263,1.3388596,0.90794164,0.35861027,0.8342309,0.2884034,1.2002723,1.0449388,1.6379459,0.9846271,0.8157294,0.52694285,1.0717918,0.9103876,1.3988839,1.3265675,1.2869637,1.3293703,1.4626701,0.81623405,0.9547485,0.0,0.40750444,0.979839,1.5167683,1.4893917,1.4279362,1.2493937,1.0299041,1.0321693,1.3060338,1.2746899,1.4299021,1.179356,1.497014,0.81019294,0.89622855,1.3057361,0.5924601,1.0497651,0.25750875,1.1575223,0.3919961,1.2640222,0.6474894,1.2594233,0.6660963,1.5220037,0.73743635,1.1896836,0.9756172,0.82419956,1.4118931,1.2292826,1.1734537,1.0507448,0.88878894,0.3857019,0.55777466,1.5254046,1.3331137,0.9982807,0.85007155,1.0613698,1.3275859,1.0284715,0.8182227,0.81778556,1.452467,1.4465382,0.8598057
pants,0.6143807,1.0444682,1.3511058,0.645786,1.0580081,0.9794751,1.2664335,1.2715517,0.63462406,0.820326,0.59237856,1.2359746,0.7815553,0.5221765,1.4007134,0.7218554,1.0163786,1.4729129,1.4272735,1.5101198,0.9875984,1.487119,1.2994095,1.2572514,1.2010357,0.95549405,0.8641683,0.89239734,0.8737072,1.3943093,0.87546575,0.85059655,0.9170989,0.9641585,1.0568966,0.96253246,0.59634215,1.0457971,1.4367881,0.8163712,1.4832072,0.85054827,0.87822,1.1620746,0.68977004,0.9243394,0.36804938,1.2373003,0.9786737,1.2616942,0.86153686,1.0747102,0.8208293,1.1468027,0.93942565,1.4845226,1.224425,1.0889857,1.4206347,1.4235749,0.7410308,1.0445335,0.883337,0.7614536,1.4219213,0.67873955,1.2349231,0.77595186,1.303083,1.3073931,0.97181827,0.44432318,0.7549556,0.08635056,1.0350326,0.86120445,1.4915789,0.9803044,1.0143608,0.7789302,1.1387275,1.01471,1.2794718,1.3259606,1.0989538,1.3323812,1.3571334,0.6983269,0.97217757,0.40750444,0.0,1.1102298,1.3894421,1.3953029,1.4115032,1.3912617,1.2082171,1.1607649,1.4118958,1.0252988,1.3450023,1.1710658,1.4202604,0.7025567,1.0470212,1.2182173,0.462018,1.1549282,0.29098928,1.094871,0.29319036,1.152148,0.6555387,1.08543,0.7665392,1.3722407,0.78470504,1.1430274,0.94235235,0.951858,1.3253523,1.0879036,1.1696644,0.9127566,0.92538595,0.36523318,0.6984179,1.4846432,1.145483,1.0267434,1.0242492,1.1766169,1.4542187,1.2429863,1.0018815,0.9336411,1.2128009,1.3366413,0.9064606
paper,1.0752153,0.91872853,1.2541854,0.9848727,1.0610489,1.0051516,1.1638919,0.7893062,0.7130697,1.1091074,0.8803307,1.0762235,0.8025808,0.89856493,1.1243057,0.931782,0.8829148,0.5857331,1.1043379,0.89528006,0.48951912,1.1405982,0.92879975,1.0194749,0.93349797,1.0118734,1.1858519,1.1299517,0.9196793,1.0046276,0.9195769,0.9845927,0.8871525,0.8039423,1.074825,0.9681041,0.9594541,1.1500115,1.0922838,0.76044273,0.93761605,1.1795175,1.1440482,1.1211231,0.9377868,0.7475359,1.0314231,1.0558628,1.1230996,1.1542507,1.0005038,1.1749982,1.0870764,1.0885367,1.0053891,1.1222345,0.9249599,1.047263,0.9010152,1.1439258,0.9120649,1.2185371,1.0405285,1.1316252,0.8435105,1.1250885,0.975164,1.010896,1.1874313,1.1110849,0.87686634,0.95905006,1.0598512,1.0538538,0.9012329,0.9753708,0.9765946,0.904608,0.9628515,1.0022684,1.1191663,1.115319,1.1360387,0.7409759,1.2285478,1.0812105,1.1561222,0.847189,1.2295114,0.979839,1.1102298,0.0,1.0413977,0.9914189,1.162535,0.8665328,0.93124133,0.9945292,0.762884,1.2033975,1.2315829,0.84535396,0.91619194,0.87881994,0.88847584,1.1971881,1.1139927,0.8722255,1.0077168,1.059094,0.8933956,1.0393639,0.9523673,0.7101401,0.78959334,1.1703906,0.9364602,1.0846456,0.91852015,0.99308825,0.9657427,1.1583054,1.0785582,1.0702001,1.0626148,0.98843145,0.7436266,0.9775741,1.1182576,0.940328,0.7897183,0.78060687,0.9863134,0.6893176,0.9462264,1.0209392,0.98074734,1.1975877,0.9503473
pen,1.5749987,0.9168315,0.5060983,1.299645,1.0270592,1.1166533,0.80094635,1.0661081,1.3702353,1.1872765,1.5482965,0.283854,1.2963651,1.5129608,0.6569967,1.3826891,0.8840778,0.5196306,0.25057334,0.3833272,1.332495,0.6776781,0.87297064,0.92955756,0.4484747,1.0409956,0.8222705,1.2899307,1.0811846,0.53947335,1.3104537,1.1770599,1.3949069,1.0605065,1.0984911,1.2399998,1.4862466,1.0098828,0.05480206,1.5611811,0.43486786,1.1366904,1.3107994,1.0922773,1.2886333,0.8647517,1.4007328,1.0717515,0.8794892,0.62978446,1.114147,0.71272767,1.2447064,0.61707985,1.2854654,0.46328044,1.0850791,0.9564632,0.45258474,0.8427177,1.5344739,0.6076493,0.9502972,1.1243982,0.7124396,1.3078057,0.90648353,1.1485531,0.47139663,0.77880144,1.252513,1.4309077,1.4306824,1.4539981,0.57917154,1.2251756,0.3706808,1.0927442,1.2482955,1.5195351,1.0463849,1.3151299,0.35395122,0.56978756,0.361843,0.95641476,0.5441294,1.2606221,1.2736173,1.5167683,1.3894421,1.0413977,0.0,0.036711276,0.4498651,0.6778146,1.1688434,1.0730786,0.80225253,0.77970123,0.41057348,1.0608644,0.54433006,1.2649142,1.2961895,0.9880788,1.1954092,0.8515358,1.4730484,0.75711197,1.3762162,0.6012747,1.3550913,0.66621214,1.416321,0.14432156,1.3421466,0.54838794,0.9903467,1.3680384,0.48795378,0.8011836,0.6894753,0.79949844,1.1928345,1.4898642,1.5878224,0.5239011,0.5411278,0.87900984,0.88974184,0.78844166,0.83264655,1.1789484,1.2337891,1.1032852,0.59581405,0.24764186,1.2411898
pencil,1.5423133,0.90932643,0.52576435,1.2608186,1.0150621,1.105696,0.7716446,1.0426849,1.3320926,1.2054073,1.4941335,0.38089526,1.2557786,1.4853323,0.6964442,1.3535124,0.894288,0.46248806,0.2784965,0.41306436,1.2797117,0.6880821,0.8721064,0.93393946,0.5208354,1.0356058,0.83377326,1.3076868,1.0744541,0.5643414,1.2791348,1.1335244,1.3460323,1.056164,1.0996753,1.2046957,1.444171,1.0051097,0.06649977,1.5070891,0.468243,1.142097,1.31725,1.0867499,1.2759929,0.89620185,1.3926498,1.094459,0.9424579,0.6568193,1.1068027,0.78967404,1.2665523,0.6555617,1.2745486,0.5300272,1.0814857,0.94805723,0.45529032,0.8215745,1.5147914,0.67581695,0.9900927,1.1353433,0.70275426,1.3282362,0.8813167,1.1507709,0.54453397,0.7827294,1.1915462,1.3842955,1.4323766,1.4386388,0.57160467,1.2111843,0.40209728,1.0746732,1.2215538,1.4900191,1.0491595,1.3150611,0.3850695,0.5879865,0.44137847,0.9700663,0.55404663,1.2827358,1.3198032,1.4893917,1.3953029,0.9914189,0.036711276,0.0,0.4559214,0.68851054,1.1510283,1.0855062,0.782601,0.85500336,0.43426704,1.0528057,0.5633328,1.2724562,1.2690558,1.0296113,1.1830583,0.7985219,1.4547306,0.7952953,1.3813633,0.6344578,1.350052,0.6963456,1.357501,0.18968058,1.3009658,0.603021,0.9925051,1.3290902,0.4760837,0.81819606,0.685078,0.88657475,1.1727116,1.4577143,1.5130229,0.51095736,0.5953249,0.87278914,0.8336765,0.77914053,0.81264377,1.1303706,1.229813,1.0926118,0.6173913,0.3116914,1.2312518
pickle,1.3900898,1.0350927,0.29134893,1.3573887,0.97706443,1.107224,0.60334,1.107075,1.3324568,1.0866815,1.3679988,0.62373376,1.3422083,1.4105355,0.6345973,1.3139198,1.0559686,0.7231549,0.37457407,0.51669985,1.2624493,0.5681535,1.0304754,0.86006415,0.7090075,1.0369775,0.98640966,1.050037,1.2077836,0.69185114,1.2679696,1.097299,1.3074976,1.1856215,0.886479,1.1121372,1.3435087,0.8181889,0.3926927,1.4074224,0.609128,1.1521738,1.0468338,1.0530161,1.2901609,1.1235307,1.3179371,0.93294567,0.9306342,0.6145336,1.0893725,0.78942263,1.0307566,0.902302,1.1133299,0.6146776,1.1130668,1.0885913,0.6886916,0.6230141,1.3218771,0.69558406,1.1430308,1.0573245,0.8020549,1.1648381,0.8081379,1.2386068,0.58896935,0.8186523,1.1853006,1.3294319,1.2659844,1.461516,0.88316107,1.228026,0.5924464,1.0865047,1.030749,1.3945765,0.8672468,1.1184224,0.4093948,0.81878364,0.6190653,0.82461935,0.45408058,1.3166101,1.1399084,1.4279362,1.4115032,1.162535,0.4498651,0.4559214,0.0,0.8445569,1.0878973,1.1237817,0.814443,0.8314694,0.3126291,1.1368421,0.68727565,1.3177655,1.170199,0.9179816,1.2386237,1.1450944,1.3702435,1.0292501,1.4001197,0.78269833,1.3147671,0.8842826,1.2941424,0.27494764,1.1578509,0.6972234,1.168014,1.2591206,0.7573431,0.7803345,0.9495139,1.0174627,1.1216007,1.3876817,1.3734689,0.55603904,0.6959344,1.0060022,1.1746056,1.0147414,0.7798313,1.2003977,1.1404278,1.0002142,0.9077065,0.39099693,1.2026215
pillow,1.101178,0.76068133,0.93527174,1.2062668,1.1150575,1.1293579,0.87724227,0.5642156,1.3166707,1.1126671,1.11286,0.5040356,1.0614032,1.2583579,0.61452246,0.70704824,0.9357495,0.56005895,0.65196437,0.6272788,1.1375719,0.59898186,0.9350829,0.8363472,0.61928093,1.0386329,1.2167763,0.98133636,0.8087908,0.75849664,1.1465077,1.0972699,1.1972115,1.1795112,1.1714984,1.0684624,1.0247529,1.0738945,0.6992496,1.2337161,0.60448176,1.0062593,0.9536433,0.8334353,1.2530005,0.9339099,1.3674076,0.69679844,1.058222,0.8755714,1.0389824,1.065804,1.3588924,0.90770257,1.3626411,0.5149641,0.97323143,0.73846316,0.5513926,0.7793963,1.5344336,1.0636337,0.7048634,1.1559114,0.92690706,1.4121011,0.8206997,1.2447132,0.6358577,0.61105883,1.2888702,1.3409595,1.2202822,1.3916837,0.96161324,1.157751,0.572909,1.1309366,1.0606859,1.1286798,1.0205073,1.0393033,0.9074497,0.32134926,0.87374973,0.9154745,0.90283453,1.1774561,0.92525214,1.2493937,1.3912617,0.8665328,0.6778146,0.68851054,0.8445569,0.0,0.86686856,0.98299396,0.7080189,0.83544743,0.79025894,0.7407615,0.5878091,1.1793953,0.95853084,0.71943927,1.3029047,1.1342912,1.4135032,0.59269416,1.2958006,0.83569777,1.2829431,0.83120644,1.3734565,0.65772146,1.2754015,0.87911063,0.6947344,1.2362573,0.63727844,1.0786331,1.0451707,0.9817859,1.0516766,1.429186,1.3893745,0.652364,0.81591773,1.1637354,1.1905124,0.29174483,0.87313473,0.8496493,1.2259231,1.1335645,0.7831001,0.698445,1.176472
pizza,0.8470274,0.99468654,1.0762051,1.0519359,1.0834837,1.034291,0.84581006,0.9308744,1.0473835,1.0561603,1.0307611,1.1151271,1.0029914,0.9545203,0.8620976,0.9336845,1.0877723,0.93464905,1.1532531,0.9640203,0.95993936,0.7586911,1.0278962,0.8163385,1.1729698,1.112945,1.0757896,0.9564759,1.0774473,1.0445557,1.0200291,1.046951,0.9306011,1.0666318,0.8910211,1.0151601,1.0444388,0.7104125,1.1379553,0.95401174,1.0879073,0.9880772,0.9242244,0.9798074,1.0581553,1.0284373,1.1603205,0.7581984,1.1192739,1.1332185,1.1420184,1.1432403,1.0992514,1.123054,1.0941738,0.8840706,0.95271826,0.83448684,0.8245072,0.7813778,0.9896244,1.2320446,1.0912179,1.0575879,0.9443322,1.091609,0.86310005,1.0841861,1.1343495,0.9575751,0.9509296,1.0764767,0.8961161,1.1976289,0.9289053,1.016482,1.018713,0.86684275,0.7767031,0.83214235,1.0706284,0.7999193,1.2366788,0.9742917,1.2242298,1.005943,1.0337995,1.0061849,0.80007195,1.0299041,1.2082171,0.93124133,1.1688434,1.1510283,1.0878973,0.86686856,0.0,0.995624,0.39755768,1.0626029,1.0794369,0.946147,1.0226263,1.0412086,0.85671604,0.8976096,1.1372789,0.9591471,1.143278,1.0398437,1.1388713,1.0722622,1.0457222,0.91781735,1.070791,1.1461158,1.0776443,1.1188996,0.98500955,0.7853428,0.779974,1.1103411,1.0723021,1.0918932,1.1002941,1.0979314,0.91592497,1.0144672,1.1739682,1.0138475,1.0655649,0.8882708,0.95240784,0.7289976,1.0596147,1.0919399,1.0569006,1.2267826,1.0188922
plant,1.0469928,1.0307347,1.1539993,1.0387383,1.0348214,1.0280037,1.1666739,0.9603382,1.0812764,1.1143298,1.0217491,1.0075301,0.81848097,1.0557021,0.8938965,1.0827246,1.0841362,0.9516673,0.9824322,1.0589685,0.9833053,1.0360205,1.009822,0.943323,0.9876099,0.9876426,1.2473727,0.92441845,0.99052024,1.0569853,0.8333918,0.98065126,0.96473193,1.1289886,1.0276309,0.9972223,1.0118874,1.1239585,1.0932419,0.83700854,0.944208,1.0151157,0.9646704,0.94454265,0.9179755,1.0821481,1.0585729,0.93560547,1.1613684,1.1183109,1.0694605,1.1399004,1.0252489,1.1473726,0.42768264,0.98323095,0.033016324,0.9535889,1.0608087,1.0847955,1.0244906,1.1108522,1.1304997,1.1284692,1.0970383,0.9744092,1.0679661,1.1040754,1.0702875,0.84702575,1.0003673,1.079281,0.99752665,1.1668276,1.17763,0.8956552,0.95523983,1.0483428,1.0920295,1.084006,1.0199807,1.1216002,1.1261957,1.0851501,1.1323315,0.9908432,1.1012849,0.9763726,1.0179356,1.0321693,1.1607649,0.9945292,1.0730786,1.0855062,1.1237817,0.98299396,0.995624,0.0,1.0124372,1.0176364,1.0437618,0.90304744,0.98429406,0.92459655,1.042239,0.8872218,1.1320426,1.0489454,1.10786,1.0080912,1.0959475,1.0766408,1.0358952,1.15285,0.9916298,1.1141295,0.92461264,1.1306491,1.1048212,1.0361617,1.1378924,1.1842302,1.1325651,1.1281172,0.979321,1.0316325,0.9758696,1.1183751,1.1658098,1.1887484,1.0828978,1.1082195,0.9658645,0.88700014,0.20071888,1.0476072,0.9277629,1.0377226,0.729299
plate,1.189353,0.940548,0.859727,1.2052914,1.0712367,1.0410668,0.72400856,0.8796402,1.0897965,1.1763909,1.260974,0.86631346,1.0706148,1.2302115,0.80688024,1.1279726,1.0834678,0.6451118,0.82483405,0.5083254,0.9412372,0.6900379,0.86485946,0.88151526,0.8912783,1.0895238,1.0697254,1.1884135,1.0105493,0.7782632,1.1696132,1.1546657,1.0611887,1.1319016,0.90116966,1.1211008,1.2452192,0.8204911,0.79647994,1.0950235,0.7404294,1.13733,1.1623659,0.9801375,1.1642598,0.93533236,1.3520527,0.8130237,1.1258388,0.923157,1.1930513,1.0910642,1.1685252,0.9444812,1.1799281,0.7614314,0.9417988,0.9756266,0.46122825,0.78354025,1.152791,1.097217,1.0380762,1.1453838,0.7576884,1.2629793,0.7283678,1.1175737,0.94702214,0.94540596,1.0717541,1.2864853,1.1488274,1.4238257,0.662762,1.08505,0.7034867,0.95436084,0.88035035,1.1375986,0.9881522,0.9625931,0.93107903,0.72453636,1.0457039,0.9313785,0.79361284,0.97832876,1.0650122,1.3060338,1.4118958,0.762884,0.80225253,0.782601,0.814443,0.7080189,0.39755768,1.0124372,0.0,1.1295528,0.8666514,0.9685016,0.8298831,1.0230384,0.9649189,1.0191752,1.2773657,0.98396057,1.3439486,1.0045459,1.2766392,0.8101796,1.186188,0.59297234,1.1754096,0.8350866,1.1660095,0.89426124,0.9739953,0.9348795,0.461461,1.0275408,0.9133326,1.0458686,1.1443743,1.3111176,0.9863095,0.67661464,0.98381037,1.0290966,0.98208153,0.8430803,0.79849064,0.6168597,1.1206336,1.1162457,0.9018043,0.9292442,1.1086222
pony,1.1209574,0.94445837,0.8640419,1.1537063,1.0138013,1.0489519,0.8940053,1.0725471,1.3160768,1.0271165,1.3757827,0.5912903,1.08882,1.195703,0.60786533,1.2753667,1.1282974,0.92305386,0.7362417,0.8954356,1.2697496,0.77357614,1.0349876,0.78754574,0.62405664,1.1655682,0.86495876,0.8029349,0.8478154,0.859873,1.087854,1.1821862,1.1788864,1.2490358,1.0632181,1.193671,1.2469916,0.7580957,0.8163305,1.3273323,0.8354863,0.6371548,0.70200515,0.8320516,1.0436987,0.87924945,1.0280796,0.8648381,0.78795075,0.79531807,1.2583547,0.81108963,1.1195301,0.9072168,1.2573189,0.66696846,1.0659354,1.0166457,0.8432118,0.8244048,1.4080431,0.84166384,0.8528172,1.064293,1.1234798,1.0689441,0.9699255,1.1783572,0.5969943,0.59749943,1.3379474,1.3222005,0.99864084,1.1444982,1.0297992,0.89482903,0.69722974,1.0192043,1.2581682,1.1987455,0.9744063,1.0876486,0.8925239,0.7308249,0.5973902,0.90634966,0.86704636,1.169004,0.874439,1.2746899,1.0252988,1.2033975,0.77970123,0.85500336,0.8314694,0.83544743,1.0626029,1.0176364,1.1295528,0.0,0.76304567,0.7718257,0.7353741,1.1464707,1.2798386,0.3462652,1.0284147,1.1724576,1.2374587,0.75978935,1.1923963,0.71628743,1.1567914,1.0008502,1.3871462,0.71830195,1.2902315,0.8568318,0.9315981,1.2375497,0.90389967,0.9978979,1.0194623,0.74049157,1.1058792,1.2464321,1.4455839,0.9035372,0.7311982,0.96492773,1.2569448,0.9071633,0.9952092,1.2763082,1.2105453,1.1921101,0.6932967,0.73140705,1.1827279
pumpkin,1.3431481,0.9673933,0.3438127,1.340409,0.9028566,1.0410904,0.75823534,0.9672901,1.402575,1.0853776,1.3741335,0.5756876,1.3708457,1.3961457,0.5660298,1.2982415,1.1177876,0.7193403,0.2488271,0.48391068,1.3470111,0.48339176,0.99086726,0.811,0.5771593,1.1809797,0.91882795,1.1148487,1.1787034,0.62517893,1.2336524,1.1115313,1.3676369,1.2577766,0.97694725,1.1473585,1.3456582,1.0006952,0.34015483,1.4501445,0.5008136,1.1360648,1.1249683,0.9937052,1.2413434,1.0998919,1.2621064,0.9662689,0.983806,0.49879766,1.1451014,0.836605,1.1282046,0.83377814,1.1683497,0.62630165,1.0461099,1.0477517,0.7810831,0.781095,1.4854156,0.73155165,1.1427453,1.1354228,0.9285083,1.1814017,0.8168492,1.2707719,0.47135282,0.7168405,1.2894526,1.2863889,1.2946913,1.4126576,1.0479114,1.2013454,0.47496092,1.1671154,1.1029396,1.3690882,1.0623817,0.99517226,0.36018622,0.79856086,0.5180031,0.8932518,0.3247025,1.3696978,1.0901141,1.4299021,1.3450023,1.2315829,0.41057348,0.43426704,0.3126291,0.79025894,1.0794369,1.0437618,0.8666514,0.76304567,0.0,1.0508564,0.6621887,1.3295364,1.1593753,0.8597063,1.1746079,1.1577157,1.3486637,0.94971895,1.3946238,0.8112901,1.2426383,0.9903595,1.2998531,0.216761,1.2511094,0.7659044,1.1039445,1.2519729,0.772508,0.80266464,0.89574784,0.9489045,1.2039925,1.3251175,1.4520646,0.5680375,0.5826055,1.0795288,1.2763593,0.97460604,0.78460044,1.2488828,1.1048919,1.1748629,0.76942873,0.3208362,1.2446997
purse,1.1554394,0.98599523,1.2321582,1.2034321,1.1504304,1.1163868,1.0611864,0.5087437,1.1437808,1.3087473,1.1362036,0.89796644,0.76847506,1.0718143,0.8364417,1.0909623,0.8361943,0.6675971,0.9716051,0.85449463,0.59335446,0.8192723,0.64521724,0.92774737,0.7016057,0.8691243,1.2025845,1.0307597,0.6448456,0.981729,0.83397937,1.0368297,0.8845111,1.1967094,0.9725865,0.90165615,1.1469374,1.0574926,1.0657842,0.6953311,0.77773607,0.88303584,0.9496166,0.76494044,0.95982844,0.72315717,1.1478833,0.82337713,1.0912879,1.1532242,1.2609773,1.2435606,1.2579677,1.1612916,1.0643492,0.91013503,0.8978313,1.0208831,0.8621012,0.90107775,1.1115875,1.210809,1.0136873,1.1819844,0.8999995,1.198226,0.87088686,1.1962383,0.8664874,0.78380275,0.9284297,1.1602526,0.96628773,1.2154064,1.057394,0.6802002,0.83449495,1.0139123,1.1378057,1.1524578,0.8445604,1.0456952,1.2688814,0.6876148,1.0475904,0.99719447,1.1920084,0.97075576,0.97911006,1.179356,1.1710658,0.84535396,1.0608644,1.0528057,1.1368421,0.7407615,0.946147,0.90304744,0.9685016,0.7718257,1.0508564,0.0,0.6815628,1.0194008,1.04808,0.6769277,1.1375436,0.80485594,1.2540613,0.7656245,1.1678842,0.79756004,1.1905006,1.0413169,1.1294878,1.0874139,1.1680143,0.96128255,0.99920166,0.99353635,0.8964753,1.0593598,0.98502874,1.034661,0.7414448,1.1782893,1.0463421,0.8300455,1.1701343,1.0264382,0.9729594,0.75047064,0.7268875,0.62535024,1.1186672,0.99364096,0.6377854,1.1246071,1.1400443
