,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sprinkler,0.77451503,1.2225275,0.95024884,1.1336753,1.0081537,1.200949,1.0231429,0.7281284,1.0083157,0.7837168,1.2074568,0.8756702,0.8507429,1.1475835,0.90766406,0.88074553,1.010663,1.1085687,1.0250506,0.89863837,1.1785403,1.0246662,0.9388749,1.1527666,1.2949011,1.2679183,0.9576971,1.098114,1.1291095,1.1499858,1.2498994,0.911662,0.9546382,1.1555552,0.93471324,0.8634978,1.0935566,1.1937878,0.8581919,1.0388976,0.7350839,1.1809648,0.9820353,0.98721457,1.0674369,1.1345857,0.924757,1.2096959,0.83484447,1.0550747,1.1060238,1.1976428,1.0937436,1.0806501,0.8614892,1.0231307,0.59964204,1.205725,0.9274372,0.910987,0.96838105,0.9485928,1.3077741,1.1920291,0.87221664,0.8156882,0.91866213,0.98512983,1.080232,0.867507,0.93508995,1.0146048,0.9639498,0.90582514,0.93411237,1.1203831,1.1811037,1.214704,1.0616343,1.1950006,1.1823704,1.0319042,0.83691055,0.9493245,1.09984,1.2134461,1.262305,1.0574392,1.2866104,1.1285515,1.1314899,0.87207437,1.121671,1.1455996,1.2568878,1.1030362,0.9786295,0.96744645,1.1632715,0.81546414,0.84627545,1.2113543,0.9993292,1.2648839,1.0135022,0.967941,0.83860755,1.3121884,1.0527842,0.9320917,0.8777535,0.9236355,0.0,1.0049732,1.0594691,0.78875905,0.74498034,0.92998904,1.2251322,1.0480382,0.59120524,1.2123225,0.8771419,0.9211986,1.0866647,1.0260867,1.1030996,1.2186513,0.99541867
strawberry,1.4092155,0.34423327,1.3954492,0.82651436,0.42136312,0.8135646,1.2280043,1.3905524,1.138706,1.4265046,0.7898532,1.492362,1.2788851,1.2031624,1.4384222,1.1905558,1.1577512,0.6110144,0.78177255,1.1365784,0.6247111,1.1242546,0.830459,0.63855696,0.71254015,1.0060085,1.083689,1.2478138,0.9844026,0.7544924,1.2348456,1.1913018,1.2712148,0.6816533,1.2715616,1.4182504,0.9108021,0.61763567,1.2156557,0.61232543,1.1074302,0.99006885,1.0676256,1.3873873,1.0327988,0.92561144,1.0256574,0.6375469,1.3316976,0.8994012,0.63120174,0.9600059,1.072269,0.920699,1.0435919,0.9614712,1.1909341,0.64815205,1.1391331,0.66500515,1.0526747,1.0048238,0.5410501,0.7721304,1.2931535,1.27621,1.4327985,0.95306027,1.24159,0.98030704,1.037324,1.0356433,1.0640852,1.2003999,0.9732984,0.44304192,0.99168146,0.51117826,0.91872644,0.49934053,0.95028824,1.170557,1.3829364,1.2952749,0.85376126,0.6963863,0.6755233,1.0874518,1.1458399,1.0121621,1.0572912,1.000792,0.86976755,0.90441227,0.79795575,0.38726503,1.3442012,1.2909085,1.0678856,0.9604638,1.1889513,0.6834567,1.2197386,0.7223795,1.2500235,1.2746558,1.2515923,0.5272168,0.8602116,1.1056798,0.74068445,0.83596134,1.0049732,0.0,1.2010254,1.1467738,1.3490269,0.5810352,0.5453489,0.6855457,1.1531144,1.032609,0.68394846,1.0667939,1.1687232,1.1274918,1.1061679,0.63125783,1.2722473
stroller,0.7506219,1.2508956,0.9469805,0.7840621,1.1484344,1.241378,0.79753864,1.0639521,1.0640802,0.9822504,1.2758163,0.9223282,1.0607847,0.7482341,0.78942215,0.98840874,1.0751119,1.1146834,0.9927753,0.98162925,1.1768085,0.88896346,0.9952356,0.9434937,1.0586067,0.85361713,1.0274578,0.51472723,0.8061248,1.1424916,0.75805914,0.84341353,1.0580214,1.103335,1.1162101,0.9133525,0.9967364,1.3067409,0.6091615,1.0698057,0.9205525,0.58447826,0.86181176,0.9427383,1.0154054,1.090083,1.0309877,1.2313032,1.000602,0.98843277,1.312798,0.9864553,0.8521456,0.804142,1.2440548,0.9228466,1.0651544,1.2209328,0.84665084,1.136699,1.0585204,1.1574435,1.1702113,0.838782,0.8874329,1.0790874,0.9408701,1.2611798,0.79526794,0.9736579,1.0160428,1.2241822,0.9374428,0.89801395,1.1362332,1.3176343,0.6272462,1.1998403,1.0329559,1.245173,0.9378654,0.91374993,0.9878921,1.0514587,1.3259432,1.2337607,1.3298743,1.0769292,0.64944553,1.0830643,0.8330081,1.1535972,0.8229969,0.6443271,0.81688446,1.2895465,0.8774819,0.95943844,0.89716303,1.1302707,1.1396966,0.9985414,1.0277591,1.0761356,0.8237015,1.1180835,0.84093577,1.1968822,1.2275707,1.0515134,0.99656343,1.0764496,1.0594691,1.2010254,0.0,1.0765396,0.9696813,1.1039853,1.2496688,1.2923573,1.1033238,0.6118939,1.0375336,0.93036366,0.9105782,0.9618987,0.6840258,1.2011467,0.884265
sweater,0.7226356,1.3126726,0.664709,1.1743112,1.3494043,1.2919883,1.1514028,0.5904038,0.988298,0.5656715,1.1403332,0.57761264,0.49518752,1.1266234,0.80865777,0.845463,0.997695,1.3649774,1.3670436,0.99712485,1.3699639,0.90480655,1.3651294,1.3504493,1.3749031,1.2344422,1.0646518,0.9776531,1.210246,1.3184924,0.9009387,0.9243848,0.8885016,1.3515236,0.9030646,0.54506636,1.1998858,1.4310396,0.88532794,1.391319,0.95604664,1.1271449,0.9330234,0.69026923,1.0991354,1.218945,1.0832491,1.3145635,0.5898597,0.91234505,0.99840766,1.2341621,1.2545905,1.0994846,1.1036389,1.1020703,0.661899,1.0457475,0.9261927,1.3140993,0.5797869,0.81288844,1.2511903,1.3701464,0.65749055,0.57031536,0.44891995,1.2559228,1.0779339,1.1718711,0.81142354,1.0995145,1.16797,0.91672385,0.84398776,1.1052959,1.2739588,1.1534622,0.98233646,1.3093815,1.2557639,0.9840566,0.43721318,0.43692434,1.2441735,1.4280585,1.3891563,1.1602156,1.1900992,1.1855305,1.3036542,1.153057,1.246901,1.2060778,1.3687878,1.0908496,0.77241474,0.84772813,1.0194323,1.0822203,0.1760552,1.2580163,0.4992044,1.2374191,0.76720643,1.009632,0.78226596,1.3339832,1.2169435,0.89778626,1.1391672,1.3875438,0.78875905,1.1467738,1.0765396,0.0,0.6111685,1.367631,1.0543072,0.96950525,0.96822274,1.3089468,1.3324325,1.2146554,0.90821624,0.9279917,1.1460085,1.1959677,0.795483
table,0.6256145,1.4822711,0.5762377,1.2094953,1.3304136,1.2229044,0.9084431,0.40909028,0.97142607,0.29357016,1.3236691,0.284284,0.6142369,1.0251526,0.6134655,0.80803955,0.8272157,1.4527695,1.0702277,0.74170756,1.3563671,0.85113627,1.1096921,1.4878983,1.4736772,1.2919414,1.0193818,0.8659013,0.852892,1.3291569,0.89545906,0.46684158,0.92990005,1.3535376,0.74507856,0.34422636,1.2156231,1.5373166,0.6418854,1.3143139,0.7031077,1.1025618,0.8878304,0.62379,0.9181659,1.3017787,1.1075709,1.4459126,0.51892805,1.0634133,1.3036855,1.3634598,1.1917877,1.1742973,1.1328816,1.192214,0.57171977,1.3725612,0.98471856,1.2721751,0.94974893,0.94069695,1.5584652,1.4310814,0.59966934,0.6931348,0.5784029,1.2810516,0.8057872,1.0448483,0.9071873,1.1468021,0.9416245,0.93094975,0.8188138,1.3535926,1.1673353,1.5062457,1.1542656,1.4185565,1.2986836,0.9825343,0.54005265,0.8026608,1.0239812,1.4676623,1.385499,1.1187606,1.1767316,1.0854485,1.2471594,0.7255317,1.3208656,1.2073629,1.415863,1.3699899,0.62099606,0.71187204,1.1669389,1.0528884,0.6418938,1.450002,0.90103984,1.4346321,0.668135,0.6968208,0.6314993,1.5602009,1.2295477,0.99502003,1.1395752,1.2793295,0.74498034,1.3490269,0.9696813,0.6111685,0.0,1.2394794,1.4160728,1.2724459,0.8191823,1.2201293,1.1987636,0.77215624,0.87275344,1.0330076,0.9983283,1.4310452,0.73076135
tape,1.3696845,0.5408207,1.3951764,0.8242275,0.37825757,0.7282381,0.9636647,1.3120005,1.1268297,1.3657271,0.79109156,1.4026552,1.3796582,1.0862948,1.286517,1.0230983,0.9920999,0.6134565,0.46405387,0.9186101,0.7350622,1.2115545,0.42357254,0.73566407,0.62990624,0.9193306,1.0077362,1.2185755,0.770357,0.6465323,1.2385926,1.0876877,1.2635523,0.751656,1.1962156,1.3717015,0.91660714,0.5134289,1.1472099,0.436944,1.0007409,0.9747352,1.1469479,1.3652253,0.95261824,0.9454658,0.996702,0.6346575,1.3615744,0.9638498,1.0409367,0.9531752,1.1147414,0.9358928,1.1042986,0.8953658,1.1738362,0.94822377,1.182849,0.3444903,1.3381472,1.2535204,0.68106323,0.7492194,1.288112,1.2690653,1.4812007,0.9302144,1.1781379,0.87751496,1.3028647,0.8833953,0.8658858,1.1920149,1.1505213,0.76638573,0.8431659,0.86290115,1.0793192,0.5782172,0.81871843,1.169551,1.4542155,1.4315512,0.6638045,0.64400095,0.6629144,0.9517447,1.1189648,1.0302931,1.0851725,0.7127049,0.83816636,0.85111064,0.637136,0.75443536,1.2763283,1.1852684,1.2019254,0.8266529,1.4389958,0.6305133,1.3688974,0.9685179,1.1884148,1.066223,1.2191124,0.6622276,0.650402,1.1705675,0.8375782,0.7058587,0.92998904,0.5810352,1.1039853,1.367631,1.2394794,0.0,1.0224727,1.0349343,1.0423678,0.8740848,0.28078556,0.63118196,1.2299459,1.2049145,1.0276818,0.8408685,1.3300529
toe,1.4012705,0.48720556,1.0858904,1.0515739,0.76414317,0.76048255,1.23427,1.3837397,1.1421039,1.4379668,0.801985,1.3935007,1.0918335,1.2673211,1.4008495,1.2348857,1.2413316,0.7854179,1.0738336,1.3222468,0.63833094,1.1252296,1.085354,0.85647345,0.74433714,1.0432222,0.8804749,1.3023163,1.0750341,0.9094765,1.1075081,1.3267287,1.0534095,0.6733157,1.2619591,1.4074131,0.86519134,0.6491077,1.4014388,0.8876818,1.2486057,1.1672852,1.0659975,1.2853498,1.1453925,0.7456044,1.0295334,0.6733422,1.219031,1.044462,0.18482679,0.96407443,1.0988111,0.727046,0.710222,1.1070969,1.2447307,0.4290009,0.933331,0.86924726,0.77992153,0.5214205,0.52776176,1.0006096,1.2572497,1.1976374,1.1590288,0.6567136,1.2406735,1.1840304,0.79251564,1.01863,1.2168409,0.98283935,1.0709419,0.4020455,1.0906497,0.26210612,0.785596,0.68975294,1.0668886,1.2105632,1.134107,1.0061195,1.0310423,0.6893879,0.70859414,1.032316,1.0993611,1.0068754,1.0760636,1.1556073,1.1113136,1.0235474,0.9934125,0.49174398,1.324064,1.2852788,0.9811635,1.0143851,0.9702961,0.59258986,0.9357904,0.47448438,1.2429122,1.1497562,1.2692662,0.4056729,0.87943506,0.77990437,0.792994,0.764802,1.2251322,0.5453489,1.2496688,1.0543072,1.4160728,1.0224727,0.0,0.444479,0.97828513,1.1019586,1.0347593,1.317305,1.1198947,1.1242528,1.1585847,0.5150501,1.1894848
tooth,1.2147369,0.6805139,1.1626232,1.1107018,0.8965063,0.8734453,1.1846055,1.191128,0.9772876,1.2347922,0.84315026,1.2416304,1.0457871,1.1806173,1.2966044,1.1084361,1.1528687,0.8499901,1.1157112,1.2976182,0.92145693,1.139899,1.183548,0.8956223,0.8881297,0.994216,0.91741586,1.2526062,1.1577942,0.93841285,1.2043321,1.2559608,0.86441326,0.9764106,1.070581,1.2473588,0.8360698,0.637311,1.283453,0.9471411,1.212777,1.2032627,1.1764772,1.2181741,1.1334165,0.92086434,0.94637823,0.75935817,1.1048927,1.0188951,0.45581877,0.8791011,1.0153449,1.0044068,0.74379086,1.090095,1.1543252,0.45444262,1.045213,0.85714173,0.7800875,0.7838478,0.67984545,1.1048362,1.0912697,1.0759729,1.0483918,0.6957487,1.2211051,1.1120569,0.90218645,0.8833327,1.281859,1.0541856,1.1130928,0.5038603,1.272815,0.4787951,0.8439465,0.7680261,1.104464,1.1031549,1.0843874,0.9546182,1.0337191,0.7339094,0.7746607,0.9445492,1.165112,0.98122007,1.0200617,1.1101584,1.129182,1.2365382,1.1131954,0.5864671,1.2592621,1.1240712,0.88846517,0.9172297,0.9269632,0.7860975,0.96488327,0.7994933,1.2157204,1.1350691,1.1710682,0.6016531,0.8340372,0.86779857,0.96083677,0.8683617,1.0480382,0.6855457,1.2923573,0.96950525,1.2724459,1.0349343,0.444479,0.0,0.94174856,1.2711644,1.032679,1.2769246,1.1531622,1.0305432,1.2566414,0.5326494,1.1517509
toothbrush,0.92709696,1.2828895,0.6978177,1.309764,1.0698186,0.96995217,1.0730238,0.8376709,0.9619129,0.89602387,1.2923111,0.935057,0.7746424,1.240027,0.8288243,1.0831703,1.001023,1.2414725,0.9522663,0.9617719,1.0896552,1.0328001,0.9564477,1.3823438,1.3368745,1.3075802,0.7163611,1.1848633,1.1346049,1.1899662,1.0295588,0.91619056,0.9611177,1.0848143,0.88151586,1.0016605,1.0632604,1.1283829,1.0761371,1.1002793,0.6997394,1.3337334,1.1049755,1.0052031,1.0503651,1.0408372,0.9360203,1.1926528,0.9307454,1.107806,0.7590092,1.1832645,1.063373,0.7863575,0.40415442,1.1568787,0.63743806,1.0697023,0.7958039,0.8894488,1.0667328,0.49205005,1.3956834,1.3596818,1.0123138,0.95040256,0.8629828,0.37951654,0.96214116,0.9739418,0.77928996,1.0749032,0.89266133,0.94108295,0.9576117,1.1057988,1.053538,1.0701419,1.1410452,1.2163489,1.2027887,1.1675069,0.77529895,0.98333776,0.9266364,1.016178,1.1454822,0.93839926,1.2012722,0.9839125,1.0941056,0.67240524,1.2545096,1.270409,1.3806949,1.2541848,0.9879793,0.9637157,1.2397671,0.6877142,0.87755173,1.2423055,0.97213656,1.2389266,0.9896548,0.6533228,0.7927865,1.300166,1.0812446,0.60964787,0.8350786,0.57740235,0.59120524,1.1531144,1.1033238,0.96822274,0.8191823,1.0423678,0.97828513,0.94174856,0.0,1.0794472,1.0233383,0.9577574,1.038204,1.0969131,1.081136,1.2571902,1.0338726
towel,1.011736,0.99514425,1.1119152,0.8653751,0.8773681,0.9672057,0.70808053,1.1713617,0.93427044,1.1396095,1.0383146,1.100773,1.0790008,0.9630455,0.8114486,1.1379975,1.0512488,0.85757303,0.7765869,0.93178654,0.8471454,1.0647736,0.72251487,0.8916092,0.80025697,0.8057009,1.0910856,0.9218615,0.81500566,0.94875723,0.8422047,0.97501093,1.0816396,0.8565048,1.1059647,1.1239265,0.8906835,0.96216536,1.056424,0.80342686,1.0674978,0.8832088,1.011907,1.1662629,1.0254682,0.82307535,1.1423354,0.92059356,1.1552483,1.1448975,1.2488362,0.9186725,0.8307358,0.7115747,1.1071935,1.0125831,1.3122367,1.1964302,0.94123906,0.8667713,1.3039792,1.2764142,0.92248964,0.8071406,1.3168765,1.2502408,1.1408638,1.0198897,0.9788734,1.0155541,1.1263024,1.1939343,0.7229268,0.922753,1.125037,1.1355573,0.03225887,0.9866594,1.0894248,1.0423852,0.81257486,1.069687,1.0880945,1.1531159,0.9172562,0.9179191,0.9569697,1.0363065,0.39744484,0.97032434,0.7904372,1.036143,0.88618416,0.5207611,0.6132085,1.1657943,1.0851682,0.9629706,1.0413206,1.191706,1.313187,0.8215817,1.0686444,0.9478597,1.048779,0.9668848,1.0438854,0.94039524,1.0035076,0.9352365,0.98281705,0.88080144,1.2123225,1.032609,0.6118939,1.3089468,1.2201293,0.8740848,1.1019586,1.2711644,1.0794472,0.0,0.8631244,0.76470673,0.9694371,1.1392466,0.8459322,1.1074648,1.1199667
toy,1.1516428,0.66655856,1.3062589,0.8486322,0.6082485,0.7155266,0.82203376,1.3896471,1.2797801,1.2958758,0.92425996,1.3182553,1.3179891,1.1248572,1.262808,1.0152253,0.76317644,0.712939,0.72091174,0.72544885,0.8632435,1.2151275,0.5449012,0.8332037,0.7737314,0.9018624,0.7899848,1.1822733,0.8443888,0.83459485,1.1222774,1.0404825,1.1893455,0.7872664,1.1609193,1.2944876,0.8150287,0.5778589,1.0652404,0.55774546,0.99799,0.98826534,0.82080007,1.3363137,0.9477509,1.0077343,0.9486503,0.88238,1.3744732,0.92827857,1.0332559,1.0095302,1.0933578,0.9137816,1.1371789,0.6584967,1.186171,1.0079254,0.9153999,0.24844325,1.2404097,1.1500568,0.7698891,0.82787406,1.216182,1.2519352,1.376276,1.0192505,1.0685239,1.0043766,1.2291524,0.9192202,0.89313716,0.9562008,1.1288972,0.9299957,0.8283454,0.9745995,1.1586615,0.7874902,0.8404918,1.1680562,1.3716966,1.3683951,0.79883933,0.73409545,0.7965119,0.8341989,1.1601508,1.0030756,1.0896965,0.8972232,0.85373867,0.7329019,0.7645259,0.8529923,1.2651973,1.238186,1.0918746,0.7722674,1.3758504,0.6566832,1.3185995,1.0139722,1.1852229,1.2437142,1.0962502,0.7736806,0.7460954,1.1391628,0.9465356,0.820702,0.8771419,0.68394846,1.0375336,1.3324325,1.1987636,0.28078556,1.0347593,1.032679,1.0233383,0.8631244,0.0,0.48654115,1.2354689,1.061479,0.926486,0.9176688,1.3211714
tray,0.9870073,1.1078312,1.0138264,0.90147346,0.8627827,0.7375995,0.5519279,1.0023438,1.1281633,0.8747798,1.1429054,0.9063354,1.0935084,0.9973299,0.84947544,0.94659925,0.5918254,0.986994,0.6849495,0.5475784,1.0119102,1.1334829,0.6232164,1.1079327,0.94450694,0.9029555,0.9581157,1.0697544,0.75399876,0.9530003,0.9222704,0.7309072,1.0764589,0.9191427,0.8942474,0.9079571,0.9889332,0.96113545,0.8733105,0.68094635,0.859911,0.975106,0.9140684,1.0859303,0.9255411,1.1450349,1.1777756,1.161988,1.1192105,0.9878562,1.279416,1.246008,1.0714316,1.0712053,1.0899122,0.92944884,0.9609482,1.225127,1.0536009,0.610777,1.2768629,1.1628207,1.1248347,0.9421483,1.1381261,1.1026177,1.1936284,1.0729564,0.8561257,1.0164332,1.2140716,1.0971717,0.83304393,1.0533135,1.0711312,1.2157092,0.73013973,1.186584,1.3462511,1.0691245,0.7887926,1.0547404,1.0805333,1.2733612,0.7366497,0.88621646,0.9744091,1.0113069,0.98395365,0.9621061,1.0701281,0.5932443,0.96769756,0.6663223,0.7841149,1.2485948,0.94561815,0.99026364,1.1967733,0.85922515,1.2528865,0.9003973,1.2734256,1.2228752,1.0267975,0.95259374,0.95400685,1.0891881,1.0699984,1.1534925,1.1459533,0.8032344,0.9211986,1.0667939,0.93036366,1.2146554,0.77215624,0.63118196,1.317305,1.2769246,0.9577574,0.76470673,0.48654115,0.0,1.0997794,1.1483402,0.8516769,1.1974934,1.10941
tree,0.97909486,1.1965916,0.96944904,1.1360531,1.1447797,1.1210303,0.98907936,0.86837256,0.9267702,0.8937396,1.1325394,0.88009596,0.9063611,0.9006845,0.9391157,1.0158874,1.0429907,1.1328983,1.1095749,0.9799263,1.0493186,0.9000913,1.0600425,1.1126405,1.1216565,0.8151973,1.1098467,0.91204965,1.0249904,1.0751836,0.8582436,0.9172325,1.0070181,1.0197122,1.0039488,0.8849236,0.9811009,1.2590371,1.0324476,1.1891218,0.92352587,0.9851086,0.96162826,0.74569094,0.9152025,1.0968856,1.0453916,1.0973023,0.785995,1.0575465,1.0831488,1.1243463,0.88950455,0.95470643,1.1055425,1.0844511,0.9457054,1.1217618,1.0063314,1.1286664,0.87454844,0.96372324,1.1798284,1.0587535,0.9751434,1.0349643,0.8271662,1.1306871,0.8888311,0.9811813,0.9809667,1.1200198,0.89385253,0.9896831,0.95757496,1.1506165,0.9819293,1.1364546,1.0693575,1.2039,0.9566434,1.0843222,0.89964616,0.93169314,1.1432762,1.2221954,1.2166644,1.1146636,0.9111883,1.0561976,0.87393713,1.0604117,1.0261846,0.99799407,1.0346287,1.2069119,0.77582765,0.9231313,1.0543185,1.137404,0.9587207,1.1653638,0.98032707,1.155757,0.8174622,0.9614917,0.86663437,1.2350296,1.1455919,0.9590665,1.0223862,1.2167282,1.0866647,1.1687232,0.9105782,0.90821624,0.87275344,1.2299459,1.1198947,1.1531622,1.038204,0.9694371,1.2354689,1.0997794,0.0,0.96177554,0.9012841,1.1759734,0.3581648
truck,0.86307144,1.1537117,0.97171336,1.0285083,1.2013196,1.1328593,1.0324824,0.99460614,1.0216788,0.9842594,1.0315917,0.96543384,0.93578535,0.97303677,0.99750566,0.7893541,0.9325561,1.1305351,1.1455915,0.96567106,1.1931624,1.0014409,1.1022017,1.0905282,1.1058208,0.6526945,0.95759076,0.92982024,1.183633,1.0849972,0.9941848,0.96821284,0.88354367,1.2275552,1.045896,0.95108414,1.0564513,1.1636064,0.96714324,1.1566986,1.0244398,0.9916541,0.88401365,0.9042088,0.9635934,1.081322,0.8540422,1.1102049,1.0632213,0.81329215,1.1242032,0.88573146,0.9849691,1.0947745,0.9976906,0.90940386,0.8768292,1.0010467,0.91952235,1.0826156,0.7944199,0.99416876,1.0934131,1.0436702,0.9053082,0.96431935,0.9356036,1.1630195,1.0118433,0.97278816,0.93377733,0.9260054,1.0046121,0.90562606,0.926499,1.1189365,1.1479039,1.1927866,0.9109532,1.1122967,1.0674137,0.97505367,0.9022311,0.9279815,1.1454117,1.2019454,1.1698918,0.9478328,1.0199659,1.0731285,1.003034,1.1571026,0.95357007,1.0839096,1.0283217,1.1004778,0.96121114,1.0438358,0.9106158,1.0437008,0.8789426,1.1317841,0.9199995,1.0958818,0.96076125,1.0486045,0.9812204,1.1421814,1.12732,1.0913563,1.066272,1.2564442,1.0260867,1.1274918,0.9618987,0.9279917,1.0330076,1.2049145,1.1242528,1.0305432,1.0969131,1.1392466,1.061479,1.1483402,0.96177554,0.0,1.0590887,1.0821964,0.9179947
vacuum,1.2317854,1.1432867,1.0334145,0.9816972,1.0895329,1.0648565,1.0417658,1.058524,1.301584,1.1046376,0.94807327,0.9335232,1.2526498,0.81354296,1.1126518,1.004438,1.1188033,0.7938601,0.9888507,0.9151036,1.172227,0.39416265,0.78392315,0.92329955,0.67230314,0.83530027,1.0965089,0.86587167,0.67297256,0.8822261,0.6633256,0.8239146,1.2475631,1.0680263,1.2150642,1.013032,1.0392481,0.9694026,0.9069011,0.8391488,1.1303059,0.7551351,1.0698422,0.63828695,0.8117746,0.9251903,1.3096396,1.0887927,1.0057696,1.054227,1.242229,1.2546378,0.7557564,0.9550475,1.0579329,1.0682368,1.2390926,1.124718,1.2122782,1.1184757,1.1397924,1.1745329,1.0333589,0.771785,0.87594396,1.1299548,1.1399635,1.0394886,0.40739202,0.63215107,1.1587762,1.2481011,0.731231,1.2913617,1.2401949,1.202146,0.82411224,1.0020404,1.282778,1.1014898,0.573793,1.2008821,1.2647614,1.1125487,1.078951,0.84439826,0.97044647,1.1550514,0.8344585,1.1575142,0.7199919,1.1565986,0.8163595,0.5753753,0.71567667,1.1766583,0.6163198,1.1755252,1.2224175,0.9542728,1.2812722,0.9288763,1.1195433,0.76474506,0.80090016,1.0150199,0.6367891,0.9877586,1.1536332,1.0510544,1.2198024,0.8865585,1.1030996,1.1061679,0.6840258,1.1460085,0.9983283,1.0276818,1.1585847,1.2566414,1.081136,0.8459322,0.926486,0.8516769,0.9012841,1.0590887,0.0,1.1046438,0.8560605
watch,1.4696617,0.29853326,1.3731914,0.95172745,0.65117496,0.82278275,1.237159,1.3784153,1.110158,1.4287317,0.42009938,1.4575839,1.328382,1.1106943,1.4925742,1.1031793,1.2272233,0.3143289,0.90268475,1.3640971,0.7624259,1.1737024,1.0396903,0.53076494,0.44899964,0.7242072,1.0891633,1.2318985,0.99754274,0.7164711,1.2247182,1.3625444,1.1411417,0.8451599,1.3083365,1.388644,1.0314327,0.299569,1.3609449,0.5646668,1.3689917,0.97589815,1.1474377,1.2661637,1.1857718,0.8575228,1.0246472,0.30273277,1.2326384,0.8847905,0.6500004,0.63434577,1.094117,1.1934662,0.90358996,1.0080947,1.3613977,0.45900774,1.2375648,0.8874016,0.94526535,1.1160647,0.21137738,0.7366376,1.2464881,1.1568636,1.3501596,0.7511022,1.2634106,1.0222706,1.1257241,0.92781615,1.2179911,1.2839768,1.2409811,0.2002474,1.1138865,0.43876106,0.74736285,0.380507,0.9021104,1.1862186,1.3379383,1.1774203,0.9713459,0.47889113,0.4451847,1.1086684,1.0416435,0.9952413,1.0563016,1.0566698,0.92314076,1.0191188,0.6658627,0.32752448,1.2679819,1.2844479,1.0193526,1.0286832,1.1994044,0.58979195,1.1574352,0.47102702,1.268124,1.184588,1.3821306,0.17983544,0.75113213,1.2838349,1.0174553,0.747743,1.2186513,0.63125783,1.2011467,1.1959677,1.4310452,0.8408685,0.5150501,0.5326494,1.2571902,1.1074648,0.9176688,1.1974934,1.1759734,1.0821964,1.1046438,0.0,1.1418203
window,0.9628781,1.2734776,0.8739964,1.1316065,1.290452,1.2428869,0.9533754,0.6924324,1.0138246,0.74468076,1.0436459,0.6946951,0.81532323,0.942865,0.88717514,0.88833314,1.0617237,1.1593814,1.2242769,0.9983201,1.2596278,0.8189244,1.1513356,1.1911396,1.0812088,0.76388687,1.1123258,0.9124963,0.9567671,1.0586803,0.7991384,0.8963652,0.91370714,1.2169048,1.0540576,0.6921282,1.0789427,1.2864648,0.8568405,1.2359729,0.9886194,1.0247442,1.0339757,0.41993022,0.87237185,1.0777832,1.052413,1.1001849,0.7535517,0.99013966,1.1534348,1.1075263,1.0499417,1.1998773,1.0762285,1.1144712,0.89256597,1.088564,1.134455,1.2925184,0.86015594,1.0043015,1.2061371,1.1303725,0.8585303,0.8820994,0.8097575,1.1797285,0.73788214,0.8910482,1.0254161,1.057205,0.99911064,1.0891564,1.0485451,1.1923114,1.1381131,1.1721171,1.0079794,1.2073573,0.9058917,1.0493985,0.7783128,0.8537934,1.2051115,1.2947652,1.2540164,1.2262256,0.93970615,1.1202221,1.0494549,1.0551417,1.1442752,1.1668764,1.1069181,1.1748787,0.52029335,0.9964934,1.0571479,1.1762325,0.85140586,1.2464396,0.89435005,1.1311698,0.6062832,0.83812094,0.81318593,1.2393988,1.1531593,1.1281507,1.1168672,1.2647791,0.99541867,1.2722473,0.884265,0.795483,0.73076135,1.3300529,1.1894848,1.1517509,1.0338726,1.1199667,1.3211714,1.10941,0.3581648,0.9179947,0.8560605,1.1418203,0.0
