,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
owl,0.78927577,0.9634605,1.2071761,1.228658,0.75827175,1.136361,1.2352519,0.98685056,1.1245322,0.9403571,0.56215113,1.2523144,1.0294319,0.65751374,1.1268281,0.54582274,1.0147287,1.2120833,1.1770434,1.2536035,1.0137607,1.0078737,1.278981,1.3122104,1.0632377,1.3133327,1.0924132,0.81611735,1.0072045,1.134046,1.1861725,0.93743676,0.9593882,1.0609858,0.9715483,1.0434055,0.76527834,0.7998307,1.287235,0.7472681,1.2536317,1.0802151,0.7567242,0.72219384,0.9600408,0.81378025,0.72220844,1.2604396,0.9693066,1.1595889,0.8563821,0.7751409,1.1003995,1.1725979,1.1536611,1.1059967,1.2304394,0.91665876,1.0970443,1.3066703,1.0082896,0.8135553,1.1406401,0.8745144,0.9269938,1.294113,0.975964,0.99923086,0.87971485,0.94011104,0.5807822,1.0906082,1.1590714,1.2861228,0.9827993,0.8082633,0.9879891,0.9115956,0.8149774,1.206276,0.96093524,1.2130848,1.0376785,1.2809905,0.97101676,1.218198,1.0620228,0.0,0.58568984,0.80740315,0.7862492,1.3098056,1.2499639,0.92866164,1.1191666,0.9359329,0.9045405,1.0780163,1.2100883,0.96336573,1.2275116,0.9558109,1.2428802,0.9014574,0.9540191,1.0083042,1.1408603,0.71981937,1.0413483,1.048612,1.2346766,0.8485707,1.1474513,0.84482765,1.2731127,0.9198399,1.1265538,0.9498917,1.1241038,0.9853616,0.80633783,0.6907141,0.9507704,0.9946507,0.69883746,1.2979714,1.1518945,1.1676269,0.9281817,0.9616596,1.1643974,1.120841,0.907711,1.1474591,0.9739497,1.2942193,1.2906533,0.8966313
pajamas,0.84563255,0.97365636,1.4442899,1.1719074,0.46276474,1.3025329,1.455164,1.0107882,1.2648598,0.7110214,0.50820404,1.3238459,1.0042605,0.19921541,1.4114057,0.5475339,1.0737432,1.4403131,1.36397,1.5011218,1.0049993,1.0496613,1.3899992,1.4148757,1.3351792,1.3637011,1.1627812,0.83516157,0.988607,1.1535206,1.3366265,0.9303428,1.0952932,1.1482819,0.9477699,1.0591694,0.6561454,0.87474966,1.5155708,0.73532826,1.4521024,1.1880995,0.9879841,0.73869216,0.9248643,0.7921165,0.20638597,1.3450358,0.9793137,1.3403475,0.7358786,0.69271004,1.1406372,1.4756933,1.336082,1.1319116,1.1629199,1.2172607,1.150869,1.4524832,1.0233029,0.8230042,1.4069773,0.65431756,0.8456124,1.3131473,0.689995,0.93345827,0.6425204,0.9333848,0.18840086,0.94333446,1.2610984,1.5324388,0.9263855,0.76978105,0.9819037,0.8408574,0.6162141,1.2265439,0.8570001,1.4080019,1.1915154,1.1146548,1.0346918,1.3515676,1.031583,0.58568984,0.0,0.341439,0.67997646,1.5197704,1.5053306,0.7747617,1.2805865,1.037332,0.9217049,1.2216737,1.483923,0.76661515,1.3855873,0.8547226,1.3126925,0.846522,1.0116327,0.7389967,1.1346706,0.14169765,0.98258686,0.5413677,1.289768,0.7310624,1.298506,0.7329798,1.4770074,0.8709351,1.3281441,0.77460957,1.1155021,0.93893117,0.83254874,0.6439832,0.4678439,1.1320379,0.5847528,1.4910531,1.2652389,1.1498208,0.795473,1.1267805,1.4426095,1.114005,0.8680413,1.195018,0.99888676,1.3552983,1.3410892,0.8450697
pants,0.88722557,0.8287662,1.3416054,1.2367295,0.6286782,1.3528451,1.4038904,0.9436004,1.2903736,0.745429,0.70039666,1.228694,0.9104851,0.52335286,1.3621931,0.6773492,1.1399727,1.4355793,1.3722216,1.4357432,1.0676999,1.0236449,1.2830155,1.370241,1.2600677,1.2201345,1.1915325,0.9683582,0.82719916,1.1103323,1.4218273,0.8286232,1.0052297,1.1518726,0.9317039,1.1042053,0.6674212,0.90361714,1.4155763,0.846986,1.4235017,1.0211345,0.8244877,0.8987919,0.9084258,0.8953865,0.52291363,1.2830398,0.8898361,1.3448656,0.6999525,0.7859065,1.0190674,1.3605695,1.3717002,0.99787956,1.0958827,1.2605317,1.0516143,1.3175511,1.0117964,0.85677886,1.4558017,0.7365119,0.8822021,1.2209802,0.6251018,0.93409765,0.5012001,1.055714,0.29344058,0.91075945,1.2442048,1.4141812,0.72895706,0.92668223,0.8925291,0.9897722,0.77412254,1.1748264,0.8918929,1.2894108,1.1175456,0.944458,1.0407275,1.2394001,0.9875645,0.80740315,0.341439,0.0,0.9221519,1.4114487,1.3631353,0.726483,1.3047975,0.94435173,0.92072463,1.2319835,1.458863,0.71871424,1.2970493,0.96437913,1.1628679,0.8122441,1.0445477,0.5840426,1.27474,0.34476346,1.0451564,0.20981479,1.2589679,0.84865195,1.19816,0.8901939,1.3765795,0.91936123,1.2853687,0.8979558,1.1603917,0.98867536,0.9160004,0.8123872,0.32750392,1.1580106,0.77868783,1.4510932,1.0908835,1.0321743,0.96628946,1.0683936,1.527024,0.93879074,0.9201377,1.2796123,1.0156631,1.2386427,1.2142189,0.8534677
paper,0.8438005,1.0273403,1.36909,1.122053,0.58237404,1.2452381,1.3433702,0.98894745,1.2948962,0.6749677,0.5457157,1.4229128,1.0303116,0.72387755,1.2095587,0.658725,0.9740392,1.0372865,1.2908165,1.341584,0.8267585,0.9298776,1.155419,1.3698686,1.2119907,1.3224902,1.0388131,0.6969067,1.0894817,1.0882612,1.1599914,0.9986365,1.0098693,1.0463511,0.7868281,0.9683403,0.7700865,0.8442576,1.3652242,0.7708464,1.377375,1.1774935,1.0136983,1.0140983,0.95299226,0.6477768,0.6690923,1.2475162,1.0067028,1.1625011,0.88146526,0.81996536,1.1740837,1.2814214,1.2567863,1.1950802,1.0179158,1.0619605,1.2020131,1.3909528,1.2015411,0.84040314,1.2784076,0.8667656,0.90327257,1.4181187,1.0028524,0.7283742,0.86994106,0.95486075,0.7274976,0.867718,1.0611938,1.3359194,1.041175,0.7780713,1.0051054,0.86496437,0.7645749,1.0172296,0.7746661,1.3210087,1.097896,1.3192807,1.1387504,1.2703019,1.0251615,0.7862492,0.67997646,0.9221519,0.0,1.2734718,1.2020878,0.90671563,1.2572407,1.0091017,1.082457,1.110497,1.258475,0.94047457,1.3753937,0.77188605,1.212905,0.86317325,0.7934158,1.1709344,0.89341986,0.7609889,1.0109432,1.1390759,1.028053,0.68883055,1.0378859,0.7426245,1.4085344,0.73909277,1.1929078,0.9492179,0.90648276,0.8972099,0.69211465,0.7906684,0.90856194,1.1708899,0.5245741,1.3723738,1.3069594,1.1164346,0.7108829,1.0507321,1.3084173,1.0644203,0.9234878,1.1991713,0.9221659,1.2076836,1.4325969,0.7904093
pen,1.3257203,0.95180184,0.45713025,0.9960429,1.4511638,0.7397871,0.5352377,1.0592359,0.73151046,1.4205525,1.552554,0.38247377,1.1871194,1.4736009,0.6581968,1.4641811,0.9682735,0.35327435,0.3976226,0.3946017,1.1965013,1.1120135,0.5854081,0.596746,0.67624295,0.68380547,0.91955566,1.1639351,0.9326493,1.0427737,0.66200733,1.0921599,0.92631984,0.9414494,1.228209,0.9473605,1.431331,1.2055706,0.08538568,1.4492737,0.50036025,0.8369851,1.1137167,1.3304192,1.2059441,1.3820896,1.4086785,0.6719202,1.0930653,0.83786213,1.3493241,1.3298614,0.829306,0.32076836,0.80943704,0.83839923,0.6935805,0.9719441,0.7216445,0.31792694,1.0334997,1.2892256,0.6390495,1.3114319,1.2058194,0.6473708,1.190668,1.1858375,1.3245932,1.2103314,1.4786041,0.9040956,0.92455804,0.32510364,1.022559,1.2486445,1.0516429,1.209118,1.4931332,0.92504096,1.2899547,0.30430275,0.8637372,0.61913925,0.9017337,0.646173,1.0986402,1.3098056,1.5197704,1.4114487,1.2734718,0.0,0.11382592,1.318707,0.8910816,0.86950564,1.0602437,0.9580561,0.30135703,1.2650859,0.58436996,1.3261588,0.65529144,1.3356538,1.2786531,0.9855274,0.79790217,1.5270649,1.1900624,1.234165,0.7114634,1.3968127,0.7434699,1.320492,0.33313572,1.1953051,0.46181637,1.204017,1.1728425,1.2239286,1.2108964,1.3298955,1.3375077,0.94573253,1.5312083,0.47343838,0.60262275,0.70201886,1.2314526,0.9080793,0.48792952,0.87698925,1.2688754,0.78160566,1.1622143,0.6835105,0.4058162,1.299396
pencil,1.2898748,1.0371,0.5169809,1.0162022,1.4569881,0.77713454,0.5588145,1.056416,0.7463094,1.3249078,1.4876074,0.45665395,1.1042981,1.4700949,0.57084084,1.3903008,0.8739974,0.2758537,0.46775043,0.3668381,1.1317883,1.0608455,0.64406264,0.58265585,0.66619325,0.64148957,0.8702605,1.202806,0.9338131,1.0152544,0.67894506,1.119005,0.8216605,0.9412457,1.1496996,0.966194,1.3724959,1.1986601,0.16298163,1.369483,0.5312357,0.87073004,1.1178988,1.3675145,1.2362678,1.3517559,1.3962532,0.6852244,1.1250417,0.865493,1.2980841,1.3204256,0.96038955,0.29491532,0.77493393,0.92725265,0.80571395,0.9727167,0.8287424,0.4762324,1.0798825,1.2221634,0.6381415,1.3257569,1.2756946,0.74180514,1.2412874,1.1471086,1.3142759,1.2185223,1.4275606,0.9369212,0.88487875,0.3811642,1.0445844,1.2419782,1.0834016,1.1942172,1.4816372,0.90094733,1.2509495,0.43877292,0.8109274,0.74029744,1.049009,0.6842127,1.0824956,1.2499639,1.5053306,1.3631353,1.2020878,0.11382592,0.0,1.2960241,0.9380251,0.8067398,1.0358415,0.9072432,0.29154515,1.2186712,0.6642294,1.3005724,0.63524276,1.2812667,1.2067178,1.0245494,0.85772085,1.5072916,1.1720498,1.2270802,0.79036814,1.3209035,0.6272399,1.244641,0.43107605,1.108297,0.4937027,1.233613,1.1904507,1.1699935,1.2309906,1.2939444,1.3164618,0.92421633,1.4903635,0.4763353,0.75864726,0.8044353,1.269961,0.8361904,0.5341163,0.87551683,1.202743,0.8200214,1.1112449,0.7165655,0.5831698,1.1855532
penguin,0.8927597,0.88250786,1.2987778,1.0452698,0.67119324,1.2555418,1.3583134,0.9061619,1.3179121,0.8030712,0.855664,1.3079498,0.9602164,0.8200029,1.1221931,0.9412266,1.0501374,1.3692056,1.2693024,1.3046296,1.0880929,1.0412353,1.1343521,1.2482471,1.2052579,1.3023927,1.103025,0.9194809,1.1522323,1.0969312,1.316453,1.1214865,1.1232009,0.9589403,0.97329533,1.1440767,0.8825574,0.88968825,1.3296497,0.89930063,1.2750456,1.166545,0.9939248,0.7962388,1.0476631,0.8897395,0.8386207,1.231272,0.8840847,1.2028594,0.8626806,0.82759887,0.89091194,1.2917211,1.2015063,0.9916837,1.0538412,0.95785356,1.0140115,1.2965062,0.94342935,0.904677,1.2840024,0.8483248,0.77459836,1.2881972,0.94566244,0.7213981,0.8738582,0.9140404,0.7607118,0.90122867,1.1254382,1.3528937,0.7149714,0.8884827,0.9780255,0.94398946,0.68395734,0.9473749,0.7796353,1.2584016,1.2839907,1.1671644,1.0052196,1.2207692,1.1589539,0.92866164,0.7747617,0.726483,0.90671563,1.318707,1.2960241,0.0,1.1647699,1.2572211,1.0979701,1.0743669,1.4102519,0.80753994,1.2369066,0.9196686,1.2377709,0.96429527,0.86369205,0.9359793,1.0281816,0.74166274,0.97355026,0.90528065,1.0213776,0.8104247,1.1579807,0.83327174,1.276341,0.9214467,1.2292881,0.86232466,0.8614678,0.40489292,0.8573601,0.76881266,0.79211926,1.0215684,0.8585461,1.3160388,1.0445223,0.99191016,0.80561835,1.2384307,1.3279105,1.1010697,0.9907856,1.1841362,1.0197495,1.0807773,1.2135174,1.0195136
pickle,0.9776503,0.9693438,0.7285436,0.733569,1.2431837,0.6908158,0.7131151,0.76531684,0.93142027,1.3250271,1.3685623,0.81441,1.2314032,1.2337875,0.82420784,1.2225411,1.0170327,0.94917595,0.90006256,0.7930753,1.1691381,0.7277081,1.0169779,0.8483588,0.77731985,1.0280637,0.9644218,1.0949641,1.0034564,1.0638024,0.87518394,1.2129741,1.0384898,1.0017444,0.879679,0.8084044,1.3671281,0.9170139,0.84558386,1.3657815,0.7616885,0.800055,0.9621409,0.974138,1.1539302,1.2556393,1.2598217,0.77481544,1.0542169,0.57977307,1.0951093,1.1748892,0.78316104,0.77546066,0.82583773,0.83646643,0.97379756,0.6766695,0.9101156,0.78173923,0.7024636,1.1896733,0.6241537,1.0650512,0.9630112,0.68846834,1.022603,1.2806636,1.2389257,0.9082482,1.2991189,1.2112777,1.0326716,0.9243662,1.1220324,1.1274908,0.7771844,1.0685616,1.0636876,1.119982,1.1590251,0.843255,0.81529415,0.8584364,0.9524472,0.7991295,1.0874633,1.1191666,1.2805865,1.3047975,1.2572407,0.8910816,0.9380251,1.1647699,0.0,1.0987582,1.0229617,0.94781065,0.8192413,1.1421161,0.76306975,1.1219957,1.0262324,1.2391521,0.98724097,1.0644882,0.91590846,1.2926223,0.8597229,1.162095,1.0333792,1.2206428,1.0710071,1.1573448,0.73177004,1.1255937,0.826786,1.081846,0.82470614,1.1704905,1.247668,1.2572982,1.2510685,1.034871,1.3577645,0.7524026,0.7831358,0.9149092,1.0884832,0.89996785,0.7160225,0.9951229,1.1089264,0.9429778,1.0586865,1.1191187,0.73197746,1.2517753
pillow,1.0226355,0.913776,1.0157448,1.0769705,1.0801513,1.0503857,0.8628899,1.1483269,0.660597,1.0585293,0.7840475,0.76336324,0.807563,1.1105278,1.0065093,0.53935874,1.0275141,0.69843626,1.0495065,0.87011003,0.76491976,0.95325005,0.9985633,0.86321324,1.0184523,0.67114127,1.161612,1.0321727,0.7893033,0.7741929,0.9571755,0.65308076,0.915342,1.0593562,0.93321407,1.1126902,0.54671055,0.940954,0.8714728,0.92733735,0.909047,0.90911263,0.83203197,0.88192046,0.7857932,0.8895367,1.1340829,0.94478416,1.1278181,0.9766994,1.2064466,1.1675017,1.1150789,0.8107033,1.051624,1.0536227,0.9949082,1.0848135,1.0677679,1.034155,0.89965355,1.1986746,1.0261813,1.1698445,1.2160895,0.96893704,1.083952,1.2020578,0.78805596,1.11943,1.0228106,0.92721635,0.9669526,0.83527553,1.0652688,0.96317893,0.90361494,1.116325,1.0554148,1.1149377,1.3323357,0.9770824,0.43419898,0.8950784,1.0737723,1.0344259,0.7292095,0.9359329,1.037332,0.94435173,1.0091017,0.86950564,0.8067398,1.2572211,1.0987582,0.0,1.0035579,1.1136463,0.88427055,1.1594834,1.0347829,1.1185806,0.5502668,0.8524533,1.0683509,0.9272207,1.2200332,1.0776727,0.9624753,0.84835476,1.1166884,1.1161681,0.63526696,1.1388329,0.829532,1.0875795,0.9990318,0.9439563,1.1676801,1.2859502,1.0690193,1.1937547,1.0437499,1.0839019,0.96479535,0.9650525,1.0430586,1.046411,1.2626208,0.41677624,1.0166123,0.7358199,1.2051125,0.9982412,1.1715112,0.93067217,1.0144417,1.0104303
pizza,1.0191046,1.0617647,1.0660089,1.2102368,1.019082,1.1024437,1.1491275,0.9316533,0.8376094,1.0042974,0.9803282,0.99945265,1.0321844,0.9285884,0.999008,0.9719685,1.0329568,1.0964768,1.0388417,1.142863,1.0793132,0.8953857,1.1379982,1.2000049,1.0618362,1.1110466,1.091473,0.9676929,0.6871695,1.1102554,1.0888863,1.0750465,0.9924946,1.0171435,0.9575629,0.9453573,1.017794,0.76677835,1.034572,0.99731636,1.1909637,0.90432113,0.9294221,1.1151577,0.9983116,0.9868499,0.9043998,1.0304173,1.0429417,1.162812,0.5519866,1.0380268,1.1031015,1.0551136,1.0785289,1.112023,1.050441,1.0796367,1.0015355,1.041181,1.1173145,0.83230245,1.1150817,1.0137807,1.0810134,1.0479555,0.7770648,1.0724722,1.0458229,1.1379727,0.92706406,1.0048659,1.0992874,1.0858375,0.8438113,1.0195495,1.0142144,1.0747868,1.0335724,1.0895829,0.97970736,0.9860201,1.1409751,1.0294471,1.0799752,1.1199528,1.0623899,0.9045405,0.9217049,0.92072463,1.082457,1.0602437,1.0358415,1.0979701,1.0229617,1.0035579,0.0,1.0177561,1.052043,0.92373806,1.0565131,1.0558544,1.1016372,0.9438104,0.94597787,0.9967825,1.1498457,0.9644557,0.8828301,0.9711764,1.1578405,0.8582054,1.0644703,0.9677863,1.0174313,0.72415644,0.9420696,0.9510893,1.2201418,1.085499,0.97640723,1.0247538,0.9607623,1.0984662,1.0434695,1.1808091,1.0871835,0.9713078,1.0854717,1.1224878,1.1451856,0.85812044,0.841659,0.93250126,1.0609401,1.1369333,1.0111878,1.0001318
plant,0.9179936,1.198831,0.91657406,0.9792072,1.218021,0.86442375,0.93178743,1.0572495,0.8884171,1.0480683,1.1035584,1.0804492,0.9149345,1.1445669,0.7962737,1.0748237,0.9143467,0.98327476,0.9043137,0.8892983,0.9968956,1.0782926,0.7964939,0.8655956,0.77654445,0.9141768,0.8316123,1.1362722,1.0754311,0.9529216,0.90271616,1.0421325,1.0021899,1.0902374,1.1012194,0.99744517,1.1433913,1.1404494,0.9709897,1.0523386,0.8793473,1.0691032,1.0164242,1.053483,1.054548,1.0277762,1.1545057,0.9001023,1.0474215,0.97481936,1.1209917,1.1035028,1.1359965,0.9020883,0.39796227,1.058246,1.0516268,0.7973145,1.1096243,1.0023674,1.0836365,0.75463814,0.8866847,1.1089996,1.1493332,1.0212116,1.0991545,0.94348174,1.120964,0.97571737,1.1692795,1.1987253,0.86707354,0.8464347,1.2172209,1.1119097,1.1301498,1.0703663,1.1769515,0.79981613,0.98585546,1.0548126,0.9269985,1.1326905,1.1271057,0.96448284,1.0209657,1.0780163,1.2216737,1.2319835,1.110497,0.9580561,0.9072432,1.0743669,0.94781065,1.1136463,1.0177561,0.0,0.878621,1.1016073,0.8963558,1.0111337,1.0519236,1.0389668,0.7378714,1.2068745,0.9973576,1.2078259,1.0238441,1.1556232,0.8301444,1.033712,1.0051045,1.0077218,1.0023471,1.0133495,0.95238316,1.1165457,1.0613415,0.87796926,0.94889176,0.99388254,1.1401292,0.778532,1.0731045,0.8994189,1.1354316,1.1585021,1.126886,0.9394071,0.87062836,1.1228851,0.6610017,0.90056396,0.888692,0.779256,1.1410997,0.90621114
plate,1.309736,1.1526706,0.28725255,0.9218838,1.5556546,0.55184317,0.34970784,1.07768,0.6664043,1.3603187,1.5053216,0.4760545,1.176548,1.4096524,0.52574235,1.3921119,0.8491969,0.26827925,0.24831116,0.19389737,1.1206716,1.0055213,0.833465,0.45874536,0.60480976,0.61648154,0.80760044,1.3306639,1.0018693,1.0629029,0.34744048,1.0945615,0.8517734,0.99765223,1.1223314,1.0114971,1.4175584,1.1877279,0.23364305,1.4117354,0.31410265,0.9296664,1.1375622,1.3159735,1.2094686,1.3578402,1.3553013,0.63119346,1.1835486,0.67496437,1.3454111,1.3478104,1.0533031,0.34402788,0.6501954,0.9867891,0.9793205,0.9120065,0.886034,0.46379864,1.0668223,1.210429,0.42632794,1.3520107,1.3467224,0.5989043,1.2582171,1.3288089,1.3785536,1.0651937,1.4804485,1.1520509,0.95094055,0.3301922,1.2432029,1.224093,1.0434908,1.1288273,1.5093948,1.0544521,1.2486095,0.36171138,0.8075564,0.8322787,1.0438428,0.5444449,0.9729122,1.2100883,1.483923,1.458863,1.258475,0.30135703,0.29154515,1.4102519,0.8192413,0.88427055,1.052043,0.878621,0.0,1.2822592,0.4879043,1.2973268,0.63448954,1.2474176,1.185908,1.1125748,0.9402803,1.4874272,1.137491,1.2982061,0.9625704,1.3314104,0.60829055,1.2773142,0.3568384,1.1381036,0.3720466,1.265236,1.1672102,1.2327833,1.3322005,1.3101507,1.3902807,0.9073979,1.4850909,0.27540708,0.7884959,0.88909805,1.3453233,0.8226476,0.3619449,0.91960764,1.1815261,0.8067165,1.0490283,0.8827596,0.5800507,1.2098854
pony,0.86702824,0.9946369,1.1885518,1.1233981,0.7285792,1.1384958,1.2519306,1.0260253,1.0914258,0.8192762,0.78146976,1.247482,0.9746732,0.7562058,1.1256636,0.93136144,1.0852052,1.2997768,1.2232352,1.3017766,1.0457181,1.0819334,1.0469323,1.2132599,1.1019499,1.1020677,1.1092553,1.0141249,0.9321767,0.9584174,1.1834589,1.0498977,1.0524118,1.0914316,0.98034686,1.0867833,0.89496344,1.0229077,1.2661898,0.6679459,1.3035238,1.0997205,0.93666446,0.95630586,1.0217876,0.97093153,0.792807,1.0812329,1.0631163,1.177266,0.5117248,0.8970094,1.0466994,1.218638,1.1418557,0.9706744,1.0988727,1.1572256,1.077026,1.2316706,1.1339928,0.90099055,1.2130303,0.87970793,0.960829,1.2317677,0.74869657,0.89182895,0.9187084,1.0565631,0.76500165,1.0801836,0.87513065,1.235559,0.54963976,1.0691121,1.0437262,0.9594498,0.9207754,0.92762977,0.93236005,1.194067,1.1191683,1.1425292,1.1842251,1.0986134,1.1065341,0.96336573,0.76661515,0.71871424,0.94047457,1.2650859,1.2186712,0.80753994,1.1421161,1.1594834,0.92373806,1.1016073,1.2822592,0.0,1.140987,1.029513,1.1950569,0.9649682,1.0370268,1.0054169,1.15496,0.72662973,1.0709403,0.75763524,1.0838535,0.7786734,1.1841555,0.8777115,1.2666719,0.8892689,1.1326339,0.99946076,1.0397844,0.9476986,0.99484193,0.7972741,0.8202786,1.0012965,0.88319117,1.2632997,1.094208,1.0862597,1.0128217,1.1032892,1.2894537,1.2040383,0.922687,0.93843997,1.0154866,1.0161138,1.2154078,0.8740472
pumpkin,1.2163389,0.9935831,0.23021388,0.83881295,1.4278975,0.39743257,0.42854822,1.0574204,0.78426516,1.4374986,1.4771831,0.62057865,1.2086445,1.3460141,0.6046056,1.3928473,1.021284,0.700803,0.4707957,0.5538783,1.2239457,0.9686911,0.927773,0.6127384,0.60717,0.80429834,0.8606635,1.2913113,1.0188509,1.1166798,0.7007346,1.2025356,0.99404544,1.0318537,1.1638571,0.90351576,1.4070784,1.1496912,0.45272362,1.4100218,0.49857634,0.9477144,1.1161182,1.1617806,1.1926473,1.3789952,1.3048244,0.7237684,1.0411701,0.6145402,1.244678,1.1761265,0.83156514,0.5892906,0.63300896,0.8932782,0.92056364,0.94661915,0.7587019,0.49500215,0.91228527,1.2404536,0.53063804,1.1842482,1.1656021,0.5139944,1.0916514,1.3688648,1.334631,1.078129,1.4077424,1.3621832,1.0540777,0.5426992,1.1197803,1.1707692,1.020642,1.2083384,1.3498106,1.1586831,1.2187799,0.37551773,0.90685874,0.76138794,0.86407,0.2861886,1.0897233,1.2275116,1.3855873,1.2970493,1.3753937,0.58436996,0.6642294,1.2369066,0.76306975,1.0347829,1.0565131,0.8963558,0.4879043,1.140987,0.0,1.225913,0.8671212,1.2675443,1.0752174,0.98778653,1.040647,1.3656098,1.1560289,1.0983686,1.0342852,1.3897771,1.1000104,1.3026397,0.48702604,1.2374649,0.63183546,1.2348816,1.1254805,1.2004437,1.2825321,1.2573571,1.2650788,0.837978,1.4714562,0.45255637,0.5903465,0.8405466,1.3814044,0.9645187,0.4397456,1.0732781,1.1234933,0.8292257,1.0607944,0.93283784,0.523906,1.3690372
purse,0.8133877,1.2257069,1.3092464,0.9099502,0.93050706,0.9853091,1.1986988,0.98947394,1.006059,0.7446585,0.7668669,1.1865695,0.9477757,0.768314,1.1296477,0.7780193,0.4951265,1.1751643,1.2488278,1.1965926,0.80073035,0.9906029,1.0429004,1.0716375,1.1720642,1.1517102,0.4605298,0.9155708,1.2414374,0.9259927,1.2056675,1.1217415,1.1699909,0.9701221,0.91370606,1.0234315,0.86114615,1.0869334,1.3603826,0.8074434,1.2090151,1.2653178,1.0213234,0.8533691,1.0871778,0.7962903,0.8474298,1.1791073,1.0659847,1.0370948,1.0818242,0.9691833,1.2502282,1.2753482,1.149474,1.2173581,1.1727083,0.861506,1.2443849,1.299995,0.934605,0.92532736,1.1104163,1.0217354,0.9954865,1.1907543,1.1451979,0.69764715,0.7063793,0.9280809,0.84341335,0.9212614,0.9807826,1.2947557,1.2119675,0.8478543,1.0779355,0.93614113,0.6161587,0.9497671,0.30556983,1.4067502,1.0467438,1.283988,1.2002718,1.1091956,1.1325827,0.9558109,0.8547226,0.96437913,0.77188605,1.3261588,1.3005724,0.9196686,1.1219957,1.1185806,1.0558544,1.0111337,1.2973268,1.029513,1.225913,0.0,1.1854627,1.047241,0.8239866,1.0868663,0.7282848,0.91942567,0.57491726,1.0154215,0.8564896,0.9956384,1.1258528,0.6172306,1.1312426,1.075113,1.265012,0.7607439,0.82562625,0.89423114,0.82178354,0.644108,0.94079393,0.98789215,0.7129657,1.123236,1.3736333,1.3015833,0.71292067,1.0174893,0.9172796,1.2018335,0.9693304,1.0596979,0.6533529,1.0536981,1.2617157,0.91825056
radio,1.2364802,1.0203023,0.8220547,0.9412807,1.3212075,0.94300514,0.70235527,1.0919169,0.4608642,1.1536368,1.2506148,0.47038865,0.78792894,1.3229725,0.92523444,1.2504387,1.0345571,0.47283387,0.8201208,0.5632795,0.75041145,0.9873242,0.8908308,0.63128453,0.8441662,0.43246484,1.0360056,1.2408266,0.83350897,0.763823,0.63912797,0.61484796,0.9065196,0.8217572,1.0196939,1.0719529,0.9559524,1.1322435,0.6250955,1.1185902,0.6429514,0.7991981,0.97619754,1.0733405,0.9024404,0.99568784,1.2793291,0.7559094,1.1026962,0.9378493,1.1860807,1.2479234,1.0940953,0.65789175,0.9050089,0.9334103,1.0694491,0.9448464,0.9617697,0.7265901,0.9701377,1.2965174,0.8259853,1.2184343,1.2506994,0.7566313,1.0736451,1.262476,1.0439303,1.0590285,1.233933,0.840773,0.92777956,0.539224,1.146097,1.1104982,0.9013397,1.0943261,1.299263,1.1062238,1.3013709,0.8352695,0.7784372,0.7747059,1.0840588,0.88042074,0.42866457,1.2428802,1.3126925,1.1628679,1.212905,0.65529144,0.63524276,1.2377709,1.0262324,0.5502668,1.1016372,1.0519236,0.63448954,1.1950569,0.8671212,1.1854627,0.0,0.8216698,1.2044927,0.97371,1.0671647,1.260596,1.0716873,1.0242867,1.0309844,1.2874186,0.5354396,1.2793233,0.63102937,1.2293882,0.921435,1.1386962,1.084285,1.1996006,1.3157802,1.2770746,1.203832,0.99626845,1.1895641,0.65651965,0.94827896,0.959966,1.2512298,0.8144702,0.7874978,0.589831,1.2360603,1.0238622,1.0626518,0.7596767,0.7070161,1.0730677
