,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
leg,1.0002226,1.0420777,1.2150369,0.5642926,1.2988372,1.2311416,1.1518018,1.1620462,1.0924827,0.995796,0.90886927,0.9810221,0.8225506,1.1443837,0.93296367,1.2261336,1.2823257,1.169955,1.3010404,1.093723,1.1730477,1.0519761,1.2703516,1.1199695,1.0089126,1.2447963,0.80827177,0.8345367,0.8704537,1.1306634,1.1433996,0.8823889,1.0605483,0.9229939,0.92305064,1.0308677,0.8104796,0.8155093,0.88008547,1.1899917,0.9641317,1.1089028,0.8373363,0.86759704,0.7439992,0.7707295,0.76059055,1.0953069,0.9544394,1.0947001,0.99390864,0.9600277,0.8159201,1.2770343,1.1099467,0.71138287,1.0871537,1.2371995,0.9012946,1.061112,0.74258316,1.0659102,1.1814945,0.81430835,1.107127,0.80000585,1.0951661,0.81447595,1.1106157,0.9200625,1.0634943,0.6937852,1.0253614,0.9756278,1.1397778,0.0,1.15683,1.0284028,0.8056629,1.0373954,1.1880469,1.1398927,1.1821243,1.021164,0.8319575,0.89036846,1.1531585,0.7811677,1.1692224,0.7395962,0.61226696,0.9265618,1.0041926,1.1879034,1.1014162,0.99002415,0.7528377,1.2416972,1.1269164,1.2478745,0.94707155,1.287174,1.0785123,1.0721511,0.7762459,1.0413132,1.1271229,0.96895623,0.8555112,1.2350562,0.70760137,0.7813927,0.61799574,1.1168876,0.8083552,1.1168778,1.179636,1.0723819,1.107614,0.834579,0.8328529,1.0226747,1.1900303,1.0785176,1.1879067,1.1832256,0.89628065,0.8229531,1.0029835,0.964205,1.2832935,0.86582947,1.0232515,1.0018505,0.9971142,1.4074813,1.218596,1.0956777,1.001078,1.1742295,1.019917,1.0088525,0.94389015,0.9600104
melon,1.1104628,0.9712855,0.64028937,1.183337,0.61477065,0.6625381,0.4947046,0.9872318,1.2084608,1.1965657,1.2350761,1.2615597,1.1431234,0.8897275,1.1150333,0.9716394,0.96364737,0.92459786,0.9532193,1.1790417,0.6675848,1.0436776,0.8900908,1.0510192,1.2414212,0.96976244,0.80502456,1.080204,1.254734,0.64780164,1.0672,1.2351515,1.037949,0.9370167,1.1907454,0.9160012,1.0461328,1.260097,0.7266665,1.0726254,1.2228668,1.0160711,1.0591326,1.0243459,1.2823757,1.2668823,1.1158849,0.9789011,1.0343046,0.42039585,1.1880741,1.0574138,0.974362,0.89234406,0.9161532,1.0524812,1.0122584,0.84688675,1.0015655,1.165371,1.0405773,1.0831424,0.72545135,1.1163094,0.31313115,0.94329536,1.0079832,1.153616,0.9903161,1.1995806,0.8938667,1.2168555,1.1607473,1.1652511,1.0598271,1.15683,0.0,0.8898565,0.97366476,1.1303985,1.1137499,0.7780663,1.035366,0.91129446,1.1532896,1.014404,0.7724375,1.1818517,0.80143,1.1894621,1.2819864,0.9842227,0.9032985,1.0929004,1.1422632,0.9207335,1.1203476,0.5977096,0.87586844,0.870266,1.0778965,0.7607356,1.0016096,0.8918104,1.1669805,0.8845748,1.1265736,1.1040854,1.1781477,1.0832744,1.2083528,0.9682945,1.2034088,1.0718992,1.1680107,1.231576,1.0658561,1.0568675,1.0517386,0.96920073,0.94926393,0.8601645,0.96736324,1.1299552,1.0219512,0.94735,1.1646807,1.1802082,1.0219485,1.1325959,0.69936097,1.0177656,1.0103066,0.9731929,0.99217254,0.801807,0.9310385,0.9394959,1.049418,1.0097921,1.1349808,1.1136847,1.1506574,1.1734304
milk,1.0483238,0.9926075,1.0477874,1.1293303,0.90602267,0.96872115,0.9520109,0.8492847,0.95482194,1.0395238,1.1646094,0.9735789,0.9505484,0.96686786,1.1061779,0.92084485,0.87790257,0.78785825,1.0131522,0.7745594,1.0126373,1.0020773,0.7894647,1.0333961,0.98571557,0.98361343,1.0286556,1.1005173,0.92779154,0.86110526,1.0403956,0.9890789,1.0296063,0.9391044,0.93153745,1.0973283,1.0927216,1.0358218,0.93705654,1.0931348,0.9869608,0.956578,1.0624526,1.0126278,1.0226444,1.0338932,1.0792568,1.0440228,1.146821,1.003321,1.115733,1.0190632,1.1462791,1.1049416,0.9472452,1.168205,0.983808,1.0452892,1.1069994,1.1720307,1.1484725,1.0088856,0.9601124,1.0595895,0.9028177,1.1102725,1.0981079,0.99509186,0.8876544,1.105279,0.74422467,1.1392872,1.1354544,0.93679273,0.98754334,1.0284028,0.8898565,0.0,1.0563647,1.0196216,1.0872347,0.94851416,1.1162825,1.0039548,1.1765871,1.1136266,1.0362251,0.952932,0.96032447,1.0188816,1.1174942,0.99314225,0.90419036,1.091995,1.1254816,0.98114586,1.0976022,0.9787691,0.9790603,1.0227214,1.024999,0.9718648,0.96899956,0.8698342,0.94495,1.040458,1.0571141,1.1470292,1.0648804,1.0228398,1.0348519,1.0136952,1.1534413,1.0063226,0.9498865,1.0210823,0.95510614,1.1368517,1.0296991,0.90593284,0.9576985,0.93037015,0.97472066,1.0174652,1.0685228,1.0773301,0.96328425,1.022427,1.016106,0.9410956,0.96332043,1.1856179,1.1163989,0.92951524,1.0515141,0.95395774,0.86956406,0.99751526,0.94679224,0.94947255,1.0010028,1.1489488,1.041066,1.0273118
mitten,0.7011231,1.0798728,1.3530825,0.6052964,1.0804201,1.1951044,1.1346394,1.1599541,0.8558536,0.8219769,1.2888846,0.98890024,0.6842005,0.9178361,0.64847255,0.8771605,1.3298762,1.3979745,1.4802086,0.9284612,1.3565514,1.3251612,1.0842798,1.3211403,1.2471596,1.4263552,0.86548007,1.1083345,1.0918348,1.0048561,1.4431763,0.9840426,1.1381178,0.8616839,0.7776978,1.1547543,1.0073674,0.8096329,0.8139421,1.4063644,0.9359394,1.4909354,1.0380985,0.8479209,1.0418988,0.9712109,0.6486791,1.1200095,0.95734394,1.0875136,0.8058994,0.93314034,0.90424395,1.440678,1.1260425,0.8194876,1.1737508,0.9517621,0.91206396,1.3510981,0.5680025,0.9070537,1.1923213,0.9346521,0.92769355,0.56939,1.2403265,0.7179606,0.831896,0.6688664,1.2963428,0.5730996,1.303015,1.1923943,1.4979957,0.8056629,0.97366476,1.0563647,0.0,1.1725314,0.9671191,1.0182116,1.3215938,1.0152273,1.1094036,0.8466905,1.3423778,0.9646566,1.1575184,0.592367,0.5767159,0.8118681,0.93435913,1.4438864,1.3810575,0.75705105,1.050761,1.1635867,1.1348683,1.5023773,1.0304585,1.2278169,0.7918707,1.0370705,0.9833031,0.9432687,0.916746,1.3179579,0.84733176,0.7972952,0.6217961,0.4890589,0.6901507,1.0935745,0.9718389,1.2157007,0.7305645,1.2560225,1.0114136,1.14945,0.61720884,0.8965816,1.1980283,0.9158843,0.92187065,1.285098,0.837467,0.7267471,0.8301303,0.86931723,1.3520825,1.1271881,1.1366931,0.5502635,1.099798,1.1291903,0.9412147,1.0084832,0.7967572,1.1680558,1.1699557,1.2866219,1.0865895,0.8391557
mop,1.1121919,1.0486379,1.1435971,1.1911564,1.0119865,1.0007433,0.9739402,0.82908815,0.9400658,1.128654,1.0142362,0.7467524,1.2225335,1.0242776,1.1632404,0.9075557,0.9197643,0.96415085,1.0861195,0.8777995,1.1496325,0.14518964,0.8603207,0.9036373,0.70105624,0.86530167,1.1177834,1.0327495,0.6735047,1.0109515,0.96606237,0.8570968,0.9474532,1.1626811,0.97894704,1.2187494,1.0540266,1.0704336,1.1294771,0.9375669,0.98262763,0.91947,1.0364593,0.9707941,0.8372133,1.0732422,1.169782,1.0049474,1.1282729,1.1537308,1.0558223,1.218658,1.196615,0.9783768,0.90114367,1.1180087,0.74152833,1.1154207,1.1432979,1.1456395,1.1155913,1.0653789,1.1633254,1.2048106,1.1262935,1.1881013,1.0809023,1.1834971,0.83564985,1.1009494,0.98105955,1.1283696,0.9547583,0.50126386,0.7930012,1.0373954,1.1303985,1.0196216,1.1725314,0.0,0.9985416,0.9977729,1.1684935,0.983773,1.0950755,1.2373519,1.1408713,1.0442786,1.0246335,1.2253932,1.0833963,1.1225355,1.0801507,0.9469947,0.929197,1.0895485,1.0062817,1.1609977,0.8702209,1.0177566,0.86784554,1.0375044,0.8760784,0.9952936,1.0120546,0.9848941,0.812688,0.9016535,1.016142,0.7973732,1.2451988,0.8760333,1.0680244,0.2869277,1.0661222,0.9456556,1.007711,1.0420072,1.0209206,0.9697738,0.9030236,1.0674702,0.82812935,0.88960886,0.6202048,1.1038384,0.7704894,1.1825757,0.95970327,1.1239722,1.083336,1.1367762,1.205426,0.98664737,0.8209723,0.9034977,1.0112722,1.0488478,0.8214716,0.91536593,0.21064544,1.121982,0.8612665,1.0485064
motorcycle,0.8352045,1.0124476,1.0004303,1.2241478,0.8999027,0.9489752,1.037864,1.0275468,0.96380013,1.0426824,1.0631809,0.89004815,1.0913618,0.7400491,1.0626277,0.8315183,1.0462778,0.95072055,1.0511025,0.9511239,0.9776383,0.9827875,0.8997477,0.94478667,0.9629292,0.7046313,1.3102758,0.9447961,0.954657,1.0568085,1.0068382,1.0055004,1.0770915,1.0992123,1.0092708,1.1190012,1.1446173,1.0512472,1.1218868,1.0346786,1.0098715,1.0354282,0.77685905,0.9788442,1.1579193,1.1337932,1.0789146,0.7581034,1.0708659,1.1989092,1.0473858,0.99791306,1.2913572,0.9397021,0.84855634,1.2395747,0.96496046,0.6921907,1.0026779,1.043388,0.87903553,0.9371363,1.0815747,1.0585413,1.1513877,1.211301,0.8406033,0.9924946,0.7460176,0.98944706,0.99995774,1.0264449,1.1298097,0.9335526,0.94132596,1.1880469,1.1137499,1.0872347,0.9671191,0.9985416,0.0,1.005818,1.0738153,1.1709538,1.1899552,1.1380891,1.070338,1.1347343,0.7560228,1.1035129,1.0954299,1.2124559,1.0632691,1.0722333,1.1442194,0.92134243,1.3074661,0.9097666,0.9360361,1.0095432,0.8361852,0.8458953,0.7370784,0.95508426,1.050078,0.9350184,0.80514526,0.91257864,1.0426854,0.8740703,1.1067194,0.92380315,1.113085,0.7668537,1.1322409,1.0641747,0.8471675,0.9282192,1.096915,0.95594954,1.0146738,1.068576,0.9413272,0.7258541,0.9671019,0.88121843,0.5806247,1.122182,0.90926516,1.0250138,0.9699302,1.2083182,1.2459292,1.1117568,1.1202188,0.70446694,0.9795032,0.96800095,0.7741724,0.8189989,0.8322051,1.0264889,1.1166083,1.0473838
muffin,1.0423172,0.89229,0.83368874,1.1798477,0.8829936,0.80472887,0.7441071,1.0311664,1.1484264,1.206955,1.0492241,1.1245395,1.0547417,0.8960713,1.2060267,1.020552,0.9616432,0.9211805,0.953171,1.0580245,0.7325437,1.0024084,0.9077646,0.8994,0.97502106,1.0259936,0.91021085,0.9360198,1.1380001,0.58845603,1.0234625,1.231558,0.92623794,0.8072176,1.0733347,0.897136,1.016866,1.1805912,0.87601215,1.0085233,1.1466502,0.9413973,0.8926392,0.95330036,1.1578923,1.1081741,1.048071,0.8930092,1.1330355,0.92530644,1.1421733,1.1360782,0.97247946,0.82951367,0.9492805,1.1161575,1.0306047,0.9693964,0.9964675,1.0657408,0.976047,1.1308155,0.8686848,1.1757357,0.59639066,1.0379533,0.9960141,1.1636181,1.0189459,1.157738,0.85507774,1.2171552,1.083698,1.0707899,0.97325873,1.1398927,0.7780663,0.94851416,1.0182116,0.9977729,1.005818,0.0,1.029062,0.9395838,1.0294274,0.9948331,0.7950953,1.1379647,0.78900874,1.0881107,1.1653612,1.1228487,1.0567307,0.9613291,1.0064521,1.0137312,1.0188506,0.9137217,1.0492768,0.8916255,0.8058612,0.8459494,0.94364005,1.011086,1.1576842,1.0122213,0.96896553,0.9850976,1.1005256,1.1203533,1.1241325,1.0634692,1.134507,1.0993866,1.2002412,1.0516838,1.0870543,1.0305965,1.1211789,0.96037734,1.0019773,0.8612029,0.9131901,1.1331832,1.0672735,0.963905,1.1158633,1.1360859,1.0654151,1.1876838,0.8694432,1.0275317,1.0705552,1.0415535,1.0063818,0.8649123,0.96868575,1.0660417,1.0920067,1.0468796,1.0983922,1.0619057,1.1493429,1.1162232
nail,1.4717534,0.65580183,0.27047837,1.2479725,0.73909354,0.6365551,0.98849314,0.92384714,1.4072305,1.3893225,0.426808,1.288681,1.3824407,1.2229031,1.3359772,1.3762068,0.64208186,0.4438486,0.40644753,1.3168609,0.4049325,0.9554701,0.9602649,0.5147388,0.9816799,0.6311104,0.87767696,0.9726764,1.286861,1.2043343,0.37675977,1.3190105,1.0643579,1.1696461,1.2161349,0.8395725,0.67578113,1.4047478,1.202167,0.12156069,1.4168193,0.3322047,1.070554,1.1461608,1.2260054,1.1142565,1.2857251,1.1053885,0.8985067,0.7893824,1.1871239,1.1951783,0.62923837,0.28748065,0.97073585,1.000585,0.9725421,1.1314411,0.9993135,0.14461958,0.84605086,1.2126676,0.41563284,1.1294479,1.087856,1.1418344,0.496023,1.2742274,1.3129387,1.2598233,0.8532587,1.3751116,0.3396511,1.2492768,0.44571078,1.1821243,1.035366,1.1162825,1.3215938,1.1684935,1.0738153,1.029062,0.0,1.0967541,0.55020165,0.89104915,0.39339626,1.2813908,1.0483286,1.3923948,1.3486187,1.3039482,1.2739962,0.21015042,0.20264828,1.258452,0.9244216,0.7957585,1.1368419,0.5198124,1.1268125,0.5830684,1.2278285,1.0488629,1.323406,1.2637261,1.2915598,0.7525086,1.0606666,1.0617256,1.3778543,1.2508585,1.2747808,1.1883564,1.2515085,0.92229384,1.4110909,0.16315573,1.1515214,0.91115427,1.0801345,1.2138829,0.8906012,1.2782207,1.1896415,0.35576534,1.3214298,1.3127141,1.2395407,1.4157588,0.47104543,0.42818147,0.35332632,1.3136898,0.9322227,0.6179751,1.3468635,1.2004073,1.1346546,1.0933816,1.154355,0.18034685,1.2549715,1.2262022
napkin,1.0597752,0.9185611,1.0965304,1.0755323,1.043067,0.9238292,0.87634206,0.85982877,0.9698695,0.8588555,0.9332819,0.9665681,1.1075451,1.0090559,0.61648595,0.9990728,0.5358078,0.99466664,0.8764733,0.86525834,1.0111047,0.979424,0.90151,0.86129916,0.8344368,0.9176186,1.0350963,0.99163973,0.90281206,0.8004722,0.93324924,1.0317887,0.88513744,0.9662421,0.9808007,0.96260095,1.0637133,0.8584422,1.0024027,0.99390876,1.0572594,0.9594193,1.0916957,0.9282262,1.0289139,0.86281675,0.9831697,0.9931517,1.0633587,0.9487037,1.0363034,1.2187759,1.0760144,0.8713323,1.0623639,1.021763,0.75778687,1.0319952,1.0438608,1.128045,0.8150301,1.2086998,0.8199321,1.2690876,0.95624775,1.1242898,1.1667888,1.2995236,1.0984588,1.0840083,0.94902897,1.1018455,0.9076477,1.0005764,0.88379943,1.021164,0.91129446,1.0039548,1.0152273,0.983773,1.1709538,0.9395838,1.0967541,0.0,1.090928,1.135256,1.1171727,0.85163295,0.82589746,1.0287561,1.0545845,0.42217237,0.9599371,0.9125369,0.95687234,0.9707111,0.38350677,1.0387619,1.0715206,0.8297324,0.98745364,1.1201828,0.7293138,0.8931262,0.9827463,1.0215472,1.1104515,0.9901206,1.05448,1.0485133,1.1296362,0.95052963,1.0363249,1.1071199,1.0662131,0.7048619,1.1247907,1.0063578,1.0407242,0.89075553,0.72578764,1.0594546,0.7530672,1.1937101,1.1516545,1.0640005,1.1312077,1.16759,1.3813664,1.093416,0.921994,1.0952128,1.0606376,0.9518115,0.25343513,1.0641595,0.7512363,1.2296197,1.0626997,1.0399354,1.1042926,1.1453156,0.9112069,1.126656
necklace,1.4067222,0.633558,0.7479576,0.9491511,1.0457401,0.85494137,1.0521457,1.060107,1.4132621,1.4538379,0.3825817,1.2046407,1.1315134,1.2580659,1.2871543,1.4033433,0.915218,0.8634938,0.93630034,1.2901695,0.6929765,0.9881239,1.196146,0.7964746,0.9132845,0.9999984,0.66769403,0.9794656,1.1860931,1.24271,0.6697828,1.3160706,1.0664374,1.0235903,1.0969385,0.8410785,0.46272862,1.3081585,1.0664876,0.5917633,1.444306,0.705932,0.9386746,1.0962923,1.107684,0.83726716,1.015342,1.2287343,0.5445929,0.85825956,1.1199969,1.1792985,0.3786025,0.73955345,1.0974871,0.6551045,0.8824521,1.3027589,0.83366984,0.3267064,0.6693631,1.3149998,0.6304027,0.9083647,1.0760889,0.77563,0.55146945,1.1175313,1.2077812,1.0306797,1.0150535,1.0580248,0.56339014,1.2292353,0.7727908,0.8319575,1.1532896,1.1765871,1.1094036,1.0950755,1.1899552,1.0294274,0.55020165,1.090928,0.0,0.60424507,0.76987433,1.1518813,1.0813432,1.1728365,1.0435477,1.2703441,1.2443863,0.54532176,0.52718747,1.00609,0.81805587,0.9972117,1.2112006,0.92144513,1.007585,0.88919246,1.0958223,1.0924317,1.2179477,1.2484442,1.1981032,0.7715509,0.5480876,1.1858908,1.0891652,1.0441346,0.8574788,1.1755234,1.289618,1.0221905,1.4628338,0.5493711,1.2185276,1.0148023,1.0750588,1.2014778,0.8845509,1.3318453,1.027494,0.78676975,1.1627648,1.1630442,1.20841,1.3777704,0.8754647,0.3447098,0.45655215,1.0575101,0.9901174,1.0832183,1.2742664,1.2878523,1.0949333,1.2073578,1.1366519,0.31298566,1.2771937,1.2278897
nose,1.1000082,0.9991054,1.0007619,0.8052814,1.1717632,1.0673035,1.0600287,1.3081372,1.1788312,1.0522029,0.95884687,1.2319655,0.844063,1.1543088,1.0636176,1.2437527,1.1703253,1.2413943,1.1993356,1.1841966,0.98045194,1.2687687,1.2990619,1.1122391,1.2760494,1.2415051,0.6854873,1.1097484,1.2640944,1.0703969,1.1092612,1.0935752,1.0045282,0.89582,0.95112944,0.80715847,0.6325166,1.0011964,0.9246094,1.0726542,1.0587142,1.167429,1.0207458,0.9381473,1.0774249,0.863765,0.83281547,1.1474473,0.5575565,0.82079095,1.0270371,0.6699591,0.4771458,1.1210294,1.1464533,0.7097087,1.0894637,1.094344,0.81306565,0.712734,0.9181134,1.0815625,0.7769493,0.61476827,0.9187471,0.57047975,0.8812786,0.84181505,1.0572423,1.0580394,1.21436,0.97304845,0.97127575,1.2357596,1.2356634,0.89036846,1.014404,1.1136266,0.8466905,1.2373519,1.1380891,0.9948331,0.89104915,1.135256,0.60424507,0.0,0.95442516,1.020491,1.1353381,0.87132025,0.9232512,0.9848906,1.0126164,1.064444,0.950716,0.82104295,1.0130032,1.1117824,1.1801419,1.1859807,1.0729307,1.1509,1.2203594,1.0635333,1.0604534,1.128282,1.1188188,1.1812084,0.81822264,1.1115322,0.86546785,1.0089645,0.9337224,1.3021975,1.0594565,1.1684153,1.1508347,1.0185685,1.1406975,1.0778273,1.1589433,1.0318605,1.0389575,1.1379778,1.0068038,1.080202,1.0413023,0.90536773,0.96288645,1.0685585,1.0661393,0.6088992,0.6119638,0.7229289,1.2505338,1.2165492,1.0880736,1.1302708,1.1829879,1.1626358,1.270088,0.80335057,1.1636225,1.0314431
orange,1.3396268,0.67789173,0.15542805,1.2674813,0.599676,0.5628189,0.74947727,0.96816957,1.3732474,1.3911006,0.68950284,1.2401185,1.3008261,1.0972117,1.3924427,1.2779875,0.7265794,0.49605608,0.6183642,1.2294891,0.24351805,0.9518252,0.87221754,0.65161955,1.0131924,0.6978369,0.76094806,1.0601196,1.2315061,1.0063235,0.6026708,1.3501947,1.0751767,1.0656743,1.3143507,0.61343503,0.82075536,1.3489974,1.1109087,0.4306643,1.3851435,0.4616995,1.0620099,1.0873306,1.2700641,1.117885,1.2275263,0.9518166,0.9890632,0.6118696,1.2846483,1.1819634,0.786871,0.4006269,0.94895744,1.0539958,1.0380298,1.1015787,1.0030981,0.5369592,0.9695947,1.260842,0.53545976,1.1650954,0.7432767,1.1693542,0.6221084,1.2963481,1.1873871,1.3224213,0.70119596,1.3855405,0.63001925,1.2213483,0.60559803,1.1531585,0.7724375,1.0362251,1.3423778,1.1408713,1.070338,0.7950953,0.39339626,1.1171727,0.76987433,0.95442516,0.0,1.2952023,0.91453725,1.3928484,1.3604919,1.3243135,1.2442372,0.5293079,0.5573126,1.3349746,1.0517313,0.79092467,1.1011354,0.52850616,1.0387338,0.43705988,1.1707453,1.0218534,1.3164958,1.1903685,1.1639034,0.87653387,1.1074083,1.1370511,1.3792707,1.3020043,1.2493995,1.1572486,1.301476,1.0706692,1.3395755,0.47292483,1.2380637,0.8709948,1.1183455,1.0162647,0.95773745,1.2818173,1.1678116,0.48475534,1.2823529,1.3613039,1.1649845,1.3527837,0.45152885,0.57218057,0.67661345,1.3580326,1.0072618,0.58917797,1.1646074,1.1063405,1.1175374,1.1226304,1.1432588,0.47867304,1.3154795,1.3112912
oven,1.029853,1.1724019,1.334003,0.7748196,1.286709,1.2454543,1.1865019,0.834216,0.7977242,0.65614927,0.9898163,0.8187309,0.8679042,1.2153212,0.80084056,1.0660985,0.88944465,1.13907,1.0494999,0.60023683,1.3329165,1.1299675,1.0452012,1.2226574,0.67024577,1.1656358,1.1452286,0.9538411,0.63839597,1.0427566,1.0696727,0.5164586,1.0298164,0.8496031,0.80644387,1.0160071,1.2674934,0.44393402,0.93354464,1.28455,0.6054137,1.1051853,1.1164052,0.95411,0.43050933,0.3566389,0.9236054,1.0856055,1.0792594,1.1413308,1.0472004,0.91221416,1.1686788,1.4094079,1.0883778,1.036731,1.0594625,1.2372608,1.0841426,1.2064207,1.0605276,1.0668049,1.2488061,0.95624447,1.1174439,1.037121,1.2669849,0.94895625,1.016748,1.0221071,0.996935,0.90411735,1.0575445,0.7804504,1.0657581,0.7811677,1.1818517,0.952932,0.9646566,1.0442786,1.1347343,1.1379647,1.2813908,0.85163295,1.1518813,1.020491,1.2952023,0.0,1.1646763,0.7790837,0.7831795,0.6690161,0.9196811,1.2384897,1.1960737,0.8327444,0.6114771,1.1508181,1.0667214,1.0906202,0.98935795,1.2640295,0.97758365,0.7162458,0.10876715,0.98888826,1.1322107,1.0313514,1.049448,1.0976859,0.7797277,1.1080811,0.8766464,1.181794,0.7265157,0.6213118,1.0305585,1.3307948,1.0520823,1.0173548,0.9995739,1.0642848,1.0980638,1.0795435,1.1587778,1.269567,0.8522304,0.8554999,1.1576191,0.77381796,1.2037015,1.273356,1.1931967,0.9737714,0.93173707,1.3055673,0.678764,1.0527773,1.0837122,0.9307315,1.0480953,1.2376207,0.56548035,0.97286284
