,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
paper,0.6942352,1.1803397,1.3032517,0.65582514,1.2056644,1.3089218,1.1145755,1.1436132,0.763347,0.6577559,1.3465701,1.0910612,0.7202844,0.99499804,0.7365496,0.91727066,0.7443224,1.3127058,1.310395,0.92669225,1.2629805,1.1262221,1.2681594,1.0964961,1.3832936,1.1517557,1.2887335,1.0985464,1.1835444,1.2401569,1.0064087,1.1944779,0.78271604,0.7378779,1.3075016,0.8482089,1.3544168,1.2390939,1.0079314,0.9941081,1.0155288,0.8363543,0.94152826,1.2729175,0.7746594,0.91475904,1.0400978,1.0905509,1.179857,1.1737537,1.2432681,1.1592376,0.89959204,0.93092346,1.3127605,1.3886719,0.833093,1.0108023,0.82985544,0.867132,1.3479495,0.8755667,0.9778382,0.91954434,0.9330625,0.82800335,0.951674,1.1754234,1.342041,0.8501054,1.1890695,1.0659039,0.8062458,0.77576995,1.0060138,0.7862058,1.2825654,1.3295164,1.331309,1.2295668,1.0014198,1.1266966,0.6600872,0.9397652,0.0,1.0917697,1.183803,1.3031973,0.5942578,0.9784032,1.1014644,0.7619332,1.0762441,1.102006,1.011797,1.1332781,1.1772255,0.9235667,1.2193195,0.83126235,1.0286608,0.8633237,0.93970996,0.8611135,0.90435624,1.1066173,0.9442288,0.7241279,0.87520814,0.72824407,1.405291,0.7685493,1.2602181,1.3327825,0.7539024,1.2132789,0.86108327,1.2484548,0.89795285,0.9147968,0.76009285,0.80481505,1.2606583,1.3049508,0.85445297,0.8683223,1.202896,1.2536784,0.91999733,0.96158326,0.8500496,1.1896685,1.2193242,1.4431051,0.83820075
pen,1.2901697,0.7489988,0.9356535,1.0102041,1.1146839,1.0183911,0.91983694,1.0359912,1.1294727,1.2569969,0.58104163,1.014222,1.2642925,1.1472262,1.1820037,1.1738096,0.83496785,0.9736848,0.95886797,0.9884909,0.80206215,0.6633282,1.0450952,0.7282376,0.85237074,1.1373031,0.908467,0.9703546,1.0010852,0.88720644,1.0985206,1.023338,1.119535,1.069896,0.611531,1.237155,0.9605962,1.1446456,1.0941814,0.9029579,0.89566165,1.0757729,1.2028048,0.82963973,1.2756929,1.1443601,0.6287806,1.0888407,0.9283429,1.1528941,0.6755452,0.58466244,1.1779917,1.1701089,0.8057673,0.8294679,1.2729897,0.89392096,1.1049551,0.77029943,1.0210153,1.270381,0.74064267,1.0774302,0.9421522,1.0799319,0.34648907,0.99054605,0.78149545,1.0567031,0.8740258,1.094088,0.98135763,0.94171196,1.0767989,0.9746278,0.91997993,0.81084037,0.6735227,0.9171382,0.99074024,1.1188614,1.2023598,1.0582261,1.0917697,0.0,0.7354547,0.99551314,0.8549193,0.9945567,0.79295987,1.1249497,1.0588236,0.9124558,1.0713484,1.132468,1.0014182,1.1240714,0.765857,1.1282948,1.1220895,1.0592571,0.9756046,1.1853166,1.0921987,1.0333865,0.87512195,1.106939,1.0209203,1.2616981,0.7929074,1.1098585,0.9983649,0.78250927,1.1044041,0.52343243,1.0813874,0.87316203,1.1738298,1.1399585,1.1891441,1.2354529,0.96293366,0.78132784,0.8938884,0.5539264,0.86809015,0.9957799,0.9655133,1.2384133,1.1983804,1.1871831,0.6051948,0.74955845,1.1654207
pencil,1.3213893,0.83725387,0.43568385,1.2434851,0.61953807,0.6388382,0.5016832,0.83539855,1.3812562,1.38865,0.8214049,1.0546737,1.3241634,1.2123452,1.3435333,1.0335205,0.6552731,0.34927052,0.32292688,1.1258128,0.3621837,0.80681354,0.93618417,0.7405906,0.5925597,0.77706504,0.44457442,1.1754558,1.0661916,0.6718503,1.2540948,0.8798621,1.3069757,1.0962082,0.22937745,1.4053994,0.31124592,0.82410336,1.117573,1.1874689,0.80023396,1.2040945,1.1963133,0.5417347,1.2262088,1.2169375,0.89635926,0.9345036,0.84161043,0.97383094,0.8664655,0.5792165,1.245534,1.1316788,0.41604888,0.79998785,1.2501702,0.73483,1.258189,1.1458594,0.80426216,1.3158801,1.1966021,1.2434752,1.018206,1.3588005,0.9134794,0.93592936,0.37621737,1.1410904,0.72385794,1.1072062,1.323096,1.1678424,1.2217861,1.1925402,0.30540735,0.7080018,0.7131272,0.46152002,1.0266428,0.8378585,1.4007914,1.3422959,1.183803,0.7354547,0.0,1.0285249,1.0755799,1.2004056,0.8588592,1.1537483,1.027144,0.47291988,1.1108812,0.7428167,1.1381105,1.2155001,0.5791973,1.2106444,0.94644064,1.1202221,1.0760427,1.3734972,1.225113,1.2841289,1.1890495,1.2837172,0.88725895,1.335469,0.3103298,1.180523,0.85959464,0.9161836,1.2585224,0.60158336,1.2690265,0.80057436,1.337649,1.2689264,1.3253206,1.388799,0.5745418,0.7068468,0.960017,1.0861197,0.8475416,0.6147925,1.1350813,1.2057197,1.2842047,0.95517784,0.82027733,0.40827644,1.2375693
penguin,1.1688339,0.7884209,0.8672562,1.277575,0.8772493,0.78289783,1.0533825,0.7955965,1.26688,1.2775784,0.74822575,0.9885414,1.1341811,0.90836394,1.1228856,1.1217395,1.0694144,0.8337543,0.9521942,1.0883636,1.000709,0.9052225,0.90525806,0.7428075,0.82745034,0.9453933,0.95351744,0.753574,0.8355119,0.802485,1.1258855,0.74754,1.1324548,1.2110171,0.93164784,1.1934416,0.8431582,0.55559325,0.7230327,1.0207527,1.1056955,1.0064135,0.88280374,1.0000486,1.1814343,1.1493526,0.9894494,0.8574924,0.8621299,0.84806013,0.82891804,1.0118165,0.9605566,1.1018193,0.8688893,0.4074309,1.1400822,0.94260466,1.122797,1.0443907,0.65955555,1.1787055,0.95822203,1.0729271,1.0049245,1.2479943,1.0377969,0.84917533,0.7783446,1.2519552,0.92314965,1.0065393,0.99848294,1.1753463,0.89111066,1.0742126,0.9480666,0.66029453,0.79360086,1.1153334,0.9417049,0.7531167,1.1904265,1.0664084,1.3031973,0.99551314,1.0285249,0.0,1.1841402,1.0049604,0.90502954,1.0194063,0.8785283,0.9791449,1.0822678,0.9097022,0.64788043,1.1563393,0.97290695,1.1208003,0.9345568,0.95406157,1.0336066,1.1986674,0.9293351,0.9142288,1.0637848,1.2469648,1.2339768,1.2201076,0.7442199,1.2123574,0.86120725,0.6904721,0.98791224,0.8580581,1.2139798,0.8191118,1.088946,1.1527824,1.2307452,1.1680702,0.832984,0.8145296,1.1174238,1.0819746,0.742019,0.8268813,1.0139756,1.2073983,1.236039,0.8562503,0.8244233,0.7534143,1.1811268
pickle,0.88395786,1.0494453,1.2233706,0.7993634,1.2929541,1.3028016,1.0946134,1.0892088,0.77978116,0.83106315,1.0535789,1.0307735,0.83354414,1.156931,0.9278045,0.96311945,0.76741874,1.2576679,1.2278756,0.8103502,1.0588509,1.2532595,1.1642019,1.0116713,1.1971656,1.2653921,1.2599583,0.96618134,1.207344,1.3298562,1.1203787,1.2358847,0.7177311,0.65455455,1.2370133,0.92186373,1.2847569,1.1985201,1.0956624,0.9944906,0.90836,0.83764994,1.0641484,1.1387428,0.9430442,0.9065592,0.92845154,1.1397884,1.077307,1.3226326,0.89952654,0.9758621,1.086997,1.0172902,1.1927568,1.1455853,0.9918676,0.99034363,0.893023,0.8722322,1.182192,0.9542407,1.0442587,0.90879345,0.96367836,0.7904622,0.8872993,1.2922118,1.3023903,0.7606009,1.01475,1.0732989,0.7068382,0.7163662,1.1239418,0.69071174,1.2328249,1.2100861,1.1097834,1.1254934,0.76243114,1.2738976,0.78076607,0.8550053,0.5942578,0.8549193,1.0755799,1.1841402,0.0,0.9836516,0.89053684,0.8345235,1.2109187,1.1665325,0.95193243,1.2377342,1.0719683,0.9747817,1.0273834,0.8491339,1.1478429,0.9965256,1.100893,0.84912276,0.8668828,0.93582433,1.1575742,0.90580547,0.82311237,0.89526725,1.2845669,0.9926643,1.1155468,1.0669802,0.82167655,1.1715574,1.0619339,1.1926132,0.9236008,0.8854001,0.9963129,0.9383709,1.2505019,1.2112166,0.6297395,0.9001754,1.1277143,1.2729136,0.9309714,1.142438,0.95576346,1.2804195,1.225194,1.2487465,0.9177586
pig,0.94574547,1.0602139,1.1512982,0.68963003,1.1733074,1.2192959,1.1542288,1.2606999,0.9881797,0.9217715,0.96426564,1.0393413,0.8228522,1.0595342,0.90224624,1.020547,1.2006431,1.3178561,1.3078232,1.1476411,1.1649091,1.1701875,1.2117318,1.1135256,1.2951125,1.1455336,1.157486,0.7168756,1.1509722,1.2566006,0.9622706,1.188165,0.9951318,0.91794103,1.2243682,0.92588466,1.3301147,0.78026766,0.9751724,1.028874,1.1986974,0.8379053,1.0250722,1.049812,0.707441,0.9713181,0.6960534,1.1451578,1.1312982,1.1421815,0.78190756,1.1549222,1.1231623,0.9918687,1.0670214,1.0565001,0.8989421,1.0748981,0.7307309,0.6151564,1.0030844,0.77164197,0.8555172,0.8687192,1.0682626,0.81084454,0.95262885,1.184561,1.3431311,0.6173013,1.1563426,1.0514518,0.82490337,1.0482163,1.1214865,0.8287974,1.1082007,1.2105958,0.9254135,1.1079218,1.1727223,1.2067871,0.7879964,0.78258413,0.9784032,0.9945567,1.2004056,1.0049604,0.9836516,0.0,1.167606,1.0687042,1.0989605,1.2899715,0.63198304,0.97437334,1.1339239,1.0639646,1.0637573,1.1388056,0.94653535,1.0363404,1.1280035,0.8332577,0.86036706,0.83208954,0.99665666,0.9378146,1.2089007,0.9111822,1.096347,0.95835173,1.2294823,1.0326911,0.8709767,1.232572,1.0513016,1.1887666,0.98495835,0.93696713,0.901339,0.92997235,1.270034,0.796782,0.8511888,0.934338,1.195939,1.2891992,1.1313181,0.9863104,0.99903494,1.0985479,1.2498618,1.0931559,0.98424596
pillow,1.336318,0.7617004,0.9418115,1.147894,1.0751199,0.95958376,1.0514405,0.6385528,1.0201718,0.88071394,0.75452316,0.8540579,1.1937139,1.3040358,0.8629276,1.2101297,0.7077249,0.93665063,0.72956175,0.70205665,0.6552543,0.81868213,0.96647304,0.7624707,0.44559652,1.082609,0.85085344,0.94842154,0.7731998,0.9260632,1.0533127,1.037456,0.5939858,1.0436414,0.846477,1.020564,0.8021959,0.9644387,1.0656953,0.74184483,0.8054878,1.1358434,1.2686712,0.86825824,1.276197,1.1732134,0.98140174,0.91954523,0.97389483,1.1325914,0.7865727,0.535805,1.4070532,1.0670073,0.85862917,0.8391439,1.3291278,1.1157418,1.2161398,1.1593453,0.97137004,1.3316337,1.2195051,0.98244935,1.0491694,1.1526664,0.8293201,0.904592,0.6939763,1.0586901,0.8135948,1.0716597,1.1330117,1.0117935,1.2567884,0.94692606,0.9370968,0.40077388,0.80042315,0.8723546,0.5331075,1.1574913,1.1438361,1.0246929,1.1014644,0.79295987,0.8588592,0.90502954,0.89053684,1.167606,0.0,0.9693743,1.1366451,0.77690613,1.0871563,1.1448934,0.8962168,1.0021745,0.82524383,0.8313781,0.9719953,1.0942932,1.3512514,1.1449476,1.2487683,0.9415161,1.3215439,1.0050842,0.8057414,1.3332545,0.8541498,1.0244356,0.99763453,0.86086977,1.0381564,0.87476027,1.3417821,0.9296856,1.1530812,1.0201924,1.3830005,1.1671941,0.88139194,1.0166748,0.8844659,1.190705,0.46674025,1.1352271,0.89542943,1.2346947,1.1060181,0.9355109,0.7929807,0.9084702,1.0125729
pizza,0.78925383,1.1155131,1.2243998,1.0629472,1.0505997,1.1429551,1.0750319,0.77318096,0.86365795,0.81965804,1.014498,1.0285203,0.8516847,1.0169791,0.76282763,0.82655656,0.711728,1.0984194,1.1402359,0.74640226,1.2177864,1.1599159,0.99857986,1.2080233,1.1549289,1.110407,1.2696078,1.1375684,1.0438677,1.0449582,1.0048771,0.93828434,0.8548148,0.97361577,1.1722792,0.9103341,1.1742756,1.3045311,0.8415596,0.97003055,1.0665652,0.79199433,1.0185062,1.3146465,0.9938919,1.0466578,1.1578704,1.0869058,0.83534145,1.0835776,1.1312988,1.1951097,0.8995106,1.045939,1.3286544,1.0782524,1.014932,0.8178996,1.1405298,1.0557661,1.224234,1.0947741,1.025583,0.89462596,0.89424455,1.0363011,0.96148497,1.0856625,1.1819882,1.0544832,1.0175171,0.8635325,0.7873733,0.9992826,0.87641275,0.8849741,1.2946311,0.9913423,1.2760016,1.1569113,0.9256698,1.0158283,0.9183725,1.0205295,0.7619332,1.1249497,1.1537483,1.0194063,0.8345235,1.0687042,0.9693743,0.0,1.0459118,1.0346663,1.1352589,1.0149698,0.81047845,0.83205515,1.2178656,0.9029005,0.97696894,0.9152744,0.91222745,1.0182041,0.71711206,1.0730604,1.0451841,0.9759705,1.0098569,0.8379775,1.2383026,0.98190224,1.0021261,0.9647517,0.8288564,1.0823941,1.1183097,1.1842098,0.9362934,0.9766673,1.0231388,0.8707297,1.1629274,1.2688782,1.0648583,0.88471365,0.83139056,0.93095434,0.6353936,1.0625445,0.9621049,1.1843616,1.1679279,1.260082,0.96036434
plant,1.0584701,1.0508636,0.89403206,1.204854,0.8346307,0.9121534,0.91358244,0.86832976,1.1064583,1.1558064,1.1299129,0.9912702,1.1607629,0.8331747,1.0973121,0.96909326,0.9566587,0.82970357,0.92879534,0.9979409,1.121514,0.84139633,0.87083066,1.0330995,0.9405463,0.80508125,1.000757,1.0125946,0.8534595,0.8669803,1.0252079,0.75688004,1.1962214,1.2101355,0.94412935,1.0448148,0.8917673,1.0190612,0.91415685,1.0525099,1.1357684,1.1412723,0.8578237,1.1645116,1.0259486,1.1233906,1.1555529,0.8782467,0.9663002,0.35972953,1.145624,1.126963,0.82509786,1.0640976,1.0940391,0.9773171,0.93289924,0.9705227,1.0668483,1.1553981,1.0423768,1.0379864,0.8886834,1.1844913,0.94938374,1.2638578,1.0255337,0.7792852,0.8781946,1.1898668,0.992399,0.9240314,1.1917825,1.0936538,0.8523153,1.1284962,1.0727924,0.9387272,1.1324424,1.1474335,1.0342519,0.6646545,1.2161409,1.2572403,1.0762441,1.0588236,1.027144,0.8785283,1.2109187,1.0989605,1.1366451,1.0459118,0.0,0.890062,1.1617337,0.8790767,0.9066899,1.0100193,1.1999412,1.0316176,0.7408666,0.8202583,0.9936717,1.2318083,1.0038166,1.2028939,0.8706372,1.0026848,1.0673103,1.0844264,1.0190463,1.0391768,0.837098,0.9990441,0.8779521,0.8245909,0.9553986,0.8259294,1.1236969,1.1233145,1.0222104,1.0632925,0.94707185,1.0422956,1.230938,1.0204344,0.9581043,0.81583464,0.8905551,0.7234032,1.0997249,0.9045789,0.85368055,1.0934622,0.9471511
plate,1.2987471,0.8283686,0.5562033,1.4585872,0.45788062,0.46300578,0.6196283,0.70806694,1.2510052,1.421884,0.8637248,1.0022258,1.4136152,1.0392822,1.3197272,0.9313341,0.4596719,0.36494684,0.20507169,0.95655507,0.53692544,0.7378925,0.6269594,0.760955,0.58194834,0.6526901,0.6098087,1.2569602,0.87977874,0.3602813,1.3022163,0.663611,1.3760753,1.225119,0.38188136,1.370276,0.29732066,0.9213898,1.0274822,1.1881719,0.7832755,1.279298,1.0714556,0.77651703,1.3352497,1.3218,1.075514,0.8487217,0.64918363,0.85454834,0.99894696,0.7155504,1.0756536,1.1201882,0.6786035,0.82040524,1.227795,0.640182,1.3923056,1.278662,0.8731586,1.4337798,1.1433532,1.3076217,0.8288196,1.4630914,0.86530995,0.80126894,0.36795628,1.4128821,0.6231531,0.9834054,1.4096782,1.2230409,1.1610415,1.0743165,0.5536727,0.5609331,0.9118676,0.6232877,1.030075,0.79842794,1.5392032,1.4998069,1.102006,0.9124558,0.47291988,0.9791449,1.1665325,1.2899715,0.77690613,1.0346663,0.890062,0.0,1.3312232,0.5948281,0.9026879,1.0335251,0.8554505,1.1806605,0.8049864,1.1230217,1.0094968,1.4636195,1.1568164,1.4092802,1.1022089,1.1746316,0.68416387,1.29842,0.4691534,1.0954262,0.6400969,0.8148316,1.034,0.45215255,1.2300454,0.86283433,1.4358969,1.3659871,1.3813417,1.319975,0.36255264,0.8738169,1.1061091,1.088584,0.68335485,0.47870767,0.7086933,1.2438564,1.3475391,0.85560715,0.79964566,0.6465037,1.2666988
pony,0.9043835,1.0044955,1.1332566,0.61978835,1.2428163,1.2463017,1.090291,1.2561127,0.99434906,0.875832,1.0149455,1.0949223,0.8060341,1.0361543,0.95948374,1.038368,1.2767816,1.2795258,1.2653024,1.2287581,1.0672138,1.2491682,1.2775862,1.0796753,1.2121391,1.2037488,1.0976044,0.83066034,1.1940967,1.2714709,0.9441479,1.2352493,0.84412587,0.776847,1.197747,0.9890942,1.268904,0.86608183,1.0506879,1.1034145,1.1825176,0.9310565,0.9524056,0.9179147,0.67646116,0.8897493,0.8328905,1.1876833,1.1224245,1.2200699,0.9439852,1.0160285,1.0146662,0.99110013,0.9365554,1.1001694,1.0232457,1.2141855,0.75426805,0.793797,0.95062196,0.7635363,1.1291153,0.81535864,1.1729718,0.70777327,1.1116612,1.1774354,1.3033869,0.6000427,1.1716439,1.1286283,0.91416556,1.058928,1.1376098,0.9863855,1.0458499,1.2048123,0.7939332,1.0366133,1.1048553,1.1532725,0.72929156,0.69239044,1.011797,1.0713484,1.1108812,1.0822678,0.95193243,0.63198304,1.0871563,1.1352589,1.1617337,1.3312232,0.0,1.063019,1.2112483,1.0825644,0.9205661,1.0631577,1.1419811,1.0027382,1.1263354,0.71560955,1.0859177,0.6325625,1.1545289,0.9594318,1.0911962,0.9005265,1.1127847,0.93112415,1.1619176,1.1540307,1.0131639,1.2502114,0.9365603,1.0611888,0.9380635,0.83877665,0.9763544,1.0113577,1.2473372,0.88323146,0.79770046,1.0250682,1.225801,1.3056664,1.2428931,0.97848475,0.9369274,1.0476015,1.261786,1.0058208,1.035012
pumpkin,1.2001215,0.82009804,0.4846995,1.2294441,0.40433216,0.49230528,0.7593434,0.9401106,1.4036433,1.3657665,0.9735111,1.2177078,1.2122068,0.93192184,1.275126,1.0290426,0.88516504,0.57847095,0.6228905,1.2022098,0.71824133,1.0458074,0.851616,0.9280417,1.0154614,0.87664753,0.6900442,1.1428851,1.0839574,0.60195947,1.251145,0.71541095,1.3934829,1.042632,0.64187545,1.4271036,0.56691045,0.859585,0.8489423,1.2603163,0.98905575,1.2035813,0.9442806,0.68011785,1.0902467,1.1791017,0.8754188,0.9764167,0.72586876,0.82762194,0.9094141,0.90407604,0.94602084,1.1316234,0.6967445,0.75414574,1.2227309,0.5609602,1.202361,0.9714986,0.8152256,1.2212602,1.1523361,1.3157878,0.9175105,1.3191345,1.0887054,0.9528791,0.66763866,1.1391714,0.6709234,0.98262036,1.14635,1.203785,1.0855268,0.92111313,0.5344267,0.8171084,0.8161199,0.5691,1.2398971,0.68837166,1.3168457,1.3400323,1.1332781,1.132468,0.7428167,0.9097022,1.2377342,0.97437334,1.1448934,1.0149698,0.8790767,0.5948281,1.063019,0.0,0.96930856,1.0699595,0.9424967,1.2922695,0.7284521,1.0647845,0.91731036,1.2878196,0.97275895,1.2948678,1.1586365,1.2247348,1.2039665,1.2152185,0.53019726,1.112098,0.784325,0.8595559,1.0704439,0.779562,1.2300259,0.9149152,1.3202288,1.2539389,1.2877173,1.3239795,0.49860638,0.63900506,1.0665442,1.0320339,0.9355315,0.5267718,0.9120188,1.1729417,1.2411025,1.0882225,1.0840921,0.6609748,1.424582
purse,1.0067792,0.90255636,1.0749736,1.3138264,0.94552255,0.9780852,1.0282891,0.7313709,0.9784579,1.0876975,0.6488436,0.9030389,1.1878109,0.8782245,0.82860947,0.8936738,0.7897067,0.95547354,0.9578465,0.70105255,1.1533515,1.0836642,0.78993505,0.9717069,0.9312568,0.8138925,1.191788,0.9523152,0.7857022,0.9442227,1.0496764,0.60085225,1.0265337,1.129736,1.0515859,1.01357,1.0012653,1.0472221,0.8637136,1.1398307,1.0590843,1.144096,0.8764406,1.2117165,1.2379495,1.1864585,1.173569,0.77786845,0.740314,0.94896466,0.9383448,1.1059781,0.85561717,1.0915754,1.1303155,0.66479206,1.188384,0.84483325,1.2068341,1.1246835,0.8636714,1.2210008,0.9675752,0.8070667,0.9874605,1.1335005,0.8961625,0.85813063,0.9482573,1.3419824,0.8775713,1.0193477,0.7824216,1.1489546,0.69229,1.0649313,1.2014229,0.6483396,1.107574,1.1905079,1.0169863,0.98542756,1.1018579,1.0278702,1.1772255,1.0014182,1.1381105,0.64788043,1.0719683,1.1339239,0.8962168,0.81047845,0.9066899,0.9026879,1.2112483,0.96930856,0.0,0.90238786,1.2118638,1.0688081,0.96853846,1.0686544,0.83323365,1.190666,0.5638404,1.0121653,1.0348979,1.2851871,1.0333313,1.0345067,0.880923,1.2527608,0.9035979,0.7338675,0.94166094,0.781896,1.1010338,0.954836,0.835043,0.9489726,1.2274344,1.0205811,0.9184779,1.0824107,1.074724,1.0067734,0.52069634,0.74290437,0.69067913,1.15059,0.98402286,0.9003161,0.8891554,0.96518517,1.153374
radio,0.9681697,1.1621096,1.2068119,0.96218914,1.1500117,1.2102104,1.1844072,0.9866891,0.7535819,0.8230985,0.99083006,0.9959358,1.035558,0.93048376,0.93059033,1.0485377,0.90306944,1.1444808,1.0879099,0.66481423,1.190081,1.1851773,0.92621034,1.0415633,1.0118343,0.9543381,1.2099652,1.0534252,0.91925,1.0585966,0.9467363,1.065204,0.8373202,0.9889079,1.2793009,0.744362,1.1260061,1.2089536,0.9767067,0.9324046,1.0191749,1.0810139,0.98535746,1.2045753,0.9605474,0.96025294,1.1219232,1.0360671,1.075764,1.0821601,1.1942306,1.1735096,0.90934074,0.95963097,1.208163,1.2314695,0.97949016,1.0431088,1.0224909,1.0221766,1.153893,1.0028497,1.0789849,1.0205823,0.9579657,0.91633916,1.0244737,0.99452114,1.1190132,0.9878667,1.0902456,0.9239804,0.96088386,0.8989624,0.8538805,0.8259579,1.2075887,1.1365676,1.2770293,1.1622285,0.6666443,1.0734289,0.9687194,1.0541916,0.9235667,1.1240714,1.2155001,1.1563393,0.9747817,1.0639646,1.0021745,0.83205515,1.0100193,1.0335251,1.0825644,1.0699595,0.90238786,0.0,1.1503043,0.61619186,0.9864934,0.99720615,0.9848517,1.03022,0.9157217,1.0570263,1.0467184,0.98437816,0.7867254,0.96156883,1.2138599,1.0109849,0.9679603,1.0586736,0.87994766,1.118068,0.8916179,1.1568773,0.82261765,0.97609246,0.9793424,0.8767288,1.1343733,1.1893089,0.9862643,1.0253179,1.0657607,1.1072217,0.687963,0.99033284,0.81382316,0.93630755,1.0374657,1.1847113,0.9138328
raisin,1.269857,0.53585035,0.5399432,1.1297477,0.84853745,0.7108145,0.8842807,0.9268528,1.3004571,1.308502,0.7452538,1.182903,1.1622907,1.2650673,1.3344972,1.1593962,1.0354701,0.74688554,0.6737638,1.202158,0.524386,1.0116336,0.999502,0.685082,0.7298909,1.0515943,0.5382985,1.0529609,1.2309153,0.8749271,1.1619322,1.1752709,1.1866399,0.95465446,0.59877187,1.3737649,0.66023904,0.9388654,1.1144136,1.1365415,0.9454317,1.0877233,1.2113212,0.2769519,1.1697628,0.89647347,0.56369865,1.1821823,0.8881361,1.1155574,0.64385635,0.4851387,1.2256585,1.1216081,0.34978378,0.77819836,1.2652199,0.86187696,1.0111923,0.8523823,0.6413845,1.1899877,1.2365005,1.1977698,1.0558108,1.2030287,1.0250409,1.1623772,0.7754246,1.0395929,0.80688065,1.1205561,1.1212195,1.2465755,1.3024391,1.0990322,0.4061303,0.8170608,0.4355873,0.51569843,0.9606357,0.9323768,1.2307327,1.1252954,1.2193195,0.765857,0.5791973,0.97290695,1.0273834,1.0637573,0.82524383,1.2178656,1.1999412,0.8554505,0.9205661,0.9424967,1.2118638,1.1503043,0.0,1.1911778,1.1015673,1.0657338,1.1478024,1.1637995,1.1948022,1.0084008,1.2873805,1.2185135,1.0318469,1.2512312,0.48505068,1.1326915,1.0488436,0.8809475,1.2247891,0.8618765,1.2271196,0.8479584,1.2614613,1.1622474,1.2855086,1.387286,0.7142053,0.5224617,0.7561568,1.0957029,0.97946954,0.9118144,1.2751279,1.2299644,1.2445047,1.1062126,1.0916868,0.38920474,1.2923921
refrigerator,1.0782084,1.1720744,1.2986747,0.8271769,1.316911,1.3305019,1.3269559,0.8786479,0.7077523,0.6480954,1.1425987,0.87198544,0.97022045,1.1016698,0.91647416,1.1987923,0.91459304,1.221353,1.176532,0.6222663,1.2294075,1.0670537,1.1380056,1.1101238,0.8675834,1.074992,1.1660376,1.0003899,0.81905484,1.1646092,0.803217,1.0820967,0.55709,0.9625855,1.3774629,0.61002517,1.1736708,1.2264163,1.0072645,0.41363108,0.9790788,1.041571,1.0883398,1.2829628,0.88705546,0.91043204,1.1949787,0.855365,1.3120726,0.9895711,1.1753753,1.1864746,1.1898608,0.9086688,1.265057,1.2588824,0.9521978,1.2946906,0.97615117,1.104035,1.2242955,0.88822585,1.1066431,0.9923289,1.017694,0.78612924,1.0683812,0.8621004,1.0982736,0.959252,1.2794335,0.96160245,1.0746742,0.78691244,0.93324995,0.8256539,1.2995324,1.1995307,1.2916193,1.2585633,0.27543795,1.1504965,0.8555695,0.9085145,0.83126235,1.1282948,1.2106444,1.1208003,0.8491339,1.1388056,0.8313781,0.9029005,1.0316176,1.1806605,1.0631577,1.2922695,1.0688081,0.61619186,1.1911778,0.0,1.1135964,1.0087119,1.1877185,0.8796276,1.0288501,0.92289793,1.0896859,0.7803447,0.71791935,1.0459979,1.3809752,0.9123256,1.0552953,1.1983074,0.88003135,1.2281888,0.9902288,1.1244755,0.772359,0.8910788,0.887873,0.7646283,1.3021599,1.3178003,1.0073792,1.1045048,1.1628886,1.394052,0.7499814,0.8584086,0.7343968,0.88541853,0.842844,1.3001926,0.58645815
