,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
nose,0.9680324,0.6475647,0.980112,0.8707092,0.7281705,1.1320174,1.213448,1.0017072,1.3174374,1.0091107,0.96017975,1.1603761,0.9054795,0.89342135,1.1521523,0.9743841,0.90271556,1.2322104,1.2860943,1.2969664,1.2354782,1.0402652,1.0987117,1.3123153,0.84182626,1.1852089,0.94720066,0.77142346,0.8343328,1.1363249,1.1350892,1.3235397,0.9517091,1.2994723,0.6697652,1.2025006,0.95843303,0.79828274,1.1807194,1.0388812,1.3201863,1.2013785,0.6801425,1.0968463,1.0300318,1.0894336,0.8227179,1.1035889,0.97802764,0.7793983,0.72413474,0.91329694,1.1143548,0.95243835,0.808616,1.0948831,1.1721861,1.0401906,0.91799086,0.5922451,0.88070166,0.94171333,1.1196314,0.64399797,0.95833915,0.5380955,0.8736156,0.9126507,0.69130063,0.90074867,0.8660778,1.2674546,0.84213537,1.1096973,1.0230215,1.2967634,0.85849136,1.0543904,1.2550273,0.73920643,1.0365585,0.5318662,1.0366167,0.9579372,1.233515,0.9744944,0.0,0.97717196,1.0488307,1.2050221,0.862852,0.7826245,1.2350395,1.1840817,1.1376302,0.737592,1.0067805,1.1887215,0.9147136,0.9402877,1.2537031,1.0298362,0.90804285,1.2359136,1.3661501,1.0315194,0.89297885,1.1745111,1.0529016,0.998629,1.1148993,0.7252164,1.0967234,0.81923056,1.2235428,1.0827978,1.1941686,0.94652545,1.0115275,0.91392446,1.3270475,0.8649309,1.0326803,1.2439209,1.175176,1.0285612,1.1179477,0.70830595,0.99951124,1.3177297,0.79855597,0.7374468,1.1079288,1.2577758,1.280841,1.0406159,1.0907497,1.0260937,1.0839953,1.2319024,0.94781023,1.0395925
orange,1.296732,0.89927626,0.33073485,1.0410018,1.2136675,0.41383535,0.498093,0.61531925,1.2192725,1.1994255,1.3621796,0.7293134,1.39743,1.3044323,1.0508705,1.3385711,0.96946836,1.1009072,0.66061336,0.5815209,1.2177249,0.5478744,1.1308315,0.77136344,1.0522387,0.89855397,1.1054126,0.42234302,1.124401,1.3799924,0.8032438,0.78299963,1.3930715,0.97746915,1.2065191,0.8215153,1.3571225,0.6489709,0.5994408,1.4213243,0.69067186,0.9658002,1.2119224,1.2171329,1.2962502,1.0751332,1.3015068,0.48464304,1.0416086,1.092343,0.7387689,1.2168813,0.7976475,1.0061265,0.94258475,1.0148702,0.9884427,1.1535434,1.1492491,0.85563016,0.9507293,1.2561129,0.711498,1.1598765,0.64048576,0.97190535,0.825263,1.2746294,1.2993256,1.3890328,1.2466235,0.95981055,1.2970456,0.97804374,1.4542761,0.8793343,1.1626137,0.70681924,0.9760672,0.84989953,1.2687504,0.8956075,0.49675202,0.46968836,1.0247209,0.8156165,0.97717196,0.0,1.2676505,0.9618508,1.3595264,1.2542753,0.97955716,0.68913966,0.67775416,0.9115775,0.9659326,1.0253081,1.208298,1.1330941,0.7055396,1.1891063,0.32453364,1.1615047,0.93972266,1.3042299,1.000564,0.9927113,1.063754,1.1562939,1.0323142,1.3208463,1.1008286,1.21741,0.87567323,1.2456174,1.0426462,1.3277009,0.6943754,1.0843352,0.7431463,1.0882264,0.85597485,0.9070628,0.94022715,0.66757464,1.3935646,1.2922392,1.3352457,0.68385595,0.7125027,0.7045993,0.82278824,1.0557216,0.7790898,1.0423926,1.1337917,1.207391,1.1488018,1.3110301,0.6242346,1.2689741
oven,0.89478254,1.2017957,1.3892213,1.045921,0.86364704,1.3671341,1.3210521,1.3586702,0.95382416,0.36842406,0.832005,1.058729,0.45239562,0.9982619,1.158523,0.8673346,0.9648374,1.0654843,1.2099944,1.2293302,0.90250784,1.3374825,0.90527654,1.1352102,1.019688,0.7934396,0.72271323,1.1027104,0.8206874,0.5990018,1.124124,1.0051751,0.6000044,1.0954292,0.83028823,1.1736038,0.86966586,1.2147952,1.3058069,0.5735754,1.1784211,1.1616145,0.9333858,1.1654532,0.3190391,0.6515682,0.907619,1.2759346,0.9661953,0.98920786,1.3063319,0.88026255,1.3550445,1.1676139,1.1859484,1.0845793,1.3096068,1.1319976,0.9573895,1.2604551,1.2924476,0.9089695,1.4343486,1.0021099,0.92089,1.128673,1.1979606,0.74137384,0.69659746,0.71841943,0.8686722,1.1208283,0.7956401,1.0545384,0.5560232,0.89935434,0.9348316,1.1918033,0.97218966,1.2040353,0.74586654,1.1443413,1.2370598,1.2851622,0.9517775,1.3380756,1.0488307,1.2676505,0.0,1.2592556,0.8997949,0.7406093,0.856377,1.1512921,1.2048992,1.1363361,1.0114025,1.0259341,1.0261521,1.0274061,1.2002506,0.9501779,1.2108569,1.0104457,0.7921506,0.14972407,1.0495645,1.243706,1.0518094,0.95543015,1.1063173,0.8073585,1.1117909,1.0193133,1.1682599,0.5635946,0.57288355,0.8841528,1.2420702,0.8062409,1.1197132,1.0278902,1.0427254,1.1440034,1.1654156,1.2516761,0.6519307,0.80404145,0.6694203,1.2746189,1.3212419,1.3202732,1.1614413,0.9861653,1.3526014,1.0341727,0.86592853,0.75129694,0.7658488,0.5128244,1.3008697,0.61018276
owl,0.75075185,1.0563306,0.84955084,1.1506075,1.3777913,0.8626176,0.8357279,0.7949418,0.98739296,1.3571517,1.3014473,0.8566055,1.2901149,1.1976526,0.32867455,1.1827059,1.1011319,0.8685094,0.87419325,0.8703097,1.103472,0.63488287,0.85591614,0.94021195,0.9122786,0.94616914,0.9951068,1.0425391,1.1011802,1.1500726,0.8679389,0.8341079,1.2361809,0.95272684,1.0784103,0.9302661,1.2838051,0.89940643,0.8300774,1.261738,0.88036937,0.9119953,1.0523862,0.98100835,1.2157395,0.9510817,1.1142431,0.9187775,1.1314193,1.1933689,1.0619298,1.0916129,0.4707663,0.8133447,1.0031217,0.7143296,0.34602737,1.0577992,1.1262884,1.062727,0.966799,1.0965413,0.84204745,1.2543157,1.1564002,1.1724024,1.0483987,1.2663345,1.2363877,1.1436802,1.224199,0.915677,1.1910069,0.8436464,1.2101494,0.8797169,1.097867,0.9497177,0.9091035,0.9891116,1.0889598,1.1752203,0.7724347,0.9931717,0.8098365,0.8011328,1.2050221,0.9618508,1.2592556,0.0,1.2913454,1.1703453,0.8456631,0.8659469,0.85234815,0.7517194,1.0072923,0.7845075,1.2293127,0.73402584,0.85538226,0.87369114,0.9134393,0.9110788,0.9574801,1.2586213,1.1930752,0.35767865,0.99258536,1.1138235,0.9217788,1.2586656,0.8468046,0.94865465,0.8452247,1.2732784,1.1976058,1.1471385,0.86268663,1.1122503,0.8315265,1.0674967,0.8493061,0.8127693,0.7000875,0.8445866,1.0673614,1.2778108,1.3083855,0.831273,1.0194556,0.84243023,0.94457847,0.81695044,0.94827914,1.1836953,0.9301182,1.1479831,0.9517838,1.0446107,0.9830792,1.1573229
pajamas,0.6328593,1.1285107,1.5095499,0.81373036,0.3633902,1.409689,1.3265984,1.3187494,1.084409,0.7170714,0.3169955,1.43011,0.6216813,0.23982286,1.1415267,0.3464507,0.88757545,1.029529,1.5262277,1.5650487,0.88372517,1.4019549,1.2788277,1.4625928,1.1598322,1.4722066,1.0637829,1.115799,0.78103983,0.8962703,1.1488405,1.4936123,0.68611366,1.317442,0.7552744,1.2072382,0.36232972,1.1887676,1.5062727,0.53932524,1.5520426,1.0858451,0.6579053,0.82244384,0.93995476,1.2231543,0.35588932,1.3976549,0.65138936,0.8037594,1.2636482,0.8699888,1.2481589,0.94645816,1.1399755,1.3902247,1.1308193,0.7453426,0.7632077,1.2237916,1.0457338,0.53109723,1.2327323,0.79284126,0.9234834,0.858625,1.2734406,0.75227106,0.73555917,0.850265,0.428784,1.2198896,0.2867303,1.3390099,0.72807837,1.5297744,0.7974919,1.0637877,1.323582,0.9088089,0.95205736,1.1298312,1.2368705,1.4091705,1.2684975,1.3405911,0.862852,1.3595264,0.8997949,1.2913454,0.0,0.4160354,1.187132,1.4680293,1.4764566,1.1700442,1.0102317,1.1950089,0.48399585,1.0406505,1.3531846,0.81467545,1.1484604,1.0383296,1.401351,0.8456888,0.6735163,1.2591889,0.9982127,0.8342012,1.2109708,0.26647663,1.2151935,0.65942055,1.3844831,0.68644315,1.205467,0.70824033,1.4773493,0.80329305,1.4674854,0.8640491,1.1527051,1.4014999,1.3317844,1.3735303,0.87153196,0.40540075,0.5128936,1.4591689,1.3184558,1.3523803,1.3972152,1.1620924,1.1363811,0.7363949,1.0074136,0.8043022,1.0743693,1.2692221,1.3788759,0.8790041
pants,0.7242025,0.84653485,1.3210535,1.0833948,0.59217405,1.3610947,1.3281147,1.2543106,1.3596808,0.8011328,0.67908007,1.219217,0.6045582,0.6499476,1.1976247,0.6896155,0.9013512,1.2772021,1.431765,1.5845779,1.1544728,1.2804868,1.0308732,1.4816114,0.8813633,1.1114664,0.8430411,0.9227848,0.7433505,0.7417878,1.2126067,1.4734168,0.6981259,1.4496646,0.9202841,1.2883766,0.71331,1.0382504,1.3980944,0.71068335,1.5007367,1.2673416,0.52485836,0.98371655,0.80448127,0.96556765,0.50544524,1.3545173,0.5706366,0.8063189,1.0024184,1.0003635,1.2501843,0.9824898,0.79464746,1.3222716,1.2777202,1.0053626,0.9836487,0.993029,0.8718612,0.73967284,1.3973088,0.76091665,0.93986547,0.78611314,1.0250056,0.8172809,0.5998118,0.82821345,0.41507465,1.316916,0.20866656,1.2959447,0.7148757,1.4367887,0.68029475,1.0959888,1.3930285,0.84061855,0.8161946,0.97363204,1.219728,1.2758588,1.2061429,1.2423326,0.7826245,1.2542753,0.7406093,1.1703453,0.4160354,0.0,1.2471061,1.310385,1.3074908,0.865524,0.98039305,1.194546,0.8356322,1.0209644,1.4731628,0.61175233,1.1796111,1.0573915,1.3848083,0.802647,0.8899132,1.2628937,1.0662838,0.90412426,1.320991,0.3428055,1.0425321,0.44873822,1.3583848,0.81811714,1.2985365,0.8230247,1.2165581,0.8640571,1.3120222,0.67834234,1.2693162,1.4565035,1.3030386,1.223052,0.68700093,0.35073954,0.77843976,1.5395169,1.0377331,1.0711756,1.390558,1.1645648,1.3889555,1.0843245,1.0888637,0.6910641,0.97664136,1.0243841,1.2096418,0.9831822
paper,1.0911506,1.1908555,1.1225563,1.1020504,1.16769,1.0283507,1.0171341,1.0886296,0.67842823,0.9498443,1.0551292,0.7871169,0.96559614,1.0115916,0.89269865,1.0242686,0.9930047,0.37486482,0.91350174,0.79078233,0.6724768,1.0867014,0.9745211,0.8492216,0.9391483,0.78702873,0.9463718,0.97299993,1.1297565,0.8775944,0.9509083,0.8187392,1.0588934,0.80968285,1.0560069,1.033196,1.0333258,1.0077678,0.8851844,1.0138365,0.8320215,0.8282517,1.2586429,1.0629114,0.9814853,0.65227467,1.1944,0.91624767,1.1629677,1.1315184,1.1346524,1.0329441,0.89844733,1.1047131,1.0927794,0.8457912,0.9167814,1.0893985,1.0728114,1.1909869,1.1813132,1.0593709,0.8285576,1.2440504,1.0138987,1.1183566,1.1578883,1.0592418,1.2225003,1.0191228,1.2272795,1.0215354,1.1691829,0.93617105,1.034565,0.7587748,1.0652826,1.0793672,0.7087163,1.1626856,1.11143,1.2003176,1.1384627,1.0186865,0.5147332,0.9741825,1.2350395,0.97955716,0.856377,0.8456631,1.187132,1.2471061,0.0,0.80786896,0.8536788,1.0126733,1.0451484,0.7126452,1.1536584,1.0637583,0.717546,1.0568703,0.9703425,1.0098891,0.7606785,0.8811895,1.1963398,0.9539518,1.0730176,1.1521609,0.94271225,1.2224839,0.9649526,1.1704196,0.9071527,1.0168227,0.6422594,1.0118881,0.9465503,1.0622146,0.9208744,1.147938,0.9393304,0.8541358,0.8297411,0.99501383,1.1063699,1.219635,0.8807446,0.8029775,1.133322,1.0437185,0.8329095,0.57822555,0.9390617,0.8836708,0.9358,1.1328447,0.98879236,0.9528163,1.0584031,0.9670285
pen,1.4437506,0.7708057,0.5417155,1.3608825,1.466497,0.74825466,0.87848765,0.84814316,1.1080524,1.2427272,1.4609542,0.112638414,1.3982098,1.4923891,0.9958306,1.4240234,1.1905775,1.0070766,0.27114522,0.47498846,1.2907215,0.8077449,0.6512449,0.76212275,0.66766393,0.286183,0.96362543,1.0090733,0.9413797,1.1504989,1.2020541,0.46054935,1.4034066,0.9837726,1.2153033,0.92440504,1.4497113,0.95262897,0.11230898,1.5244895,0.5106598,1.0849738,1.1635852,1.2984779,1.0859725,0.6774065,1.4255197,0.8601463,1.2741053,1.2927091,0.62121266,1.1199474,0.46006495,1.1973984,0.7235479,0.58163,1.0403126,1.2513272,1.4751911,0.61745244,0.7403769,1.310124,0.8803133,1.2222596,1.3858995,1.2099226,0.607811,1.4033228,1.318489,1.2833507,1.3122904,1.1102443,1.3947073,0.68245935,1.3545268,0.35745496,1.0291489,1.1052827,0.87613434,1.3467853,1.235563,0.8713929,1.1025892,0.25068736,0.6427982,0.42567074,1.1840817,0.68913966,1.1512921,0.8659469,1.4680293,1.310385,0.80786896,0.0,0.025133073,0.7956264,1.2823287,0.6732291,1.2460817,1.0553628,0.76559865,1.107,1.0386555,1.1111541,0.6224608,1.2683681,1.08659,0.8723852,1.2184203,1.216723,0.7760942,1.4530914,0.6583176,0.9947304,0.6513525,1.3412883,0.8513384,1.392111,0.13502288,1.0389931,0.3915192,0.9398883,1.2482933,0.7569754,0.63734066,0.60587776,1.3222382,1.4096172,1.4896114,0.65382725,0.4768716,0.42702997,0.2564062,0.6834928,1.0042764,1.3638623,0.9803313,1.3427573,1.0226926,0.8361513,0.19790941,1.120989
pencil,1.4401841,0.73047554,0.49711853,1.3488548,1.4411387,0.7349036,0.86238015,0.77326286,1.142855,1.2736082,1.4872313,0.13988948,1.4268616,1.5008013,0.9949738,1.4407092,1.1768551,1.0234286,0.296013,0.48823202,1.3227926,0.7521765,0.6051482,0.78132,0.65604675,0.34785867,1.0007558,0.97409576,0.9820128,1.177698,1.2029692,0.5008453,1.4322423,0.99018455,1.1987888,0.9002759,1.4812614,0.9149004,0.085567355,1.5701867,0.5321481,1.0994604,1.1803948,1.29621,1.1277792,0.6790713,1.4394438,0.83659434,1.2721472,1.2869284,0.56901354,1.1458054,0.46670455,1.1776582,0.68695235,0.540277,1.0268478,1.2507024,1.488038,0.5774523,0.7086965,1.338217,0.8555996,1.213446,1.3979211,1.1543918,0.59711814,1.4186014,1.3165731,1.2732489,1.3075752,1.1209435,1.4015365,0.6145568,1.3603303,0.37337208,0.9914186,1.0793445,0.91416925,1.3124673,1.2844813,0.8372494,1.0735372,0.25588197,0.6660365,0.39313895,1.1376302,0.67775416,1.2048992,0.85234815,1.4764566,1.3074908,0.8536788,0.025133073,0.0,0.7978642,1.2469738,0.6976655,1.2467735,1.0342656,0.75015223,1.1258509,1.0349004,1.1297256,0.65221936,1.3120854,1.100132,0.86486053,1.1770673,1.2260286,0.7266369,1.4567146,0.67154765,0.9905705,0.58341783,1.3668867,0.89442086,1.3826957,0.14855981,1.0633081,0.42417502,0.91513836,1.2414553,0.7004105,0.6365554,0.5828095,1.354532,1.4113595,1.5150583,0.6446909,0.44300818,0.39688796,0.23695534,0.7045775,1.0091693,1.369334,1.0121294,1.372792,1.069099,0.8506751,0.20512688,1.1622188
penguin,1.1064901,0.62063944,0.8050821,1.1412051,1.2111418,0.9929756,0.9956143,0.76495147,1.2365041,1.226083,1.2822943,0.68494785,1.1332984,1.150403,0.99717504,1.1879348,0.8475752,1.1287041,0.9754389,1.0481566,1.2127383,0.77032983,0.96870047,1.0508908,0.543138,0.7639739,0.7845434,0.72215533,0.92922246,1.040374,1.069681,0.9945332,1.2127142,1.3281188,0.9442454,1.1805792,1.2894198,0.75582397,0.80683386,1.2219894,1.0133088,1.1761682,0.867487,1.1625667,1.1043534,0.7702058,1.0821983,1.0896657,1.0808959,1.0633411,0.7188349,1.1121373,0.68175423,0.8599619,0.70644164,0.92895234,0.9085211,1.1910883,1.1829659,0.63500166,0.6468624,1.0844822,0.897752,0.9546259,1.1168792,0.82946026,0.72822165,1.1703172,1.0391955,1.0970732,1.1011695,1.1837991,1.0139375,1.1186068,1.1348208,1.0405298,0.98879516,0.9409015,1.1076043,0.84784454,1.0935471,0.76602435,1.053268,0.8403344,0.9631565,0.764516,0.737592,0.9115775,1.1363361,0.7517194,1.1700442,0.865524,1.0126733,0.7956264,0.7978642,0.0,1.0028032,0.8900888,1.2220798,0.9028835,1.0649275,0.9269606,0.87177336,1.0947793,1.1481565,1.2490275,1.1020336,0.9783104,1.0662104,1.1448342,1.0470526,1.0902271,0.80404806,0.6704587,1.0224816,1.264585,1.1959841,1.131593,0.64650345,1.0629817,0.96139723,0.8746824,1.145935,1.2182798,0.99942267,0.85567635,1.1086862,1.0463207,1.293899,1.0042703,0.7380425,0.48376513,0.9341488,1.010159,1.0845094,1.1462315,1.0476222,1.1450475,0.9144929,1.1200696,0.6908602,1.0981349
pickle,1.0135646,1.0469104,1.0251781,0.7635375,0.9050937,1.1198232,1.0213906,0.649493,0.8860649,1.117787,0.99860275,1.3099312,0.95816344,0.9267634,1.063982,0.96663713,0.92891145,0.9233192,1.2094783,1.0872111,0.7766887,0.6931842,1.0252794,0.99261254,1.047607,1.2223983,1.0401118,0.8191868,1.3241026,0.96687543,0.63071,1.301314,0.87968785,1.0403078,1.0004689,0.826729,0.97747105,0.5302696,1.2267325,0.91790897,1.0764875,1.0055095,1.1651736,0.969826,1.0571668,0.9777561,0.9686337,1.0969005,1.0194615,1.0334172,1.0453141,1.0311319,1.1929917,0.8253783,1.0067558,1.1840081,1.0532786,0.96201426,0.9533881,1.1117332,1.0710071,0.99125797,0.8553493,1.0282373,0.7551476,0.7912278,1.220192,0.99895155,1.0411224,1.0768858,1.1167593,0.7534898,0.94672865,1.1993816,0.8906301,1.2899034,1.0117748,0.8079492,1.0398813,0.77848834,1.0842085,0.9886055,0.7000973,1.2225535,1.170141,1.1267158,1.0067805,0.9659326,1.0114025,1.0072923,1.0102317,0.98039305,1.0451484,1.2823287,1.2469738,1.0028032,0.0,1.2428026,1.048115,0.88755435,0.91507745,0.9834512,0.88124037,0.9615512,1.1587647,1.0311865,1.169216,1.1284918,0.6653509,1.0267297,1.1445404,1.0384263,1.1310737,0.9857078,1.0893748,1.0136353,1.137982,0.948423,1.2633429,1.231368,1.251258,0.9941332,0.82746935,1.1380777,1.2519405,1.0180879,0.9590621,1.047409,0.9028574,1.0879182,1.1116614,1.0603259,1.2186165,1.1589783,0.92384225,0.8130989,1.018168,1.0169673,0.8938467,1.0935957,1.2143834,1.1123596
pillow,1.1273115,0.96939546,0.9263532,1.3363123,1.288343,0.840067,0.8897489,1.066539,0.9515138,1.1416209,0.95955974,0.5967624,1.0482957,1.1807106,0.96317744,0.81315774,1.1266117,0.9639535,0.6845948,0.704172,1.1330404,0.8472496,0.9137096,0.82605034,0.87411565,0.53374577,0.9084814,1.087613,0.9547709,0.8543657,1.0794337,0.6892565,1.1908871,0.8961542,1.2386687,1.0121107,1.0287918,1.0542483,0.7562126,1.2131835,0.72159284,0.95354265,0.9344462,0.78684753,0.92192197,0.6641135,1.2940147,0.76293164,1.1909199,1.3386358,0.8957817,1.1923872,0.61971945,1.0927964,0.9945834,0.72525066,0.94669527,1.126411,1.230637,0.9921009,0.64034575,1.1377703,1.0064746,1.2549727,1.270082,1.1897748,0.78121066,1.2428843,1.323825,1.1530068,1.2379842,1.014791,1.2805986,0.92519957,1.1486764,0.56419986,0.88279116,1.0024374,0.7699872,1.1111482,1.152521,1.1675782,1.1633998,0.83465177,0.32119828,0.68781,1.1887215,1.0253081,1.0259341,0.7845075,1.1950089,1.194546,0.7126452,0.6732291,0.6976655,0.8900888,1.2428026,0.0,1.0340406,1.0214367,0.8902205,0.97384775,0.986198,1.0584472,0.70758927,1.0644743,0.9259114,0.87219816,1.1856961,1.2282488,1.1245146,1.268094,0.78613085,0.9185463,0.8920938,1.264769,0.83380055,1.0637429,0.6453739,0.9658457,0.6783966,0.8641863,1.0639641,0.89519453,0.7760694,0.83472985,1.0451964,1.2919483,1.3198559,0.81980586,0.8924649,0.78139555,0.7623317,0.36262953,1.1567171,1.4096462,0.9064189,1.2912288,0.9235786,0.851754,0.83457905,0.9025039
pizza,0.8191811,1.132308,1.267967,0.89557785,0.53296524,1.1804943,1.2139103,1.243726,1.1119534,0.7919506,0.4060309,1.2791101,0.69036925,0.68073624,1.0993341,0.44285393,1.0788871,0.992299,1.3379524,1.2914325,1.0075066,1.1657935,1.2560687,1.3733594,1.12793,1.4008095,1.1800728,1.1655524,0.8458847,1.0555115,1.1189756,1.2810035,0.90259373,1.1511887,0.92599934,1.1326008,0.46722597,1.1229107,1.286536,0.7634196,1.3620816,1.064654,0.7384484,0.94348323,0.99272233,1.2597787,0.8484485,1.1873047,0.8259992,0.8846221,1.0122448,1.0402459,1.0919131,1.0618911,0.94999725,1.2565783,1.0995897,0.6856359,0.8428431,1.1604308,1.0895036,0.61030704,1.1171174,0.9127823,0.92725396,0.7699549,1.2320927,0.8768592,0.8202179,0.9290238,0.756677,1.1616936,0.6932049,1.1694491,0.8795449,1.2774901,0.8614506,1.0057573,1.2879633,0.9811454,0.9895374,1.0443511,1.0515136,1.1584471,1.2217143,1.2430457,0.9147136,1.208298,1.0261521,1.2293127,0.48399585,0.8356322,1.1536584,1.2460817,1.2467735,1.2220798,1.048115,1.0340406,0.0,1.1087161,1.190801,1.1151662,1.0887306,1.1172686,1.2737055,0.9540437,0.71381223,1.1144795,0.9816431,0.9917309,1.154348,0.7502428,1.0718055,1.0398101,1.2770095,0.73012596,1.085333,0.9252029,1.243351,0.7676979,1.3463628,0.9907584,1.0153184,1.1533718,1.2179918,1.1828482,1.0386267,0.7448823,0.5951355,1.2824515,1.040914,1.2274569,1.2169284,1.1463077,1.1286774,0.8737437,0.98055106,0.8175311,1.1494675,1.2454803,1.211724,0.8936769
plant,0.73399913,1.1421449,1.043057,0.88745487,1.065867,1.163541,0.95836574,0.750396,1.0504547,1.048985,1.0890169,1.0881047,1.0273199,1.0037663,0.80318457,1.0634058,0.74689066,1.0701799,1.1104132,1.2049638,1.095416,1.0372663,0.8474015,1.1377866,0.99279165,1.0808746,0.6597028,0.995281,0.8373748,1.0343788,0.900907,1.1739575,0.9171874,1.1334765,0.71210206,1.1588393,1.0617435,1.029572,1.0753107,0.9563338,1.1989462,1.0768481,0.8712545,1.0800419,0.88833296,1.1021827,0.8646085,1.2167366,1.1777567,1.0497072,1.1796694,0.7294956,0.7807976,0.58723557,1.1715288,0.90553325,0.6967277,1.0775663,0.72431225,1.1451236,0.9906113,0.8219929,0.9979524,0.98874766,1.1106317,1.0486912,1.1681042,1.0292709,0.89787114,0.9201,1.02919,0.9614744,1.0704083,1.0126532,0.8711703,1.0189825,1.0661725,0.8197042,1.1522522,0.8134104,0.8970127,1.1038145,1.1029539,1.1855688,1.1266794,1.0618418,0.9402877,1.1330941,1.0274061,0.73402584,1.0406505,1.0209644,1.0637583,1.0553628,1.0342656,0.9028835,0.88755435,1.0214367,1.1087161,0.0,1.1106154,0.903324,1.0261009,1.0931971,1.2408141,0.99867004,0.98386747,0.746118,0.9466304,1.087179,1.0076478,0.9421903,1.0827528,0.92931217,1.0174184,1.066602,1.1719579,0.84979063,1.1225601,0.95438737,1.1203214,1.1040819,0.8912108,1.1159831,0.982781,1.0676913,0.9649272,1.0200579,1.0444484,1.1921356,1.2498286,0.9913787,0.9595566,1.1346738,1.1036869,1.1232207,0.68452513,1.0929229,0.6128745,0.9644719,1.1050162,0.7796822
plate,1.286036,1.1629827,0.74271435,0.7989734,1.3583409,0.6894494,0.70268977,0.60197186,0.8058646,1.0768301,1.2947226,0.78988326,1.3834684,1.2670026,0.87620795,1.2615036,1.0792745,0.80283713,0.7017384,0.31337154,0.9757622,0.6911395,1.0516593,0.61262524,1.132097,0.94216627,1.2186245,0.9812641,1.257368,1.2792939,0.6394641,0.5537984,1.3977134,0.62277615,1.1832094,0.7302446,1.2804251,0.8911802,0.68295336,1.3479068,0.53388953,0.7246752,1.4917774,1.1356833,1.2514312,1.0659394,1.3436143,0.6004624,1.1894957,1.2420449,1.0490438,1.1552278,0.8188622,1.1598278,1.1539814,0.7136531,0.8141526,1.1581026,1.1060295,1.0938847,1.1281202,1.3152587,0.62117565,1.3198192,1.0451621,1.2113479,1.014202,1.2835683,1.4115045,1.2421033,1.3333751,0.69596666,1.4036458,0.6703162,1.3680693,0.71058416,1.2378197,0.81184196,0.69926083,1.1490159,1.2747822,1.087204,0.6989003,0.81880623,0.7960318,0.8600699,1.2537031,0.7055396,1.2002506,0.85538226,1.3531846,1.4731628,0.717546,0.76559865,0.75015223,1.0649275,0.91507745,0.8902205,1.190801,1.1106154,0.0,1.2201161,0.83795005,1.045943,0.7785131,1.1772882,1.0546024,0.8636809,0.95326865,1.1545389,0.7672305,1.409329,0.97636396,1.3337746,0.6069088,1.1786418,0.5603015,1.1849979,0.87165344,1.117474,0.77918404,1.222732,0.51406944,0.37527317,0.807823,0.83568203,1.3834385,1.4136524,1.1784441,0.37772995,1.0268155,0.97409225,0.7563399,0.8307036,0.7893199,0.8545025,1.0339745,1.2504375,1.1370915,1.1450894,0.88823694,1.1648803
pony,0.9153368,0.92531294,1.1405094,1.2011018,1.0218662,1.1523544,1.0994503,1.1762401,1.1015819,1.1181848,0.97017914,1.0670838,0.88096195,0.85287553,0.98408186,0.9125455,1.0701053,1.1087468,1.0707573,1.242601,1.0991669,1.161017,0.8704431,1.1548116,1.0376306,0.95551157,0.83855355,1.0310396,0.98836416,0.800287,1.064691,1.1463388,0.7887228,1.1461233,1.0849224,1.1988494,0.96412396,0.9951092,1.1647506,0.9337,1.1355495,1.0674976,0.75576437,0.7780769,0.9027549,0.9258409,0.511473,1.1187084,0.8735583,1.0299833,1.0713507,0.88873696,1.039102,0.9091965,0.8809577,1.0251098,1.082981,1.1450905,1.010719,1.026735,0.92879426,0.9559275,1.2046106,0.870206,0.99887186,1.006656,1.0102826,1.0839423,0.94768894,0.98904973,0.8413258,1.0321996,0.7288639,1.1509225,0.832405,1.1207508,0.85237175,1.1594691,1.0240242,1.0267086,0.87107503,1.101665,1.1264468,1.1351619,0.9879103,0.9739632,1.0298362,1.1891063,0.9501779,0.87369114,0.81467545,0.61175233,1.0568703,1.107,1.1258509,0.9269606,0.9834512,0.97384775,1.1151662,0.903324,1.2201161,0.0,1.1985698,0.8347269,1.1413381,0.969039,1.1159521,0.94767106,1.1251628,0.8497429,1.1963866,0.6766881,1.053818,0.51724505,1.156792,1.0469954,1.2002048,1.012594,1.0697036,1.1159959,0.9938127,0.8442039,1.1867801,1.1936668,1.074722,0.9823346,0.7408136,0.7895695,1.0084845,1.2182249,1.0227659,0.9820039,1.1764855,0.9326792,1.1918292,1.1974757,0.9921999,0.9524532,0.74141824,0.89253765,1.0764711,1.0357282
