,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
pajamas,0.4292575,1.1209024,1.4966214,1.2437402,0.4166826,1.3127428,1.3568418,1.2823482,1.2252096,0.61591506,0.7179013,0.3820734,1.4146893,0.63037944,0.21957147,0.9772397,0.3800069,0.72903764,1.3508115,1.5105083,1.4415572,1.0145773,1.5241184,1.190088,1.4152533,1.2245406,1.4536674,1.024806,0.8650483,0.85324043,0.8828662,1.0556126,1.4248035,0.68553936,1.1346831,1.2714782,1.0230435,1.3794086,1.1248482,0.4897107,1.2131898,1.5893593,0.48313385,1.5729743,0.81276715,1.1145219,0.4696623,0.9653189,0.79791987,0.9854706,0.3502202,1.1741464,1.3816249,1.4450475,0.92430866,0.61922127,1.1943415,1.3222857,0.99525297,0.890504,1.3067505,1.3415719,0.8607954,0.54374844,1.1857429,0.9597387,0.5355019,1.4902205,0.5194653,1.2684152,0.75063926,1.2468832,1.2191093,0.848562,0.23481095,1.0135864,0.27002412,1.2916871,0.45105028,1.5529065,0.71601874,0.73225975,1.3238685,1.136586,0.5294037,0.6983336,0.99473536,1.0762615,1.4078864,1.3716645,1.3274873,1.1411844,1.5453767,0.9668242,0.8920174,0.0,0.38575965,1.0398376,1.5638745,1.5262742,1.37235,1.0905651,1.3289574,1.0893785,1.3279645,1.1771212,1.3878336,1.086418,1.0645565,1.4976225,1.3613241,0.79627013,0.81990373,1.0938653,0.98175794,0.96140444,0.38713098,1.2987909,0.13696498,1.167384,0.53176355,0.94372153,0.7688072,1.0800174,0.47473383,1.4650631,0.8578606,1.3626709,1.0180465,0.9579236,1.4819787,0.81860375,1.390486,0.7980922,0.1453942,0.80424047,0.5373144,1.5705653,1.2776643,1.297537,1.3888569,1.1918591,1.395371,1.1406071,0.8769026,0.76067805,0.829988,0.97062224,1.4031061,0.7491164
pants,0.656426,0.80916554,1.3131546,1.2297131,0.5226712,1.2743938,1.2816732,1.2236918,1.3434854,0.6632666,0.79863596,0.5712869,1.1543671,0.5919313,0.58913535,0.98444587,0.5074892,1.0039581,1.3462958,1.4223726,1.4744661,1.1173363,1.4113266,1.047899,1.3662645,1.2728641,1.1130178,1.107501,0.8800345,0.7002842,0.7272248,1.1638454,1.4142525,0.8258004,1.0100969,1.2700858,0.97279483,1.2660146,1.095676,0.6760796,1.1752784,1.3647579,0.65176755,1.4435196,0.91405416,1.2198644,0.51702154,0.97470486,0.7268736,0.8054713,0.4323451,1.067413,1.392657,1.4208629,0.9420889,0.8026925,0.9549843,1.279722,1.1196752,0.63376045,1.1896122,1.3495778,0.9809352,0.8319596,1.0076339,0.77454937,0.8214627,1.3799675,0.7078927,1.3223487,0.7731425,1.0815928,1.2384197,0.8425981,0.25884914,1.1702627,0.09910816,1.2586884,0.52498406,1.3711699,0.48089647,0.6022338,1.330034,1.2368933,0.55733454,0.7308923,0.98604953,1.1622169,1.2616253,1.3249902,1.0135174,1.1001762,1.3288985,0.83268,1.0027754,0.38575965,0.0,1.1649853,1.3784773,1.3722241,1.1748662,0.930695,1.3212413,1.2045534,1.3927531,1.2472407,1.1619303,1.1126343,0.9648917,1.395055,1.1642084,0.7995121,0.81578064,1.1190152,1.1158746,1.1483473,0.5952985,1.2448263,0.3345363,1.0914574,0.2483362,0.8171185,0.67230666,1.0980594,0.6852508,1.1354915,0.8154217,1.2039485,0.703334,1.1036316,1.4053278,0.88918,1.2374681,0.75065434,0.33337045,1.0948536,0.81831235,1.477833,1.0239812,1.1237957,1.3465185,1.076222,1.4506797,1.2270315,1.0102102,0.9079845,0.91184914,0.8362638,1.2162812,0.90749997
paper,0.9142309,1.0155599,1.2967532,1.039974,0.9398868,1.0621586,1.0692565,1.001252,0.70002043,0.9738439,1.1220918,0.9085922,1.102104,0.8072772,0.9359751,0.99419683,0.8776525,0.8223175,0.41922575,0.95525897,0.87226164,0.6002065,1.1154399,0.91001105,0.79427546,0.9551404,0.9731273,0.9227709,1.0896617,1.1734068,0.8445542,1.0410682,0.91926473,0.98810947,1.0653868,0.9335232,0.8722537,1.1134937,1.0655342,0.87326676,0.97497654,1.0734047,0.90138423,0.9097552,1.0118067,0.8152566,1.0949063,1.0544846,0.95301837,0.7584117,0.9871753,1.1216652,1.0611103,1.0648645,1.2070637,1.147532,1.1693726,0.96651375,0.8604667,1.0415788,0.9839846,1.0709969,1.014938,0.8865397,1.2386878,1.030763,0.9903228,1.0162349,1.1467137,0.9950917,1.0002781,1.14985,0.9898575,1.0292753,1.1162903,0.90992653,1.1028123,0.79066956,0.940467,0.8917537,1.0775473,1.1213202,0.9461882,0.70869756,0.9860643,1.0399895,1.1222554,0.87512255,1.1723609,0.5629934,1.2357516,1.2070282,1.236375,0.82697046,1.1048322,1.0398376,1.1649853,0.0,0.995522,0.9679773,1.103329,0.79575074,1.1982043,1.0108585,0.8417456,0.97836936,1.2740626,1.1083869,0.8294515,0.8577619,1.2041627,0.7514156,1.139448,0.848605,1.0500426,1.0050861,1.0147898,0.86340725,1.0910212,0.93445647,1.0454785,0.91637534,1.0247692,0.8241782,0.991689,1.1738664,1.0970917,0.96722215,0.92236465,0.9852061,0.86926454,1.0406839,1.0818028,0.98381275,1.076479,0.98471665,0.85163057,0.97227854,1.20098,1.1961169,0.95119154,0.52913535,0.96981287,0.73236966,0.954942,1.0108035,1.03609,0.9880424,1.2463577,0.9326303
pen,1.6168842,0.7387537,0.5443869,1.1461263,1.3890307,0.8811839,0.7867646,1.0883057,1.018955,1.4238296,1.1688092,1.5290887,0.2605536,1.3817118,1.5760889,0.7356102,1.5391539,1.3251715,0.5807427,0.34003758,0.94231117,1.2640812,0.48697603,0.73512864,0.82711226,0.87371045,0.48276258,0.95699424,1.1001164,0.9915533,1.0999595,1.2347852,0.652316,1.4191189,0.7524736,0.7502699,1.0280219,0.810488,1.0904287,1.4567301,0.84945947,0.06800246,1.5812457,0.41502118,1.2692115,1.3115828,1.4864676,0.8983663,1.1847025,1.0694443,1.4322511,0.7548271,0.4240402,0.8976828,1.0756203,1.2181897,0.6185629,0.61447173,1.083195,1.035789,0.5624633,0.8191359,1.219307,1.4822946,0.5368548,0.79803437,1.453639,0.5891094,1.2670612,1.0219203,1.1124601,0.528549,0.83757156,1.1944675,1.4317162,1.2249122,1.4359127,0.6684631,1.473067,0.28214133,1.0992159,1.2646395,1.1279881,1.1527395,1.4386337,1.3369663,0.9770188,1.155187,0.24110949,0.6742513,0.37013298,0.70531034,0.49576753,1.0943216,1.1356828,1.5638745,1.3784773,0.995522,0.0,0.0400967,0.7487248,0.7102928,0.6681786,0.9909959,1.1165954,0.88996756,0.5166478,1.0733074,1.0183492,0.4658907,0.51176894,1.3109027,1.1654208,1.0590589,1.2657294,1.393594,1.4634112,0.601027,1.4673853,0.82508385,1.2296194,1.1564847,1.2456757,1.0982972,1.5462294,0.23921639,1.1116776,0.5851681,0.9237301,1.3742735,0.5215039,1.3805549,0.544837,1.2729552,1.4918644,1.274077,1.5513985,0.6315819,0.46088445,0.49418354,0.29342735,0.6649375,0.80803394,1.2082796,1.1451554,1.1951872,1.0485327,0.93734485,0.22474718,1.2584189
pencil,1.5536075,0.7762103,0.589635,1.1409144,1.3211379,0.88836247,0.8254149,1.0627844,1.0316943,1.377126,1.2130916,1.4838239,0.26187503,1.3565347,1.5456543,0.7710992,1.4983122,1.2792714,0.5946449,0.39989424,0.9348567,1.2508928,0.504487,0.70320475,0.8530935,0.9116455,0.53446996,1.00708,1.1149718,1.0084597,1.1156846,1.2036608,0.6533585,1.4020557,0.8154057,0.7640914,0.94540787,0.82107854,1.049367,1.4164054,0.9024644,0.07312369,1.5696342,0.44350022,1.252551,1.2628024,1.4768991,0.97236425,1.1620505,1.0531671,1.4468117,0.80853564,0.37712872,0.890715,1.1029998,1.1877782,0.65727293,0.6779583,1.1108114,1.0550088,0.5745525,0.8451314,1.2022767,1.4618218,0.56548345,0.89139336,1.3961805,0.60596186,1.2386248,1.0098958,1.1026348,0.6177942,0.89606714,1.1456711,1.4118319,1.2058778,1.4217749,0.6445192,1.433707,0.29540455,1.0966282,1.2479753,1.1187624,1.1605211,1.4364542,1.3317009,0.980576,1.1433257,0.2546754,0.6988013,0.42166793,0.70526785,0.5169155,1.0618652,1.1931624,1.5262742,1.3722241,0.9679773,0.0400967,0.0,0.7679893,0.7599454,0.6976785,1.008652,1.0903059,0.9273463,0.55499285,1.0696785,1.02051,0.5003464,0.56532514,1.2807623,1.1820109,1.095971,1.2278378,1.3657615,1.444075,0.5726181,1.4289491,0.8887781,1.2518376,1.1299028,1.2204713,1.066297,1.5103931,0.30118418,1.1314126,0.6251185,0.95548856,1.3484539,0.52055603,1.3143802,0.58859736,1.2918491,1.4451185,1.2289037,1.489224,0.66321313,0.5041914,0.51051056,0.27064943,0.7041601,0.8275039,1.1686906,1.123239,1.189391,1.0482463,0.94038695,0.27079594,1.2276733
pickle,1.2745298,0.75944984,0.59508556,0.7632121,1.201901,0.8327136,0.80949473,0.57428896,1.1154546,1.3343655,1.040518,1.4301052,0.8062703,1.2566286,1.2345629,1.0019621,1.3322309,1.2092465,0.96586895,0.9307437,0.89457303,1.1019106,0.70910776,0.89799064,0.945957,0.93653846,0.81649816,0.94018215,0.7355198,0.90891886,1.206127,0.77956635,0.8840882,1.3971171,0.8799032,1.124373,0.92178303,0.7456416,0.61898977,1.3703616,0.64884406,0.67354,1.517313,0.93470144,1.1629658,1.000441,1.210793,0.9904831,1.1917738,1.0623463,1.1498479,0.8372042,0.9747421,0.66741043,0.91491944,1.1759688,0.74516416,0.8036553,1.0311985,0.9568581,0.71507853,0.7247382,1.1672906,1.3462038,0.8752824,0.89316064,1.2672794,0.5821558,1.2084352,0.8447206,0.9466149,0.9098927,0.9612876,1.2200327,1.3118939,1.1590776,1.2276276,0.9102869,1.4162786,0.8388642,0.9969761,1.0766027,0.72380245,1.1162978,1.0387546,1.3286362,0.89324826,0.9749629,0.9052512,0.99937767,0.6936088,0.8456941,0.52902365,1.2401644,1.016547,1.37235,1.1748662,1.103329,0.7487248,0.7679893,0.0,0.87672716,0.83126134,0.8841173,0.8528953,0.99771774,0.64687854,0.72438824,1.1255151,0.92765194,0.772321,1.3447714,1.0169473,1.0342299,0.9628118,0.93087894,1.181717,0.9298104,1.2846309,0.9754443,0.9697698,1.0513749,1.3007848,1.2561233,1.2743275,0.73562336,1.0277096,0.84959567,0.9063947,0.88683134,0.85884255,1.1720089,0.65893686,1.3021431,1.3542559,1.2760162,1.4428769,0.70011926,0.80794203,0.71881545,0.91327155,0.9601839,0.8378063,1.0253577,1.1322832,1.2554754,1.0911704,1.220984,0.81514585,1.2194357
pillow,1.0412906,0.6633092,0.9498598,1.1243386,1.0590706,1.0239754,0.975175,1.2017152,1.0474849,1.0812545,0.92220163,0.75651157,0.6467042,0.81251,1.1552505,0.8432338,0.6892389,1.1925164,0.7673588,0.8614235,1.0819345,1.0752745,0.88265115,0.91489136,1.0052618,1.0366732,0.6306093,0.845078,1.1034083,0.83306825,0.7076063,1.2890186,0.9299397,1.0891917,0.988388,0.98190427,1.0769563,0.8961723,1.1255683,0.6777594,0.8959544,0.7477817,1.0248777,0.82326376,1.1130958,1.1834645,0.8513995,0.8416902,0.9275218,0.7379708,0.95686144,0.8544322,1.0017754,1.1481538,1.0436867,1.1919484,0.88263774,0.7314245,1.0577377,0.8865521,0.9118494,0.968421,1.1165342,1.2706177,0.8838126,0.6525483,1.1887712,0.9414679,1.1273383,1.1758237,1.0621966,0.70894206,0.9012879,1.1960665,1.0617211,1.3018303,0.93768275,1.092413,1.1076155,0.6553206,0.85112965,0.9087686,1.1856027,1.22225,1.0341235,1.134995,1.1530801,1.0569739,0.8040531,0.6901176,0.7606137,0.92929465,0.8657681,0.95025533,0.9550285,1.0905651,0.930695,0.79575074,0.7102928,0.7599454,0.87672716,0.0,1.1419605,1.0513594,1.154645,0.96069765,0.7425002,1.0317476,0.9315932,0.79348284,1.0231987,1.1008364,0.9763734,0.97141695,1.3022007,1.3640108,1.1947234,1.0711671,1.11903,0.766441,0.7869779,1.0261856,1.1207672,1.0638309,1.2327054,0.60024726,0.9508666,0.8013654,0.65757465,1.2881804,1.0241421,1.3182354,0.7757557,0.9753203,1.143934,1.3259621,1.301049,0.87318516,0.78290504,0.8451532,1.011455,0.4452287,1.0750487,1.1659498,1.0952319,1.1603789,1.1058881,0.940078,0.83987725,1.0145394
pizza,1.2769444,0.975082,0.5268992,0.7099077,1.2367799,0.9062387,0.90868473,0.7914214,1.1462302,1.41084,1.1668667,1.3904245,0.8544541,1.5288688,1.2287567,0.988778,1.390592,1.2475483,0.9674391,0.70362747,0.8035245,1.2571445,0.27224666,1.1917607,0.996935,0.9119207,0.9767929,1.1957501,1.0430925,1.227137,1.3111999,0.8149289,0.8890008,1.2733138,0.93069077,0.903005,1.2555581,0.5410164,1.0476819,1.3549457,0.6910185,0.6376882,1.4539123,0.7714801,1.0721855,0.988058,1.2321522,0.80905163,1.2535788,1.3130487,1.1762179,0.9446169,0.7009792,0.62396985,1.1394926,1.0382328,0.7258847,0.78662694,1.0004629,1.0174953,0.865096,0.7813252,1.1483225,1.2856417,0.71018994,0.91994566,1.2766794,0.7309601,1.1034023,0.5975046,0.95914316,0.7820599,0.8668404,1.3217338,1.3472514,1.016939,1.3532543,0.9852802,1.3712217,0.86165637,1.1194655,1.1215254,0.8826064,1.080856,1.1824661,1.2575669,0.85206825,0.7759757,0.6046678,0.9438226,0.70986646,0.81255305,0.5536481,1.27863,1.1163505,1.3289574,1.3212413,1.1982043,0.6681786,0.6976785,0.83126134,1.1419605,0.0,0.9587646,0.8446922,0.8904179,0.57664824,0.87459797,1.0969236,0.86558765,0.62063044,1.2944987,1.1537278,1.0771601,0.9501036,0.8690144,1.1726165,0.9805105,1.2698344,0.94818443,1.2507135,1.2435408,1.2318401,1.2423015,1.3895111,0.71739554,1.2409012,0.89066684,1.1336432,0.9556405,0.8480796,1.2733809,0.82937485,1.2566597,1.3010178,1.1508895,1.2067455,0.8275777,0.65206707,0.69746476,0.73641944,1.0545034,0.86393034,1.049999,1.125018,1.2170352,1.2070562,1.2216977,0.5707906,1.2309388
plant,0.81620324,1.1884637,1.0230091,1.0570514,1.168098,0.9161817,0.8524848,0.96623117,0.80746377,1.1648939,1.1243277,1.1432135,1.1076455,1.064656,1.1222993,0.70349264,1.1228862,1.0468421,0.9423363,0.97111857,1.083377,0.8950106,1.0301769,0.5606811,0.91297793,0.75478774,0.9597026,0.77676237,1.044059,1.1405292,0.99153316,0.9445347,0.9111066,0.9931732,1.1022701,0.9200406,0.8491878,1.1511382,0.87031984,1.096739,0.9519873,0.989672,1.0236245,1.0421828,0.540303,1.002169,1.0399617,0.8467143,1.0982482,1.0417235,0.95836776,0.92490774,1.0332136,1.1223083,1.071828,1.039068,1.2255635,0.6578269,0.53200233,1.2140764,0.81416774,0.6348663,1.0374904,0.97874796,1.1211306,1.0223672,0.9556366,0.92769223,0.9961529,1.0729822,1.1288898,0.9759791,0.8329121,0.73169464,1.1633406,1.0278934,1.1870859,0.91137934,1.0123453,0.9524506,1.1290509,1.2846407,1.0356951,1.038217,0.9840045,0.9142877,1.0893368,1.03038,1.134841,1.0409855,1.0980642,1.0443211,1.0638884,1.0770667,1.0385467,1.0893785,1.2045534,1.0108585,0.9909959,1.008652,0.8841173,1.0513594,0.9587646,0.0,1.0803971,0.8396367,1.1342999,0.8014265,0.9152377,1.0078863,1.1574173,1.06856,1.2425104,0.7902709,1.1390772,1.0868983,0.8905542,0.7792658,1.1410979,1.0420568,1.1578318,0.6778394,1.2187462,1.1170968,1.0778787,1.1409736,1.1544206,0.9878271,1.1613708,1.0450175,0.90607095,0.78178,0.9101074,0.87239635,1.1073949,0.941501,1.0943363,0.947322,1.182023,1.1720725,0.9121942,1.0333792,0.83493173,1.0292628,0.89048266,0.9733715,0.9328864,0.74613214,1.1293786,0.94863784
plate,1.1519487,1.2344593,0.8455284,0.59758127,1.2960162,0.8711109,0.873566,0.37279755,0.79357344,1.1239059,1.2585757,1.2481862,1.1413907,1.2615734,1.0590662,1.2378134,1.2285558,0.93241984,0.90848404,1.0001357,0.109371185,0.8559967,0.7811699,1.1307036,0.70922846,0.96454346,1.1488913,1.1787239,1.1040087,1.3633122,1.2738396,0.36459237,0.7370994,1.1332849,1.1354746,1.0698227,1.0560615,0.7889329,0.73689985,1.2289777,0.93462086,1.065439,1.2087089,0.7783922,1.0614313,0.5544182,1.3460467,1.2220623,1.2501955,1.1408219,1.251022,1.052089,1.0221001,0.28656518,1.127256,1.2557352,1.2020347,1.0102067,1.0122207,1.2754757,0.9805827,0.7859452,1.0118089,1.0400423,1.2849288,1.2569757,1.0980897,0.779457,1.3070936,0.50134635,1.1964476,1.1750131,0.98154926,1.096493,1.3770876,0.7615462,1.3719165,0.8373441,1.3037835,0.9968486,1.3884344,1.1584556,0.3011375,0.72771835,1.1929669,1.2207795,1.0541711,0.82409364,1.1297841,0.7590213,1.2617986,1.2296605,0.80545586,1.1153214,1.0401068,1.3279645,1.3927531,0.8417456,1.1165954,1.0903059,0.8528953,1.154645,0.8446922,1.0803971,0.0,0.98298633,1.0063167,0.981055,1.1588905,0.9942673,1.1072516,1.14153,1.0829844,0.97221655,0.40440822,0.24737704,1.1959156,0.9246259,1.3533578,1.0705835,1.3770744,0.9962158,1.1509472,0.65987194,1.0658188,1.1860806,1.1260529,1.0541339,1.197086,0.32261062,0.6904749,0.8670744,1.0210663,1.2561393,1.3328581,0.92714614,0.81182843,0.5948217,1.2584848,1.1090631,0.9703505,1.019594,0.7444748,0.5452677,1.086014,1.1875927,1.2457647,1.3439941,1.2182388,1.1903368
pony,1.1105357,1.0721544,0.93331254,0.9391847,1.2432743,0.88102305,0.89552295,1.0708661,0.93412495,1.2267268,1.0295465,1.146106,0.9847847,1.213009,1.1986363,0.9934602,1.1656876,1.082923,0.844144,0.80471164,0.9331277,1.0263064,0.8650717,1.0114175,0.9063767,0.8195765,0.9973263,0.96191883,1.2577224,1.0848372,1.1369371,0.9994472,0.81812954,1.099667,0.9731331,0.88817763,1.1806724,0.88863736,1.1419107,1.0798337,0.97761345,0.93018925,1.1365134,0.8531289,0.87791705,0.9673411,1.0140089,0.7444306,1.1648936,1.2193794,1.0852244,0.99953943,0.91153574,0.9235933,1.0921189,1.135278,1.1053298,0.65988314,0.91807204,1.1046506,1.0115972,0.78640676,1.0854154,1.1289437,1.0900507,0.9980185,1.1076034,0.9846654,1.1650434,0.80001014,1.1686851,1.0074636,0.04018998,1.1001297,1.1640682,0.99028766,1.2308322,0.9465569,1.1937727,0.85827106,1.1747781,1.1602259,1.0549716,0.89805585,1.224177,0.98914355,1.117306,0.92351645,0.97044796,0.833528,1.0770845,0.9587203,0.9397998,1.1300172,0.81771237,1.1771212,1.2472407,0.97836936,0.88996756,0.9273463,0.99771774,0.96069765,0.8904179,0.8396367,0.98298633,0.0,0.9998455,0.99411625,0.9620427,0.9033619,1.021605,1.1178126,1.0690228,0.91883993,0.9956695,1.032734,1.222269,0.9394142,1.1899203,0.8738184,1.2133142,1.0488548,1.0944583,1.0647047,1.2167087,1.0084705,1.0571618,0.99642766,1.0816126,1.1059806,0.8550723,1.0941854,0.9071226,0.98414093,1.1537837,1.1140006,1.1778995,0.8800148,1.0831184,1.0955392,0.968212,0.9301244,0.8451976,1.0236185,1.0423671,0.97213143,1.0463312,1.0510005,0.9940845,1.0961089
potato,1.4082674,0.6064584,0.29810184,0.7502605,1.3175842,0.7549886,0.7362224,0.88473725,1.2465667,1.4345309,1.1396357,1.3938463,0.5416062,1.4336675,1.3521914,0.9748094,1.3669806,1.3305506,0.9871011,0.6795059,0.9295881,1.3575915,0.31733274,1.0976214,1.0127263,1.0359697,0.71560043,1.2233639,1.0304576,0.9894309,1.1408104,1.135169,0.79714274,1.3494556,0.9965992,1.0232513,1.2104448,0.4378891,1.0094227,1.3649715,0.7255833,0.42661762,1.5428627,0.68976784,1.2608523,1.1022643,1.1504836,0.78246117,1.2690351,1.108021,1.2581289,0.7187296,0.6484236,0.6024145,1.0449272,1.0728176,0.48548192,0.8433373,1.207234,0.90446186,0.7831918,0.7577947,1.3162209,1.5013765,0.52756405,0.78129905,1.3578973,0.595236,1.0777699,0.8965273,1.0151465,0.5212996,0.97496426,1.3744764,1.2571652,1.1832662,1.2465506,1.117163,1.4522904,0.6942065,0.94257945,0.93625265,0.9300992,1.2534161,1.2179784,1.3660717,0.94989705,0.9134846,0.40543407,0.9202876,0.38471258,0.64281666,0.26326084,1.3508545,1.0446677,1.3878336,1.1619303,1.2740626,0.5166478,0.55499285,0.64687854,0.7425002,0.57664824,1.1342999,1.0063167,0.9998455,0.0,0.8650912,1.098185,0.78681725,0.48907578,1.480057,1.1006174,1.2023311,1.1767397,1.2171426,1.333591,0.9922698,1.300265,0.87734413,1.0727705,1.3234795,1.268543,1.2909563,1.4874859,0.31463182,1.1638618,0.6388902,0.8746648,1.2604661,0.8853345,1.3417325,0.63442695,1.296508,1.3166806,1.2997284,1.433157,0.6656805,0.33571666,0.49966902,0.82378465,0.9110551,0.8373829,1.1735694,1.2092257,1.2373325,1.1846421,1.2689297,0.3627907,1.3401048
pumpkin,0.9725726,0.9160334,0.71487,0.7754695,1.0382705,0.7113234,0.79217416,0.7919871,0.94047153,1.2690036,1.0814962,1.1704973,1.120362,1.1768929,0.9829086,1.252947,1.0912538,0.83786166,0.99029714,1.1647447,1.0274363,0.9179766,0.84377,1.1341136,0.9198499,0.9540404,1.0859897,1.0533822,0.6817853,1.1858838,1.08434,0.9409839,1.0731134,1.1458696,1.1036509,1.164397,1.0020168,0.7469903,0.8162688,1.1407522,0.8940942,0.99991065,1.1537381,1.1277604,0.8102339,0.9708649,0.881164,0.7397068,1.242949,1.0077316,1.0921383,0.84858227,1.1165345,0.81647325,1.1092908,0.9283108,0.8502571,0.829605,1.00341,1.060057,1.0613146,0.58827907,1.1057979,1.1772394,0.90808046,0.8396963,0.9933651,0.7192976,0.97028106,0.93930036,0.7852552,0.84483135,0.9840275,1.0915072,1.068009,1.063957,1.069684,1.0720223,1.1513377,1.194109,1.0874463,0.97084475,0.7336451,1.1445786,0.7215651,1.1333686,1.0078261,0.6474156,1.0547433,1.1575143,0.93962324,0.8087075,0.68127257,1.2337313,1.0355667,1.086418,1.1126343,1.1083869,1.0733074,1.0696785,0.72438824,1.0317476,0.87459797,0.8014265,0.981055,0.99411625,0.8650912,0.0,1.0498812,1.0606244,0.93463016,1.2703707,1.1345546,0.85899264,1.0806874,1.0232569,0.92328256,0.987603,1.083926,1.0543516,1.0267078,1.0098706,1.3040892,1.2073686,1.0025014,0.9920857,1.229744,1.105495,0.96914005,1.0049049,1.0850902,1.0224175,0.8144468,1.1393418,1.043965,1.0138623,1.1904318,0.7671057,0.9150678,0.9607304,1.0826672,1.2055382,0.6206403,0.891941,1.151253,1.1906977,1.2336509,1.1715518,1.0165666,1.2177075
purse,1.038828,0.9916229,1.1241591,0.97956,1.160818,0.9823057,0.9368567,1.0928688,0.5814705,1.1857574,1.1262363,1.0130268,1.007546,0.9062174,1.0898974,0.8830487,0.96689224,0.9989385,0.7272109,0.7644156,1.1046329,0.59114563,0.9508546,0.9660616,0.6551963,0.7842176,0.68934435,0.94455314,1.2192832,1.188051,0.6956784,1.2587409,0.88311327,0.9391395,0.95645547,0.6186056,0.91108835,1.0003237,1.1361824,0.93225765,1.1168114,1.0376374,0.7772793,0.8375953,1.0031413,0.9851269,1.0140526,0.7316873,1.0250576,0.7469226,0.8809118,1.0536678,1.0200546,1.2272289,1.2689167,1.1680737,1.2257612,0.93599993,0.8237821,1.0677403,1.0633148,0.9273975,1.1495084,1.1173702,1.127287,0.81060207,1.1000396,1.0988814,1.1384284,1.0092928,1.1714035,0.86939096,0.95421696,0.96773434,0.9307013,0.8558304,0.99413836,0.84591913,0.8966835,0.95465297,1.0684793,1.0779148,0.968932,0.8008878,0.9982362,0.81905687,1.1646897,0.8071954,1.1202368,0.68839484,1.095826,1.2021031,1.1487454,0.85217226,1.1753136,1.0645565,0.9648917,0.8294515,1.0183492,1.02051,1.1255151,0.9315932,1.0969236,0.9152377,1.1588905,0.9620427,1.098185,1.0498812,0.0,0.70564795,1.0273916,0.93294495,1.2622786,0.752122,1.2442117,1.2523082,0.9871422,0.8334075,1.0888327,0.7108892,1.0806768,0.85490716,0.99105114,1.0712337,1.0391793,0.99099386,1.2565055,0.81149375,0.7998297,1.2407067,0.89202803,1.161083,0.9862033,0.6172604,1.0195403,0.98472524,1.1280922,0.93776613,1.1354296,1.2118356,1.0938336,0.70134664,0.8049191,0.8524556,1.1075705,0.9673364,1.0176314,0.68528926,1.106128,1.1438698
radio,1.5811843,0.81952715,0.7235388,0.95901334,1.3951468,0.8833865,0.82677853,1.0731895,0.6889862,1.3583016,1.2568046,1.4121363,0.5868689,1.1825815,1.5394423,0.92373693,1.4770715,1.1549315,0.41308254,0.39325833,0.8496127,0.8226445,0.63253415,0.8625572,0.5628387,0.9145191,0.38043475,0.8259691,1.2665391,1.1862799,0.8360737,1.2466843,0.54313076,1.222594,0.9135403,0.43853557,0.9734818,0.7859769,1.0743315,1.2864796,0.95350224,0.50154173,1.2519324,0.405859,1.198455,1.0575367,1.3812187,0.83132374,1.1033399,0.7964773,1.3082573,0.85960066,0.70792377,0.9729418,1.2858031,1.1884426,0.914921,0.8144218,0.9871234,1.1919706,0.8336602,0.8308234,1.182044,1.4484464,0.8312759,0.8964931,1.4126956,0.7878106,1.248532,0.9425169,1.2231163,0.6429864,0.9031515,1.1941805,1.412306,0.95792055,1.4578115,0.6835157,1.286094,0.43643773,1.2086093,1.3149785,0.97901016,0.88111436,1.4596293,1.1004883,1.068944,1.0126961,0.64787996,0.6139152,0.7745253,0.93836945,0.7216902,0.7041309,1.1984118,1.4976225,1.395055,0.8577619,0.4658907,0.5003464,0.92765194,0.79348284,0.86558765,1.0078863,0.9942673,0.9033619,0.78681725,1.0606244,0.70564795,0.0,0.6401996,1.026302,1.3451169,0.92580104,1.2079295,1.3102117,1.4599997,0.7768712,1.4546409,0.69849455,1.3269868,1.170406,1.1147853,0.94474053,1.486626,0.52531135,1.2757839,0.5845518,0.8783944,1.3018274,0.62392306,1.3237925,0.684646,0.93090516,1.4217165,1.1456435,1.4312382,0.53902954,0.7849271,0.8549944,0.7827458,0.6596137,0.6584934,0.8817495,1.0740117,1.053598,0.9770729,0.7759692,0.64829504,1.1515856
