,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
belt,1.4061193,0.76038826,0.73228616,1.2278515,1.0802826,1.0030437,0.8485358,0.8247297,1.3043079,1.303815,0.0,1.2134866,1.1411105,0.7408116,1.1860936,1.0354524,0.861717,0.58691096,1.0240345,1.1314765,1.1413395,1.0225627,0.8375135,0.75079477,0.37947667,0.9285809,1.0063949,1.1040993,0.835809,1.0903094,0.63169336,1.2589104,1.0045286,0.924931,1.160931,0.8887643,0.42028522,1.067248,0.6152863,1.0912662,1.35001,1.1974697,1.1403277,0.9082751,1.2205116,0.74113333,0.75518155,1.2572619,1.0613339,0.8028294,0.63946027,0.7040528,0.73641926,0.6133404,0.6778513,1.3187199,0.5220647,0.73253316,0.86965144,1.2303053,0.71207595,1.2000723,0.54338306,1.0662756,1.2372448,1.0837733,1.0478017,0.9189761,0.82943493,0.92809635,0.5589422,1.2187045,1.0202743,1.1113546,1.1880757,1.1024066,1.0704066,0.69117284,0.67941236,0.7363036,1.1518421,0.7220974,1.1958086,1.1156005,1.2426819,1.1036166,0.99842966,0.44312966,0.531729,1.0680573,1.0794868,0.8036277,1.1875496,0.95508224,1.0858371,1.1096661,0.86283803,1.0108541,0.76099247,1.2412381,1.1259218,0.85365105,1.1880344,1.1751987,0.92357105,1.1634505,0.95060474,0.97125185,0.6889123,1.3377587,1.3043903,1.2865782,0.47719425,1.1237134,0.8230385,0.7881716,1.1289577,0.8340757,1.2838213,0.68058485,1.1199627,1.1310132,1.4426627,0.7404841,0.65949106,0.81861645,1.2808708,0.644959,0.84320927,1.3821234,1.1918933,0.9599088,0.7066687,0.4737513,1.1747506
bench,0.839311,1.3106104,1.5112619,0.79950047,1.1749668,1.3046794,1.403775,0.9212622,0.51648885,0.35753667,1.2134866,0.0,0.83984476,0.95505697,0.40452814,0.8369439,1.1538478,1.4639308,1.1772249,0.46243185,1.3088748,0.9868942,1.1245797,1.1931899,1.0887477,1.2264885,1.0188396,0.8270544,0.32573712,1.1355573,1.5177128,0.40307033,0.9970694,0.75060534,0.27581888,0.98761183,1.4965688,0.42859954,1.4581248,1.0769738,0.6445668,0.97213906,0.42835516,0.63491607,0.90984917,1.2462403,1.529464,1.0391392,0.94215333,1.3275404,1.1999459,1.4611931,1.3442025,1.5061374,1.264334,0.7996544,1.3844782,1.0260072,1.371949,0.89105535,1.4776381,0.9704842,1.3235022,0.696528,0.6707775,0.45308566,1.0832572,0.5584315,1.0796528,0.5076066,1.4227017,0.885837,1.1857216,0.979483,0.7109245,0.8887628,1.1064484,1.462022,1.2147591,1.3968956,1.0942817,1.5063137,0.498111,1.1322302,0.81964266,0.5846139,0.9198198,1.4281757,1.4013803,0.8903248,1.021838,0.7054814,1.2193413,1.1669068,1.3179892,0.94788414,1.4805433,0.60971034,1.1575594,0.48999226,0.97668296,1.3748087,1.227007,0.98735553,1.2579943,0.5898471,1.0246139,0.62827957,1.3306221,0.52677596,0.75064987,0.502781,1.4950948,0.97969466,1.310078,0.9023332,1.2686319,1.3874888,0.7020873,1.4888833,0.8098577,0.6157039,0.42112327,1.4898367,1.4992166,1.2415618,0.77620006,1.2082824,1.2517481,0.7747642,0.85766095,1.1892812,0.79718906,1.5188663,0.55929387
bib,0.7695786,1.2050796,1.4071013,0.44649255,1.2299912,1.3150951,1.3060257,1.1253657,0.7281511,0.5739233,1.1411105,0.83984476,0.0,1.1973475,0.41214168,0.8994507,1.2048807,1.4758435,1.3777413,1.0291011,1.2903019,1.1717799,1.4006507,1.2685899,1.3551846,1.1657314,1.0720264,0.77980876,1.004159,1.1171091,1.393841,0.9733765,1.1043699,0.8445155,0.6623526,1.1003582,1.4274166,0.8447598,1.5040851,1.1716756,0.72605646,0.9692197,0.9364946,1.1174651,0.1363064,1.029544,1.4678292,0.71147937,0.8904696,1.1230961,1.083532,1.3098462,1.0649648,1.385638,1.1711371,0.7199698,1.1855117,0.9430315,1.2597129,0.7605887,1.3501477,0.8003747,1.3606999,0.87109816,0.87644964,0.6254641,1.2101494,0.55969095,1.1662155,0.95931125,1.4315414,1.0709821,1.2547207,1.0111386,0.55086786,0.92493343,1.1753055,1.3279003,1.1576474,0.76392865,0.9972251,1.3498278,0.9482219,0.7561076,0.19265038,0.5535791,1.0244131,1.4260929,1.3994579,1.0769436,0.72941667,0.869503,1.2040797,1.2108535,1.2606033,0.7591038,1.3160379,0.8219334,1.3033482,0.9495003,1.0517199,1.2387176,1.1956077,0.31132323,1.2130556,0.5214521,0.91060925,0.597356,1.3661093,0.85710335,0.97619724,0.83849895,1.3936641,0.5310831,1.307225,1.0986968,1.2246182,1.3666799,0.83425653,1.3823698,0.9137955,0.59789085,0.7685859,1.4492726,1.239349,1.2219878,0.83681166,1.1226339,1.2992425,0.90554,0.7952315,1.1586393,1.28637,1.2430034,0.88381755
bird,1.0127078,0.78400546,1.0484006,1.0953462,1.0633695,1.0065777,1.0122665,0.96433794,1.0784699,1.1326984,0.7408116,0.95505697,1.1973475,0.0,1.0865272,1.0634038,1.1045818,1.0386208,0.9932829,0.99891764,1.0636442,0.8914993,1.0226796,0.80394167,0.8678106,1.0862437,0.87171197,0.89328116,0.90487945,1.0397751,0.886306,0.9227711,1.0416616,0.9018848,1.0819119,0.8982632,0.9199499,1.0514274,0.98142457,1.0339385,0.9302319,1.0561262,0.8826411,0.9034138,1.2410806,0.87245595,1.0241953,1.1165166,0.9707212,1.0135487,0.69860196,0.99429715,1.0073053,0.8862892,0.7534325,1.1078466,0.70332325,0.7845206,0.9732746,1.0293089,0.96862835,1.0381162,0.850066,0.9882119,0.9118684,1.0516644,1.1601368,0.99142355,0.8277325,1.0076797,0.8144462,0.92767096,0.9861005,1.0520135,0.98715425,1.0035411,0.825927,1.0023915,0.9721004,1.0101509,1.0339388,1.0792004,1.0115714,1.0023823,1.2149246,1.1044867,1.0721122,0.8075292,0.85592055,1.0282679,1.0647668,0.94596404,1.09924,0.98806727,1.0500863,1.1457505,1.1244384,0.9010702,1.0855979,0.98254174,0.9886642,0.9275055,1.0260067,1.2169129,1.0209539,1.1206589,0.87513554,1.0773201,0.8728123,1.0675555,0.9181049,1.0489641,0.8881428,1.1441541,1.0935568,0.7972177,0.9764033,0.8533586,1.0185248,1.0216168,0.981497,1.1664655,1.121117,0.9872215,1.0181388,0.9614146,1.0082456,0.99707425,1.0490193,1.0766597,1.0719514,1.142286,0.8913438,0.9457849,0.9540177
blanket,0.611352,1.3887053,1.5224738,0.49920815,1.2245486,1.3410172,1.4135716,1.1383488,0.46379077,0.1318512,1.1860936,0.40452814,0.41214168,1.0865272,0.0,0.7982913,1.2923131,1.6118186,1.4382993,0.8389821,1.3581598,1.0318602,1.4312091,1.2327218,1.3283857,1.2676699,1.0891721,0.59019244,0.64502,1.1441901,1.5572371,0.65073156,1.104842,0.79525936,0.21903723,1.021102,1.5659701,0.54745233,1.6457243,1.1984793,0.47112232,1.0496662,0.64938563,0.929738,0.5667805,1.0694213,1.5828147,0.8065597,0.7626043,1.235793,0.99070483,1.5406623,1.1875257,1.5881426,1.2507775,0.6616702,1.2685772,0.9553769,1.3505142,0.62885946,1.4459078,0.8428137,1.337513,0.67279464,0.72307533,0.26648927,1.2281188,0.27462685,1.2467058,0.69923043,1.5870068,1.0071197,1.3005197,1.0746242,0.50105906,0.9408838,1.1237547,1.4028134,1.2341329,1.223453,1.007283,1.4858677,0.76262355,0.86760986,0.43361306,0.3370906,0.9622458,1.5245614,1.5234138,0.9669477,0.94827306,0.60247666,1.2693679,1.3396432,1.4335592,0.78269064,1.5235387,0.68684286,1.4083767,0.6987369,1.0976036,1.3696193,1.3257256,0.7821133,1.2698909,0.3293727,0.9947345,0.47673553,1.5235474,0.5738113,0.8163213,0.66396356,1.5286474,0.78476626,1.3680067,1.0367062,1.3308647,1.5500295,0.7153928,1.5295564,0.9284505,0.3902369,0.4366175,1.6045566,1.4128531,1.2816468,0.8364399,1.2382005,1.434273,0.75131065,0.77600384,1.2885289,1.1692531,1.4182267,0.67350554
boat,0.8233776,1.0561906,1.1707435,0.7013904,1.0854825,1.085131,1.1194814,1.1620939,0.54726356,0.7348826,1.0354524,0.8369439,0.8994507,1.0634038,0.7982913,0.0,1.0723268,1.1765536,1.1017629,0.97412974,1.1637515,0.94727945,1.2056807,1.1790364,1.1682668,0.9713967,1.1538396,0.76351935,1.0144254,1.1250832,1.0993993,1.0080687,0.9948715,0.9792128,0.7938286,1.1002796,1.1055624,0.93167955,1.1712892,1.0788374,0.8202745,1.0870595,0.9191569,1.0628929,0.78908706,1.1879783,1.1970042,0.8338147,0.86613727,1.1395525,0.95451427,1.0880646,1.1343149,1.2605457,1.0660338,0.9046409,1.1753721,1.2786685,1.1712422,0.79826814,1.2140108,1.0243424,1.2269449,0.8601576,0.93155247,0.8076494,1.1045358,0.8444785,1.0500051,0.9738259,1.1298568,1.0631274,1.0729402,1.0936356,0.9903615,0.79380244,1.1719422,1.0849395,1.3576221,1.2082708,1.1295041,1.1427382,1.0124745,0.81284714,0.84222513,0.94079256,1.0007356,1.0876721,1.101571,1.0393535,1.0504577,1.1133789,1.0963991,1.0866722,1.110296,1.0559901,1.206105,1.1108129,1.1440179,0.8948287,0.90050393,1.1481951,1.1571577,0.79421973,1.0985912,0.78349006,1.1718346,1.0971423,1.2719165,0.83606255,0.848696,0.7691233,1.1398042,0.82375026,1.1969934,0.94851077,1.094521,1.2300999,0.8429502,1.1474375,1.0249478,0.799549,0.685894,1.201434,1.2077825,1.0984993,0.9933994,1.3449416,1.1801325,0.7965656,0.55841196,0.9990037,1.1277645,1.2042099,0.75032854
book,1.3288149,0.8443447,0.79655117,1.3995807,0.8559109,0.9020355,0.7066496,0.75735646,1.3084809,1.2407389,0.861717,1.1538478,1.2048807,1.1045818,1.2923131,1.0723268,0.0,0.6142633,0.64802307,0.6808902,0.82472557,0.98806316,0.7418388,0.9654863,0.76184493,0.7639646,1.0837667,1.3616612,1.0608809,0.980651,0.72435373,1.2448055,0.82118356,0.97595555,1.190232,0.9196503,0.6813161,0.9932918,0.64123595,0.75477624,1.4241475,0.8932501,1.2475556,0.9530713,1.2121348,1.2695858,0.79301405,1.1876383,1.2028657,1.1866691,1.1610701,0.69106466,1.1908842,0.8248688,0.7094889,1.1894071,1.0666854,1.0341625,0.95093286,1.3721297,0.93066216,1.2708911,0.7243577,1.2533833,1.0818871,1.3869866,0.6750082,1.3769615,0.9661025,0.9628833,0.6933671,1.1010861,0.8956956,1.0765022,1.3742421,1.0059441,1.1385001,0.94546217,0.75836796,1.033991,1.2692759,0.8779305,1.0327363,1.2134858,1.1878189,1.3835561,0.4828714,0.6675908,0.6508348,1.0179162,1.1200004,0.8390749,0.8470392,0.8050182,0.5593609,1.2623199,0.8482312,0.9166458,0.5097559,1.2448303,0.9229113,0.7190962,0.82844114,1.1090578,0.73076195,1.3912109,0.93728244,1.2938211,0.7105279,1.2359533,1.1448842,1.0212202,0.7068703,1.0898052,0.81803226,0.81053096,0.8423535,0.83744705,1.0980581,0.8448528,0.88463235,1.349877,1.1300561,0.5596516,1.07837,0.9989847,1.218966,0.7953118,0.470245,1.0386168,1.1967605,0.7457387,0.87323356,0.9731635,1.2098913
bottle,1.4880729,0.6749392,0.26644474,1.4824259,0.75901365,0.66239184,0.5386015,0.79382163,1.4420455,1.5868399,0.58691096,1.4639308,1.4758435,1.0386208,1.6118186,1.1765536,0.6142633,0.0,0.64021844,1.1849458,0.8060216,0.9946628,0.4188248,0.77360106,0.34526998,0.7036877,1.2160146,1.3040148,1.1414074,0.9897261,0.3305757,1.2928603,0.8365595,1.2791445,1.5109738,1.1355609,0.2665285,1.3284277,0.07514334,0.91598165,1.5138909,1.0551945,1.2459981,1.1304824,1.3536446,0.9856911,0.35990548,1.2904974,1.2876333,0.9519812,0.82534313,0.3029287,0.98924774,0.42820346,0.7191062,1.2932643,0.72335124,0.95880973,0.84414196,1.4453725,0.64576846,1.4187262,0.46600193,1.3057718,1.3436271,1.4467914,0.56381685,1.438835,0.93093604,1.1923409,0.29157102,1.2006128,0.81385493,1.0038601,1.5359106,1.1887572,1.0863587,0.4744786,0.5862653,0.8569498,1.2637126,0.4077103,1.237586,1.2836732,1.387797,1.4994438,1.0167681,0.38637257,0.43602288,1.2355385,1.2238052,1.1217539,0.9030238,0.62047505,0.73999107,1.3395586,0.5085336,1.2060387,0.4725663,1.2769344,1.0803367,0.6146548,0.8100585,1.2669035,0.6958539,1.4857414,1.1190954,1.3411704,0.40742207,1.3163952,1.3021344,1.3457707,0.27284455,1.2273548,0.4743771,0.8427561,0.79108286,0.60512346,1.3908995,0.4237352,1.0921507,1.4558151,1.525182,0.3419503,0.63377774,0.89826983,1.46481,0.5305326,0.46172392,1.3951563,1.2810241,0.66905594,0.6441165,0.5015063,1.3288195
bowl,1.3918709,0.83142066,0.83330035,1.4339368,0.64399993,0.69673026,0.6880383,0.78890586,1.1010019,1.3121732,1.0240345,1.1772249,1.3777413,0.9932829,1.4382993,1.1017629,0.64802307,0.64021844,0.0,0.8348226,0.68549097,0.93327296,0.37916595,0.99712706,0.78536093,0.79258716,1.0847155,1.4043027,1.1729326,0.7998136,0.64089584,1.2194018,0.8544504,1.1488667,1.3216877,1.193548,0.8297877,1.2011353,0.4677003,0.31194222,1.4830791,1.0405499,1.1945271,0.96624815,1.3160179,1.400374,0.6427603,1.2066331,1.3267069,1.2930391,1.17502,0.8408042,1.274169,0.784636,1.0858079,0.9185911,1.1673757,1.1038765,0.9977996,1.4836297,1.0049294,1.2839093,0.7303896,1.3359112,1.0601646,1.4348572,0.778744,1.5170377,0.8387269,1.2144324,0.63637865,1.0085298,0.7669632,0.8784504,1.3831941,1.1238443,1.0540192,1.0086664,0.770349,1.1660671,1.3006952,0.9251554,0.9411623,1.3431954,1.2767515,1.4480687,0.73668486,0.83377045,0.8198421,1.0515695,1.2183483,0.9675115,0.69578445,0.7817279,0.22860038,1.3784174,0.82596844,1.0021985,0.6573795,1.0826406,0.8795688,1.0172771,0.49850982,1.2129073,0.85930145,1.4597391,1.0729122,1.3793374,0.64307714,1.1376399,0.6250629,1.0772399,0.76554865,1.0830309,0.60825765,0.8044714,0.51936775,0.49686527,1.1234233,0.8495437,1.005823,1.3761909,1.0663488,0.382756,1.1611776,0.9838811,1.0484968,0.87696815,0.733498,0.7263508,1.1773014,0.78696585,0.96709865,1.0697494,1.2294438
box,1.0724999,1.2511598,1.3815494,1.115553,1.0825865,1.2437992,1.2334509,0.6550131,0.80932504,0.7663451,1.1314765,0.46243185,1.0291011,0.99891764,0.8389821,0.97412974,0.6808902,1.1849458,0.8348226,0.0,1.123849,1.0027777,0.6954082,1.1912115,0.8605433,1.1506467,0.98262703,1.1461984,0.61881536,0.97020525,1.2709854,0.66544527,0.8008629,0.76693624,0.6524485,0.90601265,1.3183635,0.52055967,1.1123551,0.8807349,1.1027825,0.9268504,0.6856831,0.5038423,1.1084728,1.3023658,1.3276935,1.1283268,1.0239345,1.3237951,1.3948572,1.296102,1.301105,1.3237747,1.1094,0.83932376,1.3005327,1.0970194,1.2410781,1.1564633,1.3282367,1.0517023,1.1587448,1.0038375,0.8466097,0.89049876,0.7233514,1.0107359,0.9746432,0.6108685,1.1767112,0.93649423,1.137846,0.7957777,1.0653768,0.8946372,1.1165249,1.4048152,1.0372545,1.3075956,1.1381345,1.4084485,0.45497876,1.2115469,1.0163767,0.9487654,0.6251291,1.2341285,1.1944382,0.9228829,1.0206193,0.7968786,1.0510491,1.0351351,0.9739632,1.1202037,1.3236381,0.48156255,0.86856604,0.6483964,0.97443736,1.188988,1.0020735,1.1043675,1.0822963,0.98827213,0.88542956,0.9080882,1.1326795,0.73876685,0.7189484,0.76441664,1.3604382,0.9848207,1.2157387,0.9683732,1.030448,1.1506547,0.86432254,1.341038,0.7058835,0.9374874,0.61132985,1.1540966,1.4541103,1.190159,0.8081497,1.0962026,0.88722336,0.6238877,1.0319343,1.0803893,0.84439474,1.4100764,0.8158553
bread,1.0895455,1.0435787,0.7766024,1.3161104,0.9201439,0.9667322,0.624375,0.91732055,1.3253711,1.326392,1.1413395,1.3088748,1.2903019,1.0636442,1.3581598,1.1637515,0.82472557,0.8060216,0.68549097,1.123849,0.0,1.0483907,0.88853914,0.9176474,1.0509897,0.8659066,1.0261337,1.2576824,1.2906559,0.5589582,0.8609102,1.2290637,0.9505784,1.2136754,1.3461369,1.1133356,0.94373983,1.2711581,0.8227912,0.8371416,1.205995,0.958876,1.2990401,1.0892437,1.2281022,1.1566434,0.7527259,0.9986435,1.1635745,1.1210475,1.1322416,0.796837,1.1184682,0.7886275,0.9110291,1.17778,1.1425993,0.98232365,0.9588592,1.2754521,0.77526,1.1619945,0.90205956,1.2785919,1.1501186,1.3382535,0.8736265,1.3593385,1.1533396,1.2277052,0.8812169,0.5346052,0.82186764,1.0387095,1.1847708,1.1593751,0.5311127,1.0113821,0.8691212,1.010326,1.1145965,0.86764795,1.0723604,1.0420239,1.2289562,1.3386891,1.0214275,0.9606709,0.95882607,0.9397336,1.0788519,1.106056,0.07262802,0.8436693,0.44865543,1.084756,0.77881086,1.1225783,0.76950467,1.1441816,0.94786227,0.9011803,0.6848233,1.1111814,0.652492,1.3576093,0.92667574,1.2917322,0.7882954,1.266632,1.0256989,1.1428264,0.8749784,1.2006016,0.8332905,1.1489496,0.53692305,0.7752714,1.1754173,0.8925067,1.0531929,1.199765,1.1163325,0.7479588,1.0275131,1.0576588,1.2112678,0.9423926,0.86565727,0.9291796,1.1387043,0.78813696,1.138295,1.0714343,1.2790282
broom,0.9921397,1.0803155,1.1054626,1.0576826,0.89887893,0.9476434,0.9759667,1.0287629,0.88998574,0.96691495,1.0225627,0.9868942,1.1717799,0.8914993,1.0318602,0.94727945,0.98806316,0.9946628,0.93327296,1.0027777,1.0483907,0.0,1.0569832,1.0015316,1.109012,0.99170774,1.0360899,1.0662785,0.9611686,1.0487239,0.98292583,0.8653693,0.9748212,0.90463114,0.9644653,1.0291388,0.930149,0.88960326,1.0067211,0.89105463,1.076051,0.9634657,0.87822896,0.9293827,1.1685555,1.1514478,1.0181917,1.1102135,1.0317434,1.1615504,1.0429678,0.93623877,1.1008904,0.90256906,0.9416615,1.1101314,1.115691,1.1310383,1.0305316,1.0014347,1.0720955,1.127777,1.0111612,1.1165859,0.8732872,1.05519,0.9693158,1.1243045,0.8337657,0.85767144,0.93179226,1.0920687,0.9412486,1.0883127,1.1659524,0.9283382,1.0943773,1.0972527,1.0058883,1.1662207,1.1042856,1.09251,0.96812403,1.0530902,1.1337924,1.1081437,0.95274025,0.9015061,0.8742523,1.0058857,1.0408198,0.9137976,1.0089946,0.9394139,0.9293007,1.0948966,1.0914574,1.0289819,0.984423,0.9373516,1.0806427,0.8981975,0.9637231,1.1320654,0.9249034,1.1344403,1.0140004,1.1634864,0.9280546,0.8010084,0.8766093,0.9387351,1.0377786,1.0342969,0.92961645,1.067503,1.0260097,0.81734544,0.919623,1.0585861,0.92310214,1.0754771,0.93655777,1.0099903,1.1804034,0.99200094,0.8844477,1.0384508,0.85272276,0.88926554,1.0040079,0.9872524,0.7995745,1.1027077,1.0105578
bucket,1.4633348,0.79279006,0.7302557,1.4573077,0.7136012,0.7523777,0.8132376,0.6215929,1.2284287,1.4013857,0.8375135,1.1245797,1.4006507,1.0226796,1.4312091,1.2056807,0.7418388,0.4188248,0.37916595,0.6954082,0.88853914,1.0569832,0.0,0.89073974,0.31196797,0.8709631,1.0596396,1.3863761,0.93838835,0.8398965,0.66875714,1.0609792,0.76210916,1.1743932,1.3053973,1.0683355,0.7890665,1.1179073,0.2733463,0.70378995,1.4932942,0.9776435,1.0690026,0.9217997,1.3574343,1.15051,0.64572686,1.3394299,1.3156803,1.1007394,1.0787691,0.7740456,1.1425112,0.7902413,1.0024792,0.98044133,0.9852213,0.83759445,0.98986,1.4769558,0.9665935,1.3065989,0.5484213,1.2362816,1.2269143,1.2558949,0.6130917,1.3289585,0.9179462,1.089472,0.57648176,1.1785765,0.90177894,0.6938975,1.3146929,1.150419,1.0706047,0.93988353,0.54461586,1.061366,1.2673044,0.8895265,0.90002584,1.4257342,1.3210837,1.3385799,0.8105713,0.8388094,0.8666914,1.1375259,1.1987509,0.9718956,0.95827734,0.7013866,0.6442468,1.3306746,0.82525516,0.76427865,0.6336334,1.0556433,0.98505825,0.8621574,0.662259,1.3169962,0.8783219,1.3742576,0.92709297,1.1310604,0.5301714,1.1324599,0.9380078,1.1651769,0.71619993,1.1095693,0.5544792,0.7051017,0.72993064,0.6285861,1.2922444,0.7739087,0.8834742,1.3247005,1.262177,0.5496015,0.92622,1.0390399,1.1719291,0.5813349,0.6333003,1.0974466,1.3095973,0.82633615,0.7010302,0.8957524,1.2401054
butterfly,1.20122,0.9384512,0.7301705,1.3284249,1.0825806,0.8974645,0.85771537,0.9297922,1.2810332,1.3010213,0.75079477,1.1931899,1.2685899,0.80394167,1.2327218,1.1790364,0.9654863,0.77360106,0.99712706,1.1912115,0.9176474,1.0015316,0.89073974,0.0,0.7724881,1.0553399,0.8691124,1.1587858,1.037342,0.9983002,0.8581966,1.1568288,1.0414634,1.0604702,1.2123059,0.83589584,0.7297539,1.1512232,0.8305583,0.94544613,1.1552095,1.1840192,1.2038186,1.070414,1.3487155,0.83159244,0.7329633,1.1920018,1.0400116,0.875512,0.6884669,0.80130106,0.801902,0.6821004,0.7514195,1.1850493,0.7730627,0.79143846,0.6769137,1.0969195,0.6083722,1.090022,0.7487242,1.140971,1.1747365,1.1340721,0.9382904,1.0711732,0.8812115,1.072159,0.90285444,0.92603326,0.8746474,0.9398999,1.010529,1.0922707,0.695934,0.7373915,0.85002327,0.95623857,0.93065274,0.7513041,1.1537038,1.0605626,1.380799,1.1950748,0.9853372,0.7090076,0.77465844,0.9097744,1.0821853,0.9988945,1.0013654,1.0423194,0.9633831,1.0675375,0.83174413,1.0414634,1.0015715,1.2124742,0.9929603,0.78927225,1.1646657,1.2802936,0.7778081,1.1809535,0.9358897,1.1059337,0.8122092,1.2531663,1.165282,1.2856133,0.6903631,1.059851,0.8820048,1.0008625,0.9881398,0.77911043,1.2222699,0.66610765,1.0209205,1.1066921,1.1934624,0.7521319,0.7695682,0.74569535,1.0499296,0.8628206,0.85585785,1.15525,1.2123835,1.1065838,0.9849079,0.68002594,1.2294672
can,1.5516648,0.68078786,0.60016716,1.4078765,0.9356617,0.8997539,0.8273152,0.6124621,1.3464936,1.410257,0.37947667,1.0887477,1.3551846,0.8678106,1.3283857,1.1682668,0.76184493,0.34526998,0.78536093,0.8605433,1.0509897,1.109012,0.31196797,0.7724881,0.0,0.8795403,1.0707158,1.2563925,0.6881343,0.99194014,0.6118072,1.0337627,0.86364913,1.1249609,1.2335184,0.99348336,0.4773727,1.0266622,0.31587374,1.0014166,1.4769967,1.1306314,1.0099323,0.8412223,1.3370377,0.8587581,0.6433375,1.4036674,1.2948287,0.89888215,0.77715796,0.6095515,0.9295043,0.66440374,0.84348273,1.2733037,0.66619,0.6802956,0.9799071,1.398051,0.8135634,1.3737273,0.38960522,1.1355397,1.3902817,1.1057233,0.82931507,1.057158,0.91994685,0.90367985,0.47244996,1.2573524,0.9648837,0.9910061,1.2892368,1.1544712,1.0979862,0.71385825,0.46184313,0.8496793,1.2730517,0.70137817,0.9762869,1.3629808,1.3229558,1.180936,0.9499933,0.54085696,0.63480407,1.1484108,1.1776955,0.8254808,1.132318,0.7637247,0.9958877,1.233844,0.76625246,0.8396752,0.5774859,1.1079509,1.083617,0.80519295,1.0356348,1.3232543,0.8674466,1.2674646,0.9409481,0.9403116,0.48984385,1.1946015,1.2781041,1.2384973,0.44679248,1.2069354,0.610796,0.6509264,0.983208,0.7729068,1.437345,0.64286125,1.0003167,1.2341617,1.4860322,0.6206779,0.66231644,0.96652144,1.3838762,0.40332967,0.69705707,1.4458152,1.3332796,0.86833066,0.4888214,0.56154716,1.181702
car,1.2063315,0.8844741,0.7319383,1.20135,0.7916519,0.86055213,0.80142176,0.9665551,1.1442455,1.2132007,0.9285809,1.2264885,1.1657314,1.0862437,1.2676699,0.9713967,0.7639646,0.7036877,0.79258716,1.1506467,0.8659066,0.99170774,0.8709631,1.0553399,0.8795403,0.0,1.3650205,1.1483727,1.0749122,1.0116081,0.78035116,1.1460788,0.8275969,1.1472385,1.2051044,1.3417146,0.85617125,1.201195,0.73500156,0.9825849,1.1956679,0.8493994,1.1448709,1.1462502,1.0368041,1.1838117,0.8759141,1.1143125,1.1023793,1.1623353,1.0817769,0.65479046,1.1967908,0.88184524,0.9795599,1.1337152,1.0038296,1.0185261,1.2191381,1.1488724,0.9816062,1.2380302,0.7376187,1.1742282,1.161209,1.208035,0.92413706,1.3132836,1.1240255,1.1776893,0.7201856,1.0891209,0.85830057,1.0498164,1.2448196,0.7419818,1.1754577,0.95569974,0.903728,1.0174888,1.153709,0.88580793,1.0817068,1.1014128,1.0731596,1.2538062,1.0577991,0.91831475,0.92411494,1.2706177,1.0717247,1.0732707,0.839824,0.6526075,0.7829391,1.1952914,0.80629563,1.0230869,0.7146279,1.1313927,0.8116427,0.84926796,0.8703369,0.9987912,0.85297644,1.1996819,0.9624734,1.2193654,0.7439674,1.1517421,1.0757284,1.1283023,0.7034034,1.1080273,0.9033265,1.0328281,0.885859,0.893908,1.1024882,0.9309396,0.8615644,1.191364,1.2166653,0.78274226,1.0066608,1.2052699,1.3067875,0.87741894,0.6612843,1.15936,0.8664304,0.1731844,0.88076156,0.9614474,1.0553546
