,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
owl,0.459643,1.2184817,1.351539,1.0080143,0.6406295,1.2828501,1.3273878,0.82282495,1.1365663,0.7644386,0.41534,0.5966871,1.4591532,0.9099132,0.6438215,0.8092301,0.6754373,1.0291693,1.0762773,1.4894319,1.4784423,1.0032576,1.3092648,1.2099973,1.4608475,1.0433283,1.4186375,1.3720746,1.0831808,0.551516,1.2731986,1.3475652,0.8449452,1.135668,1.092805,0.89014727,0.7791208,0.7301862,0.8463089,1.4463897,0.8436674,1.5146679,1.0722328,0.6668715,0.9733204,0.89012456,1.2408242,0.81511575,0.96633005,1.3295077,0.570887,0.83256525,1.1290348,0.75892925,1.3663273,1.128243,1.0631485,1.4078654,0.95247006,0.8391906,0.81889665,1.1722279,1.1840041,0.5594535,1.2402294,0.7479068,1.2257026,0.73573434,1.4397573,0.80272704,0.57813966,0.83512354,0.7542257,0.97621024,0.687535,1.3438504,1.0875195,1.406277,0.7402488,1.0103183,1.0646719,0.6577988,1.2308323,0.99351895,1.2623098,1.3350356,1.3864381,1.3212864,1.1596061,1.3472276,1.2098074,0.0,0.65524226,0.6783595,0.7783087,1.4614397,1.4390669,1.0998744,1.1885796,0.6364754,1.203085,1.1085217,1.0130159,1.3816848,0.67380667,1.3078431,1.1533309,1.3141699,1.0175822,1.105415,0.81293416,1.3073404,1.0027328,0.83299583,0.70788985,0.95040375,0.7780484,1.0109437,0.7907169,1.0664408,0.96951246,1.4283264,0.4227357,1.2808609,1.2542064,1.430788,0.8523945,1.0608635,1.105723,1.1545026,0.7707616,0.8078942,0.66948366,1.3931592,1.1996492,1.2006059,1.2479675,1.4246478,1.1860698,0.7330127,0.7262888,1.152565,1.3715837,1.3895607,0.8561108
pajamas,0.4916426,1.1414604,1.4281862,1.1726909,0.47412467,1.4230975,1.370503,0.96521705,1.1850182,0.7988124,0.8114248,0.37948924,1.4546492,0.87547827,0.21217924,0.9836552,0.37809324,1.0329236,1.102166,1.5276906,1.5667862,0.93209875,1.4691381,1.1414031,1.4756593,1.1389695,1.3163497,1.2939764,1.089108,0.6897208,1.0630624,1.5011427,0.623983,0.7445768,1.2026093,1.252582,1.0068415,0.49090457,0.9645889,1.5400555,0.6353719,1.5650871,1.150138,0.6899706,0.8595315,0.7592163,1.2223902,0.13800603,0.87696326,1.444484,0.6640168,0.74136543,1.1812015,0.81475365,1.522416,1.1922824,1.0425951,1.5419321,1.1910264,0.7251696,0.8501188,1.1595436,1.0037369,0.7105632,1.394537,0.56569886,1.3277516,0.7422778,1.3078527,0.8215554,0.49992764,1.0103687,0.3592571,1.0744011,0.33958256,1.44505,0.9183769,1.50473,0.78060853,1.0783129,1.109647,0.6196946,1.2388473,1.0029509,1.4650303,1.4245611,1.241125,1.2803855,1.0668317,1.4053671,1.0617386,0.65524226,0.0,0.32054293,0.8372128,1.5291216,1.5311794,1.14536,1.2907834,0.64014393,0.98361385,1.209738,1.1152273,1.5306983,0.51332235,1.3738229,1.0066183,1.3533502,1.169042,0.9556182,1.0768428,1.3428599,0.59177876,0.95411634,0.30356395,1.0625845,0.37803006,1.228981,0.71230704,1.0853162,0.94486237,1.5202634,0.5774149,1.3573263,1.0792822,1.5916431,0.9357277,1.2920318,1.2357495,0.90422726,0.31152052,0.82574964,0.6466527,1.5346978,1.2316437,1.3100388,1.3282433,1.2519524,1.3002529,0.7958118,0.814787,1.0115851,1.2070343,1.4757899,0.695325
pants,0.439681,1.1417444,1.464771,1.2632864,0.39933634,1.5009687,1.4078585,0.9873662,1.2665181,0.73296046,0.70759994,0.30965996,1.3489102,0.8107697,0.3299029,0.9218775,0.33786112,1.045803,1.2062054,1.5889825,1.5740174,0.98068786,1.466961,1.1320024,1.5177224,1.1768793,1.3444521,1.2444466,0.9241074,0.5153173,1.052998,1.5221204,0.650221,0.59866035,1.1440461,1.2481693,0.93725204,0.41174948,1.008547,1.4983007,0.68871725,1.6037599,1.1685494,0.66794866,1.1027001,0.7395243,1.1317183,0.55891156,0.83346504,1.4153447,0.43803453,0.68566924,1.0715057,0.8933079,1.4561203,1.2942815,0.8761997,1.516415,1.2342067,0.92549187,0.8493153,1.1092379,1.0065948,0.7357943,1.4722353,0.63218737,1.3580222,0.72555107,1.2891762,0.7786329,0.35533166,0.9282388,0.22647023,1.122547,0.097394824,1.3436078,0.9479471,1.523952,0.8018862,1.0235323,1.2642907,0.5585415,1.2279071,1.0058863,1.4644086,1.3578362,1.2945205,1.404135,0.9881111,1.4391689,1.0308149,0.6783595,0.32054293,0.0,0.95818615,1.4498162,1.4323235,0.9814688,1.2522205,0.57314175,0.96781325,1.290816,1.2110122,1.564941,0.5073041,1.4536322,1.0220324,1.3194731,1.1307266,1.015733,1.0645819,1.3893881,0.69566095,0.9657472,0.26864707,0.9347652,0.15849245,1.2183976,0.72504044,1.0751958,1.0592686,1.4757112,0.5649699,1.4820472,1.0437359,1.5496294,0.936273,1.2872653,1.4074254,0.92750394,0.26849693,0.86069965,0.6114062,1.5416238,1.1512694,1.1776865,1.3047851,1.3054857,1.4693183,0.84382176,0.8342757,1.147213,1.1928569,1.4286685,0.70481086
paper,0.58095425,1.2283983,1.3349617,0.8644393,0.9013842,1.2264472,1.2276692,0.78601575,1.0168433,0.8109437,1.0034273,0.7801457,1.3344382,0.871932,0.7888401,0.5644951,0.7815758,0.86890066,0.25940037,1.2943516,1.22761,0.52865225,1.2698478,1.0087744,1.2284281,0.8948989,1.1750811,1.1616862,1.2621439,1.035959,1.0490667,1.2676849,0.90437496,1.1629008,0.9675646,0.95037377,0.92812276,0.85099965,0.7437395,1.3429112,0.7542233,1.2919391,0.9179189,0.8399437,0.86918104,0.9144006,1.00125,0.87282985,1.1310246,1.3154311,1.0389074,0.95781374,1.3163115,0.8157146,1.296313,0.9580516,1.1399229,1.1927841,0.75509274,0.5800093,0.85629463,1.2456821,1.1612128,0.8531984,1.0221192,0.98330396,1.2207536,0.95797515,1.3317465,0.9495525,1.0026484,0.88992786,0.9763971,0.8918373,0.9844755,1.0297114,0.925259,1.1831523,0.7328391,1.0611676,0.7955458,0.87154865,1.1718248,1.0471685,1.2901495,1.4135716,1.0815011,1.2236911,1.306636,1.3179348,1.0412121,0.7783087,0.8372128,0.95818615,0.0,1.2321668,1.2458541,1.236354,1.250602,0.9324299,1.0416552,0.946143,0.9611499,1.0354058,1.0563122,1.2975817,0.99381936,1.0588949,1.2277596,0.96516246,0.9875165,1.2207156,1.1169628,0.78242123,0.9319304,0.9404263,0.9871108,0.9353797,0.8529562,0.91698277,0.9134098,1.3445776,0.75510496,1.0308781,1.1277059,1.2026211,0.8979963,1.0977315,1.0038503,0.92295456,0.9530624,0.86252385,0.65777755,1.2247982,1.3674932,1.3043649,1.2269335,1.1379039,0.9669282,0.610474,0.9169553,1.0177006,1.131531,1.4105674,0.91205174
pen,1.5547303,0.86230433,0.4573195,0.98267627,1.3741838,0.66762316,0.73126024,1.1319385,0.91495395,1.2954223,1.259177,1.502691,0.23137951,1.201638,1.4980626,1.1687438,1.4515116,0.94959766,0.9050185,0.34763587,0.45787597,1.2238246,0.62737715,0.92491317,0.5611818,0.86396277,0.7057635,0.6724495,0.76356596,1.2431774,1.0392547,0.47627485,1.3388691,1.1868978,0.9839398,0.9018453,1.2971089,1.4457858,1.1202294,0.13030434,1.3796009,0.3498866,1.1521516,1.4368417,1.2534897,1.2742257,0.81032866,1.4415665,1.1828022,0.6603822,1.3110328,1.2557864,0.7500539,1.2932143,0.29176927,0.8960133,1.0269951,0.31046933,0.8984661,1.2086536,1.4107258,0.7817566,0.8719095,1.2577668,0.63898635,1.3231968,0.6591468,1.2459048,0.6142854,1.2020158,1.384647,1.0672147,1.391928,1.1704671,1.4061283,0.4043228,1.0981236,0.4424709,1.3732063,1.0745583,1.1027567,1.4967699,0.730435,1.0289373,0.6533162,0.43776393,0.6775398,0.5738222,0.8293983,0.56399846,0.9903607,1.4614397,1.5291216,1.4498162,1.2321668,0.0,0.03646815,0.91982234,0.668099,1.3940278,0.9535793,0.89359313,0.9907978,0.6047968,1.3550391,0.68350387,1.0906962,0.6446481,0.94661945,1.1729441,0.96947426,0.58565485,1.1412041,1.0180566,1.3884592,1.0889013,1.4198881,0.7329843,1.3890007,0.99072236,1.0646108,0.3755393,1.3790762,0.833668,0.77245945,0.29941595,1.1782963,0.661077,0.89236426,1.2373304,1.421211,1.2686901,1.4310659,0.5541474,0.7453425,0.5581799,0.44238508,0.5773527,0.7332969,1.3319867,1.2113512,0.9276137,0.76064205,0.35011578,1.3242928
pencil,1.5309782,0.8949152,0.39874423,1.0240432,1.321449,0.67909086,0.7374605,1.1464748,0.9416323,1.2754383,1.2270597,1.4701523,0.22168636,1.2329826,1.486278,1.1494415,1.4521437,1.0044005,0.93037814,0.35770077,0.46371484,1.2310326,0.6120177,0.9437953,0.64813673,0.8550441,0.78620136,0.73607206,0.71159667,1.2175672,1.1050583,0.44490135,1.3453152,1.1724726,0.9838488,0.9065476,1.2419376,1.4158206,1.0739962,0.10310125,1.3768871,0.35276616,1.1710585,1.4248872,1.279471,1.2600868,0.83039963,1.4583796,1.1579368,0.6231936,1.2848525,1.2084765,0.7025448,1.3072985,0.3206067,0.9644822,1.023774,0.37312716,0.9336782,1.207497,1.4131708,0.76715475,0.9472127,1.2234209,0.6612768,1.2904935,0.65542936,1.2238586,0.6450906,1.1985269,1.3430657,1.0570916,1.3776839,1.1702269,1.3973236,0.44110906,1.1097381,0.46436733,1.336719,1.0065957,1.090296,1.4936965,0.82915735,1.012553,0.62868214,0.36306906,0.73632395,0.6309764,0.7797822,0.5228778,1.0098546,1.4390669,1.5311794,1.4323235,1.2458541,0.03646815,0.0,0.90724146,0.6612676,1.351327,0.97337055,0.8925373,1.0544169,0.6336047,1.3090855,0.70998895,1.1578583,0.67952335,0.95251787,1.197012,0.9910766,0.5927901,1.2012345,1.0287424,1.3715103,1.1529825,1.3933954,0.7535831,1.3644912,1.005318,1.1080691,0.4176401,1.3661587,0.85318863,0.7993393,0.3410933,1.1666751,0.6801946,0.934234,1.3078461,1.4034877,1.246188,1.4181374,0.5432133,0.6983779,0.5000935,0.37195385,0.6223539,0.75368834,1.3215709,1.2180253,0.98352927,0.82077307,0.33023584,1.3195269
penguin,1.1565742,0.879511,0.91922164,1.1324868,1.164053,0.9991216,1.0011896,1.2178534,1.018363,1.0773834,0.8829369,1.129332,0.7203327,1.0277977,1.100774,1.0194502,1.0471904,1.0427572,1.1498114,0.96829134,0.9194362,1.1762766,0.8533174,0.9110406,0.90618604,1.0764657,0.9296665,0.7594432,0.7430472,0.89290696,1.0160778,0.9059565,1.1593671,0.86722916,1.054173,1.1005839,1.0177007,1.0363046,1.090052,0.8551366,1.1986984,0.9559282,1.0398563,1.0259104,1.047514,1.13091,0.94886756,1.1686182,0.90600014,0.93035257,0.9644984,1.1036404,0.7999513,1.1338996,0.73641026,1.0289954,0.8583046,0.9651065,0.9823579,1.2253513,1.203842,0.8400382,0.82422805,1.0712435,0.9894534,1.0764441,0.8792031,1.04684,0.76831007,1.0508499,1.078088,1.0048851,0.98133963,1.2008678,0.9448468,0.96252525,1.1042255,0.98747325,1.1209508,1.040058,1.209453,1.0218058,0.8144982,0.96103895,0.837934,0.8045816,0.84750843,0.8671514,0.9533878,0.9478256,1.0358771,1.0998744,1.14536,0.9814688,1.236354,0.91982234,0.90724146,0.0,0.8894512,1.1057688,0.79627883,0.9897549,1.0106689,0.98149276,0.96539485,0.9701499,1.0477897,0.91146344,0.9190835,1.1456091,0.9083305,0.8220703,0.9219354,1.3040227,1.0749241,1.0293504,0.949035,1.1297308,1.1268525,1.1643026,1.0268166,0.77933383,1.0986512,1.1250919,0.8802903,0.88725436,1.1101557,0.79795635,1.0509019,1.10806,1.1152582,1.0903399,1.1840185,0.9512487,0.7819327,0.72729754,1.024441,0.7857925,1.1073068,1.20762,1.0926393,0.92414856,1.0351901,0.6993025,1.0938997
pickle,1.3332331,0.75872564,0.6526684,0.9876124,1.2403479,0.71699065,0.70022553,0.90121025,1.0466669,1.2727882,1.1465842,1.4290009,0.67328095,1.3197893,1.2208762,1.0773176,1.3484645,1.0762737,1.1065743,0.69935966,0.7739432,1.3067,0.78827506,1.0271627,0.8493229,0.838107,0.9544158,0.9179424,0.63505304,1.1226302,1.1460191,0.7528368,1.2192594,1.0670347,0.9918382,1.1119262,1.1542473,1.3596245,1.039241,0.5727235,1.3343861,0.7596592,1.0012399,1.3326688,1.1844,1.24134,0.94302654,1.1889893,0.9147963,0.70126474,1.1288002,1.1420034,0.5469501,1.2199283,0.5956098,0.9433924,0.86567307,0.7406273,0.8158233,1.1988099,1.0330334,0.7475989,0.8257638,1.23451,0.65893626,1.202811,0.6893645,0.94987607,0.8275241,1.2345388,1.2072961,1.2242194,1.2666806,1.0299675,1.2304578,0.87362796,1.0702379,0.777362,1.2606989,0.8798127,1.1327493,1.1593128,0.9128826,0.74525636,0.7568679,0.58674663,0.9366678,0.71859473,0.7358267,0.70418555,1.0493144,1.1885796,1.2907834,1.2522205,1.250602,0.668099,0.6612676,0.8894512,0.0,1.2223352,0.9522865,0.97968465,1.0302277,0.82222533,1.0788522,0.81419516,1.0416067,0.9279871,0.7537075,1.1860098,1.0733277,0.58984834,1.0214626,1.1118577,1.3105247,1.0522406,1.2384834,1.1048753,1.2989118,1.1268744,1.0711715,0.67327327,1.3224964,0.9432615,0.8096918,0.73811585,1.3037219,0.7639072,0.8854282,1.2289975,1.3210895,1.2583011,1.4150345,0.73099315,0.60310197,0.5740672,0.73401093,0.8857656,0.8654984,1.3412974,1.1540813,0.86688465,0.98329306,0.5908252,1.2460724
pig,0.5004644,0.9935089,1.2604153,1.0953465,0.4060954,1.2360098,1.2013552,1.0096133,1.3761847,0.8657248,0.766846,0.63439363,1.4417744,0.8979901,0.66723394,0.9674094,0.6827059,1.0417106,1.1841674,1.3762699,1.3854964,1.1416919,1.2445911,1.1491816,1.435415,1.1190376,1.385305,1.2977546,1.0993435,0.8351165,1.1926167,1.3718469,1.0153086,1.0788734,1.0535829,1.0572757,0.8284222,0.7742933,0.73157763,1.388052,0.9701855,1.3925927,1.0800135,0.57160556,0.99911076,0.960986,1.3576926,0.78206176,1.0379866,1.226142,0.5710085,0.7214397,1.0312262,0.8781485,1.3084337,1.2023109,0.8085861,1.4127955,1.2198145,0.76383054,0.8020529,1.234502,1.0999264,0.73042864,1.2508645,0.7639229,1.2181063,0.68493456,1.4149559,0.91339904,0.42191446,0.92939883,0.78380907,0.9337368,0.5581385,1.234273,1.17404,1.4100024,0.68508303,0.8932693,0.9890629,0.5976142,1.245868,0.99328125,1.2567852,1.2580074,1.3176163,1.3664031,1.0761358,1.1918132,1.1803821,0.6364754,0.64014393,0.57314175,0.9324299,1.3940278,1.351327,1.1057688,1.2223352,0.0,1.1912003,1.1855354,1.1388236,1.3906646,0.7449801,1.236891,1.25506,1.4040992,0.9965316,1.0063353,0.8723607,1.405779,1.0138142,0.91188467,0.6730907,0.9894854,0.5789718,1.0143538,0.7405417,1.0128045,0.9542882,1.4098356,0.68410176,1.2099311,1.0190955,1.3674781,0.84362304,1.1446576,1.1977311,1.0834146,0.6250029,0.7450396,0.69142854,1.3696288,1.0031165,1.2212592,1.1525861,1.3528087,1.2680793,0.8208728,0.85117936,1.147542,1.3268155,1.4037421,0.7917558
pillow,0.99290276,0.8484664,1.0629327,1.0994451,1.1599088,1.0433499,1.0058647,0.78478765,0.6003399,0.9508839,1.0549946,0.7970317,0.72152096,0.9658802,0.90894014,1.0356681,0.61612815,0.9693302,0.88749623,0.98037344,0.8624777,0.7943671,0.91980886,0.9376778,0.8034843,1.0294168,0.74000376,0.78294426,0.9056168,1.0549059,0.7499833,1.0401144,1.0019729,0.8469093,1.0153294,1.0808866,1.0566752,0.7267809,1.0169089,0.9507116,0.7584128,0.98690915,0.9773913,0.9030722,0.825258,0.99266654,0.71521276,0.98144585,0.86890435,1.0455257,0.9999776,1.2834054,1.0310996,1.1679972,0.88802665,0.99793243,0.8493745,0.91983485,0.8890924,1.2215953,1.1761382,1.0351715,0.580165,1.3556787,0.9930765,1.2827237,0.9775256,1.1547126,0.79444873,1.3406634,1.3169249,1.13657,0.8739793,1.1437856,0.88149923,0.9346616,0.812045,1.0339259,1.0577841,0.9366204,1.0317485,0.83847237,0.8832328,1.0495884,0.94508463,1.0729699,0.41964537,0.84480214,1.0624672,1.0951903,0.8485084,1.203085,0.98361385,0.96781325,1.0416552,0.9535793,0.97337055,0.79627883,0.9522865,1.1912003,0.0,0.93390775,1.050548,0.85277605,1.1851192,1.061146,0.6345129,0.78228813,1.0820328,1.002018,1.061443,1.0143144,0.7996776,1.1454293,1.0917987,1.0992309,0.81491286,1.2126782,1.1487787,1.022212,0.9668281,0.8655648,1.0741918,0.99244213,0.6679975,0.9283116,1.3065238,1.0748858,1.0203549,0.8185352,1.0624224,1.322439,1.1696762,0.93872195,1.0387655,0.9318982,1.1640204,0.3974774,0.9531263,1.1348037,1.3020205,0.9461424,0.7793595,0.937548,1.1153817
pizza,1.1721108,1.0407324,0.901848,0.8667089,1.2467724,0.9535045,0.98855895,0.930335,0.7972801,1.0772512,1.0883597,1.2376838,0.8814221,1.0808207,1.1888757,0.95872384,1.1675304,0.95508105,0.81534654,0.87784195,0.7457383,0.9343793,0.654957,0.98663265,0.84746873,0.87534845,0.87437665,0.9548524,1.0869969,1.188538,1.0211573,0.881865,1.119215,1.1137445,0.9528622,0.95875865,1.0222069,1.2387584,0.87698007,0.895842,1.118807,0.847276,0.8730938,1.1656687,0.9508517,1.1377671,0.93815047,1.0789733,1.0616819,0.9795111,1.2274868,1.1681839,1.1128175,1.0904578,0.8604223,0.9080358,1.104376,0.7269093,0.8995933,1.0500218,1.0488262,1.0540794,1.0828193,1.1426537,0.92416424,1.152486,0.72136724,1.1943539,1.0185881,1.1508316,1.2993282,0.95575583,1.2415903,0.854097,1.2898486,0.7114184,1.0501282,0.8752262,0.7590421,1.0208671,0.90084445,1.2114959,0.9577432,1.0700278,0.6797216,1.0161678,0.8269938,0.8212155,1.1519393,0.8923035,0.910218,1.1085217,1.209738,1.290816,0.946143,0.89359313,0.8925373,0.9897549,0.97968465,1.1855354,0.93390775,0.0,0.97775155,0.48123944,1.2188057,0.89726245,0.93613935,0.8303419,1.1005515,0.96447945,1.0006464,0.9515587,1.1045718,1.0703549,1.2608371,1.0374769,1.2358044,0.9942447,1.1340016,0.9617333,1.0420225,0.9003864,1.1511905,0.83600605,1.0833085,0.73306596,1.0991784,0.80149436,0.8096744,1.0597091,1.2676125,1.169567,1.0753419,0.81040823,1.1033366,1.056808,1.0377724,0.80518514,0.95320195,0.97560906,1.088339,0.9810577,1.0203847,0.93037504,1.1636523
plant,1.0805751,1.0869697,1.0440375,0.96498597,1.1660359,0.9910813,1.093375,0.9699581,0.87061715,0.9776805,0.9984471,1.111919,1.0610179,0.82125103,1.2126615,1.0942507,1.0687248,0.8490045,1.0161458,0.94030464,0.91221666,0.98032635,1.0601265,0.81126755,0.7652879,1.0287061,0.80316794,0.8630372,1.3117647,1.1481912,0.83830816,1.080208,0.97933173,1.0967232,0.999337,0.86763537,1.1410236,1.0708296,1.1888121,1.0677431,0.99635106,0.9296435,0.8042059,1.0607461,0.8824506,1.0470734,1.0699371,1.0829196,1.1131986,1.1676874,1.2199594,1.0816226,1.2525518,0.9885704,0.8741842,0.5031601,1.145857,0.92584604,0.98384017,1.0854379,1.0070603,1.1548072,1.1310879,0.82988167,1.1516695,1.0728521,1.0928029,1.1675695,1.0673401,0.9111439,1.1331689,0.89705634,1.1453282,0.809706,1.2114661,0.99667406,0.9713161,0.9192432,1.0096545,1.1814604,0.8639818,1.1339357,0.88283134,1.1047882,1.0546045,1.212865,0.9517324,0.98825246,1.2851061,1.0842793,1.0331833,1.0130159,1.1152273,1.2110122,0.9611499,0.9907978,1.0544169,1.0106689,1.0302277,1.1388236,1.050548,0.97775155,0.0,0.9719653,1.1744648,0.93649125,0.91863537,1.0113579,1.1457868,0.9724166,0.90540516,1.0314093,1.0568367,1.0936474,1.196658,0.89462334,1.2008337,0.7560935,0.9712143,0.9738711,0.7983973,1.0038984,0.959432,0.9143533,1.1622045,0.93807626,0.790846,0.76255566,0.9424556,0.8436099,1.1690143,0.8575431,0.99448067,0.9877627,1.1978843,1.2456915,1.1815393,0.9813626,0.9904214,1.0181305,0.5866967,0.883833,0.87845874,1.0976746,0.88364136
plate,1.4750237,0.8467678,0.6457895,0.7203833,1.5334648,0.55890834,0.5667784,0.9430729,0.77317536,1.1938353,1.29729,1.517679,0.6239692,1.1912456,1.4405594,1.1053467,1.4359999,0.96184283,0.769372,0.5189624,0.22884542,1.0394522,0.4203974,1.016352,0.48127073,0.91465795,0.7266563,0.71046525,1.1274474,1.3712759,1.0351465,0.46508968,1.3526211,1.2550626,0.78593075,0.96513927,0.9376065,1.4926322,1.0290233,0.6140497,1.3403687,0.4356864,0.7242564,1.3189244,0.93770885,1.3157496,0.87116456,1.3980508,1.1898413,0.5282923,1.3871003,1.3495822,1.0374297,1.2490206,0.5852118,0.826965,1.1335963,0.35001868,0.82527673,1.1768693,1.0849446,0.99775225,0.8812882,1.3118155,0.59482527,1.4300721,0.67785525,1.3212245,0.7239979,1.2537394,1.5660207,1.1569605,1.5140898,0.8538798,1.5736797,0.44758797,1.1786277,0.6184296,1.0380862,0.88831395,0.9231626,1.3574606,0.77806747,1.1196842,0.46812797,0.73314935,0.52530193,0.7354487,1.1075166,0.64246553,0.91782314,1.3816848,1.5306983,1.564941,1.0354058,0.6047968,0.6336047,0.98149276,0.82222533,1.3906646,0.85277605,0.48123944,0.9719653,0.0,1.512543,0.6782901,0.9190848,0.6384962,0.93648165,1.0211502,0.84157646,0.79066813,1.2564195,1.1491258,1.5060649,1.0158638,1.5163357,1.0093551,1.2943958,0.8192583,1.1136255,0.533061,1.3822119,0.61554915,0.8679758,0.32771516,1.280356,0.81024444,0.64918125,1.0996056,1.4954774,1.3083205,1.2700917,0.3560797,0.9932703,0.8780687,0.84163845,0.5363094,0.70873845,1.0658755,1.2633612,0.9976845,0.97878003,0.6379401,1.344507
pony,0.69324833,1.0926379,1.2749534,1.1285971,0.45493138,1.3732228,1.3131547,1.0631435,1.2651132,0.8823738,0.77857405,0.68242496,1.3025267,0.94848853,0.513529,0.9206842,0.76172316,1.1117649,1.2495908,1.5109469,1.5283748,1.0865346,1.3516791,1.0903007,1.5152056,1.2331887,1.3905966,1.3075477,0.82036006,0.61364454,1.1771908,1.3098356,0.8448638,0.78994197,1.1202867,1.1195203,0.9041676,0.719474,0.9734607,1.3473594,0.8965442,1.5119919,1.171108,0.79435575,1.1211634,0.7907932,1.1207596,0.6492108,0.6433213,1.2219443,0.6502068,0.6001759,0.8175298,0.95905316,1.3823558,1.3024446,0.87872064,1.4097096,1.2199571,0.90752685,0.847719,0.68802357,1.1423624,0.8299636,1.3191094,0.53397596,1.0990653,0.56693995,1.1522263,0.8231995,0.3954525,0.9343133,0.55024433,1.1317798,0.5023807,1.3246001,1.0121276,1.423267,0.9677323,1.0366237,1.1859138,0.7235676,1.2495811,0.8215902,1.3265516,1.0812025,1.4512917,1.1602907,0.80617654,1.2533276,1.094867,0.67380667,0.51332235,0.5073041,1.0563122,1.3550391,1.3090855,0.96539485,1.0788522,0.7449801,1.1851192,1.2188057,1.1744648,1.512543,0.0,1.2815633,1.2074671,1.3064005,1.0755817,1.0694547,1.1421307,1.1592332,0.67882437,0.9222504,0.44437337,1.1026108,0.4640038,1.1584537,0.8263213,1.0961636,1.1129582,1.4042205,0.8583804,1.4179379,1.1577585,1.4277251,0.88951063,1.2343613,1.2516874,1.1334711,0.49510938,0.8359406,0.8301842,1.4741365,0.9048424,0.99609613,1.1653664,1.4429653,1.443291,0.90060425,0.86344606,1.1035697,1.2490743,1.1825804,0.7800112
pumpkin,1.4508166,0.74226296,0.31268924,0.9344855,1.4026396,0.17843187,0.37536782,1.0926058,0.95265424,1.4853535,1.232408,1.5023754,0.7108679,1.2728258,1.4299085,1.1404322,1.4531748,1.0518339,1.1248991,0.46501386,0.6059302,1.3047373,0.47882283,1.0503867,0.5591616,0.91585785,0.8121344,0.9006586,0.99754447,1.3690305,1.0880101,0.47763896,1.3195689,1.1942974,1.033223,0.95458454,0.9416151,1.433868,1.1984812,0.54490656,1.4258685,0.49091548,1.0506021,1.2819848,0.95957094,1.367399,1.1461034,1.2422701,1.1175401,0.4622184,1.3226485,1.1663648,0.88483655,1.2450085,0.5994971,0.8290101,1.0343368,0.7029233,0.877838,1.1877711,1.2543235,0.93001264,0.89603734,1.1639743,0.6697035,1.2403492,0.49397683,1.2737504,0.58014095,1.1876016,1.3350095,1.1758578,1.4162858,1.116353,1.4429557,0.9705192,1.2220598,0.6033778,1.2750862,0.69979906,0.9881756,1.2767211,0.8625251,0.9984209,0.4845597,0.54394525,0.8194339,0.63991237,0.72515315,0.20504391,1.2454573,1.3078431,1.3738229,1.4536322,1.2975817,0.68350387,0.70998895,0.9701499,0.81419516,1.236891,1.061146,0.89726245,0.93649125,0.6782901,1.2815633,0.0,0.99155676,0.9525659,0.7603483,1.2516676,0.83622,0.6458225,1.1253201,1.1536288,1.3597676,1.0063735,1.3671585,0.97364956,1.3211777,1.1828946,0.9878889,0.50332206,1.406277,0.70570636,0.8630479,0.7090364,1.0666015,0.8349209,0.52012223,1.2104205,1.3553014,1.0778582,1.4350386,0.4761101,0.75894284,0.9295106,0.7687299,0.79179424,0.53414434,1.3327882,1.1444352,1.0188184,1.0346215,0.5870933,1.3716183
