,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stick,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
glass,1.0804781,1.025954,1.0312077,1.0258211,1.0229126,1.0570375,1.0764889,0.95396805,1.1131978,1.1449639,1.0777969,0.9828159,1.0777295,1.0505527,1.0769178,0.77582055,0.81327426,1.0827178,0.99637395,1.0322969,0.89173365,1.1063652,1.0130672,0.95062196,1.025812,0.9123982,1.0424294,0.9843705,0.9922621,1.0561211,0.97508144,1.1296113,1.1113479,0.80613875,0.93707323,1.0285379,1.0119376,1.0949501,1.0316708,0.82473195,0.94146013,0.9368497,0.96380764,0.92056286,0.9925786,1.0007772,0.8362368,0.99944955,0.0,0.7645667,1.15573,1.132351,1.0825481,0.94314826,0.9853163,0.9277369,0.9657421,0.98155314,1.0687764,1.1596208,0.813502,1.0518951,1.0018348,1.1013873,0.91794765,0.9222774,1.0157545,1.0457333,0.9789818,0.9343451,1.0814534,1.1334558,1.1233535,0.9903232,0.9566983,0.88383293,1.0319408,1.0059904,1.0206295,1.1008985,1.1121882,0.9924165,1.1372079,0.9556488,0.9110177,1.0306715,1.0160073,1.0084454,0.95556664,0.9804221,1.0937926,0.9911087,0.860839,1.0676123,1.019651,0.7663431,1.1363484,1.044562,1.0784996,1.1678534,0.82813144,0.9863689,0.9585062,1.050826,1.0484008,1.0035591,0.96150136,0.995167,1.089093,1.0426222,0.9881472,1.136266,1.1239748,1.0208412,1.0034901,0.9637703,1.0265301,0.97174597
glasses,1.0266484,1.1422112,1.0284958,1.1408868,1.0827643,1.1256309,1.2919037,1.0331498,1.107657,0.98442996,1.1447932,0.6474676,0.977868,1.0861036,1.2570546,1.1406775,1.2505157,1.2066958,0.8354441,1.1818833,1.3037426,1.0498334,1.2374749,1.1179913,0.69938684,0.5686965,1.1642039,1.1514931,1.0120466,1.0437497,1.0216777,1.1072057,1.110756,1.1359421,0.54004586,1.1729149,1.095292,0.98580503,0.51629555,1.0913666,0.7990169,0.38495064,0.7457876,1.07416,1.2539722,0.49790162,1.00861,1.2520607,0.7645667,0.0,1.1571108,1.2774055,1.0906577,0.42335087,1.0265995,0.77632654,0.8597739,0.61673003,1.0546219,0.93780553,1.3353591,0.8865241,1.1048691,1.1072463,1.1653173,1.0894706,1.2518861,1.0486089,1.1376202,0.6293178,0.9295383,1.0818932,0.8223357,0.3915732,1.069244,1.1064752,0.8521751,0.96086967,1.0907995,1.0537915,1.0792536,0.93600535,1.2342681,1.2637755,1.1887488,1.0506088,1.323113,0.89447826,1.1084065,0.7964927,1.1093147,0.77586854,0.77973706,0.89242595,1.2249613,1.0743347,1.2760704,0.9357966,1.1457306,1.1491115,1.1301436,1.0457715,1.065439,1.0815444,0.9839312,1.222381,1.1133994,1.1611807,0.7394409,0.8712509,0.9108113,1.0726769,1.3067334,1.0977848,1.0354095,1.1304234,0.8888784,1.0249978
glove,0.8779343,1.0697162,1.0620364,0.9138049,0.9209785,0.7929194,0.80667675,1.1264553,1.0427792,1.0483103,0.9586936,0.9898227,0.91801137,1.0842211,0.9464138,0.96569574,1.0355817,1.065114,0.9169872,1.0449752,0.886717,1.1236066,0.88813347,0.9709314,1.0984647,1.087827,0.9199859,1.0764064,1.053848,1.0084461,0.8129054,1.0969698,1.0890474,1.0656009,0.8929593,0.64600676,1.1021619,1.0576658,0.95757276,1.0613127,1.1826879,1.1541972,0.9345939,0.86495364,0.9589876,1.1275619,1.1173455,0.6856539,1.15573,1.1571108,0.0,1.1885376,0.9118121,1.0968366,0.7615383,0.85702616,0.6577902,1.1347499,0.8781337,0.80867165,0.90781534,1.0140321,1.0387477,1.0718237,1.049217,0.8770761,0.95600116,0.5041272,1.0220295,1.0802461,1.149091,1.0046089,1.117249,1.1927557,1.0794257,1.0264757,1.109216,1.0679685,1.0506852,1.1296489,1.1612878,0.8574964,0.6745601,0.9721776,1.0602126,0.95892787,0.84929353,1.0463725,1.0734795,1.057915,0.77477527,1.1022087,0.82479286,1.0635668,0.94124216,1.0944998,0.9325918,0.8110405,1.1520482,0.64187956,1.1331054,0.9826356,1.0788292,1.1465051,1.1525294,0.8992613,1.1045415,0.81459403,0.97772694,1.0272185,0.9848383,1.0527135,0.8043293,1.1343234,1.1970378,0.8284328,0.7560754,1.1403277
grass,1.2878249,0.63264704,1.1147474,0.8772978,0.8791964,0.95477206,0.9200845,1.1970344,1.2044902,0.7037028,1.2043962,1.3617964,1.2552925,0.96220857,0.9714267,0.8045563,0.68269205,1.0810561,0.98352724,0.94167596,0.73042035,0.6987804,0.7649859,0.66776013,1.1528066,1.1935612,1.1224945,0.79653984,1.3162198,1.196481,1.3270016,0.5855436,1.0578535,0.7087151,1.1941575,1.1029961,1.2606387,1.0592246,1.2006947,0.9382451,1.0676868,1.2043612,1.2742494,0.8705831,0.84592485,1.1134766,0.7564401,0.9675849,1.132351,1.2774055,1.1885376,0.0,0.6785507,1.2259681,1.2552623,1.3355654,1.3684173,1.2023485,0.92522836,1.1320609,0.86847544,1.2345878,0.77789223,1.0565267,0.97790694,0.8608263,0.9234413,1.4189528,0.9827313,1.1432842,0.810331,0.7995134,0.8352665,1.0954597,0.84853554,1.1049268,1.1877748,1.1141853,1.1252396,0.73141134,0.709591,1.1393933,0.879902,0.752875,0.7419412,0.80553657,0.9103312,0.92696404,1.2092032,1.0675597,0.9086083,1.2175636,1.0678395,1.2225728,0.6825129,1.1144431,0.8211118,0.84451467,0.9220208,1.092953,0.99447745,0.72910416,1.103152,0.73144525,0.72044057,0.8536817,1.1917413,0.8301064,1.1019213,0.9258858,1.0024763,0.7603057,0.83267117,1.0707145,0.7825242,1.2133515,1.0533803,1.0698538
gum,1.3810902,0.38992143,1.3890116,0.58920044,0.6027049,0.723413,1.0392169,1.3870506,1.4404294,0.6003045,1.3004625,1.2812887,1.2525839,1.1896937,0.81479347,0.6419856,0.5680443,1.1627458,0.7406393,1.1238053,0.63641703,0.586086,0.66538334,0.60043895,1.1574155,1.2766774,1.1562102,0.6428566,1.2691834,1.3626648,1.238381,0.44654328,1.3350089,0.4906931,1.0398358,0.8141457,1.3374407,0.838058,1.054422,0.645594,1.2859038,1.25264,1.0028437,0.62639177,0.938541,0.89198923,0.5494674,0.89342594,1.0825481,1.0906577,0.9118121,0.6785507,0.0,1.3354259,1.1613151,1.1227851,1.0178001,1.4363921,1.0660975,1.1497086,0.8777746,1.3419778,0.8220339,1.3231701,0.9446321,0.8392737,0.9754374,1.2741005,1.28751,1.1413345,0.65485764,0.5936196,0.7769364,0.8879822,0.5606459,1.1245924,1.3254038,1.2865095,1.1598101,0.6706135,0.6754801,1.0223312,0.8352485,1.1037692,0.58413124,0.48387027,0.8046278,0.66772854,1.2324986,0.8315413,0.8318247,1.3601605,0.80503374,1.3377634,0.74192345,1.3074118,1.0764226,0.4766928,1.1901147,1.1107008,1.0967019,0.50776917,1.3470713,0.7661425,0.51537496,1.2334218,1.4737532,0.45799387,0.88357544,0.7317456,0.9822336,0.55998296,0.5923271,1.2033758,1.2405442,1.4466454,0.7288131,1.3522966
hair,0.7135425,1.3016796,0.7845831,1.2379613,1.2093599,1.2565119,1.2401731,0.8479065,0.7902037,1.167858,0.89559907,0.46868712,0.7325867,0.91404045,1.2924759,1.3661842,1.4802988,1.0826527,1.0775646,1.0629797,1.5080814,1.2610055,1.3628266,1.292733,0.7628275,0.4536562,1.0520846,1.3825126,0.8719439,0.76723677,0.91723496,1.4034297,0.91118467,1.4028257,0.47595632,1.2608039,0.83614653,1.1373879,0.66204154,1.1425632,0.7809808,0.3608067,0.8492912,1.2373708,1.1573055,0.66961926,1.4007833,1.2369581,0.94314826,0.42335087,1.0968366,1.2259681,1.3354259,0.0,0.99247515,0.80151904,0.8187685,0.45324266,1.1177834,0.7886783,1.4380858,0.666625,1.3057735,0.9181191,1.3214965,1.021785,1.191849,0.819079,0.8832046,0.7356023,1.1141307,1.3410628,1.1219227,0.7020025,1.2208374,1.1321906,0.5727491,0.79689944,0.9943986,1.3231149,1.3270575,0.7262944,1.2874188,1.2168366,1.4692595,1.2958751,1.3977003,1.1145285,1.0395316,0.76245666,1.3115295,0.56286556,1.1334751,0.60972905,1.3980808,0.98948765,1.217303,1.3370591,0.95443255,1.0449784,1.0943476,1.3999405,0.8524258,1.2401421,1.2332844,1.1191288,0.8024417,1.4594009,0.90633595,1.0635701,1.1481075,1.3272008,1.3857243,0.9969107,0.87395364,0.8880546,1.160543,0.76773405
hamburger,0.65872085,1.2693108,0.7524876,1.1466212,1.1410879,0.92595166,1.0696111,0.8391297,0.91543645,1.2470075,0.97112024,0.95276713,0.92277086,1.0881753,0.9955135,1.2843958,1.1816858,0.8893097,1.0286626,1.027565,1.2092539,1.1510781,1.3175932,1.2891724,0.99194384,1.048358,1.1067669,1.1520422,1.0133158,0.93861526,0.52820045,1.3180046,1.0042732,1.2999839,1.1151657,0.9475384,1.0517236,1.2402394,0.91017056,1.0148425,0.9524417,0.9453198,0.84347004,0.9274496,1.0716295,1.1221819,1.1979303,0.9431663,0.9853163,1.0265995,0.7615383,1.2552623,1.1613151,0.99247515,0.0,0.58606875,0.6336732,0.9824065,0.92835736,1.1076167,1.0688899,0.89616525,1.1212049,1.0338254,1.0624019,0.7433287,1.0647893,0.4539796,0.96597844,0.90161496,1.2460002,1.1489199,1.1563358,1.132312,1.2004905,1.0985849,0.95601046,0.9433523,0.8423786,1.2460583,1.2366574,0.8647202,0.99840236,1.0658818,1.18779,1.1920958,1.0230409,1.2890147,1.0575125,1.1890637,0.9799452,0.95128816,0.9748659,0.92674446,1.2316048,0.8797959,1.0711758,1.1145236,0.99530965,0.77313066,0.8998445,1.2546775,0.86719215,1.1947978,1.2852956,1.0779301,0.85071397,0.997241,1.0046626,1.2037108,0.9698913,1.2515101,1.1318771,0.8366008,1.0397196,0.8079891,1.0556821,1.0343202
hand,0.6836611,1.3039389,0.6272129,1.1570871,1.1760708,1.0348201,1.1074697,0.9532239,0.9994854,1.1969814,0.99252564,0.79002815,0.8432507,1.0743717,0.89106905,1.2564334,1.3661363,0.9297929,0.9628413,0.9954194,1.3388739,1.122895,1.258204,1.2550207,0.69502944,0.91304994,1.1490208,1.294515,0.9902812,1.0268402,0.7613912,1.3034599,1.0970322,1.3629127,0.8455801,0.89623034,1.0385462,0.98177725,0.7302862,1.0726016,0.8453295,0.8464042,0.2723657,1.0232373,1.0992062,0.8739871,1.2591643,1.1150317,0.9277369,0.77632654,0.85702616,1.3355654,1.1227851,0.80151904,0.58606875,0.0,0.6834255,0.9312438,1.0148245,1.018111,1.2243246,0.74854,1.1798353,1.1209992,1.2492439,0.8321085,1.1343573,0.6272487,1.0905724,0.78231,1.2613832,1.2158797,1.0483907,0.91761065,1.2015463,1.1430111,0.8153708,0.8871603,0.6953007,1.2349119,1.2466357,0.81013495,1.1903299,1.1497357,1.3300186,1.2496998,1.2298107,1.2129343,1.0857432,0.97293854,1.1905868,0.82889163,1.0405071,0.87525004,1.297822,1.0047085,1.1519203,1.1078489,1.0032924,1.0235711,0.95953006,1.3275415,1.0331692,1.2260419,1.1792692,1.1834731,0.8892995,1.2539878,0.62543595,1.031117,0.8249401,1.2807331,1.244812,0.87778974,1.07609,1.0561172,0.915422,1.0586277
hat,0.7946799,1.0479455,0.90031534,0.9421552,0.87704545,0.8939722,1.1408774,1.0561929,1.1553825,1.1106238,1.0545216,0.8037553,1.0224907,1.2582266,1.0968301,1.0304606,1.1145977,1.1095799,0.77751386,1.1857926,1.057942,0.9948871,1.0221851,1.231044,0.9013547,0.92148054,1.0439751,1.1692283,1.0254973,1.0754011,0.5664471,1.1891704,1.2116061,1.0460653,0.8402093,0.7157037,1.0726047,1.1072383,0.76154244,0.9220808,1.0383543,0.9659408,0.6514631,0.92247576,1.0715083,0.73135924,1.1354566,1.0348108,0.9657421,0.8597739,0.6577902,1.3684173,1.0178001,0.8187685,0.6336732,0.6834255,0.0,1.0356042,1.1705579,0.9890626,1.055813,1.0022297,1.1186258,1.2378075,1.1308333,0.81792206,0.9207112,0.49379563,1.161058,0.9234846,1.0075315,0.8764406,1.1094308,0.8217547,0.994379,1.0788786,0.97794694,1.0419723,1.054777,1.1798404,1.1745969,0.7992355,1.1155149,1.2604806,1.0962347,0.8346801,1.0445464,1.1148161,1.0409886,0.8569584,1.1957083,1.0203578,0.8145088,0.9927253,1.1786429,1.0962102,1.2592571,0.93917626,1.1691861,0.7257299,1.0436044,1.0929691,1.1145217,1.1700802,0.96731186,1.1920185,1.0508398,0.9974247,0.7724258,0.98031133,0.94317585,0.9446025,1.1037312,1.0931168,1.2687902,0.9369357,0.83393097,1.1558867
horse,0.66863275,1.336453,0.662433,1.2751412,1.2846754,1.1935852,1.280999,0.8364593,0.742905,1.251494,0.9102442,0.62431,0.759899,0.7248765,1.2809534,1.3795307,1.4411778,1.0192662,1.2785722,1.0388632,1.4809191,1.2717692,1.4495906,1.3004876,0.9957036,0.49280387,1.109962,1.3347541,1.0016798,0.84124756,0.94394577,1.3780236,0.8356633,1.4304097,0.75126517,1.2833855,0.90863794,1.2403537,0.8070121,1.2433294,0.565463,0.36182404,0.99565506,1.248298,1.1776881,0.8581803,1.3540634,1.0811023,0.98155314,0.61673003,1.1347499,1.2023485,1.4363921,0.45324266,0.9824065,0.9312438,1.0356042,0.0,0.99503994,0.89118046,1.3402469,0.50779057,1.2893481,0.8906672,1.2727028,1.0579325,1.1903067,0.84468627,0.77250326,0.7692428,1.1537635,1.4258473,1.2138512,0.92108846,1.2759683,1.2048688,0.572621,0.55837274,1.004238,1.2662835,1.274292,0.7245641,1.2516747,1.1261847,1.4251702,1.359241,1.3300371,1.2351733,1.0861192,0.91345966,1.2000217,0.50827813,1.1746793,0.62197965,1.341298,0.95375717,0.9730598,1.3404827,0.7838594,1.0461878,1.1196582,1.4186618,0.74252087,1.2658628,1.3263294,0.9463031,0.7019905,1.4314065,1.0636802,1.1812066,1.2127542,1.4181125,1.4062735,0.91972697,0.65397394,0.7935492,1.2621291,0.72960246
hose,0.991527,1.1145016,1.0389111,1.0008005,1.0933273,0.91576016,0.8431162,0.91245854,0.91095024,0.969335,0.93618524,1.0611713,0.9565255,0.88887334,0.9689491,1.2283343,1.0852923,0.84379536,1.170907,0.8815548,1.074667,1.1324279,1.1274676,1.1070758,1.0960988,1.1592624,1.1104997,0.9852307,1.0944874,1.056112,1.1058972,1.105841,0.82003236,1.1950067,1.1661655,1.0028179,1.0902929,1.1552358,0.9949401,1.112773,1.0560771,0.96346015,1.1754802,1.0832938,0.9025867,1.1567427,1.14987,0.8949189,1.0687764,1.0546219,0.8781337,0.92522836,1.0660975,1.1177834,0.92835736,1.0148245,1.1705579,0.99503994,0.0,1.0360537,1.0161089,0.9627189,1.1366154,0.8244588,1.0097481,1.0738356,1.0964015,0.89310163,0.8222897,0.9639845,1.2167022,1.1318818,0.9577143,1.1025655,1.1079426,1.0748351,1.0984857,0.9866699,0.89669704,1.0686342,1.1069043,1.0007263,0.9661654,0.87470686,1.0775691,1.1207474,1.0424324,1.1388179,1.1315184,1.1758344,0.8113042,1.0233994,1.0934694,1.0709096,1.0533265,0.9564293,0.7461638,1.1374149,0.94791424,1.0029716,0.97747934,1.1430998,0.6880079,1.068952,1.1675191,0.80706257,0.87524205,0.8488338,1.1541445,1.2048664,0.9409769,1.1721162,0.8075734,0.7994727,0.9188499,0.9558388,1.1813898,1.0133779
jacket,1.0110623,1.2221843,0.9903451,1.1486533,1.1367975,1.0883559,0.8850562,0.98776937,0.79205537,0.9681216,0.83781123,0.59346896,0.51536846,0.94048244,1.1178938,1.0828934,1.2983072,0.9932142,1.0489482,1.0043807,1.0999465,1.1571007,0.8190266,1.0625463,0.8849419,0.72994137,0.77753025,1.2182629,0.81755686,0.6845742,0.92343587,1.1951663,0.8834646,1.2145154,0.71130097,0.9592119,0.89208853,1.0578694,0.9474502,1.289925,1.0594646,0.8987659,1.122597,1.1268845,0.97381735,0.98119354,1.2794069,1.0854563,1.1596208,0.93780553,0.80867165,1.1320609,1.1497086,0.7886783,1.1076167,1.018111,0.9890626,0.89118046,1.0360537,0.0,1.1335666,0.7850982,1.1954508,0.84785855,1.1225066,1.1062839,1.0187384,0.84471506,0.99416983,1.0341661,1.2108663,1.0960308,0.9165299,1.0588435,1.2293212,0.9592174,0.66846824,0.8251285,1.0957968,1.1538856,1.199446,0.9095056,0.8675382,1.0922217,1.3199441,1.142269,0.91357976,1.0811161,0.98482716,0.94438744,0.966538,0.6418091,0.9864101,0.7971301,1.1179624,1.0737387,1.0490723,1.0802412,1.1374402,0.92562366,1.2024145,1.183568,1.0409743,1.1748327,1.1738502,0.84898263,0.9394315,1.226369,1.0883303,1.0074927,0.9964491,1.0698842,1.0894502,1.033285,0.9735454,0.8828399,0.97722393,0.94172156
jar,1.3339375,0.7515931,1.1752064,0.7605616,0.756503,0.88531685,0.77524185,1.1516558,1.3059659,1.0887917,1.1308252,1.4959173,1.360265,1.1694272,0.69500715,0.25679594,0.41468728,0.9520349,1.0784721,1.0122275,0.27466297,0.83446985,0.57689136,0.7212284,1.2104819,1.4279196,0.9651922,0.65757656,1.1431619,1.299638,1.1126984,0.7290537,1.2165639,0.40706474,1.2695405,0.69408643,1.10846,1.0908095,1.3591931,0.8067033,1.1295707,1.3377528,1.184371,0.8484286,0.78962624,1.4614358,0.65758127,0.79749787,0.813502,1.3353591,0.90781534,0.86847544,0.8777746,1.4380858,1.0688899,1.2243246,1.055813,1.3402469,1.0161089,1.1335666,0.0,1.3947263,0.69437975,1.2033968,0.52036834,1.0726632,0.5813454,1.231169,1.1244875,1.1814028,0.87601304,0.8377229,1.0251533,1.3787225,0.8483049,0.81526756,1.2619132,1.29108,1.0028236,0.8208691,0.7979542,1.3274401,0.8912613,0.6178759,0.6008379,0.6893337,0.47001302,0.9839241,0.88145316,1.0738436,0.76257646,1.2902176,0.8421809,1.3110288,0.6554797,0.8916715,0.85235155,0.78691155,1.1175148,1.0150629,0.8200841,0.6420085,1.1623636,0.8971358,0.86891943,0.83248806,1.1955488,0.59454083,1.1168861,1.1858201,1.0156724,0.8367789,0.70937,1.0936474,1.134919,0.96053123,0.9054238,1.1846701
jeans,0.5783886,1.3902093,0.53660697,1.2570382,1.3039248,1.271965,1.2650063,0.7498437,0.6115275,1.1692426,0.7597788,0.5111981,0.5292135,0.6397158,1.2481434,1.4742082,1.5265675,0.9689675,1.2915308,1.1198604,1.4955728,1.3028156,1.3345481,1.3839188,0.8287293,0.622223,1.0188063,1.4169668,0.9206661,0.6894256,0.84804404,1.4432908,0.78112876,1.5368791,0.90458035,1.2172967,0.9329928,1.1745961,0.9581361,1.3013505,0.7193779,0.68105173,0.8853661,1.2883518,1.3085239,0.8574542,1.5310361,1.110842,1.0518951,0.8865241,1.0140321,1.2345878,1.3419778,0.666625,0.89616525,0.74854,1.0022297,0.50779057,0.9627189,0.7850982,1.3947263,0.0,1.3366523,0.797153,1.4145794,0.9844506,1.1933955,0.66882265,0.7573659,0.83317643,1.3086677,1.3715086,1.2189834,0.9611375,1.3617887,1.2166153,0.43069136,0.2451545,0.9169145,1.3760635,1.3809006,0.65902543,1.1290168,1.256952,1.5386864,1.3970644,1.3469539,1.2703552,1.160972,1.0894103,1.324455,0.44601405,1.1651866,0.3863371,1.3777444,0.950015,0.8834466,1.2874401,0.81627786,0.99769765,1.122781,1.4913944,0.7501659,1.2808475,1.383454,0.931188,0.69576204,1.4670975,0.9363651,1.1776305,1.138494,1.3815672,1.3926048,0.8676394,0.8512974,0.9255631,1.1926093,0.83600545
knife,1.3326811,0.769038,1.1410438,0.8876722,0.7991095,0.8646781,0.95865166,1.2592549,1.3858528,0.70543224,1.2003591,1.29794,1.4393665,1.1618272,0.817651,0.6633684,0.59961003,1.1871452,0.91674685,1.0233402,0.6519742,0.6634246,0.7575901,0.7720108,1.0708944,1.2894217,1.0216826,0.60998803,1.1209733,1.3640997,1.1987376,0.5211113,1.2521093,0.62523735,1.2190022,0.92225903,1.2165737,0.8320826,1.237654,0.91281843,1.0492257,1.3301418,1.0349547,0.8196882,1.0245541,1.1572447,0.4678623,0.99963826,1.0018348,1.1048691,1.0387477,0.77789223,0.8220339,1.3057735,1.1212049,1.1798353,1.1186258,1.2893481,1.1366154,1.1954508,0.69437975,1.3366523,0.0,1.2252234,0.73553455,1.0315483,0.9200367,1.3287292,1.2137247,1.1524955,0.8009068,0.6258294,0.8123852,1.0864681,0.83120286,0.77878463,1.3108555,1.2976958,1.1436318,0.5563135,0.5207677,1.2623708,0.8924383,0.87176776,0.5129701,0.7635852,0.7924596,0.8269727,0.9571956,1.0160687,0.72400063,1.3529314,0.80529547,1.3258944,0.3495419,1.0074875,0.97456753,0.5229501,1.1688799,1.0253253,0.91419905,0.31802148,1.2440995,0.6994178,0.8200037,0.99732083,1.3230145,0.67481726,0.9517907,0.55544096,0.7760814,0.6306648,0.78728175,1.2313826,1.1614283,1.1434486,0.70345736,1.2649806
ladder,0.76205754,1.3462002,0.9305796,1.2378304,1.2853928,1.2292584,0.5459783,0.7205977,0.18218386,1.1058254,0.456348,0.849496,0.66398335,0.75562495,1.0618305,1.3541417,1.3480844,0.7230264,1.2294812,0.956751,1.2761339,1.2907052,1.1317855,1.2690517,1.0385517,0.8828898,0.53720987,1.2417803,0.6765342,0.4913795,0.962303,1.3228275,0.046426654,1.3970463,1.0889044,1.0390378,0.66937286,0.9892165,1.1522284,1.3181005,1.0685734,0.92069274,1.2528567,1.2712908,1.0596733,1.1552632,1.3921506,1.0689108,1.1013873,1.1072463,1.0718237,1.0565267,1.3231701,0.9181191,1.0338254,1.1209992,1.2378075,0.8906672,0.8244588,0.84785855,1.2033968,0.797153,1.2252234,0.0,1.0508736,1.04007,1.1380162,0.8597647,0.80745566,1.0602453,1.335572,1.3416018,1.0736707,1.1272478,1.3268125,0.89916074,0.8435015,0.78869337,0.96636707,1.2103833,1.2497292,0.9057817,0.80342966,0.98692346,1.4120169,1.360589,1.0084492,1.1164234,0.7187989,1.2163612,1.0547495,0.8266326,1.2144198,0.79277575,1.2357559,0.88235945,0.8437393,1.4171612,0.9130412,1.0526513,1.1039964,1.3744566,0.8337461,1.269517,1.346883,0.653957,0.58232754,1.355046,1.3319213,1.2574977,1.1968691,1.3228093,0.9665045,0.74019235,0.9062154,0.7195541,1.3226881,0.707171
lamp,1.3234366,0.82459044,1.1939851,0.865663,0.8245311,0.9758747,0.8656305,1.1044558,1.1799163,1.0002836,1.1282357,1.4029511,1.3614511,1.1488138,0.87298703,0.5188819,0.68202853,1.0565815,1.0063272,0.8994022,0.62662554,0.82400537,0.80079615,0.7170801,1.1740605,1.2581787,0.83123374,0.68275607,0.94596255,1.1495818,1.0518812,0.7350652,1.0614759,0.6165533,1.2067673,0.92243946,0.94265765,0.9637866,1.2210292,0.89491326,1.0944095,1.2679129,1.1951749,0.9622489,0.7631414,1.3601073,0.5878743,0.92684007,0.91794765,1.1653173,1.049217,0.97790694,0.9446321,1.3214965,1.0624019,1.2492439,1.1308333,1.2727028,1.0097481,1.1225066,0.52036834,1.4145794,0.73553455,1.0508736,0.0,1.1974458,0.70775425,1.2311223,1.1547492,1.1520585,0.8643552,0.83313805,0.88675463,1.217247,0.89933735,0.8469968,1.3008144,1.3310223,0.98499674,0.7212045,0.7038811,1.3608553,0.95678025,0.7615099,0.696181,0.81294954,0.59464586,0.941613,0.80497193,1.0166221,0.69929266,1.2991827,0.87170374,1.2843685,0.6933118,0.98839074,1.0227135,0.85252947,1.0697777,1.0091462,0.99879867,0.6630968,1.1078454,0.732846,0.8981794,0.9399018,1.1436058,0.75723857,1.1093462,1.0487615,0.89816165,0.8186023,0.836821,1.1263602,1.1001021,0.8010523,0.9386199,0.9762519
melon,0.85740083,0.85765386,0.9054737,0.78630763,0.8411585,0.84324133,0.98773813,1.0588181,1.0428973,1.0610408,1.009101,1.0022047,0.95351285,1.1986032,0.9655945,1.1190382,1.0158306,0.91695523,0.85640514,0.9158891,1.1442608,1.1041396,1.0981687,1.190259,1.1747677,1.0709665,1.1364453,1.0602646,1.1460711,1.0719306,0.86107975,1.1140815,1.0334781,1.1403401,1.0875912,1.0269042,1.1555226,1.0791751,1.0407957,0.82684267,1.0629941,1.0479046,0.86122584,0.91539055,0.99265194,0.9596638,1.0681951,0.9598831,0.9222774,1.0894706,0.8770761,0.8608263,0.8392737,1.021785,0.7433287,0.8321085,0.81792206,1.0579325,1.0738356,1.1062839,1.0726632,0.9844506,1.0315483,1.04007,1.1974458,0.0,1.0538021,0.76821506,1.1028514,1.0257262,1.1367893,1.1093154,1.0435886,1.0001723,0.9614422,1.1575334,0.9927339,0.9600996,1.0213215,1.1652366,1.1627539,0.57692224,0.86302316,0.9998766,1.0457333,1.1207595,1.0510328,1.1562736,1.134134,1.1259451,1.042444,1.0583959,0.88392943,0.97681636,1.1121061,1.0264016,1.1352105,1.0601819,1.0193235,1.0377344,0.90537435,1.1092225,1.0391165,1.0964068,1.07874,1.1607275,0.9945647,0.9639573,1.0352464,1.0203794,1.042858,1.1598004,0.97795737,0.91101795,0.9505251,1.0769695,1.0754849,1.1931175
milk,1.1631956,0.9517612,1.0232142,0.83069074,0.7490775,0.97936285,0.9188385,1.0309354,1.2069557,1.1305119,1.1377184,1.2138381,1.2189273,1.0953751,0.8536975,0.6035199,0.7936995,0.8972758,1.0344135,1.0060183,0.6603757,1.033513,0.6070528,0.8864669,1.0841415,1.2713822,0.93929386,0.9950708,0.9766836,1.1644871,1.0088286,0.918092,1.1300792,0.7332628,1.1397597,0.9903878,0.86454266,0.9531617,1.2154176,0.84681165,1.1415253,1.2242591,1.0551909,0.96791834,0.869442,1.2005147,0.95275354,0.991736,1.0157545,1.2518861,0.95600116,0.9234413,0.9754374,1.191849,1.0647893,1.1343573,0.9207112,1.1903067,1.0964015,1.0187384,0.5813454,1.1933955,0.9200367,1.1380162,0.70775425,1.0538021,0.0,1.0819318,1.1237422,1.0642648,0.97997695,0.7825448,1.0763754,1.1555598,0.982034,0.7673586,1.1368775,1.2119368,0.9632074,0.94595414,0.9133167,1.2084924,0.95478076,0.96039224,0.8423413,0.9485976,0.7135532,0.9657016,0.74817115,1.1358668,1.0111675,1.2210447,0.9964736,1.1340457,0.78066623,0.9806355,0.9571023,0.9789157,0.9536139,0.80907303,0.89912087,0.9262017,1.1483655,0.9009061,0.97447693,0.94246024,1.132338,0.86413956,1.0228322,1.1140685,1.0641146,0.80407387,0.9102951,1.0503876,1.1193308,1.0154407,1.0410731,1.0699008
