,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
necklace,1.2409968,0.4193803,0.7925085,1.1902556,1.086989,0.9317074,0.93113947,0.7733882,0.8810177,1.4031734,1.1001921,1.4163799,0.42613488,1.2724322,1.0632765,1.0743829,1.260138,1.3923622,1.01245,0.78317773,0.9857271,1.2566355,1.1419812,1.0429319,1.0210457,0.8873631,0.680737,0.9349592,0.725425,1.1377538,1.1054466,0.767526,0.69016874,1.3365438,0.6154023,1.2353456,1.0468463,1.1931267,0.9586685,1.3404324,1.1933994,0.51667815,1.382385,0.7992139,1.1755525,1.1434997,1.1816177,0.82913876,1.0979224,0.9066605,0.53185445,0.6838667,1.1523738,0.6421756,1.1406628,0.44061923,1.3052872,0.5840991,1.038843,0.83694303,0.55334866,1.0216339,1.3122357,0.42323261,0.7348709,1.1551303,0.67735183,0.8595414,0.7080059,0.88196474,0.6317563,1.396346,1.1669374,1.1731594,1.1602587,1.1846551,1.1721051,0.68165004,1.1173946,0.66368145,0.8643367,1.1177473,0.99503547,1.0849892,1.0768433,1.2749195,1.1827651,0.60777056,0.6736738,0.0,0.5711584,0.64937645,0.9598273,1.0519077,1.1081854,1.1268364,1.3295832,1.2177054,0.5423355,0.5194174,0.9079477,0.91877055,0.8402232,0.9444032,1.1781329,1.0778185,1.0452712,1.0594625,0.66053313,1.0388666,0.8680392,1.1190499,1.1326584,1.1342242,1.203898,1.0795314,0.8560165,1.0124071,1.0948623,0.99956524,0.8465419,1.0466173,1.3009138,1.0513992,1.2628231,0.48141193,1.2953525,0.5339704,0.7209755,0.6160115,1.3345569,0.9721589,0.67036355,1.304126,1.1213828,1.3047838,1.5065753,0.9141689,0.41044366,0.4647708,1.0065745,0.5741899,1.0605731,1.3054792,1.2483292,1.2169089,1.2978792,1.1015147,0.3841321,1.2741842,1.0709544
nose,1.2651751,0.6052215,0.5988,1.2043321,1.1318383,0.8378496,0.9416869,0.7510649,1.0805203,1.3588413,1.0222892,1.2735771,0.587057,1.3164074,1.1759925,1.1131634,1.2917258,1.2552438,1.0725844,0.5996082,0.96860665,1.2980918,1.1979859,1.178965,1.1814778,0.96679175,0.88586015,0.88886535,0.79703224,1.0030484,1.2998159,0.8232633,0.53844583,1.2406816,0.7305943,1.2272463,1.1969528,1.1588815,1.0108308,1.2431217,1.1891146,0.45521772,1.4214289,0.6959286,1.0854434,1.1397295,1.2028859,1.0497824,1.2663872,1.0772766,0.5817139,0.5354061,1.1949977,0.27869236,0.92220163,0.4908064,1.1396141,0.63374233,1.008933,0.9460627,0.8052945,1.0309207,1.3382173,0.27868032,0.88879246,1.1097984,0.553939,0.7534008,0.66210955,0.9672126,0.5415445,1.1967623,0.9948396,1.2738845,1.161658,1.216342,1.1828834,1.0110607,1.2482266,0.7865774,0.89103526,1.099654,1.0274967,1.1635997,1.2402076,1.1887167,1.1841856,0.2150042,0.7107244,0.5711584,0.0,0.40455008,1.140872,1.029476,1.2427969,1.1641581,1.2097656,1.1896849,0.43308365,0.46760577,0.91958386,0.9846432,0.997888,1.1589185,1.1507213,1.0989337,1.0255708,1.0154543,0.57635856,1.2662953,0.8987644,1.1723282,1.1902769,1.0930744,1.159293,1.2154695,1.0886039,1.0498798,1.1242319,1.2409204,1.1056364,1.3031747,1.2395698,1.0657408,1.3011905,0.39515,1.1649661,0.47345793,0.90062135,0.8907287,1.3211777,1.1460407,0.57378924,1.3259368,1.1342647,1.1968911,1.3419924,0.84849054,0.29594874,0.40342224,1.1150265,0.5983949,0.9526065,1.303876,1.1896485,1.214469,1.2345029,1.210967,0.39712745,1.1808636,1.144812
orange,1.3119949,0.588298,0.15833849,1.0319054,1.3165249,0.4250527,0.5510243,0.40332097,0.95378673,1.5166235,1.0485446,1.4395193,0.51903975,1.4258239,1.3192993,1.1618207,1.424567,1.3070922,0.994062,0.4500975,0.7034124,1.3283868,1.068301,1.2546257,1.0059016,0.7965206,0.77516353,0.7802738,0.5892745,1.1495945,1.3466904,0.34632957,0.34076095,1.3970082,0.78231835,1.287111,1.3077171,1.1350849,0.7615496,1.3584983,1.1856287,0.29992402,1.5580007,0.49349874,1.1640707,1.2014639,1.3667603,1.0358019,1.3984287,0.94846284,0.62961227,0.1696409,1.3303192,0.43159902,1.1278018,0.62543416,1.2533653,0.37507504,0.8793094,1.0874629,0.62813514,0.87035584,1.3958144,0.54202616,0.8424616,1.1666027,0.3475541,1.100195,0.5077461,1.1866025,0.52323943,1.2809756,1.1998692,1.3260162,1.298582,1.1347015,1.3385724,0.9981866,1.3209136,0.6189356,1.0662752,1.1384633,0.6237714,1.0697137,1.3882985,1.2786486,1.1512356,0.19486195,0.6006498,0.64937645,0.40455008,0.0,1.1439095,0.98569435,1.4078767,1.313699,1.3245455,1.163831,0.34723908,0.3897307,0.9024778,0.861295,1.0707281,1.0156767,1.165375,1.0768569,0.71904796,0.96368533,0.30107468,1.3390732,0.81824785,1.2280289,1.3330711,1.0313597,1.2057309,1.132002,1.2674868,1.0791113,1.3125464,1.2832844,1.2101405,1.2739462,1.3549656,1.066487,1.295175,0.3380319,1.2735825,0.22511685,0.9244219,0.70655054,1.4347031,1.2841505,0.46074528,1.4308578,1.2965064,1.2080764,1.4468019,0.49242932,0.44018722,0.56478465,1.2105947,0.5024367,0.64523643,1.3015192,1.2797822,1.1922303,1.2075313,1.3272214,0.41276455,1.3080261,1.2947664
oven,1.1706947,0.97581375,1.1332837,1.0028484,1.2005112,1.1402026,1.1404394,1.133477,0.5101365,0.93708384,1.162178,1.1563547,0.8174827,0.88368434,1.2011244,1.1583539,1.1766446,1.1744646,0.78155744,0.77762634,0.7471386,0.59489596,1.0968757,0.9933245,0.5392474,0.9183392,0.45815265,0.7605402,1.0908151,1.2013271,0.5651862,0.9258861,1.0790578,0.8799879,0.9400709,0.79683095,0.98397124,1.1588924,1.0813121,1.0217922,1.1772949,0.9461264,0.77290046,0.7347737,1.1353488,1.0308231,0.6834179,0.5438611,1.0562873,0.73187333,1.0696718,1.1136329,1.1058161,1.1202931,1.2609046,1.068143,0.9958618,1.0602223,0.83319163,1.0162455,0.9236376,1.1520678,1.0366875,1.0526354,0.84413624,1.1826955,1.2092359,1.2418163,1.048839,1.211617,0.9196118,1.0615358,1.2172052,1.0750664,1.0470228,0.8631475,1.2872692,0.73369914,0.6750943,0.70126796,1.2331587,1.1768256,1.0577052,0.70608044,1.1253018,0.9987204,1.1192915,1.1156787,0.6652995,0.9598273,1.140872,1.1439095,0.0,1.0916483,1.1767379,1.1811693,1.1452276,1.1743481,0.9535154,0.91085345,0.85578936,1.1818895,1.2252584,0.90902007,1.1819179,0.779166,0.95160294,1.0976797,1.1259873,0.7735316,0.46066427,0.35627693,1.32266,1.0146662,1.1548077,0.857827,1.0336198,1.0009918,1.2430811,0.8459897,0.9635034,0.7978737,0.93623024,0.67504036,1.0134917,0.919097,1.2726738,0.9496588,0.84906656,0.8141031,1.1356161,1.1091858,1.0475576,0.8134564,1.2062672,1.1985068,1.0987074,0.86860603,1.1207242,1.2070019,1.2415488,0.69910705,1.0175762,0.85642934,1.0813373,0.9148674,0.97762674,0.64978707,0.8366073,0.93704045,1.017088
owl,0.84860766,1.03244,0.9460033,1.0733936,1.2251678,0.9472355,0.9806827,1.0066487,1.0207483,1.1294131,0.6429971,1.098773,0.9343667,1.0868956,1.1551687,0.59162736,1.0821202,1.0347507,1.0259801,0.9049703,0.95807415,1.1824449,1.0351535,1.1557562,1.0701284,0.81126237,1.0635471,0.85903347,1.1915855,0.7620937,1.1408927,0.8513547,0.8750687,1.106356,1.0830761,1.1937363,0.9880249,1.0061785,0.99216634,1.1504387,1.0020612,0.9925053,1.1936475,0.9384223,0.77084243,1.0560598,1.1291109,1.1183481,1.1261922,0.6731771,0.969939,1.0097986,0.86914593,0.9197509,1.0077816,1.1038792,0.88776726,0.83839667,0.9535923,1.1526471,0.98810637,0.7394178,1.1946535,1.0241146,0.979561,0.8647411,0.9982,1.0302124,0.9385441,1.1924536,0.9494068,1.0050492,0.8772167,1.019963,1.122263,1.0414467,1.1470926,1.0116904,1.202596,0.8856431,1.0872579,1.0243655,0.96962667,1.0125427,1.1319166,0.98801446,1.0482203,0.9685529,0.97875243,1.0519077,1.029476,0.98569435,1.0916483,0.0,1.1546502,1.2038913,1.0225518,1.0124282,0.85081244,0.96278363,0.75928503,1.0588704,0.966462,1.0751743,0.9798977,0.9424703,0.98625696,0.8750888,0.99449384,1.102165,0.87152374,1.1484101,0.7833086,0.66811085,1.115618,0.9409187,1.1502812,1.0696912,1.1181335,0.9552824,1.2463939,1.0464941,1.1221837,1.1016526,1.0594018,0.9234151,0.77225274,0.8542906,1.1463759,0.9751925,1.1318568,1.1177074,1.0244724,1.1357994,1.0145078,1.0906266,1.1119062,0.9855921,1.0641772,1.1232079,1.2708457,0.99721146,1.0120993,1.2326918,0.9291917,1.0682374,1.0079615,1.2084241,0.9231165,1.0308163,0.8714936
pajamas,0.9870495,1.1736131,1.4587119,1.0300002,0.38934308,1.3925657,1.3364866,1.4290284,1.1889647,0.73832774,0.8586675,0.3633324,1.2875061,0.70642436,0.23220325,0.9293542,0.29194254,0.77652663,1.2789897,1.5072179,1.4936979,1.0782828,1.0245075,0.91541386,1.3445096,1.2738615,1.3234977,1.3057878,1.133481,0.92690873,0.8777456,1.4143997,1.4563292,0.78886735,1.0453961,1.0300822,0.847947,0.9990192,1.227058,0.5356636,0.96238726,1.4963937,0.5939204,1.5348303,1.0441496,0.9450814,0.8972847,1.1825445,0.18001431,1.247571,1.2417758,1.4300704,0.5652296,1.3455714,0.7798889,1.1488978,0.828073,1.5343447,1.3240238,0.8298262,1.3723986,1.3276205,0.8539499,1.2307982,1.0980597,0.8183572,1.4045603,0.707222,1.3202001,0.77793366,1.3125529,0.84056544,0.63715243,0.9676196,0.48626673,1.1392138,0.2779929,1.2508358,0.93736017,1.529486,0.6564456,0.9722084,1.3216989,1.2265935,0.6074784,0.85010165,0.92140466,1.3956063,1.3392887,1.1081854,1.2427969,1.4078767,1.1767379,1.1546502,0.0,0.32806206,0.8993601,0.98040897,1.4857261,1.4683423,1.2595131,1.2021778,0.73479617,0.8282535,1.0053184,1.2712811,1.331388,1.0366027,1.3124967,0.85842085,1.4405756,1.0170076,0.61713123,1.2209115,0.8730658,1.168503,0.5330766,1.1096174,0.2318849,1.017067,0.48169512,1.2288088,0.8283285,1.1469632,0.9389182,1.4531188,0.7461556,1.5476937,0.91841984,1.4759486,0.78433865,0.92910266,1.2836614,0.73149455,0.40341413,0.7538137,0.5957328,1.5121019,1.2330682,1.1832222,0.9032133,1.3640466,1.4155126,1.0282469,0.7684176,0.98635536,0.98616105,0.94222176,1.4009988,0.751086,0.53472584
pants,0.97804314,1.1236752,1.4129177,1.0426699,0.41076714,1.3976463,1.3612118,1.3131728,1.3305042,0.6793161,0.8548593,0.36738026,1.191044,0.7544469,0.45696217,0.883029,0.29626012,0.8801194,1.3326252,1.5184395,1.5042484,1.0899595,1.0005236,0.8309059,1.3739616,1.3842252,1.3067493,1.4139092,1.0104164,0.9299891,0.86988074,1.3704357,1.4230624,0.7362943,1.0489683,0.9835188,0.95704794,1.0270697,1.1372092,0.45182252,0.9399923,1.4415517,0.6349838,1.5337285,1.0505235,1.0708389,0.8167732,1.0995524,0.5186952,1.3180723,1.1615257,1.360786,0.62690544,1.243205,0.6959777,1.1000934,0.83738256,1.5276927,1.4319863,0.8374287,1.3241136,1.3623459,0.78337437,1.1225389,1.1119123,0.8314134,1.3881731,0.65922356,1.3357964,0.7625494,1.3282791,0.8637648,0.5194786,0.9732245,0.37592876,1.204518,0.13567865,1.1472768,0.98531544,1.5368065,0.4766596,0.9599738,1.3500166,1.2254994,0.6058483,0.8749541,0.9280489,1.3448555,1.3511922,1.1268364,1.1641581,1.313699,1.1811693,1.2038913,0.32806206,0.0,0.90653545,0.9713091,1.4312057,1.4270649,1.3029921,1.1171724,0.8031217,0.8242514,1.0007156,1.3575515,1.360952,1.0356878,1.287581,0.8374661,1.4401906,0.9503877,0.6602447,1.3025894,0.76649463,1.2095981,0.6519884,1.0972961,0.24907988,1.0502708,0.27817035,1.2428917,0.757108,1.0525903,1.0293429,1.4172094,0.7865878,1.4787076,0.9470239,1.448796,0.7994629,0.8841438,1.3233383,0.699951,0.465276,0.8940959,0.6260654,1.5093813,1.1664026,1.0952069,0.9279903,1.360415,1.5060844,1.0668089,0.8865739,1.0117543,1.0406702,0.86899024,1.3796496,0.78438866,0.75166184
paper,0.69881964,1.3494973,1.3101671,0.905574,0.83132976,1.1649426,1.1651742,1.2486193,1.2690157,0.81468177,1.1101745,0.73506063,1.4891744,0.8675117,0.7499294,0.734549,0.78654003,0.7671759,0.47424114,1.3979381,1.2599838,0.68750346,0.70648706,1.0551573,1.3086154,1.1850467,1.4205668,1.2778423,1.1523149,0.5426212,1.1379571,1.2476467,1.2453417,0.85769284,1.2108456,0.8815461,0.7874414,0.52467513,1.0923834,0.801018,0.5057578,1.4096189,0.8149277,1.4038358,0.47321326,0.82588285,0.92307305,1.0201174,0.95178574,1.282376,1.1367798,1.269457,0.87675196,1.2013606,0.7578999,1.2994326,0.9474557,1.3839364,1.1503356,1.0248787,1.156838,0.7262132,0.78272796,1.2460096,1.3871567,0.9294973,1.2132838,0.9451087,1.2112277,0.8913988,1.3665206,0.8823496,0.95230323,0.97522867,0.9713585,1.0553781,0.88719344,1.1530081,1.035,1.3488295,1.0637264,0.46611202,1.2356422,0.99562263,0.9181869,1.0484962,0.69544125,1.331012,1.3046439,1.3295832,1.2097656,1.3245455,1.1452276,1.0225518,0.8993601,0.90653545,0.0,0.457577,1.3527896,1.3306166,1.1920862,1.0682228,1.075148,1.1830883,0.38749087,1.1896769,0.86595494,0.90364635,1.3326278,0.999276,1.2465239,1.024354,0.9053598,0.89352125,0.53894114,1.0655733,1.0568188,1.0048931,0.8856808,1.0388038,1.1235781,1.0812738,0.85486233,1.0427692,0.9904689,1.457735,0.75722814,1.3435577,1.2175326,1.2367308,0.79497206,0.82416356,1.3555958,0.9771153,0.92936707,0.8013193,0.52186847,1.2466279,1.3428376,1.2164024,0.8304682,1.3913956,1.0923158,0.574399,0.994066,1.0328376,0.9704429,1.0447391,1.4712019,0.9217511,0.9774116
pastry,0.54469174,1.249331,1.2054479,0.9287216,0.93372905,1.1609986,1.1570644,1.0405518,1.1870686,1.0274647,1.065282,0.986327,1.3760512,1.1116388,0.8995573,0.74694794,0.96153927,0.99085224,0.89055,1.3424914,1.2655472,1.0095092,0.30291677,1.0703435,1.3082166,1.129734,1.3547161,1.2215768,0.93050086,0.6916193,1.256453,1.0481689,1.1643147,1.0157037,1.1796438,1.1330571,0.99804616,0.110318184,0.7934187,1.0396285,0.092315495,1.2971513,1.042022,1.3607883,0.36477327,0.75631785,1.0568446,1.1377058,0.99760747,1.1882248,1.042214,1.1891327,0.9209584,1.1176175,0.87485695,1.2186323,1.0622975,1.2227973,1.1071117,1.044657,1.1937598,0.44636226,0.9355494,1.1917455,1.3001689,0.9412012,1.2008271,0.9999793,1.0404526,0.9636708,1.2757883,1.0092622,1.034588,0.96522105,1.0373403,1.0540667,1.0030715,1.1803263,1.1148571,1.306381,1.0213867,0.15761638,1.127185,1.1062078,0.9420014,1.158361,0.36819273,1.262148,1.2558076,1.2177054,1.1896849,1.163831,1.1743481,1.0124282,0.98040897,0.9713091,0.457577,0.0,1.2955766,1.2979438,1.060371,0.9703644,0.98556703,1.1543516,0.09711921,1.1586354,0.96931213,0.92268515,1.187058,1.0779663,1.2587295,1.115528,0.92146665,0.8529091,0.50285065,0.9373562,0.9959028,1.1026707,0.99361116,1.1331573,1.0501759,1.1276133,1.0457678,1.1632333,1.1010394,1.3284022,0.99650246,1.1794827,1.233002,1.248245,0.9939359,0.8657037,1.2469385,1.0554242,1.0345235,0.97148025,0.90795666,1.1870804,1.2318059,1.1246549,0.9446374,1.2705716,1.1215779,0.8653055,1.0417004,1.0191104,1.0879871,1.144082,1.3689162,1.0640817,1.053722
pen,1.2766712,0.60552984,0.47024667,1.260243,1.3784735,0.7257281,0.82859623,0.5803312,0.8324388,1.4288306,1.011466,1.5129306,0.22617185,1.3229411,1.4253474,1.1687174,1.501643,1.3289568,0.90433896,0.28007734,0.6485561,1.2495276,1.3128879,1.0421151,0.88002986,0.65954334,0.5546115,0.6239568,0.80196214,1.1611414,1.1726904,0.49468476,0.29455942,1.3627361,0.75019705,1.2285745,1.1744804,1.2759902,0.86188763,1.4356382,1.3389963,0.08642566,1.5175333,0.3656875,1.208867,1.3027328,1.2583889,0.9421946,1.4273322,0.79009193,0.7239349,0.45481175,1.3395021,0.42614472,1.2686977,0.6536871,1.2128332,0.24749058,0.7723214,1.0662003,0.51969546,0.9298657,1.4886417,0.5141158,0.7528627,1.1987922,0.45934486,1.1987388,0.6297488,1.2616376,0.52902585,1.2860214,1.2009771,1.2220865,1.3637567,1.1804377,1.429409,0.6430373,1.2032422,0.3210038,1.0887183,1.23345,0.8775616,1.0182512,1.4632658,1.1993945,1.3671509,0.22153479,0.39158827,0.5423355,0.43308365,0.34723908,0.9535154,0.85081244,1.4857261,1.4312057,1.3527896,1.2955766,0.0,0.04725617,0.8338734,0.9911336,1.1651876,1.0277936,1.2944725,0.9195895,0.8711557,0.98311734,0.55647135,1.2835369,0.55311793,1.1508148,1.2953012,1.0365123,1.3459177,1.125102,1.2796417,0.82769465,1.4085811,1.1934754,1.2648945,0.9810586,1.3066089,0.83437514,1.1963692,0.2120347,1.2273163,0.23881066,0.842404,0.48107886,1.4244533,1.0897093,0.4976523,1.4540265,1.3309374,1.3241203,1.5324228,0.58392876,0.4938938,0.57886153,1.1983927,0.297818,0.7704648,1.3580357,1.2418791,1.2152448,1.1867142,1.1696688,0.2407558,1.2636778,1.1791236
pencil,1.2993386,0.6324801,0.502467,1.2186799,1.3240095,0.73294264,0.8466023,0.60564363,0.7995771,1.4328138,1.1151274,1.5002322,0.2659104,1.2826099,1.4321802,1.2329004,1.5212255,1.3205972,0.85139287,0.29844224,0.6658818,1.1716135,1.2973473,0.94297206,0.8820727,0.6832064,0.5530624,0.6609628,0.75630194,1.2028123,1.1285768,0.53955126,0.35836047,1.3416938,0.76698554,1.1570525,1.0821682,1.2725831,0.87278473,1.4299021,1.335413,0.072962046,1.4619445,0.38416886,1.2382815,1.2631702,1.2375373,0.89705855,1.4089894,0.82448983,0.7547115,0.50492275,1.3605034,0.49948096,1.2805014,0.6316673,1.2356567,0.29476434,0.7673177,1.0178156,0.47964567,0.9831251,1.4328839,0.5423571,0.7663644,1.2440945,0.46150744,1.2174461,0.6498064,1.1904637,0.56472635,1.3150616,1.2183331,1.1999166,1.3888127,1.1544722,1.4314249,0.5764636,1.1190921,0.34125113,1.1211101,1.2390609,0.8829806,1.0016227,1.4618595,1.223441,1.3383884,0.26341522,0.42391694,0.5194174,0.46760577,0.3897307,0.91085345,0.96278363,1.4683423,1.4270649,1.3306166,1.2979438,0.04725617,0.0,0.895477,0.956956,1.1894538,1.057752,1.2928213,0.9322952,0.8888334,1.006417,0.59065646,1.2315387,0.57355165,1.0962526,1.3652238,1.0613008,1.3020208,1.1038222,1.2801051,0.7037712,1.4122264,1.1485868,1.2661169,0.88281804,1.2757661,0.85449433,1.1346972,0.24888468,1.2774475,0.30588758,0.8123763,0.41936386,1.3972406,0.9718455,0.51479083,1.4219441,1.3565156,1.2871974,1.4836481,0.58219886,0.513286,0.5722369,1.0486262,0.31780362,0.726212,1.2728083,1.2742895,1.2517495,1.2053652,1.0587782,0.26889694,1.2724435,1.2102042
penguin,1.0569497,0.88174254,0.81924593,1.0845059,1.3202382,0.83369195,0.8604512,1.0068287,0.8340999,1.2932656,0.91325593,1.3325701,0.7661432,1.2582331,1.1837724,0.96889234,1.2841035,1.1753757,1.0169227,0.68978953,0.76677525,1.1478354,1.1145883,1.1149201,0.7522124,0.7207908,0.8386941,0.7244071,1.1935673,1.0108163,1.0954539,0.8295177,0.8069607,1.2088643,1.0307049,1.0633781,1.1678982,0.99722946,1.1267402,1.3292449,1.1188962,0.88934326,1.2957904,0.6653007,0.87070394,0.98618203,1.1877849,1.0548097,1.2061088,0.48365927,0.9286709,0.8534198,1.0713414,0.7656002,1.1107402,0.95169234,1.0466509,0.7834548,0.7521805,1.1463172,1.0388294,0.87868106,1.2298831,0.8184506,0.67710334,1.1150901,0.96076,1.1842012,0.88162214,1.1899526,0.5309414,1.0705752,1.1024407,1.0472462,1.1885538,0.934708,1.2769847,1.0682753,1.0966922,0.6979226,1.2594498,1.0984259,0.76689863,1.0256708,1.0572484,0.99056524,1.1196347,0.84331083,0.75579,0.9079477,0.91958386,0.9024778,0.85578936,0.75928503,1.2595131,1.3029921,1.1920862,1.060371,0.8338734,0.895477,0.0,1.1616179,0.9881933,1.0334185,1.1016366,0.84294,1.011965,0.80737805,0.83702284,1.0328506,0.642808,1.1036164,1.0508713,0.6948734,1.2227601,0.88287497,0.953179,1.1185902,1.2688026,0.89260066,1.1390557,0.9429991,1.1672987,1.0995789,1.0903199,0.6880375,1.1899948,0.7626234,0.99337065,0.94552463,1.1953932,1.2243798,0.83857054,1.0733199,1.1967685,1.1639216,1.3734941,0.7641545,0.891652,1.0622532,1.3144499,0.77731067,0.89201367,1.2230182,1.0737689,1.0240507,0.91345,1.1618452,0.6984298,1.1849184,1.0635012
pickle,0.9886774,0.99349046,0.7030313,0.566498,1.007515,0.8402128,0.7829385,0.43869764,1.1317089,1.2015454,1.0853767,1.2532636,1.0439551,1.212058,1.1201903,1.0216044,1.2011744,1.0637554,0.97940534,0.9600564,0.8932578,1.1053647,0.836373,1.1230756,1.0491819,1.0496709,1.0130206,1.1060375,0.564416,1.0730939,1.1792824,0.88351846,0.98405504,1.1830285,0.9282138,1.0087701,0.9699999,0.9778247,0.6598689,1.1530758,0.9426268,0.84280837,1.222223,0.93396544,1.026048,0.96178126,1.165164,0.98450464,1.234713,1.0768371,0.74818695,0.89182293,1.1377294,0.998094,1.0738311,0.71566415,1.2020237,0.73115873,0.98467165,0.9571192,0.6271547,0.7674189,0.7340572,0.97074807,0.864139,1.1423749,0.5336943,1.0060427,0.8876542,0.6819617,1.0818015,1.2476709,1.2037063,1.117825,1.2135998,0.7647905,1.1125516,0.7803197,1.1409432,1.1016244,1.0206658,0.97095436,0.6224768,0.9864517,0.86093175,1.2640889,0.94336504,0.98631245,1.0693954,0.91877055,0.9846432,0.861295,1.1818895,1.0588704,1.2021778,1.1171724,1.0682228,0.9703644,0.9911336,0.956956,1.1616179,0.0,1.0091435,0.9583006,0.93795335,0.94621396,0.7938673,1.0812367,0.8766218,1.0449634,1.1365823,1.0844123,1.0991429,0.9892592,0.9995245,1.0598526,1.110662,0.95824206,1.1631705,0.99767226,1.0847093,0.9542737,1.1855025,1.0060383,0.9983113,0.965204,1.1929396,0.8990362,1.0001956,0.5900582,1.0867025,1.02546,0.90895635,1.1132407,1.1856189,0.92250866,1.0866046,0.90498394,0.85155696,0.71304125,0.592172,1.0569978,0.8285858,0.88738066,1.0448525,1.1793909,1.2459471,1.1495456,0.9113791,1.1888924,1.2702208
pig,0.9771483,0.67418426,1.0977781,1.109319,0.6364415,1.0412284,0.9805412,1.1827621,1.1464676,1.0608573,0.95256764,0.96813893,1.0004892,1.0763468,0.8487488,0.94578683,0.85689324,1.1045269,1.1979611,1.2396735,1.229605,1.1835828,1.0172851,1.1324353,1.1902945,1.1618527,1.128944,1.1569012,0.979488,0.96612304,1.0200441,1.244611,1.1415579,1.0730736,1.0216062,1.0751581,1.025047,1.0021623,1.0998882,0.9974731,0.99022466,1.1808085,1.0668267,1.2477129,0.960757,0.9702392,1.045446,1.1243201,0.81760514,1.0484996,0.8336252,1.0516554,0.9593426,1.080441,0.8214897,0.761057,1.0894728,1.0191544,1.1242806,0.75964564,1.0511539,1.0943737,1.0551101,0.92966694,0.879662,0.87691236,1.0628641,0.6774699,1.0212938,0.65496194,1.0337744,1.0480888,0.71442926,1.0658302,0.90332127,1.0984414,0.8075448,1.0142883,1.0961691,1.2215879,0.6490767,0.92466843,1.0645896,1.1056471,0.7559978,1.0462949,1.0336059,1.046335,1.1409943,0.8402232,0.997888,1.0707281,1.2252584,0.966462,0.73479617,0.8031217,1.075148,0.98556703,1.1651876,1.1894538,0.9881933,1.0091435,0.0,0.94880164,0.99474424,1.1257769,1.2473699,0.84715265,0.6974461,0.9983991,1.2122006,1.1178327,0.57706845,1.0192885,0.84932905,1.0719807,0.81705093,1.1815795,0.78770447,1.0341095,0.7331055,1.1385785,1.074426,1.1031713,1.1125273,1.0718095,1.007257,1.1559243,0.95043755,1.174945,1.0326064,0.9850126,1.0018791,0.9990466,0.89804596,1.0898889,1.1140223,1.2943704,0.753003,0.76432204,0.9410365,1.1337492,1.2161789,1.1979445,1.0183493,1.0096244,1.0787874,1.0725604,1.0508986,1.0237617,0.99666584
pillow,0.94122154,0.87850624,0.9890314,1.0550646,0.9635932,1.056428,0.94089144,0.88865536,0.72406375,0.9972713,1.0955737,0.70088434,0.76535827,1.0043658,0.7951352,1.1473422,0.5295774,1.2279047,0.9478064,1.0729189,0.9997428,0.9544767,0.99179935,0.95531416,0.942098,1.1162827,0.7196899,0.9740483,0.9472482,1.126551,0.666341,0.90999806,1.118613,1.008431,0.726521,0.9812871,1.0648986,1.1025575,0.94285583,0.57678485,1.0848888,0.97241014,0.7060952,1.0788974,1.1358819,0.99622124,0.93515575,0.8878973,0.8446142,0.94733727,1.0658774,1.043785,0.87717557,1.1469723,1.1563859,1.0591449,1.1292229,0.9851574,1.0465899,0.90167016,1.0051708,1.0431665,1.1623139,1.0725355,0.6716186,1.153631,1.0312123,1.1474819,1.0719755,1.1009632,0.99679285,1.2509855,1.2196752,0.91217804,0.55629545,1.060936,0.80864435,1.0190141,0.79108155,1.024517,1.025051,1.1496899,0.9143736,0.94000703,0.7798506,1.1734782,0.9783543,1.1404942,0.7126609,0.9444032,1.1589185,1.0156767,0.90902007,1.0751743,0.8282535,0.8242514,1.1830883,1.1543516,1.0277936,1.057752,1.0334185,0.9583006,0.94880164,0.0,1.1787817,0.99519277,1.0822089,1.08657,0.99033195,0.6896882,0.9130163,0.9742023,1.1019484,1.0595541,1.0503997,1.135742,0.81888473,1.238117,0.9051962,0.94840264,0.6658102,1.1540272,0.9695607,0.9717386,1.0117452,1.0026149,1.2135874,0.98704094,0.7836664,1.0276022,1.2815167,1.0986222,1.0648488,0.7527462,0.9357132,1.1864161,1.1432691,1.0368842,1.0679418,1.0443032,1.1568772,0.7881695,1.0110434,1.0408118,1.1517875,1.0354595,1.1776466,0.95545655,1.0194825,1.0817302,0.86250293
