,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
shorts,1.0109373,0.8220552,1.2980697,1.1271462,0.63365954,1.2927158,1.1893971,1.195533,1.0052851,0.93418276,0.98515755,0.7565945,0.89587116,0.8955257,0.58368886,0.98496026,0.57142603,1.104238,1.209375,1.3188187,1.3204367,1.027928,1.0388029,0.8945929,1.1206164,1.2453874,0.9209355,1.1745929,0.91260105,1.0662433,0.75392896,1.2698989,1.3305846,0.92934835,0.8043529,1.0181743,1.0720938,1.0702587,1.0722791,0.7331549,1.0269263,1.2213212,0.7828505,1.3237098,1.0812576,0.9169822,0.8774919,0.9637978,0.5316142,1.0999795,1.0201284,1.2552526,0.8726492,1.1690247,0.95780873,0.877784,1.0903667,1.2298687,1.2432567,0.76007926,1.1337559,1.2204878,0.9659108,0.96866554,0.79725873,1.0341734,1.2271028,0.8270129,1.1908644,0.7898327,1.0570456,1.1343896,0.7798655,0.9943711,0.52577096,1.1731625,0.45193923,1.0317376,0.90710413,1.2957621,0.62917936,1.0200294,1.2139882,1.1030451,0.5698116,1.0331123,1.0175701,1.2462382,1.0652212,0.8465419,1.1056364,1.2101405,0.9635034,1.2463939,0.48169512,0.27817035,1.1235781,1.0501759,1.2648945,1.2661169,1.1390557,1.0847093,0.7331055,0.6658102,1.0929395,1.1842141,1.3348446,0.9416198,1.0956373,0.7404836,1.1964748,0.93499434,0.88248914,1.1965213,0.9269018,1.165128,0.5333988,1.245817,0.50148463,0.93720675,0.0,1.1748507,1.0346751,1.077075,1.060942,1.1494865,1.0796503,1.2823651,0.72406214,1.2623422,1.0313517,1.006625,1.1426811,0.69879144,0.6329286,1.0543126,1.0199683,1.3504215,0.95169044,0.95442796,0.97938156,1.0670295,1.2990904,1.1093951,1.0420343,1.017977,1.1481158,0.89367473,1.1010249,0.9615984,0.8939901
shovel,0.88565713,1.1643919,1.117043,0.9247633,1.1464627,0.93848014,0.96619827,1.0247879,0.92900836,0.8174193,1.1069694,1.2061727,0.9971126,0.8871523,1.2850938,1.1152284,1.265681,0.8355814,0.8786155,0.9513442,0.6910562,0.80046535,1.1067228,0.6468589,0.63553894,0.87195694,0.962983,0.8725163,1.1266198,1.22089,0.89306676,1.0930321,1.103209,1.0354859,1.1879876,0.81123567,0.763852,1.1156423,0.9651796,1.233033,1.1458954,0.97862715,1.0257841,0.8405397,1.1777977,0.9161918,0.9986883,0.9190888,1.18044,0.67274475,1.2021351,1.1659156,1.1617396,1.2568965,1.230846,1.1644936,1.0184265,0.8895521,0.8235507,1.117701,0.7460006,1.0596982,0.7644169,1.2420479,0.9394023,1.0576315,1.0959492,1.340309,1.0613213,1.0839434,1.0691159,0.8640744,1.1761065,0.6265229,1.2829478,0.85631895,1.2235562,0.47489488,0.9029201,0.8080286,1.2679724,1.1845338,0.89152837,0.91730183,1.0266274,0.84010094,1.1214513,1.2228359,1.0051748,1.0466173,1.3031747,1.2739462,0.7978737,1.0464941,1.2288088,1.2428917,1.0812738,1.1276133,0.9810586,0.88281804,0.9429991,0.9542737,1.1385785,1.1540272,1.1602569,0.7497871,0.8731209,1.0910238,1.1965073,0.89055234,0.78034365,0.98300594,1.0129033,0.95303893,1.0959868,0.71219313,1.1138241,0.44776332,1.3092582,0.6947162,1.1748507,0.0,0.95774746,0.7092886,0.5268109,1.0422847,1.0064751,1.1466706,1.0348248,0.50469023,0.6052084,0.7069391,1.116383,0.94687253,1.2954075,0.8954325,1.0229607,0.7974076,1.2624676,1.1653559,0.6781296,1.0551084,0.7930186,0.7850163,0.9920094,0.92972636,0.8064734,0.6709923,1.0496153,1.120137,1.1865149
shower,1.0057086,1.356918,1.3771689,0.9858187,0.8054919,1.312852,1.2620211,1.3374333,1.1464056,0.40727222,0.9863644,0.52130187,1.3351834,0.5804193,0.8993933,0.9825494,0.62235284,0.7452533,1.1409453,1.3350395,1.2235363,0.82606643,1.0968055,0.7999282,1.1305287,1.2176927,1.2363371,1.231914,1.189241,0.90176105,0.7222865,1.2720851,1.2876567,0.34558022,1.1566648,0.82232666,0.8427248,1.0690078,1.2174071,0.54067934,1.0444012,1.3535925,0.48264086,1.3182685,1.0523939,1.1220807,0.41689408,0.8310986,0.85426134,1.2424003,1.2606308,1.306318,0.79456604,1.2537787,0.8959212,1.3214378,0.8079771,1.4291577,1.201603,1.0499885,1.2786009,1.2916775,0.7420006,1.2994967,1.3171198,0.8186638,1.3446393,0.9217386,1.2759964,1.0030134,1.3523784,0.7950992,0.8468296,0.8907069,0.68749225,1.0549679,0.7242771,1.0842721,0.70837384,1.2284913,0.93123716,1.0619416,1.2101854,1.0565152,0.9283703,0.925336,0.99269193,1.295398,1.2772462,1.3009138,1.2395698,1.3549656,0.93623024,1.1221837,0.8283285,0.757108,0.85486233,1.0457678,1.3066089,1.2757661,1.1672987,1.1855025,1.074426,0.9695607,1.050835,1.1340351,1.1220298,1.1714618,1.3817189,0.98975474,1.2001743,0.6120039,0.8238132,1.0552176,0.8682324,1.0623875,0.9840536,0.9972334,0.7953709,1.0912849,1.0346751,0.95774746,0.0,0.7917925,0.8677895,1.4450083,0.78013283,1.3914709,1.196509,1.2674286,0.7175581,0.83953375,1.2918506,0.7931162,0.82822454,0.8369807,0.5629883,1.2837417,1.3554747,1.2754723,0.9493862,1.3122375,1.2847403,0.79779065,0.7882664,0.9070522,0.84610546,0.7925555,1.37919,0.59821314,0.81786996
sink,1.1237954,1.0412562,1.1354206,1.0344666,0.9952087,1.1260672,1.0814824,1.050631,0.96461916,0.5829128,0.9787973,0.9990504,0.8453015,0.9058977,1.1630214,1.1294311,1.0097439,0.8375196,0.98421615,0.9311449,0.5786804,0.82311374,1.154265,1.0310582,0.6785778,1.1481719,0.81824464,0.96502614,1.0343853,1.0641059,0.8680335,0.98089737,0.9530881,0.8860802,1.0264459,0.80312026,0.9954373,1.2079517,1.1418396,0.92876875,1.2171599,0.9374575,0.90445566,0.7588099,1.2276194,1.2926307,0.7963494,0.7092852,1.1857159,1.0002006,1.1330836,1.0435039,1.0342242,0.98864704,1.0942756,1.086732,1.024109,0.9301979,1.0892564,1.0819807,0.7374949,1.1890641,0.66618454,0.98347896,1.0645833,0.97610706,1.0797832,1.0549705,1.0317312,1.0091767,1.128195,0.9176261,1.0928333,1.0529753,1.0217487,0.8910347,1.0579457,0.6450839,1.0436553,0.8695415,0.98135114,1.1794719,1.0606918,0.9659907,1.1177251,0.90993464,1.1781579,1.0338922,0.9317939,1.0513992,1.0657408,1.066487,0.67504036,1.1016526,1.1469632,1.0525903,1.0427692,1.1632333,0.83437514,0.85449433,1.0995789,1.0060383,1.1031713,0.9717386,1.1742612,1.0028832,0.77080584,1.1178055,1.1637497,0.9966985,0.7225363,0.68182695,1.0774252,1.1199548,1.1924047,0.9790107,1.2227187,0.8591418,1.0852813,1.0620714,1.077075,0.7092886,0.7917925,0.0,0.90765965,0.9970754,1.0147644,0.953834,1.1011056,0.684373,0.7793414,1.0259047,1.1278886,1.0191436,1.0886409,1.0653145,0.8873325,0.8999594,1.1257397,1.0261363,0.9937966,0.97264993,1.1165252,0.7470944,1.083317,0.948954,0.98339003,0.8394392,0.9107579,0.9384708,1.0563388
slide,0.7774766,1.2110033,1.1875874,1.0379502,1.0307207,1.0409813,0.9132543,1.0567987,0.97958595,0.6403342,1.0414876,0.8438457,1.1809647,0.58760315,1.0344472,1.0135711,0.91500336,0.32008696,0.95998645,1.1751279,0.9102374,0.755162,1.1106399,0.8403374,0.77291775,1.0956786,1.0996685,0.9983478,1.1683769,1.1649605,0.8365463,1.235067,1.3057466,1.056349,1.1080904,0.8603538,0.9345579,1.0868428,1.0068442,0.94079506,1.1336399,1.105701,0.7386806,1.104903,1.1593469,0.9476461,1.0882225,1.0326854,0.9586989,0.88888943,1.269768,1.2936478,0.9785959,1.3747473,1.1386775,1.2599032,0.7729815,1.0052359,0.99444187,1.124899,1.0934758,1.142931,0.84136754,1.3263268,1.0862657,0.95691293,1.1161224,1.250803,1.1391268,1.1318457,1.182311,0.7251301,1.0063663,0.57749724,1.0683478,0.9865309,0.941975,0.97474533,0.6944831,1.1888707,1.1701393,1.1719804,0.9516671,1.0604873,0.970615,0.792323,1.1305434,1.2690996,1.1421137,1.2628231,1.3011905,1.295175,1.0134917,1.0594018,0.9389182,1.0293429,0.9904689,1.1010394,1.1963692,1.1346972,1.0903199,0.9983113,1.1125273,1.0117452,1.1541932,0.91101193,1.0556455,1.0425533,1.1931331,0.88482165,1.058237,1.0786679,0.8680369,1.036821,1.0637228,0.8399472,1.0028952,0.73005736,1.0686319,0.7871785,1.060942,0.5268109,0.8677895,0.90765965,0.0,1.2141392,0.8434996,1.3393455,1.0751561,1.0075659,0.6607098,0.9242522,1.1685232,0.8955563,1.0306154,0.7291398,0.762668,0.95072013,1.3294394,1.2164042,0.73042536,1.1865929,0.7152817,0.6892075,0.7780453,0.9189607,0.7420554,0.98043877,1.352983,0.942266,0.8887833
slipper,1.313953,0.474613,0.41411233,1.1583282,1.4241211,0.65942305,0.77474856,0.56031334,0.7268716,1.5695534,0.99545705,1.5984664,0.2389661,1.4120947,1.3779615,1.1660603,1.5498974,1.410658,0.9115951,0.26530236,0.63327605,1.3088455,1.2537975,1.2174394,0.79310215,0.6044254,0.50885355,0.53737396,0.7756628,1.2353307,1.170641,0.47840643,0.3608564,1.4617171,0.726426,1.2094105,1.2374079,1.2905049,0.9876846,1.4988431,1.3595845,0.20551705,1.5858049,0.32905817,1.2252582,1.1642041,1.3743391,0.9940025,1.3809578,0.6634788,0.613152,0.4211247,1.330561,0.4133712,1.263166,0.47414315,1.2673409,0.30133587,0.7128593,0.95089453,0.5816978,0.94141513,1.5207899,0.4130665,0.49057317,1.2710416,0.43145847,1.1665062,0.5340683,1.1588551,0.2910385,1.3713355,1.2181836,1.2535238,1.3803544,1.1443946,1.4390547,0.7787961,1.2357587,0.39701688,1.0906705,1.2867463,0.71614367,1.0575647,1.3192228,1.2049658,1.3415747,0.22253644,0.35487127,0.48141193,0.39515,0.3380319,0.919097,0.9234151,1.4531188,1.4172094,1.457735,1.3284022,0.2120347,0.24888468,0.6880375,0.965204,1.0718095,1.0026149,1.3101668,0.88521904,0.87159777,0.93627983,0.41963184,1.1798855,0.5248429,1.2175809,1.325161,0.9654773,1.3766276,1.0733329,1.1736939,0.97015333,1.4590014,0.960646,1.1494865,1.0422847,1.4450083,0.9970754,1.2141392,0.0,1.3403139,0.22835338,0.7291887,0.55517685,1.540976,1.2796257,0.34795237,1.3997543,1.3552477,1.3810186,1.6612583,0.50171316,0.29777133,0.51887,1.2691284,0.26056862,0.7015346,1.388206,1.3496976,1.2142593,1.2039962,1.2336146,0.149715,1.4361045,1.2830331
snow,0.8893635,1.3219014,1.2785196,1.0890489,0.93467605,1.1923074,1.2218246,1.3013829,1.2796981,0.63459283,0.6987901,0.5862184,1.3112792,0.52894014,0.8122991,0.7132613,0.6593126,0.58882815,1.1017966,1.2787755,1.2300398,1.0722128,1.1396745,0.8832366,1.2163177,1.1152104,1.4036393,1.1150694,1.3005124,0.87669396,1.0106643,1.1831472,1.1314576,0.7958215,1.2481651,1.0481327,0.97156584,1.0614128,1.1825472,0.73382914,1.0345278,1.3328389,0.8174323,1.303762,0.97885567,1.0291562,0.92537785,1.1767771,0.80785096,1.1098098,1.2070999,1.269731,0.7055997,1.1314648,0.8463224,1.294086,0.5961735,1.2842369,1.1598028,1.097911,1.3569589,1.121806,0.88697714,1.2549882,1.4149154,0.5245546,1.2516408,0.8628582,1.2503927,1.071451,1.3210695,0.6496473,0.7044067,0.880234,0.856916,1.0823196,0.700323,1.136351,1.0661125,1.3136117,0.83740747,0.94998837,1.2770969,1.1487663,1.0590664,0.63076776,1.0895245,1.2032106,1.3765992,1.2953525,1.1649661,1.2735825,1.2726738,0.77225274,0.7461556,0.7865878,0.75722814,0.99650246,1.2273163,1.2774475,1.1899948,1.1929396,1.007257,1.2135874,1.001911,1.065097,1.0761869,1.020717,1.2738044,1.0875926,1.3350728,1.1059046,0.5221154,1.1236296,1.0082408,1.0191109,1.05627,0.9420392,0.7626188,1.067673,1.0796503,1.0064751,0.78013283,1.0147644,0.8434996,1.3403139,0.0,1.3171029,1.318167,1.3650742,0.5808058,0.8177905,1.2213283,0.9580594,0.69821346,0.8013846,0.5045394,1.2720754,1.2888134,1.2394997,1.0608436,1.397563,1.221398,0.9452022,0.6797862,0.9057518,0.81479657,1.0654626,1.3494105,0.68462497,0.79371834
soap,1.2549281,0.48254126,0.3061971,1.106583,1.4650633,0.5570467,0.6880836,0.45338535,0.77589697,1.527405,1.0118635,1.5661653,0.386608,1.3976338,1.4527256,1.1709639,1.5461279,1.4355748,0.9162276,0.38403624,0.60695314,1.268811,1.0889086,1.1785817,0.8586415,0.6847639,0.558439,0.67398155,0.7250311,1.1304929,1.2257086,0.35397094,0.2567693,1.367355,0.7722571,1.251018,1.2425565,1.1560285,0.7804405,1.4453334,1.193855,0.26390314,1.5730907,0.3904029,1.1228535,1.2462198,1.2865009,0.8942642,1.4604995,0.788962,0.59775686,0.27798402,1.3538462,0.3641727,1.2010386,0.6132346,1.2948518,0.321545,0.8585314,1.0645477,0.5547108,0.8110825,1.474773,0.49561203,0.75090563,1.1834579,0.42328048,1.1815813,0.4529065,1.256171,0.4640324,1.3893164,1.2762012,1.2915635,1.382578,1.0806884,1.502007,0.7766892,1.296046,0.42914426,1.1036847,1.1387546,0.68065405,1.016795,1.427975,1.3130468,1.1792159,0.27342385,0.4551146,0.5339704,0.47345793,0.22511685,0.9496588,0.8542906,1.5476937,1.4787076,1.3435577,1.1794827,0.23881066,0.30588758,0.7626234,0.8990362,1.1559243,0.98704094,1.1559737,0.98090273,0.7226993,1.0150176,0.4331175,1.253213,0.5936346,1.1448556,1.3384848,0.9534183,1.3103895,1.1011537,1.3244777,1.0270592,1.4870282,1.1903646,1.2823651,1.1466706,1.3914709,0.953834,1.3393455,0.22835338,1.3171029,0.0,0.8575146,0.55970776,1.5200825,1.1929994,0.48707223,1.4682512,1.3766763,1.3240993,1.5672596,0.46609473,0.43451655,0.63409257,1.3268409,0.37192655,0.74381447,1.3054876,1.3329979,1.2063,1.2536228,1.250649,0.27949208,1.3432217,1.2938632
sock,1.1560318,0.44353616,0.9420432,1.0238266,0.82580805,0.9665531,0.91634625,0.8893912,0.7819732,1.2412527,1.0332352,1.1737567,0.74363434,1.1936322,0.92976487,1.0883942,1.054023,1.271402,0.99266094,0.8229747,0.92595255,1.0246139,1.0680044,1.0245504,0.8911917,1.0019132,0.6695038,0.986551,0.69706756,1.3161352,0.94895214,0.9761934,0.9533634,1.1942985,0.77872396,1.0037358,1.032254,1.2131839,0.88831294,1.1529281,1.1806226,0.7805747,1.1147218,0.8034242,1.2060256,0.94322675,1.1219957,0.97018784,0.9007238,1.0209184,0.8050908,0.79319876,1.1057937,0.9586664,1.2925599,0.5948192,1.3191564,0.8532425,1.0997376,0.36903965,0.8458437,1.1457975,1.1739117,0.9333852,0.36900187,1.2036972,0.7342808,1.1229969,0.97943664,0.82300174,0.8917748,1.3567762,0.9435264,1.0353085,1.066932,1.033246,0.95103866,0.83843976,1.0310092,0.848643,0.7623431,1.1845843,0.90563047,0.79600465,0.64632535,1.2796161,1.1282051,0.8681171,0.5343244,0.7209755,0.90062135,0.9244219,0.84906656,1.1463759,0.91841984,0.9470239,1.2175326,1.233002,0.842404,0.8123763,0.99337065,1.0001956,0.95043755,0.7836664,1.2662692,1.1139195,1.0506643,1.0153465,0.8427197,0.96094084,0.80839777,1.0092548,1.15511,1.1649204,1.0949535,0.9835104,0.87268466,1.0904888,1.0312222,0.8070042,0.72406214,1.0348248,1.196509,1.1011056,1.0751561,0.7291887,1.318167,0.8575146,0.0,0.8125305,1.2692827,0.9475887,0.9357972,1.1298654,1.0904086,1.2615821,1.2944813,0.886756,0.6058693,0.7097152,0.83494407,0.58052754,0.9053351,1.2030579,1.3229499,1.1537502,1.1959133,0.9803373,0.7166237,1.2327133,1.0310078
spoon,1.1834857,0.7259965,0.6443697,0.8271672,1.2596483,0.70753354,0.72170305,0.54124236,0.8554684,1.3063929,1.1873193,1.5566512,0.5886331,1.3363433,1.370466,1.1573799,1.5363562,1.2307223,0.75328183,0.57795113,0.5130564,1.0354209,1.0994499,0.97904885,0.73934466,0.7211107,0.6826629,0.7866851,0.7037494,1.2547386,1.129378,0.61107147,0.6579759,1.3145859,0.8726032,1.0218277,0.92105633,1.2362566,0.7486468,1.4843184,1.2442712,0.46190882,1.4132545,0.49181473,1.2188284,1.0721785,1.2033827,0.8604886,1.4466295,0.7309149,0.75116646,0.6246095,1.3543024,0.86704016,1.3528897,0.6991398,1.3300153,0.42456603,0.7992158,1.0157405,0.14076197,0.8353421,0.9415618,0.7980262,0.6616737,1.3106081,0.5465854,1.2780398,0.729201,0.97332597,0.8013316,1.3356347,1.3276513,1.1209933,1.4692534,0.8646742,1.4723439,0.35928202,1.1394618,0.47980237,1.2140679,1.2305601,0.64136565,0.8874691,1.1593685,1.2385604,1.2056985,0.7321088,0.56460875,0.6160115,0.8907287,0.70655054,0.8141031,0.9751925,1.4759486,1.448796,1.2367308,1.248245,0.48107886,0.41936386,0.94552463,0.5900582,1.174945,1.0276022,1.2141364,0.87148637,0.56232196,1.0259092,0.8218627,1.0947069,0.63230246,1.0353184,1.3531468,0.9258013,1.2463199,0.9569285,1.2852557,0.6413981,1.4844459,0.8851963,1.2623422,0.50469023,1.2674286,0.684373,1.0075659,0.55517685,1.3650742,0.55970776,0.8125305,0.0,1.1483117,0.9560252,0.76787513,1.2846422,1.4345248,1.1448727,1.3522477,0.5898139,0.7591523,0.7257632,0.71292317,0.5701155,0.7030641,0.949228,1.304523,1.1975565,1.2216537,0.9757794,0.50809395,1.3555553,1.2575258
sprinkler,0.87409943,1.4212215,1.4133136,0.9652487,0.7756805,1.1875068,1.1454203,1.3544236,1.3456206,0.4994524,0.9685266,0.6957761,1.4551954,0.6978155,0.8141526,1.0132531,0.77185,0.4482751,1.1387713,1.350363,1.1219639,0.8270013,1.0746136,0.8233738,0.9454011,1.1987898,1.3731716,1.2392063,1.2382871,1.0050809,0.9715766,1.4067066,1.3354139,0.7813087,1.2734973,0.76176757,0.8714808,1.0311632,1.1842209,0.8179093,1.0163437,1.4687713,0.74211895,1.2767249,1.1194762,0.9522663,0.84952873,1.1100025,0.8604648,1.1536733,1.3439174,1.3650541,0.9093083,1.3427424,0.8394189,1.3510206,0.7336089,1.3868682,1.2123704,1.1550211,1.2195034,1.2038087,0.40292668,1.3232994,1.3600366,0.7826915,1.3515437,0.88513577,1.3402382,0.8916868,1.4039953,0.40169573,0.87354136,0.6764823,0.9150329,0.82947767,0.7506176,0.99753624,0.9593276,1.3111415,0.96702075,1.0183405,1.166869,0.9506118,0.8062047,0.43643737,0.991318,1.422122,1.5264913,1.3345569,1.3211777,1.4347031,1.1356161,1.1318568,0.78433865,0.7994629,0.79497206,0.9939359,1.4244533,1.3972406,1.1953932,1.0867025,1.0326064,1.2815167,1.0252354,1.0779148,1.0827972,1.1045564,1.4367428,0.9294455,1.2548003,0.987834,0.70444995,1.1572529,0.95228416,0.9119787,0.9624454,0.6230236,0.78645205,0.9268631,1.0313517,0.6052084,0.7175581,0.7793414,0.6607098,1.540976,0.5808058,1.5200825,1.2692827,1.1483117,0.0,0.8112186,1.435216,0.7539361,0.82368445,0.61714286,0.5318603,1.2726517,1.442339,1.2507987,0.6593747,1.5615932,1.1057597,0.73967254,0.72628343,0.66356945,0.55192304,0.6945401,1.4275703,0.7762798,0.88292706
stick,0.84880483,1.1039071,1.3121514,1.073767,0.8432671,1.1894895,1.2337606,1.1412803,1.070323,0.80649203,1.0256958,0.83908355,1.1654655,0.8285803,1.0401105,1.0572761,0.87396145,0.9938385,1.0049909,1.3028381,1.226544,0.9617171,0.9200067,0.4402343,1.204291,1.181062,1.1845324,1.2612712,0.90146095,0.99926734,1.0039874,1.2548989,1.1598666,0.8443328,1.0330386,1.0190605,0.6976675,0.89954287,0.8248418,0.90296054,0.79442185,1.0690417,0.8444913,1.2781603,0.9444091,0.967758,0.8730769,0.9819826,0.9174557,1.1694839,1.0970119,1.2289459,0.76922095,1.1588895,1.016568,1.0817301,1.0393424,1.188652,1.2177844,0.77996415,1.0083355,1.0405867,0.87495446,1.1610005,1.2644013,0.74666715,1.1459994,1.0139569,1.1370221,0.8599769,1.3612982,1.0785234,0.8680084,0.77048165,0.931198,1.0716412,0.87362933,0.7256985,0.89224833,1.1649518,0.8203667,0.8080689,1.3300669,1.0650458,0.9456782,1.07933,0.8547865,1.2244492,1.1527839,0.9721589,1.1460407,1.2841505,1.1091858,1.1177074,0.92910266,0.8841438,0.82416356,0.8657037,1.0897093,0.9718455,1.2243798,1.02546,0.9850126,1.0986222,0.85245454,1.1057836,1.1912763,1.0867426,1.271393,0.97344655,1.2998792,0.9853857,0.81466794,1.1887817,0.82419235,0.9018866,0.9816811,0.6796201,0.98189217,1.0615753,1.006625,0.7069391,0.83953375,1.0259047,0.9242522,1.2796257,0.8177905,1.1929994,0.9475887,0.9560252,0.8112186,0.0,1.2247882,1.0590708,1.0080001,0.9833174,0.84163773,1.2326516,1.1286775,0.97447336,0.59368473,1.1213607,1.1510838,0.9056846,1.0337868,1.1279012,1.1079451,0.7833961,1.2201408,0.9688987,0.9755546
strawberry,1.266341,0.6936425,0.44921553,1.1304563,1.3267964,0.6023914,0.71178687,0.6512638,0.88161576,1.4261168,1.0067557,1.4274542,0.5678924,1.3054283,1.2434121,1.172082,1.4208717,1.2957307,1.0287422,0.49253517,0.8184288,1.3244133,1.250384,1.1727839,0.93986136,0.65511596,0.74661124,0.65923524,0.8886293,1.1287012,1.2101762,0.65825254,0.50445485,1.2749202,0.82698154,1.1895218,1.2074878,1.2378747,0.9152975,1.3675319,1.2765429,0.43200588,1.4591348,0.5576613,1.1849973,1.1368321,1.2684042,1.0688763,1.2165289,0.86559653,0.71123815,0.4837792,1.1800593,0.5711472,1.1515157,0.60150325,1.153743,0.47518277,0.599574,1.0974174,0.7723823,0.973243,1.3876845,0.6214675,0.764324,1.1702002,0.5382959,1.0559692,0.5988108,1.1342325,0.43819934,1.2451473,1.141723,1.23723,1.2780747,1.1261352,1.3590153,1.0303308,1.1884384,0.5811283,1.0801023,1.207234,0.7446407,1.0602227,1.2913034,1.1569724,1.2897725,0.36563772,0.591215,0.67036355,0.57378924,0.46074528,1.0475576,1.0244724,1.2836614,1.3233383,1.3555958,1.2469385,0.4976523,0.51479083,0.83857054,0.90895635,1.0018791,1.0648488,1.2180619,0.7881628,0.8838787,0.8895186,0.44462657,1.2827411,0.79069775,1.1698914,1.2229173,0.9637858,1.2420816,1.1410259,1.1218879,1.0494742,1.2701519,1.1126004,1.1426811,1.116383,1.2918506,1.1278886,1.1685232,0.34795237,1.2213283,0.48707223,0.9357972,0.76787513,1.435216,1.2247882,0.0,1.3414438,1.1914648,1.2004067,1.4668894,0.6577888,0.45941478,0.65142,1.2192867,0.48422402,0.7683189,1.3096817,1.1453103,1.1598501,1.1101222,1.2587037,0.46409303,1.2319851,1.1546301
stroller,0.9454271,1.3340809,1.4214056,0.97316015,0.8632715,1.3691097,1.2476773,1.3428829,0.9099195,0.7060705,1.0130885,0.58876616,1.2238755,0.64412975,0.7855727,0.9638282,0.6058103,0.9146798,1.0775467,1.2900589,1.2726201,0.720808,1.0316836,0.79648507,0.9933426,1.1479635,0.98403937,1.0452466,1.1936862,1.0039133,0.35598767,1.2993789,1.498201,0.6731625,1.0597559,0.7749598,0.969575,1.0283908,1.1953894,0.5067048,1.0164424,1.4479609,0.37455595,1.3503454,1.0042833,0.7532032,0.6686535,0.9709199,0.7131717,1.0780331,1.3300248,1.4672773,0.9298131,1.3555379,0.83968765,1.3321912,0.80521715,1.454777,1.0645034,1.0687597,1.2962255,1.1567605,0.80019474,1.2308269,1.0046401,1.093721,1.4554291,0.87515813,1.4059811,1.0159582,1.1523635,0.7678074,0.9128032,0.9124947,0.5494096,1.0021762,0.75534457,1.0384474,0.48902524,1.2443137,1.0641042,1.0252295,1.2018346,0.88332725,0.6916548,0.6491835,0.9066976,1.4724083,1.2416075,1.304126,1.3259368,1.4308578,0.8134564,1.1357994,0.73149455,0.699951,0.9771153,1.0554242,1.4540265,1.4219441,1.0733199,1.1132407,0.9990466,0.7527462,1.0581086,0.99937755,1.3017489,1.0529484,1.3734899,0.52451754,1.1020786,0.7043475,1.0260972,0.95291024,0.82878166,1.0656533,0.71169627,1.0039018,0.72038746,0.9147168,0.69879144,0.94687253,0.7931162,1.0191436,0.8955563,1.3997543,0.9580594,1.4682512,1.1298654,1.2846422,0.7539361,1.0590708,1.3414438,0.0,0.712108,0.87153524,0.67483366,1.3948488,1.404295,1.2988656,0.9827682,1.2900926,1.1424284,0.8149719,0.94862616,0.7451741,0.8658289,0.41204667,1.3251874,0.77684295,1.022711
sweater,0.99732846,1.1780186,1.3873088,1.1715012,0.5997894,1.3717412,1.2818942,1.3587542,1.230601,0.73000824,0.74736774,0.45563626,1.2028292,0.7280605,0.49635088,0.8386425,0.47598028,0.80387783,1.2711823,1.4078407,1.4386816,1.0619925,1.119449,0.9414593,1.2898401,1.1619442,1.2067311,1.2470526,1.1325002,0.83599895,0.8706102,1.2950077,1.3023574,0.79084814,0.9879021,1.0110255,1.0195003,1.0280399,1.1857729,0.52061206,1.0434359,1.3670611,0.7025059,1.4408076,0.9883353,1.0097339,0.8597025,1.1365085,0.5463124,1.2977269,1.1796207,1.3323663,0.7022296,1.195775,0.6527113,1.1052548,0.7316486,1.4324322,1.2884828,0.99240285,1.3232126,1.2369128,0.9566051,1.0526276,1.1921854,0.8709028,1.3419298,0.54515487,1.2423728,0.86986876,1.0778754,0.79437244,0.7256937,1.0480059,0.4289688,1.1763058,0.3678838,1.2294734,0.9717176,1.3970721,0.69455636,1.0056503,1.3654821,1.1432896,0.77712905,0.81364787,1.0404786,1.2660856,1.3700092,1.1213828,1.1342647,1.2965064,1.2062672,1.0145078,0.40341413,0.465276,0.92936707,1.0345235,1.3309374,1.3565156,1.1967685,1.1856189,0.89804596,0.9357132,1.0623991,1.2413977,1.3613341,0.9689907,1.2591565,0.8779288,1.351747,1.0296857,0.776922,1.1352007,0.9397148,1.1797543,0.61734444,1.1665452,0.25074613,1.1187354,0.6329286,1.2954075,0.82822454,1.0886409,1.0306154,1.3552477,0.69821346,1.3766763,1.0904086,1.4345248,0.82368445,1.0080001,1.1914648,0.712108,0.0,0.9019155,0.6494378,1.4620963,1.1631169,1.151673,1.0261439,1.344839,1.3860403,1.0646797,0.7938189,1.0016748,0.9749599,0.9498435,1.3040578,0.7258792,0.73947436
