,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
nose,1.2652069,0.73671,0.54787284,1.0622876,1.2715675,0.7312489,0.6924621,0.69909954,1.2344178,1.4479568,1.0240518,1.4280021,0.6496475,1.4336634,1.2548919,1.2094308,1.4159106,1.2223629,1.1851826,0.6786496,0.95260066,1.4014837,0.56584114,0.8679574,1.1354138,0.66238713,0.89239156,0.9791694,0.9868564,1.081789,1.3428297,1.0540105,0.9600459,1.2076398,0.8967747,1.0530068,0.8447146,1.2008554,1.439749,1.1463122,0.58547777,1.4252422,0.67946404,0.93002456,0.97168165,1.0666561,1.1668038,0.9880226,1.2434138,0.67725414,1.0766385,1.0793705,0.5428513,0.83692217,1.1095827,0.773723,0.9453489,1.0282792,1.3398509,0.46144605,0.9656762,1.2153718,0.97991806,0.8684893,1.1565087,1.0585425,0.48771983,1.2617401,1.18287,1.2243376,1.215231,1.2238408,0.5513688,1.2939376,0.65758747,0.9689139,1.1564192,1.2513539,1.0582364,0.6442009,0.7267836,0.3863901,0.8998877,0.54152215,0.0,0.70786935,1.2348684,1.1180371,1.2853918,1.2090282,1.3428195,0.56111807,0.589517,0.6286339,0.95162165,1.0412625,1.2386104,1.1238487,0.9398911,1.0190245,0.7598537,1.1121534,1.3467238,1.1461209,0.90768945,1.1050433,1.2321568,1.1692196,1.2893664,1.1039646,1.1691439,1.1211333,1.2798021,1.3703134,1.3491526,0.5265826,1.1841341,0.68207407,0.93179727,1.2679814,0.88815707,1.360105,0.63147795,0.73438287,1.1897981,1.4466105,0.60885286,0.39810622,0.5564657,1.1828564,0.862109,0.84537494,1.3716722,1.1865146,1.0535941,0.29542702,1.2981026
orange,1.297564,0.8669907,0.3080951,1.0777615,1.3227384,0.6796699,0.5936806,0.42819273,1.213478,1.4222102,1.1425489,1.3791603,0.63775176,1.3763497,1.3591065,0.93511486,1.3934543,1.0843443,1.050892,0.6949694,0.66827655,1.3359809,0.42594028,0.8581848,0.9925902,0.76488984,0.9155169,0.9253164,0.9092506,1.1826338,1.3625696,0.8516059,0.8385555,1.3481538,0.7337729,1.1753974,0.9237753,1.1628006,1.3942723,1.0781043,0.522049,1.4383733,0.6485557,0.914569,1.1008105,1.0031365,1.294729,0.94514894,1.4011183,0.0064530373,1.2221954,1.1024323,0.8378553,0.5713112,1.0536407,0.97568226,0.87655425,0.74341244,1.3330412,0.70215046,1.1512935,1.2564925,0.83055496,1.1146996,0.9113158,1.2467949,0.59395844,1.3038934,1.260423,1.2823591,1.0177952,1.2551736,0.6744678,1.4247153,0.673779,0.8345399,1.1693499,1.2785687,1.0595665,1.0353364,0.66229314,0.48332787,0.88998526,0.8423889,0.70786935,0.0,1.2898818,1.2457153,1.4269328,1.2773454,1.2290043,0.6173711,0.6467286,0.7476544,1.0464826,1.0015521,1.0319662,1.170946,0.5580788,1.0749404,0.6708361,1.1987214,1.3776569,1.1538856,1.0436345,0.77594715,1.173389,1.2204484,1.3332216,1.1933811,1.1993957,1.0087878,1.3623548,1.2753009,1.2424126,0.646304,1.2528329,0.5870588,1.0895485,1.0164703,0.8246642,1.2898369,0.5174629,0.8758986,1.1973279,1.3959129,0.48770726,0.66960263,0.50218105,1.3117492,0.89653647,0.5790867,1.1987245,1.1381685,1.2010474,0.6115224,1.3542138
oven,0.9071907,1.271531,1.3285987,1.0922114,0.8632075,1.2809311,1.2827847,1.3292757,0.8179692,0.6636288,1.0104233,0.73513323,1.0755632,0.7864774,0.9884707,1.0735389,0.8423548,1.0747987,1.109427,1.1037699,1.0124675,0.7889274,1.260498,1.1165888,0.96363056,1.1209811,0.74314594,0.6980128,1.1673077,0.94619983,0.60705376,1.1104716,1.003074,0.43055028,1.0087842,0.8398986,0.95114964,0.9363536,0.6493423,0.98916745,1.2949624,0.622781,1.0878533,0.9759692,1.0263816,1.2496034,0.416721,0.7050668,0.80812037,1.3001897,0.9956692,1.01739,1.228482,1.2179974,1.040879,1.1746833,1.0728064,1.3375366,0.864046,1.2280889,1.1111789,0.9855321,1.3152034,1.034681,1.0732362,1.040475,1.3510807,0.90326256,0.96054256,0.8350795,0.951411,0.79414874,1.100761,0.5539504,0.9517729,0.9759871,0.9087985,1.0015154,0.7949605,1.1496983,1.1126286,1.2832263,0.94567233,1.2206626,1.2348684,1.2898818,0.0,0.89454865,0.8588887,0.7571261,0.88535213,1.2399082,1.279185,1.1695751,1.0562727,0.90534556,1.0512245,0.9077301,1.1449533,1.0862377,1.1955225,0.885085,0.1360752,1.0347711,1.0564288,0.971128,1.0934644,1.0607005,0.8483212,1.0876468,0.85011417,1.0491433,0.608295,0.633466,0.9942159,1.2872412,0.80771244,1.2009578,0.97310364,0.9647809,1.0822114,0.99935347,1.2410452,0.99962074,0.86350536,0.7623032,1.3057193,1.3042866,1.2793856,1.0938554,0.9445452,1.3678646,0.8711149,1.0175539,0.62239903,1.2641715,0.5472857
owl,0.69219315,1.3315187,1.24141,0.9291537,0.96307147,1.1982145,1.2950239,1.2832551,0.9471158,0.7832235,0.5476941,0.73768556,1.2850316,0.83766603,0.8509906,0.9087437,0.6880649,0.969967,1.0940107,1.2561294,1.254338,0.8771126,1.2255089,1.1724187,1.2124342,1.1991198,1.2330018,0.98039913,1.3116319,0.47255188,1.0128549,1.0627599,1.0455304,0.70193684,1.0711217,0.9341233,1.0525279,1.1094058,0.831277,1.0415804,1.2940334,0.80718654,1.2918789,1.1201495,0.58621824,1.0409733,0.8320037,1.2234786,0.85627365,1.2663231,0.69825065,0.7918978,1.3009242,1.1612004,0.9771516,1.2641672,1.2225295,1.0616192,0.8289528,1.0508386,1.2380213,0.82033134,1.2757535,0.95106465,0.92511606,1.1105092,1.222801,0.8159721,0.8993007,1.0166701,0.9321841,0.9151093,1.2459584,0.92518747,1.2596219,1.2132231,0.9849421,1.0782206,0.9953212,1.0666718,1.1438651,1.214353,1.3509446,1.2896636,1.1180371,1.2457153,0.89454865,0.0,0.7799792,1.008821,1.0248951,1.3043778,1.2958226,1.1677406,1.1412156,1.1148335,0.90588623,0.94721854,1.2292048,0.74852943,1.2267241,1.1437788,0.7955045,0.724902,0.5801966,1.0749285,0.89387023,0.9101897,0.8030266,1.08768,0.99903244,1.2025573,0.5839031,1.0299397,1.0649048,1.2536244,0.5608192,1.2535076,1.2329878,1.0093188,1.2160236,0.9100431,1.1889489,0.998486,0.86460286,0.74607444,1.208865,1.3140383,1.2107651,1.152241,1.3148472,1.242659,0.9281486,0.9488388,1.0816972,1.249722,0.63896906
pajamas,0.8713959,1.1348703,1.4543712,0.9145755,0.54357755,1.2749577,1.3811072,1.4425857,0.9703942,0.6845373,0.8879687,0.44808823,1.3657506,0.5800451,0.27853084,0.95370924,0.4059868,0.9564674,1.0950465,1.465867,1.4305917,0.8321309,1.3897271,1.3454273,1.2494341,1.2881922,1.3728569,1.19891,1.0996218,0.9245676,0.7298821,1.1841784,1.2378702,0.7518319,1.2714108,0.40114522,1.1473298,0.8987344,0.5323046,0.80854326,1.4679631,0.6897475,1.4670153,1.1767478,1.0488696,0.8638044,0.8871003,1.2839429,0.14411414,1.4283384,0.7912843,0.7470038,1.1339201,1.3823292,1.1169465,1.1233807,1.3948637,1.2696296,0.82887805,1.2571043,0.91240007,0.726184,1.283897,0.8386874,1.0090417,0.77213097,1.3105049,0.7954844,1.0332913,0.5939065,1.0932821,0.44395483,1.5049146,0.74684626,1.5173838,1.2000755,0.98111326,0.7484026,1.0689298,0.9530205,1.3872527,1.3436683,1.3087323,1.1165322,1.2853918,1.4269328,0.8588887,0.7799792,0.0,0.4571498,0.90170443,1.4787344,1.421314,1.2923315,0.99066913,1.1321846,0.9064109,1.0531299,1.4464209,1.0106169,1.1057267,0.9335244,0.73556495,0.7516603,1.0132837,1.2212998,0.7188643,1.0194348,0.25235027,1.0424283,0.4708414,1.2373534,0.6854963,0.95649743,0.71737796,1.5006566,0.758793,1.3321688,1.0375171,1.0457888,1.4989418,0.7885134,1.2841519,1.2845815,0.526966,0.54992926,1.4873074,1.3011675,1.432626,0.8429799,1.2648249,1.3821113,0.9236451,0.99651057,1.1708266,1.3810353,0.7439739
pants,0.89071566,1.0421654,1.3275702,1.0040269,0.5347406,1.3113186,1.4252123,1.3229003,1.1342058,0.8204645,1.0123469,0.4687243,1.1039339,0.58532107,0.53594524,0.8348111,0.57824385,1.0963364,1.2682704,1.4469938,1.4000186,0.9776929,1.1614234,1.2826511,1.2991204,1.2148237,1.2787954,1.1345757,0.9010029,1.0063345,0.59793,1.1358793,1.4010483,0.71244943,1.2214531,0.64279425,1.141718,0.8284491,0.41651672,0.7560834,1.4196634,0.8056351,1.4730709,1.0912776,1.1209714,1.0266539,0.84858316,1.1017454,0.48380822,1.2699053,1.0040816,0.7467127,0.9472791,1.1664088,1.2028383,0.8912023,1.4363987,1.331032,0.91432655,1.0828526,0.854728,0.92829025,1.4467124,0.7129669,1.0105698,0.7989103,1.2375213,0.80834186,1.0962298,0.4956205,1.1252992,0.11343211,1.2941033,0.7966993,1.4100261,1.1573211,0.99343675,0.7474016,0.90854275,0.9669861,1.3708136,1.2632198,1.2216856,1.0194403,1.2090282,1.2773454,0.7571261,1.008821,0.4571498,0.0,0.85558206,1.3825779,1.3708448,1.1994267,0.82253575,1.037661,0.9884716,1.1861824,1.438821,1.0391684,0.84398174,0.8020964,0.7072304,0.9413756,1.1469603,1.1859994,0.88862,1.1366093,0.36969012,0.9457255,0.12727654,1.2050024,0.832252,1.0119051,0.8391274,1.3570008,0.8318412,1.293911,0.76177907,1.0689704,1.4802539,0.88741225,1.3052899,1.0800749,0.54443896,0.67446667,1.5256813,1.1034263,1.3228722,1.029879,1.2083471,1.5382719,1.0704896,1.0599103,1.0842543,1.2341695,0.8234364
paper,0.7050613,1.1755896,1.2868434,0.8624922,0.68820405,1.249134,1.230792,1.2347159,0.9524845,0.68406874,1.1994011,0.662324,1.3049462,0.7135186,0.71610147,0.8573768,0.6753416,0.9993175,0.5486872,1.2998781,1.088778,0.63811326,1.1919473,1.1588037,1.0175669,1.0886902,1.2086252,1.2157377,0.86924386,1.0130851,0.8515818,0.8208549,1.1378756,0.8710381,1.1695164,1.0167307,1.0567597,0.91932756,0.6749689,0.72628057,1.3233469,0.772264,1.2882211,1.1975667,1.0669465,1.0072213,1.0316681,1.036553,0.90219,1.2227817,1.1089774,0.91153497,1.0655543,1.0842047,1.0875711,1.0154455,1.1242161,0.97523063,0.71064234,1.2495903,0.94145334,0.8773073,0.8929569,0.950673,0.8622952,0.80908316,1.3015221,0.88258576,0.9557822,0.82102406,0.8788617,0.8123779,1.2945092,0.8465076,1.2645832,0.9388056,0.849897,0.73036563,1.062852,1.0499439,1.2576208,1.2860191,1.0032201,1.2041838,1.3428195,1.2290043,0.88535213,1.0248951,0.90170443,0.85558206,0.0,1.3402071,1.3089683,1.2365924,0.8515562,0.9649806,0.5888479,1.0021012,1.0353905,1.0521557,0.99885535,0.80615175,0.8380325,1.0756273,0.9203422,0.9765665,0.8279965,0.9587641,0.8932157,0.9627306,0.9098967,0.97001916,0.86630934,0.7266462,0.86731404,1.3458627,0.9381322,1.2993654,0.9317763,0.804348,1.2105308,0.8198259,1.3071887,1.0775899,0.9054221,0.5929692,1.276057,1.22859,1.314598,0.80082583,1.059807,1.1779962,0.73993677,1.0881205,1.2124017,1.3592103,0.9457701
pen,1.3589952,0.7428122,0.39429504,1.1229061,1.3263075,0.74344164,0.590477,0.47108555,1.1456431,1.5188993,1.0892185,1.5935279,0.24446893,1.4102216,1.5000138,1.2581608,1.533278,1.0748616,0.91511345,0.4094575,0.8215342,1.4186591,0.66382635,0.5241754,0.94109386,0.6599759,0.59251404,0.6826707,0.9064227,1.266656,1.2361217,1.1035846,0.91638815,1.3625244,0.7047529,1.2172604,0.93881917,1.1132325,1.5099819,1.3064661,0.09725809,1.4639006,0.4381879,0.87649536,1.1453006,1.1305048,1.1858482,0.74265194,1.4089613,0.61989987,1.1516931,1.3026289,0.6494078,0.5481714,0.9722017,0.8618916,0.50924045,0.8506392,1.4923111,0.6025849,0.97875315,1.3074728,0.7883791,1.200265,1.2048681,1.1792874,0.5127641,1.3530405,1.1278902,1.2958816,1.188189,1.4262779,0.19336289,1.3593305,0.3483988,0.83510745,1.2228558,1.3251308,0.9625649,1.0506302,0.80902684,0.37514758,0.5084838,0.5957001,0.56111807,0.6173711,1.2399082,1.3043778,1.4787344,1.3825779,1.3402071,0.0,0.069856524,0.6169099,1.0187243,0.78996456,1.306591,1.1197969,0.70615685,1.1410029,0.89593947,1.0340619,1.3921807,1.2209039,1.1485858,1.0469681,1.2528772,1.0459144,1.4847968,1.1530777,1.3357759,0.9124726,1.4977696,1.3534484,1.2890875,0.35776472,1.220855,0.49341542,0.77469015,1.320395,0.49983394,1.4253759,0.47387487,0.7722439,1.3935151,1.6061031,0.4438076,0.4922948,0.34270298,0.94513065,0.4772327,0.56386703,1.4334137,1.1062841,0.79420614,0.29222637,1.3979185
pencil,1.3566788,0.79230136,0.41875887,1.0754739,1.2669041,0.7460091,0.63923365,0.5143693,1.1615942,1.4697335,1.1274989,1.5290282,0.34348005,1.3605614,1.4513913,1.2750304,1.4827363,1.1198392,0.88514286,0.4451121,0.85635644,1.3773354,0.68749785,0.5285989,0.992525,0.64511484,0.6715236,0.77115196,0.877222,1.2672732,1.2548299,1.1262118,0.8995552,1.3404472,0.8154295,1.2061958,1.0228852,1.1606618,1.4772141,1.2786124,0.1072579,1.4422464,0.46836042,0.9445809,1.1523019,1.0934181,1.1770647,0.8171239,1.3784142,0.6525628,1.1850239,1.2678571,0.65186465,0.65960956,0.9574773,0.8835822,0.5574236,0.88157606,1.4073836,0.61518365,0.99780005,1.290997,0.7621107,1.1955452,1.2180997,1.1060041,0.570487,1.2934062,1.0637751,1.2850164,1.173676,1.4158106,0.24063629,1.3227359,0.40736187,0.86748075,1.2173167,1.2752904,0.9790896,0.9970743,0.8654156,0.34804243,0.6019821,0.62025225,0.589517,0.6467286,1.279185,1.2958226,1.421314,1.3708448,1.3089683,0.069856524,0.0,0.7027851,0.98429656,0.848307,1.2173387,1.1077175,0.7251029,1.136186,0.9361972,1.0458897,1.3842665,1.2023231,1.1483799,1.0782138,1.1464992,1.0029254,1.4381218,1.1524422,1.3309288,0.9044821,1.4507614,1.3205416,1.2629547,0.42993975,1.2425194,0.48741996,0.8668103,1.2911937,0.5475524,1.3943343,0.49154592,0.837291,1.3565192,1.5310264,0.4738686,0.50894785,0.3692221,0.80821836,0.5700966,0.5629525,1.3830214,1.095881,0.84119254,0.32650912,1.3945302
penguin,1.2194945,0.69128186,0.67004627,1.1248338,1.2346315,0.7888931,0.6641856,0.67012703,1.2038927,1.455033,1.0427442,1.4042951,0.72808725,1.3735287,1.2950449,1.1796246,1.3455191,1.140156,1.0583092,0.5519544,0.8637568,1.3115364,0.6799354,0.78361154,0.80752474,0.76972014,0.67843187,0.8672962,0.941306,1.0980963,1.2420208,0.8859777,1.0193236,1.2601067,0.774552,1.0838469,1.0720775,1.1289594,1.3604791,1.1639836,0.64269805,1.4368477,0.6100544,0.85086787,0.97273326,1.0193471,1.1759694,0.9828752,1.2539674,0.73002267,1.0603495,1.2542975,0.83944964,0.7213464,1.0032834,0.78375065,0.77033055,0.9023767,1.2202028,0.8438983,0.7893312,1.2464353,0.8843907,1.1811724,1.0765233,1.1942905,0.7012577,1.2579468,1.2453564,1.1288813,1.0186722,1.2025509,0.67381257,1.3277156,0.65890646,0.86658925,1.0688521,1.1471226,0.91849184,1.1277753,0.7298615,0.70618653,0.6472129,0.81693244,0.6286339,0.7476544,1.1695751,1.1677406,1.2923315,1.1994267,1.2365924,0.6169099,0.7027851,0.0,1.1358048,0.8337238,1.086458,1.0396312,0.85178363,0.99584866,0.82627,1.0743781,1.2806985,1.2040567,1.1260478,0.823645,1.2249143,1.2662909,1.2669768,1.0121131,1.1378438,0.96553814,1.3593149,1.2984393,1.2715833,0.5603414,1.1705743,0.6541931,0.809307,1.1669846,0.74654126,1.2917724,0.6894315,0.66508484,1.2147374,1.4464757,0.62762684,0.6359124,0.5220727,1.2216808,0.61509186,0.77423304,1.3249041,1.0980275,0.8777995,0.63195145,1.3050902
pickle,0.85598314,0.9760996,0.8626477,0.92146116,0.7265437,1.1914784,1.0857803,0.8450231,1.2695838,1.0846698,1.0669231,1.0477817,1.0087167,1.0415803,0.8823829,0.77114856,1.086461,1.0461415,1.1953325,1.1766945,1.046235,1.2516153,0.750687,1.1943737,1.1875943,0.8884945,1.3251896,1.1519729,0.6460042,1.121726,1.1265588,0.98020124,1.1943173,1.0774314,1.1085197,1.0586694,1.0128955,0.90802777,1.010377,0.46913642,1.0440899,1.1899694,1.2058489,0.8500755,1.1285062,1.1181448,1.1033244,1.0420772,0.9588728,1.028509,1.1184282,1.0307407,0.5726639,0.82714653,1.0692823,0.7321892,1.0123966,0.94064134,0.92800677,0.8838408,0.86247396,1.0538765,0.9564988,0.82288027,0.9207177,0.64738744,1.1201134,0.9487666,1.0889657,0.89995974,1.0307379,0.8130909,0.9089682,0.990379,1.255892,1.1582792,1.096973,0.781187,1.149517,0.7861677,1.0070196,0.9404975,1.1337587,0.74647737,0.95162165,1.0464826,1.0562727,1.1412156,0.99066913,0.82253575,0.8515562,1.0187243,0.98429656,1.1358048,0.0,1.1662909,0.9396554,0.9837064,0.99536353,1.1756783,0.7315501,1.0083915,1.0414352,1.084321,0.940469,1.0526255,1.0157262,1.0621417,0.99411005,1.0538915,0.85709643,0.8931861,1.1515574,0.9158461,1.0166126,1.115619,1.0839186,1.0504603,0.9480763,0.9198053,1.0066011,1.0531458,1.1680126,1.0614066,0.9722463,1.0569831,1.134209,0.79152286,1.0706924,0.8508847,1.176487,1.2241955,1.0921698,1.1679038,1.223043,0.9168815,1.0406435
pillow,1.0558546,0.7559391,0.98336583,1.2196829,1.1132375,0.95854145,0.91339445,1.0373539,0.90062034,1.1445148,1.1255436,0.869362,0.6066029,0.9072328,1.0795624,1.0193685,0.77348363,1.0399647,0.85998803,0.83255047,0.82631826,1.060928,0.95417595,0.8877515,0.8285173,0.9264339,0.5244592,0.75431854,1.1604987,0.99780226,0.7142163,0.9117127,1.0727187,0.9778345,0.8196919,1.0795327,0.9195186,1.0767112,0.7783115,1.0442426,0.86385363,1.0505347,0.8394057,0.94541955,0.9385648,0.94308156,0.9118961,0.67687047,1.0969838,1.0034256,1.048305,1.2834868,1.0799218,0.84977126,1.0578791,0.98304164,0.8576192,1.0330155,1.255793,1.0619174,0.7280067,1.2084092,1.0488347,1.2157887,1.0361402,1.2004967,0.8870857,1.1839293,1.1631352,0.96962214,1.1850954,1.0928478,0.7543087,1.0796919,0.70900655,0.53680456,1.0287265,1.0886387,0.91919184,1.2351257,0.88897043,0.9975392,0.3121165,0.9670293,1.0412625,1.0015521,0.90534556,1.1148335,1.1321846,1.037661,0.9649806,0.78996456,0.848307,0.8337238,1.1662909,0.0,1.1950641,1.036197,0.9018172,1.1019119,0.90702987,0.6633563,1.048698,1.0554037,1.1735752,0.8959238,1.3331015,1.2154875,1.2199495,0.977608,0.97183985,1.0951544,1.266806,0.9454886,1.1471374,0.69339865,0.8789613,1.0424817,0.5867581,1.1013947,0.76337665,1.3118838,0.82848454,0.8227676,1.2202095,1.1674225,0.86040735,0.95909554,0.7274587,1.18648,0.34004307,1.0026286,1.1764891,1.1265308,0.7888398,0.94991255,1.1150287
pizza,0.77668065,1.244068,1.1279066,0.9548651,0.8247669,1.1731668,1.2607589,1.085983,1.0265995,0.95471036,1.1022047,0.8538796,1.3419226,0.97101444,0.82309526,0.83247423,0.81048095,1.1176999,0.673026,1.1633759,1.0592555,0.745512,0.93827665,1.1390213,1.1238265,0.9602222,1.2935183,1.2198553,0.91051036,0.95870787,1.1588216,0.8420828,1.03429,0.9902654,1.1790379,1.0560198,1.1402175,1.0572271,0.9221712,0.7233086,1.2444662,0.952928,1.1898131,1.1102108,0.97054684,0.88006616,1.1781363,1.2245032,0.9375465,1.054002,1.1286476,0.8680835,1.1251582,1.1168417,0.91929877,1.0640134,1.0746258,0.93065566,0.70486504,1.1512467,1.0064422,0.96803576,0.94542396,0.9873635,0.67843854,0.85591114,1.2302744,0.82033235,0.9856875,0.9281864,0.7572032,0.9550306,1.2073963,0.9126527,1.2721322,1.1319196,0.93251675,0.8746705,0.9491582,0.9835881,1.0130396,1.1678642,1.3005731,1.176538,1.2386104,1.0319662,1.0512245,0.90588623,0.9064109,0.9884716,0.5888479,1.306591,1.2173387,1.086458,0.9396554,1.1950641,0.0,0.8935527,0.8698484,1.051927,1.0074813,0.9545415,0.98263097,1.0757053,0.88887036,0.8920939,0.83640933,0.99686193,0.8968989,0.9351698,1.013536,0.93455,0.84044945,0.9456798,1.0031935,1.2278839,1.0162178,1.0859206,1.1841205,0.71215343,1.0796027,0.8515958,1.207416,1.0453453,0.90554297,0.74393195,1.1561401,1.1885798,1.1321573,0.9784527,1.3191781,1.058486,0.67624545,1.0366023,1.1954056,1.2523042,1.028233
plant,0.90233713,1.1249089,1.0719866,1.1476811,1.1379877,0.9285387,0.9807908,1.0051004,0.9395454,1.0419157,1.0767996,1.0480587,1.1999155,1.0791875,1.1236202,1.0872374,1.0323417,1.0205631,0.9080386,0.84902006,0.98704845,0.91707236,1.2198527,0.9480815,0.8307322,0.9738867,0.8763053,0.95644075,1.157373,0.81450164,1.032388,0.9676564,0.98739195,0.9260078,0.98030454,1.0322783,1.0201112,1.1084206,1.0185744,1.0665781,1.1051487,0.9762586,0.89813983,1.0827732,0.76764905,0.9459737,0.8796196,1.0694034,1.0154983,1.1865231,1.0235401,1.0446296,1.2544575,1.0976014,0.17756963,1.1853279,0.9216978,0.78601795,0.84492147,1.1904058,1.0539263,0.9921161,0.9519641,1.0341187,0.97310925,1.0890754,1.1078981,0.97946894,0.9334882,0.9903375,0.80640197,1.1911236,1.1026708,0.79567015,0.9232582,1.0889535,0.9320893,1.0253873,0.98204756,0.9850805,1.0185462,1.1656327,1.0482075,1.2136059,1.1238487,1.170946,0.9077301,0.94721854,1.0531299,1.1861824,1.0021012,1.1197969,1.1077175,1.0396312,0.9837064,1.036197,0.8935527,0.0,1.0200099,0.928599,1.1842351,1.0590367,0.88796777,1.0977087,0.90644175,1.0263453,0.9949829,1.0203454,1.1126004,0.95187944,1.2561805,0.9751703,0.88702255,0.9451518,1.1309139,1.0733292,1.0714062,0.9062805,1.2144164,0.98540896,0.89620626,1.0120468,1.0443456,0.9167759,1.02815,1.008941,1.0222279,1.2189884,1.0921141,1.0770439,1.041836,0.96234894,0.9395688,0.64183176,0.72958386,1.2075338,0.76537263
plate,1.1912498,0.9332161,0.55022943,1.1287225,1.3921071,0.8409238,0.6916176,0.52467215,1.0649501,1.1912504,1.2154142,1.4121042,0.7591956,1.3466184,1.4278016,1.0467927,1.3592627,0.9951568,0.78734016,0.5955682,0.2644744,1.1324136,0.6860977,0.8728633,0.7188525,0.8163899,0.75417674,0.7759407,0.99868363,1.1986521,1.3177216,0.76713663,0.71889496,1.3775464,0.8482907,1.3077116,0.85837114,1.1919993,1.4067839,1.1146905,0.62951124,1.3080558,0.5151608,0.6571003,1.0834614,1.0872653,1.2896268,0.85008335,1.4316436,0.57521933,1.1985633,1.2370975,1.0537529,0.7040248,0.9400764,1.0444896,0.5004748,0.77265084,1.0703268,0.95695686,1.1841155,1.2198007,0.7106552,1.2911756,0.8214341,1.2547908,0.8584083,1.1929832,1.0778244,1.3963374,0.80152404,1.4541849,0.6067539,1.2499328,0.6571405,0.71298504,1.0744754,1.2844732,1.0063932,1.1256782,0.610378,0.7980331,0.80277187,0.98856586,0.9398911,0.5580788,1.1449533,1.2292048,1.4464209,1.438821,1.0353905,0.70615685,0.7251029,0.85178363,0.99536353,0.9018172,0.8698484,1.0200099,0.0,1.1547594,0.97199523,1.1283133,1.2355708,1.2129458,1.108115,0.64987123,1.2132838,1.0285921,1.4120593,1.0734916,1.4001253,0.6756948,1.3104824,0.7647101,1.1634183,0.64028287,1.1578866,0.615018,1.122559,0.70781976,0.38344455,1.1248337,0.72436225,0.8428979,1.3021127,1.2274166,0.39120555,0.9296107,0.59688604,1.2191844,0.85543215,0.61696243,0.777779,1.1083491,1.0242836,0.8413914,1.3210722
pony,0.8344385,1.0793767,1.1770326,1.0433677,1.0437229,0.97973275,1.1185994,1.1168873,1.0029092,0.9834325,0.8641945,0.99970615,1.1941422,0.99183404,1.0217139,0.95351624,0.95928967,1.0409476,0.9864695,1.1234767,1.1603088,0.91147166,1.0762497,0.97038925,1.0964875,1.150276,1.1674069,1.1118109,1.0697083,0.4916997,1.1164281,1.0797151,1.0593789,1.0345887,1.0158406,1.0807717,1.0611247,1.0923251,1.0464019,1.0273256,1.1375704,0.9281433,1.1495006,1.156133,0.4893012,0.90802944,1.0650405,1.1260966,1.0001507,1.0802932,0.9932603,0.998818,1.1988002,1.1120256,0.8189093,1.0540894,1.0933877,0.96945846,1.0544927,1.1377144,1.1543446,0.8951713,1.1308482,0.99488664,0.8825363,1.1050334,1.1037619,0.81051147,0.9391985,0.98021716,0.9400476,1.0524,1.1751275,1.1051179,1.1575979,1.1190182,0.852735,1.1139438,1.1342515,1.0433265,1.1046454,1.1867738,1.156251,1.1376364,1.0190245,1.0749404,1.0862377,0.74852943,1.0106169,1.0391684,1.0521557,1.1410029,1.136186,0.99584866,1.1756783,1.1019119,1.051927,0.928599,1.1547594,0.0,1.1149197,1.0939267,1.0890019,0.8735984,0.7650661,0.98037666,0.9099078,0.9618346,1.0191365,0.99679947,1.0621744,1.1074429,0.9048225,1.1361696,1.0021287,1.1286776,0.9518418,1.0303985,1.1661627,1.011323,1.0840614,0.93150103,1.1232903,1.0749131,0.98163486,1.0249286,1.0731431,1.1817648,1.1416175,1.0398816,1.1491835,1.0670847,0.9682723,0.6722274,1.049763,1.152426,0.8819672
