,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pajamas,0.9058495,1.0415858,1.5142255,1.2561657,0.4312228,1.3126507,1.0435874,1.4841523,1.2506056,0.5791316,0.38061768,1.418823,0.5066792,0.18883657,1.1631173,0.34051484,0.8523059,1.0706336,1.5998499,1.2784848,0.90750426,1.5533785,0.73883003,1.1872699,1.2234496,1.4471751,1.1827949,1.1688823,0.6838653,0.8131367,1.2646577,1.2986789,0.6671415,1.1136369,0.8242357,1.0874971,0.39673352,1.1794859,1.6100507,0.6328436,1.5094395,0.74045366,0.9471105,0.8643395,0.85609484,1.1846359,0.34282517,1.3004904,1.5020282,0.79771876,1.2429029,0.7083502,1.1728246,0.8787478,1.4349294,1.1195409,1.1604269,1.5556018,1.2079228,0.61472356,1.2760328,1.0711309,0.6804857,1.2015574,0.68311256,1.3350906,0.66073847,1.3175623,1.4116381,0.7353011,0.47341585,1.1357107,0.2946223,1.5463636,0.9749563,1.5109141,0.9102604,1.4429824,1.079864,0.5902948,0.9008656,1.1285305,0.95468795,1.3683875,1.3703475,1.2137319,1.4627137,1.381082,0.6937205,0.7459518,0.0,0.37141502,0.64714956,1.5926137,1.5657115,1.4983891,0.446832,1.0146397,1.430347,0.97110885,1.540587,1.1661634,1.4049175,0.8259239,1.4836764,1.2010888,0.62349564,0.6910376,1.1071037,1.0253417,0.9634798,0.5092278,1.0661821,0.1676268,1.0336484,0.3310923,1.6059299,0.50239146,0.937862,0.89637077,1.6028914,0.78018653,1.6123893,0.9236661,1.0202098,1.5503645,1.0477113,1.3908241,1.438221,0.70108783,0.29639125,0.6010651,0.49514592,1.6322585,1.2857018,1.0701766,0.8973453,1.3209255,1.4343737,0.9498035,0.9150785,0.977064,1.2324221,1.4423946,0.745674
pants,0.8251735,1.1304371,1.4417275,1.1320739,0.6180543,1.3559806,0.9888625,1.4059589,1.2658494,0.664858,0.5541357,1.0970222,0.5742582,0.5934854,1.0300086,0.5683632,1.0120573,1.312026,1.4220552,1.3207705,1.0045419,1.3708683,0.70271295,1.2358805,1.2565675,1.1815594,1.0726064,1.000345,0.6124797,0.737851,1.3196816,1.3458873,0.62012243,1.2987926,0.70302814,1.0857196,0.45158124,1.1213567,1.4629339,0.8133365,1.4402158,0.9076801,1.0518763,1.0894377,0.7453745,1.0675042,0.48948723,1.0441216,1.3310115,0.8347249,1.0442377,0.8238634,1.0002304,0.8145931,1.3989693,1.2243509,0.934998,1.3880932,1.2553494,0.8012224,1.1112477,0.85064185,0.963854,1.3658018,0.65243345,1.3625512,0.7807044,1.2364757,1.2731504,0.75297195,0.42867064,1.1986946,0.14018881,1.3926306,0.9809145,1.4148139,0.9310231,1.3819302,1.1827421,0.7043581,0.955766,0.937867,1.0681481,1.2388458,1.2482927,1.1110209,1.3009691,1.3600492,0.5711504,0.8171336,0.37141502,0.0,0.87229073,1.3999978,1.4105434,1.2956482,0.7963806,0.90940964,1.3135858,1.0817914,1.4243119,0.94537705,1.3991616,0.9283605,1.4018326,0.9625205,0.51139736,0.9059217,1.07306,1.14274,1.0879166,0.6497976,1.2815201,0.3737855,0.9949947,0.23749697,1.3437543,0.64730346,0.9834661,1.0409094,1.3823247,0.8181102,1.4238465,0.9026816,1.0435466,1.4327297,0.99703157,1.3495877,1.3789597,0.5019485,0.2958215,0.819251,0.7134172,1.5497187,1.125968,0.8954236,0.9939978,1.2532296,1.5931139,1.1429269,1.0117399,0.9390378,1.1215671,1.2350429,0.8127294
paper,0.8918473,1.0776421,1.4353158,1.1454555,0.6240622,1.2037911,1.016953,1.3077545,1.242106,0.5932438,0.5773627,1.4643047,0.6698861,0.40402985,1.1219597,0.5596619,0.7984492,0.63363796,1.5193734,1.0373119,0.80322355,1.4431407,0.7873471,1.1307027,1.092229,1.4623528,1.1276816,1.1382798,0.94916695,0.97232556,0.88135505,1.1580038,0.85240436,1.0248145,0.8514021,0.896441,0.74748886,0.97976077,1.4527888,0.6734199,1.3879819,0.55198,1.0540026,1.0367231,1.0229907,1.1428499,0.81907105,1.2444112,1.391494,0.94142306,1.1536336,0.81158054,1.2225314,0.89631116,1.1918273,0.9989831,1.2779834,1.3045166,0.8862989,0.6972674,1.3276742,1.1771325,0.73114175,0.8576446,0.91995513,1.2163975,0.7448667,1.396103,1.2675152,0.77351236,0.71132886,1.1201981,0.77810353,1.3480877,1.0331542,1.3264873,0.8441887,1.2662417,0.8473779,0.67054814,0.83231676,1.1362971,0.72053754,1.3620868,1.1387069,1.316435,1.4049469,1.2240843,0.7788009,0.7669932,0.64714956,0.87229073,0.0,1.3980594,1.3779815,1.361259,0.78418946,1.0754027,1.2809091,0.9358008,1.2522864,1.1709664,1.2339809,0.826129,1.3495238,1.2436538,0.76974237,0.73912823,1.0081939,0.8787414,0.8985893,0.8244244,0.8857044,0.6723634,1.1789153,0.73677,1.4967422,0.75653255,0.74486226,0.80174816,1.5692866,0.61915815,1.4187131,1.0538913,0.67964506,1.2839682,1.0296595,1.3755393,1.4676816,1.0008433,0.78422254,0.7570165,0.49747795,1.415316,1.35571,1.0645107,0.8700085,1.2143158,1.2507002,0.6912296,0.90670264,1.0646119,1.2821324,1.4863895,0.8085226
pen,0.9186859,0.91026413,0.4249121,0.7825613,1.3400552,0.7732873,1.0830063,0.51267195,0.81006217,1.4104279,1.5212517,0.3423772,1.3976585,1.5793617,0.9255414,1.4907337,1.2642559,1.0164101,0.37517822,0.99309945,1.2759035,0.469612,1.319813,1.0456814,0.7485881,0.54731214,0.85182726,0.76871824,1.2034987,1.2452674,1.0060679,0.75524014,1.3368986,1.0788794,1.0586867,1.2119197,1.4977797,1.0811648,0.15648139,1.4464405,0.6339573,1.3666236,1.1794487,1.1382242,1.1285181,0.9209407,1.3913972,0.7544029,0.5068945,1.1310214,0.65664005,1.3396711,0.7013213,1.1992674,0.5618028,1.0345479,0.7594567,0.24892783,0.93111056,1.4688923,0.626408,0.8710594,1.2591053,0.89719415,1.2756715,0.7296146,1.2639707,0.7015915,0.47026896,1.2202082,1.3596956,1.065536,1.4056487,0.27814138,1.1470878,0.54979825,1.304995,0.5599668,1.1032035,1.5579208,1.1829815,0.7871033,1.3461182,0.49262536,0.7393997,0.6131067,0.48769897,0.63861316,1.3994257,1.2224956,1.5926137,1.3999978,1.3980594,0.0,0.07118595,0.480204,1.2913669,0.8963901,0.66002154,1.2042882,0.58571523,0.7034551,0.81469405,1.326844,0.610588,0.8344044,1.4247352,1.2259283,1.1172175,1.160842,1.2694557,1.3084534,0.9840472,1.5086876,0.9840761,1.44502,0.29660803,1.4620193,1.2412547,1.2047204,0.3075145,1.0789332,0.29455298,0.9547695,1.319685,0.39437306,1.1305938,0.59784836,0.4574687,1.300297,1.4341476,1.364019,1.5569968,0.4446745,0.6021514,0.7652148,0.941044,0.77827626,0.6948784,1.323802,1.1229577,1.0747163,0.82972765,0.3778469,1.3367544
pencil,1.0493467,0.8362938,0.42266822,0.84066355,1.2486079,0.77124107,1.0799274,0.51255375,0.8047125,1.4199374,1.5416869,0.46755564,1.3881416,1.5392885,1.0031068,1.5219979,1.2536079,1.011006,0.4020506,0.9612892,1.303417,0.438954,1.2969193,1.0572728,0.8143847,0.67430615,0.9347657,0.7141753,1.3026098,1.2471699,1.0118833,0.7914907,1.4000759,1.0559407,1.1370094,1.1753961,1.5162512,1.0113027,0.19232649,1.4320669,0.66526663,1.3735807,1.2125075,1.0823615,1.2163246,0.9361732,1.3700216,0.6942966,0.49556625,1.1531465,0.7636049,1.3254613,0.60115474,1.252282,0.60427797,1.0700226,0.7247268,0.27598107,1.0271969,1.4385604,0.58079994,0.8591315,1.255719,0.8752274,1.2408321,0.6790725,1.100897,0.6820221,0.52122104,1.1815689,1.4016182,1.0230262,1.4106597,0.27782238,1.1547616,0.6342871,1.2564821,0.55692106,1.1344681,1.475116,1.1758461,0.75335383,1.2537531,0.42827696,0.77096653,0.55263907,0.5057857,0.6030982,1.4455812,1.2460034,1.5657115,1.4105434,1.3779815,0.07118595,0.0,0.48715997,1.280049,1.0131388,0.5931394,1.2154906,0.57987696,0.79552984,0.7493157,1.3085592,0.64705646,0.867292,1.4707661,1.2200215,1.1189612,1.0622895,1.2357551,1.3287024,0.91565776,1.4846896,1.0085696,1.3925896,0.33854443,1.5005643,1.2339518,1.1580522,0.35365283,1.1541216,0.35975134,0.95248586,1.2922798,0.36865222,1.1827079,0.5644592,0.4637425,1.3560504,1.4139025,1.3128331,1.5317863,0.47863632,0.52276903,0.71355534,0.8290829,0.80957127,0.6934718,1.2365538,1.1402047,1.1495762,0.8274176,0.33757895,1.3905764
pickle,1.0416955,0.99953324,0.352408,0.7781816,1.3473974,0.6774783,0.98430294,0.31902504,0.9874164,1.4710205,1.4372857,0.60992205,1.4607792,1.4640393,0.8576185,1.428602,1.2840937,1.1595896,0.48413038,0.9388683,1.2675867,0.33102453,1.1508317,1.0103499,0.9121878,0.74360836,1.1003134,0.6570285,1.2326741,1.3166624,0.7768085,0.8911569,1.329311,1.1699423,1.2522902,0.924834,1.4139373,0.75471264,0.35589856,1.4792161,0.6922786,1.255943,1.07369,1.1003693,1.2834978,1.1519655,1.2831509,0.63214177,0.36169875,1.2268168,0.7642748,1.193812,0.7148278,1.1943473,0.6290158,0.9482187,0.8009616,0.6538336,0.80009663,1.4523518,0.7465091,0.85617566,1.2488284,0.8814872,1.2626336,0.70252323,1.2664187,0.7496484,0.64812994,1.3385705,1.4335973,1.0888503,1.3750603,0.6748678,1.2786572,0.78040934,1.102405,0.33514667,1.0842369,1.2522682,1.2887046,0.7463201,1.070289,0.5114854,0.70247555,0.82492685,0.6062714,0.47785532,1.3850319,1.2888346,1.4983891,1.2956482,1.361259,0.480204,0.48715997,0.0,1.2420493,0.9973614,0.5367892,1.1489588,0.4918629,0.7053261,0.65540814,1.3193109,0.8116553,0.8982746,1.4470152,1.3040602,0.88575864,0.9457127,1.165193,1.2672124,1.1098619,1.4366052,1.052197,1.3565288,0.4936098,1.4503293,1.3036513,1.0769374,0.46903163,1.2088932,0.2549399,1.0560824,1.0334126,0.67567885,1.0587685,0.5810011,0.5256271,1.2630507,1.4167211,1.2955756,1.4349785,0.506894,0.6345686,0.89145553,1.0601648,0.74126446,0.66499406,1.2753162,1.1832794,1.1523129,1.0621805,0.5544228,1.4267907
pig,1.0326288,0.9451214,1.2236621,1.0955377,0.7336266,1.1946315,1.0900741,1.259121,1.134244,0.76718265,0.567712,1.2667859,0.78910136,0.57739794,1.1243908,0.5208386,0.97442627,1.1091762,1.3337241,1.1870726,1.0542643,1.2491698,0.97858614,1.1711082,1.1572751,1.3479989,1.2272353,1.148051,0.7744523,0.9610938,1.144582,1.225828,0.87802976,1.0235196,1.0027927,1.0322925,0.71058595,1.0788296,1.3224332,0.81672823,1.2795578,0.7810019,0.9407518,0.87617826,1.002062,1.1325337,0.71582335,1.1535431,1.2289209,0.7445619,1.102247,0.9844734,1.0461489,0.89447343,1.2550224,1.080878,1.1269519,1.2949758,1.1022146,0.8292419,1.1956463,1.0270468,0.73938966,1.1329527,0.9122788,1.1870586,0.81180763,1.1666585,1.2787521,0.92020005,0.6666844,1.1052697,0.71978927,1.2707989,1.0459293,1.3043704,1.0573307,1.2420748,1.1103654,0.7756278,1.087558,1.0780958,0.9281737,1.1254201,1.1238583,1.0874873,1.1860268,1.1749554,0.86244106,0.77162063,0.446832,0.7963806,0.78418946,1.2913669,1.280049,1.2420493,0.0,0.9849792,1.2069129,1.0266625,1.2977813,1.0546457,1.2277951,0.9012803,1.2441605,1.122236,0.8880069,0.73855484,1.1534004,1.0078053,1.0029684,0.64840233,1.0123736,0.6296549,1.0309641,0.78072536,1.347277,0.6831476,0.99285436,0.9682365,1.2805439,0.7501949,1.3245863,0.9888298,1.0803207,1.2693956,1.1494367,1.2254918,1.1451507,0.990861,0.69001013,0.7784426,0.69554836,1.3138256,1.0869552,1.1294338,1.0430328,1.0738777,1.2397078,1.0201633,1.0633641,1.1153203,1.2122903,1.1929109,0.9046408
pillow,0.8789553,0.8428151,1.1120664,0.8813673,1.1002264,1.1109159,1.0300672,1.1108524,0.7188712,1.0078177,0.74229324,0.6127672,0.7926978,1.1238284,0.900966,0.6151432,1.0495619,0.96437323,0.9961965,1.0652564,0.8967305,1.0036148,1.0477942,0.8911582,0.96507,0.565391,0.72622067,1.174442,0.8260817,0.5319646,1.0281382,1.1431873,0.9201713,0.99828464,0.9440691,1.1530274,0.7787212,1.0816349,0.9882819,0.9191078,0.8474561,1.1989672,0.94978637,0.944395,0.76482916,0.7708089,1.132706,1.2322859,1.0315703,1.0195576,0.8625916,1.3325169,1.0997669,1.139456,1.0252674,0.913725,0.6287972,0.8261791,1.0736556,1.2090135,1.1347396,0.64418244,1.180077,1.1424781,1.2080984,1.0415071,1.1764872,0.9865643,0.9615565,1.0937366,0.99020654,1.0609534,1.0112677,0.8521447,0.9414617,0.821276,1.120084,1.0799053,0.9255392,0.99210715,1.1012521,1.1959801,1.2026396,1.1943817,0.36349714,0.98340476,1.0557078,1.2204705,0.9247851,1.1008649,1.0146397,0.90940964,1.0754027,0.8963901,1.0131388,0.9973614,0.9849792,0.0,1.0533464,1.041717,0.9478134,1.0310258,1.0332078,0.8710829,0.74179745,1.0130866,0.99239576,1.0915189,1.2428944,1.1041086,1.1379095,0.9021411,1.1396282,1.1064643,0.69678104,0.90331143,0.9193922,1.1373408,0.9654133,1.0318525,0.81666446,0.8313924,0.964709,0.6071675,1.1539392,0.9470392,1.0477066,1.0614289,1.0356708,0.8948044,1.0871216,1.1632814,1.1287105,0.9993175,1.0879649,1.0570911,1.2349758,0.48591632,1.0669692,1.1817837,1.0197206,0.8930635,0.94228846,1.0677665,0.96267176
pizza,1.1170232,0.9325237,0.66310155,0.7744061,1.1997931,0.95481545,1.2881553,0.6024356,0.8850733,1.5016801,1.4825792,0.812489,1.4478511,1.3672945,0.8781676,1.4020734,1.2795675,1.0173445,0.6347227,0.8607209,1.2268,0.16700411,1.2235484,1.171425,0.8637965,0.94247866,1.1421369,0.7005553,1.2708583,1.2827508,0.554556,0.9326966,1.3416777,1.0336013,1.3025247,0.6159798,1.4591532,0.36646938,0.66211545,1.44343,0.7415341,1.122374,0.97490937,0.9479999,1.3039029,1.0710284,1.2554045,0.75396466,0.620075,1.244339,0.99903315,1.1206784,0.77857095,1.2352697,0.85216177,0.9362263,0.74941826,0.63374674,0.88532025,1.3637321,0.7514045,0.9141668,1.3109881,1.0547712,1.2125959,0.55298144,1.102992,0.81188977,0.593633,1.3509419,1.4694672,0.93334764,1.3699865,0.5737458,1.1795309,0.9442791,0.73757577,0.71349627,1.0479697,1.2234647,1.1383642,0.8645266,0.649382,0.71988326,0.77845925,0.7960094,0.69965065,0.73431337,1.3471408,1.1446224,1.430347,1.3135858,1.2809091,0.66002154,0.5931394,0.5367892,1.2069129,1.0533464,0.0,1.1674029,0.24190044,0.91783774,0.6447799,1.2946832,0.8529424,0.90264463,1.4518664,1.225231,0.9782523,0.5384505,0.94098526,1.1782495,0.9936366,1.3765863,1.0243759,1.3087704,0.6118905,1.443927,1.2698166,1.1339728,0.60345423,1.2550508,0.63421965,1.0645716,0.9012453,0.6357305,1.2391202,0.7780291,0.7025156,1.331966,1.3770173,1.2507923,1.3089404,0.6675938,0.6849571,0.8292102,1.1585557,0.7688503,0.86426425,0.9090122,1.1509148,1.1928521,1.0843116,0.674915,1.4002874
plant,0.9766087,1.0444076,1.1603422,1.1118517,0.99207324,1.0073711,0.99775,1.083194,0.9918702,0.93661445,0.9262023,1.2304928,0.95987535,0.9384186,0.9241122,0.92668295,0.92104995,0.89297134,1.1180533,0.9167482,0.88879067,1.2322782,0.9341317,0.9000903,0.88425285,1.0657675,0.8479451,1.1856673,1.0230765,0.92706776,1.0361581,1.178411,0.87224984,0.9013881,1.0422919,0.97944134,0.9439651,1.0647929,1.2000955,0.8639326,0.9723246,0.8873047,0.8241619,0.94872427,0.8884918,1.0284727,0.9672758,1.2063291,1.3068864,0.98617727,1.1535438,0.94601107,1.249078,1.0183281,0.9515353,0.5276427,1.1710395,1.1153626,0.845127,0.83523464,1.2254685,1.1378673,0.9389679,1.0203806,0.9258673,1.069781,1.0121783,1.0923077,1.1635823,0.96181065,1.0232016,0.91635036,1.0696394,1.0903306,0.78457135,0.90092754,0.9465639,1.0657923,0.87401813,0.9307167,0.932722,1.2532192,0.95925075,1.282927,1.0336376,1.2217436,1.2399952,1.1664995,0.9010325,1.004798,0.97110885,1.0817914,0.9358008,1.2042882,1.2154906,1.1489588,1.0266625,1.041717,1.1674029,0.0,1.1847167,1.1335915,0.962038,0.8556729,0.9856365,1.2168531,0.8788176,1.0042458,0.9156089,1.0245867,0.8814931,0.9844145,0.9582592,0.9781459,0.968349,1.0860689,1.0746107,0.76570785,0.89607054,1.0237281,1.2344487,1.0934074,1.1956799,1.0476345,0.945209,1.0846326,0.9259358,1.0798628,1.1599954,0.91128683,0.9655291,0.9751803,0.9025525,1.1943188,1.2398701,1.3109343,1.1153798,0.96109366,1.0309259,0.8627423,0.625442,0.8064965,0.7718661,1.2952889,0.6866898
plate,1.1037322,1.0231951,0.63035643,0.7205214,1.3533838,0.89274156,1.1868081,0.5942334,0.85070616,1.3455789,1.4485023,0.67074597,1.4148896,1.451735,0.951371,1.3987386,1.2460766,0.9557264,0.620874,0.52904046,1.1462489,0.2615028,1.2019533,1.0590293,0.88781434,0.80762154,1.0700146,0.822452,1.334913,1.2191653,0.44217652,0.82970655,1.3492407,0.95311147,1.2663916,0.6848795,1.4720886,0.5709441,0.58590436,1.3848488,0.6487036,1.0422505,1.1116017,1.0867337,1.2534282,0.9269382,1.3891618,0.86548704,0.57901037,1.3112478,0.8921068,1.2188562,0.93254715,1.1930032,0.8205024,0.9545367,0.8738093,0.4686265,0.90132856,1.3473582,0.8514647,1.0595256,1.3341205,0.9577514,1.3484838,0.6452321,1.278242,0.9243458,0.60928625,1.301772,1.4722339,0.95183307,1.4785275,0.44251812,1.1316389,0.7138799,0.787396,0.63883376,0.975689,1.3577596,1.124037,0.9396272,0.7534621,0.7565985,0.67496204,0.8345018,0.7075118,0.69711787,1.2490473,1.3328556,1.540587,1.4243119,1.2522864,0.58571523,0.57987696,0.4918629,1.2977813,0.9478134,0.24190044,1.1847167,0.0,0.90807635,0.6258774,1.2650421,0.7365252,0.884047,1.3809524,1.317441,1.0360093,0.66429836,0.81851685,1.3094614,0.993583,1.4762003,1.0332972,1.3959329,0.5434454,1.468371,0.9491016,1.0887579,0.5892855,1.2251587,0.52977884,1.1393993,0.69413257,0.43488824,1.1055323,0.7530682,0.7331575,1.3387595,1.4923341,1.3281283,1.2011443,0.5120595,0.85853434,0.91049945,1.1617186,0.8000578,0.8123951,0.7403841,1.1969025,1.1746686,1.1049927,0.74139595,1.3601311
pony,0.95686746,1.1752664,0.7473207,0.94042474,1.1390587,0.9866512,1.0497508,0.78296036,1.1520904,1.1345654,1.089664,0.7341876,1.1378837,1.2164861,0.7873173,1.1488469,1.198073,1.1498479,0.7474855,1.1174946,1.1986244,0.81710505,1.0627276,1.2086147,1.1294866,0.9405451,0.8362401,0.75290704,0.8778485,1.2819688,1.0561541,1.0488245,1.0575367,1.209799,0.95692414,1.1504558,1.1265076,1.0654962,0.7141607,1.2610857,0.9582403,1.1013609,1.0393718,1.2420858,1.10021,1.1672086,1.048281,0.8390564,0.74108493,0.94677275,0.5277624,1.0354912,0.81734383,0.89214814,0.8574873,1.0897287,1.0016522,0.90272987,0.9924753,1.056915,0.83550435,0.92722714,1.0544102,1.00376,0.9931583,1.0335152,1.1672654,0.98227817,0.8838385,1.2198124,0.96331185,1.1477683,0.99266094,0.97847766,1.1862123,0.9535396,1.0986125,0.82353365,1.1816595,1.2748175,1.0547739,0.77292943,1.1941507,0.6630215,1.0800303,1.0244524,0.8282402,0.7723549,1.0640991,0.95683485,1.1661634,0.94537705,1.1709664,0.7034551,0.79552984,0.7053261,1.0546457,1.0310258,0.91783774,1.1335915,0.90807635,0.0,1.0445256,1.3093024,0.9571939,0.8435128,1.0330701,1.0632421,1.0134788,1.1276772,1.1862087,1.0015446,1.2515389,1.0647713,1.1669227,1.1040704,0.8162089,1.0307418,1.1729629,1.2384504,0.7877846,0.89107656,0.63639486,1.1847292,1.0983894,0.96084744,0.9076293,0.9977661,0.8367222,0.9952927,1.0309924,1.1385669,1.1822834,0.8517813,0.8402991,0.8628313,1.1265925,1.0776168,1.0650568,1.3036525,1.0924293,0.88421285,1.1238194,0.7825855,1.0799801
pumpkin,1.2208017,0.8989213,0.5259333,0.95640624,1.3703765,0.6174013,0.8836192,0.46537226,0.772632,1.403543,1.3623421,0.94654185,1.3812444,1.2966974,0.98799634,1.3189257,1.1329567,0.907666,0.5800584,0.6805769,0.9695322,0.54725695,1.2645874,0.6984136,0.8697138,0.8174459,0.94837373,0.9962576,1.3414689,1.1882846,0.73027706,0.84344447,1.3367755,0.7255691,1.4100649,0.90165496,1.4149969,0.81977427,0.6867128,1.2708979,0.6144929,1.0874472,0.9835668,0.91055775,1.2736799,0.98845357,1.2609677,0.93493664,0.64428824,1.2064377,1.1576064,1.2079954,1.0555398,1.183341,0.5875505,0.8837392,0.96634495,0.876438,0.9125982,1.297094,0.9658417,1.0049785,1.240115,0.7598487,1.2958367,0.5884255,1.3109958,0.76741886,0.7765219,1.2545598,1.3698984,0.75321746,1.4452853,0.79271495,1.1069217,0.8070994,0.85324836,0.4763354,0.88863546,1.1427649,1.1467986,1.0628161,0.83740187,0.77919424,0.7806721,0.94936204,0.8642631,0.54394287,1.2896535,1.1768734,1.4049175,1.3991616,1.2339809,0.81469405,0.7493157,0.65540814,1.2277951,1.0332078,0.6447799,0.962038,0.6258774,1.0445256,0.0,0.95708334,0.6458028,1.0853331,1.3793652,1.2368183,0.97942847,0.8107703,0.7986443,1.2404372,0.9642879,1.3979936,0.97180074,1.3497448,0.75768423,1.3835922,1.1602772,1.0113691,0.6720406,1.2309418,0.6140471,1.0421855,0.9455153,0.7401813,1.0964669,0.62931955,0.60705334,1.3174026,1.4116278,1.2412596,1.348526,0.5416188,0.9051053,1.1580483,1.1995697,0.72041804,0.5612672,0.98840076,1.0496851,1.0533701,0.9011293,0.83640814,1.2914065
purse,1.0140188,1.0657737,1.3479044,1.0791733,0.9799379,1.0700319,0.86780727,1.3016716,0.8073564,0.88158315,0.76670766,1.2606436,0.80453014,0.7231149,1.1076692,0.6908486,0.7315285,0.7983958,1.2947803,0.9753316,0.5776787,1.3768767,0.84197044,0.6731663,0.97407115,1.0484524,1.0104016,1.2411245,0.9209337,0.6841523,1.0595547,0.9744939,0.93199927,0.78740084,0.89761496,0.9126259,0.7701509,1.0348941,1.3814653,0.60180163,1.1241572,0.77208126,0.81426793,0.786356,0.9938361,0.74545836,0.9765026,1.3478066,1.4239614,0.976014,1.2972925,1.0406791,1.3646626,1.0350745,1.1854143,0.9275208,1.1552145,1.169426,0.9647845,0.8617777,1.326624,0.9505606,1.0048755,0.91681564,1.0943332,1.173902,1.0278964,1.0624148,1.2425091,0.66618294,0.839586,0.8593986,0.93775797,1.0474308,0.786011,1.1012597,0.9026731,1.2903333,0.9275024,0.6092065,0.8165414,1.279366,0.99971515,1.4590378,0.9194981,1.1176927,1.2400167,1.3371326,0.81058073,0.88661873,0.8259239,0.9283605,0.826129,1.326844,1.3085592,1.3193109,0.9012803,0.8710829,1.2946832,0.8556729,1.2650421,1.3093024,0.95708334,0.0,0.85738754,1.0794395,0.9533057,1.0373526,0.9671644,1.0207613,0.87012535,0.8194387,0.6771727,0.9712003,0.71000886,0.8831559,1.210479,0.9544258,0.92489856,0.82654345,1.2320969,1.0823228,1.3240722,0.84700334,0.94361985,1.0816764,0.82296824,1.2840273,1.2777679,0.8123824,0.98750335,0.8714353,0.8443422,1.1885028,1.4000918,1.1664774,0.8467156,0.86125064,0.96790844,0.8225776,0.9674594,1.0153942,0.72295296,1.2817793,0.9091669
radio,1.1312793,0.85920215,0.6586065,0.8638025,1.4297867,0.7016048,0.89323777,0.7391685,0.6425878,1.2963243,1.3013303,0.6860183,1.2329886,1.4750223,0.99956846,1.3089325,1.0971353,0.7601421,0.52715147,0.80876595,0.8187449,0.74908763,1.2686002,0.6280131,0.84060025,0.49679393,0.682292,1.1866703,1.2126322,0.90901756,0.9828387,0.7539412,1.2963622,0.6973681,1.1627808,1.0667567,1.2871768,1.101404,0.6313436,1.126189,0.52089536,1.1809893,0.9288657,0.92704034,1.0964223,0.58263963,1.3650877,1.0747249,0.80223966,1.0795878,0.9469832,1.2948987,1.05947,1.0988128,0.7139776,0.9599714,0.88331264,0.67724097,0.9619609,1.3437785,0.95881283,0.7692713,1.262372,0.88119954,1.3451648,0.82762074,1.3232483,0.68625855,0.8292633,1.2122638,1.2944354,0.7946322,1.4365618,0.530844,0.98497254,0.60227835,1.1923517,0.7841291,0.9104904,1.3493768,1.1661416,1.0705013,1.2352085,0.899853,0.6018447,0.9115742,0.67788404,0.90321726,1.0598599,1.1631628,1.4836764,1.4018326,1.3495238,0.610588,0.64705646,0.8116553,1.2441605,0.74179745,0.8529424,0.9856365,0.7365252,0.9571939,0.6458028,0.85738754,0.0,0.9474813,1.2392622,1.2898363,1.0886747,1.0774308,1.038723,1.2862151,0.9559598,1.4653424,0.7366537,1.40855,0.6831337,1.3379347,1.0642992,1.1191657,0.45588195,1.1543736,0.5489924,0.89931536,1.2171651,0.64417386,0.9615209,0.7679038,0.6569199,1.1587456,1.4163265,1.2580086,1.4140817,0.43892002,0.88887864,1.1928782,1.2018827,0.5399064,0.5245657,1.1219082,1.1130203,0.93899095,0.60329056,0.700734,1.1842233
