,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glasses,glove,grass,gum,hair,hand,hat,horse,jeans,knife,ladder,lamp,leg,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pickle,1.0604441,1.0337368,0.7482232,1.0958339,1.0304091,0.9621483,0.6544351,1.2221583,1.0395253,1.1141948,0.99745625,1.0827178,1.0081393,0.8674556,1.0305218,1.0501565,1.0631679,1.0384228,1.080007,1.1184788,0.88935024,1.0317775,1.0338508,1.0129516,0.8006432,0.94697845,1.0171521,1.0670835,0.99428064,1.0539132,0.6047907,1.0115879,1.1049986,1.1448295,1.0017747,0.8798131,1.0735854,1.1608261,1.1034888,1.0349859,1.088952,0.7548324,1.1467121,0.95215964,0.85108036,0.9662256,0.9055743,1.2102325,1.0956109,1.0244368,0.96378744,0.85621095,1.0796101,1.0034729,1.0837357,0.9857059,1.0279393,1.0575743,0.8105404,0.98421156,0.87523115,1.2318811,0.96149534,1.0001984,0.98168457,1.0819306,1.0737702,1.0032436,0.9785742,0.8025224,1.0099015,1.200559,1.0405766,1.0239098,1.1280868,0.97990596,0.9757563,0.0,1.1531705,1.1186779,1.0411363,1.0580243,1.0597404,1.0341744,1.1310457,1.0892754,0.93831134,1.1659154,0.94583833,0.9127441,0.99987054,0.9687634,1.1031578,0.85677344,0.9280827,0.9728149,0.73099166,1.0599738,1.0641798,1.0875494,1.0113982,1.0332061,1.0429759,1.001464,1.0814209,0.9561868,1.1069461,1.0054035,1.0478128,1.072761,1.0888221,1.1026481,1.0607008
pillow,1.1300899,0.97343516,0.93250775,1.2355137,0.5813546,0.5390097,0.9212567,0.5876449,1.18206,1.2520853,0.462578,1.252671,1.329637,1.0133092,1.2504021,1.3337845,0.74965143,0.5704943,0.6539377,1.2365258,1.061454,0.89562535,0.5075866,0.74308324,1.0107639,0.74768025,0.6341018,1.2367826,1.1613991,1.2765977,1.2161288,0.50199044,1.0586226,0.47714365,0.7805562,1.2504661,0.777133,0.93777794,0.54586077,1.3149745,0.6894973,1.0668166,1.243537,1.0086834,1.3473839,1.0075046,0.6942289,0.7914189,1.2357256,1.4255874,0.6682141,0.5978532,1.166684,0.87898874,1.3263419,1.2872847,0.65884614,1.4272494,1.3269364,1.3195735,1.3518659,0.32112062,0.73071206,1.1188643,1.4039202,1.0141249,0.6375779,0.4564041,0.51993716,0.7494101,1.3833443,0.6890862,1.3724893,1.1198456,1.218145,0.68652475,0.54676396,1.1531705,0.0,0.6980553,0.6018222,1.4284799,0.9454756,1.066071,0.9619764,1.2521523,0.7943475,0.63844734,1.3373007,0.89433324,0.8856274,0.9867236,0.8773872,1.4691364,0.45112586,1.0648592,1.2256119,0.48784685,0.8126803,0.7864543,1.3370042,1.4006972,1.501103,0.6377889,0.7600459,1.0888913,1.2115903,0.41671622,0.77983403,1.4762156,0.64843625,0.6574665,1.2013206
plant,1.1692381,0.9819217,0.9507907,1.0917139,0.6742535,0.87713426,1.0494449,0.7694534,1.1025431,1.1792579,0.83067644,1.2301958,1.1529826,1.064163,1.2129748,1.1550968,0.8346866,0.8524179,0.86687195,1.0041368,0.99160504,1.0360732,0.79898345,0.9330887,1.0907433,0.9608007,0.8819734,1.185204,1.1042643,1.2391503,1.033969,0.82592463,0.9560802,0.8098625,0.9078487,1.1805758,0.88640994,0.8679611,0.66276824,1.0507476,0.9816094,1.2134489,1.1165981,0.9595536,1.2332807,0.9750012,0.66120064,0.9725351,1.0984083,1.0840248,0.9086556,0.8993208,1.091943,0.84074104,1.1204392,1.0671649,0.91817987,1.1910566,1.1465769,1.1050384,1.2111118,0.67015857,0.937245,0.98718643,1.1627635,0.96942985,0.9603924,0.8698341,0.85894537,0.9539018,1.0859476,0.5612284,1.1310571,1.0157516,1.0235677,0.9070053,0.8863899,1.1186779,0.6980553,0.0,0.97128886,1.1997728,1.112511,1.047422,0.9442085,1.1117712,0.8150892,0.850132,1.1925727,0.876577,0.9323929,0.9401012,0.98739034,1.2932823,0.84558195,1.1192614,1.0402673,0.76005566,0.93295574,0.90507346,1.1462817,1.1961707,1.1966913,0.8898055,0.9110263,1.0365777,1.1137619,0.87894785,0.89891374,1.2081127,0.8105836,0.93827075,0.924157
plate,1.348916,1.0813856,0.8326363,1.2167591,0.6603721,0.641189,0.9116324,0.64411426,0.85125995,1.2908323,0.7456536,1.3601152,1.3426495,1.2317045,1.400164,1.0989299,0.603689,0.5638529,0.6105108,0.8715704,1.0597574,0.8039912,0.8574078,0.72292227,1.1531833,0.9958218,0.8419098,1.3167295,1.0276954,1.3575977,0.9292689,0.5466877,1.0465709,0.589818,0.8938505,1.4805536,0.8372423,1.1297635,0.7870748,1.1808231,0.7235087,1.082303,1.2546129,1.0772227,0.9691228,1.3246496,0.75346446,0.8326978,1.231357,1.280385,0.8073671,0.82783896,1.1533673,0.66521835,1.2702228,1.2800667,0.7104309,1.248289,1.2672725,1.2035288,1.2509912,0.64743423,0.8823326,1.0378668,1.1299708,0.9010817,0.64480364,0.84370655,0.69476116,0.86723244,1.2448899,0.7736331,1.3534043,1.4552003,0.95885235,0.8121768,0.7085122,1.0411363,0.6018222,0.97128886,0.0,1.2513502,1.054902,1.113838,0.94447494,1.2763145,1.0621276,0.6997557,1.3759774,0.67810595,1.1495634,1.1528567,0.76741636,1.1655211,0.4532454,1.1489754,1.2834632,0.7376268,0.81591886,0.66722643,1.0049233,1.4292576,1.1595331,0.396205,0.9138518,1.1054151,1.0619648,0.8775995,0.5369291,0.8681226,0.97748864,0.7584001,1.2289284
pony,0.81745493,1.0679215,1.1307294,0.86045295,1.3309228,1.3323829,1.110346,1.2969656,0.89922273,0.6755872,1.3486891,0.80385274,0.8010341,0.91082084,0.699403,0.78495574,1.1704141,1.339384,1.2570467,0.9781025,1.1263964,1.0992073,1.3331164,1.2673404,0.99432135,1.2236794,1.2714561,0.9118092,0.92126065,0.7739737,1.0330709,1.3585681,0.9959837,1.3052137,1.0722145,0.78145623,1.1681688,1.0501156,1.2507198,0.8098655,1.2116091,1.0045851,0.93263435,1.1997914,0.85489416,0.89481366,1.2895932,1.1236534,0.88436913,0.7326615,1.3217553,1.2341995,0.9314316,1.2360833,0.7780227,1.0059084,1.1764475,0.011698604,0.6280044,0.8842976,0.8854383,1.3488381,1.2567062,0.86186475,0.830554,1.0839273,1.3049781,1.2462538,1.4133644,1.2017851,0.77895045,1.1018195,0.6780714,0.9846382,0.7940726,1.2538002,1.2906752,1.0580243,1.4284799,1.1997728,1.2513502,0.0,1.0693673,1.0347415,1.0729573,0.7557314,1.1481113,1.2720199,0.7409718,1.158608,1.1229645,1.0036689,1.0684674,0.7443979,1.4045202,0.8433925,0.78329766,1.3766396,1.1525664,1.2310579,0.9352467,0.74148715,0.6336274,1.2277799,1.2676554,0.8358131,0.86899257,1.2229548,1.2742475,0.79724157,1.224463,1.3453138,0.8282175
pumpkin,0.5720027,0.6498831,0.85490155,0.9499187,0.828919,0.8723944,0.9061594,1.2605681,1.1607583,1.1548172,0.8507956,0.96247,0.96099377,1.096755,1.0783837,1.2137866,1.1482382,0.98381585,1.0714048,1.238108,0.7557836,1.0806136,0.90499055,1.050013,0.9728975,0.98337257,0.78122365,1.0307668,1.1886691,0.9121895,0.98973453,0.98085564,1.2510405,0.93317264,1.050936,0.9660428,0.84351087,1.0952551,1.0785543,1.117134,0.9626261,1.0724838,0.7837952,0.681455,1.1942072,1.1187762,1.0923696,0.97666365,1.0680585,1.0887921,0.7619737,1.0344081,1.0298723,1.0618188,0.82514954,0.8990536,0.9166442,1.071281,1.0615308,1.2060045,1.1437738,0.95413053,0.8015362,1.0194051,1.1925262,0.9695446,0.833333,0.9875509,0.7297675,0.8951401,1.2094547,1.0711669,1.0831923,0.85513055,1.1472582,1.0056063,0.92126966,1.0597404,0.9454756,1.112511,1.054902,1.0693673,0.0,1.0018452,1.0174273,1.1986086,0.88061464,1.1206449,0.9633848,1.1280379,0.91690505,1.0832441,1.1072388,1.1292127,0.88753504,1.2037162,1.0788642,0.9899539,0.905225,1.0883615,1.1977197,1.0363401,1.2446662,1.036585,0.6109848,1.1856233,1.1989791,0.97575766,1.1124713,1.1831286,1.0132753,0.7896401,1.0594692
purse,0.94435525,1.1235604,1.2406846,0.97580606,1.1041816,1.2856606,1.2284245,0.70563674,0.7021767,0.8053559,1.2066624,0.73767495,0.85081637,0.9409716,0.8114681,0.8546139,1.0275437,1.2345452,1.0418264,0.8106242,1.1855143,0.6620718,0.9523291,1.0652299,1.0695612,0.89434624,1.1888926,0.8044711,0.90956944,0.80945444,1.0355786,1.3264551,0.7417617,1.1905396,1.0914903,1.0049582,1.1115433,0.8217699,1.0728445,0.8831668,1.1807038,1.1341231,1.0129473,1.1885064,1.026464,0.9820468,1.1578419,1.1061226,0.8915645,0.94640553,1.2133199,1.1421041,1.0253081,1.1158206,0.9830407,0.9908553,1.1081976,1.0251653,1.0093229,0.96568346,0.86766547,1.1775949,1.1346081,0.8454162,0.9586317,1.0282179,1.2639437,0.9852448,1.2415557,1.1656698,0.75020814,1.0910293,0.8626466,0.87693334,0.93798167,1.239038,1.2863172,1.0341744,1.066071,1.047422,1.113838,1.0347415,1.0018452,0.0,0.84516865,0.80086404,1.2391961,1.132531,0.90497255,0.9548466,0.9075035,0.9985019,0.8269195,0.8686025,1.2448466,1.0275918,0.9721327,1.2120703,1.0449159,1.0768938,0.8033698,0.824787,0.87759244,1.1295167,1.2152039,0.9673827,1.0662577,1.0277423,1.0365722,0.9179731,1.0079697,1.1096376,0.98513615
radio,1.1001287,1.081353,1.0791577,1.1419344,0.93531084,0.9710301,1.1852745,0.8077234,1.0440451,1.0500546,1.0500209,1.1346866,1.1505188,1.0865602,1.1773014,1.0765569,0.8921684,0.9329149,1.0377576,0.9395552,1.0080374,1.0535043,0.9144641,0.87997,1.1528052,1.0426494,1.0016184,0.96892613,1.0151296,1.1306663,1.0395001,0.99022937,0.88870037,0.91278267,1.0341928,1.2302259,0.9147402,0.8758116,0.9332748,1.0166696,0.9807545,1.0767263,1.0163012,1.1321609,1.045344,1.157863,0.9194724,0.936748,1.0680394,0.9970603,1.0585227,0.9205641,1.0997925,0.9549757,1.0805942,1.0635194,0.9567445,1.0753858,1.1335189,1.0263729,1.075331,0.8764524,0.98793185,0.93273616,1.0066462,1.0110072,1.0198221,1.1797066,1.0569563,0.9875489,0.8531434,0.8648544,1.076978,1.1031849,1.0384257,1.0793703,1.0289167,1.1310457,0.9619764,0.9442085,0.94447494,1.0729573,1.0174273,0.84516865,0.0,1.0148984,1.1534873,0.86670876,1.1700304,0.84640265,1.014873,1.1221602,1.0626433,1.0422329,0.9618568,1.1558268,1.1133112,0.88941336,0.93234015,0.98085105,0.8824653,1.0104591,1.0155687,0.8845855,1.111484,1.109894,1.1078283,1.168374,0.78205395,0.97415596,0.9297265,0.97398186,1.0584319
refrigerator,0.96876246,1.307466,1.2820729,0.9771248,1.4003692,1.312644,1.1977894,0.85682553,0.6846311,0.42851913,1.2725173,0.5289705,0.85261184,0.91022986,0.70017284,0.7119344,1.1057564,1.3225138,0.90983015,0.60517997,1.1723729,0.74377364,0.98579764,1.1493735,0.9853237,0.745041,1.2344046,0.79862916,0.84093237,0.5248066,1.1456226,1.4058418,0.5297881,1.2130479,1.0517908,1.0071098,1.2606677,0.628399,0.9369385,0.88927096,1.1598418,1.0170414,0.90898097,1.3662014,0.79768944,1.0800986,1.3567669,1.2752107,0.9663714,0.9633773,1.3352714,1.4102144,1.0703208,1.3345289,0.9328249,1.1684593,1.2870209,0.77237725,1.0127387,0.9401882,0.49375534,1.1651924,1.256599,0.9516089,0.9171735,1.1765748,1.3411452,1.2321239,1.4049811,1.1104839,0.44325304,1.2030492,0.78116715,0.9051354,0.8591496,1.3163033,1.3275145,1.0892754,1.2521523,1.1117712,1.2763145,0.7557314,1.1986086,0.80086404,1.0148984,0.0,1.2373412,1.2747431,0.76781744,1.1382761,1.0279478,0.99069583,0.7562367,0.64639014,1.4420469,0.8586078,1.0477991,1.2944381,1.2262092,1.2636122,0.79214,0.76929986,0.4657904,1.2416447,1.4589517,0.81859183,0.9737487,1.2160376,1.2340611,0.6895374,0.7744061,1.3910244,0.5580332
rooster,1.0589473,0.81843984,0.6606593,1.0053355,0.7611119,0.93827987,0.73280984,1.1912413,1.2554283,1.3164895,0.8281039,1.1866931,0.9709441,0.8464079,1.197566,1.1701756,1.1125411,0.99684274,1.0015788,1.2667408,0.6565881,1.1020237,0.9023026,1.0387541,0.8719351,0.98073375,0.8345566,1.1849202,0.9770731,1.1817867,1.0013429,0.8918604,1.2367921,0.9785251,0.9533568,0.7218925,0.86045283,1.1129992,0.7514602,1.2447095,1.0441805,1.1467625,0.89937824,0.56566083,1.2028606,0.8504388,0.87096894,1.0298465,0.859124,1.0712796,0.58951837,0.9321469,1.0144737,0.9182153,0.8481868,0.7791018,0.93723196,1.1638534,1.1262424,1.057424,1.1815248,0.7892305,0.9858709,1.1743208,1.1383533,0.95680875,0.8237722,0.8616641,0.6531567,1.0522015,1.285789,0.87864697,1.1906947,0.9279919,1.1591003,0.7613162,0.76855916,0.93831134,0.7943475,0.8150892,1.0621276,1.1481113,0.88061464,1.2391961,1.1534873,1.2373412,0.0,1.0282593,0.97012657,1.1223598,0.82412887,0.7297814,1.1717031,1.274254,0.85812664,1.0551119,0.92550147,0.68200505,1.0990903,0.9959842,1.160974,1.0968152,1.3608115,1.1440954,0.51816374,1.1255999,1.1294208,0.9489925,1.1854976,1.3474663,0.9951241,0.7573724,1.1118722
scissors,1.2906421,1.0726304,1.0346514,1.1042938,0.6816957,0.6028737,1.0400305,0.6936214,1.2738075,1.3972888,0.629542,1.3978664,1.3657613,1.2623096,1.4377568,1.1745744,0.7082164,0.5901792,0.90147865,1.1225967,1.0739043,1.1897202,0.7957318,0.7307149,1.1240315,0.88403225,0.72540915,1.2318319,0.8912309,1.3968687,1.0945964,0.41304302,1.123548,0.59785616,1.0498593,1.314413,0.89613724,0.93475705,0.860005,1.2339829,0.7630568,0.79417706,1.2687492,0.99634737,1.1627945,1.216354,0.7647109,0.80893123,1.0888014,1.1887232,0.70539826,0.6771026,1.1391184,0.77235454,1.2678776,1.1136726,0.7230292,1.2671467,1.1910329,0.8124696,1.2190297,0.48651302,0.76581085,1.1856805,1.1164603,0.9432948,0.7200285,0.96761036,0.6282829,0.8456522,1.262393,0.787806,1.3491144,1.325174,1.1368103,0.40310645,0.45433044,1.1659154,0.63844734,0.850132,0.6997557,1.2720199,1.1206449,1.132531,0.86670876,1.2747431,1.0282593,0.0,1.3758578,0.89781386,1.0540042,0.9300792,1.0452663,1.2009717,0.5895312,1.15624,1.2211357,0.5225635,0.649545,0.7234786,0.9797009,1.364266,1.2898977,0.6780794,0.9242476,1.1961418,0.8085067,0.8852284,0.63377076,1.1427546,0.7254802,0.6295675,1.2796144
shirt,0.8505926,1.0316188,1.2021604,0.8194235,1.3672135,1.3980958,1.0951438,1.4264529,0.9609535,0.6859206,1.2029731,0.61989844,0.18331367,0.7747407,0.59874094,0.82289565,1.3585907,1.4050528,1.2547696,1.0574802,1.0032601,1.012191,1.1870313,1.2959698,0.70825386,1.009881,1.1832144,0.809065,0.8623036,0.59454113,1.0543231,1.4875655,1.0491858,1.3533161,1.1048034,0.6317128,1.2172105,1.0648847,1.2426045,0.78720033,1.3015678,0.9553,0.66512835,0.9819089,0.8980536,0.8260706,1.3325734,1.2254417,0.78415364,0.87123793,1.1495057,1.3517331,0.9252493,1.3980156,0.60452753,0.80934846,1.1917152,0.75296354,0.8391279,1.0019482,0.9257023,1.3314195,1.2441194,0.87219787,0.88872427,1.050685,1.2901752,1.1414409,1.2068524,1.2308509,0.7858666,1.2445619,0.428384,0.62370247,0.9526982,1.3107865,1.3576977,0.94583833,1.3373007,1.1925727,1.3759774,0.7409718,0.9633848,0.90497255,1.1700304,0.76781744,0.97012657,1.3758578,0.0,1.2509223,0.8233499,0.92828906,1.1042302,0.9239242,1.4845626,0.73437536,0.86188793,1.3673233,1.2701696,1.2777686,1.0539387,0.56735635,0.7439533,1.4058952,1.06466,0.9355012,1.0753273,1.1732808,1.5390404,0.88024163,1.1370121,1.1924021,0.74262273
shoe,1.0955093,1.0408362,0.7796482,1.1483687,0.6858215,1.0144483,0.98911625,0.78293264,0.88528013,1.1499037,1.0345501,1.264843,1.2428405,1.0836852,1.2000756,1.0077988,0.5915917,0.83557934,0.86732113,0.84314066,1.0685301,0.91287583,1.0457853,0.7824676,1.2042289,1.0757815,1.1049714,1.1226659,1.1017685,1.2528827,0.874341,0.92641693,0.9757768,1.0116973,0.7935519,1.2388282,0.8764176,1.057606,0.9559743,1.0495561,1.0387385,1.0517565,1.1658316,1.1336732,1.0696301,1.0205184,0.8467114,0.9415586,1.1143657,1.0355222,1.1400192,0.82678205,1.0833069,0.72324824,1.1846768,1.1316988,0.86280286,1.1437135,0.9584958,1.0671359,1.1385326,0.95278555,1.0285891,0.9206827,1.0254973,0.96417564,1.0404807,1.0029396,1.1201514,0.95546937,1.0182569,0.8300139,1.1447313,1.1772609,0.8785963,1.0615124,1.0454804,0.9127441,0.89433324,0.876577,0.67810595,1.158608,1.1280379,0.9548466,0.84640265,1.1382761,1.1223598,0.89781386,1.2509223,0.0,1.0918064,1.1346722,0.8801086,1.0650314,0.70746946,1.1479443,1.0809842,0.93448305,0.92220366,0.88728935,0.9207535,1.2013078,1.0366147,0.53872097,1.1420467,0.96072423,1.0630783,0.9964078,0.57252884,0.94824153,1.0835025,1.051608,1.0658185
shorts,0.9895422,0.8524052,1.0376089,0.92101836,0.9903179,1.0263255,0.87810904,0.9721209,1.080735,1.1904202,0.7578422,0.96143174,0.7959848,1.1139861,1.1114486,1.2235903,1.1280556,1.0627149,0.9521771,1.097904,0.97736084,0.84639215,0.49769652,1.1146004,0.9795569,0.7090271,0.9733468,1.1280081,0.9404105,1.0251218,1.0324781,1.0305285,1.1290709,0.9381934,0.9574691,0.92067826,1.0799917,0.9726077,0.89013755,1.0521222,1.0583676,1.0223747,1.0450568,0.6911417,1.1968404,0.97769946,1.0273279,0.89329475,1.0147427,1.1001313,0.8183571,0.865876,1.041509,1.1480253,1.0538061,0.8590816,1.0536276,1.1264625,1.0187966,1.0370926,1.1250663,0.98323613,0.85120213,1.0656134,1.2076533,1.012939,1.0716558,0.8625025,0.80954295,0.9939336,1.1559551,1.0034393,0.9801827,0.66136706,1.2242403,1.0117886,0.97913826,0.99987054,0.8856274,0.9323929,1.1495634,1.1229645,0.91690505,0.9075035,1.014873,1.0279478,0.82412887,1.0540042,0.8233499,1.0918064,0.0,0.9698591,1.0424883,1.2022796,1.033896,1.1593493,0.9654836,0.7869119,1.0373104,0.9582714,1.0335283,1.034835,1.1894377,1.1323571,0.75848603,1.2815423,1.2321985,0.89759064,1.1955199,1.2652719,0.648253,0.7173637,1.1253532
shovel,1.0731153,1.0938761,1.106455,0.9989101,1.1151704,1.2214812,1.0477157,1.1129329,0.9445698,0.95291895,1.0657859,0.86005265,0.8515017,0.71014947,0.9253062,0.723351,1.1869404,1.2798717,0.95103127,0.9434413,1.0269636,0.93341994,1.047392,1.0696375,0.94445276,0.9221349,1.0248308,0.98545146,0.865954,0.9154413,0.98062086,1.2524912,0.9412742,1.1889045,0.9656664,0.6442517,1.0350571,0.8621752,0.9202416,1.1028587,1.2364569,1.0075512,0.9746408,0.9970275,1.0776231,0.6551794,1.0504506,1.224752,0.7710696,0.8084942,1.0735599,1.1804156,0.98895884,1.1516913,0.96248084,0.91086245,1.225486,1.0233729,1.0908437,0.8045547,0.9085765,0.9504269,1.2159107,1.0212435,0.75018007,1.1507638,1.2149017,0.8903636,1.0430645,1.161479,1.0272487,1.1017658,0.9576909,0.8422085,1.0134268,1.0583303,1.0736748,0.9687634,0.9867236,0.9401012,1.1528567,1.0036689,1.0832441,0.9985019,1.1221602,0.99069583,0.7297814,0.9300792,0.92828906,1.1346722,0.9698591,0.0,0.8380151,0.92556465,1.2777073,0.8322664,0.93155026,0.8634882,0.9957349,1.1223187,0.9276721,0.95011675,0.96397966,1.2261014,1.0186472,0.9221464,0.8847358,1.0297428,1.1667429,1.0431349,0.9405623,1.1007993,0.87437063
sink,0.9888322,1.2689536,1.1652625,1.086923,1.1292065,1.1280521,1.0995166,0.7268881,0.16466004,0.7206462,1.0609485,0.7358146,1.0633255,0.92274797,0.8407988,0.73030657,0.82356507,1.2524613,0.33848822,0.33474958,1.2752478,0.21472561,0.8303797,0.98077786,1.0510628,0.84611875,1.0973295,1.0686175,1.0993297,0.8181887,1.0817838,1.2075646,0.5912815,1.0425279,0.79010653,1.1392168,1.2915576,0.7465012,0.8952142,1.0512613,1.0830312,1.1566571,1.1532848,1.3145943,1.0755575,0.92689705,1.1841893,1.2419987,1.0625819,1.0969185,1.3409501,1.1860251,1.0724019,1.0738951,1.1676913,1.136626,1.2821891,1.0786346,1.0481739,0.93943393,0.8536449,0.98346907,1.18831,0.973917,0.94920695,1.1863493,1.2943769,0.7255329,1.2576947,0.9272833,0.823088,1.1721799,1.1007473,1.0489919,0.69570994,1.1851772,1.2092817,1.1031578,0.8773872,0.98739034,0.76741636,1.0684674,1.1072388,0.8269195,1.0626433,0.7562367,1.1717031,1.0452663,1.1042302,0.8801086,1.0424883,0.8380151,0.0,0.8707192,1.2042409,0.9362189,1.0598586,1.0803937,0.97610986,1.138121,0.93243915,1.1336119,0.7043731,0.9268819,1.3405871,0.8023819,0.862955,0.7904675,1.0166725,0.64133716,0.78938556,1.3674703,0.74555194
slide,0.9122881,1.2415146,1.151971,0.80881417,1.372788,1.2847509,1.1189302,1.072298,0.66849864,0.63422143,1.4462836,0.78985924,0.94683224,0.9160181,0.77763104,0.7197108,1.0252292,1.4078858,1.1927968,0.790889,1.1721647,0.86225975,1.28652,1.1585037,1.0797266,0.8619008,1.3409629,0.68619055,0.86971104,0.7334541,0.85107255,1.386107,0.57778794,1.381993,1.1383009,1.0060794,1.1776005,0.86022806,1.278519,0.7706578,1.2979409,0.90076095,1.0340866,1.319612,0.57241356,1.0146434,1.2930839,1.3125308,0.9795794,0.8803296,1.4262824,1.2111671,1.0597271,1.1901983,0.9787658,1.071892,1.3016999,0.76445174,0.7481997,0.68734705,0.21339965,1.3928251,1.2290908,0.89835733,0.7387073,1.1526167,1.4025875,1.241387,1.4190187,1.1387109,0.71234006,1.2890295,0.6905607,1.0452805,0.7823374,1.2706382,1.3133082,0.85677344,1.4691364,1.2932823,1.1655211,0.7443979,1.1292127,0.8686025,1.0422329,0.64639014,1.274254,1.2009717,0.9239242,1.0650314,1.2022796,0.92556465,0.8707192,0.0,1.435348,0.9218242,0.8720545,1.3577762,1.0353484,1.2294946,0.5061117,0.6356933,0.48226297,1.2429556,1.4521934,0.81834775,0.7991135,1.2113655,0.94789195,0.68947005,1.086855,1.4083562,0.763126
slipper,1.2821336,0.8619223,0.6516359,1.2880287,0.43995517,0.3523456,0.8333732,0.74491906,1.4017076,1.5867789,0.4316219,1.4732666,1.467639,1.3020055,1.53713,1.4710233,0.70723975,0.18275642,0.79541826,1.3046455,0.80716735,1.1329603,0.63595825,0.5726613,1.1257849,0.9178728,0.5564536,1.3733962,1.1478939,1.4586835,1.0448976,0.1801529,1.3810463,0.42116618,0.8974189,1.3411509,0.6494988,1.2500174,0.7094754,1.2704562,0.53104484,1.0142728,1.2710071,0.86417806,1.2655271,1.3105541,0.5492551,0.7006278,1.3662572,1.3476727,0.4156239,0.45771194,1.2444563,0.56990063,1.2832762,1.2814066,0.44383997,1.3877612,1.1810603,1.2918825,1.4287558,0.5009174,0.5023745,1.196269,1.3625748,0.8920204,0.29226446,0.8338216,0.31921554,0.7392802,1.4175382,0.64594585,1.4983907,1.3836517,1.2986764,0.48296404,0.3501867,0.9280827,0.45112586,0.84558195,0.4532454,1.4045202,0.88753504,1.2448466,0.9618568,1.4420469,0.85812664,0.5895312,1.4845626,0.70746946,1.033896,1.2777073,1.2042409,1.435348,0.0,1.3301692,1.2199064,0.49999148,0.77305514,0.626124,1.17274,1.4943645,1.5807076,0.403988,0.62501264,1.231029,1.1646231,0.7730155,0.48585486,1.3580991,0.9314892,0.42765576,1.4424759
snow,0.9577879,1.1874919,1.1386311,0.98313963,1.2645031,1.2924916,1.0319018,1.2032775,0.8679868,0.5642844,1.1826543,0.69261,0.83405006,0.6419204,0.42492926,0.85329115,1.1871399,1.3014507,1.125212,0.9894988,1.1809459,1.037835,1.2651186,1.2636368,0.49387836,1.1620016,1.1185296,0.7607155,0.92957675,0.77731305,1.0646744,1.3670607,0.9399363,1.2409217,1.0643708,0.528922,1.2229002,1.1454804,1.0746518,1.0561606,1.1626165,0.62761897,1.017377,1.2037528,0.77905786,0.7314864,1.1214784,1.1575081,0.8746879,0.9144625,1.2680135,1.2444991,0.72377515,1.2808055,1.0401584,1.0368106,1.1680881,0.8527253,0.9259473,0.9246897,0.9470441,1.196262,1.2243899,0.78414124,0.904557,1.178854,1.2363112,0.81318974,1.2745322,1.0420742,0.87635624,1.0905485,0.84951186,0.94281757,0.76568323,1.2722147,1.2896144,0.9728149,1.0648592,1.1192614,1.1489754,0.8433925,1.2037162,1.0275918,1.1558268,0.8586078,1.0551119,1.15624,0.73437536,1.1479443,1.1593493,0.8322664,0.9362189,0.9218242,1.3301692,0.0,1.0151228,1.1231418,1.2132406,1.1824439,1.0879749,0.81660134,0.6874405,1.258924,1.2281686,0.7394258,0.8710814,0.8406428,1.3726283,0.8597084,1.1525556,1.3617848,0.84093213
sock,0.8319579,0.9762042,0.9583006,0.9525383,1.0639541,1.2533338,0.9854924,1.2629133,0.93737173,0.9463116,1.2037393,0.96478266,0.8058173,0.7988589,0.7132351,0.9648221,1.2130436,1.266565,1.2301159,1.0951544,1.0217837,0.9874301,1.1398013,1.1754788,0.9825786,1.073763,1.2280097,0.95313805,1.0859194,0.9844597,0.8630927,1.2471194,1.0660453,1.3135178,1.0342335,0.7561902,0.8992503,1.060971,1.2011905,0.8381294,1.2287445,1.0703219,1.0404235,0.9603749,1.0829041,0.63784903,0.9890504,1.2024692,0.90328777,0.7198591,1.1985517,0.8142743,0.9884108,0.9783816,1.0082064,0.8563988,0.9861928,0.76089746,0.34530103,0.87996054,0.896217,1.3369241,1.0904887,0.8649479,0.8665646,1.1285145,1.2606492,0.97177255,1.2243321,1.1199907,0.96207654,1.0563155,0.76092035,0.70363265,1.0130746,1.1281499,1.2127615,0.73099166,1.2256119,1.0402673,1.2834632,0.78329766,1.0788642,0.9721327,1.1133112,1.0477991,0.92550147,1.2211357,0.86188793,1.0809842,0.9654836,0.93155026,1.0598586,0.8720545,1.2199064,1.0151228,0.0,1.2444743,1.2008047,1.1867484,0.9860131,0.7977744,0.95390135,1.2219386,1.1156743,0.8694098,1.0685219,0.9176368,1.1246057,1.095832,1.1462057,1.1970812,0.9420885
